MAT.1.1	Jesus Kristo, Dawi panaa, Abaraãm panaa. Hahỹ ta wahë makũ sa häd heen n'aa kerih doo:
MAT.5.19	—Jé P'op Hagä Do ky n'aa jaw'yyk do bód t'aats ky nadaheeh doo, ta wób tama met'ëëg bä ta nemuun raky nadaheeh hyb n'aa, jããm hẽ ky n'aa nets'äs da ta ti hedoo do hỹ pong jé hawät do tabag'ããs do mahang. Jé P'op Hagä Do ky n'aa jaw'yyk do ky daheeh doo, ta wób hã tama met'ëëg bä na-ããj hẽ, ky n'aa etsä däk tii, hỹ pong jé hawät do tabag'ããs do mahang —näng mäh.
MAT.5.20	—Baad bë ỹ maher'oot. Baad ub Pariséw red'oo raky daheeh P'op Hagä Do karẽn do ji hã. Ti hadoo ẽnh P'op Hagä Do ky n'aa jaw'yyk do ma mehetëk doo. Ti hado né paawä, baad bë nado bä sa bahǟnh, dooh tabad'op hẽ bë haja bä hỹ pong jé hawät do bag'ããs do karapee bë hado bä —näng mäh.
MAT.5.21	—Bë maa napäh né hẽ p'ooj ub ër wahë makũũ hã kamejũũ doo: “Manaboh manä a da hadoo doo. Nesaa do hã ky n'aa kety däk da jé ta da hadoo do daj'ëëp doo”,
MAT.5.22	Ỹỹ kä, ỹ her'oot hahỹ bë hã: Jé ta da hadoo do wë kawajããn do sii hẽ ky n'aa kety däk da. Jé ta da hadoo do ky n'aa rejãã péh, taw'ããts hẽ ër wahë n'aa hedoo do raky n'aa etyy tii. Jé “h'yy gatamaa its õm!”, hanäng pé ta da hadoo do hã, p'eets hẽ tabanesaa hẽnh, tëëg hõõ gó da tabahoop —näng mäh.
MAT.5.23	—Ti hyb n'aa kä, P'op Hagä Do hã mama ejuu bä mahyb n'aa es'ee bä a hã a da hadoo do ganen'aak doo, baad nadoo do ta hã mamoo wät do hyb n'aa, 
MAT.5.24	tii bä taw'ããts hẽ meréd dó mama ejuu do pan'aa ji ma ejuu do tyng pa. Tii bä ahõm a da hadoo do wë. Mets'ẽẽ õm tahyb n'aa mabaan hyb n'aa, p'aa hẽnh bë h'yyb enyyw padëëk hyb n'aa. Tii bä maju kä P'op Hagä Do wë mamanaa doo —näng mäh.
MAT.5.25	—Taw'ããts hẽ nayyw hẽ mah'yyb enäw a wë kawajããn doo, hyb n'aa jawyk do wë õm tamahũũm bä õm taky n'aa tapaa hyb n'aa paawä. Bë mahõm me, ta hõõ bä, mah'yyb enäw, hyb n'aa jawyk do ji hã ky n'aa etyy do hã, õm taky n'aa tapa mahǟnh. Tii d' manadoo bä, hyb n'aa jawyk do õm tabahaëënh da warahén hã, õm tadawäts gëët hyb n'aa kä. 
MAT.5.26	Dooh d' manä bä kä tii bä, sahõnh hẽ manepaag bä. Né hup ỹ né hẽ ta ti ỹ her'oot doo —näng mäh.
MAT.5.27	Ti m' Jesus ky hadoo ẽnh:
MAT.5.27	—Bë maa napäh hahỹ kamejũũ doo: “Aǟ manä ta seeh ỹỹm sii”,
MAT.5.28	Ỹỹ kä, ỹ her'oot hahỹỹ d' bë hã: Ỹỹnh wë ty gadäk doo, ta sii haỹỹh do hyb n'aa newë däk doo, baad nado däg ta h'yyb tym hã kä. Nesaa do tamoo wäd däg kän, dooh né ta sii taǟ bä paawä. 
MAT.5.29	A matym hyb n'aa nesaa do mamoo wäd bä, taw'ããts hẽ paawä a matym mado nyyh. Madawäts hõm. Taw'ããts hẽ sét a hã hanäng do kaw'oong hõm, tabanesaa hẽnh õm P'op Hagä Do aw'oong hõm mahǟnh. 
MAT.5.30	A moo hub hadäk do hyb n'aa nesaa do mamoo wäd bä, taw'ããts hẽ paawä magakyd hõm a mooh. Madawäts hõm. Taw'ããts hẽ sét a hã hanäng do kaw'oong hõm, tabanesaa hẽnh õm P'op Hagä Do aw'oong hõm mahǟnh
MAT.5.31	—Hahỹỹ da kamejũũ do paah: “Jé ta ỹỹm heréd hõm doo, taw'ããts hẽ taban'oo däk né hẽ ta heen n'aa kerih do ta hã”,
MAT.5.32	Ỹỹ kä, ỹ her'oot hahỹỹ d' bë hã: Jé daap hẽ ta ỹỹm heréd hõm doo, ta ỹỹm wadii do hyb n'aa tanado bä, ỹỹnh ta patug nadoo do sii he'ỹỹh do hado däk tan'oo bä ta ỹỹm paah. Aj'yy see gat'ëë däg bä ta ti ỹỹnh, nesaa doo, P'op Hagä Do ganadoo do tamoo wät. Ta see ỹỹm sii he'ỹỹh do hado däk tii —näng mäh.
MAT.5.33	—Bë maa napäh né hẽ p'ooj ub ër wahë makũũ hã kamejũũ doo: “Maky kahỹỹd manä Tak'ëp Hyb N'aa Jawyk Do hã maky däng doo. Mamoo wäd né hẽ ta hã maky däng doo”, näng kerih doo. 
MAT.5.34	Ỹỹ kä, ỹ her'oot hahỹỹ d' bë hã: Bë ky dëë manä da. P'op Hagä Do bag'ããs do tyng hadoo hỹ pong jé. Ti hyb n'aa bë ky dëë manä hỹ pong jé hã, bë ehub né hẽ bë ky däng do bë metëëh hyb n'aa. 
MAT.5.35	P'op Hagä Do tsyym tyng hadoo badäk hahỹ hëëj.
MAT.5.36	Bë ky dëë manä bë nuu hã. Dooh ji haj'as pé ji hã hẽ ji ahỹỹd bä. Ji sëën na-ããj hẽ dooh ji haja bä ji ahỹỹd bä. 
MAT.5.37	Ti hyb n'aa kä, “ỹỹ” bë noo bä, taw'ããts hẽ “ỹỹ” né hẽ bë h'yyb gó. “Dooh” bë noo bä, “dooh” né bë h'yyb gó. Jããm ti bë kyyh. Dooh hyb n'aa tak'ëp bë ky n'aa h'ũũm pé bë metëëh hyb n'aa ta ti bë ehub né hẽ. Nesaa Do Yb hanaa sahõnh hẽ ti bahǟnh tak'ëp ky n'aa h'ũũm doo —näng mäh.
MAT.5.38	Ti m' Jesus ky hadoo ẽnh:
MAT.5.38	—Bë maa napäh né hẽ hahỹ kamejũũ doo: “Ta da hadoo do matym rejãã doo, ta ti mo haj'aa näng do matym na-ããj ji rejãã. Ta da hadoo do tëg see gatëh hõm doo, ta ti mo haj'aa näng do tëg see na-ããj hẽ ji rejãã”,
MAT.5.39	Ỹỹ kä, ỹ her'oot hahỹỹ d' bë hã: Bë mahũũm manä hyb n'aa jewyk do sa wë nesaa do bë hã moo wät doo, tamoo wät do säm tagadoo hyb n'aa paawä. Õm rapa ewyh bä manu mebyng hyb n'aa paawä, mamabaaj manäh. Man'oo a ta pa s'ee hẽnh rabewyyh hyb n'aa. 
MAT.5.40	Hyb n'aa jewyk do sa wë a da hadoo do õm taky n'aa tapa bä a saroor hyb n'aa, man'oo ta hã a hatsë a hã hadäk do na-ããj hẽ. 
MAT.5.41	Õm ramejõ bä sa ma mas'ëëd bä raky n'aa jaw'yyk do anoo do pénh, tii bä mamahǟj manä ta ti ramejũũ doo. Taw'ããts hẽ raky däng do bahǟnh mas'ëëd.
MAT.5.42	Man'oo a da hadoo do ets'ẽẽ bä a hã. A h'ëëd see a da hadoo do ets'ẽẽ bä tab'aanh doo, man'oo né hẽ —näng mäh.
MAT.5.43	Ti m' Jesus ky hadoo ẽnh:
MAT.5.43	—Bë maa napäh né hẽ hahỹ ramejũũ do paah: “Makamahǟn a da hadoo doo. Mahyb n'aa wareem a majĩĩ.”
MAT.5.44	Ỹỹ kä, ỹ her'oot hahỹỹ d' bë hã: Bë kamahǟn bë majĩĩ. Bë ky n'aa ets'ẽẽ bë hã rejãã doo, 
MAT.5.45	bë Yb hỹ pong jé hawät do taah né bëëh, bë metëëh hyb n'aa ta tii hã. Bë Yb hỹ pong jé hawät do anoo papỹỹj bag tapahuunh doo, baad habok do sa hã, baad nabok do sa hã na-ããj hẽ. Baad habok do rababong bä tabanoo naëng badoos hyb n'aa, baad nabok do rababong bä na-ããj hẽ. 
MAT.5.46	Bë gadoo bë ed'oo g'eeh hanäm do P'op Hagä Do hanaa, jããm né hẽ bë kamahǟn bä bë hã kamahǟn doo? Dajẽẽr Roma buuj hã ji hepak do taa n'aa, bë ty n'aa ges'yyk doo, ti na-ããj rakamahǟn sa hã kamahǟn doo. 
MAT.5.47	Jããm hẽ bë wakããn hedoo do bë edëë bä, ta wób bad'oo do bahǟnh nado bë bad'oo. Jé P'op Hagä Do sa h'yyb gó nahapäh do na-ããj né hẽ redëng sa wakããn, sa najiis. 
MAT.5.48	Ti hyb n'aa, taw'ããts hẽ baad had'yyt hẽ bë babok, bë Yb hỹ pong jé hawät do baad had'yyt hẽ tabawät doo da —näng mä Jesus kyyh sa hã.
MAT.6.1	Ti m' Jesus ky hadoo:
MAT.6.1	—Baad hedoo doo, P'op Hagä Do karẽn do bë moo bok bä, taw'ããts hẽ bë moo boo bë raj'aa etsë hyb n'aa nado. Baad hedoo do bë moo boo bä bë hã raj'aa etsë hyb n'aa, ti bä dooh bë gado wäd bä hanäm do ta säm bë Yb hỹ pong jé hawät do hanaa.
MAT.6.2	—Ti hyb n'aa kas'uut do matym n'aa mabanoo bä, magamehǟ manä torõm-bet, õm ramanatakëë hyb n'aa, j'ooj madäk doo me ky ken'yym do rabahed'oo doo da panang tyw n'aa bä, tób P'op Hagä Do panyyg rayd naherot do yt hã, sa hã ta wób raj'aa etsë hyb n'aa. Baad bë ỹ maher'oot: Ta ti hedoo doo, sa hã raj'aa etsë doo me né hẽ ragado däk ta säm. Dooh ragado wäd bä hanäm do P'op Hagä Do hanaa. Né hup ỹ né hẽ ta ti ỹ her'oot doo. 
MAT.6.3	Kas'uut do matym n'aa mabanoo bä, maher'ood manä ta wób sa hã, 
MAT.6.4	ta wób ranahapäh hyb n'aa mamasa doo. Tii bä kä, a Yb hỹ pong jé hawät doo, hapäh do ranahapäh bä manoo doo, anoo da a hã ta säm baad hadoo doo —näng mäh.
MAT.6.5	—Bë ky n'aa ets'ẽẽ bä, j'ooj madäk doo me ky ken'yym do rabahed'oo doo da bë adoo manä da. Panang tyw n'aa kajatsëk bä, hajõk do rababok bä, tób P'op Hagä Do panyyg rayd naherot do yt hã na-ããj ti ragen'aak raky n'aa etsẽẽ rabë bä, ta wób rabahapäh hyb n'aa. Baad bë ỹ maher'oot: Ta ti hedoo doo, sa hã raj'aa etsë doo me ragado däk ta säm. Dooh ragado wät pé hanäm do P'op Hagä Do hanaa. Né hup ỹ né hẽ ta ti ỹ her'oot doo. 
MAT.6.6	Ti hyb n'aa, maky n'aa ets'ẽẽ bä, ajëë suun a tób gawakõ gó, manoo gatsëë däg ta gawakõ, ti bä maky n'aa ets'ẽẽ a Yb, hỹ pong jé hawät do ji nahapäh do hã. Tii bä kä, a Yb hỹ pong jé hawät doo, kejën doo gó maky n'aa etsẽẽ do hapäh doo, anoo da a hã ta säm baad hadoo doo. 
MAT.6.7	Bë ky n'aa ets'ẽẽ bä, bë ky n'aa jebaaj manä bë etsẽẽ doo, P'op Hagä Do sa h'yyb gó nahapäh do rabahed'oo doo da. Rah'yy kaha'eeh do maa napäh raky n'aa etsẽẽ doo, hajõng do sa kyyh hyb n'aa red'oo. 
MAT.6.8	Bë ky n'aa ets'ẽẽ pooj jé bë Yb hapäh bë wë badoh doo. Ti hyb n'aa bë ky n'aa ets'ẽẽ manä nanäng raky n'aa etsẽẽ doo da.
MAT.6.9	—Taw'ããts hẽ hahỹỹ da d' bë kyyh bë ky n'aa ets'ẽẽ bä:
MAT.6.9	“Ee, hỹ pong jé hawät doo,
MAT.6.9	ãã karẽn sahõnh hẽ õm rahyb n'aa jew'yyk.
MAT.6.10	Ãã etsẽẽ a hã,
MAT.6.10	sahõnh hẽ mabag'ããs do nayyw hẽ takajaa hyb n'aa ãã wë.
MAT.6.10	Ãã karẽn sahõnh hẽ badäk hahỹỹ hã habong do ramoo bok makarẽn doo,
MAT.6.10	hỹ pong jé ramoo bok doo da makarẽn doo.
MAT.6.11	Man'oo had'yyt hẽ ãã waa.
MAT.6.12	Mamabaan hõm nesaa do ãã moo bok do paah,
MAT.6.12	ãã mabaan hõm doo da ãã wë moo bong do nesaa doo.
MAT.6.13	Man'oo manä nesaa do ãã tah'yyb tatuk.
MAT.6.13	Ãã mamo n'aa jesu Nesaa Do Yb mahǟnh.
MAT.6.13	[Õm né ti sahõnh hẽ bagãã had'yyt doo.
MAT.6.13	Õm né ti hejooj had'yyt doo.
MAT.6.13	Õm né ti ji j'aa etsëë had'yyt doo. Ti né hẽ. Taw'ããts hẽ]”, näk da bëëh.
MAT.6.14	Ti m' Jesus ky hadoo ẽnh:
MAT.6.14	—Bë hyb n'aa mabaan bä nesaa do bë wë ramoo boo bä, tii bä bë Yb hỹ pong jé hawät do hyb n'aa mabaan da na-ããj hẽ bë hã. 
MAT.6.15	Bë hyb n'aa manabaan bä nesaa do bë wë ramoo bok doo, tii bä dooh na-ããj hẽ bë Yb hyb n'aa mabaan bä bë hã nesaa do bë moo bok doo.
MAT.6.16	Ti m' Jesus ky hadoo:
MAT.6.16	—P'op Hagä Do bë weh'ëëh hyb n'aa bë kas'aah bä, bë metä manä bë h'yy gajëng doo, j'ooj madäk doo me habok doo, ky ken'yym do gó habok do rabahed'oo doo da. Ta ti rah'ỹỹt sa mamets rakas'aah ta wób rabahapäh hyb n'aa. Baad bë ỹ maher'oot: Ta ti hed'oo doo, sa hã raj'aa etsë doo me, ragado däk ta säm sahõnh hẽ. Dooh ragado wät pé hanäm do P'op Hagä Do hanaa. Né hup ỹ né hẽ ta ti ỹ her'oot doo. 
MAT.6.17	Ti hyb n'aa, kas'aah doo me P'op Hagä Do maweh'ëëh bä, taw'ããts hẽ mahetsyyd a mamets, mahawug ta syyj buu benyym do a nuu gó ji bahed'oo doo da 
MAT.6.18	kas'aah doo me P'op Hagä Do maweh'ëëh do ta wób ranahapäh hyb n'aa. Jããm hẽ a Yb, hỹ pong jé hawät doo, ji nahapäh do hapäh hyb n'aa. Tii bä kä, a Yb hỹ pong jé hawät doo, kejën doo gó makas'aah do hapäh doo, anoo da a hã ta säm baad hadoo doo —näng mäh.
MAT.6.19	Ti m' Jesus ky hadoo ẽnh:
MAT.6.19	—Bë ata manä bë ma takah'ũũm hyb n'aa badäk hahỹỹ bä, kamera hedoo do ji ma rejãã doo bä, ji ma hetõt bä, hets'ëëk do bë tób ranoo eë hõm doo bä bë ma rabets'ëëk hyb n'aa. 
MAT.6.20	Taw'ããts hẽ bë moo boo had'yyt hẽ ti P'op Hagä Do bë hã takarẽn doo. Tii bä da bë gadoo da hỹ pong jé ta säm P'op Hagä Do hanaa. Hỹ pong jé dooh kamera hedoo do rejã bä ta säm P'op Hagä Do hanaa ji gadoo doo. Ta tii bä dooh tahetõd bä ta säm, ta tii bä dooh retsëëg bä P'op Hagä Do hanaa ji gadoo doo. 
MAT.6.21	Ta tii d' ỹ wén her'oot, tak'ëp bë kamahǟn do banäng bä, tii bä bë h'yyb bawät —näng mäh.
MAT.6.22	—Ji bag hadoo ji matym. Baad tado bä ji matym,
MAT.6.23	Baad tanado bä ji matym,
MAT.6.24	—Dooh hajaa pé pawóp hẽ ta kariw n'aa sii moo wät pé séd noo gó. Tii d' tahado bä, ta kariw n'aa see dooh takamahǟn bä, ta see ti takamahǟn. Ta see wë da baad tamoo wät da, ta see taty n'aa ges'yyk da. Ti hadoo bë hã. Dooh bë haja bä bë h'yy keséj bä. Dooh bë haja bä P'op Hagä Do hã bë h'yyb däg bä, dajẽẽr hã na-ããj bë h'yyb däng bä —näng mä Jesus.
MAT.6.25	—Ti hyb n'aa bë ỹ maher'oot hahỹỹh: Bë hyb n'aa tón had'yyt manä bë babok do hã, bë waa hã, bë eëëk do hã, bë saroor hã. Tii d' ỹ wén edoo, ji awa do bahǟnh ti ji edëp doo. Ji saroor bahǟnh ji. 
MAT.6.26	Bë hegãã taw'ëëd. Dooh rejoom bä joom tym. Dooh rata bä joom ag sa waa tób n'aa yt hã. Ti hado né paawä, P'op Hagä Doo, bë Yb, anoo sa waa. Taw'ëëd P'op Hagä Do kamahǟn do bahǟnh bë takamahǟn. 
MAT.6.27	Tak'ëp bë hyb n'aa newë had'yyt né paawä, dooh bë haja bä bë aboo dawëd bä ta tii da —näng mäh.
MAT.6.28	—Hëd n'aa bë hyb n'aa tón bë saroor bë padedëëk do pan'aa hã? Bë hegãã tabawä n'aa ts'ooh joom banäng bä hawäng doo —näng mäh. —Dooh né paawä ramoo boo bä, dooh né paawä sa saroor rages'yyb bä, 
MAT.6.29	Saromãw saroor anyyw né paawä, gabar'ëëng né paawä, ti bahǟnh tabanäm ti tabawä n'aa ts'ooh. 
MAT.6.30	Tii da baad ub P'op Hagä Do adoo bä tabawä n'aa hã, nayyw hẽ tsawyy jëng do hã, ji gatang do hã, dooh g'eeh ti bahǟnh baad ub tabahag'ããs bëëh? Tanoo né da bë hã bë saroor. H'ëëd hyb n'aa P'op Hagä Do hã baad bë h'yy kana'eeh? 
MAT.6.31	Ti hyb n'aa kä, bë hyb n'aa tón manäh. “H'ëëd g'ee d' ãã awa? H'ëëd g'ee d' ãã eëëk? H'ëëd g'ee d' ãã dadäk?”, bë an'oo manäh. 
MAT.6.32	P'op Hagä Do sa h'yyb gó nahapäh do ti tii, ti hã h'yyb padëëk doo. Bë ti dooh tii d' bë adoo bä. Bë Yb hỹ pong jé hawät do hapäh bë wë bedoh doo. 
MAT.6.33	Taw'ããts hẽ pooj jé baad bë h'yyb padäg bë Yb bag'ããs do hã, baad hedoo do ji hã takarẽn do hã na-ããj hẽ. Tii bä kä, tanoo da bë hã sahõnh hẽ bë wë bedoh doo. 
MAT.6.34	Ti hyb n'aa kä, naga hẽ bë hyb n'aa tón manä bë pooj jé hawät do hã. Jat'iip hadoo na-ããj hẽ ti anäng ji h'yy katón doo. Ti hyb n'aa taw'ããts hẽ jati pé bë hyb n'aa newë nyy d' bë bad'oo.
MAT.7.1	Ti m' Jesus ky hadoo:
MAT.7.1	—Baad nadoo do hã bë ky n'aa ety manä had'yyt hẽ ta wób, P'op Hagä Do ky n'aa netyy hyb n'aa bëëh. 
MAT.7.2	Tii d' ỹ wén edoo, ta wób bë ky n'aa etyy doo da, bë da P'op Hagä Do ky n'aa etyy. Ta wób bë ky n'aa etyy do pénh, ti pénh da P'op Hagä Do ky n'aa etyy da bëëh.
MAT.7.3	—Hëd n'aa mamatakëë b'aa hyyj its a da hadoo do matym me hahop doo, b'aa haeh do a matym gó anäng? 
MAT.7.4	Hëd n'aa, “Na b'aa hyyj a matym gó hatu do ỹ ado hõm”, mabanäng, dooh b'aa haeh do mamatakä bä a matym gó hanäng doo? 
MAT.7.5	J'ooj madäk do ti a h'yyb. Mado nä pooj jé b'aa haeh do a matym gó hakëë doo. Tii bä da mabahapäh baad ub mabado hõm hyb n'aa a da hadoo do matym gó hatu do b'aa hyyj —näng mäh.
MAT.7.6	—Bë an'oo manä awaar hã tsyt hẽ P'op Hagä Do wë kasëëw däk doo. Bë da regës. Bë an'oo manä too yb hã majoor gabarëëh do perora häd näng do s'ëëb. Ratsab'eep da bë majoor
MAT.7.7	Ti m' Jesus ky hadoo:
MAT.7.7	—Bë ets'ẽẽ, tii bä P'op Hagä Do anoo bë hã. Bë esóts, tii bä bë aw'yyt da.
MAT.7.8	Jé hetsẽẽ doo, gadoo da P'op Hagä Do hanaa. Jé hesoos péh, taw'yyt P'op Hagä Do hanaa. Jé tób noo bä naa naëënh péh, tób noo kas'ëës da ta hã P'op Hagä Do hanaa —näng mäh.
MAT.7.9	—Pãw bë t'aah ets'ẽẽ bä ta waa, pä bë anoo g'eeh ta hã? 
MAT.7.10	Tah'ỹỹb bë hã tets'ẽẽ bä ta tä, aw'yy g'eeh bë anoo ta hã? Dooh. 
MAT.7.11	Nesaa do moo heb'ook do né paawä bëëh, baad hadoo do bë heno bë taah hã. Ti bahǟnh bë Yb hỹ pong jé hawät do anoo da baad hadoo do ta hã hetsẽẽ do hã.
MAT.7.12	—Ti hyb n'aa kä, sahõnh hẽ bë bad'oo do hã, bë moo boo ta wób sa hã baad hadoo doo, bë karẽn do bë hã ramoo bok doo. Tii d' tahanäng pé P'op Hagä Do ky n'aa jaw'yyk do hã, P'op Hagä Do ky n'aa rod rerii bong do hã kerih doo —näng mä Jesus.
MAT.7.13	Ti m' Jesus ky hadoo sa hã:
MAT.7.13	—Noo maeh ta tyw n'aa, maeh ta tyw n'aa banesaa hẽnh, ji karejãã doo hẽnh hahõm doo. Hajõk maeh doo me hah'ũũm. Ti hyb n'aa, taw'ããts hẽ bë majëë suun noo nad'ëëd is do hadoo doo me P'op Hagä Do wë, ji edëb had'yyt doo hẽnh ji tamahũũm doo. 
MAT.7.14	Noo manad'ëëd its, manad'ëëd its ta tyw n'aa ji edëb had'yyt doo hẽnh hahõm doo. Dooh tahajõõ bä ta ti ta tyw n'aa haw'yyt doo —näng mäh.
MAT.7.15	Ti m' Jesus ky hadoo:
MAT.7.15	—Baad bë hyb n'aa matakä, P'op Hagä Do ky n'aa rod oow bë rawanadii hyb n'aa. B'éé anyyw is do hadoo kawanajããn do hadoo da rababok bë mahang. J'ooj madäk doo me tii. T'õp, sa h'yyb gó, tabanas'aa b'éé hek'ook do hadoo tii. 
MAT.7.16	Ramoo bok do hã, raher'oot do hã na-ããj hẽ bë da h'yy genäh sa hã, joom ag hã ji bahapäh do hadoo joom ỹỹn hã. Dooh ji awyyd bä uwa ag sasëng tëëg hedoo do hã. Dooh na-ããj hẽ ji awyyd bä wiigo ag hetëk do hã. 
MAT.7.17	Joom baad hadoo doo, baad ub ta ag. Joom seeh, baad nadoo doo, ta hẽnh hẽnh ta ag hahõm, dooh baad hadoo do ta ag. 
MAT.7.18	Joom baad hadoo doo, dooh teag bä baad nadoo doo. B'aa p'yym näng doo, dooh tahaja bä baad hadoo do teag bä. 
MAT.7.19	B'aa baad nadoo do heaak doo, ji agëëm, ji tëëg hado däk tii bä. 
MAT.7.20	Joom ag hã bë hapäh doo da ta ỹỹn, ti hadoo da, ramoo bok do hã, rababok do hã bë da h'yy genäh P'op Hagä Do ky n'aa rod oow sa hã —näng mäh.
MAT.7.21	—Dooh sahõnh hẽ “Tak'ëp Hyb N'aa Jawyk Doo”, ỹ ramaneëënh doo, hỹ pong jé hawät do bag'ããs do karapee rabahadoo da. Jããm hẽ Yp ỹ hỹ pong jé hawät do karẽn do moo b'ook doo, ta bag'ããs bä tagadoo. 
MAT.7.22	Sahõnh hẽ P'op Hagä Do ky n'aa etyy noo gó, hahỹỹ da hajõk do sa kyyh hã ỹỹ: “Tak'ëp Hyb N'aa Jawyk Doo, a kyy gó nado g'eeh a ky n'aa ãã baher'oot? A kyy gó nado g'eeh karap'aar h'yyb nesaa do sa hã padëëk do ãã habëë hõm? A kyy gó nado g'eeh hajõng ãã pehuunh doo?”, näk da. 
MAT.7.23	Tii bä kä, hahỹỹ da da këh ỹ sa hã: “Dooh noo gó bë ỹ hapëë bä. Bë anä matym ỹỹ gó naa, nesaa do moo heb'ook doo!”, näng da këh ỹ sa hã.
MAT.7.24	—Ti hyb n'aa kä, hahỹ këh ỹ maa newëë doo, ky daheeh doo, aj'yy h'yy ganäng do hadoo, tababang bä, pä banäng bä, ta tób tatamaa sooh do hadoo. 
MAT.7.25	Adots né paawä naëng, tamii agyyb né paawä ta tób hã, bah'ood ahëm né paawä ta hã, dooh tatë hyy bä, tababang bä ta tób tu n'aa baad tabejëh do hyb n'aa. 
MAT.7.26	Këh ỹ maa newëë doo, ky nadaheeh doo, aj'yy h'yy gatamah do hadoo, hood jó ta tób tatamaa sooh do hadoo. 
MAT.7.27	Adoos naëng, ag'yyp tamii ta tób hã, bah'ood ahëm ta hã. Tii bä tabatë hyng. Sahõnh hẽ takarejãã ta tób —näng mäh.
MAT.7.28	Ti m' Jesus bahajaa bä sahõnh hẽ ta ti taher'oot doo, maa new'ëë do rahyb n'aa meuunh mä tama metëëk do hã. 
MAT.7.29	Rawén meuuj bong mä tama metëëk mä hyb n'aa jawyk do ky n'aa me. Sa ma matëg, Mosees ky n'aa jaw'yyk do ma mehetëk do rama metëëk doo da nahado m' tii.
MAT.8.1	Ti m' waëë bä naa Jesus bahyng bä kä hajõk mä had'aa. 
MAT.8.2	Ti m' aj'yy rog manahuuh do ana mä ta wë. Ti m' tabahyy häng mä ta taron nu paa me, ti m' taky hadoo mä Jesus hã:
MAT.8.2	—Wahëh ỹ n'aa, —näng mäh —makarẽn bä tii, mahajaa né hẽ nahäh ỹ mado hõm —näng mä ta kyyh.
MAT.8.3	Ti m' Jesus moo däg ta hã. Ti m' taky hadoo:
MAT.8.3	—Ej. Ỹ karẽn —näng mäh. —Has'oo däg! —näng mä ta kyyh.
MAT.8.3	Ti m' nayyw hẽ kä m' ta nahëë badoo wät. Has'oo däg kän mäh.
MAT.8.4	Ti m' Jesus baher'oot ta hã:
MAT.8.4	—Maher'ood manä ta wób sa hã —näng mäh. —Ahõm jajé naga hẽ P'op Hagä Do tób n'aa yt hã moo wät do wë. Mametä ta hã õm has'oo däk doo. Mamoo wäd Mosees mejũũ do paah, ta ti hedoo doo pé ji nahëë badoo wät do heen n'aa, õm has'oo däk do baad sahõnh hẽ rabahapäh hyb n'aa —näng mä Jesus ta hã.
MAT.8.5	Ti m' panang Kapar-Naũm häd näng doo bä Jesus kajaa bä kä, Roma buuj warahén n'aa sa wahë n'aa see ana kän ta wë, ta karom Jesus masa hyb n'aa. 
MAT.8.6	Ti m' Jesus hã taky hadoo:
MAT.8.6	—Tak'ëp Hyb N'aa Jawyk Doo, —näng mäh —tak'ëp karom ỹ nahëë näng. Ti asooh tób hẽnh. Dooh tahaja bä tawäd wäd bä. Tak'ëp tabahoop —näng mä warahén.
MAT.8.7	Ti m' Jesus ky hadoo:
MAT.8.7	—Taw'ããts hẽ. T'ĩĩ hẽnh ỹ bahõm ỹ bahaso däk hyb n'aa —näng mäh.
MAT.8.8	Ti m' warahén wahë n'aa ky hadoo:
MAT.8.8	—Wahëh ỹ n'aa, hã ỹỹ, ỹ hyb n'aa sakog its a hã, tóp ỹỹ gó mabajëë suun hyb n'aa. Taw'ããts hẽ babä naa mamejũũ ta nahëë hã, tii bä karom ỹ bahas'oo däk da. 
MAT.8.9	Tii d' ỹ wén edoo, ỹ na-ããj né hẽ ỹ ky daheeh wahëh ỹ n'aa ramejũũ do ỹỹh. Ỹ na-ããj hẽ warahén ỹ n'aa ỹ mejũũ, ỹ raky daheeh. Ta see ỹ mejõ bä, “Ahõm”, ỹ noo bä, ahõm né hẽ. Ta see ỹ mejõ bä “Ana”, ỹ noo bä, ana né hẽ. Karom ỹỹ ỹ mejõ bä, “Hahỹ mamoo wäd”, ỹ noo bä, ỹ taky daheeh né hẽ
MAT.8.10	Ti m' Jesus hyb n'aa meuunh mä warahén her'oot do tamaa napäh bä. Ti m' taky hadoo hajõk do ta sii han'aa do hã:
MAT.8.10	—Né hup ỹ né hẽ hahỹ ỹ her'oot doo: P'op Hagä Do hã rah'yy ka'eeh sa noo né paawä, dooh ỹ hapäh nä pé Isaraéw buuj sa mahang tak'ëp hã ỹ h'yy ka'eeh do hahỹ aj'yy, Isaraéw buuj nadoo do h'yy ka'eeh do hadoo. 
MAT.8.11	Baad bë ỹ maher'oot hahỹỹh: Badäk hahỹỹ hã jé pad'yyt hẽ naa rabena da hỹ pong jé hawät do bag'ããs doo bä ratsebé do jäm n'aa tyng n'aa jó rabat'oonh hyb n'aa Abaraãm, Isak, Jakóh sa sii. 
MAT.8.12	Ti nuuj jé, pooj jé kats'yyt do ta karapee rabahadoo hyb n'aa paawä, kaw'oong bong da ta w'oo hã, gadagyp doo bä. A'oot da tii bä. Sa tëg kamegëëj däk da tak'ëp nesaa do rahoop do hyb n'aa —näng mäh.
MAT.8.13	Ti m' warahén hã Jesus ky hado kän:
MAT.8.13	—Abaaj hõm. Mah'yy ka'eeh do hyb n'aa metsẽẽ do ỹ moo wät —näng mäh.
MAT.8.13	Ti m' ti noo gó né hẽ ta karom bahas'oo däk.
