MAT.1.1	Diꞌoraz kuwai idaꞌa kakuwaapa-karu Jesus Christ dokozu-daunnao sakadinan ikiꞌo dauꞌanaꞌo.
MAT.5.27	“Uaitapanii shaꞌatii naꞌapam Tominkaru kakinaorii kian, ‘Manaꞌa pubaꞌorantapaꞌanaꞌa.’
MAT.5.28	Mazan aizii õkian nii uꞌati, kanom awunuutapan zun, naꞌiki unaꞌazootapanuzo, ubaꞌorantapaꞌakan naa wuruꞌu panyukunuu ii. 
MAT.5.29	Ukauꞌan pudiwaꞌora antanpuꞌo puawun shaꞌapata-kidan dono puꞌati oiaꞌo, pusoꞌota naꞌiki pukaboota puꞌaiaz. Kaimanaꞌo nii zii puwaziwaan baudaꞌapa karikaonan pushaꞌapauzin punanaa diꞌikiꞌo, pukaboota-kidan ai ipai daunuudaꞌu punanaa manawun Tuubaruꞌo Tikazi wuꞌiti. 
MAT.5.30	Pudiwaꞌora antanpuꞌo pukaꞌu shaꞌapata-kidan dono puꞌati oiaꞌo, pudukuta naꞌiki pukaboota puꞌaiaz. Kaimanaꞌo nii zii puwaziwaan baudaꞌapaꞌo pukaꞌu karikaonan, pukaboota-kidan ai ipai daunuudaꞌu punanaa manawun Tuubaruꞌo Tikazi wuꞌiti.”
MAT.5.31	Jesus kian koshan, “Uaitapanii shaꞌatii naꞌapam Tominkaru kakinaori kian, ‘Naꞌiaꞌoram pidan muudan an paudaiaro, marii utaan oꞌati saada-kariwai muudaaka-karu kaaritannaa.’
MAT.5.32	Mazan aizii õkian nii uꞌati, daonaiora muudan dono paudaiaro omashaapan puꞌu kaiman padamata utuma, ukauꞌan ubaꞌorantapa-kidan naa oroo wuruꞌu baꞌoran daonaiora tuma omazidan anaꞌa naa koshan. Naꞌiki arawuꞌu daonaiora mazidaꞌoraz naa otuma, utoman naa oiaꞌo kapam ubaꞌoran-daiarotapan idi.
MAT.5.33	“Uaitapanii shaꞌatii kapam naꞌapam kiauzo-karu pidannao ati kotuaꞌa naa, ‘Manaꞌa pumarinaꞌataꞌanaꞌa putaanii puparadan pumishiaꞌazoonii, mazan pushaꞌapata puparadan Tominkaru ati wuruꞌu pushaꞌapataꞌazooniaz.’
MAT.5.34	Mazan aizii õkian nii uꞌati, manaꞌa pudakotaꞌanaꞌa aimaakan uu puparadan mishida-kinao nii. Manaꞌa pudakotaꞌanaꞌa aokazi uu puparadan mishida-kinao nii, ushaꞌapanum kauꞌan Tominkaru naobanai-tinapa-kizi wuruꞌu. 
MAT.5.35	Manaꞌa pudakotaꞌanaꞌa imiꞌi baara uu, ushaꞌapanum kauꞌan imiꞌi baara Tominkaru kidiba wiizi wuruꞌu. Jerusalem uu naꞌapa kapam, manaꞌa pudakotaꞌanaꞌa puparadan ii, ushaꞌapanum kauꞌan uruu donoi umanawunuꞌo King wiizi wuruꞌu. 
MAT.5.36	Manaꞌa pudakotaꞌanaꞌa puzowau puaipan idi puparadan mishida-kao, ushaꞌapanum kauꞌan aonaa pukaꞌiitan putoman baudaꞌapaꞌo puzowaud baraka oo podidi. 
MAT.5.37	Ukauꞌan, turuu pukian ‘Oo’, umishiin dono, naꞌiki ‘Aonaa’, uꞌaonaan dono. Pudobata-kidan an powaꞌa zii puparadan, oiaꞌo diꞌikiꞌo wuruꞌu.
MAT.5.38	“Uaitapanii shaꞌatii naꞌapam Tominkaru kakinaori kian, ‘Pidan zowitan dono pairiban awun, marii ukaunaatinan uawun ati kapam; pidan zowitan dono pairiban dako, marii ukaunaatinan udako ati kapam.’
MAT.5.39	Mazan aizii õkian nii uꞌati, aonaa pukaunaatinaꞌanaꞌa pushaꞌapata-kao an dikaudaꞌo idaꞌan. Pidan taꞌikan an pudiwaꞌora antanpuꞌo pukaozoo, marii putaꞌika-kidan puꞌashabaron antanpuꞌo pukaozoo kapam. 
MAT.5.40	Pidan kootowapa-kidaꞌanan dono pugaru naꞌiki uzaamatan pushooton, putaaꞌaka puchaakitan kapam. 
MAT.5.41	Aizii umanawunuꞌo pidan dyuudan dono pudowautan padopao baudaꞌapaꞌo naawazi diꞌiti, pudobata-kida udopao baudaꞌapaꞌa naa naawazi diꞌiti. 
MAT.5.42	Pidan pishaan an aimaakan puꞌai, putaa uꞌati; ukaiwaaꞌazon an zii karikaonan puaimaakanuta, putaaꞌa naa zii uꞌati.
MAT.5.43	“Uaitapanii shaꞌatii naꞌapam Tominkaru kakinaori kian, ‘Pumarainapa puiriban, mazan putoꞌora-kizaitapa putarubaitapaniinao.’ 
MAT.5.44	Mazan aizii õkian nii uꞌati, pumarainapa pidan toꞌorainao puꞌati, pukamunan kaiman ĩꞌati; naꞌiki putoriinapa Tominkaru ati kaimanaꞌo idaꞌan wunao dauꞌanaꞌa, patakaꞌutainaouz pugaru. 
MAT.5.45	Naꞌapaꞌo idaꞌanaꞌo nii utukapa-kao mishiꞌo uDaru Tominkaru aokazi iaꞌo dainao unao. Ushaꞌapanum kauꞌan uruu kanada-kida kamoo ipai pidannao ati, kaimanainao naꞌiki dikaudainao ati kapam. Naꞌiki ukaawa-kida wunu pidannao ati, kaimanainao ĩshaꞌapainpan naꞌiki dikaudainao ĩshaꞌapainpan ati kapam.
MAT.5.46	“Aizii kanomaꞌo nii Tominkaru taa uwinipinaa nii ukaimanan an marainpainao ati unao karikaonan? Upuꞌu zii zaamaapauzonao tax puraatannaa
MAT.5.47	Ukauꞌan ukaimanan dono soo marainpainao ati unao karikaonan, naꞌapa dii upanaꞌan baokoinao pidannao ai? Naꞌapa pidannao mashaapan kapam mamishida-kainaouz Tominkaru. 
MAT.5.48	Ukauꞌan aonaa ukasharutinaꞌanaꞌa ukaimanan ai, uDaru aokazi iaꞌo makasharutin-kan kawan pakaimanan ai.
MAT.6.1	“Ushaꞌapatan an kaimanaꞌo aimaakan, manaꞌa ushaꞌapataꞌanaꞌazu iribaꞌo pidan bii ii, utukapa-kidaꞌazon idi ukaduz ukaimanan karikaonan. Ushaꞌapainpan an naꞌapa, aonaꞌo nii uwinipinaa nii uDaru aokazi iaꞌo diꞌiki. 
MAT.6.2	Ukauꞌan utaan dono aimaakan patakaꞌutinainao ati, aonaa ukainaabataꞌanaꞌazu diꞌiiꞌaka kidaꞌa tawunao kawanuꞌu taapinpauzonao kaimanainao nii kaikiniꞌi. Ĩnao, paaipan idi pashaꞌapataniaz patakaꞌutinainao ati atadapa-kao, ukauꞌan ĩaidautan pashaꞌapatanii ipai diꞌiiꞌaka kidaꞌa pidannao ati, choochiapa-kizai ii, naꞌiki ipai dunapota pidannao iriba-kizi an. Mishiꞌo õkian uꞌati, wuruꞌu ĩnaouz kaimanaimanaꞌoraꞌa naa ĩkawinipinaatinaꞌakan paꞌatadapa-kao idi. 
MAT.6.3	Utaan an aimaakan patakaꞌutinainao ati, manaꞌa putaapadaꞌanaꞌa aonaa naꞌiaꞌoram pidan aitapan putaanii dauꞌan. 
MAT.6.4	Utaaꞌazon an aimaakan, aonaa kainaabaꞌo-karuꞌu mani utaanuzu, uDaru tukapan nii ushaꞌapatanii aonaꞌoraz pidan tukapan, naꞌiki ukawinipinaatan nii unao.
MAT.6.5	“Utoriinpan dono, manaꞌa paꞌi utoriinpaꞌanaꞌa tawunao kawanuꞌu taapinpauzonao kaimanainao nii kaikiniꞌi. Ĩnaudapa pakadishitaꞌanan naꞌiki patoriinpan choochiapa-kizai ii, naꞌiki dunapota pidannao iriba-kizi an, ĩaipan karikaonan pakaduz tukapa-kao. Õkian mishiꞌo uꞌati, kaimanaimanaꞌoraꞌa naa ĩkawinipinaatinaꞌakan paꞌatadapa-kao idaꞌan. 
MAT.6.6	Mazan unao paꞌan, utoriinpaꞌazon dono, umorota udapu nazo iti, utaratinaꞌaka, uruꞌu naa utoriinpan uDaru aonaꞌoraz tukapa-kao ati. UDaru tukapaꞌoraz utoriinpan aonaꞌoraz pidan tukapan, utaan nii uwinipinaa nii.
MAT.6.7	“Utoriinpan dono, aonaa ukiwaꞌanapa-kidaꞌanaꞌa mazanuiman kidaꞌo parada-karu, maaitapa-kainao Tominkaru kawan. Ĩtoriinpan dawuu, naꞌapa ĩzauda-kidan patominkarun abatan nii patoriinpan. 
MAT.6.8	Aonaa paꞌi ĩnao kawan mani unao. Utoriinpan uaꞌii zii uDaru aitapaniꞌi naa kanom uaiapanii. 
MAT.6.9	Ukauꞌan diꞌoraz kawan utoriinapaꞌa:
MAT.6.9	‘WaDaru aokazi iaꞌo,
MAT.6.9	marii ipai pidannao taapan pugaru umanawunuꞌo nii.
MAT.6.10	Marii kizi punaobanai-tinan.
MAT.6.10	Marii kizi shaꞌapatin-karu puaipan kawanaꞌati
MAT.6.10	daꞌaꞌa imiꞌi baaraꞌa,
MAT.6.10	naꞌapa aokazi iainao shaꞌapatinan kawanaꞌati.
MAT.6.11	Marii putaan waꞌati aizii wawanyukunuu nii.
MAT.6.12	Pumarinaꞌata ipai wuruꞌu oiaꞌo washaꞌapatanii kidaz,
MAT.6.12	naꞌapa wamarinaꞌatan kawan ipai oii kidaꞌo shaꞌapata-kariwaiz waꞌati.
MAT.6.13	Aonaa putaapadaꞌanaꞌa wanyukunuu tiwaa-kidapa-kao oiaꞌo diꞌiti,
MAT.6.13	mazan kaiman putaapa waunao oiaꞌo ai.
MAT.6.13	[Karikaonanuꞌo pugaru wuruꞌu naobanaiz,
MAT.6.13	maꞌozakaꞌoraz, naꞌiki konaunamaꞌoraz.
MAT.6.13	Amen.]’
MAT.6.14	“Umarinaꞌatan an pidannao shaꞌapatanii oii kidaꞌo uꞌati, uDaru aokazi iaꞌo marinaꞌatan nii ipai uꞌoian kapam. 
MAT.6.15	Mazan aonaan an umarinaꞌatan oii kidaꞌo pidannao shaꞌapatanii uꞌati, aonaꞌo nii uDaru marinaꞌatan uꞌoian kida.
MAT.6.16	“Usanadinpan
MAT.6.17	Mazan unao, usanadinpan dono Tominkaru ati, uchikaa uawun baara kaiman, uramaudin naꞌiki umaoda uzowaud. 
MAT.6.18	Aonaa kizi baokoinao aitapan usanadinpan Tominkaru ati, soo uDaru aonaꞌoraz utukapa-kao aitapan nii paꞌan, naꞌiki uDaru tukapaꞌoraz ushaꞌapatan aimaakan aonaꞌoraz baokoinao aitapan, ukawinipinaatan nii unao.
MAT.6.19	“Manaꞌa ukashaꞌapauzi-tinaꞌanaꞌa daꞌaꞌa imiꞌi baaraꞌa, ushaꞌapauz kainin nii, naꞌiki uwuzaaritan nii, naꞌiki koidimikinao koidapan niizu. 
MAT.6.20	Mazan usaabaa ushaꞌapauz nii aokazi ii, naꞌii aonaꞌo nii ukainin, aonaꞌo nii uwuzaaritauzon, naꞌiki aonaꞌo nii koidimikinao koidapanuz. 
MAT.6.21	Aizii naꞌiam pidan saabaan pashaꞌapauz, karikaonanuꞌo nii utaapan panyukunuu, wuru diꞌitiꞌi utaapa-kiziz pashaꞌapauz.
MAT.6.22	“Wuruꞌu awunuiz naꞌapaꞌo lamp kawan ukanadapan pidan nanaa ati. Aizii puawun kaimanan dono, ipai punanaa mashaapan kanadaꞌo-karuꞌu. 
MAT.6.23	Mazan puawun makaimankan an, punanaa mashaapan nii marutaꞌo-karuꞌu. Ukauꞌan kanadaꞌo makadan dono uꞌidaꞌa, marutaꞌo manawun idaꞌaꞌo pugaru.
MAT.6.24	“Aonaa turuu pidan poitoruitapa-kidinan dyaꞌutamaꞌo naobanainao ati. Panaadon utoꞌora-kizaitapan nii baudaꞌapaꞌo, naꞌiki umarainpan nii baꞌoran; kaimanaꞌo nii uizoꞌatin baudaꞌapaꞌo, naꞌiki ukashadapan nii baꞌoran. Ukauꞌan aonaa turuu pidan naobanaitapan Tominkaru naꞌiki puraata.
MAT.6.25	“Uruu idi õkian uꞌati. Aonaa ukaziwadapaꞌanaꞌa unyukunuu udiꞌitinpan idaꞌan kanomaꞌo nii unika naꞌiki utuzan niꞌo dauꞌu ukakupa-kinaa nii, oo kamicha ukaiwadan nii dauꞌan. Mishiꞌoraiman kakupa-karu, powaꞌaꞌo umanawunun wanyukunui ai, naꞌiki nanai, powaꞌaꞌo umanawunun kamicha ai.
MAT.6.26	“Utukapa mooko kotuꞌuznao, aonaa ĩpaowinan. Udaunaꞌan ĩsoꞌotan mani papaoriba aka naꞌiki ĩkasabaꞌuan maniz padapunaa iti. Mazan upuꞌaꞌo uDaru aokazi iaꞌo paan ĩdyaun. Aizii mani unao, aonaa umarainapa-kao mooko powaꞌa zii kotuꞌuznao ai? 
MAT.6.27	Naꞌiaꞌoram unao turuu umashaapan powaꞌa ukotuaꞌikin ukaziwadapan idaꞌan unyukunuu udauꞌan? Aonaa naꞌiaꞌoram.
MAT.6.28	“Kanom nii ukaziwadapan unyukunuu ukamichan dauꞌan? Utukapa amazada ii akaꞌo soosoi kida sodan, naꞌiki naꞌapam ĩsoosoan. Aonaa ĩkaudinan dadara ĩtomapan mani pakamichan. 
MAT.6.29	Mazan õkian uꞌati, King Solomon umanawunuꞌo ushaꞌapauz konaunam kida, upuꞌu aonaa ukakamichantinan konaunam soosoi kida kawan. 
MAT.6.30	Tominkaru wuruꞌu konaunamadaꞌoraz pinidi kida sodaꞌoraz amazada ii aka. Aizii kakupa utukapa-kao, udaunaꞌan umawakaꞌakan naa, uruꞌo niꞌi naa ukawaoda-kao. Aonaꞌo nii mooko Tominkaru kakamichantan unao naꞌapa? Kanom nii mooko umishidapan mapasaka sodi?
MAT.6.31	“Ukauꞌan aonaa ukaziwadapaꞌanaꞌa unyukunuu udiꞌitinpan idaꞌan kanomaꞌo nii unika, oo kanomaꞌo nii utuza, oo kanomaꞌo nii ukamichan nii. 
MAT.6.32	Naꞌapa kidaꞌo dauꞌanaꞌa maaitapa-kainao Tominkaru kaziwadapauzon panyukunuu. Aokazi iaꞌoraz uDaru aitapanii uaipan aimaakan naꞌapa kidaꞌoraz umashaapa-kinaa nii. 
MAT.6.33	Mishiꞌoraiman utaa unyukunuu kiwiitapa zii Tominkaru naobanai-tinan dauꞌan, naꞌiki umashaapa naꞌiki ushaꞌapatin Tominkaru aipan kawanaꞌati. Utaan nii ipai naꞌapa kidaꞌoraz unao idiwau nii. 
MAT.6.34	Ukauꞌan aonaa ukaziwadapaꞌanaꞌa unyukunuu waikanaꞌanaꞌo uaiapanii dauꞌan. Ushaꞌapanum idi waikanaꞌanaꞌo aimaakan shaꞌapainpan nii waikanaꞌanaꞌo idaꞌa. Ukauꞌan aonaa ukaziwadapaꞌa naa unyukunuu waikanaꞌanaꞌo aimaakan dauꞌan.
MAT.7.1	“Manaꞌa pudakotaꞌanaꞌa baꞌoran pidannao dikaudaꞌo nii, aonaa kizi Tominkaru dakotan pugaru dikaudaꞌo nii. 
MAT.7.2	Ushaꞌapanum kauꞌan Tominkaru dakotan nii pugaru dikaudaꞌo nii naꞌapa kapam pudakotan kawan baꞌoran pidannao, naꞌiki naꞌapaꞌoram putaapan baꞌoran pidannao, naꞌapaꞌo nii Tominkaru taapan pugaru kapam. 
MAT.7.3	Kanom nii mooko pudiꞌitapan kaunuba sodiꞌo kainaꞌan puiriban awun idaꞌa, pumadiꞌitapakan puꞌu atamun idin kainaꞌan puawun idaꞌa? 
MAT.7.4	Pukaꞌiita zii pukian puiriban ati, ‘Õsoꞌota kizi kaunubaꞌo puawun ai’ atamun idin kainaꞌan puꞌu puawun idaꞌa? 
MAT.7.5	Pugaru taapinpauzo kaimanaꞌo nii kaikiniꞌi, pusoꞌotaꞌa naa zii kiwiitapa atamun idin puawun ai. Uruu naꞌapa kaimanaꞌo niꞌi naa putukapan pusoꞌotaꞌazoonii kaunubaꞌoraz puiriban awun ai.
MAT.7.6	“Manaꞌa utaaꞌanaꞌa kaimanaꞌo aimaakan Tominkaru diꞌikiꞌo arimarakanao ati, ĩtanawatinaꞌakan nii uꞌati karikaonan, naꞌiki ĩaroautapan nii unao. Manaꞌa ukabootaꞌanaꞌa umanawunuꞌo kawinipinaa kidaꞌo ushaꞌapauz kooshinao bii iti, ĩdakazaabiꞌian nii karikaonan kidaz.”
MAT.7.7	Jesus kian koshan, “Upishaa aimaakan, taa-karu nii uꞌatiz; udorota aimaakan, uikodan nii wuruꞌu udorotapaniaz; udau-dauapa paniinom, daꞌata-karu nii paniinom uꞌati. 
MAT.7.8	Ushaꞌapanum idi ipai pidan pishaaꞌo aimaakan, taa-karu nii uꞌatiz; naꞌiki naꞌiaꞌoram pidan dorotaꞌo aimaakan, uikodan niiz; naꞌiki dau-daupaꞌo paniinom daꞌata-karu nii paniinom uꞌati. 
MAT.7.9	Daruinao, udani pishaan an pawanyukunuu nii uꞌai, utaa mani kuba udani ati? 
MAT.7.10	Oo upishaan an kopau uꞌai, utaa mani kowazaz uꞌati? 
MAT.7.11	Oiaꞌo unao padamata, upuꞌu zii uaitapa utaan kaiman kidaꞌo aimaakan udainao ati, aitaniimanaꞌo nii uDaru aokazi iaꞌoraz, utaan nii kaiman kidaꞌo aimaakan pishainao ati paugaru. 
MAT.7.12	Pushaꞌapata kaimanaꞌo aimaakan baꞌoran pidannao ati, naꞌapa puaipan kawan aimaakan shaꞌapata-kao puꞌati kapam. Naꞌapaꞌo dauaꞌo wuruꞌu Moses naꞌiki Tominkaru prophetinnao kakinaori kidaz.
MAT.7.13	“Umorota mazowaꞌo dobaapa-kizai paniinom idaꞌan, ushaꞌapanum kauꞌan kazowaꞌo dobaapa-kizai paniinom Tuubaruꞌo Tikazi patakaꞌutin-kizai diꞌitiꞌo wuruꞌu. Naꞌiki mashaꞌapannaa mako-karu naꞌan, ukauꞌan iriba pidannao makon naꞌan. 
MAT.7.14	Mazan dobaapa-kizai paniinom karikaonanuꞌo kakupa-karu diꞌitiꞌo, mazowaꞌo naꞌiki kashaꞌapannaa kapam mako-karu naꞌan. Ukauꞌan aonaa iribaꞌo nii mani pidannao ikodanuzu.
MAT.7.15	“Uzaudinpauzo paꞌi wunao aiaꞌa dakotinpainaouz prophetnao nii. Ĩwaꞌatin nii uꞌidaꞌati, naꞌapa mashaꞌapatanuꞌu kaznizo kawan ĩaidinpan, mazan kichanaꞌiki-kiaꞌo ĩkaduz wuruꞌu, naꞌapa baudokoru kawan. 
MAT.7.16	Uaitapan nii ĩdyaun naꞌapaꞌoram ĩshaꞌapatanii idaꞌan, naꞌapa paoribai aitapa-kao kawan paꞌaka idaꞌan. Aonaa naꞌapainim puikodan kaiwada-karu idaꞌa grape oo fig aka. 
MAT.7.17	Ukauꞌan ziwuꞌo atamun kaakan dono, kaimanaꞌo nii uꞌaka kida, mazan maziwukaꞌo atamun, uꞌaka dikauda kidaꞌo nii. 
MAT.7.18	Ziwuꞌo atamun, aonaꞌo nii ukaakan dikauda kidaꞌo idi; naꞌiki maziwukaꞌo atamun, aonaꞌo nii ukaakan kaiman kidaꞌo idi. 
MAT.7.19	Naꞌiaꞌoram paoribai dikauda kidaꞌo uꞌaka barota-karu niizu, naꞌiki kaboota-karu niizu tikazi wuꞌiti. 
MAT.7.20	Ukauꞌan naꞌapaꞌo idaꞌanaꞌo nii unao aitapan wunaouꞌu dakotinpainaouz prophetnao nii, ĩshaꞌapatanii kida idaꞌan.
MAT.7.21	“Aonaa ipaiꞌo nii mani pidannao wuruꞌu ‘Naobanai, Naobanai,’ kiaꞌoraz ĩkian õꞌati kawiizin Tominkaru naobanai-tinapa-kizi ii, soo wunaouꞌu shaꞌapatinaꞌoraz õdaru aokazi iaꞌoraz aipan kawanaꞌati. 
MAT.7.22	Naꞌapain Tominkaru widauan kamoon donoꞌo naa pidannao, iribaꞌo nii pidannao kian õꞌati, ‘Naobanai, Naobanai, puꞌuu idaꞌanaꞌo wakowaadapauzon Tominkaru paradan. Puꞌuu idaꞌanaꞌo wawaatan oiaꞌo doronai kida, naꞌiki iriba aimaakan umanawunuꞌo ukaimanan kida washaꞌapatan puꞌuu idaꞌan.’ 
MAT.7.23	Mazan õkian nii ĩꞌati, ‘Aonaa õaitapauzon unao. Umako õꞌai, unao shaꞌapaapauzonao oii kidaꞌo.’
MAT.7.24	“Naꞌiaꞌoram pidan abataꞌo diꞌoraz õparadan kida, naꞌiki shaꞌapatinaꞌoraz õparadan kawanaꞌati, naꞌapaꞌo nii uruu aitapinaꞌo pidan kawan, tomaꞌoraz padapu nii dadaraꞌo baaraꞌa. 
MAT.7.25	Wunu tuukiaꞌo kaawan donoꞌo naa, uwaꞌozi kida paidan naa, utuubarun paida baara ii aka, naꞌiki maꞌozakaꞌo awaru kaawaꞌakan naa kabaun idaꞌati, mazan aonaa kabaun dorautan, utoma-kao idi dadaraꞌo baaraꞌa.
MAT.7.26	“Aizii naꞌiaꞌoram pidan abataꞌo diꞌoraz õparadan kida, naꞌiki aonaa ushaꞌapatinan õparadan kawanaꞌati, naꞌapaꞌo uruu tawuru kawanuꞌo maaitapin-kaꞌoraz pidan, tomaꞌoraz padapu kaatu baaraꞌa. 
MAT.7.27	Wunu tuukiaꞌo kaawan donoꞌo naa, waꞌozi kida tuubarun paida baara ii aka, naꞌiki maꞌozakaꞌo awaru kaawaꞌakan naa kabaun idaꞌati, sariapa kabaun dorautan, ipai daunuudaꞌu.”
MAT.7.28	Aizii Jesus ipaian patominapa-kidan naꞌapa kidaꞌo dauꞌan, tuukii pidannao diꞌitinpan naꞌapam utominapa-kidan dauꞌu. 
MAT.7.29	Powaꞌa zii umanawunun utominapa-kidan pidannao wunao aiaꞌa tiichaapauzonao Moses kakinaori dauꞌu.
MAT.8.1	Jesus tokan anaꞌa naa naawazi daara iki, iriba pidannao daꞌanpan udawuꞌati. 
MAT.8.2	Mashaꞌapakiaka daonaiora kaawan uꞌidaꞌati baiatinaꞌo kichanaꞌiki-kiaꞌo bishoi
MAT.8.3	Jesus pishatan uruu naꞌiki ukian, “Naꞌapa õnyukunuu, pukakuda, kaiman pusaabain.” Mashaꞌapakiaka ubisho manakaꞌakan naa, naꞌiki kaiman usaabainaꞌakan. 
MAT.8.4	Udaunaꞌan Jesus kian uꞌati, “Puabata, manaꞌa paꞌi pukowaadaꞌanaꞌa naꞌiaꞌoram pidan ati, mazan pumako sariapa puawunuuta-kidanaka pumada faadaa diꞌii, naꞌiki putaaꞌa naa taauzo-kariwaiz Tominkaru ati kakuda-kariwainao taauzoniaz Moses kakinaori kawanaꞌati. Naꞌapaꞌo idaꞌanaꞌo nii pidannao mishidan kaimanaꞌoraꞌa naa pusaabainan.”
MAT.8.5	Jesus kaawan dono Capernaum iti, Roman soldyaannao zowaunaa kaawan uꞌidaꞌati padopian idi. 
MAT.8.6	Ukian, “Naobanai, kainaꞌa õpoitoru karinaan õdapu ii, tuukiaꞌoraꞌa naa, aonaꞌa naa ukaꞌiitan pakiitinan.”
MAT.8.7	Jesus kian uꞌati, “Õmakon nii naꞌiti, õkakudanaka kizi uruu.”
MAT.8.8	Mazan ukian Jesus ati, “Aonaa Naobanai, aonaa umanawunuꞌo mani wuruꞌu õgaruz pumakoꞌozon mani õdapu iti. Turuu paꞌan puparadan karikaonan diꞌikiꞌi, kakudaꞌo nii õpoitoru. 
MAT.8.9	Õgaru naꞌapa, õkaudinan doko ainao pidannao õꞌai waranu aꞌo, õgaru naꞌapa kainaꞌa soldyaanao kaudinaꞌo õwaranuꞌu kapam. Õdyuudan dono baudaꞌapa soldyaa, ‘Pumako’ õkian an uꞌati, umakon nii. Aizii õdapadan dono baꞌoran soldyaa, ‘Puwaꞌati’ õkian an uꞌati, uwaꞌatin nii. Naꞌiki õdyuudan dono õpoitoru, ‘Pushaꞌapata wuruꞌu,’ õkian an uꞌati, ushaꞌapatan niizu.”
MAT.8.10	Jesus abatan idi wuruꞌu kaikapaꞌoraz parada-karuꞌu, tuukii udiꞌitinpaꞌakan, naꞌiki ukian wunao atiꞌi kasabaꞌukinpainaouz paꞌidaꞌati, “Õkian mishiꞌo manawun uꞌati, aonaa naꞌapainim zii õikodauzon pidan Jewnao biiꞌi kaikapaꞌa manawun umishidanuꞌu. 
MAT.8.11	Uruu idi õkian nii uꞌati, iribaꞌo nii Gentilnao waꞌatin diꞌikinapa kidaꞌa waoko ikinapu naꞌiki wakadapu ikinapu, naꞌiki ĩsakanataꞌanan nii Abraham, Isaac naꞌiki Jacob tuma konaukiaꞌo aroapa-karu idaꞌati, Tominkaru naobanai-tinapa-kizi ii. 
MAT.8.12	Mazan unao, Tominkaru pidanannaouz naꞌiaꞌo niꞌoraz padamata Tominkaru naobanai-tinan donoꞌo naa, kaboota-karu nii unao marutaꞌo-karu iti. Naꞌiaꞌo niꞌi naa uzaadan tuukii naꞌiki ukuzowan nii uudako kida udopian idi.”
MAT.8.13	Uruu daunaꞌan Jesus kian naa soldyaanao zowaunaa ati, “Pukiwaꞌa naa pudapu iti, naꞌapaꞌoram pumishidan manawun, shaꞌapata-kao nii naꞌapa puꞌati.” Naꞌapain aka manawun poitorui kakudaꞌakan.
MAT.8.14	Aizii Jesus kaawan dono Peter dapu iti, naꞌii utukapan Peter imauzo washatinpan bed paawaꞌa, tuukiaꞌo omada wiichan pakarinaan idi. 
MAT.8.15	Uruu idi Jesus zaamatan okaꞌu, sariapa omada wiichan shabataꞌakan, naꞌiki okakudaꞌakan naa. Naꞌikiꞌo okadishitan otaan naa Jesus wanyukunuu nii.
MAT.8.16	Uruu wachuupunin kamoo tipitan daunaꞌan iriba pidannao naꞌakan Jesus idaꞌati pairibannao oiaꞌo doronainao zaamatapaniinao kida. Jesus waata oiaꞌo doronainao pidannao ai paparadan idaꞌan karikaonan. Naꞌiki ukakuda ipai karinainao. 
MAT.8.17	Wuruꞌu ushaꞌapatan kaikapa kidaꞌorazuꞌu, uruu umishian naa tawuruꞌu kotuaꞌoraz prophet Isaiah kianuz, “Paꞌidaꞌa uzaamatan waꞌai wabaiatin-kinaa rinai kida, naꞌiki usoꞌota waꞌai wakarinauzo-kinaa kida.”
MAT.8.18	Jesus tukapan idiꞌi naa iriba pidannao kasabaꞌukinan paꞌidaꞌati, sariapa ukian patominapa-kidaniinao ati, “Aushaa wataraukaꞌa naa karishii baza iti.”
MAT.8.19	Baudaꞌapa pidan tiichaapauzo Moses kakinaori dauꞌu waꞌatin Jesus idaꞌati. Ukian uꞌati, “Tiichaa, õdaꞌanan nii pugaru naꞌitiꞌoram pumako-kizi iti.”
MAT.8.20	Jesus dakoꞌatin naꞌiki ukian uꞌati, “Waruzonao kainaꞌa ĩꞌuun kida, kotuꞌuznao kainaꞌa ĩshimaka kida kapam, mazan Daonaiora Aokazi Ikiꞌo, aonaa uwashatinauzo-kizi nii, naꞌiki aonaa usookapauzo-kizi nii.”
MAT.8.21	Baꞌoran daonaiora tominpaꞌo Jesus diꞌiki kian uꞌati, “Naobanai, õdidanaka kizi zii õdaru mawakan kiwiin, uruu daunaꞌan õdaꞌanan pugaru.”
MAT.8.22	Mazan Jesus kian uꞌati, “Pudaꞌan õgaru. Marii mawakainao didan pairiban mawakan.”
MAT.8.23	Jesus paidinan kanawa zoꞌiti, utominapa-kidaniinao makon kapam utuma karishii an. 
MAT.8.24	Mashaꞌapakiaka maꞌozakaꞌo awaru kaawan karishii an, naꞌiki kanawa kichanaꞌiti-kiaꞌa naa, udaawadainan wunu paran idi. Mazan Jesus, udaꞌawun. 
MAT.8.25	Sariapa utominapa-kidaniinao pokowauanuzu. Ĩkian uꞌati, “Kadiman Naobanai! Kadiman! Pukazannaata waunao! Wanaraan niꞌi naa!”
MAT.8.26	Jesus kian ĩꞌati, “Kanom nii dii utarian? Masakaudaꞌuꞌo shaꞌa karikaonan umishidan?” Udaunaꞌan ukadishitaꞌakan, uruꞌu naa udyuudan maꞌozakaꞌo awaru naꞌiki wunu paran mashaadinan. Sariapa mishi amazada mashaadinaꞌakan mashaa.
