MAT.1.1	Ɗèlèwèr nzlembaƋ ndohi te verzi Yèsu Kristi, kra David, kra Abraham.
MAT.6.33	Vahur kokwar-Bi-Zhiklè a ngizura nenga'a nshèlèkura'a, a kin ngècè skwi haha tèlèba a deɓa'a. 
MAT.6.34	Ani haha kin hur gèƋ zlau a géƋ mangoslèm ɓai. Aman pats mangoslèma'a, skwi a da til na. A géƌ pats, skwi ntul mpats nstaƌ, dè'a.
MAT.7.1	Kin bazla na mali a gèƋ a ndo ngiƋè ɓai, aman Zhiklè a da bazla kinè mali a gèƋ azɓai.
MAT.7.2	Skwi man kin ga ta ndohi ngiƋè, ta da ga kinè lèmèlèmè; a skwi man kin livè a vna, ta da livè a kinè. 
MAT.7.3	Ka rka kuza te di kramam ngaya, aman ka rka goƋozlom wof te di ngaya ɓi èhèmè? 
MAT.7.4	Ehèmè ka woy a ka gaƋa na kramam ngaya: KazlaƋai, i woy man a i cko ka kuza auda te di ngaya! a na haha, godozlom wof te di ngaya a zhè.
MAT.7.5	Ka ndo n'ngwèdè ndo! Sèi ka cko goƋozlom wof auda te di ngaya nshèlèkura dai; te deɓa'a ka rka tsaraya'a, a ka cko kuza auda te di kramam ngaya. 
MAT.7.6	Skwi Zhiklè nkezla'a, kin da va ta a ma kdadihi ɓai; ta da ngwoda kinè a gèƌ va a ta cizl kinè. Kin kalda skwi da'ai kinè a ma wodalahi ɓai; ta da mbatsaha a sak. 
MAT.7.7	VodzhoƋo, ta da va kinè; vawoya, kin da ngècè'a; voboho a ntamagai, ta da winè kinè. 
MAT.7.8	Ko wawa man a jhèƋè'a, ta va na; ko wawa man a woya'a, a ngècè'a; ko wawa man a bèhè a ntamagai, ta winè na.
MAT.7.9	Ndo te ndev kinè, man kra nenga'a a jhèƋè movar, a nva na kwa te dia wa? 
MAT.7.10	Aman a jhèdè klèf, a nva na zhüzhok te dia wa? 
MAT.7.11	Ani haha kinè ndohi ambaɓihia'a, a kin sun mvi skwi man amba a wudahi kinè. Bab kinè te zhiklè a fena'a, aman a va ta skwi man amba a tenga'a man ta jhèƋè azɓi Ƌè? 
MAT.7.12	Gar haha skwi man kin woy ndohi ta ga kinè, vaga ta tenga'a lèmèlèmè! Nasa ma kita Zhiklè, a ma ndohi nhadka ma.
MAT.7.13	Vabeza a ntamagi nlüha'a! Aman ntamagi mbia'a, a civèƌ nzlototo'a, man a da'a a sam nzhidè ndo; ndohi kumba man ta bizhè a pa. 
MAT.7.14	A ntamagi nlüha'a, a civèƋ nlüha'a, man a da'a a nshèffè; ndohi man ta ngècè'a matskata genè. 
MAT.7.15	Vagu maya a sam ndohi nhadka ma ncèkèlma; aman ta shkè a sam kinè, ta lèɓèslè'a ara tambak, aman te ndav ta, ta ara kda dak man a woya a n'nde kinè a ma. 
MAT.7.16	Séi kin sen ta a sam skwi man ta gia'a. Nga slaha a nga n'ndi hawan te wof wandar Ƌè? Nga slaha a nga n'ndi kslor te nkuƋdzari Ƌè?
MAT.7.17	Gar haha wof mbela'a staƋ staƋ tèlèba a yi wuda man amba; aman wof ambaɓia'a a yi wuda man ambaɓai. 
MAT.7.18	Wof man amba a slaha a nyi wuda man ambaɓai azɓai. Wof man ambaɓai a slaha a nyi wuda man amba azɓai. 
MAT.7.19	Wof staƋ staƋ tèlèba man a yi wuda mbela'a azɓai, ta ngeldahai, a ta wusheda a vogwa. 
MAT.7.20	Gar haha sèi kin sen ta a sam skwi man ta gia'a. 
MAT.7.21	Ndohi man ta babayè: Bai, Bai, ta dè tèlèba a kokwar-Bi-Zhiklè azɓai, sèi ndohi man ta gi skwi man Bab ga te zhiklè a woya'a.
MAT.7.22	A pats nasa ndohi kumba man ta da gaƋayè: Bai, Bai! Nga hodko ma a nzlembaƋ ngaya ka ɓi dè? Nga dzor madzagihi auda a nzlembaƋ ngaya ka ɓi Ƌè? Nga gu nrkedi kumba a nzlembaƋ ngaya ka ɓi Ƌè? 
MAT.7.23	Te deɓa'a i da gaƋa ta: I sen kinè ɓai. Vakazlay auda a tsagai, kinè ndohi mphömè! 
MAT.7.24	Gar haha, ndo man a tsena ma ga haha, a gia'a, i lèmdè a va ndo maya, man a rèm gi nenga'a a géƌ pra.
MAT.7.25	Aman iyam a shkè nchènchè, a iyam a hèy va hai, a kozlar a gai, a tsi gi tivtiva, a, gai a mbeƋè azɓai, te man na géƌ pra. 
MAT.7.26	A ndo man a tsena ma ga haha, a gi azɓai, i lèmdè a va ndo nrzla'a, man a rèm gi nenga'a a géƋ wyak. 
MAT.7.27	Aman iyam a shkè nchènchè, a iyam a hèy va hai, a kozlar a gai, a tsi gi tivtiva, a, a mbedda gi aussa, a nceda ma.
MAT.7.28	Te deɓ ngèƋè Yèsu, nhèyè ndohai ta rzl ta a géƌ njèma nenga'a; 
MAT.7.29	aman nenga'a a nsenda ta ara ndo man a n'ngots wuƌibai, ara malamhi tenga ka ɓai.
MAT.8.1	Aman Yèsu a nshkèhi te za ma, ndohi rèdèdèa ta dzodzora. 
MAT.8.2	Na haha, ndo hutsoƋ a mshkè a sam nenga'a, a nkalahi a deɓ sak nenga'a, a ngaƋa na:
MAT.8.2	Bai, man ka woya'a, ka slaha ka sudyè!
MAT.8.3	A Yèsu a ngeda rai, a nlama na, a ngaƋa:
MAT.8.3	I woya'a, suƋ ngaya!
MAT.8.3	A nasa nasa a nsuƋ na. 
MAT.8.4	Yèsu a ngaƋa na:
MAT.8.4	Gu maya, ka da gaƋa na ndo ngiƋè ɓai! Do a ka ngreda na va ngaya a ndo mvi skwi a Zhiklè, a ka va na skwi a Zhiklè ara man Moise a gaƋa, a gi a skwi malwuƋai a sam tenga'a.
MAT.8.5	Aman a nshkè a kokwar Capemaum, bi sojè staƋ a mshkè a sam na, a ngaƋa na:
MAT.8.6	Bai, gol ga a m'mana t'hai te ngwai, a slèmbèƋè azɓai, skwa a dza na a vata.
MAT.8.7	Yèsu a ngaƋa na:
MAT.8.7	I woy man a i dè a i da mbela'a.
MAT.8.8	A bi sojè a m'mbeƋa na a ma:
MAT.8.8	I ndo man a ka shkè a gi ga ka ɓai. Sèi ka gèƋè ma ngaya staƋ, a gol ga a m'mbel na. 
MAT.8.9	Aman iyè ba, wuƋi ndo ngiƋè a zhè a géƌ ga. Sojèhi ga ta zhè man i kwor ta. Aman i gaƋa na staƋ te va tenga'a: Do! a dè. Aman i gaƋa na ngiƋè: Washkè! a shkè. Aman i gaƋa na ɓèl ga: Gu arsa! a gia, a.
MAT.8.10	Aman Yèsu a ntsena ma haha, a nrzl na, a ngaƋa ta ndohi man ta dzodzora:
MAT.8.10	I gaƋa kinè a vava, ko te kokwar Israel i ngots ndo man a nco a ndav a vata ar haha ɓai.
MAT.8.11	Aman i gaƋa kinè: Ndohi kumba ta da shkè te civèƋ mvèng pats, te civèƋ nkèl pats, a ta da nzi a nda Abraham, a Isaac, a Jacob te kokwar-Bi-Zhiklè. 
MAT.8.12	Aman man a matsa ta ndohi kokwarBai, ta da kalde ta auda a ruva; te pa ta kudai a ta peƋi zlè'èn.
MAT.8.13	A Yèsu a ngaƋa na bi sojè:
MAT.8.13	A gi a sam ngaya, ara man ka co a ndav.
MAT.8.13	A nasa nasa gol nenga'a a m'mbel na. 
MAT.8.14	Aman Yèsu a mshkè a gi Pierre, a nrka skwar Pierre, m'mana t'hai, vogwa a va. 
MAT.8.15	A Yèsu a ngso ri nenga'a, a vogwa a ndal na. A ngwoz a nslambaƋa, a ntakaha. 
MAT.8.16	A dakwaƌ, man pats nkala ma, ta hulkoƌi ndohi tsaƌ tsaƌ, man mèzhèɓ ambaɓia'a a ga ta, a sam na. A ndzorkoƌi mèzhèɓhi ambaɓihia'a auda a ma nenga'a staƌ, a m'mbel ta ndohi matakwan, 
MAT.8.17	a gu ara ma Zhiklè, man Esaie, ndo nhadka ma, a gaƌa:
MAT.8.17	Nenga'a a nco matakwan nga a géƌ va na, a nzuɓ skwi ndzi nga.
MAT.8.18	Aman Yèsu a rka, ndohi rèdèdè'a ta tèuda a pa, a mfa ta ma a gèƋ, aman ta dè a wud woyam, a dzah ngiƋè. 
MAT.8.19	A malam staƋ a nherda na va, a ngaƋa na:
MAT.8.19	Ndo njèngè ma, i woy man a i dzadzar ka a sam tèlèba man ka dè a pa.
MAT.8.20	Yésu a ngaƋa na:
MAT.8.20	Barkdadihai ta ngots vèvèd ta, diakihai t'hwad gidfèk ta ngots gi ta, aman Kra-ndo a n'ngatsa sam na ɓai, aman a fí gèƋ a pa.
MAT.8.21	StaƋ te va golahi nenga'a a ngaƋa na:
MAT.8.21	Bai, jèkyè man i dè a i reko bab ga dai!
MAT.8.22	Aman Yèsu a ngaƋa na:
MAT.8.22	Dzadzarkayè, sèi ndohi m'metsa'a ta ri ndohi tenga'a m'metsa'a!
MAT.8.23	Aman Yèsu a mdo a wurom ma, golahi nenga'a ba to do. 
MAT.8.24	Na haha, kozlar mbia'a a nslambaƋa a géƋ iyam, a iyam a ngu tsuvoƋoh-tsuvoƋoha'a, a wurom a woy a ndhè a iyam. Aman Yèsu a nzhuna. 
MAT.8.25	A golahi nenga'a ta herda na va, a ta pidèkwuda, a ta gaƋa na:
MAT.8.25	Mbel nga, Bai! Nga zi nga!
MAT.8.26	Yèsu a ngaƋa ta:
MAT.8.26	Kinè ndohi man kin co a ndav a vata ɓai! Kin gi zlau kata èhèmè?
MAT.8.27	Te deɓa'a a nslambaƋa, a nguv kozlar a woyam mbia'a, a iyam a n'nza géɓitè'a.
MAT.8.27	A ndohi ta rzl ta, a ta gaƋa:
MAT.8.27	Ndo haha wa, aman ko kozlar, ko iyam mbia'a ta fí gèƋ a ma nenga'a!
MAT.8.28	Aman ta ndika a wud dzah ngiƋè, te kokwar GaƋara, ta zlü gèƋ a ndohi cèw man madzagai a ga ta. Ta shkè auda a sam gi dzavai, a ta guv ndo, a ta pra ta zlau a va ndohi man ta beza a civèƋè'a. 
MAT.8.29	A ta tsu lalau, a ta gaƋa:
MAT.8.29	Nga gakaƋa a ka mè, a kra Zhiklè? Ka shkè a ka ga nga matakwan, ko a ndika a sama di ɓi dè?
MAT.8.30	Dra kètè wodalahai ta zhè a pa kumba, a ta ndi mandai. 
MAT.8.31	A madzagihai ta tsu rai, a ta gaƋa na Yèsu:
MAT.8.31	Man ka dzar nga auda, pre nga, a nga dè a va rèwè wodalahai!
MAT.8.32	Yèsu a ngaƋa ta:
MAT.8.32	Vodo!
MAT.8.32	A to do auda, a to do a va rèwè wodalahai. A na haha, rèwè wodalahai ta wush ta a drav iyam, a ta bazl ta te iyam mbia'a. 
MAT.8.33	Ndohi mber ta, ta hu ta, a to do a kokwar, a ta ngreda ta ma ndohi madzagi a ndohi tèlèba. 
MAT.8.34	A kokwar tèlèba a mdo auda, aman ta zli gèƋ a nda Yèsu. Aman ta rka'a, ta dzhoƋo aman a jèka ta kuma ta.
MAT.9.1	Yèsu nte wurom, a ndo a wud woyam ngiƌè, a mshkè a kokwar na.
MAT.9.2	Na haha, ta zuɓkoƌi ndo vedal a sam na, m'mana t'hai a sam m'mènè na. Aman Yèsu a rka'a, ara man ta co a ndav ta, a ngaƋa na ndo vedal:
MAT.9.2	Kra ga, mana ndav ngaya, malihi ngaya ta pra ma!
MAT.9.3	Malamhai cèwkata ta hur te ndav ta:
MAT.9.3	Nenga'a a derƋe Zhiklè!
MAT.9.4	Aman Yèsu a sun skwi man ta huro, a ngaƌa ta:
MAT.9.4	Kin hur skwi ambaɓi ar haha èhèmè? 
MAT.9.5	Mwuƌi a te pa ɓi nangwa: Ngèƌè, malihi ngaya ta pra ma ƌè, ƌè, slambaƌa a ko do ƌè? 
MAT.9.6	A géƌ man a kin shinè'a, wuƌi Kra-ndo a zhè, aman a prè malai a géƌ herkeda, a ngaƌa na ndo vedal:
MAT.9.6	Slambaƌa, co sam m'mènè ngaya, a ko do ngwai!
MAT.9.7	A nenga'a a nslambaƌa, a nde na ngwai. 
MAT.9.8	Aman ndohi rèdèdèa ta rka'a, ta gu zlau, a ta slubordo Zhiklè, man a va ta wuƌi mbia'a arsa a ri ndohai. 
MAT.9.9	Aman Yèsu a do a ma, a nrka ndo ngiƋè, a n'nza a ma gi duak, nzlembaƋ na Matthieu, a ngaƋa na:
MAT.9.9	Dzadzarkayè!
MAT.9.9	A nenga'a a nslambaƋa, a ndzodzora. 
MAT.9.10	Te deɓa'a, aman a nza te gai, a ta ndau skwi n'ndai, ndohi ncèkèllè skwai a ndohi malihai kumba ta nza a nda Yèsu a golahi nenga'a. 
MAT.9.11	Aman ndohi pharisie ta rka'a, ta gaƌa ta golahi nenga'a:
MAT.9.11	Ndo njèngè ma kinè a ndi skwi a ndohi ncèkèlè skwai a ndohi malihai èhèmè?
MAT.9.12	Aman Yèsu a ntsena'a, a ngaƌa ta:
MAT.9.12	Ndohi man skwa a dza ta azɓai, ta dè a sam ndo madzaf azɓai; sei ndohi matakwan. 
MAT.9.13	Vodo, vasun skwi haha: I woy aman ndo a si ndo te va, mvi skwi a Zhiklè ka ɓai. I shkè aman i behè ndohi nzura'a ka ɓai; i shkè, a i behè ndohi malihai.
MAT.9.14	Te deɓa'a golahi Jean ta shkè a sam na, a ta gaƋa:
MAT.9.14	Nga a ndohi pharisie nga jè keda skwi n'ndai pats ngiƋè pats ngiƋè; aman golahi ngaya ta jèkeda skwi n'ndai azɓai èhèmè?
MAT.9.15	Yèsu a ngaƋa ta:
MAT.9.15	A pats man ntsima a zhè, mandalahi nenga'a ta slaha a ta kuƌi ƌè? Sèi pats ngiƌè, man ta ceda ntsim tenga'a a ma ma, te deɓa'a ta da jèkeda skwi n'ndai. 
MAT.9.16	Ndo a tsi maslaka m'mova'a a maslaka mɓua'a azɓai; man ɓai maslaka m'mova, a a zlaraha ma na, a kurats na, a fena nshèlèkura'a. 
MAT.9.17	Ndo a ɓéjè zom mɓeslɓia'a a duzlakhi man hwaƋa'a n'nda'a, azɓai; man ɓai duzlakhi ta tuw ta, a zom mɓeslɓia'a a mbaƋahai, cèw cèw ta gedas ta. Aman sèi ta ɓéjè zom mɓeslɓia'a a duzlak man hwaƋa'a a n'nde ɓai. Ar haha cèw ba ta nzi dai.
MAT.9.18	Aman a ngaƋa ta ma haha, bi ngiƋè te gi-njèngè-ma-Zhiklè a mshkè a gai, a nkalahai a deɓ sak Yèsu, a ngaƋa na:
MAT.9.18	Dem ga m'metsa, antanta. Aman washkè, a ka fa na ri ngaya a gèƋ, aman a da nzi a nshèffè.
MAT.9.19	A Yèsu a nslambaƋa, a ta dzodzora a golahi nenga'a. 
MAT.9.20	Na haha, ngwoz staƋ man hwaƋ a va mvi 12, a mshkè te deɓa, a nlama na ma maslakana, 
MAT.9.21	aman a hurte ndav na:
MAT.9.21	Ko man i da lama na maslaka genè ba, i mbél ga.
MAT.9.22	A Yèsu a nturƌo va, a nwora. Aman a rka'a, a ngaƋa na:
MAT.9.22	Dem ga, mana ndav ngaya, ncè-a-ndav ngaya a m'mbel ka ma.
MAT.9.22	A nasa nasa ngwoza mbel na.
MAT.9.23	Aman Yèsu a ndo a gi bigi-njèngè-ma-Zhiklè, a nrka'a, ndohi ta tsi tolom, a ndohi rèdèdè'a ta rubai. 
MAT.9.24	A nenga'a a ngaƋa ta:
MAT.9.24	Vodo kinè, aman dem haha m'metsa ɓai, a nzhun genè.
MAT.9.25	A ta ngwossaha. Aman ta dzar ta ndohi rèdèdè'a auda ma, Yèsu a ndo a gai, a ngso ri dema'a, a dema'a a nslambaƌa. 
MAT.9.26	A labar ma nenga'a a zlèzlèmè a kokwar tèlèba. 
MAT.9.27	Aman Yèsu a ndo a ma, ndohi mandazli cèw ta dzodzora, a ta boho a wuƋai, a ta gaƋa:
MAT.9.27	Nga da se ka te va, kra David!
MAT.9.28	Aman Yèsu te gi ma, ndohi mandazli ta shkè a sam na, a Yèsu a ngaƋa ta:
MAT.9.28	Kin co a ndav a kin gaƋa, i slaha a i gi skwi haha Ƌè?
MAT.9.28	Ta gaƋa na:
MAT.9.28	Halau, Bai.
MAT.9.29	Te deɓa'a a nlama ta di ta, a ngaƋa ta:
MAT.9.29	Ara man kin co a ndav kinè, da gu a sam kinè!
MAT.9.30	A di tenga'a a mwin na, a Yèsu a mfa ta ma a gèƋ, a ngaƋa ta:
MAT.9.30	Vagu maya, ndo ngiƋè da sun ɓai!
MAT.9.31	Aman tenga'a to do, a ta ngreda ma haha te kokwar tèlèba. 
MAT.9.32	Aman to do ta ma, na haha, ta cko ndaɓazlam a sam Yèsu, man mèzhèɓ ambaɓia'a a ga na. 
MAT.9.33	Aman Yèsu a ndzarda madzagi auda ma, ndaɓazlam a ngoƌ ngèƌè. A ndohi rèdèdè'a ta rzl ta, a ta gaƌa:
MAT.9.33	Nga rka skwi ar haha te kokwar Israel di ɓai.
MAT.9.34	A ndohi pharisie ta gaƌa:
MAT.9.34	Nenga'a a jèr madzagihi auda a bimadzagai.
MAT.9.35	Yèsu a nsawala te kokwar mbibihia'a, te kokwar nkèshnkèshèhia'a tèlèba, a nsenda ta te gi-njèngè-ma-Zhiklè, a njè ta ma mbela'a man a kokwar-Bi-Zhiklè, a m'mbel ta ndohi te matakwan a skwi ndzi tsaƋ tsaƋ tèlèba. 
MAT.9.36	Aman a nrka nhèyè ndo, ta su te va, aman ntulè a ked ta, wuƋi ta azɓai, ta ksar ta ara tambakihai, man ta ngatsa ndo mɓer ta ɓai. 
MAT.9.37	Te deɓa'a a ngaƋa ta golahi nenga'a:
MAT.9.37	A vava skwi nsla'a a zhè a vata; aman ndohi mizlinè ta az a vata ɓai. 
MAT.9.38	Vatsu ri a bi skwi nsla'a, aman a zlinde ta ndohi mizlinè, a ta ɓicè skwi na.
MAT.10.1	Yèsu a mbaba ta golahi nenga'a 12 a sam na, a mva ta wuƋai a géƋ mèzhèɓhi ambaɓihia'a, aman ta dzar ta auda, aman ta mbel ta ndohi te matakwan a skwi ndzi tsaƋ tsaƋ tèlèba. 
MAT.10.2	NzlembaƋ ndohi sak 12, ta haha: Nshèlèkura'a Simon, man ta baba na Pierre; a André, kramam na; Jacques, kra Zébédée, a Jean, kramam na. 
MAT.10.3	Philippe a Barthélemy; Thomas a Matthieu, ndo ncèkèlè skwai; Jacques, kra Alphée; a Thaddée. 
MAT.10.4	Simon, ndo Cana, a Judas Iscariot, man a nga na ri a gèƌ Yèsu. 
MAT.10.5	Ta 12 haha, Yèsu a nzlinde ta, a mfa ta ma a gèƋ, a ngaƋa ta:
MAT.10.5	Kin do a civèƋ ndohi herkeda ɓai! Kin do a kokwar ndohi Samarie ɓai! 
MAT.10.6	Aman vodo a sam tambakhi te gi Israel, man ta zlak ta. 
MAT.10.7	Vodo, vanjè ta ma Zhiklè, vagaƋa ta: Kokwar-Bi-Zhiklè a zhè ndul ndul. 
MAT.10.8	Vambel ta ndohi matakwan, vasud ta ndohi hutsod, vaslambaƋde ta ndohi m'metsa'a, vadzar ta madzagihi auda! Kin ngots ambalai, vava ta ambali ba. 
MAT.10.9	Kin helda guro a verzhègenè a suli a ri ɓai, 
MAT.10.10	kin helda gozhèm a ri ɓai, kin hul maslaka cèw ɓai, kotokoroh ka ɓai, a gaƋa ka ɓai. Aman ndo mizlinè sèi a ngècè skwi n'ndi na.
MAT.10.11	Aman te kokwar mbia'a, te kokwar nkèshè'a, ko ahngwa ahngwa man kin dè a pa, vodzhoƌo ndo nlèɓèslè'a, a kin nzi a sam na, ha pats man kin jèkeda za'a, a kin dè a ma ma. 
MAT.10.12	Aman kin dè a gai, vaga na mbali dai. 
MAT.10.13	Aman ndo nlèɓèslè'a, gumi kinè a dè a gi sa. Aman ndo nlèɓèslè ɓai, gumi kinè a shkè a deɓa a gèƌ kinè.
MAT.10.14	Aman ta cè kinè azɓai, a ta tsena ma kinè ɓai, vodo kinè, vatassa lokotor a sak kinè. 
MAT.10.15	I gaƌa kinè a vava: a pats kita, kita kokwar haha a da fena kita SoƋome a Gomorrhe. 
MAT.10.16	Na haha i zlinde kinè ara tambakihai a ndev kdadidakhai. Gar haha vagu maya ara zhüzhokihai, valèɓèslè ara nkuƌhomhai. 
MAT.10.17	Vagu maya a géƌ kinè a sam ndohai. Ta da va kinè a sam ncènima, ta da ndah kinè te ginjèngèma tenga'a.
MAT.10.18	Ta de kinè a sam bihi mbibihia, a, a sam bihi nkèshèhia'a, a géƌ ga, aman kin gi a ndohi malwuƌihi a sam tenga'a, a sam ndohi herkeda. 
MAT.10.19	Aman ta de kinè a sam kita, kin hur gèƌ ɓai a géƌ ma man kin da gaƌa ta. Aman kin da ngècè ma man kin gèƌè'a, a sama'a. 
MAT.10.20	Aman kinè, a ndè gèƌè ka ɓai, aman Mèzhèɓ Bab kinè man a gèƌè te ndav kinè.
MAT.10.21	Ndohi ta da vi kramamhi ta a m'metsai; bab a da vi kra na, a wudahi ta da slèmbèƋè a gèƋ a bab ta a mam ta, a ta da bazl ta. 
MAT.10.22	Tèlèba ta da gi shèwa a kinè, a géƋ nzlembaƋ ga. Aman nenga'a man a de a ma ma a slagama, ha skwi a ndev na, a mbél na. 
MAT.10.23	Aman ta da paraha kinè te kokwar staƋ, vahu kinè a kokwar ngiƋè. Aman i gaƋa kinè a vava, kin ndikeda kokwar Israel tèlèba azɓai, ha Kra-ndo a mshkè ma.
MAT.10.24	Ndo nslebi skwai a fena ndo n'ngra na azɓai; ɓèlè ba a fena babgi nenga'a azɓai. 
MAT.10.25	A slra aman ndo nslebi skwai a gi lèmèlèmè ara ndo n'ngra na, a ɓèlè ara babgi na. Aman ta baba na babgi a nzlembaƋ Béelzebul, holhola'a ndohi gi nenga'a arsa.
MAT.10.26	Kin gu zlau tenga'a ɓai! Skwi n'ngheda, a azɓai, man a di a ngrédè auda azɓai; skwi man ta gu a metsar azɓai, man ndo a di a shinè azɓai. 
MAT.10.27	Skwi man i gaƋa kinè te ruva, vagoƋa a di pats! Skwi man kin tsena a zlembaƋ kinè, vangreda auda a dala! 
MAT.10.28	Kin gu zlau tenga'a man ta keƋa va kinè ɓai; aman ta slaha ta zede nshèffè kinè azɓai. Aman vagu zlau nenga'a nshèlèkura'a, man a slaha a ngédèshè nshèffè a va kinè cèw ba a sam vogwa kita.
MAT.10.29	Ta prè shishihi cèw a suli staƋ ka ɓi Ƌè? Aman ko staƋ a kèlèhi a herkeda azɓai, aman Bab kinè a sun ɓai. 
MAT.10.30	Ko gwots gèƋ kinè n'ngra'a tèlèba. 
MAT.10.31	Ani haha kin gu zlau ɓai; kin fena shishihi kumba. 
MAT.10.32	Ko wawa man a ngredyè auda a sam ndohai, i ngrédè nenga'a a sam bab ga, man a zhè te zhiklè. 
MAT.10.33	Aman ko wawa man a gi ara man a senyè ɓai a sam ndohai, i ba i gi ara man i sun nenga'a ɓai a sam Bab ga, man a zhè te zhiklè.
MAT.10.34	Kin hur a kin gaƋa, i shkè aman i ckoƋi gumi a herkeda ɓai. I shkè aman i ckoƋi gumi ka ɓai; i shkè, aman i ckoƋi kafahi gwesh. 
MAT.10.35	I shkè, aman i kezli gèƋ a nda kra a bab na, dema'a a mam na, ngwoz kra a mam baki na, 
MAT.10.36	ndohi gi na, mayamhi na.
MAT.10.37	Ndo man a woy bab na a mam na, a fena iyè, nenga'a ndo ga ka ɓai. Ndo man a woy kra na a dem na, a fena iyè, nenga'a ndo ga ka ɓai. 
MAT.10.38	Ndo man a zhüɓ wof ngézlèl na azɓai, a ndzadzarkayè, nenga'a ndo ga ka ɓai. 
MAT.10.39	Ndo man a mbel nshèffè naari na, nshèffè nenga'a a zi na. Ndo man a zede nshèffè na a gèƌ ga, a ngècè'a te deɓa'a.
MAT.10.40	Ndo man a ce kinè, a cyè; ndo man a cyè, a ce nenga'a man a zlindekayè. 
MAT.10.41	Ndo man a ce ndo nhadka ma a géƋ man nenga'a ndo nhadka ma, a ngècè skwi ntul ndo nhadka ma. Ndo man a cè ndo nzura'a a géƋ man nenga'a ndo nzura'a, a ngècè skwi ntul ndo nzura' a. 
MAT.10.42	Ko wawa man a ɓala na iyam nkéƌècè'a a ndo nkèshèa staƋ haha, a géƋ man nenga'a gol Yèsu, a vava i gaƋa kinè, skwi ntul nenga'a a zi azɓai.
MAT.11.1	Aman Yèsu a n'ndeva ma nenga'a haha a sam golahi na ma, a ndo na, a nsenda ta ma, a njè ta ma Zhiklè te kokwarhi tenga'a. 
MAT.11.2	Aman Jean te gi dangai a ntsena ma a géƌ mizlinè Kristi, a nzlinde ta golahi nenga'a, man ta gaƌa na:
MAT.11.3	Ka nenga'a man ta gaƌa a da shkè ƌè, ƌè nga zhèr ndo ngiƋè di äè?
MAT.11.4	Yèsu a m'mbeƋa ta a ma:
MAT.11.4	Vodo a kin menda na Jean skwi man kin tsena'a a kin rka'a: 
MAT.11.5	mandazlihi ta rka dai, ndohi vedal ta dè a sak ta, ndohi hutsoƋ ta suƋ ta, ndaɓazlamhai ta tsena zlembaƋ, ndohi m'metsa'a ta slambaƋ ta. Ma mbela'a, ta njè a sam ndohi ntawassa'a. 
MAT.11.6	Mwuffè a sam ndo man sak nenga'a a slèfèƋè azɓai a géƋ ga!
MAT.11.7	Aman to do ta ma, Yèsu a nhüno a ngaƋa ta ndohi rèdèdèa ma a géƋ Jean:
MAT.11.7	Kin do a hèshèkèƋ, a kin da war mè? Pandar man kozlar a gidè Ƌè? 
MAT.11.8	Kos kin do a kin da war mè? Ndo man maslaka mbela'a a va Ƌè? Na haha, ndohi man ta fèda maslaka mbela'a a va, ta te gi bihai. 
MAT.11.9	Kin do, a kin da war mè? Ndo nhadka ma Ƌè? I gaƋa kinè: nenga'a a fena ndo nhadka ma. 
MAT.11.10	Nenga'a ndo man ta windeda Ƌèlèwèr Zhiklè: Na haha, i zlindè gol ga a ma ngaya, a ntil civèƌ a ma ngaya.
MAT.11.11	I gaƋa kinè a vava: te va ndohi man ngwozi ta yau, ndo nfena Jean Baptiste azɓai. Aman ndo man ta sla na ndo nkèshèa te kokwar-Bi-Zhiklè, mba nenga'a a Jean. 
MAT.11.12	A hüno te Jean Baptiste, ha patsna, ta woy kokwar-Bi-Zhiklè a wuƋai, a ndohi wuƋai ta woya n'ngèzlè'a. 
MAT.11.13	Ko ndohi nhadka ma, ko ma kita, ta hodko ma, ha nshkè Jean. 
MAT.11.14	Aman kin woy a kin cè'a, nenga'a Elie man ta gaƌa a di a shkè. 
MAT.11.15	Ndo man zlembaƌ na a zhè, da tsena'a!
MAT.11.16	I lèmdè ndohi a géƋ herkeda haha a mè? Ta lèmèlèmè ara wudahai man ta nza a luma, a ta baba ta mandalahi tenga'a, a ta gaƋa: 
MAT.11.17	Nga voƋ shingelèk, a kin gatsa ɓai. Nga tsu nguzlah, a kin ga wobu ɓai. 
MAT.11.18	Jean a mshkè, a n'nda skwa ɓai, a nsa skwa ɓai, a ta gaƋa: madzagi a ga na. 
MAT.11.19	Kra-ndo a mshkè, a ndi skwai, a si skwai, a kin gaƋa: Na haha, ndo n'ndi skwi hamhama'a, ndo zom, mandal ndohi ncèkèlè skwai, a ndohi malihai! Maya a ngrédè auda te skwi man maya a gia'a.
MAT.11.20	Te deɓa'a a nhüno man a gi ndzoan a géƋ kokwarhi mbibihia'a, man a gu nrkedi holhola'a te pa, aman ndohi ta ngwoda ndav ɓai.
MAT.11.21	Woba ka, kokwar Chorazin! Woba ka, kokwar Bethsaida! Aman agassa ta gu nrkedihi te kokwar Tyr a Sidon, ara man ta gu a sam ngaya, ar ndohi te pa, ta ngwoda ndav ta te mèrwec n'nzi a zhè ma. 
MAT.11.22	Aman i gaƋa kinè: Kokwar Tyr a Sidon, dara tenga'a a kinè a pats kita.
