MAT.1.1	ابراهیم و داوود اُغلی بُلان عیسی مسیحینگ نِسلی اینه، شِیلِدیر:‏
MAT.5.45	شُندا سیز آسمانداقی آتانگیزینگ اُغول‍لاریدیغینگیزی بِلّی اِدِرسینگیز.‏ آسمانداقی آتانگیز اُز گونِشینی یامانلارینگ و یاخشیلارینگ هِم اوستونه دُغدوریار، یاغمیرینی دُغریلارینگ و اِگریلِرینگ هِم اوستونه یاغدیریار.‏ 
MAT.5.46	سیز اُزونگیزی سُییَنلِری سُییَن بُلسانگیز، اُندا نَمه سیلاق آلارسینگیز؟ مالییات آلیانچیلار-دا
MAT.5.47	دینگه اُز دُستلارینگیزا سالام بِریَن بُلسانگیز، اُندا نَمه آرتیقماچ ایش اِدیَرسینگیز؟ بُت‌پَرَستلِر-ده شِیله اِتمِیَرمی؟ 
MAT.5.48	شِیلِلیکده، آسمانداقی آتانگیزینگ کَمیل بُلشی یالی، سیز هِم کَمیل بُلونگ.‏»‏
MAT.6.1	‏«‏خاباردار بُلونگ، ثُغاپ ایشلِرینگیزی آداملارا گُرونمِک اوچین هِمِّلِرینگ گُزونینگ اُوونده اِتمَنگ.‏ بِیله اِتسِنگیز، آسمانداقی آتانگیزدان سیلاق آلمارسینگیز.‏
MAT.6.2	‏«‏شُنونگ اوچین هِم مَحتَجه صاداقا بِرِنینگیزده، اُوونگیزده سورنای چالیپ، مونی اولی ایله اِعلان اِتمَنگ.‏ آداملارینگ حُرماتینی قازانجاق بُلوپ، ایکییوزلیلِر کِنیسه‌لِرده، بازارلاردا شِیله اِدیَرلِر.‏ سیزه دُغروسینی آیدیارین:‏ اُلار اُز سیلاغلارینی اِییَم آلاندیرلار.‏ 
MAT.6.3	تِرسینه، صاداقا بِرِنینگیزده، ساغ اِلینگیزینگ نَمه اِدیَنینی سُل اِلینگیز بیلمِسین.‏ 
MAT.6.4	شونلوقدا، بِریَن صاداقانگیز گوزگین بُلسون.‏ گوزگینلیکده اِدیلِنی گُریَن آتانگیز سیزینگ سیلاغینگیزی آچیق بِرِر.‏
MAT.6.5	‏«‏دُغا-دیلِگ اِدِنینگیزده، ایکییوزلیلِر یالی بُلمانگ.‏ اُلار گُز اوچین کِنیسه‌لِرده، بازارلارینگ بورچلاریندا دوروپ، دُغا اِتمِگی حالایارلار.‏ سیزه دُغروسینی آیدیارین، اُلار اُز سیلاغلارینی اِییَم آلاندیرلار.‏ 
MAT.6.6	اِمّا سیز دُغا-دیلِگ اِدِنینگیزده، اُتاقینگیزا گیریپ، قاپینی یاپینگ-دا، گُرونمِیَن آتانگیزا گوزگینلیکده دُغا اِدینگ.‏ گوزگینلیکده اِدیلِنی گُریَن آتانگیز سیزینگ سیلاغینگیزی آچیق بِرِر.‏
MAT.6.7	‏«‏دُغا-دیلِگ اِدِنینگیزده، بُت‌پَرَستلِر یالی، بُش سُزلِری قایتالاپ دورمانگ.‏ اُلار کَن آیتماق بیلِن اِشیدیلِریس دییّپ گومَن اِدیَرلِر.‏ 
MAT.6.8	اُلار یالی بُلمانگ.‏ آتانگیز سیزه نَمِلِرینگ گِرِکدیگینی اُزوندِن دیلِمَنکَنگیز بیلیَر آخیرین.‏ 
MAT.6.9	شُنونگ اوچین، شِیله دُغا-دیلِگ اِدینگ:‏
MAT.6.9	اِی، آسمانداقی آتامیز!‏
MAT.6.9	آدینگ مُقادِّس قالسین!‏
MAT.6.10	پادیشاهلیغینگ گِلسین!‏
MAT.6.10	آسماندا بُلشی یالی،
MAT.6.10	یِرده-ده سِنینگ ایسلِگینگ یِرینه یِتسین!‏
MAT.6.11	گونلیک چُرِگیمیزی بیزه شو گون بِر.‏
MAT.6.12	بیزه یامانلیق اِدیَنلِری باغیشلایشیمیز یالی،
MAT.6.12	سِن هِم بیزینگ اِدِن یامانلیقلاریمیزی باغیشلا.‏
MAT.6.13	بیزی ایمتِحانا دوشورمَه،
MAT.6.13	بیزی شِیطاندان آزاد اِت.‏
MAT.6.13	‏[‏پادیشاهلیق، قودرات و بِییکلیک اِبِدی سِنینگکیدیر.‏ اَمین.‏]‏
MAT.6.14	باشغالارینگ اُزونگیزه اِدِن گونَه‌لِرینی باغیشلاسانگیز، آسمانداقی آتانگیز هِم سیزینگ گونَه‌لِرینگیزی باغیشلار.‏ 
MAT.6.15	اِمّا سیز اُلارینگ گونَه‌لِریندِن گِچمِسِنگیز، آتانگیز هِم سیزینگ گونَه‌لِرینگیزدِن گِچمِز.‏
MAT.6.16	‏«‏آرازا توتانگدا ایکییوزلیلِر اُزونی غاملی گُرکِزمِک ایسلِیَر، سِبَبی اُلار آداملارا آرازا توتانگدیکلِرینی گُرکِزجِک بُلوپ، اُزلِرینه یِتیشمییَرلِر.‏ اُلار یالی بُلمانگ.‏ سیزه دُغروسینی آیدیارین، اُلار اُز سیلاغلارینی اِییَم آلاندیرلار.‏ 
MAT.6.17	اِمّا سیز آرازا توتانگیزدا، باشینگیزا یاغ چالیپ، یوزونگیزی یووونگ.‏ 
MAT.6.18	شُندا سیزینگ آرازا توتاندیغینگیز آداملارا دَل-ده، یِکه گوزگین آتانگیزا گُرنِر.‏ گوزگینلیکده اِدیلِنی گُریَن آتانگیز سیزینگ سیلاغینگیزی بِرِر.‏
MAT.6.19	‏«‏بو دونیَه‌ده اُزونگیزه خازینا ییغنامانگ، بو یِرده اُنی گویه‌لِر اییَّر هِم-ده پُسلایارلار، موندا اُغرولار گیریپ اُغورلایاندیر.‏ 
MAT.6.20	مونگا دِرِک اُزونگیزه آسماندا خازینا ییغنانگ، اُل یِرده نه گویه‌لِر اییَّر، نه پُسلایارلار، نه-ده اُغرولار گیریپ اُغورلایاندیر.‏ 
MAT.6.21	خازینانگیز نیرِده بُلسا، یورِگینگیز هِم شُل یِرده بُلار.‏
MAT.6.22	‏«‏بِدِنینگ چیراغی گُزدور.‏ گُزونگ ساغ بُلسا، تامام بِدِنینگ هِم یاغتی بُلار.‏ 
MAT.6.23	گُزونگ عاییپلی بُلسا، هِمّه بِدِنینگ هِم قارانگقی بُلار.‏ اِگِر سِندَکی ایشیق قارانگقی بُلسا، اُندا اُل نَهیلی قاتی قارانگقیلیق!‏
MAT.6.24	‏«‏هیچ کیم ایکی آقا خیدمات اِدیپ بیلمِز.‏ اُل یا بیرینی ییگرِنیپ، بِیلِکیسینی سُیِر، یا-دا بیرینه وِفالی بُلوپ، بِیلِکیسینی اَسگِرمِزلیک اِدِر.‏ سیز هِم خودایا، هِم پولا خیدمات اِدیپ بیلمِرسینگیز.‏
MAT.6.25	‏«‏شُنگا گُرَه سیزه دییَّرین:‏ نَمه اییّپ-ایچِرین دییّپ جانینگیزی، نَمه گِیِرین دییّپ بِدِنینگیزی قایغی اِتمَنگ.‏ جان اییمیتدِن، بِدِن لِباسدان خاص باهالی دَلمیدیر؟ 
MAT.6.26	قوشلارا سِراِدینگ، اُلار نه اِکیَرلِر، نه اُریارلار، نه-ده آمّارلاردا اییمیت ییغنایارلار.‏ مونگا باقمازدان، آسمانداقی آتانگیز اُلاری-دا اییمیتلِندیریَر.‏ سیز اُلاردان خاص قیمّاتلی دَلمیسینگیز؟ 
MAT.6.27	سیزینگ هایسی بیرینگیز قایغی اِدیپ، عُمرونگیزی بیر ساغات اوزالدیپ بیلیَرسینگیز؟
MAT.6.28	‏«‏نَمه اوچین لِباسینگ قایغیسینی اِدیَرسینگیز؟ بیابانداقی سوسن گول‍لِرینگ اُسوشینه گُزَنگ:‏ اُلار نه زَحمِت چِکیَرلِر، نه-ده یوپ اِگیریَرلِر.‏ 
MAT.6.29	اِمّا مِن سیزه شونی آیدیارین:‏ حتّیٰ سلیمان هِم اُزونینگ هِمّه بِییکلیگینده بولارینگ هیچ بیری یالی گِیینمَندی.‏ 
MAT.6.30	اِمّا بو گون بار بُلوپ، اِرتیر تامدیرا زینگیلجاق بیابان اُتونی خودای شِیله گِییندیریَن بُلسا، سیزی اُندان خاص کَن گِییندیرمِزمی، اِی، ایمانی آزلار؟
MAT.6.31	‏«‏شُنونگ اوچین نَمه اییّپ-ایچِریس، نَمه گِیِریس دییّپ قایغی اِتمَنگ.‏ 
MAT.6.32	بو زاتلارینگ بارینی بُت‌پَرَستلِر آغتاریارلار، یُنه آسمانداقی آتانگیز بولارینگ هِمِّسینینگ سیزه گِرِکدیگینی بیلیَر.‏ 
MAT.6.33	سیز بُلسا اَوَّل خودایینگ پادیشاهلیغینی و اُنونگ عادالاتینی آغتارینگ، شُندا بو زاتلار هِم سیزه اُنونگ اوستونه قُشولیپ بِرلِر.‏ 
MAT.6.34	شُنونگ اوچین اِرتیری قایغی اِتمَنگ، اِرتیر اُز قایغیسینی اُزی اِدِر.‏ هِر گونونگ دِردی-آزاری اُزونه بُلارلیدیر.‏»‏
MAT.7.1	‏«‏باشغالاری گونَه‌کَرلِمَنگ، شُندا سیز هِم گونَه‌کَرلِنمِرسینگیز، 
MAT.7.2	سِبَبی سیز نَهیلی گونَه‌کَرلِسینگیز، اُزونگیزی-ده شِیله گونَه‌کَرلَرلِر.‏ هایسی اُلچِگ بیلِن اُلچِسِنگیز، سیزی-ده شُل اُلچِگ بیلِن اُلچِرلِر.‏
MAT.7.3	‏«‏نَمه اوچین سِن دُغانینگ گُزوندَکی چُپی گُریَرسینگ-ده، اُز گُزونگدَکی آغاجی سایغارمایارسینگ؟ 
MAT.7.4	نَدیپ سِن اُز گُزونگده آغاچ بارقا، دُغانینگا:‏ ‏”‏گِل، گُزونگدَکی چُپی چیقارایین“‏ دییجِک؟ 
MAT.7.5	اِی، ایکییوزلی، اَوَّل اُز گُزونگدَکی آغاجی چیقار، شُندا دُغانینگ گُزوندَکی چُپی چیقارماغی قاوی سایغارارسینگ.‏
MAT.7.6	‏«‏مُقادِّس زادی ایتلِره بِرمَنگ.‏ مُرواریدلارینگیزی دُنگوزلارینگ اُوونه زینگمانگ.‏ یُغسام، اُلاری آیاقلاری بیلِن دِپِلَپ، سُنگرا سیزه طاراف اُورولیپ، سیزی تیکه-تیکه اِدِرلِر.‏
MAT.7.7	‏«‏دیلَنگ، سیزه بِریلِر؛ آغتارینگ، تاپارسینگیز؛ قاپینی قاقینگ، سیزه آچیلار.‏ 
MAT.7.8	اِلبِتّه، دیلَن آلار، آغتاران تاپار، قاپی قاقانا آچیلار.‏ 
MAT.7.9	سیزینگ هایسی بیرینگیز اُغلونگیز چُرِک دیلَنده، اُنگا داش بِریپ بیلِرسینگیز؟ 
MAT.7.10	بالیق دیلَنده بُلسا، اُنگا ییلان بِرِرسینگیز؟ 
MAT.7.11	شِیلِلیکده، سیز یامان بُلوپ-دا اُز فِرزِنتلِرینگیزه قاوی زادلار بِرمِگی بیلیَن بُلسانگیز، اُندا آسمانداقی آتانگیز اُزوندِن دیلِیَنلِره خاص-دا کَن قاوی زادلار بِرمِزمی؟ 
MAT.7.12	شُنونگ اوچین آداملارینگ اُزونگیزه نَمه اِتمِگینی ایسلِیَن بُلسانگیز، سیز-ده اُلارا شُنی اِدینگ، سِبَبی تُورات بیلِن پیغامبارلارینگ یازغیلاری-دا شوندا جِملِنیَر.‏
MAT.7.13	‏«‏دار قاپیدان گیرینگ، سِبَبی هِلَکچیلیگه اِلتیَن قاپی اینلیدیر و اُنونگ یُلی گینگدیر.‏ اُل قاپیدان گیریَنلِر کَندیر.‏ 
MAT.7.14	اِمّا یاشایشا اِلتیَن قاپی اینسیزدیر، یُلی داردیر.‏ اُنی تاپیانلار آزدیر.‏
MAT.7.15	‏«‏یالانچی نِبیلِردِن خاباردار بُلونگ!‏ اُلار سیزینگ یانینگیزا قُیون دِریسینه گیریپ گِلِرلِر، اِمّا اُزلِری ییرتیجی قورتلاردیر.‏ 
MAT.7.16	سیز اُلاری میوه‌لِریندِن تانییارسینگیز.‏ تیکِندِن اوزوم یا-دا یانداقدان اینجیر ییغیلیارمی؟ 
MAT.7.17	شِیله هِم، هِر بیر قاوی باغ قاوی میوه بِریَندیر، بیدِرِک باغ بُلسا تِلِکه میوه بِریَندیر.‏ 
MAT.7.18	قاوی باغ تِلِکه میوه بِریپ بیلمِز، بیدِرِک باغ-دا قاوی میوه بِریپ بیلمِز.‏ 
MAT.7.19	قاوی میوه بِرمِیَن هِر بیر باغ چاپیلیپ، اُدا زینگیلیاندیر.‏ 
MAT.7.20	شِیلِلیک بیلِن، یالانچی نِبیلِری میوه‌لِریندِن تانییارسینگیز.‏
MAT.7.21	‏«‏مانگا:‏ ‏”‏یا آقام!‏ یا آقام“‏ دییِن هِر بیر آدام آسمانینگ پادیشاهلیغینا گیرمِز، یِکه آسمانداقی آتامینگ ایسلِگینی بِرجای اِدِن اُنگا گیرِر.‏ 
MAT.7.22	شُل گون کَن آداملار مانگا:‏ ‏”‏یا آقام، یا آقام، بیز سِنینگ آدینگ بیلِن نبوّت اِتمِدیکمی؟ سِنینگ آدینگ بیلِن جینلاری کُووپ، کَن مُعجِزه‌لِر گُرکِزمِدیکمی؟“‏ دییِرلِر.‏ 
MAT.7.23	شُندا مِن اُلارا:‏ ‏”‏اِی، تِلِکه‌لیک اِدیَنلِر، مِن سیزی آصلا تانییامُق، یُق بُلونگ یانیمدان!‏“‏ دییّپ، آچیق آیدارین.‏
MAT.7.24	‏«‏شُنونگ اوچین هِم بو سُزلِریمی اِشیدیپ، اُلاری بِرجای اِدیَن هِر بیر آدام اُیونی قایانینگ اوستونده قوران عاقیلّی آداما مِنگزِیَر.‏ 
MAT.7.25	یاغین یاغیپ، سیل‍لِر گِلدی، یِل‍لِر اُسوپ، اُل اُیه اوردی، اِمّا اُی ییقیلمادی، سِبَبی اُل قایانینگ اوستونده قورلوپدی.‏ 
MAT.7.26	مِنینگ بو سُزلِریمی اِشیدیپ، اُلاری بِرجای اِتمِدیک هِر بیر کیشی اُیونی چَگَه‌نینگ اوستونده قوران آحماق آدام یالیدیر.‏ 
