MAT.1.1	Ini ne ban tepuʹun tepun Yesus Keristus cen mela Daut, iaʹ ina mela Ibrahim.
MAT.5.43	“Lepa ne ikem ngeringa isiu iaʹ pekini dau: ‘Malaʹ ne neng tuyang ngkem, ngan miʹi neng bunoʹ kem.’ 
MAT.5.44	Un sepuʹo iaʹ akeʹ ke badaʹ mikem naʹkini, malaʹ ne neng bunoʹ kem, ngan lemameʹ ne me kelunan diaʹ ke petuyen ikem, 
MAT.5.45	apan ncem tai nuyan anak Amai hem iaʹ kaʹ surga. Ban ne Allah petadan serema tau ue neng usun kelunan diaʹ tiga, ngan pekina pe neng usun kelunan diaʹ jaʹat. Ia naʹ ujan neng usun kelunan diaʹ menco puyan iaʹ teneng, ngan pekina pe neng usun kelunan diaʹ menco puyan iaʹ jaʹat. 
MAT.5.46	Nyahut un ca bang ngkem cen Tuhan Allah ne, buk kem bang ke malaʹ neng kelunan diaʹ malaʹ neng ikem tuaʹ le. Idi pe kelunan diaʹ alaʹ pupu, ida ti pekina lete. 
MAT.5.47	Buk kem bang kejahi ngan diaʹ tuyang ngkem tuaʹ le, inu tekinco ho neng seʹ puyan pengalai dulu. Kelunan diaʹ abeʹ un pengelan pe uyan pekina. 
MAT.5.48	Tekep kem dadoʹ kimet koʹ baʹan Amai hem iaʹ kaʹ surga un dadoʹ kimet.”
MAT.6.1	“Ngimet tiga le, ayen ncem uyan puyan adet cem neng juma kelunan kadoʹ apan dulu naʹat seʹ puyan ncem. Buk kem uyan puyan ina neng juma kelunan kadoʹ, ke durat bang ngkem cen Amai hem iaʹ kaʹ surga ʹo.
MAT.6.2	“Buk koʹ mencai ca inu me kelunan kasip, ayen ncoʹ ngelahan puyan ncoʹ ina, koʹ baʹan puyan kelunan diaʹ ngaloʹ kaʹ dalem amin sebayang, pekina pe kaʹ janan bioʹ. Ida uyan pemuyan iaʹ pekina apan dulu ke pada ida. Nawai le, lepa ne ida alaʹ mung bang nte. 
MAT.6.3	Un sepuʹo buk koʹ ke naʹ inu ban ncoʹ lesau ca kelunan kasip, tiga hoʹ naʹ a ngan selem le, idi ie tuyang ngkoʹ pe abeʹ un tisen ne. 
MAT.6.4	Talan ne puyan ncoʹ ina nuyan neng ata hoʹ tengen. Ban ne Amai hoʹ iaʹ taʹan puyan ncoʹ iaʹ selem ina, ia lete iaʹ ke nyuaʹ a palaʹ ikoʹ.”
MAT.6.5	“Dalau hem lemameʹ, ayen ncem koʹ baʹan puyan kelunan ngaloʹ are. Moʹ de ubaʹ ke lemameʹ mentung nte nekejeng kaʹ dalem amin sebayang, pekina pe kaʹ sangat janan, apan dulu naʹat seʹ puyan nte. Nawai tiga le, lepa ne ida alaʹ mung bang nte. 
MAT.6.6	Un sepuʹo dalau hoʹ lemameʹ, tai ne kaʹ dalem tilung ngkoʹ, ngan malet pamen ne, ngan lemameʹ ne palaʹ Amai hoʹ iaʹ linget ina. Ngan Amai hoʹ ke tisen inu iaʹ ikoʹ uyan neng ata hoʹ tengen, ia lete iaʹ ke nyuaʹa palaʹ ikoʹ.
MAT.6.7	“Dalau hem lemameʹ, ayen ncem ti isiu iaʹ kadoʹ ngan iaʹ abeʹ un tuman, koʹ baʹan puyan kelunan diaʹ abeʹ un pengelan nte. Moʹ de kuma Allah ke ngeninga dau pengenyat de tuman ban dadoʹ dau temameʹ de. 
MAT.6.8	Ayen ngkoʹ baʹan ida are. Ban ne Amai hem tisen inu iaʹ tekep neng ikem kena hem nyat te neng ia. 
MAT.6.9	Tuman ina pekini puyan ncem lemameʹ:
MAT.6.9	‘Ahaʹ Amai meʹ iaʹ kaʹ surga:
MAT.6.9	Tekep meʹ nyelama ngadan ncoʹ iaʹ buheʹ.
MAT.6.10	Nai ne puyan pengaren ncoʹ ngaren ameʹ kelunan.
MAT.6.10	Nuyan ne pengubaʹ koʹ kusun tanaʹ ini koʹ baʹan kaʹ surga.
MAT.6.11	Naʹ ne penguman iaʹ senteng penguman meʹ tau ini.
MAT.6.12	Sau ne penyalaʹ meʹ, koʹ baʹan meʹ sau penyalaʹ kelunan diaʹ un salaʹ neng ameʹ.
MAT.6.13	Ayen ngkin ameʹ tai sihoʹ pengeten, di lareʹ menting ameʹ cen Bali Jaʹat.’
MAT.6.14	“Ban ne Amai hem iaʹ kaʹ surga ke sau penyalaʹ kem buk kem sau penyalaʹ kelunan diaʹ un salaʹ neng ikem. 
MAT.6.15	Un sepuʹo abeʹ Amai hem iaʹ kaʹ surga ke sau penyalaʹ kem buk kem abeʹ un ke sau penyalaʹ kelunan diaʹ un salaʹ neng ikem.”
MAT.6.16	“Dalau hem lemalan abeʹ un uman, ayen ncem uyan silung iaʹ pekebampa seʹ, koʹ baʹan puyan kelunan diaʹ ngaloʹ are. Tai re masat ngan laʹu seʹ silung nte, apan dulu tisen ida lemalan abeʹ un uman. Nawai tiga le, lepa ne ida alaʹ mung bang nte. 
MAT.6.17	Dalau hem lemalan abeʹ un uman, muheʹ ne silung ngkem, ngan megut puk kem, 
MAT.6.18	apan dulu abeʹ un tisen ikem lemalan abeʹ un uman. Talan ne bang Amai hem iaʹ linget ina le tisen. Idi Amai hem iaʹ tisen inu iaʹ ikem uyan neng ata hem tengen ina, ia lete iaʹ ke nyuaʹ a palaʹ ikem.”
MAT.6.19	“Ayen ncem pedemun galen me usa hem tengen kusun tanaʹ ini, ban ne kina buken ngan ting ke ngejaʹat te, ngan bekelau ke ngedare ngan ngelau ue. 
MAT.6.20	Pedemun ne galen me usa hem tengen kaʹ surga, kina buken ngan ting abeʹ un senteng ke ngejaʹat te, ngan bekelau abeʹ un senteng ke ngedare ngan ngelau ue. 
MAT.6.21	Ban ne kempi inu hem un, kina lete kimet cem un.”
MAT.6.22	“Ban ne mata hem ina koʹ baʹan titiu iaʹ ke ngedema usa hem are. Buk mata hem ina dema, pekina lete usa hem ke tipo kuʹun serema ha. 
MAT.6.23	Un sepuʹo buk mata hem ina jaʹat, mentem ke un pa tipo usa hem. Ngan buk serema iaʹ kaʹ dalem ikem ina tai mentem, lapa laleʹ ne pengentem ina.”
MAT.6.24	“Nyahut ca kelunan senteng ke ngulaʹ usa ha palaʹ dua re tuʹa ha serengan le. Atek ke ke miʹi neng ca, ngan malaʹ neng ca. Buk are, ia ke kanan dau ca ngan muau neng ca. Pekina lete nyahut cem senteng tunuk kimet cem palaʹ Allah peserengan ngan kimet cem ke tunuk palaʹ ligit.
MAT.6.25	“Tuman ina akeʹ badaʹ mikem, ayen ncem iʹut tawai neng puyan pengudip kem, inu iaʹ ikem ke uman ngan nisep, ngan pekina pe gelam iaʹ ke mekep usa hem. Kumpin, abeʹ pengudip kem lapa bioʹ neng ʹo penguman, ngan pekina pe usa hem, abeʹ e lapa bioʹ neng ʹo gelam kem tupe? 
MAT.6.26	Naʹat ne diseʹ sui madang tai tahaʹ ina, nai tahaʹ ini. Abeʹ de mula beneʹ, ngan majau, ngan pekina pe pempun penguman kaʹ dalem lepubung nte. Un sepuʹo Amai hem iaʹ kaʹ surga un petubo ida. Kumpin, moʹ abeʹ kem tekinco bioʹ neng ʹo sui dina tupe? 
MAT.6.27	Aheʹ neng ahang ikem iaʹ senteng ke ngedadoʹ pengudip pe man puyan iʹut tawai ie tupe?
MAT.6.28	“Moʹ inu hem iʹut tawai neng gelam kem tupe? Naʹat ne kumpin diseʹ puyan piu kaʹ dalau baʹi, abeʹ de pegayeng, abeʹ de uyan gelam me usa re. 
MAT.6.29	Un sepuʹo dau heʹ mikem, naʹ pe Suliman neng seʹ pengekayaʹ a, abeʹ e un gelam iaʹ tiga koʹ baʹan piu dina ne. 
MAT.6.30	Buk ke pekina ne Allah ke pegelam udu kaʹ dalau baʹi, iaʹ un tau ina, ngan neng kenempam me dulu pet kaʹ mpun luten, abeʹ Allah iaʹ ke tekinco ke pegelam ikem tupe? Inu tepa pengelan ncem? 
MAT.6.31	Ayen ncem iʹut tawai kuma ha: ‘Inu iaʹ akeʹ ke uman, ngan inu iaʹ akeʹ ke nisep, ngan inu iaʹ akeʹ ke un?’ 
MAT.6.32	Puyan ini ne iaʹ lemuto piʹut tawai kelunan diaʹ abeʹ un pengelan. Amai hem iaʹ kaʹ surga tisen neng mung inu iaʹ tekep ikem ke un. 
MAT.6.33	Di lareʹ iaʹ ading ikem ke mita, puyan pengaren Allah ke ngaren ilu kelunan, peging ngan pengubaʹ a neng ilu. Idi le Allah ke naʹ mung inu diaʹ ca dina mikem. 
MAT.6.34	Tuman ina, ayen ncem tai iʹut tekaʹ tawai neng puyan iaʹ ke nai nempam, uban ne nempam un pe sukat puyan iaʹ ke piʹut tawai hem. Inu tuman ncem ke ngepit te ngan puyan iʹut tawai hem tau ini.”
MAT.7.1	“Ayen ncem pebetep dau salaʹ neng dulu, idi Tuhan Allah abeʹ un ke pebetep dau salaʹ neng ikem. 
MAT.7.2	Ban ne Allah ke pebetep dau salaʹ kem koʹ baʹan ncem pebetep dau salaʹ dulu diaʹ ca are. Ngan tukaʹ iaʹ ikem ke man pebetep dau salaʹ dulu, man ina lete Allah ke pebetep dau salaʹ kem. 
MAT.7.3	Moʹ inu hoʹ nugen pelem kaʹ mata cenganak koʹ, un sepuʹo abeʹ koʹ pesingo ca batang kayu iaʹ un neng mata hoʹ tengen? 
MAT.7.4	Adeʹ koʹ makang kuma dau neng cenganak koʹ: ‘Talan ne akeʹ sau pelem iaʹ un neng mata hoʹ ina,’ petem me un ca batang kayu neng mata hoʹ tengen? 
MAT.7.5	E kelunan ngaloʹ, sau ne batang kayu cen mata hoʹ ading, ina le ikoʹ ke taʹan dema, ngan senteng ke sau pelem iaʹ un neng mata cenganak koʹ ina.
MAT.7.6	“Ayen ncem naʹ inu iaʹ buheʹ me asu, ban ne ida ke pupa penco lemerit ikem. Ngan pekina pe, ayen ncem naʹ inoʹ puʹun ncem me buʹin, ban ne ida ke cut te bareng le.”
MAT.7.7	“Nyat ne, ina le ikem ke alaʹ a. Mita ne, ina le ikem ke un ne. Megoʹ ne pamen, ina le pamen kenai pesik mikem. 
MAT.7.8	Ban ne aheʹ iaʹ ke nyat, ia lete iaʹ ke alaʹ a. Ngan aheʹ iaʹ mita, ia lete iaʹ ke un ne. Ngan aheʹ iaʹ ke megoʹ pamen, me ia lete pamen ke pesik. 
MAT.7.9	Amai iaʹ mpi iaʹ ke naʹ batu me anak ke buk anak ke ke nyat kanen? 
MAT.7.10	Buk anak ke ke nyat atuk, kun amai ie ke naʹ ncung ulai me ia? 
MAT.7.11	Naʹ pe kumpin jaʹat cem, ina hem tisen ke naʹ inu iaʹ tiga me anak kem lete. Nco ne pelaʹa Amai hem iaʹ kaʹ surga ke naʹ inu iaʹ tiga me ikem buk kem nyat neng ia.
MAT.7.12	“Puyan iaʹ ikem ubaʹ dulu ke uyan neng ikem, tekep lete ikem ke uyan puyan ina neng dulu. Ini ne atek sen Katuk Adet Musa, ngan sen katuk diaʹ pegawa cen naʹaʹ.”
MAT.7.13	“Tai ne ikem kaʹ dalem cen pamen iaʹ singen, uban nawa pamen ngan bioʹ janan iaʹ tai ngkin kelunan palaʹ ukum luten. Ngan kadoʹ kelunan diaʹ tai bayaʹ janan ina. 
MAT.7.14	Un sepuʹo singen pamen iaʹ tai ngkin kelunan palaʹ udip, ngan mahan masat neng idi. Bang kediʹut le kelunan diaʹ dapit neng janan inaʹ.”
MAT.7.15	“Jagaʹ ne ikem neng pegawa palo. Ban ne ida ke nai palaʹ ikem koʹ baʹan diseʹ puyan dumba are tahaʹ awang, un sepuʹo iaʹ tahaʹ dalem, ida ne atek lencau iaʹ minget. 
MAT.7.16	Kuʹun ban puyan pemuyan nte, ikem ke tisen ida. Ban ne abeʹ inan suhaʹ ke un buʹan buaʹ anggur, ngan kelukun suhaʹ abeʹ e ke un buʹan buaʹ abung. 
MAT.7.17	Pekina lete inan buaʹ iaʹ tiga ke un buʹan iaʹ tiga, ngan inan buaʹ iaʹ jaʹat ke un buʹan iaʹ jaʹat. 
MAT.7.18	Inan buaʹ iaʹ tiga, abeʹ e senteng ke un buʹan iaʹ jaʹat, ngan pekina pe inan buaʹ iaʹ jaʹat, abeʹ e senteng ke un buʹan iaʹ tiga. 
MAT.7.19	Tuman ina, inan buaʹ iaʹ abeʹ un ke un buʹan iaʹ tiga, dulu ke nepeng ngan nutung nge. 
MAT.7.20	Pekina lete kuʹun ban puyan pemuyan nte, ikem ke tisen pegawa palo dina.”
MAT.7.21	“Abeʹ e mung kelunan diaʹ pisiu akeʹ ‘Tuhan, Tuhan,’ iaʹ ke tisen puyan pengaren Allah ke ngaren ida, di lareʹ bang kelunan diaʹ uyan pengubaʹ Amai heʹ iaʹ kaʹ surga ina le diaʹ ketai kidi. 
MAT.7.22	Tegoʹ Tau Bioʹ ʹo, kadoʹ kelunan diaʹ ke pisiu akeʹ: ‘Ahaʹ Tuhan, ahaʹ Tuhan, man ngadan ncoʹ ameʹ lepa badaʹ tiraʹ Allah, ngan man ngadan ncoʹ pe ameʹ lepa pekarap bali jaʹat, ngan uyan kadoʹ tedanaʹ nyingan.’ 
MAT.7.23	Un sepuʹo dau heʹ ke mipa ida: ‘Peletoʹ keʹ are un tisen ikem ne. E ikem diaʹ uyan jaʹat, kelap ne ikem cen akeʹ.’ ”
MAT.7.24	“Tuman ina, aheʹ kelunan iaʹ ngeringa dau tiraʹ keʹ ini, mentung nge bayaʹ a, ia pekuaʹ koʹ baʹan ca kelunan iaʹ mencam, iaʹ medeng amin ne neng usun batu. 
MAT.7.25	Naʹ pe ujan kasa, ngan sungai layap, ngan bahiu kasa kenai nantaʹ amin ina, abeʹ e tai kasing, moʹ o pedeng neng usun batu.
MAT.7.26	“Ngan aheʹ iaʹ ngeringa dau tiraʹ keʹ ini, ngan abeʹ un bayaʹ dau ue, kelunan ina pekuaʹ koʹ baʹan ca kelunan iaʹ mabi, iaʹ uyan amin ne neng usun ahit. 
MAT.7.27	Nai kun ujan kasa, ngan sungai layap, ngan bahiu kasa ke nantaʹ amin ina, sulo ketai amin ina are kasing. Ngan baran laleʹ le ketai kapeʹ amin ina.”
MAT.7.28	Lepa Yesus badaʹ mung puyan dina are, salam ne kelunan kadoʹ neng seʹ puyan ne pekatuk. 
MAT.7.29	Ban ne ia pekatuk ngan seʹ puyan nyingan ne. Abeʹ e koʹ baʹan seʹ diaʹ guru adet lepoʹ de pekatuk are.
MAT.8.1	Dalau Yesus nai puno ca mudung, kadoʹ dulu nai bayaʹ ia. 
MAT.8.2	Sulo nai ca kelunan iaʹ sakit bekayen muʹup palaʹ Yesus. Un dau ue: “Ahaʹ Amai, buk koʹ ubaʹ, senteng ngkoʹ paget akeʹ.”
MAT.8.3	Kun Yesus mencai ujoʹ o ngan man ia. Un dau ue: “Ubaʹ te akeʹ paget ikoʹ. Maget ne ikoʹ.” Dalau ina lete pesau ne sakit bekayen ne, penco ho maget. 
MAT.8.4	Un dau Yesus neng ia: “Nawai tiga le, ayen ncoʹ badaʹ puyan ini me dulu diaʹ ca. Di lareʹ tai ne ikoʹ, penco tai palaʹ diaʹ detaʹu diaʹ ngkang adet Allah, apan nte nugen diseʹ puyan ncoʹ lepa maget. Uʹo ina hoʹ naʹ pengencai ngebayaʹ dau Musa cuk, apan ne ina uyan ca tedanaʹ me dulu mung, iaʹ badaʹ ban ikoʹ lepa maget.”
MAT.8.5	Dalau nai Yesus kaʹ lepoʹ Kapernaum, un ca kaptin sedadu Rum petegoʹ ngan Yesus, penco ho lemameʹ palaʹ ia. 
MAT.8.6	Un dau ue: “Ahaʹ Amai, un ca ulaʹ keʹ sakit. Bang meken ne ia kaʹ amin. Kenyarem laleʹ seʹ e, ngan abeʹ e senteng ke ngala.”
MAT.8.7	Un dau Yesus neng ia: “Tiga pesedeʹ, nai te akeʹ paget iaʹo.”
MAT.8.8	Un dau kaptin ina mipa ia: “Ahaʹ Amai, ayen ne ikoʹ titin nai kaʹ amin nceʹ, ban ne abeʹ tekep keʹ ke ngkin ikoʹ nai kamin nceʹ. Tiga hoʹ bang pisiu tuaʹ le, ina ulaʹ keʹ ne kenai maget lete. 
MAT.8.9	Ban ne akeʹ ca kelunan tahaʹ ntaʹ pengecuk dulu, ngan pekina pe un sedadu diaʹ tahaʹ ntaʹ neng akeʹ, diaʹ akeʹ cuk. Akeʹ cuk ca usa: ‘Tai,’ sulo ketai ie. Ngan akeʹ cuk ca usa: ‘Nai,’ sulo kenai ie. Ngan akeʹ cuk ulaʹ keʹ: ‘Uyan ne ini,’ sulo ho uyan ne.”
MAT.8.10	Salam kaʹ Yesus kenahan dau ue, sulo ho pisiu ida diaʹ nai bayaʹ ia are: “Ini dau heʹ mikem, neng ahang kelunan diaʹ kaʹ lepoʹ Israil, nyahut ceʹ un taʹan pengelan iaʹ pekini bioʹ lepe. 
MAT.8.11	Petawai le ini, kadoʹ dulu kenai cen sek tau ngan cen tau maya, ngan ke kahum neng puyan pengaren Allah ke ngaren ilu kelunan, pemung madung ngan Ibrahim, Isak, ngan Yakup ʹo. 
MAT.8.12	Un sepe kelunan diaʹ tekep kahum neng puyan pengaren Allah dina, ida iaʹ dulu ke pet kawang dalau ntem. Kina ne ida nange ngan dau taret jipen nte.” 
MAT.8.13	Sulo Yesus pisiu ngan kaptin sedadu ina: “Tai ne ikoʹ uleʹ. Ban tuman iaʹ ikoʹ ngelan, ke nuyan lete palaʹ ikoʹ.”
MAT.8.13	Dalau ina lete ulaʹ kaptin sedadu ina maget.
MAT.8.14	Tai Yesus kamin Peterus. Kina ha taʹan ueʹ leto Peterus meken kaʹ tilung nge, uban ne dadem. 
MAT.8.15	Sulo Yesus man ujoʹ o, to beliʹau maget ne ia. Sulo nai ie beteʹ, penco tai mana mia.
MAT.8.16	Dalau tai tahup, kadoʹ nai dulu ngkin kelunan diaʹ bali nelasek nai palaʹ Yesus. Sulo ho pekarap bali jaʹat dina man isiu ue iaʹ nyingan, ngan paget mung kelunan diaʹ sakit dina. 
MAT.8.17	Ia uyan pekini apan ne tai palup dau isiu pegawa Yesaya iaʹ pekini dau: “Ia tengen ne iaʹ ke baʹ penuyen le, ngan ke ngkin mung penyakit le.”
MAT.8.18	Dalau Yesus taʹan kadoʹ kelunan teliling ia, kun ne cuk diaʹ bayaʹ katuk ke tai kaʹ dipa leteng ina. 
MAT.8.19	Un ca guru Katuk Adet Musa nai palaʹ Yesus. Un dau ue: “Ahaʹ guru, kempi kempi tai hoʹ, ina heʹ ke nai bayaʹ ikoʹ lete.”
MAT.8.20	Un dau Yesus mipa ia: “Idi pe lencau, ina un lubang nte lete, ngan pekina pe sui, ina un sala re lete, un sepuʹo Anak Sio ini, abeʹ un ukoʹ o ke penteng nyara ha.”
MAT.8.21	Un dau isiu ca mida diaʹ bayaʹ dau katuk ke: “Amai, kudaʹ koʹ mawang akeʹ tai uyan liang amai heʹ ading baʹan le.”
MAT.8.22	Un sepe dau Yesus mipa ia: “Nai ne ikoʹ bayaʹ akeʹ. Talan ne kelunan diaʹ matai berua re uyan liang me diaʹ matai udip de.”
MAT.8.23	Yesus tai kaʹ alut ina peging ngan diaʹ bayaʹ katuk ke. 
MAT.8.24	Beliʹau kenai kasa bahiu neng leteng ina, pekece kesangan ne alut de kuʹun luyak. Dalau ina Yesus luntoʹ. 
MAT.8.25	Sulo diaʹ bayaʹ katuk ke dina tai palaʹ Yesus ngan naga ia. Un dau re: “Ahaʹ guru, lesau ne ameʹ ading. Tai meʹ ke matai ne ini.”
MAT.8.26	Un dau Yesus mipa ida: “Inu tuman ncem takut? Adeʹ iʹut pengelan ncem.” Sulo nai Yesus beteʹ, penco ho cuk bahiu ngan luyak dina pekenaʹ. Beliʹau pelenteng ne bahiu ngan luyak dina are.
MAT.8.27	Tai salam ne tekaʹ kimet de dina. Un dau re: “Ca kelunan kumpin ini taʹin? Inu pabeʹ bahiu ngan luyak pe iaʹ bayaʹ dau pengecuk ke.”
MAT.8.28	Tai abeʹ Yesus kaʹ dipa leteng ina, kaʹ dale Gadara. Kina un dua re kelunan diaʹ bali nelasek, nai petegoʹ ngan ne. Kelunan dua dina nai cen dalem lubang liang. Abeʹ un aheʹ iaʹ makang ketai lapa ukoʹ de dua, uban nte dua minget laleʹ. 
MAT.8.29	Un dau re dua ngelengap: “Inu ke pengubaʹ koʹ neng ameʹ, e Anak Allah? Un ncoʹ ke ngukum ameʹ kena tai sukung tuket meʹ?”
MAT.8.30	Abeʹ kumpin coʹ kata kina, un ca aba buʹin, dalau re uman. 
MAT.8.31	Un dau bali jaʹat dina nyat neng Yesus: “Buk koʹ ubaʹ ke cuk ameʹ tai kawang cen kelunan dua dini, tiga hoʹ cuk ameʹ tai kaʹ dalem aba buʹin dina.”
MAT.8.32	Kun dau Yesus: “Tai ne.” Sulo tai bali jaʹat dina kelap cen kelunan dua dina, ngan penco tai kedalem buʹin dina. Ketoʹ aba buʹin dina are petuhun cen ulu bila, ngan laboʹ kaʹ dalem leteng, penco re matai menyet.
MAT.8.33	Mung dulu diaʹ nubo buʹin dina are, tai ngasa kaʹ lepoʹ. Sulo re badaʹ ketoʹ puyan ina, ngan inu iaʹ lepa nuyan neng kelunan diaʹ bali nelasek didai. 
MAT.8.34	Ketoʹ kelunan diaʹ neng lepoʹ ina tai nuʹa Yesus. Dalau re taʹan Yesus, sulo re nyat ia tai kelap cen dale re kina.
MAT.9.1	Tai Yesus kaʹ alut ngan penco pelawat leteng ina. Sulo tai ie ngeliwet kaʹ lepoʹ o. 
MAT.9.2	Nai dulu ngkin ca usa iaʹ sakit lemaʹ palaʹ ia. Bang meken le ia neng usun pat te. Yesus tisen kudaʹ bioʹ ban pengelan nte, sulo dau ue pisiu ngan laki iaʹ sakit lemaʹ ina: “Anak keʹ, nyalet ne kimet coʹ. Mung penyalaʹ koʹ lepa pesau ne.”
MAT.9.3	Un palai guru Katuk Adet pisiu neng ata re tengen: “Aheʹ kelunan ini taʹin, inu ue pejaʹat dau neng Tuhan Allah.”
MAT.9.4	Tisen ne Yesus neng kimet de, un dau ue neng ida: “Moʹ inu hem ngimet puyan diaʹ jaʹat pekina tupe? 
MAT.9.5	Iaʹ mpi melai akeʹ pisiu: ‘Penyalaʹ koʹ lepa pesau ne,’ neng ʹo heʹ kuma ha: ‘Beteʹ ne tai masat’? 
MAT.9.6	Akeʹ keʹ peluhaʹ mikem ca tedanaʹ Anak Sio ini lan ne un nyingan neng usun tanaʹ ini ke senteng sau penyalaʹ.”
MAT.9.6	Un dau Yesus neng iaʹ sakit lemaʹ ina: “Beteʹ ne ikoʹ, ngkin ne pat coʹ, ngan tai ne ikoʹ uleʹ.”
MAT.9.7	Sulo kenai ie beteʹ, penco tai ie uleʹ kamin ne. 
MAT.9.8	Tegoʹ dulu diaʹ ca taʹan seʹ puyan ina, takut ne tekaʹ de, mentung nte pempau Allah iaʹ lepa mencai puyan nyingan iaʹ pekina bioʹ palaʹ ilu kelunan.
MAT.9.9	Tai Yesus puke cen ukoʹ o kina. Dalau ketai ie masat, kun ne taʹan ca usa iaʹ alaʹ pupu, ngadan ne Matius, dalau ue madung kaʹ upis e te. Un dau Yesus neng ia: “Nai ne ikoʹ bayaʹ akeʹ.”
MAT.9.9	Sulo beteʹ ne Matius ngan tai bayaʹ Yesus.
MAT.9.10	Dalau Yesus uman kaʹ amin Matius, kadoʹ kelunan diaʹ alaʹ pupu, ngan kelunan diaʹ dulu kuma jaʹat, pemung uman ngan Yesus peging ngan diaʹ bayaʹ katuk ke. 
MAT.9.11	Un palai kelunan Perisi taʹan seʹ puyan ina, sulo re lemutu diaʹ bayaʹ katuk Yesus dina: “Moʹ inu guru hem pemung uman ngan kelunan diaʹ alaʹ pupu, ngan kelunan diaʹ dulu kuma jaʹat tupe?”
MAT.9.12	Kun Yesus kenahan dau isiu re, sulo ho mipa ida: “Abeʹ kelunan diaʹ maget titin duktun ke naban ida, di lareʹ dulu idaʹ sakit le iaʹ ke mita duktun. 
MAT.9.13	Tai ne mita sen dau kitap ini: ‘Abeʹ keʹ ubaʹ liwa. Pengelesau iaʹ akeʹ ubaʹ.’ Abeʹ keʹ nai mengin kelunan diaʹ kuma ida lepa teneng, di lareʹ akeʹ nai ke mengin kelunan diaʹ dulu kuma jaʹat.”
MAT.9.14	Lepa ina diaʹ bayaʹ katuk Yaya Guru Batis nai palaʹ Yesus ngan lemutu ia: “Uban inu meʹ ngan kelunan Perisi lemuto lemalan abeʹ un uman, kumpin sepe diaʹ bayaʹ katuk koʹ, nyahut de lemalan abeʹ un uman ne?”
MAT.9.15	Un dau Yesus mipa ida: “Kumpin baʹan kimet cem dalau kenai dulu nuʹa diaʹ pepeto dina, un nte ke jaʹat tawai ngajan laki iaʹ alaʹ leto ina un ngan nte kina tupe? Nyahut te pekina ne. Nai lete jakaʹ a ʹo, tegoʹ dulu kenai magang laki iaʹ alaʹ leto ina cen ahang ida. Uʹo ina ne ida ke lemalan abeʹ un uman.
MAT.9.16	“Abeʹ un aheʹ iaʹ mimum sapai ie iaʹ puʹun man ca berit apeʹ iaʹ mading. Ban ne imum me ina iaʹ ke ngkin sapai ina berit, tai ubo ho bioʹ kuʹo ne berit te. 
MAT.9.17	Ngan pekina pe, abeʹ un aheʹ iaʹ mubeʹ telang anggur iaʹ tumpak kaʹ dalem bahan anit iaʹ puʹun. Buk ke uyan ne pekina, bahan ne ke pesu, ngan telang anggur ina bura pelaʹa, ngan bahan ne pe jaʹat. Bang telang anggur iaʹ tumpak le dulu ke meseʹ kaʹ dalem bahan anit iaʹ mading, apan ne bahan anit ina ngan telang anggur ina tiga mung.”
MAT.9.18	Dalau Yesus pisiu ngan nte, nai ca laki paren Yahudi. Sulo ho sutlep kaʹ juma ia. Un dau ue: “Un anak leto heʹ lepa matai ne ia uʹo re. Nai ne ikoʹ, napoʹ ujoʹ koʹ neng ia, atek ke ke mudip lete.”
MAT.9.19	Sulo nai Yesus beteʹ, penco tai serengan ia. Diaʹ bayaʹ katuk ke pe tai peging ngan nte dua.
MAT.9.20	Lepa ina nai ca leto iaʹ lepa puloʹ dua uman majan ne sakit dahaʹ, ngenyeng Yesus cen tahaʹ likut ia. Sulo ho ngkang sapai ie. 
MAT.9.21	Uban un dau leto ina pisiu neng ata ha tengen are: “Ahaʹ akeʹ tai ngkang sapai ie ne, atek keʹ ke maget lete.”
MAT.9.22	Sulo Yesus pupa ngan taʹan ia. Un dau Yesus neng ia: “Nyalet ne kimet coʹ, anak keʹ. Pengelan ncoʹ lepa paget ikoʹ.” Dalau ina sulo nai leto ina maget.
MAT.9.23	Tai sabeʹ Yesus kaʹ amin laki paren Yahudi ina. Kun Yesus taʹan seʹ dulu ti kedingut tidau ngan maho dau dulu. 
MAT.9.24	Penco dau Yesus neng ida: “Tai mung ne ikem kawang ading. Mpi anak leto ini matai lepe. Seʹ e luntoʹ lepe ini.”
MAT.9.24	Dalau ina ida ngetepet dau neng Yesus. 
MAT.9.25	Dalau kenai re kawang, penco tai Yesus kedalem ngan man ujoʹ anak leto ina. Sulo kenai anak leto ina beteʹ. 
MAT.9.26	Denga ina tai purat ne pa tipo lepoʹ ina.
MAT.9.27	Yesus mecin cen ina. Dalau ketai ie masat, nai dua re usa kelunan diaʹ butaʹ bayaʹ ia. Sulo re ngelengap, un dau re dua: “Ahaʹ Anak Daut, lesau ne ameʹ ading.”
MAT.9.28	Lepa Yesus abeʹ kaʹ dalem amin, sulo kenai kelunan butaʹ dua dina are ngenyeng ia, penco Yesus lemutu ida dua: “Un ncem dua ke ngelan akeʹ senteng ke uyan ini mo?”
MAT.9.28	“Ahaʹ Amai,” kun nte dua mipa ia.
MAT.9.29	Sulo Yesus napen ujoʹ o neng mata re dua, mentung nge kuma ha: “Nuyan ne ini pekuaʹ ngan iaʹ ikem dua ngelan.” Dalau ina mata re dua penco tiga. 
