GEN.1.1	Koluw koluw mamu kinna, Ngindrai imangsani kol pwan pe hu kol yang. 
GEN.8.8	Pwen ipwandrisa pai hamou iya, para kinimei tehe non kintayos pwen kinna ndrita pwan ndre mapu. 
GEN.8.9	Hapeko non ara iro sumuluwani kol pwan ndron, pe pai ara kinnime hape kol pwosowen para kimpwan aliy ara pwi. Pwen iwoh imui iya ndroi, pe Nowah niman iyah iya ngawan pe iwiri pai imui isa nondriya ndroi, paratesah non ara iro ndrita pwan manau. 
GEN.8.10	Nowah ilonge ipo lang manandrtoyoh ihipwen i, pwen iyki pai iwoh iya ngawan paiwe. 
GEN.8.11	Pwen kol iro piyah pe iwoh imui isa kili Nowah, pe iwiri kaimbuwe youkei hakap para kei 
GEN.8.12	Pe Nowah ilonge iya lang manandrtoyoh ihipwen i, pwen ipwandrisa pai iwoh imui iya ngawan paiwe. Tandrohongan ara pai iya ko kinnayau masih, pe kinimui pwi.
GEN.8.13	Pe Nowah hayou tan iro annongat pe sih (601), pe iro mwonen lang sih imu para walah sih imu, non ara kinhipwen masih, hapeko pwan ara kinpwasau hiyan mapu. Pe Nowah iwiri tamburuha ndroi hape iya mawen, pe maran iya pwan pe inime ndran kinsapak pe pwan ara iro pwasau. 
GEN.8.14	Pe iro lang lungui pe andrtoyoh para walah luwoh, pwen kol pwan ara kinpwasau topwei.
GEN.8.15	Pwen Ngindrai ipwai iya kili Nowah ipa, 
GEN.8.16	“Akasa ngawan — wou pe nambuyum, norum hu pe mbuyu norum hu. 
GEN.8.17	Pe melit masih makunuwehu tora nondriya ndroi ara awiri hu kasa pwan kiyasura wou — hu kan pe hu norukan para wohowoh, iyasura hu kan para seselek ara, hu masih kasa pwan, pe hu kapo noruhu pe hu kahon koro kol pwan pe hu kaya soyon iya.”
GEN.8.18	Pwen Nowah isa pwan iyasura nambuyun, norun hu, pe mbuyu norun hu. 
GEN.8.19	Yihu kan handra-handra, iyapolo hu kan para seselek pe hu norukan masih ara hu masikene husa pwan topwei. Hu kan masih ngara hu karikai pe kaselek ndrita pwan ara hunnon hayoi-hayoi pe hutuh ndroi husa pwan.
GEN.8.20	Pwen Nowah isoye keyeu para totohun iya kili 
GEN.8.21	Pe 
GEN.8.22	“Lang para kahasiy pe lang para karihiy,
GEN.8.22	lang para kawulen pe lang para kangandrah,
GEN.8.22	lang para mwandrai pe lang para mbulou,
GEN.8.22	pe lang pe ping —
GEN.8.22	melit masih aro andre kinihipwen pwi yoh.
GEN.8.22	Andre kiro tehen torako kipo kol pwan kihipwen.”
GEN.9.1	Ngindrai itoholi Nowah iyasura norun hu pe ipwai iyatahu ipa, “Akapo noru wawu; akahon pe ndromweya wawu kiya namandran pe akapep kol pwan masih. 
GEN.9.2	Pe maram kiro nimnim ka tahu kan masih — hu norukan masih hora woh paingan, iyasura melit masih hu tora selek ndrita pwan pe hu ni masih tora ndras — yihu melit masikene ara andre hu kanoh turut ta wawu ndramat. 
GEN.9.3	Hu kan masih makunuwehu nepo hutora selek, hutora tokai, pe huhora woh, andre kasarayah anandrina wawu ndramat kiyasura menmena piyang tehe mamu.
GEN.9.4	Hapeko wou mbunayan sangi kan nepo ndrai itandron aliy, paratesah, ndrai ara ndroiyi taleh. 
GEN.9.5	Pe kapa sehe ndramat ndre kan kitingundru hamou ndramat kimat andre kiro tine mbulmoro pe kikuni nopwaran kiya melit mepo imbusiy.
GEN.9.6	Kapa hiyeh kirayi hamou ndramat kimat
GEN.9.6	andre hu ndramat hu katingundrun kiya soiwin,
GEN.9.6	paratesah, Ngindrai imangsani ndramat
GEN.9.6	mwensen tehe yiy opu.
GEN.9.7	Pe wawu andre kapo noru wawu hu kaya soyon, pe ndromweya wawu kihon pe ndraye wawu hu andre kapep kol pwan masih.”
GEN.9.8	Pwen Ngindrai ipwai iya kili Nowah iyapolo norun hu ipa, 
GEN.9.9	“Mahapo yo nakurapaniu kiyasura norum hu pe ndrayem hu, andre hu kasarayah kamulan, 
GEN.9.10	pe kiyasura melit masih makunuwehu — hu norukan pe hu kan para wum iyapolo hu kan para yangiy nepo husa mawen nondriya ndroi — pe melit masih makunuwehu topo ndrita kol pwan. 
GEN.9.11	Yo uiki nongan para tapaniu isa kili wawu; pe yo andre kunmbusi non kingas pe kipwasili melit masikene makunuwehu paiwe ara pwi; pe upwatisingi nongno tehe non andre kinrah pe kinrasumuluwani kol pwan paiwe ara pwi yoh.”
GEN.9.12	Pe Ngindrai ipa, “Iye ara ndraikiya tapaniu to pwokeyan, urupo mbusiy mwelengo pe mwelenga wawu pe hu kan makunuwehu tora kili wawu; pe andre kinto-kinto hasap kiyau hasap. 
GEN.9.13	Yo umbusi mwolou to hira kokom para ndraikiya tapaniu kiro mwele pe mwelenga kol pwan. 
GEN.9.14	Kapa akanime uiki mburah kiramburuhi kol pwan pe maparamwandrayen, andre mwolou kisarayah kiho aliy. 
GEN.9.15	Pe andre kuro lohongani nongan para tapaniu mepo nakiro mwelengo pe mwelenga wawu kiyasura hu kan masih makunuwehu handra-handra. Yo upwatisingi nongno tehe non andre kinrah paiwe para kipwasili topwe hu melit masikene ara pwi. 
GEN.9.16	Kapa mwolou kisarayah kiho kokom, andre kunimei pe kulohongani nongno para tapaniu andre kinto-kinto mwelengo pe mwelenga hu melit masih makunuwehu handra-handra hu tora kol pwan.”
GEN.9.17	Pwen Ngindrai ipwai iyata Nowah ipa, “Mwolou iye ara ndraikiya lohonge pe nongan pwokeyan para tapaniu to mepo yo kunikiy mwele pe mwelenga hu melit masih makunuwehu tora kol pwan.”
GEN.9.18	Pe ngala noru Nowah hu huro nondriya ndroi pe husa pwan ara iye: Sem, Ham, pe Yapet. (Ham ara tama Kanaan.)
GEN.9.19	Yihu noru Nowah matimou ara husarayah tumbuhu ndramat masih pe hu silihi kol pwan masikene.
GEN.9.20	Nowah ara, yiy ndramat para mbulya piyang, pe ihisi piyang hambut iya mwisi 
GEN.9.21	Iyamulan Nowah irapaiwani ndrunu 
GEN.9.22	Pe Ham, tama Kanaan, iya pe inime taman iye matin pe mwayen pwi. Pwen iyapwai iyata nalin malmou hilto ngawan. 
GEN.9.23	Hapeko Sem pe Yapet hilu wiri koyau hamou pe hiluikiy iye rondrih payandrupwese hilu. Pe hilu torokai te ndruwa hilu pe hilu ndrutihi tama hilu iyaliy. Pe hilu tikai te mara hilu imui, para hilu mbunakanime tama hilu mwayen pwi.
GEN.9.24	Pwen pe pwoke para 
GEN.9.25	Pwen pe yiy iten ana Kanaan ipa,
GEN.9.25	“Wou andre aro pahandra nalim hu
GEN.9.25	pe aya pwandrendres tahu ko mwaihei.”
GEN.9.26	Pe Nowah ipa toro:
GEN.9.26	“Kahari ngala 
GEN.9.26	Pe Kanaan ara andre kisarayah pwandrendres o mwaihei ata Sem.
GEN.9.27	Pe Ngindrai andre kimbusi ndraye Yapet hu kaya soyon,
GEN.9.27	pe ndrayen hu andre hu kampwan sura kamaye Sem.
GEN.9.27	Pe Kanaan ara andre kirayah pwandrendres ta Yapet i.”
GEN.9.28	Iyamulan para non namandran, Nowah iyen pe hayou tan iro tingat pe yimingui yi (350). 
GEN.9.29	Hayou ta Nowah masikene iya harong, ara irayah andrsongat pe yimingui (950), pwen pe imat.
GEN.10.1	Iye ara titiye ta noru Nowah hu — Sem, Ham, pe Yapet. Noru Nowah hu matimou ara hupo noruhu iyamulan para non namandran irasumuluwani kol pwan masih ihipwen.
GEN.10.2	Iye ara ngala noru Yapet hu kamai:
GEN.10.2	Komer, Makok, Matai, Yawan, Tupal, Mesek, pe Tiras.
GEN.10.3	Pe iye ara ngala noru Komer hu kamai:
GEN.10.3	Askenas, Ripat, pe Tokarmah.
GEN.10.4	Iye ara ngala noru Yawan hu kamai:
GEN.10.4	Elisah, Tarsis iyapolo hu ndramat para Saiprus
GEN.10.5	Pe ndraye noru Yapet hu, hu masumbuwe iya leng pe mbuson. Pe huyempwan kolohu hakol-hakol pe nongna kolohu ara handra-handra.
GEN.10.6	Iye ara ngala noru Ham hu kamai:
GEN.10.6	Kus,
GEN.10.7	Iye ara ngala noru Kus hu kamai:
GEN.10.7	Sepa, Hawilah, Saptah, Raamah, pe Sapteka.
GEN.10.7	Pe Raamah ara, ngala norun hilu malmou ara
GEN.10.7	Siepa pe Tetan.
GEN.10.8	Kus ara iyki norun hamou i ngalan Nimrot. Yiy irayah ndramat hamou pwokeyan para pahun. 
GEN.10.9	 iyki pwoke iya kili Nimrot pe irayah ndramat hamou pwokeyan para poya yohou. Pwen mahapo kapa hamou kisikiye hamou andre kipa, “Wou tehe Nimrot imwonen, yiy ndramat para kahaya yohou mbulmara 
GEN.10.10	Nimrot ara irayah yapane hu kol mahaakol iye: Papel, Erek, Akkat, pe Kalneh. Pe isarayah tehe kenon
GEN.10.11	Pwen itali Papilon pe iya Assiriya pe imangsani hu kol namandran iye kene: Niniweh, Rehopot-Ir, Kalah, 
GEN.10.12	iyapolo Resen ara, ita mwalinga Niniweh pe mwalinga kol namandran Kalah.
GEN.10.13	Hu noru Misrayim ara
GEN.10.13	hu ndramat para Litiya,
GEN.10.14	pe iyapolo Patrus, Kasluh, pe hu para Kaptor. (Hu ndramat para Pilistiya ara husarayah ndrayehu Kasluh.)
GEN.10.15	Kanaan ara iyki
GEN.10.15	norun ndrihou ngalan Siton.
GEN.10.15	Pe Kanaan ara tumbuhu
GEN.10.15	Hit, 
GEN.10.16	hu Yepus, hu Amor, hu Kirkas, 
GEN.10.17	iyapolo hu Hiwi, hu Ark, hu Sini, 
GEN.10.18	pe iyapolo hu Arwat, hu Semar, pe hu Hamat.
GEN.10.18	Iyamulan hu tumbu Kanaan ara hu masumbuwe. 
GEN.10.19	Ndringa pwenehu Kanaan ara iro Siton, pe iya pakeh Kerar pe Kasa, pwen irapaiwaniy iya pwen te Sotom, Komorrah, Atmah, pe Sepoyim, pe iya manne Lasa.
GEN.10.20	Ariyo ara noru Ham hu kamai, yihu yempwan kamayehu hawum-hawum, pe nongna kolohu ara handra-handra, pe huro kolohu hakol-hakol.
GEN.10.21	Sem ara iyki norun hayah kamai pe isarayah tumbuhu Eper masih. Pe Yapet, nalin namandran ara Sem.
GEN.10.22	Iye ara ngala noru Sem hu kamai:
GEN.10.22	Elam, Assur, Arpaksat, Litiya,
GEN.10.23	Pe ngala noru Aram hu ara
GEN.10.23	Us, Hul, Keter, pe Mesek.
GEN.10.24	Arpaksat iyki norun Selah,
GEN.10.24	pe Selah iyki norun Eper.
GEN.10.25	Eper ara iyki norun malmou kamai:
GEN.10.25	Pelek pe Yoktan. Iro tandrohonga Pelek isarayah iro, hu ndramat masih para kol pwan hu masumbuwe huya marakol.
GEN.10.26	Yoktan ara iyki norun hu kamai, ngalahu ara iye:
GEN.10.26	Almotat, Selep, Hasarmawet, 
GEN.10.27	iyapolo Yerah, Hatoram, Usal, 
GEN.10.28	iyapolo Tikla, Opal, Apimayel, 
GEN.10.29	iyapolo Sepa, Opir, Hawilah, pe Yopap. Ariyo kene ara ngala noru Yoktan hu.
GEN.10.30	Kol nepo huro aliy ara ndringan iro Mesa iya manne Separ, ita mwalinga hu pahayi iyayau tehe paramwandrai ingas.
GEN.10.31	Ariyo ara ndraye noru Sem hu kamai, yihu yempwan kamayehu hawum-hawum, pe nongna kolohu ara handra-handra, pe huro kolohu hakol-hakol.
GEN.10.32	Pe ariyo kene ara ndraye noru Nowah hu para wum hawum-hawum pe kol hakol-hakol. Iyamulan para non namandran ingas ihipwen, hu masikene hurayah iro kili noru Nowah hu ko, pe hu masumbuwe huya kol pwan masih.
GEN.11.1	Koluw kinna, ndramat masih para kol pwan nongna kol tahu ara handra ko, pe ndringen ara iya wule handra ko. 
GEN.11.2	Yihu rotokai yapwen te sahin para paramwandrai ingas, pe huyarayah iya pwan hambut ita Papilon, hu ndramat kenyen aliy pwi. Pwen pe huya hu mipwan aliy.
GEN.11.3	Iyamulan huyen pe hamou ipwai iyata hamou hupa, “Kiya, worou tukapo tiken pwan nakak, pe tukasuluyaniy kiyapolo memelit tiken. Pwen tukarangandrihiy kiya ngandraha mwan, pe kiya pwokeyan tehe hambut pat.” Pwen tehen tora ko hu pwili wum tahu iya memelit tehe pat, pe melit handra tehe nalit. Pwen pe hu pene mwelenga pat iyawule pe iya pwokeyan masih. 
GEN.11.4	Pwen hupa, “Kiya, mahapo natukambusi kol hakol namandran kiya kolorou pe natukapwili hawum wum namandran, niwen pe payandrohan kiya wiri yang. Pwen hu ndramat masih para kol pwan andre hu kanimei pe kahari ngalarou pe andre tukanmasumbuwe kanna kene kol hakol-hakol pwi; andre tukeye wule ko.”
GEN.11.5	Pwen 
GEN.11.6	Pwen 
GEN.11.7	Kiya, tukaya pwan pe tukaya paiwani nongna kol tahu. Pwen andre hamou kinhilingi nongna hamou pwi.”
GEN.11.8	Pwen 
GEN.11.9	Iyamulan huyoh ngala kol ara Papel,
GEN.11.10	Iye ara titiye ta Sem.
GEN.11.10	Tandrohonga hayou malwoh ihipwen para non namandran ingas kol pwan, pe noru Sem hamou kamai ngalan Arpaksat irayah imwonen hayou ta taman ara masangat (100). 
GEN.11.11	Iyamulan para norun Arpaksat, Sem iyen hayou mayimingat (500), pe iyki norun hu tiken kamai pe pihin, iyamulan imat.
GEN.11.12	Pe Arpaksat hayou tan iho tingui pe yimah (35), pe iyki norun hamou kamai ngalan Selah. 
GEN.11.13	Pwen iyamulan para norun Selah, Arpaksat iyen hayou haangat pe royoh (403) pe iyki norun hu tiken kamai pe pihin, iyamulan imat.
GEN.11.14	Selah iyen pe hayou tan iho matingui (30), pe iyki norun hamou kamai ngalan Eper. 
GEN.11.15	Iyamulan para norun Eper, Selah iyen hayou haangat pe royoh (403), pe iyki norun hu tiken kamai pe pihin, iyamulan imat.
GEN.11.16	Eper iyen pe hayou tan iho tingui pe hahiu (34), pe iyki norun hamou kamai ngalan Pelek. 
GEN.11.17	Iyamulan para norun Pelek, Eper iyen hayou haangat pe tingui (430), pe iyki norun hu tiken kamai pe pihin, iyamulan imat.
GEN.11.18	Pelek iyen pe hayou tan iho matingui (30) pe iyki norun hamou kamai ngalan Reu. 
GEN.11.19	Iyamulan para norun Reu, Pelek iyen hayou lungat pe androsih (209), pe iyki norun hu tiken kamai pe pihin, iyamulan imat.
GEN.11.20	Reu iyen pe hayou tan iho tingui pe luwoh (32), pe iyki norun hamou kamai ngalan Seruk. 
GEN.11.21	Iyamulan para norun Seruk, Reu iyen hayou lungat pe andrtoyoh (207) pe iyki norun hu tiken kamai pe pihin, iyamulan imat.
GEN.11.22	Pwen Seruk iyen pe hayou tan iho matingui (30) pe iyki norun hamou kamai ngalan Nahor. 
GEN.11.23	Pwen iyamulan para norun Nahor, Seruk iyen hayou malungat (200) pe iyki norun hu tiken kamai pe pihin, iyamulan imat.
GEN.11.24	Nahor iyen pe hayou tan iho lungui pe androsih (29) pe iyki norun hamou kamai ngalan Terah. 
GEN.11.25	Iyamulan para norun Terah, Nahor iyen hayou sangat songui pe androsih (119), pe iyki norun hu tiken kamai pe pihin, iyamulan imat.
GEN.11.26	Terah iyen pe hayou tan iho andrtingui (70) pe iyki norun kamai matimou ngalahu Aparam, Nahor, pe Haran.
GEN.11.27	Iye ara titiye ta Terah, tama Aparam, Nahor, pe Haran.
GEN.11.27	Iyamulan Haran iyki norun hamou kamai ngalan Lot. 
GEN.11.28	Iyamulan Haran iyesura taman Terah, pe imat iro kol Ur, mepo iyki yiy iro aliy. Kol Ur ara ita nondriya kol namandran tahu Kaltiya. 
GEN.11.29	Aparam pe Nahor hilu yen, pe hilu yesou. Aparam iwiri pihin hamou ngalan Sarai pe Nahor iwiri pihin hamou ngalan Milkah, nali Yiskah; tama hilu ara hamou o, Haran. 
GEN.11.30	Sarai ara kinkun hamou mbunah pwi masih.
GEN.11.31	Pwen Terah iwiri norun kamai Aparam, pe tumbun Lot, mepo noru Haran, pe mbuyu norun Sarai, nambuyu Aparam, iyasura yiy, pe huyau. Terah iyasura hu masih, hutine pe hutali kol hakol ngalan Ur ita nondriya kol namandran Kaltiya, pe huyau hu pakaya kol namandran Kanaan. Hapeko huyau huya huye kol Haran pe hu mipwan aliy namu.
GEN.11.32	Huya huyen aliy, pe Terah hayou tan lungat pe yimah (205) pwen iyamat iro Haran.
GEN.12.2	Yo andre kutoholi wou,
GEN.12.2	pe ndrayem hu andre kasarayah soyon iya,
GEN.12.2	pe andre ngalam kiya namandran pe hu ndramat soyon iya andre hu kapahasani wou,
GEN.12.2	pe mipwan tahu ara andre kiro hiyan masih kiyau hiyan atam.
GEN.12.3	Yo andre kutoholi hiyeh kapa kitoholi wou,
GEN.12.3	pe andre kuten ana hiyeh kapa kiten anam.
GEN.12.3	Hu ndramat masih para kol pwan ara
GEN.12.3	yo andre kutoholi hu para hiyan atam.”
GEN.12.4	Aparam ara hayou tan manandrtingui pe yimah (75) pe itali Haran pe iyau iya kol tehe 
GEN.12.5	Pwen Aparam iwiri nambuyun Sarai pe noru nalin Lot iyasura meltahu masih pe hu ndramat masih para mbulyan mepo iwiri hu iro Haran pe huyau huya kol namandran Kanaan. 
GEN.12.6	Pwen huyarayah huyaliy pe Aparam irotokai iya manne kei hakou namandran ngalan Moreh ita kol Sekem. Tandrohonga tokuyai tan iya nondriya kol namandran Kanaan ara hu ndramira Kanaan ara huro ndron aliy.
GEN.12.8	Iyamulan Aparam iyau iya pwen te kup, pe iyarayah iya pahayi sih namandran ita pakeh kol hakol ngalan Petel. Pwen pe iyen aliy pe ipwili wum tan iho ndrokolo kol malkol, Petel pe Ai. Petel ara ita sahin iya pwen te paramwandrai iyalai. Ai ara ita sahin iya pwen te paramwandrai ingas. Pwen iyen aliy pe isoye keyeu para totohun paiwe pe itohun iya ngala 
GEN.12.9	Iyamulan Aparam irakuhuye pe irikai iro hakol iya hakol ipo iyarayah iya kol Nekep.
GEN.12.10	Aparam isa iro kol namandran Kanaan pe mundruwai namandran isarayah, pe itali Kanaan pe iya pwen masih iya Yisip para kimpwan aliy hape na. 
GEN.12.11	Aparam irotokai nakiya pakeh Yisip pe ipwai iyata nambuyun ipa, “Yo upahasaniy tehe wou ara pihin hamou lahayam iya. 
GEN.12.12	Mahapo kapa takayarayah kaya Yisip, andre hu ndramat para Yisip kanime wou, pe hu kapa, ‘Pihin hira nambuyu Aparam.’ Pwen pe andre hu karayi yo kumat pe wou ayen. 
GEN.12.13	Kapa hu kasok wou, apwai kiyatahu tehe wou pisu. Pwen andre hu kambusi hiyan sato pe hu kantayi yo pwi, paratesah, andre hu kanime wou pihin mwayih, pe hu kanamili wou.”
GEN.12.14	Aparam isarayah isa Yisip pe hu ndramat para Yisip hu nime Sarai ara pihin hamou lahayan iya. 
GEN.12.15	Hu ndramat namandran para poho mbulen ta Kenon para Yisip
GEN.12.16	Kenon inime Sarai ara lahayan iya, pe iwiri yiy iya nambuyun pe ipomene Aparam iya hiyan; ihingini Aparam iya sipsip, meme, mbulmwakau, 
GEN.12.17	Hapeko 
GEN.12.18	Pwen kenon iyoh Aparam isa kili yiy pe ipwai iyatan ipa, “Paratesah pe wou apwasike yo apa Sarai ara pisum? Mbuwalim apwai sato ngawan tehe yiy ara nambuyum? 
GEN.12.19	Paratapeh pe wou apwasoyou apa Sarai ara pisum, pe uwiri Sarai iya nambuyu? Iye, awiri nambuyum pe walu kayau.” 
GEN.12.20	Pwen pe kenon ipwandrisa hu ndramiran pe huya pwai iyata Aparam para kiwiri nambuyun pe meltan masih pe hu kaya mawen Yisip.
GEN.13.1	Pwen Aparam iwiri nambuyun, noru nalin Lot, iyasura meltan masih, pe itine Yisip pe iyau iya kol ndrohoyin ngalan Nekep. 
GEN.13.2	Aparam ara yiy ndramat hamou ma meltan soyon pe kennen hu ara soyon iya, iyasura 
GEN.13.3	Pwen irakuhuye pe itali Nekep pe iyeses ta hape ta hape ipo iyarayah iya kol hakol ngalan Petel. Pe impwan kol mamu iyen aliy ndrokolo kol malkol Petel pe Ai, 
GEN.13.4	kol mepo isoye keyeu para totohun iro aliy. Pwen pe itohun paiwe iya kili 
GEN.13.5	Lot ara irikai iyapolo Aparam, pe meltan pe kennen pe hu ndramiran para poya mbulyan ara soyon iya. 
GEN.13.6	Hapeko pwan mepo hilu yen aliy ara mbuskau o. Kinlahi hilu malmou kene pwi, paratesah, hilu malmou kene melta hilu ara soyon iya.
GEN.13.7	Yihu ye wule pe takokowai irayah ndrokolo hu ndramat para mbulya Lot pe hu ndramat para mbulya Aparam. Tandrohongan ara, ara yihu ndramira Kanaan pe yihu ndramira Peris ara huro pwan ara pe huro namnam iyaliy.
GEN.13.8	Huyen pe Aparam ipwai iyata Lot ipa, “Talu hapat o; mbuna talu karakokowai mwelenga talu pe yihu ndramat para mbulya talu. 
GEN.13.9	Anime pwan namandran ita ko mwaihei? Talu nakasopat ara. Wou aya pwen te nimam mot pe yo kuya pwen te nimo kamou; pe kapa mbuwalim para aya pwen te nimam mot, kiya, aya pwen te nimam kamou pe yo kuya pwen te nimo mot.”
GEN.13.10	Lang ara Lot itine pe maran isalti pwan hambut namandran ita pakeh ngilse Ndran Yortan. Pwan ara, ara ndrunun soyon iya, iya manne kol hakol ngalan Sowar ita pakeh Yisip, pe ndran paraliy ara tehe piyang ta 
GEN.13.11	Pwen Lot inamili pwan namandran ariya, pe irakuhuye pe iyau iya pwen te kup. Pwen tehen tora ko pe Aparam hilu Lot hilu sopat. 
GEN.13.12	Aparam impwan Kanaan pe Lot iya impwan ndrokolo hu kol namandran huro ngilse ndran, pe ipwili yumwan iho pakeh Sotom. 
GEN.13.13	Hu ndramat para kol Sotom ara kultuwayihu mwomwan namandran masih iya mbulmara 
GEN.13.14	Iyamulan para Lot kintali Aparam, 
GEN.13.15	Pwan masih mepo maram ita nimei ara andre kuhingini wou pe ndrayem hu kiya mulan hasap kiyau hasap, pe hu keyen aliy lang masih. 
GEN.13.16	Yo andre kumbusiy pe ndrayem hu andre kasarayah soyon iya tehe kohu pwan, pe kapa hamou ndramat kilahi kindromwa kohu pwan masih ita kol pwan, pwen andre kilahi kindromwa ndrayem hu yi. 
GEN.13.17	Atine pe arikai nondriya kol ara haroh kiya haroh pe sahin kiya sahin, paratesah, yo nakuhingini wou kiyaliy.”
GEN.13.18	Pwen Aparam irakuhuye yiy pe iyeses ipo iya Heporon pe ipwili yumwan iro pakeh kili hu kei namandran ata Mamre. Iyamulan iyen aliy pe isoye keyeu para totohun iya kili 
GEN.14.1	Lang ara Amrapel Kenon para kol hakol ngalan Sinar, Ariyok Kenon para kol Ellasar, Ketorlawomer Kenon para kol Elam, pe Tital Kenon para kol Koyim, 
GEN.14.2	hu kenon mahamou ara huyapo pahun iyasura hu kenon mayimou iye: Pera Kenon para kol Sotom, Pirsa Kenon para kol Komorrah, Sinap Kenon para kol Atmah, Semeper Kenon para kol Sepoyim, pe Kenon para kol Pela (mahapo hu pohowei ngala kol ara Sowar). 
GEN.14.3	Hu kenon mayimou aro ara huya rawure hu ndramat tahu para pahun iya pwenten hambut ngalan Sittim ita ngilse ndras namandran. (Mahapo hu tora yoh ngalan “Ndras Meren.”
GEN.14.4	Yihu kenon mayimou aro, ara ngara hu koro pahandra Kenon Ketorlawomer hayou songui pe luwoh pe hayou tahu pakiya songui pe royoh ndrinahu ilokuh ta Kenon Ketorlawomer pe hu kanhilingi nongnan pwi.
GEN.14.5+GEN.14.6	Iro hayou songui pe hahiu pwen Ketorlawomer iyoh hu kenon matimou husa kili yiy — Amrapel Kenon para kol Sinar, Ariyok Kenon para kol Ellasar, pe Tital Kenon para kol Koyim. Husa iyasura hu ndramat tahu para pahun, pe hupo pahun iyasura hu Repa huro kol Asterot-Karnayim, pe huramwaitini hu. Pwen hungas kol Ham pe hupopahun pe huramwaitini hu ndramira Sus; pe hungas yangiy para kol Kiriyatayim pe hupopahun pe huramwaitini hu ndramira Em. Pwen pe hupopahun pe huramwaitini hu ndramira Hor huye pahayi namandran para Seyir, pe husani hu pe huwop iya pwen te kol Elparan, pakeh kili kol mepo ndramat konohoyen aliy pwi. 
GEN.14.7	Iyamulan Ketorlawomer pe hu ndramira pahun tan hu paiwani hu pe humui huya kol Kates, ngalan handra mamu ngara hu kapohowei Enmispat. Hupopahun pe huramwaitini hu ndramat para pwan masih tahu Amelek pe huramwaitini hu Amor i, huro kol Hasason Tamar.
GEN.14.8	Pwen hu kenon mayimou para Sotom, Komorrah, Atmah, Sepoyim, pe Pela iyapolo hu ndramat tahu para pahun huya rawure hu huya pwenten hambut ngalan Sittim. 
GEN.14.9	Pwen huya huyen aliy pe huya popahun iyapolo hu kenon mahaamou, Ketorlawomer Kenon para kol Elam, Tital Kenon para kol Koyim, Amrapel Kenon para kol Sinar, pe Ariyok Kenon para kol Ellasar. Hu kenon mahamou iye ara hupo pahun iyapolo hu kenon mayimou. 
