MAT.1.1	Lunu niirwo olulyo lwa Yesu Kurisito omwizukulu wa Dawudi, iye eyabbaire omwizukulu wa Ibbulaimu:
MAT.5.47	Era singa owemubbanga mulonsyaku nʼaboluganda baanywe bonkani, mubba mpaawo kimukolere okukiraku badi ibo abandi. Era nʼabantu aBatali Bayudaaya bona tibakola batyo?
MAT.5.48	“Kale atyanu inywe mubbenge batuukirirye, ngʼoItewaanywe aali omwigulu owaali mutuukirirye.”
MAT.6.1	Awo oYesu ni yeeyongera ati, “Mwegendereze okutakolanga ebikole byanywe ebyobutuukirirye omu lwatu kaisi abantu bababone. Singa owemukola mutyo, oItewaanywe oKibbumba aali omwigulu tiyalibawa empeera.
MAT.6.2	Kale owemugabiranga abadoobi, timwewuujanga ooti bananfunsi owebakola omu makumbaaniro nʼomu nguudo, kaisi abantu babawe ekitiisya. Mbakobera amazima nti, empeera yaabwe eyʼokusuna ekitiisya omu bantu babba bagisunire mu bwizulye. 
MAT.6.3	Neye iwe owoogabiranga abadoobi, tokimanyikisyanga omuntu ogondi yenayena, 
MAT.6.4	olwʼokugabakwo okubba kwʼekyama. Olwo kaisi oIteewo oKibbumba abona ebikole byʼomu kyama yalikuwa empeera.”
MAT.6.5	Awo era oYesu ni yeeyongera ati, “Era owemubbanga musaba oKibbumba, timwabbanga ooti bananfunsi, olwakubba ibo bataka okusaba nga beemereire omu makumbaaniro nʼomu mansanganzira gʼenguudo, kaisi abantu bababone. Mbakobera amazima nti empeera yaabwe eyʼokusuna ekitiisya omu bantu babba bagisunire omu bwizulye.
MAT.6.6	Neye owekubba kusaba, oingirenge omu kisengekyo, nʼoigalawo olwigi, kaisi nʼosaba oIteewo oKibbumba iye ataboneka. Era oIteewo oyo abona ebikole byʼomu kyama yalikuwa empeera.
MAT.6.7	“Era owemubbanga musaba, timwakolesyanga ebibono ebingi ebinambulamu makulu ooti bantu abataikiririrya omu Kibbumba owebakola. Ekyo kityo olwakubba baseega bati abakibbumba baabwe babawulira lwʼebibono byabwe ebingi. 
MAT.6.8	Kale inywe timwasabanga ooti niibo, olwakubba oItewaanywe amaite ebimwetaaga, nga mukaali nʼokumusaba.
MAT.6.9	“Kale atyanu mumusabenge muti,
MAT.6.9	‘Itewaiswe aali omwigulu, eriinalyo baliwe ekitiisya,
MAT.6.10	obwakabakabwo bwize.
MAT.6.10	Ebyotaka babikole oku kyalo
MAT.6.10	ngʼowebiri omwigulu.
MAT.6.11	Otuwe buli lunaku ekyokulya ekitwetaaga.
MAT.6.12	Era otusoniye ebibbibibbi byaiswe,
MAT.6.12	nga swena owetusoniya
MAT.6.12	abatukola ebitulumya.
MAT.6.13	Era tiwatuleka okugwa omu bikemo,
MAT.6.13	wazira otulamye eeri omubbimubbi.
MAT.6.13	[Ibwo obwakabaka, nʼobwezye nʼekitiisya bibyo emirembe nʼemirembe. Amiina].
MAT.6.14	“Singa musoniya abantu ababakola ebibalumirirya, oItewaanywe aali omwigulu nywena abasoniya. 
MAT.6.15	Neye singa timubasoniya, oItewaanywe yena tabasoniya ebikole byanywe ebibbibibbi.”
MAT.6.16	Awo era oYesu ni yeeyongera ati, “Era owemusiibanga, timwabbanga bayungubali omu maiso ooti bananfunsi owebabba, olwakubba ibo bayungubala kaisi abantu bababone bati basiiba. Mbakobera amazima nti babba bamalire okusuna empeera yaabwe omu bwizulye eyʼokusuna ekitiisya omu bantu. 
MAT.6.17	Neye inywe owekubba kusiiba, musanyuluzenge enziiri gyanywe, ni munaaba nʼomu maiso. 
MAT.6.18	Mukolenge mutyo kaisi abantu ni bateezya okumanya bati musiiba, okutoolaku oItewaanywe iye ataboneka. Era oItewaanywe iye abona omu kyama inywe yalibawa empeera.”
MAT.6.19	Awo oYesu ni yeeyongera okutumula nʼabeegibe ati, “Timwebisiranga obusuni oku kyalo kunu ebiwuuka nʼokutalaga okubyezya okububebenyera, era abaibbi egibeezya okuvuna ni babwibba.
MAT.6.20	Neye mwebisirenge obusuni mwigulu, ebiwuuka nʼokutalaga egibiteezya okububebenyera, era abaibbi egibateezya okuvuna ni babwibba. 
MAT.6.21	Ekyo kityo olwakubba obusunibwo egibubba, nʼomwoyogwo gwona niiyo egigubba.”
MAT.6.22	Awo oYesu ni yeeyongera ati, “Era amaiso gali ooti itaala lyʼomubiri. Kale singa amaisogo gabba moomi, omubirigwo gwonagwona gwizula ekitangaala. 
MAT.6.23	Neye amaisogo owegatabba moomi, omubirigwo gwonagwona gwizula ndikiirya. Kale singa ekitangaala mwiwe owekibba ndikiirya, leero endikiirya eyo ebba yenkana eetya!”
MAT.6.24	Awo oYesu ni yeeyongera okwegesya ati, “Mpaawo muweererya ayezya okuweererya abasengwa ababiri. Kiri kiti ali nʼokulaga okutaka kunene eeri omoiza okukiraku eeri ogondi, ooba yalyesibira oku moiza, nʼatala ogondi. Kale tikyezyeka okubba nʼoKibbumba aamo nʼempiiya bonabona nga basengwabo.
MAT.6.25	“Kagira mbakoba nti timweraliikiriranga omu bwomi bwanywe olwʼekyokulya ooba ekyokunywa newankubbaire olwʼekyokuzwala. Ekyo kityo olwakubba obwomi ibwo bwʼebbeeyi okukiraku ekyokulya. Era nʼomubiri gwona gwʼebbeeyi okukiraku ebyokuzwala. 
MAT.6.26	Aale mubone enyonyi, igyo tigisiga, waire kukungula tigikungula, era tigibba kadi nʼekideero. Neye oItewaanywe aali omwigulu agiwa ekyokulya. Olwo inywe timuli bamugaso ino okukiraku enyonyi? 
MAT.6.27	Era naani kwinywe oweyeeraliikirira, ayezya okwongeraku waire ekiseera ekityai kiti oku kuwangaalakwe?
MAT.6.28	“Era lwaki mweraliikirira olwʼebizwalo? Aale kaade mubonere oku ngeri ebimuli egibikulamu. Cooka ibyo tibikola waire kwetungira bizwalo. 
MAT.6.29	Neye mbakobera nti nʼewankubbaire okabaka oSulemaani omu kitiisyakye kyonakyona, tiyazwaireku okuboneka kusani okutuukiryaku ngʼebimuli owebibba.
MAT.6.30	Neye obanga oKibbumba azwalisya kusani atyo ebimuli ibyo ebibbaawo atyanu eizo ni babyoca, tiyalikirawo ino okubazwalisya inywe abaliku nʼokwikirirya okutono?
MAT.6.31	“Kale timweraliikiriranga nga mukoba muti, ‘Twalya niki?’ ooba muti, ‘Twanywa niki?’ ooba muti, ‘Twazwala niki?’ 
MAT.6.32	Ekyo kityo olwakubba ibyo ebyo byonabyona abantu abataikirirya omu Kibbumba niibyo ebibemaliramu, neye inywe iye oItewaanywe owʼomwigulu amaite ati ebyo byonabyona mubyetaaga. 
MAT.6.33	Neye ekikira nakimo, mwemalirenge mu kunoonia bwakabaka bwa Kibbumba era nʼebyataka mukole, kaisi era musune byonabyona ebyo ebimwetaaga. 
MAT.6.34	Kale timweraliikiriranga olwʼebyabbaawo eizo. Eizo lwabba nʼebyokweraliikirira ebyalwo. Buli lunaku lubbaaku ebyokweraliikirira ebyalwo.”
MAT.7.1	Awo oYesu ni yeeyongera okwegesya abeegibe ati, “Timusaliranga abantu emisango, kaisi nywena oKibbumba tiyabasalira. 
MAT.7.2	Ekyo kityo olwakubba, ngʼowemusalira abandi emisango, nywena webalibasalira. Era ekipimo ekimukolesya omu kusalira abandi emisango, niikyo ekinyere ekyo ekibalikolesya okubasalira nywena emisango.
MAT.7.3	Kale lwaki ofaayo oku kasubi akali oku liiso lya mugandawo, kaisi nandi nʼofaayo oku gusubi oguli oku liisolyo? 
MAT.7.4	Oyezya otya okukoba omugandawo oti, ‘Oleke nkutooleku akasubi oku liisolyo,’ kaisi ngʼoku liryo kuliku ogusubi? 
MAT.7.5	Munanfunsi iwe, osooke kutoola gusubi oguli oku liryo, oolwo kaisi oyezye okubona nakusani okutoola akasubi akali oku liiso lya mugandawo.”
MAT.7.6	Era oYesu nʼakoba ati, “Ekibono kya Kibbumba tiweegumyanga okukyegesya abantu abakinyooma era abatataka okuwulisisya. Ekyo kityo olwakubba kiri ooti kukwata kintu ekitukulye nʼokiwa embwa kaisi igyo ni gigaluka gikuluma-bulumi. Era kiri ooti kukwata mabbaalego agʼebbeeyi nʼogamumira embiizi kaisi igyo ni gigafutyanka-bufutyanki.”
MAT.7.7	Awo oYesu ni yeeyongera ati, “Musabenge, era balibawa; Munoonienge, era mwalibona; Mukonkonenge oku lwigi, era balibaigulirawo. 
MAT.7.8	Ekyo kityo olwakubba buli asaba asuna, era oyo anoonia abona, nʼoyo akonkona oku lwigi bamwigulirawo. 
MAT.7.9	Era naani kwinywe awa omwanawe eibbaale ngʼamusabire kyokulya, 
MAT.7.10	ooba amuwa ompiri omukifo kya nyanyi ogwabba amusabire? 
MAT.7.11	Kale obanga inywe abakola ebibbibibbi mumaite okuwa abaana baanywe ebirabo ebisa, kaisi oItewaanywe owʼomwigulu tiyalikirawo ino okuwa ebirabo ebisa abo ababimusaba?”
MAT.7.12	Era nʼakoba ati, “Kale atyanu byonabyona ebimutaka abandi babakolere inywe, aale nywena mubibakolerenge. Ekyo niikyo aMateeka nʼenjegesya yʼabanaabbi ekibikoba omu bumpi.”
MAT.7.13	Awo oYesu ni yeeyongera ati, “Mwingirire mu mulyango omudiiŋi, olwakubba omulyango ogwingira omu kujigirika igwo mugalami, nʼenzira eyabayo ngalami, era bangi abagibitamu. 
MAT.7.14	Neye omulyango ogwingira omu bwomi igwo mudiiŋi, era nʼenzira eyabayo ndiiŋi, era abagibona batono.”
MAT.7.15	Era oYesu ni yeeyongera ati, “Mwekuume abanaabbi abʼobubbeyi. Baiza egimuli ngʼoku ngulu baboneka ooti tibakabbikabbi ooti ntaama, neye ngʼomunda bali ooti misege egiiza okunyaga. 
MAT.7.16	Mwalibategeerera ku bikole byabwe. Abantu banokola ebineneka byʼemizabbibbu oku mukamirya, ooba banokola ebineneka byʼemitiini oku namuswata?” 
MAT.7.17	Era nʼakoba ati, “Nʼomu ngeri enanyere eyo, omusaale omusa guneneka bineneka ebisa, neye omusaale omubbimubbi guneneka bineneka ebibbibibbi. 
MAT.7.18	Omusaale omusa tiguneneka ebineneka ebibbibibbi, nʼomusaale omubbimubbi tiguneneka ebineneka ebisa. 
MAT.7.19	Buli musaale ogutaneneka ebineneka ebisa bagutema, ni bagudyaka omu musyo.
MAT.7.20	“Kale atyanu, mwalibategeerera ku bikole byabwe.”
MAT.7.21	Awo oYesu ni yeeyongera ati, “Tibuli muntu anjeta ati, ‘Musengwa, Musengwa,’ nti yalingira omu bwakabaka bwʼomwigulu, okutoolaku oyo iye akola oBbaabba aali omwigulu ebyataka. 
MAT.7.22	Oku lunaku olwʼenkomerero, bangi balinkoba bati, ‘Musengwa, Musengwa, titwalaabbanga omu liinalyo? Titwabbinganga emizimu oku bantu nga tukolesya eriinalyo? Era titwakolanga ebyewunyo bingi omu liinalyo?’ 
MAT.7.23	Neye nze nalibakoba lwatu nti, ‘Inywe timbamaite. Muzwe nʼegyendi inywe abakola ebibbibibbi.’ ”
MAT.7.24	Awo oYesu nʼamaliirirya okwegesya abeegibe ati, “Kale atyanu buli muntu awulira ebibono byange ebyo, era nʼabikoreraku, abba ooti musaiza owʼamalabuki, eyayombekere enyumbaye okwibbaale. 
MAT.7.25	Oikendi yatoonyere, omukula ni gubanda enyumba eyo, nʼompunga nʼagifuwa, neye nandi nʼegwa olwakubba bagyombekere ngʼomusingi guli kwibbaale.
MAT.7.26	“Neye buli muntu awulira ebibono byange ebyo, nandi nʼabikoleraku, abba ooti musaiza omusirusiru eyayombekere enyumbaye oku musenye. 
MAT.7.27	Oikendi yatoonyere, omukula ni gubanda enyumba eyo, nʼompunga nʼagifuwa, era nʼegwa, nʼeweera okwitakali.”
MAT.7.28	Kale awo oYesu oweyamalire okutumula ebyo, ekiziima kyʼabantu ni kyewunya ino engeri egyayegesyamu, 
MAT.7.29	olwakubba yayegesyanga ngʼonyere obwezye, neye nga tali ooti bakugu baabwe abʼaMateeka.
MAT.8.1	Awo oYesu oweyazwire oku lusozi, oguyindi gwʼabantu ni gumusengererya. 
MAT.8.2	Era omugenge
MAT.8.3	OYesu nʼagolola engalo nʼamukwataku, nʼamukoba ati, “Ntaka, era olame!” Amangu ago ebigenge ni bimuwaaku. 
MAT.8.4	Awo oYesu nʼamukoba ati, “Ekyo, tokikoberaku omuntu kadi moiza wazira oyabe weeyanjule e wa kabona, era ngʼoMusa oweyalagiire, oweeyo nʼekyokuwaayo, kaisi bakakase bati olamire.”
MAT.8.5	OYesu oweyaingiire omu kibuga e Kaperenawumu, oMulooma omukulu wʼekibinja kyʼabaisulukale 100, nʼayaba egiyabbaire, nʼasaba obubbeeri 
MAT.8.6	ngʼakoba ati, “Musengwa, omuweererya wange mulwaire ali e ika oku kitaliri, asanyalaire omubiri era ali omu bulumi bubitiriri.”
MAT.8.7	OYesu nʼamukoba ati, “Naizayo ni mmulamya.” 
MAT.8.8	Neye oMulooma oyo nʼairamu ati, “Musengwa, tintuukana iwe okwingira omu nyumba yange, wazira otumule-butumuli kibono, era omugalama wange yalama. 
MAT.8.9	Ekyo kityo olwakubba nze zena ndi muntu aali nʼabasengwa bange abantwala, era ngʼowendi nʼabaisulukale abentwala. Owenkoba onu nti ‘Oyabe,’ era ayaba; nʼogondi nti, ‘Oize,’ era aiza; nʼomugalama wange nti, ‘Okole kinu,’ era akikola.”
MAT.8.10	Awo oYesu oweyawuliire ebyo, ni yeewunya, nʼakoba ababbaire bamusengererya ati, “Mbakobera amazima nti, tinjajiryangaku omuntu yenayena omwIsirairi ali nʼokwikirirya okwʼamaani ooti kuukwo! 
MAT.8.11	Era mbakobera nti bangi balizwa e njuyi nʼe njuyi, era ni batyama oku mbaga nʼoIbbulaimu, nʼoIsaka, nʼoYaakobbo omu bwakabaka bwʼomwigulu.
MAT.8.12	Neye abo abandibubbairemu, balibabbingira e nza omu ndikiirya, ewalibba okukunga nʼokuŋiiya amaino.”
MAT.8.13	Awo oYesu nʼakoba oMulooma nago ati, “Oyabe, era kibbe kityo ngʼowoikirirya.” Era omugalamawe nʼalama omu kaseera ako.
MAT.8.14	Awo oYesu oweyaingiire omu nyumba ya Peetero, nʼabona omaaye wa muka Peetero ngʼali aawo omusuuja gumuluma ino. 
MAT.8.15	OYesu nʼamukwata oku ngalo, omusuuja ni gulama, era omukali oyo nʼasetukirawo, era nʼatandiika nʼokumwinula.
MAT.8.16	Awo akanaigolo, ni baleetera oYesu abantu bangi ababbaireku emizimu, nʼagibabbingaku ngʼagikaawuukira, era bonabona ababbaire balwaire, nʼabalamya. 
MAT.8.17	Ekyo kyabbaire kityo, kaisi onaabbi oIsaaya ekiyatumwire kituukirire, ekikoba kiti:
MAT.8.17	“Iye onyere yatwaire obunafu bwaiswe,
MAT.8.17	era ni yeetiika endwaire gyaiswe.”
MAT.8.18	OYesu oweyaboine ngʼekiziima kyʼabantu kimweruguulirirye, nʼalagira abeegibe okusomoka naye okwaba oku lubba ludi olwʼenyanza. 
MAT.8.19	Awo omoiza oku bakugu omu byʼaMateeka ga Musa nʼaiza egiri oYesu, nʼamukoba ati, “Musomesya, natambulanga na iwe egiwayabiranga wonawona.”
MAT.8.20	Neye oYesu nʼamukoba ati, “Amakibbwe igo gali nʼebiina egigabba, nʼenyonyi gyona giri nʼebisaasiriro. Neye oMwana wa Muntu adambaku kadi nʼejaica olubba.”
MAT.8.21	Omusaiza ogondi, omoiza oku beegibe, nʼamukoba ati, “Musengwa, naliiza nga mmalire okuliika obbaabba.” 
MAT.8.22	Neye oYesu nʼamukoba ati, “Oize obbe mwegi wange, era oleke abo abali nʼobwomi obwʼomwoyo obufu baliike abafu baabwe.”
MAT.8.23	Awo oYesu nʼaniina omu lyato, era abeegibe bona ni baaba naye. 
MAT.8.24	Ogumpunga ogwʼamaani ni gutandiika okufuwa oku nyanza, amayengo ni geesuka omu lyato ni libbuuca kwizula amaizi. Neye oYesu iye yabbaire agonere. 
MAT.8.25	Abeegibe ni baigerera egiyabbaire, era ni bamulamuca ni bamukoba bati, “Musengwa, otulamye, tufa!” 
MAT.8.26	OYesu nʼabakoba ati, “Lwaki mutiire? Nga muli nʼokwikirirya kutono!” Awo nʼasetuka, nʼakaawuukira ogumpunga nʼamayengo, era enyanza nʼeteekera nakimo kusani!
MAT.8.27	Bonabona ni beewunya, ni bakoba bati, “Onu muntu wʼengeriki? Obona nʼogumpunga nʼamayengo bimuwulira!”
MAT.8.28	Awo oYesu oweyatuukire oku lubba ludi olwʼenyanza, omu kitundu kyʼaBagaderiini,
MAT.8.29	Amangu ago ni bakooka nga bakoba bati, “Otuvunaanira niki iwe oMwana wa Kibbumba? Oizire aanu okutugadya ngʼekiseera kyaiswe kikaali okutuuka?”
MAT.8.30	Wabbairewo ekiraalo kinene ekyʼembiizi nga giriisya era nga yalaku okuzwa egibabbaire. 
MAT.8.31	Kale emizimu egyo ni gyegairira oYesu giti, “Singa owekibba kiti kutubbinga ku bantu banu otusindike mu kiraalo kyʼembiizi.” 
MAT.8.32	OYesu nʼagikoba ati, “Aale mwabe.” Kale ni gibazwaku, ni gingira omu mbiizi. Era ekiraalo kyonakyona ni kitantawuka okuzwa e ngulu oku mugingi, ni kiyoolookera omu nyanza, era gyonagyona ni gifeera omu maizi.
MAT.8.33	Era abaliisya baagyo ni bairuka, ni baaba omu kibuga, ni balonsya byonabyona ebyabbairewo, nʼokukiraku eino ebikwata ku badi ababbaireku emizimu. 
MAT.8.34	Awo abantu bangi ino ni bazwa omu kibuga okwaba okusangaana oYesu. Era owebamuboine, ni bamwegairira abazwere omu kitundu kyabwe.
MAT.9.1	Awo oYesu nʼaniina omu lyato, nʼasomoka enyanza nʼakanga omu kibuga kyʼe Kaperenawumu egiyaabbanga. 
MAT.9.2	Era awo abantu abamo ni bamuleetera omusaiza asanyalaire, ngʼalambaire oku mukeeka. OYesu oweyaboine okwikirirya kwabwe, nʼakoba asanyalaire ati, “Mwana wange, ogume omwoyo, nkusoniyire ebikolebyo ebibbibibbi.”
MAT.9.3	Awo abamo oku bakugu omu byʼaMateeka ga Musa ni baweweetanganira bati, “Omusaiza onu atumula omu ngeri ezumirira oKibbumba.”
MAT.9.4	OYesu oweyategeire ebiseego byabwe, nʼakoba ati, “Lwaki museega okubbikubbi omu myoyo gyanywe? 
MAT.9.5	Ekikiraku owangu niikyo ekiriina, kukoba nti, ‘Nkusoniyire ebikolebyo ebibbibibbi,’ ooba kukoba asanyalaire nti, ‘Osetuke era otambule?’ 
MAT.9.6	Aale atyanu oleke mbalage nti oMwana wa Muntu ali nʼobwezye okusoniya ebikole ebibbibibbi oku kyalo kunu.” Era awo nʼakoba asanyalaire ati, “Osetuke, weetiike omukeekagwo, era okange e ika.” 
MAT.9.7	Era nʼasetuka, nʼakanga e wuwe. 
MAT.9.8	Ekiziima kyʼabantu owekyaboine ekyo, ni kitya, ni kiwuuja oKibbumba eyawaire abantu obwezye obwenkana awo.
MAT.9.9	Awo oYesu oweyazwire omu kifo ekyo, nʼabona omusaiza ogubeeta oMatayo, ngʼatyaime omu yaafeesi ya musolo. Nʼamukoba ati, “Oize obbe mwegi wange.” Era oMatayo yena nʼasetukiramu, nʼayaba naye.
MAT.9.10	Oluzwanyuma, oYesu oweyabbaire omu nyumba ya Matayo ngʼatyaime okulya, abasolooji ba musolo bangi nʼabakola ebikole ebibbibibbi ni baiza, ni batyama okulya aamo nʼoYesu nʼabeegibe. 
MAT.9.11	ABafalisaayo owebaboine ekyo, ni babuulya abeegi ba Yesu bati, “Lwaki oMusomesya waanywe aliira aamo nʼabasolooji ba musolo nʼabantu abakola ebibbibibbi?”
MAT.9.12	Neye oYesu oweyawuliire ekyo, nʼakoba ati, “Aboomi tibeetaaga omusawo, wazira abalwaire. 
MAT.9.13	Neye mwabe era mwetegereze amakulu gʼeKiwandiike kinu ekiti: ‘Ebyekisa niibyo ebintaka, neye tisadaaka.’ Ekyo kityo olwakubba abatuukirirye tiniibo abenaizire okweta beenenye, wazira abakola ebibbibibbi.”
MAT.9.14	Awo abeegi ba Yokaana ni baaba egiri oYesu, ni bamubuulya bati, “Lwaki iswe, nʼaBafalisaayo tusiiba emirundi mingi, neye abeegibo ni batasiiba?”
MAT.9.15	OYesu nʼabairamu ati, “Abageni abeete oku mbaga yʼobugole tibeezya okubba nʼenima ngʼomugole omusaiza akaali ali nabo. Neye ekiseera kyalituuka ni babatoolaku omugole oyo, kaisi oolwo ni basiiba.
MAT.9.16	“Omuntu takubbira omu kizwalo ekikaire ekiraaka ekiyaaka ekibakaali okwozakuumu, olwakubba owekyereega kyezya okukanula ekizwalo, kaisi ekituli ni kyeyongera okugalama. 
MAT.9.17	Era omwenge ogwʼemizabbibbu omuyo, tibagusuka mu bisawo byagwo ebyʼamadiba amakaire.
MAT.9.18	OYesu yabbaire akaali abakoba ebyo, omoiza oku bakulu omu kitundu eekyo nʼaiza nʼakomera oYesu amazwi, nʼakoba ati, “Omwala wange yankafa, neye oize omukwateku, airiwe.” 
MAT.9.19	Awo oYesu nʼasetuka, nʼayaba naye, aamo nʼabeegibe.
MAT.9.20	Omu kaseera akanyere ako omukali eyabbaire alwaire ekikulukuto kyʼeisaaye okumala emyanka eikumi na mibiri, nʼayaba e nyuma wa Yesu, nʼamukwata oku mugo gwʼekizwalokye 
MAT.9.21	ngʼakoba omu mwoyogwe ati, “Kadi singa ni mmukwataku-bukwati oku kizwalokye kyonkani, mmaite nti nalama.”
MAT.9.22	OYesu nʼagaluka nʼalola e nyuma nʼamubona era nʼamukoba ati, “Mwala wange, ogume omwoyo, olamire olwʼokwikiriryakwo.” Era omukali nʼalamirawo omu kaseera ako.
MAT.9.23	OYesu oweyatuukire ewʼomukulu wʼeikumbaaniro, nʼabona abafuwa emirere nʼekiziima kyʼabantu nga kikunga, 
MAT.9.24	nʼakoba ati, “Muzwewo. Omwala tafiire, wazira agonere-bugoni.” Neye ni bamusekerera. 
MAT.9.25	Neye owebamalire okubulucaamu ekiziima kyʼabantu, oYesu nʼaingira omu nyumba, nʼamusetula ngʼamukwaite oku ngalo era omwala nʼayemerera. 
MAT.9.26	Amawuliro ago ni gasalaanira omu kitundu ekyo kyonakyona.
MAT.9.27	Awo oYesu oweyazwire eeyo, aboofu babiri ni bamusengererya nga bamwaminkirira bati, “Mwizukulu wa Dawudi, otukwatire ekisa!”
MAT.9.28	OYesu oweyatuukire omu nyumba, aboofu abo ni baaba egyali, nʼababuulya ati, “Mwikirirya muti mpezya okubalamya?” Awo ni bamwiramu bati, “Niikyo ekyo, Musengwa!” 
MAT.9.29	Awo nʼakwata oku maiso gaabwe, nʼakoba ati, “Aale kibbe kityo ngʼowemwikirirya.” 
MAT.9.30	Era amaiso gaabwe ni galama. OYesu nʼabasisiitira ati, “Timwakoberaku omuntu kadi moiza!” 
MAT.9.31	Neye ibo ni bawuluka, ni basalaania omu kitundu ekyo kyonakyona amawuliro agafa oku Yesu.
MAT.9.32	Awo abasaiza badi ababiri owebabbaire bawuluka omu nyumba, abantu ni baleetera oYesu omusaiza aliku omuzimu era obbubbu. 
MAT.9.33	OYesu oweyamubbingireku omuzimu, omusaiza nago nʼatandiika okutumula. Abantu ni beewunya, ni bakoba bati, “Titubonangaku ekiti omwIsirairi!” 
MAT.9.34	Neye aBafalisaayo ni bakoba bati, “Abbinga emizimu ngʼakolesya bwezye bwa mukulu waagyo.”
MAT.9.35	OYesu nʼatambula omu bibuga nʼomu byalo byonabyona omu Galiraaya, ngʼayegesya omu makumbaaniro gaabwe, ngʼalaabba eeri abantu aMawuliro aMasa agʼobwakabaka, era ngʼabalamya buli ndwaire.
MAT.9.36	Oweyaboine ebiziima byʼabantu, nʼabakwatira ekisa olwakubba babbaire beeraliikiriire era nga badamba obubbeeri nga bali ooti ntaama eginambulaku muliisya.
MAT.9.37	Kaisi nʼakoba abeegibe ati, “Ebyokukungula bingi, neye abatambi niibo abatono. 
MAT.9.38	Kale musabe onyere akola oku byokukungula, ayongere okusindika abatambi abandi omu musirigwe.”
MAT.10.1	Awo oYesu nʼayeta abeegibe eikumi na babiri, ni baaba egyali, nʼabawa obwezye okubbinganga emizimu oku bantu, nʼokulamyanga abantu buli ndwaire nʼobunafu. 
MAT.10.2	Era abeegi abeyasuucirye abatume eikumi na babiri niibo banu: Asooka, niiye oSimooni oguyatuumire erya Peetero, nʼAndereya omugandawe; nʼoYaakobbo nʼomugandawe oYokaana abataane ba Zebedaayo. 
MAT.10.3	NʼoFiripo, nʼoBbantulumaayo, nʼoTomasi, nʼoMatayo omusolooji wa musolo, nʼoYaakobbo omutaane wʼAlufaayo, nʼoSadaayo, 
MAT.10.4	nʼoSimooni oMulwaniriri wa kwefuga kwʼeigwangalye, nʼoYuda Isikalyoti eyaliiremu oYesu olukwe.
MAT.10.5	Awo oYesu nʼatuma abatume eikumi na babiri abo ngʼabasisiitira ati, “Timwaba egiri aBatali Bayudaaya, waire omu bibuga ebya Basamaaliya. 
MAT.10.6	Neye mwabe giri bantu bʼe Isirairi abali ooti ntaama egyagotere. 
MAT.10.7	Mwabe mulaabbe egibali muti, ‘Obwakabaka bwʼomwigulu bwigereire.’
MAT.10.8	Era mwabe mulamye abalwaire, nʼokuzuukiza, nʼokulamya abagenge, era mubbinge nʼemizimu oku bantu. Obwezye obwʼokukola ebyo mubusunire bwereere, nywena mubukolesyenge bwereere. 
MAT.10.9	Timwaba kadi nʼempiiya gyonagyona omu migoba gyanywe. 
MAT.10.10	Era timwaba waire nʼekisawo. Buli muntu tiyaaba kadi nʼekizwalo kyokubiri waire ngaito, waire omukoomero, olwakubba omutambi awoomera okumuwa ebiyeetaaga.”
MAT.10.11	Awo oYesu ni yeeyongera ati, “Buli kibuga ooba buli kyalo ekimwaingirangamu, mwanoonereryanga omuntu abasangaalira, era muzwerenge wʼoyo paka owemwalizwayo. 
MAT.10.12	Owemwaingiranga omu kisito ekyo, mukobenge abantu baamu muti, ‘Eidembe libbe na inywe.’ 
MAT.10.13	Era singa abantu baamu babasangaaliranga, eidembe erimubatakirya lyasigalanga nabo. Neye singa tibabasangaalirenge, eidembe erimubatakirya lyabairiranga niinywe. 
MAT.10.14	Era singa abantu bʼomu kisito kyonakyona ooba omu kibuga, owebagaananga okubasangaalira ooba okuwulira ebibono byanywe, mukizwengemu. Era owemwabbanga mukizwamu, mwekunkumulyengeku nʼenkungu egyabbanga gibakwaite oku bigere byanywe.
