MAT.1.1	Buk towen waseg delen Yeisuw Kelis, tabun kweiboug Deibid, kweiboug tonen tabun Ebelam.
MAT.6.17+MAT.6.18	“Kal yak bukupos tapwa̱loul silma̱nin, kuwid magim, kusinat, kuput; mata geg gamag bikakins, anmwa̱net Tamads bikakin imupos wanuwam, mtowen maysam mo bisekeim.
MAT.6.19	“Awoum kwatinakus miwliyoug babaw ven watinow waseg. Ven watinow wuliyougwan ipwapoup o man kekel ikamkoums, o gamag mwasanin ikaliyowes bunatum ivveinaws.
MAT.6.20	“Tage liba̱lab wuliyougwan bukwatinakus, nag beipoup, man nag beikoums, ta-kal biven; bwein-wan.
MAT.6.21	“Ampalawen muwliyoug kwatinok, mo biseiw nuwam ven towen.
MAT.6.22	“Woun kamnat-nen matad. Kukin matam inakaleiwag bwein, woum mo bikamnat.
MAT.6.23	“Tage kukin matam inakaleiwag kalbaleb, woum bo bidadub. O peinan mukwamnat bo idadub, woum singaya dadub.
MAT.6.24	“Ta-ma̱wan gamag anmwa̱net bikanow ages natuwa̱veks asteiy; adok bikamliw natovek teitan, tayuwein gog bisiwyoub; adok bikanaway aygan teitan, tayuwein gog bipiyev. E, ta-ma̱wan gamag bikanow ages takaleiwags asteiy, teitan Yowbad, tayuwein money. Misinaka anmwa̱net aygan bikanow.
MAT.6.25	“Mapun adibakeimiy, awoum bikubukub nuwamiy silma̱nin kaemiy va̱gan biyamoveimiy, o silma̱nin amikweim va̱gan bukusikams. Peinan kan na-ikadilok bigimwel mwamovads, o kweim na-ikadilok bigimwel kaleivids, nag.
MAT.6.26	“Kukines mansiyas man iyoyows wanakaew, ta-isapwes kan, ta-ita̱yoys, ta-isenas waseigous; nag. Tamads wanakaew ituyay mansiyas man, mounid mo bitutuyeimiy yakamiy.
MAT.6.27+MAT.6.28+MAT.6.29	“Nag kavel ya̱koum bukuninuway mutawtoun waseg va̱gan ambweilim bibabaw; nag. Aveiyag wawun kuninuwes amikweim? Kukines la̱lan moloubaw nitatos, na-iwotets, na-iba̱lals, nag; tage askakin singaya bwanabwein. Mounid adibakeimiy kay kasiyas la̱lan ikalisow Solomon antubub.
MAT.6.30	“Kay kasiyas nagein nitatos, nubweig beiyakous, bigob kov. Yowbad kay kasiyas isek astubub, mounid mo bisekeimiy amikweim. Adok nag kunmises bwein va̱gan Yowbad bimtakavateimiy.
MAT.6.31+MAT.6.32	“Awoum ninoumiy bibabaw; awoum kulansa. ‘Aveiyag bitakams? Aveiyag bitamoums? Aveiyag bitasikams?’ Tasiyas igaw dadub asisinap ma̱wan; yakamiy awoum. Tamads gog wanakaew ikakin sivinamiy youd tasiyas.
MAT.6.33	“Towen nakaleiwag bimug waninoumiy, o ansinap didumwal bimug waninoumiy, igaw aveiyag sivinamiy mo bisekeimiy.
MAT.6.34	“Nagein kuninuways aveiyag sivinamiy nagein; nubweig mo kuninuways aveiyag sivinamiy nubweig. Yamtan yam mouvitan kweitan; kwayuwein yam mouvitan kweitan.
MAT.7.1	“Awoum kudibek soum, kulana, ‘Yak kalbaleb yak.’ Adok Yowbad mo bidibakeim ma̱wan.
MAT.7.2	“Mikaleiwag waseg bukwalawages simiyas, Yowbad ma̱wan mo bikaliwageimiy yakamiy. Magat mukwaleiwag kalbaleb wasigeis simwey. Yowbad mo bikaleiwag ma̱wan waseg ya̱koum. Kukin gog bwein. Yowbad mo bikaleiwag bwanabwein waseg ya̱koum.
MAT.7.3+MAT.7.4+MAT.7.5	“Adok kukin soum matan musamusan kakit nises, tage nag kukwakin amweilok avakaein wanuwan matam yak nises.
MAT.7.3+MAT.7.4+MAT.7.5	“Kulivan kid, kudibek soum, kulana. ‘O musamusan wamatam nises, bakablev’; tage amweilok avakaein matam tatoneim wanuwan nises.
MAT.7.3+MAT.7.4+MAT.7.5	“Tayyaweid yak! Kwablev amweilok towen wamatam nises. Ikous, wankuyeim mo bukukinbunik va̱gan bukwablev musamusan towen, soum wamatan.
MAT.7.6	“Awoum Yowbad navavag kuvgen kusekes mansiyas awuk, adok bipiyaves mo bigadeimiy. Awoum veigun kulev bwaloud waseg, mata ge bivva̱nis, bivatunis bikatigayay, bo bigeg.
MAT.7.7	“Kunitougs, mo bisekeimiy; kunineivs mo bukuba̱nes. Kugipits, mo bikaliyow nakoukwed pinamiy yakamiy.
MAT.7.8	“Tasiyas gog tannitougs ikokews sivavag; tasiyas taninineivs mo biba̱nes sivavag, o tasiyas taggipits, mo bikaliyow koukwed pines tasiyas.
MAT.7.9	“Adok ta-kal yak, kukin natum binitoug kan mo bukusek dakul; adok nag.
MAT.7.10	“Adok ta-kal yak, kukin natum binitoug in mo bukusek mwatet; adok nag.
MAT.7.11	“Yakamiy takalbalebs yakamiy kukwakins youd bwein bukusekes nitimiyas; singay gog Tamads wanakaew bisekeimiy youd bwanabwein, magat bukunitougs waseg.
MAT.7.12	“Aveiyag sivinamiy va̱gan gamag biva̱ges wasigeis yakamiy, kadiloka kuva̱ges ma̱wan wasigeis tasiyas. Moses siney kweiboug palopits sikaleiwag ma̱wan.
MAT.7.13+MAT.7.14	“Kusiws koukwed kabkakit waseg, peinan diginasim kidenen avakaein, awkwedan baba̱yay, gamag babaw isowsiws, inounas waseg; tage mwamov kidenen kabkakit, awkwedan kabkakit, gamag na-ibabaws bisousiws makadewen ked.
MAT.7.15+MAT.7.16	“Kuvna̱semiy, awoum kuliganes ages palopit tasiyas tayyaweids, tasiyas igaw bisaps wasigeis yakamiy, askakin ma̱wana sip, tage wanuwes ma̱wana awuk nakananeiy. Igaw bukukines siwotet mo bukukwakins asisinap bwein, o nag, kalbaleb. Peinan gamag ma̱wana kay.
MAT.7.15+MAT.7.16	“Adilaboub nag beivag gleip anagin, o ayliluweis nag beivag yaveinun anagin, nag.
MAT.7.17	“Kukin amweilok bwein, mo beivag anagin bwein; kukin gog kalbaleb, mo kalbaleb anagin. Mapun alana, ‘Bukukines siwotet mo bukukwakins asisinap ama̱wan.’
MAT.7.18	“Ta-ma̱wan kay bwanabwein beivag anagin kalbaleb, nag. Ta-ma̱wan kay kalbaleb beivag anagin bwein, nag.
MAT.7.19	“Kay kasiyas nag beivag angis, bo beiteiys bilaves bein wa̱kov.
MAT.7.20	“Gamag tasiyas bo ma̱wan, bukukines angis mogo kukwakins asisinap bwein, o nag, kalbaleb.
MAT.7.21	“Gamag babaw bidibakeigs, bilansa, ‘MaGuyaw yak,’ tage babaw nag beisiws Yowbad wanakaleiwag, nag. Misinaka tasiyas takaweins aygan Tamag, nises walba̱lab.
MAT.7.22	“Igaw yam towen waseg babaw gamag bidibakeigs, bilansa, ‘Nakageiguy yagam waseg, o nakakawsep bwagaw yagam waseg, o yagam waseg mawotet singay tawtoun.’
MAT.7.23	“Yey mo bakatimop ages, balana, ‘Tobwag gamag yakamiy, kunounas, kuneis, peinan miwotet kalbaleb.’
MAT.7.24+MAT.7.25	“Kal yak bukuligen aygag, bukwanow, ya̱koum mamagina tassinap teitan; towen niwlul nabunatum dakul wakunuwatan. Iwlul ikous, kweis mo ikweis avakaein, yevagam ila̱tay, yag avakaein itow, tage nag igulek bwan towen, peinan niwlul dakul wakunuwatan.
MAT.7.26+MAT.7.27	“Kal yak bukuligen aygag, bukupiyev, ya̱koum mamagina takabala̱wein teitan, towen niwlul nabunatum walekel. Iwlul ikous, kweis mo ikweis avakaein, yevagam ila̱tay, yag avakaein itow, ikalouw bwan towen, singay nuwanaw angwelek.”
MAT.7.28+MAT.7.29	Iyakous Yeisuw anilivan towen, bo isom ninous tababaws tasiyas aniganeg aygan waseg, peinan tawtoun ansinap. Nag ma̱wan tasiyas takatimlakeins kaleiwag, nag; tage Yeisuw ansinap sinap tatonen.
MAT.8.1	Koy towen waseg, Yeisuw iwloubus, singay babaw gamag ibukunis.
MAT.8.2	Toulepel teitan isineikim, ikulul, ilana, “Guntovek yak, magat sivinam, kadilokeim bukuvag kaleivig beibwein.”
MAT.8.3	Yeisuw isen naman wa̱won toulepel towen, ilana, “Bo bukubwein,” mo ibwein kaleivin towen.
MAT.8.4	Yeisuw mo idibek, ilana, “Awoum kwamtel sinap towen. Awoum teitan gamag kudibek. Misinaka kukwa̱mat tanuwagan lun waseg, kumuloul waseg Yowbad, ma̱wan Moses nakaleiwag; gamag bikineims, bikakins bo kubwein, mo bilansa, ‘O bo ibwein taw.’”
MAT.8.5+MAT.8.6	Yeisuw inoun in Kapaneyum, siyas Lom takanaviys sitakalikay mo inek Yeisuw, initoug waseg, ilana, “Guntovek yak, guntouwat ikatoun avakaein, nimmasis wabunatum, ta-ma̱wan bininoun, singaya igidaged won.”
MAT.8.7	Yeisuw idibek, ilana, “Yey baw, bavag mo beibwein.”
MAT.8.8+MAT.8.9	Takalikay towen ikatimop aygan, ilana, “Adok nag. Peinan guyaw ya̱koum, o yey toul, nag kadilok bukusiw wagunbunatum. Misinaka kulivan mo beibwein guntouwat. Yey gunakaleiwag nises wasigeis guntakanaviys, teitan badibek ‘Kunoun’ mo binoun; teitan badibek ‘Kum’ mo beim; guntouwat badibek ‘Kuvag towen’ mo bivag. Kaleiwag akakin; misinaka kulivana beibwein.”
MAT.8.10+MAT.8.11+MAT.8.12	Yeisuw iligen, bo isom nanon, itouvin idibakes tasiyas tabkunins, ilana, “Guma-Lom towen singay inamis va̱gan baleb! Ta-aban gum-Yisleil teitan inasimounid ma̱wana taw towen. Mounid adibakeimiy ven babaw gimgilis beisiws Yowbad nakabkaleiwag waseg, peinan gamag tasiyas wanuvid sisiyas tasiyas wayavat bo beisiws bikaypuls Yowbad wanakabkaleiwag waseg, sisiyas tamumwey tasiyas Ebelam, Aysak, Yekob. Tage Ebelam tibun mwasanin Yowbad bilev, bineis watoulan, dadub waseg, bivva̱lams o bikakikilis kumtus, peinan igeg abes tasiyas.”
MAT.8.13	Yeisuw mo idibek takalikay towen, ilana, “Bweina kunoun; musimounid waseg bo bivag mawa̱na nanoum.” E, tut towen waseg, mo ibwein natouwat.
MAT.8.14+MAT.8.15	Yeisuw mo isiw in Pita wanbunatum, ikin yawan ikatoun, itaka̱lon won; ikabkwen naman mana̱wen vin mo iloulun won, itamanaw mana̱wen; ikatineg kan Yeisuw beikam.
MAT.8.16	Kwayav waseg mo imeyes tasiyas bwagaw nibugawus, ilivan mo ikilaves, o asibabaw takatouns tasiyas ivag mo ibweins.
MAT.8.17	Wotet towen kweiboug palopit Isaya ilivnek mamagina:
MAT.8.17	“Im ikow adkatouns, inow, ilavew tana̱ban, iva̱geids gog mo tabweins.”
MAT.8.18	Yeisuw ikin gamag singay babaw ikatuyouns nimeis, mapun idibek nagamag, ilana, “Kadiloka tatouws, tadopels, taneis palatan.”
MAT.8.19	Ilivan mo im takatimlakein kaleiwag teitan, ilana, “Tamwey, bo babwa̱kun waseg ya̱koum ampalawen bukunoy.”
MAT.8.20	Iwa̱ge Yeisuw, ilana, “Awuk bulawud sikabmasis sam wanuwan leg, o mansiyas man iyoyows sibunatum nises wakamweilok; tage Gimgilitoun yey ta-ivag gunakabmasis.”
MAT.8.21	Inavamul teitan idibek, ilana, “Yey babkunim, guntovek yak; tage bavta̱meim wanamug ga ba̱yum ban wagunbunatum, bamtakavet tamag, igaw bikanig mo babkunim yak.”
MAT.8.22	Yeisuw ilana, “Awoum. Tut towen kubwa̱kun waseg yey. Bweina takanigs tatineis bidibwanis.”
MAT.8.23	Yeisuw iginitouw in wa̱wag, navamul itouws wankuyeim, mo ikuks.
MAT.8.24	Ikuks ee... bwaw avakaein ilivatus, kakita bimukuls; tage Yeisuw bo imasis.
MAT.8.25	Navamul aspwa̱yat inekes Yeisuw, iwgunis, ilansa, “Matovek yak, kukit, kwatinabweids, bo bitamukuls.”
MAT.8.26	Ilana, “amipwa̱yat? Adok nag kusimounids waseg yey, ne?” Mo ikit, itamanaw, ikan yag son kaysay, mo idabab, iniwal singay avakaein.
MAT.8.27	Gamag tasiyas ikines, isom ninous, ilansa, “Taw towen kweitana gamag; yag son kaysay iliganes aygan.”
MAT.8.28+MAT.8.29	Ikuks ee... ilugs palatan, ven Gadal waseg. Gamag alugwes watakunumwan tawaw asteiy nisesus, yeiluw neiweiys, singay kapasal nuwes; nag kadilok gamag binoyes makadewen ked. Tut towen ilugs tasiyas asteiy ilisawes takunumwan, imekes, iwaks, ilansa, “Awoum aveiyag bukunuwakem yakamey, Yowbad Natun yak. Mata nuwanaw bukuyagagem yakamey.”
MAT.8.30+MAT.8.31	Ikines kadiveiyov bwaloud babaw ikamkwams awuyow. Yeiluw tasiyas igilagels, initougs Yeisuw waseg, ilansa, “Bweina kwayabem bakan baka̱siw mansiyas bwaloud wasigeis, ke?”
MAT.8.32	Ilana, “Kuneis.” Ineis, isiws mansiyas bwaloud wasigeis, ikabala̱weins, nuwanaw isisawls, papap waseg ikalka̱louws, inineis yevagam towen waseg, iwgweles.
MAT.8.33	Tasiyas tamtakavateins aleis isawls, ineis waven ika̱mats sinap towen, peinan yeiluw ilisawes gamag, isiws bwaloud wasigeis, iyagages.
MAT.8.34	Misikena gimgilis asibabaw-wan mo isaps, imekes Yeisuw, initougs waseg, ilansa, “Kadiloka kunoun kulisawem.”
MAT.9.1	Mapuna itouws wa̱wag, ikuks, iyums, ineis Yeisuw wanven.
MAT.9.2	Gamag mwasanin mo imeyes taw teitan ankatoun avakaein, immasis wakaban, ta-ma̱wan binoun. Yeisuw ikakina tasiyas inamis va̱gan bileb, mapuna idibek takatoun towen, ilana, “Kalin nuwag ya̱koum; amsinap kalbaleb bo awid.”
MAT.9.3	Takatimlakeins kaleiwag mwasanin bo ikatilutegs, sisiyas illivans, ilansa, “Anilivan waseg ikaypom Yowbad ansinap; singay kalbaleb!”
MAT.9.4+MAT.9.5	Tage Yeisuw ikakin ninous, mapuna idibakes, ilana, “Aveiyag wawun ninoumiy kalbaleb? Bweina balivan, balana, ‘Bawid amsinap kalbaleb beikous,’ o bweina balivan-vak balana, ‘Kutamanaw kunoun.’ Wotet akweiy gagab waseg yey.
MAT.9.6	“Kadiloka kukwakins Gimgilitoun yey, o gunakaleiwag nises ven watinow va̱gan bawid gamag asisinap kalbaleb, mapuna badibek taw towen bitamanaw binoun.” Yeisuw idibek, ilana, “Kutamanaw, kukow, a̱bam, kunoun kun wambunatum.”
MAT.9.7	Taw towen iligen, itamanaw, inoun in wanbunatum.
MAT.9.8	Gamag babaw ikines, igoulus Yeisuw, iya̱kawns Yowbad waseg, peinan bo isek kaleiwag towen wasigeis gamag.
MAT.9.9	Yeisuw inoun in, ikin taw teitan yagan Matiw, isin wakaban, gamag isita̱kis ikokew; Yeisuw idibek, ilana, “Kukikun waseg yey.” Mtowen iligen, itamanaw, ibukun Yeisuw.
MAT.9.10	Wankuyeim ikamkwam wanbunatum, takalbalebs babaw imeis, tasiyas takaweins ta̱kis sisiyas takalbalebs mwasanin ikaypuls sisiy Yeisuw siney navamul.
MAT.9.11	Tasiyas Palisiy ikines, idibakes navamul, ilansa, “Aveiyag wawun mitovek ikamkwam siney takalbalebs sisiyas tasiyas takaweins ta̱kis? Bo igak!”
MAT.9.12+MAT.9.13	Yeisuw iligen asilivan, ilana, “Misinaka takatouns sivines doket, toubweins nag. Kadiloka kukwakins silawun Yowbad anilivan mamagina:
MAT.9.12+MAT.9.13	‘Sivinag siwa̱youb; makava lun apiyev.’
MAT.9.12+MAT.9.13	Yey nam silma̱nin takalbalebs, awoum badawes tasiyas toubweins.”
MAT.9.14	Yon navamul mo inekes Yeisuw, idibakes, ilansa, “Yakamey kapsapos, tasiyas Palisiy ipsapos; tage mivamul ipiyaves pos. Aveiyag wawun?”
MAT.9.15	Yeisuw ankabebay isekes, ilana, “Kukin kal beivays son nakwav, o taliven bineis biva̱ges kan silma̱nin inakamkwam; bimwa̱saws-wan; ta-ma̱wan biva̱lams, nag. Tage tutan anadouw waseg, taw towen binoun, mo biva̱lams taliven, beipos.”
MAT.9.16	Ankabebay kweitan isen mamagina, “Kweim sigsa̱gob ta-ma̱wan bitabweil waseg kweim kweivaw; bitabweil bo bitadud avakaein.”
MAT.9.17	Kwayuwein ankabebay mamagina. “Awoum bitavgog kunasoup kweiboug, waseg wayn kweivaw; igaw beilol, bitavis kunasoup, biyamkwen wayn; tage kunasoup kweivaw bwein, bitavgog wayn kweivaw waseg, bo bisesun bwein, peinan tawtoun.”
MAT.9.18	Igawa igeiguy wasigeis, takaleiwag teitan im, ikulul wamatan, ilana, “Natug kuda̱vin mwana ikanig, kum kusen namam wa̱won, va̱gan bukuyamov.”
MAT.9.19	Yeisuw itamanaw ibukunis taw towen sen navamul.
MAT.9.20+MAT.9.21	Igaw inounas, vin na̱tan isap watibwelon, buya̱vin iwta̱wout yam babaw, bweilim sinawatan akweiy nag beibwein. Nanon ilana, “Bo bakabkwen Yeisuw anakweim, mo ba̱bwein;” mapuna watibwelon Yeisuw ikabikon anakweim matan.
MAT.9.22	Yeisuw itouvin, ikin, ilana, “Kalin nuwag ya̱koum. Nukusimounid waseg yey mapuna bo kubwein.” Mo ibwein tut towen waseg.
MAT.9.23	Yeisuw inoun in takaleiwag towen wanbunatum, ikin taykiyiks pikolel iykiyiks, tavva̱lam ivva̱lams, butus gamag singay avakaein.
MAT.9.24	Yeisuw ikin, ilana, “Kunounas. Nag imat gwad towen, immasis-wan.” Tasiyas gog isiba̱wes, idokes kid Yeisuw takabala̱wein. 
MAT.9.25	Tage Yeisuw ikayabes, ineis watoulan, mo isiw wabunatum, iyous gwad towen naman, mo itamanaw.
MAT.9.26	Butun inawotet towen inganegs ven towen avakaein waseg.
MAT.9.27	Yeisuw inoun in, tawaw asteiy ibukunis, ikaw mites, iwkuwaks ilansa, “Ya̱koum Deibid tabun ya̱koum, kusiwyoubum.”
MAT.9.28	Isiw wabunatum, tasiyas inekes. Yeisuw ikatiga̱nes, ilana, “Tab kusimounids guntawtoun silma̱nin wotet towen?” Ilansa, “E, ma̱wan, peinan guyaw yak.”
MAT.9.29	Yeisuw mo ikabkwen mites, ilana, “Peinan nukusimounids waseg yey, mapuna bo bukubweins.”
MAT.9.30	Mo ilal mites. Anilivan tawtoun isekes, ilana, “Awoum kwamteles sinap towen.”
MAT.9.31	Tasiyas gog, mo inounas ika̱mats, vena babaw wasigeis.
MAT.9.32+MAT.9.33	Yeisuw siney navamul inounas ineis, gamag mwasanin mo imeyes taw teitan takakon, bwagaw neiweiy anilivan wadadan. Bwagaw towen Yeisuw ikayeb mo ikilev, gamag towen mo ilivan bwein. Gamag babaw ikines, bo isom ninous, ilansa, “Sinap kweitan-wan. Kweiboug nag takines wadavanuys, min-Yisleil ya̱kids, peinan kweivaw sinap towen, tawtoun.”
MAT.9.34	Tasiyas gog Palisiy, ilansa, “Natawtoun, peinan Seitan ileb, Seitan siyas bwagaw sitovek. Seitan ileb mo ikayabes bwagaw.”
MAT.9.35	Yeisuw ita̱vin ven katanok katanok wasigeis, sisinagog wasigeis ikatimlakes gamag, Yowbad nakaleiwag bwanabwein liva̱nen issekes tasiyas, o takatouns katanok katanok iva̱ges mo ibweins.
MAT.9.36+MAT.9.37+MAT.9.38	Ikin gamag singay babaw mo inok nuwan, peinan kululuwes isiwsawoul, peinan bo ilassulis ked, ma̱wana sip; o ta-kal bimgwayes. Mapuna idibakes navamul, ilana, “Kan babaw bo imatuw, asteiyuy bitayoys; kunitougs daGuyaws Yowbad va̱gan kid bikayabes tawwotets bilabeids kid mo bitatayawes inabag towen.”
MAT.10.1	Yeisuw mo idawes navamul sinawatan teiy, imeis, mo isekes sikaleiwag va̱gan bwagaw bikayyabes, o takatouns biva̱ges beibweins, askatoun kweitan kweitan waseg. 
MAT.10.2+MAT.10.3+MAT.10.4	Tasiyas sinawatan teiy takaweins liva̱nen Yeisuw yiges mamagina:
MAT.10.2+MAT.10.3+MAT.10.4	Saymon, yagan kwayuwein Pita;
MAT.10.2+MAT.10.3+MAT.10.4	Saymon bwadan Andiluw;
MAT.10.2+MAT.10.3+MAT.10.4	Yemes, mtowen Sebediy natun;
MAT.10.2+MAT.10.3+MAT.10.4	Yemes bwadan Yon;
MAT.10.2+MAT.10.3+MAT.10.4	Pilip son Batolomiw;
MAT.10.2+MAT.10.3+MAT.10.4	Tomas son Matiw, mtowen takawein ta̱kis;
MAT.10.2+MAT.10.3+MAT.10.4	Yemes, mtowen Alpiyow natun, son Tadiw;
MAT.10.2+MAT.10.3+MAT.10.4	kweitan gum-Kenan yagan Saymon,
MAT.10.2+MAT.10.3+MAT.10.4	son Yudas Iskaliyot, mtowen tasikodein Yeisuw.
MAT.10.5+MAT.10.6	Tasiyas sinawatan teiy Yeisuw ikayabes silma̱nin nawotet; iguyes, ilana, “Misinaka kunekes sidayas min-Yisleil, mtasiyas ikanka̱nigs peinan ilassulis ked. Awoun kunekes tobwag ven gimgilis tasiyas ages kweitan; awoum bukuneis ven Samaliy waseg; awoum.
MAT.10.7	“Igaw bukunounas, kuguyes gamag, kulansa, ‘Yowbad nakaleiwag kakita bisap.’ 
MAT.10.8	Takatouns kuva̱ges beibwein; takanigs kuymoves; tasiyas toulepel kuva̱ges kalivis beibwein, bwagaw kwayabes binounas bineis tana̱ban. Peinan Yowbad nisiwyoubumiy, bweina kusiwyoubus tasiyas.
MAT.10.9	“Money awoum kukwawes, goul dakul, o silib dakul, o kopa dakul; awoum. 
MAT.10.10	Awoum kunamiy kukwawes wa̱ked. Amikweim mwayntanok kusikams; awoum mwaynatan kukwawes; misandol awoum; mikaytuk awoum. Peinan wotet towen bukukwawes, kaeimiy mo bukuba̱nes, maysan wotet.
MAT.10.11	“Amata ven waseg bukuneis, kwatugwans gamag wasigeis kavel ansinap bwanabwein, mo kusiw wanbunatum, kusesus ee... mo kunounas.
MAT.10.12+MAT.10.13	“Aw-bunatum bukusiws waseg, kumulouls wasigeis tasiyas, mo livan siwa̱youb kusekes. Kukin asisinap bwanabwein, mo bimwa̱saws tasiyas; kukin gog nag, livan towen bwanabwein mo beiyum wasigeis yakamiy. 
MAT.10.14	Kukin bipiyaveimiy o bipiyaves amilivan, igaw bukulisawes ven towen kwatsapis kikeimiy musamusan bein ven towen, mo bikakins asisinap kalbaleb.
MAT.10.15	“Kweiboug Yowbad iweiys min-Sodom, min-Gomol peinan asisinap kalbaleb; tage wunsiyas ven ipiyaveimiy asisinap singay kalbaleb. Igaw tutan Yowbad bikatukin, kalamwey-nen beiweiys min-Sodom, min-Gomol, tage singaya-wan beiweiys wunsiyas ven nipiyaveimiy.
MAT.10.16	“Akayabeimiy silma̱nin wotet towen. Igaw bukuneis, bukunekes babaw gamag bikamliweimiy. Yakamiy mamagina mansiyas sip tage tasiyas mamagina awuk bulawud biyagageimiy. Kadiloka kuva̱ges amisinap bitawtoun, o kuyma̱nums mamagina bwabun yakamiy.
MAT.10.17+MAT.10.18	“Kumtakavateimiy, peinan gamag biyateleimiy ya̱tal avakaein waseg, o sisinagog wasigeis biwaweimiy vatul waseg; biyateleimiy wamtes tasiyas takaleiwags kavka̱veks, o king mwasanin wamtes, peinan gungamag yakamiy; mo bukukwa̱mats liva̱neig. Tasiyas binganegs, sisiyas tobwag ven gimgilis.
MAT.10.19+MAT.10.20	“Igaw biyateleimiy ya̱tal avakaein waseg, awoum ninoumiy bibabaw, awoum kuninuways ama̱wan bukulivans; peinan ya̱tal wanuwan, amilivan tawtoun Yowbad mo bisekeimiy. Nag tatineimiy bukulivans, peinan Tamads Kululuwan bikatipel ansinap, anilivan waseg bukulivans.
MAT.10.21	“Tut towen wanakougwaw, tuwan bisilkod bwadan, va̱gan takaleiwags bikatimates, o taman bisilkod natun va̱gan takaleiwags bikatimates; o nitsiyas bipiyaves sikaleiwag timsiyas insiyas, bisilkodes va̱gan gamag mwasanin bikatimates. 
MAT.10.22	O peinan kukwawes yagag yey, gamag babaw mo bikamliweimiy yakamiy. Kukin gog bukusimkines gunawotet waseg, igaw mo bukusesus bwein.
MAT.10.23	“Kukin gamag mwasanin biyagageimiy ven kweitan waseg, kusawls, kuneis kweitan ven. Mounid adibakeimiy, igaw vena babaw Yisleil waseg, bukutita̱vins ee... Gimgilitoun yey mo ba̱yum bam, tage yakamiy igaw-wan; nag bukuyakousis.
MAT.10.24+MAT.10.25	“Navamul awoum bimgwey natakatimlakay waseg; natouwat awoum bikaleiwag natovek waseg. Tage gunavamul yakamiy ma̱wana mitakatimlakay yey, o guntouwat yakamiy ma̱wan mitovek yey. Bo idokeigs baloum yey, singay bo bitawyageimiy, peinan gungamag yakamiy.
MAT.10.26	“Awoum kuwenes gamag tasiyas. Sinap babaw gamag mwasanin nikawwumes, tage igaw gamag babaw mo bikines kamnat waseg, bikakins.
MAT.10.27	“Sinap bo akatamwa̱lag boug waseg, nukuliganes, va̱gan bukugeiguys wavtakon ven, wuda̱yam waseg.
MAT.10.28	“Awoum kuwenes tasiyas bikatimates kalivimiy, peinan nag kadilok bikatimates kululuwamiy. Tage kadiloka kuwenes towen biyageg kululuwamiy son kalivimiy wadiginasim, ven to kalbaleb waseg.
MAT.10.29+MAT.10.30+MAT.10.31	“Adok maysan skwa̱sik mwanay misinak kweinim toya, tage mwanatan beimat Tamads mo bikakin. Kunukun babewein Tamads bo ivin babewein wakunuds; ansinap tawtoun, bo kadiloka bimtatavateimiy. Awoum kuwenes gamag tasiyas, peinan Tamads imtakavatemiy; maysamiy singay imug mansiyas skwa̱sik wasigeis.
MAT.10.32	“Kal yak bukwamtel wamtes gamag, bukulana, ‘Yey Yeisuw nagamag yey’, igaw mo bakamtel wamatan Tamag wanakaew, balana, ‘Towen gungamag tonen.’ 
MAT.10.33	Kukin gog kavel yak bukwaya̱neig wamtes gamag, yey mo bakaya̱neim wamatan Tamag wanakaew.
MAT.10.34	“Awoum kunuways yey nam ven watinow niwal silma̱nin; niwal awoum, tage naviy silma̱nin. 
MAT.10.35+MAT.10.36	Yey nam va̱gan magaltawaw mwasanin bivatays wasigeis timsiyas, o magalvinay bivatays wasigeis insiyas o wasigeis yiwsiyas, peinan gamag taliven bo bikamliwes.
MAT.10.37	“Kal yak kusiwyoubus avakaein tamam son inam, tage yey kusiwyoubug kakit, nag kadilok bukusesuna gungamag ya̱koum. Kal yak kusiwyoubus avakaein nitum, tage yey kusiwyoubug kakit, nag kadilok bukusesuna gungamag ya̱koum.
MAT.10.38	“Kadilok bukukow amklos, bukwabkunig va̱gan mo bukukwanig; tage kukin bukupiyev, nag kadilok bukusesuna gungamag ya̱koum.
MAT.10.39	“Kukin bukwayus mwamovam, bo biyamkwaneim; kukin gog biyamkwen mwamovam peinag yey, igaw mo bukuba̱nes.
