MAT.1.1	Yisas Karaisi maen Abaraamun nú Kin Devitin núi anan pintéi afoká ukhan mi ma ven anafuyan aví ino.
MAT.7.8	Para vara seyo, amúkimpó ma inan ma sé iyain nanin banta ano minó daná baré iyan mino. Mana vanta ano ma mana yana san ma yosiyaren mai yaná oné iyan mino. Mana vanta ano ma onará ma ankamiyá intin maen Tiyarafenu ano véin ona yiantanten mino.
MAT.7.9	“Mana iyampon mano ma siretin pinte mana afóe vaonafá ma yáun nan ma inantinti mae iye anó onámaná maman aminte fono. 
MAT.7.10	Inká noyana van ma inantinti mae namu osafáé e akhá aminte fono. 
MAT.7.11	Tiretí afóeyan mano ma namu avúavá bariyákeya ma e akhafana kama yanasinta ma amin mai afová ukheya ma amé iyaonaí anan en tiretí Afóe ma inarufá bain mano ventá ma amúkimpó inantin nain nanin banta moéken kama yanasintan aminten mino. 
MAT.7.12	Máan tinten mifo ena nanin banta ano inte avúava sintá tiretin uantano vará anunu iyante fo mai avúava sinta ana vá betin uantano. Mai avúava sinta maen mai man baya vá sakhanampa vanta kayo vái ana vaya ino.
MAT.7.13	“Tiretí ankan tító onafin ná umperano. Para vara seyo, o afeyoran barufá ma orikhein ona kákan mi vákan maifá ma orikhein aa kákan ban kasaen orirí ukhan mi kokhon nanin banta ano mai aa anan bákuren oriyan mino. 
MAT.7.14	Máan tukhen mifo aun baran barufá ma orin ona sitói vákan mai varufá ma orin aa sitosí ukhan maen manáa nanin banta ano anan mai aa yosiren óden oriyan mino.
MAT.7.16	Máan tukhein tiretí ankan betin avúavá ano ma aran imá dan nain mi ódeya afováin nompo kaná ayankun anan tákena uvaini aran kúdená inká avi kháta kayo rákena fíki aran kúden ná inten nafino. 
MAT.7.17	Máan manan en mi kama yaa ana kayo ano kama aran máan imádé iyan mifo namu yaa ana kayo ano namu aran máan imádé iyan mino. 
MAT.7.18	Kama yaa ana ano ída namu aran iran maen inká namu yaa ana ano ída kama aran iran é iyan mino. 
MAT.7.19	Ída ma kama aran iran nain daa ana kayo síkaren ira saman kaurinten mino. 
MAT.7.20	Máan tukhantiya vetí ma aran imádan naintái afová eya onan nono.
MAT.7.22	Tiyarafenu ano ma vanasi yaimin nain damú kokhon nanin banta ano se nan ‘Bafan noe, Bafan noe, setí ankan en avíká sakhanampaíin dorarí iyáké inká en avíká ana namu aunan do siantiyá maé inka kokhon enará ukhein danasinta maman afoká iyaré uno,’ sinten mino. 
MAT.7.23	Máan ma sintí maé téi funtádé evaráné betin tiamenté uno, ‘Tiretí ankan namu avúavá baran nanin banta kayon banái séi ída siretin afová ukhé umpo sifó oro.’
MAT.7.24	“Máan tukhein nan mi senti vaya iniren ma mai ánain dakhafin nain nanin banta anon kama afova vain banta ano ma kákan onámaná daró ma má uvareiníi iyan mino. 
MAT.7.25	Uvantaré íkan á bá uva vá uáken anon non taven mai má avékan maen kákan onámaná daró uvantaréin pasen ída mai namun baráken mino. 
MAT.7.26	Máan ten mifo senti vaya ma iniren ída mai vaya ánain ma yakhafin nain nanin banta ano mai ída afova vanta ano ma eyurá ma ve amá uvareiníi iyan mino. 
MAT.7.27	Uvantaré íkan á bá uva vá uáken anon non taven mai má avékan baráken eraven mino.”
MAT.7.28	Yisasi ma mai vaya kayo siamiran maen minó nanin banta ano véi ma afova amiyain baya kayo van takhaen oreraen mino. 
MAT.7.29	Mai fara va ino vetíi man baya ma afová ukhein banta kéká ano ma afova amiyainisa en naifo mana aví bain banta ano ma afova amiyainíi en mino.
MAT.8.1	Yisasi ma anuyon me ampiren aravíkan maen kokhon nanin banta ano ven ánain dakhafen araven mino. 
MAT.8.2	Araviyain má mana amon dana aí bain banta ano Yisasi vaintá eren me aron kanan durafúden mátimen temí, “Bafan noe, éi ma anunu iyante séin tu sesé usintesí evaráné kama ono.”
MAT.8.3	Máa síkan Yisasi ayan dan orin mai vanta au aruviyan temí, “Evaránen en au avusese en kama ino van téi sinunu iyá uno.” Siyain má manádá amon dana aí kípan maen mai vanta au evaránen kamaen mino. 
MAT.8.4	Kama uantáden Yisasi véin máa sen tiamemí, “Éi ída vá ma ma en au kama uanteruna vaya mana vanta siameno. Oreya vá monó doran banta vaintá oresin ná éin avové en onano. Pefá ma Mosesini man baya ano ma sikhá einí eya vá Tiyarafenu ma íkun uan amin danasinta máde susu seya amusin amesin ná minó nanin banta ano óden inka veni aí kípakhan mino sino.”
MAT.8.5	Yisasi ma Kapeniamú barufin o uniyain má mana antareti (100) aruvin banta kayoi ayafa vanta ano véi vaintá eriven béin ayaino van ínan en inaemí, 
MAT.8.6	“Bafan noe, senti yoran banta ai ayan púkan kákan aí iyan berai siyáken bakhen manan bá uno.”
MAT.8.7	Máa síkan Yisasi véin tiamemí, “Téi oré mo ayofanté uno.”
MAT.8.8	Máa sin aruvin banta kayoi ayafa ano Yisasin evaránen tiamemí, “Bafan noe, séi ída kama vanta varuna éi ída kanaíeya sen timá orin nompo vaya ana sesin ná tenti yoran banta evaránen asefa ino. 
MAT.8.9	Mai séi farava máa siya rauno sesi ayafa vanta kayoi aránaópái séi vákun maen inká tenti aránaópái manáa aruvin banta kayo vái mana van ma orono ma sékun oriyá maé inká ena van ma ereno sékun maen eré iyan mino. Inká tesi yoran banta van ma ma yorarí ono ma sékun mai yorarí é iyan mino.”
MAT.8.10	Máa síkan Yisasi mai vaya iniren anú duren mai ma ven dakhafen noré ein nanin banta máa sen tiamemí, “Téi fura siré tiretí ankan tiamiyá uno. Téi onékun ma vantai mumunan má manaí ukhein banta Isarerii varafin ída mana van mino. 
MAT.8.11	Máan tukhái séi siretí ankan tiamiyá uno, Áau e unipá bá orun perápá bá ma vain bara fintena nanin banta kayo finté
MAT.8.12	Nanten mifo Tiyarafenu ano ma vei yafisimpin bano van ma fe iyáantákáin nain nanin banta yo siantantin títípa ukhein barufin o váken berai siyan aveantuntá inkekípiyan ifí danten mino.”
MAT.8.13	Máa siren aruvin banta kayoi ayafa vanta siamemí, “Éi ma mumunan eonaíen mai yaná afoká inten mifo orono.” Máan ma siyain áaurá anai mai yoran bantai aí daná kípen mino.
MAT.8.14	Yisasi ma Pitan amápin un pében onákan maen Pitan aná anóen aí uaren aufá ira kharo iyan takhópin bakhen baren mino. 
MAT.8.15	Bakhen baré íkan Yisasi ven ayan bana fákiyain má mai aí daná kípavin e mantaaren beni yunan taren mino.
MAT.8.16	Mai inúpá kokhon nanin banta ano namu aunan ma vain kéká aviren Yisasi vaípá ere ere íkan mai aunan kéká do siantiyan inká aí daná ma vá ein kayo minó ayofen mino. 
MAT.8.17	Máan ma ein manon sakhanampa vanta Aisaiyan pinté uaren Tiyarafenu ano sikhan mino. “Béi anon tetisi ara ara sí daná kípasintáden tetin kama usintanten mino,” ma sikhá ein mi fura sen afoká en mino. 
MAT.8.18	Yisasi ma onákan kokhon nanin banta ano véin aúban den iyen eúkiyaimpin bei eyo iyampon kayo siamemí, “Erí non e khádé ena ufá ódó tifano.” 
MAT.8.19	Máa síkan mana man baya ma afová ukhein banta ano eriven Yisasin tiamemí, “Aru soe, éi ma orinonafá téi en dakhafé nonté uno.”
MAT.8.22	Máa síkan Yisasi véin tiamemí, “Áin púkein banta kayo ano furin banta masí iyantiya éi sen dakhafono.”
MAT.8.23	Máa siren Yisasi votifin un kumanin bei eyo iyampon kayo ano yakhafen óden mino. 
MAT.8.24	Ódiven non aúbaná oriyain má anú deiníen kákan uva íkan non karantó uaren boti yarararí iyan mifo Yisasi fara aun bakharen mino.
MAT.8.25	Bakharé íkan bei eyo iyampon kayo ano véin mo avoriyan avádóden temí, “Bafan noe, Bafan noe, non ufurirí iyá tiféumpo setin tiya ono.”
MAT.8.27	Máan tiyain má betí ankan takha iyan kokhon ineine en orera iyan beraran inaemí, “Ma inté ukhein bantá bákan ná uva vá non má ano véin oo yaiyiyan nafino.”
MAT.8.28	Yisasi Karirí non e kháden ena ufá Kadará kayoi varafin óden mino.
MAT.8.29	Máan tiyá íkan míkanan mano avádóden oovaren temí, “Éi Tiyarafenu Anin mompo, náisá ono vará damú ída afoká ukhayá tetin namu ono van eriya fono.”
MAT.8.30	Máan ma siyákan maen manáa nentá pon kayo iyukhen báken dunan niyaren mino. 
MAT.8.31	Niyan bákan namu aunan kayo ano Yisasin ínanen inaemí, “Tetí ankan ma sisintante vá áesirá mesan pon kayo aúpin ná oferá tifano.”
MAT.8.32	Máa síkan Yisasi evaránen betin tiamemí, “Tiretí ankan orono,” siyain má namu aunan kayo ano mai kanan banta me ampiren pon kayo aúpin o fébíkan mai fon kayo ano sava uaren kákan ayafin o káusiven non ufuren puren mino. 
MAT.8.33	Máan tiyain má pontá ma yafíká ein banta kéká ano kákan barufá karan oren mo minó nanin banta mai ma afoká ein daná baya siamiyáken namu aunan kayo ma vá ein bantá kanampin ma afoká ein baya vá dere siamen mino. 
MAT.8.34	Tiamíkan iniren mai varu finté minó nanin banta ano Yisasin onano van eren mino. E oniyáken betíi vara me ampiren ena akhempá orino van ínanen tianten mino.
MAT.9.2	Oriyain má manáa vanta kayo ano ai ayan púkein banta kúkútafin bavin daiyen eríkan Yisasi ma vetí ankani mumunan ódaren mai aí banta máa sen tiamemí, “Tanin noe, eni ume ampianté umpo vá en ará ano ákonaen ná bano.”
MAT.9.3	Máa síkan maifin manáa man baya ma afová ukhein banta kéká ma varé ein mano mai vaya iniren betiyan ten oreraemí, “Ma vanta ano Tiyarafenui varun bariyan ume ampiantiyan mino.”
MAT.9.5	Inte vaya ma seruna anó teso sikhen nafino. ‘Eni ume ampianté uno’ ma seruna ano fino áa éi ‘e mantave orono’ ma seruna ano fino. 
MAT.9.6	Máan tukhen mifo sireti sá afová ono Banta Animpin ákona vákan mi ma varará ume kayo ampiantiyan mino.” Máa siren mai ma ai ayan púkein banta van temí, “Mantaveya ei kúkúta mamare ei varufá orono.” 
MAT.9.7	Máa siyain má mai vanta ano e mantaaren bei varufá oren mino. 
MAT.9.8	Oríkan banasi ano ódaren akhokho van uren máan ákona ma varará banta ma amé iyain nan Tiyarafenu aví daníen mino.
MAT.9.9	Mairá Yisasi me ampiren oriyaren o onákan Matiun ne sin banta ano sakisi varan namumpin kumantaré íkan Yisasi véin tiamemí, “Éi ere sen tivákurono.” Síkan Matiu e mantaaren ben avákuren oren mino.
MAT.9.10	Yisasi ma Matiun amápin o khumanten dunan niyákan maen kokhon takisi varan banta kéká bá ume nanin banta kayo vá ano maifin ódiven Yisasi má bei eyo iyampon kayo vá manafin kumamen dunan nen mino.
MAT.9.11	Niyákan Farasisi kéká ano ódaren aranan iyáken beni eyo iyampon kayorá inaemí, “Pará tiretí ankani arú ano sakisi varan banta kéká bá ume vanta kayo vá manafin kumamen dunan niyan nafino.”
MAT.9.12	Máa siyákan Yisasi mai vaya iniren máa semí, “Aí ma ída vain nanin banta kayo ano ída ayofan banta vaípá oré iyan mifo aí ma vain nanin banta ano anan ayofan banta vaípá oré iyan mino. 
MAT.9.13	Ma vaya ma Tiyarafenui vompon dókifin ma vain pintena vá tiretí ankan ore vá o afova varano. ‘Ena ma arunan uantan nan mi siranakhen mifo íkun ma uan amin nan ída ino.’ 
MAT.9.13	Téi funtákein kéká arano vara ererauno, umeí ma en noin kayon arano van mi erikhé uno.”
MAT.9.15	Máa sen ina íkan Yisasi evaránen betí ankan tiamemí, “Anasi ma iman ameno van iyantin ma mai vanta ano ma vei kéká bá para vantin maen mai vetí ankan nái vará béin arunan uantanten nafino. Maná damusí intin ma anasi iman ameno van iyain banta ma aviren orivintin maen maí damúi vetí ankan dunan auranten mino.
MAT.9.16	“Ída mana ano auyen davaráe ma kafáádan póké peyante au anamun ma yakakheimpin mo yamparen amué iyan mino. Para vara seyo, auyen davaráe kafáádan ma feyante au anamuntá mo yamparen amu urantin baren maen auyen davaráe ano yarifantin tampí tiaren mai au anamun kákantá eyáken orera inten mino. 
MAT.9.17	Ída mana vanta ano feyante memé au unampin auyen uvaini anu vanaé iyan mino. Peyantefin ma vanarantin maen paútiaren uvaini anu varará banaen eravintin mai memé au unan namu inten mino. Máan tukhan mi auyen memé au unampin ma auyen uvaini anu vanaran maen mi míkanan kamaen báé iyan mino.”
MAT.9.18	Yisasi ma Yonini eyo iyampon kayo vá baya siyákan maen mana átaru namuntá ánoní ukhein banta ano véi vaintá me aron kanan durafúden mátimen temí, “Te siraun taréa furí umpo éi ereya mo ayan ben aurá kaesin evaránen aunan baren mantano.” 
MAT.9.19	Máa síkan Yisasi e mantaaren béin dakhafen oríkan bei eyo iyampon kayo vá ano yere oren mino.
MAT.9.20	Oriyákan mana nanin maen tirantan kan orun kádan (12) oranará biyon aí daná mantein baré íkan mai nanin mano ádé eriven Yisasini ayá au anamun áton aruven mino. 
MAT.9.21	Aruviyan mai nanin mano veyan nan temí, “Beni au anamun ma aruvékun maen tenti sí daná kípanten mino.”
MAT.9.22	Máa siren aruviyain má Yisasi yo vaéan mai nanin oniyáken temí, “Tiraun noe, eni mumunan manon eni aí kípaanten mifo en ará ano vá ákonaen bano.” Máan ma siyain má anan mai nanini viyon aí daná kípen mino.
MAT.9.23	Máan turen mairá Yisasi oren monó átaru namuntá ma ánoní ukhein banta amápin o onákan banasi ano kuní iyaren mino.
MAT.9.24	Máan tiyákan Yisasi semí, “Tiretí ankan báe entavoro. Mai arinta ída fúken paran aun bakhen mino.” Máa síkan minó ano venan inten oreraen mino. 
MAT.9.25	Mai nanin banta ma yo siantan barufá eravuvin maen Yisasi mápin un pében mai arinta ayan bana ma fakaaran orun manten mino. 
MAT.9.26	Mai ma Yisasi varein avúavá baya ano mai varafin minó akhempá oreraen mino.
MAT.9.28	Máa sen oriyákan mai ma véi vain namumpin un pébin mai ma auu yufúkukhein bantá kan mano mai namumpin béi vaintá unóbin Yisasi vékanan máa sen inaemí, “Tenan tirékan auu kama urantí onano vará mumunan iya fono,” síkan békanan evaránen béin tiamemí, “Eyo Bafan noe, berasan mumunan iyá uno.”
MAT.9.29	Máa síkan békanan auurá ayan kaúden temí, “Tiré kan ma sentá mumunan eonarái mai yaná kanaíen afoká inten mino.” 
MAT.9.30	Máa siyain má míkanan evaránen auu mábíkan Yisasi ákonaen airon ananí uanten temí, “Ma ma siré kampin ma afoká ein daná ída vá áesin mana vanta ano afová ino.” 
MAT.9.31	Máa siran maen maí kan banta ano oren Yisasi ma varein avúavá baya mai varafin ma minó akhempá ma vain nanin bantafin mai vaya siádan oreraen mino.
MAT.9.32	Maí kan banta ano ma Yisasin me ampiren oriyain má namu aunan mano oorá iyákan ída vaya siyain banta vanasi ano aviren béi vaintá eren mino. 
MAT.9.33	Eríkan Yisasi ma mai namu aunan do siantádan maen mai vanta ano vaya síkan banasi ano sakha iyáken temí, “Pefá ída Isarerii varafin máan daná afoká in ontaren mino.”
MAT.9.36	Máan ten oriyáken kokhon nanin banta kayo onákan sipisipirá dafisin banta ída vákan ma asuse en aminofin nóken ma ayain banta van dosen noiní iyákan mai van Yisasi vetí ankan nan arunan uanten mino. 
MAT.9.37	Arunan uantáden bei eyo iyampon kayo siamemí, “Kokhon dunan karakhan mifo mai yunan ma yuyasin kéká tanáan ban mino. 
MAT.9.38	Máan tukhen mifo vá dunan afóe vaipasá amúke inantesin ná béi kokhon doran banta siantantin bei yunan karápin oriven ná beni yunan duyáan átaru ino.”
MAT.10.2	Mai máa sirantan kan orun kádan (12) baya varen orin banta kéká aví máan mi ukhen mino. Esé araíen Saimonin nan ma Pita ne siyain má inká ben afá Enduru má inká Sebetin anin kanan Yemisin nú Yonin nú anavasan má inká 
MAT.10.3	Firipin má Bataromiun má Tomasin má takisi varan banta Matiun má inká Arafiasin anin Yemisin nú Tadiusin nú bá 
MAT.10.4	Serotin anan banta Saimonin má inká ínaimpá ma Yisasin avían namuro ayampin amin nain banta Yudas Iskariotin
MAT.10.5	Yisasi mai máa sirantan kan orun kádan (12) banta siantan oriyákan afova vaya kayo máa sen tiamemí, “Tiretí ankan ída vá ena anan banta kékápin ore vá inká Sameriá kayoi varufimpá bá ída vá orera ono. 
MAT.10.6	Isareri kékái sipisipi kayo ma afeyókein mai kayofin mana vá orono. 
MAT.10.7	Tiretí ankan ma oriyáke mae vá máan ná teno, ‘Inaru yafisin inka ádé erikhen mino.’ 
MAT.10.8	Tiretí ankan oreya vá aí banta mo ayofesin evaránen asefa intiya vá, púkáin nain ayanóan mantiyáke vá, amon dana aí ma fákakhan nain kama uantiya vá, banasifin ma namu aunan baréin nain do siantiya vá ono. Ma ákona ída miyan bákaya faran tiretí ankan bare ompo vá mai ída miyan bantiya fara vá banasi aya ono. 
MAT.10.9	Tiretí ankan ída vá kori fi siriva fi kopa moni safi vá amú anan unampin bá ureya vare orono. 
MAT.10.10	Tiretí ankan ma oriya mae ída vá unan bareya inká ída vá ena au anamun má arantan anamun má ayonta vá bare vá orono. Mai ma mo yorarí uantanona nanin banta ano vá éin dunan má minó daná bá amino.
MAT.10.11	“Tiretí ankan ma mana kákan barufin nafi sitó barufin nafi ma orivinte mae funtákein banta van mairá dosireya mai vanta amasá bareya mai varu me ampeno. 
MAT.10.12	Tiretí ankan ma mai vanta amápin un pébinteya mai namumpin ma van nain nanin banta máan ná te siameno, ‘Tiretin má ará kusin banten mino.’ 
MAT.10.13	Máa sesin ma mai namun pinte nanin banta ano ma amusin iyan ma siretí ankan aviranti mae vá tiretíi avu vaya áesin ná betin má bano. Banten mifo siretin ma ída amusin iyan ma avirantiya vá tiretíi ará kusiantan baya áesin ná ovaránen tiretimpin erino. 
MAT.10.14	Mana ano ma siretí ankan ída aviren be amápin oren ma siretíi vaya inin nan ma afonkarí intiya ma mai varu me ampinte vá arantantáke kayosá betin avorá me fúpá tian karú desin ná afová en ná Tiyarafenu ano setin uman timinten mino sino. 
MAT.10.15	Téi fura siré tiretí ankan tiamiyá uno. Tiyarafenu ano ma vanasi yaimono van inikhein damú ma afoká intin Sodomu varu vá Komora varu vá ané ma afoká ukhá ein mai uman moéken esantakhein uman mi mai varu kayo finte nanin banta ané afoká inten mino.
MAT.10.18	Téintá ma mumunan iyaona van mai kéká ano siretin avían kamanin kayo vá kin kéká bá avorá kaintiya mairái vetin má ena anan nanin banta kayo avorá bái kama vaya sian dákó inono. 
MAT.10.19	Máan tesin ma siretin avían kópin ma kaintiya inte vayá tente rafuno sireya ída vá anomé ineno. Mai áaurá anan Tiyarafenu ano mai ma sinona vaya ineine amintiya sinono. 
