GEN.1.1	起初，上帝創造天地。 
GEN.18.30	說：「求主不要生氣，容我說，假若在那裏找到三十個呢？」他說：「我在那裏若找到三十個，我也不做。」 
GEN.18.31	說：「看哪，我還敢向主說，假若在那裏找到二十個呢？」他說：「為這二十個的緣故，我也不毀滅。」 
GEN.18.32	說：「求主不要生氣，我再說一次，假若在那裏找到十個呢？」他說：「為這十個的緣故，我也不毀滅。」 
GEN.18.33	耶和華與
GEN.19.1	兩個天使在傍晚到了
GEN.19.2	說：「看哪，我主，請你們轉到僕人家裏過夜，洗你們的腳，清早起來再上路。」他們說：「不！我們要在廣場上過夜。」 
GEN.19.3	懇切地請他們，他們就轉向他，進到他屋裏。
GEN.19.4	他們還沒有躺下，
GEN.19.5	他們呼叫
GEN.19.6	出了門，把身後的門關上，到眾人那裏， 
GEN.19.7	說：「我的弟兄們，請你們不要做這惡事。 
GEN.19.8	看哪，我有兩個女兒，還沒有親近過男人，讓我領她們出來給你們，就照你們看為好的對待她們吧！只是這兩個人既然到我舍下，請不要向他們做這事。」 
GEN.19.9	眾人說：「站到一邊去吧！」又說：「這個人來寄居，還想扮審判官呢！現在我們要害你比害他們更厲害。」眾人就往前衝向
GEN.19.10	那兩個人伸出手來，把
GEN.19.11	他們擊打門外的人，無論老少，都眼睛迷糊，找門找得很煩躁。
GEN.19.12	那兩個人對
GEN.19.13	我們要毀滅這地方，因為控告城內百姓的聲音在耶和華面前非常大，耶和華派我們來毀滅這城。」 
GEN.19.14	出去，告訴娶了
GEN.19.15	天亮了，天使催逼
GEN.19.16	但
GEN.19.17	領他們出來以後，就說：「逃命吧！不可回頭看，也不可在平原站住。要往山上逃跑，免得你被剿滅。」 
GEN.19.18	對他們說：「我主啊，不要這樣！ 
GEN.19.19	看哪，你僕人已經在你眼前蒙恩，你又向我大施慈愛，救我的性命。但是我不能逃到山上去，恐怕這災禍追上我，我就死了。 
GEN.19.20	看哪，這城又近又小，比較容易逃到那裏。這不是一座小城嗎？求你容我逃到那裏，使我的性命可以存活。」 
GEN.19.21	天使對他說：「看哪，這事我也應允你，不傾覆你所說的這城。 
GEN.19.22	你要趕快逃到那城，因為你還沒有到那裏，我不能做甚麼。」因此那城名叫
GEN.19.24	當時，耶和華把硫磺與火，從天上耶和華那裏降與
GEN.19.25	把那些城和全平原，城裏所有的居民和土地上生長的，都毀滅了。 
GEN.19.26	的妻子在他後邊回頭一看，就變成了一根鹽柱。
GEN.19.28	面向
GEN.19.29	當上帝毀滅平原諸城的時候，他記念
GEN.19.31	大女兒對小女兒說：「我們的父親老了，這地又沒有男人可以照世上的禮俗來與我們結合。 
GEN.19.32	來！我們叫父親喝酒，然後與他同寢。這樣，我們可以從我們的父親存留後裔。」 
GEN.19.33	於是，那晚她們叫父親喝酒，大女兒就進去和她父親同寢；她幾時躺下，幾時起來，父親都不知道。 
GEN.19.34	第二天，大女兒對小女兒說：「看哪，我昨夜與父親同寢。今晚我們再叫他喝酒，你進去與他同寢。這樣，我們可以從父親存留後裔。」 
GEN.19.35	於是，那晚她們又叫父親喝酒，小女兒起來與她父親同寢；她幾時躺下，幾時起來，父親都不知道。 
GEN.19.36	這樣，
GEN.19.37	大女兒生了兒子，給他起名叫
GEN.19.38	小女兒也生了兒子，給他起名叫
GEN.20.2	稱他的妻子
GEN.20.3	夜間，上帝在夢中來到
GEN.20.4	還未親近
GEN.20.5	那人豈不是自己對我說『她是我妹妹』嗎？連這女人自己也說：『他是我哥哥。』我做這事是心正手潔的。」 
GEN.20.6	上帝在夢中對他說：「我也知道你做這事是心中正直的；是我攔阻了你，免得你得罪我。所以我不讓你侵犯她。 
GEN.20.7	現在你當把這人的妻子歸還給他；因為他是先知，他要為你禱告，使你存活。你若不歸還，你當知道，你和你所有的人都必定死。」
GEN.20.9	召了
GEN.20.10	對
GEN.20.11	說：「我以為這地方的人根本不敬畏上帝，必為我妻子的緣故殺我。 
GEN.20.12	況且她也真是我的妹妹；她與我是同父異母的，後來作了我的妻子。 
GEN.20.13	當上帝叫我離開父家、飄流在外的時候，我對她說：我們無論走到甚麼地方，你要對人說：『他是我哥哥』，這就是你以慈愛待我了。」 
GEN.20.14	把牛、羊、奴僕、婢女送給
GEN.20.15	說：「看哪，我的地都在你面前，你看為好的地方就居住吧。」 
GEN.20.16	他對
GEN.20.17	向上帝禱告，上帝就醫好
GEN.20.18	因耶和華為
GEN.21.1	耶和華照著他所說的眷顧
GEN.21.2	年老，到上帝對他說的那所定的時候，
GEN.21.3	給
GEN.21.4	出生後第八日，
GEN.21.5	他兒子
GEN.21.6	說：「上帝使我歡笑，凡聽見的人必與我一同歡笑」， 
GEN.21.7	又說：「誰能預先對
GEN.21.8	孩子漸漸長大，就斷了奶。
GEN.21.9	那時，
GEN.21.10	就對
GEN.21.11	為這事非常憂愁，因為關乎他的兒子。 
GEN.21.12	上帝對
GEN.21.13	至於使女的兒子，我也必使他成為一國，因為他是你的後裔。」
GEN.21.15	皮袋的水用完了，
GEN.21.16	自己走開約有一箭之遠，相對而坐，說：「我不忍心看見孩子死」。她就坐在對面，放聲大哭。 
GEN.21.17	上帝聽見孩子的聲音，上帝的使者就從天上呼叫
GEN.21.18	起來！把孩子扶起來，用你的手握住他，因我必使他成為大國。」 
GEN.21.19	上帝開了
GEN.21.20	上帝與這孩子同在，他就漸漸長大，住在曠野，成了一個弓箭手。 
GEN.21.21	他住在
GEN.21.22	那時候，
GEN.21.23	我願你如今在這裏指著上帝對我起誓，不要虧待我和我的兒子，以及我的子孫。我怎樣忠誠待你，你也要照樣忠誠待我和你所寄居的這地。」 
GEN.21.24	說：「我願意起誓。」
GEN.21.25	先前，
GEN.21.26	說：「我不知道誰做了這事，你也沒有告訴我，我到今日才聽到。」 
GEN.21.27	把羊和牛給了
GEN.21.28	把七隻小母羊另放在一處。 
GEN.21.29	對
GEN.21.30	他說：「你要從我手裏接受這七隻小母羊，作我挖了這口井的證據。」 
GEN.21.31	所以他給那地方起名叫
GEN.21.32	他們在
GEN.21.33	就在
GEN.21.34	在
GEN.22.1	這些事以後，上帝考驗
GEN.22.2	上帝說：「你要帶你的兒子，就是你所愛的獨子
GEN.22.3	清早起來，預備了驢，帶著跟他一起的兩個僕人和他兒子
GEN.22.4	到了第三日，
GEN.22.5	對他的僕人說：「你們和驢留在這裏，我和孩子要去那裏敬拜，然後回到你們這裏來。」 
GEN.22.6	把燔祭的柴放在他兒子
GEN.22.7	對他父親
GEN.22.8	說：「我兒，上帝必自己預備燔祭的羔羊。」於是二人同行。
GEN.22.9	他們到了上帝指示他的地方，
GEN.22.10	就伸手拿刀，要殺他的兒子。 
GEN.22.11	耶和華的使者從天上呼喚他說：「
GEN.22.12	天使說：「不可在這孩子身上下手！一點也不可傷害他！現在我知道你是敬畏上帝的人了，因為你沒有把你的兒子，就是你的獨子，留下不給我。」 
GEN.22.13	舉目觀看，看哪，一隻公綿羊兩角纏在灌木叢中。
GEN.22.14	給那地方起名叫「耶和華以勒」
GEN.22.15	耶和華的使者第二次從天上呼喚
GEN.22.16	說：「耶和華說：『你既行了這事，沒有留下你的兒子，就是你的獨子，我指著自己起誓： 
GEN.22.17	我必多多賜福給你，我必使你的後裔大大增多，如同天上的星、海邊的沙。你的後裔必得仇敵的城門， 
GEN.22.18	並且地上的萬國都必因你的後裔得福，因為你聽從了我的話。』」 
GEN.22.19	於是
GEN.22.20	這些事以後，有人告訴
GEN.22.21	長子
GEN.22.22	、
GEN.22.23	生
GEN.22.24	的妾名叫
GEN.23.2	死在
GEN.23.3	然後，
GEN.23.4	「我在你們中間是外人，是寄居的。請給我你們那裏的一塊墳地，我好埋葬我的亡妻，使她不在我的面前。」 
GEN.23.5	人回答
GEN.23.6	「我主請聽。你在我們中間是一位尊貴的王子，只管在我們最好的墳地裏埋葬你的死人；我們沒有一人會拒絕你在他的墳地裏埋葬你的死人。」 
GEN.23.7	於是，
GEN.23.8	對他們說：「你們若願意讓我埋葬我的亡妻，使她不在我面前，就請聽我，為我求
GEN.23.9	把他田地盡頭的
GEN.23.10	那時，
GEN.23.11	「不，我主請聽。我要把這塊田送給你，連田間的洞也送給你，在我同族的人眼前都給你，讓你埋葬你的死人。」 
GEN.23.12	就在當地的百姓面前下拜， 
GEN.23.13	對
GEN.23.14	回答
GEN.23.15	「我主請聽。四百舍客勒銀子的地，在你我中間算甚麼呢？只管埋葬你的死人吧！」 
GEN.23.16	聽從了
GEN.23.17	於是，
GEN.23.18	在所有出入城門的
GEN.23.19	後來，
GEN.23.20	從此，那塊田和田間的洞就從
GEN.24.2	對他家中管理他一切產業最老的僕人說：「把你的手放在我大腿底下。 
GEN.24.3	我要叫你指著耶和華—天和地的上帝起誓，不要為我兒子娶我所居住的
GEN.24.4	你要往我的本地本族去，為我的兒子
GEN.24.5	僕人對他說：「如果那女子不肯跟我來到這地，我必須把你的兒子帶回到你出來的地方嗎？」 
GEN.24.6	對他說：「你要謹慎，不可帶我兒子回那裏去。 
GEN.24.7	耶和華—天上的上帝曾帶領我離開父家和本族的地，對我說話，向我起誓說：『我要將這地賜給你的後裔。』他要差遣使者在你面前，你就可以從那裏為我兒子娶妻。 
GEN.24.8	倘若那女子不肯跟你來，我叫你起的誓就與你無關了，只是你不可帶我的兒子回到那裏去。」 
GEN.24.9	僕人就把手放在他主人
GEN.24.10	那僕人從他主人的駱駝中取了十匹駱駝，他手中也帶著他主人各樣的貴重物品離開
GEN.24.11	傍晚時，眾女子出來打水，他就讓駱駝跪在城外的水井旁。 
GEN.24.12	他說：「耶和華—我主人
GEN.24.13	看哪，我站在井旁，城內居民的女子們正出來打水。 
GEN.24.14	我向哪一個少女說：『請你放下水瓶來，給我水喝』，她若說：『請喝！我也給你的駱駝喝』，願她作你所選定給你僕人
GEN.24.15	話還沒說完，看哪，
GEN.24.16	那少女容貌極其美麗，是未曾與人親近的童女。她下到井旁，打滿了瓶子的水，就上來。 
GEN.24.17	僕人跑上前去迎著她，說：「請你讓我喝你瓶子裏的一點水。」 
GEN.24.18	少女說：「我主請喝！」就急忙拿下瓶子托在手上，給他喝水。 
GEN.24.19	那少女給他喝足了，又說：「我也為你的駱駝打水，直到駱駝喝足了。」 
GEN.24.20	她就急忙把瓶子裏的水倒在槽裏，又跑到井旁打水，為所有的駱駝打了水。 
GEN.24.21	那人定睛看著少女，一句話也不說，要知道耶和華是否使他的道路亨通。
GEN.24.22	駱駝喝足了，那人就拿出一個比加
GEN.24.23	說：「請告訴我，你是誰的女兒？你父親家裏有沒有地方可以讓我們過夜？」 
GEN.24.24	少女說：「我是
GEN.24.25	又說：「我們家裏有充足的乾草和飼料，也有住宿的地方。」 
GEN.24.26	那人就低頭向耶和華敬拜， 
GEN.24.27	說：「耶和華—我主人
GEN.24.28	那少女跑去，把這些話告訴她母親家裏的人。 
GEN.24.29	有一個哥哥，名叫
GEN.24.30	當他看見金環和戴在他妹妹手上的金鐲，又聽見他妹妹
GEN.24.31	就對他說：「你這蒙耶和華賜福的人，請進來吧！為甚麼站在外面？我已經收拾了房屋，也為駱駝預備了地方。」 
GEN.24.32	那人就進了
GEN.24.33	把食物擺在他面前，請他吃。他卻說：「我不吃，等我把我的事情說完了再吃。」
GEN.24.34	他說：「我是
GEN.24.35	耶和華大大地賜福給我主人，使他發達，賜給他羊群、牛群、金銀、奴僕、婢女、駱駝和驢。 
GEN.24.36	我主人的妻子
GEN.24.37	我主人叫我起誓說：『不要為我兒子娶我所居住的
GEN.24.38	你要往我父家、我本族那裏去，為我的兒子娶妻。』 
GEN.24.39	我對我主人說：『恐怕那女子不肯跟我來。』 
GEN.24.40	他就說：『我所事奉的耶和華必要差遣他的使者與你同去，使你的道路亨通，你就可以在我父家、我本族那裏，為我的兒子娶妻。 
GEN.24.41	只要你到了我本族那裏，我叫你起的誓就與你無關。他們若不把女子交給你，我叫你起的誓也與你無關。』
GEN.24.42	「我今日到了井旁，就說：『耶和華—我主人
GEN.24.43	看哪，我站在井旁，對哪一個出來打水的女子說：請你讓我喝你瓶子裏的一點水， 
GEN.24.44	她若說：你只管喝，我也為你的駱駝打水；願那女子作耶和華給我主人兒子所選定的妻子。』
GEN.24.45	「我心裏的話還沒有說完，看哪，
GEN.24.46	她就急忙從肩頭上拿下瓶子來，說：『請喝！我也給你的駱駝喝。』我就喝了；她也給我的駱駝喝了。 
GEN.24.47	我問她說：『你是誰的女兒？』她說：『我是
GEN.24.48	然後我低頭向耶和華敬拜，稱頌耶和華—我主人
GEN.24.49	現在你們若願以慈愛誠信待我主人，就告訴我；若不然，也告訴我，使我可以或向左，或向右。」
GEN.24.51	看哪，
GEN.24.53	僕人拿出金器、銀器和衣服送給
GEN.24.54	然後，僕人和隨從的人才吃喝，並且住了一夜。早晨起來，僕人說：「請讓我回我主人那裏去吧。」 
GEN.24.55	的哥哥和母親說：「讓她同我們再住幾天，也許十天，然後她可以去。」 
GEN.24.56	僕人對他們說：「耶和華既然使我道路亨通，你們就不要耽誤我，請讓我走，回我主人那裏去吧！」 
GEN.24.57	他們說：「我們把她叫來問問她
GEN.24.58	他們就叫了
GEN.24.59	於是他們送他們的妹妹
GEN.24.60	他們就為
GEN.24.60	「我們的妹妹啊，
GEN.24.60	願你作千萬人的母親！
GEN.24.60	願你的後裔得著仇敵的城門！」
GEN.24.62	那時，
GEN.24.63	傍晚時，
GEN.24.64	舉目看見
GEN.24.65	對那僕人說：「這從田間走來迎接我們的人是誰？」僕人說：「他是我的主人。」
GEN.24.66	僕人把他所做的一切事都告訴
GEN.24.67	就領
GEN.25.2	她為他生了
GEN.25.3	生了
GEN.25.4	的兒子是
GEN.25.5	把他一切所有的都給了
GEN.25.6	至於
GEN.25.7	這是
GEN.25.8	壽高年邁，安享天年，息勞而終，歸到他祖先
GEN.25.9	他兩個兒子
GEN.25.10	就是
GEN.25.11	死了以後，上帝賜福給他的兒子
GEN.25.12	這是
GEN.25.13	兒子們的名字，按著他們後代的名字如下：
GEN.25.14	、
GEN.25.15	、
GEN.25.16	這些都是
GEN.25.17	一生的歲數是一百三十七歲，斷氣而死，歸到他祖先那裏。 
GEN.25.18	他的子孫住在
GEN.25.19	這是
GEN.25.20	四十歲時娶
GEN.25.21	因他妻子不生育，就為她祈求耶和華。耶和華應允他的祈求，他的妻子
GEN.25.22	胎兒們在她腹中彼此相爭，她就說：「若是如此，我為甚麼會這樣呢
GEN.25.23	耶和華對她說：
GEN.25.23	兩國在你腹中；
GEN.25.23	兩族要從你身上分立。
GEN.25.23	這族必強於那族；
