MAT.1.1	Jeacuu tiene aay ke bang Deabid kedea Deabid tiene aay ke bang Abraahm.
MAT.6.30	 Beehda Juog e naa aruug lum yi puohdho wa gihn nu. Abea lumo beehda gihn me nea tihn e ngo nii puohdho, abea nea keroo e utalo, uwaange. Wudhu paru paro kejea uriehny yihr Juog ungaabe wun ke waare ne? Gihn e thiin yiiho gihru wa maano! 
MAT.6.31	Wu keá kwaya diero urubo kejea, ‘Kee e nuu uyoad wane cam yea tihn? Kee e nuu umahdh wane yea tihn? Waare me ngaab wane ge uyoad wane kee?’ 
MAT.6.32	 Giih nu ge naa kwaad giih cub yaa kuu ayiiho cwihny gen rog gen. Juog Wuru ge maalo, ngahye kejea giih nu cang ge daahdu daahdo. 
MAT.6.33	Ne maano cubu cwihnyu yihdh giih Dhaahr Juog maa giih daahde kejea tiihyu gen. Noono arumo e kwaad muu anow ge ucube yihru beehd. 
MAT.6.34	Wu keá diero ke nying gihr keroo, bang gihn gihr keroo ree ucube e keede. Cahng man ne keede. Giih udieru keehd gen keroo ge keá madu yihdh muu cahng tihn.
MAT.7.2	 Juog yih ukihme kaa dhe yoohn kihmi nyoge kii ngo. Unahg loohng anaa akihmi nyoge keehde, e nuu ukihm yihn.
MAT.7.3	“Beehda ater gihn ge kobi nye weehlo gihn thiin apahdh yi wong wadu ni e ne niidi ukwihyi deeh mari ge nii wongi ni! 
MAT.7.4	Gihn e ne ngahmi ke nyinge adhaahr urubi yihr wadu kejea, ‘Beeh koda nye weehlo gihn apahdh yi wongi oogo,’ abea deeh mari nii wongi? 
MAT.7.5	Kuong deeh mari ge duohng ke kahl oogo yi wongi, batiene e mar wadu ge thiin niidi niido ukahli ngo oogo. Nye ngad waane, dhaano keá cayi ke nying awuohj maa atiihye abea deeh awuohj mari ge duohng wiihi awul ree.
MAT.7.6	“Gihri me beer keá cubi yihr goohy kedea kwaad gihn me beer me wa demaro wale me wa tiiy ge keá thoohri nyum kudhruue bang gihn ge nyon gene ke piny kedea batiene e ge taahny rihi. Nea maano e adiehj yea lum Juog keá robi yihr nyoge me ngahyi kejea ngo buu ulihng gene.
MAT.7.8	Bang gihn kwaad ngaa kwahyo e gihn akwaye ke cubo yihre, e ngaa daahd, e gihn daahde ngo dhiile kaa yoado. E ngaa tuong dhe wod, e dhe wod ke yabo yihre.
MAT.7.9	“Ngaa kiinu do, nea nyethiine ukwahyo yihre keehd cam, e cub leelo yihre? 
MAT.7.10	E nea nyethiine ukwahyo ke reehyo, e cub thuohl yihre? 
MAT.7.11	 Beer nea wu ge beehda nyoge me reje kare nud yihru umuuyu keehd giih me beeye yihr nyethenu, maa Juog Wuru ge Maalo ni, ngo ukweer ke cub amahr giih me beeye yihr yaa kwahyo yihre?
MAT.7.13	“Cidhu kaa dhe yoohn diiny, bang gihn yoohn rwaahny dhaano ukedhe ngo ka me raaj beehda dhe wod me laaj kedea nong. Dhe yoohn nu e naa dhe yoohn paar maaj ge cidh nyoge me thoohdhe kii ngo ne loony loony. 
MAT.7.14	 Abea dhe yoohn kedh nyoge kar kuowo me beer ngo diiny keter. Beehda nyoge me noog mee ge ne rom cidho kii ngo.
MAT.7.17	 Wa kwaad kaano acaala nu, kwaad yaadh me beer nyuol nyethen me cam, e kwaad yaadh me raaj nyuol nyethen me be cam. 
MAT.7.18	Yaadh me cam be nyuol ke nyethiin me be cam kedea yaadh me raaj be nyuol ke nyethiin me cam. 
MAT.7.19	 Nea wa gihn nu, e kwaad yaadh gihn nyuol keehd nyethen me be cam, dhiil kaa ngod piny uthoohre yi maaj ne waang. 
MAT.7.20	Wa gihn nu e naa ka ungeyu yaa ucahb ke dhe yoohn ka tiihy gene kii ngo.
MAT.7.22	Cahng ubeehn Juoge ne lug arumo, e nyoge me thoohdh ge urubo yihra, ‘Ruohdh, ngahda nyoge anaa puohny wane ke lum Juog e wa rob nyingi ne? Kedea atiihb reje ge ariem wane oogo rog nyoge e wa rob nyingi ne? Maa kwaad giih me doong me gaahy nyoge ge kuu anaa ayug wane e wa rob nyingi ne?’ 
MAT.7.23	 Kaano arumo e unahg an nuu ubeehr ngo yihr gen e gihn me cahga ke kano tooro kejea, ‘Aayu oogo buuda! Coohru rogo oogo kun ca! Wu nyoge maa yaa adhemuohme, wu kwihya ne weey weey!’
MAT.7.25	Naa abeehn kodhe ucwiie upahng nahme, ubeehn deeh yamo me teege umede wod, e wod kuu apahdho, bang gihn ngo ageer wiih leelo. 
MAT.7.26	Abea kwaad ngaa lihng luuba noon ni kedea ubahnge ge be mage yi cwihnye beer mee e ngo uroomo ke nyin me cwihnye tooro maa ageer wode yi kuohyo. 
MAT.7.27	Kodh yamo e caa ne cwii, upahng nahme e wod ake pahdho ne buohb!”
MAT.7.29	bang gihn apuohnyo wa dhaano me yihre ne teeo me wa en naa acub loohng Juog giih puohny ke deeh kaa acoon. Ngo kuu apuohnyo wa mar yaa loohng Juog giih gen.
MAT.8.1	Kaa aduu Jeacuue piny ke wiih ka thoohny, e amahr akuud nyoge me thoohdh mee ge ake caahdho ke batiene. 
MAT.8.2	Kaano e ngaa me ree ne dhoobo abeehn bange, maa arunge cunge piny ne wuor ngo. Naa arunge cunge piny e arubo yihr Jeacuu kobe, “Ruohdh, nea cwihnyi ne bange, e kea yug kuohma udoohnge kwel.” 
MAT.8.3	Kaano e Jeacuu cinge arwaage bang ngo maa agweele nyin kedea urube kea, “Cwihnya ne bange! Beehn kuohmi doohnge kwel!” Nye wong kaano e kuohme ake doohng kwel. 
MAT.8.4	 Maa rob Jeacuue ngo yihre kea, “Lihng gihn roba. Gihn ayug ree rihi awaahn ni kan ngo keá waayi yihr ngaa moogo. Abea aayi awaahn ni ucii ne nyoadh rihi yihr ngad lam giih kweehr bang umaanye kuohmi. Nea kuohmi amaanye, kea yug giih kweehr wa kaa anaa arob loohng Moaje ngo bang ne nyoadh ngo yihr nyoge kejea dhoobo tooro rihi.”
MAT.8.5	Naa abeehn Jeacuue Kaparnaam arumo e jaabidh abeehn bange ukwaye wonge kea, 
MAT.8.6	“Ruohdh! Kony an! Kadaahm gihra ngo ne piny kaa atwaany me ledh. Kar waahdh ke ngude ngo tooro yihre ne weey weey bang gihn ngo abaahl.” 
MAT.8.7	Maa abeehr Jeacuue ngo yihre kea, “Beer cidho tiehd ke yihn beere ngo caa ke ne thiehdho.”
MAT.8.8	Maa arub jaabidhe yihr Jeacuu kea, “Ruohdh! A beehda ngaa ucii paara! Rob lumi uaay atwaany kadaahm gihra. 
MAT.8.9	A ge niidi kan, a beehda ngaa me duohng nyum acaakere kedea nud ke nyoge me doonge nyuma. Nea maano e lum roba ngo dhiil gene kaa tiihyo. Nea a urubo kejea beehn dhaane e ngo ubeehno, aay dhaane e ngo uaay. Thiow nea a urubo yihr ubaahnga kejea tiihy gihn e gihn ngo tiihye tiihyo.”
MAT.8.10	Naa alihng Jeacuue lum ni arob nyine, e ngo ake cwaahng ugaahye ne cohg maa arobe ngo yihr nyoge ge anaa awaahdo ke batiene kea, “Jo wan! Athiir e ne teeda yihru. Kwaad yiiho me duohng me teeg wa gihr ngaan padh Ujudea, kaa akuong ke yoado keew yaa Yijarael. 
MAT.8.11	Thiow ngo dhiila kaa robo yihru, kejea nyoge mooge me padh Judea me thoohdh ge uwaahd ke yoohn kun moohl cahng kii ngo maa ke yoohn kun kwaar cahnge piny kii ngo. Jo nu, ge upiih tiehd keehd Abraahm maa Yijaag kedea Jeakob yi Dhaahr Juog Paar Maalo kedea umag Juoge gen neehn joe. 
MAT.8.12	 Abea Judea yaa anaa angahj kejea ge nuu ubeehdo yi Dhaahr Juog, ge buu ubeehdo yi ngo. Ge ujwang oogo ne beehdo yi muudho ne lalo ke lan ngoohng wong e lag gen kaany gene kaanyo ke nying raahm.”
MAT.8.15	Noono umag Jeacuue cinge beere ngo thiehdh thiehdho. Kaano e atwaany aguo aay ree kedea upiihe ne goong ge Jeacuu.
MAT.8.16	Ke wong thiehno e nyoge ake thubo ke kahl yaa atwaanye bang Jeacuu. Nyoge me thoohdh keew gen rog gen anaa atiihb ukeehg. Gihn nu e Jeacuu arubo yihr atiihb nu ke lubo maa ariem gen. Yaa atwaany anaa akahl bange ge athiehdhe cang. 
MAT.8.17	Jeacuu giih ge atiihye beere kwaad gihn anaa arob Juoge ke nying Ngad Boadh nyoge ke leeb Yicaaya agamloohngjuog pahdh kare naa athiir. Anaa akob Juoge kea,
MAT.8.17	“Alwaa atwaanye giiho ke kar gen cang,
MAT.8.17	ge atihnge wiihe.”
MAT.8.18	Kaa aniid Jeacuue amahr akuud nyoge athoohnho keter, e ngo arobe yihr jo waahdhe kejea ngud gene loo baaw. 
MAT.8.19	Nye kaano, e naa abeehn ngad Puohny loohnge bang Jeacuu maa arube kea, “Ngad Puohny, kwaad kuohn caadhi a daahd ucaahdha ke yihn.”
MAT.8.22	Kob Jeacuue yihre kea, “Beehn ke batiena. Wii yaa acub wudh gen yihdh giih thunge ukoany gene yaa athow.”
MAT.8.23	Kaano arumo e Jeacuu apaahr yih baabuur. Maa abeehn jo waahdhe thiow ke batiene yih baabuur ne kiiw ngo. 
MAT.8.24	Naa awahdh gene yi diehr naam duohng e deeh yam giir me teeg ree atihnge tihngo upude baabuur ke olo. Abea ge acoohd deeh giire e Jeacuu wonge kaa anaa akwal niine. 
MAT.8.25	Gihn nu, e jo waahdhe ge arihng kaa abud Jeacuue yea ne tahng ngo kob gene, “Ruohdh, doohd wan! Wa amud!”
MAT.8.27	Utud jo waahdhe kedea ucwaahng gene maa arub gene ke rog gen e ge upeehyo kob gene, “Kwaad ngad gihn! Keehd yamo maa naam duohng lum ngo lihng gene lihngo!”
MAT.8.28	Naa angud Jeacuue loo baaw e abeehn yi piny nyoge me cuohn ne Gaadarean. Kaano e aroohmo ke nyoge ariow e ge beehn oogo kaa wudh leehde ka beed gene. Nyoge me rog gen naa atiihb ukeehg me ge taahny rog nyoge. Ngaa me na caahdh kii yoohn nu tooro bang gihn nyoge atud uwii yooh yihr gen. 
MAT.8.29	 Noono maa akwaag gene kob gene, “Waahd Juog! Wii wan, gihn me nweehd won tooro. Yih aguo moon piny ne joohr wan ne?”
MAT.8.30	Abea kudhruue maa anaa ake kwaa ge anudo ka me cahng. 
MAT.8.31	Noono maa akwaj gene wong Jeacuu kejea nea ge rieme ke oogo kea rieme gen yihdh kudhruue.
MAT.8.32	Maa ayiih Jeacuue ngo maa arieme gen yihdh kudhruue. Gihn nu e ge abeehn oogo umon gene yihdh kudhruue unahg kudhruue ke ne rudh ke ngweej, e ge loohn piny ke wiih good maa anahg gene thoadh yi naam duohng uthow gene. 
MAT.8.33	Yaa anaa akwaag kudhruue naa aniid gene gihn ayug ree, e ge ake goohdo ke ngweej ne ci ne rob gihn ayug ree yi geew. Noono ukwaan gene gihn ayug ree rog atiihb ukeehg yihr nyoge. 
MAT.8.34	Kaano e nyoge awaahd oogo ke bang yi geew, e ge beehn ne maany gihn ayug ree. Kaa awahnh gene kaa ane Jeacuue yea e wong Jeacuu akwaj gene kejea aaye oogo piny gen.
MAT.9.1	Batiene arumo, e Jeacuu apaahr yi baabuur udoge caahn e ngo ngol baaw ne beehn Kaparnaam ka beede. 
MAT.9.2	 Naa awahnhe e nyoge mooge ake beehno e ge kahl dhaano maa abab piny e ngo bien kaa belo. Kaa aniid Jeacuue kaa ayiih gene kii ngo, e arubo yihre kea, “Waahda, mag cwihnyi, adhemuohme giihi ge awii piny yihri.”
MAT.9.3	Kaa alihng yaa loohng Juoge gihn arob Jeacuue e ge ake ngoan ke cwihny gen kob gene, “Wa nyin wiihe arome ke Juog kea adhemuohme wiie ke piny yihr nyoge neehn mar Juog!”
MAT.9.4	Jeacuu ka gihn nii cwihny gen angeye maa apeehye kea, “Nye yaage, gihn e ngoanu giih me reje ke yaa aduunu! 
MAT.9.5	Maa aweehne e ne teeg ke tiihyo, ne rob ngo kejea, ‘Adhemuohme giihi ge awii piny yihri,’ wale ne rob ngo kejea, ‘Yedh maalo ucaahdhi?’ 
MAT.9.6	 Awaahn a ge adoohng ne dhaano utaahngo, a utiihyo ke gihr nyepiny kedea uniidu ngo, gihn me be rom ree tiihyo yihr dhaano utaahngo ne nyoadh ngo yihru kedea ungahyu ngo kejea yihra ne tee wiih ngoom me wiia adhemuohme giih nyoge piny.” Kaano e dhee aloge ke bang nyin abab piny urube kea, “Aj maalo ukaabi belo gihri uci paajo.” 
MAT.9.7	Noono uaj nyine ke maalo ucea paajo. 
MAT.9.8	Naa aniid nyoge gihn ayug ree, e ge ake gaahy maa apiih gene ne puoj Juog ngaa cub kwaad tee me wa gihn nu yihr dhaano utaahngo.
MAT.9.11	Bang gihn yaa Paarijea kwaad jo nu be nhyaar gene ubeehd gene kiin nyoge, e jo waahdh Jeacuu apeehny gene peehnyo kob gene, “Beehda ke nying gihn ge beehn ngad puohny gihru upiihe ka maa acielo ne cam keehd yaa gwaaj cuol kedea yaa adhemuohme?”
MAT.9.12	Naa alihng Jeacuue ngo, e abeehre, “Padh yaa rog gen tooro atwaany ge ne daahd akiihm, abea beehda nyoge me tuu ge ne daahd akiihm. 
MAT.9.13	 Cidhu udaahdu yi lum gihn arob Juoge naa akoohbo kea,
MAT.9.13	‘A daahd ngaa me luu cwihnye caahn
MAT.9.13	me wii lubo piny,
MAT.9.13	a be daahd ngaan yug giih kweehr.’
MAT.9.13	A kuu abeehno kaa nying yaa koohbo kejea ge abiohgrwaale. A abeehno kaa nying yaa yiih ngo kejea ge yaa adhemuohm.”
MAT.9.16	“Thiow, ngo uroma ke rih ucaale moogo me wa gihn. Padh kare udhahb dhaane waaro me nyaahn rih jwaahd waaro maa ayiej? Bang gihn nea waaro gihn nu ree cea ke ne juunyo e wong kaa adhahb ree cahge kaa jwaa? 
MAT.9.17	Wale thiow ngo roma ke rih ucaale moogo me koohbo kejea dhaano koongo me poohd kuu uyaahnyo be pege yi keej maa acoon maa akuoj bang gihn koongo yea keej coohde coohdo, uwoj koonge oogo nea ngo utwag uyaahnye. Gihn me ne cohg beehda uyoad koongo me poohd kuu ayaahnyo, ukedhe yi keej me nyaahn beere koongo be rahny kedea keej yea be coohd.”
MAT.9.18	Kaano apoohde e Jeacuu urubo keehd nyoge nu, e Ujudea, me beehda ruohdh wod amaad gihr Judea abeehn bang Jeacuu. Gihn nu e cunge arung piny maa arube yihr Jeacuu kea, “Nyaara uthoo awaahn kan. Ngo awiia piny e ngo uluyo. Beehn uci ne cub cingi wiihe beere ngo ubodho.” 
MAT.9.19	Maa a'aj Jeacuue maalo keehd jo waahdhe ubuodhe batien nyin.
MAT.9.21	e urubo ke cwihnye kea, “Keehd me nahge dhe athoohr gihre e ne gweela, e remo ucuungo.”
MAT.9.23	Naa awahnh ge Jeacuue paar ruohdh wod amaad e ge yuud nyoge uyuog kedea ugoohne giih thieng ge ke koadho ke nying thoo naa apahdh wihj. Naa angahy Jeacuue ngo kejea thoo uroomo wa niine e ake rubo: 
MAT.9.24	 “Aayu oogo kan, nyethiin kuu athow gihre beehda niine.” Naa a'aay gene e Jeacuu angier gene kejea gihn me ngahye tooro. 
MAT.9.25	 Naa a'aay gene arumo, e Jeacuu acaa wod maa amage bad nyethiin kedea uyedh nyethiine maalo. 
MAT.9.26	Wiihj gihn ayug ree paar ruohdh wod amaad, akeedho ke bang yea paajo ne raj.
MAT.9.28	Naa awahnh Jeacuue paajo arumo, e ngo aci wod. Coohre giih thiow ge aci wod. Maa akob Jeacuue ngo yihr gen kea, “Ngo ayiihu ne cohg ke cwihnyu kejea kare nud yihra uthiehdha wun ne?” Maa ayiih gene ngo kob gene, “Ayiih! Ruohdh wa romi kaa thiehdho.”
MAT.9.30	 Ke wong kaano e nying gen anaa weehny, uniid gene piny. Kaano e angweel Jeacuue piny yihr gen teeg mee kea, “Gihn ayuga rogu keá robu yihr dhaano utaahngo.” 
MAT.9.31	 Abea naa a'aay gene e ge ake cidho uteed gene gihn ayug Jeacuue rog gen ke bang yea paajo.
MAT.9.33	Naa ariem Jeacuue atiihb ukeehg oogo rih nyin e ngo ake thubo ke rob beer mee. Gihn nu ucwaahng nyoge keter kob gene, “Kwaad gihn ree keá kuong ke tiihyo cahng acielo keew yaa Judea!”
MAT.9.36	 Kaa aniid Jeacuue amahr akuud nyoge bange e yea angeer ke nying gen keter. Yea angeer bang gihn ge aniide wa kwaad amaahle me ngad kwaag gen tooro. 
MAT.9.37	Noono e Jeacuu arubo yihr jo waahdhe kea, “Tiihj puohny lum Juog yihr nyoge ngo adoohng teeg keter, adhaahr ngo uroma ke rih deeh puohdho me puur. Noono e daahd nyoge me thoohdh me tiihy giih acieg yi puohdho. 
MAT.9.38	Nea wa gihn nu kea kwayu Juog, ge room ke ngad puohdho, umuoje wun keehd yaa tiihj me thoohdh ubeehn gene ne tiihj yi puohdho gihre.”
MAT.10.1	Kaano arumo e Jeacuu nyoge apaar wonge ariow kiin jo waahdhe ge acuohne bange, maa acube tee yihr gen. Tee me riem gene atiihb ukeehg oogo rog nyoge kedea tee me thiehdh gene kwaad atwaanye cang.
MAT.10.3	Pihlihb ge ke Bartholomeao maa Thoamaj. Maa Matheewo ge anahg ngad gwaaj cuol. Jeamij waahd Alpaawo maa Thaadoj. 
MAT.10.4	Cimoan
MAT.10.6	 Cidhu ne puohny yaa Yijarael ge arwaahnyo ge akweer ke lum Juog. 
MAT.10.7	 Yi waahdhu noono caahdhu nahge ke Ciig Beer gihn ni en ne puohnyu. Adoohng e ka me cahng mee ubeehn Ruohdh Juoge wiih piny. 
MAT.10.8	Thiow thiehdhu nyoge me tuu maa yaa rog gen ne dhoobo maa meehgu nyoge maa athow cahro kedea riemu atiihb ukeehg oogo rog yaa amag gene. Wa kaano tiihyu giih nu yihr nyoge e gihn me daahdu ke nying gihn atiihyu tooro, e wu thiow cubu ge yihr nyoge neehn maano. 
MAT.10.9+MAT.10.10	 Yi waahdhu noono caahdhu nu, wu keá piih ne daahd ngiihny me kaahnu yihdh mapade giihu. Ngaa keá kaahn wuor maa waaro. Kaahn dhaane ke muu ne ree cog kedea kihd ngaa keá kaahn aloadh. Giih nu ge keá yugu bang gihn yaa upuohnyu giih daahdu ge uyoadu bang gen.
MAT.10.11	“Yi geen toohngu yea kea peehnyu ke paar abiohgrwaal unahge ke kaano e ne beehdu yea yi nihn puohnyu Ciig Beer uwahdhe cahng uaayu. 
MAT.10.12	Abea yi beehnu paan nu kea kwayu Juog beere ge ubeehdo ke yoohm rog. 
MAT.10.13	 Nea yaa ne paan nu ge nyoge me beeye, e ge ubeehdo ke yoohm rog gen. Tooro, nea ge nyoge me reje, e gihn akwayu ke nying gen buu ucub Juoge. 
MAT.10.14	 Yaa kweer ke lor wun, wale yaa kweer ke lihng lumu keá wiiu gen. Abea yi aay aayu kea teengu ngoom kaano oogo yi tienu ne nyoadh ngo kejea nea gihn me yoad gen, e maru tooro yi ngo. 
MAT.10.15	 Athiir e ne teeda yihru kejea giih teeg naa ayoad geedh Codom kedea Gomoarah cahng ukihm Juog ge uyoohd yi gihn uyoad yaa paan ukwihy wun ke loro. 
MAT.10.16	 Maany kaa aoohra wun wa gihr nyethen roohme kiin urude. Kea noono nahgu nyoge me nyingu teeg wa mar thooh kedea nahgu nyoge me padh yaa agween. Wa kaano nahgu roohme, kea nahgu kwaad roohme me modh gihn me raaj.
MAT.10.19	 Abea nea wu ke maa e wu keá diero ke ka ubeehru loohng kii ngo bang gihn Juog e nuu ucub kar beehr loohnge yihru. 
MAT.10.20	Luub urobu ge buu unahg luubu abea Wahy Juog ge beehda Wuru e nuu ucub giih urobu yi dhogu.
MAT.10.22	 Wu thiow, wu umaan nyoge cang ke nyinga. Abea ngaan umag cwihnye teeg uwahdhe guge e ngaan nu e nuu uyoad boadh wahy. 
MAT.10.23	 Geen yug giih ajohro rogu, kea wiiu ngo piny ucidhu geew moogo. Abea adiehj roba yihru e man: Wudh geedh Yijarael ge buu ukwanyu cang e a ge adoohng ne dhaano poohd kuu awahnho.
MAT.10.25	 Ngaan puohny nea wiihe uroomo ke ngaa apuohny ngo, e cwihnye med kedea baahng nea wiihe uroomo ke ngaa nahge baahng paare e cwihny med. Nea a ge ngad puohny gihru e ne yieny gene kejea a beehda ruohdh atiihb ukeehg e cuohn ne Beeljebuul, nea unahg wun e gihn noono raaj e ne buu urob gene rogu? Nea maano kea ngahyu ngo kejea giih ajohro ge uyoadu neehn ka uyoada gen bang gihn wu beehda jo'a.
MAT.10.27	Adiehj lum Juog naa aroba yihru karo keedo wale maa amuonga yihru cidhu ne teed ngo nyum nyoge beehde. 
MAT.10.28	 Wu keá tud yihr dhaano utaahngo ge rom nahg kuohm cog abea wahy dhaano be rom ree naah yihre. Nahge ke Juog, e thoohr kuohm maa wahy Paar Maaj, e ne tudu yihre. 
MAT.10.29	Ngahda adiid pure ariow ge ngeew kaa wong ryaal acielo cog ne? Abea keehd me yoohd ngiene e bekihd adiid puro acielo me thow e keede nea padh Juog e naa agweehg ngo. 
MAT.10.30	 Keehd yiehy wudhu ke ngud gen, ge akwaan Juoge. 
MAT.10.31	Nea wa gihn nu e wu keá diero kejea wu buu ukony Juoge, wu keá diero bang gihn keehd amahr adiid pure adiih e wudhu be rom Juoge ke gen.
MAT.10.33	 Abea kwaad ngaa kweer ke an nyum nyoge kejea ngo padh ngada e a ukweer ke en thiow nyum Wura ge ne Paar Maalo kejea ngo padh ngada.
MAT.10.35	 A abeehno ne,
MAT.10.35	‘Kahl ater kiin nyedhoohg maa ayiih luma
MAT.10.35	kedea wahn
MAT.10.35	kedea kiin nyaakow maa ayiih luma
MAT.10.35	kedea men
MAT.10.35	maa kiin nyekiihj maa ayiih luma
MAT.10.35	kedea ciih waahde.
MAT.10.36	Yaa ater dhaano me raaj ubare ge unahg jo paare.’
MAT.10.38	 Ngaa kweer ke guum giih ajohro me nahge ke nyinga wa kwaad ka uguuma, e ngaan nu padh ngada. 
MAT.10.39	Ngaa kweer ke thoo ke nyinga bang gihn daahde ukoare ree, e ngaan nu e nu uthow ne lihg lihgi bang gihn wahye ge uthow thiow. Ngaan be tud yi thoo ke nyinga bang gihn be daahd ukonye ree, e ngaan nu e ne buu uthow bang gihn wahye ge ukuow.
MAT.10.41	Kwaad ngaan lor ngaan aoohr Juog ke med cwihny paare bang gihn Juog e naa aoohr ngo, e ngaan nu koohg gihn cub yihr ngaa aoohr ke cubo yihre thiow. E kwaad ngaan alor abiohgrwaal ke med cwihnye ke nying gihn nahge abiohgrwaal, e ngaan nu akoohg gihn cub yihr abiohgrwaal ke cubo yihre thiow. 
MAT.10.42	Lihngu lum ni beer mee! Kedea utiihyu keehde. Kwaad ngaa tiihy gihn me ne yahng wa cub piih yihr ngaa thiin kiin jo'a ke nying gihn nahge ngada, e ngaan nu koohg udhiil ke cubo yihre.”
MAT.11.3	 nea en naa ngaa akob kejea ngo ubeehn wale padh en beere ge bar maalo ke koar ngaa akob naa ngo ubeehn.
MAT.11.3	Naa apeehny gene Jeacuu 
MAT.11.4	e beehre yihr gen kea, “Doogu bang Joon urobu gihn alihngu kedea gihn aniidu yihre. 
MAT.11.5	 Nyoge maa anaa acoor nying gen ayahbo yaa adwaany piny ge ucaahdho, yaa rog gen ne dhoobo, ge athiehdh uaay dhoobe oogo rog gen, nyoge maa amiing yihdh gen ayahbo ulihng gene, yaa athow ge acahr batien thoo kedea Ciig Beer ke puohnyo yihr yaa angoohng. 
MAT.11.6	Med cwihny me duohng yihr ngaa me cwihnye be diiw ke nyinga.”
MAT.11.7	Naa a'aay yaa anaa aoohr Joone, e Jeacuu alog rob yihr amahr nyoge ke nying Joon kobe, “Ge anaa acidhu yi ukang wu anaa acaa ne maany gihn? Anahg ubeej me yahng yame yahngo? 
MAT.11.8	Nea padh ubeej, e beehda gihn e naa acidhu ne maanye. Ngo anahg dhaano maa angahbo ke waare me ngien gen teeg? Bekihde! Yaa ngaab waare me ngien gen teeg ge beed yihdh miehy ruohdhe. 
MAT.11.9	Abea wu anaa acidho ne maany ngaa me ngihde? Wu acaa ne maany agamloohngjuoge ne? Ayiih, ngo beehda agamloohngjuog. Ateed gihn maa athiir yihru, Joon duohng rih agamloohngjuog. 
MAT.11.10	 Bang gihn anahg en naa arub Juoge ke nyinge kedea ugweed gihn arobe yi kitaab Juog naa,
MAT.11.10	‘Maany! Ngad wuohna uoohra wong maalo nyumi ne gwiir yooh yihri!’
MAT.11.11	“Beeh roba gihn maa athiir yihru. Kiin yaa beed wiih ngoom, ngaa me rom wiihe ke Joon Ngad Luogwahy tooro. Abea keehd maano e ngaa thiin kiin yaa beed Paar Juog, e ngaan nu e ne wiihe ne maalo yihr Joon Ngad Luogwahy. 
MAT.11.12	Ke wong cahng athub Ngad Luogwahye ke puohny uwahdhe cahng tihn, e Paar Juog adoohng e naa yi cing yaa bad kedea nyoge ci yea kaa bad. 
MAT.11.13	Bang gihn yaa agamloohngjuog cang kedea loohnge giih Moaje giih arob gene ge gug rih Joon, 
MAT.11.14	 e naa gihn dhiilu luma ke yiiho kejea Joon e naa Eliija gihn akob naa ubeehn. 
MAT.11.15	 Nea ngaa yihdhe nud me lihngo, e kea lihnge.
MAT.11.16	“Wu yaa beed wiih piny awaahn ni, wu uroma kaa gihn? Wu uroma kaa nyethen me luohng luube ke rog gen kar tuoh kob gene,
MAT.11.17	‘Cing wan apam wane
MAT.11.17	beere cwihnyu umihno umielu
MAT.11.17	maa akweeru
MAT.11.17	kedea gumo agooj wane
MAT.11.17	maa akweeru ke meehdo.’
MAT.11.19	 A, ge adoohng ne dhaano, a abeehno ke puohny mara e keew caame maa kuong ge be kwanya maa akoohbu kejea a ngaa maa awaahdh yi cam kedea maadh koongo. Wu arubo thiow kejea gom maga kaa yaa gwaaj cuol kedea nyoge maa awaadh. Abea roba robo yihru kejea dhe yoohn adiehj tiihy Juoge keehde niid ke rog yaae ge yiih tiihye.”
MAT.11.20	Batiene e Jeacuu athubo ke yaahl yaa beed wudh geedh anaa ayuge amahr giih me gaahy nyoge yihdh gen. Ge ayaahle bang gihn keehd maa aniid gene giih teeg gaahy nyoge naa atiihye e yaa ni anyoohne giih gen naa atiihy gene rih Juog ge kuu amaan gene. Noono maa awuu Jeacuue gen kobe, 
MAT.11.21	“Beehda kwaad gihn ge raaj wa gihn ge apahdh wudhu, wu yaa Korajin kedea Bedhceada! Alwaa giih teeg ge gaahy nyoge ge ayug yihdh geedhu ngahda ngweehn me ne yug gen yihdh geedh yaa Taayr kedea Ciihdoan, bang gihn yaa nu ka moogo e cwihny gen ne rahnyo rog anyoohne giih gen naa ayug gene rih Juog. Thiow ge ne piih uthur e cuole angaab gene. 
MAT.11.22	Abea yaage! Ngahyu ngo kejea Cahng Lug Juog e yaa geen Taayr kedea yaa geen Ciihdoan ge ungwaahn Juoge yi lug gihre nu uluge gen. Abea wun, Juog lug gihre uteeg rogu keter. 
MAT.11.23	Wu yaa beed yi geen Kaparnaam wu keá nhyaam kejea Paar Juog unahg gihru. Paar Juog be yoadu. Juog wu ukedhe yi buur thuudh cuohn ne Jaeena. Bang gihn nea kwaad giih teeg gaahy nyoge ge ayug yi geenu, ge ne yug ke yi geen Codom ge anaa awaang Juoge ne puuj, ka moogo e ngo ne poohdo e ngo ucuungo uwahdhe cahng tihn. 
