MAT.1.1	Dool asaame hana juduud Isa al-Masiih ibn Dawuud ibn Ibraahiim. 
MAT.6.30	Wa kan Allah yilabbis gechch al-kadaade be nuwaar jamiil wa l-gechch da gaa’id al-yoom wa ambaakir yagta’ooh wa yazguluuh fi l-naar, akiid Allah yilabbisku intu. Chiddu heelku intu al-iimaanku lissaa’ da’iif. 
MAT.6.31	Khalaas, ma tihimmu wa ma tas’alo nufuusku «Naakulu chunu ? Nacharbo chunu ? Nalbaso chunu ?» 
MAT.6.32	Kulla naas al-dunya khaattiin baalhum fi l-achya dool wa abuuku Allah ya’arif kulla cheyy al-intu tidooruuh. 
MAT.6.33	Wa laakin intu gubbaal kulla cheyy, khuttu baalku fi mamlakat Allah wa fi l-haal al-saalhe al-Allah bidoorha wa Allah yantiiku kulla cheyy hana hayaatku. 
MAT.6.34	Ma tihimmu le kalaam hana ambaakir. Ambaakir zaatah ke yihimm le nafsah. Ta’ab hana yoom waahid yakfi le yoom waahid.
MAT.7.1	Ma tuluumu al-naas achaan Allah ma yuluumku intu. 
MAT.7.2	Achaan misil intu tuluumu al-naas, misil da bas Allah yuluumku intu. Hu yikiil leeku be nafs al-kiyaala al-intu tikiilu beeha le l-naas. 
MAT.7.3	Kikkeef tichiif gechchaay fi een akhuuk wa laakin ma tichiif al-uud al-kabiir al-gaa’id fi eenak inta ? 
MAT.7.4	Walla kikkeef tuguul le akhuuk «Khalliini nisill al-gechchaay min eenak» wa l-uud lissaa’ gaa’id fi eenak ? 
MAT.7.5	Ya munaafikh, awwal ke sill al-uud al-fi eenak wa misil da tichiif adiil wa khalaas tagdar tisill al-gechchaay al-fi een akhuuk.
MAT.7.6	Ma tantu chokhol khaass le Allah le l-kulaab wa la tidaffugu cheyy jamiil le khanaaziir achaan al-khanaaziir yifajjukhuuh bas wa l-kulaab yigabbulu wa yaakuluuku.
MAT.7.7	As’alo min Allah wa hu yantiiku. Fattuchu wa talgo. Duggu baab hana Allah wa yinfatih leeku. 
MAT.7.8	Achaan kulla naadum al-bas’al da, Allah bantiih. Wa ayyi naadum al-bifattich, balga. Wa ayyi naadum al-budugg baab Allah, al-baab binfatih leyah. 
MAT.7.9	Hal fi naadum minku kan wileedah batlub minnah eech, bantiih hajar walla ? 
MAT.7.10	Walla kan wileedah batlub minnah huutaay, bantiih daabi ? 
MAT.7.11	Sahiih, intu muznibiin wa laakin ta’arfu kikkeef tantu chokhol sameh le iyaalku. Wa akiid abuuku Allah akheer ziyaada minku. Wa kikkeef hu ma yanti chokhol sameh le l-naas al-yas’alooh ?
MAT.7.12	Wa khalaas, al-cheyy al-tidooru al-naas yisawwuuh leeku, da bas al-cheyy al-waajib tisawwuuh leehum. Daahu zibdit kalaam al-Tawraat wa l-Nubuuwa.
MAT.7.13	Adkhulu be l-baab al-dayyig. Achaan al-baab al-yiwaddi al-naas le Jahannam wasii’ wa derbah hayyin wa naas katiiriin yadkhulu beyah. 
MAT.7.14	Wa l-derib al-yiwaddi al-naas le l-haya gaasi bilheen wa baabah dayyig marra waahid. Wa naas chiyya bas yalgooh.
MAT.7.15	Angar’u min al-naas al-bisawwu nufuushum anbiya. Yaju leeku daluuliin misil iyaal khanam wa laakin fi galibhum humman misil maraafi’iin al-bidooru baakuluuku. 
MAT.7.16	Ta’arfu nafar hana chadara min iyaalha wa ta’arfu al-kaddaabiin dool min khidmithum. Al-naas yagta’o inab min chadara hana chook walla ? Wa yagta’o iyaal al-jimmeez min al-direese walla ? 
MAT.7.17	Wa misil da, kulli chadara adiile talda iyaal adiiliin wa laakin al-chadara al-fasle talda iyaal fasliin. 
MAT.7.18	Al-chadara al-adiile ma tagdar talda iyaal fasliin wa l-chadara al-fasle ma tagdar talda iyaal adiiliin. 
MAT.7.19	Wa ayyi chadara al-ma talda iyaal adiiliin yagta’ooha wa yazguluuha fi l-naar. 
MAT.7.20	Wa khalaas, misil ta’arfu al-chadar min iyaalhum, ta’arfu al-naas dool min khidmithum.
MAT.7.21	Ma kulla l-naas al-yinaaduuni «Ya sayyidna, ya sayyidna» yadkhulu fi mamlakat Allah, illa l-naas al-yisawwu muraadat abuui Allah yadkhulu. 
MAT.7.22	Fi yoom al-Hisaab, naas katiiriin yuguulu leyi «Ya sayyidna, ya sayyidna. Aniina ma ballakhna be usmak kalaam Allah walla ? Wa be usmak ma taradna chawaatiin walla ? Wa be usmak ma sawweena ajaayib katiiriin walla ?» 
MAT.7.23	Wa laakin ni’ooriihum be kalaam waadih wa nuguul abadan ma iriftuku. Yalla, kussu minni ba’iid. Khidmitku di charr bas.
MAT.7.24	Ayyi naadum al-yasma’ kalaami da wa yitaabi’ah, yabga misil raajil faahim al-bana beetah fi l-hajar. 
MAT.7.25	Wa l-matar sabba wa l-seel ja wa l-riih saagat chadiid wa kulluhum darabo al-beet wa l-beet ma waga’ achaan ga’arah fi l-hajar. 
MAT.7.26	Wa ayyi naadum al-yasma’ kalaami da wa ma yitaabi’ah, hu misil al-raajil al-ajami al-bana beetah fi l-sinyaaka. 
MAT.7.27	Wa l-matar sabba wa l-seel ja wa l-riih saagat chadiid wa darabo al-beet daak. Wa khalaas al-beet waga’ wa tilif marra waahid.
MAT.7.28	Wa wakit Isa kammal kalaamah da, kulla l-naas al-lammo achaan yasma’o kalaamah ajjabo bilheen min ta’aaliimah 
MAT.7.29	achaan hu allamaahum be kalaam indah gudra wa ma misil ulama hanaahum.
MAT.8.1	Wakit Isa dalla min al-hajar, naas katiiriin marra waahid taaba’ooh. 
MAT.8.2	Wa raajil indah baras ja leyah. Hu ja wa sajad giddaam Isa wa gaal : Ya sayyidna, kan tidoor tidaawiini, akiid inta tagdar wa nabga taahir.
MAT.8.3	Wa Isa madda iidah wa limis al-indah baras wa gaal : Nidoor nidaawiik. Abga taahir. Wa ajala ke bigi taahir min al-baras.
MAT.8.4	Wa Isa gaal leyah : Aw’u baalak, ma ti’oori naadum waahid lahaddi tamchi tiwassif nafsak le raajil al-diin wa tigaddim dahiiye le Allah misil al-nabi Muusa amaraana beeha. Wa misil da, al-naas ya’arfu inta ligiit al-aafe wa bigiit taahir.
MAT.8.5	Wa Isa macha fi hillit Kafar Naahuum wa ajala naadum waahid ja leyah. Hu kabiir al-askar al-roomaaniyiin wa chahadah le Isa. 
MAT.8.6	Wa gaal : Ya sayyidna, khaddaami mardaan wa bigi mukarsah. Jildah bigi mayyit. Hu raagid fi l-beet wa gaa’id fi azaab chadiid.
MAT.8.7	Wa Isa gaal leyah : Khalaas, namchu wa nidaawiih.
MAT.8.8	Wa kabiir al-askar da radda leyah wa gaal : Ya sayyidna, ana ma tammeet al-naadum al-inta tadkhul fi beetah. Wa laakin guul kilme waahide bas wa khaddaami yalga al-aafe. 
MAT.8.9	Ana kula indi kabiir foog minni wa indi askar tihti. Wa nuguul le waahid «Amchi» wa hu yamchi. Wa nuguul le naadum aakhar «Ta’aal» wa hu baji. Wa nuguul le khaddaami «Sawwi ke» wa hu yisawwiih.
MAT.8.10	Wa Isa simi’ kalaamah wa ajjab bilheen wa hajja le l-naas al-gaa’idiin yitaabu’uuh wa gaal : Nuguul leeku al-hagg, ma ligiit naadum waahid min Bani Israa’iil al-indah iimaan chadiid misil iimaan al-naadum da ! 
MAT.8.11	Wa nuguul leeku, naas katiiriin yaju min al-sabaah wa min al-kharib wa yil’achcho ma’a Ibraahiim wa Ishaakh wa Yaakhuub fi mamlakat Allah. 
MAT.8.12	Wa laakin al-naas al-waajib yamluku al-mamlaka, Allah yatrudhum fi l-dalaam al-barraani. Hinaak naas yabku wa yandumu nadaama chadiide bilheen.
MAT.8.13	Wa Isa hajja le kabiir al-askar wa gaal : Khalaas amchi wa khalli yabga leek misil inta aamant beyah. Wa fi l-wakit da bas khaddaamah ligi al-aafe.
MAT.8.14	Wa Isa macha fi beet Butrus wa ligi nasiibtah le Butrus wa hi raagde maaruuda. 
MAT.8.15	Wa Isa limis iidha wa l-wirde khallatha wa hi gammat takhdim leyah. 
MAT.8.16	Wa fi l-makharib, naas katiiriin jo leyah wa jaabo muchootiniin katiiriin wa Isa gaa’id yatrud al-chawaatiin be kilme waahide bas wa l-mardaaniin daawaahum kulluhum. 
MAT.8.17	Wa misil da, al-kalaam al-Allah gaalah be khachum al-nabi Icha’ya tamma. Al-nabi gaal {Hu chaal waja’na wa himil maradna}.
MAT.8.18	Wa Isa chaaf naas katiiriin lammo foogah wa amaraahum le talaamiizah wa gaal : Nagta’o al-bahar.
MAT.8.19	Wa waahid min al-ulama ja leyah wa gaal : Ya sayyidna, nitaabi’ak ayyi bakaan al-tamchi foogah.
MAT.8.20	Wa Isa radda leyah wa gaal : Al-ba’achoom indah nugra wa l-teer indah uchch wa laakin Ibn al-Insaan ma indah bakaan yargud foogah.
MAT.8.21	Wa naadum aakhar min talaamiizah gaal : Ya sayyidna, antiini izin achaan namchi nadfin abuui. Wa ba’ad da naji nitaabi’ak.
MAT.8.22	Wa Isa radda leyah wa gaal : Ta’aal taabi’ni hassa’ wa khalli al-maytiin yadfunu maytiinhum.
MAT.8.23	Wa khalaas rikib fi l-markaba wa talaamiizah taaba’ooh. 
MAT.8.24	Wa ba’adeen riih chadiide bilheen saagat foog al-bahar wa gawwamat challaal wa l-almi bada yamla al-markaba. Wa Isa naayim. 
MAT.8.25	Wa l-talaamiiz jo leyah wa gawwamooh min al-noom wa gaalo : Ya sayyidna, najjiina ! Aniina mutna !
MAT.8.26	Wa gaal leehum : Iimaanku lissaa’ da’iif. Maala takhaafo ?
MAT.8.26	Wa gamma foog wa kachcha le l-riih wa l-bahar. Wa ajala ke, al-wata bigat haadiye marra waahid. 
MAT.8.27	Wa l-naas ajjabo wa gaalo : Al-naadum da yaatu ? Al-riih wa l-bahar kula yasma’o kalaamah !
MAT.8.28	Wa ba’ad Isa gata’ al-bahar hu wisil fi daar al-Jadariyiin wa rujaal itneen marago min bakaan al-khubuur wa jo laagooh. Wa humman muchootiniin wa mujrimiin bilheen wa l-naas khaafo minhum wa naadum waahid ma yagdar yamchi be l-derib da. 
MAT.8.29	Wa ajala al-muchootiniin aato wa gaalo : Ya Ibn Allah, tidoor minnina chunu ? Inta jiit achaan ti’azzibna gubbaal al-Hisaab walla ?
MAT.8.30	Wa khanaaziir katiiriin gaa’idiin basraho gariib leehum. 
MAT.8.31	Wa l-chawaatiin gaalo le Isa : Kan tidoor tatrudna, khalaas, rassilna fi l-khanaaziir dool.
MAT.8.32	Wa Isa gaal leehum : Yalla amchu.
MAT.8.32	Wa marago min al-rujaal wa faato dakhalo fi l-khanaaziir. Wa l-khanaaziir kulluhum jaro min juruf al-hajar wa waga’o fi l-bahar wa khalaas al-almi akalaahum. 
MAT.8.33	Wa ru’yaan al-khanaaziir jaro fi l-hille wa ooro akhwaanhum be kulla cheyy al-chaafooh wa kikkeef al-muchootiniin ligo al-aafe. 
MAT.8.34	Wa naas al-hille kulluhum marago achaan yigaabulu Isa wa wakit ligooh, chahadooh achaan yamrug min daarhum.
MAT.9.1	Wa khalaas, Isa rikib fi l-markaba wa gata’ al-bahar wa gabbal fi hillitah Kafar Naahuum. 
MAT.9.2	Wa naas waahidiin jaabo leyah raajil mukarsah raagid fi sariirah. Wa Isa chaaf iimaanhum wa gaal le l-raajil al-ma’duur : Ya wileedi, chidd heelak ! Ana khafart leek zunuubak.
MAT.9.3	Wa waahidiin min al-ulama gaalo fi guluubhum : Kalaam al-naadum da kalaam muchrik.
MAT.9.4	Wa Isa irif fikirhum. Wa sa’alaahum wa gaal : Maala tuguulu cheyy fasil fi guluubku ? 
MAT.9.5	Weenu al-hayyin nuguulah min al-kalaam al-itneen dool ? Nuguul «khafart leek zunuubak» walla nuguul «gumm wa ruukh» ? 
MAT.9.6	Ana nidoor intu ta’arfu kadar ana Ibn al-Insaan indi gudra fi l-ard le nakhfir al-zunuub le l-naas.
MAT.9.6	Wa hajja le l-ma’duur wa gaal : Gumm, chiil sariirak wa amchi beetak.
MAT.9.7	Wa khalaas al-naadum gamma wa macha beetah. 
MAT.9.8	Wakit al-naas chaafooh, khaafo bilheen wa chakaro Allah achaan hu anta gudra misil di le l-naas.
MAT.9.9	Wa Isa maachi jamb maktab al-jamaarik wa chaaf naadum waahid gaa’id bakhdim foogah wa usmah Matta. Wa Isa gaal leyah : Ta’aal taabi’ni.
MAT.9.9	Wa khalaas gamma foog wa taaba’ah. 
MAT.9.10	Wa Isa achcha fi beet Matta wa naas katiiriin jo min naas al-jamaarik wa muznibiin aakhariin misilhum. Wa jo ga’ado ma’a Isa wa talaamiizah. 
MAT.9.11	Wa waahidiin min al-Fariisiyiin chaafoohum wa sa’alo talaamiizah wa gaalo : Maala sayyidku yaakul ma’a naas al-jamaarik wa l-muznibiin ?
MAT.9.12	Wa Isa simi’ kalaamhum wa gaal : Naas tayyibiin ma hawjaaniin daktoor, illa l-mardaaniin bas al-hawjaaniin. 
MAT.9.13	Amchu agru kalaam Allah al-buguul {Sawwu al-kheer. Da bas al-nidoorah minku, ma al-dahiiye} wa fakkuru fi ma’anaatah. Wa khalaas, ana ma jiit achaan ninaadi al-saalihiin le l-tooba laakin jiit achaan ninaadi al-muznibiin.
MAT.9.14	Waahidiin min talaamiiz Yahya jo le Isa wa sa’alooh wa gaalo : Aniina nusuumu wa l-Fariisiyiin kula busuumu. Maala talaamiizak ma busuumu ?
MAT.9.15	Wa Isa radda leehum wa gaal : Kan naas gaa’idiin fi iris wa l-ariis ma’aahum, yahazno walla ? Wa laakin yoom waahid baji wa l-ariis bichiiluuh minhum wa fi l-wakit daak, busuumu.
MAT.9.16	Ma fi naadum al-yarga’ git’e jadiide fi khalag gadiim achaan al-rug’a al-jadiide ticharrit al-khalag al-gadiim wa l-gadd yabga ziyaada min awwal. 
MAT.9.17	Wa l-naas ma busubbu khamar jadiid fi girbe gadiime achaan kan sawwo misil da, al-girbe tinchagga. Wa misil da, al-khamar bidaffig wa l-girbe tatlaf. Wa laakin busubbu al-khamar al-jadiid fi girbe jadiide wa misil da yahfado al-khamar ma’a l-girbe sawa.
MAT.9.18	Wa wakit Isa gaa’id yihajji fi l-kalaam da, naadum waahid mas’uul fi beet al-sala ja wa sajad giddaamah wa gaal : 
MAT.9.19	Bineeyti dahaabha maatat wa laakin ta’aal almasha be iidak wa hi tahya.
MAT.9.19	Wa Isa gamma wa macha ma’aayah wa talaamiizah kula macho ma’aayah sawa.
MAT.9.20	Wa mara waahide garrabat le Isa min waraayah wa hi ta’baane. Dammaha bidaffig min atnaachar sana. Wa jaat limsat taraf khalagah 
MAT.9.21	wa gaalat fi galibha : Kan limist khulgaanah nalga al-aafe.
MAT.9.22	Wa Isa anlafat wa chaafaaha wa gaal : Ya bineeyti, chiddi heelki. Iimaanki beyi najjaaki.
MAT.9.22	Wa khalaas min al-wakit da bas, hi ligat al-aafe. 
MAT.9.23	Wa Isa dakhal fi beet al-mas’uul wa chaaf darraabiin al-keeta hana l-moot wa naas gaa’idiin yabku katiir. 
MAT.9.24	Wa Isa gaal leehum : Yalla amchu. Al-bineeye ma maatat. Hi naayme bas.
MAT.9.24	Wa dihiko leyah. 
MAT.9.25	Wa wakit kulla l-naas marago, Isa dakhal fi lubb al-beet wa karab iid al-bineeye wa hi gammat. 
MAT.9.26	Wa l-khabar da ansama’ fi kulla l-balad di.
MAT.9.27	Wa Isa maachi giddaam wa amyaaniin itneen taaba’ooh. Wa gaa’idiin yasarkho wa gaalo : Ya Ibn Dawuud, arhamna.
MAT.9.28	Wa wakit Isa dakhal fi l-beet, humman jo leyah wa hu sa’alaahum wa gaal : Sahiih intu ti’aamunu kadar indi gudra nidaawiiku walla ?
MAT.9.28	Wa raddo leyah wa gaalo : Aywa sayyidna.
MAT.9.29	Wa Isa limis uyuunhum wa gaal : Khalli yabga leeku misil aamantu beyah.
MAT.9.30	Wa khalaas, uyuunhum anfataho wa chaafo. Wa Isa amaraahum wa gaal : Angar’u! Ma ti’ooru beyah naadum waahid.
MAT.9.31	Wa laakin macho wa chattato al-khabar da wa usmah tala’ fi kulla l-balad di.
MAT.9.32	Wa wakit al-rujaal dool maargiin min al-beet, naas waahidiin jaabo naadum abkam wa hu muchootin. 
MAT.9.33	Wa Isa tarad cheetaanah wa l-abkam gamma bihajji. Wa l-naas ajjabo bilheen wa gaalo : Cheyy ajiib misil da abadan ma chifna fi daar Israa’iil.
MAT.9.34	Wa laakin al-Fariisiyiin gaalo : Al-naadum da yatrud al-chawaatiin be gudrat kabiir al-chawaatiin.
MAT.9.35	Isa gaa’id yuruukh fi ayyi madiina wa ayyi hille wa yi’allim al-naas fi buyuut al-sala wa yiballikh bichaarat al-mamlaka wa yidaawi kulla naadum al-indah ayyi marad. 
MAT.9.36	Wa Isa chaaf naas katiiriin bilheen jaayiin leyah wa hanna fooghum achaan humman ta’baaniin wa muchattatiin misil khanam al-ma induhum raa’i. 
MAT.9.37	Wa gaal le talaamiizah : Al-naas dool misil zere’ kabiir wa khallitah nijdat khalaas wa laakin al-naas al-yakhdumu chiyya. 
MAT.9.38	Achaan da, atlubu min siid al-zere’ hu yirassil khaddaamiinah yilimmu khallitah.
MAT.10.1	Wa Isa naada talaamiizah al-atnaachar wa antaahum gudra achaan yaturdu al-chawaatiin wa yidaawu kulla naadum al-indah ayyi marad. 
MAT.10.2	Wa asaame al-rujaal al-atnaachar al-ja’alaahum rusul humman awwal Sim’aan al-binaaduuh Butrus wa akhuuh Andareeyas, wa Yaakhuub wileed Zabadi wa akhuuh Yuuhanna, 
MAT.10.3	wa Filibbus wa Bartulma, wa Tuuma wa Matta al-jumriki, wa Yaakhuub wileed Halfa wa Taddaaya, 
MAT.10.4	wa Sim’aan al-Sawri wa Yahuuza al-Iskhariyooti, al-naadum al-khaan Isa.
MAT.10.5	Dool humman al-rusul al-atnaachar. Wa Isa rassalaahum fi ust al-naas. Wa amaraahum wa gaal : Ma tamchu le l-naas al-ma Yahuud wa ma tadkhulu fi ayyi hille hana l-Samaariyiin. 
MAT.10.6	Amchu illa fi ust al-khanam al-muwaddariin hana Bani Israa’iil. 
MAT.10.7	Wa wakit intu maachiin fi l-derib, ballukhu al-bichaara guulu Mamlakat Allah garrabat. 
MAT.10.8	Al-mardaaniin daawuuhum wa l-maytiin gawwumuuhum wa l-induhum baras antuuhum al-aafe wa l-chawaatiin aturduuhum min al-naas. Ana anteetku wa ma sa’alt minku cheyy wa khalaas, antu le l-naas wa ma tas’alo minhum cheyy. 
MAT.10.9	Ma tichiilu ma’aaku gurus wa la dahab wa la fudda wa la nahaas. 
MAT.10.10	Wa ma tichiilu zaad wa la jalaaliib itneen wa la ni’iilaat wa ma tichiilu asa. Achaan al-akil waajib le l-khaddaam wa akiid talgooh.
MAT.10.11	Wa ayyi madiina walla hille dakhaltu foogha, fattuchu fiiha naadum zeen wa dallu fi beetah lahaddi tamchu min al-bakaan da. 
MAT.10.12	Wa wakit intu tadkhulu fi l-beet, as’alo salaam Allah foogah. 
MAT.10.13	Wa kan naas al-beet zeeniin, khalli salaamku yagood foog al-beet da. Wa kan naas al-beet ma zeeniin, khallu salaamku yigabbil leeku. 
MAT.10.14	Wa kan naas hana ayyi beet walla ayyi hille ma yakhbalooku wa ma yidooru kalaamku, amurgu min al-bakaan da wa hittu al-ajaaj min rijileenku. 
MAT.10.15	Nuguul leeku al-hagg, fi yoom al-Hisaab, al-azaab al-yanzil foog naas al-bakaan da yabga ziyaada min al-azaab al-yanzil foog naas al-mudun Saduum wa Gamuura
MAT.10.16	Asma’o, nirassilku fi ust al-naas wa tabgo misil khanam fi ust al-maraafi’iin. Achaan da, laazim tabgo nujaad bilheen wa daluuliin marra waahid. 
MAT.10.17	Aw’u baalku min al-naas, achaan yiwadduuku le l-charii’a wa yajluduuku fi buyuut al-sala. 
MAT.10.18	Wa yiwadduuku giddaam al-hukkaam wa l-salaatiin achaan intu naasi. Wa fi l-bakaan da, tachhado leyi giddaam al-naas al-induhum diin wa giddaam al-naas al-ma induhum diin. 
MAT.10.19	Wa wakit yakurbuuku wa yiwadduuku le l-kubaaraat, ma tihimmu le l-kalaam al-tuguuluuh walla kikkeef tihajju. Achaan fi l-wakit da, Allah yantiiku al-kalaam al-tuguuluuh. 
MAT.10.20	Al-kalaam ma baji minku wa laakin min Ruuh abuuku Allah. Hu yihajji be khuchuumku.
MAT.10.21	Wa fi l-wakit al-jaayi da, naadum waahid yisallim akhuuh le l-moot wa abu iyaal yisallim wileedah wa l-iyaal yabgo aasiyiin le waaldeenhum wa yaktuluuhum. 
MAT.10.22	Wa kulla l-naas yakrahooku achaan usmi. Wa laakin al-naadum al-yagood saabit lahaddi kumaalit kulla cheyy, hu yanja. 
MAT.10.23	Wa wakit yita’’ubuuku fi hille waahide, ajru fi hille aakhara. Achaan nuguul leeku al-hagg, ma tagdaro tikammulu amalku fi hillaal Israa’iil gubbaal Ibn al-Insaan ma yaji.
MAT.10.24	Al-tilmiiz ma akbar min sayyidah wa l-abid ma akbar min siidah. 
MAT.10.25	Wa l-tilmiiz radyaan kan yabga misil sayyidah wa l-abid radyaan kan yabga misil siidah. Wa kan buguulu siid al-beet «hu Ibliis», akiid buguulu nafs al-cheyy ziyaada fi naas beetah. 
MAT.10.26	Ma takhaafo minhum. Ma fi cheyy mulabbad al-ba’adeen ma yibiin wa ma fi achiir al-ma bin’arif. 
MAT.10.27	Ayyi cheyy al-nuguulah leeku fi l-leel, guuluuh fi l-nahaar. Wa l-kalaam al-simi’tuuh be raaha, ballukhuuh barra fi l-chawaari’. 
MAT.10.28	Ma takhaafo min al-naas. Yagdaro yaktulu al-naadum wa laakin ma yagdaro yaktulu ruuhah. Akheer leeku takhaafo min Allah. Hu yagdar yidammir al-jilid wa l-ruuh sawa fi Jahannam. 
MAT.10.29	Ta’arfu kadar bibii’u tuyuur itneen be riyaal waahid. Wa be da kula, kan waahid minhum yaga’ fi l-turaab, abuuku Allah ya’arfah. 
MAT.10.30	Wa leeku intu, Allah gaa’id yifakkir fiiku wa ya’arif adad al-suuf al-fi raasku. 
MAT.10.31	Khalaas, ma takhaafo. Ayyi naadum minku akheer le Allah ziyaada min tuyuur katiiriin. 
MAT.10.32	Ayyi naadum al-bachhad leyi giddaam al-naas, ana kula nachhad leyah giddaam abuui Allah. 
MAT.10.33	Wa ayyi naadum al-yankurni giddaam al-naas, ana kula nankurah giddaam abuui Allah.
MAT.10.34	Ma tukhuttu fi uguulku kadar ana jiit achaan nijiib al-salaam fi l-ard. Ma jibt al-salaam laakin jibt al-seef. 
MAT.10.35	Ana jiit achaan nikhaalif al-wileed ma’a abuuh wa l-bineeye ma’a ammaha wa mara ma’a nasiibitha. 
MAT.10.36	Wa be misil da, naas beetah yabgo aduuh le l-naadum. 
MAT.10.37	Ayyi naadum al-yihibb abuuh walla ammah ziyaada minni ma waajib leyah yabga tilmiizi. Wa ayyi naadum al-yihibb wileedah walla bineetah ziyaada minni ma waajib leyah yabga tilmiizi. 
MAT.10.38	Ayyi naadum al-aba ma yakrub ta’ab al-saliib
MAT.10.39	Ayyi naadum al-yidoor yinajji nafsah, yiwaddir. Wa l-naadum al-yiwaddir nafsah fi chaani, hu bas yanja.
MAT.10.40	Wa ayyi naadum al-khiblaaku khiblaani. Wa l-naadum al-khiblaani khibil Allah al-rassalaani. 
MAT.10.41	Wa ayyi naadum al-yakhbal nabi fi beetah achaan hu nabi, yalga ajur hana nabi. Wa ayyi naadum al-yakhbal raajil saalih achaan hu raajil saalih, yalga ajur hana raajil saalih. 
MAT.10.42	Wa ayyi naadum al-yanti le naadum min naasi al-sukhaar dool chokhol sakhayyar misil kaas hana almi baarid achaan hu tilmiizi, nuguul leeku al-hagg, ajrah ma yiwaddir abadan.
MAT.11.1	Wa ba’ad Isa gaal kulla l-kalaam da le talaamiizah al-atnaachar, hu gamma min hinaak wa macha yi’allim al-naas wa yiballikh al-bichaara fi hillaalhum. 
MAT.11.2	Wa fi l-wakit da, Yahya gaa’id fi l-sijin. Wa simi’ khabar hana amal al-Masiih wa rassal waahidiin min talaamiizah le Isa 
MAT.11.3	achaan yas’alooh wa yuguulu leyah : Inta al-naadum al-yaji walla waajib narjo naadum aakhar ?
MAT.11.4	Wa Isa radda leehum wa gaal : Amchu wa ooru Yahya be kulla cheyy al-chiftuuh wa l-simi’tuuh. 
MAT.11.5	Al-amyaaniin gaa’idiin bichiifu wa l-uruj buruukhu wa l-induhum baras balgo al-aafe wa l-tarchaaniin basma’o wa l-maytiin bab’aso wa l-masaakiin gaa’idiin basma’o al-bichaara. 
MAT.11.6	Wa mabruuk le l-naadum al-ma bichakkik foogi.
MAT.11.7	Wa wakit talaamiiz Yahya gammo maachiin, Isa bada yihajji fi Yahya le l-naas al-gaa’idiin ma’aayah. Wa gaal : Wakit Yahya gaa’id fi l-kadaade, intu maragtu leyah. Wa dawwartu tichiifu chunu ? Dawwartu tichiifu ageegaay bas al-riih tihizzaha walla ? 
MAT.11.8	Wa kan ma ke, dawwartu tichiifu chunu ? Naadum laabis khalag sameh ? La. Achaan al-naas al-laabsiin khulgaan samhiin gaa’idiin fi buyuut al-muluuk. 
MAT.11.9	Zeen, maragtu achaan tichiifu chunu ? Achaan tichiifu nabi ? Aywa wa nuguul leeku chiftu naadum akbar min nabi. 
MAT.11.10	Wa da bas hu al-be sababah al-Kitaab buguul {Asma’o. Nirassil marsuuli giddaamak wa hu yi’addil leek al-derib}. 
MAT.11.11	Wa nuguul leeku al-hagg, ma fi naadum mawluud min mara akbar min Yahya al-Mukhattis. Wa laakin al-naadum al-sakhayyar fi mamlakat Allah akbar minnah. 
MAT.11.12	Wa min awwal yoom hana khidmit Yahya al-Mukhattis, naas gaa’idiin yi’assuru mamlakat Allah wa naas yamsukuuha be gu. 
MAT.11.13	Allah kallam le l-naas fi l-Tawraat wa fi kutub al-nubuuwa kulluhum lahaddi Yahya ja. 
MAT.11.14	Wa kan induku niiye tisaddugu kalaami da, Yahya hu Iliyaas al-gaa’idiin tarjooh. 
