GEN.1.1	Indeeŋe ta matapopoten kat na, Anutu iur saamba mi toono mi koroŋ ta boozomen.
GEN.7.14	ramaki zin mbili matakiŋa kar kana mi buzur matakiŋa su kana, mi koroŋ matakiŋa ta tikarra pa toono na, mi man matakiŋa ta boozomen. 
GEN.7.15+GEN.7.16	Tana koroŋ kalaŋan matakiŋa ta boozomen, ruruŋa, tomooto mi paŋgaara, ta ziŋan Noa tilela wooŋgo leleene, kembei ta muŋgu Anutu iso na. To Merere itunu ikotkaala kataama pizin.
GEN.7.17	Nonor ikelkel kat ma irao aigule tomtooru. Mi yok ipen ma ise kor ma li irao be wooŋgo ipotpot. 
GEN.7.18	Mi yok tana mburaana biibi ma ilip mi izze ma iwe li biibi, to wooŋgo ipotpot se mi izurzur. 
GEN.7.19	Tana yok izze raama mburaana biibi ma ilol abal bibip ta boozomen. 
GEN.7.20	Mi yok ipen ma izalla izalla ma ilip pa abal utenuten ta boozomen irao re paŋ (8 mita). 
GEN.7.21	Tana koroŋ kalaŋan boozomen ta timbotmbot pa toono na, timonmon lup. Mbili kar kan, buzur su kan, mi koroŋ karraŋan, ramaki zin tomtom ta boozomen timetmeete lup. 
GEN.7.22	Koroŋ kalaŋan boozomen ta tipa pa toono, ta timap ma tila len. 
GEN.7.23	Ina zaala ta Merere ipambiriizi koroŋ ta boozomen pa toono. Zin tomtom, mbili, koroŋ karraŋan, mi man ta tirie sala maŋaanaŋana na, sa imbot mini som. Timap ma tila len. Tamen Noa ziŋan wal kini, zin timbot ambai lela wooŋgo leleene.
GEN.7.24	Tana yok ilol toono ma imbot irao puulu lamata (aigule 150).
GEN.8.1	Anutu, ni mataana iŋgalŋgal Noa mi koroŋ boozomen ta ziŋan Noa timbotmbot lela wooŋgo leleene na. Tana ikam miiri ma imar be iwike yok ma izzu. 
GEN.8.2	To toono kwoono ta yok iwedet pa i, mi saamba kwoono ta yok izzu pa i, timun mini mi yaŋ imet. 
GEN.8.3+GEN.8.4	Tana yok ikamam be izzu. Puulu lamata imap na, yok matapot. Indeeŋe puulu iwe lamata mi ru ka mbeŋ lamoro mata mi ru na, wooŋgo ileege sala abal Ararat uteene. 
GEN.8.5	Yok izzu men ma indeeŋe puulu iwe laamuru ka mbeŋ mataana kana, to abal utenuten tizze be timbot mat. 
GEN.8.6+GEN.8.7	Aigule tomtooru tomen imap, to Noa ipakaaga wooŋgo ka konkwoono ta muŋgu iurpe na, mi ipirie man aŋkor ta ma ila. Man tana irie ma ikoliuliu ma irao yok imaaga kat. To imiili mini som.
GEN.8.8	Tabe Noa isombe iute: Ko yok isula kek, som zen? Tana ipirie mbalmbal ta ma ila. 
GEN.8.9	Tamen yok imaaga kat zen. Tabe mbalmbal irao indeeŋe muriini sa be isala na som. Tana imiili ma imar mini, mi Noa isara namaana ipera mat, mi man ise namaana, to ikami ma ilela. 
GEN.8.10	Noa inaama ma aigule lamata mi ru tomen imap, to ipirie mbalmbal ma ila mini. 
GEN.8.11	Rorou na, mbalmbal imiili ma imar raama ke olib ruunu popoŋana ta imbot la kwoono. Tana Noa iute yok imaaga kek.
GEN.8.12	Noa inaama ma aigule lamata mi ru tomen imap, to ipirie mbalmbal ma ila mini. Mi mazwaana tana mbalmbal imiili som. 
GEN.8.13	Tana indeeŋe Noa ndaama kini irao kembei 601, mi puulu mataana kana ka mbeŋ mataana kana na, yok imaaga pa toono kek. Tana Noa ikiili wooŋgo ka ruumu uteene, mi itiiri lele ma ire yok imaaga pa toono kek. 
GEN.8.14	Indeeŋe puulu toro ka mbeŋ tomoota lamata mi ru na, toono iraraaza ma sek kat.
GEN.8.15+GEN.8.16	To Anutu iso pa Noa, iso: “Zem wooŋgo, mi niomŋan kusim mi lutum bizin mi rwom moori bizin koyooto ma kepera mat. 
GEN.8.17	Mi kam koroŋ kalaŋan boozomen ta niomŋan kombot lela wooŋgo na, ma tiyooto mi tipera mat, bekena tipeebe mi timasak ma tirao pa toono.”
GEN.8.18	Tana Noa ma kusiini mi lutuunu bizin mi rwoono moori bizin tizem wooŋgo ma tipera mat. 
GEN.8.19	Mi zin mbili mi man mi koroŋ karraŋan ta boozomen tiluplup zin la unun, mi tizem wooŋgo ma tipera mat tomini.
GEN.8.20	Tona Noa indou pat pakan mi iurpe patoronŋana muriini pa Merere. Mi ikam mbili mi man pakan ta ambai pa patoronŋana i, mi ipun zin, to iur zin sala pat ndouŋana tana, mi ineene zin be iwe patoronŋana pa Merere. 
GEN.8.21	Mi Merere iyoozo patoronŋana tana kuziini ambaiŋana kat, tona ikam ŋgar ta kembei: “Kaimer ko irao aŋpasaana toono pa sanaana mi sosor kizin tomtom mini na som. Paso, nio aŋute: Indeeŋe zin naŋgaŋŋan mi imar na, ŋgar kizin izanzaana men. Tana nio ko aŋpasaana koroŋ kalaŋan mini kembei ta aŋkam kek na som.
GEN.8.22	Mazwaana ta so toono imbotmbot men,
GEN.8.22	nako kini paazaŋana, mi kini ŋgaamaŋana,
GEN.8.22	lele lomoŋana, mi lele bayouŋana,
GEN.8.22	re mi iwaara, aigule mi mbeŋ.
GEN.8.22	Koroŋ ta boozomen tana ko irao imap na som.
GEN.8.22	Kola imbotmbot men.”
GEN.9.1	To Anutu ipombol Noa ziŋan lutuunu bizin, mi iso pizin ta kembei: “Kepeebe mi kamasak ma karao pa toono ta boozomen. 
GEN.9.2	Koroŋ boozomen ta timbotmbot pa su lene na, ziŋan man, mi koroŋ karraŋan, mi ye ko matan koikoi mi timoto yom. Mi nio aŋzem zin ima nomoyom be komboro zin. 
GEN.9.3	Muŋgu aŋkam koyom zeere mi kini men be kakan. Mi koozi na, aŋkam koroŋ kalaŋan boozomen ta tiwwa pa toono na piom be kakan tomini.”
GEN.9.4	“Mi koroŋ tamen ta aŋgalsek pa. Buzur mazaana ta siŋ imbot la na, kakan pepe. Paso, siŋ ta ikam ma koroŋ kalaŋan timbot matan yaryaara.
GEN.9.5	Tana tomtom sa sombe ipun yom ma siŋiyom ireere, nako nio aŋpokot. Mi sombe buzur sa ikan tomtom sa ma siŋiini ireere, nako kupuni ma imeete be ikot tomtom tana siŋiini. Mi sombe tomtom tasa ipun tomtom toro ma imeete, na ni itunu siŋiini ko ireere be ipokot tomtom tana siŋiini.”
GEN.9.6	Tana tomtom ta so ipun tomtom toro ma imeete,
GEN.9.6	na ni tomini, tomtom ko tipuni ma imeete.
GEN.9.6	Paso, Anutu iur tomtom irao itunu ruŋguunu. 
GEN.9.7+GEN.9.8+GEN.9.9+GEN.9.10	To Anutu iseeŋge sua kini, mi iso pa Noa ziŋan lutuunu bizin ta kembei: “Niom kepeebe mi kamasak ma karao pa toono. Mi keleŋ. Niom mi zin popoŋana tiom tabe tipet pa kaimer i, mi koroŋ kalaŋan boozomen ta niomŋan kombot lela wooŋgo leleene mi kepet mat mi kombotmbot su toono na, nio aŋsombe aŋbuk sua piom.
GEN.9.11	Sua ta kembei: Nio ko irao aŋkam mini nonor biibi sa be ipambiriizi koroŋ kalaŋan ma tila len na som. Mi toono ta kembena. Nonor biibi sa ko irao ipasaana mini na som.”
GEN.9.12+GEN.9.13	To Anutu iseeŋge sua kini ma iso: “Za tio ta imbot la maŋaanaŋana na, ta iŋgi buri aŋur be iwe kilalan pa sua tio mbukŋana tana. Sua tana, nio aŋbuk piom mi koroŋ kalaŋan boozomen ta niomŋan kombotmbot pa toono na. Sua tana kola imbotmbot ma alok. 
GEN.9.14+GEN.9.15	Beso aŋur miiri tieene sala maŋaanaŋana mi za ipet ramaki, na nio ko motoŋ iŋgal sua ta aŋbuk piom mi koroŋ kalaŋan ta boozomen. Sua ta kembei: Nonor sa ko irao ipambiriizi yom mini som. 
GEN.9.16	Tana za isombe iwedet la miiri tieene, na nio ko aŋre la pa, mi motoŋ iŋgalŋgal sua ta aŋbuk pa koroŋ kalaŋan boozomen ta timbotmbot pa toono na. Pa sua tana kola imbotmbot ma alok.”
GEN.9.17	Tana Anutu iso pa Noa ta kembei. Iso: “Za, ina iwe kilalan pa sua ta aŋbuk pa koroŋ kalaŋan boozomen ta timbotmbot pa toono na.”
GEN.9.18	Noa lutuunu bizin tel ta timbot wooŋgo mi tiyooto ma tipet mat na, zan: Sem, Ham, mi Yapet. Ham, ni lutuunu zaana Kanaan. 
GEN.9.19	Iwal boozomen ta timbotmbot su toono na, tiyooto pa Noa lutuunu bizin tel tana.
GEN.9.20	Noa, ni tomtom ki woomo, mi ikam maata pa baen paazaŋana. 
GEN.9.21	Aigule ta, ni iwin yok baen ma ikankaana. Mi kawaala kini ipurus ma itop, tabe ikenne le sorok lela beeze kini leleene. 
GEN.9.22	Mi Noa lutuunu Ham, ta Kanaan tamaana na, ire la pa tamaana ta ikenne sorok na, to ila ki toono bizin, mi iso zin pa mbulu ta ire na. 
GEN.9.23	Tamen Sem mi Yapet tigaaba Ham pa mbulu kini tana som. Ziru tila ma tikam kawaala, to tiur se regen, mi tipa ki ndemen ma tila, mi tipakaala taman. Pa lelen be tire taman imbot sorok na som.
GEN.9.24	Noa imaŋga ma mataana ikam pak, to ileŋ sua pa mbulu ta lutuunu kaimerŋana Ham ikam pini na. 
GEN.9.25	Tana ipiri sua sananŋana pini ma iso ta kembei:
GEN.9.25	“Wal ki Kanaan ko tibaada pataŋana biibi kat.
GEN.9.25	Pa zin ko tiwe wal sorrokŋan mi tiwe mbesooŋo pa ton bizin.”
GEN.9.26+GEN.9.27	To iseeŋge sua kini ma iso:
GEN.9.26+GEN.9.27	“Iti tapakur Merere Anutu ki Sem.
GEN.9.26+GEN.9.27	Tamen zin Kanaan ko tiwe mbesooŋo sorok pa wal ki Sem.
GEN.9.26+GEN.9.27	Yapet lutuunu bizin, Anutu ko ipamasak zin ma tiwe boozo, mi iseeŋge toono kizin ma iwe biibi.
GEN.9.26+GEN.9.27	Mi ziŋan wal ki Sem ko timbot la mbata mi timbot ambai men.
GEN.9.26+GEN.9.27	Tamen zin Kanaan ko tiwe mbesooŋo sorok pa wal ki Yapet.”
GEN.9.28+GEN.9.29	Nonor biibi imap, tona Noa imbot pa ndaama 350 tomen. Tana ndaama kini irao kembei 950, mana imeete.
GEN.10.1	Iŋgi mbol ki Noa lutuunu bizin mi popoŋana kizin.
GEN.10.1	Noa ipeebe lutuunu bizin tel, zan Sem, Ham, mi Yapet. Nonor biibi imap, to popoŋana kizin tipet ta kembei:
GEN.10.2	Yapet lutuunu bizin na: Gomer, Magog, Madai, Yaban, Tubal, Mesek, mi Tiras. 
GEN.10.3	To Gomer lutuunu bizin na: Askenas, Ripat, mi Togarma. 
GEN.10.4	Mi Yaban lutuunu bizin na: Elisa, Tasis, Kitim, mi Dodanim. 
GEN.10.5	Zin wal uunu tana, ina Yapet tumbuunu bizin. Zin tila ma tirao sousou mi mutu ta boozomen. Un tataŋa tila timbot la lele kizin kizin, to tiparmbot molo pizin, mi ziŋan tiparso sua pizin mini som. Tabe kalŋan itooro ma iwe ndelndelŋa.
GEN.10.6	Mi Ham ni lutuunu bizin na: Kus, Aikuptu, Put, mi Kanaan. 
GEN.10.7	To Kus lutuunu bizin na: Seba, Abila, Sapta, Rama, mi Sapteka. Rama lutuunu bizin na: Siba mi Dedan.
GEN.10.8	Kus, ni ipeebe pikin ta, zaana Nimrot. Nimrot, ni zaana biibi pa malmal, 
GEN.10.9	mi Merere ire i kembei ni irao kat pa noŋana. Tanata kaimer tizzo ta kembei: Tomtom ta so irao kat pa noŋana na, ni kembei ta Nimrot. 
GEN.10.10	Nimrot, ni imboro lele pakaana biibi ta zaana Sinar (zaana toro Babilon). Lele tana na, kar bibip tel timbot pa. Zan Babel, Erek, mi Akat. 
GEN.10.11+GEN.10.12	Kaimer to Nimrot izem lele tana, mi ila pa lele pakaana ki Asiria mi iur kar bibip paŋ ta zan Ninibe, Reobot-Ir, Kala, mi Resen. Kar Resen, ina imbot la kar Ninibe mi kar Kala mazwan. Mi kar biibi kat ta Ninibe.
GEN.10.13+GEN.10.14	Mi Aikuptu lutuunu bizin na: Lud, Anam, Leap, Naptu, Patrus, Kaslu, mi Kaptor. Kaslu tana, ta zin Pilistia kan tiyooto pini.
GEN.10.15+GEN.10.16+GEN.10.17+GEN.10.18+GEN.10.19	Kanaan lutuunu bizin na: Sidon, ta pikin muŋgamuŋga, to Et, Yebus, Amor, Girgas, Ep, Aki, Sini, Arbad, Semar, mi Amat.
GEN.10.15+GEN.10.16+GEN.10.17+GEN.10.18+GEN.10.19	Kaimer to zin popoŋana ki Kanaan tiparreege zin ma tiwe un un, mi tila timbot pa lele pakaana ta ka seŋgaaŋa uunu isu kar Sidon, mi isula pa kar Gerar mi kar Gasa, to ikakat ma ilae pa lele ta kar Sodom, Gomora, Adma, mi Seboim timbot pa na. To isala mini, mi imap su kar Lasa. Ina lele kizin Kanaan. 
GEN.10.20	Wal tana, ta tipet pa Ham. Mi tiwe un boozo, mi tila timbot la zitun lele kizin kizin, mi kalŋan ndelndelŋa.
GEN.10.21	Noa lutuunu Sem, ta Yapet toono na, ni tomini ipeebe, mi iwe zin wal ki Eber un. 
GEN.10.22	Sem lutuunu bizin na: Elam, Asur, Apaksat, Lut, mi Aram. 
GEN.10.23	Aram lutuunu bizin na: Us, Ul, Geter, mi Mas. 
GEN.10.24	Apaksat, ni ipeebe Sela. Mi Sela, ni ipeebe Eber. 
GEN.10.25	Eber lutuunu bizin ru. Ta zaana Pelek, mi toro zaana Yoktan. Indeeŋe tana, zin tomtom timureege, mi tila timbot leŋaleŋa. Tanata tipaata pikin ta zaana be Pelek.
GEN.10.26+GEN.10.27+GEN.10.28+GEN.10.29	Yoktan lutuunu bizin na: Almodat, Selep, Asamabet, Yera, Adoram, Usal, Dikla, Obal, Abimael, Seba, Opir, Abila, mi Yobap. Wal tina, ta Yoktan lutuunu bizin. 
GEN.10.30	Toono kizin ka seŋgaaŋa uunu iyaara isu Mesa, mi ila ipet lele abalabalŋana ki Separ ta imbot la ki zoŋ uunu. 
GEN.10.31	Wal tana, ta tipet pa Sem ma tiwe un un boozo, mi tila timbot la toono kizin kizin, mi kalŋan ndelndelŋa.
GEN.10.32	Tana nonor biibi imap, to Noa popoŋana kini ta zan ise tiŋgi lutuunu bizin tila mi tirao pa lele ta boozomen ma tiwe wal uunu boozo. Zin tel tana, ta tiwe wal boozomen ta timbotmbot toono na un.
GEN.11.1	Muŋgu zin tomtom ta timbot su toono na, zin ta boozomen kalŋan tamen. 
GEN.11.2	Mi zin tizirri zin ma tilala pa zoŋ uunu, to tindeeŋe lele keteeneŋana ta, ta imbot pa lele pakaana ki Sinar, mi tipun su tana.
GEN.11.3	To timaŋga mi tiparso pizin ta kembei: “Lak! Kozo totooro toono sa mi teneene pa you be ipet ma iwe kembei ta pat mbolŋana i.” Tana tikam ta kembei, to len koroŋ be tipo ruumu mbolŋana pa. Mi tikam koroŋ toro kembei ta zim i, be ikis pat tana ma imbol.
GEN.11.4	To timaŋga mi tiso: “Lak! Kozo iti tuur lende kar biibi sa, mi topo urum tau uteene isala ma koŋsala saamba. Naso zanda iwe biibi. Mi koroŋ toro tomini. Uraata biibi tiŋgi ko ilup ti ma tewe tamen. Kokena tumureege ma tombot leŋaleŋa irao toono ta boozomen.”
GEN.11.5	To Merere isu be ilou zin, mibe ire kar biibi mi urum tau tomtom tiwwo ma uteene isala ta kor a. 
GEN.11.6	Tabe iso: “Wae! Zin tomtom tau tilup ma tiwe tamen kek. Mi tiso kalŋan tamen. Mi iŋgi timaŋga pa uraata biibi ta tiŋgi tomini. Tana kaimer ko matan pasom uraata bibip ta boozomen. 
GEN.11.7	Kozo tusula mi totooro kalŋan ma iwe ndelndelŋa. Naso tapakankaana zin ma irao tiparleŋ kalŋan mini som.”
GEN.11.8	Tona Merere iyaŋgwiiri zin mi tiko papirik ma tirao pa lele ta boozomen. Tana tizem uraata biibi tana ma imborene.
GEN.11.9	Kar biibi tana, tipaata zaana be ‘Babel.’ Paso, indeeŋe ta tomtom ta boozomen timbotmbot tana na, Merere itooro kalŋan bekena ipakankaana zin, mi iyaŋgwiiri zin ma tila tirao pa toono ta boozomen.
GEN.11.10	Sem popoŋana kini tipet ta kembei:
GEN.11.10	Indeeŋe nonor biibi imap mi ndaama ru ilae na, Sem ipeebe pikin tomooto ta, zaana Apaksat. Mazwaana tana Sem ndaama kini irao 100 kek. 
GEN.11.11	Apaksat isu, to Sem imbot pa ndaama 500 tomen, mi ipeebe pikin pakan, mana imeete.
GEN.11.12	Apaksat ndaama kini irao 35, to ipeebe pikin tomooto ta, zaana Sela. 
GEN.11.13	Sela isu to Apaksat imbot pa ndaama 403 tomen, mi ipeebe pikin pakan, mana imeete.
GEN.11.14	Sela ndaama kini irao 30, to ipeebe pikin tomooto ta, zaana Eber. 
GEN.11.15	Eber isu, to Sela imbot pa ndaama 403 tomen, mi ipeebe pikin pakan, mana imeete.
GEN.11.16	Eber ndaama kini irao 34, to ipeebe pikin tomooto ta, zaana Pelek. 
GEN.11.17	Pelek isu, to Eber imbot pa ndaama 430 tomen, mi ipeebe pikin pakan, mana imeete.
GEN.11.18	Pelek ndaama kini irao 30, to ipeebe pikin tomooto ta, zaana Reu. 
GEN.11.19	Reu isu, to Pelek imbot pa ndaama 209 tomen, mi ipeebe pikin pakan, mana imeete.
GEN.11.20	Reu ndaama kini irao 32, to ipeebe pikin tomooto ta, zaana Seruk. 
GEN.11.21	Seruk isu, to Reu imbot pa ndaama 207 tomen, mi ipeebe pikin pakan, mana imeete.
GEN.11.22	Seruk ndaama kini irao 30, to ipeebe pikin tomooto ta, zaana Naor. 
GEN.11.23	Naor isu, to Seruk imbot pa ndaama 200 tomen, mi ipeebe pikin pakan, mana imeete.
GEN.11.24	Naor ndaama kini irao 29, to ipeebe pikin tomooto ta, zaana Tera. 
GEN.11.25	Tera isu, to Naor imbot pa ndaama 119 tomen, mi ipeebe pikin pakan, mana imeete.
GEN.11.26	Tera ndaama kini irao 70, to ipeebe lutuunu bizin tel ta zan Abaram, Naor, mi Aran.
GEN.11.27	Iŋgi Tera ziŋan popoŋana kini mbol kizin:
GEN.11.27	Tera ipeebe Abaram, Naor, mi Aran. Aran, ni ipeebe Lot. 
GEN.11.28	Aran tamaana Tera imbotbot men, mi Aran imeete su kar kini Ur, ta imbot la lele pakaana biibi ki Kaldia na.
GEN.11.29	Abaram iwoolo Sarai, mi Naor iwoolo Milka. Milka ziru Iska taman ta Aran. 
GEN.11.30	Mi Sarai, ni kopo somŋana, tana ipeebe pikin som. 
GEN.11.31	Tera, ni ikam lutuunu Abaram, mi tumbuunu Lot, ta Aran lutuunu na, mi rwoono moori Sarai, ta Abaram kusiini na, ma ziŋan tizem kar Ur tau imbot la lele pakaana ki Kaldia na, mi tisombe tila pa toono Kanaan. Tamen tipet kar Aran, to tipun su mi timbot tana. 
GEN.11.32	Indeeŋe Tera ndaama kini irao 205, to imeete su kar tana.
GEN.12.1	Aigule ta, Merere ipet ki Abaram mi iso pini ta kembei. Iso: “Abaram, zem toono ku, mi tomom ma nom ma toŋmatiziŋ ku, mi maŋga ma la pa toono tabe aŋso u pa i.
GEN.12.2	Nio ko aŋkam popoŋana ku ma tipet ma tiwe boozo kat mi wal zanŋan. Mi kampeŋana tio ko imbotmbot se ku, mi aŋkam zom ma iwe biibi. Mi nu ko we zaala pa wal boozomen be tikam kampeŋana ambaiŋana. 
GEN.12.3	Wal ta so tikampe u, na nio ko aŋkampe zin. Mi zin wal ta so matan pasomu, na keteŋ malmalŋana tio ko ise kizin. Mi nu ko we zaala be kampeŋana biibi ise kizin karkari ta boozomen ta timbotmbot pa toono na.”
GEN.12.4	Merere iso sua tana, to Abaram ito kalŋaana, mi imaŋga ma izem kar Aran. Mi tiziini lutuunu Lot igaabi ma ziŋan tila. Indeeŋe tana Abaram ndaama kini irao 75 kek. 
GEN.12.5	Tana Abaram ikam kusiini Sarai, mi lutuunu Lot, mi mburu kizin ta boozomen ma ziŋan zin mbesooŋo kizin tau tikam zin su kar Aran na, timaŋga pa pai kizin. Tiwwa ma tila, mi tipet toono Kanaan.
GEN.12.6	Abaram bizin tiwwa pa toono Kanaan, mi tila tipet kar Sekem. Kar tina, ke biibi ta imbotmbot, zaana More. Indeeŋe tana, zin tomtom ki Kanaan timbotmbot pa toono tana.
GEN.12.7	To Merere ipet ki Abaram isu tana, mi iso pini. Iso: “Toono tabe aŋkam pa popoŋana ku ta tiŋgi.” To Abaram indou pat isu lele tana be iwe patoronŋana muriini. Paso, Merere ipet kini isu tana.
GEN.12.8	Kaimer na, Abaram izem Sekem, mi ipa ma ila pa lele abalabalŋana ta imbot la zoŋ uunu pa kar Betel. To ipun su kar Betel mi kar Ai mazwan. Kar Betel imbot la iwaara mi kar Ai imbot la re. Mi Abaram ipo patoronŋana muriini isu lele tana mi isuŋ pa Merere.
GEN.12.9	Kaimer to ni imaŋga mini pa pai, mi iwwa ma ila pa lele pakaana biibi ta zaana Negeb.
GEN.12.10	Timbotmbot su tana, mi peteele biibi ipet ma toono ki Kanaan na, kini sa som kat. Tana Abaram iko ma isula pa Aikuptu be imbot ŋana ri, tonabe imiili ma ise mini. 
GEN.12.11	Tila ma tigarau pa Aikuptu, to Abaram iso pa kusiini Sarai ta kembei. Iso: “Leŋ. Nio aŋute nu moori kaibiim kat. 
GEN.12.12	Tana zin wal ki Aikuptu tisombe tire u, nako matan berber pu. To tipun yo ma aŋmeete be tikamu. 
GEN.12.13	Tana kozo tala, to so pizin be nu tom ta nio i. Naso nu ndomom pio, mi tikampe yo ma aŋbot ambai.”
GEN.12.14	Sua ki Abaram ŋonoono kat. Pa tila tipet Aikuptu, to zin Aikuptu kan tire Sarai kembei ni moori kaibiim kat. 
GEN.12.15	Tana zin menderŋan ki king tire i, to tila ki king mi kwon mbesmbeeze pa Sarai. To tila na tikam Sarai, mi tiuri la ruumu ki king. 
GEN.12.16	Mi Sarai ndomoono pa Abaram, tana king ikampe i mi ikam le sipsip, mekmek, makau, doŋki, mi kamel pakan, ramaki mbesooŋo pakan.
GEN.12.17	To Merere ikam ma mete sananŋana kat ise ki king ziŋan zin wal kini. Paso, ni ikam Abaram kusiini Sarai tau. 
GEN.12.18+GEN.12.19	Tana king iboobo Abaram ma imar, mi iyaambi i ta kembei: “Parei ta nu kam mbulu tiŋgi pio? Ni sa nu kusim na! Parei ta nu sombe lumri? Nio aŋurla sua ku, tana aŋsombe aŋkami ma iwe kusiŋ. Is, kam kusim mi niomru kala leyom.” 
GEN.12.20	Tona king iur sua pizin menderŋan kini be tiser Abaram ziru kusiini mi koroŋ kini ta boozomen ma tila len.
GEN.13.1	Tana Abaram ziŋan kusiini mi lutuunu Lot tikam koroŋ kizin ta boozomen ma tizem Aikuptu, mi timiili ma timar mini pa lele pakaana ki Negeb. 
GEN.13.2	Abaram, ni mbio uunu kat. Pa ni le mbili mi pat milmilŋan boozo. 
GEN.13.3+GEN.13.4	To Abaram izem lele ki Negeb, mi imaŋga mini mi izirri i ma ila ipet lele ta imbot la kar Betel mi kar Ai mazwan, mi isuŋ pa Merere su tana. Pa lele tana, ta muŋgu ni ipun su pa mi ipo patoronŋana muriini.
GEN.13.5	Lot, ta ziru Abaram tiwwa na, ni le mbili boozo, mi wal kini ziŋan zin mbesooŋo kini boozomen tomini. 
GEN.13.6	Tana Abaram ziru Lot, len koroŋ boozo kat, mi toono irao be ziru timbot la mbata na som. 
GEN.13.7	To Lot mbesooŋo kini mi Abaram mbesooŋo kini timaŋga mi tiparzooro. (Indeeŋe tana zin wal ki Kanaan mi zin wal ki Peres, zin tomini timbotmbot lele tana.)
GEN.13.8	Tabe Abaram iso pa Lot ma iso: “Ituru toŋmatiziŋ tau. Tana leleŋ be ketende malmal par piti pepe. Mi mbesooŋo kiti tomini, tiparzooro pepe. 
GEN.13.9	Lutuŋ re. Toono biibi ta imbotmbot i. Tana itum re lem lele pakaana sa be mbot pa, mi nio leŋ pakaana. Nu sombe sulae, nako aŋsalae. Mi sombe lelae, nako aŋperae.” 
GEN.13.10	Tona Lot mataana ila mi itiiri lele. Ni ire la pa lele keteeneŋana ta yok Yordan imbot pa ma ila imiili su kar Zoar na. Toono tana ambaiŋana kembei ta mokleene ki Merere mi kembei ta toono kizin Aikuptu. Paso, indeeŋe tana Merere ipasaana kar Sodom mi kar Gomora zen. 
GEN.13.11	Tana Lot ziru Abaram tiparzem zin, mi timbot la mbata mini som. Pa Lot ikam le toono keteeneŋana ta igarau pa yok Yordan na, mi imaŋga be izirri i ma ila pa zoŋ uunu. 
GEN.13.12	Tana Abaram, ni imbotmbot toono Kanaan. Mi Lot, ni imbotmbot toono keteeneŋana ta igarau pa kar Sodom na. 
GEN.13.13	Indeeŋe mazwaana tana, zin tomooto mi moori ki kar Sodom tikamam mbulu bozboozo ma tisosor biibi kat pa Merere mataana.
GEN.13.14	Lot izem Abaram, mana Merere iso pa Abaram. Iso: “Kozo mender mi motom lela, pera, sula, sala, mi tiiri lele. 
GEN.13.15	Toono boozomen ta re i, ina aŋkam pu mi popoŋana ku be kombotmbot pa mi iseeŋge iseeŋge ma ila.
GEN.13.16	Mi nio ko aŋkam popoŋana ku ma tipet ma tiwe munŋaana ka tieene kembei ta ululu toono kana i. Tomtom tasa ko irao be inin zin na som. 
GEN.13.17	Tana maŋga mi pa pa lele ta boozomen tiŋgi mi tiiri. Pa iŋgi, aŋkam ma iwe lem.”
GEN.13.18	Tana Abaram imaŋga mini, mi izirri i ma ila ipet kar Ebron, to ipun su lele ta zaana Mamre. Lele tana ke bibip timbotmbot pa. Mi ipo patoronŋana muriini pa Merere isu tana.
GEN.14.1+GEN.14.2+GEN.14.3+GEN.14.4+GEN.14.5+GEN.14.6+GEN.14.7+GEN.14.8+GEN.14.9	Indeeŋe mazwaana tina, Bera ni king ki kar Sodom, mi Birsa ni king ki kar Gomora, mi Sinap ni king ki kar Adma, mi Semeba ni king ki kar Zebo, mi Kedoleoma ni king ki kar Elam. Kedoleoma tina, ni imboro king paŋ tana ramaki king ki kar Bela, ta zaana toro Zoar na, ma irao ndaama laamuru mi ru kek. Mi indeeŋe ndaama iwe laamuru mi tel pa, to king lamata tana timaŋga mi tizooro king Kedoleoma kalŋaana.
GEN.14.1+GEN.14.2+GEN.14.3+GEN.14.4+GEN.14.5+GEN.14.6+GEN.14.7+GEN.14.8+GEN.14.9	Tana indeeŋe ndaama iwe laamuru mi paŋ pa, to king Kedoleoma iboobo la pa gaabaŋana kini tel ta zan tis: Amrapel, ni king ki kar Sinar, Ariok, ni king ki kar Elasa, mi Tidal, ni king ki kar Goi. Mi king paŋ tina ziŋan malmal kan kizin tila, to ziŋan zin wal ki Repaim tiporou isu kar Asterot-Karnaim ma tilip pizin.
GEN.14.1+GEN.14.2+GEN.14.3+GEN.14.4+GEN.14.5+GEN.14.6+GEN.14.7+GEN.14.8+GEN.14.9	To tila pa kar Am, mi ziŋan zin wal ki Zuzim tiporou ma tilip pizin. To tila pa toono keteeneŋana ki Kiriataim, mi ziŋan zin wal ki Enim tiporou ma tilip pizin. To tila pa lele abalabalŋana ki Seir, mi ziŋan zin wal ki Or tiporou ma tilip pizin. To tiketoto zin ma tila pa kar El Paran, ta imbot kolouŋana pa lele bilimŋana na.
