MAT.1.1	Uvva ukua aglaŋich sivulliaŋiñ Jesus Christ-ŋum, kiŋuviaŋupluni David-miñ Abraham-miñḷu.
MAT.6.1	“Qaunagititchi savaaġiniaqasiuŋ nalaunŋaruakun savaaqsi qiñiqqusaaqsiñaġusi sivuġaatni iñuich. Taatnaġupsi aapapsi qiḷaŋmiittuam akiḷiġumiñaitkaasi. 
MAT.6.2	Taatnamik aatchuġuvich nagliktuutinik nipitusiraġautiginiaqnagich atriḷugich ukpiŋŋuaqtit Jew-ŋuruat katraġviŋitñi suli tumitchiani kamasruqusaaqsiñaqhutiŋ iñuŋnun. Uqautigipsi, akiḷiusiaqaaniktut. 
MAT.6.3	Aglaan aatchuġuvich nagliktuutinik inuqsraqtuanun saumik argaiñ iḷisimapkaġniaqnagu taliqpium argakpich savaaŋanik. 
MAT.6.4	Nagliktuisitchi nalunaqtuakun. Aapavich qiḷaŋmi qiñitlaruam supayaanik akiḷiusiaksritkisigaatin.”
MAT.6.5	“Aasiisuli agaayugupsi piñiaqasi atriḷugich ukpiŋŋuaqtit, atakkii agaayullaturut makitaplutiŋ katraġviŋitñi suli saqquviŋitñi tumitchiat qiñillaŋniaquplutiŋ iñuŋnun. Uqautigipsi, akiḷiusiaqaaniktut. 
MAT.6.6	Aglaan agaayutyaġniaġuvich isiġutin inipnun taluluguasiiñ suli agaayuyumautin aapapnun qiñiġnaitchuamun. Aapavich qiñitlaruam nalunaqtuakun akiḷḷiġisigaatin. 
MAT.6.7	Suli agaayuguvich nipliraġniaqnak imaiḷaanik uqautinik atriḷugich ukpiqtuaŋuŋitchuat, atakkii isumasuurut Agaayyutmun tusaagisiñipḷutiŋ takłiḷugu agaayugumiŋ. 
MAT.6.8	Tuvrautinasi, atakkii Agaayyutim aapapsi iḷisimagaa sumik inuqsraqtilaaqsi apiqsruġaluaqtitnasi ilaanun. 
MAT.6.9	Itna agaayuyumuusi,
MAT.6.9	‘Aapapta qiḷaŋmiittuatiin!
MAT.6.9	Iñupayaaq nunami kamaksriḷi ilipnik ipqiqsitlugu taavrumuuna atqiñ.
MAT.6.10	Aullaġniiḷi aŋalatchił̣hiñ iñupayaanik.
MAT.6.10	Iñupayaaq nunami tupiksriḷi pisułiġikkapnik
MAT.6.10	qiḷaŋmi itmatuntuuq.
MAT.6.11	Aatchuqtigut uvluġaġikpan niqimik inuġikkaptiknik.
MAT.6.12	Suli natqigutiluta killuqsautiptiknik
MAT.6.12	natqigutrisimaaqmatun tamatkua savamaqłuutriruanik uvaptiknun.
MAT.6.13	Suli sivulliutiniaqasigut uuktuaqsiułiġmun,
MAT.6.13	aglaan annautiluta pigiitchuamiñ.
MAT.6.13	[Atakkii umialgurutin saŋŋipayaaqaqhutin kamanautiqaqhutinlu isuitchuamun. Amen.]’
MAT.6.14	Atakkii natqigutigupsigik iñuich killuqsautrigikkasi, Aapapsi qiḷaŋmiittuam natqigutigisipmigaasi. 
MAT.6.15	Aglaan natqigutiŋitkupsigik iñuich killuqsautrigikkasi, Aapapsi qiḷaŋmiittuam natqigutiyumiñaitmigaasi killuutipsitñik.”
MAT.6.16	“Suli uisauraaġupsi, qiññaqaqnasi ipiqtunaqsiḷusi ukpiŋŋuaqtitun. Qiññaġiiḷiraġaġniġaich kiiñatiŋ qiñiqqusaałhiñaqhutiŋ iñuŋnun iliŋitñik uisauraałiġmikni. Uqautigipsi, akiḷiusiaqaaniktut. 
MAT.6.17	Aglaan uisauraaġupsi uqsruqtiġlugich niaqusi, suli iġġuġlugich kiiñasi; 
MAT.6.18	Qiñiqtiłhiñaġniaqasi iñuŋnun uisauraaġusi aglaan Aapapsitñun qiñiġnaitchuamun, suli Aapapsi qiñiqtuam nalunaqtuakun akiḷiusiaksritkisigaasi.”
MAT.6.19	“Tugvaiñasi umialgutinik marrumuŋa nunamun, qupilġullu qałhumlu piiñġiqsakkaŋanun, suli tigliŋniaqtit siqumitchipḷutiŋ tigliktuġviatnun. 
MAT.6.20	Aglaan tugvaisitchi anniġikkapsitñik qiḷaŋmun qupilġullu qałhumlu piiñġiqsaġumiñaisaŋanun, suli tigliŋniaqtit siqumitchumiñaisaŋatnun tigliŋniaġutiŋ. 
MAT.6.21	Atakkii anniġipayaakkavich irviatni uummatin tavraniitkisipmiuq.”
MAT.6.22	“Iri naniġigaa timim. Irrakkiñ qiñitlakpaknik qaunagilguniaqtutin aullapayaaġuvich. 
MAT.6.23	Aasiiñ irrakkiñ pigiitpaknik ilvich saptaaqsiñiaqtutin. Aglaan qiñilguitchupku Agaayyun [kaŋiqsitḷaiḷḷutin pisułhanik] qanutunaglaan taaqtuaq ilipni tatamnaqtiginiaqpa!”
MAT.6.24	“Kiñaliqaa savautriyumiñaitchuq malġuŋnik aŋaayuqaqaġuni. Atakkii uumigigisigaa iḷaqataa aasiiñ piqpagilugu iḷaqataa, naagaqaa iluqnauqsimaaġisiruq iḷaqataanun aasiiñ suksraaġlugu iḷaqataa. Savautriyumiñaitchutin iluqaaknik Agaayyutmiglu maniŋmiglu. 
MAT.6.25	Taatnamik uqautigipsi, isumaaluŋniaqasi iñuułipsitñik, sumik niġigisipmagaapsi suli imiġusi, naagaqaa timigikkaqsi sumik atnuġaaġisipmagaapsi. Uvva iñuułiq pitḷuktuaŋuŋitpa niqimiñ suli timi atnuġaaniñ? 
MAT.6.26	Qiñiqsigik tiŋmiurat siḷami. Nautchirriitḷaitchut naagaqaa kipritḷaitchut tugvaiḷutiŋlu siġḷuaġmiknun. Naagauvva Aapapsi qiḷaŋmiittuam niġipkaqsimaaġaġigai. Ilipsimi akisutluktuaŋuŋiññiqpisi tiŋmiuraniñ? 
MAT.6.27	Nallipsi isumaaluguni iñuuniqtusiḷaaġisivauŋ iñuułłi? 
MAT.6.28	Suli suvaata isumaalugaġivisi atnuġaaksrapsitñik? Isummatigillaksigik qanuq nauriat nunami nauraġitilaaŋatnik. Savatlaitmiut naagaqaa ukił̣harritḷaitmiut. 
MAT.6.29	Aglaan uqautigipsisuli, Solomon-unniiñ qanutun kamanaqtigigaluaqhuni atnuġaaqaŋiññiqsuq atripḷugich piññaqnaqtuat nauriat. 
MAT.6.30	Taatna Agaayyutim qaunagitlaniqpagich ivgich ittuat ugluvak aasiiñ uvlaakun igitauplutiŋ ikniġmun, qaitchigisigaasi atnuġaanik inuġikkapsitñik. Ukpiqsrił̣ikiññiaqpat! 
MAT.6.31	Isumaalukasi itnaġusi, Sumik niġiñiaqpisa imiġutalu atnuġaaqaġutalu? 
MAT.6.32	Atakkii ukpiŋaitchuat isumaalukmiraqtut supayaanik tamatkuniŋa. Aasiiñ aapari qiḷaŋmiittuaq iḷisimaruq inuqsraqtilaapsitñik iluqaitñik tamatkuniŋa. 
MAT.6.33	Pakaaqqaaġilugu Agaayyun aŋalatchiruaq nalaunŋaruaŋupluni umialiktun. Taatnaġupsi qaitchigisigipsi inuġikkapayaapsitñik. 
MAT.6.34	Taatnamik isumaaluŋniaqasi uvlaakuksramik atakkii uvlaakuksraq isumaaluutiqaqtuq iŋmigun. Uvlulaat iłuiḷḷiuġutiqaaniktut iŋmigulaa.”
MAT.7.1	“Atanniiñiaqasi atlanik, Agaayyutimli atanniŋitchumagaasi. 
MAT.7.2	Atakkii atanniigupsi atlanik, taatnatuntuuq atanniikkaugisipmiusi. Taatnatuntuuq qanuq irrutrigupsi atlanik irrutikkaugisipmiusi. 
MAT.7.3	Suvaata tautukpiuŋ irriutaŋuluuraq aniqatvich iraani aasiiñ suliqutigiŋitḷugu tamanna qirugraitchiaq iripni? 
MAT.7.4	Qanuġuvva uqautriñiaġniqpich aniqatiupnun, ‘Piiġḷagu irriutaŋuluuraq irimiitan,’ qiñisuŋaqnagu qirugraitchiaq irimiitan? 
MAT.7.5	Ukpiŋŋuaqtii, sivulliulugu piiqsirruŋ qirugraitchiaq iripniñ. Qiñilguniaġiñḷi nalupqinaiġḷugu irriutaiqsił̣iksran aniqatvich iraaniñ. 
MAT.7.6	Qaiññiaqasigiŋ ipqitchuat sut qipmiñun, atakkii saatpiaġaasi siqumitchugusi. Naagaqaa iginniaqasigiŋ akisuruat suŋaurat sivuġaatnun kuniat, atakkii tutmaluginiaġaich isigaŋmiknik.”
MAT.7.7	“Iŋiġupsi qaisaugisiruq ilipsitñun, pakaaqaġupsi paqitkisigiksi; katchaktuġupsi talu aŋmakkauniaqtuq ilipsitñun. 
MAT.7.8	Atakkii kiñapayaaq iŋiqsruqtuaq akuqtuigisiruq, suli pakaaqaqtuaq paqitchigisiruq, suli talu aŋmakkaugisiruq kisupayaamun katchaktuqtuamun. 
MAT.7.9	Kia iġñiñi qaitchigisivauŋ uyaġaŋmik iŋiqpan qaqquqtuġuguni? 
MAT.7.10	Naagaqaa qaitchigisivauŋ nimiġiamik iŋiqpan aqaluktuġuguni? 
MAT.7.11	Pigiitchaluaqhusi iḷisimaraġigiksi qanuq qaitchił̣iksraqsi nakuuruanik sunik qitunġaurapsitñun, maatnaasu aapasi qiḷaŋmiittuaq qaitchiñiapiaqtuq nakuuruamik tamatkunuŋa iŋiqsruqtuanun ilaanun. 
MAT.7.12	Qanusipayaatigun irrutitqusuugupsi atlanun iñuŋnun taatnatuntuuq irrutriyumausi atlanik. Taavruma atunim iḷigai iluqaisa iḷisauttutiŋich sivuniksriqirit suli maliġutaksraŋi Moses-ŋum.”
MAT.7.13	“Isiġitchi amisuurakun paakun. Atakkii paa sivuniqaqtuaq piyaqquġviksramun aŋiruq, suli tumi tasamuŋa qaġanaqtuq aasiiñ iñugiaktuat igliġvigiplugu. 
MAT.7.14	Aglaan paa sivuniqaqtuaq iñuułiġmun amisuurauraqtuq suli apqun tasamuŋa qaġanaitchuq. Aasiiñ iñugiakisuurat paqitkaat.”
MAT.7.15	“Qaunagititchi sivuniksriqiŋŋuaqtuanik utlautruqtuat ilipnun atnuġaaġutiŋ ipnaisun qaamiktigun, aglaan iḷumiktigun amaqqutun ugiaġnaqhutiŋ. 
MAT.7.16	Asiaŋisigun iḷisaġiniaġisi. Iñuich asiaġniaġuuvat asiaviŋñik kakitḷuŋnaniñ, naagaqaa aqpiŋñik kakitḷaġnaligaaniñ? 
MAT.7.17	Napaaqtuġiksuaq nauriraqtuq asiaġiksuanik, aglaan napaaqtuġiiḷaq nauriraqtuq asiaġiitchuanik. 
MAT.7.18	Napaaqtuġiksuaq nauritḷaitchuq asiaġiitchuanik, suli napaaqtuġiitchuaq nauritḷaitchuq asiaġiksuanik. 
MAT.7.19	Napaaqtupayaaq asirritḷaitchuaq asiaġiksuanik kipikkauraqtuq igitaupluniasiiñ ikniġmun. 
MAT.7.20	Taatnamik asiaŋisigun iḷitchuġiniaġisi, ami iñuuniallaułhatigun.”
MAT.7.21	“Kiñapayaaq uqaqtuaq uvaŋnun, ‘Ataniiq,’ isiġumiñaitchuq aŋaayuqautaanun Agaayyutim, aglaan kisiitñik tamatkua tupiksriruat pisułhanik aapam qiḷaŋmiittuam. 
MAT.7.22	Aqulliġmi uvlumi iñugiaktuat iñuich uqaġisirut uvaŋnun, ‘Ataniiq, sivuniksriqisuurugut atiġikkapkun anitqataqługich irrusiqł̣uich suli savaaqaqhuta iñugiaktuanik quviqnaqtuanik.’ 
MAT.7.23	Aasiiñ nalupqinaiġḷugu uqautigisigitka, ‘Piiġitchi uvaŋniñ. Iḷisimaŋiññiġipsi, pigiiḷiqirisii!’ ”
MAT.7.24	“Taatnamik kisupayaaq tusaaruaq tamatkuniŋa nipliuttutigikkamnik aasiiñ atuġlugich, atriqaqtuq puqiksaamik iñuŋmik tuppiruamik uyaġaum qaaŋanun. 
MAT.7.25	Sialugruaġuqman kuugich ulitlutiŋ, suli anuqłiġruaġuqman makitalgupluni taamna tupiq ulġuŋiññiqsuq, atakkii turviqaqhuni uyaġaŋmik. 
MAT.7.26	Aglaan kisupayaaq tusaagaluaqhuni nipliuttutimnik atuumaŋitñamigich atriqaqtuq isumalguitchuamik iñuŋmik tuppiruamik qaviam qaaŋanun. 
MAT.7.27	Sialugruaġuqman kuugich ulitlutiŋ, suli anuqłiġuqman makitalguitḷuni tupiq ulġuniqsuq suksraunġiḷḷapiaqhuni.”
MAT.7.28	Jesus uqaŋaiqman taapkuniŋa iñugiaktuat iñuich quviġusuŋniqsut iḷisauttutaiñik. 
MAT.7.29	Atakkii Jesus-ŋum iḷisautiniġai aŋalatchisiqaqtuatun iñuktun, atrisuŋaqnagich aglaliqirit.
MAT.8.1	Jesus atqaqman qimiġaamiñ, iñugayaaqpaurat maliŋniġaat. 
MAT.8.2	Tavrani auyugaqtualgum utlakami sitquġviginiġaa sivuġaanun uqaqhuni, “Ataniiq, pisuksiñaġuvich mamitiłhiñaugikma.” 
MAT.8.3	Jesus-ŋum isakługich argakni aksiŋñiġaa nipliqhuni, “Piyummatiqaqtuŋa, mamittin!” Tavrauvaa aŋutim auyugaqtuaŋa mamitikkauruq. 
MAT.8.4	Jesus-ŋum uqautiniġaa, “Uqaġniaqnak kisumununniiñ iñuŋmun, aglaan tautuktitchaqtuaġiñ agaayuliqsimun isivġiuqtillutin. Aatchuiyumautin tuniḷḷautinik Agaayyutmun tuvraġlugu Moses-ŋum tillisaa. Taatnaġuvich iñupayaam iḷitchuġiniaġaa mamitilaan.”
MAT.8.5	Jesus tikitman Capernaum-mun, aŋuyyiuqtit qaukłiata Rome-maġmium paaġniġaa apiqsruqługu ikayuqupluni. 
MAT.8.6	Tavra nipliġñiqsuq, “Ataniiq, savaktiga amma kiŋunimni nalaruq aulatlaitchuaq iłuiḷḷiullapiaqhuni.” 
MAT.8.7	Jesus-ŋum nipliutiniġaa, “Utlakkisigiga aasiiñ iłuaqsiḷugu.” 
MAT.8.8	Aŋuyyiuqtit qaukłiata kiuniġaa, “Ataniiq, utlaktaksrauŋiḷuqtuŋaunniiñ tupimnun, aglaan tillisiqałhiñaġiñ savaktigali iłuaqsiyumuuq. 
MAT.8.9	Atakkii aŋalatiqaqmiuŋa qaukłiġñik suli aŋuyyiuqtiqaqłuŋa aŋalatamnik. Tilikapku una, ‘Aullaġiñ!’ aullaġaqtuq. Suli tilikapku taamna, ‘Qaġġaiñ!’ aggiġaqtuq. Suli tilikapku savaktigikkaġa, ‘Taamna piuŋ!’ piraġigaa.” 
MAT.8.10	Jesus-ŋum tusaakamiuŋ taamna quviġusuŋniqsuq. Nipliutiniġai iñuich maliktuat iŋmiñik, “Iḷumun uqautigipsi, paqitchiŋitchuŋa Israel-unniiñ kisumik ukpiqsriḷḷapiaqtuamik uumatun. 
MAT.8.11	Suli nipliutigipsi, Iñugiaktuat Jew-ŋuŋitchuat aggiġisirut kivaknamiñ suli kanaknamiñ aquvillutiŋaasiiñ niġiqpaktuani Agaayyutim aŋaayuqautaani piqatigilugich Abraham-lu Isaac-lu Jacob-lu. 
MAT.8.12	Aglaan tamatkua Agaayyutmun qitunġaġiniruat igitaugisirut taaġniqsrallapiamun. Tavrani qiagisirut tiriquulalutiŋunniiñ kigutiŋich.” 
MAT.8.13	Jesus-ŋum nipliutiniġaa aŋuyyiuqtit aŋalataat, “Aŋiḷaaġiñ. Ukpiqsrił̣ł̣apkun iñiqtaugisiruq.” Taavrumatavra savaktaa mamitkaniktiġñiqsuq taavrumani sassaġniġmi.
MAT.8.14	Jesus isiqami Peter-m tupqanun tautuŋniġaa Peter-m aakaruaŋa nalaruaq uunaqłuktitluni. 
MAT.8.15	Jesus-ŋum aksiŋñiġaa argaigun aasiiñ uunaqłuŋaiqhuni. Tavra makitiqhuni niqłiuġutiaqsiñiġai. 
MAT.8.16	Unnuksraaqman iñugiaktuat irrusiqł̣uqaqtuat tikiutruġniġaich ilaanun, aasiiñ Jesus-ŋum anittaġniġai irrusiqł̣uich uqałiġmiñik, suli iłuaqsipḷugich iluqaisa atniġñaqtuat. 
MAT.8.17	Atuumakamiuŋ taamna taŋiġñiġaa sivuniksriqirim Isaiah-m uqautigikkaŋa,
MAT.8.17	“Ilaan piiġai sayairrutivut timikun
MAT.8.17	suli akigaġiplugich atniġñautivut.”
MAT.8.17	Isaiah 53:4
MAT.8.18	Jesus-ŋum tautukamigich iñugayaat avatimiñi tiliñiġai maliġuaqtini ikaaquplugich igḷuanun narvaqpaum. 
MAT.8.19	Aglaliqiri utlautiniqsuq ilaanun nipliqhuni, “Iḷisautrii, malikkisiikpiñ sumupayaaġuvich.” 
MAT.8.20	Jesus-ŋum kiuniġaa, “Kayuqtut sisiqaqtut tiŋmiuratlu siḷam ugluqaqhutiŋ, aglaan Iġñiŋan Iñuum iniksraitkaa napmun tullałiksraŋa niaquġikkaġmi.” 
MAT.8.21	Atlamsuli maliġuaqtim nipliutiniġaa, “Ataniiq, iḷuviġiallaktiqqaaġlugu aapaga malikkumaikpiñḷi.” 
MAT.8.22	Aglaan Jesus-ŋum uqautiniġaa, “Maliŋŋa, tamatkua tuquŋaruat irrutchikun iḷuviqsillich tuquŋaruanik.”
MAT.8.23	Aasiiñ ikiniqsuq umiamun maliġuaqtaiḷu malikhutiŋ. 
MAT.8.24	Tavrakŋatchiaq anuqłiġruaġuġniqsuq narvaqpak qaiqpaich immautruġnialiqługu umiaq, aglaan Jesus siñiktuaġniqsuq. 
MAT.8.25	Maliġuaqtaiñ utlakługu iqiiqsaġniġaat nipliqhutiŋ, “Ataniiq, anniqsuqtigut piyaqquaqsirugut.” 
MAT.8.26	Aglaan nipliutiniġai, “Ukpiqsrił̣ikiññiaqpat! Suvaata iqsivisi?” Makitnami iñiqtiġniġik anuġilu qaiqpaiḷḷu, aasiiñ quunniġuġniqsuq. 
MAT.8.27	Maliġuaqtai quviġusukhutiŋ uqaġniqsut, “Qanusiuniqpa una aŋun anuġimunniiñ qaiḷiqpauratlu kamagivatruŋ?”
MAT.8.28	Jesus tikitman igḷuanun narvaqpaum nunaŋanun Gadarenes, malġuk aŋutik irrusiqł̣ullak nuyuaġnallapiaqtuak aggiqhutik iḷuviġniñ paaġniġaak, kia-unniiñ iñuum qaaŋiḷguisak apqutmi. 
MAT.8.29	Iġialaniqsuk, “Suniaqpisiguk? Aggiqpich nagliksaaqtitchaqtuaqhunuk sivuani piviksram?” 
MAT.8.30	Kuniaqaġniqsuq iñugiallapiaqtuanik niġiruanik uŋasipiaŋitchuami. 
MAT.8.31	Irrusiqł̣uich iŋiqsruaġniġaat Jesus, “Aninniaġuptigut tuyuġisigut tamatkunuŋa kunianun.” 
MAT.8.32	Jesus-ŋum nipliutiniġai, “Aullaġitchi!” Aasiiñ anikamiŋ malġuŋniñ aŋutiŋniñ isiġniqsut munaqsranun kunianun. Iluqatiŋ kuniat paŋaliŋniqsut tuŋaanun narvaqpaum, naparaqhutiŋ qutaiḷakun ipnakun aasiiñ ipiplutiŋ. 
MAT.8.33	Qaunaksriruat kunianik pigruġniqsut nunaaqqimun. Tarani uqautiginiġaat iluqaan qanuqtilaaŋak aŋutik irrusiqł̣ullak. 
MAT.8.34	Iluqatiŋ nunaaqqim iñuiñ paaġniġaat Jesus. Tautukamitruŋ iŋiqtiġniġaat unitquplugu nunaaqqiqtiŋ.
MAT.9.1	Jesus ikipluni umiamun ikaaġniqsuq aasii tikitḷuni nunaaqqimiñun. 
MAT.9.2	Iḷaŋich iñuich tikiutriñiqsut aulatlaitchuamik nalaruamik ikivġani. Jesus-ŋum tautukamiuŋ ukpiqsrił̣hat nipliġñiqsuq aulatlaitchuamun, “Iḷauraamaaŋ, quviatchauġigiñ. Killuqsautitin natqigutikkaurut.” 
MAT.9.3	Iḷaŋich aglaliqirit uqaġniqsut iŋmiknun, “Una iñuk uqaġniqłuktaġniqsuq.” 
MAT.9.4	Jesus iḷisimaplugich isummatiŋich nipliġñiqsuq, “Suvaata isumavisi pigiitchuanik? 
MAT.9.5	Nalliaknik qaġanatlukpa nipliqsuni, ‘Killuqsautitin natqigutikkaurut,’ naagaqaa nipliqsuni, ‘Makillutin pisugiñ?’ 
MAT.9.6	Iḷitchuġitqugipsi Iġñiŋanik Iñuum aŋalatchisiqaqtilaaŋanik nunami natqigutritḷaruamik killuqsautinik.” Tavraasiiñ nipliġñiqsuq aulallaitchuamun, “Makillutin tigulugich ikivġatin aggiiñ.” 
MAT.9.7	Aŋun makitluni aiñiqsuq. 
MAT.9.8	Iñugayaat qiñiqtuat taavrumiŋa quviġutchaŋniqsut, aasiiñ kamaksruġniġaat Agaayyun qaitchiruaq taatnatchimik aŋalatchił̣iġmik iñuŋnun.
MAT.9.9	Jesus aullaqami tavrakŋa tautuŋniġaa aŋun atilik Matthew-mik aquppiruaq tax-siliqiviŋmi nipliutipluguasii, “Maliŋŋa.” Matthew-m makitluni maliŋniġaa. 
MAT.9.10	Jesus niġiñiaqtitlugu Matthew-m tupqani iñugiaktuat tax-siliqirit suli killuliqirit isiqhutiŋ niġiqasiġniġaich Jesus-ŋum maliġuaqtaiñḷu. 
MAT.9.11	Pharisee-ŋuruat tautukamitruŋ taamna apiqsruġniġaich maliġuaqtai, “Suvaata iḷisautriksi niġiñiaqatauva tax-siliqirini suli killuliqirini?” 
MAT.9.12	Jesus-ŋum tusaakamiuŋ Pharisee-ŋuruat apiqsruutaat nipliġñiqsuq, “Tamatkua surruitchuat inuqsratlaitchut taaktimik, aglaan tamatkua atniġñaqtuat. 
MAT.9.13	Ki, iḷitchaqsiuŋata taavruma uqałhan qanuutautilaaŋanik, ‘Kimmutigitlukkiga nagliktaq uumakŋa tuniḷḷaqtułiġmiñ.’ Aggiŋitchuŋa tuqłuġiaġlugich nalaunŋaruat, aglaan killuliqirit.”
MAT.9.14	Maliġuaqtaiñ John-ŋum utlaŋniġaat Jesus aasii apiqsruqługu, “Suvaata uvagut Pharisee-ŋuruatlu uisauraaġaġivisa aasiiḷi maliġuaqtitin taatnatun piñġitmipkaqługich?” 
MAT.9.15	Jesus-ŋum kiuniġai, “Iḷauraaŋi iḷaqatniŋniaqtuam alianniutlaitchut ilaan nayuqataułhani iliŋitñi. Aglaan katchuutiniaqtuam unitchiviksraŋa tikiññiaqtuq. Tavrali aullaanikpan iḷauraaŋi alianniuġisirut uisauraaġutiŋ. 
MAT.9.16	Iñuk iḷaaqtuitḷaitchuq nutaamik iḷiqniġmik atnuġaaluŋmun, atakkii iḷaaġutauruaq algutiniaqtuq utuqqaqtuamiñ atnuġaamiñ aasiiñ allaq aglitḷukhuni. 
MAT.9.17	Naagaqaa iñuich kuviritlaitchut nutaamik misuqqumik puuġruanun. Taatnaġaluaqmikpata puuġruat qaaġniaqtut aasiiñ misuġuq kuviḷuni suli puuŋich suksraunġiġutiŋ. Aglaan kuviraġigaat nutaaq misuġuq nutaamun puumun. Iluqatikli puuġlu misuġuġlu piiñġiŋitchumuuk.”
MAT.9.18	Taatna uqaqtitlugu tamatkunuŋa sivulliuqtim Jew-ŋuruat katraġviata tikiññiqsuq sitquqhuni sivuġaanun Jesus nipliqhuni, “Paniga amma tuquqammiqsuq. Maligluŋa aksigiaġuŋ argaknik iñuuluniasiiñ.” 
MAT.9.19	Jesus-ŋum makitluni maliŋniġaa piqatigiplugich maliġuaqtini. 
MAT.9.20	Maliktitlugu aġnam aunaaqsruġuitḷaiqsuam qulit malġuŋni ukiuni tikiññiġaa tunuanun Jesus-ŋum, aksikł̣uguasiiñ atnuġaaŋan akuagun 
MAT.9.21	isumapluni iŋmiñun, “Aksiḷḷagukkaluaġiga quppiġaaŋa mamilluŋaasiiñ.” 
MAT.9.22	Jesus-ŋum kiŋiaqami qiñiġniġaa aġnaq nipliutipluguasiiñ, “Aġnaaq, quviatchauġigiñ. Ukpiqsrił̣iqpich iłuaqsipkaġaatin.” Tavrakŋatchiaq aġnaq iłuaqsikkauniqsuq. 
MAT.9.23	Jesus-ŋum tikitñami sivulliuqtim tupqanun tautuŋniġai supluaqtuġnanik atuqtuuraqtit iñugayaatlu kiŋuvġuruat. 
MAT.9.24	Nipliġñiqsuq, “Annisitchi. Niviaqsiaġruk tuquŋaŋitchuq. Siñiktuaqsiñaqtuq.” Aglaan iñuich mitautiginiġaat Jesus. 
MAT.9.25	Iñugayaat anianikmata, Jesus isiġniqsuq niviaqsiaġruum inaanun. Tigupmaniasiiñ argaŋmigun niviaqsiaġruk makinniqsuq. 
MAT.9.26	Iñuich siaminniġaat tusaayugaallautaq taavrumuuna nunaaqqipayaanun.
MAT.9.27	Jesus aullaqman tavrakŋa malġuk ayauŋaruak aŋutik maliŋniġaak kappaiŋaplutik, “Nagligillaŋniaqtiguk, iġñiġikkaŋatiin David-ŋum.” 
MAT.9.28	Jesus isiqman tupiġmun ayauŋaruak utlaŋniġaak. Aasiiñ Jesus-ŋum apiqsruġniġik, “Ukpiġivitku uvamnun taamna savaaġitlatilaaŋa?” Taapkuak kiuniġaak, “Aa, Ataniiq.” 
MAT.9.29	Jesus-ŋum aksiŋñiġik iriŋikkun nipliutiplugik, “Ukpiġipluŋa taatnaqhutik qiñitlasitqiksutik.” 
MAT.9.30	Taapkuak aŋutik qiñitlasitqiŋñiqsuk. Jesus-ŋum alġaqsrullapiaġniġik uqaquŋitḷugik kisumununniiñ taavrumiŋa, 
MAT.9.31	aglaan aullaqamik siaminniġaak tusaayugaallautaq Jesus-kun nunaaqqipayaanun.
MAT.9.32	Taapkuak aniaqsipmiuglu. Aŋun irrusiqł̣ulik uqatlaiḷaaq Jesus-muutikkauniqsuq. 
MAT.9.33	Irrusiqł̣uk anitmagu uqatlaiḷaaq aŋun uqaaqsiñiqsuq, iñugayaat quviġusukhutiŋ nipliġñiqsut, “Qaŋaunniiñ tautuksimaiññiqsugut atriŋanik uuma Israel-mi.” 
MAT.9.34	Aglaan Pharisee-ŋuruat nipliġñiqsut, “Anitchiraqtut irrusiqł̣uŋnik atuqługu saŋŋia aŋalataata irrusiqł̣uich.”
MAT.9.35	Aasiiñ Jesus kukiḷuŋniqsuq nunaaqqipayaani nunaaqqiuraniḷu, iḷisautripḷuni Jew-ŋuruat katraġviŋitñi quliaqtuaġiplugulu tusaayugaallautaq Agaayyutim aŋaayuqautaagun suli mamititlugich qanusipayaanik atniġñautilgiḷḷu naŋirrutilgiḷḷu. 
MAT.9.36	Tautukamigich iñugayaat iḷunŋutchaŋniqsuq, atakkii iłuiḷḷiuqhutiŋ qanuqsausiuqhutiŋlu atripḷugu ipnaiq qaunaksraiḷaaq. 
MAT.9.37	Jesus-ŋum uqautiniġai maliġuaqtini, “Katittaksraq iḷumun iñugiakkaluaqtuq, aglaan savaktit ikittut. 
MAT.9.38	Iŋiqsruqsiuŋ aŋaayuqaŋa katitchivium tuyuqaqulugu savaktinik katitchiviŋmun.”
MAT.10.1	Jesus-ŋum iŋmiñuquniġai qulit malġuk maliġuaqtini, aasiiñ saŋŋiksriññiġai anitchitḷasipḷugich irrusiqł̣uŋnik suli iłuaqsipkaitḷasipḷugich qanusipayaanik naŋirrutiliŋnik. 
MAT.10.2	Uvva ukua qulit malġuk uqqiraqtaiñ atiŋich: Sivulliq Simon taiguutiqaqtuaq Peter-mik, aniqataalu Andrew, James-lu John-lu iġñak Zebedee-m, 
MAT.10.3	Philip-lu, Bartholomew-lu, Thomas-lu, Matthew-lu tax-siliqiri, James-lu iġñiŋa Alphaeus-ŋum, suli Thaddaeus, 
MAT.10.4	Simon-lu iḷaŋata Zealot-kuaqtuat, suli Judas Iscariot aatchuutigitniktuaq Jesus-mik aquvatigun.
MAT.10.5	Taapkua qulit malġuk Jesus-ŋum tuyuġiniġai alġaqsruqługich itnaqhuni, “Aullaġniaqasi Jew-ŋuŋitchuanun naagaqaa isiġniaqasi nunaaqqipayaaŋitñun Samaria-ġmiut. 
MAT.10.6	Aglaan aullałhiñaġitchi iñuiñun Israel-ŋum ittuanun tammaummiruatitun ipnaisun. 
