MRK.1.1	Dhaŋum ŋuwakurrun yana dhäwu. Ga dhäwum dhaŋu God-Waŋarrwuruy Gäthuꞌmiŋuwuruy,
MRK.3.2	Ga banhalaya gayŋan Baratji ŋaḻapaḻmi djingaꞌdjingaryuwan ga dharr-witjan dhanal gayŋan nhäŋal Djesuny ŋala nhan ŋarru ḏukthuman yolŋuny Nyenanharamiyu Waluy mä dhanal ŋarru nhangu bayikuwuynha Djesuwum bitjuwayiŋ mari-waythun.
MRK.3.3	Bala nhan Djesum guykuyuwanan bayikuya ŋarambiya-dhoṯkum yolŋuwu bitjanan, “Gu ṉakama räli, djinal djingaryuwa gumurrŋa, mä ŋarru bukmakthu yana nhämam.”
MRK.3.4	Bala nhan Djesum garruwanan bayikuya Baratjiwum yolŋuwu warrawu bitjanan, “Nhalpiyan gayŋa ŋalmaliŋgum rom garrun djinakum banha Nyenanharamiwum Waluwu? Nhä mu dhaŋu dhuṉḏay ŋalma ŋarru ŋuwakurru djäma yolŋuwu warrawu bilanyayu waluyu, wo ŋalma ŋarru gayŋa barrakinynha djäma? Nhalpiyan ŋaya ŋarru dhaŋum yolŋuny wälŋakuman, wo nhalpiyana mokuy-yupthumana nhanany, ŋatja?” Ga dhanalim banha Baratjim warra nhangu ŋangawulnha bitjuwayiŋ ḏämbu-ganitjuman.
MRK.3.5	Bala nhan Djesuyum gayŋan yolŋunham warrany nhäŋalan, ga mariminan nhan banha dhanaliŋgu maḏakarritjtjinam ga warwuyuwanan manapan ḻinygu dhanal banha ŋayaŋu-wanyumin. Banham dhanal gayŋan romgun yana bitjuwayiŋ dhanaliŋguwaywuru mariminam malthuwan. Bala nhan Djesum garruwan bayikuya ŋarambiya-dhoṯkum bitjanan, “Maꞌ ŋarambiya djarruwan!” Bala nhan banha yolŋum ŋarambiya djarruwanam bala nhan banha ŋuwatjinan dhuṉḏayyinan yana. 
MRK.3.6	Bala banha Baratjim yolŋu warra ŋaykanan ḻatjuwarrꞌyuwanan, ga ŋunhalan bala dhanal ḻuŋꞌthumanminam waripun yolŋu warra, Geŋ-Yaritkun ŋaḻapaḻmi gämurruꞌ-warrundayŋun mala. Ga banhalayan dhanal gayŋan banha garrunminam guwatharanharawum nhangu Djesuwum.
MRK.3.7+MRK.3.8	Waŋganydhum waluyu nhan Djesu ga guyurrꞌmiŋu warra nhangu ŋarran ŋunha murrukayḻin guḻunꞌli Galaliḻin. Ga guḻkun banha yolŋum warra nhangu malthuwan ḻinygu dhanal ŋäkul banha nhä nhan gayŋan Djesuyu bitjuwayiŋ djäma. Ga yolŋum warra banha ŋaykan bewaḻi Galaliŋuru makaŋuru ga Djudiyaŋuru makaŋuru ga Yidumiyaŋuru makaŋuru. Ga waripum banha yolŋu warra ŋirrimbuwan beŋurun ŋirrimaŋuru Djurutjalamŋurun ga Djaydanŋurun ga Däyaŋurun. Ga guḻku waripu yolŋu warra ŋaykan bewaḻi Djodanŋurun mayaŋꞌŋuru ŋarru gali dhimurruŋurun. Ga bukmak dhanal gayŋan banha ḏukṯukmiyin dhanal ŋarru dhanaliway yana nhäma nhanany Djesuny.
MRK.3.9+MRK.3.10	Ga guḻkunhan nhan gayŋan banha Djesuyum ḏukthuman bilanyamiyuyam waluyu, ga guḻku yolŋu warra gayŋan ḏukṯukmiyin dhanal ŋarru nhanany ŋayathan, mä dhanal ŋarru ŋuwatji. Bala ŋarran banha yolŋum warra giṯthuwanan, ḏurꞌṯuryunminan ŋarran ŋunha galkin yanan nhangurumurrun, bala nhan garruwanan nhanguwaywuru guyurrꞌmiŋuwum warrawu bitjanan, “Marthaŋay warra nyäkuḻ warraṯthuwa, ḻinygu ŋangawulyinan dhaŋu dhaḻakarrma nyäkum. Banha ŋarru dhaŋu yolŋuyum warrayu nhänany djorkumam, ŋayam ŋarru marthaŋayḻin ŋalthun.”
MRK.3.11	Ga waripum banha yolŋu warra banhambal ŋirrimbuwan barrakinymin birrimbirrmi mala. Ga banha dhanal bayiŋuya yolŋuyu warrayu nhäŋal bitjuwayiŋ Djesunham, bala gayŋan banha birrimbirryum mala djalkthuwanan banha yolŋunham warrany munathaꞌḻin bala gayŋan yatjuwanan bitjanan, “Nhunum dhaŋu God-Waŋarrwu Gäthuꞌmiŋu.”
MRK.3.12	Ŋarru nhanmam banha dhanaliny dhurrwara-mukthuman bitjan, “Ŋangawul nhuma ŋarru dhaŋu yolŋuwuḻim warrawuḻ rakaram, yol Ŋaya dhaŋu!”
MRK.3.13	Bala nhan Djesum ŋarranan bukuḻin ŋalthuwan bala guykuyyuwanan yolŋuwun ḏirramuwun warrawu banha dhanaliŋgu ŋayaŋu bitjuwayiŋ dhä-manapan nhanguḻ Djesuwuḻ, malthundawun nhangu. 
MRK.3.14	Ga djarrꞌyuwanam nhan banha 12-nha ḏirramunham warrany mä dhanal ŋarru gayŋa nhangu malthuna yana bitjana ḻinygu, dhaŋum djuyꞌyundan warra nhangu. Ga ŋarran dhanal ŋarru gayŋa bawalamiḻin ŋirrimaḻi dhäwun ŋarra rakaram God-Waŋarrwuruynha yolŋuwuḻin warrawuḻ. 
MRK.3.15	Ga guŋan nhan dhanaliny ganydjarr, mä dhanal ŋarru gayŋa barrakinynha birrimbirr mala dhawaṯthuman yolŋuwurun warrawuḻ.
MRK.3.16+MRK.3.17+MRK.3.18+MRK.3.19	Ga dhaŋu banha yolŋum warra gamꞌ:
MRK.3.16+MRK.3.17+MRK.3.18+MRK.3.19	Djäyman (banha Djesuyu nhanany yäku nhinathuŋgan Beta)
MRK.3.16+MRK.3.17+MRK.3.18+MRK.3.19	ga Djayim
MRK.3.16+MRK.3.17+MRK.3.18+MRK.3.19	ga Djon, dhaŋum wulay Djipitiwun gäthuꞌmiŋu wulay. (Ga Djesuyum dhupaliny waripun yäku guŋan, ‘Bawanatjitjnha’ mayaliꞌ ‘Murryuꞌmurryundamin’.)
MRK.3.16+MRK.3.17+MRK.3.18+MRK.3.19	ga Yanduru
MRK.3.16+MRK.3.17+MRK.3.18+MRK.3.19	ga Bilip
MRK.3.16+MRK.3.17+MRK.3.18+MRK.3.19	ga Bäthalamiyaw
MRK.3.16+MRK.3.17+MRK.3.18+MRK.3.19	ga Mathuyu
MRK.3.16+MRK.3.17+MRK.3.18+MRK.3.19	ga Dumitj
MRK.3.16+MRK.3.17+MRK.3.18+MRK.3.19	ga Djayim (Yalpiyatjku gäthuꞌmiŋu)
MRK.3.16+MRK.3.17+MRK.3.18+MRK.3.19	ga Dhadayatj
MRK.3.16+MRK.3.17+MRK.3.18+MRK.3.19	ga Djäyman, (banha nhan gayŋan malthuwan Djalatkun malawu)
MRK.3.16+MRK.3.17+MRK.3.18+MRK.3.19	ga Djudatj Gariyatnha (nhännha banha dhaŋun yolŋu mulkuruyin Djesuwum.)
MRK.3.20	Yo, bala nhan Djesum ga guyurrꞌmiŋum warra nhangu yarruyarrupthuwanan bukuŋurum. Martjmartjtjuwanam dhanal bala buṉbuḻin gulŋiꞌ-gulŋiyan. Ga bitjanya ḻinygu banha yolŋum warra ḻuŋꞌthuwan guḻkun marimin, ga ŋangawulyinan banha walum dhanaliŋgu ŋathawum guwamandawu nhanguway Djesuwum ga guyurrꞌmiŋuwum warrawu nhanguru. 
MRK.3.21	Ga be yol yolŋu ŋarran ga rakaran nhanguḻ gurruṯumiwuḻ warrawuḻ, “Gu ŋunha ŋarra Djesum bawaꞌyuna, djämayun, malaŋuyu!” bitjan. Bala banha gurruṯumim warra nhangu ŋirrimbuwanan mä dhanal ŋarru nhanany gaḏaymana ŋirrimaḻin. Dhanal ŋarru gayŋa dhanaliwaynha nhangu bitjuwayiŋ djäka.
MRK.3.22	Manymak, ga rom-marŋgikunhami yolŋu warra waythuwan bewaḻi Djurutjalamŋuru ga bitjanya ḻinygu dhanal Djesuny nhäŋal, bala bitjanan dhanal garruwan, “Way, waraparra, ŋangawul nhuma ŋarru gayŋa djinakum malthun, ḻinygu ganydjarrma nhan bayiŋ gayŋa dhaŋu warraṯthunma Djaytinguŋ banha nhan buŋgawan bitjuwayiŋ barrakinygun birrimbirrwu malaŋuwu, ga waripum nhan banha yäku Beltjibulnha. Ga bilanyawuyan nhan bayiŋ gayŋa dhaŋu barrakinynham birrimbirrnha malaŋuny walmaranhamiŋgan.”
MRK.3.23	Ga nhanmam banha Djesum marŋgiyin banha nhalpiyan dhanal gayŋan garruwan, bala nhan guykuyyuwanan dhanaliŋgu, “Gu, räli warra maŋgarra ga buthuru-witjuwa warra nyäku,” bitjan. Bala nhan dhanaliŋgu dhäwun rakaran mä buḻarryumanan. Ga bitjan nhan garruwanam gamꞌ, “Nhalpiyana nhan ŋarru banha Djaytindhum guwatharam Djaytinnham yana? Dhuwanma mayaliꞌnharran rom. 
MRK.3.24	Ga ŋäka warra! Banha ŋarru gayŋa yolŋu warra guwatharanharami waŋganybuyma ŋirrimawuy, dhanalim ŋarru ganydjarrnharrayin bala ŋarru malam dhawarꞌyuna. 
MRK.3.25	Ga banha ŋarru gayŋa waŋgany bäpurru yolŋu warra bitjan ḻinygu guwatharanharami, bala ŋarru banha yolŋum warra gurruṯumim bärrkuwaḻyin malam, bala ŋarru dhawarꞌyuna. 
MRK.3.26	Ga bilanyaya ḻinygu, banha ŋarru gayŋa Djaytindhum guwatharam malanham nhanguway, bala ŋarru banha bukmaknha yana dhanal ganydjarrnharriyim bala ŋarru ŋangawulyin, dhawarꞌyuna ŋarru!
MRK.3.27	Ga ŋäkan warra dhaŋum mayaliꞌmin dhäwu ŋaya ŋarru rakaram: Waŋgany yolŋu ḏukṯukmiyin nhan ŋarru girriꞌ manaŋi bewaḻi wanyuwuru yolŋuwuru. Ga ŋurruŋum ŋatjil nhan mataꞌyuman banhayam wanyunham yolŋuny, ga ŋärrun nhan girrimꞌ malany nhangu wapthuman. [Yo, dhaŋu nhan banha mayalimꞌ gamꞌ djinalaŋam dhäwuŋa: Djaytinma, nhän banhaya wanyu yolŋu, ga ŋayam banha waripun yolŋu banha nhan mataꞌyumanan nhanany, banhayam ŋayan Djesun. Ga djinaŋum bala ŋaya ŋarra wapthumana nyäkuwayma yolŋuny warrany bewaḻim nhangurum goŋŋuru.]
MRK.3.28	Dhaŋum waripun gulitjnha yana yän ŋaya ŋarru rakaram: Bayiŋ nhunu ŋarru barrakinydjuman garrun nhangu God-Waŋarrwu, wilak nhan ŋarru God-Waŋarryum nhuŋgu baya-rakaram. 
MRK.3.29	Ga bayiŋ ŋarru nhunu barrakinydjuman garrun nhangun Dhuyu-Birrimbirrwun, nhanmam ŋarru banha God-Waŋarryum ŋangawulnha nhuŋgum baya-rakaram, ga yanatj ḻinygu-u-u ga waŋgala ŋarru barkthu dhaŋu dhä-yawarꞌyu!”
MRK.3.30	Ga bitjanam nhan banha Djesu garruwan ḻinygu dhanal nhangu banha bitjan garruwan, “Dhaŋum yolŋu barrakinymi birrimbirrmi.”
MRK.3.31	Ga bewaḻiyam Djesuwu ŋäṉḏiꞌmiŋum ga guthaꞌmiŋum warra nhangu ranganan. Bala dhanal gayŋan djingaꞌ-djingaryuwanan warraŋulnha banhalaya buṉbuŋa banha ŋalaŋa nhan gayŋan marŋgikuwan yolŋuny warrany. Ga yänguwan dhanal yolŋuny gaḏaymandawu nhangu Djesuwu. 
MRK.3.32	Ga bilanyamiyum nhanmam gayŋan banha Djesuyum marŋgikuwanan bitjuwayiŋ yolŋunhan warrany. Bala banha yolŋum ŋarranan, bala bitjanan garruwan, “Dhaŋu ŋäṉḏiꞌmiŋu nhuŋgu ga guthaꞌmiŋu warra rangam gayŋa nhuŋgu,” bitjan.
MRK.3.33	Bala nhan Djesum bitjanan garruwan, “Yol warra dhika nyäkum gurruṯumi?”
MRK.3.34	Bala nhan ŋarran nhäŋalan ḻiwꞌyumanan banhaya yolŋunhan warrany banha ŋarran ḏäpthuwan. Bala nhan bitjanan garruwan, “Dhaŋuy warra dhaŋu nyäkum ŋäṉḏiꞌmiŋu ga guthaꞌmiŋu warra. 
MRK.3.35	Banha nhan ŋunhuŋ yol yolŋu ŋayaŋu-malthundami God-Waŋarrwurum ŋayaŋuwu, banhayan nhan nyäkum walꞌŋu galkiwuyma gurruṯumi.”
MRK.4.1	Waŋganymim nhan Djesu balaya ḏirruwan Galaliḻin. Ga guḻkun dhika marimin yolŋum warra ḻuŋꞌthuwan nhanguḻ balayam. Bala nhanmam banha marthaŋayḻin ŋalthuwan, ga gaŋga yana yarrkyarrkthuman marthaŋayma, bala nyenanan ga bewaḻiyan nhan gayŋan banha dhäwum dhanaliŋgu bitjuwayiŋ rakaran, marŋgikuwanam dhanaliny.
MRK.4.2	Ga guḻku nhan gayŋan banha dhäwum mayaliꞌmiŋganam rakaran, mä dhanalim banha yolŋuyum warrayu dharaŋgan yana.
MRK.4.3	“Yo, ŋäkan warra: Waŋgany yolŋu djälmiyin nhan ŋarru maŋutji ŋatha djalkthun ŋunha munathaḻꞌ mä ŋarru ŋathan ŋuthanma. 
MRK.4.4	Bala nhan ŋarran djalkthuwanan. Ga waripum banha maŋutji gälkin mä bayiŋ bärrkuḻin, batjiwarrḻin bitjuwayiŋ. Ga dhanalim banha bäwarraṉꞌthum nhäŋal bala barrtjuwanan ŋarran guwamanan. 
MRK.4.5	Ga baḏaknha nhanmam ŋarran bala bayiŋuya yolŋuyum maŋutjim djalkthuwan, waripum ŋarran gälkin bitjanan bala, ga waripum gälkin ṉutjurrumiḻin ŋirrimaḻi. 
MRK.4.6	Ga ŋatham banha maŋutjim ŋuwatjinan ŋuthan waḏutjan, ga banha nhan walum bitjuwayiŋ gorrmurꞌyin mariminam bala banha ḏukitjma baṉḏanydjinan, guwaruwanan, bala waŋayinan, ḻinygu ṉutjurrun yana banha, ga ŋangawulnha munathamꞌ.
MRK.4.7	Ga mawaŋganynha nhan ŋarran bala banha maŋutjim djalkthuwan, ga waripum banha maŋutji gälkin ḏimirrꞌṯimirrmiḻin. Bala bayiŋuyam banha ḏimirrꞌṯimirryum djorkuwanan, ganydjarrnha dhawarꞌyuman ŋuthandawun. 
MRK.4.8	Ga waripum banha ŋatha gälkin ŋuwakurruḻin munathaḻꞌ. Bala banha ŋatham ŋuthanan buṯ-bitjanan. Ga banha nhan ŋatham bitjuwayiŋ ŋuwatjin, waŋganybuy ḻoḻuwuy giḻyuwanan gayŋan guḻkun yana marimin dhika. Ga waripuŋa-a-a ga guḻku yana, ga waripuŋa ga bilanya ḻinygu, ga bitjanan bala.
MRK.4.9	Bayiŋ nhuma buthurumim, ŋäkam warra ŋuwatjuman, mä nhuma ŋarru dharaŋgan yana dhaŋum dhäwu.”
MRK.4.10	Bala dhanal ŋaykanan guŋnharrumanan banha guḻkunham yolŋuny warrany. Bala nhan gayŋan Djesum ga guyurrꞌmiŋum warra nhangu, ga waripum yolŋu warra guŋnharran nyenan. Bala dhanal dhä-wirrkaꞌyuwanan nhanany bitjanan, “Gu rakaraŋan ŋanapiliŋgu banhayam malany dhäwu banha nhunu gayŋan rakaran, ḻinygu ŋangawul ŋanapu dharaŋgan. Nhäwuy ḻinygu banha dhäwum malany?”
MRK.4.11	Ga nhanmam Djesum garruwan bitjanan, “Nhumaliŋgum djinakum warrawu banha nhuma bayiŋ gayŋa ŋarranharamiŋgan banha God-Waŋarrwu romnha, ŋayam ŋarru warraŋulyumana nhumaliŋguḻ mayalimꞌ. Ga waripuŋuwum yolŋuwu banha dhanal ŋangawul bitjuwayiŋ djinalaŋa gayꞌ malaŋa, dhanalim ŋarru gayŋa banha dhäwun yana ŋäma. 
MRK.4.12	Dhaŋu ŋaya ŋarru rakaraman gamꞌ, mä ŋarru banha yänma nhangu God-Waŋarrwum ŋunha wukirriwuyma maḻŋꞌthuna gulitjtjin yana:
MRK.4.12	‘Yolŋuyum bayiŋ gayŋa banha nhäma nhänany djämaḻim,
MRK.4.12	ŋarru dhanal bayiŋ ŋangawulnha dharaŋganma, nhä banhaya mayaliꞌ.
MRK.4.12	Ga ŋämatj dhanal bayiŋ yulŋum buthuruyum, ŋarru ŋangawulnha dhanal bayiŋ ŋuwaḻyumanma bitjuwayiŋ dharaŋgan.
MRK.4.12	Ga banha dhanal warri mälkuwarram dharaŋgarra, dhanalim warri banha biluwarran ḏirruwarran God-Waŋarrwuḻin. Ŋarru ŋangawul dhanal banha djäl dhanal ŋarru djinakum bitjuwayiŋ dhäwuꞌwu marŋgiyi. Ga nhanmam ŋarru banha God-Waŋarryum ŋangawulnha dhanaliŋgum baya-rakaramam barrakinybuyma rombuy.’ ”
MRK.4.13	Bala nhan Djesum dhanaliŋgu bitjanan garruwan, “Wäy, buku-djulŋimi, ŋangawul nhuma gayŋa dhaŋu dhäwum dharaŋgan, ŋatja? Ga bayiŋ nhuma ŋarru ŋangawulma bitjuwayiŋ dharaŋgan dhaŋum gumurr-yalŋgim dhäwu, ga nhalpiyana nhuma ŋarru banha dharaŋgan ŋunham bala waripum malany dhäwu?
MRK.4.14	Djinalaŋam dhäwuŋa, yolŋu ŋarran maŋutjiwu lämu-nhinathuŋgandawu. Ga dhaŋum nhan bilanyan, bitjuwayiŋ yolŋu bayiŋ ŋarra bala rakaraman God-Waŋarrwuŋun yän yolŋuwuḻin warrawuḻ. 
MRK.4.15	Yo, ga ŋatham nhan banha djalkthuwanam, ga ḻurrkunꞌma banha gälkin ŋunha batjiwarrŋan. Ga batjiwarrma banha wanyun marimin ga ŋangawulnha nhan banha bitjuwayiŋ ŋatham ŋuthan. Manymak, ga bayiŋuyam ŋathayu gayŋa maŋutji-rakaram God-Waŋarrwuŋun yän. Ga ḻurrkunꞌthu yolŋuyu warrayu bayiŋ ŋäma yänma nhangu ŋayaŋuyum wanyuyun, bilanyan bitjuwayiŋ banhaya batjiwarr wanyu. Ga bäwarraṉꞌthum gayŋa maŋutji-rakaram Djaytinnhan banha nhan bayiŋ djakawarruna banhaya yännhan yolŋuwurun ŋayaŋuŋuru.
MRK.4.16	Ga banha nhan ŋatha gälkin ṉutjurrumiḻim, bayiŋuyam gayŋa maŋutji-rakaram banhayan yolŋuny banha nhan bayiŋ ŋäma yänma ŋayaŋuyu ŋuwakurruyu bala warraṯthuna yana. 
MRK.4.17	Bala bayiŋ waripuyum yolŋuyu nhäman banha nhan bayiŋ banhayam yolŋu mä-wulitjmiyin bayikuyan yängun, bala nhan bayiŋ mari-waythuna nhangu. Bala nhan ŋarru banhayam yolŋum guluna yänŋurum ŋänhaŋuru bala ḏiltji-guŋanmin God-Waŋarrwum ga yängum nhanguru, ḻinygu ŋatham banha maŋutjim ŋangawuḻ bitjuwayiŋ wärrurrꞌma ṉiṉꞌthuwan gulŋiyan.
MRK.4.18	Ga banha nhan ŋatha gälkin ḏimirrꞌṯimirrmiḻim, ga gulkurun banha ŋatham bitjuwayiŋ ŋuthan, ḻinygu gayŋan banha barrakinydhun mulmuyum djorkuwan. Ga bayiŋuyam gayŋa maŋutji-rakaram banhayanhan yolŋuny banha dhanal bayiŋ ŋäma God-Waŋarrwum yän, 
MRK.4.19	bala bayiŋ banha waripuyun malaŋuyu djorkumam. Waripun, waripun bayiŋ dhethuŋgan wälŋaḻi, nhäwu dhanal djäl. Ga rrupiyan gayŋa marimim guyaŋi ga be nhäwun warwuyun, guḻkuwun, girriꞌwun. Bala bayiŋ banha djinaŋuyan mala galmuman God-Waŋarrwurum yängu, ga ŋangawulnha nhan ŋarru banha nyena ŋuwatjumanma nhanguwayma yana God-Waŋarrwum.
MRK.4.20	Ga djinalam dhäwuŋa, ŋatha banha gälkin ŋuwakurruḻim munathaꞌḻi, banhayam maŋutji ŋuthanan yaŋaraꞌmiyinan ŋuwatjinan, bala ŋathamiyinan. Ga djinaŋum gayŋa maŋutji-rakaram banhayan yolŋuny banha nhan bayiŋ ŋäma God-Waŋarrwum yän bala djämamiŋgana yana. Yo, bilanyan dhanal banha yulŋum nhawun banha waŋganybuy ḻoḻuwuy giḻyuwanan gayŋan guḻkun yana marimin dhika. Ga waripuŋa-a-a ga guḻku yana, ga waripuŋa ga bilanya ḻinygu.”
MRK.4.21	Bala nhan Djesum bitjanan garruwan, “Banha bayiŋ yolŋuyu lanhdhirra dhuŋgurꞌyun, ŋangawul nhan bayiŋ banha banikinꞌthum bitjuwayiŋ dhurrthurryun, ŋatja?... wo ŋoyḻim betḻim dhethuŋgan. Banham nhan ŋarru ŋalthuman ŋunha garramatḻi, mä ŋarru bukmakthu yana nhämam gaykarraŋḻi.
MRK.4.22	Ga bilanyayan banha yulŋum God-Waŋarrwurum yängu. Nhä malany gayŋa ŋoya djuḻuḻyunda, banhayam nhanbayin ŋarru God-Waŋarryun yana dhawaṯthumu, bala bukmakma yolŋu warra barkthu bitjuwayiŋ marŋgiyin.
MRK.4.23	Maꞌ, bayiŋ nhunu buthurumim ŋuwatjuman nhänany ŋäkam mä nhunu ŋarru dharaŋgan yana.
MRK.4.24	Ga guyaŋiya maŋgarra yänma nhänany. Bayiŋ nhunu ŋarru gayŋa marimim yana nyäku mäkiri-witjun, nhanmam ŋarru God-Waŋarryum nhuŋguḻ guŋana nhanguway dharaŋandamim rom, banham nhunu ŋarru gayŋa dharaŋgana nhäm malany banha ŋuwakurrum marimim.
MRK.4.25	Ga bayiŋ nhunu yolŋu djäl marŋgiyinyarawu God-Waŋarrwurum ŋayaŋuwu, nhunum ŋarru yana gaḏamandjin. Ga bayiŋ nhunu ŋarru banha ŋangawulma bitjuwayiŋ ŋayaŋumiyi, nhanmam ŋarru banha gulumana nhuna dharaŋandaŋurun, banhayam nhunu ŋarru dhuŋayin nhangun God-Waŋarrwun.”
MRK.4.26	Ga biyapulma nhan Djesu garruwan bitjanan, “Marŋgiyi nhuma ŋarru nhalpiyan ŋarru gayŋa God-Waŋarrwu bitjuwayiŋ gurruṯumi warra ŋuthan. Yo, dhaŋum dhäwu mayaḻiꞌmin: Yolŋu djälmiyin nhan ŋarru ḻämu-nhinathuŋgan maŋutji ŋatha, bala nhan ŋarran banha ŋatham djalkthuwanan munathaꞌḻin, bala guŋnharrumanan banhaya maŋutjim banhambalayan, ga nhanbayim bitjuwayiŋ ŋarranan ŋirrimaḻin. 
MRK.4.27	Manymak, munha ga munha bitjuwayiŋ djuḻkthuwan ga ŋangawulnha nhan gayŋan bayiŋuya yolŋuyum guyaŋin banhaya maŋutjim ŋatham. 
MRK.4.28	Bala ŋarran banha maŋutjim mala ŋuthanan guŋnharran yana. Yo, bala banha ḏukitjma dhamanyꞌtjuwanan, bitjan ŋarran ŋurru-walman. Ga yaka wikarra, bala yaŋaraꞌmiyinan, ga ŋärrun muḻkurrma ŋathamiyin. 
MRK.4.29	Ga banha ŋatham bitjuwayiŋ muḻkurrma wanyuyin, bala yolŋum marŋgiyinan banha ŋatham ḻinygun ŋuwatjinan, bala nhan ŋarru ŋarran gulkthundawun bayikuya ŋathawun. Waraparra, God-Waŋarryu dhaŋu nhanbay bayiŋ ŋarra djämam bitjuwayiŋ ŋuthanmaramam.”
MRK.4.30	Ga biyapulya nhan Djesuyu rakaran waripun mayaliꞌmi dhäwu bitjan, “Dhaŋu ŋaya gayŋan waripu dhäwu nhumaliŋgu guyaŋin, banha ŋarru nhumaliny guŋgaꞌyun nhuma ŋarru dharaŋgan, nhalpiyan ŋarru gayŋa God-Waŋarrwu gurruṯumi warra ŋuthan. 
MRK.4.31	God-Waŋarrwum dhaŋu gurruṯumi yolŋu warra bilanya bitjuwayiŋ yutjuwaḻnha marimin maŋutji. 
MRK.4.32	Ga banha ŋarru banhaya maŋutjim bitjuwayiŋ gälki munathaꞌḻim bala ŋarru banha maŋutjim ŋuthana ŋarra buṯ-bitjana ga yanatj ḻinygu ga marralyi ŋarru, bala ŋarru baṉamꞌ mala wanyuyin. Ga warrawꞌnha banha yulŋum. Bala ŋarru bäwarraṉꞌma ŋarran bala yalunꞌ ŋamaŋamayun banhalayam warrawꞌŋa. Yo, bitjanyan ŋarru banha God-Waŋarrwum yolŋu warra gurruṯumim ŋuthan ŋarra, yindiyin yana mala.”
MRK.4.33	Yo, bitjanyan nhan gayŋan banha Djesuyu marŋgikuwanam yolŋunham warrany. Ga guḻkumi nhan gayŋan dhäwu malany mayaliꞌmiŋgan rakaran. 
MRK.4.34	Ga banha dhanal gayŋan dhanaliwayma ŋapa nyenan, Djesum ga guyurrꞌmiŋum warra yana nhangu, nhanmam bayiŋ dhanaliŋguḻ mayalimꞌ bitjuwayiŋ dhawaṯthumarran.
MRK.4.35	Ga banha ŋarran walum giyawuḻyin nhanmam gayŋan baḏak yana Djesum nyenan marthaŋayŋa. Bala nhan garruwanan nhanguwaywuḻ guyurrꞌmiŋuwuḻim warrawuḻ bitjanan, “Gu, ŋalmam ŋirrimbuman djinaŋun marthaŋayyun ŋunha galiꞌḻin.”
MRK.4.36	Bala dhanalim banha guyurrꞌmiŋum warra ŋalꞌŋalyuwanan bala ŋirrimbuwanan. Ga guŋnharrumanan dhanal banha guḻkunham yolŋuny warrany bäymaŋuḻin. Ga waripu bitjuwayiŋ yolŋu marthaŋaymi warra malthuwanya dhanaliŋgu. 
MRK.4.37+MRK.4.38	Bala nhan banha Djesum gayŋiyanan ŋunhal dhurpuŋam marthaŋayŋa, muḻkurr nhan ḏämbuwuyḻi ŋalthuwan bala gayŋiyanan. Ga gandarrŋam bala watan ŋoy-gurrŋanꞌnha murrukaynha marimin waythuwan dhanaliŋgu, guwatharanan dhanaliny ŋarran, ga ḏowum gayŋan wapthuwanan bala garmakma dhaŋaŋdjinan marthaŋayŋam, gaḻki warri banha marthaŋayma waḏapthuwarran. Ga dhanalim banha guyurrꞌmiŋum warra nhangu mariminan yana biyaṉiyinam, bala dhanal gayŋan ṉakaranharamiŋganan Djesunham, “Wäy Marŋgikunhami ṉakama, waŋayin ŋalma ŋarru, guḻwuḻyuna ŋalma ŋarru,... ŋangawul nhuna gayŋa dhaŋu warwuyunma, ŋatja?”
MRK.4.39	Bala nhan Djesum gayŋiŋurum ṉakamanam bala dhuṉḏaynha yana nhan garruwanam wanyuyun yändhum watawum, “Guluwan!” ga ḏowuwum nhan bitjan garruwan, “Ḻinygun dharraḏayiyan!” bitjan. Bala dhuṉḏaynha yana banha watam guluwanan gälkinyaŋurum ga ḏowum ŋarran nyimdhuwanan bala wapurarrnha gayŋiyan. 
MRK.4.40	Bala nhan Djesum garruwanan dhanaliŋgu bitjanan, “Nhäwu nhuma biyaṉiyinam?... ŋangawul nhuma gayŋa nyäkum mä-wulitjmiyi?”
MRK.4.41	Bala dhanalim banha mariminan biyaṉiyin, mä-maŋmaŋdhuwanan manapan bala ŋarran bitjanan garrunmin, “Nhäŋal nhuma? Ŋunha watayum ga garmakthum ŋäkul nhanany garrunda! Dhaŋum gulitjnha ganydjarrmin yolŋu!” bitjan.
MRK.5.1	Djesu ga nhangu guyurrꞌmiŋum warra buḏapthuwanan bayikuyam banha Galaliwuywum guḻungu, ga dhawaṯthuwanam dhanal ŋunha galinꞌ galkin yanan ŋirrimaŋam yäkuŋa Garatjaŋan.
