MAT.1.1	Bwen, aj ntzanije' kye tijajil Jesukrist aj tijajil Dawid aj tijajil Abran:
MAT.5.37	Ntons etetz qa a tgan tzan txik eq'uma' “o',” intxik eq'uma' cha a'ox “O'.” Qatzun tzan txik eq'uma' “nlay,” intxik eq'uma' cha a'ox “Nlay.” B'ix qa ma xik esi' eyol tuky'i tb'i jun tidi', ntons te nini cha tzajnaq ti'j te nya'tx galan.»
MAT.5.38	«Etetz oje tz'ok echa'o' [oqtxi'] okaj q'uma' ikxjani: “Qa ojawetz in tb'aq' twitz jun, ax ojawetz in tb'aq' twitzky te junky; qa owelatz in twitz te' jun, ax owelatz in twitz te'ky te junky.”
MAT.5.39	Per wetz oxe'l nq'uma' etetz, k'on kxjaw kaw tuky'i jun aj n'ok tk'ulu' nya'tx galan eti'j, sinoke qa at ab'l ma tz'ok joton jun eq'o'tx, ax intxik asi' junky palaj; 
MAT.5.40	qa at ab'l ma xik qaniyon awi'j b'ix tgan tzan tel teq'i' te akamixh, ax tzoqpij tzan txik teq'i' te aswetr. 
MAT.5.41	B'ix qa otxe'l in alajwers tzan txik awiqa' jun iqtz jun kilómetr,
MAT.5.42	Ab'l te aj otzajel tqani' jun tidi' yatz, intxik asi' tetz, b'ix k'on qet axk'ayi' te aj otzajel tqani' jun tky'ex awuky'i'l.
MAT.5.43	Ax oje tz'ok echa'o' ikxjani: “Inkyqet egani' ab'l etetz b'ix inkyok etajq'oja' kye etajq'oj.”
MAT.5.44	Per wetz oxe'l nq'uma' etetz, inkyqet egani' kye etajq'oj b'ix pe'exnaq'tzan kyi'j kye aj nkyejaw lajon etetz. 
MAT.5.45	Ikxji tzan tqet eyek'u' etetz a'ix tk'wa'al Qtata Dios aj atjax tuj ka'j, komo tetz ntk'ulu' tzan tjakul te q'ij kyajsik xjal aj nya'tx galan b'ix ax kyajsik kye xjal aj galan-e', b'ix ntzaj tsi' te jab' kyajsik kye aj nkye'okslan tetz b'ix ax kyajsik kye aj k'onti'l nkye'okslan tetz.
MAT.5.46	Qa etetz nkyeqet egani' a'ox kye aj nkyeqet ganin etetz, ¿tidi' ekamb'a'tz ikxji? Komo kye xjal aj peyul chojenj [aj nya'tx tume'l nkyek'ulun] ax kyetz nkyek'ulun ikxji. 
MAT.5.47	B'ix qa etetz nkxliman a'ox kye aj eterman ¿tidi' mas tb'anil nkxk'ulun ikxji? Komo kye xjal aj k'onti'l nkye'okslan te Qtata Dios ax kyetz nkyek'ulun ikxji. 
MAT.5.48	Pe'ek'ulun waq etetz kyaqil tuj tume'l iktza' te Qtata Dios aj atjax tuj ka'j nk'ulun kyaqil tuj tume'l.»
MAT.6.1	«K'on qet eyek'u' kywitz kye xjal te ek'ulb'en galan cha tzan etok e'e'.
MAT.6.2	Astilji oj etonen kyi'j kye meb'a' xjal, k'on xik epakb'a' ja'chq iktza' kye aj xmeletz' nkyk'ulu' tuj te jay nab'il Dios b'ix tuj b'ey cha tzan kyqet jiq'b'a' tzan kye xjal. Wetz oxe'l nq'uma' b'an'ax etetz, kyetz cha a'ox nini okykamb'a'tz, [nlay kyk'amoj junky tidi' tuky'i Qtata Dios]. 
MAT.6.3	Yatzun etetz oj etonen ti'j jun meb'a' xjal, k'onti'l tzan txik eq'uma' tuky'i nijunwt; 
MAT.6.4	sinoke pe'ek'ulun tuj jun tume'l aj nlay tz'ok ksi' kynab'l kye txq'anky, b'ix te Qtata Dios
MAT.6.5	«B'ix oj exnaq'tzan k'on kx'ok iktza' kye aj xmeletz', mer kygan tzan kxnaq'tzan wa'lke' tuj te jay nab'il Dios b'ix tuj kruser tzanja'x tzan kyok en tzan kye xjal.
MAT.6.6	Per yatzun etetz oj exnaq'tzan, okx'okex tuj ewatb'il b'ix owelatz elamo' te lamel b'ix oxe'l exnaq'tza' te Etat aj atqet xhchukel etuky'i'l. B'ix te Qtata Dios
MAT.6.7	Ntons oj exnaq'tzan, k'on xik eq'uma' ky'ila'j-el jun yol, komo nini k'onti'l token, iktza' nxik kxnaq'tza' kye aj nya'tx tijajil Israel aj k'onti'l nkye'okslan te Qtata Dios; kyetz tuj kynab'l qa oxe'l kyq'uma' ky'ila'j-el, ikxji te Qtata Dios mas owokel tsi' twi' kyi'j. 
MAT.6.8	K'on kx'ok etetz iktza' kyetz, komo te Qtata Dios
MAT.6.9	Ntons etetz pe'exnaq'tzan waq ikxjani: “Qtata Dios aj atichjax tuj ka'j, intqet xjani'xwit yatz ab'i. 
MAT.6.10	Intkajxwit kyaqil tuj aq'ab' naj. Intb'antikxwit tzani twitz tx'o'tx' kyaqil iktza'x yatz agan, iktza'x nb'antik tuj ka'j. 
MAT.6.11	Instzaj asi' ch'in ajna'l te qwe' aj n'oken b'ajq'ij. 
MAT.6.12	B'ix intqet anajsa' ch'in te qchoj iktza'x qetza nqet qnajsa'na te nya'tx galan aj nkyek'ulun kye txq'anky qi'ja. 
MAT.6.13	B'ix k'on atzoqpij ch'in tzan tok qen twitz jun tidi' aj oqotel tz'aqik titza' sinoke qo'el akolo' ch'in ti'j kyaqil aj nya'tx galan.”
MAT.6.14	Ntons etetz, qa oqtel enajsa' te nya'tx galan aj nkyek'ulun kye txq'anky eti'j, ax te Qtata Dios
MAT.6.15	per qatzun nlay qet enajsa' te nya'tx galan aj nkyek'ulun kye txq'anky eti'j, ax te Qtata Dios
MAT.6.16	«Ntons etetz oj etipan wa'ij tzan exnaq'tzan, k'on qet ek'ulu' jun ewitz b'an b'is iktza' nkyk'ulu' kye aj xmeletz' tzanja'x tzan kyok e'e' nkye'ipan wa'ij. Wetz oxe'l nq'uma' b'an'ax etetz, kyetz cha a'ox nini okykamb'a'tz, [nlay kyk'amoj junky tidi' tuky'i Qtata Dios tzan tpaj kyipb'en wa'ij]. 
MAT.6.17	Per yatzun etetz oj etipan wa'ij tzan exnaq'tzan, intqet ek'ulu' ch'in etib' galan
MAT.6.18	tzan k'on tel kyniky' kye xjal qa nkx'ipan wa'ij, sinoke a'ox tzan tok ten te Qtata Dios aj atqet xhchukel etuky'i'l, b'ix komo tetz b'a'n tzan txik ten kyaqil, tetz otzajel tsi' etetz te aj ekamb'a'tz.»
MAT.6.19	«K'on qet echimo' nim eq'inomal tzani twitz tx'o'tx' aj ja' te pok' b'ix te oks npon kynajsa' kyaqil,
MAT.6.20	Mejor intqet echimo' nim eq'inomal tuj ka'j, aj ja' te pok' b'ix te oks k'onti'l npon kynajsa', b'ix ja' k'onti'l nkye'ox kye eleq'. 
MAT.6.21	Komo ti'j te eq'inomal, ax tzi atok mas ek'u'j.»
MAT.6.22	«Kye tb'aq' qwitz iktza' kye q'analb'il te qchi'jel. Qa te tb'aq' qwitz galan, ntons b'a'n tzan txik qen byenech te chk'atunal. 
MAT.6.23	Per qa te tb'aq' qwitz nya'tx galan, ntons iktza' aqoqex tuj qlolj. Per qa etetz tuj enab'l n'ena'o' jun chk'atunal tuj etanim, per qa te aj chk'atunalni nya'tx tume'l, ntons kyaqil pur b'an qlolj tuj etanim.»
MAT.6.24	«Nijunwt b'a'n tzan tq'apon tib' tuj kyq'ab' kab'e' tajaw, tzan tpaj owokel tajq'oja' te jun b'ix te junky oqtel tgani', qatzun owokel lapet ti'j te jun b'ix te junky owelal tik'o'. Ax ikxji nlay b'antik tzan qaq'unan te Qtata Dios b'ix ax te jq'inomal kykab'il.
MAT.6.25	Wetz oxe'l nq'uma' etetz, k'on kxb'isun ti'j tidi' oxe'l ewa'a' qatzun ti'j te etuk'a'ji tzan etanq'in, b'ix ax k'onti'l tzan eb'isun ti'j te eq'anaq aj owokel esi'. Te qanq'in nya'tx a'ox tzan qb'isun ti'j quk'a' b'ix ti'j jq'anaq. 
MAT.6.26	Intok esi' enab'l kyi'j kye pich' aj nkyelipan twitz ka'j. Kyetz k'onti'l nkye'awan b'ix k'onti'l njaw kyin twitz kyawal, b'ix k'onti'l nkyek'u'un tuj kykajon, per anke ikxji, te Qtata Dios
MAT.6.27	Anke qa qetz b'an nqob'isun nim, ¿tzun petzun nb'antik tzan etanq'in junky q'ij mas twitz iktza'x ekajlen si'x?
MAT.6.28	B'ix ¿tistil etetz b'an nkxb'isun ti'j te eq'anaq? Intok esi' enab'l kyi'j kye ub'ech lirios
MAT.6.29	per anke ikxji, ni siker te Salomon [aj b'an q'inon tuq],
MAT.6.30	Qa te Qtata Dios nk'ulun kwent ikxji te k'ul aj a'ox akyeqet ajna'l b'ix ya nchi'j owokeyon meq'tzb'il te jorn, ntons ¡pyorx-alo etetz! Te Qtata Dios otzajel tsi' te aj presis te etetz anke a'ix xjal aj nya'tx nim wit'lik ek'u'j ti'j. 
MAT.6.31	Ntons etetz k'on kxb'isun, k'onti'l tzan txik eq'uma' ikxjani: “¿Tidi' oxe'l qwa'a'?” qatzun “¿Tidi' oxe'l quk'a'?” qatzun “¿Tidi' owokel qsi' qi'j?” 
MAT.6.32	Ti'j kyaqil ntzani ax b'an nkyeb'isun kye xjal aj k'onti'l nkye'okslan te Qtata Dios, per yatzun etetz, at jun Etat aj atjax tuj ka'j aj teb'en kyaqil aj presis te etetz. 
MAT.6.33	Ntons, mas twitz kyaqil aj nkxk'ulun, intok esi' ek'u'j tzan ejoyon tzan tqet etoksla' titza' tgan te Qajawil, b'ix tzan ek'ulun kyaqil tuj tume'l iktza' tetz tgan, b'ix kyaqil te aj presis te etetz, tetz otzajel tsi'. 
MAT.6.34	K'on kxb'isun ti'j te nchi'j, tzan tpaj te nchi'j b'a'n tzan eb'isun ti'j nchi'j. B'ajq'ij at tidi'chq b'a'n tzan qb'isun ti'j.»
MAT.7.1	«K'on xik epoqo' junky tzan k'on exik poqo' [tzan te Qtata Dios]. 
MAT.7.2	Komo te [Qtata Dios] okxtel ten iktza'x etetz nkyeqet eten kye txq'anky; b'ix iktza'x etetz nkxk'ulun kyuky'i kye txq'anky, ax ikxji te Qtata Dios ok'uluyon etuky'i'l.
MAT.7.3	¿Tistil yatz n'ok asi' anab'l ti'j te tal mu'p tuj twitz jun awerman b'ix k'onti'l n'ok asi' anab'l ti'j te tros aj atox tuj awitzni? 
MAT.7.4	Qa yatz at jun tros tuj awitz, ¿titza' ntnimsa' yatz ak'u'j tzan txik aq'uma' te junky: “Tzoqpij tzan tetz win te tal mu'p tuj awitzni”? 
MAT.7.5	¡Xmeletz' ka'r! Intetz awin tb'aya' te tros tuj tb'aq' awitzni b'ix ikxji akayi'tz galan tzan tetz awin te tal mu'p tuj tb'aq' twitz jun awerman.
MAT.7.6	K'on xik esi' jun tidi' aj xjan te jun tx'ya'n, b'ix k'on xik esi' kye kuch jun tidi' aj tb'anil,
MAT.7.7	Pe'eqanin b'ix otzajel si' etetz, pe'ejoyon b'ix owokelnoj etitza', pe'eq'olb'en b'ix owelatz jaqo' te jay ewitz. 
MAT.7.8	Komo ab'l aj nqanin, ntzaj si' tetz; b'ix te aj njoyon, n'oknoj titza'; b'ix te aj nq'olb'en, n'ex jaqo' te jay twitz.
MAT.7.9	¿At petzun jun te etetz aj otnimsa'tz tk'u'j tzan txik tsi' jun ab'j te tk'wa'al qa te tk'wa'al oxe'l tqani' jun wab'j tetz? 
MAT.7.10	Qatzun ¿oxe'l tsi' petzun jun kan oj txik tqani' jun kyiy? 
MAT.7.11	Etetz aj nya'tx galan xjal a'ix, etetz eteb'en alkyetz te galan tzan txik esi' te ek'wa'al, ntons pyorx-alo te Qtata Dios
MAT.7.12	Ntons ikxji intqet ek'ulu' kyuky'i txq'anky iktza'x egan etetz tzan tqet k'ulu' etuky'i'l tzan txq'anky; komo ikxji a tgan tzan tqet jk'ulu' iktza'x tz'ib'ankaj tuj te Kawb'il b'ix tuj te ktz'ib'en kye aj yolil tyol Dios oqtxi'.»
MAT.7.13	«Ntons, a tgan tzan etox [tuj ka'j] iktza' oj etox tuj jun lamel aj nekit twitz. Komo te lamel b'ix te b'ey aj nxik in kye xjal tzan kyponaj tuj te nim q'aq', tetzji nim twitz b'ix ky'ila'j nkyexik tzi, 
MAT.7.14	yatzun te lamel b'ix te b'ey aj nxik in qetz te jun qanq'in te jun-ele'x, tetzji nekit twitz b'ix nya'tx ky'ila'j kye aj n'oknoj kyitza'.»
MAT.7.15	«Intok esi' enab'l tzan k'on eqet eq'i' kyitza' kye aj cha sq'o'l-e' aj nkyeq'uman qa kyetz a'e' aj yolil tyol Dios. Nkye'ul exol etetz iktza' jun karner b'an mans, per tuj kyanim iktza' xo'j-e' aj tgan tzan txik kchi' kye karner. 
MAT.7.16	Etetz owelal eniky' kyi'j tzan tpaj aj nkyk'ulu'. Komo twitz jun lob'j ub k'onti'l n'el kanet ti'j jun wi' ky'i'x, b'ix twitz jun lob'j igos k'onti'l n'el kanet ti'j jun wi' txaka' ky'i'x. 
MAT.7.17	Jun tze' aj galan, ax ntswa' jun twitz galan, yatzun te jun tze' aj nya'tx galan, ax ntswa' jun twitz nya'tx galan. 
MAT.7.18	Jun tze' galan nlay b'antik tzan tkaj tsi' jun twitz nya'tx galan, b'ix jun tze' nya'tx galan nlay b'antik tzan tkaj tsi' jun twitz galan. 
MAT.7.19	Kyaqil tze' aj k'onti'l nkaj tsi' jun twitz galan, njaw tx'emlet b'ix n'ox xo'let tuj q'aq'.
MAT.7.20	Ntons etetz owelal eniky' kyi'j [kye aj sq'o'l-e'] tzan tpaj te aj nkyk'ulu'.»
MAT.7.21	«Nya'tx kyaqil kye xjal aj n'ok kyq'uma' wetz, “Tat, yatz Wajaw a'ich,”
MAT.7.22	Tuj aj q'ij [tuj te jwisy], ky'ila'j otzajel kyq'uma' wetz ikxjani: “Tat, yatz aj Qajaw a'ich, qetza oxik qyoli'na ayol, b'ix tuky'i yatz ab'i eb'ajjatz qina malspirit tuj kyanim xjal, b'ix tuky'i yatz ab'i oqet jk'ulu'na tidi'chq lab'al aj a'ox tuky'i awajwalil b'a'n tzan tb'antik.” 
MAT.7.23	Per tuj aj q'ijji wetz owajel ntzaq'b'e' kyetz ikxjani: “Wetz k'onti'l okx'ok wotzqila'. Pe'etel laq'chet wi'j etetz aj cha ek'ulunqet pur nya'tx galan.”»
MAT.7.24	«Ab'l te aj n'ok tsi' twi' ti'j te aj nxik nq'uma' wetz b'ix nqet tk'ulu' ikxji, tetz iktza' jun k'ulul jay aj oqet tb'isu' b'an galan, oqet tk'ulu' tjay tajsik chi'ab'j. 
MAT.7.25	Yaji otzaj te jab', te a' ojaw nim b'ix te kyaq'iq' oje xuk'in; per te jay k'onti'l oqet tz'aqik tzan tpaj atqet tuq te twit'lel tajsik chi'ab'j. 
MAT.7.26	Per te aj k'onti'l n'ok tsi' twi' wi'j b'ix k'onti'l nqet tk'ulu' te aj nxik nq'uma', tetz iktza' jun k'ulul jay mok' aj oqet tk'ulu' tjay tajsik tz'ajon. 
MAT.7.27	Yaji otzaj te jab', ojaw te a', b'ix te kyaq'iq' oje xuk'in, yaji te jay oqet tilan; kyaqil oponaj.»
MAT.7.28	Ntons, ya ma mankun txnaq'tzan te Jesus, kyaqil kye xjal aj nkyecha'on tuq ti'j, kyetz b'an nkyelab'an tuq tzan tpaj te tume'l titza' tuq nkyexik txnaq'tza', 
MAT.7.29	tzan tpaj nxnaq'tzan tuq tuky'i jun tajwalil b'an b'an'ax, b'ix nya'tx iktza' kye aj xnaq'tzal Kawb'il.
MAT.8.1	Ntons, ya ma qetz te Jesus twi' te tal mulu'j [aj ja' tuq nxnaq'tzan kye xjal], ntons ky'ila'j xjal eb'aj'ok lapet ti'j. 
MAT.8.2	Ntons jun xjal yab' tuq, cha nq'ay tuq xhchi'jel,
MAT.8.3	Yaji tzaj te Jesus, owok tmako' te xjal b'ix oxik tq'uma' tetz ikxjani: «Ngan tzan tel win ayab'il. Pab'antik ajna'l.» B'eyxnajji te yab' ob'antik ti'j te tyab'il. 
MAT.8.4	Te Jesus ax oxik tq'uma' tetz ikxjani: «Tzaj acha'o', k'on xik aq'uma' te nijunwt, a'ox pax yek'ul awib' twitz te pal, b'ix intxik awin tuky'i'l te awoyej aj okaj tq'uma' Moisés [tuj te Kawb'il], tzan tok en yatz ma'tx chb'antik.»
MAT.8.5	Ntons, ya ma pon Jesus tuj te amaq' Capernaúm, jun k'ulul mandad kxol kye soldad aj Rom opon tuky'i Jesus b'ix oqet twitz twitz, 
MAT.8.6	oxik tq'uma' ikxjani: «Tat, wetz nmos b'an yab', atox tjaq' xnoq'l, kamnaq xhchi'jel b'ix n'ok ten twitz nim xhcho'nal.» 
MAT.8.7	Ntons te Jesus oxik tq'uma' ikxjani: «Okyinxe'l q'anal tetz.» 
MAT.8.8	Ntons te k'ulul mandad oxik tq'uma' ikxjani: «Tat, wetz k'onti'l nwajo' tzan awox tuj njay. A'ox intxik aq'uma' ayol tzani, b'ix te nmos ob'antel. 
MAT.8.9	Komo ax wetz ate' xjal k'ulul mandad wi'j aj mas nim kyajwalil nwitz, b'ix ax ate' soldad aj nkyink'ulun mandad kyi'j. Oj txik nk'ulu' mandad jun te kyetz tzan txik, ntons nxik, b'ix oj txik nk'ulu' mandad jun te kyetz tzan stzaj, ntons ntzaj, b'ix oj txik nk'ulu' mandad te nmos tzan tqet tk'ulu' jun tidi', ntons nqet tk'ulu'.»
MAT.8.10	Ntons, ya ma tz'ok xhcha'o' te Jesus ikxji, oje lab'an ti'j tyol te xjal, b'ix oxik tq'uma' ikxjani kyuky'i kye aj lapike' tuq ti'j: «Oxe'l nq'uma' etetz te b'an'ax, kxol kyaqil kye aj tijajil Israel mina' toknoj witza' jun xjal iktza' ntzani b'an wit'lik tk'u'j wi'j b'an byenech. 
MAT.8.11	Wetz oxe'l nq'uma' etetz, [iktza' ja xjal ntzani] ky'ila'j xjal aj tzajnaqe' ja'chq twitz tx'o'tx' b'ix tidi'chq kyijajil,
MAT.8.12	per ky'ila'j txq'anky kye aj tijajil Israel [aj b'a'n tuq tzan kyten tuj tq'ab' Qtata Dios], kyetz okye'elax lajo' tuj qlolj aj ja' okye'oq'el b'ix ma qitx'itx'in txe' kye'.»
MAT.8.13	Ntons te Jesus oxik tq'uma' tuky'i te k'ulul mandad kye mulon ikxjani: «Pax ajay, b'ix iktza'x yatz ma'tx awokslaj, te yab' ob'antel.» Ntons, b'eyx aj orji te xjal ob'antik.
MAT.8.14	Yaji te Jesus oxik tjay Xhpe'y, b'ix tji' xuj te Xhpe'y atqet tuq tjaq' xnoq'l tzan tpaj yab' tuq b'ix ajun kyaq tuq ti'j. 
MAT.8.15	Ntons te Jesus owok tmako' tq'ab', b'ix te kyaq b'eyx owel. Ntons tetz ojaw wa'let b'ix exik tk'a'cha'.
MAT.8.16	Ntons, ya ma qoqet yupan, eb'ajpon tuky'i Jesus ky'ila'j xjal aj akyeqex tuq malspirit tuj kyanim, b'ix cha a'ox tuky'i tyol eb'ajjatz tin kye malspirit b'ix eb'ajqet tq'ana' kyaqil kye yab'. 
MAT.8.17	Te ntzani oky'ik tzan tponkix tuq te aj oxik tpakb'a' te Chay aj yolil tyol Dios oqtxi' aj txik tq'uma' ikxjani: “Tetz owel tin te aj ncho'on tuq qetz, b'ix owel teq'i' te qyab'il.”
MAT.8.18	Ntons, te Jesus ya ma tz'ok ten ajun xjal tuq nkyelab'un ti'j, oxik tq'uma' [kye txnaq'atz] tzan kxik junxla' te a'. 
MAT.8.19	Ntons owok laq'chet ti'j tetz jun xnaq'tzal Kawb'il b'ix oxik tq'uma' ikxjani: «Xnaq'tzon, ax wetz okyin'okel lapet awi'j aj ja' yatz otxe'l.» 
MAT.8.20	Ntons te Jesus oxik tq'uma' ikxjani: «Kye xhi'wl at kyjul, b'ix kye pich' aj nkyelipan twitz ka'j at kyq'u', per [wetz] te Ichan Aj Tk'wa'al Dios [a'in] k'onti'l ja' tzan nqet ojlan ch'in.»
MAT.8.21	Yaji jun aj txnaq'atz tuq, oxik tq'uma' ikxjani: «Tat, tzoqpij ch'in tzan tkaj nmuqu' tb'ay te ntat.» 
MAT.8.22	Ntons te Jesus oxik tq'uma' ikxjani: «Yatz, pawok lapet wi'j. Qaltetz kye kamnaq, intqex kymuqu' kye kymuqenx.»
MAT.8.23	Ntons, te Jesus ojax tuj bark b'ix kye txnaq'atz eb'ajjax tuky'i'l. 
MAT.8.24	Yaji ojaw jun nim kyaq'iq' tuj te a' b'ix te a' owaq'ik tzan tox pulan tuj te bark b'ix ch'inky tuq kxik mulan, b'ix te Jesus nwitan tuq. 
MAT.8.25	Kye txnaq'atz ojaw kyk'asu' b'ix oxik kyq'uma' tetz ikxjani: «¡Tat, kolon ch'in qi'j! ¡Ch'inky qxik mulan!» 
MAT.8.26	Ntons tetz [ojaw k'asik b'ix] oxik tq'uma' ikxjani: «¿Tistil etetz b'an nkxob'? Etetz nya'tx nim wit'lik ek'u'j wi'j.» Ya ma xik tq'uma' ikxji, tetz ojaw wa'let b'ix oxik tmiyo' te kyaq'iq' tuky'i a', b'ix olumet kyaqil. 
MAT.8.27	Kyetz b'an nkyelab'an tuq, nkyecha'on tuq kyib'kyib'x ikxjani: «¿Ab'ltzun ja xjal ntzani? ¡Komo te kyaq'iq' b'ix te a' nqet kyoksla'!»
MAT.8.28	Ntons aj tpon Jesus tuj tkwentil Gadar junxla' te alawun, e'etz kab'e' xjal kanol tetz. B'ix ateqex tuq malspirit tuj kyanim b'ix cha nkyenajan tuq tajsik anim b'ix b'an xob'ajil-e' tuq kyi'j, astilji nijunwt tuq nb'antik tky'ik txini. 
MAT.8.29	B'ix eb'ajjaw siky'in ikxjani: «¿Ti' n'ajoyo' qxola yatz Jesus aj Tk'wa'al Dios a'ich? ¿Ti'tzun, ma xhch'ul swal xhcho'nal qi'ja b'ix mina' tpon or?»
MAT.8.30	Ntons, laq'chik ch'inky tzi, akyeqet tuq ky'ila'j kuch nkyewa'an tuq, 
MAT.8.31	b'ix kye malspirit oqet kywitz twitz Jesus ikxjani: «Qa yatz oqojawetz awina, ntons tzoqpij ch'in tzan jqex tuj kyk'u'j kye kuch.» 
MAT.8.32	Yaji te Jesus oxik tq'uma' ikxjani: «Pex waq.» Ntons kye malspirit eb'ajjatz tuj kyanim kye xjal b'ix eb'ajqex tuj kyk'u'j kye kuch, b'eyxnajji kye kuch eb'ajjaw qitun, eb'ajxik qetl b'ix okyaqon kytilu' kyib' tuj a', kkyaqil eb'ajjaw jeq'b'ik. 
MAT.8.33	Kye aj nkyepastorin tuq kye kuch eb'aj'oqik b'ix ya ma kyepon tuj te amaq', oxik kyq'uma' kyaqil aj ojetq tuq ky'ik kyi'j kye kuch b'ix ax aj ojetq tuq ky'ik kyuky'i kye xjal aj ateqex tuq malspirit tuj kyanim. 
MAT.8.34	Ntons kyaqil kye xjal eb'ajpon aj ja' tuq atqet te Jesus, b'ix ya ma xik kyen, oqet kywitz twitz tzan tuq tex tuj te aj luwarji.
MAT.9.1	Ntons ya ma ky'ik kyaqil ntzani, yaji te Jesus ojax tuj bark junky'el b'ix oxik junxla' a', opon tuj tamaq'. 
MAT.9.2	Ya ma pon tzi, [txq'an xjal] opon kyin jun yab' tuky'i'l, kamnaq tuq xhchi'jel b'ix eq'i' tuq tajsik jun twatb'il. Ya ma tz'ok ten te Jesus titza' tuq kye xjal wit'lik kyk'u'j ti'j, tetz oxik tq'uma' te yab' ikxjani: «Nimsaj ak'u'j tey, te achoj ma'tx qet najslet.»
MAT.9.3	Ntons junjun kye aj xnaq'tzal Kawb'il [aj akyeqet tuq tzi] oqet kyyoli' kxolx ikxjani: “Ja xjalni, cha nxmayin ti'j Qtata Dios.” 
MAT.9.4	Ntons, komo te Jesus teb'en tuq te aj nqet kyb'isu', ntons oxik xhcha'o' kyetz ikxjani: «¿Tistil etetz nkxb'isun nya'tx galan tuj etanim? 
MAT.9.5	¿Alkyetz te mas kwest tzan txik jq'uma' te jun xjal: “Te achoj ma'tx qet najslet” qatzun tzan txik jq'uma' “Pajaw wa'let b'ix pab'et”? 
MAT.9.6	Ntons tzan tok ete'e' [wetz] te Ichan Aj Tk'wa'al Dios [a'in], at wajwalil tzani twitz tx'o'tx' tzan tqet nnajsa' kchoj kye xjal, [oqtel nyek'u' etetz ntzani].» Ntons yaji tetz oxik tq'uma' tuky'i te yab' ikxjani: «Pajaw wa'let b'ix intjaw awin awatb'il b'ix pax ajay.»
MAT.9.7	Ntons te xjal aj kamnaq tuq xhchi'jel, tetz ojaw wa'let b'ix owaj tjay. 
MAT.9.8	Ya ma tz'ok kye'e' kye xjal ikxji, eb'ajlab'an b'ix oqet kyjiq'b'a' Qtata Dios aj ntzaj tsi' tajwalil jun xjal tzan tk'ulun ikxji.
MAT.9.9	Ntons te Jesus owex tzi b'ix yaji oxik te'e' jun xjal tb'i Matey wit'liqet tuq aj ja' tuq n'el tpeyu' chojenj. Te Jesus oxik tq'uma' tetz ikjani: «Pawok lapet wi'j.» Ntons te Matey ojaw wa'let b'ix owok lapet ti'j.
MAT.9.10	Ntons yaji te Jesus nwa'an tuq tuj tjay [Matey], b'ix ky'ila'j xjal aj peyul chojenj b'ix txq'anky xjal aj nkye'ok q'uma' “chimol choj-e'” eb'ajpon tuky'i'l b'ix eb'ajqet wit'let wa'il ti'j mes junx tuky'i Jesus b'ix kye txnaq'atz. 
MAT.9.11	Yatzun kye aj b'uch'uj Parisey, ya ma tz'ok kye'e' kyaqil ntzani, oxik kcha'o' kye txnaq'atz Jesus ikxjani: «¿Tistil te aj nxnaq'tzan etetz nwa'an kxol kye aj peyul chojenj b'ix kxol kye aj chimol chojni?» 
MAT.9.12	Ya ma tz'ok xhcha'o' te Jesus, oxik tq'uma' ikxjani: «Kye aj b'a'ne', nya'tx presis jun q'anon kyi'j, sinoke a'ox kye aj yab'e'. 
MAT.9.13	Pex waq b'ix intqet exnaq'tza' tidi' telponx te aj tz'ib'ankaj tuj Tu'jal Qtata Dios aj ja' nyolin ikxjani: “Wetz ngan tzan tok lo'et ek'u'j kyi'j txq'anky b'ix nya'tx cha a'ox tzan stzaj eq'apo' epresent wetz.”
MAT.9.14	Ntons yaji kye txnaq'atz te Wa'nch Aj Swal A' e'ok laq'chet ti'j Jesus b'ix oxik kcha'o' tetz ikxjani: «Qetza b'ix kye aj b'uch'uj Parisey nqo'ipana wa'ij ko'chq tzan qxnaq'tzan. ¿Tistil kye axnaq'atz k'onti'l nkyek'ulun ikxji?»
MAT.9.15	Ntons te Jesus owaj stzaq'b'e' kyetz ikxjani: «Kyi'j kye aj uk'leme' tzan tpaj jun xjal aj ma tz'ok junan, ¿tzun petzun kyetz nkyeb'isun qa te xjal tzunx atqet kxol? Per opoyon jun q'ij aj oxe'l eq'i' te aj ma tz'ok junan, maxji okye'ipayon wa'ij. 
MAT.9.16	B'ix nijunwt xjal nqet txb'uqi' jun xq'apj q'anq tuky'i jun remyent ak'a'j, tzan tpaj te remyent n'ok juk'lik, nxik tlaqu' te q'anq b'ix ikxji cha mas nxik laqik. 
MAT.9.17	B'ix k'onti'l nqex si'let ta'al ub man telentz tuj jun tx'u'y tz'u'm q'anq, tzan tpaj te tx'u'y owelal laqik, ikxji te ta'al ub b'ix te tx'u'y okyepoyonaj. Astilji presis tzan tqex si'let te ta'al ub man telentz tuj jun tx'u'y ak'a'j, ikxji tzan k'on kyponaj kykab'il.»
MAT.9.18	Ntons aj man tuq nyolin Jesus kyuky'i'l, opon jun k'ulul mandad tuj te jay nab'il Qtata Dios b'ix oqet mejlet twitz, b'ix oxik tq'uma' ikxjani: «Wetz nme'al man tkamlen, per qo'o ch'in b'ix oqtel asi' aq'ab' tajsik b'ix owanq'iyon junky'el.» 
MAT.9.19	Ntons te Jesus ojaw wa'let b'ix tetz kyuky'i kye txnaq'atz eb'ajxik tuky'i te xjal.
