MAT.1.2	Abraham Aisak tegi, Aisak Zekop tegi. Zekop Zuda gum ntogi tegi. 
MAT.5.45	Nde maaŋ muunga, nde Ndia mbu Hevenan ki, nde ana tari kɨrga. Nden Ndia mbu Hevenan ki, ana ra mbuim, ana tɨvi mbatɨgi ga mbui gumgi ga shɨgi, ana vhɨra tɨvir vhuuiŋ ga mbui gumgi ga shɨgi. Ana vhɨra mboga mbuim, ana tɨvir vhuuiŋ ga mbui gumgir nzi, ana vhɨra tɨvi mbatɨgi ga mbui gumgir nzi. 
MAT.5.46	Nde maaŋ muuŋgi warira vuzvugi gumgi, nde mbera vuzvugɨrga, nde ram muuŋgi khesharigi vheza ndirie? Mba ŋkɨɨa ndia rui gumgi mbe vhɨra mba tɨvi mbui. 
MAT.5.47	Nde maaŋ muuŋgip, raar vhuun wari wo fek gu tarira nɨɨnga, nde mbui tɨvi, nta ram muuŋgi harigi gumgi mbui tɨvi kambarigi? Mba ndava vurar ki gumgi mbe vhɨra mba tɨva mbui. 
MAT.5.48	Nde guigira kɨrɨ tɨvir vhuuiŋra mbui gumgi gu mbigi kɨri. Nde Ndia ana Heven ki, nde ana ki kɨrɨ tɨvira muuŋri. Ana guigira kɨrɨ tɨvir vhuuiŋra mbui guma ma.”
MAT.6.2	“Nde maaŋ muuŋgip bigɨnan bigi sosuagi gumgir nɨɨn saŋv, nde mba gumgi mbari Fhe Bakɨmen buni mbararagi pheni gum tuavi rɨksɨgivigen mbui tɨvar muuŋv, guma the suaŋrim, ana mbarɨva biv nde nɨman fhara ŋgɨ thari. Mba tɨva mbui gumgi, mbe fhura bigi shɨshɨgi, mbe maaŋ muuŋrim, mbe gumgi gu mbigi, mbe ganɨv khaŋ mbe suanga mbe tɨvar vhuuŋ mbui ntɨɨri ma. Mbe maaŋ mbe suaŋv mbe zɨri ndiv vun kuamkuar zav, mbe maaŋ mbui. Maaŋ mbui gumgi, gu guigira khar nde nzuai, mbe za won vheza ndigi. 
MAT.6.3	Nde bigir bigi sosuagi gumgir kurkurar saŋv, ndun ŋkɨn hareŋ ndun guva hareŋ kaŋgirim, ana mba bigɨnan bigi sosuagi gumgir nɨɨŋ thari. 
MAT.6.4	Nde maaŋ muunga, nde mba harigi ntɨɨri kora mbuav mbe mbui tɨvi, nta zorgɨ kɨrga. Nde Ndia ana zorga mbui bigi, ana nta kaŋgi, ana ne suaŋv vhezar nden nɨɨnga.”
MAT.6.6	Nde maaŋ muuŋ thari, nde Fhe Bakɨme phorgɨ suan saŋv, nde ŋgɨp, wari won phena vhen ŋgirgɨp, thɨm puigip, wari wo Fhe Bakɨme phorgɨ suaŋri, ana zorga ki. Nde Ndia, ana zorga mbui bigi, gum zorga ki bigi ana nta gari. Ana ne suaŋv vhezar nden nɨɨnga.
MAT.6.8	Nde mbe mbui tɨva zɨn ŋgɨ thari. Nde Ndia nde ntigar kamthooŋ ntarav ana phorgɨ suanga, ana fhum nde mba sosuagiap ana nzan za mbui bigi, ana za nta kaŋgi.
MAT.6.10	Ndu nza ganɨnga, nza ndun piin kɨrga tuk hɨgɨri. Nza kha nuianan, mbe Hevenan ndu vuzvugi zɨn vui tɨvara, nza kha nuianan vhɨra mba tɨvara muunga. 
MAT.6.11	Ndu ntigem kha raa tugɨra tɨgi mban nzan nɨɨŋri. 
MAT.6.12	Ndu nza muuŋgi tɨvi mbatɨgi, ndu nta ndɨkndɨk ŋangiri, nza vhɨra mba tɨvara harigi ntɨɨri nza muuŋgi tɨvi mbatɨgi, nza nta ndɨkndɨk ŋangi. Ndu vhɨra mba tɨvara nzan muuŋri. 
MAT.6.13	Ndu fhura nza ganɨrim, nzan panɨnga bigɨn thueŋ nzan hɨ thari, ndu nzan hɨr za mbui bigɨna mbatɨgeŋ, ndu nza tɨn ne ndigiri.’
MAT.6.15	Nde maaŋ muuŋgip harigi ntɨɨri nde muuŋgi tɨvi mbatɨgi, nde nta ndɨkndɨk ŋangirga fhu, nde Ndia, ana vhɨra nde muuŋgi tɨvi mbatɨgi, ana nta ndɨkndɨk ŋangirga tuktɨgi fhuvara.”
MAT.6.17	Gu nde nzuai, nde maaŋ muuŋgip Fhe Bakɨme zɨ ndi vun kuamkuar mba thamthav, nde wari wo khoo ruagip mporiin wari hɨvgip wari wo pani toogiri. 
MAT.6.18	Nde maaŋ muuŋgirga mba gumgi gu mbigi, mbe nde mba thagi ne kaŋgirga tuktɨgi fhuvara. Nde Ndia, ana zorga ki, ana nduara nde kaŋgirga. Nde Ndia ana zorga ki bigi, ana nta kaŋgi, ana nduara ne suaŋv vhezar nden nɨɨnga.”
MAT.6.20	Nde Hevenan wari wo bigir vhuuiŋ ndiv phogar vhori. Hevenan baa gum suasuari bigi gori fhu, bigi vhɨra wari tɨ vhi fhu, kɨɨi gumgi vhɨra pheni phɨrav kɨɨi fhu. Mba ŋgun ndun bigi vhuuiŋ nzerara kɨrga. 
MAT.6.21	Ndun bigi vhuuiŋ ki ŋgu ndun vuzvuk, ana vhɨra mba ŋgun kɨrga.”
MAT.6.23	Ndu rɨmani mbatɨgi, ndu ruru tɨvi mbatɨgi, ndu za gɨngɨnan ki guma ma. Maaŋ muuŋgip, ndun vhen ki vhava ŋaar, ana gɨngɨngirga, ndu guigira gɨngɨna bakɨmen ki guma ma.”
MAT.6.26	Nde kha korigi ganɨ, mbe wari ga nzuav mban pari fhu. Mbe vhɨra wari ga nzuav mba ndia vov mba ndi vhuui pheni ga vhui fhu. Nden Ndia, ana Hevenan ki, ana mban mbe ndɨɨi. Nde ndɨkndɨgi, nde kha korigi kambarigi fhuv thi? 
MAT.6.27	Nde the nzerara kɨrga tuavi ga ndɨkndɨgɨp ndɨkndɨgi vhɨrver muuŋv kɨrga, mba ndɨkndɨgi vhɨrve nta ram muuŋgip ana bɨɨŋbɨɨŋ ga phivarim, ana tuga mpeeŋra kegɨrie? Ne tuktɨgi fhuvara. Zakɨra fhuvara!
MAT.6.28	“Nde thaŋ nzuav shagi ga nzuav ndɨkndɨgi vhɨrve, ga mbui? Nde tuituigip kha khira shivi, nta tamtam khar ki, nde nta ganɨri. Nta ram muuŋgiap hegi? Nta ŋaara bakɨme mbui fhuvara. Nta vhɨra wari ga nzuav shagi ga mbui fhuvara. 
MAT.6.29	Gu nde nzuai, Soromon ana fhum ŋgui vhɨrve gari guman pan kav, ana won sɨɨŋ vhuuŋra mbui. Kha khira shivi, nta nzɨɨi sɨɨŋ, nta guigira ana nzɨɨi sɨɨŋ kambarigi. 
MAT.6.30	Ntige khar ki vhazɨgi, gurmaŋgip guma nta gorɨp nta fuv vhava suegɨrga. Mba khesharigi vhazɨgi, nta fhura ki ntɨɨri ma. Fhe Bakɨme sɨɨn vhuuŋra nta mbui. Maaŋ muuŋgip, nde Fhe Bakɨme khothɨgi ndɨkndɨk bisaneŋ ki gumgi gu mbigi, nde guigira khueŋ kaŋgiri, Fhe Bakɨme vhɨra sɨɨn nden nɨɨnga. 
MAT.6.31	Nde ndɨkndɨgi vhɨrver muuŋv khaŋ suaŋ thari, ‘Nza thegir mbar mbɨrie? Nza thagɨna mbɨn mbɨrie? Nza vhɨra thegi shagi sharɨrie?’ Fhuvara. 
MAT.6.32	Mba ndava vurar ki gumgi gu mbigi, mbe mba khesharigi bigi ga nzuav gari. Nden Ndia, ana kha Hevenan ki, ana nde mba nzua mbui bigi, ana za nta kaŋgi. 
MAT.6.33	Nde fhara muunga tɨv khare. Nde Fhe Bakɨme piin kɨrim, ana ŋgui vhɨrve guman pana farar muuŋgip, nde gari guman pan kɨrim, nde ana tɨvar vhuuŋ zɨn ŋgɨri. Nde ana tɨva vhuuŋ zɨn ŋgɨrim, ana vhɨra mba harigi bigi, ana vhɨra nta phorgɨp nde nɨɨŋgirga. 
MAT.6.34	Maaŋ muuŋgiap, nde gurmaŋgip ndirga bigi, nde nta ndɨkndɨgɨ thari. Gurmaŋgip hɨrga bigi, nta gurmaŋgi bigi ma. Mba raar simtɨgi, nta mba raar simtɨgi ma.”
MAT.7.2	Fhe Bakɨme nde mba harigi gumgi gu mbigi mbui tɨvi garav mbe nzuai tɨvara ana nden muuŋgirga. Nde mba harigi gumgi gu mbigi ga mbui tɨvira, Fhe Bakɨme vhɨra mba tɨvara nden muuŋgirga. 
MAT.7.3	Ndu thaŋ nzuav mba kha nina bisaneŋ ndun ŋguga rɨman kim, ndu ne gangiap nzuai. Ndu ne gangia nzuav, ndu won rɨman mba khanararaŋ bakɨme gangi fhuve? 
MAT.7.4	Ndu mba khanararaŋ bakɨme ndu rɨma ŋgorgɨp kɨrim, ndu ram muuŋgip ganɨp khaŋ wo ŋguga suaŋrie, ‘Na ŋguk, gu ndu rɨman ki nduigɨna bisaneŋ ndigirga?’ 
MAT.7.5	Ndu bigi shɨshɨgi guma ma. Ndu fharav mba wo rɨman ki khanararaŋ bakɨme ndigiri. Ndu ne ndigip, ndu tuituigip ganɨv, ndu zumgum won ŋguga tɨn mba kha nina bisaneŋ ndirga. 
MAT.7.8	Fhe Bakɨme phorga nzuai gumgi, mbe bigi ndi. Guma bigi ga nzuav garav, ana mba bigɨna gari. Guma Fhe Bakɨmen kaai, Fhe Bakɨme ana suaŋv thɨma fhɨri.
MAT.7.10	Maaŋ muuŋgip, tara the mbɨgaman won ndiar nzanga, ana ndia kuruga mbatɨga ana nɨɨŋgirie? Ana vhɨra maaŋ ana muuŋgirga fhuvara. 
MAT.7.11	Nde tɨvi mbatɨgi ga mbui ndegi ma. Nde tɨvi mbatɨgi ga mbuav, nde bigir vhuuin wari won tarir nɨɨngeŋ, nde guigira ne kaŋgi. Nde maaŋ muuŋv, nde guigira khueŋ kaŋgiri, nden Ndia, ana kha Hevenan ki, ana phorga nzuai gumgi ana bigir vhuuin mbe nɨɨn zav ndikndigi.
MAT.7.14	Mba zazera mbara muuŋgiap ki bɨɨŋbɨɨŋ ndi ŋgun vhen veri thɨmkamani, ni guigira bisaŋgi, vhɨra mba thɨmkamanin vui tuav, ana vhɨra bisaŋgim, gumgi gu mbigi ne ŋgɨrgen mbovaragi. Maaŋ muuŋgiap, gumgi gu mbigi babara mba tuav ne gara mba tuavar vui.” 
MAT.7.16	Nde mbe mbui tɨvi gangip kaŋgirga, mbe Fhe kaathoori gumgir wari ga shɨshɨgi gumgi o, fhu. Ram muuŋgi tɨv? Guma the fhum vov tari ki karigi rɨgar wanin vhɨgi khargire? Ee, maaŋ muuŋgip guma fik vhɨgi kharɨ saŋv, ana ŋgɨp sesegi vhazɨgi mbatɨgi rɨgar fik vhɨgi khargire? Zakɨra fhuvara! 
MAT.7.17	Mba tɨvara khira vhuuiŋra, nta vhɨgir vhuuiŋra mbai. Khira mbatɨgi, nta vhɨgi mbatɨgi mbai. 
MAT.7.18	Khan vhuuŋ, ana vhɨgi mbatɨgi maaŋgirga tuktɨgi fhu. Kha mbatɨk ana vhɨra vhɨgi vhuuiŋ maaŋgirga tuktɨgi fhuvara. 
MAT.7.19	Vhɨgi vhuuiŋ mbai fhuv khira, mbe zam nta kav, nta fov vhava sui. 
MAT.7.20	Maaŋ muuŋgiap, nde mben tɨva ganɨp, nde mba Fhe Bakɨmen kamthooŋ gumgir wari ga shɨshɨgi gumgi nde mbe kaŋgirga.
MAT.7.22	Zumgum Fhe Bakɨme za kha nuianan ki gumgi gu mbigi mbui tɨvi mbatɨgi ga suaŋv mbe suanga tuga bakɨmen, gumgi gu mbigi vhɨrve khaŋ na suanga, ‘Bakɨme, Bakɨme, nza ndu zɨn panan ndu kamthooŋ guma ŋgari ŋaara muuŋgi. Nza vhɨra ndu zɨn panan ŋiniŋgi mbatɨgi ga vharvharagi. Nza vhɨra ndu zɨn panan mirikori vhɨrve ga muuŋgi.’ 
MAT.7.23	Mbe maaŋ suanga, gu mba tugen khaŋ mbe suanga, ‘Gu thaneŋ nde kaŋgi fhuvara. Nde tɨvi mbatɨgi ga mbui ntɨɨri ma, nde na thav sari.’ ”
MAT.7.25	Ana wo phena muuŋgim, mbok zerim, mpi bakɨme zerim, bɨɨŋbɨɨŋ bakɨme khavgi, mba bigi zav mba phena sim, mba phen phɨrge rɨgi fhuvara. Ne khaŋ muuŋgi, mba phena muuŋgi simen, ana vov mbu nuiana vhen ki kɨma bakɨme suirav havhargi. 
MAT.7.26	Guma na buni mbararav nta zɨn vui fhu, mba guma, ana ŋanŋangi guma fara muuŋgiap, khɨɨn ki ŋanen wo phena muuŋgi. 
MAT.7.27	Ana khɨɨna tɨn wo phena muuŋgim, mbok zeri. Mbok zerim, mpi bakɨme zerim, bɨɨŋbɨɨŋ bakɨme khavgi. Mba bigi zav mba phena sim, mba phen za phɨrge rɨgi. Ahaŋ, mba phen phɨrerav za phɨra koreregi.”
MAT.7.29	Mbe khaŋ muuŋgiap, ana mba Zudaiŋ tɨvi vhuuiŋ kaŋgi gumgi mbe khɨvav mbe nzuai, tɨva muuŋgi fhuvara. Ana zɨ ki guma mbe khɨvav mbe nzuai tɨva muuŋgi.
MAT.8.1	Zisas mba bunin mba gumgi gu mbigi vhɨrve ga suaŋgiap, ana mbaram mba mbɨkshɨma thav verim, gumgi gu mbigi vhɨrve ana zɨn veri. 
MAT.8.2	Ana verim, ŋkari gu fari goreri rɨmrɨm ki guma mbe zav, wo thɨpanani phɨrgiap, ana nɨman fav, khaŋ ana nzuai, “Guma Bakɨme, ndu vuzvugirga, ndu nan muuŋgirga, gu Fhe Bakɨme nɨman ŋgararga.” 
MAT.8.3	Ana maaŋ nzuaim, Zisas wo farven ana khɨngiap khaŋ ana nzuai, “Gu vuzvugi. Ndu rɨmrɨm vhɨzgi, ndu ŋgarari.” Zisas maaŋ nzuavra thagim, mba ŋkari gu fari goreri rɨmrɨm vhemkora mba guma thav vugim, mba guman fhav taagia ŋgarigi. 
MAT.8.4	Mba guma fhav ŋgarigim, Zisas mbaram khaŋ ana nzuai, “Ndu tuituigira wo ganɨri. Ndu won hɨgi bigeŋ bun harigi guma the suaŋ thari. Ndu ŋgɨp wo fhavar mba Fhe Bakɨme rotu gari guman pana khɨvav, ndu mba Moses fhum muun zav suaŋgi shaman muuŋri. Ndu mba shaman muuŋrim, mba gumgi gu mbigi ndu gangip kaŋgirga, ndun rɨmrɨm vhɨzgi.”
MAT.8.6	“Guman Rum, nan ŋaara guma rɨmrɨm mbatɨga mbuav, bigi ana rimgim, ana zaa mbatɨga ndiav phenan mbur ki.” 
MAT.8.7	Ana maaŋ nzuaim, Zisas mbaram khaŋ ana nzuai, “Gu ŋgɨp ana muuŋgirim, ana nzerarga.” 
MAT.8.8	Zisas maaŋ nzuaim, mba ntari ga mbui gɨɨtɨvi gari guman pan ana ŋgarkarav khaŋ ana nzuai, “Guman Rum, gu guman vhuueŋ, ndu maaŋ muuŋgip na phena vhen ŋgirɨrie. Ndu fhura khara kɨv suaŋrim, nan ŋaara guma taagip nzerarga. 
MAT.8.9	Gu khaŋ muuŋgia tɨgap ndu nzuai ne khaŋ muuŋgi, gu vhɨra guma mbe piin ŋgarim, ana na gari guman pan ki. Gu vhɨra gu ntari ga mbui gɨɨtɨvi mbari garim, mbe na piin ki. Gu maaŋ muuŋgip, khaŋ the suanga, ‘Ndu ŋgɨ,’ ana vui. Gu maaŋ muuŋgip khaŋ harigi ne suanga, ‘Ndu zɨ,’ ana zi. Gu maaŋ muuŋgip, khaŋ won ŋaara guma ga suanga, ‘Ndu kha ŋaarar muuŋ,’ ana mba ŋaara mbui.” 
MAT.8.10	Ana mba buni nzuaim, Zisas nta mbararagiap ŋgava mbatɨga muuŋgi. Ana ŋgava mbatɨga muuŋgiap, khaŋ mba wo phorga zi gumgi ga nzuai, “Gu guigira khar nde nzuai, gu Isrerin gumgi rɨgar guma the garim, ana kha guma bigi khothɨgi fara muuŋgi fhuvara.
MAT.8.12	Mba Fhe Bakɨme fharav mba won ŋgun kɨr zav farasarigi gumgi, ana mbe vhararim, mbe ŋgɨp gɨngɨn kɨvgi ŋgun ŋgegɨp ana kɨrga. Mbe maaŋ kɨv nzi mbatɨgar muuŋv, tari ntɨɨri phɨrɨrga.”
MAT.8.13	Zisas maaŋ mbe nzuav, khaŋ mba ntari ga mbui gɨɨtɨvi gari guman pana nzuai, “Ndu ŋgɨ! Ndu na khothɨgap, mba nzuai bigi, nta mbara muuŋgip hɨgɨrga.” Ana mba nzuai tugara mba ntari ga mbui gɨɨtɨvi gari guman pana ŋaara guma rɨmrɨm vhɨzgiap taagia nzerigi.
MAT.8.15	Zisas mbaram vov ana farver suirigim, ana rɨmrɨm fhura ana thav mbar vugi. Ana mbaram khavgiap Zisas ga nzuav mba tui.
MAT.8.17	Ana mba tɨva mbuav, ana mba Fhe Bakɨme kamthooŋ guma Aisaia fhum suaŋgi kameŋ, ana nera zɨn vugi. Aisaia fhum, khaŋ suaŋgi, “Ana nduara nza tɨn mbarkɨrga rɨmrɨɨ, ana nza tɨn nta ndiv, nta vhɨzɨrga.”
MAT.8.18	Zisas mba ana behuigap thivgi gumgi gu mbigi vhɨrve garav khaŋ wo phorga rui gumgi ga nzuai, “Nza kha mbɨ gaar muen ŋgɨrga.” 
MAT.8.19	Zisas maaŋ mbe nzuaim, Zudaiŋ tɨvir vhuuiŋ kaŋgi guma mbe zav khaŋ ana nzuai, “Guman Rum, ndu mba vui ŋani gu vhɨra ndu phorgɨv ntan ŋgɨrga.” 
MAT.8.20	Ana maaŋ nzuaim, Zisas mbaram khaŋ ana nzuai, “Ruaŋruaŋgi feiŋ, nta kha nuianan kui thoori ki. Kha korigi mbe khoni ki. Kha Fhe Bakɨmen Guma Guar, ana kui phena the ki fhu.” 
MAT.8.21	Ana phorga rui guma mbera, vhɨra khaŋ ana nzuai, “Guman Rum, ndu na khɨrarim, gu ŋgɨp won ndia ganɨv kɨrim, ana rimgirim, gu ana mpɨrav zɨrga.” 
MAT.8.22	Ana maaŋ nzuaim, Zisas mbaram khaŋ ana nzuai, “Mba tɨv mbar kɨri, mba rimgi fara muuŋgiap ki gumgi mbe vhɨzɨv, mbe mbar wari ndiv mbogir rɨgɨri. Ndu zɨv na phorgɨv ŋka ŋgɨrga.”
MAT.8.23	Zisas mba buni mbe suaŋgi thugap, mbaram fega kema mben mbara vuim, ana phorga rui gumgi ana phorga vui. 
MAT.8.24	Mbe vov mba mbɨn rɨgɨgera vuim, bɨɨŋbɨɨŋ bakɨme khavgim, mbɨ phuri za mba kema vhar za mbui. Zisas mba kema vhen ka kui. 
MAT.8.25	Mbe mbaram vov ana vhurav khaŋ ana nzuai, “Guman Rum, ndu nzan kura. Nza vhɨzɨr zav mbui.” 
MAT.8.26	Zisas mbaram khavgiap khaŋ mbe nzuai, “Nde na khothɨgi tɨv guigira bisaŋgi. Nde thaŋ nzuav rɨvi?” Ana nen mbe nzuav khavgia thɨgav, mbaram mba mbɨ phuri gum bɨɨŋbɨɨŋ ruma mbui. Ana mani ruma mbuim, mba bɨɨŋbɨɨŋ fhura thuga vugim, mba mbɨ fhura mbɨrira vugap rɨgap ki. Mba mbɨ wom khɨkhɨm thaneŋ hi fhuvara. 
MAT.8.27	Mba Zisas phorga rui gumgi mba bigeŋ gangiap, mbe ndɨkndɨgi vhɨrve ga mbuav khaŋ nzuai, “Khe ram mbui khesharigi guma, kha bɨɨŋbɨɨŋ gum mbɨ phuri ana nzuai buni zɨn vui?”
MAT.8.29	Mani zav khɨrɨv kaav khaŋ nzuai, “Ndu Fhe Bakɨmen Kam, ndu ram nzan muun za mbui? Tuk ntigar hɨrga, ndu fhumra tɨva mbatɨgar nzan muun zav zi thi?” 
MAT.8.30	Mba tugen daa bɨna bakɨ mbe maneŋ samra maaŋ ki. Nta gari gumgi mban nta ndɨɨim, nta pav ki. 
MAT.8.31	Mba ŋiniŋgi mbatɨgi mba nzambaren Zisas ga muuŋgiap mbaram, khɨrɨv Zisasan kaav khaŋ ana nzuai, “Ndu nza vharvhara saŋv, ndu nza vharav, nza sararim, nza ŋgɨp mbu daa vherir ŋgirgɨri.” 
MAT.8.32	Mbe mba suambara mbuim, Zisas mbaram, khaŋ mbe nzuai, “Nde hegɨp, ŋgɨri.”
MAT.8.32	Zisas maaŋ nzuaim, mba ŋiniŋgi mbatɨgi mba gumani thav kɨrar hegap, mbaram vov mba daa vherir vergi. Mba daa za khuafua vov mba ŋana mbatɨgeŋra vera vov mbɨ rav, mbɨ pav, za vhɨzgi.
MAT.8.33	Mba daa gari gumgi mba daa gangiap, wari za regi. Mbe ra vov, ŋgu bakɨmen vov mba hɨgi bigeŋ bun mba gumgi gu mbigi ga nzuai. Mbe mba bigi bun nzuai, mba ŋiniŋgi mbatɨgi vhen ndagi gumani mbe vhɨra manin hɨgi bigeŋ bun nzuai. 
MAT.8.34	Mba ŋgu bakɨmen ki gumgi gu mbigi mba bigi mbararagiap, mbe za Zisas han zi. Mbe zav Zisas garav, mbe khaŋ tɨgap wari wo fhain wo nuianeŋ thav harigi fhain ŋgɨr zav Zisas ga nzuai.
MAT.9.1	Zisas mba fhaiŋ thav vov, fega kema mben mbarav vov, muen wo ŋgu bakɨmera phorgi. 
MAT.9.2	Ana vov phorgim, gumgi mbari bigi rimgi guma mbe, mbe kaan ana ndigap ana han zi. Zisas mbaram mbe garim, mbe guigira ana khothɨgim, ana mba tɨva gangia thav khaŋ mba bigi rimgi guma ga nzuai, “Nan kam, ndu ndav mbɨrari. Ndu fhum muuŋgi tɨvi mbatɨgi, gu nta vhɨzgiap, nta ndɨkndɨk ŋangi.”
MAT.9.3	Zisas maaŋ ana nzuaim, mba Zudaiŋ tɨvir vhuuiŋ kaŋgi gumgi mbari maaŋ kav ne mbararagiap, nduarira khaŋ wari ga nzuai, “Mbu guma Fhe Bakɨme ŋana ndigi tɨva mbui.”
MAT.9.5	Gu ram mbui suambarar muunga ne nzerigi? Ee, gu kha suambarar muunga, ne nzerigire, ‘Gu ndu fhum muuŋgi tɨvi mbatɨgi, gu nta vhɨzgi,’ ee, khueŋ nzerigire, gu khaŋ suanga, ‘Ndu khavgip ŋgɨ’? 
MAT.9.6	Gu nde khueŋ kaŋgirgeŋ nzuav, gu khaŋ muuŋgia tɨga nzuai, Fhe Bakɨmen Guma Guar, ana kha nuianan tɨvi mbatɨgi vhɨzɨrga ŋkasŋka ki.” Zisas maaŋ mbe suaŋgiap, mbaram mba bigi rimgi guma garav khaŋ ana nzuai, “Ndu khavgip, wo kaa ndigip, wo phenan ŋgɨ.” 
MAT.9.7	Zisas maaŋ ana suaŋgim, mba guma khavgiap wo phenan vui. 
MAT.9.8	Ana khavgiap, wo phenan vuim, mba gumgi gu mbigi vhɨrve mba bigeŋ gangiap, mbe guigira rivgiap, mbe khueŋ nzuav Fhe Bakɨme zɨ ndiv vun kuamkuagi. Fhe Bakɨme mba khesharigi ŋkasŋka gu zɨ bakɨme gumgi ga ndɨɨi.
MAT.9.9	Zisas mba guman kurav, maaŋ thav khavgia vov, guma mbe gari. Mba guma zɨ, Matiu. Ana Matiu garim, ana wo ŋgari ŋanen mbe ŋkɨɨa ndi sui phena perav ki. Zisas ana gangiap khaŋ ana nzuai, “Matiu, ndu zɨv na phorgɨv ŋka ŋgɨrga.” Ana maaŋ nzuaim, Matiu khavgiap ana phorga vui.
MAT.9.11	Mbe pim, Fherasiŋ mbe gangiap, mba Zisas phorga rui gumgir nzav kha nzambaran mbe mbui, “Nden Guman Rum thaŋ nzuav mbu ŋkɨɨa ndia rui gumgi gum tɨvi mbatɨgi ga mbui gumgi phorga pi?”
MAT.9.13	Nde ŋgɨp Fhe Bakɨmen buni vhuuiŋ ki gavar ki buni ganɨp, kha nde Fhe Bakɨme buna nɨɨeŋ kaŋgirga, ‘Gu nde fhura na nzuav shama mbui shaa, gu nta vuzvugi fhuvara. Gu guigira khueŋ vuzvugi, nde guigira tɨvir vhuuiŋra harigi ntɨɨri muuŋv guigira mbe vuzvugiri.’ ” Zisas wom khaŋ mbe nzuai, “Gu tɨvir vhuuiaŋ mbui gumgir kamɨ za zɨgi fhuvara. Gu tɨvi mbatɨgi ga mbui gumgir kamɨn za zɨgi.”
MAT.9.16	“Guma the fhum shaa fɨga kameŋ ndigap fhava shaara vura thooŋ phorga samgi fhuvara. Ana maaŋ muuŋgirga, mbe zumgum mba fhava shaa ruagirga, ana mba shaa phorga samgi shaa fɨgeŋ ne ŋgɨp bisaŋgip, mba fhava shaa suirav ana ŋgɨrim, mba shaa thooŋ wom sharav guigira kɨvgirga. 
MAT.9.17	Guma the fhum wain kaman wain rui dama ndera vurar ruigi fhuvara. Mbe maaŋ muuŋgirga, mba dama ndera vur furav, mba wain kam fhura nɨɨn ŋgɨgɨrga, mba dama nder vhɨra mbatɨgirga. Maaŋ muuŋgiap, mbe wain kaman dama ndera kamara rui, mbe maaŋ muuŋgirga, mani vhɨra nzerara kɨrga.”
MAT.9.19	Ana maaŋ suaŋgim, Zisas mbaram khavgiap ana phorga vui. Ana vuim, ana phorga rui gumgi, mbe vhɨra ana phorga vui.
MAT.9.21	Mba mbik khaŋ wo nzuai, “Gu maaŋ muuŋgip ana shaa tɨvara suirarga, Fhe Bakɨme na muuŋgirim, gu taagi nzerarga.” 
MAT.9.22	Ana ne suaŋgiap, zav, Zisas shaa tɨvar suirigim, Zisas mbaram dorgap ana garav khaŋ nzuai, “Nan kambik, ndu ndav mbɨrav kɨri. Ndu na khothɨgap, ndu taagia nzerigi.” Mba mbik maaŋ muuŋgiap, ana mba tugera taagia nzerigi.
MAT.9.23	Zisas maaŋ mba mbiga suaŋgim, ana nzerigim, ana mbaram vov mba ŋgu gari guman pana phenan vugi. Ana vov garim, gumgi gu mbigi nziav ki. Mbe nziav, gumgi shɨfhɨri ga bim, gumgi gu mbigi khɨkhɨm bakɨme mbui. 
MAT.9.24	Mbe maaŋ mbuav kim, Zisas khaŋ mbe nzuai, “Nde khaŋ thav sav wari ŋgɨri. Kha mbiga bisaneŋ rimgi fhuvara, ana kui.” Ana ne nzuaim, mbe ana bungia kɨɨ mbatɨga mbui. 
MAT.9.25	Mbe ana bungia kim, mbe mba gumgi gu mbigi ga sarigim, mbe kɨrar hegim, Zisas mbaram mba biptara khum ki ŋanen verav, mba biptara harar suirigim, ana khavgia thɨgi. 
MAT.9.26	Zisas mba bigeŋ muuŋgim, mba bigen kameŋ za mba fhaiŋ ga ruigi.
MAT.9.28	Ana vov phena mbe vhen verim, mba rɨmani mbatɨgi gumani vov ana han vui. Mani ana han vuim, Zisas manin nzarigi, “Ŋko na khothɨgi, gu ŋkon rɨmanin muuŋgirim, ni nzerarie?” Ana maaŋ nzuaim, mani ana ŋgarkarav khaŋ nzuai, “Ahaŋ, Guma Bakɨme, ŋka ndu khothɨgi. Ndu mba bigen muuŋgirga.” 
MAT.9.29	Mani maaŋ suaŋgim, ana wo farver mani rɨmani khɨngiap khaŋ mani ga nzuai, “Ŋko na khothɨgi ne nzuav, kha bigeŋ ŋkon hɨrga.” 
MAT.9.30	Zisas nen mani ga suaŋgim, mani rɨmani taagia nzerigim, mani taagia gari. Mani rɨmani nzerigim, Zisas kama havharar khaŋ mani ga nzuai, “Ŋko shɨshɨgɨp kha ŋkon hɨgi bigeŋ bun harigi guma the suaŋ thari.” 
MAT.9.31	Zisas mba kamen mani ga suaŋgim, mani vov mba kameŋ zɨn vugi fhu. Mani vov mba kameŋ bun za mba fhain ki gumgi gu mbigi ga nzuav, ana mba manin kurkurav mani ga muuŋgi tɨvar vhuueŋ, mani za ana bun suaŋgi.
