PSA.1.1	 Blažen 
PSA.25.3	 Doista, neka se ne posrami nitko koji na tebe čeka; neka se posrame oni koji bez povoda postupaju pogrešno.
PSA.25.4	 Pokaži mi puteve svoje, GOSPODE! Pouči me stazama svojima!
PSA.25.5	 Vodi me u istini svojoj, i pouči me, jer ti 
PSA.25.6	 Spomeni se, GOSPODE, nježnih milosrđa svojih i blagosti svojih; jer one su od davnina.
PSA.25.7	 Ne spominji se grijeha mladosti moje, ni prijestupa mojih; po milosrđu svome ti me se spomeni, radi dobrote svoje, GOSPODE!
PSA.25.8	 Dobar 
PSA.25.9	 Krotke će po 
PSA.25.10	 Svi 
PSA.25.11	 Radi imena svoga, GOSPODE, oprosti bezakonje moje, jer ono 
PSA.25.12	 Tko 
PSA.25.13	 Duša će njegova u dobru prebivati; i sjeme će njegovo zemlju baštiniti.
PSA.25.14	 Tajna 
PSA.25.15	 Oči 
PSA.25.16	 Okreni se prema meni i smiluj mi se, jer ja 
PSA.25.17	 Povećale su se nevolje srca moga; izvadi me iz tjeskoba mojih.
PSA.25.18	 Pogledaj na nevolju moju i bol moju, i oprosti mi sve grijehe.
PSA.25.19	 Promotri neprijatelje moje, jer ih je mnogo, i mrze me mržnjom okrutnom.
PSA.25.20	 Čuvaj dušu moju i izbavi me; ne dopusti da se posramim, jer se u tebe pouzdajem.
PSA.25.21	 Neka me poštenje i čestitost čuvaju, jer na tebe čekam.
PSA.25.22	 Otkupi Izraela, Bože, iz svih nevolja njegovih!
PSA.26.1	 Presudi mi, GOSPODE, jer sam u poštenju svome hodio, i pouzdao se u GOSPODA; 
PSA.26.2	 Ispitaj me, GOSPODE, i iskušaj me; istraži bubrege moje i srce moje.
PSA.26.3	 Jer blagost 
PSA.26.4	 Nisam sjedio s taštim osobama, niti ću ići s licemjerima.
PSA.26.5	 Mrzio sam zbor zločinaca, i neću sjediti s opakima.
PSA.26.6	 Oprat ću ruke svoje u nedužnosti; tako ću obilaziti žrtvenik tvoj, GOSPODE,
PSA.26.7	 da mogu razglasiti glasom zahvalnosti i pričati o svim čudesnim djelima tvojim.
PSA.26.8	 GOSPODE, ljubio sam prebivalište doma tvoga, i mjesto gdje čast tvoja prebiva.
PSA.26.9	 Ne sabiri dušu moju s grešnicima, ni život moj s krvoločnim ljudima,
PSA.26.10	 na čijim je rukama nevaljalština, a desnica njihova puna mita.
PSA.26.11	 A što je do mene, ja ću u poštenju svome hoditi; otkupi me i budi mi milostiv.
PSA.26.12	 Noga moja stoji na ravnom mjestu; u zajednicama ću blagoslivljati GOSPODA.
PSA.27.1	 GOSPOD 
PSA.27.2	 Kad su opaki, neprijatelji i protivnici moji, došli na mene da mi tijelo jedu, spotaknuli su se i pali.
PSA.27.3	 Ako se vojska protiv mene utabori, srce se moje neće bojati; ako protiv mene rat izbije, u ovome 
PSA.27.4	 Jedno sam želio od GOSPODA, ovo ću zatražiti: da mogu prebivati u domu GOSPODNJEM sve dane života svoga, da gledam divotu GOSPODNJU i istražujem u hramu njegovu.
PSA.27.5	 Jer u vrijeme nevolje on će me u zaklonu svome kriti, u tajnosti Šatora svoga on će me sakriti; na stijenu će me podignuti.
PSA.27.6	 I sada će glava moja biti uzdignuta nad neprijatelje moje oko mene. Stoga ću u Šatoru njegovu prinositi žrtve radosti; pjevat ću, da, hvale ću pjevati GOSPODU.
PSA.27.7	 Čuj, GOSPODE, 
PSA.27.9	 Ne skrivaj od mene lice svoje, ne odbacuj u gnjevu slugu svoga; ti si bio pomoć moja, ne ostavljaj me niti me ne napuštaj, Bože spasenja moga!
PSA.27.10	 Mada me 
PSA.27.11	 Uči me putu svome, GOSPODE, i stazom me ravnom vodi radi neprijatelja mojih.
PSA.27.12	 Nemoj me predati na volju neprijateljima mojim, jer su lažni svjedoci protiv mene ustali i dišu okrutnošću.
PSA.27.14	 Čekaj na GOSPODA, ohrabri se, i on će osnažiti srce tvoje; čekaj, kažem, na GOSPODA!
PSA.28.1	 K tebi vapim, GOSPODE, stijeno moja; ne ogluši se na mene, da ne bih, 
PSA.28.2	 Čuj glas molbi mojih, kad k tebi vapim, kad podižem ruke prema tvome svetom proročištu.
PSA.28.3	 Ne odbaci me s opakima i s onima koji bezakonje čine, koji bližnjima svojima 
PSA.28.4	 Daj im po djelima njihovim i po zloći nastojanja njihovih; daj im po djelu ruku njihovih, uzvrati im ono što zaslužuju.
PSA.28.5	 Jer se ne obziru na djela GOSPODNJA, niti na djelovanje ruku njegovih; uništit će ih i neće ih izgraditi.
PSA.28.6	 Blagoslovljen 
PSA.28.7	 GOSPOD 
PSA.28.8	 GOSPOD 
PSA.28.9	 Spasi narod svoj i blagoslovi baštinu svoju, te ih pasi i podignu zauvijek!
PSA.29.1	 Dajte GOSPODU, vi moćnici, dajte GOSPODU slavu i snagu!
PSA.29.2	 Dajte GOSPODU slavu što pripada imenu njegovu; iskazujte štovanje GOSPODU u svetoj ljepoti!
PSA.29.3	 Glas 
PSA.29.4	 Glas 
PSA.29.5	 Glas GOSPODNJI lomi cedre; da, GOSPOD lomi cedre libanonske!
PSA.29.6	 I on ih potiče da kao tele poskakuju; Libanon i Sirion 
PSA.29.7	 Glas GOSPODNJI razdvaja plamenove ognjene.
PSA.29.8	 Glas GOSPODNJI potresa pustinju; GOSPOD potresa pustinju Kadeš!
PSA.29.9	 Glas GOSPODNJI čini da se mlâdē košute i ogoljuju šume; a u hramu njegovu svaki govori o slavi 
PSA.29.10	 GOSPOD stoluje nad potopom ; da, GOSPOD stoluje 
PSA.29.11	 GOSPOD će dati snagu narodu svome; GOSPOD će narod svoj mirom blagosloviti!
PSA.30.1	 Uzvisivat ću te, GOSPODE, jer si me podigao i nisi dao protivnicima mojim da se raduju nada mnom.
PSA.30.2	 GOSPODE, Bože moj, vapim k tebi i ti si me ozdravio.
PSA.30.3	 GOSPODE, ti si dušu moju iz groba izveo; na životu si me održao da ne siđem u jamu.
PSA.30.4	 Pjevajte GOSPODU, svi sveti njegovi, i dajte hvale na spomen svetosti njegovoj.
PSA.30.5	 Jer srdžba njegova za trenutak 
PSA.30.6	 A ja sam u blagostanju svome rekao: “Nikada se neću pokolebati!”
PSA.30.7	 GOSPODE, po naklonosti svojoj učinio si da gora moja čvrsto stoji; lice si svoje sakrio 
PSA.30.8	 Zavapio sam k tebi, GOSPODE, i GOSPODU sam molbe upućivao.
PSA.30.9	 Kakve koristi od krvi moje kad siđem u jamu? Hoće li te prah hvaliti? Hoće li objavljivati istinu tvoju?
PSA.30.10	 Čuj, GOSPODE, i smiluj mi se; GOSPODE, budi pomoćnik moj!
PSA.30.11	 Ti si mi žalovanje u ples okrenuo; kostrijet si moj skinuo i opasao me veseljem,
PSA.30.12	 da ti slava 
PSA.31.1	 U tebe se, GOSPODE, pouzdajem; ne dopusti da se ikada posramim. U pravednosti me svojoj izbavi!
PSA.31.2	 Prigni k meni uho svoje; brzo me izbavi! Budi moja čvrsta stijena, kao dom zaštite da me spasi.
PSA.31.3	 Jer ti si stijena moja i utvrda moja. Zato me radi imena svoga vodi i usmjeravaj me.
PSA.31.4	 Izvuci me iz mreže koju su mi potajno postavili, jer ti 
PSA.31.5	 U ruku tvoju predajem duh svoj; ti si me otkupio, GOSPODE, Bože istine!
PSA.31.6	 Mrzio sam one koji cijene ispraznosti prijevarne; a ja se pouzdajem u GOSPODA.
PSA.31.7	 Bit ću veseo i radostan u milosrđu tvome, jer si uvidio nevolju moju; dušu si moju poznavao u nedaćama,
PSA.31.8	 i nisi me zatvorio u ruci neprijatelja; noge si moje postavio na prostrano mjesto.
PSA.31.9	 Smiluj mi se, GOSPODE, jer sam u nevolji; od žalosti se iscrpilo oko moje, duša moja i utroba moja.
PSA.31.10	 Jer se život moj od žalosti potrošio i godine moje od uzdisanja; snaga moja nestaje zbog bezakonja moga, i kosti su se moje istrošile.
PSA.31.11	 Bio sam na sramotu među neprijateljima svojim, a posebno među bližnjima svojim, i strah znancima svojim; oni koji su me vidjeli vani, pobjegli su od mene.
PSA.31.12	 Zaboravljen sam kao mrtvac izvan 
PSA.31.13	 Jer sam čuo klevetu mnogih, strah 
PSA.31.14	 Ali ja sam se, GOSPODE, u tebe pouzdao. Rekao sam: “Ti 
PSA.31.15	 Vremena 
PSA.31.16	 Učini da lice tvoje zasvijetli nad slugom tvojim; spasi me radi milosrđa svoga!
PSA.31.17	 Ne dopusti da se posramim, GOSPODE; jer sam tebe prizvao, neka se opaki posrame, neka u grobu zašute! 
PSA.31.18	 Neka budu ušutkane usne lažljive koje protiv pravednog teške stvari govore, oholo i prezirno.
PSA.31.20	 Ti ćeš ih sakriti u tajnosti svoje nazočnosti od ohola čovjeka, sačuvati ih potajno u zaklonu od jezika svadljivih.
PSA.31.21	 Blagoslovljen GOSPOD, jer mi je iskazao čudesnu ljubaznost svoju u gradu utvrđenom.
PSA.31.22	 Jer sam rekao u žurbi svojoj: “Odbačen sam ispred očiju tvojih!” Ipak si čuo glas mojih molbi kad sam k tebi zavapio.
PSA.31.23	 O, ljubite GOSPODA svi sveti njegovi, 
PSA.31.24	 Budite hrabri i on će osnažiti srce vaše, svima vama koji se nadate GOSPODU!
PSA.32.1	 Blažen 
PSA.32.2	 Blažen 
PSA.32.3	 Dok sam šutio, kosti su moje ostarjele od jecanja moga po cijeli dan.
PSA.32.4	 Jer danju i noću ruka je tvoja bila teška na meni; vlažnost se moja pretvorila u ljetnu sušu. Sela.
PSA.32.5	 Obznanio sam tebi grijeh svoj i bezakonje svoje nisam sakrio. Rekao sam: “Priznat ću GOSPODU prijestupe svoje”, i ti si mi oprostio bezakonje grijeha moga. Sela.
PSA.32.6	 Za ovo će te moliti svaki pobožnik u vrijeme dok te se može naći. Doista, poplave voda velikih k njemu se neće primaći.
PSA.32.7	 Ti 
PSA.32.8	 Uputit ću te i poučiti putu kojim ćeš ići; okom ću te svojim usmjeravati.
PSA.32.9	 Ne budite kao konj, ili kao mazga 
PSA.32.10	 Mnogo patnja 
PSA.32.11	 Budite veseli u GOSPODU i radujte se, 
PSA.33.1	 Radujte se u GOSPODU, o 
PSA.33.2	 Hvalite GOSPODA harfom, pjevajte mu uz psaltir 
PSA.33.3	 Pjevajte mu pjesmu novu, svirajte vješto 
PSA.33.4	 Jer 
PSA.33.5	 On ljubi pravednost i presudu; zemlja je puna dobrote GOSPODNJE.
PSA.33.6	 Riječju GOSPODNJOM nebesa su stvorena, i dahom usta njegovih sva vojska njihova.
PSA.33.7	 On skuplja vode morske kao gomilu, dubine u spremišta polaže.
PSA.33.8	 Neka se sva zemlja boji GOSPODA, neka svi stanovnici svijeta osjećaju strahopoštovanje prema njemu.
PSA.33.9	 Jer on je rekao i to je nastalo; zapovjedio je, i to je čvrsto stajalo.
PSA.33.10	 GOSPOD osujećuje savjet pogana, planove naroda čini nedjelotvornim.
PSA.33.11	 Savjet GOSPODNJI ostaje zauvijek, misli srca njegova svim naraštajima.
PSA.33.12	 Blažena 
PSA.33.13	 GOSPOD gleda s neba, vidi sve sinove ljudske;
PSA.33.14	 s mjesta prebivališta svoga gleda na sve stanovnike zemlje.
PSA.33.15	 On oblikuje srca njihova jednako, razmatra sva djela njihova.
PSA.33.16	 Nije kralj spašen vojskom mnogobrojnom, moćnik nije izbavljen snagom velikom.
PSA.33.17	 Konj je uzaludan za sigurnost, niti će se 
PSA.33.18	 Gle, oko je GOSPODNJE nad onima koji se njega boje, nad onima kojima 
PSA.33.19	 da izbavi dušu njihovu od smrti i sačuva ih na životu u 
PSA.33.20	 Duša naša čeka na GOSPODA, on je pomoć naša i štit naš.
PSA.33.21	 Jer će se srce naše u njemu radovati, jer smo se pouzdavali u sveto ime njegovo.
PSA.33.22	 Neka milosrđe tvoje, GOSPODE, bude nad nama, kao što mi imamo nadu u tebi.
PSA.34.1	 Blagoslivljat ću GOSPODA u svako doba; hvala njegova 
PSA.34.2	 Duša će se moja ponositi u GOSPODU; ponizni će čuti i biti veseli.
PSA.34.3	 O veličajte GOSPODA sa mnom, i uzvisujmo ime njegovo zajedno!
PSA.34.4	 Tražio sam GOSPODA i on me je uslišio, te me izbavio od svih strahova mojih.
PSA.34.5	 U njega su pogledali i zasjali, i lica se njihova nisu posramila.
PSA.34.6	 Ovaj je siromah zavapio, i GOSPOD 
PSA.34.7	 Anđeo se GOSPODNJI utaboruje oko onih koji se boje njega i izbavlja ih.
PSA.34.8	 O kušajte i vidite da 
PSA.34.9	 O bojte se GOSPODA, vi sveti njegovi; jer nema oskudice onima koji se njega boje.
PSA.34.10	 Lavićima nedostaje i trpe glad, ali onima koji traže GOSPODA neće nedostajati nijedno dobro.
PSA.34.11	 Dođite, djeco, poslušajte me; poučit ću vas strahu GOSPODNJEMU!
PSA.34.12	 Tko je čovjek 
PSA.34.13	 Čuvaj jezik svoj od zla i usne svoje od govora prijevarna!
PSA.34.14	 Udalji se od zla i čini dobro, traži mir i prati ga!
PSA.34.15	 Oči su GOSPODNJE na pravednima i uši njegove 
PSA.34.16	 Lice 
PSA.34.18	 GOSPOD 
PSA.34.19	 Mnoge 
PSA.34.20	 On čuva sve kosti njegove; nijedna od njih nije slomljena.
PSA.34.21	 Zlo će pogubiti opakoga, i oni koji mrze pravednog bit će napušteni.
PSA.34.22	 GOSPOD otkupljuje dušu slugu svojih, i nitko od onih koji se u njega pouzdaju neće biti napušten.
PSA.35.1	 Zastupaj 
PSA.35.2	 Prihvati štit i štitnik, te ustani meni u pomoć! 
PSA.35.3	 Izvuci i koplje te stani nasuprot onih koji me progone; reci duši mojoj: “Ja sam spasenje tvoje!”
PSA.35.4	 Neka se postide i osramote koji traže dušu moju; neka se okrenu natrag i zbune koji mi smišljaju naškoditi!
PSA.35.5	 Neka budu kao pljeva pred vjetrom, i neka 
PSA.35.6	 Neka put njihov bude mračan i klizav, i neka ih anđeo GOSPODNJI progoni!
PSA.35.7	 Jer su bez razloga za mene mrežu svoju sakrili 
PSA.35.8	 Neka propast na njega stigne neočekivano, i neka se u mrežu svoju, koju je sakrio, sâm uhvati; u tu istu propast neka on padne!
PSA.35.9	 A duša će moja biti vesela u GOSPODU, radovat će se u spasenju njegovu.
PSA.35.10	 Sve će kosti moje govoriti: “GOSPODE, tko 
PSA.35.11	 Lažni su svjedoci ustali; teretili su me za 
PSA.35.12	 Uzvratili su mi zlim za dobro na štetu duši mojoj.
PSA.35.13	 A meni je, kad su bili bolesni, odjeća bila kostrijet; ponizio sam dušu svoju postom, i molitva se moja vraćala u naručje moje.
PSA.35.14	 Ponašao sam se kao da mi 
PSA.35.15	 Ali su se oni nad nedaćom mojom radovali i okupljali se, 
PSA.35.16	 S licemjernim podrugljivcima na gozbi, na mene su škrgutali zubima svojim.
PSA.35.17	 Gospodine, dokle ćeš gledati? Oslobodi dušu moju od uništavanja njihovih, dragu moju od lavova!
PSA.35.18	 Tebi ću zahvaljivati u zajednici velikoj, slavit ću te među narodom mnogim.
PSA.35.19	 Neka se oni koji su mi neprijatelji ne raduju nepravedno nada mnom, 
PSA.35.20	 Jer oni ne govore mir, nego smišljaju prijevarne stvari protiv mirnih u zemlji.
PSA.35.21	 Da, usta su svoja protiv mene razvalili i govorili: “Ha, ha, oko je naše 
PSA.35.22	 Ti si 
PSA.35.23	 Prodrmaj se i probudi na sud moj, na parnicu moju, Bože moj i Gospodine moj!
PSA.35.24	 Presudi mi, GOSPODE, Bože moj, po pravednosti svojoj, i neka se ne raduju nada mnom!
PSA.35.25	 Neka ne kažu u srcima svojim: “Ah, tako smo mi htjeli!” Neka ne kažu: “Progutali smo ga!”
PSA.35.26	 Neka budu posramljeni i zbunjeni zajedno koji se raduju nedaći mojoj! Neka se odjenu stidom i sramotom koji se veličaju nada mnom!
PSA.35.27	 Neka viču od radosti i budu veseli koji podupiru moju pravednu parnicu; da, neka neprestano govore: “Neka je veličan GOSPOD kome je zadovoljstvo u blagostanju sluge svojega!”
PSA.35.28	 A moj će jezik govoriti o pravednosti tvojoj 
PSA.36.1	 Prijestup opakoga usred srca moga govori: “Nema straha Božjega pred očima njegovim.”
PSA.36.2	 Jer on sâm sebi u oči svoje laska dok se ne pronađe bezakonje njegovo da je omraženo.
PSA.36.3	 Riječi 
PSA.36.4	 Smišlja nevaljalštinu na postelji svojoj; sjedi sâm na putu 
PSA.36.5	 Milosrđe 
PSA.36.6	 Pravednost 
PSA.36.7	 Kako 
PSA.36.8	 Bit će obilno zasićeni pretilinom doma tvoga; i ti ćeš ih napojiti rijekom zadovoljstava svojih.
PSA.36.9	 Jer s tobom je izvor života, u svjetlu tvojemu svjetlost ćemo gledati.
PSA.36.10	 Nastavi blagost svoju na onima koji te poznaju, i pravednost svoju čestitima u srcu!
PSA.36.11	 Neka noga ohola ne dođe na mene, i neka me ruka opakih ne pomakne!
PSA.36.12	 Eno tamo su pali počinitelji bezakonja, oboreni su i neće moći ustati.
PSA.37.1	 Ne uzrujavaj se zbog zločinaca, niti budi zavidan počiniteljima bezakonja!
PSA.37.2	 Jer će uskoro biti kao trava pokošeni i osušiti se kao zeleno bilje.
PSA.37.3	 Pouzdaj se u GOSPODA i čini dobro, te ćeš prebivati na zemlji i uistinu biti nahranjen!
PSA.37.4	 I uživaj u GOSPODU, pa će ti on dati po željama srca tvoga!
PSA.37.5	 Predaj GOSPODU put svoj i pouzdaj se u njega, i on će 
PSA.37.6	 I pravednost će tvoju iznijeti kao svjetlo, i sud tvoj kao podne.
PSA.37.7	 Odmaraj se u GOSPODU i čekaj ga strpljivo; ne uzrujavaj se zbog onoga koji napreduje na putu svome, zbog čovjeka koji uspijeva ostvariti zle planove.
PSA.37.8	 Odustani od srdžbe i napusti gnjev; ne uzrujavaj se da zlo nipošto ne učiniš.
PSA.37.9	 Jer će zločinci biti zatrti, a koji na GOSPODA čekaju, oni će baštiniti zemlju.
PSA.37.10	 Jer još samo malo i opakoga neće 
PSA.37.11	 Ali će krotki baštiniti zemlju i sami će uživati u obilju mira.
PSA.37.12	 Opaki se roti protiv pravednika i na njega škrguće zubima svojim.
PSA.37.13	 Gospodin će mu se smijati, jer on vidi da njegov dan dolazi.
PSA.37.14	 Opaki su mač izvukli i luk svoj napinju da obore siromaha i potrebitog, 
PSA.37.15	 Mač će njihov prodrijeti u srce njihovo, a lukovi će njihovi biti polomljeni.
PSA.37.16	 Malo što pravednik ima, bolje 
PSA.37.17	 Jer će ruke opakih biti slomljene, a GOSPOD podupire pravednog.
PSA.37.18	 GOSPOD poznaje dane čestitih i baština će njihova biti zauvijek.
PSA.37.19	 Oni se neće posramiti u zlo doba, a u dane gladi bit će zadovoljni.
PSA.37.20	 A opaki će propasti i neprijatelji će GOSPODNJI 
PSA.37.21	 Opaki pozajmljuju i ne vraćaju, a pravedni iskazuju milosrđe i daju.
PSA.37.22	 Jer 
PSA.37.23	 Koraci su 
PSA.37.24	 Makar i padne, neće biti potpuno oboren, jer 
PSA.37.25	 Mlad sam bio i ostario sam; ipak, nisam vidio pravednoga ostavljena ni sjeme njegovo da prosi kruha.
PSA.37.26	 Uvijek 
PSA.37.27	 Udalji se od zla i čini dobro, pa živi za sva vremena!
PSA.37.28	 Jer GOSPOD ljubi sud i ne ostavlja svete svoje; oni su očuvani zauvijek, a sjeme opakih bit će zatrto.
PSA.37.29	 Pravedni će zemlju baštiniti i u njoj će prebivati zauvijek.
PSA.37.30	 Usta pravednog mudrost zbore i jezik njegov o sudu govori.
PSA.37.31	 Zakon Boga njegovog u srcu 
PSA.37.32	 Opaki motri pravednog i nastoji ga pogubiti.
PSA.37.33	 GOSPOD ga neće ostaviti u ruci njegovoj niti ga osuditi kada je osuđen.
PSA.37.34	 Čekaj na GOSPODA i drži se puta njegovog, i on će te uzvisiti da baštiniš zemlju; kad opaki budu istrijebljeni, ti ćeš 
PSA.37.35	 Vidio sam opakog u snazi velikoj i kako se sâm širi kao bujno lovorovo stablo.
PSA.37.36	 Ipak je nestao i, gle, nema ga; da, tražio sam ga, ali 
PSA.37.37	 Uoči besprijekornoga i pogledaj čestitoga, jer svršetak 
PSA.37.38	 A prijestupnici će biti zajedno uništeni, svršetak će opakih biti zatrt.
PSA.37.39	 Ali 
PSA.37.40	 I GOSPOD će im pomoći i izbaviti ih; izbavit će ih od opakih i spasiti ih, jer se u njega pouzdaju.
PSA.38.1	 GOSPODE, ne kori me u gnjevu svome, niti me odgajaj kažnjavanjem u jarosti svojoj.
PSA.38.2	 Jer strijele se tvoje čvrsto u mene zabijaju, i ruka me tvoja jako pritišće.
PSA.38.3	 Nema zdravlja u tijelu mome zbog srdžbe tvoje, ni spokoja u kostima mojim zbog grijeha moga.
PSA.38.4	 Jer bezakonja su moja prešla preko glave moje, ona su kao teško breme, preteško za mene.
PSA.38.5	 Rane moje zaudaraju i gnoje se zbog ludosti moje.
PSA.38.6	 Uznemiren sam, jako sam se pognuo; po cijeli dan žalostan idem.
PSA.38.7	 Jer bokovi su moji puni odvratne 
PSA.38.8	 Iznemogao sam i jako slomljen; jaukao sam od strepnje srca svoga.
PSA.38.9	 Gospodine, sva želja moja pred tobom je, i uzdisanje moje nije od tebe skriveno.
PSA.38.10	 Srce moje lupa, snaga me moja napušta; što se tiče svjetla očiju mojih, i ono je od mene otišlo.
PSA.38.11	 Voljeni moji i prijatelji moji podalje stoje od rane moje, i rođaci moji daleko stoje.
PSA.38.12	 A oni koji traže život moj, zamke 
PSA.38.13	 A ja, kao gluh čovjek, nisam čuo, i 
PSA.38.14	 Tako sam bio kao čovjek koji ne čuje i u čijim ustima nema prijekora.
PSA.38.15	 Jer u tebe, GOSPODE, polažem nadu; ti ćeš čuti, Gospodine, Bože moj.
PSA.38.16	 Jer sam rekao: “
PSA.38.17	 Jer ja gotovo šepam i tuga 
PSA.38.18	 Jer ja ću obznaniti bezakonje svoje, žalit ću zbog grijeha svoga.
PSA.38.19	 Ali neprijatelji 
PSA.38.20	 I oni koji zlim za dobro uzvraćaju protivnici su moji, jer ja slijedim 
PSA.38.21	 Nemoj me ostaviti, GOSPODE! Bože moj, ne budi daleko od mene!
PSA.38.22	 Požuri se da mi pomogneš, Gospodine, spasenje moje!
PSA.39.1	 Rekao sam: “Pazit ću na puteve svoje, da jezikom svojim ne sagriješim; čuvat ću usta svoja uzdom dok su opaki preda mnom.
PSA.39.2	 Zanijemio sam, 
PSA.39.3	 Srce se moje u meni zagrijalo; dok sam razmišljao, oganj se razgorio. 
PSA.39.4	 “GOSPODE, objavi mi svršetak moj i kolika je mjera dana mojih, 
PSA.39.5	 Gle, dane si moje učinio 
PSA.39.6	 Zaista, svaki čovjek hodi u ispraznosti; zaista, uzalud podižu buku; on zgrće 
PSA.39.7	 A sada, Gospodine, što ću čekati? Nada 
PSA.39.8	 Izbavi me od svih prijestupa mojih; ne prepusti me poniženju bezumnih.
PSA.39.9	 Zanijemio sam, usta svoja nisam otvorio, jer si ti 
PSA.39.10	 Udalji od mene zamah svoj, istrošio sam se od udara ruke tvoje.
