MAT.1.1	E̱i̱ tjít'a ntje̱he̱ Jesucristo̱. Ntje̱he̱ David nibaha̱ ra̱ ko̱ ntje̱he̱ Abraham nibaha̱ ra̱.
MAT.5.15	Nk'ie nga nd'í b'éti xu̱ta̱, najmi kinte kaxa̱ b'éjñanki. Tu̱ sa ní b'éjña nk'a tu̱ xi ts'ín ndzjehe̱n ra̱ nd'íu̱ ngatentee̱ xu̱ta̱ xi tjíntu a̱yoo̱. 
MAT.5.16	B'a̱ ts'ín kats'ín ndzjen nd'ínu̱u nginku̱n xu̱ta̱, tu̱ xi sku̱e̱he xu̱ta̱ ni xi nda tín'o ko̱ ts'i̱íntsjoho̱ Na̱'minu̱u xi tíjña ndji̱o̱jmi ján.
MAT.5.17	’Najmi tu̱ b'a̱ ts'ín n'enkjíntak'un tsa an jái̱ ts'inndyja kju̱a̱téxumoo̱ ko̱ ni xi tsakúya já profeta̱. Najmi jái̱ ts'inndyja niu̱. Jái̱ ts'intjusan níná niu̱. 
MAT.5.18	A̱t'aha̱ kju̱axi̱ ni xi tíxinnu̱u. Ndaha nku ntu xi tjít'a kju̱a̱téxumoo̱ ndaha̱chí najmi ndyja̱jihi̱nsén nk'ie nga tíjña sa nk'a ján ko̱ t'anankiu̱. Ku̱i̱tjusunyje ní.
MAT.5.19	’Kui b'a̱ maha, tsa tjín xi najmi ts'i̱ínchjí ndaha tsa tu̱ nku kju̱a̱téxuma i̱chí xi tjít'a kju̱a̱téxumoo̱, ko̱ tsa b'a̱ ts'ín ku̱a̱kúyaha̱ xu̱ta̱ xi kj'a̱í, kui xi 'yún i̱chí ka̱ma ngáha má batéxuma Nti̱a̱ná. Tu̱nga tsa tjín xi ts'i̱ín xi nkú títsu kju̱a̱téxumoo̱, ko̱ tsa b'a̱ ts'ín ku̱a̱kúyaha̱ xu̱ta̱ xi kj'a̱í, kui xi chánka ka̱ma ngáha má batéxuma Nti̱a̱ná. 
MAT.5.20	A̱t'aha̱ an b'a̱ tíxinnu̱u. Tjíhin nga 'yún na̱xu̱ n'e̱tjusun so jun ni xi mjehe̱ Nti̱a̱ná nga já chji̱ne̱'éhe̱n kju̱a̱téxumoo̱ ko̱ já fariseo̱. Tsa najmi b'a̱ n'o̱o, ndaha̱chí najmi ku̱i̱ntsu̱ba̱jiun má batéxuma Nti̱a̱ná.
MAT.5.21	’Ja kinu'yó nga b'a̱ kik'ihi̱n xu̱ta̱ xi kis'e ni̱stjin nk'ie: “Najmi tu̱ n'ek'iein. Tsa tjín xi ts'i̱ínk'ien ani̱ma̱, kui xi tjíhin nga n'e̱ kju̱a̱ha̱ ra̱.” 
MAT.5.22	Tu̱nga an b'a̱ tíxinnu̱u nga tu̱ yáhá ni xi ts'i̱ínkjanko̱ nda̱ nts'e̱, kui xi tjíhin nga n'e̱ kju̱a̱ha̱ ra̱. Tu̱ yáhá ni xi b'a̱ ku̱i̱tsu̱hu̱ nda̱ nts'e̱: “Á b'a̱ nkjún ts'ín stje̱henni”, kui xi n'e̱ kju̱a̱ha̱ nginku̱n já tjíxóo̱. Ko̱ tu̱ yáhá ni xi b'a̱ ku̱i̱tsu̱hu̱ nda̱ nts'e̱: “Á b'a̱ 'yún chi̱nihini ji”, kui xi tje̱he̱n ra̱ nd'íhi̱ nga̱k'i̱e̱n.
MAT.5.23	’Kui b'a̱ maha, tsa tí'ba̱i̱hini chje̱hi̱ a̱sun na̱chan chje̱ ko̱ tsa yo̱ kj'u̱a̱ítsjein nga tinchun chánko̱i̱ nda̱ nts'ei, 
MAT.5.24	tu̱ sahá t'ejñai chje̱hi̱ a̱nkjín na̱chan chje̱ ko̱ t'in chu̱bako̱ nda mahi tjun nda̱ nts'ei. A̱s'a̱i nibák'a̱i̱ ngáhani chje̱hi̱.
MAT.5.25	’Ki̱tsa̱ t'endako̱i̱ xi tífitéjénehi nk'ie nga tje̱nko̱ sai a̱ya ni̱yóo̱, tu̱ xi najmi ts'i̱ínkjas'ehe̱n ra̱ ji nda̱ jue. A̱t'aha̱ tsa ts'i̱ínkjas'ehin nginku̱n nda̱ jue, a̱s'a̱i nda̱ jue ts'i̱ínkjas'en ngáha ri a̱ya ntsja nda̱ xi kunnta nu̱ba̱yóo̱ ko̱ kui xi ngju̱áya'yíhin. 
MAT.5.26	Kju̱axi̱ ni xi tíxihin. Najmi ku̱i̱tjui yo̱ santa nkúhu nga k'úéchjíyjei to̱on xi tje̱hin.
MAT.5.27	’Ja kinu'yó nga b'a̱ kik'ihi̱n xu̱ta̱ ni̱stjin nk'ie: “Najmi tu̱ biyunéí kju̱a̱bixahi̱n.” 
MAT.5.28	Tu̱nga an b'a̱ tíxinnu̱u nga tu̱ yáhá ni xi ku̱a̱se̱he̱ nku ta̱chju̱ún nga ngju̱ásihi̱n, kui xi a̱jin ani̱ma̱ha̱ ja kuakangane kju̱a̱bixaha̱n.
MAT.5.29	’Kui nga tsa tunkuin kixi̱ xi títs'ínkijnejihin ri jé, tu̱ sahá n'e̱sjei ko̱ kjin chja̱niyai. A̱t'aha̱ tu̱ sahá nda tjín nga̱t'a ts'i̱ tsa ndyja̱t'a nku tíkjá yjonintehi̱, tu̱ xi b'a̱ ts'ín najmi chja̱nikj'ajihin nga̱k'i̱e̱n ngayjee̱ yjonintehi̱. 
MAT.5.30	Ko̱ tsa ntsa̱i̱ kixi̱ xi títs'ínkijnejihin jé, tu̱ sahá ti̱chákjáí ko̱ kjin chja̱niyai. A̱t'aha̱ tu̱ sahá nda tjín nga̱t'a ts'i̱ tsa ndyja̱t'a nku tíkjá yjonintehi̱, tu̱ xi b'a̱ ts'ín najmi chja̱nikj'ajihin nga̱k'i̱e̱n ngayjee̱ yjonintehi̱.
MAT.5.31	’B'a̱ ta̱ kik'in yaha̱ xu̱ta̱ ni̱stjin nk'ie: “Nda̱ xi k'u̱éjña chju̱úhu̱n, kui xi tjíhin nga tsjáha̱ nku xu̱ju̱n xi má nga ja kits'ínkje kju̱a̱bixaha̱n.” 
MAT.5.32	Tu̱nga an b'a̱ tíxinnu̱u. Tsa nku nda̱ k'u̱éjña chju̱úhu̱n, tsa chju̱úhu̱n najmi kik'at'aha̱, kui ndo̱ títs'ín nga chju̱úhu̱n tíbangane kju̱a̱bixoo̱n. Ko̱ tsa kj'a̱í nda̱ ku̱i̱xanko̱ ngáha ta̱chju̱ún xi y'éjñaha̱ x'i̱hi̱n, kui ndo̱ xi ta̱ tíbangane ni xi 'mihi̱ kju̱a̱bixan.
MAT.5.33	’Ja kinu'yó nga b'a̱ kik'ihi̱n xu̱ta̱ xi kis'e ni̱stjin nk'ie: “Najmi tu̱: Kate Nti̱a̱ná, bixín tsank'áí. Tu̱ sahá n'e̱tjusuin ni xi tín'ekiei Nti̱a̱ná.” 
MAT.5.34	Tu̱nga ahán b'a̱ tíxinnu̱u. Ndaha̱chí najmi tu̱ “kate Nti̱a̱ná” bixíún. Najmi tu̱ ndji̱o̱jmi ján nungijiun ni xi ku̱i̱xíún, a̱t'aha̱ yo̱ tíjña Nti̱a̱ná nga batéxuma. 
MAT.5.35	Ta̱ ndaha najmi tu̱ t'anankiu̱ nungijiun ni xi ku̱i̱xíún, a̱t'aha̱ Nti̱a̱ná batéxumaha̱. Ta̱ ndaha najmi tu̱ nanki Jerusalen nungijiun ni xi ku̱i̱xíún, a̱t'aha̱ kui xi nankihi̱ Nda̱ Rei̱ k'aku̱.
MAT.5.36	’Ko̱ ta̱ ndaha najmi tu̱ nintaku nungijiun ni xi ku̱i̱xíún, a̱t'aha̱ najmi manu̱u n'ek'óntjaiyo ndaha nku ntsja̱ku tsa taba ko̱ tsa jma n'ek'íó. 
MAT.5.37	Tsa tíchasjaiyanu̱u, “joho̱n” ti̱xíún tsa b'a̱ tjín ko̱ “najmi” ti̱xíún tsa najmi b'a̱ tjín. A̱t'aha̱ én xi s'esun saha̱, kui xi nibáha̱ ra̱ nda̱nindoo̱.
MAT.5.38	’Ja kinu'yó nga b'a̱ kik'ihi̱n xu̱ta̱ ni̱stjin nk'ie: “Xi ch'on ts'i̱ín, n'e̱ ngajoya ngáha̱ ra̱ xi nkú kats'ín. Tsa nku tunku̱n kats'ín'uhu̱n, a̱ nku tunku̱n n'e̱'uhu̱n. Tsa nku ni̱'yu̱n kats'ín'uhu̱n, a̱ nku ni̱'yu̱n n'e̱'uhu̱n.” 
MAT.5.39	Tu̱nga ahán b'a̱ tíxinnu̱u nga tjehe̱nntoho̱o xi ch'on títs'ínnu̱u. Tsa tjín xi k'o̱njin tsa̱ kixi̱hi̱, tjeihi̱n ko̱ tsa̱ skjúhi̱n. 
MAT.5.40	Tsa tjín xi mjehe̱ ts'i̱ínko̱kju̱a̱hi xi má nga kjé'ahi chi̱nkahi̱, tjeihi̱n ko̱ chi̱nka ntsja̱hi̱. 
MAT.5.41	Tsa tjín xi ts'i̱ín kju̱a̱'yúhun ri nga k'úínko̱i̱ ch'áha̱ nku kilome̱tru̱ tjíhin, tu̱ sahá t'inko̱i̱ jo kilome̱tru̱ tjíhin. 
MAT.5.42	Tjeihi̱n xi ku̱a̱nkihi tsa mí nihi ko̱ najmi tu̱ xin chasei tsa tjín xi mjehe̱ ku̱e̱nyahi tsa mí nihi.
MAT.5.43	’Ja kinu'yó nga b'a̱ kik'ihi̱n xu̱ta̱ ni̱stjin nk'ie: “N'e̱tjóí xu̱ta̱ xinki̱ ko̱ n'e̱ unchai xu̱ta̱ kontra̱hi̱.” 
MAT.5.44	Tu̱nga ahán b'a̱ tíxinnu̱u nga tu̱ sahá n'e̱tjó xu̱ta̱ kontra̱nu̱u. Ti̱nchíhu̱u Nti̱a̱ná nga nda kats'ínko̱ xi ch'on títsunu̱u. Nda n'o̱ho̱o xi unkienu̱u. Chu̱bantjo nginku̱n Nti̱a̱ná xi ch'on títs'ínnu̱u ko̱ xi tje̱nnki unkienu̱u.
MAT.5.45	’B'a̱ n'o̱o tu̱ xi b'a̱ ts'ín ka̱mahanu ntíhi̱ Na̱'minu̱u xi tíjña ndji̱o̱jmi ján. A̱t'aha̱ kui xi ts'íntjuhu̱ ts'íu̱ ngayjee̱ xu̱ta̱, ndaha tsa xi ch'onk'un ko̱ ndaha tsa xi nda. Ko̱ ts'ínk'aha̱ ts'í ngayjee̱ xu̱ta̱, ndaha tsa xi na̱xu̱ ts'ín ko̱ ndaha tsa xi najmi na̱xu̱ ts'ín. 
MAT.5.46	A̱t'aha̱ tsa n'e̱tjó xi tjoho̱ jun, ¿mí chjíhi xi ku̱i̱jne̱nu̱u nk'ie? Santaha já xi f'áchjíntjai ch'á nga ts'ínxát'aha̱ já Roma̱ b'a̱ ta̱ i̱ncha ts'ín. 
MAT.5.47	Ko̱ tsa tu̱ subahá já nts'o xi súniñoho̱o, ¿mí ni nda tjíhin xi tín'o nk'ie? Santaha xu̱ta̱ xi najmi be Nti̱a̱ná b'a̱ ta̱ i̱ncha ts'ín. 
MAT.5.48	Katumo xi tjíhin nga ka̱mo. A̱t'aha̱ tsjehé Na̱'minu̱u xi tíjña ndji̱o̱jmi ján.
MAT.6.1	’Najmi tu̱ nginku̱n xu̱ta̱ na̱xu̱ n'esjo yjonu̱u, tsa tu̱ xi sku̱e̱he̱nu̱u nga na̱xu̱ tín'o. A̱t'aha̱ tsa b'a̱ n'o̱o, najmi chumi ni chjíhi xi tsjánu̱u Na̱'minu̱u xi tíjña ndji̱o̱jmi ján.
MAT.6.2	’Kui b'a̱ maha, nk'ie nga k'u̱a̱i̱hini chje̱hi̱, najmi tu̱ tjio títjun n'ekjanei, xi nkú ts'ín xu̱ta̱ xi tu̱ tsjohó ra̱ bakúchji xi nkú ts'ín benkjún Nti̱a̱ná a̱ya ni'ya sinagoga̱ ko̱ a̱ya ni̱yóo̱, tu̱ xi nda sku̱e̱he̱ ra̱ xu̱ta̱. Kju̱axi̱ ni xi tíxinnu̱u. Ja títs'ínkjáíhi̱n chjí xi ts'e̱ jóo̱. 
MAT.6.3	Tu̱nga ji, nk'ie nga tí'ba̱i̱ chje̱hi̱, najmi tjíhin nga sku̱e̱ ntsa̱ skjúín ni xi títs'ín ntsa̱ kixi̱. 
MAT.6.4	Tu̱ sahá jyuhú kj'i tjein chje̱hi̱. Ko̱ kui Na̱'mihi̱ xi tíbe ni xi 'ma tín'ei, kui xi tsjáhi chjíhi̱.
MAT.6.5	’Nk'ie nga chu̱bako̱o Nti̱a̱ná, najmi b'a̱ tu̱ n'o xi nkú ts'ín xu̱ta̱ xi tu̱ tsjohó ra̱ bakúchji xi nkú ts'ín benkjún Nti̱a̱ná. Kui xi tsjoho̱ bincha ndju a̱ya ni'ya sinagoga̱ ko̱ ni̱yátée̱ nk'ie nga nchja̱ko̱ Nti̱a̱ná, tu̱ xi sku̱e̱he̱ ra̱ xu̱ta̱. Kju̱axi̱ ni xi tíxinnu̱u. Ja títs'ínkjáíhi̱n chjí xi ts'e̱ jóo̱. 
MAT.6.6	Tu̱nga ji, nk'ie nga chu̱bako̱i̱ Nti̱a̱ná, ti̱tjás'e̱i̱n a̱ya 'mahi̱, t'echjáí a̱nkju̱a̱hi̱ ko̱ chu̱bako̱i̱ Na̱'mihi̱ xi tíjñako̱ subahi má 'moo̱. Ko̱ kui Na̱'mihi̱ xi tíbe ni xi 'ma tíma, kui xi tsjáhi chíhi̱.
MAT.6.7	’Nk'ie nga chu̱bako̱o Nti̱a̱ná, najmi tu̱ n'e chjón én xi najmi tjíhi̱n sin, tsa ta̱ kui ta̱ maha én xi chu̱bo, xi nkú ts'ín xu̱ta̱ xi tjín a̱sunntee̱. Kui xi b'a̱ maha̱ nga ngju̱énñjuhu̱ Nti̱a̱ná tu̱ nga̱t'aha̱ nga 'yún tse tínchja̱. 
MAT.6.8	Kui nga najmi b'a̱ tu̱ n'ehenu jun xi nkú nga ts'ín xu̱ta̱ xu'bo̱. A̱t'aha̱ jahá be títjun Na̱'minu̱u ni xi machjénnu̱u kintehe̱ ni nga ku̱i̱nchíhu̱u.
MAT.6.9	’Kui b'a̱ maha, b'i̱ ts'ín chu̱bako̱honu Nti̱a̱ná:
MAT.6.9	Ji Na̱'mini̱ xi tinchin ndji̱o̱jmi ján,
MAT.6.9	katenkjúhin xu̱ta̱.
MAT.6.10	Ta̱texumani̱.
MAT.6.10	Katuma t'anankii̱ ni xi mjehi xi nkú nga ta̱ tíma ndji̱o̱jmi ján.
MAT.6.11	Tjenni̱ nd'a̱i̱ nichine xi machjénni̱.
MAT.6.12	N'e̱ndyjat'ani̱ ngatitsunni̱,
MAT.6.12	xi nkú ts'ín ji̱n ta̱ n'endyjat'ai̱hi̱ xi ch'on títs'ínni̱.
MAT.6.13	Najmi tu̱ 'ba̱i̱ntei nga ku̱i̱jne̱jii̱n nga chjút'ayák'unni̱.
MAT.6.13	Tu̱ sahá chjúxinni̱ ni xi ch'onk'uu̱n.
MAT.6.13	A̱t'aha̱ ji xi batexumai,
MAT.6.13	ko̱ ji xi tjíhin nga'yún,
MAT.6.13	ko̱ ji xi tjíhin kju̱a̱chánka tu̱ nkj'íéhé ni.
MAT.6.13	B'a̱ tjín.
MAT.6.14	’A̱t'aha̱ tsa n'e̱ndyjat'oho̱o xu̱ta̱ xi ch'on títs'ínnu̱u, b'a̱ ta̱ ts'ín ts'i̱ínndyjat'anu̱u Na̱'minu̱u xi tíjña ndji̱o̱jmi ján. 
MAT.6.15	Tu̱nga tsa najmi n'e̱ndyjat'oho̱o xu̱ta̱ xi ch'on títs'ínnu̱u, b'a̱ ta̱ ts'ín Na̱'minu̱u najmi ts'i̱ínndyjat'anu̱u ngatitsunnu̱u.
MAT.6.16	’Nk'ie nga ku̱i̱ntsu̱ba̱ kjintíó, najmi tu̱ nusin kat'enu̱u xi nkú 'behe̱ xu̱ta̱ xi tu̱ tsjohó ra̱ bakúchji xi nkú ts'ín benkjún Nti̱a̱ná. A̱t'aha̱ kui xi ndzjen ts'ínk'íé a̱nkjín tu̱ xi sku̱e̱he̱ ra̱ xu̱ta̱ nga tjíntu kjintíá. Kju̱axi̱ ni xi tíxinnu̱u. Ja títs'ínkjáíhi̱n chjí xi ts'e̱ jóo̱. 
MAT.6.17	Tu̱nga ji, nk'ie nga ku̱i̱nchun kjintíáí, tu̱ sahá chjújin na̱tí sisin ntsja̱hi̱ ko̱ ta̱nejin a̱nkjin. 
MAT.6.18	B'a̱ ts'ín najmi sku̱e̱he xu̱ta̱ nga tinchun kjintíáí. Tu̱ Na̱'mihi̱ ní xi sku̱e̱, a̱t'aha̱ kui xi tíjñako̱ subahi má 'moo̱. Ko̱ kui Na̱'mihi̱ xi tíbe ni xi 'ma tíma, kui xi tsjáhi chjíhi̱.
MAT.6.19	’Najmi tu̱ e̱i̱ a̱sunntei̱ n'e nchi̱náí yjohi̱, má nga ts'ínkatsúhu̱n xubíu̱ ni xi tjín ko̱ má nga ma stu ni xi tjín ko̱ má fas'en já ndyjée̱. 
MAT.6.20	Tu̱ sa ní ndji̱o̱jmi ján n'e̱ nchi̱náí yjohi̱, má nga najmi ts'ínkatsúhu̱n xubíu̱ ni xi tjín ko̱ má nga najmi ma stu ni xi tjín ko̱ má najmi fas'en já ndyjé. 
MAT.6.21	B'a̱ tíxihin a̱t'aha̱ má nga tíjña kju̱a̱nchi̱náhi̱, yo̱ ta̱ tíjña ani̱ma̱hi̱.
MAT.6.22	’Tunkuin, kui xi xi nkú joyaha nku nd'í xi ts'ín ndzjehe̱n yjonintehi̱. Kui b'a̱ maha, tsa tunkuin fas'en ni xi nda, ngayjee̱ yjonintehi̱ s'e ndzjehe̱n. 
MAT.6.23	Tu̱nga tsa ni xi najmi nda fas'en tunkuin, ngayjee̱ yjonintehi̱ s'e jyuhu̱n. Kui nga tsa ni xi tjíhin nga ts'i̱ín ndzjehen ri tu̱ sahá ts'ín jyun, ¡'yún ṉkjún jyun má tinchin ma!
MAT.6.24	’Ndaha nku nda̱ musu̱ najmi ma ts'ínxát'aha̱ jo já nti̱a̱. A̱t'aha̱ nku xi ts'i̱ín unkie ko̱ nku xi ts'i̱íntjo, ko̱ a ra̱ ts'i̱ínxát'a sisihi̱n nku ko̱ ch'on ts'ín ku̱a̱se̱he̱ xinkuu̱. Kui nga najmi ka̱ma n'e̱xát'aha̱ ru̱u Nti̱a̱ná ko̱ kju̱a̱nchi̱nóo̱.
MAT.6.25	’Kui kju̱a̱ha nga b'a̱ tíxihi̱nnu̱u. Najmi tu̱ fanta̱ha̱ ru̱u yjonu̱u ni xi machjénnu̱u, mí nihi xi chi̱no̱o ko̱ mí nihi xi s'i̱u. Ta̱ ndaha najmi tu̱ fanta̱ha̱ ru̱u yjonu̱u ni xi machjéhe̱n yjonintenu̱u, mí najyuhun xi ndyjo̱o. Nk'ie ní nga ku̱i̱ntsu̱bo̱o, kui ní nihi xi 'yún chjíhi̱ ra̱ nga nichinee̱. Ko̱ yjonintenu̱u, kui xi 'yún chjíhi̱ ra̱ nga najyuu̱n. 
MAT.6.26	Cha̱so̱ho̱ ni̱se xi tjíma tje̱n nk'a ján. Najmi b'éntje̱, najmi b'ékú ko̱ najmi f'átjo ni xi kji̱ne̱. Tu̱nga Na̱'minu̱u xi tíjña ndji̱o̱jmi ján tsjáha̱ nichine. Ko̱ jun, ¿a najmi 'yúhún chjí so nga ni̱see̱? 
MAT.6.27	Ko̱ ndaha tsa 'yún kjúánta̱ha̱ ru̱u yjonu̱u tu̱ xi sáhanu masen metru̱, najmi tjín xi nkú ts'ín sáhanu masen metru̱.
MAT.6.28	’¿Ko̱ á jun fanta̱ha̱ ru̱u yjonu̱u najyun xi ndyja̱hanu? Cha̱se̱ chu̱ba̱yoho̱o xi nkú ts'ín sá naxú jñóo̱. Najmi ts'ínxá ko̱ najmi ts'ínnda nachjún. 
MAT.6.29	Tu̱nga an b'a̱ tíxinnu̱u nga ta̱ ndaha nda̱ rei̱ Salomon xi 'yún chánka kama ni̱stjin nk'ie, najmi b'a̱ k'un najyun xi kingja xi nkúhu naxúu̱. 
MAT.6.30	Tsa Nti̱a̱ná b'a̱ tsjo ts'ínk'íéntu jñá xi chu̱ba̱ ma cháhá, xi nd'a̱i̱ ma chá ko̱ ndyjunni̱ ku̱i̱ti̱, ¿a najmi tu̱ sahá 'yún tsjá sanu̱u najyun xi ndyjo̱o jun xi 'yún chjí so nga jñóo̱? ¡Á b'a̱ 'yún i̱chí s'ejihi̱nnu̱u Nti̱a̱ná!
MAT.6.31	’Kui b'a̱ maha, najmi tu̱ fanta̱ha̱ ru̱u yjonu̱u: “¿Mí nihi xi chi̱ne̱é?” ko̱ “¿Mí nihi xi s'i̱á?” ko̱ “¿Mí najyuhun xi ndyja̱á nd'a̱i̱?”, tsa ku̱i̱xíún. 
MAT.6.32	A̱t'aha̱ ngatentee̱ ni xu'bi̱ bangisjai xu̱ta̱ xi najmi be Nti̱a̱ná, tu̱nga jahá be Na̱'minu̱u xi tíjña ndji̱o̱jmi ján nga machjénnu̱u ngatentee̱ niu̱. 
MAT.6.33	Títjun tjehe̱nnto nga katatéxumanu̱u Nti̱a̱ná ko̱ n'o̱o ni xi na̱xu̱ nginku̱n, ko̱ b'a̱ ts'ín tu̱ k'u̱a̱i̱suhúnnu̱u ngayjee̱ ni xu'bi̱. 
MAT.6.34	Najmi tu̱ fanta̱ha̱ ru̱u yjonu̱u mí nihi xi ka̱ma ndyjunni̱. Ndyjunni̱ s'e̱ ngáha̱nu̱u a̱nte nga kjúánta̱ ngáha̱ ru̱u yjonu̱u. A̱t'aha̱ ngayje ni̱stjin y'a kju̱a̱sti xi ts'e̱.
MAT.7.1	’Najmi tu̱ n'ek'anjiu jé xu̱ta̱ xi kj'a̱í, tu̱ xi najmi ts'i̱ínnijéhe̱nu̱u Nti̱a̱ná. 
MAT.7.2	A̱t'aha̱ xi nkú nga ts'ín n'e̱k'anjiu jé xu̱ta̱ xi kj'a̱í, b'a̱ ta̱ ts'ín ts'i̱ínnijé ngáha̱nu̱u Nti̱a̱ná. Ko̱ chu̱ba̱ xi n'e̱ chjón nga ch'a̱chu̱bo̱o, ta̱ kuihi xi k'u̱a̱chu̱ba̱ko̱ ngáha̱nu̱u Nti̱a̱ná.
MAT.7.3	’¿Nkú ts'ín ji tíchasehe̱ ri̱ stjé xi kjinkihi tunku̱n nda̱ nts'ei nk'ie nga najmi títs'ín ndzjehin yáxu'ba xi kjinki tunkuin? 
MAT.7.4	Nk'ie nga yáxu'ba kjinki tunkuin, ¿nkú ts'ín b'a̱ k'úíhi̱n ri̱ nda̱ nts'ei: “K'u̱a̱i̱ntení nga k'uasjénkia stjé xi kjinki tunkuin”? 
MAT.7.5	Tín'ei ni xi ts'ín xi tu̱ tsjohó ra̱ bakúchji xi nkú ts'ín benkjún Nti̱a̱ná ni xi n'e̱ní ní. N'e̱sje mahi tjun yáxu'ba xi kjinki tunkuin, tu̱ xi nda ka̱ma ndzjehen ri nga n'e̱sjenki stjé xi kjinki tunku̱n nda̱ nts'ei.
MAT.7.6	’Najmi tu̱ 'bo̱ho̱ nañóo̱ ni xi je nginku̱n Nti̱a̱ná ko̱ najmi tu̱ chi̱nko̱ chjanikj'ajihu̱un ni tsjo k'unnu̱u, a̱t'aha̱ ku̱a̱si̱nne chu̱ ni xi tsjo k'unnu̱u ko̱ santaha ko̱ jun kji̱ne̱nu̱u chu̱.
MAT.7.7	’Ti̱nchíú, ko̱ Nti̱a̱ná tsjánu̱u. Ti̱nchísjo, ko̱ sa̱kúnu̱u. N'e̱kjano a̱nkju̱o̱, ko̱ chjúx'ánu̱u. 
MAT.7.8	A̱t'aha̱ ngatentee̱ xi banki ts'ínkjáíhi̱n. Xi bangisjai sakúhu̱. Ko̱ xi ts'ínkjane a̱nkju̱o̱ chjux'áha̱. 
MAT.7.9	¿A tjín a̱jinnu̱u nku xi tu̱ ndji̱o̱hó tsjáha̱ ntíhi̱ nk'ie nga ni̱nku̱a̱n ku̱a̱nkihi̱? 
MAT.7.10	Tsa tji̱o̱ ku̱a̱nki ntíhi̱, ¿a tu̱ ye̱hé tsjáha̱? 
MAT.7.11	Santaha ko̱ jun xi ch'onk'un yo nga 'bo̱ho̱o ni xi nda ntínu̱u. ¿A najmi tu̱ sahá Na̱'minu̱u xi tíjña ndji̱o̱jmi ján 'yún tsjá saha̱ ni xi nda xu̱ta̱ xi ku̱a̱nkihi̱?
MAT.7.12	’Kui b'a̱ maha, xi nkú ts'ín mjenu̱u nga n'e̱nu̱u, b'a̱ ta̱ n'o̱ho̱ xu̱ta̱ xi kj'a̱í. Kuihí niu̱ xi bakúya kju̱a̱téxumoo̱ ko̱ ni xi y'ét'a já profeta̱.
MAT.7.13	’Ti̱tjás'o̱on a̱nkju̱a̱ ntsjíyoo̱. A̱t'aha̱ tayá a̱nkju̱a̱ ko̱ tayá ni̱yá xi fi má nga ndyja xu̱ta̱. 'Yún nkjin xi tíi̱ncha fas'en a̱nkju̱a̱ xu'bo̱. 
MAT.7.14	Tu̱nga ntsjíyahá a̱nkju̱a̱ ko̱ ntsjí ni̱yá xi fi má nga b'entu xu̱ta̱. Chuba xi tíi̱ncha sakúhu̱ a̱nkju̱a̱ xu'bo̱.
MAT.7.15	’Chúhu̱un yjonu̱u já profeta̱ tsank'óo̱. Kui xi kj'u̱a̱í ts'ín ni̱ma̱kju̱a̱ maña̱ yjoho̱ xi nkúhu chu̱tsa̱nka̱, tu̱nga kjahán tjíntuyáha̱ xi nkúhu chu̱ kjan. 
MAT.7.16	Ka̱mankjinnu̱u nkú k'un jóo̱ nk'ie nga cho̱o ni xi ts'i̱ín. A̱t'aha̱ ni xi ts'ín xu̱ta̱, kui xi nkú joyaha tu xi bjaha̱ nku yá tu. ¿A jñá na'yáhá xi bjaha̱ tuntsja̱jé? ¿A yá na'yáhá xi bjaha̱ tu higo̱? 
MAT.7.17	Ngatentee̱ yá xi nda bjaha̱ tu xi nda. Ko̱ yá xi najmi nda bjaha̱ tu xi najmi nda. 
MAT.7.18	Nku yá xi nda, najmi ma bjaha̱ tu xi najmi nda. Ko̱ nku yá xi najmi nda, najmi ma bjaha̱ tu xi nda. 
MAT.7.19	Ko̱ ngatentee̱ yá xi najmi bjaha̱ tu xi nda, stisún ko̱ s'etí a̱jin nd'íu̱. 
MAT.7.20	Kui b'a̱ maha, cha̱hanu já profeta̱ tsank'óo̱ nk'ie nga cho̱o tu xi ts'e̱.
MAT.7.21	’Najmi kju̱a̱s'enjin nga Nti̱a̱ná xi ku̱a̱téxumaha̱ ngatentee̱ xu̱ta̱ xi: “Ji nda̱ maestru̱, ji nda̱ maestru̱”, títsuna. Xi títs'íntjusun ní xi nkú ts'ín mjehe̱ Na̱'mina̱ xi tíjña ndji̱o̱jmi ján, kuihí xi kju̱a̱s'enjin yo̱. 
MAT.7.22	Nk'ie nga ku̱i̱chú ni̱stjin nkjin ṉkjún xi b'a̱ ku̱i̱tsu̱na: “Ji Nda̱ Nti̱a̱, ji Nda̱ Nti̱a̱, ngajohi̱ y'eni̱jmíi̱, ngajohi̱ tsich'onsjehe̱ni̱ jánindoo̱ ko̱ nkjin kju̱a̱nkjún kin'ei̱.” 
MAT.7.23	Tu̱nga an b'a̱ xín ngáha̱ ra̱ xu̱ta̱ xu'bo̱: “Ndaha̱chí najmi benu̱u. Tankín t'axínnú jun xi ch'on kin'o.”
MAT.7.24	’Kui b'a̱ maha, ngatentee̱ xu̱ta̱ xi nt'é énna̱ ko̱ ts'íntjusun, kui xi nkú joyaha nku nda̱ kitikju̱a̱ xi kits'ínndasún ni'yaha̱ a̱sun ndji̱o̱. 
