GEN.1.1	Paphibangga, Tingwang niu ting-kadih damsubo tingga,
GEN.10.16	Canaan hainiu Jebus mai, Amor mai, Girgash mai, 
GEN.10.17	Hiv mai, Ark mai, Sin mai, 
GEN.10.18	Arvad mai, Zemar mai khatdi Hamath mai paopeh-e. Canaan mai jatdung siniu lung mara padjiu, 
GEN.10.19	Canaan mai ramrai hai dipadjiu, Sidon gasu tingrunlam Gaza mungga bambo Gerar, khatdi tingbanglam Sodom, Gomorrah, Admah khatdi Lasha mungga bambo Zeboiim tangbo si-e. 
GEN.10.20	Haimaidungse Ham kaikik mai-e, paliu hai jat katam-tambo khatdi kadih katam-tam lam lungjiu paliu lad tam-tamjiu lungmibo-e.
GEN.10.21	Japheth singna Shem hainiu Hebrew mai mathiu paopeh-e. 
GEN.10.22	Shem nahdung siniu Elam, Asshur, Arpachshad, Lud khatdi Aram paliu-e, paliu hai paliu paopeh zan thinjiu lungmai-e. 
GEN.10.23	Aram kaikikdung siniu Uz, Hul, Gether khatdi Meshek paliu-e. 
GEN.10.24	Arpakhshad hai Shelah piu-e, pahai Eber piu-e.
GEN.10.25	Eber nah khang nia lung-e, khang khatbo zanniu Peleg
GEN.10.26	Joktan kaikikdung siniu Almodad, Sheleph, Hazarmaveth, Jerah, 
GEN.10.27	Hadoram, Uzan, Diklah, 
GEN.10.28	Obal, Abimael, Sheba, 
GEN.10.29	Ophir, Havilah khatdi Jobab paliu-e. Paliu mathiu hai Joktan khugasu lungpadbo-e.
GEN.10.30	Paliuniu lungbo kadih hai Mesha gasu tingbanglam bambo maluanggen Sephar tangbo dipadle. 
GEN.10.31	Haimaidungse Shem kaikik mai-e, paliu hai jat katam tambo khatdi kadih katam-tam lam lungjiu paliu lad tam-tamjiu lungmibo-e.
GEN.10.32	Haibo maidungse Noah kaikikdung-e, paliuniu lungbo saisuijiu katam-tambo jat padmibo-e. Duidet saiga, kadihpiriga lungbambo mai hina Noah nahdung khugasu lungkiubo kam-e.
GEN.11.1	Karaigara, kadihpiri pakhiangna hai chakhuan khat ronna thiujiu chalad khat ronna thiu bamniu-e. 
GEN.11.2	Sichiu paliuniu Tingbanglam lungron tad bambo tingga Babylon ajiangramga paliu wanglung sude. 
GEN.11.3	Paliu khat-khat khuga dinsude, “Wanglo, aliu chagam-niangtu kamkhe.” Sichiujiu paliuniu chaky thiura chagam-niangtu kam sude, khatdi siga taiman raleng tatutam kam sude. 
GEN.11.4	Paliuniu din-e, “Tuhoira aliuniu namdi khat thiu lujiu tingpuk khangtangra ting-ra sukhe, sichiujiu aliu zan tadjiu bamra khatdi aliu lung marami makra kamkhe.”
GEN.11.5	Siga maidung siniu thiukhang bambo namdi nai ting-rabo situ phuira 
GEN.11.6	sichiujiu paniu din-e, “Tuhoira haimaidung mathiuse khat thiu bambo-e, khatdi paliu khuan khat, lad khat ronna dinbambo-e; haise paliuniu kamrabose kamsugap bambo-e. Pasaira paliuniu kam kanibo hinase kamlumi rabo-e! 
GEN.11.7	Aliu kiulujiu paliu khuan, paliu lad hai kam tabuat mikhe, sichiusai paliu khat-khat lad sitami rabo-e. 
GEN.11.8	Sichiujiu 
GEN.11.9	Namdi situ Babylon
GEN.11.10	Haimaidungse Shem kaikikdung-e. Tadui nailubo sai tingkum niaga, Shem niu tingkum 100 miboga, piumai nah khat, Arpachshad tu lung-e. 
GEN.11.11	Sibosai pah takum 500 lung lanjiu kakibo nahdung lung lan-e.
GEN.11.12	Arpakhshad niu takum 35 miboga, piumai nah khat, Shelah tu lung-e; 
GEN.11.13	sibosai pah takum 403 lung lanjiu kakibo nahdung lung lan-e.
GEN.11.14	Shelah niu takum 30 miboga, piumai nah khat, Eber tu lung-e; 
GEN.11.15	sibosai pah takum 403 lung lanjiu kakibo nahdung lung lan-e.
GEN.11.16	Eber niu takum 34 miboga, piumai nah khat, Peleg tu lung-e; 
GEN.11.17	sibosai pah takum 430 lung lanjiu, kakibo nahdung lung lan-e.
GEN.11.18	Peleg niu takum 30 miboga, piumai nah khat, Reu tu lung-e; 
GEN.11.19	sibosai pah takum 209 lung lanjiu, kakibo nahdung lung lan-e.
GEN.11.20	Reu niu takum 32 miboga, piumai nah khat, Serug tu lung-e; 
GEN.11.21	sibosai pah takum 207 lung lanjiu, kakibo nahdung lung lan-e.
GEN.11.22	Serug niu takum 30 miboga, piumai nah khat, Nahor tu lung-e; 
GEN.11.23	sibosai pah takum 200 lung lanjiu, kakibo nahdung lung lan-e.
GEN.11.24	Nahor niu takum 29 miboga, piumai nah khat, Terah tu lung-e; 
GEN.11.25	sibosai pah takum 119 lung lanjiu, kakibo nahdung lung lan-e.
GEN.11.26	Terah niu takum 70 khangtang miboga, pahai Abram, Nahor khatdi Haran piu thiu-e.
GEN.11.27	Haibo maidungse Abram, Nahor khatdi Haran piu, Terah kaikikdung-e. Haran hai Lot piu-e, 
GEN.11.28	chiudi Haran hai pakiluang Babylon gu Ur gasu papiu ringbam khaga shai mide. 
GEN.11.29	Abram niu Sarai tu panao leng lu-e, khatdi Nahor niu Haran nahpui Milkah tu panao leng lu-e, pahai Iskah piu-e. 
GEN.11.30	Sarai hai panah lungmakbo nahkampui-e.
GEN.11.31	Terah niu panah Abram, Haran nahpiu, patah Lot, khatdi Abram nao, pamupui Sarai tu puilujiu Babylon gu Ur namdi gasu Canaan kadih lam tadsude. Paliuniu Haran kadihga wangtang lujiu siga lungsude. 
GEN.11.32	Siga Terah niu tingkum 205 tangmiboga shai mide.
GEN.12.2	Iniu nakai-kik kengkha pikhai bine, sichiujiu paliuniu kadibo jat khat thiurabo-e. Iniu natu thoikhai bine khatdi nazanse pidikhai bine, sichiujiu nang hai thoidam thiurabo-e.
GEN.12.3	Chiudi natu siangbo mai hinatu Iniu siangkhai bine.
GEN.12.3	Sichiujiu napen gasu Iniu jat hinatu thoikhai bine.
GEN.12.4	Abram tingkum riakchinnia-mangiukiu tangmiboga, 
GEN.12.5	Abram niu panao Sarai, pasai kariupiu nah Lot, khatdi Haran gasu daolubo pakhiu-palan nai pavangdungtu puilujiu Canaan kadihlam jontad sude.
GEN.12.6	Paliuniu Canaan ga wangtangboga, Shechem ga bambo masanbo bam, Moreh gu masanbo singbang wangtang makthen tadjiu bamme. (Sibo wan gase Canaan maidungse siga lungjiu bamniu-e). 
GEN.12.7	 niu Abram khuga ngaolen khaijiu din-e, “Haibo kadihse Iniu nakai-kikdung leng pikhai rabo si-e.” Siga Abram niu 
GEN.12.8	Sibosai, maluangpoi khat bambo Bethel namdi gu tingrun lam, paniu pagu rijikyse tingnu lamniu Bethel, tingbang lamniu Ai kakga thiukhai-e. Sigadi paniu rathakbam khat thiukhaijiu 
GEN.12.9	Sigasu paniu pabam khat gasu khatga tadjiu Canaan gu tingrun lam tadkhai sude.
GEN.12.10	Chiudi Canaan ga charakhum kadibo khat wangjiu Abram niu Egypt gu tingrun lam tadkiujiu siga pakak khat lungkhai-e. 
GEN.12.11	Paniu Egypt ramrai wangtang suboga panao Sarai khuga din-e, “Nang-hai nazu nalun wibo pui-e. 
GEN.12.12	Egypt maidung siniu natu ngaoboga, paliuniu natu anao-e chiusai, atu kamshat misune khatdi natura piring khai sune. 
GEN.12.13	Siniu nang-hai atanpui-e chiulo; sichiusai najeng gasu paliuniu atu akhi mawikhaijiu pi lungkhai sune.” 
GEN.12.14	Paniu Egypt ramrai ken-ngutboga, Egypt maidung siniu panao hai pazu-palun wi-e chiubo ngaolude. 
GEN.12.15	Chakampaodung khangsianiu patu ngaoboga, pahai pazu-palun dejiukha wilo chiubo chawang khuga paokhai-e, sichiujiu patuse chawangky lam puiwang mide. 
GEN.12.16	Pajeng gasu chawang siniu Abram tu akhi mawi khaijiu, milydung, kamidung, matom-kabuidung, qonniamdung, qontraodung khatdi kavangdung pikhai sude.
GEN.12.17	Chiudi chawang siniu Sarai tu lulubo jengniu chararen kasabo pariga khatdi chawangkiningga bammai mathiu khuga 
GEN.12.18	Siga chawang siniu Abram tu kuwang maniu sude, “Nangniu degu akhuga kamkhai jiulo? Pahai nanao-e chiujiu dekamjiu akhuga nang dinmak jiulo? 
GEN.12.19	Dekamjiu nangniu patu hai natanpui-e chiujiu pi atu anao leng lujiulo? Nanao haiga bam-e; patu puilujiu tadmilo.” 
GEN.12.20	Chawangniu pamaidung khuga chamtan pikhaijiu, paliuniu Abram tu khatdi panao nai pagu hina pikhaijiu paliu kadih gasu hathon mide.
GEN.13.1	Abram niu panaotu khatdi pagu kabambo hina phunglujiu Egypt dih tingpi lamsu kensujiu Canaan dih tingrun lamse tadsude, siga Lot di pasai suitadle. 
GEN.13.2	Abram hai kalek wichang wi-e, pagu milydung, kamidung, matom-kabuidung khatdi kachia rangkanggi kengkha bam-e. 
GEN.13.3	Sichiujiu paniu sibo bamse phutlujiu pabam khat gasu khatga tadjiu Bethel lamse tadkhai-e. Paniu karaiga rijiky thiukhai mibo bam Bethel nai Ai gase wangtangde, 
GEN.13.4	siga paniu rathakbam khat thiukhaide. Sichiujiu siga pah 
GEN.13.5	Lot gudi milydung, kamidung, matom-kabuidung khatdi pavangdung kengkha bamme. 
GEN.13.6	Panai khangniagu khaorui-khaona kengju mibo jengniu panaileng piubuanse buita mide. 
GEN.13.7	Sijengniu Abram gu khaorui-khaona khuanmai nai Lot gu khaorui khaona khuanmai n-gi sude. (Sibo wan-gase Canaan mai nai Periz mai sibo kadihga lungbam kha-e).
GEN.13.8	Siga Abram niu Lot khuga din-e, Ania hai singna-e, siniu namai nai amai n-gi athao makrabo-e. 
GEN.13.9	Sijengniu ania kalek tam mikhe. Nangniu lunibo kadih kada lulo. Nangniu npui khatlam, Iniu khatlam tadrabo-e.
GEN.13.11	Sijengniu, Lot niu Jordan Ramjeng pakhiangna hai paleng kadalujiu naimikpad lam tadmide. Sichiujiu panai khangniase ramna mibo-e. 
GEN.13.12	Abram niu Canaan dihga bammide, khatdi Lot niu namdigu ramjeng gase lungjiu Sodom mungga rijiky thiukhaide, 
GEN.13.13	haiga lungmaidungra kasa mai-e khatdi 
GEN.13.14	Lot niu tadmibo sai, 
GEN.13.15	Iniu haise naleng khatdi nakai-kikleng pikhai bine, sichiujiu haise tingtheng nagu thiurabo-e. 
GEN.13.16	Iniu nakai-kik leng, mainiu pariak singamlakbo pikhai bine; haise mai khatniu kadihga nbuiniang situ singam lakbo kumrabo-e! 
GEN.13.17	Tuhoira tadlujiu kadih pakhiangnase phuisulo, palamra Iniu haise naleng pikhai rabo-e.” 
GEN.13.18	Sijengniu Abram niu pagu rijibam kali lujiu Hebron ga bambo Mamre gu masanbo singbang mungga wang lungde, siga paniu 
GEN.14.1	Chawang khang madai Babylon mai wang Amraphel, Ellasar mai wang Arioch, Elam mai wang Chedorlaomer khatdi Goiim mai wang Tidal paliuniu, 
GEN.14.2	chawang khang mangiu, Sodom mai wang Bera, Gomorrah mai wang Birsha, Admah mai wang Shinah, Zeboiim mai wang Shemeber, khatdi Bela (maksai Zoar) mai wang paliutu chari thiusude. 
GEN.14.3	Chawang khang mangiu hainiu khat thiulujiu tuhoi Duipui Kashaibo chiu kubambo Siddim Ramjengga wang madui-e. 
GEN.14.4	Paliu hai Chedorlaomer hangga tingkum kariu-je-niakiu bamkhai mibo-e, chiudi kariu-je-sumkiubo kumga paliu patu atungsu mibo-e. 
GEN.14.5	Kariu-je-madaikiubo kumga Chedorlaomer niu pamaluangmai dungtu maluangwang Ashteroth Karnaim ga bambo Rephaim, Ham ga bambo Zuzim, Kiriathaim ajengningga bambo Emim, 
GEN.14.6	khatdi Edom luongga bambo Hor maitu paliuniu ngamlude, sichiujiu ramjing taiga bambo Elparan tangbo paliuniu hameng sude. 
GEN.14.7	Sigasu paliuniu Kadesh (sibo tingga Enmishpat chiu kubo) katang malan wangde. Paliuniu Amalek maidung kadih pakhiangna lulude, sichiujiu Hazazon Tamar ga bambo Amor maidung tudi ngam lude.
GEN.14.8	Sigasu Sodom, Gomorrah, Admah, Zeboiim khatdi Bela wangdung khang mangiuniu paliu riphendungtu khomwang Siddim gu Ramjengga, 
GEN.14.9	Elam, Goiim, Babylon khatdi Ellasar wangdung khang madaitu, chari thiu subo-e. 
GEN.14.10	Sibo ramjengse chakhomky kengchang keng-e, siga Sodom nai Gomorrah wangpiuse pakkhaiboga, chakhomky gase nkhuang khai mide. Chiudi kakibo wangdung sumra maluonggen lam pak nbai mide. 
GEN.14.11	Chawang khang madai siniu Sodom nai Gomorrah ga bambo hina, katiu-kasakdi suttad kam mide. 
GEN.14.12	Abram chi-nah Lot se Sodom ga lungbam-e, siga paliuniu patudi pagu kabambo hinadi sutlu tad mide.
GEN.14.13	Chiudi siga mai khangkhat marilujiu wang Amor mai, Mamre gu masanbo singbang mungga lungbambo Hebrew maipiu, Abram khuga chakhum paokhaide. Mamre khatdi pasingna kania Eshcol nai Aner hai Abram lam liangmai-e. 
GEN.14.14	Abram niu pachi nahpiutu minlude chiubo khuan chiuluboga, pagu rijiky gasu paniu chari thiura chamai 318 tu ku-madui lujiu chawang madai situ Dan tangbo hatad sude. 
GEN.14.15	Siga paniu pamaidungtu paphom-phomleng njan tamlujiu mikremaidung situ nchunniu chari thiujiu ngamlude. Paniu paliutu Damascus gu tingpilam Hobah katang hatadle. 
GEN.14.16	Sichiujiu lutadmibo hinase daolan kamlude. Paniu pachi-nahpiu Lot tudi, pagu mania hina khatdi maipui-maina nai kaki-kibo kavangdung tudi kalan lude.
GEN.14.17	Abram niu Chedorlaomer khatdi kakibo wangdungtu chari ngamlujiu wangboga, Sodom gu wangpiuniu patu Shaveh Ramjeng (Chawang Ramjeng chiujiudi kubo) ga adaora padle. 
GEN.14.18	Siga Salem gu chawang khatdi Kuthubo Rawang gu singkudi thiujiu bambo Melchizedek niu taruak nai jaw phungwangde, 
GEN.14.19	sichiujiu paniu patu thoikhaijiu din-e, “Ting-kadih dambo Kuthubo Rawang siniu Abram tu thoikhai bilo! 
GEN.14.20	Nagu mikremaidung riga chari ngamkhaibo Kuthubo Rawang situ thuonlo!” Sichiujiu chari gasu sutlubo hinagu dam-kariugu damse Melchizedek leng Abram niu pikhaide.
GEN.14.21	Sodom gu chawang siniu Abram khuga din-e, “Sutlubo hinase naleng lululo, chiudi amai hinatu pikhai kalanlo.”
GEN.14.22	Abram niu paokakge, “Tingkadih Dampao Kuthubo Rawang 
GEN.14.23	chiubora Iniu nagu wakhatdi, chalangkeng maksai chaphitop-riang tangbo lulakge. Palamra nangniu wadaodi haichiu dinmakra leng-e, “Iniu Abram tu pi lungwi khaibo-e.” 
GEN.14.24	Aleng wakhatdi Iniu lulakge. Amaidungniu thinmibo situ ronna Iniu lukhaine. Chiudi alam liangmaidung Aner, Eshcol khatdi Mamre paliu damra pikhai bilo.”
GEN.15.1	Haibosai, Abram madungao khat ngaojiu, 
GEN.15.2	Chiudi Abram niu paokakjiu din-e, “Kuthubo 
GEN.15.3	Aleng nangniu nahmai pikhai makbo jengniu avangmainiu agu kalek lumi rabo-e.”
GEN.15.4	Siga 
GEN.15.5	 niu patu lenlam puipad lujiu din-e, “Tingpuk lam phuikhanglo, khatdi chagandung situ pariak chak matailo; sikum gapjiu nakai-kikdung lungrabo-e.”
GEN.15.7	Siga 
GEN.15.8	Chiudi Abram niu maniu-e, “Kuthubo 
GEN.15.9	Paniu paokakge, “Takum sum sum tangmibo matom khat, kami khat khatdi milychi khat sigasu makhao khat nai kaphina khat akhuga phungwanglo.” 
GEN.15.10	Abram niu khaoringdungse Tingwang khuga phungwangjiu paphan-phan rekhaide, sichiujiu paphan-phanse thom nia thiujiu thomkhaide, chiudi paniu thingnase rekhai makge. 
GEN.15.11	Wakhaodung rigase chamitiuleng
GEN.15.13	 niu pakhuga din-e, “Nakai-kikdungse sangdiumai ramga pazu simakmai thiujiu lungne; siga paliu kavang thiujiu lungne, khatdi paliutu tingkum kai madai mathad khairabo-e. 
GEN.15.14	Chiudi paliutu bangkhaibo jat-dung situ Iniu sajai pikhai rabo-e, sichiujiu paliuniu sibo sangdiumai dih phutpadboga, chakhiu-chalan kengjiu phungtad rabo-e. 
GEN.15.15	Nangra ring mathengne khatdi agi-manaijiu shaine, sichiujiu natu nphum mawi khaine. 
GEN.15.16	Haise nakai nakikdung siniu haiga malanwang makhaga chaken madai-ga padrabo-e, palamra Amor maidungniu wajiukha sajiu paliutu sajai pikhaitang makthen Iniu hathon lakge.”
GEN.15.17	Naimik kiumiboga khatdi tamiu miboga mikha padbo chali khat nai tao-bansatbo kahiupuang khat ngao-e khatdi sise wakhaodung-jan kakga tadmariu sude. 
GEN.15.18	Siga 
GEN.15.19	sironna makjiu Keni, Kenizz, Kadmoni, 
GEN.15.20	Hitt, Periz, Rephaim, 
GEN.15.21	Amor, Canaan, Girash, khatdi Jebus maidung kadih hai khaisan bine.”
GEN.16.1	Abram nao Sarai siniu panah wadi lung makge. Chiudi pakhuga Egypt mai liupui khat kavang pazanniu Hagar kubo khat bam-e. 
GEN.16.2	Sijengniu Abram khuga paniu din-e. “
GEN.16.3	Sijengniu Hagar tu Abram naoleng paniu pikhai bide. (Haise Abram niu Canaan ga tingkum kariu lungkhang mibo saiga-e). 
GEN.16.4	Abram niu Hagar tu nphiuji khaiboga pawon phung mide. Paniu pawon phung mide, chiubo siluboga chaliang sude khatdi Sarai tu wajeng sita mide.
GEN.16.5	Siga Sarai niu Abram khuga din-e, “Hagar niu atu wajeng sitamibo hai nadon-e. Iniu patu naleng pikhaijiu paniu pawon phungmiboga atu wajeng chakta mide. Nangniu majima, Iniu majima, saoniu majilo chiubo 
GEN.16.6	Abram niu paokakge, “Wichang wide, pahai navang-e, siniu nahangga bamme; nangniu patu kamnibo hina kambo sui-e.” Sigasu Sarai niu Hagar tu mathadchang mathad sude—sijengniu pah paktad mide.
GEN.16.7	Shur lam tadbo puidi ramjingga bambo ajai khatga 
GEN.16.8	khatdi din-e, “Sarai vangpui Hagar, nang delamsu wangkin jiulo khatdi delam tadkhai ralo?”
GEN.16.8	Paniu paokakge, “Awangpui khugasu I pak kinbo-e.”
GEN.16.9	Paniu din-e, “Pakhulam malanwang sulo khatdi pavang thiujiu bamlo.” 
GEN.16.10	Paniu dinlan-e, “Mai khatniudi pariak singam lakbo kai-kikdungse Iniu naleng pikhai bine. 
GEN.16.11	Nangniu nangnah piumai khat lung sune khatdi nangniu pazan Ishmael
GEN.16.12	Chiudi nangnah hai chahung kumjiu lungrabo-e; paniu mai hinatu atung rabo-e khatdi mai hinaniu patu atung rabo-e. Pasingnadung khugasu para tamsinjiu lungrabo-e.”
GEN.16.13	Hagar paronna haichiu dinsude, “Pachang siakjiu Iniu Tingwang tu ngaolubo ma, ngaolubo saidi ringlu buima?” Sijengniu patu npao khaibo 
GEN.16.14	Sichiujiu maidungniu Kadesh nai Bered kakga bambo ajai situ “Ringbambo Khat Siniu Atu Ngaolen-khaibo Ajai” chiujiu ku-e.
GEN.16.16	Sibo wan-ga Abram hai tingkum riaktachat-je-charukkiu tang mide.
GEN.17.1	Abram niu tingkum riakchakiu-je-chakiukiu tangmiboga, 
GEN.17.2	Iniu natu ladriat thiu khaijiu, nakai-kik leng kengkha pikhai bine.” 
GEN.17.3	Abram niu kadihga makhumkiu kahum-e, siga Tingwang niu din-e, 
GEN.17.4	“Iniu haibo ladriat nakhuga thiu khai-e: nangniu jatdung kakeng paopeh thiurabo-e.
GEN.17.6	Iniu nakai-kik leng kengkha pikhai bine, khangsia mainiu chawang thiune. Nakai-kikdung hai kingpadjiu paliuniu jatdungse thiurabo-e.
GEN.17.8	Tuhoi nang sangmai thiujiu bambo dihai naleng khatdi nakaikik leng pikhai bine. Canaan dih pakhiangna hai tingthengjiu nakai-kik gu thiurabo-e, khatdi Iniu paliu Rawang thiu rabo-e.”
GEN.17.9	Tingwang niu Abraham khuga din-e, “Nangdi akhuga ladriat thiu khaibo hai pasai wanglan rabo chaken-ga nakai-kikdungdi tingthengjiu majai rabo-e. 
GEN.17.10	Nangdi, nakai-kikdungdi npiumai hina chagirom rabo-e. 
GEN.17.11+GEN.17.12	Tuhoi gasu npiumai nah hina jeng tachat tangmibo hina, nakyga kavang tadi, sangmai khugasu kavang leng liumai tadi, chagi romrabo-e. 
GEN.17.13	Mai hina chagi-rom rabo-e, sichiujiu chapumga lenkhaibo madan hainiu agu ladriatse tingtheng leng-e chiubo lenrabo-e. 
GEN.17.14	Mai khat kumboniu pagi rom maksai, patu amai-e chiubo chakkhai silakge, palamra akhuga ladriat khaibo haitu paniu majai makge.”
GEN.17.15	Tingwang niu Abraham khuga din-e, “Nangniu nanaotu Sarai chiujiu kuta milo, tuhoi gasu pazan Sarah
GEN.17.16	Iniu patu thoikhai bine, sichiujiu paniu naleng npiumai khat lungne, Iniu patu thoikhaijiu, pahai jatdung pui thiurabo-e, sichiujiu pakai-kikdung khugasu chawangdung lungpad rabo-e.”
GEN.17.17	Abraham pazu kadihga makhum kiujiu kahum-e, chiudi “Mai khatniu tingkum kai tangmiboga panah lunglu buima? Sarah tingkum riakchakiu tangmiboga panah lunglu buima?” chiubo paniu maning lujiu nuisude. 
GEN.17.18	Paniu Tingwang khuga maniu-e, “Dekamjiu Ishmael niu alek lumak ralo?”
GEN.17.19	Chiudi Tingwang niu din-e, “Chiumakge. Nanao Sarah siniu panah piumai khat lungne, siga nangniu pazan Isaac
GEN.17.20	Nangniu Ishmael lamga khengbose Iniu chiukhaide, sichiujiu Iniu patu thoikhai bine khatdi pakai-kik kengkha Iniu pikhai bine. Pahai chawang nahdung khang kariu-je-niakiu piuse thiurabo-e, khatdi Iniu pakai-pakikdung situ kadibo jat khat pithiu khai bine. 
GEN.17.21	Chiudi haikumbo ting makumga Sarah niu lungrabo panah Isaac khuga Iniu aladriat hai majaikhai rabo-e.” 
GEN.17.22	Tingwang niu Abraham tu npao lubo sai, patu saodiak lujiu tadmide.
GEN.17.23	Abraham niu Tingwang kadin piujiu, sibonai chawan panah Ishmael tu khatdi paky lungga bambo npiumai hina, pavangdungdi, paniu liuwangbo mai hina tudi paliu-gi rom khaide. 
GEN.17.24	Abraham hai tingkum riakchakiu-je-chakiubo kum tangmiboga pagi rom-e, 
GEN.17.25	siga panah Ishmael se tingkum kariu-je-sumkiu tangmide. 
GEN.17.26	Panai khang nia situ naikhat gasu panai-gi rom-e, 
GEN.17.27	sibo nai Abraham vangmai mathiu situ sibo paliu-gi rom kam-e.
GEN.18.1	Mamre ga bambo masanbo singbang gase 
GEN.18.2	paniu ngangkhang gapboga, maipiu khangsum chapbam niubo ngao-e. Paniu paliutu ngaogapboga paliutu adaora pakpadle. Pazu kadihga makhum kiujiu, 
GEN.18.3	paniu din-e, “Paohubodung yo, akyga mathak khai makjiu tadtaron khai tulo; naliutu akhi khaira haiga I bam-e. 
GEN.18.4	Naliu haibo singbang hangga bamniulo, naliu ngen n-khiura I tadui thuaklu wangne. 
GEN.18.5	Naliu tabin tadwira katiu poinakhadi I ponwangne, Naliu akyga wangkhaibo hainiu atu chakhuang thiukhaibo-e, siniu I naliutu akhi khaine.”
GEN.18.5	Paliuniu paokakge, “Thuonkiu-e, aliu sui-e.”
GEN.18.6	Abraham niu kalunglam pakwang, Sarah khuga din-e. “Kalangjiu, nagu withubo takhui khoilujiu taruak tamnakha khuak sulo.” 
GEN.18.7	Sibosai paniu kabuiky gase pakwang, pamai wibo khatdi palun wibo matompoi khat jupad lujiu, mathan kalangjiu khaira pavang khat khuga pikhaide. 
GEN.18.8	Paniu wasa, matom ndui khatdi chamise ponlujiu paliu khuga wang pikhaide. Sibo singbang hangga pah papumsiakniu paliutu akhi khaijiu paliu tiukhaide.
GEN.18.9	Siga paliuniu pakhuga maniu-e. “Nanao Sarah dega bamlo.”
GEN.18.9	Paniu paokakge, “Pah kalungga bamme.”
GEN.18.10	Sarah se pasailam akham hiu gasu nking bam-e. 
GEN.18.11	Abraham nai Sarah hai thenthui mide, sichiujiu Sarah hai npuimaigu chahiu-zai tadbo
GEN.18.12	Sijengniu Sarah paronna nuijiu din-e, “Tuhoira I hai tanpejiu thenwang mide, Iniu npui-npiu thiungam lura khama? Sironna makjiu akinadi tanpao mide.”
GEN.18.13	Siga 
GEN.18.14	 leng kungjubo wa bamjiuma? Iniu dinmibo kumjiu, tuhoi gasu chahiu chakiu bamsai I malan wangne, siga Sarah panah npiumai khat lungne.”
GEN.18.15	Sarah niu pingbo jengniu suimakjiu din-e, “I nuimakge.”
GEN.18.15	“Yo, nang nui-e.” chiujiu paniu paokakge. “Nang nuisiak mibo-e.”
GEN.18.16	Sichiu paliuniu phutkhai lujiu Sodom tu phuikiu ngaobo bam khatga tadmide, siga Abraham niu paliutu kapao padle. 
GEN.18.17	 niu paronna maning sude, “Iniu kamrabo hai Abraham khuga mahin lakge. 
GEN.18.18	Pakai-kikdung hai kadibo khatdi kangambo jatdung thiurabo-e, sichiujiu Iniu pakhu gasu jat hinatu thoikhai birabo-e.
