GEN.1.1	Er penn-kentañ, Doue a grouas an neñvoù hag an douar. 
GEN.9.23	Met Sem ha Jafed a gemeras ar vantell, he lakaas o-daou war o divskoaz hag, o vale dre a-dreñv, e c'holojont noazhder o zad. Evel ma oa o dremm distroet, ne weljont ket noazhder o zad. 
GEN.9.24	Pa voe Noe dihunet eus e win, oc'h anavezout ar pezh en doa graet dezhañ e vab yaouankañ, 
GEN.9.25	e lavaras: Ra vo milliget Kanaan! Ra vo servijer servijerien e vreudeur! 
GEN.9.26	Goude e lavaras: Ra vo benniget an 
GEN.9.27	Ra vo kresket Jafed gant Doue, ra chomo e teltennoù Sem ha ra vo Kanaan o servijer! 
GEN.9.28	Noe a vevas goude al liñvadenn tri c'hant hag hanter-kant vloaz. 
GEN.9.29	An holl amzer ma vevas Noe a voe eta nav c'hant hag hanter-kant vloaz, neuze e varvas.
GEN.10.1	Setu amañ lignez mibien Noe, Sem, Cham ha Jafed. Bet o deus mibien goude al liñvadenn-veur. 
GEN.10.2	Mibien Jafed a voe: Gomer, Magog, Madai, Javan, Tubal, Meshek ha Tiraz. 
GEN.10.3	Mibien Gomer: Ashkenaz, Rifad ha Togarma. 
GEN.10.4	Mibien Javan: Elisha, Tarsiz, Kitim ha Dodanim. 
GEN.10.5	Ganto e voe poblet inizi ar broadoù en o douaroù, pep hini hervez e yezh, hervez o ziegezhioù, en o broadoù. 
GEN.10.6	Mibien Cham a voe: Kush, Mizraim, Pud ha Kanaan. 
GEN.10.7	Mibien Kush: Saba, Havila, Sabta, Raema ha Sabteka. Mibien Raema: Seba ha Dedan. 
GEN.10.8	Kush a voe tad da Nimrod, an hini a grogas da vezañ galloudek war an douar. 
GEN.10.9	Bez' e voe ur chaseour galloudek dirak an 
GEN.10.10	Deroù e rouantelezh a voe Babel, Erek, Akkad ha Kalne, e Bro Shinear. 
GEN.10.11	Eus ar vro-se ez eas en Asiria hag e savas Ninive, Reobod-Ir, Kalak 
GEN.10.12	ha Rezen etre Ninive ha Kalak; ar gêr vras eo. 
GEN.10.13	Mizraim a voe tad d'al Ludimed, d'an Anamimed, d'al Lehabimed, d'an Naftuhimed, 
GEN.10.14	d'ar Batruzim, d'ar Gasluhim ma teuas diouto ar Filistined, ha d'ar Gaftorim. 
GEN.10.15	Kanaan a voe tad da Sidon e gentañ-ganet, da Hed, 
GEN.10.16	d'ar Jebuziz, d'an Amoreaned, d'ar C'hirgazianed, 
GEN.10.17	d'an Hevianed, d'an Arkianed, d'ar Sinianed, 
GEN.10.18	d'an Arvadianed, d'ar Zemarianed, d'an Hamatianed. Goude, tiegezhioù ar Gananeiz en em skignas. 
GEN.10.19	Harzoù ar Gananeiz a voe adalek Sidon, o tont war-zu Gerar betek Gaza, o tont war-zu Sodom, Gomora, Adma ha Zeboim betek Lesha. 
GEN.10.20	Ar re-se eo mibien Cham, hervez o ziegezhioù, hervez o yezhoù, en o douaroù, en o broadoù. 
GEN.10.21	Sem, breur da Jafed an hini henañ, a voe tad da vibien ivez, da holl vibien Eber. 
GEN.10.22	Mibien Sem a voe: Elam, Ashur, Arpaksad, Lud hag Aram. 
GEN.10.23	Mibien Aram: Uz, Hul, Geter ha Mash. 
GEN.10.24	Arpaksad a voe tad da Shelak, Shelak a voe tad da Eber. 
GEN.10.25	Eber a voe tad da daou vab: anv unan a oa Peleg rak en e amzer e voe lodennet an douar, hag anv e vreur a oa Joktan. 
GEN.10.26	Joktan a voe tad da Almodad, Shelef, Hazarmaved, Jerak, 
GEN.10.27	Hadoram, Uzal, Dikla, 
GEN.10.28	Obal, Abimael, Seba, 
GEN.10.29	Ofir, Havila ha Jobab. Ar re-se holl a voe mibien da Joktan. 
GEN.10.30	O annez a voe adalek Mesha, o tont war-zu Sefar betek menez ar sav-heol. 
GEN.10.31	Ar re-se eo mibien Sem, hervez o ziegezhioù, hervez o yezhoù, en o douaroù, en o broadoù. 
GEN.10.32	Ar re-se eo tiegezhioù mibien Noe, hervez o rummadoù, en o broadoù. Diouto e voe deuet broadoù an douar goude al liñvadenn-veur.
GEN.11.1	An douar holl en doa an hevelep yezh hag an hevelep gerioù. 
GEN.11.2	Met c'hoarvezout a reas penaos, o vezañ aet eus tu ar sav-heol, e kavjont ur blaenenn e bro Shinear hag e chomjont eno. 
GEN.11.3	Lavarout a rejont an eil d'egile: Deuomp, greomp brikennoù ha poazhomp anezho en tan. Ar brikennoù a zalc'has lec'h dezho a vein, ha ter-douar a bri-raz. 
GEN.11.4	Lavarout a rejont: Deuomp, savomp deomp ur gêr hag un tour a vo e benn en neñvoù, ha brudomp hon anv gant aon na vefemp stlabezet war c'horre an douar holl. 
GEN.11.5	An 
GEN.11.6	Hag an 
GEN.11.7	Deuomp, diskennomp ha kemmeskomp eno o yezh en hevelep doare ma ne glevint ket yezh an eil d'egile. 
GEN.11.8	An 
GEN.11.9	Dre-se hec'h anv a voe galvet Babel, rak an 
GEN.11.10	Setu lignez Sem: Sem a vevas kant vloaz hag a voe tad da Arpaksad, daou vloaz goude al liñvadenn-veur. 
GEN.11.11	Sem, goude ma voe bet tad da Arpaksad, a vevas pemp kant vloaz, hag a voe tad da vibien ha da verc'hed. 
GEN.11.12	Arpaksad a vevas pemp bloaz ha tregont hag a voe tad da Shelak. 
GEN.11.13	Arpaksad, goude ma voe bet tad da Shelak, a vevas pevar c'hant tri bloaz, hag a voe tad da vibien ha da verc'hed. 
GEN.11.14	Shelak a vevas tregont vloaz hag a voe tad da Eber. 
GEN.11.15	Shelak, goude ma voe bet tad da Eber, a vevas pevar c'hant tri bloaz, hag a voe tad da vibien ha da verc'hed. 
GEN.11.16	Eber a vevas pevar bloaz ha tregont hag a voe tad da Beleg. 
GEN.11.17	Eber, goude ma voe bet tad da Beleg, a vevas pevar c'hant ha tregont vloaz, hag a voe tad da vibien ha da verc'hed. 
GEN.11.18	Peleg a vevas tregont vloaz hag a voe tad da Rehu. 
GEN.11.19	Peleg, goude ma voe bet tad da Rehu, a vevas daou c'hant nav vloaz, hag a voe tad da vibien ha da verc'hed. 
GEN.11.20	Rehu a vevas daou vloaz ha tregont hag a voe tad da Serug. 
GEN.11.21	Rehu, goude ma voe bet tad da Serug, a vevas daou c'hant seizh vloaz, hag a voe tad da vibien ha da verc'hed. 
GEN.11.22	Serug a vevas tregont vloaz hag a voe tad da Nakor. 
GEN.11.23	Serug, goude ma voe bet tad da Nakor, a vevas daou c'hant vloaz, hag a voe tad da vibien ha da verc'hed. 
GEN.11.24	Nakor a vevas nav bloaz warn-ugent hag a voe tad da Derak. 
GEN.11.25	Nakor, goude ma voe bet tad da Derak, a vevas kant naontek vloaz, hag a voe tad da vibien ha da verc'hed. 
GEN.11.26	Terak a vevas dek vloaz ha tri-ugent hag a voe tad da Abram, Nakor hag Haran. 
GEN.11.27	Setu lignez Terak: Terak a voe tad da Abram, Nakor hag Haran. Haran a voe tad da Lot. 
GEN.11.28	Haran a varvas dirak Terak e dad, e bro e c'hanedigezh, en Ur ar Galdeiz. 
GEN.11.29	Abram ha Nakor a gemeras gwragez. Anv gwreg Abram a oa Sarai, hag anv gwreg Nakor a oa Milka merc'h Haran tad Milka ha tad Jiska. 
GEN.11.30	Sarai a oa gaonac'h: n'he doa ket a vugale. 
GEN.11.31	Terak a gemeras Abram e vab, Lot mab Haran e vab bihan ha Sarai e verc'h-kaer gwreg Abram e vab, hag ez ejont asambles er-maez eus Ur ar Galdeiz evit mont da vro Ganaan. Dont a rejont betek Charan hag e chomjont eno. 
GEN.11.32	An amzer ma vevas Terak a voe eta daou c'hant pemp bloaz, ha Terak a varvas e Charan.
GEN.12.1	An 
GEN.12.2	Me a lakaio ac'hanout da zont da vezañ ur vroad vras, me a vennigo ac'hanout, me a rento da anv bras. Hag e vi ur vennozh. 
GEN.12.3	Bennigañ a rin ar re a vennigo ac'hanout, ha milligañ a rin ar re a villigo ac'hanout. Hag holl diegezhioù an douar a vo benniget ennout. 
GEN.12.4	Abram a yeas evel m'en doa lavaret an 
GEN.12.5	Abram a gemeras Sarai e wreg ha Lot mab e vreur, gant an holl vadoù o doa gounezet hag an dud o doa prenet e Charan. Kuitaat a rejont evit mont da vro Ganaan hag ec'h errujont e bro Ganaan. 
GEN.12.6	Abram a dreuzas ar vro betek al lec'h anvet Sichem, betek dervenn More. Ar Gananeiz a oa neuze er vro. 
GEN.12.7	An 
GEN.12.8	Tremen a reas ac'hane etrezek ar menez e sav-heol Betel, hag e fichas e deltennoù etre Betel er c'huzh-heol hag Ai er sav-heol. Sevel a reas eno un aoter d'an 
GEN.12.9	Abram a yeas war-zu ar c'hreisteiz o kerzhout a lec'h da lec'h. 
GEN.12.10	Bez' e voe un naonegezh er vro hag Abram a ziskennas en Ejipt da chom eno, rak an naonegezh a oa bras er vro. 
GEN.12.11	Evel ma oa o vont en Ejipt, e lavaras da Sarai e wreg: Setu, gouzout a ran ez out ur wreg koant 
GEN.12.12	hag e c'hoarvezo, p'o devo gwelet an Ejipsianed ac'hanout, ma lavarint: E wreg eo! Hag e lazhint ac'hanon, met da lezel a raint da vevañ. 
GEN.12.13	Lavar, me az ped, penaos out va c'hoar, evit ma vin degemeret mat en abeg dit ha ma em bo va buhez saveteet abalamour dit. 
GEN.12.14	Adalek ma en em gavas Abram en Ejipt, an Ejipsianed a welas e oa ar wreg-se koant-meurbet. 
GEN.12.15	Priñsed Faraon he gwelas hag he meulas dirak Faraon, hag ar wreg a voe degaset e ti Faraon. 
GEN.12.16	Ober a reas vat da Abram abalamour dezhi, hag en doe deñved, ejened hag azened, mevelien ha mitizhien, azenezed ha kañvaled. 
GEN.12.17	Met an 
GEN.12.18	Neuze Faraon a c'halvas Abram hag a lavaras: Petra ac'h eus graet din? Perak ne'c'h eus ket disklêriet din e oa da wreg? 
GEN.12.19	Perak ec'h eus lavaret: Va c'hoar eo, en hevelep doare ma em eus he c'hemeret evit gwreg? Bremañ, setu da wreg, kemer anezhi ha kae kuit! 
GEN.12.20	Ha Faraon a roas urzh d'e dud d'o ren kuit, eñ, e wreg ha kement a oa dezhañ.
GEN.13.1	Abram a bignas eus an Ejipt etrezek ar c'hreisteiz, eñ, e wreg, kement a oa dezhañ ha Lot gantañ. 
GEN.13.2	Abram a oa gwall binvidik e tropelloù, en arc'hant hag en aour. 
GEN.13.3	Neuze e tistroas dre lec'hioù eus ar c'hreisteiz betek Betel, betek al lec'h ma oa bet e deltenn da gentañ etre Betel hag Ai, 
GEN.13.4	el lec'h ma oa an aoter en doa graet diagent. Hag Abram a c'halvas eno anv an 
GEN.13.5	Lot a gerzhe gant Abram. Eñ ivez en doa deñved, ejened ha teltennoù. 
GEN.13.6	Ar vro ne oa ket bras a-walc'h evit ma chomjent asambles, rak o madoù a oa ken stank ma ne c'helljont ket chom asambles. 
GEN.13.7	Un tabut a savas etre mesaerien tropelloù Abram ha mesaerien tropelloù Lot. Ar Gananeiz hag ar Ferezianed a chome neuze er vro. 
GEN.13.8	Abram a lavaras da Lot: Ra ne vo ket, me az ped, tabut etre me ha te, nag etre va mesaerien ha da vesaerien, rak ni a zo breudeur. 
GEN.13.9	Ha n'emañ ket dirazout an holl vro? Pella eta diouzhin: mar kemerez a-gleiz, mont a rin a-zehou, ha mar kemerez a-zehou, mont a rin a-gleiz. 
GEN.13.10	Lot, o sevel e zaoulagad, a welas holl blaenenn ar Jordan a oa douret penn-da-benn. A-raok ma tistrujas an 
GEN.13.11	Lot a zibabas evitañ holl blaenenn ar Jordan hag ez eas ouzh kostez ar sav-heol. Hag e pellaas an eil digant egile. 
GEN.13.12	Abram a chomas e bro Ganaan. Lot a chomas e kêrioù ar blaenenn hag a fichas e deltennoù betek Sodom. 
GEN.13.13	Tud Sodom a oa fall ha pec'herien bras dirak an 
GEN.13.14	An 
GEN.13.15	rak an holl vro a welez a roin dit ha da'z lignez da viken. 
GEN.13.16	Ober a rin ma vo da lignez evel poultr an douar; mar gell unan bennak kontañ poultrenn an douar, da lignez ivez a vo kontet. 
GEN.13.17	Sav, kerzh dre ar vro a-hed hag a-led, rak he reiñ a rin dit. 
GEN.13.18	Neuze Abram a zougas e deltennoù hag a zeuas da chom e dervennoù Mamre, a zo en Hebron. Hag e savas eno un aoter d'an 
GEN.14.1	En amzer Amrafel roue Shinear, Arjok roue Ellazar, Kedorlaomer roue Elam, ha Tideal roue Goim, 
GEN.14.2	e c'hoarvezas ma rejont brezel enep Bera roue Sodom, Birsha roue Gomora, Shineab roue Adma, Shemeber roue Zeboim, ha roue Bela, a zo Zoar. 
GEN.14.3	Ar re-mañ holl en em zastumas e traonienn Sidim, a zo Mor an Holen. 
GEN.14.4	E-pad daouzek vloaz e sentjont ouzh Kedorlaomer, met d'an trizekvet bloaz en em savjont. 
GEN.14.5	D'ar pevarzekvet bloaz, Kedorlaomer hag ar rouaned a oa gantañ a zeuas hag a bilas ar Refaim en Ashterod-Karnaim, ar Zuzim en Ham, an Emim e Shave-Kiriataim, 
GEN.14.6	hag an Horianed war o Menez Seir betek El Paran d'al lec'h distro. 
GEN.14.7	Neuze, o tistreiñ, e teujont da En-Mishpad, a zo Kadesh, hag e piljont holl vro an Amalekited, hag ivez an Amoreaned a oa o chom en Hazazon-Tamar. 
GEN.14.8	Neuze, roue Sodom, roue Gomora, roue Adma, roue Zeboim, ha roue Bela a zo Zoar, a yeas hag en em renkjont e linenn a-enep dezho e traonienn Sidim, 
GEN.14.9	a-enep Kedorlaomer roue Elam, Tideal roue Goim, Amrafel roue Shinear, hag Arjok roue Ellazar: pevar roue a-enep pemp. 
GEN.14.10	Bez' e oa e traonienn Sidim kalz a buñsoù a der-douar. Roue Sodom hag hini Gomora a dec'has hag a gouezhas enno; ar re all a dec'has d'ar menez. 
GEN.14.11	Neuze e kemerjont holl binvidigezhioù Sodom ha Gomora hag o holl vevañs, hag ez ejont kuit. 
GEN.14.12	Kemer a rejont Lot mab breur Abram a oa o chom e Sodom gant e vadoù, hag ez ejont kuit. 
GEN.14.13	Un tec'her a zeuas da lavarout da Abram an Hebread. Eñ a chome e dervennoù Mamre, an Amorean breur Eshkol ha breur Aner, ar re o doa un emglev gant Abram. 
GEN.14.14	Pa glevas Abram e oa prizoniad e vreur, ec'h armas tri c'hant triwec'h eus e dud leal, ganet en e di, hag ez eas war-lerc'h ar rouaned-se betek Dan. 
GEN.14.15	Neuze, o vezañ lodennet e dud, en em daolas warno en noz, eñ hag e servijerien, hag e pilas anezho. Mont a reas war o lerc'h betek Hoba, a zo a-gleiz da Zamask. 
GEN.14.16	Degas a reas gantañ an holl binvidigezhioù. Degas a reas ivez gantañ Lot e vreur, e vadoù hag e wragez ivez, hag ar bobl. 
GEN.14.17	Roue Sodom a zeuas a-raok dezhañ pa zistroas goude bezañ trec'het Kedorlaomer hag ar rouaned a oa gantañ e traonienn Shave, a zo traonienn ar Roue. 
GEN.14.18	Melkizedek 
GEN.14.19	Bennigañ a reas Abram hag e lavaras: Benniget ra vo Abram gant an Doue Uhel-Meurbet, perc'henn an neñv hag an douar! 
GEN.14.20	Benniget ra vo an Doue Uhel-Meurbet en deus lakaet da enebourien etre da zaouarn! Hag Abram a roas dezhañ an deog eus pep tra. 
GEN.14.21	Roue Sodom a lavaras da Abram: Ro din an dud ha kemer ar pinvidigezhioù evidout. 
GEN.14.22	Abram a lavaras da roue Sodom: Sevel a ran va dorn etrezek an 
GEN.14.23	penaos ne gemerin ket zoken un neudenn pe ur gorreenn votoù, netra hag a zo dit, en hevelep doare ma ne lavari ket: Me am eus pinvidikaet Abram. Netra evidon! 
GEN.14.24	Nemet ar pezh o deus debret an dud yaouank ha lod an dud a zo deuet ganin, Aner, Eshkol ha Mamre: ar re-se a gemero o lod.
GEN.15.1	Goude kement-se, ger an 
GEN.15.2	Abram a respontas: 
GEN.15.3	Hag Abram a lavaras: Setu ne'c'h eus ket roet din a lignez, dre-se an hini ganet em zi a vo va heritour. 
GEN.15.4	Setu, ger an 
GEN.15.5	Neuze e kasas anezhañ er-maez hag e lavaras: Sell etrezek an neñv ha kont ar stered, mar gellez o c'hontañ. Hag e lavaras: Evel-se e vo da lignez. 
GEN.15.6	Abram a gredas an 
GEN.15.7	Lavarout a reas: Me eo an 
GEN.15.8	Lavarout a reas: 
GEN.15.9	Respont a reas dezhañ: Kemer un annoar tri bloaz, ur c'havr tri bloaz, ur maout tri bloaz, un durzhunell hag ur goulmig. 
GEN.15.10	Kemer a reas an holl draoù-se, o daouhanteras, ha e lakaas pep hanter dirak egile, met ne zaouhanteras ket al laboused. 
GEN.15.11	An evned-preizh a zeuas war al loened marv, hag Abram o c'hasas kuit. 
GEN.15.12	Evel ma'z ae an heol da guzhat, ur morgousk bras a gouezhas war Abram. Ha setu, ur spont hag un deñvalijenn vras a gouezhas warnañ. 
GEN.15.13	An 
GEN.15.14	Met me a varno ar bobl he devo servijet, ha goude ez aio kuit gant pinvidigezhioù bras. 
GEN.15.15	Te a yelo e peoc'h etrezek da dadoù, sebeliet e vi goude ur gozhni eürus. 
GEN.15.16	D'ar bedervet lignez, e tistroint amañ, rak direizhder an Amoreaned n'eo ket c'hoazh leuniet. 
GEN.15.17	Pa voe kuzhet an heol, e voe un deñvalijenn vras. Ha setu, e voe ur fornez mogedus, hag ur flamm-tan a dremenas etre ar c'harterioù lodennet. 
GEN.15.18	En deiz-se, an 
GEN.15.19	ar Genianed, ar Genizianed, ar Gadmoniz, 
GEN.15.20	an Hitited, ar Ferezianed, ar Refaimed, 
GEN.15.21	an Amoreaned, ar Gananeiz, ar C'hirgazianed hag ar Jebuziz.
GEN.16.1	Sarai gwreg Abram n'he doa ket roet bugale dezhañ. Bez' he doa ur vatezh Ejipsianez anvet Agar. 
GEN.16.2	Sarai a lavaras da Abram: Setu, an 
GEN.16.3	Sarai gwreg Abram a gemeras Agar an Ejipsianez, he matezh, hag a roas anezhi da wreg da Abram he fried, goude m'en doe chomet dek vloaz e bro Ganaan. 
GEN.16.4	Mont a reas eta da gavout Agar, hag e koñsevas. Pa welas he doa koñsevet, e tisprizas he mestrez. 
GEN.16.5	Neuze Sarai a lavaras da Abram: An dismegañs a zo graet din a gouezh warnout. Lakaet em eus va matezh en da vruched, ha pa he deus gwelet he doa koñsevet, e tisprizas ac'hanon. Ra varno an 
GEN.16.6	Abram a respontas da Sarai: Setu, da vatezh a zo etre da zaouarn, gra dezhi evel ma plijo ganit. Sarai a wallgasas anezhi, hag e tec'has kuit azirazi. 
GEN.16.7	Ael an 
GEN.16.8	Lavarout a reas: Agar matezh Sarai, a-belec'h e teuez ha da belec'h emaout o vont? Respont a reas: Tec'hout a ran a-zirak Sarai va mestrez. 
GEN.16.9	Ael an 
GEN.16.10	Ael an 
GEN.16.11	Ael an 
GEN.16.12	Heñvel e vo ouzh un azen gouez, e zorn a vo a-enep an holl ha dorn an holl a-enep dezhañ, ha chom a raio dirak e vreudeur. 
GEN.16.13	Hi a c'halvas anv an 
GEN.16.14	Setu perak e voe galvet ar puñs-se, Beer-Lahai-Roi 
GEN.16.15	Agar a c'hanas ur mab da Abram, hag Abram a c'halvas ar mab he doa Agar ganet dezhañ Ismael. 
GEN.16.16	Abram a oa en oad a c'hwec'h vloaz ha pevar-ugent pa c'hanas Agar Ismael dezhañ.
GEN.17.1	Neuze, Abram o vezañ en oad a naontek vloaz ha pevar-ugent, an 
GEN.17.2	Lakaat a rin va emglev etrezon-me ha te, hag e kreskin ac'hanout kalz-meurbet. 
GEN.17.3	Abram a gouezhas war e zremm ha Doue a gomzas outañ, o lavarout: 
GEN.17.4	Me eo, setu va emglev a zo ganit; te a zeuio tad da un engroez a vroadoù. 
GEN.17.5	Ne vi ken galvet Abram, met da anv a vo Abraham, rak da lakaat a ran tad da un engroez a vroadoù. 
GEN.17.6	Me a lakaio ac'hanout da vezañ frouezhus kalz-meurbet, hag e rin ac'hanout broadoù; rouaned a zeuio ac'hanout. 
GEN.17.7	Lakaat a rin va emglev etrezon-me ha te ha da lignez da c'houde, a-hed o rummoù, evit bezañ un emglev peurbadus, hag e vin da Zoue hag hini da lignez da c'houde. 
GEN.17.8	Reiñ a rin dit ha da'z lignez da c'houde ar vro ma chomez enni, holl vro Ganaan, evit he c'haout da viken, hag e vin o Doue. 
GEN.17.9	Doue a lavaras da Abraham: Te a viro va emglev, te ha da lignez da c'houde, a-hed o rummoù. 
GEN.17.10	Setu va emglev a virot, hag a vo etrezon-me ha c'hwi ha da lignez da c'houde: ma vo pep par en ho touez amdroc'het. 
GEN.17.11	Amdroc'het e viot en ho kig, ha kement-se a vo sin an emglev etrezon-me ha c'hwi. 
GEN.17.12	En oad a eizh deiz, pep par a vo amdroc'het en ho touez a-hed ho rummoù, kenkoulz an hini a zo ganet en ti, evel an hini prenet gant arc'hant digant un diavaeziad bennak na vo ket eus da ouenn. 
GEN.17.13	Ne vanki ket d'amdroc'hañ an hini a zo ganet en da di hag an hini a zo prenet gant da arc'hant, ha va emglev a vo en ho kig un emglev peurbadus. 
GEN.17.14	Ar par diamdroc'h, an hini na vo ket bet amdroc'het en e gig, a vo lamet a-douez e bobl: torret en deus va emglev. 
GEN.17.15	Doue a lavaras da Abraham: Diwar-benn Sarai da wreg, ne c'halvi ket hec'h anv Sarai, met Sara e vo hec'h anv. 
GEN.17.16	Me he bennigo, ha zoken e roin ur mab dit diouti. He bennigañ a rin hag e teuio da vezañ broadoù. Rouaned pobloù a zeuio diouti. 
GEN.17.17	Abraham a gouezhas war e zremm. Neuze e c'hoarzhas hag e lavaras en e galon: Ha genel a rafe ur bugel d'un den en oad a gant vloaz? Ha Sara en oad a zek vloaz ha pevar-ugent, ha genel a rafe? 
GEN.17.18	Hag Abraham a lavaras da Zoue: Ra c'hello Ismael bevañ dirazout! 
GEN.17.19	Doue a lavaras: A-dra-sur, Sara da wreg a c'hano ur mab dit hag e c'hlavi anezhañ Izaak. Lakaat a rin va emglev gantañ, un emglev peurbadus evit e lignez war e lerc'h. 
GEN.17.20	Da selaou a ran diwar-benn Ismael. Setu, e vennigan anezhañ hag e lakain anezhañ da vezañ frouezhus ha da greskiñ kalz-meurbet, tad e vo da zaouzek priñs, hag e rin anezhañ ur vroad vras. 
GEN.17.21	Met va emglev a lakain gant Izaak, an hini a c'hano Sara dit d'an amzer-mañ er bloaz nesañ. 
GEN.17.22	P'en doe echuet da gomz gantañ, Doue a bignas a-gichen Abraham. 
GEN.17.23	Abraham a gemeras Ismael e vab, ar re holl a oa bet ganet en e di hag ar re holl en doa prenet gant e arc'hant, an holl bared a oa e-touez tud e di, hag ec'h amdroc'has o c'hig an deiz-se memes, evel m'en doa lavaret Doue. 
GEN.17.24	Abraham a oa en oad a naontek vloaz ha pevar-ugent pa voe amdroc'het. 
GEN.17.25	Ismael e vab a oa en oad a drizek vloaz pa voe amdroc'het. 
GEN.17.26	Abraham hag Ismael e vab a voe amdroc'het d'an deiz-se. 
GEN.17.27	Holl dud e di, ar re a oa bet ganet en e di hag ar re a oa bet prenet gant arc'hant digant an diavaezidi, a voe amdroc'het gantañ.
GEN.18.1	Neuze an 
GEN.18.2	Sevel a reas e zaoulagad hag e sellas: setu, tri den a oa en o sav dirazañ. Adalek ma o gwelas, e redas a-raok dezho eus toull-dor e deltenn hag en em stouas d'an douar. 
