MAT.1.1	Абраһамай үри һадаһан болохо Давидай үри һадаһан Иисус Христосой уг гарбалынь иимэ:
MAT.6.4	Үргэл хэхэдээ, нюудагаар хэжэ бай. Тиигэбэлшни нюуса юумэ хаража мэдэжэ байдаг шинии Эсэгэ ашыеш заатагүй харюулха.
MAT.6.5	Зальбархадаа, ши хоёр нюуртанда адли бү боло. Тэдэнэр улад зондо үзэгдэхэ харагдахын тула мүргэлэй гэртэ бодоод, гудамжын булангуудаар зогсоод зальбарха мүргэхэ дуратай байдаг. Тэдэнэр өөһэдынгөө шагнал энэ дээрээл абажа байна гэжэ танда үнэниие хэлэнэб. 
MAT.6.6	Харин ши зальбархадаа, өөрынгөө таһалгада орожо, үүдээ хаагаад, шамтай далда газарта байһан Эсэгэдээ зальбараарай. Тиигэбэлшни нюуса юумэ хаража мэдэжэ байдаг шинии Эсэгэ ашыешни заатагүй харюулхал. 
MAT.6.7	Зальбархадаа, ши онгондо мүргэгшэ хүнүүдтэл адляар дэмы үгэнүүдые бү шаша. Тэдэ үлүү үгэтэн олон табые шашахадаа, онгонуудтаа дуулдахабди гэжэ һанадаг ха юм. 
MAT.6.8	Тэдэ зониие бү һажаагты: эрихэ гуйхыншни урда тээ Эсэгэшни шамда хэрэгтэй юумэнүүд тухай мэдээд байдаг ха юм. 
MAT.6.9	Иигээд зальбаржа байгаарай:
MAT.6.9	«Тэнгэридэ оршодог Эсэгэмнай!
MAT.6.9	Нангин нэрэшни алдаршахань болтогой.
MAT.6.10	Хаан түрэшни мандахань болтогой,
MAT.6.10	тэнгэри огторгойтойл адляар
MAT.6.10	газар дэлхэй дээрэшье
MAT.6.10	эрхэ хүсэлшни бэелхэнь болтогой!
MAT.6.11	Ажамидаралаймнай хоол мүнөөдэр мандаа хайрлыш!
MAT.6.12	Манда муу юумэ хэгшэдые манай хүлисэдэгтэл адляар,
MAT.6.12	маанадай буруу хэрэгүүдые хүлисыш даа.
MAT.6.13	Горидолго хорхойтуулгада маниие бү оруулыш даа,
MAT.6.13	муу мэхэтэй шолмосһоо аршалжа байгыш даа!
MAT.6.13	Хаан түрэ, хүсэ шадал, алдар соло мүнхэдөө шинии ха юм. Болтогой!»
MAT.6.14	Хэрбээ ондоо хүнүүдэй танда хэһэн муу юумэнүүдые хүлисэжэ байбалтнай, тэнгэридэ оршодог Эсэгэтнайшье таниие хүлисэхэл. 
MAT.6.15	Хэрбээ бусадые танай хүлисэхэгүй байбал, огторгойдо оршодог Эсэгэтнай баһа танай буруу ябадалнуудые хүлисэхэгүйл.
MAT.6.16	Масаглахадаа хоёр нюуртан мэтээр гунигтай шарай харуулхаяа бү оролдогты. Тэдэнэр масаглаһанаа хүн бүхэндэ мэдүүлхын тула уйдхартай барагар шарай үзүүлдэг юм. Тэдэнэр өөһэдынгөө шагнал энэ дээрээл абажа байна гэжэ танда үнэниие хэлэнэб. 
MAT.6.17	Хоол барингүй ябахадаа, ши үһэеэ һамнаад
MAT.6.18	Тиигэбэлшни, масаглаһан тухайшни бусад зон мэдэхэгүй. Харин шамтай далда газарта байһан Эсэгэшни мэдэжэ байха. Тиин нюуса юумэ мэдэжэ байдаг Эсэгэшни ашыеш заатагүй харюулха.
MAT.6.19	Газар дэлхэй дээрэ баялиг зөөри өөртөө бү суглуулагты, тэрэнииетнай хүйр хорхой, жэбэ жонхо эдижэ магадгүй, хулгайшад шургажа ороод, хулуужа магадгүй. 
MAT.6.20	Харин баялиг зөөри огторгой дээрэ суглуулагты, тэндэ хибэн хорхойшье, жэбэ жонхошье эдихэгүй, хулгайшадшье шургажа ороод хулуухагүй. 
MAT.6.21	Ушарынь хэлэбэл, эрдэни баялигайтнай байһан газарта зүрхэ сэдьхэлтнайшье оршодог бшуу.
MAT.6.22	Нюдэн болбол бэеын гэрэл дэн юм. Нюдэнэйшни арюун гэрэлтэй байгаа һаа, бүхы бэешни гэрэлтэй гэгээн байха. 
MAT.6.23	Хэрбээ нюдэнэйшни харасын сэбэр бэшэ юм һаань, бүхы бэешни харанхы бүрэнхы байхал. Теэд досоохи гэрэлэйшни харанхы юм һаань, харанхынь өөрөө ямар бад балай байлтай гээшэб?
MAT.6.24	Хэншье хоёр эзэндэ зарагдажа шадахагүй: нэгэн гэбэл, таанад нэгэ эзэндээ дурагүй, нүгөөдэдөө дуратай байхалта; али үгышье һаа, нэгэ эзэндээ дуратайгаар, нүгөөдэдөө дурагүйгөөр ажаллаха бшуут. Таанад Бурханда болон эд зөөридэ нэгэ зэргэ алба хэжэ шадахагүйлта.
MAT.6.25	Тиимэһээл таанадта иигэжэ хэлэхэб: амиды ябахын тула юу эдихэ уухабибди, юу үмдэхэбибди гэжэ һанаагаа бү зобогты. Амимнай эдеэ хоолһоо шухала бэшэ аал? Бэемнай хубсаһа хунарһаа шухала бэшэ аал? 
MAT.6.26	Огторгойгоор ниидэдэг шубуудые ажаглан харыт: тэдэнэр юумэ таридаггүй, хададаггүй, амбаарта үрэһэ таряа суглуулжа хадагалдаггүйл. Зүгөөр, танай Огторгойн Эсэгэ тэдэниие тэжээдэг ха юм. Таанар тэдэ шубуудта ороходоо үлүү шухала бэшэ аалта? 
MAT.6.27	Таанадай хэнтнай шадалаараа оролдоод, тохоногойшье шэнээн ургажа шадахаб?
MAT.6.28	Баһа хубсаһа хунар тухай һанаагаа юундэ зобонобта? Хээрэдэ сэсэгүүдэй яажа ургадагые харыт: тэдэ ажал хэдэггүйл, өөһэдтөө утаһа ээрэжэ хубсаһа оёдоггүйл. 
MAT.6.29	Алдар суутай Соломоншье аргагүй ехэ эд баялигтай байһаншье һаа, эдэ сэсэгүүд шэнги тиимэ гоёор хубсалдаггүй һэн гэжэ би танда хэлэнэб. 
MAT.6.30	Мүнөөдэр эндэ ургажа байгаад, үглөөдэрынь, магад, галда шатаагдажашье болохо хээрэ ургаһан алишье ногоо Бурхан үзэсхэлэнтэ гоёор шэмэглэдэг юм. Харин таанадые Бурхан тэрэ ногоонһоо һураггүй ехээр анхараа бэзэ, этигэл багатан!
MAT.6.31	Тиимэһээ «Бидэ юу эдихэмнай гээшэб?» али «Юу уухамнай гээшэб?» али «Юу үмдэхэмнай гээшэб?» гэжэ өөһэдтөө бү хэлэгты, һанаагаа бү зобогты. 
MAT.6.32	Юундэб гэбэл, Бурханиие мэдэхэгүй хүнүүд лэ иимэ юумэнүүдээр һанал бодолоо бүрин эзэлүүлдэг юм. Эдэ бүгэдэ юумэнэй таанадта хэрэгтэй байһые Огторгойн Эсэгэтнай һайн мэдэжэ байна бшуу. 
MAT.6.33	Түрүүшээр Бурханай хаан түрые, Бурханай үнэн зүбые бэдэрэгты, тиигээ һаатнай бусад бүгэдэ юумэнүүд танда үгтэхэ. 
MAT.6.34	Тиимэһээ үглөөдэрэйнгөө тухай һанаагаа бү зобогты, юундэб гэбэл, үглөөдэртнай өөрөө өөр тухайгаа һанаагаа зобохол: үдэр бүхэндэ һанаагаа зобохо юумэниинь олон байдаг лэ.
MAT.7.1	Бусадые бү шүүбэрилэн зэмэлэгты, тиигэбэл Бурхан таанадые шүүбэрилэн зэмэлхэгүйл. 
MAT.7.2	Ушарынь хэлэбэл, бусадые яажа зэмэлнэбта, тиигэжэл Бурхан таанадые зэмэлхэ, ямар хэмжээгээр хэмжэнэбта, тиимэл хэмжээгээр танда хэмжэжэ үгэхэ. 
MAT.7.3	Нүхэрэйнгөө нюдэндэ байһан гэшүүһэ хараад, өөрынгөө нюдэндэ байһан модо юундэ обёорногүйбши? 
MAT.7.4	Үгышье һаа, нюдэндэшни модоной орожо тороод байхада, ши нүхэртөө: «Байза, би шинии нюдэндэ ороод байһан гэшүүһэ гаргаһууб», – гэжэ яагаад хэлэхэбши? 
MAT.7.5	Хоёр нюуртан! Түрүүшээр өөрынгөө нюдэнэй модо гарга, тиигээ һаа, нүхэрэйнгөө нюдэнэй гэшүүһэ яажа гаргахые мэдэхэлши.
MAT.7.6	Нангин юумэ нохойдо бү хаягты, тэдэ эрьеэд лэ өөртэтнай добтолхол. Субад эрдэни гахайн урда бү сасагты, тэдэ тэрэнииетнай миин лэ хүлөөрөө гэшхэхэл.
MAT.7.7	Тиимэһээ эригты, тиихэдэтнай танда үгэхэл; бэдэрэгты, тиихэдээ олохот; үүдэ тоншогты, тиихэдэтнай танда нээхэ. 
MAT.7.8	Юундэб гэбэл, эриһэн алишье хүн абадаг, бэдэрһэн хүн олодог, тоншоһон хүндэ үүдэ нээжэ үгэдэг. 
