GEN.1.2	Umhlaba wawulihlane lelingenalutfo, bumnyama babumbonye emanti nekujula kwawo; Moya waNkulunkulu
GEN.9.2	Luvalo nekwesatjwa kwenu akubesetilwaneni tonkhe temhlaba, nakuto tonkhe tinyoni letindiza emoyeni, nakuko konkhe lokuhamba ngesisu emhlabatsini, nakuto tonkhe tinhlanti telwandle. Konkhe loko kuniketelwe etandleni tenu.
GEN.9.4	Intfo nje, ningayidli inyama lesenengati; loko ngikusho ngobe kuphila kusengatini. 
GEN.9.5	Umuntfu lobulala lomunye umuntfu uyawujeziswa, nesilwane lesibulala umuntfu ngiyawusijezisa. Ngulowo nalowo uyawutilandza ngengati yalomunye.
GEN.9.6	“Locitsa ingati yalomunye umuntfu,
GEN.9.6	neyakhe iyawucitfwa ngulabanye bantfu,
GEN.9.6	ngobe Nkulunkulu wamenta umuntfu
GEN.9.6	waba ngumfanekiso wakhe.
GEN.9.7	“Talanani, nandze, nigcwalise umhlaba.”
GEN.9.8	Nkulunkulu wakhuluma kuNowa nemadvodzana akhe, watsi: 
GEN.9.9	“Ase nibuke la, mine ngimisa sivumelwane sami nani netitukulwane tenu letiyawunilandzela, 
GEN.9.10	kanye nato tonkhe tilwane letiphilako letinani: tinyoni, netifuyo, nato tonkhe tilwane tesiganga leniphume nato emkhunjini, ngisho nato tonkhe tilwane temhlaba. 
GEN.9.11	Ngimisa sivumelwane sami nani, kutsi ngeke kuphindze kubhujiswe lutfo ngemanti azamcolo, angeke aseta zamcolo kutewubhubhisa umhlaba.”
GEN.9.12	Nkulunkulu wachubeka watsi: “Nalu luphawu lwesivumelwane lengisenta emkhatsini wami nani, nato tonkhe tidalwa letiphilako letinani, nato tonkhe titukulwane letitako: 
GEN.9.13	Ngibeka umushi wenkosazana emafini, uyawuba luphawu lwesivumelwane emkhatsini wami nemhlaba. 
GEN.9.14	Nangiletsa emafu etikwemhlaba bese kubonakala lomushi emafini, 
GEN.9.15	ngiyawukhumbula sivumelwane sami emkhatsini wami nani, nato tonkhe tilwane letiphilako, ngisho tonkhe tinhlobo tato. Emanti angeke aphindze abe nguzamcolo wekubhubhisa konkhe lokuphilako. 
GEN.9.16	Nakunalomushi emafini, ngiyakuwubuka bese ngikhumbula sivumelwane saphakadze emkhatsini waNkulunkulu nato tonkhe tinhlobo tetilwane letiphila emhlabeni.”
GEN.9.17	Nkulunkulu wachubeka watsi kuNowa: “Lolu luphawu lwesivumelwane lesengisimise emkhatsini wami nako konkhe lokuphilako emhlabeni.”
GEN.9.18	Emadvodzana aNowa laphuma emkhunjini bekuboShemi, naHhamu, naJafethi. Hhamu bekunguyise waKhenani. 
GEN.9.19	Bobatsatfu bekungemadvodzana aNowa; umhlaba wonkhe wagcwaliswa yintalo yabo.
GEN.9.20	Nowa abengumlimi, waba wekucala kuhlanyela sivini. 
GEN.9.21	Wanatsa liwayini, wadzakwa, wadzimate walala ngcunu, ethendeni lakhe. 
GEN.9.22	Hhamu, uyise waKhenani, wabubona bungcunu beyise, wahamba wayawutjela bomnakabo lababili lababengephandle. 
GEN.9.23	BoShemi naJafethi batsatsa ingubo, batigubhetela emahlombe abo bobabili, bahamba nyova, bafike babumbonya bungcunu beyise. Buso babo babubheke eceleni, ngako abazange babubone bungcunu beyise. 
GEN.9.24	Nowa wavuka asacabukile ekudzakweni kwakhe, weva loko lokwakwentiwe yindvodzana yakhe lencane. 
GEN.9.25	Watsi:
GEN.9.25	“Akacalekiswe Khenani,
GEN.9.25	abe sigcili setigcili kubomnakabo.”
GEN.9.26	Waphindze futsi watsi:
GEN.9.26	“Akadvunyiswe Simakadze,
GEN.9.26	iNkhosi, Nkulunkulu waShemi;
GEN.9.26	Khenani akabe sigcili saShemi.
GEN.9.27	Shangatsi Nkulunkulu
GEN.9.27	angamandzisa Jafethi,
GEN.9.27	ahlale emathendeni aShemi;
GEN.9.27	Khenani abe sigcili saJafethi.”
GEN.9.28	Emvakwazamcolo Nowa waphila iminyaka lengema-350. 
GEN.9.29	Wafa asaneminyaka lengema-950.
GEN.10.2	Emadvodzana aJafethi bekuboGomeri, naMagogi, naMadayi, naJavani, naThubali, naMesheki, naThirasi. 
GEN.10.3	Emadvodzana aGomeri bekubo-Ashkenazi, naRifathi, naThogama. 
GEN.10.4	Emadvodzana aJavani bekubo-Elisha, naThashishi, nemaKhithi, nemaRodani. 
GEN.10.5	Bavela kulabo-ke labantfu labahamba bayawuhlala emaveni langaselwandle. Babehlala ngemindeni yabo etiveni tabo, bakhuluma tilimi tabo emaveni abo.
GEN.10.6	Emadvodzana aHhamu bekuboKushe, naGibhithe, naPhuthi, naKhenani. 
GEN.10.7	Emadvodzana aKushe bekuboSeba, naHavila, naSabta, naRama, naSabtekha. Emadvodzana aRama bekuboSheba naDedani. 
GEN.10.8	Kushe waba nguyise waNimrodi. LoNimrodi waba wekucala emhlabeni kutsi abe sichwaga lesinemandla lamakhulu. 
GEN.10.9	Abengumtingeli lonemandla kakhulu embikwaSimakadze, ngako-ke kutsiwa: “NjengaNimrodi umtingeli labenemandla embikwaSimakadze.” 
GEN.10.10	Umbuso wakhe wacala ngeBhabheli, nase-Ereki, nase-Akhadi, konkhe kwakuseveni laseShinari.
GEN.10.11	Kusuka lapho umbuso wakhe waze wefika e-Asiriya. Nimrodi wakha iNineve, neRehobothi Iri, neKhala, 
GEN.10.12	neReseni, emkhatsini weNineve neKhala; lelo bekulidolobha lelikhulu.
GEN.10.13	Gibhithe watala emaLudi, nema-Anami, nemaLehabi, nemaNafethuhi, 
GEN.10.14	nemaPhathrusi, nemaKhasuluhi, lapho kwadzabuka khona emaFilisti nemaKhaftori.
GEN.10.15	Khenani watubula ngaSidoni, welamisa ngaHethi, 
GEN.10.16	waba nguyise wemaJebhusi, nema-Amori, nemaGirigashi, 
GEN.10.17	nemaHivi, nema-Akhi, nemaSini, 
GEN.10.18	nema-Avadi, nemaSemari, nemaHamathi. Emvakwaloko imindeni yemaKhenani yahlakateka yandza, 
GEN.10.19	kangangekutsi umnyele welive lemaKhenani wawusuka eSidoni ushaye eGerari, naseGaza, naseSodoma, naseGomora, nase-Adma, naseSeboyimu uze ufike eLasha. 
GEN.10.20	Ngito leto-ke titukulwane taHhamu, ngemindeni yato, netilimi tato, emaveni ato, nasetiveni tato.
GEN.10.21	NaShemi futsi, uyise wabo bonkhe bantfwana ba-Ebheri, umnakaboJafethi lomkhulu, watala bantfwana. 
GEN.10.22	Emadvodzana aShemi bekubo-Elamu, na-Ashuri, na-Aphakshadi, naLudi, na-Aramu. 
GEN.10.23	Emadvodzana a-Aramu bekubo-Use, naHuli, naGetheri, naMashe. 
GEN.10.24	Aphakshadi watala Shela; Shela watala Ebheri. 
GEN.10.25	Ebheri watala emadvodzana lamabili. Lomunye kwakunguPhelegi, ngobe ngesikhatsi sakhe live ladzatjulwa. Umnakabo kwakunguJokthane. 
GEN.10.26	Jokthane kwakunguyise wabo-Almodadi, naShelefi, naHasamavete, naJera, 
GEN.10.27	naHadoramu, na-Uzali, naDikila, 
GEN.10.28	na-Obali, na-Abimayeli, naSheba, 
GEN.10.29	na-Ofiri, naHavila, naJobabi. Bonkhe laba kwakungemadvodzana aJokthane. 
GEN.10.30	Live babehlala kulo lalisuka eMesha ngaseSefari, lize lifike eveni letintsaba ngasemphumalanga. 
GEN.10.31	Ngiwo lawo-ke emadvodzana aShemi, ngemindeni yawo, nangetilimi tawo, emaveni awo, nasetiveni tawo.
GEN.10.32	Ngiyo-ke le imindeni yemadvodzana aNowa ngetitukulwane tawo nangetive tawo. Tive tesukela kuwo, emvakwazamcolo, tandza nemhlaba wonkhe.
GEN.11.1	Umhlaba wonkhe wawukhuluma lulwimi lunye lunemagama manye etintfo. 
GEN.11.2	Batsi basahambahamba ngasemphumalanga, bakhandza litsafa eveni laseShinari,
GEN.11.3	Base bakhulumisana bodvwana, batsi: “Wotani, asente titini, sitishise.” Basebentisa titini esikhundleni sematje, nelitiyela esikhundleni seludzaka. 
GEN.11.4	Batsi: “Wotani, sitakhele lidolobha, nembhoshongo lotawufikela ezulwini, sitentele ligama, sitekwatiwa, khona singetiwulahlekelana sisakateke nemhlaba wonkhe.”
GEN.11.5	Simakadze wehla atewubona lelidolobha nalombhoshongo lowawakhiwa bantfu. 
GEN.11.6	Simakadze watsi: “Ase nibheke labantfu basive sinye, nelulwimi lunye; loku kusicalo saloko labatakwenta, kute labatawutsi nabatimisele kukwenta behluleke kukwenta. 
GEN.11.7	Wotani, sehle, siyewusanganisa lulwimi lwabo, khona bangetiwuvana.” 
GEN.11.8	Ngako Simakadze wabahlakata nemhlaba wonkhe, bayekela kulakha lelo dolobha. 
GEN.11.9	Ngako-ke wetsiwa libito kwatsiwa yiBhabheli, ngobe Simakadze wasanganisa lulwimi lwemhlaba wonkhe. Kusuka lapho Simakadze bantfu wabasakata nemhlaba wonkhe.
GEN.11.11	Emvakwekutalwa kwa-Aphakshadi, Shemi waphila iminyaka lengema-500, watala emadvodzana nemadvodzakati.
GEN.11.13	Emvakwekutalwa kwaShela, Aphakshadi waphila iminyaka lengema-403, watala emadvodzana nemadvodzakati.
GEN.11.14	Shela abesaneminyaka lengema-30, nakatala Ebheri. 
GEN.11.15	Emvakwekutalwa kwa-Ebheri, Shela waphila iminyaka lengema-403, watala emadvodzana nemadvodzakati.
GEN.11.16	Ebheri abesaneminyaka lengema-34, nakatala Phelegi. 
GEN.11.17	Emvakwekutalwa kwaPhelegi, Ebheri waphila iminyaka lengema-430, watala emadvodzana nemadvodzakati.
GEN.11.18	Phelegi abesaneminyaka lengema-30, nakatala Rehu. 
GEN.11.19	Emvakwekutalwa kwaRehu, Phelegi waphila iminyaka lengema-209, watala emadvodzana nemadvodzakati.
GEN.11.20	Rehu abesaneminyaka lengema-32, nakatala Serugi. 
GEN.11.21	Emvakwekutalwa kwaSerugi, Rehu waphila iminyaka lengema-207, watala emadvodzana nemadvodzakati.
GEN.11.22	Serugi abesaneminyaka lengema-30, nakatala Nahori. 
GEN.11.23	Emvakwekutalwa kwaNahori, Serugi waphila iminyaka lengema-200, watala emadvodzana nemadvodzakati.
GEN.11.24	Nahori abesaneminyaka lengema-29, nakatala Thera. 
GEN.11.25	Emvakwekutalwa kwaThera, Nahori waphila iminyaka leli-119, watala emadvodzana nemadvodzakati.
GEN.11.26	Thera waphila iminyaka lengema-70, watala telamani bo-Abrama, naNahori, naHarani.
GEN.11.27	Nati-ke titukulwane taThera: Thera abenguyise wa-Abrama, naNahori, naHarani. Harani abenguyise waLoti. 
GEN.11.28	Harani wafa kucala kuneyise, Thera; wafela eveni latalelwa kulo, i-Uri yemaKhaledi. 
GEN.11.29	Bo-Abrama naNahori batsatsa bafati. Libito lemka-Abrama kwakunguSarayi; libito lemkaNahori kwakunguMilkha, indvodzakati yaHarani, uyise waMilkha naJiskha. 
GEN.11.30	Sarayi abeyinyumba, ate bantfwana.
GEN.11.32	Thera wafela lapho eHarani asaneminyaka lengema-205.
GEN.12.1	“Phuma eveni lakini, nasetihlotjeni takho,
GEN.12.1	nasemndenini weyihlo,
GEN.12.1	uye eveni lengitakukhombisa lona.
GEN.12.2	Ngitakwenta ube sive lesikhulu,
GEN.12.2	ngikubusise,
GEN.12.2	ngente libito lakho libe likhulu,
GEN.12.2	wena ube sibusiso.
GEN.12.3	ngibacalekise labakucalekisako.
GEN.12.3	Tive tonkhe temhlaba tiyawubusiswa ngawe.”
GEN.12.4	Ngako-ke Abrama wahamba, njengobe Simakadze abesamtjelile, Loti wahamba naye. Abrama abesaneminyaka lengema-75 budzala, nakasuka eHarani. 
GEN.12.5	Abrama watsatsa Sarayi, umkakhe, naLoti, indvodzana yemnakabo, netimphahla tabo labesebatigcogcile, netisebenti labesebatitfole eHarani; bahamba nato baya eveni laseKhenani.
GEN.12.5	Batsi kube befike eveni laseKhenani, 
GEN.12.6	Abrama wahamba wadzabula live, waze wefika eShekhemu, ngasema-okhini aseMore. EmaKhenani abehlala kulelo live ngaleso sikhatsi. 
GEN.12.7	Simakadze wabonakala ku-Abrama, watsi: “Lelive ngiyawulinika titukulwane takho.” Abrama wakhela Simakadze lilati, ngobe abebonakele lapho kuye. 
GEN.12.8	Wesuka waya etintsabeni tangasemphumalanga neBetheli, wafike wemisa lithende lakhe khona; iBetheli beyingasenshonalanga, i-Ayi beyingasemphumalanga. Nakhona lapho wafike wakhela Simakadze lilati; wakhuleka kuSimakadze. 
GEN.12.9	Emvakwaloko Abrama wahamba wacondza ngaseningizimu neKhenani.
GEN.12.10	Kwase kuba nendlala lenkhulu eKhenani. Ngako-ke Abrama wehlela eGibhithe; wahlala khona sikhashana, ngobe indlala yayiyinkhulu kakhulu eKhenani. 
GEN.12.11	Watsi nasatawufika eGibhithe, wakhuluma kumkakhe Sarayi watsi: “Ase ulalele la: Ngiyakwati kutsi ungumfati lomuhle, nalobukekako. 
GEN.12.12	EmaGibhithe atawutsi angakubona atsi: ‘Ngumkakhe lo,’ bese ayangibulala, wena angakubulali. 
GEN.12.13	Ngako-ke ubotsi ungudzadzewetfu, khona kutangihambela kahle ngisindze ngenca yakho.” 
GEN.12.14	Watsi Abrama nakewela umnyele angena eGibhithe, emaGibhithe akhangwa buhle balomfati. 
GEN.12.15	Tindvuna taFaro tatsi kube timbone, tambabata kuFaro; wase uyatsatfwa-ke uyiswa esigodlweni saFaro. 
GEN.12.16	Ngenca yalomfati, Abrama waphatseka kahle: Wanikwa timvu netimbuti, netinkhomo, netimbongolo letindvuna naletinsikati, nemakamela, netisebenti letidvuna naletisikati.
GEN.12.18	Ngako-ke Faro wabita Abrama, watsi kuye: “Yini lena loyente kimi? Awukangitjeli ngani kutsi lona ngumkakho? 
GEN.12.19	Ushitoleni kutsi ngudzadzewenu, ngaze ngamtsatsa waba ngumkami? Nangu-ke umkakho, mtsatse, uhambe naye.” 
GEN.12.20	Faro watfumela emancusa ku-Abrama, amhambisa kanye nemkakhe, nako konkhe labesanako.
GEN.13.1	Ngako-ke Abrama wakhuphuka eGibhithe, yena nemkakhe, nako konkhe labesanako, wahamba naLoti, baya ngaseningizimu neKhenani.
GEN.13.2	Abrama abesacebe kakhulu: asanemfuyo, nesiliva, negolide. 
GEN.13.3	Wesuka eningizimu neKhenani wacocoma ngekutfutsa, waze wefika ngaseBetheli. Waphindze wesuka lapho waya endzaweni lesemkhatsini weBetheli ne-Ayi, lapho abeke wemisa khona lithende kucala, 
GEN.13.4	wakha nelilati. Abrama wafike lapho wakhuleka kuSimakadze.
GEN.13.5	Naye Loti, labehamba na-Abrama, abesanetimvu, netimbuti, netinkhomo kanye nemndeni wakhe netisebenti takhe. 
GEN.13.6	Ngako-ke lelo live lalingeke lisabenela kahle-hle, ngobe timphahla tabo tase titinyenti kangangekutsi babengabe basahlala ndzawonye. 
GEN.13.7	Kwavela kucabana emkhatsini webelusi baka-Abrama nebelusi bakaLoti. Ngaleso sikhatsi emaKhenani nemaPheresi abesahlala kulelo live.
GEN.13.8	Ngako Abrama watsi kuLoti: “Tsine nawe sitihlobo. Ngako-ke akukafaneli kutsi sicabane ngenca yekucabana kwebelusi betfu. 
GEN.13.9	Angitsi uyalibona lonkhe lelive? Asehlukane. Nawukhetsa kuya ngesancele, mine ngitakuya ngesekudla; nawukhetsa kuya ngesekudla, mine ngitakuya ngesancele.”
GEN.13.10	Loti watsi naphakamisa emehlo akhe, wabona litsafa lelinesihlambo semfula iJordane, linemanti lenele yonkhe indzawo, kuze kuyewufika eSowari; lalinjengensimi yaSimakadze nanjengelive laseGibhithe. Ngalesikhatsi Simakadze abesengakayibhubhisi iSodoma neGomora. 
GEN.13.11	Ngako-ke Loti wakhetsa lonkhe litsafa lelalinesihlambo semfula iJordane, wacondza ngasemphumalanga. Kwaba kwehlukana kwabo-ke njalo. 
GEN.13.12	Abrama wahlala eveni laseKhenani, Loti yena wayawuhlala emkhatsini wemiti lesetsafeni lemfula, wemisa lithende lakhe edvute neSodoma. 
GEN.13.13	Kepha bantfu baseSodoma babekhohlakele, bona kakhulu kuSimakadze.
GEN.13.14	Kwatsi Loti nasehlukene na-Abrama, Simakadze watsi ku-Abrama: “Phakamisa emehlo akho, ubuke ngasenyakatfo, nangaseningizimu, nangasemphumalanga, nangasenshonalanga. 
GEN.13.15	Lonkhe lelive lolibonako ngitawulinika wena netitukulwane takho kuze kube phakadze. 
GEN.13.16	Titukulwane takho ngiyawutenta tibe ngangelutfuli lwemhlaba, kangangekutsi nakukhona longabala lutfuli lwemhlaba, netitukulwane takho angatibala. 
GEN.13.17	Sukuma, uhambe ulidzabule ekhatsi ngebudze nangebubanti balo lelive, ngobe ngitakunika lona.” 
GEN.13.18	Ngako-ke, Abrama walitfutsa lithende lakhe walimisa ngasetihlahleni tema-okhi eMamre, leseHebroni; wafike lapho wakhela Simakadze lilati.
GEN.14.1	Emakhosi lamane: Amrafeli, inkhosi yaseShinari,
GEN.14.2	ahloma ayawuhlasela lamanye emakhosi lasihlanu, lekwakuboBhera, inkhosi yaseSodoma, naBhisha, inkhosi yaseGomora, naShinabe, inkhosi yase-Adema, naShemebere, inkhosi yaseSeboyimu, nenkhosi yaseBhela, leyiSowari. 
GEN.14.3	Onkhe lamakhosi ahlangana ndzawonye eTsafeni laseSidimu, lesekwaba Lwandle Lweluswayi. 
GEN.14.4	Kwase kuphele iminyaka leli-12 baphansi kwenkhosi Khedolawomere; kepha emnyakeni weli-13 bamhlubuka. 
GEN.14.5	Ngemnyaka weli-14 weta Khedolawomere nalamanye emakhosi labenawo, balwa behlula emaRefa e-Ashtherothe Khanayimu, nemaZuzi eHhamu, nema-Emi eShave Khiriyathayimu, 
GEN.14.6	nemaHori entsabeni yawo iSeyiri, kwadzimate kwaba ngu-Eli Pharani ngasehlane. 
GEN.14.7	Base bayancandzeka, beta e-Eni Mishpati leliyiKhadeshi, balicitsa lonkhe live lema-Amaleki, nelema-Amori labehlala eHasesoni Thamari.
GEN.14.8	Inkhosi yaseSodoma, neyaseGomora, neyase-Adema, neyaseSeboyimu, neyaseBhela leliyiSowari, ahloma aya kulelitsafa laseSidimu, 
GEN.14.9	kuyakulwa nemakhosi boKhedolawomere wase-Elamu, naThidali inkhosi yetive,
GEN.14.10	Litsafa laseSidimu laligcwele imigodzi yelitiyela. Ngesikhatsi emakhosi aseSodoma abaleka, agcumukela kulemigodzi, lamanye abalekela etintsabeni. 
GEN.14.11	Ngako-ke lamakhosi lamane atitsatsa tonkhe timphahla taseSodoma netaseGomora nemiphako yawo yonkhe, ahamba. 
GEN.14.12	Atsatsa naLoti labeyindvodzana yemnakabo-Abrama, njengobe abehlala eSodoma, naye bamtfumba kanye netimphahla takhe.
GEN.14.13	Lomunye waphunyuka wabaleka wayawubikela Abrama, umHebheru, labehlala ngasetihlahleni tema-okhi aMamre, um-Amori, umnakabo-Eshkoli na-Aneri. Bonkhe-ke laba bebabambisene na-Abrama. 
GEN.14.14	Abrama watsi kube eve kutsi umntfwanemnakabo bamtfumbile, wabutsa emadvodza labetalelwe ekhaya lakhe labececeshelwe timphi. Asawonkhe abesangema-318. Abrama nalamadvodza wacosha lamakhosi lamane wadzimate wawefikisa ngakaDani. 
GEN.14.15	Kwatsi ebusuku wahlelembisa libutfo lakhe ngeticheme talo. Wawahlasela wawehlula, wawacosha waze wawabeka eHoba, enyakatfo neDamaseko. 
GEN.14.16	Watitsatsa tonkhe timphahla wabuya nato kanye naLoti netimphahla takhe nalabasikati kanye nalabanye labanyenti.
GEN.14.17	Abrama asabuya ekwehluleni Khedolawomere nalamanye emakhosi labenawo, inkhosi yaseSodoma yaphuma yaya kumhlangabeta eSigodzini saseShave, lekuSigodzi Senkhosi. 
GEN.14.18	NaMelkhisedeki, inkhosi yaseSalema, leyayingumphristi waNkulunkulu Losetikwako Konkhe, yaletsa kuye sinkhwa neliwayini. 
GEN.14.19	Melkhisedeki wabusisa Abrama watsi:
GEN.14.19	“Abrama akabusiswe
GEN.14.19	nguNkulunkulu Losetikwako Konkhe,
GEN.14.19	uMdali welizulu nemhlaba.
GEN.14.20	Akabongwe Nkulunkulu Losetikwako Konkhe
GEN.14.20	lonikete letitsa takho
GEN.14.20	entsendzeni yesandla sakho.”
GEN.14.20	Abrama wanika Melkhisedeki kwelishumi kwako konkhe.
GEN.14.21	Inkhosi yaseSodoma yatsi ku-Abrama: “Buyisa bonkhe labantfu bami, wena utitsatsele letimphahla.”
GEN.14.22	Kodvwa Abrama watsi enkhosini yaseSodoma: “Ngiphakamisela sandla sami, ngifunga kuSimakadze Nkulunkulu Losetikwako Konkhe, uMdali welizulu nemhlaba, 
GEN.14.23	kutsi ngingeke ngitsatse ngisho nelucotfo nome umchilo weticatfulo nome yini lekuyakho. Angifuni kutsi bese utsi: ‘Abrama ngimcebisile.’ 
GEN.14.24	Kute lengitakutsatsa ngaphandle kwaloko lokudliwe ngulamadvodza akami, nesabelo salamadvodza bengihamba nawo: bo-Aneri, na-Eshkoli, naMamre. Abatsatse sabelo sabo.”
GEN.15.1	Emvakwaloko livi laSimakadze lefika ku-Abrama ngembono, latsi: “Abrama, ungesabi. Ngisihlangu sakho, umvuzo wakho utawuba mkhulu.”
GEN.15.2	Kodvwa Abrama watsi: “Awu, Simakadze Nkulunkulu, utangiphani, ngobe seloku anginamntfwana? Indlalifa yami kutawuba ngu-Eliyezeri waseDamaseko.” 
GEN.15.3	Abrama wachubeka watsi: “Ase ubuke nje, awungiphanga ntalo, lesisebenti lesesitalelwe la endlini yami ngiso lesitawuba yindlalifa yami.”
GEN.15.5	Simakadze wamkhiphela ngaphandle watsi: “Buka etulu esibhakabhakeni ubale tinkhanyeti, nawungatibala.” Wachubeka watsi kuye: “Nentalo yakho-ke iyawuba ngako.”
GEN.15.7	Watsi kuye: “NginguSimakadze lowakukhipa e-Uri yemaKhaledi, kutsi ngitekupha lelive libe lakho.”
GEN.15.8	Kepha Abrama watsi: “Nkhosi, Simakadze, ngitakwati ngani kutsi lelive litawuba ngelami?”
GEN.15.9	Wamphendvula watsi: “Ngiletsele sitfokati lesineminyaka lemitsatfu budzala, nembutikati leneminyaka lemitsatfu budzala, nesihhanca lesineminyaka lemitsatfu budzala, nelituba kanye nelizini lelivukutfu.” 
GEN.15.10	Konkhe loku wakuletsa, wakujuba ekhatsi. Lolo nalolo lucetu walubeka macondzana nalolunye, kodvwa tinyoni akatijubanga. 
GEN.15.11	Emangce ehlela etidvunjini, kepha Abrama wawacosha.
GEN.15.12	Latsi nalishonako lilanga, Abrama wehlelwa butfongo lobukhulu, walala; asalele wefikelwa luvalo nekwesaba lokukhulu. 
GEN.15.13	Simakadze watsi ku-Abrama: “Yati ngempela kutsi situkulwane sakho siyawuba sihambi eveni lekungesilo laso; siyawuba sigcili sakulelo live, sigcilateke iminyaka lengema-400. 
GEN.15.14	Kodvwa ngiyawusehlulela leso sive lesiyawube sigcilata lesitukulwane sakho; emvakwaloko lesitukulwane sakho siyawuphuma sesinetimphahla letinyenti. 
GEN.15.15	Wena-ke utawukhula, ufe ngekuthula sewumdzala kakhulu, ungcwatjwe. 
GEN.15.16	Lesitukulwane siyawuphindze sibuye lapha sesingesesine, ngobe bubi ba-Amori abukapheli.”
GEN.15.18	Ngalo lelo langa Simakadze wenta sivumelwane na-Abrama, watsi: “Lelive ngilinika situkulwane sakho, kusukela emfuleni waseGibhithe kuze kufike emfuleni lomkhulu iYufrathe, 
GEN.15.19	lekulive lemaKheni, nemaKhenizi, nemaKhadimoni, 
GEN.15.20	nemaHethi, nemaPheresi, nemaRefa, 
GEN.15.21	nema-Amori, nemaKhenani, nemaGirigashi, nemaJebhusi.”
GEN.16.1	Sarayi, umka-Abrama, abengenamntfwana. Abenesisebenti lesasingumGibhithe lesasibitwa ngekutsi nguHagari. 
GEN.16.2	Sarayi watsi ku-Abrama: “Ase ubuke, Simakadze ungimile intalo. Ngena kulesisebenti sami, mhlawumbe ngitawutfola ngaso bantfwana.” Abrama walilalela livi laSarayi. 
GEN.16.3	Abrama asahlale iminyaka lelishumi eveni laseKhenani, Sarayi, umka-Abrama, watsatsa Hagari, sisebenti sakhe lesasingumGibhithe, wasinika Abrama kutsi sibe ngumkakhe. 
GEN.16.4	Abrama wangena kuHagari; Hagari wase uyakhulelwa. Watsi kube Hagari abone kutsi sewukhulelwe, wase wedzelela loSarayi.
GEN.16.5	Sarayi wakhuluma ku-Abrama watsi: “Nguwe lofanele kulungisa letintfo lesetonakala. Ngimi lengakunika loHagari, kodvwa utsite kube abone kutsi sewukhulelwe, wase uyangedzelela. Simakadze akasehlulele abone kutsi ngubani lowonile emkhatsini wakho nami.”
GEN.16.6	Abrama watsi kuSarayi: “Lalela la, Hagari sisebenti sakho, uphetfwe nguwe. Mphatse njengekubona kwakho.” Sarayi wase umphatsa ngelulaka loHagari, wadzimate Hagari wabaleka.
GEN.16.7	Ingilosi yaSimakadze yakhandza Hagari ngasesicojeni semanti, ehlane, endleleni leya eShuri, 
GEN.16.8	yatsi: “Hagari, sisebenti saSarayi, uphumaphi? Uyaphi?”
GEN.16.8	Waphendvula watsi: “Ngibalekela Sarayi, umphatsi wami.”
GEN.16.9	Ingilosi yaSimakadze yatsi kuye: “Ncandzeka, buyela kuSarayi, umphatsi wakho, ufike utitfobe ngaphansi kwakhe.” 
GEN.16.10	Ingilosi yaSimakadze yachubeka yatsi: “Intalo yakho ngitayandzisa kakhulu kangangekutsi kute loyawuba nemandla ekuyibala.” 
GEN.16.11	Ingilosi yachubeka yatsi kuye: “Ase ubuke nje, sewukhulelwe, utawutala indvodzana uyetse libito utsi ngu-Ishmayeli,
GEN.16.12	Uyawuba ngumuntfu lonjengembongolo yesiganga, aphambane naye wonkhe umuntfu, bonkhe bantfu baphambane naye. Uyawuhlala ngekuchukulutana netihlobo takhe.”
GEN.16.13	Ngako-ke wase wetsa loSimakadze lowakhuluma kuye watsi: “UnguNkulunkulu longibonako,” ngobe watsi: “Kambe ngabe ngibone Nkulunkulu ngabuye ngaphilela kutsi ngikhulume ngaloko?”
GEN.16.14	Ngiko nje lomtfombo losemkhatsini weKhadeshi neBheredi ubitwa ngekutsi yiBheri Lahayi Rohi lokusho kutsi: “Umtfombo waLophilako Longibonako.”
