GEN.1.1	Me'ttia'ye Chigaja sefacco, andeve'qque agattoen. 
GEN.6.17	Ñoa'me gi mandaye tson'jen cuintsu na'en ñoa'me bo'iave jipa pa'cco andema piccoye. Piccopa tsu osha'cho cansepa jincho'choma pa'cco andengae fitti'ttiya. Nane osha'cho andeni jinqque'su tsu pa'faya. 
GEN.6.18	Tsa'ma que'i'ccu gi qquen fae'ngae injanccoya: Rande tsa'o shavonga qui que pushei'ccu, que dutssiyendeccu'qque tise'pa pushendeccui'ccu ca'nimba ccusha'faya. 
GEN.6.19	Toya'caen tsu rande tsa'o shavonga poiyi'cco cansepa jacanqque'suma fae quitsa'ye, fae pushema angaya'cho. Nane tsendeccu'qque que'ia'caeñi tsu ccusha'faya. 
GEN.6.20	Fae'ngae que'i'ccu tsu poiyi'cco cansepa jincho'cho'qque dosyi ca'nimba ccusha'faya. Nane chhiriria, aiña'cho vaura'can, andenga manguqque'su, poiyi'cco tsu que'i'ccu ca'niña'cho ccushapa canseye. 
GEN.6.21	Toya'caen osha'cho anqque'suve'qque tsu boñamba angaya'cho cuintsu que'i toya'caen canse'pa jinchoqque'su'qque an'jeña'chove.”
GEN.6.22	Noéjan ñotsse pañamba pa'ccoma Chiga mandaqquia'caen tson.
GEN.7.1	Omboe tsu Na'su Chigaja Noéma su: “Tsa'o shavonga ca'ni'faja que aindeccui'ccu. Nane que'iyi qui va ja'ño cansuite'su aindeccu'suma ño'amba ñama paña'fa. 
GEN.7.2	Poi anqque'su vaura, oveja'can'ma'qque siete quitsa'ye, siete pusheveyi poiyi'cco'suma ca'niajan. Tsa'ma an'masia'ma aqquia fae quitsa'ye, fae pusheveyi poiyi'cco'suma ca'niaña'cho. 
GEN.7.3	Toya'caen osha'cho chhiririama'qque poiyi'cco'suma siete quitsa'ye, siete pusheveyi tsu ca'niaña'cho. Nane pa'cco jincho'choma tsu ca'niaña'cho fae jincho'cho qquesa'ne. 
GEN.7.4	Ñoa'me gi su siete a'tave pasasi tsu unjin tuiye ashaeña. Nane cuarenta a'ta, cuarenta cose'qque tsu unjinjan tuiya. Pa'cco va ande'su cansian jincho'choma tsu ccuchapa fi'ttiya, pa'cco ña agattoen'choma.”
GEN.7.5	Na'su Chiga mandaqquia'caen tsu Noéjan tson. 
GEN.7.6	Na'en tsa'caen andenga bo'iave ji'jeni Noéjan seisciento canqque'fave an'biamba 
GEN.7.7	shavonga ca'ni. Tise pushe, tise dutssiyendeccu, tise'pa pushendeccu'qque tsu poiyi'cco Noéi'ccu fae'ngae ca'ni'fa na'eñe ccushaye. 
GEN.7.8	Cansian jincho'cho, majan anqque'su, majan an'masia, majan chhajeqque'su, majan manguqque'su 
GEN.7.9	Noéi'ccu fae'ngae ca'ni'fa. Nane dos, dosveyi, quitsa'yeja tise pushei'ccu tsu Chiga mandaqquia'caen ca'ni'fa. 
GEN.7.10	Siete a'ta pasasi na'enjan andema piccoye ashaen. 
GEN.7.11	Nane Noéjan seisciento canqque'fave an'biansi segundo ccovu, a'ta diez y sieteni tsu pa'cco ande'su tsa'ccu sombo'je'ttija fettaye cuintsu ande tsosini'su tsa'ccu somboye. Toya'caen sefacconi'qque fettayeqquia'caen tsu sefacconi'su tsa'ccu amppi. 
GEN.7.12	Nane cuarenta a'ta, cuarenta cose'qque tsu tsa'caen tui'je. 
GEN.7.13	Tsa'caen unjin tuiyaqui a'ta tsu Noé, tise dutssiyendeccu, Sem, Cam, Jafet'qque ca'nisi Noé pushe, dutssiyendeccumbe pushendeccu'qque ca'ni'fa. 
GEN.7.14	Tsendeccu toya'caen poiyi'cco cansian jincho'cho, poiyi'cco vaura'can, poiyi'cco andenga manguqque'su poiyi'cco chhiriria'qque tsu ca'ni'fa. 
GEN.7.15	Noéi'ccu dos, dosveyi poiyi'cco cansian jincho'choja quitsa'ye tise pushei'ccu Chiga mandaqquia'caen ca'ni'fa. 
GEN.7.16	Poiyi'cco ca'nisi Na'su Chigaja sombo'ttima picco.
GEN.7.17	Cuarenta a'ta tsu na'enjan bo'iave ji. Bo'iave jipa tsa'o shavoma sufottoen. 
GEN.7.18	Ti'tsse, ti'tsse tsu tsa'ccuja ji. Tsa'ma tsa'o shavoja ombanga sufotto. 
GEN.7.19	Nane tsa'ccu jipa pa'cco biani'su ande'su se'fatssia ccotta'ccoma'qque picco. 
GEN.7.20	Pa'cco ccotta'ccoma piccopa toya tsu tsa'ccuja faesu siete metrove ji. 
GEN.7.21	Tsa'caen jisi poiyi'cco andeni can'jen'cho aindeccuja pa'fa. Chhiriria, osha'cho vaura'can, tsampini canseqque'su, andenga manguqque'su'qque pa'fa. 
GEN.7.22	Pa'cco va andeni cansian jincho'cho tsu pa'fa. 
GEN.7.23	Nane Noéñi, tisei'ccu tsa'o shavonga ca'ni'chondeccuyi tsu ccushapa canse'fa. Poiyi'cco cca'indeccuja pa'fa —a'i, vaura'can, sefani'su chhiriria, andenga manguqque'su'qque pa'fa. 
GEN.7.24	Na'enjan tsa'caen jipa ciento cincuenta a'ta sambambe'yi andema picco.
GEN.8.1	Tsomba tse'i Chigaja Noé, poiyi'cco tisei'ccu tsa'o shavoni can'jen'cho cansian jincho'choma'qque injan'jemba fingiama mandamoen cuintsu andema samboeñe. Fingiansi na'enjan sambaye ashaen. 
GEN.8.2	Nane ande tsosini'su tsa'ccu sombo'je'tti piccoyepa sefacconi'su unjin'qque piccoyeqquia'caen panshan. 
GEN.8.3	Ti'tsse, ti'tsse tsu na'enjan samba. Ciento cincuenta a'ta pasasi tayo sambaji. 
GEN.8.4	Nane septimo ccovu a'ta diez y sieteni tsu tsa'o shavoja andenga pporopa Ararat ccotta'cconga ccui. 
GEN.8.5	Tsa'caen ccuisi toya tsu na'enjan ti'tsse sambaji. Nane decimo ccovu, primer a'ta tsu pa'cco ccotta'cco'su piyiccuja sombopa atteye.
GEN.8.6	Faesu cuarenta a'ta pasasi tsu Noéjan tise ñoña'cho ventanama fettapa 
GEN.8.7	seña'bama fettamaña. Fettamañasi tsaja chhaje jacan ande sambaya'ngae. 
GEN.8.8	Omboe ppuppuju'choma fettamaña, na'en sambaji'chove atesuye. 
GEN.8.9	Tsa'ma ppuppuju'choja mani andepa dyaiya'chove attembipa toequi tsa'o shavonga ji. Nane na'en tsu toya pa'cco andema picco'cho. Tsa'caen jisi Noéjan tise tivema yasapa ppuppuju'choma indipa tsa'o shavonga ca'nia.
GEN.8.10	Faesu siete a'ta pasasi ccase tsu Noéjan ppuppuju'choma fettamaña tsa'o shavo'ye. 
GEN.8.11	Fettamañasi japa sime toequi ji. Jipa olivo ccaque cunama ttetto'choi'ccu isi Noéjan attepa in'jan ande tayo sambayeji'choma. 
GEN.8.12	In'jamba faesu siete a'tave ron'dapa ccase ppuppuju'choma fettamaña. Tsa'caen fettamañasi toequi tiseni jimbi.
GEN.8.13	Noéjan seisciento uno canqque'fave an'bian'ni, primer ccovu, primer a'ta tsu andema picco'je'cho na'enjan tayo samba. Tsa'cansi Noéjan shavo tsa'oma fettapa can ccutsu. Can ccutsupa atte ande samba'choma. 
GEN.8.14	Segundo ccovu, a'ta veinte y sieteni tsu pa'cco andeja samba. 
GEN.8.15	Tsonsi Chigaja Noéma su: 
GEN.8.16	“Tsa'o shavo'ye sombo'faja que pushei'ccu, que dutssiyendeccu'qque tise'pa pushendeccui'ccu. 
GEN.8.17	Toya'caen que'i'ccu can'jen'cho poiyi'cco cansian jincho'choma somboenjan. Nane chhiriria, andenga jacanqque'su, andenga manguqque'suma'qque somboenjan cuintsu pa'cco andenga japa dundutssia've atapaye.”
GEN.8.18	Tsonsi Noéjan sombo. Nane tise pushe, tise dushundeccu, tise'pa pushendeccu'qque fae'ngae tisei'ccu sombo'fa. 
GEN.8.19	Toya'caen poiyi'cco vaura'can, tsampini can'jenqque'su, andenga manguqque'su, chhiriria'qque tsa'o shavo'ye sombo'fa.
GEN.8.20	Tsonsi Noéjan Na'su Chiganga afeye oque'je'chove ccutsiamba osha'cho anqque'su vaura, oveja'can'ma, osha'cho anqque'su chhiririama'qque isupa oquepa Na'su Chiganga afe. 
GEN.8.21	Tsa'caen oque oraensi ansundesi Na'su Chigaja avujapa asi'ttaemba su: “Ccatsse gi andema tsa'caen egae tsoña'bi a'i egae tsincon'chone. Nane tsaveqque'su tsu a'ija chuitepie tsa'caen egaveyi in'jañe. Toya'caen ccatsse gi poiyi'cco cansian jincho'choma tsa'caen fi'ttiya'bi, ña ja'ño tsonqquia'caen.
GEN.8.22	Nane ande toya jin'ninda
GEN.8.22	joña'cho taiya'cho'qque pasaya'bi.
GEN.8.22	Chan'dia, coe'je'qque pasaya'bi.
GEN.8.22	Coejefa, sanfan'qque pasaya'bi.
GEN.8.22	A'ta, cose'qque pasaya'bi.”
GEN.9.1	Chigaja Noé, tise dutssiyendeccuma'qque ñotsse tsoñe in'jamba qquen su: “Pa'cco andeni japa can'jemba atapa'faja. 
GEN.9.2	Toya'caen tsu poiyi'cco va andeni canseqque'su, sefani chhajeqque'su chhiriria, andenga manguqque'su, marni'su avu'qque que'ima dyoe'sui'ccu in'jan'faya. Nane ña que'inga afesi qui poiyi'cco tsendeccuma manda'faya. 
GEN.9.3	Toya'caen pa'cco cansian jincho'cho tsu que'i anqque'su. Nane ande'ye sho'yoqque'su tetachoma anqque'suve que'inga afeqquia'caeñi gi osha'cho cansian jincho'choma'qque que'inga afe cuintsu amba canse'faye. 
GEN.9.4	Tsa'ma aña'cho na toya canseqquia'caen anjampapama qui an'faya'bi. 
GEN.9.5	Toya'caen poi a'i shacama, poi cansian jincho'cho shacama'qque gi iñajaña. Nane que'i anjampai'ccu qui afepoeña'cho. Poiyi'ccoma gi shacave iñajaña tisupapora canse'chone.
GEN.9.6	Majan faesu a'ima fi'tti'ninda
GEN.9.6	faesu a'i tsu tsama'qque fi'ttiya.
GEN.9.6	Nane Chiga tisia'caen a'ive agattoen'choma fi'ttipa tsu tsa'caen paya.
GEN.9.7	Tsa'ma que'ija poi andenga japa
GEN.9.7	tsain'bio du'shuve isupa ñotsse atapa'faja.”
GEN.9.8	Toya'caen Chigaja Noéma, tise dutssiyendeccuma'qque su: 
GEN.9.9	“Que canjan. Que'i'ccu gi fae'ngae injanccopa toya'caen que'i omba'su dutssiyendeccui'ccu'qque fae'ngae injancco'faya. 
GEN.9.10	Nane poiyi'cco que'i'ccu tsa'o shavo'ye sombopa can'jendeccu —chhiriria, vaura'can, poi tsampini jincho'choi'ccu'qque gi fae'ngae injancco'faya. 
GEN.9.11	Que'i'ccu cambian'masia've fae'ngae injanccopa gi su: Ccatsse gi poiyi'cco cansian jincho'choma ccase na'ei'ccu fi'ttiya'bi. Ni ccatsse gi pa'cco andema ccase na'ei'ccu piccopa dañoña'bi. 
GEN.9.12+GEN.9.13	Uttufasima gi canjaeña unjimbanga cuintsu que'i attepa Ña que'i'ccu ja'ño jai'ngae'qque poi cansian jincho'choi'ccu injancco'fa'choma injan'jeñe. Tsama attepa qui in'jan'faya Ña va ande'sui'ccu injancco'fa'choma. 
GEN.9.14	Nane ña mandasi unjimba jangisi uttufasima attepa 
GEN.9.15	gi Ña que'i'ccu, poi cansian jincho'choi'ccu fae'ngae injancco'fa'choma injan'jeña. Ccatsse tsu na'enjan ccase andema piccoya'bi poi cansian jincho'choma fi'ttiye. 
GEN.9.16	Nane uttufasi unjimbanga attiansi gi tsama attepa ña poi ande'su osha'cho cansian jincho'choi'ccu fae'ngae injancco'fa'choma injan'jeña. 
GEN.9.17	Tsa uttufasi tsu ña poi ande'su osha'cho cansian jincho'choi'ccu fae'ngae injancco'fa'choma canjaen'cho.” Tsa'caen tsu Chigaja Noéma su.
GEN.9.18	Noé dutssiyendeccu tisei'ccu tsa'o shavo'ye sombo'chondeccu tsu Sem, Cam, toya'caen Jafet. Camjan Canaán quitsa tsu. 
GEN.9.19	Tsa tres Noé dutssiyendeccupa tise'pa omba'su dutssiyendeccui'ccu tsu pa'cco andenga atapa'fa.
GEN.9.20	Noéjan andema sema'su tsu. Tise tsu o'tie ofa tsajama joñe ashaen. 
GEN.9.21	Jomba tsa nasi nama taipa vinome cupaen. Vinome cupaemba cu'ipa ccusi. Ccusipa chu'cco ccui tise carpa tsaoni. 
GEN.9.22	Tsa'caen ccuisi Cam, tsa Canaán quitsa, tise yaya chu'cco ccui'choma atte. Attepa sombopa tise antiandeccuma conda. 
GEN.9.23	Pañamba Sem, Jafeti'ccu sarupama sepaccofanga indipa sepaccopayi carpa tsa'onga ca'nimba tise'pa yaya chu'cco ccui'choma picco'fa. Nane ccanima camba tise'pa yaya chu'cco ccui'choma atte'fambi.
GEN.9.24	Ccusipa pasasi qquendyapa Noéjan in'jan tise du'shu chu'a tisema tson'choma. 
GEN.9.25	In'jamba su:
GEN.9.25	“Egae tsu tsoña Canaánga.
GEN.9.25	Nane tise antiandeccu tisema mandasi
GEN.9.25	me'detssia sema'suve tsu daya.”
GEN.9.26	Toya'caen tsu Noéjan su:
GEN.9.26	“Na'su ña Chiga tsu Semnga ñotsse tsoña.
GEN.9.26	Nane Sem tsu Canaánma semoeña.
GEN.9.27	Chiga anttesi Jafetja ñoa'me atapaya.
GEN.9.27	Atapapa Semi'ccu fae'ngae can'jemba tise'qque Canaánma semoeña.”
GEN.9.28	Na'en tsa'caen pa'cco andema piccopa sambasi Noéjan ti'tsse tresciento cincuenta canqque'fave can'jen. 
GEN.9.29	Nane noveciento cincuenta canqque'fave an'biamba pa.
GEN.10.1	Va tsu Noé dutssiyendeccu Sem, Cam, Jafet omba'su dutssiyendeccu. Na'en andema piccopa sambasi vandeccuma isu'fasi canse'fa.
GEN.10.2	Jafet dutssiyendeccu tsu Gomer, Magog, Madai, Javán, Tubal, Mesec toya'caen Tiras. 
GEN.10.3	Gomer dutssiyendeccu tsu Askenaz, Rifat toya'caen Togarma. 
GEN.10.4	Javán dutssiyendeccu tsu Elisa, Tarsis, quiteondeccu toya'caen rodaneondeccu. 
GEN.10.5	Tsendeccuja Jafet dutssiyendeccu tsu mar otafani can'jen'fa. Poiyi'cco tsu tisupa andeni can'jemba tisupa aya'fangae afa'je'fa.
GEN.10.6	Cam dutssiyendeccu tsu Cus, Mizraim, Fut toya'caen Canaán. 
GEN.10.7	Cus dutssiyendeccu tsu Seba, Havila, Sabta, Raama toya'caen Sabteca. Raama dutssiyendeccu tsu Seba toya'caen Dedán. 
GEN.10.8	Cus tsu Nimrod quitsa. Nimrodja aishe ñoa'me va ande'su joccapitssia a'i tsu. 
GEN.10.9	Na'su Chiga anttesi tiseja tsampini jacamba ñotsse panzaye atesu. Tisene tsu qquen su'cho ashaen: “Tsaja Nimrod'caen Na'su Chiga anttesi tsampini jacamba ñotsse panzaye atesu.” 
GEN.10.10	Tise manda'je'cho canqque tsu Babel, Erec, Acad toya'caen Calne. Poiyi'cco tsa canqque tsu Sinar andei'ccu pporotsse jincho. 
GEN.10.11	Nane Sinar ande'ye tsu Asurja sombopa faesu canqqueve canqquian. Tise tsu Nínive canqque, Rehobot-ir, Cala toya'caen tsa rande Resén canqqueve canqquian. 
GEN.10.12	Resén tsu Nínive, Cala enttingeni.
GEN.10.13	Mizraimjan Ludeo aindeccumbe yaya tsu. Toya'caen anameondeccu, lehabitandeccu, naftuhitandeccu, 
GEN.10.14	patruseondeccu, casluhítandeccu toya'caen caftorítandeccumbe yaya tsu. Filisteondeccu tsu caftorítandeccu'ye sombo'fa.
GEN.10.15	Canaánjan Sidón quitsa tsu. Tsaja tise dutssi'ye coenza. Tise faesu dutssi'yeja Het tsu. 
GEN.10.16	Toya'caen tise tsu faesu aindeccu'su yaya. Nane jebuseondeccu, amorreondeccu, gergeseondeccu, 
GEN.10.17	heveondeccu, araceondeccu, sineondeccu 
GEN.10.18	arvadeondeccu, zemareondeccu toya'caen hamateondeccu tsu tise omba'su dutssiyendeccu. Omboe tsu tsa cananeondeccuja biani japa can'jen'fa. 
GEN.10.19	Nane cananeondeccu ande tsu Gerar andeni já shoquendi Gazani. Toya'caen Sidón canqqueni já shoquendipa Sodoma, Gomorra, Adma, Zeboimma pashamba Lazani nepi. 
GEN.10.20	Tsendeccuja Cam omba'su dutssiyendeccu tsu. Poiyi'cco tsu tisupa andeni can'jemba tisupa aya'fangae afa'je'fa.
GEN.10.21	Semjan Jafet quindya tsu. Tise'qque du'shupasi tise omba'su dutssi'ye tsu Heber. 
GEN.10.22	Nane Sem dutssiyendeccu tsu Elam, Asur, Arfaxad, Lud toya'caen Aram. 
GEN.10.23	Aram dutssiyendeccu tsu Uz, Hul, Geter toya'caen Mas. 
GEN.10.24	Arfaxadja Sala quitsa tsu. Salaja Heber quitsa tsu. 
GEN.10.25	Tse'i tsu Heberja dos dutssiyendeccuve an'bian. Fae'cco tsu Peleg. Nane tisema isusi poiyi'cco aindeccu attufaccosi tsu tsa'caen tisema inisian. Tise quinshin tsu Joctán. 
GEN.10.26	Joctán dutssiyendeccu tsu Almodad, Selef, Hazar-mavet, Jera, 
GEN.10.27	Adoram, Uzal, Dicla, 
GEN.10.28	Obal, Abimael, Seba, 
GEN.10.29	Ofir, Havila toya'caen Jobab. Poiyi'cco tsendeccu tsu Joctán dutssiyendeccu. 
GEN.10.30	Tise'pa andeja Mesa andeni já shoquendi Sefar andeni. Tsa tsu chiga sombo'jeni'su ccotta'cco'su ande. 
GEN.10.31	Tsendeccuja Sem omba'su dutssiyendeccu tsu. Poiyi'cco tsu tisupa andeni can'jemba tisupa aya'fangae afa'je'fa.
GEN.10.32	Poiyi'cco tsendeccu tsu Noé omba'su dutssiyendeccu. Nane tise dutssiyendeccumbe dushundeccuma agattopa tevaen'cho tsu. Tise'pa can'jen'cho andema tevaen'cho tsu. Nane na'en andema piccopa sambasi tsu tsa'caen atapapa poi andenga japa attufa'fa.
GEN.11.1	Nane tsendeccu can'jeinteja poiyi'cco a'i tsu fae aya'faveyi afa'je'fa. 
GEN.11.2	Tsomba majan a'i chiga sombo'jene sombopa Sinar andeni japa fae'ngatssia andema atte'fa. Attepa tse'tti can'jen'fa. 
GEN.11.3	Fae a'ta fae'ngae condaseccopa su'fa: “Jinge apichama ladriyove ñoñamba si'ngei'ccu ta'etssia've oque'faya.” Patu me'i'onsi tsesui'ccu tsao'ña'fa. Toya'caen tsu breave an'bian'fa ladriyoma setsaeñe. 
GEN.11.4	Omboe tsu su'fa: “Jinge rande canqqueve canqquiamba ñoa'me se'fatssia tsa'ove'qque tsao'ñañe sefacconi pporotsse. Tsa'caen tsao'ña'ninda tsu poiyi'cco cca'indeccuja ingima in'jan'faya joccapitssia've. Toya'caen tsa'caen tsomba gi biani attufambe'yi fae'ngae can'jen'faya.”
GEN.11.5	Tsa'ma Na'su Chigaja a'i ñoña'cho canqquema atteye ande. Toya'caen tsu a'i ñoña'cho se'fatssia tsa'oma atteye in'jan. 
GEN.11.6	Attepa Na'su Chigaja asi'ttaen: “Tsendeccuja fae a'iyi tsu. Nane fae aya'fangae tsu afa'je'fa. Tsa'camba fae'ngae in'jamba tsu qquen tsoñe ashaen'fa. Aqquia ashaen'cho tsu. Nane osha'chove in'jan'da tsu tsa'caen tson'faya. 
GEN.11.7	Jinge andepa tise'pa aya'fama ccaningae cambiamba qqueñañe cuintsu poiyi'cco tisupapora ñotsse pañambe'yi can'faye.”
GEN.11.8	Tsa'caen supa tsu Na'su Chigaja poiyi'cco a'ima attufaemba maña poi andeni. Attufaensi tise'pa canqqueve ñoña'jen'choma antte'fa. 
GEN.11.9	Nane tsa'caen Na'su Chiga tise'pa aya'fama ccaningae cambiansi tsa canqquema inisian'fa Babelve “aya'fa qque'fa'cho” qquen su'chove. Tsene Na'su tise'pama somboensi poi andeni japa cca'tti cca'tti can'jen'fa.
GEN.11.10	Qquen tsu Sem dutssiyendeccu: Na'en andema piccopa sambasi dos canqque'fa pasasi Semjan cien canqque'fave an'bian'ni tsu tise dutssi'ye Arfaxadve isu. 
GEN.11.11	Omboe Semjan faesu quiniento canqque'fave can'jemba ti'tsse tsu tsandie, pushesu du'shuve an'bian.
GEN.11.12	Arfaxadja treinta y cinco canqque'fave an'bian'ni tise dutssi'ye Salave isu. 
GEN.11.13	Omboe Arfaxadja faesu cuatrociento tres canqque'fave can'jemba ti'tsse tsu tsandie, pushesu du'shuve an'bian.
GEN.11.14	Salaja treinta canqque'fave an'bian'ni tise dutssi'ye Heberve isu. 
GEN.11.15	Omboe Salaja faesu cuatrociento tres canqque'fave can'jemba ti'tsse tsu tsandie, pushesu du'shuve an'bian.
GEN.11.16	Heberja treinta y cuatro canqque'fave an'bian'ni tise dutssi'ye Pelegve isu. 
GEN.11.17	Omboe Haberja faesu cuatrociento treinta canqque'fave can'jemba ti'tsse tsu tsandie, pushesu du'shuve an'bian.
GEN.11.18	Pelegja treinta canqque'fave an'bian'ni tise dutssi'ye Reuve isu. 
GEN.11.19	Omboe Pelegja faesu dosciento nueve canqque'fave can'jemba ti'tsse tsu tsandie, pushesu du'shuve an'bian.
GEN.11.20	Reuja treinta y dos canqque'fave an'bian'ni tise dutssi'ye Serugve isu. 
GEN.11.21	Omboe Reuja faesu dosciento siete canqque'fave can'jemba ti'tsse tsu tsandie, pushesu du'shuve an'bian.
GEN.11.22	Serugja treinta canqque'fave an'bian'ni tise dutssi'ye Nacorve isu. 
GEN.11.23	Omboe Serugja faesu dosciento canqque'fave can'jemba ti'tsse tsu tsandie, pushesu du'shuve an'bian.
GEN.11.24	Nacorja veinte y nueve canqque'fave an'bian'ni tise dutssi'ye Taréve isu. 
GEN.11.25	Omboe Nacorja faesu ciento diez y nueve canqque'fave can'jemba ti'tsse tsu tsandie, pushesu du'shuve an'bian.
GEN.11.26	Taréja setenta canqque'fave an'bian'ni tise dutssiyendeccu Abram, Nacor toya'caen Haránme isu.
GEN.11.27	Qquen tsu Taré dutssiyendeccu: Tiseja Abram, Nacor toya'caen Haránmbe yaya. Haránjan Lot quitsa tsu. 
GEN.11.28	Taré toya canse'ni tsu Haránjan pa Caldea ande'su Ur canqqueni. Nane tisuma isu'cho canqqueni tsu pa.
GEN.11.29	Abramjan Saraima pushe. Nacorja Milcama pushe. Nane Milcaja Harán onque'nge tsu. Harán faesu dutssi'ye tsu Isca. 
GEN.11.30	Saraija du'shuve isuye oshambipa du'shuve me'cco canse.
GEN.11.31	Taréja Canaán andeni jaye in'jamba Caldea ande'su Urne sombopa ja. Tisei'ccu tsu tise dutssi'ye Abram'qque ja. Toya'caen tsu tise du'shu Lot, tise china Sarai'qque jaja'fa. Canaán andeni jaye in'jan'ma Harán canqqueni nepipa tse'tti can'jen'fa. 
GEN.11.32	Taréja dosciento cinco canqque'fave an'biamba pa Harán canqqueni.
GEN.12.1	Fae a'ta tsu Na'su Chigaja Abramma su: “Que andema catipa ña quenga can'jeña'cho andenga jaja. Nane que antiandeccu, que yaya tsa'oma'qque catipa jaja. 
GEN.12.2	Quema ñotsse tsomba gi que dutssiyendeccui'ccu ti'tsse'tssi a'ive tsoña. Nane quei'ccu ña poiyi'cco a'ima ñotsse tsonsi tsu poiyi'cco a'i que inisema ñotsse afa'faya. 
GEN.12.3	Majan quema in'jamba ñotsse afa'ninda gi tise'pama ñotsse tsoña. Tsa'ma majan quema afase'ninda gi tise'pama egae tsoña. Nane quei'ccu tsu poi ande'su aindeccuja Ña ñotssiama isu'faya.”
GEN.12.4	Tayo setenta y cinco canqque'fave an'bian'ni Na'su Chiga Abramma mandasi Haráne sombopa ja. Lot'qque tisei'ccu fae'ngae ja. 
GEN.12.5	Nane tsa'caen japa Abramjan tise pushe Saraima, toya'caen tise quinshimbe du'shu Lotma'qque anga. Toya'caen pa'cco tise'pa Haráni can'jemba isu'cho andu'choma, tseni an'bian'cho semasundeccuma'qque angapa Canaán andeni jaye ashaen'fa. Canaánni nepipa 
GEN.12.6	tsa ande enttingeni japa Siquem canqqueni nepi'fa. Nane Siquemni tsu More roble quini'ccoccuja jin, tsa chigama iñajan'jen'tti. Cananeondeccu tsu tsa canqqueni can'jen'fa. 
GEN.12.7	Abram tseni can'jensi tsu Na'su Chigaja tisenga attiamba su: “Va andema gi que dutssiyendeccunga afeya.”
GEN.12.7	Tsa'caen tisenga attiamba susi Abramjan Na'su Chiganga afeye oque'je'chove tse'ttinga ccutsian. 
GEN.12.8	Omboe tsene sombopa Betel canqquema chiga sombo'jefa'su ccotta'cconga japa tise carpama ccutsian. Tseni can'jen'ninda tsu Betel canqqueja chiga amppi'jefani. Toya'caen chiga sombo'jefani tsu Hai canqque. Abram tseni can'jemba faesu Chiganga afeye oque'je'chove ccutsian Na'su Chigama iñajañe. 
GEN.12.9	Omboe ccase jaye ashaemba cca'tti cca'tti canjen'ñacca ja Néguev andeni nepiye.
GEN.12.10	Tsonsi tse'i tsu qquipoesuiteve da poi Canaán andeni. Nane aña'cho me'i'onsi Abramjan sombopa Egiptoni jaye ashaen tseni japa can'jeñe. 
GEN.12.11	Egiptoni pan nepijipa tsu tise pushe Saraima su: “Que canjan. Atesu gi queja me'detssia pushesusi. 
GEN.12.12	Nane Egiptondeccu quema atte'ta tsu su'faya: ‘Va pushesu tsu va tsandiembe pushe.’ Tsa'caen in'jamba tsu ñama fi'ttiya quema canseveyi itsapa an'biañe. 
GEN.12.13	Tsa'caen dasa'ne chigáne queja ña que'tte qquen suja cuintsu tsa'caen in'jamba ñama ñotsse tson'faye.”
GEN.12.14	Tsomba Abram Egiptoni nepisi poi Egiptondeccuja Saraima attepa me'detssisi in'jan'fa. 
GEN.12.15	Toya'caen Egipto ande na'su faraónma shondosundeccu'qque tisema attepa tisene na'sunga conda'fa. Conda'fasi faraónjan manda cuintsu Saraima i'faye tise tsaoni.
GEN.12.16	I'fasi na'su faraónjan Saraima ñotsse in'jamba Abramnga ñotsse tson. Nane oveja, vaura, sema'su tsandiendeccu, sema'su pushesundeccu, boro, toya'caen cameyo tsain'bitsse afe Abramnga. 
GEN.12.17	Tsa'ma tsa'caen Saraima itsa'fasi tsu Na'su Chigaja na'su faraón, tise tsa'osundeccuma'qque osha'cho paqque'sui'ccu da'ño. 
GEN.12.18	Tsonsi faraónjan in'jamba Abramma ttu'sepa tisema su: “¿Jongoesie qui tsa'caenjan ñama tson? ¿Mingapa qui ñanga tansintsse condambi va pushesuja que pushe qquen? 
GEN.12.19	Nane que que'tte qquen susi gi ti'tssecan'da tisema pusheye'can. Ja'ñojan va'tti tsu que pushe. ¡Junde tisema angapa jaja!” 
GEN.12.20	Tsa'caen supa faraónjan tise tsandiendeccuma manda cuintsu Abram, tise pushe, pa'cco tise an'bian'choma'qque junde Egiptone somboeñe.
GEN.13.1	Abramjan tise pushei'ccu, pa'cco tise an'bian'choi'ccu Egipto ande'ye sombopa toequi Néguev andeni ja'fa. Tise quinshimbe du'shu Lot'qque fae'ngae tise'pai'ccu ja. 
GEN.13.2	Abramjan ñoa'me rico. Nane cori, totoacori, tsain'bia vaura'can'ma'qque an'bian. 
GEN.13.3	Néguevni japa cca'tti cca'tti can'jemba Betel canqqueni nepi'fa. Nane toequi tise'pa tayoe can'jeni japa can'jen'fa. Tsaja Betel, Hai canqque enttingeni. 
