MAT.1.1	Ujawawu wata situuba Yéesu 
MAT.7.7	— Jil̥awumuu, fan kusenuul. Jiŋesumuu, fan jijuk. Jikonkongenumuu, fan kúbabuluul. 
MAT.7.8	Mata an al̥awumuu wah, fan abaj wo. An aŋesumuu wah, fan ajuk wo, ban an akonkongenumuu fan kúbabulool. 
MAT.7.9	Ayi li bukuluul aate asen añoolool huyitik, akila bal̥awelool húmbuulu? 
MAT.7.10	Mantee foof al̥awoolumuu jiwol, li asenool enuukayila? 
MAT.7.11	Fan bukuluul jajakutumuu jihaase kasen wah wajake kuñooluul, kama háŋum Atuubawuul ammuu haatiya. Fan asen wah wajake bukanabuku kammuu kul̥awool wo!
MAT.7.12	«Wahoowah feh wan jifañe min bukanabuku kukaan boot li bukuluul, jikaan wo bukuluul humumuul foof boot li buko. Mata wahawu unwu 
MAT.7.13	— Jínokenum li kámbiilaku kahogumuu; mata bukanabuku kánokenummuu li kámbiilaku kawuŋumuu kumbuku li bútinabu bata eketayi. Bukan kameeŋe li bo kújowume. 
MAT.7.14	Bale kámbiilaku kata buloŋabu, kuhohhog. Bútinabu foof bata buloŋabu búsengisengi éjowum. Bukanabuku kajukumuu bútinabu umbu bata buloŋabu kumeeŋut.
MAT.7.15	— Jíkaanum bukanabuku kaanemuu efulofet koom ban let mal̥egen. Kúlohuluulumuu, li kukaan loon buko bukan kajake, ban káta láalayiil, sijangibujal salume. 
MAT.7.16	Fan jíhaasumiil li bakaanelabu booliil. An let ábajul kúul̥ li anuunuken ata újenkuun. An let ábajul foof kul̥el̥u li búbilik. 
MAT.7.17	Mó mújimuu bunuunuken bajake, fan bubaj ebukoolum yajake. Bunuunuken bajakut, fan bubaj ebukoolum yajakut. 
MAT.7.18	Mata bunuunuken bajake, buyilaat bubaj ebukoolum yajakut. Bunuunuken bajakut foof, buyilaat bubaj ebukoolum yajake. 
MAT.7.19	Ban foof bunuunuken banooban, bábukeliit ebukoolum yajake, fan bufaleni beten li sambun. 
MAT.7.20	Mó mújimuu, fan jíhaasum bukanabuku kámalemuu koon efulofet koom li bakaaneliil.
MAT.7.21	— Inti bukanabuku feh kaanewommuu: «
MAT.7.22	Li hunakahu hata batiibabu, bukan kameeŋe fan koonom: «Amaaŋen, Amaaŋen», kama inti li kajawaku kooli, jílobummu kulimaku kata Ateemit? Inti li kajawaku kooli, jíkesoolummuu uyinumawu wajakutaawu? Inti foof li kajawaku kooli, jíkaanummuu wah wájaahaleniye? 
MAT.7.23	No unnu, fan ilobiil bújooŋoo eeniil: «ihaasutuul maayeet. Jiyinno téetiwom, bukuluul jájakaati muñowu!»
MAT.7.24	— Mó mújimuu, an ajamumuu kulimaku kúmbaam unku, ban li akaan loon ilobumuu, lanokoonokoo li an ájallowe, ateefe eluufayi yoola tin l̥aal̥e. 
MAT.7.25	Nan emitayi élaalulumuu mal máamak, utunkawu li ufaasoo, búlusabu li bútekul boot dó li eluufayi, elowut mata, eteefiteef tin l̥aal̥e. 
MAT.7.26	Bale an ajamumuu kulimaku kúmbaam, ban akaanut loon ilobumuu, anawu ummu lanokoonokoo li an ábaamowe, ateefe eluufayi yoola li mul̥uyis. 
MAT.7.27	Nan emitayi élaalulumuu mal máamak, utunkawu li ufaasoo, búlusabu li bútekul boot dó li eluufayi, li elo ehumo feh.
MAT.7.28	Muñeˈe nan Yéesu alobumuu kulimaku unku ajow aban, ésukayi li esego feh, mata kulimaku kan aliikeniilumuu kúji. 
MAT.7.29	Mata Yéesu lanaanaak aliikeniil kulimaku unku li kakaañen dó, búti li bukanabuku kaliikenemuu ésukayi eluwaayi yata Móyiis.
MAT.8.1	Nan Yéesu áwalowulumuu li huyuuyahu, búsuk báamak li bunab li akila. 
MAT.8.2	Muñeˈe ánayine an háhaayee ejoke li abil boot tan Yéesu alakomuu, áŋejul li ákuntuŋ hákilool min aanool:
MAT.8.2	— Anahaan, ufañumuu, luyilo ufakenom.
MAT.8.3	Yéesu li atooken kaŋenool agolool, aban li aanool:
MAT.8.3	— Lifañe. Ufak.
MAT.8.3	Anáyinaawu ata háhaayeeyayi li ayaan afak. 
MAT.8.4	Fúlum tó, Yéesu li aanool:
MAT.8.4	— Ukáanum, jakum ulob mo an. Bale ujow boot bata álambaawu min ánandi. Banumuu li usen busuuhenabu bata kágiilenaku ban 
MAT.8.5	Nan Yéesu anokenumuu li ésukayi yata Káfeenawum, anahaan ata kusollaali kata Lom li abil atookool min ayaakoolool aanool:
MAT.8.6	— Anahaan alokaawu úmbaam ummu búmba mahintowe. Labobobobo, ban ummu li sílaam sáamak.
MAT.8.7	Yéesu li aanool:
MAT.8.7	— Fan ibil min ifakenool.
MAT.8.8	Anahaanawu ata kusollaaliyaku kata Lom li aanool:
MAT.8.8	— Injé itookut min únokenul búmbaam. Ulob hulim hano bale, alokaawu úmbaam fan afak. 
MAT.8.9	Injé humumom libaje kunahaanom, ban libaje kusollaali kan ihine éemi anahaaniil. Eenumuu umme: «Ujow!», li ajow. Li een umma: «Ubil», li abil. Eenumuu foof alokaawu úmbaam: «Ukaan wahawu unwe,» li akaan wo.
MAT.8.10	Nan Yéesu ajamumuu kulimaku unku, li asego ŋáa’. Li aan kanabumuu li akila:
MAT.8.10	— Li mal̥egenamu, boot min ilobuul, ijukolut híndo 
MAT.8.11	Mó mújimuu, fan ilobuul kaanaku, bukan kameeŋe fan kubilumul Akiw li Jalaŋ, min kubah li buyinjaay bano li 
MAT.8.12	Bale kaateenumuu kunoken li Jáyiiyaju jata Ateemit, fan kubeteni tíyaŋ li élimayi, ban jíl̥okaju jommuu, li sílaam sáamak.
MAT.8.13	Fúlum tó, Yéesu li alob anahaanawu ata kusollaaliyaku kata Lom aanool:
MAT.8.13	— Ujow úbalo! Jow kaan loon lúyinenumuu.
MAT.8.13	No foof alokaawu ayaane afakumuu.
MAT.8.14	Muñeˈe Yéesu li ajow bata Fiyeel áliiŋ, li atook al̥olool aale mahintowe. Bújuusa babetelool. 
MAT.8.15	Yéesu li ago’ kaŋenaku kata anaalaawu, bújuusaabu li búfu’ li akila. Li ayito min atoofotoo Yéesu.
MAT.8.16	Li líiŋ kátiimaku, li kúŋalulool bukan kameeŋe kan uyinum wajakut újufowe. Yéesu li alob hulim hano, uyinumawu wajakutumuu li úfu’ li buko, ban li afaken foof bukanabuku feh kásomuteenumuu. 
MAT.8.17	Muñowu Yéesu ájimuu kulimaku unke kan 
MAT.8.17	«Laŋaŋŋa’ búgootowabu boololaal;
MAT.8.17	ban li afaken úsomutawu woololaal»
MAT.8.18	Nan Yéesu ajukumuu búsukabu li búguutool, li alob kúgoomaku min kulimb li akila ló boot kageb kaaka húwajahu. 
MAT.8.19	Muñeˈe aliikena bukan eluwaayi yata Móyiis li álohul Yéesu min aanool:
MAT.8.19	— Anahaan, fan inab li awu tanootan tan ujowe.
MAT.8.20	Yéesu li aanool:
MAT.8.20	— Kugeewuwaku kubaje uwokaay. Basuuwabu bata haatiya bubaje useeh. Bale 
MAT.8.21	Akee li 
MAT.8.21	— 
MAT.8.22	Bale Yéesu li aanool:
MAT.8.22	— Unábul lí ínje, min ukat bukanabuku kaketumuu min buko humumiil kuhok bukaniil kaketumuu.
MAT.8.23	Muñeˈe Yéesu li ájufo li busaana li 
MAT.8.24	Nan kújufomuu li busaanaabu, búlus báamak li buyaan bútekul li húwajahu, min kulambajaku kunaak kubil kulo li busaanaabu. Yéesu akila li kámooli. 
MAT.8.25	Kúgoomaku koola li kujow kúliwool, ban li koonool:
MAT.8.25	— 
MAT.8.26	Bale Yéesu li aaniil:
MAT.8.26	— Mó káyinenuul lí ínje kukite kutiti! Wáa újiye li jíkoli?
MAT.8.26	Muñeˈe nan Yéesu ayitomuu, li anuuloo búlusabu li malamu mata húwajahu. Li lulenoo lul.
MAT.8.27	Bukanabuku kalako tomuu li kusego ŋáa’, min kunaak koon:
MAT.8.27	— Kama laalu an buu, an emmuu maayeet búlusabu li bútuulool, malamu mata húwajahu li mútuulool?
MAT.8.28	Muñeˈe Yéesu li ajow boot kageb kaaka kata húwajahu, li etaamayi yata kata Gadala. Nan áliiŋumuu, kánayine kúl̥uba kan uyinum wajakut újufowe, ban li kúfulumul li kuyaak kawoki li hugisa, li kubil kufam li akila. Kánayinaabuku umbuku kúl̥uba li kúkoyileni bil gay, an ayilaat ájowum li bútinabu umbu. 
MAT.8.29	Nan kánayinaabuku kúl̥uba kufamumuu li Yéesu, li kukaaw butiya koon:
MAT.8.29	— Añiil ata Ateemit, waa lufañe li óloli? Waa, lubiibil boot jálaatenoli tówum hunakahu hata batiibabu húliiŋ?
MAT.8.30	Muñeˈe li baj bumat báamak bata sifulugun balakowe kahoof, tin hine lóyiyiil. 
MAT.8.31	Uyinumawu wajakutumuu li uyaakoo Yéesu woonool:
MAT.8.31	— Oótimuu úfulenoli, kama li úkaanoli jijow jíjufo bumatabu bata sifulugunasu.
MAT.8.32	Yéesu li aan uyinumawu wajakutumuu:
MAT.8.32	— Jijow!
MAT.8.32	Mal̥egen uyinumawu wajakutaawu li úfu’ ujow újufo sifulugunasu. Bumatabu foof bo feh li búwubbenoolumul haatiya hulijahu buliiŋowul bujow bulo li húwajahu, min sifulugunasu síjim dó li malamu.
MAT.8.33	Bukanabuku kalakomuu humatahu hata sifulugunasu li kutey boot li ésukayi, kujow kukitten wahawu wabajumuu feh, háŋum buu Yéesu afakenumuu eeno bukanabuku kan uyinumawu wajakutumuu újufomuu. 
MAT.8.34	Muñeˈe bukanabuku feh kata ésukayi, li kúfulul kubil kufam li Yéesu. Nan kujukoolumuu, li kuyaakoolool koonool áfu’ li etaamayi yooliil.
MAT.9.1	Yéesu li ájufo li busaana, min alimb húwajahu ajow boot li ésukayi yoola
MAT.9.2	Nan áliiŋumuu, li kúŋalulool an abobowe, ahintowe li bukal̥. Nan Yéesu ajukumuu káyinenaku kooliil, li aan anawu abobomuu:
MAT.9.2	— Sákoli añoolom, uhoofoolawu wooli ubonketibonket.
MAT.9.3	Muñeˈe kukee li bukanabuku kaliikenemuu ésukayi eluwaayi yata Móyiis li koon li uyinumiil: «Anáyinaawu ummu lagele Ateemit.» 
MAT.9.4	Emmuu Yéesu lahaase uyinoolawu wooliil, li aaniil:
MAT.9.4	— Wáa újiye li jibaj uyinoo waŋooto li kúkowuul. 
MAT.9.5	Waa uhaŋe másuum elob, kaan hubobahu: «Uhoofooli ubonketibonket» mantee kaanool: «Uyito min ujow?» 
MAT.9.6	Bale, lifañe min ikaanuul min jihaas kaanaku 
MAT.9.6	Muñeˈe Yéesu li aan anawu abobomuu:
MAT.9.6	— Uyito, uŋa’ bukal̥abu booli min ujow bóot.
MAT.9.7	Mal̥egen ánayinaawu li ayito ábalo. 
MAT.9.8	Nan búsukabu bujukumuu wahawu unwu, li búkoli ban li busal Ateemit asenumuu bukanabuku kayile loon unku.
MAT.9.9	Yéesu li alako ejow, li ajuk ánayine áyababuhal an koone Máciya mabahe tan kuyabemuu búhalabu,
MAT.9.9	— Unábul lí ínje.
MAT.9.9	Mal̥egen Máciya li ayito anab li akila.
MAT.9.10	Fúlum tó, Yéesu li ajow boot li eluufayi yata Máciya min alako dó hutiñ. Muñeˈe 
MAT.9.11	Nan 
MAT.9.11	— Wáa újiye anahaanawu ooluul li átiñum dín dáno li 
MAT.9.12	Nan Yéesu ajamiilumuu li kulob loon muñaˈa, li aaniil:
MAT.9.12	— Inti bukan kásomutut joke li abuntena, bale kásomutumuu joke li abuntena. 
MAT.9.13	Jijow jiŋes min jihaas waa Ateemit afañe alob li hulimahu unhe: «Inti usila sínuukuleŋ lifañe, bale lifañe min jinaak jíyiyen bukanabuku
MAT.9.14	Muñeˈe 
MAT.9.14	— Wáa újiye áloli li 
MAT.9.15	Yéesu li aaniil:
MAT.9.15	— Buu emmuu nokoo kubuke an ábutowe li kumommowool akila to li buko? Manooman hunakahu fan húliiŋ nan kommuu li kujok anawu ummu ábutomuu kújowetum. No unnu kommuu kumommowool.
MAT.9.16	«An áŋaleliit hufalen hata kañ kawunkul min áfiboo kañ kuhaan. Mata akaan momuu, hufalenahu hawunkulahu fan huñakoo, li húlangul kañaku kuhaanaku min étaaŋayi ehaŋ maluuk. 
MAT.9.17	An áŋaleliit foof bunuk buwunkul akaan li situnfen
MAT.9.18	Nan Yéesu alakomuu elobayi li buko, anahaan akee ata Kusuwifaku li ákoojulool, min ákuntuŋ hákilool, ban li aanool:
MAT.9.18	— Jísungutaaju júmbaam jikitekit li jiket. Bale ubil min uŋa’ kaŋeni uwalen li akila, fan áliwo.
MAT.9.19	Yéesu li ayito anab li anahaanawu, akila li 
MAT.9.20	Li baj anaale áfululo huña ban afosowut ho jow baj simit soono kuŋen li síl̥uba. Anaalaawu li abilumul kata búsol Yéesu, min ago’ kabeyaku kata kañaku koola. 
MAT.9.21	Mata lanaanaak aan li buyinumool: «Iyiliyeenumuu igo’ kañaku koola bale, fan ifak.» 
MAT.9.22	Muñeˈe Yéesu li ágegul li ajukool. Li aan anaalaawu:
MAT.9.22	— Añoolom, sákoli, káyinenaku kooli kufakeni.
MAT.9.22	Anaalaawu li ayaan afak.
MAT.9.23	Nan Yéesu áliiŋumuu bata anahaanawu ata Kusuwifaku, li ajuk kalakomuu kal̥okaku kata úl̥oonawu
MAT.9.24	Muñeˈe li aaniil:
MAT.9.24	— Jífu’. Jísungutaaju unju jiketut, bale jímoolimooli.
MAT.9.24	Kalako tomuu li kúl̥uwool. 
MAT.9.25	Nan kúfulenumuu ésukayi kuban, Yéesu li anoken li káfitaku áliiŋ li átuk kaŋenaku kata jísungutaaju, li jiyito. 
MAT.9.26	Muñeˈe wahawu wan Yéesu akaanumuu, li ujamo li halaabahu unhu feh.
MAT.9.27	Muñeˈe Yéesu li áfulum tó alako ejow, bukan kúl̥uba káfuume li kunab li akila, min kunaak kayaakoolool butiya koon:
MAT.9.27	— Ubonket úyiyenoli, 
MAT.9.28	Nan Yéesu anokenumuu li eluufayi, kánayinaabuku káfuumumuu li kubil kulobool mantee li afakeniil. Yéesu li agel̥l̥eniil aaniil:
MAT.9.28	— Jíyinene kaanaku liyilo ifakenuul?
MAT.9.28	Li koonool:
MAT.9.28	— Eéhe’, Anahaan.
MAT.9.29	Muñeˈe Yéesu li agoliil li kúkil, ban li aaniil:
MAT.9.29	— Jow kaanuul loon jíyinenumuu.
MAT.9.30	Mal̥egen li kujuk. Yéesu li anuulooliil aaniil:
MAT.9.30	— Jíkaanum, jakum jilob mo an.
MAT.9.31	Bale nan kuyaane kúfulum tómuu, li kujow kuheb bukanabuku feh kakinumuu halaabahu unhu, waa Yéesu akaanumuu.
MAT.9.32	Nan kánayinaabuku kúl̥ubaaku káfuumeenumuu kulakomuu ejowayi, kukee li kúŋalul Yéesu an ayilaat alob mata buyinum bajakut bújufowool. 
MAT.9.33	Muñeˈe nan Yéesu ayaane akesoomuu buyinumabu umbu bajakutumuu búfu’, ánayinaawu li álobul. Búsukabu li busego ŋáa’ min bunaak boon:
MAT.9.33	— Wah loon unwu ujukoluti li etaamayi yata 
MAT.9.34	Bale 
MAT.9.34	— Li búkaanum bata anahaanawu ata uyinumawu wajakutumuu, Yéesu ákesoolumemuu uyinumawu unwu wajakutumuu úfu’ li bukanabuku kan újufomuu.
MAT.9.35	Yéesu li anaak añaahoo li sísukasu feh, min anaak aliiken bukanabuku li 
MAT.9.36	Nan Yéesu ajukumuu búsukabu, li áyiyen bo, mata buyooyok ban li búyeko, loon kúgalalaan kabajut amata. 
MAT.9.37	Muñeˈe li aan 
MAT.9.37	— Emaanaayi yaalumuu boot ecac emeeŋe ŋáa’, bale kucacaaku kufamut. 
MAT.9.38	Mó mújimuu, jil̥aw 
MAT.10.1	Yéesu li áhooñul 
MAT.10.2	Ujawawu wata bukanabuku kuŋen li kúl̥ubaaku kammuu 
MAT.10.3	Fílib li Baatilime, Toma li Máciya ammuu 
MAT.10.4	Simoŋ ammuu li hujojahu haaneyimuu Selot
MAT.10.5	Yéesu li aboñ kúgoomaku koola 
MAT.10.5	— Jakum jinoken li sísukasu sata bukanabuku kákaanumutumuu li Ateemit balewool. Jakum foof jinoken li ésuk yata Samali. 
MAT.10.6	Bale jijow boot bata bukanabuku kata 
MAT.10.7	Jilakomuu ejowayi li jinaak jiwaale joon: «Jáyiiyaju jata Ateemit jíkoojulo!» 
MAT.10.8	Jifaken kásomutumuu. Jiyiten kaketumuu. Jifaken bukanabuku kan háhaayee ejokumuu. Jikesoo uyinumawu wajakutaawu úfu’ li bukanabuku kan újufomuu. Jiyayyab bacaamut, jisen bagel̥l̥enut bacaam. 
MAT.10.9	Jilakomuu li jijow jakum jiŋa’ éwulus, mantee ehaaliis, mantee foof sídalam sata fálam jikaan li kusinjawumaku kooluul jíjowetum. 
MAT.10.10	Jakum foof jiŋa’ kaboote kata kañaahoo. Jakum jiŋa’ wañ úl̥uba, mantee foof sidalla. Jakum jooken hunuk, mata aloka laate ayab hutiñool.
MAT.10.11	«Jíliiŋumuu li ésuk élunlumaay mantee foof li ésuk yanooyan, jiŋes min jihaas mantee baj dó an ayilo ayabuul, min jilako boola boot yok nan jommuu jijow. 
MAT.10.12	Jilakomuu kanoken li eluufayi, li jisaaf kakin dómuu. 
MAT.10.13	Bukanabuku kakinumuu li eluufayi kuyabuulumuu jak, kásuumaayaku kooluul kujow kulako li buko. Bale kuyabutuulumuu jak, kásuumaayaku kujow kúlaañul boot li bukuluul. 
MAT.10.14	Bajutumuu an li eluuf mantee li ésuk ayabuul, mantee foof an ajantene kulimaku kooluul, jihank kafolaku kata kootaku kooluul
MAT.10.15	Li mal̥egenamu fan ilobuul, li hunakahu nan Ateemit ammuu li atiib bukanabuku, katekaku kata bukanabuku kata ésukayi inyu fan kuhaŋ másengi kata bukanabuku kata 
MAT.10.16	— Jijanten! Boot min iboñuul loon kúgalalaan boot li tut sijangibujal. Mó mújimuu, ban di jijij loon sinuukayila, li jíjoobi uyinum loon síleebaan. 
MAT.10.17	Jíkaanum bukanabuku, mata fan kújowetumuul ban tiibemuu, ban li kuŋa’ kuul̥ min kutekuul li 
MAT.10.18	Fan kujokuul kújowetum hákil kunahaanabuku kata ésukayi li bata kúyiiyaku mata ínje íji, min jíbajum tó bútin min jilob múmbaam hákil bukanabuku, li hákil kákaanumutumuu li Ateemit balewool. 
MAT.10.19	Bale nan kommuu kujokuul kújowetum bata tilibinaalayi, jakum jiyinoo waa jommuu li jilob, mantee foof buu jommuu li jilob wo eeno. Kulimaku kan jommuu li jilob, fan jiyab ko yaan no. 
MAT.10.20	Mata kulimaku kan jommuu li jilob let kubilum li bukuluul, bale fan kubilumul li Buyinumabu bata Atuubawuul.
MAT.10.21	«An fan abet atuyool li kuŋen bukan min kumukool. Atuuba fan akaan manolamu añoolool. Bañiilabu fan buyito butiiken sibukoolayiil, ban li bubetiil li kuŋen bukan min kumukiil. 
MAT.10.22	Bukanabuku feh fan kuhoyuul mata ínje íji. Bale an átukumuu káyinenaku koola lí ínje lit boot yok li húbanumahu, fan afak. 
MAT.10.23	Kúlaatenuulumuu li ésuk, li jitey boot li ésuk yaayu. Li mal̥egenamu fan ilobuul, let jiban sísukasu feh sata 
MAT.10.24	«
MAT.10.25	Jaajak min ágoom alako loon anahaanawu oola, min foof aloka alako loon anahaanawu oola. Anahaanawu ata butoŋabu afane ahooñi Bélusebul
MAT.10.26	— Mó mújimuu, jakum jíkoli bukanabuku kalobemuu majakut kuya li bukuluul. Bajut wah wáhimeni waatut ubil úhimuli. Bajut foof wah wayolooli waatut ubil uhaasi. 
MAT.10.27	Wahawu wan ilobuulumuu li élim, jilob wo tihunak. Wahawu wan kubuyunooluumuu li ejan, jijow jilob wo butiya li kaayeen. 
MAT.10.28	Jakum jíkoli bukanabuku kayilimuu kumuk eñiilayi, ban kuyilaat kumuk yaalayi. Bale jíkoli Ateemit ayilimuu ásu’ eniilayi li yaalayi li sambunasu sáhokoweliitumuu. 
MAT.10.29	Inti édalam yano enoomemuu bánfahutuuŋ búl̥uba? Bale maayeet ano li bo let aket, ló balakowut húfañum hata Ateemit Atuubawuul. 
MAT.10.30	Bukuluul humumuul, maayeet walawu wooluul humum wo feh, ucobicob. 
MAT.10.31	Mó mújimuu sákoluul. Ateemit lahaŋe maluukenuul bánfahutuuŋ bameeŋe!
MAT.10.32	— An aanumuu hákil ésukayi feh: «Yéesu akilom», ínje foof fan ibil een hákil Atuubawom ata haatiya: «Ummu ínje ikilool.» 
MAT.10.33	Bale an aanumuu hákil ésukayi feh: «Yéesu akilutom», ínje foof fan ibil een hákil Atuubawom ata haatiya: «Ummu inti ínje ikilool.»
MAT.10.34	— Jakum jiyinoo li joon libiibil boot káŋalul kásuumaay li etaamayi. Ibilut boot káŋalul kásuumaay. Bale kabaay líŋalulo. 
MAT.10.35	Mata libiibil min íji áfu’ li kutiiloo li atuubawool, ásungute li kutiiloo li jaawool, anaale li kutiiloo li asunfaafool aale. 
MAT.10.36	Kulatoola kata an, fan kulako bukanabuku kata butoŋabu boola.
MAT.10.37	«An afañumuu atuubawool mantee jaawool haŋ min afañommuu, áliiŋut min aani úmbaam. An li abil afañ añoolool áyine mantee añoolool aale haŋ min afañommuu, áliiŋut min aani úmbaam. 
MAT.10.38	An atebutumuu ekuluwaayi
MAT.10.39	An afañumuu min afaken buloŋabu boola, let abil abaj buloŋ bábaneliit. Bale an aketumuu mata ínje íji, fan abil abaj buloŋ bábaneliit.»
MAT.10.40	— An ayabuulumuu jak, ínje layabe jak, ban an ayabommuu jak, anawu áboñulommuu layabe jak. 
MAT.10.41	An li ayab jak 
MAT.10.42	Li mal̥egenamu fan ilobuul, an asenumuu maayeet efot yano yata mal májoobiye akee li bukanabuku umbuku kan káyinenaku kooliil lí ínje kulitutumuu ahob, mata 
MAT.11.1	Nan Yéesu akittenumuu kulimaku unku 
MAT.11.2	Muñeˈe Saŋ Batiis li alako li hukul̥ahu, li ajam wahawu wan 
MAT.11.3	kujow kugel̥l̥enool koonool:
MAT.11.3	— Mantee awu ommuu anawu áatimuu abil
MAT.11.4	Yéesu li aaniil:
MAT.11.4	— Jijow jikitten Saŋ wahawu wan jijamumuu li wan jijukumuu: 
MAT.11.5	Bukanabuku káfuumumuu kujuke, kakajumuu kujowe jak, bukanabuku kan háhaayee ejokeenumuu kufake, bukanabuku kásokomuu kujame, kaketumuu kuyitowe, esukateenayi ejame Hulimahu Hásuumaahu. 
MAT.11.6	Awólo, anawu an bakaanelabu búmbaam bootutumuu búji li akat bo káyinenaku koola lí ínje.
MAT.11.7	Muñeˈe nan kúgoomaku kata Saŋ kulakomuu elaañayi, Yéesu li átoŋ alob búsukabu mata Saŋ aaniil:
MAT.11.7	— Waa jijowe jijukul li kayiinaayaku? Waa, kacaac kan élusayi élinliŋene? A’aa’! 
MAT.11.8	Kama waa jijowe jijukul? Waa, an akaanowe wañ watiineniye? Jiwayil̥o joon kakaanowemuu wañ watiineniye li úyiiyawu wata kúyiiyaku koom. 
MAT.11.9	Kama waa sum jijowe jijukul? Waa, 
MAT.11.10	Mata akila Saŋ, hulimahu unhe hata Ateemit hakiicimuu, hulobumuu moola, haanumuu:
MAT.11.10	«Fan iboñul an an íhebenulo ayabi hákil, ammuu li ateŋen bútinabu buya útowum ubil.»
MAT.11.11	«Li mal̥egenamu fan ilobuul, bajut an, an anaale abuke ahaŋe Saŋ Batiis. Bale anawu ahaŋumuu feh matiti li Jáyiiyaju jata Ateemit, lahaŋe Saŋ. 
MAT.11.12	Kítum tó nan Saŋ Batiis alako tomuu boot yok muñeˈe, Jáyiiyaju jata Ateemit junju min jihuuñulemuu li sembe, ban bukan kata sembe li kulam jo. 
MAT.11.13	Mata kufulofetaku feh kulollob mata Jáyiiyaju jata Ateemit boot yok li taŋayi yata Saŋ Batiis. 
MAT.11.14	Jifañumuu min jíyinenom, jihaas joon Saŋ ammuu 
MAT.11.15	An áakimuu sijan, li ajanten jak min ajam!
MAT.11.16	«Li ayi liyilo ikittenoolum bukanabuku kata muñeˈe? Kuyilo kukittenoolumi li bañiil bajowe bubah li kaayeen min kunaak kubaŋulo kufaaliil kooniil: 
MAT.11.17	“Jil̥okuul̥ok kál̥oon, jimagut! Li jíkituluul ukijen wájoobiye wata kuhuluŋ, jil̥okoolut.” 
MAT.11.18	Mata Saŋ labiibil, ban li anaak amommo, anaakut ahob ehob yákaliyene, bukanabuku li koon: “Saŋ an an buyinum bajakut bújufowe laam.” 
MAT.11.19	 li abil ban li anaak atiñ, li ahob, bukanabuku li koon: “Jijuke ánayinaawu ummu. Akila hutiñ bale li kákaliyenoo bale layinoole, abuke ata 
MAT.11.20	Muñeˈe Yéesu li átoŋ awataten sísukasu dán ahaŋumuu makaan wah wájaahaleniye wameeŋe, mata bukanabuku kakin dómuu kubetut búsol buloŋiil buhaan min kuloŋ loon Ateemit afañumuu. Li aan:
MAT.11.21	— Katek káamak fan kulako li bukuluul jata ésukayi yata Koolasin! Katek káamak fan kulako li bukuluul jata ésukayi yata Betisayida! Mata wahawu wájaahalenimuu wakaanimuu booluul ukaaneenimuu li ésukayi yata Tiil li yata Sidoŋ, timbeen buko bakokowe kusaaku, ban li kúkannoolum búbunfa nan fiyowe, min kúhiis kaanaku kubeebet búsol buloŋabu booliil buhaanabu min kuloŋ loon Ateemit afañumuu. 
MAT.11.22	Mó mújimuu fan eenuul, li hunakahu hata batiibabu, katekaku kooluul fan kuhaŋ mátaañi kata Tiil li Sidoŋ. 
MAT.11.23	Awu Káfeenawum, lonsoon fíle boot min utebeni boot haatiya emitayi? Maayeet! Bale Ateemit fan áwalenuli boot yok teetaam buwokaayabu bata sambunasu. Mata wahawu wájaahaleniyaawu wakaanimuu booli, ukaaneenimuu li ésukayi yata 
