MAT.1.1	Jesucristowa kwal an ñamin kwal uztuza wian kit ka munara: Davidpa kwalkas Abrahampa kwalkas.
MAT.6.3	We mɨjchiruza kiwainamtune, mɨnainkas u wat izmuruzakas kainanachi. 
MAT.6.4	Mamaztuza kiwainamtune, puintain kitpa. U chiyuras Papihsh u puintain kiarɨt aizpa iztane, usne uruza chiwazha mɨlam mɨlananazi.”
MAT.6.5	“U Diosta paikuamtune, awa iztakin an katsa namshimtumikakana Diosta paikwanchi. Uspane awa Judío kammu yalkinkas pianamal awa wanmakkamtukinkas kunamtu, awa usparuza izanapa. Watcha kaiznamtus. Sunkasane uspane me wan mɨlan mɨj. 
MAT.6.6	Sunkana nu Diosta paikwantune, kalmal nap kit pɨjta sɨp kit up chiyuras Papihshta paikwatpa. Usne nukasa tu. Up chiyuras Papihshne nu puintɨt paikwantu aizpa mɨt kit nua paiña mɨlam mɨlananazi.
MAT.6.7	Nu Diosta paikumtune, Diosta pianchiruzkana paikwanchi. Uspane akkwan kain pit kwinta kiamtu. Akkwan pit kwinta kiamtune, uspane Dios usparuza mɨmtu minñamtu. 
MAT.6.8	Uspakana kiamtu aizpa kinchi. Paikwatchasmin, u chiyuras Papihshne u we mɨj aizpa me pian. 
MAT.6.9	Katmizna une sunkanain Diosta paikwarain:
MAT.6.9	‘Nune au chiyura Papihsh i.
MAT.6.9	Nu sɨnammika akwa, awane nua wakpuj wainñashina.
MAT.6.10	Apa anka, awaruza ɨninnana.
MAT.6.10	Chiyura uztuasmin, nune wanta watsal ɨninta.
MAT.6.10	Kawarain au sura uztuzakas at kit wan watsal ɨninti,
MAT.6.10	apain nu kishimtu aizpa kianapa.
MAT.6.11	Payu aizpa au kumira we mɨj aizpa kwinanaka.
MAT.6.12	Au kwail kiamtu aizpa sɨnam sananaka.
MAT.6.12	Aune aumɨza kwail kittuza wat kulshinamakpas.
MAT.6.12	Kawarain nune au kwail kiamtu aizpa sɨnam sanaka.
MAT.6.13	Aumɨza kiwainchain, kwail kiamanpa.
MAT.6.13	Awara kwail kininmika aukin akane,
MAT.6.13	aumɨza watsat mɨlnanaka, kwail kiamanpa.
MAT.6.13	Nuin wanta ɨninnamtu. Nuin anza tɨntamika i.
MAT.6.13	Nuin an watsal iznazi, pailta payukima. Pailtu.’
MAT.6.14	U uspa kwail kiarɨt aizpa wat kulnarane, kawarain u chiyuras Papihshkas u kwail kiarɨt aizpa wat kulninnanazi. 
MAT.6.15	Mɨnpazha mamazpa kwail kiarɨt aizpa wat kultuchine, kawarain u Papihshne u kwail kiarɨt aizpa wat kulmanazi.”
MAT.6.16	“Dios akwa kumtukine, tayal kit chanchi. Une wat iztɨt awakana uzman. Uspane tayal kit matsɨh kittachi chaamtu, awa uspa kuamtuchi izanapa. Nane watcha uruza kainanamtus. Uspane uspa mɨlam mɨj me. 
MAT.6.17	Kancha Dios akwa kwashimtukine, matsɨh kit kit watsal ularawa, 
MAT.6.18	awa u Dios akwa kumtuchi izamanpa. U chiyuras Papihsh u kuamtuchi piankamnazi. U Papihshne, wan kularɨt aizpa izmumikane, Dios akwa kumtuchimikasha chiwazha mɨlam mɨlanazi.”
MAT.6.19	“Au sukinne kwazpa kulshiman. Kɨriyune au sukin pĩn tɨttu. Apane wan pɨttɨmtu. Apane walkumkas nap kit walkuamtu. 
MAT.6.20	Une chiyura kwazpa kulnintain. Suane kɨriyune pĩn tɨtmanazi. Suane chinkas pɨtkain. Suane walkumkas walkwan napkain. 
MAT.6.21	Chiyurain wa aizpa pashimturuzne chiyurain wa aizpa minñat kit pashianazi.”
MAT.6.22	“Kasu izkultane, awane kai izamtu. Kawarain kai iztamikane, wat kimtumikane, wat aizpa piankam kit wan wat kal nil kinazi. 
MAT.6.23	Kasu kai iztuchimikane mɨmtuchimikakana i. Suasne sun awa chiwazha watsal kal kisachi. Wat mɨrachimakane tɨlkwil chamtumikakana chanazi, wat kin pianchi akwa.”
MAT.6.24	“Mɨnminka paas anpatta kiwainasachi. Maza anpatta pashitne, mamazta pashimanazi. Maza anpatta kiwainshitne, mamazta kiwainsachi. Kawarain pialmin pashitmikane sun urain Diosta pashimanazi.”
MAT.6.25	“Katne, nane uruza kurunamtus. Apa uzamtuasmin, kumira kwan kawa minman. Kwazi kwan kawa minman. Ɨmtura kamisha kwana kawa minman. Awa akkwan kumira mɨjkas, nil uzna an wari. Awa wat camisha kwakas, nil uzna an wari. Suntuz mɨjchikas, ishkuman, Dios uruza iznamtu akwa. 
MAT.6.26	Chitchu ɨsalpara iztain. Chitchuruzne pippa wakain. Pippa pakkain. Ɨranchura pippa watsakain. Sunkana u chiyuras Papihshmin uspa kumira kwinamtu. Diosne chitchukin uruza anza wat kwinanazi, u chitchukin anza tɨnta mai akwa. 
MAT.6.27	An katsa kawishimtumikane paas kwajta an aks kawisachi.
MAT.6.28	U we mɨj aizpa kawa minñamtuasmin, u pĩnmin akwa mintakiwa. Sun ɨnkal wishta iz kit piankamtain. Wish kal kikainkas, pĩnkas sɨpkainkas, wishne watsal iztɨt. 
MAT.6.29	Salomónne, katsa ɨninmikane, paiña watsal pĩn kwaksham kwaara. Mane an kainanamtus. Wishne Salomónpa pĩnkin anza watsal iztɨt. 
MAT.6.30	Diosne wish kwiznintu, watsal iznapa. Maza payura wish chiktakas, wishne mamaz payura it kit pɨt kit impaktɨm. U Diosta we nɨjkulamtukas, Diosne mama uruza an wat kwira kinamtu. 
MAT.6.31	Katmizna ishkuman. Kumira we mɨjkas, ¿Chima kuwiznapai? kawa mɨmanachi. Pĩn kwaam we mɨjkas, ¿Chima kwaan ɨpai? mɨmanachi. 
MAT.6.32	Diosta pianchiruzne sunmin min kit pashiamtu. U chiyuras Papihshne u we aizpa wan pian. 
MAT.6.33	Katmizna une an ñancha Diosta paikwarain, Dios uruza paiña iztukin ɨninnanapa. Suasne Diosta paikwatpa, uruza paiña uztukin nil namninnanapa, watsal uzanapa. Kwiztane Diosne u wenamtu aizpa uruza mɨlananazi. 
MAT.6.34	Pailta payu awane akkwan tuntu kal kiarawa. Up kal tɨlwara kishimtu aizpa kawa mintuasmin, sun kalpa tɨlawara mintawa. Katmizna ma payu sun kalpa naizman.”
MAT.7.1	“Une mamazta kwail kirɨt kiznachi, Dios uruza kwail kiarɨt kizmanpa. 
MAT.7.2	Sun akwa nu mamazta nu kwail kirɨt kiztane, Diosne sunkanain nua kwail kirɨt kiznazi. Nu mamazpa kwail kirɨt mintane, Diosne sunkanain nu kwail kirɨt minnazi. 
MAT.7.3	Ainki pak aimpihshpa kasura naptane, usne kai izsachi. Ñana tɨ up kasura naptane, nune izmanazi. Kawarain akkwan kwail kimtumikane we kwail kimtumikasha nu kwail kirɨt kizsachi. 
MAT.7.4	Katsa tɨ up kasura waasmin, nune aimpihshpa ainki pak paiña kasura naptɨt aizpa uksachi. 
MAT.7.5	Nu wat awakanain namtɨt chamtukas, nune maiztachi. An ñancha up kasuras katsa tɨ uktawane, suasne nune kai izshina, aimpihshpa ainki pak kasuras ukna. Sunkana kamtanamtus: Nune Diosta paikwatpa, Dios up kwail wat kulnapa. Kwizta nune mamazta kiwainanazi, Dios usparuza wat kulnanapa.
MAT.7.6	Une mɨshimtuchiruza Dios watsal pitpa kaiznaman. Uspane aliz kwizakanain uruza kwashina. Une mɨshimtuchiruza Dios pitpa kaiznaman. Uspane kuzukanain mai. Uspane wanta mittɨ tat kit kulamtu.”
MAT.7.7	“U we aizpa Diosta paikwarain. Usne u wenamtu aizpa mɨlananazi. U we aizpa sairain, wanmalna. Diosta akwarain. Pɨjtakin tak tak kimtune, Diosne pɨjtakin chɨhtnanazi. 
MAT.7.8	Paikwatmikane sapnazi. Saimtumikane wanmalnazi. Pɨjtakin tak tak kikane, us akwa pɨjta chɨhtnanazi.
MAT.7.9	Papihshne painkulta kwira kinazi. Painkul kumira paikukane, papihshne uk kwinmanazi. 
MAT.7.10	Painkul pishkaru paikukane, papihshne kamta kwinmanazi. 
MAT.7.11	U kwail kiamtukas, une chiwazha wat mɨlam aizpa pashparuza kwinnashina. Up chiyuras Papihshne paikumtuza an akkwan watsal mɨlam kwinnanazi.
MAT.7.12	Awa uruza kiwainakane, une watsal uz. Kawarain une mamaztuza kiwainnarawa. Mamaztuza kiwainnarane, une Moisés kaizta aizpakas Dios kainammmika para aizpakas kiamɨznazi.”
MAT.7.13	“Au sura uztuasmin, sɨp pɨjtakimin naptain, nil miwara ɨnpa. Kancha mamaz aiz pɨjta wa. Aiz pɨjta naptawane, akkwan awane sun aiz miwara ĩntakima ɨamtu. 
MAT.7.14	Sɨp pɨjta wa akwa, pɨnmal mi akwa, awane sun sɨp mira sayasachi. Akkwanchi awaruzne chiyura uzna nuasachi.”
MAT.7.15	“Une kwail kamtamtuza kwiraruin cha izanaka, uspa kamtamtu aizpa mɨamanpa. Uspane wat awakanain izat kit u uzkin wanmakkanazi. Wat awa makpas kizamtukas, uspane pɨrail appat kit wan awara kwail kininnanazi. 
MAT.7.16	Une kwail kamtamtuza piankamanazi, uspa kwail kiamtu akwa, watcha kamtamtuchi akwa. Kawarain tɨrinul pu tɨttas pakkain. Wankail tɨ pippa pu tɨttas pakkain. 
MAT.7.17	Sunkanain wat tɨne wat pippa wam. Kwail tɨne kwail pippa wam. 
MAT.7.18	Wat tɨne kwail pippa wakain. Sunkanakas kwail tɨne wat pippa wakain. 
MAT.7.19	Wan tɨ wat pippa wakainne, kwat kit ĩnta paktam. 
MAT.7.20	Kawarain une kwail kamtamtuza piankamanazi, uspa kwail kiamtu akwa.”
MAT.7.21	“Wan nawa ‘ap anpat’ kizmuruzne Dios ɨnintukin nappamanazi. Chiyuras Papihsh kaizta aizpa kimturuzne nappanazi. 
MAT.7.22	Sun payu taizkane, akkwan awane nawa ka kizanazi: ‘Ap wat Anpat, aumɨza mɨzhain. Nua akwantuasmin, aune Dios watsal pit kainaramakpas. Nua akwantuasmin, aune awaras saliztuza ɨnintamakpas. Nua paikwantuasmin, aune akkwan iztasparɨt kal kitmakpas,’ kizanazi. 
MAT.7.23	Suasne nane uruza sɨnkanat kit sunkana kaiznanash: ‘U nawa nɨjkularachi akwa, nakis paimpa ɨrain. Une pailta payukima kwail kiarɨt,’ kiznanash.”
MAT.7.24	“Katmizna wan na kaizta aizpa mɨraruzkas na ɨninta aizpa kimtuzkas wat mɨmturuzkana mai. Usne, yal samtumikane, ukkin sara, nainmanpa. 
MAT.7.25	Katsa alu kimɨzkane, pi kulmɨz kit tɨnta inkwa pamɨzta yalkin. Sunkana yalne naintachi, ukkin yal sarɨt akwa. 
MAT.7.26	Na kaizta aizpa mɨmtuchimikakas na ɨninta aizpa kimtuchimikakas tɨmpa awakana i. Usne pi ksukin yal sammikakana i. 
MAT.7.27	Katsa alu kimɨztawane, pi kulmɨz kit tɨnta inkwa pamɨzta yalkin. Suasne pi wan kwara. Wan karɨt.”
MAT.7.28	Jesús wan kapal kamtarawane, wan awane us kamtara aizpa iztaspaarɨt. 
MAT.7.29	Usne Moisés parɨt aizpa kamtamtuzkana kamtanarachi. Usne mikwakana tɨnta kamtanara.
MAT.8.1	Jesús ɨzaras kihshkane, akkwan awane ussa kanpaara. 
MAT.8.2	Aya pɨttɨtmikane Jesústa kasha at kit Jesús iztakin wakpuj wain kit ka akwara:
MAT.8.2	—Anpat. Ap ña ishtu nawa namtashitne, namtazha, kizta.
MAT.8.3	Suasne Jesúsne paiña chihtɨkasa ussa pat kit ka kaizta:
MAT.8.3	—Watcha, nane nua namtashimtus. Me namtɨt, kizta.
MAT.8.3	Sun kizkane, usne aya pɨttɨtmikara wat namnintɨt. 
MAT.8.4	Jesúsne ussa kaizta:
MAT.8.4	—Mɨri. Nu wat parɨt aizpa mɨnainkas kainamman. Na kaiztu aizpa kitpa. Judío pariyara ɨt kit Moisés mɨlan ɨninta aizpa mɨlatpa. Sun kitpane, wan awane nu wat namtɨt piankamanazi.
MAT.8.5	Jesús Capernaum pɨpulura piannakane, Romano suldaru ɨninmikane Jesústa at kit ka akwara:
MAT.8.6	—Anpat mɨzha. Ap kiwainmumikane ap yalta kamara ishtu tui. Anne chasachi, kwisha ishtu akwa. Usne kwisha naiztu, kizta.
MAT.8.7	Jesúsne ussa ka kaizta:
MAT.8.7	—Nane ɨnash, ussa namtana, kizta.
MAT.8.8	Ɨninmikane ussa ka sɨnkara:
MAT.8.8	—Anpat mɨzha. Nane wat awakana chish, nu ap yalta napnapa. Ap kiwainmumikawa namtari kizkane, usne watcha namtɨt kirɨnazi. 
MAT.8.9	Kawarain ap mikwane nawa ɨnintu. Nakas aptuza ɨninnamtus. Mamazta “ɨt” kizkane, usne ɨm. Mamazta “anka” kizkane, usne am. Ap kiwainmumikasha “chiwazha kinpa” ɨninkane, kim. Katmizna nu ap kiwainmumikasha wat namtɨt kizkane, nane us wat namtɨnazi pianish.
MAT.8.10	Us kaizta aizpa mɨrawane, Jesúsne iztaspat kit ussa kanpamtuza kaiznara:
MAT.8.10	—Watcha kaiznamtus. An ampune Diosta wat nɨjkultu. Mɨnminkas Israel awaruztas sunkana nɨjkulamtuchi. 
MAT.8.11	Nane uruza kaiznamtus. Akkwan Israel chi awane pãn puzmuwaraskas pãn payapmuwaraskas Dios ɨnintukin piannanazi. Israel awaruz pianamtuchasmin, uspane an ñamin wanmakkanazi. Abrahamkasakas Isaackasakas Jacobkasakas uzat kit kuanazi. 
MAT.8.12	Israel awaruzne, an ñancha akwattuzne mizurainkas Dios ɨnintukin nappamanazi, nɨjkularachi akwa. Tɨlkwilta ɨninnarawane, uspane azat kit sula sɨt sɨt kianazi, naizamtu akwa.
MAT.8.13	Suasne Jesúsne ɨninmumikasha kaizta:
MAT.8.13	—Up yaltain ɨnka. Nu nɨjkulta aizpa sunkana kirɨt.
MAT.8.13	Sun urain paiña kiwainmumikane kakultɨt.
MAT.8.14	Jesúsne Pedrowa yalta ɨt. Suane usne Pedrowa suegrara kamara tu izta. Imu piztɨt tuazi. 
MAT.8.15	Jesús paiña chihtɨkasa ussa pizkane, imu kanintɨt. Usne kuhsak kit chiwazha kumira usparuza kumira kwinnamɨzta.
MAT.8.16	Tɨlparɨkane, awane Jesús tukin akkwan saliz piztɨttuza karaara. Jesúsne maza pit kaizkain salizta puzninnara. Wan inturuzakas kakulninnara. 
MAT.8.17	Diosne sun kinintɨt. Isaías kainammmikane ñamin ka pat kit kaizta: “Usmin au ishtu aizpakas au naiztu aizpakas kaninta,” kizta.
MAT.8.18	Jesúsne akkwan awara iznara. Jesús tukin kasha aakane, Jesúsne paiña kammuruza pi kwakara ɨninnara. 
MAT.8.19	Suasne Moisés kaizta aizpa kamtammikane at kit Jesústa ka kaizta:
MAT.8.19	—Anpat mɨri. Nane nua kanpashimtus, mɨnta ɨkwarakas up kammumika namna, kizta.
MAT.8.20	Jesúsne ussa sɨnkara:
MAT.8.20	—Ɨnkal kwizane paiña yal kul mɨj. Chitchukas yal mɨj. Nane ampu namtɨtmika ish. Sunkana nane mɨnta kwaizkulna mɨjchish. Mɨnpazha nawa kanpashitne, nane an sukin chinkas ussa kin namsachish.
MAT.8.21	Mamaz kanpammikane ussa kaizta:
MAT.8.21	—Anpat mɨri. Ap taitta irɨkane, nane an ñancha ussa kamna ɨnash. Ussa kamtawane, kwiztane nua kanpanash, kizta.
MAT.8.22	Jesús ussa sɨnkara:
MAT.8.22	—Ma kanpazha. Diosta pianchiruzne awa irɨtkanain uzamtu. Diosta pianchiruzne irɨttuza kamarɨnazi.
MAT.8.23	Jesúskas paiña kammuruzkas kanuawara waat kit ɨara. 
MAT.8.24	Masain tɨnta inkwa pamɨzta. Pine kanuara unainapain parɨt. Jesúsne pittɨt tuazi. 
MAT.8.25	Suasne kammuruzne ussa kasha aat kit ussa izkulnin kit ussa kaizara:
MAT.8.25	—Anpat mɨzain. Aumɨza watsat mɨlchain. Aune kanua pi unainapainmakpas, kizara. 
MAT.8.26	Usne kaiznara:
MAT.8.26	—¿Une chikishma katne ishkupuspas? Une nawa wat nɨjkulamtuchi, kiznara.
MAT.8.26	Suasne usne kuhsak kit pirakas inkwarakas kaizta: “Inkwa pamun. Pi kialmun.” Suasne inkwakas parachi. Pikas kalpain parɨt. 
MAT.8.27	Kanpanaruzne iztaspaat kit kaizara:
MAT.8.27	—¿Usne mɨnma kasa? Inkwakas pikas us kaizta aizpa mɨamtu, kizara.
MAT.8.28	Jesús pi kwakara, Gadara sura, piannakane, paas ampune pantióntas puzpail kit ussa kasha pianailta. Saliztuzne paasta pizarɨt. Paasas kwisha aliz warain. Mɨnminkas sun miwara pɨnsachi. 
MAT.8.29	Jesústa ka kwianmɨzpailta:
MAT.8.29	—Nune Dios Painkul i. ¿Aumɨza chima kishimtus? ¿Nune aumɨza an ñancha naizninna amas? Ma payu narɨt payu chi, kizpailta.
MAT.8.30	Kashain akkwan kuzuruzne kuamtu pura. 
MAT.8.31	Saliztuzne Jesústa ka paikwara:
MAT.8.31	—Aumɨza puznintane, kuzura ɨninchain, kuzura piznapa, kizara.
MAT.8.32	Jesúsne kaiznara:
MAT.8.32	—Sua ɨrain, kiznara.
MAT.8.32	Jesús saliztuza puzninkane, saliztuzne kuzura pizara. Usparuza piznarawane, masain wan kuzuruzne ɨzaras pirakima azain kihshat kit pira ɨat kit pi kwaarɨt.
MAT.8.33	Suasne kuzu izmuruzne ishkuat kit pɨpulura azain ɨara. Pianarawane, uspane uspa izara aizpa awaruza kainanamɨzta. Saliz puznintuzpa kainanamɨzta. 
MAT.8.34	Suasne akkwan pɨpuluras awane Jesús tukin ɨara. Sua pianarawane, uspane Jesústa paikuara, uspa sukis ɨnpa.
MAT.9.1	Suasne Jesúsne kanuara waat kit pi kwak kit paiña pɨpulura piannarɨt. 
MAT.9.2	Sua uspane chasachi intura kamara tukin iptɨt muaara. Chasachi intura karattuza iznarawane, Jesúsne uspa wat nɨjkulamtu piankam kit intura kaizta:
MAT.9.2	—Ap painkul mɨri. Tayalmun. Nane nu kwail kit aizpa me wat kultɨt, kizta. 
MAT.9.3	Suasne mɨnpazha Moisés kaizta aizpa kamtamtuzne usparuzpain ka minñara: “Sun ampune paiña pitkasain Diospa kwail kiztu.” 
MAT.9.4	Jesúsne uspa minñamtu aizpa piankam kit usparuza mɨmanara:
MAT.9.4	—¿Une chikishma katne kwail minñamtuas? 
MAT.9.5	¿Chikishma katne na kimtu aizpa mɨmamuspas? “Nane paiña kwail kit aizpa wat kulshinas. Kawarain paiña kamakis kuhsninshinas.” 
MAT.9.6	Nane uruza na kimtu aizpa annanash, ampu namtɨtmika an sukin ɨnintu piankamanapa. Nakas paiña kwail kirɨt aizpa wat kulninshinas. Nane au su uztuza ɨninshinamtu, kiznara. Suasne Jesúsne chasachi intumikara kaizta:
MAT.9.6	—Kuhsak kit up kama mɨl kit up yalta ɨrɨnka.
MAT.9.7	Chasachi intumikane kuhsak kit paiña yalta ɨrɨt. 
MAT.9.8	Awa sun kirɨt aizpa izarawane, uspane ishkuamɨzta. Dios an ampura watsal kal kinpa kiwainta akwa, uspane Dios kwisha wari kizara.
MAT.9.9	Miwara ɨmtuasmin, Jesúsne maza awara, Mateo muntɨtmikara, izta. Usne Roma gobierno pial sapmu yalkin kal kimtuazi. Ustukin piannakane, Jesúsne ussa kaizta:
MAT.9.9	—Nawa kanpazha, ap kammumika namnapa.
MAT.9.9	Suasne Mateone kuhsak kit ussa kanpara. 
MAT.9.10	Sun payu Jesúskas paiña kammuruzkas Mateowa yalta kwan ɨara. Akkwan Roma gobiernowa pial sapmuruzkas mamaz kwail kimtuzkas piannaara, uspakasa kwan. Judío ɨnintuzne “uspa kwail awa mai” minñara, Judío awa ɨninta aizpa mɨarachi akwa. 
MAT.9.11	Fariseo awa sun izarawane, uspane Jesústa kanpamtuza ka mɨmaara:
MAT.9.11	—¿Chikishma up kamtam pial sapmuruzkasakas mamaz kwail kimtuzkasakas kumtu? mɨmanara.
MAT.9.12	Sun mɨrawane, Jesúsne kaiznara:
MAT.9.12	—Nane tuttulkana ish. Kwail kimmikane ishtumikana i. Imtuchiruzne tuttul pashikain. Imtuin tuttul pashimtu. 
MAT.9.13	An watsal pit para aizpa piankamtain. Sun pit an ñamin Dios pɨnkɨhta ka parɨt: “U wakara piantana karamtukas, nane sun mɨlam pashitchish. Mamaztuza kiwainna an wari,” ka parɨt.
MAT.9.14	Juan munnammikawa kammuruzne Jesústa ɨat kit mɨmaara:
MAT.9.14	—¿Chikitma up kanpamtuzne Dios akwa pala kwatchin payura kuamtu? Uspa akwa impa chi. Aukas Fariseo awakas pishta payu kuamtuchimakpas. Au akwa impa, kizara.
MAT.9.15	Jesúsne sɨnkanara:
MAT.9.15	—Kasara pishtakin akwattuzne kasara kimtumika akwa tayalamtuchi. Usne usparuzkasa tuasmin, uspane kuamtu. Impachi. Kawarain ap kammuruz nakasa purasmin, uspane kuamtu. Impachi. Mamaz payura ap izmuchiruzne nawa pizara. Nane apain tuamanash. Sun payu taizkane, ap kammuruzne tayal kit kuamanazi. 
MAT.9.16	Nane masas kamtam uruza kamtananamtu. Ɨlapawa kamtamkanachi. An masas kamtam mɨmtumikane ɨlapawa kamtam mɨkain. Paasas kamtam kiasachi. Sunkanain mɨnminkas pɨtta pĩnta yalsachi masas pĩnkasa. Masas pĩnkasa yaltane, masas sɨpparawane, pɨttɨt pĩnne an pihsharɨm. 
MAT.9.17	Sunkanain masas chappi pɨtta ayara ultuchi, sulnapa. Masas chappi pɨtta ayara ultane, chappi sulkane, ayane pihshat kit chappi puz kit wan karɨnazi. Katmizna sultachasmin, masas chappi masas ayara wintawa, chappi sulnapa, paasas kamanpa. 
MAT.9.18	Jesús sun kiznamtuasmin, Judío ɨninmikane ussa at kit us tukin wakpuj wain kit kaizta:
MAT.9.18	—Ap pashune mamin ire. Nu at kit up chihtɨkasa ussa parane, usne kakul kit mamasa uznazi, kizta.
MAT.9.19	Jesúsne kuhsak kit uskasakas kammuruzkasakas ɨamɨzta. 
MAT.9.20	Suasne maza intu ashampane Jesús tukin ɨt. Doce añokima paiña aimpi pulparachi akwa, usne kwisha naizta. Jesúspa kwizpa at kit Jesúspa kwaksham puntakin paara. 
MAT.9.21	Usmin ka minta: “Paiña pĩnta paarane, wat paakwarakas,” minta.
MAT.9.22	Jesúsne puij chat kit ashampara iz kit kaizta:
MAT.9.22	—Ashampa mɨzha. Tayalmun. Nu nawa wat nɨjkulta akwa, nu wat pari, kizta.
MAT.9.22	Ashampane sun urain wat parɨt.
MAT.9.23	Judío awa ɨninmikawa yalta piannakane, Jesúsne akkwan kanta usamturuzakas akkwan azamturuzakas iznara. Uspane aat kit pashpara izara. Ussa watsat taara, kamna ɨnpain. Usne kaiznara:
MAT.9.24	—Akkis puztain, nimpihsh ashampa irachi akwa. Pittɨt tui, kiznara.
MAT.9.24	Sun mɨamtuasmin, uspane Jesústa ishanara. 
MAT.9.25	Awaruza puzninnarawane, Jesúsne kalmalta nap kit nimpihsh ashampawa chihtɨ pizta. Suasne usne kuhsak kit kunta. 
MAT.9.26	Wan awane sun sukin Jesús kit aizpa piankamara.
MAT.9.27	Suas puztawane, paas kasu izsachiruzne ussa kanpail kit ussa tɨnta kwianpailta:
MAT.9.27	—Aumɨza mɨzhain. Davidne up antikwa pampawa papihsh ara. Nu mikwa Davidpa kwal akwa, nu Diospa nɨrɨtmika akwa, aumɨza kiwainchain, kizpailta.
MAT.9.28	Jesús yalkin napkane, paasas kasu izsachiruzne us tukin ailta. Jesúsne usparuza ka mɨmara:
MAT.9.28	—¿U nawa nɨjkultukiwas. Na uruza izkulninshinaki?
MAT.9.28	Uspane kaizpailta:
MAT.9.28	—Watcha, Anpat. Aune nua nɨjkultuas, au paikumtu aizpa kinpa, kizpailta.
MAT.9.29	Suasne Jesúsne uspa kasura paat kit kaiznara:
MAT.9.29	—U nawa nɨjkultu akwa, une masain wat izashinai.
MAT.9.30	Uspa kasune izkulpailta. Suasne Jesúsne “sun kit aizpa mɨnainkas kainanamun,” kizta.
MAT.9.31	Tas puzpailtawane, uspane wan awaruza Jesús uspa akwa kirɨt aizpa kainanamɨzta.
MAT.9.32	Kasu izsachiruz puzpailkane, mɨnpazha Jesústukin aara. Uspane saliz piztɨt parasachimikasha karaara. 
MAT.9.33	Jesús salizta puzninkane, parasachimikane, paramɨzta. Awane iztaaspat kit kaizara:
MAT.9.33	—Aune Israel sura mizurainkas sunkanane iztakimakpas.
MAT.9.34	Fariseo awane ka kaizamɨzta:
MAT.9.34	—Salizpa katsa mikwane Jesústa kiwaintu, mamaz saliztuza puzninnanapa, kizara.
MAT.9.35	Jesúsne wan ainki pɨpulurakas wan katsa pɨpulurakas chamɨzta, Judío kammu yalkin kamtanana. Usne Dios watsal pit kainanara, awa Dios ɨnintukin uzanapa. Usne wan inturuzakas wan ishturuzakas kakulninnara. 
MAT.9.36	Wan awaruza iznamtuasmin, Jesúsne usparuza kiwainnashira. Uspane kwisha tayalat kit kwaizarɨt. Uspane pɨrikukana chaamtu, izmumika mɨjchin. 
MAT.9.37	Suasne Jesúsne paiña kammuruza kaiznara:
MAT.9.37	—Akkwan pippa pakna wakas, akkwan kal kimtuzne purachi. 
MAT.9.38	Katmizna pakmuwamikasha paikwarain, awaruza paiña pakmura pakninna ɨninnapa.
MAT.10.1	Suasne Jesúsne paiña doce kammuruza akwanat kit kiwainnara, kwail saliztuza puzninnanapa, wan tuntu intukas wan tuntu ishtukas kakulninarɨnpa.
MAT.10.2	Doce ɨnintuzne ka munmazi: An ñancha akwatmikane paas tuntu muntɨt. Simónne Pedrokas muntɨt. Paiña aimpihshne Andrés muntɨt. Santiagokas Juankas aimpihshpara. Sun paasne Zebedeowa painkul azi. 
MAT.10.3	Felipekas Bartolomékas purazi. Mamaz Tomáskas munazi. Mateone, Roma gobierno pial ñamin saptɨtmikane, azi. Santiagone, Alfeo painkul, azi. Mamaz Tadeo muntɨt. 
MAT.10.4	Simónne Cananeokas muntɨt. Judasne Iscariotekas muntɨt. Usne Jesústa Judío awa ɨnintuza chɨhkanara, Judío awa ussa pizanapa.
MAT.10.5	Jesúsne sun doce kammuruza sun watsal pit kainanapa ɨninnara. An ñamin usparuza ka kainanara:
MAT.10.5	“Judío awachiruz uzamtukin ɨman. Samaria awawa pɨpulura napman. 
MAT.10.6	Mane Israel awaruza, sun pɨriku karɨtkana puraruza, an watsal pit kwinta kin ɨrain. 
MAT.10.7	Diosne chiyuras ɨninana anpain. Kainawas ɨrain. 
MAT.10.8	Intura kakulninnarain. Irɨttuzakas kuhsninnarain. Pɨrɨt aya ishturuza watsaninnarain. Saliztuza puzninnarain. Na uruza kain mɨlanarɨt akwa, mamaztuza kain mɨlanarain.
