MAT.1.1	Yiesu 
MAT.5.34	ŋɑɑn min ŋɑnin yien’i e, nɑn i mi k i pol mɔb. Dɑɑ yien ɑ: ‹N pol sɑnpɑɑk,› k mɑɑn l tie Yennu nɑɑngbounŋ o. 
MAT.5.35	Dɑɑ yien ɑ: ‹N pol tingbounŋ,› k mɑɑn l tie Yennu tɑɑpɑnŋmɑɑtl e. A biɑ dɑɑ yien ɑ: ‹N pol Selusɑɑlenm,› k mɑɑn l tie Yɑbnt Yennu duo e. 
MAT.5.36	A biɑ dɑɑ yien ɑ: ‹N pol n yul,› k mɑɑn ɑ kɑn fit te k ɑ yukobuk yenn kuɑ n penn ɑmi k bɔnn, 
MAT.5.37	ŋɑɑn ŋɑɑnt mɑn k i jiinu i tie ‹Nnn,› ɑmi ‹Aɑi,› k mɑɑn l i tie k i pɑk siɑl k pukn lin nbɑ nɑ pɑɑk, l ji nyii Biit dɑɑnɔ mɑnŋ buol e.»
MAT.5.38	«I ponŋ biɑ gbiɑ k b din yien ɑ: ‹Suɑ i kpɑkl ɑ ninbinn, fɑn mun kpɑkl u yɑl k jiin pɑnn. Suɑ i fɑɑ’ɑ k fokt ɑ nyɑnn, fɑn mun fɑɑ’u k fokt u yɑl k jiin pɑnn,› 
MAT.5.39	ŋɑɑn min ŋɑnin yien’i e nɑn, i dɑɑ jiint lieb pɑnɑ. Suɑ i peb’ɑ tɑnpɑk ɑ niidiitu po kpiɑnu, fɑn ŋmɑnt ɑ gɑnŋ po mun k wun peb. 
MAT.5.40	Suɑ i yɑɑ wun sɑɑn nɑn’ɑ buut buol k sɑɑ gɑɑl ɑ suot, fɑn sɑk k wun tont ɑ liɑtfuouk biɑk kii sɑɑ. 
MAT.5.41	Suɑ i miɑ’ɑ ɑ, ɑ jii u jik-kpiɑtl k sɑɑn nɑn’n kiiluomiɑtl yenn, fɑn jii k sɑɑn nɑn’n kiiluomiɑtɑ ŋɑnle. 
MAT.5.42	Wun nbɑ miɑl’ɑ siɑl, fɑn tul’ɔ, k wun nbɑ mun biɑ luon k ɑ kpent’ɔ siɑl, fɑn kpent’ɔ k dɑɑ miin’ɔ.»
MAT.5.43	«I ponŋ biɑ gbiɑ k b din yien ɑ: ‹Ii luon 
MAT.5.44	ŋɑɑn min ŋɑnin yien’i e, nɑn ii luon i dɑtɑi mɑn, kii mei Yennu kii tien niib nbɑ muks’i nɑ. 
MAT.5.45	Ŋɑnn e sɑɑ te k i set kii tie i Bɑɑ nbɑ be sɑnpɑɑpo nɑ wɑɑs, k mɑɑn ŋuɑ e te k yennu do nifobiit nɑn nifoŋɑnm pɑɑk, k biɑ te k sɑɑk bɑɑ nifobiit nɑn nifoŋɑnm doi ni. 
MAT.5.46	L i tie k i luon bin nbɑ luon’i nɑ i e, nyɔlɑnt po e k i sɑɑ lɑ Yennu buol ni? L k tie nnɑ kɑɑ k 
MAT.5.47	K l i tie k i fuont i nɑɑ wɑɑs kuukuɑ i e, tuonŋɑnlɑnn po e k i tun k gɑl lieb i? Nnɑ kɑɑ k bin nbɑ k wɑɑ Yennu sɔnu nɑ mun tuun ii? 
MAT.5.48	L pɑɑk, ii tuun bonŋɑnɑ kii tien niib kul nɑn i Bɑɑ nbɑ be sɑnpɑɑpo k tuun k tien niib kul nɑ.»
MAT.6.1	«I dɑɑ tuun i tuonŋɑnɑ ɑ niib n lɑ k pɑk’i, k mɑɑn ii tuun nnɑ, i kɑn lɑ nyuɑt i Bɑɑ nbɑ be sɑnpɑɑpo nɑ buol ni.
MAT.6.2	«L i tie k ɑ yɑɑ ɑ tul tɑlɑs-dɑnm piini e, fɑɑ dɑɑ muɑntl nɑn kpinkpɑnni dɑnm nbɑ tuun biɑnŋ nbɑ 
MAT.6.3	Ŋɑɑn l i tie k ɑ yɑɑ ɑ pi tɑlɑs-dɑɑnɔ e, fɑn pi’u, k dɑɑ te k ɑ niigɑnŋ mi ɑ niidiitu nbɑ tuun lin nbɑ, 
MAT.6.4	k fɑɑ tuun lin nbɑ n biɑl wuol ni, k ɑ Bɑɑ nbɑ lɑɑt wuol ni nɑ sɑɑ pɑ’ɑ pɑɑnu ni.»
MAT.6.5	«L i tie k ɑ yɑɑ ɑ miɑl Yennu, fɑɑ dɑɑ tuun nɑn kpinkpɑnni dɑnm nɑ nbɑ tuun biɑnŋ nbɑ nɑ, k mɑɑn b luon bii sie Suifnbɑ jɑɑnti diet ni e, nɑn sɔnpɑɑtɑ nbɑ be doi ni, kii mei Yennu ɑ niib i lɑɑt’b. Bɑlmɔni e k n yien’i nɑ, b ponŋ gɑɑl b nyuɑt ɑ. 
MAT.6.6	Ŋɑɑn l i tie k ɑ yɑɑ ɑ miɑl Yennu e, fɑn kuɑ ɑ dieok ni k luon ɑ gɑnn, ŋɑɑn miɑl ɑ Bɑɑ nbɑ be wuol ni mɑnŋ, k ɑ Bɑɑ nbɑ lɑɑt lin nbɑ k ɑ tuun wuol ni nɑ sɑɑ tul’ɑ nyuɑt.
MAT.6.7	«L i tie k ɑ mei Yennu e, fɑɑ dɑɑ mɑntk mei mɔbonɑ nbɑ yɑb nɑn bin nbɑ k wɑɑ Yennu sɔnu nbɑ mei biɑnŋ nbɑ nɑ. B duki nɑn b miɑlu bonciɑnn pɑɑk e k b sɑɑ lɑ bɑɑ luon lin nbɑ. 
MAT.6.8	I dɑɑ tie nɑn ŋɑnm nɑ, k mɑɑn i Bɑɑ mɔnŋ ponŋ mi lin nbɑ k i luon k i dɑɑ k miɑl’ɔ. 
MAT.6.9	Yɑɑ tuu sii mei Yennu biɑnŋ nbɑ e nɑ:
MAT.6.9	‹T Bɑɑ nbɑ be 
MAT.6.9	ɑ sɑnn n lɑ dontl,
MAT.6.10	ŋɑɑnt k ɑ nɑɑn n bɑɑl,
MAT.6.10	ŋɑɑnt k ɑ lonm n tien 
MAT.6.10	nɑn lɑɑ tie Yendɔunŋ ni nɑ.
MAT.6.11	Tul’t mɑnn dɑɑl kul.
MAT.6.12	Nyikn cɑb t biit
MAT.6.12	nɑn tɑɑ mun nyikt cɑbt bin nbɑ biil’t nɑ.
MAT.6.13	A dɑɑ te k tin kuɑ jɑnmi ni,
MAT.6.13	ŋɑɑn nyinn’t bonbiil ni.›
MAT.6.14	«L i tie k i nyikt i lieb k cɑbt’b yuo nbɑ k b biil’i nɑ, i Bɑɑ nbɑ be sɑnpɑɑpo nɑ mun sɑɑ nyik k cɑb’i wɑɑ, 
MAT.6.15	ŋɑɑn i kii nyikt cɑbt i lieb biit, i Bɑɑ mun kɑn nyik cɑb i biit.»
MAT.6.16	«L i tie k i yɑɑ i lol mɔi e, i dɑɑ biil i nuni po nɑn kpinkpɑnni dɑnm nɑ, k mɑɑn b tuu biil b nuni po, ɑ suɑ kul n lɑ k bɑnn nɑn b lol mɔi e. Bɑlmɔni e k n yien’i nɑ, b ponŋ gɑɑl b nyuɑt ɑ. 
MAT.6.17	Ŋɑɑn, l i tie k ɑ lol mɔb i e, fɑn yibl ɑ nunm po k sɑɑt ɑ yut fɑnu. 
MAT.6.18	Lin nbɑ nɑ e sɑɑ te k lieb kɑn bɑnn nɑn ɑ lol mɔb ŋɑɑn ɑ Bɑɑ nbɑ be wuol ni nɑ kuukuɑ e sii mi, k ɑ Bɑɑ nbɑ lɑɑt lin nbɑ k ɑ tuun wuol ni nɑ sɑɑ tul’ɑ nyuɑt.»
MAT.6.19	«Dɑɑ kpɑɑn mɔktuk tingbounŋ nɑ ni, siɑn nbɑ k bonŋmiŋmɑbt nɑn tintɑni sɑɑ biil, k nɑn-yukb biɑ sɑɑ kuɑ k jɑn, 
MAT.6.20	ŋɑɑn mɑntk kpɑɑn Yendɔunŋ ni, siɑn nbɑ k bonŋmiŋmɑbt nɑn tintɑni kɑn fit k biil, k nɑn-yukb biɑ kɑn fit kuɑ k jɑn, 
MAT.6.21	k mɑɑn siɑn nbɑ k ɑ mɔktuk be nɑ, ɑ dudukt mun be lenŋ e.»
MAT.6.22	«A ninbinɑ e tie ɑ gbɑnɑnt fitl. L pɑɑk, ɑ ninbinɑ i ŋɑn, ɑ gbɑnɑnt kul po sii be yentu ni e, 
MAT.6.23	ŋɑɑn ɑ ninbinɑ i kii ŋɑn, ɑ gbɑnɑnt kul sii be bunbɔnn ni e. L pɑɑk, l i tie k yentu nbɑ be ɑ ni nɑ tɑn bɔnn, bunbɔnciɑɔnŋ i nɑ.»
MAT.6.24	«Suɑ kɑn fit tun k tul yonmdɑnm bɑnle. U sii nɑn yenɔ ŋɑɑn kii luon luɑ, ɑmi u sii niɑn yenɔ e, ŋɑɑn kii jɑkn luɑ nɑ. I kɑn fit wɑɑ Yennu nɑn tingbounŋ nɑ mɔktuk biɑk.
MAT.6.25	«L pɑɑk e te k n yien’i, i dɑɑ fɑbn i binbenŋ po nɑn yɑɑ sɑɑ di lin nbɑ ɑmi k nyu lin nbɑ, k biɑ dɑɑ fɑbn i gbɑnɑnt pɑɑk nɑn yɑɑ sɑɑ liɑ lin nbɑ. Mɑnfuol k gɑl jiet ii? K gbɑnɑnt mun biɑ k gɑl tiɑt ii? 
MAT.6.26	Gotl nuɑni nbɑ yuuk k lin nɑ. B k buul. B biɑ k jɑɑn k wu sukɑ nɑn nɑɑpɑɑt ni, ŋɑɑn k i Bɑɑ nbɑ be sɑnpɑɑpo nɑ dint’b. I k mɔk nyuɑt k gɑl nuɑni ii? 
MAT.6.27	I ŋmee sɑɑ fit fɔkn u mɑnfuol u dudukt nbɑ muksl’ɔ nɑ pɑɑk i?
MAT.6.28	«Bee k i fɑbn i mɔnŋ liɑnt pɑɑk i? Gotl mɑn tipuuk nɑn l ŋɑnt, ŋɑɑn b k tuun siɑl k fɑnŋt b mɔnŋ, 
MAT.6.29	ŋɑɑn n yien’i e, kpɑnbɑl Sɑɑlomɔn nbɑ lek din mɔk tɑŋɑnt biɑnŋ nbɑ, u din k mi liɑ liɑnt k l ŋɑn nɑn tipuut nɑ. 
MAT.6.30	Muɑt nbɑ be dinnɑ, ŋɑɑn wonn k b juo muu wɑɑ nɑ, Yennu nbɑ fɑnŋt’l biɑnŋ nbɑ nɑ, k u kɑn lɑnn yinm ii? Yinm yɑdɑ-kɑnpuɑnɑ dɑnm nɑ.
MAT.6.31	«L pɑɑk, i dɑɑ fɑbn k duki ɑ: ‹T sɑɑ di bee?› ɑmi: ‹T sɑɑ nyu bee?› ɑmi: ‹T sɑɑ liɑ bee?› 
MAT.6.32	Bin nbɑ k wɑɑ Yennu sɔnu nɑ bɑkɑ tuu be lin nbɑ nɑ kul ni e, ŋɑɑn i Bɑɑ nbɑ be sɑnpɑɑpo nɑ set mi nɑn i luon lin nbɑ nɑ kul ɑ. 
MAT.6.33	Ŋɑɑnt mɑn k i ninbinɑ i mɔn Yennu nɑɑn nɑn lin nbɑ tuok k Yennu yɑɑ yii tuun nɑ pɑɑk, k u sɑɑ jii bonɑ nbɑ nɑ kul k tul’i. 
MAT.6.34	L pɑɑk, dɑɑ te k wonn mɑɑn muks’i ni, k mɑɑn wonn e sɑɑ muks u mɔnŋ. Dɑɑl kul mɔk u fɑlɑ k l jɑnŋt’ɔ e.»
MAT.7.1	«I dɑɑ kpɑɑn lieb biit nbɑ k i sɑɑ fit tɑɑl’b l pɑɑk, k Yennu mun dɑɑ tɑɑl’i ni, 
MAT.7.2	k mɑɑn yɑɑ kpɑɑn lieb biit k tɑɑl’b biɑnŋ nbɑ nɑ, nnɑ e k Yennu mun sɑɑ tɑɑl’i, k biɑnŋ nbɑ k i biki k tien i lieb nɑ, nnɑ e k Yennu mun sɑɑ bikn k tul’i. 
MAT.7.3	Bee k ɑ goli lɑɑt muɑnu nbɑ be 
MAT.7.4	Nlee k ɑ sɑɑ yet ɑ luɑ ɑ: ‹Ŋɑɑnt k n nyinn muɑnu nbɑ be ɑ ninbinn ni nɑ,› ŋɑɑn k jɑɑntɑlk e be ɑ mɔnŋ ninbinn ni? 
MAT.7.5	Fin kpinkpɑnni dɑɑnɔ nɑ, nyint jɑɑntɑlk nbɑ be ɑ ninbinn ni nɑ sinsinn, k ji fit lɑ fɑnu k nyinn muɑnu nbɑ be ɑ luɑ ninbinn ni nɑ.
MAT.7.6	«I dɑɑ jikt lin nbɑ tie Yennu yɑl k tien bɔi, k mɑɑn l i tie k i tun nnɑ b sɑɑ fit ŋmɑt junt’i. I dɑɑ jikt lin nbɑ mɔk nyuɑt bonciɑnn k tien duoli, k mɑɑn l i tie k i tun nnɑ b sɑɑ ŋmɑt ŋmɑt nɑn tɑnt e.»
MAT.7.7	«Miɑt mɑn, k b sɑɑ tul’i. Lomin mɑn, k i sɑɑ lɑ wɑɑ. Kpɑɑn gɑnn mɑn, k b sɑɑ luot k tul’i, 
MAT.7.8	k mɑɑn wun nbɑ kul mei gɑɑn e, k wun nbɑ mun luon, u lɑɑt e, k wun nbɑ kpɑɑn gɑnn, k b luotl tien’ɔ. 
MAT.7.9	Yinm, i ŋmee k u bik sɑɑ miɑl’ɔ jiet k wun jii tɑnn k tul’ɔ? 
MAT.7.10	Ami ŋmee k u bik sɑɑ miɑl’ɔ jɑnŋ k wun jii wɑɑɔk k tul’ɔ? 
MAT.7.11	L i tie k yinm nbɑ tie biitdɑnm nɑ mi biɑnŋ nbɑ k i sɑɑ tul i wɑɑs bonŋɑnɑ, i Bɑɑ nbɑ be sɑnpɑɑpo nɑ ji kɑn tul bin nbɑ mei’ɔ nɑ bonŋɑnɑ ɑɑ?
MAT.7.12	«Biɑnŋ nbɑ k ɑ luon lieb ii tuun kii tien’ɑ nɑ, ii mun ii tuun nnɑ kii tien ɑ lieb, k mɑɑn Yennu 
MAT.7.13	«Kuɑn mɑn tɑnmɔyebk nɑ ni, k mɑɑn tɑnmɔb nbɑ kuɑ muu nbɑ kɑn mi kpien nɑ ni nɑ yɑln hei, k l sɔnu biɑ mɑn nɑn sonml, k niib bonciɑnn e kuɑ tɑnmɔb mɑnŋ ni. 
MAT.7.14	K mɑnfuol tɑnmɔb nɑ ŋɑnin tie bon-yebk e, k l sɔnu biɑ pɑɑl nɑn sonml, k niib wɑɑnm-nnɑ e lɑɑt.»
MAT.7.15	«Ii mi mɑn fɑɑk sɔkniinbɑ nɑ po, bin nbɑ bɑɑt i buol ni k nɑɑn nɑn pei nɑ, ŋɑɑn tie kinkɑtɑ nɑn bɑlmɔni nɑ. 
MAT.7.16	B tuonɑ ni e k i sɑɑ bɑnn bɑɑ tie bin nbɑ. B k lɑɑt luɑnɑ nbɑ k b yi 
MAT.7.17	Nnɑ e k tiŋɑnŋ kul luon luɑnŋɑnɑ, k tibiiuk mun luon luɑnbiit. 
MAT.7.18	Tiŋɑnŋ kɑn lon luɑnbiit. Tibiiuk mun biɑ kɑn lon luɑnŋɑnɑ. 
MAT.7.19	Tiik kul nbɑ k luon luɑnŋɑnɑ, b sɑɑ cuɑ’l e k lu’l muu ni. 
MAT.7.20	L pɑɑk, fɑɑk sɔkniinbɑ tuonɑ ni e k i sɑɑ bɑnn’b.»
MAT.7.21	«L k tie bin nbɑ yi’n ‹Yonmdɑɑnɔ, Yonmdɑɑnɔ› nɑ kul kɑɑ tɑn sɑɑ kuɑ Yennu nɑɑn ni, sie bin nbɑ sɑk n Bɑɑ nbɑ be sɑnpɑɑpo nɑ mɔb. 
MAT.7.22	 cɑɑtu mɑnŋ dɑɑl i tɑnŋ i bɑɑl, niib bonciɑnn e tɑn sii yi’n k yien ɑ: ‹Yonmdɑɑnɔ, Yonmdɑɑnɔ, t din k sɔknt Yennu mɑɑn ɑ sɑnn ni ii? A sɑnn ni e k t din nyint nɑlnbiit niib ni, ɑ sɑnn ni e k t biɑ tuun bɑktnɔunŋ tuonjɑɑnɑ.› 
MAT.7.23	L yuo k n mun tɑn sɑɑ jiin k yet’b ɑ: ‹N k mi’i ni, yinm biitdɑnm nɑ, sietl nnɑ mɑn.› »
MAT.7.24	«L pɑɑk, wun nbɑ kul gbiɑ n mɑɑn nɑ k wɑɑ’l fɑnu, n sɑɑ nɑnn’ɔ nɑn yɑndɑɑnsuɑ nbɑ din mɑɑ u ŋɑɑk tɑnpiiuk pɑɑk nɑ e, 
MAT.7.25	k sɑɑk tɑn bɑɑ, k nyun gbie k yɑt nɑn duo, k wounŋ dɑ k tut ŋɑɑk mɑnŋ dikpinɑ, ŋɑɑn k l lek sie kenken k k bɑɑ, k mɑɑn u din mɑɑ’l tɑnpiiuk pɑɑk e.
MAT.7.26	«Wun nbɑ kul gbiɑ n mɑɑn nɑ, ŋɑɑn yet l weiu, nɑɑn nɑn jɑjɑtsuɑ nbɑ din mɑɑ u ŋɑɑk tɑnbiini ni nɑ e, 
MAT.7.27	k sɑɑk tɑn bɑɑ, k nyun gbie k yɑt nɑn duo, k wounŋ dɑ tut ŋɑɑk mɑnŋ dikpinɑ, k l kul bet bɑɑ, k nɑn siɑl ɑ k tenn.»
MAT.7.28	Yiesu nbɑ din pɑk mɔbonɑ nɑ k gbenn yuo nbɑ, k u wɑnnu mɑnŋ din bɑkt nibul nɑ bonciɑnn, 
MAT.7.29	k mɑɑn u din wɑnt’b nɑn minu e, k k wɑnt’b nɑn 
MAT.8.1	Yiesu nbɑ din tɑn nyii juɑl mɑnŋ pɑɑk k sik yuo nbɑ, k niib bonciɑnn wɑɑ u puolpo. 
MAT.8.2	K gbɑɑtsuɑ bɑɑl k tɑn gbɑɑn u tuɑnn k yien ɑ: «Yonmdɑɑnɔ, l i tie k ɑ luon, ɑ sɑɑ fit k te k n ŋɑɑɔk nɑ n gbenn.»
MAT.8.3	K Yiesu tɑnt u nuu ŋɑɑn sii’u k yet’ɔ ɑ: «N luon. A ŋɑɑɔk mɑnŋ n gbenn.» L tɑɑkpɑɑk ni k u ŋɑɑɔk nɑ set gbenn. 
MAT.8.4	K Yiesu yet’ɔ ɑ: «Ii mi k ɑ yet suɑ mɑɑn nɑ, ŋɑɑn i sɑɑ Yennu mɑnntuɑ buol k jii ɑ mɔnŋ k wɑnn’ɔ, k biɑ mɑnn 
MAT.8.5	Yiesu nbɑ din kuɑ Kɑpelnɑunm yuo nbɑ k Luonm tinŋ sejenm yudɑɑnsuɑ cet’ɔ sɔnu ni, k bɑln’mɔ k yien ɑ: 
MAT.8.6	«Yonmdɑɑnɔ, n tuontunsuɑ e yiɑl. U gbɑnɑnt kpo wɑɑ, k l muks’ɔ bonciɑnn, k u duɑ dieok ni.»
MAT.8.7	K Yiesu yet’ɔ ɑ: «N sɑɑ sɑɑn k sɑɑ te wun pɑɑk.»
MAT.8.8	K u jiin ɑ: «Yonmdɑɑnɔ, n k ŋɑn nɑn fɑn bɑɑl kuɑ n ŋɑɑk ni, ŋɑɑn pɑkn mɔbonn e, k n tuontunnɔ nɑ n lɑ lɑɑfiɑ. 
MAT.8.9	K mɑɑn n mɔk bin nbɑ gɑl’n k yen’n, k n mun diɑ sejenm k yen’m, k fit yien yenɔ ɑ: ‹Ii sɑɑ,› k u sɑɑ, k yien luɑ ɑ: ‹Bɑɑt,› k u bɑɑt, k biɑ yien n tuontunnɔ ɑ: ‹Tient nnɑ, k u tie.› »
MAT.8.10	Yiesu nbɑ din gbɑt lin nbɑ nɑ, k l yɑɑl ŋɑɑn lit’ɔ, k u jiɑnt got niib nbɑ wɑɑ u puolpo nɑ k yet’b ɑ: «Bɑlmɔni e k n yien’i nɑ, n dɑɑ k mi lɑ yɑdɑ nɑ buolu suɑ buol nɑn Islɑɑeltieb sinsuuk ni wɑɑ. 
MAT.8.11	N yien’i e, niib bonciɑnn tɑn sɑɑ nyi yendopo nɑn yenbɑɑpo, k ŋɑnm nɑn Ablɑɑhɑɑnm, nɑn Isɑɑk, nɑn Sɑɑkɔb tɑn sɑɑ lɑkn k kɑl k di jɑɑnm Yennu nɑɑn ni, 
MAT.8.12	ŋɑɑn bin nbɑ k tie nɑɑn mɑnŋ ni niib nɑ, b tɑn sɑɑ jii’b k lu’b nɑn-yel po, bunbɔnn ni. Lenŋ mɑnŋ e k niib tɑn sii fɑbn mɔ k nyiitl nyɑnɑ.» 
MAT.8.13	K Yiesu din ŋmɑnt k yet sejenm yudɑɑnɔ mɑnŋ ɑ: «Ii kun. Fɑɑ tien yɑdɑ biɑnŋ nbɑ nɑ, l sɑɑ tun nnɑ e k tul’ɑ.» K u tuontunnɔ nɑ set din pɑɑk l yuo nɑ.
MAT.8.14	Tɔn, k Yiesu din sɑɑn kuɑ Piɑl ŋɑɑk ni k lɑ k Piɑl diɑnpuok duɑ yiɑl gbɑnɑntounŋ. 
MAT.8.15	K Yiesu sii u nuu, k u gbɑnɑntounŋ nɑ gbenn, k u fiil k tien’ɔ sɑɑɔnŋ.
MAT.8.16	L dɑɑl mɑnŋ dɑɑjuouk, k b din jii niib bonciɑnn nbɑ k nɑlnbiit be b ni nɑ, k bɑɑl nɑn’m Yiesu buol ni, k u lek pɑk mɑɑn k nɑlnbiit nɑ nyii, k biɑ tul bin nbɑ yiɑl nɑ kul ɑ lɑɑfiɑ. 
MAT.8.17	U din tun lin nbɑ nɑ ɑ 
MAT.8.18	Yiesu nbɑ din lɑ k nibulciɑɔnŋ tɑn lint’ɔ yuo nbɑ, k u yet u 
MAT.8.19	K Yennu 
MAT.8.20	K Yiesu yet’ɔ ɑ: «Lunlonɑ mɔk fɔli, k nuɑni mun biɑ mɔk tiɑt, ŋɑɑn 
MAT.8.21	Tɔn, k u puolpoweitieb yenɔ mun tɑn yet’ɔ ɑ: «Yonmdɑɑnɔ, ŋɑɑnt k n sɑɑn k sɑɑ pii n bɑɑ sinsinn ɑ.»
MAT.8.22	K Yiesu jiin yet’ɔ ɑ: «Ii wɑɑ’n, ŋɑɑn nyik k kpienm ii pii b kpienlieb.»
MAT.8.23	Yiesu nbɑ din kuɑ bulgbetl ni yuo nbɑ, k u puolpoweitieb mun wei k kuɑ. 
MAT.8.24	K wonpɑɑluk din fikt k dɑ mɔkgbenŋl mɑnŋ ni, k nyunpɑnɑ din pil k kuɑ bulgbetl nɑ ni k tɑn yɑɑ lin gbie, ŋɑɑn k Yiesu duɑ k guɑnt. 
MAT.8.25	K u puolpoweitieb din bɑɑl k fiin’ɔ, k yet’ɔ ɑ: «Yonmdɑɑnɔ, fiel’t. T sɑɑ kpo wɑɑ.»
MAT.8.26	K Yiesu yet’b ɑ: «Yinm yɑdɑ-kɑnpuɑnɑ dɑnm, bee k i tiin jɑŋmɑɑni?» ŋɑɑn fiil k tiɑn wounŋ nɑn nyunpɑnɑ nɑ pɑɑk ɑ bin ŋmin, k b set ŋmin suon nnɑ.
MAT.8.27	K l yɑɑl ŋɑɑn lit’b, k b ji boi b lieb ɑ: «Nilɔ nɑ tie nibuol bee? K wounŋ nɑn nyunpɑnɑ set sɑɑk u mɔb i?»
MAT.8.28	Yiesu nbɑ din puot Gɑɑliile mɔkgbenŋl nɑ, k u kuɑ Gɑɑdɑɑlenn
MAT.8.29	K b din yikn sɑnpɑɑpo wɑɑ k yien ɑ: «Fin Yennu Bijɑ, tinm nɑn fin, nlee mɑntk i? A bɑɑl nnɑ ɑ ɑ tɑn din’t fɑlɑ e, ŋɑɑn k l yuo nɑ dɑɑ k bɑɑl ii?»
MAT.8.30	Tɔn, k duoli bonciɑnn din sie kpinŋ po nnɑ wɑɑ, k di, k k fɔk nɑn’m. 
MAT.8.31	K nɑlnbiit mɑnŋ din bɑln Yiesu bonciɑnn k yet’ɔ ɑ: «L i tie k ɑ nyinn’t i e, fɑn tun’t k tin sɑɑn k sɑɑ kuɑ duoli nɑ ni.» 
MAT.8.32	K Yiesu yet’b ɑ: «Ii sɑɑ mɑn.» K b nyii jɑb mɑnŋ ni, k sɑɑn k sɑɑ kuɑ duoli nɑ ni, k duoli nɑ kul din tin billl, k sik juɑl nɑ pɑɑk k sɑɑ bɑɑ mɔkgbenŋl nɑ ni k dii nyun.
MAT.8.33	K bin nbɑ guu duoli mɑnŋ fiil k ciɑl k sɑɑn duo ni, k sɑɑ muɑnt lin nbɑ kul tien mɑnŋ, nɑn biɑnŋ nbɑ k nɑlnbiit nyii wɑɑtb nɑ ni. 
MAT.8.34	K duo nɑ niib kul ɑ din bit k sɑɑn k sɑɑ tuok Yiesu. Bɑɑ din lɑ’u yuo nbɑ, k b piin k bɑln’mɔ ɑ wun nyi b tinŋ ni.
MAT.9.1	Ŋɑnn e k Yiesu din ŋmɑt kuɑ bulgbetl nɑ ni, k puot mɔkgbenŋl nɑ gbingbɑnliel k kun u duo ni. 
MAT.9.2	K nisiɑb din tɑn jii jɑsuɑ nnɑ k u gbɑnɑnt kpo, k b din tien’ɔ liɑnŋ pɑɑk k bɑɑl nɑn’ɔ Yiesu buol ni. Yiesu nbɑ din lɑ bɑɑ tien’ɔ yɑdɑ biɑnŋ nbɑ nɑ, k u yet bɑɑtɔ nɑ ɑ: «N bik, ii mɔk pɑlcienn. N nyik cɑb ɑ biit ɑ.»
MAT.9.3	K 
MAT.9.4	Yiesu ŋɑnin din bɑnn b dudukt mɑnŋ ɑ, k boi’b ɑ: «Bee tien k i duki dudukbiit i pɑlɑ ni? 
MAT.9.5	Mɑɑ yet bɑɑtɔ nɑ ɑ: ‹N nyik cɑb ɑ biit› ɑmi mɑɑ yɑɑ n yet’ɔ ɑ: ‹Fiit kii sonm nɑ,› mɑɑn munle nɑ sinsuuk ni lɑnn po e pɑɑl i? 
MAT.9.6	N ji sɑɑ wɑnn’i nɑn 
MAT.9.7	K juɑ mɑnŋ fiil k kun. 
MAT.9.8	Nibul nɑ nbɑ din lɑ nnɑ mɑnŋ k jɑŋmɑɑni suol’b, k b piɑk dont Yennu nbɑ tul nisɑɑlk yiikuo nɑ buolu.
MAT.9.9	K Yiesu din nyii lenŋ k sɑɑ, k sɑɑ lɑ jɑsuɑ nnɑ, k b yi’u Mɑɑtieo, k u kɑl u tuonn pɑɑk lɑnpogɑɑldieok ni, k Yiesu yet’ɔ ɑ: «Fiit kii wɑɑ’n.» K u fiil k wɑɑ’u.
MAT.9.10	Yiesu nbɑ din sɑɑn Mɑɑtieo nɑ ŋɑɑk k sɑɑ kɑl k di jiet yuo nbɑ nɑ, k 
MAT.9.11	Fɑɑliisiɑnnbɑ nɑ nbɑ din lɑ nnɑ mɑnŋ, k b boi u puolpoweitieb nɑ ɑ: «Bee k i wɑntuɑ mɑnŋ di jiet nɑn lɑnpogɑɑltieb nɑn biitdɑnm i?»
MAT.9.12	K Yiesu din gbɑt b pinpɑɔk mɑnŋ k yet’b ɑ: «Bin nbɑ mɔk lɑɑfiɑ k luon tebtuɑ. Bin nbɑ yiɑl, ŋɑnm e luon tebtuɑ. 
MAT.9.13	Ii sɑɑ mɑn k sɑɑ tumi bɑnn lin nbɑ diɑn Yennu mɑɑn ni ɑ: ‹Min, Yennu, n luon ninbɑtinu e k gɑl 
MAT.9.14	Tɔn, k Sɑn puolpoweitieb din tɑn bɑɑl Yiesu buol ni k boi’ɔ ɑ: «Tinm nɑn Fɑɑliisiɑnnbɑ loln mɔi yuo kul ɑ. Bee tien k ɑ puolpoweitieb k loln i?»
MAT.9.15	K Yiesu din jiin k boi’b ɑ: «Puociɑnu i be, sɑɑnm sii mɔk pɑlbiil yuo nbɑ k puoyuokl sɔlɔ dɑɑ be b buol ni nɑ wɑɑ ɑɑ? Aɑi. Ŋɑɑn yuo bɑɑt, k b tɑn sɑɑ nyinn puoyuokl sɔlɔ nɑ b buol. L yuo e k b sɑɑ lol mɔi.
MAT.9.16	«Suɑ kɑn jii cɑbpɑɑnn k lik tɑkpel
MAT.9.17	Suɑ biɑ kɑn sɑk liɑk dɑpɑɑnin dɑlenkpel
