MAT.1.1	Inu nərgɨ tɨpɨ Iesu Kristo rat mɨn, kit in Kig Tefɨt, kən kit mɨn in Epraham.
MAT.5.23	“Kən o nat əh inəh, okəmə nian natuwɨn e olta e Nimə Rəha Uhgɨn məmə onəkos-ipən nat kit kəm Uhgɨn, məto ikɨn əh, nɨkim tɨnəht piam itəm tatol neməha kəm ik o nat kit nəmol kəm in itəm təsahmenən,
MAT.5.24	əpəs pitən rəham nat əh, kən muwɨn məplan piam muəg-ətuatɨp-in nətəlɨgən rəhatəlau, muapəs nolə tɨkɨmɨr, muea iolɨtɨlau mɨn, kən uarisɨg nəpanɨtəlɨg muwɨn mos-ipən nat kit rəham kəm Uhgɨn e olta əpəh e Nimə Rəha Uhgɨn.
MAT.5.25	“Kən okəmə nəmol nat kit təsahmenən e etəmim kit, kən etəmim un tolkeike məmə otɨləs ik muwɨn e kot, təwɨr məmə nakuwɨn uəhai əm, nian nəsianən əh e kot, kən muəg-ətuatɨp-in nɨpəgnəmtɨn rəhatəlau pitən. Okəmə nakapəs, etəmim un otɨləs-ipən ik e nelmɨ etəm tətakil nəghatən, kən etəm tətakil nəghatən otos-ipən ik e nelmɨ polis, kən polis otɨləs-ipən ik e kalapus. 
MAT.5.26	Nɨpahrienən iatən kəm itəmat məmə, okəmə tol nəhlan, okol nəsietən e kalapus mətoarus nakətou rafin agɨn nalpɨnən rəham.”
MAT.5.27	Kən Iesu tatəkəike matən-ipən kəm ilat məmə, “Itəmat nəmotəto rəkɨs nəghatən u məmə, ‘Itəmat itəm nəmotol marɨt rəkɨs, nəsotakləh-inən nɨpɨtan pɨsɨn mɨn.’
MAT.5.28	Məto io, io iatən kəm itəmat məmə nian suah kit itəm tɨnol marɨt rəkɨs tatəplan pətan pɨsɨn kit matolkeike məmə otakləh-in, kən in tɨnol rəkɨs təfagə rat e nɨkin, tahmen əm məmə in tɨnakləh-in pahrien. 
MAT.5.29	Okəmə nɨganəmtɨm tol ik natol təfagə, kən təwɨr məmə nakɨləs-irəkɨs mərakin. Təməwɨr məmə nɨpətɨm məsɨn tɨkə, taprəkɨs-in nɨpətɨm rafin okərakin-pən e nɨgəm asol namnun tɨkə.
MAT.5.30	Kən okəmə nelməm tol ik natol təfagə, kən təwɨr məmə nakətatɨp rəkɨs mərakin. Təməwɨr məmə nɨpətɨm məsɨn tɨkə, taprəkɨs-in nɨpətɨm rafin okərakin-pən e nɨgəm asol namnun tɨkə.”
MAT.5.31	Kən Iesu təmən mɨn məmə, “Itəmat nəmotəto rəkɨs nəghatən u məmə, ‘Etəmim itəm otapəs rəhan pətan, in otəkəike mos-ipən naoa kit kəm in itəm tatəgətun məmə in tɨnapəs in.’
MAT.5.32	Məto io, io iatən kəm itəmat məmə, okəmə pətan kit itəm təmol marɨt təsuwɨnən mehm suah pɨsɨn kit, məto rəhan iərman tatol tifos mətapəs in, kən suah un tatol təfagə rat. Kən okəmə pətan əh tatətəu-pən suah pɨsɨn, kən pətan əh tatol təfagə, məto nəmkakiəhən rəha iərman rəhan aupən. Kən suah u itəm tatit pətan əh, in mɨn tatol təfagə.”
MAT.5.33	Kən Iesu təmən mɨn məmə, “Nəmotəto rəkɨs nəghatən kit mɨn itəm iəgətun mɨn kəmotən kəm rəhatat pipi mɨn aupən məmə, ‘Nəsotətgəhlən noanawɨl mɨn rəhatəmat itəm nəmotos, məto nəkotəkəike motol nat naka itəm nəmotos noanawɨl lan kəm Uhgɨn məmə nəkotol.’
MAT.5.34	Məto io, io iatən kəm itəmat məmə, sotos əmən noanawɨl o nat kit məmə otol rəhatəmat nəghatən təskasɨk. Sotosən noanawɨl o nego e neai məto-inu ikɨn əh Uhgɨn tatərəmərə lan, kən nolən əh tahmen məmə noatos noanawɨl o Uhgɨn.
MAT.5.35	Kən sotosən noanawɨl o nətueintən məto-inu ikɨn əh Uhgɨn tatərəmərə lan, kən nolən əh tahmen məmə noatos noanawɨl o Uhgɨn. Kən sotosən noanawɨl o Jerusalem məto-inu ikɨn əh in taon rəha Uhgɨn, u in Kig asol ikɨn, kən nolən əh tahmen məmə noatos noanawɨl o Uhgɨn.
MAT.5.36	Kən sotosən noanawɨl o rəhatəmat-kapə, məto-inu rəhatəmat nəsanənən tɨkə məmə nakotəuhlin noanutəmat kit tuwa məruən o mapɨn. Uhgɨn əm tatərəmərə e natɨmnat e nəmegəhən rəhatəmat. Kən nolən əh tahmen məmə noatos noanawɨl o Uhgɨn. 
MAT.5.37	Məto apəs rəhatəmat nəghatən nian rafin otən əm nɨpahrienən. Kən okəmə rəhatəmat nətəlɨgən e nat kit in ‘əwəh,’ kən nakotən əm məmə, ‘əwəh.’ Kən okəmə rəhatəmat nətəlɨgən e nat kit in ‘kəpə,’ kən nakotən əm məmə, ‘kəpə.’ Nəghatən mɨn itəm kotaprəkɨs-in ‘əwəh’ o ‘kəpə,’ koatɨsɨ-pən e Setan.”
MAT.5.38	Kən Iesu təmatəkəike matən məmə, “Nəmotəto rəkɨs nəghatən kit məmə, ‘Okəmə suah kit tərəkɨn nɨganəmtɨm kit, kən netəmim okotərəkɨn mɨn nɨganəmtɨn kit. Kən okəmə suah kit tərəkɨn nəluəm kit, kən netəmim okotərəkɨn mɨn nəluɨn kit.’
MAT.5.39	Məto io, io iatən kəm itəmat məmə, nəsalpɨnən nəratən kəm etəmim itəm təmol tərat kəm ik. Okəmə suah kit təhai ik mem nɨkapɨm matɨp, kən nakəkəike maləlin-pən mɨn nɨkapɨm mol pəs tem mɨn. 
MAT.5.40	Kən okəmə suah kit tɨləs ik mian e kot, kən matəkəike ron ik məmə nakos-ipən rəham sot əkəku kəm in məmə otəg-ətuatɨp-in rəhatəlau nəratən, kən nakəkəike mos-ipən mɨn rəham sot asol. 
MAT.5.41	Kən okəmə mopael kit rəha netəm Rom tatəkəike ron ik məmə nəkɨləs rəhan kətɨm muwɨn kilometa kitiəh, məto ik nakəkəike mɨləs mɨn muwɨn kilometa kit mɨn tol kəiu. 
MAT.5.42	Okəmə suah kit tateasiə-in ron ik, kən ik nakəkəike mos-ipən kəm in. Kən okəmə suah kit tolkeike məmə in otos rəham nat kit muwɨn kənu mos mɨtəlɨg mɨn muwa, kən nəsənən məmə nakapəs, nakəkəike mos-ipən.”
MAT.5.43	Kən Iesu təmən mɨn məmə, “Nəmotəto rəkɨs məmə, ‘Onəkotolkeike rəhatəmat mɨn, kən motetəhau tɨkɨmɨr mɨn rəhatəmat.’
MAT.5.44	Məto io, io iatən kəm itəmat məmə onəkotolkeike rəhatəmat tɨkɨmɨr mɨn, kən motəfak o netəm mɨn u itəm koatol nəratən kəm itəmat,
MAT.5.45	kən nolən əh otəgətun məmə itəmat nenətɨ Uhgɨn rəhatəmat itəm tətatɨg ilɨs e nego e neai. Kən otol nəhlan məto-inu rəhatəmat tata Uhgɨn təmol mɨtgar tətasiəgəpɨn netəmim itəm kotəwɨr ne netəmim itəm kotərat, kən in mətahl-ipa nuhuən kəm netəm mɨn u itəm rəhalat nəmegəhən tətuatɨp, ne netəm mɨn u itəm rəhalat nəmegəhən təsətuatɨpən. 
MAT.5.46	?Okəmə nakotolkeike əm netəm mɨn u itəm kotolkeike itəmat, kən nɨkitəmat təht məmə Uhgɨn otətou itəmat o nolən kit itəm təwɨr? !Kəp! !Netəm mɨn u itəm koatos məni rəha takɨs, itəm katən məmə netəm rat, ilat mɨn kotolkeike ilat mɨn! 
MAT.5.47	?Kən okəmə nakotos əm itəmat mɨn neen moatəghat kəm ilat mɨn, məto tahro? ?Nɨkitəmat təht məmə nəkoatol nat kit itəm in təwɨr taprəkɨs-in netəm əpnapɨn? Kəp. Netəmim mɨn itəm kəsotɨtunən Uhgɨn, ilat mɨn koatol nəhlan. 
MAT.5.48	Tol nəhlan, itəmat nenətɨ Uhgɨn, nəkotəkəike motol nolən itəm in təwɨr mətuatɨp nian rafin, tahmen-pən əm məmə rəhatəmat Tata Uhgɨn in tatol.”
MAT.6.1	Kən Iesu təmən mɨn məmə, “Sotolən məmə nəkotol nolən mɨn itəm təwɨr kəm Uhgɨn məmə netəmim okotəplan itəmat ron. Okəmə nəkotol məmə netəmim okotəplan, kən Uhgɨn əpəh e nego e neai otəsətouən itəmat ron.
MAT.6.2	“Tol nəhlan, okəmə nakotos-ipən nat kit kəm ian-rat mɨn məmə nakotasitu elat, nəsotolən e nolən rəha netəmim itəm rəhalat nənən təwɨr, məto nɨkilat tamkɨmɨk. Nian ilat kotasitu e ian-rat mɨn, rəhalat iolwək mɨn koatahl təwi moatol-arəp e nimə rəha nuəfɨmɨnən ne ihluə e suatɨp asol məmə netəmim okotɨtun. Koatol nəhlan məmə netəmim okotɨsiai-in ilat. Nɨpahrienən iatən kəm itəmat məmə, ilat kɨnotos rəkɨs nətouən rəhalat, inəh nɨsiaiiən rəha netəmim. 
MAT.6.3	Məto itəmat, okəmə nakotos-ipən nat kit kəm ian-rat mɨn məmə nakotasitu elat, nəkotəkəike motol məmə netəmim okəsotəplanən, nat əpnapɨn rəhatəmat mɨn netəmim. 
MAT.6.4	Otol nəhlan məmə netəmim okotəruru rəhatəmat nolən wɨr mɨn, kən rəhatəmat Tata itəm tatəplan rəhatəmat nolən anion mɨn, in otətou itəmat o rəhatəmat nolən wɨr mɨn.”
MAT.6.5	Kən Iesu təmatəkəike matən məmə, “Nian nakotəghat kəm Uhgɨn e nəfakən, kən sotolən e nolən rəha netəmim itəm rəhalat nənən təwɨr, məto nɨkilat tamkɨmɨk. Netəm mɨn əh, ilat kotolkeike məmə okotətul əpəh e nimə rəha nuəfɨmɨnən, ne ihluə e suatɨp asol, kən motəfak məmə netəmim okotəplan motəto ilat. Nɨpahrienən iatən kəm itəmat məmə ilat kɨnotos rəkɨs nətouən rəhalat, inəh nɨsiaiiən rəha netəmim.
MAT.6.6	Məto nian nakotəghat kəm Uhgɨn e nəfakən, nakotuwɨn əpəh e nɨpəgnoa nimə rəhatəmat, kən motahtosɨg e toa, kən motəfak kəm Uhgɨn itəm tətatɨg ikɨn əh itəm netəmim kəsotəplanən itəmat. Kən rəhatəmat Tata itəm tatəplan rəhatəmat nolən anion mɨn, in otətou itəmat o rəhatəmat nolən wɨr mɨn.
MAT.6.7	“Kən nian nakotəghat kəm Uhgɨn e nəfakən, sotargətainən nəghatən mɨn tepət tepət u nɨpətɨn tɨkə, tahmen e netəm kotəruru Uhgɨn. Nɨkilat təht məmə rəhalat uhgɨn mɨn okotəto ilat o nəghatən mɨn tepət itəm koatəfak moatən.
MAT.6.8	Sotolən məmə ilat ne, məto-inu uarisɨg nakotətapəh ron, məto rəhatəmat Tata Uhgɨn tɨnɨtun rəkɨs nat naka itəm nakotoleike.
MAT.6.9	“Kən tol min-nəhlan, nian nakotəghat kəm Uhgɨn e nəfakən, kən otəfak mihin nulan:
MAT.6.9	‘Tata rəhatɨmat itəm nətatɨg e nego e neai, pəs netəmim kotɨsiai-in ik.
MAT.6.10	Pəs nərəmərəən rəham tuwa, kən pəs nat itəm ik nakolkeike in otuwa mol nɨpahrienən lan ikɨn-u e nətueintən, tahmen-pən əm ilɨs e nego e neai.
MAT.6.11	Os-ipa nagwənən kəm itɨmat tahmen-in rəha nian roiu.
MAT.6.12	Kən aluin məsalpɨnən, nolən rat mɨn rəhatɨmat, tahmen-pən əm məmə itɨmat ekotaluin məsotaskəlɨm-iəkɨsən e nɨkitɨmat nolən rat mɨn rəha netəmim itəm koatol nəratən kəm itɨmat.
MAT.6.13	Kən segəhan-inən itɨmat ekotuwɨn ima nos-ipən-os-ipənən, ikɨn itəm məta oekotakiə motol nolən rat, məto os-irəkɨs itɨmat e nelmɨ Setan.’
MAT.6.14	“Okəmə itəmat nəkotaluin, məsotaskəlɨm-iəkɨsən e nɨkitəmat nolən rat mɨn rəha netəmim itəm koatol kəm itəmat, kən rəhatəmat Tata Uhgɨn e nego e neai, in otaluin məsalpɨnən, rəhatəmat nolən rat mɨn.
MAT.6.15	Məto okəmə itəmat nəsotaluinən, motaskəlɨm-iəkɨs e nɨkitəmat nolən rat mɨn rəha netəmim itəm koatol kəm itəmat, kən okol rəhatəmat Tata Uhgɨn otəsaluinən kən malpɨn nolən rat mɨn rəhatəmat.”
MAT.6.16	Kən Iesu təmatən mɨn məmə, “Nian nakotətuakəm motapəs nagwənən motəfak kəm Uhgɨn, sotolən nɨganəmtɨtəmat təpou tahmen-pən e netəm mɨn u itəm rəhatəmat nənən təwɨr, məto nɨkilat tamkɨmɨk. Ilat koatol nɨganəmtɨlat tol pɨsɨn, məmə netəmim okotəplan ilat məmə nəumɨs tɨnus ilat, kən netəmim okotɨsiai-in ilat. Nɨpahrienən iatən kəm itəmat məmə ilat kɨnotos rəkɨs nətouən rəhalat, inəh nɨsiaiiən rəha netəmim.
MAT.6.17	Məto nian nakotətuakəm motapəs nagwənən moatəfak kəm Uhgɨn, onəkotaikuas e nɨganəmtɨtəmat, kən motol-pən oel etəmat, 
MAT.6.18	məmə netəmim okəsotəplanən məmə nakotətuakəm motapəs nagwənən moatəfak kəm Uhgɨn, kən rəhatəmat Tata itəm tatəplan rəhatəmat nolən anion mɨn, in otətou itəmat o rəhatəmat nolən wɨr mɨn.”
MAT.6.19	Kən Iesu təmatən mɨn məmə, “Təsəwɨrən məmə nəkotuargətain rəhatəmat nat wɨr mɨn e nətueintən u məmə rəhatəmat nautə otepət, məto-inu e nətueintən u, wɨn mɨn kotɨtun nunən, kən namtəən tɨtun nərəkɨnən natɨmnat mɨn əh, kən iakləh mɨn kotɨtun nəhapən rəhatəmat nimə motuwɨn imə kakləh-in rəhatəmat natɨmnat.
MAT.6.20	Məto təwɨr məmə nəkotuargətain rəhatəmat nat wɨr mɨn əpəh e nego e neai. Ikɨn əh wɨn mɨn kəsotunən, kən namtəən okol təsərəkɨnən natɨmnat mɨn əh, kən iakləh mɨn okol kəsotakləh-inən.
MAT.6.21	Iatən nəhlan məto-inu, ikɨn pəhruən rəhatəmat natɨmnat wɨr mɨn koatəməhl ikɨn, məto nian rafin nɨkitəmat otəkəike matəht natɨmnat mɨn əh-ikɨn əh.
MAT.6.22	“Nɨganəmtɨm in tahmen e lait itəm tatos-ipən nəhag-əhagən kəm nɨpətɨm. Okəmə nɨganəmtɨm mil kuəwɨr, tahmen əm məmə nɨpətɨm tərioah e nəhag-əhagən. 
MAT.6.23	Məto okəmə nɨganəmtɨm mil kuərat, tahmen əm məmə nɨpətɨm in tərioah e nalugɨnən. !Kən okəmə nəhag-əhagən e nɨpətɨm in napinəp əmən, tahmen əm məmə ik nəkətatɨg e napinəpən asol agɨn-əh!
MAT.6.24	“Etəmim tɨkə itəm tɨtun nuwamən in slef rəha etəm-iasol kəiu. Okəmə in tətalkut məmə otol nəhlan, kən otolkeike kit mol nəwian, kən metəhau kit məsolən nəwian. Okol nəsolən slef rəha Uhgɨn ne məni e nian kitiəh əm.”
MAT.6.25	Kən Iesu təmən məmə, “Kən o natɨmnat mɨn əh, io iatən kəm itəmat məmə, təsəwɨrən məmə nakotətəlɨg-in pɨk rəhatətmat nəmegəhən məmə onəkotun naka, kən motənɨm naka. Kən təsəwɨrən məmə nakotətəlɨg-in pɨk nɨpətɨtəmat məmə onəkotos hiə rəhatəmat napən. ?Nəukətɨ nəmegəhən rəhatɨmat tatəmegəh əm e nagwənən, o kəp? Kəp. ?Kən naka in nat asol o nɨpətɨtat, napən, o kəp? Kəp.
MAT.6.26	Otəplan-tu mənɨg mɨn itəm koatiwɨg moatan. Ilat kəsotasumən, kən ilat kəsotələhəu-wɨrən nagwənən e nɨpəgnoa nimə, məto Tata rəhatəmat e nego neai, in tatos-ipən nagwənən kəm ilat. ?Kən e nɨganəmtɨn, nɨkitəmat təht məmə in tolkeike pɨk itəmat taprəkɨs-in mənɨg mɨn? !Əwəh!
MAT.6.27	?Nɨkitəmat təht məmə rəhatəmat nətəlɨgən pɨk tɨtun nolən rəhatəmat nəmegəhən təfəməh? !Kəp! Nolən rəha nətəlɨgən pɨk təsafin-pənən aua kitiəh əm e rəhatəmat nəmegəhən.
MAT.6.28	“?Kən təhrol nɨkitəmat tatəht pɨk napən onəkotuwɨn lan? Nɨkitəmat təht-tu nəguɨ nɨg mɨn itəm koatəwiə əpnapɨn əm. Ilat kəsotol pɨkən wək o nəhlən rəhalat napən. 
MAT.6.29	Məto ekən kəm itəmat məmə Kig Solomon, in etəmim rəhan nautə tepət, kən rəhan napən itəm tatuwɨn-in, ilat kotəwɨr motaprəkɨs. Məto nəguɨ nɨg əpnapɨn mɨn kotəwɨr taprəkɨs-in rəhan napən.
MAT.6.30	Uhgɨn təmol manuwɨhl əpnapɨn əm təwɨr pɨk e nəguɨ nɨg mɨn əh. Məto manuwɨhl əh in rəha nian kitiəh əm, kən olawɨg kuwan e nɨgəm. ?Kən okəmə Uhgɨn tatol-wɨr manuwɨhl əh, kən nɨkitəmat təht məmə Uhgɨn otos-ipɨnə napən itəm nəkotəkəike motuwɨn lan? !Əwəh! In otol nəhlan. !Ei, rəhatəmat nahatətəən in təkəku agɨn!
MAT.6.31	“Tol nəhlan, təsəwɨrən məmə itəmat nakotətəlɨg-in pɨk məmə, ‘?Ekotun naka?’ o ‘?Ekotənɨm naka?’ o ‘?Ekotos hiə napən motuwɨn-in?’ 
MAT.6.32	Sotətəlɨg-in pɨkən. Netəm itəm kotəruru Uhgɨn, ilat koatətəlɨg-in pɨk natɨmnat itəm tol nəhlan. Məto itəmat nenətɨ Uhgɨn mɨn, kən rəhatəmat Tata əpəh e nego e neai, in tɨtun məmə nəkotəkəike motos natɨmnat mɨn əh.
MAT.6.33	Məto pəs onəkotol nərəmərəən rəha Uhgɨn, ne nəmegəhən ətuatɨp itəm Uhgɨn tolkeike, ilau okuətul aupən e nəmegəhən rəhatəmat. Nian nəkotol nəhlan, kən Uhgɨn otos-ipɨnə mɨn natɨmnat mɨn əh kəm itəmat.
MAT.6.34	Tol nəhlan, təsəwɨrən məmə nakotətəlɨg-in pɨk natɨmnat itəm onəkotəkəike motos olawɨg, məto-inu natɨmnat rəha olawɨg, ilat rəha olawɨg. Nəratən rəha nian kitiəh, in tɨnahmen rəkɨs rəha nian kitiəh.
MAT.7.1	Okəmə nakotakil rat netəmim, kən Uhgɨn otələhəu nəghatən rəha nalpɨnən rəhatəmat.
MAT.7.2	Tol nəhlan məto-inu, nəghatən əskasɨk itəm nakoatən məmə suah kit in etəm rat, kən Uhgɨn otətəu-pən əm o nənən rəhatəmat nolən rat mɨn. Okəmə nakotakil etəmim e nolən itəm tətuatɨp, kən Uhgɨn otakil itəmat e nolən itəm tətuatɨp. Məto okəmə nakotakil rat netəmim e nolən əskasɨk, kən Uhgɨn otakil itəmat e nolən ahmen mɨn əm.
MAT.7.3	?Tahro nakoatən nɨmɨsmɨsɨ nɨg itəm tətatɨg e nɨganəmtɨ piatəmat mɨn, məto itəmat nəsotəplanən nɨg asol itəm tətatɨg e nɨganəmtɨtəmat? 
MAT.7.4	?Kən tahro nakoatən məmə, ‘Ei piak, pəs ekos-irəkɨs nɨmɨsmɨsɨ nɨg e nɨganəmtɨm,’ məto nəsotəplanən nɨg asol e nɨganəmtɨtəmat? 
MAT.7.5	!Rəhatəmat nənən təwɨr, məto nɨkitəmat tamkɨmɨk! Otaupən, motos-irəkɨs nɨg asol e nɨganəmtɨtəmat, kən nəkotɨtun nəplan wɨrən nohrəkɨsən nɨmɨsmɨsɨ nɨg itəm tətatɨg e nɨganəmtɨ piatəmat mɨn.
MAT.7.6	“Sotos-ipənən natɨmnat rəha Uhgɨn kəm kuri mɨn, kən sotərakin-pənən rəhatəmat nat wɨr mɨn kəm pɨkəs mɨn.
MAT.7.7	Kən Iesu təmatəkəike matən məmə, “Ekən kəm itəmat məmə, otətapəh-in kəm Uhgɨn o natɨmnat, kən in otos-ipɨnə kəm itəmat. Kən otegəs-in pəs nakotehm. Kən otəht-əht toa pəs toa oterəh otəmat.
MAT.7.8	Ekən nəhlan məto-inu netəmim rafin itəm koatətapəh-in, kən okotos. Kən netəm mɨn u itəm koategəs-in, kən okotehm. Kən netəmim itəm koatəht-əht toa, kən toa oterəh olat.
MAT.7.9	“?Itəmat pah, nian nətɨn tatətapəh-in pɨret, məto in tatos-ipən kəpiel? !Kəp! 
MAT.7.10	?O, nian in tatətapəh-in nəm, məto in tatos-ipən sɨnek? !Kəp! 
MAT.7.11	Nat əpnapɨn itəmat netəmim rəha nətueintən nakotərat, məto nakoatos-ipən natɨmnat wɨr mɨn kəm nenətɨtəmat mɨn. !Məto Tata Uhgɨn e nego e neai, nolən rəhan in təwɨr pɨk maprəkɨs-in nolən rəhatəmat, kən nɨpahrienən, in otos-ipən natɨmnat wɨr mɨn kəm netəm mɨn u itəm koatətapəh-in ron!
MAT.7.12	Kən tol nəhlan, otol təwɨr kəm netəmim rafin e nolən mɨn rafin itəm nakotolkeike məmə netəmim okotol min kəm itəmat. Inu nɨpətɨ Lou itəm Uhgɨn təmos-ipən kəm Moses, ne nəukətɨ nəghatən itəm təmos-ipən kəm ien mɨn aupən.”
MAT.7.13	Iesu təmən mɨn məmə, “Itəmat onəkotəkəike motuwɨn-pən e nafiluə itəm təkəku, məto-inu nafiluə itəm iahgin ne suatɨp itəm tɨmətɨg əm tatuwɨn o nərəkɨnən, kən netəmim tepət koatuwɨn-pən e nafiluə əh. 
MAT.7.14	Məto nafiluə itəm təkəku, ne suatɨp itəm tiəkɨs tatuwɨn o nəmegəhən, kən netəmim noan məsɨn əm okotəplan.”
MAT.7.15	Kən Iesu təmən məmə, “Oatəto wɨr itəmat o ien eiueiuə mɨn. Ilat koatuwa moatəghat mətɨg e nolən əpou tahmen e sipsip, məto əpəh imə e nɨkilat, ilat kotahmen e kuri iarupɨn.
MAT.7.16	Kən e nəmegəhən rəhalat, nəkotəplan noan, kən nəkotɨtun naka tətatɨg e nɨkilat. Netəmim okol kəsotuwɨnən e nolkosɨk o iapɨl-iapɨl moatəhl noa nɨg itəm təwɨr mətehen tahmen e krep o fik.
MAT.7.17	Tol min-nulan, nɨg itəm təwɨr tatoe-in noan itəm təwɨr, məto nɨg itəm tərat tatoe-in noan itəm tərat. 
MAT.7.18	Nɨg itəm təwɨr okol təsoe-inən noan itəm tərat, kən nɨg itəm tərat, okol təsoe-inən noan itəm təwɨr. 
MAT.7.19	Nɨg mɨn rafin itəm kəsotoe-inən noalat itəm təwɨr, okəte rəkɨs ilat, kərakin-pən ilat e nɨgəm.
MAT.7.20	Tol nəhlan, e nəmegəhən rəha ien eiueiuə mɨn əh, onəkotəplan noan, kən nəkotɨtun naka tətatɨg e nɨkilat.
MAT.7.21	“Sənəmə netəmim rafin itəm kotaun-in io motən məmə, ‘Iərəmərə, Iərəmərə,’ itəm ilat kotɨtun nuwɨnən motatɨg ahgin nərəmərəən rəha Uhgɨn məto ilat mɨn əm u itəm koatol nəwia rəhak Tata itəm tətatɨg e nego e neai.
MAT.7.22	E nian Uhgɨn otakil netəmim rafin, netəmim tepət okotən kəm in məmə, ‘!Iərəmərə, Iərəmərə! ?Tahro? ?Nəkɨtun o kəp məmə, itɨmat emotən-iarəp nəghatən rəham itəm nəmos-ipa kəm itɨmat, kən motəhg-iarəp narmɨn rat mɨn e nərgəm, kən motol natɨmnat pɨspɨs mɨn e nərgəm?’ 
MAT.7.23	Kən oekən-ipən ətuatɨp kəm ilat məmə, ‘Aupən ekəruru itəmat, kən u-roiu mɨn ekəruru itəmat. !Otuwɨn isəu ron io, itəmat netəm noatol nolən tərat!’”
MAT.7.24	Kən Iesu təmol namnun rəhan nəghatən məmə, “Okəmə itəmat u itəm nəmotəto nəghatən mɨn u rəhak kən moatol, kən onəkotahmen e etəmim itəm tenatɨg, in təmiləkɨn-pən nəukətɨ rəhan nimə e kəpiel. 
MAT.7.25	Kən nuhuən təməfɨk, kən naruəh taiu, kən nɨmətag asol telel moh nimə. Məto nimə təsietən məto-inu kəmiləkɨn-pən nəukətɨn e kəpiel. 
MAT.7.26	Okəmə itəmat u itəm nəmotəto nəghatən mɨn u rəhak kən məsotolən, kən onəkotahmen e etəmim itəm təsətəlɨg-in wɨrən nolən natɨmnat kən in ialməl, in təmiləkɨn-pən nəukətɨ rəhan nimə e nɨməkləkɨl əm. 
MAT.7.27	Kən nuhuən təməfɨk, kən naruəh taiu, kən nɨmətag asol telel moh nimə. Kən nimə təmiet, kən nian təmiet, məto təmərat agɨn.”
MAT.7.28	Kən nian Iesu təmol namnun rəhan nəghatən, kən netəmim narmɨlat təmiwɨg pɨk ron, 
MAT.7.29	məto-inu nian tatəgətun, sənəmə tahmen e rəhalat iəgətun mɨn rəha Lou, məto rəhan nəghatən təfɨgəm, nepətən əh-ikɨn.
MAT.8.1	Nian Iesu təmeiuaiu-pa e nɨtot, netəmim tepət kəmotətəu-pən. 
MAT.8.2	Kən suah kit nɨmɨsən u leprosi
MAT.8.3	Kən Iesu təməg-əfəməh-in nelmɨn mələhəu-pən lan, mən məmə, “Əwəh. Iakolkeike. Əwɨr-ta.” Kən roiu agɨn-əh, nɨmɨsən leprosi təmagɨm mɨkə lan. 
MAT.8.4	Kən Iesu təmən-ipən kəm in məmə, “Əsən-iarəpən natɨmnat mɨn u kəm netəmim, məto uwɨn əm mehm pris kit pəs in tehm məmə nɨpətɨm tɨnol min-nulan, kən os-ipən kəm in nat u itəm Lou rəha Moses təmən o suah kit itəm rəhan leprosi tɨnɨkə, kən netəmim okotɨtun məmə nɨpahrienən nɨnəwɨr, kən rəham namkɨmɨkən tɨnɨkə.”
MAT.8.5	Kən Iesu təmuwɨn miet-arəpən əpəh e taon Kapaneam, kən etəm-iasol kit rəha mopael mɨn rəha netəm Rom təmuwa məplan Iesu, kən mətasək-pən ron matən məmə, 
