MAT.1.1	Ginn kaw lə Jeju Kirisitɨ kɨ ngonnkaw *Dabidɨ, kɨ ngonnkaw *Abiraham ə to kin: 
MAT.5.38	«In gər kadɨ ndu ta el ene: “Re de tɔ kum madɨ’ne ningə, in kadɨ tokɨ tɔ kum’ə tɔ, a re de tətɨ ngangɨ madɨ’ne ningə, in kadɨ tokɨ tətɨ ngang’a tɔ
MAT.5.39	Nan m’in m’el’se kadɨ in tanyi rɔ nje mendul el. Re de ində dow kɔt’i kɨ kɔl ə, in yətɨ dowə kɨ gəl ad’a ində ɓay. 
MAT.5.40	Re de aw sə’i non njegangita’tɨ kadɨ taa ku kɨ gɔjɨ lə’i ə, ad’a in kɨ ngal dɔ’tɨ. 
MAT.5.41	Re de ində tɔgɨ dɔ’i’tɨ kadɨ njiyə nja’i dər ə, njiyə si’ə njay dər joo. 
MAT.5.42	De kɨ ra kɨ dəj’i nya ə ad’a, ningə re de tunəi nya ə ɔg’ɔ el tɔ.
MAT.5.43	«In gəri tokɨ ndu ta el ene: “A in ndigɨ de mad’i, nan a ɔsɨ ta njeban lə’i
MAT.5.44	Nan, m’in m’el’se: In ndigɨ njeban’gɨ lə’se, elita kɨ Luwə tadɔ lə nje kɨ isɨ adi’se kon. 
MAT.5.45	In rai be kadɨ in ngann lə Baw’se Luwə kɨ nje kisi dɔran’tɨ. Tadɔ adɨ kadɨ ɔsi dɔ nje memajɨ’tɨ kɨ nje memajel. Adɨ ndi ədɨ dɔ njera nya’tɨ kɨ dana, kɨ njera nya’tɨ kɨ dana el. 
MAT.5.46	Kin ə in ndigɨ nje kɨ ndigɨ’se tɔ par ə, nyakugə goji ri ə Luwə a adɨ’se wa? *Njetalambo’gɨ kaa rai be tɔ. 
MAT.5.47	Kin ə rai lapiya ngannkon’se’gɨ par ə, ri ə to ta dangɨ ə rai wa? Tadɔ nje gər Luwə el kaa rai be tɔ. 
MAT.5.48	Ningə ingɨ, majɨ kadɨ in ndigɨ de’gɨ adɨ osɨ taga panyi tokɨ Baw’se Luwə kɨ dɔran’tɨ ndigɨ de’gɨ adɨ osɨ taga panyi kin be tɔ.»
MAT.6.1	«Kadɨ oyi majɨ, kin ə re isɨ rai nya kɨ ndu Luwə ndigɨ kadɨ rai ningə, majɨ kadɨ rai takum de’gɨ’tɨ kɨ kadɨ oyi’se el. Re rai be ningə, Baw’se kɨ isɨ dɔran’tɨ, a adɨ’se nyakugə goji lə’se el. 
MAT.6.2	Kin ə in ra kɨ njendoo ə, kadɨ tugə gəngɨ dɔ’tɨ kadɨ de’gɨ oyi el. In rai tokɨ njekədikum de’gɨ isɨ rai ginn kəykawnan’gɨ’tɨ lə Juwipɨ’gɨ kigo row’gɨ’tɨ kin el. Rai be kadɨ de’gɨ piti’de. Nan kɨ rɔta’tɨ, adɨ m’el’se, ingəi nyakugə goji lə’de nga. 
MAT.6.3	Nan in, lokɨ in ra majɨ kɨ njendoo’gɨ, majɨ kadɨ ji gəl’i gər nya kɨ ji kɔl’i adɨ el. 
MAT.6.4	Be ningə, nya lə’i kɨ adɨ kin to lo kiyə’tɨ, ningə Luwə kɨ oo nya’gɨ kɨ to lo kiyə’tɨ, a ugəi ɓang’a.»
MAT.6.5	«Lokɨ sii elita kɨ Luwə ningə, ononyi’se kadɨ rai tokɨ njekədikum de’gɨ sii rai kin be el. Njekədikum de’gɨ kɨ ndigɨ ngayn kadɨ rai taa me kəykawnan’gɨ’tɨ lə Juwipɨ’gɨ kɨ ngangɨ row’gɨ taa elita kɨ Luwə. Ingɨ rai be kadɨ de’gɨ oyi’de. Nan kɨ rɔta’tɨ, adɨ m’el’se, ingəi nyakugə goji lə’de nga. 
MAT.6.6	Nan in, lokɨ ge kelta kɨ Luwə ningə, majɨ kadɨ ur kəy to’i’tɨ, utɨ takəy dɔ’i’tɨ, elta kɨ Luwə lo kiyərɔ’tɨ kin, ningə Baw’i Luwə kɨ isɨ lo kiyərɔ’tɨ, a oo, ə a adi nya kɨ in dəj’ə.
MAT.6.7	«Lokɨ isɨ elita kɨ Luwə ningə, elita kɨ dɔnan’tɨ, dɔnan’tɨ to de’gɨ kɨ nje gər Luwə el be el. Ingɨ oyi eyina, me ta’tɨ kɨ kel ngayn kin ə Luwə a oo’n dɔ ndu’de. 
MAT.6.8	Majɨ kadɨ rai tokɨ ingɨ isɨ rai kin be el, tadɔ Baw’se Luwə gər nya’gɨ kɨ awi kɨ ndoo’ə, kete ɓay taa kadɨ eli si’ə ta dɔ’tɨ.
MAT.6.9	«Ingɨ ə, kadɨ elita kɨ Luwə eli eyina:
MAT.6.9	“Baw’je kɨ isɨ me dɔran’tɨ taa,
MAT.6.9	Kadɨ de kɨ ra gər tɔ’i tokɨ in Luwə,
MAT.6.10	Kadɨ Konɓe lə’i re.
MAT.6.10	Kadɨ de’gɨ rai ndigɨ lə’i dɔnangɨ’tɨ ne
MAT.6.10	Tokɨ nje kɨ dɔran’tɨ isɨ rai kin be tɔ.
MAT.6.11	Adɨ’je nyakusɔ’je kɨ asɨ ta’je me ndɔ’tɨ kɨ ɓone.
MAT.6.12	Inyə go majel’gɨ lə’je kɔ,
MAT.6.12	Tokɨ j’in kaa j’inyəi’n go majel’gɨ lə nje kɨ rai se’je majel kɔ kin be tɔ.
MAT.6.13	Inyə’je adɨ j’osɨ me nyanan’tɨ el,
MAT.6.13	Nan kadɨ ɔr’je ji Su’tɨ kɔ.
MAT.6.13	[Tadɔ in ə, konɓe, kɨ tɔgɨ, kɨ tɔɓar in lə’i bitɨ kɨ non’tɨ.]”
MAT.6.14	«Kin ə inyəi go majel’gɨ lə de’gɨ kɔ ningə, Baw’se kɨ isɨ dɔran’tɨ a inyə go majel’gɨ lə’se kɔ tɔ. 
MAT.6.15	A kin ə re inyəi go majel’gɨ kɨ de’gɨ rai sese kɔ el ningə, Baw’se a inyə go majel’gɨ lə’se kɔ el tɔ.
MAT.6.16	«Lokɨ ɔgi rɔ’se nyakusɔ ningə, majɨ kadɨ in sikiti kum’se sikiti sikiti to njekədikum de’gɨ kin be el. Ingɨ, sikiti kum’de kadɨ de’gɨ oyi’de tokɨ n’ɔgi rɔ’de nyakusɔ. Nan tokɨ rɔta’tɨ, adɨ m’el’se, ingəi nyakugə goji lə’de nga. 
MAT.6.17	Ningə in, lokɨ ɔgɨ rɔ’i nyakusɔ ningə, majɨ kadɨ togɨ takum’i sukɨ sukɨ, ə ndu dɔ’i bulu bulu. 
MAT.6.18	Tadɔ kadɨ de’gɨ gəri, tokɨ ɔgɨ rɔ’i nyakusɔ, el. Ningə, Baw’i kɨ isɨ lo kiyərɔ’tɨ par ə oo, in kɨ gər nya kɨ to lo kiyərɔ’tɨ a adɨ’se nya kɨ in dəji’ə.
MAT.6.19	«In mbonyi nyakingə’gɨ tadɔ lə’se dɔnan’tɨ dɔnan’tɨ dɔnangɨ’tɨ ne el. Dɔnangɨ kɨ in lokɨ nya kɨ səm’tɨ a ndusɨ ge, yon’gɨ a onyi ge, taa njeɓogɨ’gɨ a mbuti bolo bɔr kadɨ ɓogi ge. 
MAT.6.20	Nan kadɨ in sangi kadɨ awi kɨ nyakingə’gɨ lə’se dɔran’tɨ taa kɨ in lo kɨ nya kɨ səm’tɨ a ndusɨ el num, yon’gɨ a onyi el num, taa njeɓogɨ’gɨ a mbuti bolo bɔr kadɨ ɓogi el num tɔ. 
MAT.6.21	Tadɔ lo kɨ nyakingə lə’i in səm’tɨ, me’i a in səm’tɨ tɔ.»
MAT.6.22	«Kum de ə in lambɨ lə darɔ’a. Kin ə re kum’i oo lo majɨ ningə, darɔ’i pətɨ in me kunjɨ’tɨ. 
MAT.6.23	A kin ə re kum’i oo lo majɨ el tɔ ningə, darɔ’i pətɨ in me lo kɨ diw’tɨ tɔ. A kin ə re kunjɨ kɨ to rɔ’i’tɨ kin təl diw ningə, a in diw kɨ dum kelta’a.»
MAT.6.24	«De kɨ a ra kuləɓər lə ngar’gɨ joo goto: eke ɔsɨ ta kɨ kare ə, a ndigɨ kɨ nungɨ, eke kidɨ kɨ kare ə a uwə kɨ nje kɨ nungɨ tɔ. A asi kadɨ rai ɓər lə Luwə num, ɓər lə nar num el.»
MAT.6.25	In tadɔ kin ə, m’el’se kadɨ adi me’se ra sururu dɔ nyakusɔ’se’tɨ kɨ mann kanyi’se’tɨ kɨ kadɨ sii kɨ dɔ’se taa el, taa dɔ ku kɔ’se’tɨ el num tɔ. Tadɔ kisikidɔtaa utə nyakusɔ, taa darɔ de utə ku kɨ kɔ tɔ. 
MAT.6.26	Gonyi yəl’gɨ kɨ ra nali dann nəl’tɨ kin oyi, duwi ko el num, təti ko el num, taa kawi nya me dam’tɨ el num tɔ, nan Baw’se kɨ isɨ dɔran’tɨ taa, adɨ’de nya sɔi majɨ. Eke, ingɨ, utəi yəl’gɨ kin gidɨ banyi banyi el wa? 
MAT.6.27	Nan dann’se’tɨ ə asɨ kadɨ a ilə ngonn kadɨ kɨ nden be dɔ ndɔ kisikidɔtaa’tɨ kɨ takul me kɨ ra sururu lə’ne wa? 
MAT.6.28	Asi el, nga ra bann be ə me’se ra sururu dɔ ku kɔ’se’tɨ wa? Gonyi putɨ kam’gɨ kɨ rai me mu’tɨ kin oyi. Rai kulə madɨ el num, oji ku el num tɔ, nan 
MAT.6.29	ngar Salomon kɨ tɔ’a ɓar ngayn me nyakingə’tɨ kin kaa ɔɔ ku kɨ ndole asɨ nan kɨ kɨ kare dann’de’tɨ el
MAT.6.30	Ə kin ə Luwə ulə ku rɔ ngann mu’gɨ’tɨ kɨ j’oo’de ɓone, ə lo ti par ə a onyi por kin be ningə, ra bann ə in de’gɨ taa a ulə ku rɔ’se’tɨ el wa? In ton’gɨ me kunme’tɨ. 
MAT.6.31	Adɨ me’se ra sururu kadɨ eli eyina: «Ri ə j’a j’usɔi wa? Ri ə j’a j’anyi wa? J’a j’ingəi ku ra ə j’a j’ɔi wa?» el. 
MAT.6.32	Nya’gɨ kin pətɨ, in de’gɨ kɨ gəri Luwə el, ə sii sangi kɨ non kum de’tɨ. Ningə Luwə kɨ Baw’se kɨ isɨ dɔran’tɨ gər majɨ kadɨ awi kɨ ndoo’ə tɔ. 
MAT.6.33	Sangi Konɓe lə Luwə kɨ ra nya kɨ dana takum’ə’tɨ kete, ningə a adɨ’se ndəgɨ nya’gɨ kin pətɨ dɔ’tɨ. 
MAT.6.34	Adɨ me’se ra sururu ɔjidɔ ndɔ kɨ lo ti’tɨ el. Tadɔ ndɔ kɨ lo ti’tɨ aw kɨ me kɨ ra sururu lə’ne. Ndɔ’gɨ pətɨ awi kɨ nya torɔ kɨ sɔw dɔ’de, um awi kɨ mad’a dɔ’tɨ el.
MAT.7.1	Gangita dɔ de’tɨ el, kadɨ Luwə gangɨ ta dɔ’se’tɨ el tɔ. 
MAT.7.2	Tadɔ Luwə gangɨ ta dɔ’se tokɨ in gangi dɔ madɨ’se’gɨ’tɨ be tɔ. Ningə kadɨ gəri tokɨ nya kɨ mbɔji adi de’gɨ kin ə Luwə a mbɔjɨ’n adɨ’se tɔ. 
MAT.7.3	Ra bann be ə, oo bunə mu kɨ to kum ngonnkon’i’tɨ yo, ə oo kagɨ kɨ boi kɨ to yan’i’tɨ kin el wa? 
MAT.7.4	Kagɨ kɨ boi ə to kum’i’tɨ ne tɔ kin, nga kɨ gorow kɨ bann ə a el ngonnkon’i ene: «Ngonnkon’m, adɨ m’un bunə mu kɨ to kum’i’tɨ kin» wa? 
MAT.7.5	In njekədikum de’gɨ, un kagɨ kɨ boi kɨ kum’i’tɨ kin ningə to, a oo lo ar njay kadɨ un’n bunə mu kɨ kum ngonnkon’i’tɨ.
MAT.7.6	«Ononyi’se kadɨ adi nya kɨ ar njay busɨ’gɨ, nan be el ə a təli kɨ dɔ’se’tɨ to tonyi’se. Be tɔ’a in ɓuki mədikɔsɨ’gɨ lə’se non kɔsongɨ’gɨ’tɨ el, nan be el ə a in njiyəi dɔ’tɨ, mbisəi kɨ nja’de.»
MAT.7.7	«Dəji ə a adi’se, sangi ə a ingəi, indəi takəy ə a tei adi’se. 
MAT.7.8	Tadɔ de kɨ dəjɨ ə a adi’ə, de kɨ sangɨ ə a ingə, de kɨ ində takəy ə a tei adi’ə tɔ. 
MAT.7.9	Nan dann’se’tɨ ə ngonn’o dəj’ə mapa ningə un mbal taa ad’a wa? 
MAT.7.10	Eke dəj’ə kanjɨ ningə un lii taa ad’a wa? 
MAT.7.11	A kin ə, ingɨ kɨ in de’gɨ kɨ majel kin mindɨ ə gəri row kadɨ nya kɨ majɨ ngann’se’gɨ ningə ra bann be ə, Baw’se kɨ isɨ me dɔran’tɨ taa kin taa a adɨ nya kɨ majɨ de’gɨ kɨ dəji’ə el wa?
MAT.7.12	«Nya’gɨ pətɨ kɨ in ndigɨ kadɨ de’gɨ rai adi’se kin ə rai adi’de tɔ. Tadɔ inɓe kin ə in nyando kɨ to me ndukun’gɨ’tɨ lə Mojɨ num, me ta’gɨ’tɨ kɨ njekeltakita Luwə’tɨ ndangɨ num tɔ.
MAT.7.13	«Uri kɨ tarow kɨ mbəngirə, tadɔ tarow kɨ tatɨ panyi te row’tɨ kɨ tatɨ panyi’tɨ kɨ kun’ə on el, kɨ nje kaw kɨ de’gɨ tujɨ’tɨ. Nga ningə, in row’ə kin ə de’gɨ ngayn uni. 
MAT.7.14	Ningə tarow kɨ nje kaw kɨ de’gɨ kajɨ’tɨ ta’a in mbəngirə ba, uwə de’gɨ. Ningə row’ə kin, njekun’ə’gɨ in ngayn el.
MAT.7.15	«Indəi kumkədɨ dɔ rɔ’se’tɨ kɨ rɔ nje ɓar rɔ’de njekeltakita Luwə’tɨ nan ingɨ el. A rei rɔ’se’tɨ, a oyi gidɨ’de taga ne in batɨ’gɨ, nan me de’tɨ kəy, in jagum’gɨ kɨ njetɔko nyakul’gɨ. 
MAT.7.16	A in kigo kulə ra’de’tɨ nga ə a gəri’de. De a ujə kandɨ nju dɔ konn par’tɨ el, taa de a ujə kandɨ mbaykote dɔ konn ngan’tɨ el tɔ. 
MAT.7.17	Kagɨ kɨ majɨ, ningə a andɨ kandɨ kɨ majɨ, ə kagɨ kɨ majel, a andɨ kandɨ kɨ majel tɔ. 
MAT.7.18	Kagɨ kɨ majɨ kɨ kadɨ a andɨ kandɨ kɨ majel goto, taa kagɨ kɨ majel kɨ kadɨ a andɨ kandɨ kɨ majɨ kaa goto tɔ. 
MAT.7.19	Kagɨ kɨ ra kɨ andi kandɨ kɨ majel, a tugəi’ə kadɨ iləi’ə me por’tɨ kɔ. 
MAT.7.20	Adɨ, a in kigo kuləra nje ngom’gɨ kɨ nje k’el k’ene n’in njekeltakita Luwə’tɨ ə a gəri’de.»
MAT.7.21	«In nje kɨ sii ɓari m’in “Burəɓe, Burəɓe!” ta’de’tɨ ne par kin ə a uri pətɨ Konɓe’tɨ lə Luwə el, nan in nje kɨ sii rai go ndigɨ’tɨ lə Bai kɨ isɨ me dɔran’tɨ taa. 
MAT.7.22	Ndɔ gangita’tɨ ə, de’gɨ ngayn a eyina: “Burəɓe, Burəɓe! in me tɔ’i’tɨ el ə j’eli’n ta kɨ ta Luwə’tɨ wa? In me tɔ’i’tɨ el ə jɨ tuwə’n ndil’gɨ kɨ majel wa? In me tɔ’i’tɨ el ə jɨ ra’n nyakɔjɨ’gɨ ngayn kɨ ətɨ ɓol ɓol wa?” 
MAT.7.23	Ningə lo kin’tɨ, m’a m’el’de kɨ taga wangɨ m’ene: “Ɔri rɔ’se sanyi nu, m’gər’se nja kare el, in kɨ in njeramajel’gɨ
MAT.7.24	«Be ə, de kɨ ra kɨ oo ta’gɨ kɨ m’el kin, ə təl rɔ’ne go’tɨ ningə, to to de kɨ njekumkar, kɨ ra kəy lə’ne dɔ gadi’tɨ be. 
MAT.7.25	Adɨ lokɨ ndi ədɨ ningə, mann kon lo re un kəy kakin, taa nəl kaa ulə kɨ dɔ’tɨ tɔ, nan kəy budɨ nanga el, tadɔ ngirə in dɔ gadi’tɨ. 
MAT.7.26	Nan de kɨ ra kɨ oo ta’gɨ kɨ m’el kin, ə təl rɔ’ne go’tɨ el ningə, to to de kɨ mbo, kɨ ra kəy lə’ne dɔ nangira’tɨ be. 
MAT.7.27	Adɨ lokɨ ndi ədɨ ningə, mann kon lo re un kəy kakin, num taa nəl kaa ulə kɨ dɔ’tɨ tɔ, ningə kəy budɨ nanga mur mur, adɨ tor’o to dilə yiw.»
MAT.7.28	Lokɨ Jeju tɔlta ta lə’ne, nyando li’ə ətɨ bulə de’gɨ ɓol kɨ dum. 
MAT.7.29	Tadɔ ndo nya to de kɨ aw kɨ tɔgɨ kɨ in rɔ Luwə’tɨ, um ndo nya to njendo’de ndukun’gɨ lə Luwə el.
MAT.8.1	Lokɨ Jeju in kɨ dɔ mbal’tɨ isɨ ur kɨ nanga, bulə de’gɨ ngayn in go’ə’tɨ. 
MAT.8.2	Njebanjɨ kare te re rɔ Jeju’tɨ, ɔsi məkəsi’ne nanga non’a’tɨ, ningə el’ə ene: «Burəɓe, re in ndigɨ ə, a adɨ banjɨ lə’m ur kadɨ rɔ’m ar njay.» 
MAT.8.3	Jeju ulə ji’ne, ɔdɨ’n’ə, ningə el’ə ene: «M’ndigɨ, ə kadɨ banjɨ lə’i ur, adɨ rɔ’i ar njay.» Tanan’tɨ non, banjɨ li’ə ur, adɨ rɔ’a ar njay. 
MAT.8.4	Go’tɨ Jeju el’ə ene: «Ononyi kadɨ el ta’a de madɨ, ə aw ɔjɨ rɔ’i njekujənyamosɨ kadikare ningə adɨ kadikare kujənyamosɨ kar rɔ tokɨ ndukun lə Mojɨ dəjɨ’n. Ra be kadɨ gəri tokɨ banjɨ lə’i ur adɨ ingə lapiya
MAT.8.5	Jeju isɨ ur kɨ me ɓe’tɨ kɨ Kapernayim ningə, de kɨ Rɔm’tɨ kare kɨ in kibo lə kutɨ njerɔ’gɨ kɨ ɓu, re rɔ’a’tɨ, non kɨ dɔ’a’tɨ ene: 
MAT.8.6	«Burəɓe, njekulə lə’m kare to monyi ɓe non, nja’a oy njururu, adɨ ingə kon ngayn.» 
MAT.8.7	Ə Jeju el’ə ene: «M’a m’aw kadɨ m’aj’a.» 
MAT.8.8	Nan kibo lə kutɨ njerɔ’gɨ kɨ ɓu təl el’ə ene: «Burəɓe, m’in m’asɨ kadɨ ində nja’i ta kəy’tɨ lə’m el, ə elta kare par ə ngonn njekulə lə’m a ingə lapiya. 
MAT.8.9	M’el be tadɔ, m’in kɨ dɔ’m m’in ginn tɔgɨ’tɨ lə nje kɨ dɔ’m’tɨ, ningə m’aw kɨ njerɔ’gɨ ginn tɔgɨ’tɨ lə’m tɔ. Adɨ re m’el njerɔ kare m’ene: “Aw!”, ningə aw; re m’el kɨ nungɨ m’ene: “Re!”, ningə re; kin ə m’el ngonn njekulə lə’m m’ene: “In ra nya kin be!”, ningə ra nya’a kakin tɔ.» 
MAT.8.10	Lokɨ Jeju oo ta kin ta’a’tɨ, pit’ə, ə el nje kɨ ra njiyəi go’ə’tɨ ene: «Tokɨ rɔta’tɨ adɨ m’el’se, ko kunme kɨ be kin m’ingə rɔ de madɨ’tɨ dɔnangɨ kɨ Isirayel’tɨ el ɓay. 
MAT.8.11	Nga ningə, m’el’se ɓay tɔ, de’gɨ ngayn in Juwipɨ’gɨ el, a in kɨ lo kuwə kadɨ’tɨ, lo kurkadɨ’tɨ kadɨ rei sii ta nyakusɔ’tɨ kɨ Abiraham, Isakɨ kɨ Jakobɨ me Konɓe lə Luwə. 
MAT.8.12	Nan nje’gɨ kɨ kete kɨ Konɓe kɨ dɔran’tɨ sɔw dɔ’de, a ɓuki’de kɔ taga, me lo kɨ diw’tɨ. Lo kɨ a nonyi’tɨ ge, a ngori ngangɨ’de’tɨ ge.» 
MAT.8.13	Ningə, Jeju təl el kibo lə kutɨ njerɔ’gɨ kɨ ɓu kakin ene: «Majɨ, aw! Ningə kadɨ ngonn njekulə lə’i ajɨ kigo kunme’tɨ lə’i kin.» Ningə dɔ kad’a’tɨ non, ngonn njekulə li’ə ingə lapiya tɔ.
MAT.8.14	Go’tɨ, Jeju aw me kəy’tɨ lə Piyər ningə, oo məm’ə kɨ dene to nanga, rɔ’a on por rigɨ rigɨ. 
MAT.8.15	Ə Jeju ɔdɨ ji’ə, ningə, rɔ’a kɨ kete tingə ngayn kakin, təl sɔl, adɨ ingə lapiya. Go’tɨ, ində taa ra nyakusɔ adɨ Jeju.
MAT.8.16	Lokɨ lo sɔl, de’gɨ rei kɨ njemonyi’gɨ ngayn kɨ ndil’gɨ kɨ majel rai’de, rɔ Jeju’tɨ. Adɨ Jeju tuwə ndil’gɨ kɨ majel kakin dɔ’de’tɨ kɔ kɨ ta kɨ ta’ne’tɨ, taa ajɨ njemonyi’gɨ pətɨ tɔ. 
MAT.8.17	Be kadɨ ta kɨ njekeltakita Luwə’tɨ Ejay el kakin tɔlta’ne. Ejay ene:
MAT.8.17	«Ɔy tujɨ’gɨ,
MAT.8.17	Kɨ monyi’gɨ lə’je kɨ dɔ’ne’tɨ
MAT.8.18	Ndɔ kare, Jeju oo bulə de’gɨ ngayn iləi nan gugɨ gid’ə, ilə ndu’ne adɨ njendo’gɨ lə’ne kadɨ n’gangi ba, nanyi dowə’tɨ kɨ kare. 
MAT.8.19	Lo kin’tɨ, njendo ndukun lə Luwə kare re rɔ Jeju’tɨ el’ə ene: «Njendo de’gɨ, m’a m’un go’i lo’gɨ pətɨ kɨ a aw’tɨ.» 
MAT.8.20	Ə, Jeju el’ə ene: «Njan’gɨ ai kɨ ɓe to’de, taa yəl’gɨ ai kɨ kəy lə’de tɔ, nan m’in *Ngonn de m’aw kɨ lo kɨ kadɨ m’ulə dɔ’m’tɨ el.» 
MAT.8.21	De kare dann njendo’gɨ’tɨ lə Jeju el’ə ene: «Burəɓe adɨ’m tarow adɨ m’aw m’duw bai ɓay taa.» 
MAT.8.22	Ningə Jeju el’ə ene: «Un go’m, ə inyə njekoy’gɨ adɨ duwi njekoy’gɨ lə’de.»
MAT.8.23	Jeju ala me to’tɨ, ningə njendo’gɨ li’ə alai go’ə’tɨ. 
MAT.8.24	Ningə nyɨ, nəl kibo ngayn uwə’de bus dɔ ba’tɨ, adɨ to aw to nduyi mann. Lo’tɨ kin, Jeju isɨ to ɓi. 
MAT.8.25	Nga a, njendo’gɨ li’ə rei rɔ’a’tɨ, ndəli’ə kɨ non ta de’tɨ eyina: «Burəɓe, ajɨ’je, nan j’a j’oyi.» 
MAT.8.26	Ə Jeju el’de ene: «Ra bann ə ɓoli be wa? In de’gɨ kɨ kunme lə’se in nden ba.» Ningə Jeju ində taa, ndangɨ nəl ingɨ kɨ ba, adɨ lo təl to jijiji. 
MAT.8.27	Nya kin ətɨ de’gɨ ɓol ngayn, adɨ eli eyina: «De’ə inɓe kam in de kɨ bann ə, nəl’gɨ kɨ ba’gɨ kaa təli rɔ’de go ta’tɨ li’ə be wa
MAT.8.28	Lokɨ Jeju re te gidɨ ba’tɨ, dɔnangɨ’tɨ lə de’gɨ kɨ Gadara, dingəm’gɨ joo, kɨ ndil’gɨ kɨ majel rai’de tei kɨ dɔɓadɨ’gɨ’tɨ rei ingəi’ə. De’gɨ kin rai nya majel ngayn, adɨ de kɨ kadɨ un row kin goto.
MAT.8.29	Lo kin’tɨ, iləi rɔ’de uri kɔl eyina: «Ngonn lə Luwə, in ri ə in ge rɔ’je’tɨ wa? In re ne kadɨ adi’je kon kete non dɔkagilo’ə’tɨ wa?» 
MAT.8.30	Nga ningə, bulə kɔsongɨ’gɨ ngayn ra sɔi nya kadɨ lo’tɨ non sanyi nden. 
MAT.8.31	Ə ndil’gɨ kɨ majel nonyi dɔ Jeju’tɨ eli’ə eyina: «Re in tuwə’je ə, adɨ j’aw j’ur me kɔsongɨ’gɨ’tɨ kam.» 
MAT.8.32	Nga anyi, Jeju el’de ene: «Awi!» Ningə tei, awi uri me kɔsongɨ’gɨ’tɨ, adɨ bulə kɔsongɨ’gɨ ɓingəi nan kadɨ mbal’tɨ taa, tosi me ba’tɨ, anyinan mann oyi. 
MAT.8.33	Nje ngəm kɔsongɨ’gɨ anyinan awi me ɓebo’tɨ, ɔri poy nya kɨ ra nya, kɨ nya kɨ te dɔ dingəm’gɨ’tɨ kɨ joo kɨ ndil’gɨ kɨ majel rai’de kakin, pətɨ adi de’gɨ oyi. 
MAT.8.34	De’gɨ pətɨ kɨ me ɓebo’tɨ tei awi kadɨ ingəi Jeju, ə lokɨ oyi’ə ningə, dəji’ə kadɨ inyə dɔnangɨ lə’de ə aw.
MAT.9.1	Jeju al me to’tɨ, ində ba gangɨ, aw me ɓebo’tɨ lə’ne. 
MAT.9.2	De’gɨ madɨ otɨ de kɨ rɔ’a oy njururu kɨ to me nya kotɨ njemonyi’gɨ’tɨ, rei si’ə rɔ Jeju’tɨ. Lokɨ Jeju oo kunme lə’de ningə, el de kɨ rɔ’a oy njururu kakin ene: «Ngonn’m, un me’i, majel’gɨ lə’i in kɨ kinyə go kɔ.» 
MAT.9.3	Lo kin’tɨ, njendo ndukun’gɨ lə Luwə kɨ nungɨ elita me de’tɨ eyina: «De kam, elta kɨ mal dɔ Luwə’tɨ!» 
MAT.9.4	Nan Jeju gər mərta lə’de, adɨ el’de ene: «Tadɔ ri ə isɨ məri ta’gɨ kɨ majel kɨ be me’se’tɨ wa? 
MAT.9.5	Kel de kene: “Majel’gɨ lə’i in kɨ k’inyə go kɔ” ə ngan ngayn el, eke kel’ə kene: “Ində taa, ə njiyə” ə ngan ngayn el wa? 
MAT.9.6	Re in be, m’a m’ɔjɨ’se kadɨ gəri tokɨ m’in Ngonn de, m’aw kɨ tɔgɨ dɔnangɨ’tɨ ne, kadɨ m’inyə’n go majel’gɨ lə de’gɨ kɔ.» Ningə, Jeju el njerɔkoy njururu ene: «Ində taa, un tuwə lə’i, ə aw ɓe.» 
MAT.9.7	Ningə dingəm ində taa, ə un row, aw ɓe. 
MAT.9.8	Lokɨ kum bulə de’gɨ oo nya kin, ra’de ɓol kɨ dum, adɨ uləi tɔjɨ dɔ Luwə’tɨ, kɨ adɨ de’gɨ tɔgɨ kɨ ətɨ ɓol be kin.
MAT.9.9	Lokɨ Jeju ɔtɨ non isɨ aw ningə, lo dər’tɨ kɨ isɨ dər, oo dingəm kɨ ɓari’ə nan Matiye, isɨ me kəy taa lambo’tɨ. Ə Jeju el’ə ene: «Un go’m.» Ningə Matiye ində taa, un go Jeju. 
MAT.9.10	Gotɨ, Jeju isɨ ta nyakusɔ’tɨ me kəy’tɨ lə Matiye. Nga ningə njetalambo’gɨ kɨ ndəgɨ njeramajel’gɨ, ngayn rei, sii nan’tɨ kɨ Jeju kɨ njendo’gɨ li’ə ta nyakusɔ’tɨ. 
MAT.9.11	Lokɨ Parisɨ’gɨ oyi Jeju isɨ sɔ nya kɨ de’gɨ kin ningə, eli njendo’gɨ li’ə eyina: «Ra bann ə Njendo’se nya isɨ sɔ nya kɨ njetalambo’gɨ kɨ njeramajel’gɨ wa?» 
MAT.9.12	Ə Jeju oo ndu’de, adɨ el’de ene: «In de’gɨ kɨ njemonyi’gɨ ə a sangi de kɨ njera de monyi, um in nje rɔ ngan’gɨ ə a sangi de kɨ njera de monyi, el. 
MAT.9.13	Ai sangi kadɨ gəri me ta kin: Luwə el ene: “In koo kumtondoo ə m’ge, um in kujə mosɨ kadikare par el
MAT.9.14	*Njendo’gɨ lə Jan Batisɨ rei ingəi Jeju eli’ə eyina: «Ra bann ə j’in kɨ Parisɨ’gɨ j’ɔgi rɔ’je nyakusɔ, ə njendo’gɨ lə’i ɔgɨ rɔ’de nyakusɔ el wa?» 
