MAT.1.1	Yesu Kristu kaweriti mwiwuka gwa Dawudi na mwiwuka gwa Aburahamu. Ayi ndo walanga ya ukowu wakuwi,
MAT.6.27	Ndo gaa muwamu mwenu yakawera na lyoga kaweza kwongera shipindi sha kulikala pasipanu?
MAT.6.28	“Ntambu gaa mulihola kuusu nguwu? Mloli uluwa wa muntundu ntambu yawukula, utenda ndiri lihengu pota na kupota. 
MAT.6.29	Kumbiti nuwagambirani, ata Mfalumi Selemani mweni na ulunda wakuwi woseri wamvalisiya ndiri nguwu ziherepa gambira uluwa awu. 
MAT.6.30	Payiwera, Mlungu kaluvalusiya luhamba lwa mlushi hangu lweni leru lwa palaa na shirawu lwaswa mumotu. Hashi, hakawatenderi mwenga nentu? Mwenga wantu mwana moyu mdidini!
MAT.6.31	“Su, namwera na lyoga, ‘Shiboga shangu hashilawi koshi? Ama hatulandi shishi? Ama hatuvali shishi?’ 
MAT.6.32	Vyoseri avi, wantu yawamumana ndiri Mlungu wavisakula. Tati gwenu gwa kumpindi kavimana kuwera mfira vintu vyoseri avi. 
MAT.6.33	Su, mtendiwuti Ufalumi wa Mlungu na galii gakafira Mlungu na aga goseri hakakupanani nyongeru. 
MAT.6.34	Su, namwana lyoga kuusu shirawu, shirawu hailiholi yeni. Magaziwu ga lishaka limu gankuwatosha kwa lishaka ali.
MAT.7.1	“Namuwalunda wamonga, su namwiza na mwenga kulundwa na Mlungu. 
MAT.7.2	Mlungu hakawatozi mwenga ntambu yamuwatoza wamonga, na shipimu shiraa shilii shamuwapimira wamonga, Mlungu hakakupimirani mwenga. 
MAT.7.3	Iwera hashi gushiwona shibandu mlisu mwa mlongu gwaku na palaa panu guwona ndiri shipingiri shashiwera mlisu lyaku? 
MAT.7.4	Ama guweza hashi kumgambira mlongu gwaku, ‘Mlongu, guleki nukuwusiyi shibandu mlisu mwaku,’ na gumweni gwenga gwanashi shipingiri mlisu mwaku? 
MAT.7.5	Gwamfyangu gwenga! Guwusii wuti shipingiri shashiwera mlisu mwaku, shakapanu haguwezi kushiwona weri na kushiwusiya shibandu shashiweriti mulisu lya mlongu gwaku.
MAT.7.6	“Namwapanani wang'ang'a vintu vinanagala, hawizi kuwagalambukira na kuwakwalambula. Namwawasangira wamtumbi lulu zyenu hawizi kuzitimbanga.
MAT.7.7	“Mluwi na mwenga hampati, msakuli na mwenga hamwoni na mtendi hodi, namwenga hamvugulirwi. 
MAT.7.8	Toziya, yoseri yakaluwa hakapati na yoseri yakasakula hakawoni na mlyangu guvugulwa kwa kila muntu yakatenda hodi. 
MAT.7.9	Hashi, kwana muntu yoseri mwana pakamluwa tati gwakuwi libumunda, hakampanani libuwi? 
MAT.7.10	Ama pakamluwa somba, hakampanani njoka? 
MAT.7.11	Handa mwenga yamuwera wadoda, muvimana kuwapanana vintu viherepa wana wenu. Nakaka Tati gwenu gwa kumpindi hakatendi nentu, hakawapanani viheri kwa walii yawamluwa!
MAT.7.12	“Muwatenderi wantu ntambu yamfira kutenderwa, aga ndo mafundu ga Malagaliru ga Musa na mafundu ga wambuyi wa Mlungu.
MAT.7.13	“Mwingiri kwa kupitira mlyangu mbabanika, toziya mlyangu gwagulonguziya muwuharabisiya ndo mupana na njira yailonguziya kulaa aku ndo yalaisi na kwana wantu wavuwa yawaigendera njira ayi. 
MAT.7.14	Kumbiti mlyangu gwa ukomu ndo mbabanika na njira ya kugendera aku ndo ikamala na kwana wantu wadidini yawayiwona njira ayi.
MAT.7.15	“Mlikali weri na wambuyi wa mpayu, womberi wiza kwa mwenga pawawoneka gambira kondolu kwa kunja, kumbiti mngati nakaka walifana na wang'ang'a wakalipa wa muntundu. 
MAT.7.16	Hamuwamani womberi ntambu yawatenda. Mbigiri hapeni ileri mapera na miyembi hapeni ileri zyabibu. 
MAT.7.17	Su, mtera guherepa gulera mabwajubwaju maherepa na mtera gudoda gulera mabwajubwaju gadoda. 
MAT.7.18	Mtera guherepa hapeni guleri mabwajubwaju gadoda, wala mtera gudoda hapeni guleri mabwajubwaju maherepa. 
MAT.7.19	Na mtera gwoseri yagulera ndiri mabwajubwaju maherepa hawagudumuli na kugupambira pamotu. 
MAT.7.20	Su hamuwamani wambuyi wa mpayu, ntambu yawatenda.”
MAT.7.21	“Kila muntu ndiri yakanshema ‘Mtuwa, Mtuwa,’ hakingiri Muufalumi wa kumbindi, kumbiti woseri hera yawatenda ntambu yakafira Tati gwangu gwa kumpindi. 
MAT.7.22	Lishaka lya kutozwa palisoka, wantu wavuwa hawang'ambiri, ‘Mtuwa, Mtuwa! Kwa litawu lyaku tubweriti ujumbi wa Mlungu, kwa litawu lyaku tuwusiyiti washamshera wavuwa na kutenda mauzauza gavuwa!’ 
MAT.7.23	Shakapanu hanuwagambiri womberi, ‘Nuwamana ndiri mwenga. Muwuki kwaneni, mwenga ndo wantu wamtenda vidoda!’
MAT.7.24	“Su, kila muntu yakapikanira visoweru vyangu na kuvitenda, kalifana na muntu kana luhala yakanyawa numba yakuwi pampindi pa litalawu. 
MAT.7.25	Viraa itowa, nshemba zimema ng'enang'ena na liyega livuma kwa makakala liikoma numba ilii. Kumbiti iguwa ndiri toziya inyawitwi pampindi pa litalawu.
MAT.7.26	“Kumbiti muntu yoseri yakapikanira visoweru vyangu avi pota na kuvijimira kalifana na muntu yakanyawa numba yakuwi pamuhanga. 
MAT.7.27	Vula itowa, nshemba zimema ng'enang'ena, lyega livuma kwa makakala na liikoma numba ilii na iguwa. Na kuguwa kwakuwi kuweriti kukulu!”
MAT.7.28	Yesu pakamaliriti kutakula vitwatira avi, lipinga likulu lya wantu walikangashiti ntambu yakafunditi. 
MAT.7.29	Kaweriti ndiri gambira Mfunda gwa Malagaliru, kumbiti kafunditi kwa uwezu.
MAT.8.1	Yesu pakaseleriti kulawa kuligongu, lipinga likulu lya wantu limfatiti. 
MAT.8.2	Su, kiziti muntu yumu kana ungumbula, kamsuntamira Yesu na kutakula, “Mtuwa, pagufira, guweza kumpunga neni!”
MAT.8.3	Yesu kanyosha liwoku lyakuwi na kamshinkula na kumgambira, “Nfira! Gupungwi.” Palaa palii muntu ulii kawera mkomu. 
MAT.8.4	Shakapanu Yesu kamgambira yomberi, “Gupikaniri! Nagumgambira muntu yoseri, kumbiti gugendi gwakalilanguziyi kwa mtambika gwa numba ya Mlungu, gulaviyi tambiku ntambu yakalagiliriti Musa su kila muntu kavimani handa gupona.”
MAT.8.5	Yesu pakaweriti kankwingira lushi lwa Kafarinaumu, afisa gwa Rumi kaliwoniti na yomberi na kaluwa utanga pakalonga, 
MAT.8.6	“Mtuwa, ntumini gwangu kagonja kalwala, ulweri wa kuleweleka na kalwala nentu.”
MAT.8.7	Yesu kamgambira, “Hanizi kumponiziya.” 
MAT.8.8	Ofisa ulii kamwankula, “Ndala Mtuwa, gufiruwa ndiri gwingiri mnumba mwangu. Kumbiti gutakuli hera shisoweru na ntumini gwangu hakaponi. 
MAT.8.9	Toziya ata neni namuntu gwa pasi pa uwezu wa wamonga, nanawu wanjagila yanuwalagalira kutenda. Numulagalira yumu, ‘Gugenda!’ Na yomberi kagenda na panumlagalira yumonga, ‘Gwizi!’ Na yomberi kizaga na numulagalira ntumintumi gwangu, ‘Gutendi ashi!’ Na yomberi katendaga.”
MAT.8.10	Yesu pakapikaniriti aga, kalikangashiti na kawagambira wantu wawamfatiti, “Nakaka nuwagambirani, numwoniti ndiri muntu yoseri mu Israeli yakawera na njimiru gambira muntu ayu. 
MAT.8.11	Nukugambirani handa wantu wavua hawizi kulawa kwagulawa mushenji na kwaguzyeta mushenji na hawalivagi pamuwera na Aburahamu na Isaka na Yakobu pamsambu Muufalumi wa kumpindi. 
MAT.8.12	Kumbiti walii yawafiruwitwi kuwera Muufalumi hawawasi muntiti, aku hawalili na kugayagaya menu.” 
MAT.8.13	Shakapanu Yesu kamgambira ofisa ulii, “Gugendi ukaya na ntambu yagujimira haitendeki kwaku.”
MAT.8.13	Na ntumini gwa afisa ulii kaponiti shipindi shilaa shilii.
MAT.8.14	Yesu kafikiti ukaya kwa Peteru, kamwona mawu mganafu gwa Peteru kagonja mshitanda, kapyupa nentu. 
MAT.8.15	Su, Yesu kamshinkula liwoku lyakuwi na kupyupa kumleka, kagoloka na kanjiti kumtendera.
MAT.8.16	Payiweriti pamihi, wamjegeriti wantu wavuwa yawaweriti wabegiziwa na washamshera. Yesu kawawinga washamshera kwa kulonga shisoweru na kawaponiziya woseri yawaweriti wankulwala. 
MAT.8.17	Katenditi hangu su galii gakatakuliti Isaya mbuyi gwa Mlungu gaweri nakaka,
MAT.8.17	“Yomberi kawutola utepeku wetu,
MAT.8.17	Kagatola malweri getu.”
MAT.8.18	Yesu pakawoniti shipinga sha wantu shimzyengeta, kawagambiriti wafundwa wakuwi waloki kumwambu kulitanda. 
MAT.8.19	Mfunda gwa Malagaliru kamgendera, kamgambira, “Mfunda, neni nakala kugenda na gwenga koseri kwagugenda.”
MAT.8.20	Yesu kamwankula, “Vibweta wana mpanga na wampongu wawera na vitukulu, kumbiti Mwana gwa Muntu kahera pahala pa kugonja na kwoyera.”
MAT.8.21	Muntu yumonga yakaweriti mfundwa kamgambira, “Mtuwa, gundeki uti, ng'endi nukamsiri tati gwangu.”
MAT.8.22	Yesu kamwankula, “Gunfati, guwaleki yawahowiti shirohu wawasiri yawahowiti shirohu wawu.”
MAT.8.23	Yesu kakweniti mumtumbwi na wafundwa wakuwi wagenditi pamuhera nayomberi. 
MAT.8.24	Pala palii lihega lyana likakala lilawira mulitanda na makupala ganja kugubikira mtumbwi. Yesu mweni kaweriti kankugonja mpota. 
MAT.8.25	Wafundwa wamgendera na wamwimusiya pawatakula, “Mtuwa, gutulopoziyi twankuhowa!”
MAT.8.26	Yesu kawagambira, “Iwera hashi mwana lyoga? Hee mwawantu mwenga mwana moyu gwamini ndiri!” Su, kagoloka na kalikalapira lyega na makupala ga litanda ganyamala na kuweriti na kunyamalira kukulu.
MAT.8.27	Kila muntu kalikangasha. Womberi walonga “Ata lyega na makupala ga mashi gamjimira!”
MAT.8.28	Yesu pakasokiti lushi lwa Gadara, kumwambu kulitanda, kaliwoniti na wantu wawili yawalawiti mumapumba ga mpanga. Wantu awa waweriti na washamshera na waweriti wankutilwa na wantu na kwahera muntu yakaweza kugenda munjira ilii. 
MAT.8.29	Su womberi wabotanga, “Hashi, Gufira shishi kwa twenga, gwenga Mwana gwa Mlungu? Hashi, gwiza kutubeziya pamberi pa shipindi shetu?”
MAT.8.30	Pakwegera na pahala palii, kuweriti na lipinga likulu lya wamtumbi wankulolelwa. 
MAT.8.31	Su, washamshera wamluwa Yesu, “Handa pagutulaviya, su gutujimiliri twingiri wamtumbi walii.”
MAT.8.32	Yesu kawagambira, “Mgendi!” Su wawalawa wantu awa na wawingira wamtumbi. Lipinga lyoseri lya wamtumbi liseleriti paluseleru lukalipa na lilidiba mumashi.
MAT.8.33	Walolera wa wamtumbi watugiti na wagenditi mlushi, kulii watakuliti vitwatira vyoseri na ntambu yavirawiriti kwa wantu yawaweriti na washamshera. 
MAT.8.34	Su, wantu woseri walawiti mlushi lulii na wagenditi kuliwona na Yesu na pawamwoniti Yesu, waluwa kawuki muisi yawu.
MAT.9.1	Yesu kakweniti mumtumbwi na kalokiti litanda na kuwuya mlushi lwakuwi. 
MAT.9.2	Wantu wamu wamjegiti muntu yakalewelekiti nshimba, wamgonjeka mumkeka. Yesu pakawoniti njimiru yawu, kamgambira muntu yakalewelekiti, “Naguwera na lyoga mwana gwangu! Gulegiziwa vidoda vyagutenditi.”
MAT.9.3	Wafunda wamu wa Malagaliru wanja kulitakulira weni, “Muntu ayu kankumwigilanga Mlungu!”
MAT.9.4	Yesu kagamaniti maholu gawu, su kawagambira, “Iwera hashi mwankulihola vitwatira vidoda? 
MAT.9.5	Hashi, shizotopa ng'anji shii, ‘Kutakula vidoda vyagutenditi vilekiziwa,’ ama kutakula, ‘Gugoloki na gugendigendi’? 
MAT.9.6	Hanuwalanguziyi kuwera Mwana gwa Muntu kana uwezu pasipanu wa kuwalekeziya wantu vidoda vyawatenda.” Su kamgambira muntu yakalewelekiti, “Gugoloki, gutoli mkeka gwaku na gugendi ukaya kwaku.”
MAT.9.7	Muntu yakalewelekiti kagoloka na kagenda ukaya kwakuwi. 
MAT.9.8	Lipinga lya wantu pawawoniti vitwatira vyavilawiliti, walikangashiti na wamkwisiti Mlungu yakawayupiti wantu uwezu wa ntambu ayi.
MAT.9.9	Yesu kawukiti pahala paliya, na pakaweriti kankugendagenda, kamwoniti mtola kodi yawamshema Matayu, kalivaga palihengu lyakuwi. Yesu kamgambira, “Gunfati.” Matayu kagoloka na kamfata.
MAT.9.10	Yesu pakaweriti ukaya kwa Matayu kankuliya shiboga, watola kodi wavuwa na watenda vidoda wiziti kuliya shiboga pamuhera na Yesu na wafundwa wakuwi. 
MAT.9.11	Mafalisayu wamu pawawoniti aga, wawakosiya wafundwa wakuwi, “Iwera hashi mfunda gwenu kankuliya shiboga pamuhera na watola kodi na yawatenda vidoda?”
MAT.9.12	Yesu kawapikaniriti na kawankula, “Wantu wakomu wamfira ndiri mganga, kumbiti walweli hera ndo wamfira mganga. 
MAT.9.13	Mlungu kalonga, Mgendi mwakalifundi Lilembu ali linanagala lyana mana gaa, ‘Neni ntakula nfira lusungu, nfira ndiri tambiku.’ Niza ndiri kuwashema wantu yawalihola wankumfiriziya Mlungu, kumbiti yawatenda vidoda.”
MAT.9.14	Shakapanu wantumini wa Yohani Mbatiza wamgenderiti Yesu, wamkosiya, “Iwera hashi, twenga pamuhera na Mafalisayu tuleka kuliya, kumbiti wafundwa waku waleka ndiri kuliya shiboga?”
MAT.9.15	Yesu kawankula, “Hashi, mulihola kuwera wahenga pawawera mumsambu gwa ndowa wahinginika pawawera na mpalu gwa ndowa? Nakaka hapeni wahinginiki! Kumbiti lishaka lyankwiza pawamuwusiya mpalu gwa ndowa, ndo womberi hawaleki kuliya.
MAT.9.16	“Kwahera muntu yakasona shiraka sha nguwu ya syayi munguwu ngona toziya shiraka ashi hashidegi nguwu ngona na padegekiti palii hapongereki. 
MAT.9.17	Ama kwahera muntu yoseri yakaweza kulekera divayi ya syayi mumihaku ya lukuli lugona, pakatenda hangu mihaku igona haipantiki na divayi hayitiki. Kumbiti divayi ya syayi ilekerwa mumihaku ya lukuli ya syayi na vyoseri havitulwi weri.”
MAT.9.18	Yesu pakaweriti kankutakula aga, afisa gwa Shiyawudi kamwiziriti, kamsuntamalira na kamgambira, “Muhinga gwangu kahowa vinuvinu, kumbiti shondi shondi, gwizi gumtuliri liwoku lyaku nayomberi hakaweri mkomu.”
MAT.9.19	Yesu kawuka pamuhera na wafundwa wakuwi, wamfatiti afisa.
MAT.9.20	Mdala yakaweriti mlweri gwa kusuma mwazi kwa mivinja lilongu na mbili, kamwiziriti Yesu kumbeli na kuyishinkula nguwu yakuwi. 
MAT.9.21	Kalihola mumoyu mwakuwi, “Handa panshinkula nguwu, haweri mkomu.”
MAT.9.22	Su, Yesu kagalambuka kamwona, kamgambira, “Mhinga gwangu, nagwana lyoga! Njimiru yaku ikuponiziya.” Pala palii mdala ulii kapona kusuma mwazi.
MAT.9.23	Shakapanu Yesu kingira mnumba mwa afisa ulii. Pakawawoniti wagomba luperembi lwa kudaya na wantu wavua wankudaya, 
MAT.9.24	kalonga, “Kila muntu kalawi kunja! Muhinga ayu kahowa ndiri, kumbiti kagonja hera!” Womberi wamseka Yesu. 
MAT.9.25	Su, pawawawusiyiti wantu kulawa kunja, Yesu kingiriti mnumba kwa muhinga yakahowiti na kamkola liwoku lyakuwi na yomberi kagoloka. 
MAT.9.26	Vitwatila avi vieniyiti pa isi yoseri ilii.
MAT.9.27	Yesu kawukiti pahala paliya na pakaweriti kankugendagenda, wanalwisi awili wanjiti kumfata. Womberi wabotanga, “Gutuwoneri lusungu Mwana gwa Dawudi!”
MAT.9.28	Yesu pakingiriti mnumba, wanalwisi wawili wamgendera, nayomberi kawakosiya, “Hashi, mjimira handa neni nana uwezu wa kuwaponiziya?”
MAT.9.28	Womberi wamwankula, “Yina mtuwa!”
MAT.9.29	Shakapanu Yesu kagashinkula masu gawu, kalonga, “Na iweri kwa mwenga ntambu yamjimira!” 
MAT.9.30	Na masu gawu gawera makomu. Su Yesu kawalagalira, “Namumgambira muntu yoseri shitwatila ashi!”
MAT.9.31	Kumbiti womberi wawuka na wabwera visoweru vya Yesu pa isi ilii yoseri.
MAT.9.32	Wantu pawaweriti wankugenda zawu, wantu wamonga wamjegera Yesu muntu yakaweriti bubu toziya kaweriti na washamshera. 
MAT.9.33	Katepu hera shamshera pawamlaviyiti, muntu ulii kanja kutakula. Wantu woseri walikangashiti nentu pawalonga, “Hatweni woni shitwatila gambira ashi mu Israeli!”
MAT.9.34	Kumbiti Mafalisayu walonga, “Mkulu gwa washamshera ndo yakamupiti Yesu likakala lya kuwalaviya washamshera.”
MAT.9.35	Yesu katyangiriti lushi zoseri na vijiji vyoseri. Kafunditi munumba za Mlungu, na kabweriti Shisoweru Shiwagira sha Ufalumi wa Mlungu, na kuwaponiziya wantu malweri ga ntambu zoseri. 
MAT.9.36	Su, pakawawoniti vipinga vipinga vya wantu, moyu gwakuwi gumemiti lusungu, toziya waweriti watoka na wanalyoga gambira kondolu wahera mlolera. 
MAT.9.37	Su kawagambira wafundwa wakuwi, “Mabenu gavuwa, kumbiti watenda lihengu lya kubena wavua ndiri. 
MAT.9.38	Su, mumluwi yakana mabenu hakajegi watenda lihengu wabeni viboga vyakuwi.”
MAT.10.1	Yesu kawashemiti wafundwa wakuwi lilongu na wawili, kawapanana uwezu wa kuwalaviya washamshera na kuwaponiziya wantu malweri na kila ulweri. 
MAT.10.2	Aga ndo matawu gawu wantumintumi lilongu na wawili. Gwa kwanja ndo Simoni yawamshemiti Peteru na mlongu gwakuwi Andereya, Yakobu na mlongu gwakuwi Yohani wana wa Zebedayu, 
MAT.10.3	Filipu na Baritulumayu, Tomasi na Matayu yakaweriti mtola kodi, Yakobu mwana gwa Alifayu na Tadeyi, 
MAT.10.4	Simoni Mkanani na Yuda Isikariyoti, ndo mweni yakamgalambukiti Yesu.
MAT.10.5	Yesu kawatumiti awa lilongu na wawili na kawapananiti malagaliru aga, “Namgenda kwa wantu wa isi zimonga, ama namwingira pakati pa lushi lwa Wasamariya. 
MAT.10.6	Kumbiti mgendi kwa wantu wa Israeli yawagamiliti gambira kondolu. 
MAT.10.7	Mgendi na mbweri, ‘Ufalumi wa kumpindi wapakwegera.’ 
MAT.10.8	Mponiziyi walweli, muwazyukisiyi yawahowiti, muwapungi woseri yawalwala ugumbula na muwawusiyi washamshera. Wawapanana hera, su mwenga mtendi pota kuluwa shibena mgongu. 
MAT.10.9	Namtola zahabu, ama mpiya, ama magwala ga shaba mumihaku mwenu, 
MAT.10.10	namtola muhaku gwa kuluwira munjira, ama likoti lyamonga, ama vilwatu, ama luhonga. Toziya watendalihengu wafiruwa wapati vyawafira.
MAT.10.11	“Pamwingira pakati pa lushi loseri ama shijiji, msakuli amu muntu yoseri yakafira kuwashemera na mlikali pamuhera nayomberi mpaka pamwuka pahala palii. 
MAT.10.12	Pamwingira mnumba mtakuli, ‘Ponga iweri na mwenga.’ 
MAT.10.13	Handa wenikaya wa numba ilii wawashemerani, su ponga ya kulamsiya kwa mwenga haikali, kumbiti wafira ndiri kuwashemera, kulamsiya kwenu kwa ponga hakukuwuyirani maweni. 
MAT.10.14	Handa numba yoseri ama lushi loseri halulemi kuwashemera mwenga ama kuwapikinira mwenga, su muwuki pahala paliya na mupunti lidiku mumagulu mwenu. 
MAT.10.15	Nuwagambirani nakaka handa lishaka lya kutozwa, Mlungu hakawawoneri lusungu wantu wa Sodoma na Gomora kuliku wantu wa lushi alu!”
MAT.10.16	“Mpikaniri! Neni nuwalagalira mwenga gambira kondolu kugenda pakati pa wamaminyi. Muweri na luhala gambira njoka na mwawananaga gambira ng'unda. 
MAT.10.17	Mlikali weri, toziya wantu hawawawingani mwenga na hawawajegeni mushizyungu na hawawasyatangi ntomondu munumba za Mlungu. 
MAT.10.18	Toziya ya neni hamjegwi palongolu pa wakolamlima na wafalumi, mpati kuwagambira Visoweru Viwagira na kuwagambira wantu wa isi zimonga. 
MAT.10.19	Su, pawawajegani mwenga pashizyungu, namuwera na lyoga handa hamtakuli shishi ama hamlongi hashi, shipindi pashisoka, hampati sha kuyowera. 
MAT.10.20	Toziya visoweru vyamgenda kuyowera vya mwenga ndiri, kumbiti havizi kulawa kwa Rohu gwa Tati gwenu yakatakula kupitila mwenga.
MAT.10.21	“Mlongu hakamgalambuki mlongu gwakuwi kalagwi na tati hakamgalambuki mwana gwakuwi na wana hawawatenduwi walera wawu na kuwalaga. 
MAT.10.22	Wantu woseri hawawakalalireni mwenga toziya ya litawu lyaneni. Kumbiti ulii yakahepelera mpaka upeleru, ndo hakalopoziwi 
MAT.10.23	Wantu pawawapunja pakati pa lushi lumu, mtugili lushi lumonga. Nuwagambirani nakaka, hapeni mumalili lihengu lyenu mulushi zoseri za israeli pamberi pa kwiza Mwana gwa Muntu.
MAT.10.24	“Kwahera mfundwa yakawera mkulu kuliku mfunda gwakuwi, ama ntumintumi kuwera mkulu kuliku mtuwa gwakuwi. 
MAT.10.25	Itosha kwa mfundwa kuwera gambira mfunda gwakuwi na ntumintumi kuwera gambira mtuwa gwakuwi. Payiwera mtuwa gwa kaya wamshema Belizebuli, su wenikaya hawashemwi ata matawu gadoda nentu!”
MAT.10.26	“Su, namuwatira wantu. Shoseri shashigubikitwi hashigubutulwi, na shashiwera muubada, hashimaniki. 
MAT.10.27	Shanuwagambirani mwenga muluwindu, mpaka mushitakuli muulangala, na shilii shampikinira muubada mfiruwa gushibwera pampindi pa shitwiku. 
MAT.10.28	Namuwatira woseri yawalaga nshimba, kumbiti waweza ndiri kuilaga rohu, mbaka nentu mumtiri Mlungu yakaweza kulaga vyoseri nshimba pamuhera na rohu mumotu gwa Jehanamu. 
MAT.10.29	Wampongu wawili wawawuza kwa ligwala limu, kumbiti ata yumu gwawu hapeni katuluki pasi pota na kufira Tati gwenu. 
MAT.10.30	Kumbiti kwa mwenga, ata viri zya mumituwi yenu zoseri ziwalangwa kala. 
MAT.10.31	Su namtira, mwenga mwana mana nentu kuliku wampongu wavua!”
MAT.10.32	“Wantu woseri yawanjimira paweru handa waneni, hantendi viraa avi kulongolu kwa Tati ka kumpindi. 
MAT.10.33	Kumbiti yoseri yakanema neni palongolu pa wantu, naneni hanumlemi kulongolu kwa Tati gwangu gwa kumpindi.
MAT.10.34	“Namulihola kuwera niza kujega ponga pasipanu. Ndala, niza ndiri kujega ponga, kumbiti upanga. 
MAT.10.35	Niziti kuwatenda wana wawagalambuki watati wawu, wahinga wawagalambuki wamawu wawu, wanahonga wawagalambuki wamawu nahonga wawu, 
MAT.10.36	na wangondu wa muntu ndo wantu wa kaya yaku mweni.
MAT.10.37	“Walii wawamfira tati gwawu ama mawu gwawu kuliku neni, hapeni waweri wafundwa waneni, walii yawawafira wantemba wawu ama wahinga wawu kuliku neni hapeni waweri wafundwa wangu. 
MAT.10.38	Muntu yakatola ndiri lupingika lwakuwi na kunfata neni, hapeni kaweri mfundwa gwangu. 
MAT.10.39	Woseri yawagabatilira makaliru gawu, hakawahowiziyi, kumbiti woseri yawagahoziya makaliru gawu toziya yaneni, hawagalopoziyi.
MAT.10.40	“Yoseri yakawashemerani, kashemera neni na yakanshemera neni, kamshemera ulii yakamtumiti. 
MAT.10.41	Yakamshemera mbuyi gwa Mlungu toziya ndo mbuyi gwa Mlungu, hakanki lifupu lya mbuyi gwa Mlungu. Na yakamshemera muntu muheri toziya ndo muntu muheri, hakanki lifupu lya muntu muheri. 
MAT.10.42	Nuwagambirani nakaka, yoseri yakamupa yumu gwawu gwa wadidika awa yawanfata neni shikombi sha mashi gazizimira toziya ndo mfundwa gwa neni, nakaka hakapati lifupu lyakuwi.”
MAT.11.1	Yesu pakamalaliti kuwalagalira wafundwa lilongu na wawili, kawukiti pahala paliya na kagenditi kufunda na kubwera lushi zya pakwegera palii.
MAT.11.2	Yohani Mbatiza pakapikaniriti vitwatira vya Kristu vyakatenda, yomberi kawatumiti wafundwa wakuwi kwa Yesu. 
MAT.11.3	Womberi wamkosiya Yesu, “Hashi, gutugambiri gwenga gwa yumu yakatakulitwi na Yohani, ama tumuheperi gwingi?”
MAT.11.4	Yesu kawankula, “Mgendi mwakamgambiri Yohani vitwatira vyampikinira na kuviwona, 
MAT.11.5	wanalwisi wawona na wavibyeketu wagendagenda, woseri yawalwala ungumbula wapungwa na wanamajogu wapikinira na wahowiti wankuzyukisiwa na Visoweru Viwagira vibwelwa kwa wahushu. 
MAT.11.6	Mbaka kwa wantu woseri yawawera ndiri na lyoga na neni!”
MAT.11.7	Wafundwa wa Yohani pawawukiti, Yesu kanjiti kuwagambira lipinga lya wantu, “Hashi, pamgenditi kumlola Yohani kushiwala, mgenditi kulola shishi? Visoweru vya Yohani, mgenditi kulola shishi? Hashi mgenditi kulola lyega lyankutikisiya luhamba? 
MAT.11.8	Su, mgenditi kulola shishi? Mgenditi kumlola muntu yakavaliti nguwu iherepa? Wantu yawavala nguwu ziherepa walikala munumba zya wafalumi! 
MAT.11.9	Mung'ambiri, mgenditi kulola shishi? Mgenditi kumlola mbuyi gwa Mlungu? Yina nakaka, kumbiti mwona vitwatira vivuwa kuliku mbuyi gwa Mlungu. 
MAT.11.10	Yohani ndo yumu yawamlembiti Mumalembu mananagala, ‘Mlungu kalonga, hanumtumi mjumbi gwangu hakakulonguleri na kukunyawira njira.’ 
