MAT.1.1	Ini se guhud te kepuun ni Hisu Kristu, kevuwaran ni David wey kevuwaran dema ni Abraham.
MAT.5.36	Ne kenà kew rema sesapà te ulu niyu su warà gehem niyu te ebpekeputì te misan senge waru rà ne bulvul niyu etawa ebpekeitem. 
MAT.5.37	Embiya iyan netahù te hinawa niyu se ‘uya’ ne kehiya niyu te ‘uya’, ugaid embiya iyan netahù te hinawa niyu se ‘kenà’ ne kehiya niyu rà te ‘kenà’. Su embiya ed-umanan niyu pà te sapà ne riyan en arà ebpuun te datù te pekaid.”
MAT.5.38	“Nerineg niyu rema,” ke si Hisus, “ke impenurù dengan se egkahi te, ‘Embiya ruen etew ne ebpekereraat te mata te ruma rin, ne edereetan dema ke mata rin. Ne embiya ruen ebpekehevang te ngipen te ruma rin ne egevangen dema te ngipen din.’ 
MAT.5.39	Ugaid ne igkahi ku keniyu te kenà kew edsulì dut te etew ne mid-ulaula te mereatey keniyu. Upama ke ruen edtabpì te buked nu, ne kenà nu ivangen ke edtebpien din ke divaluy. 
MAT.5.40	Ne embiya ruen ed-ewit keykew riyà te kukuman ne edlugkasan ka rin en te kemisita nu, ne kenà nu ivangen kandin te egkuwa ketà, ugaid ne ivehey nu kandin ke kumbalà nu rema. 
MAT.5.41	Ne embiya ruen sundaru ne ebpehes keykew te ebpevava te kesengkapan din taman te senge kilumitru se keriyù din, ne bevaa nu misan taman te deruwa ne kilumitru. 
MAT.5.42	Ne embiya ruen ebuyù keykew, ne behayi nu. Ne embiya ruen edsambey keykew, ne pesembaya nu.”
MAT.5.43	“Nerineg niyu rema,” ke si Hisus, “ke nekahi ran dengan te, ‘Limui nu ke menge sepakat nu ne keepesi nu ke menge kunterà nu.’ 
MAT.5.44	Ugaid ne igkahi ku keniyu te limui niyu ke menge kunterà niyu, ne ipengeningeni niyu te ebpeneuven te Eleteala ke menge etew ne ebpekesakit kenikew. 
MAT.5.45	Su embiya ini se ed-ul-ulaan niyu, ne egkekita kayi te keniyu te sikiyu ne menge anak en te Amey niyu ne Eleteala diyà te langit. Su ini se Eleteala ne kenà iyan din dà ebpesilaan te andew ke menge metidtu rà su elin ded dema ke menge etew ne meraat se ulaula rin. Ne ebpeuranan din ded dema ke menge metidtu wey ke menge etew ne ed-ulaula te meraat. 
MAT.5.46	Su embiya iyan niyu rà igkelimù ke menge etew ne egkelimù keniyu, ne meambe ke ebpenareng kew te kebpenaub te Eleteala keniyu? Misan ke ebpevayad te buwis ne limbungan ne igkelimù dan dema ke menge etew ne egkelimù kandan. 
MAT.5.47	Ne embiya iyan niyu rà edsehipaan ke menge sepakat niyu, ne engkey se kegkereyui keniyu? Warà! Su misan ke menge etew ne kenà ebperetiyaya te Eleteala ne ed-ulaula red dema te iring ketà. 
MAT.5.48	Tembù be sikiyu ne pekeimpit kew te ulaula niyu riyà te menge etew, su ke Amey niyu riyà te langit ne impit ke langun ne ulaula rin.”
MAT.6.1	Migkahi pà maa si Hisus te, “Itahù niyu ini te itungan niyu te kenà iyan niyu kebpengeningeni te Eleteala ne apey kew mekita te menge etew. Su embiya ini se ed-ul-ulaan niyu ne kenà niyu egketelimà ke idlalew ketà dut te Amey niyu riyà te langit.
MAT.6.2	“Tembù be embiya ruen ibehey niyu te egkeayuayu ne kenà niyu ibpekitakita te menge etew iring dut te menge etew ne egkiyug ne ebpekita te keupiya ran. Su sikandan ini ke ebehey ran ne riyà den dà ibehey te lusud te valey ne ebpengedian te penduan dan wey riyà te ralan su apey egkekita ne egkereyù dan te menge etew. Ugaid ne igkahi ku keniyu te ini se mid-ulaula ran ne nekuwa ran en ke lalew ran. 
MAT.6.3	Ugaid ne embiya ruen ibehey niyu te egkeayuayu, ne kenà niyu peketueni te misan sepakat niyu, 
MAT.6.4	su apey ini se ibehey niyu ne warà ruma ne egketau. Ne ke Amey niyu rà se nekekita dut te mid-ulaula niyu ne iyan edlalew keniyu.”
MAT.6.5	“Ne embiyà ebpengeningeni ka,” ke si Hisus, “ne kenà ka ed-iring te engkungkun ne metidtu. Su embiya ebpengeningeni ran ne egkiyug dan ne ed-itindeg diyà te lusud te valey ne ebpengedian te menge Hudiyanen te penduan dan wey riyà te lirig te kelesada su apey egkekita te menge etew. Ugaid ne igkahi ku keniyu te ini se mid-ulaula ran ne nekuwa ran en ke lalew ran. 
MAT.6.6	Ugaid ne sikiyu, ke ebpengeningeni kew ne lusud kew riyà te sungkù niyu ne lelekeb kew ne pengeningeni kew riyà te Amey niyu ne Eleteala ne kenà egkekita. Ne ke Amey niyu ne iyan dà ebpekekita keniyu ne iyan edlalew keniyu.
MAT.6.7	“Ne kayi te kebpengeningeni niyu,” ke si Hisus, “ne kenà niyu edlumlumbayi ke pengeningeni niyu iring dut te menge etew ne kenà ebperetiyaya te Eleteala. Su iyan dan kunaan ke ebpeminehen te Eleteala ke pengeningeni ran ke ebpekelayaten dan. 
MAT.6.8	Kenà kew ve ed-iring kandan! Su sikiyu, ne netuenan en te Amey niyu ke kurang niyu te warà kew pà mebuyù.
MAT.6.9	“Embiya ebpengeningeni kew ne iringa niyu kayi,
MAT.6.9	‘Ah, Amà diyà te langit,
MAT.6.9	berekat ne edati te menusiyà ke ngaran nu.
MAT.6.10	Ne berekat ne ebayàbayà ka rut te langun ne menusiyà,
MAT.6.10	su apey metuman ke kiyug nu kayi te ampew te dunya
MAT.6.10	iring dut te diyà te langit.
MAT.6.11	Behayi key te sesangan ne egkekaan dey te ini ne andew.
MAT.6.12	Ne pesehara nu ke salà dey
MAT.6.12	iring dut te nepesehad dey en ke nekedsalà kenami.
MAT.6.13	Ne ipekeriyù key nikuna dut te menge mevaher
MAT.6.13	ne penggeram, ne pekelangi key dut te datù te pekaid.’
MAT.6.14	Su embiya ebpeseharen niyu ke menge etew ne nekedsalà keniyu,” ke si Hisus, “ne egkepesehad kew rema te Eleteala ne Amey niyu ne riyà te langit. 
MAT.6.15	Ugaid ne embiya kenà niyu egkepesehad ke menge etew ne nekedsalà keniyu, ne kenà dema ebpeseharen ke salà niyu dut te Amey niyu ne riyà te langit.”
MAT.6.16	Ne migkahi pà maa si Hisus te, “Embiya edlimpas kew te egkaan su ebpengeningeni, ne kenà kew ebpekerumbahat te paras niyu iring dut te menge etew ne engkungkun ne metidtu. Su sikandan ke edlimpas dan te egkaan ne ebpebparas dan te merupaas su apey mekita te edlimpas dan te egkaan. Ne igkahi ku keniyu te kayi te ini se mid-ulaula ran ne nekuwa ran en ke lalew ran. 
MAT.6.17	Ugaid ne iyan meupiya ke edlimpas kew te egkaan ne pendapug kew ne penuwat kew, 
MAT.6.18	su apey kenà metueni te menge etew te edlimpas kew te egkaan. Ne iyan dà netau ke Amey niyu ne Eleteala ne kenà egkekita. Ne iyan sikandin edlalew kenikew dut te mid-ulaula nu te sebseveka nu.”
MAT.6.19	“Kenà kew edlimud te kekewesai niyu kayi te ampew te dunya,” ke si Hisus, “su kayi ne ruen egketketen, ne ruen edtengisen, ne ruen menge tekawen ne edlusud te menge valey niyu su ebpemenakew. 
MAT.6.20	Ugaid ne iyan meupiya,” ke si Hisus, “ne edtuman kew te kiyug te Eleteala ne egkevaluy ne ruen kekewesai niyu riyà te langit ne kenà egketketen, ne kenà edtengisen, ne warà tekawen ne edlusud su ebpemenakew. 
MAT.6.21	Su piya endei niyu idtahù ke kekewesai niyu, ne ketà dema ke hinawa niyu.”
MAT.6.22	Ne migkahi pà maa si Hisus te, “Ke mata te etew ne iring te sulù dut te lawa rin su embiya merayag se kedtengteng din ne iyan din meana ne metidtu se ulaula rin, ne iring te egkerayahan ke langun ne lawa rin. 
MAT.6.23	Ugaid ne embiya edsehulepunen se kedtengteng din ne iyan din meana ne mereatey se ulaula rin, ne iring te egkerusireman ke langun ne lawa rin!”
MAT.6.24	“Warà edsugsuhuen,” ke si Hisus, “ne deruwa se edtehiuripen kandin. Su embiya deruwa se ebpengunguripen kandin, ne egkeepesan din ke seveka ne ed-edatan din ke seveka. Etawa ebperumaduma sikandin dut te seveka ne kenà din edsehipaan ke seveka. Su iring be kayi embiya iyan dekelà te hinawa nu ne kureta, ne kenà ka ebpeketuman te kiyug te Eleteala.
MAT.6.25	“Tembù be iyan ku igkahi keniyu,” ke si Hisus, “kenà kew meuru te egkekaan wey ed-inumen ne igkeuyag niyu etawa ke engkey se ibevelegkas niyu. Su ke hinawa wey lawa niyu ne imbehey te Eleteala, ne maa kenà belielehà pà arà dut te egkekaan niyu wey belegkas niyu? 
MAT.6.26	Keniyan niyu rè ma te menge uwak, warà kebpemula ran, ne warà ked-ehani ran, ne warà edtehuan dan te egkekaan dan, ugaid ne ke Amey nu ne riyà te langit se ebpesavud kandan! Ne meambe, kenà belielehà kew pà dut te menge pepenuk? 
MAT.6.27	Ne engkey keniyu se nekesumpat te umur din te impepevayà te kegkeuru rin?
MAT.6.28	“Embiya kenà ka ebpekegaga kayi, ne meambe ke egkeuru ka te ibevelegkas nu? Keniyan niyu rè ma te kevukaran ke engkey se kedtuvù dan. Kenà dan egelevek ne kenà dan ed-avel. 
MAT.6.29	Ne misan iring ketà ne igkahi ku keniyu te misan ke kewasa ne datù dengan ne si Salomon, ne ke keupiya te belegkas din ne warà dà mekesusuluwan dut te keupiya te seveka keniyan ne kevukaran. 
MAT.6.30	Embiya Eleteala se ebpebparas te kevukaran te sagbet iring ketà, misan mehaan dà se kedtuvù din su egkekita niyu guntaan ne keremà ne nehangu en ne egkevinsulan en, ne maa iyan kew pè be kenà behayi te ibevelegkas niyu? Sikiyu ne deisek se kedsarig niyu!
MAT.6.31	“Ketà be ne kenà kew meuru se egkahi te, ‘Engkey se egkekaan wey egkeinum dey? Ne engkey se ibevelegkas dey?’ 
MAT.6.32	(Su ini imbe ke layun intahù te hinawa rut te menge etew ne kenà ebperetiyaya te Eleteala.) Ugaid ne sikiyu, ne kenà kew meuru su netuenan dut te Amey niyu ne Eleteala ke engkey se kurang niyu. 
MAT.6.33	Iyan niyu ipeuna te hinawa niyu ke kiyug te Eleteala wey ke Kedatù din keniyu, ne arà pè be ne ebehayan kew te Eleteala dut te langun ne kurang niyu. 
MAT.6.34	Tembù be kenà kew meuru ke engkey se egketemanan niyu dut te menge hewii ne egkeuma. Su uman hewii ne idsengebias ke kerehenan din, ugaid ne wey niyu en pegitunga ke egkeuma en.”
MAT.7.1	Ne migkahi pà maa si Hisus te, “Kenà kew edsawey te ruma ne etew apey kenà kew edsewayan te Eleteala. 
MAT.7.2	Su edtimbangtimbangen kew te Eleteala iring te kedtimbangtimbang niyu te ruma ne etew. Ne iyan din meana ne taman ne kerekelà te kedtimbangtimbang niyu te ruma ne etew, ne arà en dema ke kerekelà ne kedtimbangtimbang te Eleteala keniyu.
MAT.7.3	“Engketà be,” ke si Hisus, “ne meambe ke edturikan nu ke salà te ruma nu ne iring te pesek, ugaid ne warà ma te hinawa nu te ruen salà nu ne iring te gedgeran kerekelà din? 
MAT.7.4	Engkey se kedtikà nu te egkahi riyà te ruma nu te id-awà nu ke pesek din, ugaid ne ruen ma nekepesek kenikew ne iring te gedgeran kerekelà din ne kenà nu egketuusan? 
MAT.7.5	Engkey en ayan ne kedtarùtarù nu! Unai nu pà te ed-awà ke nekepesek kenikew ne iring te gedgeran, ne an pà ne ebpekekita ke en ne ebpengawà te pesek te ruma nu.”
MAT.7.6	“Kayi te kebpenurù niyu ne kenà niyu ibpehes te ebpepemineg dut te menge etew ne warà adat din. Su ebpekeiring kew te idtimbag niyu riyà te asu ke kearen ne egkeedatan te Eleteala, ne eberiyung dan ne ebuntalen kew. Ne kenà niyu idtimbag ke pirlas niyu riyà te menge bavuy su egiekan dan dà ini.”
MAT.7.7	Migkahi si Hisus te, “Embiya ebpengeningeni kew riyà te Eleteala ne buyù kew ne ebehayan kew rin. Pemengà kew ne ruen arà egketuen niyu. Penehetiat kew ne ebpuwasan kew rin. 
MAT.7.8	Su langun ne ebuyù diyà te Eleteala ne ebehayan, ne ke etew ne ebpemengà ne ebpeketuen, ne ke etew ne ebpenehetiat ne ebpuwasan ke lekeb kandin.
MAT.7.9	“Menu sikiyu ne menge lukes, embiya ebuyuan ka te anak nu te pan, maa batu se ibehey nu? 
MAT.7.10	Etawa ebuyuan ka rin te serà, maa uled se ibehey nu? 
MAT.7.11	Sikiyu ne menusiyà ne kenà metidtu ne metau kew ne ebehey te meupiya riyà te anak niyu, na iyan pè be ke Amey niyu ne Eleteala ne riyà te langit kenà mebehey keykew te meupiya embiya ebuyù kew riyà te kandin.
MAT.7.12	“Ne misan engkey ne egkiyuhan niyu ne ibped-ulaula te menge etew keniyu, ne iring ketà dema se ul-ulaa niyu riyà te kandan. Su ini se meana dut te penduan ne intelau ni Moises wey ke menge penurù dut te menge ebpelamabas te Lalag te Eleteala rengan.”
MAT.7.13	“Lusud kew riyà te melihet ne gumawan,” ke si Hisus, “ne ebpependiyà te umur ne kenà edtaman. Su meluag ke gumawan ne merayun ke dalan ne ebpependiyà te apuy nerakà, ne merakel ke edtuntul ketà. 
MAT.7.14	Ugaid ne melihet ke gumawan wey mepasang ne ibayà ke dalan ne ebpependiyà te umur ne kenà edtaman, ne merelag dà se ebpeketuen ketà.”
MAT.7.15	“Uram kew dut te menge etew ne engkungkun ne ebpelambas te Lalag te Eleteala. Su ebpendiyà dan te keniyu ne iring te paras te bilibili ne meamuk, ugaid ne riyà te hinawa ran ne iring dan te mewalew ne asu ne ebpekekaid. 
MAT.7.16	Egkekilala niyu ke kenà benar ne ebpelambas te Lalag te Eleteala kayi te ulaula ran. Su iring te kayu, kenà ebahas ke sepinit te paras ne kenà ebahas ke degiyangas te igira. 
MAT.7.17	Iring din ded dema ke kayu ne meupiya se kegueyhuey rin ne iyan din dà bahas ne meupiya. Ugaid ne ke kayu ne ruen sakit din ne iyan din bahas ne meraat. 
MAT.7.18	Su ke kayu ne meupiya se kegueyhuey rin ne kenà ebehas te mereatey, ne ke kayu ne ruen sakit din ne kenà ebahas te meupiya. 
MAT.7.19	Ne langun ne menge kayu ne kenà ebahas te meupiya ne ebpilayen ne idrapug su ebinsulan. 
MAT.7.20	Tembù be igkahi ku keniyu te egkekilala niyu ke kenà benar ne ebpelambas te Lalag te Eleteala kayi te ed-ul-ulaan dan.”
MAT.7.21	Ne migkahi si Hisus te, “Kenà langun te menge etew ne edtawag kedì te ‘Is Kerenan, Kerenan’ ne ebpekelusud dut te menge etew ne Edetuan te Eleteala ke kenà sikandan dà arà se edtuman dut te kiyug te Amey ku ne Eleteala ne riyà te langit. 
MAT.7.22	Su embiya egkeuma arà se hewii te kegkukum te Eleteala ne merakel se ebpeyiruwiru kedì se egkahi te, ‘Is Kerenan, Kerenan, mibpesabut key te Lalag te Eleteala impepevayà te gehem te ngaran nu, ne mibpenegseg dey ke vusew ne ed-amung-amung te menge etew, ne merakel pà se mekegeyip ne neveelan dey!’ 
MAT.7.23	Ugaid ne iyan ku igkahi kandan te, ‘Sikiyu ne meraat se ulaula, kenà ku egketuenan sikiyu. Awà kew kayi!’ ”
MAT.7.24	“Tembù be,” ke si Hisus, “langun dut te nekerineg te lalag ku ne mibperumaruma, ne ebpekeiring dan te bereitungan ne etew ne riyà mebevaley te meresen. 
MAT.7.25	Ne midadsang ke uran ne midalem ke wayig ne nesuhat te keramag ini se valey, ugaid ne warà ini mepiley su riyà mekeitindeg te meresen.
MAT.7.26	“Ugaid ne langun ne menge etew,” ke si Hisus, “ne nekerineg te lalag ku ne kenà dan ebperumaruma, ne iring dan te etew ne warà itungan din ne mebevaley riyà te pantad. 
MAT.7.27	Ne midadsang ke uran ne midalem ke wayig ne nesuhat te keramag ini se valey, ne arà dà ne nerundus en su neawet dà dut te keramag.”
MAT.7.28	Nekeipus si Hisus se ebpenurù te menge etew ne neinuinu ran nevenar, 
MAT.7.29	su kenà iring dut te kebpenurù te menge etew ne ebpenurù te penduan te menge Hudiyanen su ruen gehem din ini se penurù din.
MAT.8.1	Guna su midtupang si Hisus ketà te buvungan ne mibpenuruan din te menge etew, ne medmerakel se miduma kandin. 
MAT.8.2	Ne ruen etew ne egkevuwaen ne muna pà te it-it ne mid-uvey ki Hisus. Ne midlumpeng en sikandin diyà te sineruwan ni Hisus se ebpemuyù te, “Mama, embiya perem egkiyug ke rà ne egkeulian nu ini se meredsik ne sakit ku.”
MAT.8.3	Ne midampen ni Hisus sikandin se egkahi te, “Uya, egkiyug a,” ke sikandin. “Meulii ka!” Arà dà ne neawà en ke sakit dut te meama su neulian en. 
MAT.8.4	Ne migkahi si Hisus kandin te, “Kenà nu ve imbe kegkehiya ini te misan endei en, ugaid ne riyà ka tilandeng te terebpelengesa ne ibpekita nu kandin te neulian ke en. Ne ivehey nu te Eleteala ke ibpelengesa ne insuhù dengan ni Moises su apey metueni te langun te neulian ka.”
MAT.8.5	Guna su nekeuma si Hisus diyà te inged ne Kapirnawum, ne ruen kepitan ne kenà Hudiyanen ne egkamal te menge sundaru ne mid-uvey kandin se ebpemuyù te tavang din. 
MAT.8.6	“Mama,” ke sikandin, “duen edsugsuhuen ku ne ederaru riyà te valey ku su minatey ke divaluy ne lawa rin ne merasey nevenar se egeramen din.”
MAT.8.7	Ne migkahi si Hisus te, “Ebpendiyan a su apey ku meulii sikandin.”
MAT.8.8	“Mama,” ke se kepitan, “misan kenà ke en edlaus diyà te valey ku, su kenà a dait ne ebpemeneyikan nu. Su dekelà se gehem nu ne misan igkahi nu te, ‘Meulii sikandin,’ ne egkeulian ini se edsugsuhuen ku. 
MAT.8.9	Nesebutan ku ini su siaken ne ruen mepurù ku ne meperumaruma a kandin. Ne ruen menge sundaru ne egkemalan ku ne meperumaruma ran kediey. Su egkahi e rà te, ‘Diyà kew,’ ne iring dan te ebelesiken. Ne engketà ded ke egkahi a te, ‘Kayi kew,’ ne seperek mata ne kayi ran en. Ne embiya edsuhuen ku ini se edsugsuhuen ku te, ‘Ul-ulaa nu ini,’ ne arà en iya rema se ed-ul-ulaan din. Iring de be kayi,” ke se kepitan, “misan edlelehan nu rà ne egkeulian ini se edsugsuhuen ku.”
MAT.8.10	Nerineg ni Hisus ini ne neinuinu nevenar sikandin ne migkehiyan din ke menge etew ne miduma kandin te, “Sevenarbenar ne igkahi ku keniyu te warà e pà mekeuma te etew ne iring kayi kerekelà se sarig din kediey misan kayi te langun ne kevuwaran ni Israyil. 
MAT.8.11	Ini ve se idtarem ku keniyu ne merakel se menge etew ne egenat te edsilaan taman te edsenlepan ne ebpekeuma su ebpekepinuu te egkaan duma en ni Abraham wey ke anak din ne si Isaac wey ke apù din ne si Jacob diyà te menge etew ne Edetuan te Eleteala. 
MAT.8.12	Ugaid ne merakel ne menge kevuwaran ni Israyil ne mibpenehenaan perem te Eleteala dut te Edetuan din ne ibpependiyà te merusirem, ne ketà ne ebpekependerawit wey ebpekengingitel.”
MAT.8.13	Ne migkahi si Hisus dut te kepitan te, “Ulì ke en. Su ke sarig nu kedì ne netuman en.” Ne ketà dà dema ne ke edsugsuhuen din diyà te valey ne neulian en.
MAT.8.14	Ne mibpendiyà si Hisus te baley ni Pedro ne ketà ne nekita rin ke enuhang ni Pedro ne meritan ne ed-id-irehà su edetengen. 
MAT.8.15	Ne midampen ni Hisus ke velad din ne neawà en ke rateng din, ne mid-enew sikandin ne mid-ilutù en te ibpekaan kandan.
MAT.8.16	Guna su midsanlep en ke andew ne ruen merakel ne menge etew ne midsuukan te vusew ne mibpeneheewit dan kayi te ki Hisus. Ne mibpenegseg ni Hisus ke menge vusew te impepevayà dà te lalag din, ne nengeulian din langun ne ebpenderaru. 
MAT.8.17	Mid-ulaula rin ini su apey metuman ke impesurat ki Isayas ne ebpelambas te Lalag te Eleteala rengan se egkahi te,
MAT.8.17	“Sikandin en iya ke nekeulì te daru tew,
MAT.8.17	ne nekeawà te menge sakit tew.”
MAT.8.18	Guna su nekita ni Hisus ke medmerakel ne menge etew ne edlingut kandin ne migkehiyan din ke edumdumaan din te, “Kuwa kiyu en su ed-apet kiyu riyà te ripag te ranew.” 
MAT.8.19	Ketà ne ruen senge etew ne mibpenurù te penduan ni Moises ne mid-uvey kandin ne migkahi te, “Meyterù, eduma a kenikew misan ebpependei ka.”
MAT.8.20	Ne migkahi si Hisus kandin te, “Ke menge laku ne ruen takub ne ed-ul-ulian dan, ke menge pepenuk ne ruen kandan ne salag, ugaid ne ke Impeanak te Menusiyà ne misan endei en memekeirehà su warà ubpaan din.”
MAT.8.21	Ne ruen dema senge etew ne edumdumaan ni Hisus ne migkahi te, “Mama, ed-ulì e pà ne embiya egkepupusan en te ebpeneytayen ke amey ku ne arà pà ne eduma a kenikew, su siaken ded se edleveng kandin.”
MAT.8.22	“Kenà,” ke si Hisus, “su duma ka kedì. Ne iyan nu pelevenga rut te minatey ke menge ruma nu ne kenà ebperetiyaya kediey.”
MAT.8.23	Ketà maa ne mid-untud si Hisus te avang ne miduma ke menge edumdumaan din. 
MAT.8.24	Ne midtekewtekew se mevaher ne keramag ne nekesuhat ketà te ranew ne nelikuvungan en te baleg ini se avang dan. Ugaid ne nekelipereng si Hisus. 
MAT.8.25	Ne mid-uvey ran si Hisus ne mibpukew ran en se egkahi te, “Tevangi key, Kerenan, su egkekahem ini se avang ne egkeherà ki en!”
MAT.8.26	Ne migkahi si Hisus te, “Meambe ke nengeandek-andek kew? Kurang kew te sarig kedi!” Ne mid-enew en ne pineengked din en ke keramag wey menge baleg, ne midlengen en ke ranew.
MAT.8.27	Ne neinuinu ke menge edumdumaan din se egkahi te, “Engkey ini ne etew? Su misan ke keramag wey menge baleg ne ebperumaruma rut te lalag din!”
MAT.8.28	Nekerunggù en ensi Hisus diyà te ripag te ranew riyà te sakup te inged te Gadara, ne ketà ne ruen midsinuhung kandin ne deruwa ne etew ne riyà ebpuun te menge surung ne penlelevengan. Midsuukan te vusew ini se deruwa ne etew ne laus ne ebpekekaid ne igkeandek en sikandan te menge etew ne warà en edtikà ne ebpevayà ketà te ralan. 
MAT.8.29	Ne migkuleyì dan te, “Sikuna ke Anak te Eleteala, ne engkey ma se kememeniyà nu kediey? Maa mibpengkayi ka su ebpemekeiran key nu misan kenà pà ini ke timpu?”
