MAT.1.1	Akko kitawu
MAT.7.6	«Bare awo tayirdǝa kǝriyaro yiwwi, koro bare awondo darajaa fuwu aladeyayen kolluwwi. Kolluwiya, tayia guguwaccai, kǝriya ye suwordane nayia njanjannjai.
MAT.7.7	«Korowo njadi, manowo fanduwi, cinna bangowo kanjagai. 
MAT.7.8	Wundu duwon cuworimadǝro cadi, kam majimadǝ ye cuwandi, koro kam cinna bakcimadǝ yero kajagai.
MAT.7.9	«Wundundo tadanju tia burodiro cuworiya, dongur kauye cidǝ? 
MAT.7.10	Bi buniro cuworiya, kadi cidǝ? 
MAT.7.11	Nayi diwidǝ awowa ngǝla tadawandoro njo nonuwwa, balle Bawando Mai Samema awowa ngǝla am tia caworiro cidǝ! 
MAT.7.12	Adǝ nangaro awo duwon amso nayiro njaddiya raawwadǝa nayi ye tayiro yiddowo! Adǝma maana Attaura-a kitawuwa nawiyaye-ayedǝ wo.
MAT.7.13	«Ngaworam jǝkkadǝyen ngawowo, dalilnjudǝ ngaworam farak, jawalnju ye kǝskedǝ, tima ngaworam kannuyedǝ wo, am tiyen ngasayidǝ kada. 
MAT.7.14	Amma ngaworam jǝkka, jawalnju ye jaudǝ, tima ngaworam ro sawisoyero cadimadǝ wo, am tia cawandidǝ ganama.
MAT.7.15	«Nawiya kattuwuyero hangal gǝnanowo! Tayidǝ nandoro isaiya, alamanja dimi gai, amma karwunja jauro diwi bulduye gai.
MAT.7.16	Tada casakkidǝlan tayia asunuwi. Inab coccoɍilan njakcai wa? Koro tarmu kolollan cadori wa? 
MAT.7.17	Kǝska ngǝla nguson tada ngǝla cakki, koro kǝska diwi ye tada diwi cakki. 
MAT.7.18	Kǝska ngǝladǝ rakce tada diwi cakkiwawo, koro kǝska diwidǝ ye rakce tada ngǝla cakkiwawo. 
MAT.7.19	Kǝska fi duwon tada ngǝla cakkiwawodǝa caljane kannuro fijagai. 
MAT.7.20	Adǝ nangaro tadanjalan tayia asunuwi.
MAT.7.21	«Am wuro: “Kǝma! Kǝma!” cani samma gǝni nodo bargaa Mai Samemayero ngasayi, sai kam awo Bawani Mai Samema cǝraanaa cǝdimadǝ. 
MAT.7.22	Yim adǝn
MAT.7.23	Daji wuye tayiro: “Ngaltema nayia nonjakkǝni. Wun kuruwunno lenowo, nayi diwi diomasodǝ!” nǝkki.
MAT.7.24	«Adǝ nangaro wundu duwon manani ania fanje jǝganamadǝ, ti alama kam hangalla soronju kǝla kauyen cǝdandǝnadǝ gai. 
MAT.7.25	Ingi sameye cudure bǝrǝm fala tarje, karuwa ye cije sorodǝa babakkenniya, sorodǝ wurdǝnni, dalilnjudǝ fǝrdunju kǝla kauyen tǝdandǝna nangaro. 
MAT.7.26	Amma wundu duwon manani ania fanjǝna jǝgannimadǝ, ti alama kam hangal bawoa soronju kǝla cidi kesayen cǝdandǝnadǝ gai. 
MAT.7.27	Ingi sameye cudure bǝrǝm fala tarje, karuwa ye cije sorodǝa babakkenniya, wurde tǝgǝmbo fiyada,» yeno Isaye.
MAT.7.28	Isa mana ania cǝde kerǝnniya, jama captanadǝ alamdunjudǝa ajapkera, 
MAT.7.29	dalilnjudǝ malǝmbanja Attauraye gai gǝni, kǝnduwoaro tayia alamji nangaro.
MAT.8.1	Isa kǝla kaudǝyen jǝpkenniya, am kada kadami tia geya. 
MAT.8.2	Kam barasua laa ise fuwunjun tungurumje tiro: «Kǝma, raammaa, rangǝme wua isangasǝgǝme tayirro wallǝkki,» yeno. 
MAT.8.3	Isa mukko sajiye kamdǝa leje: «Raakkǝna, tayirro walle!» yeno. Sadǝman barasudǝ tia kolje tayirro walyeno. 
MAT.8.4	Daji Isaye tiro: «Bare wundumaro adǝa wulgǝmmi, amma lene ɍimandǝro fǝledǝgǝne, koro sadaa Nawi Musa wuljǝnadǝa de, jamaro shedaro waljo!»
MAT.8.5	Isa bǝrni Kafarnaambero kǝrgaanniya, soji kura Rombe laa nanjuro ise tia lowoje: 
MAT.8.6	«Kǝma, kaɍeani dondi fadon bowada, tiyinju nuna jauro basardi,» yeno. 
MAT.8.7	Isaye tiro: «Lekke tia isangagǝkki,» yeno. 
MAT.8.8	Amma soji kuradǝye tiro: «Kǝma, nia fannin sawo tikkǝni. Biya wada ye, kaɍeani ngaji. 
MAT.8.9	Wudǝ cidiya kǝnduwo amben kǝrgakko, fǝrduni yen sojiya takkǝna. Falnjaro: “Lene!” nǝkkiya, leji. Fal laaro: “Are!” nǝkkiya, isi. Koro kaɍeaniro: “Adǝa de!” nǝkkiya, cǝdi.» 
MAT.8.10	Isa adǝa fangenniya, ajapce jama tia jagaidǝro: «Jiremaro nayiro wulnjagakki, curo jama Israyilawuyen kambǝrse kura adǝ gai fandǝkkǝni! 
MAT.8.11	Nayiro wulnjagakki, am kada adinnam-a fǝde-alan
MAT.8.12	Amma tadawa nodo bargaayedǝa
MAT.8.13	Daji Isaye soji kuradǝro: «Lene, kambǝrsenǝm nangaro awo suworǝmmadǝ wakkajo!» yeno. Kaɍeanjudǝ sa adǝman ngayeno.
MAT.8.14	Isa fado Biturussero kadinniya, ya kǝsai Biturusse kangea bowada kiro. 
MAT.8.15	Isa mukkonju leyenniya, kangedǝ tia kolje, ti ye cije Isaa sosadu badiyeno.
MAT.8.16	Yim adǝa kǝngal kikkurunniya, bǝrniwudǝ karuwamaso kada na Isayero kewudo. Mananjulaman sedannadǝa duyeno, koro am dondi sammaa isangayeyeno. 
MAT.8.17	Adǝgaima awo Kǝmande kuren ci Nawi Ishayayen wuljǝnadǝ wakkayeno. Tiye: «Kǝndondinde kǝlanjuro ngoje kasuwanden isangaseyera,»
MAT.8.18	Yim laa Isa jama kada tia dirijane kǝljanadǝa kirunniya, fuwurawanjuro wada bǝrǝmdǝa faldaye kaino. 
MAT.8.19	Daji malǝm Attauraye laa nanjuro ise tiro: «Sayinna, ndara lenǝmi yaye nia njǝgakki,» yeno. 
MAT.8.20	Isaye tiro: «Kǝluwuso bǝlaanjaa, ngudoso sameye ye fannjaa, amma Tada Kambedǝ
MAT.8.21	Koro fuwuranju laa ye tiro: «Kǝma, amarsǝgǝne lekke bawania sittǝrakkiya duwon,» yeno. 
MAT.8.22	Amma Isaye tiro: «Wua sǝgai, kolle am sanuna amanja sanunadǝa sittǝraja!» yeno.
MAT.8.23	Isa curo maarayero kǝrgaanniya, fuwurawanju ye tia jaane kasargawo. 
MAT.8.24	Sadǝman karuwa dunoa cije ingi bǝrǝmbe cambalje, har ingi maaradǝro fiduwu badiyeno. Sadǝn Isa kǝnǝm cǝdi. 
MAT.8.25	Fuwurawanjudǝ isane tia kǝnǝmnin kesangǝranniya, tiro: «Kǝma, andia samoye, nuiye!» yera. 
MAT.8.26	Isaye tayiro: «Awiro yaayew, nayi kambǝrse ganaadǝ?» yeno. Daji cije karuwadǝ-a bǝrǝmdǝ-aro kikkadǝnniya, dajane dunia gǝmbo walyeno. 
MAT.8.27	Fuwurawanjudǝ ajapcane: «A! Kam jiɍi fi attǝ? Karuwa-a bǝrǝm-ama mananju jagai!» yera.
MAT.8.28	Isa bǝrǝmdǝa falje koje cidi Gadarawuyero kadinniya, karuwama yindi kaurilalan caluwe tia kapkeyera. Tayidǝ jauro jau, har wunduma rakce jawaldǝyen kojiwawo. 
MAT.8.29	Daji yiljane: «Awi lambonǝm andiro, Tada Alaye? Sanju cǝdǝnnin andiro ajawu gǝnaduwuro wa kadim?» yera. 
MAT.8.30	Kuruwunjan alade kada newo cadi ye mbeji. 
MAT.8.31	Daji sedannadǝ Isaa lowojane: «Dusamia, aladeyadǝro dusagane curonjaro ngayiyo!» yera. 
MAT.8.32	Isaye tayiro: «To, lenowo!» yenniya, sedannadǝ caluwe curo aladeyadǝyero kasargawo. Daji aladeyadǝ samma ngǝrǝmjane kaulan jǝpcane bǝrǝmdǝro fidagane ingiye ngoje kasuno. 
MAT.8.33	Sǝniya aladeyayedǝ cagase bǝlaro lejane awo kǝla karuwamaso aniyen wakkajǝnadǝa ambo wulyeyera. 
MAT.8.34	Daji am bǝlaye samma ye Isaa kaptuwuro caluwe kerunniya, cidinja koljoro tia lowoyera.
MAT.9.1	Daji Isa maaradǝro ngaye bǝrǝmdǝa falje koje bǝrninjaro
MAT.9.2	Am laa kam tiyi nunaa kǝla bǝnaramben ngojane nanjuro kewudo. Isa kambǝrsenjadǝa kirunniya, kam tiyinju nunaadǝro: «Tadani, bare tǝma kollǝmmi, biwunǝm gawurdǝna,» yeno. 
MAT.9.3	Daji malǝmba Attauraye laa karwunjan: «Kam attǝ Alaa gaskajǝna, diye!» yera. 
MAT.9.4	Amma Isa awo karwunjaye asuje tayiro: «Awiro karwundon niadiwi dǝganadǝ? 
MAT.9.5	Ndaso gǝle budu wo: “Biwunǝm gawurdǝna” wulduma ra “Cine lene!” wulduma? 
MAT.9.6	Nonowo, Tada Kambedǝ nanjun kǝnduwo biwu ambe dunialan gawurduye mbeji!» yeno. Daji kam tiyinju nunaadǝro: «Cine bǝnarammǝm ngone fannǝmbo lene!» yeno. 
MAT.9.7	Kamdǝ cije fannjuro leyeno. 
MAT.9.8	Jama captanadǝ adǝa kerunniya, rijane Ala kǝnduwo adǝ gai ambo cinadǝa kengoro.
MAT.9.9	Isa nadǝa kolji duwon, kam laa tiro Matiyu cani kidaramnju akki mowoyen napkadaa kiro. Isaye tiro: «Wua sǝgai!» yenniya, cije tia giya.
MAT.9.10	Isa fado Matiyuyelan masǝnaro napcǝna duwon, akki mowomaso-a biwuma gadeso-a kada ye isane ti-a fuwurawanju-a rokko masǝna dioro napkera. 
MAT.9.11	Farisawa adǝa kerunniya, fuwurawanjuro: «Awiro malǝmndo akki mowomaso-a biwuma gadeso-a rokko masǝna cadidǝ?» yera. 
MAT.9.12	Isa adǝa fangenniya, tayiro: «Kam dondi gǝnia, kam ngadǝ lowotor majiwawo. 
MAT.9.13	Lenowo, mana adǝye maananju asunowo: “Bu fida gǝni, kanjimaɍima raakko.”
MAT.9.14	Daji fuwurawa Nawi Yahayaye na Isayero isane tiro: «Awiro andi-a Farisawa-a asem
MAT.9.15	Isaye tayiro: «Mai larusaye dawunjan duwon, ngaladiya karwunja kuttaji wa? A’a, amma sa ise mai larusayedǝa dawunjan cattuluwiya, sa adǝn duwon asem cadai.
MAT.9.16	«Wunduma guntu batta bǝɍinne ingiro cakke captǝnni ngoje kajǝmu dinaro cukkududiwawo. Ngai cǝdia, batta bǝɍindǝ capte kardudǝ cayemaro kuraro walji. 
MAT.9.17	Koro wunduma diben bǝɍin ngoje satki dinaro fijiyiwawo. Ngai cǝdia, satkidǝ falde,
MAT.9.18	Isa tayiro manajiyi ngai duwon, kura dandalle laa ise fuwunjun tungurumje tiro: «Kǝrmama feroni bawoyeno. Are mukkonǝm tiro gǝnagǝne, roaro walji,» yeno. 
MAT.9.19	Daji Isa cije fuwurawanju-a rokko kamdǝa geya.
MAT.9.20	Kamu laa ye nadǝn mbeji, kǝrwu mewun yindinno bu fidanju
MAT.9.21	awoa karwunjun: «To, kajǝmunju bas lekkia, ngakki,» cǝni. 
MAT.9.22	Isa suworde tia kirunniya, tiro: «Feroni, bare tǝma kollǝmmi! Kambǝrsenǝm nangaro njǝkkawo fandǝmma!» yeno. Sadǝman kamudǝ ngayeno.
MAT.9.23	Isa fado kam kura dandalledǝyero ise algaidawu lagaranneso-a jama captana kalala fijai-aa kirunniya, 
MAT.9.24	tayiro: «Luwowo lenowo! Ferodǝ bawojǝnni, kǝnǝm cǝdi,» yeno. Amma tia rujane tiro kaasu keddo. 
MAT.9.25	Jamadǝa deyaro kettuluwunniya, ngaye ferodǝa mukkoyen cǝdane ciyeno. 
MAT.9.26	Lawar adǝ cididǝ ngaro tatargaada.
MAT.9.27	Isa nadǝa kolje ledu cǝdi duwon, kambu yindi tia jaane kowo sapcane: «Isa *Tada Mai Daudaye,
MAT.9.28	Fado laaro kǝrgaanniya, kambuwadǝ nanjuro kadira. Isaye tayiro: «Rangǝkke adǝa njaddǝkkiro mǝrsasuwwa wa?» cǝne kiworo. Kambuwadǝye: «Aaa, Kǝma!» yera. 
MAT.9.29	Daji Isa simnja leje tayiro: «Kambǝrsendo nangaro, nayiro wakkanjaa!» yenniya, 
MAT.9.30	sim kewando. Isa tayiro wada ce: «Fanowo, bare wunduma adǝa nojǝnni!» yeno. 
MAT.9.31	Amma lejane lawar Isayedǝa cididǝ ngaro tataryeyera.
MAT.9.31	______________________________________________________________________
MAT.9.31	______________________________________________________________________
MAT.9.32	Tayi sim cawandǝnadǝ sapkadaranniya, am gade karuwama laa rakce manajiwawoa ngojane na Isayero kewudo. 
MAT.9.33	Isa sedandǝa duyenniya, kamdǝ manadu badiyeno. Daji jamadǝ ajapcane: «Ngaltema awo adǝ gai lardu Israyilayelan turunni!» yera. 
MAT.9.34	Amma Farisawadǝye: «Kǝnduwo mai sedannayen sedannaa duji,» yera.
MAT.9.35	Daji Isa leje dandalnjan jamaa alamje kawuɍi kǝji nodo bargaa Mai Samemaye wuljiye am dondia kasuwanja ngan isangajiyi ngai duwon, bǝla-a bǝladeya-a sammaa giya. 
MAT.9.36	Jama kada captanadǝa kirunniya, tayia njunoyeno, dalilnjudǝ jǝktane hangalnja caa cijǝna alama dimiya sǝni bawoa gai nangaro. 
MAT.9.37	Daji fuwurawanjuro: «Kaladǝ ngǝwu, amma kidawudǝ gana. 
MAT.9.38	Adǝ nangaro kǝma kalayedǝa lowonowo, kidawu gade yea tiro kala njǝddoro cunodo!» yeno.
MAT.10.1	Isa fuwurawanju mewun yindindǝa bowoje tayiro kǝnduwo sedan dudaye-a am kasuwa so, kǝndondi so jiɍi fi yayea isangaduwuye-a kaino. 
MAT.10.2	Cuwa kǝngayambanju mewun yindindǝyedǝ, tayima Siman kam tiro Biturus canidǝ, yanjugǝna Andarawus, Yakuba tada Jabadiye, yanjugǝna Yahaya, 
MAT.10.3	Filibus, Bartolomi, Toma, Matiyu akki mowoma, Yakuba tada Alfawusse, Tadawus, 
MAT.10.4	Siman kam Kan’anaye,
MAT.10.5	Isa tayi mewun yindin aniro wada ce kinodo. Tayiro: «Bare na kǝrdiyayero lenuwwi bi bǝlawa Samariyawuyero ngawuwwi, 
MAT.10.6	biya na jama Israyilawu tayi dimiya faccaanadǝ gaiyero lenowo! 
MAT.10.7	Lenuwilan, ambo: “Nodo bargaa Mai Samemaye del karǝnjǝna!” wulgǝnowo. 
MAT.10.8	Am dondia isangagǝnowo, am sanunaa roaro kalangowo, am barasuaa isangagǝnowo tayirro walja, sedanna dunowo. Dero kiwanduw, nayi ye dero yowo.
MAT.10.9	«Bare kunguna dinarre, bi ɍiwullaye, bi kulloye ngonuwwi, 
MAT.10.10	koro bare ngǝrwu, bi gǝmaje yindi, bi suno gade, bi ka ngonuwwi, kidamaro ngǝnǝwuramnju wajipcǝgǝna nangaro.
MAT.10.11	«Bǝla-a bǝladeya-a fi yayero ngawuwiya, kam ngǝlama manowo fannjun jǝmmowo nammowo, har kawu nadǝa kolluwiro. 
MAT.10.12	Fannjuro ngawuwiya, barga dǝpkǝgǝnowo. 
MAT.10.13	Am fadodǝye ngǝlaro njamoyia, bargandodǝ tayilan dǝga. Amma nayia mowo wajaia, bargandodǝ nandoro waldo. 
MAT.10.14	Wunduma nayia njamowonni bi manando ngojǝnnia, fadodǝa bi bǝladǝa kolluwiya, katti sindoye kagangowo.
MAT.10.15	Jiremaro nayiro wulnjagakki, kiyama wakkajiya, wowom am bǝla adǝyedǝ am bǝrni Sodombe-a Gomorre-adǝyea
MAT.10.16	«Fanowo, dimiya curo bulduwayero ngasaana gairo nayia njanodǝkki. Adǝ nangaro kadi gai burwoaro wallowo, koro bullam gai biwu bawoaro dǝgaiwo. 
MAT.10.17	Amsoro hangal gǝnanowo, dalilnjudǝ nayia njadane fuwu majilissero njasade dandalnjasolan kowonjai, 
MAT.10.18	koro wu nangaro fuwu gomna so, mai soyero njasadi, tayi-a kǝrdiya-aro shedaro walloworo. 
MAT.10.19	Shararo njasadiya, bare kǝla jiɍi mananuwi bi awo wulluwiyen karwungai diwwi. Ruhu Bawandoyedǝ sadǝn awo wulluwidǝa nayiro njadi, 
MAT.10.20	dalilnjudǝ nayi gǝni mananuwi, tima nayiyen manaji nangaro. 
MAT.10.21	Yaana yanjugǝnaa sǝrǝcciye roro ceyesi, bawa ye tadanjua ngai, tadawa ye bawanja-a yanja-aro tuɍu cadde casakke tayia roro ceyesi. 
MAT.10.22	Cuni nangaro
MAT.10.23	Bǝla laan nayia basarnjaiya, bǝla gadero kasowo lenowo. Jiremaro nayiro wulnjagakki, kawu Tada Kambedǝ walde isidǝro, bǝlawa Israyilawuye sammaa ga yeruwwawo.
MAT.10.24	«Fuwura malǝmnjua kojiwawo, koro wolodi kǝmanjua kojiwawo. 
MAT.10.25	Fuwura malǝmnju gairo waljiya, jussǝna. Wolodi ye kǝmanju gairo waljiya, jussǝna. Kǝma fadoyedǝa Beljabullan
MAT.10.26	«Adǝ nangaro bare tayia rinuwwi. Awima jakkada federo culuwiwawodǝ bawo, koro awima asǝrre nodiwawodǝ bawo. 
MAT.10.27	Awo curo buneyen nayiro wulnjagakkǝnadǝa kausulan wullowo, koro awo curo sǝmondoyen tatapcane fanuwwadǝ yea farsamlan kurungowo. 
MAT.10.28	Am tiyi ceyesi ro rakcane cattuluwiwawodǝa bare rinuwwi. Amma ti ro-a tiyi-a sammaa rakce kannu jahannamayen sijiyidǝa rinowo! 
MAT.10.29	Binaru yindi gursu tiloro caladi, gǝna? Adǝ yaye Bawandoye nodunjun gǝnia, falnjama cidiro cukkuriwawo. 
MAT.10.30	Nayidǝ, kanduɍi kǝlandoyema samma komgada. 
MAT.10.31	Adǝ nangaro bare rinuwwi, binaru ngǝwua darajan konuwwa. 
MAT.10.32	Wundu duwon fuwu amben wua kasansǝnamadǝ, wu ye fuwu Bawani Mai Samemayen tia kasaddǝkki. 
MAT.10.33	Amma wundu duwon fuwu amben wua angǝrsǝnamadǝ, wu ye fuwu Bawani Mai Samemayen tia angǝrnǝkki.
MAT.10.34	«Bare duniaro nanlewa kudoro kadikkoro tǝmanuwwi. A’a, nanlewa gǝni, kashagar
MAT.10.35	Awoa amba firduro kadikko, tada kǝlado bawanjuyero walji, fero ye kǝlado yanjuyero walji, kamu tadaye ye kǝlado kǝsainjuyero walji. 
MAT.10.36	Adǝgaima kambe waduwunjudǝ am fannjuyero waljai. 
MAT.10.37	Wundu duwon bawanju bi yanjua wumaa kojǝnaro cǝraanamadǝ, kakkero waldu tinni. Wundu duwon tadanju bi feronjua wumaa kojǝnaro cǝraanamadǝ, kakkero waldu tinni. 
MAT.10.38	Koro wundu duwon kǝskanju karmoye
MAT.10.39	Kam duwon ronju fando cǝraanamadǝ ronjudǝa cuwatki, amma kam duwon wu nangaro ronju cuwatkǝnamadǝ ronjudǝa cuwandi.
MAT.10.40	«Kam nayia njamowonamadǝ wumaa sǝmowo. Koro kam wua sǝmowonamadǝ ye ti wua sunodǝnadǝmaa cǝmowo. 
MAT.10.41	Kam duwon nawia ti nawi nangaro cǝmowonamadǝ mukowa nawiye cuwandi. Koro kam jiremaa ti jirema nangaro cǝmowonamadǝ mukowa kam jiremaye cuwandi. 
MAT.10.42	Wundu duwon tayi aniye gananja laaro ti fuwurani nangaro ingi kǝnjaye samsu cinamadǝ, jiremaro nayiro wulnjagakki, tǝmmaro mukowanju fucciwawo,» yeno Isaye.
MAT.11.1	Isa fuwurawanju mewun yindinno wada ce kerǝnniya, nadǝa kolje bǝla bǝlaro leje jamaa alamje tayiro kawuɍi kǝji wulduwu badiyeno. 
MAT.11.2	Nawi Yahaya kosolan awo Almasiwu cǝdidǝa fangenniya, fuwurawanju laa nanjuro cunode 
MAT.11.3	tiro: «Nima wa fuwun isimadǝ wo
MAT.11.4	Isaye tayiro: «Waldǝnowo, awo fanuwwa-a ruwwa-aa Yahayaro wulgǝnowo: 
MAT.11.5	Kambuwa sim cawandi, ngurdiyiya ye sinjan lejai, am barasua ngajane tayirro waljai, muwaso ye fanjai, am sanuna roaro waljai, koro talaawa ye kawuɍi kǝjidǝa fanjai. 
MAT.11.6	Barganju kam wu nangaro taljiwawodǝ!» yeno.
MAT.11.7	Fuwurawa Yahayayedǝ sapkadaranniya, Isa kǝla Yahayayen jamadǝro mana njǝddo badiyeno. Tiye: «Awi curo karaayen kuroro leyew? Ngǝlai laa kanji kanjiro karuwaye cakke moji cǝdi wa? 
MAT.11.8	A’a. Awi gǝle kuroro leyew? Kam kajǝmu shawa cakkǝnaa wa? A’a, am kajǝmu shawa casakkǝnadǝ mairilan kasarga. 
MAT.11.9	To, awi gǝle kuroro leyew? Nawia wa? Aaa, nayiro wulnjagakki, nawimaa kojǝna. 
MAT.11.10	Tima kam duwon kǝlanjun kitawulan adǝ ruwuwadadǝ: “Nin fuwunno kǝngayammi nodǝkke niro jawalnǝm cassai.”
MAT.11.11	Jiremaro nayiro wulnjagakki, curo kam kamulan tambǝna sammayen wunduma Yahaya Kasalamaa kojǝna bawo. Amma curo nodo bargaa Mai Samemayen tǝngǝɍidǝ tia kojǝna. 
MAT.11.12	Jaman Yahaya Kasalamayen tamiya har kuro kudero nodo bargaa Mai Samemaye kiaddin fuwu juwui, am tiro fuwu bo dapcaanadǝ kǝnduwodǝa dunodunon mowo majai. 
MAT.11.13	Dalilnjudǝ kitawuwa nawiyaye-a Attaura Nawi Musaye-a nawinawi cadǝna ngai duwon, har Yahaya kadio. 
MAT.11.14	Manadǝa ngodu kasadduwwaa, tima Nawi Iliya fuwun isimadǝ wo. 
MAT.11.15	Kam sǝmonjuamadǝ fanjo!
MAT.11.16	«Wundusoro am jaman adǝyedǝa rattalgǝkki? Tayi alama yalla ci kasuwuyen napkada kowo sapcane amanjaro: 
MAT.11.17	“Algaita nayiro funjagaiyena duwon, bikke randuwwi. Koro so lagaranne diyena duwon, yiruwwi,” cani gai. 
MAT.11.18	To, Yahaya ise juwunni ye, canni ye, “Ti karuwama!” yera. 
MAT.11.19	Koro Tada Kambedǝ ise juwui, cai, “Akko kǝmboma, kǝnjama, sawa akki mowomaso-a biwumaso-aye!” yera. Amma nanrashidudǝ kǝndonjulan asudi.»
MAT.11.20	Daji Isa am bǝrniya curonjan awo ajabba ajabba ngǝwuso cǝdǝnadǝyea kǝla tǝmjanniyen wusadu badiyeno. Tiye: 
MAT.11.21	«Kuttundo am bǝrni Korajinne! Kuttundo am bǝrni Baitsaidaye! Ca awo ajabba ajabba nandon tǝdǝnasodǝ bǝrni Tirre-a Sidonne-alan
MAT.11.22	Amma nayiro wulnjagakki, kiyama wakkajiya, wowomndo am bǝrni Tirre-a Sidonne-ayedǝa
MAT.11.23	Nayi ye am bǝrni Kafarnaambe, samero wa samnjai tǝmayew? A’a, kannuro kolnjagai. Ca awo ajabba ajabba nandon tadǝnadǝ bǝrni Sodomben tadǝnaa, kua gairo dǝgai. 
MAT.11.24	Amma nayiro wulnjagakki, kiyama wakkajiya, wowomndo bǝrni Sodombedǝa
MAT.11.25	Sa adǝn Isaye: «Bawani Kǝma same-a dunia-aye, nia njungorǝkki, dalilnjudǝ awo ania ilmuwu so, rashiduwa soro gǝraame yallaro isanogǝmma nangaro. 
MAT.11.26	Aaa, Bawa, adǝma awo jauro raammadǝ wo.
MAT.11.27	«Bawani awo sammaa mukkoniro cakkǝna. Ti gǝnia, wunduma Tadadǝa nojǝnni. Koro wunduma Bawadǝa nojǝnni, sai Tadadǝ-a am tayiro Tadadǝ isanojiyiya cǝraana-a.
MAT.11.28	«Arowo naniro, nayi kare kurwowu ngowada yimbaruwwa samma, tustu njadǝkki. 
MAT.11.29	Wudǝ rokuraa gǝni, karwu ngǝlaa nangaro, duini
MAT.11.30	Awoa duini ye kǝske, kareni ye kamboi,» yeno.
MAT.12.1	Sa adǝn yim tustuyea Isa-a fuwurawanju-a kulo algamaye rejane kojai duwon, fuwurawadǝ kǝna fanjaidǝ, kǝla algamaye ficcane ngǝro badiyera. 
MAT.12.2	Farisawa laa adǝa kerunniya, tiro: «Akko rui, fuwurawanǝm awo yim tustuyea kǝndoro haramdǝa cadi,» yera. 
MAT.12.3	Isaye tayiro: «Sa Nawi Dauda-a amnju-a kǝna fanjanadǝn, awo cǝdǝnadǝa kitawulan kǝranuwwi wa? 
MAT.12.4	Curo Fado Alayero ngaye burodi sadaaye ngoje giwo. Ɍimannaro kajia, ti-a amnju-aro burodi sadaaye ngǝrodǝ haram!
MAT.12.5	Ra, ɍimanna curo Fado Alayen awo yim tustuyea kǝndoro haram cadison,
MAT.12.6	Nayiro wulnjagakki, awo laa
MAT.12.7	Alaye: “Bu fida gǝni, kanjimaɍima raakko,”
MAT.12.8	Awoa Tada Kambedǝ kǝma yim tustuye, diye!» yeno.
MAT.12.9	Isa kǝla fuwunna leyenniya, dandalnjaro kǝrgawo. 
MAT.12.10	Nadǝn kam laa mukko canaa mbeji. Farisawadǝ Isaro ayau gǝnaduwu caraana nangaro, tiro: «Yim tustuyea kam isangaduwudǝ halal wa?» cane tia keworo. 
MAT.12.11	Isaye tayiro: «Wundundo diminju yim tustuyea bǝlaaro cukkuriya, gǝrje cuttuluwiwawodǝ? 
MAT.12.12	Adǝgaia, kam dimia darajan kojǝna nangaro, yim tustuyea ngǝla kǝndo halal,» yeno. 
MAT.12.13	Daji kamdǝro: «Mukkonǝm sane!» yeno. Sayenniya, ngaje kǝlewa salai faldǝ gairo walyeno. 
MAT.12.14	Farisawadǝ dandalnin keluwunniya, sawardane jawal Isaa njejoye mayera.
MAT.12.15	Isa adǝa asuyenniya, nadǝa kolyeno. Jama kada ye tia geya. Tayi sammaa isangajiye 
MAT.12.16	bare tia isanojaganniro sǝmonja kaskeno. 
MAT.12.17	Adǝgaima awo Kǝmande kuren ci Nawi Ishayayen wuljǝnadǝ wakkayeno. Tiye:
MAT.12.18	«Akko wakkilni kǝrenǝkkǝnadǝ, tia raakkǝna,
MAT.12.18	tima karwuni jauro kǝjijǝgǝna wo.
MAT.12.18	Ruhuni tiro yakkǝkke
MAT.12.18	jiredǝa jama duniaye sammaro isanojiyi.
MAT.12.19	Kambiwu cǝdiwawo, yiljiwawo,
MAT.12.19	kowonju farsamlan fandiwawo.
MAT.12.20	Caccau ɍimjǝnaa namjiwawo,
MAT.12.20	fatǝla no cǝdi yea cejiwawo,
MAT.12.20	har jiredǝa kǝnnasarro cuwudiro.
MAT.12.21	Koro jama duniaye samma
MAT.12.21	cunjulan tǝmanjaaro walji,»
MAT.12.22	Daji karuwama laa kambu ye, muwa ye kewudǝnniya, Isa tia isangajiye caye gai curui ye manaji yero walyeno. 
MAT.12.23	Jama samma ajapcane: «Kam adǝ, tima gǝni Tada Mai Daudayedǝ wo?» yera. 
MAT.12.24	Farisawadǝ adǝa fangeranniya, tayiye: «Kǝnduwo Beljabul
MAT.12.25	Amma Isa awo karwunjaye asuje tayiro: «Kǝrmai fi yaye kǝlanjuro yaktǝgǝnadǝ dǝgaiwawo, koro bǝla bi fado fi yaye kǝlanjuro yaktǝgǝnadǝ ye dǝgaiwawo. 
MAT.12.26	To, Yiwulis sedannanjua dujia, kǝlanjuro yaktǝgǝna. Ndayilan gǝle kǝrmainjudǝ dǝgai? 
MAT.12.27	Koro wudǝ kǝnduwo Beljabullen sedannaa dukkia, fuwurawando kǝnduwo wunduyen gǝle sedannaa dujai? Adǝmaro tayi sharawundoro waljai. 
MAT.12.28	Amma kǝnduwo Ruhu Alayeman sedannaa dukkia, daji nodo bargaa Alaye nandoro isǝna, diye!
MAT.12.29	«Wunduma rakce fado kam dunoayero ngaye kǝndanju cǝmoyiwawo, sai kam dunoadǝa cikkeriya duwon. Cikkeriya, kǝndanju cǝmoyi. 
