MAT.1.1	Ísu Káráísitina akúni'a uráan-kwasai. Ísu aíkwá'náma Tévítimani. Tévíti aíkwá'náma Ááváramumani.
MAT.5.38	Ísu mináímbá simásuwena séna Mósesi simátímakain-aimba ísaraamba maará séna moóráwaimo moóráwai aúrambo pítuwainasamo ésa kwená meéyámbá kwenaúramba pítuwanaaowe. moóráwaimo moóráwai áwááyaamba kútúyuwainasamo ésa kwená meéyámbá kwenáwááyaamba kútúyuwanaaowe siráimbanivo 
MAT.5.39	simátime'a sé'a moóráwaimo sáwí'o umánkáimba íma anondá kwembá sáwí'a umánkaino. moóráwaimo áá'o tuwausínamo e íma kwembá inkamé ókwara'a kwántáminana tuwausíníye. 
MAT.5.40	moóráwaimo ená unáánkwátóiyavesamo mayánaunda pó'a áí'mae'a aaimó isáí-kwáásígónópa'a máánkare'a ókwara'a mayánaumnemo sínamo e íma a'áo se paákár-únánkwátóigwara'a amiyó. 
MAT.5.41	moóráwaimo aampa'ó tátorenamo séna kesí náaindaamba sáwíyanka'a súwa'naa uwómó sínamo e íma a'áo se úwoi ayáátááka'a áwa'naa uwo. 
MAT.5.42	moóráwaimo moórá-yantaatavenamo simiyó sínamo e úwoi amiyó. moóráwaimo moórá-yantaatavaimo kwááyu simiyó sínamo e mirá uwo Ísu siráiye.
MAT.5.43	Ísu mináímbá simásuwena séna naaóvá'á simátímakain-aimba ísaraamba maará séna kentí kwaásiti imáyáa oro. kentí namuro-kwáásí tíyámba umátínkáaro siráimbanivo 
MAT.5.44	simátime'a sé'a kentí namuro-kwáásí imáyáa timé'a sáwí'o umátínkáawaiyave'a túwa'naa umai Áánútumpa'a námúnaa seró. 
MAT.5.45	mirámó ombá kwíyómpa'o kentivo máyáiwaina iyámpói-i'a kwéowe. Áánútu miráumai kawe'á umátinkena aaí sisaná aa'á kaisaná kawe-kwáásíráré sáwí-kwaasirare aa'á kaisaná Áánútu aaí sisaná aa'á tisaná arupí-kwaasirare ímo arupímo umáímo máyáan-kwaasirare aa'á kwétiye. 
MAT.5.46	amáparawai kentí kwaásiti imáyáamo kwéowasamo ombá anondá miwítí imáyáa kwéowe. táákísimo máyáan-umoyan-kwaasi íma kawe-kwáásí ombánivo miwítí kwaásiti imáyáamo kwéowasamo ombá anondá miwítí imáyáa kwéowe. miráumaimo kentí kwaásiti imáyáawe su'maimo kwéiyanamo éna Áánútu íma kawe'-méyámbá timínívo kentí namuro-kwáásígwárá'á imáyáa tíméro. 
MAT.5.47	amáparawai kentí kwaási-i'a umái kawe'á kwéumatinkaawe. Áánútuna aambó ímo kwárááwaigwara'a mirá kwéowe. mirámó onten-umái kentí kwaásiye su'mai ímanivo kentí namuro-kwáásígwárá'á kawe'á umátínkáaro. 
MAT.5.48	kentivo kwíyómpakewai kasenkuí'a umái máyáimba mindáyave'a imáyáa é'a kasenkuí'a umái máéro Ísu siráiye.
MAT.6.1	Ísu mináímbá simásuwena séna évakarawaiyave'a tirumbá umátinke'a túwa'naa ónááomba íma maarán-ímáyáá é'a kwaási máyaiyanka'a kwétuwa'naa-onasa anón-kwaasiman-iye sígwáe-imayaa íma é'a úwoi túwa'naa oro. mirán-ímáyáámó kwée'o túwa'naa íyanamo éna kentivo kwíyómpakewai kawe'-méyámbá íma timíníye. 
MAT.6.2	óísambo ímo makáawaimo túwa'naa ónááomba kwaási aamoí umásinkaigwae-imayaa íma é'a íma anónkar-anonka'a síyamba úwoi túwa'naa ónááowe. kaumbo-káér-ainkwara-kwaasi mono'-náúmpáré aamparé kwirésa anónka'a sembá óísambo ímo makáawaimo tímémba íma miwítí imáyáa ombá kwétimesa kesúwí'a mósá maráígwáe sésa kwétimewe. árai'a simátime'a sé'a mindámo tímén-anonda miwí túwí'o mósá máráamba á'a mimbéyámbá kwémayaawe. 
MAT.6.3+MAT.6.4	óísambo ímo makáawaimo túwa'naa ónááomba kesí kwaási suwánaavo sé'a kwaásimo ímo máyaiyanka'a túwa'naa oro. mirámó ombá kentivo aúpá'ó kwéomba tuwánaiwai póna kawe'-méyámbá timíníye Ísu siráiye.
MAT.6.5	Ísu mináímbá simásuwena séna Áánútumpa'a námúnaa sénááomba kaumbo-káér-ainkwara-kwaasimo sentembá íma mirá oró. miwí sésa kwaási suwánésa aamoí umásinkaigwae-imayaa ésa mono'-náúmpá'á mésa kwaásimo tóyo on-áyámpá'á mésa námúnaa kwésewe. árai'a simátime'a sé'a miwímó mirámó kwéon-anonda miwí túwí'o mósá kwémaraamba mimbéyámbá kwémayaawe. 
MAT.6.6	miwí mirá kwéovo Áánútumpa'a námúnaa sénááomba kentí naaúmpa'a keináraware su'mai umé'a kentivombó ímo ane'ó awánaraawaimpa'a námúnaa síyana aúpá'ó kwéomba tuwánaiwai póna iséna kawe'á umái túwa'naa íníye. 
MAT.6.7	Áánútumpa'a námúnaa sénááomba úwoi-ainkaamba íma simái tavisénaaowe. Áánútuna aambó ímo kwáráawai sésa tavisimái-ainta senanayá súwa'naa íníye sésa úwoi-ainkaamba simái kwétavisevo 
MAT.6.8	íma mirá oró. kentivombó Áánútumpa'o mirám-baaran-aintave'o kwéaisaa-e'o súwa'naa íníyemo síyamba á'a awánaraimba póna túwa'naa íníye. 
MAT.6.9	Áánútumpa'o aaí sénááomba maará sé'a
MAT.6.9	kentáásivoo kwíyómpa'a máyaandawai óne. enáwí'a usáyaaitarain-awita mósá kwémaraumne. 
MAT.6.10	kentáárá'á kawááuwoya kwésune. kwíyómpakewaimo embó arááímo tainí'o ontembá súwa'naa inatá póta marapátá máyaundawaiya embó arááímo tainíta ónaumne. 
MAT.6.11	ívé'a kentáásí toóntá simiyó. 
MAT.6.12	kwaásimo sáwí'o kwéumasinkewata mindáyaveta anondá íma sáwí'a umátinketa ivátá kwétuwaanaya miráumaiya kentáásí sáwí-imayaa maisiyuwaaó. 
MAT.6.13	sáwí'a ígwáe sésamo kentáámó íyambo e súwa'naa íníyone. Sáátáánigo kentáá tátoraivo se kárákwiyiniyone. [ ená kwaásimo kawááúmae kwéiyonana ená asirayámbá kwaíkwai'a úmae kwéiyisana enáwí'a anómba úmae kwéiyimba árair-aimban-iye.] mirán-áímbá Áánútuwe seró.
MAT.6.14	sáwí'o umátínkaraamba ímo anondámo sáwí'o é'o ivátuwaiyanamo éna kentivo kwíyómpakewai keinárawa'o sáwí'o kwéomba túwa'naa ena maitiyuwánívo 
MAT.6.15	sáwí'o umátínkaraamba úwoimo imáyáamo úmae iyé'o ímo ivátuwaiyanamo éna kentivo kwíyómpakewai keinárawa'o sáwí'o kwéomba íma maitiyuwáníye Ísu siráiye.
MAT.6.16	Ísu mináímbá simásuwena séna Áánútumpa'o námúnaawe su'mai sé'a toómbá kwéawesomba asósóí-kwaasimo ontembá íma mirá oró. miwí sésa kwaási suwánésa sésa kawe'á ésa toómbá kwéawesowe sígwáe sésa toómbó ímo naanten-tóí'á ma'mái kwémaewe. árai'a simátime'a sé'a miwítí meéyámbá miwí túwí'a mósá kwémaraam-beyamba á'a mairáawe. 
MAT.6.17	miwí ésa mirá kwéovo keinárawa'a toómbá kwéawesomba tói'a kwisuké'a ti'nóntáu paasá tumái kawe'á úmaraiyasa 
MAT.6.18	kwaási tuwánésa toómbá kwéawesowe íma síyana kentivo tuwánéna kawe'-méyámbá timíníye. kentivon-ane'ó ímo awánaawai aúpá'ó ombá awánaiwai kawe'-méyámbá timíníye Ísu siráiye.
MAT.6.19	Ísu mináímbá simásuwena séna marapá'ó máyáamba sáwívar-oisamba íma máráaro. maráíyan-oisamba avíyaraamba káínana kwaígo náínana atún-káínasa mindámbá sáwí'a umásuwesa umóyámbá mayánááovo sáwívar-oisamba íma maré'a 
MAT.6.20	kawe'-máyáí mayáíyana kentí kawe-tántáá'á kwíyómpa'a kwéniye. kwíyómpa'a kwáyáimba avíyaraamba íma káínana kwaígo íma náínana atú íma káínasa kwaási íma umóyámbá mayáíyana úwoi kwéniye. 
MAT.6.21	marapá'ó kentí óísambo kwáyainanamo éna marapátávéna tinkánívo kwíyómpa'o kentí óísambo kwáyainanamo éna kwíyómpatavena tinkáníye Ísu siráiye.
MAT.6.22	Ísu mináímbá simásuwena séna túranko kentí imáyáavimbo sámo kaí-yántáá'án-iye. túrankomo kawe'ó umáímo awánáínanamo éna amápar-imayaa sáma kánívo 
MAT.6.23	túrankomo ímo kawe'ó umáímo awánáínanamo éna amápar-imayaa túnkwiniye. marapá-tántááré su'mai imáyáamo íyanamo éna keinárawapimbo sámo kaí-yántáá'ó ímo kwénamo éna tuní-yántáákó anómba umái kwéniye Ísu siráiye.
MAT.6.24	Ísu mináímbá simásuwena séna íma kanaán-umai kae-káwáá-kwáásítí mayáí kwémayaawe. mirámó ésamo ésa moóráwaimba aamoí ésa moóráwaimba íma aamoí umánkanaaowe. mirámó ésamo ésa moóráwaina mayáí kawe'á umái maésa moóráwaina mayáí sáwí'a umái mayánááowe. miráumai Áánútuna mayáímó maé'o é'a sáwívar-ontamba mayánaumne-imayaa íma úmae iyónááowe. sáwívar-ontamba mayánaumne-imayaamo é'o é'a Áánútuna mayáí íma mayánááowe Ísu siráiye.
MAT.6.25	Ísu mináímbá simásuwena séna mináímbá imáyáa é'a simátime'a sé'a máyáamba íma anón-imayaa é'a toómbó nánááontave'a íma anón-imayaa é'a kentúra'o unáánkwátóimo ónááontave'a íma anón-imayaa oró. toómbó nánááomba úwoisambanivo kwaásimo máyáamba anón-tantaa'an-iye. unáánkwátói ónááomba úwoisambanivo kwaási túma anón-tantaa'an-iye. 
MAT.6.26	numagómpá'á imáyáa oró. numaó íma kígau kwéena toómbá áká'mai naaúmpa'a makéna nánívo kentivo kwíyómpakewai miwítí toómbá tímísasa kwénaawe. Áánútu aúranka'a kemá kwaási numaómbá usáyaaitaraamba póna kentí toómbó éna timíníye. 
MAT.6.27	keinárawa'o anón-imayaamo é'o é'a maíyan-kanaama íma kanaán-umai ayáátááka'a ménaaowe.
MAT.6.28	unáánkwátói ónááontave'a íma anón-imayaa é'a kwaigwandáánká'á imáyáa oró. kwaigwandáánkó íma kígau éna íma kwená unáánkwátói makáivo 
MAT.6.29	simátime'a sé'a naaóvá'á Yútaa-kwaasiti anóndako áwí'a Sórómoni kwemá sáwívar-unankwatoiye konaariríyé makówai úwasa kwaási awánésa kawe'án-iye sumbánivo kwaigwandáán-aramba awánésa anón-kawe'an-iye kwésewe. 
MAT.6.30	uvá'á konaarirí-yántááré séna kwaigwandáámbá Áánútu uvá'á makáiye. umá íma kwaíkwai'a ínívo ívé'a ínasa aaváyaa kwaási agaisúwánááomba Áánútu mintántáá'á imáyáa kwéena konaarirí-yántáá'á makáiye. miráumai Áánútu kwaásiyavena imáyáa éna kentí unáánkwátói timínívo keinárawa'a Áánútuntave'a íma kanaán-umai kwésuwa'naa-iwaiman-iye ímo seráámbá kwésewe. 
MAT.6.31	Áánútu kwétuwa'naa-imba pó'a toómbó nombó nánááontave'a íma anón-imayaa é'a unáánkwátóimo ónááontave'a íma anón-imayaa oró. 
MAT.6.32	Áánútuna aambó ímo kwáráawai toómbó nombó nánááontavesa anón-imayaa kwéowe. toómbó nombó ímo kwéne'o e'a puwónááontavena kentivo imáyáa éna kwétimivo imáyáa íma anón-imayaa kwée'a 
MAT.6.33	Áánútumo kwená kwaásimo kawááintave'a aiva'á imáyáa é'a kwembó arááímo tainí'o kwéontave'a imáyáa é'a mirámó owaná mintántáá'á kwétimiye. 
MAT.6.34	ayunkáwe aaváyaawe paárinin-tantaatave'a íma anón-imayaa íyana tirunkó umbaí táíno. ívé'a kwáyáin-tantaatave'a imáyáa é'a aaváyaamo paárinin-tantaa'a awáné'a imáyáa é'a moórá-tawai moórá-tawaimo paárinin-tantaa'o awánaantemba imáyáa oró Ísu siráiye.
MAT.7.1	Ísu mináímbá simásuwena séna tuwáné'o é'a sáwí-kwaasiye siyanamó éna Áánútu kentáváígwárá'á mirá sínívo tuwáné'o é'a sáwí-kwaasiye sevó. 
MAT.7.2	kawer-áímbá kwésimatime'a sáwí-aimba kwésimatime'a íyantavena Áánútu kembá mirá íníye. tíménteni'a umái Áánútu miráumai timíníye. 
MAT.7.3	kentúrampimba irarumbá kwáyáísa'o ombá íma awánaamba kentí kwaási tuwáné'a enaúrampimba ayaantambá kwáyáiye kwésevo íma mirá seró. 
MAT.7.4	kentúrampimbo irarumbó ímo awánaamba nóra sera kentí kwaási túrampinkemba tiyaantambá maitiyuwánáe kwéseo. 
MAT.7.5	kaumbo-káér-ainkwara-kwaasin-ovo kentúrampinkemba irarumbá maisuké'a tuwáné'a kentí kwaási túrampinkemba tiyaantambá kanaán-umai maitiyuwánááowe Ísu siráiye.
MAT.7.6	kawe-tántáá'ó iyánkómbó ímo áméntemba Áánútun-aai arááiraawaima íma simátíméro. simátimiyasamo ésa aká'áámba simátinkanaaowe. kawe-tántáá'ó póígombo ímo áméntemba Áánútun-aai íma sínkáiye kwésewaima íma simátíméro. simátimiyanamo éna mináínkó úndáraamba tokwíníye.
MAT.7.7	Ísu séna Áánútumpa'o námúnaamo kwésemba áísaa úmae kwéiyiyana timíníye. ááyamae kwéiyiyana kentáái isáníye. kwéavakaa úmae iyíyana Áánútu agaráátinkaniye. 
MAT.7.8	áísaa íyanamo éna Áánútu timíníye. kwéaayewanamo éna Áánútu kentáái isáníye. avakáá íyanamo éna Áánútu agaráátinkaniye. 
MAT.7.9	keinárawa'a iyámpóígwara-kwaasi kentáánimbaa'o kisaamá simiyómó síya'o é'a íma óntan-amu'a timé'a kisaamá timénááowe. 
MAT.7.10	noyáá'a simiyómó síya'o é'a íma iraankavayaambá timénááowe. 
MAT.7.11	ánivo sáwí-kwaasi ombánivo kentáánimbaa'a kawe-tántáá'á kwétimevo kwíyómpakemba kentáásivowa kaweré su'mai iwáí póna áísaa íyawaimo éna kawe-tántáá'á timíníye.
MAT.7.12	kembó tirááímo táínda-i'o umáímo kwétuwa'naa-iya'a miwí miráumai túwa'naa oro. mináímbó simátimunda Mósesi siráin-aine Áánútun-aai simátímakaawai siráan-aine minkáér-áínkóná ááimba kwésimatimune Ísu siráiye.
MAT.7.13	Ísu séna kaer-óntámá kwáyáísa'a sáwíyan-ontavimba usáveraaro. anón-ontama anón-ankona ontamán-iye. Áánútuna némpa'o maí'mai'o ónááon-ayampa'a minánón-ámpá'á kwégwesa sáwíva-kwaasi minóntávímbá kwégowe. 
MAT.7.14	sáwíyan-ontama umbai-ánkóná ontamán-iye. aúnái'o umáímo maí'mai'o ónááon-ayampa'a minúmbáí-ámpá'á kwégwesa esimáí-kwaasiye su'mai minóntámá avakáá-umai awánésa kwéusaveraawe Ísu siráiye.
MAT.7.15	Ísu mináímbá simásuwena séna évakarawai kampa'á simátimesa sésa Áánútun-aai simátimunda-kwaasi úne kwésewai miwí kárákwimai máéro. sipisípi-poigomo paru umáímo máíntemba miwí kampa-párú umái kwénaaombanivo kawer-ímáyáá sáwí'a kwéumatinkaan-kwaasin-owe. 
MAT.7.16	miwítí ááimbo awánanae'o é'a miwítí mayáí awáné'a miwímó máyáawaina ááimba awánaaro. tekómó éna íma áwí-yantaa'a iyánívo te'á iyáníye. ampaantarígoma avo'árén-aramba íma iyánívo ampaantarí-aramba iyáníye. 
MAT.7.17	miráumai kawe-táígó kawer-árámbá íyáísana sáwí-taigo sáwí-aramba kwéiyaiye. 
MAT.7.18	kawe-táígó íma sáwí-aramba íyáísana sáwí-taigo íma kawer-árámbá íyáísasa 
MAT.7.19	kawer-árámbó ímo íyain-taima ayáímai iravimbá kwéagaisuwaawe. 
MAT.7.20	miráumai minkámpá-kwáásítí mayáí awáné'a miwítí ááimba miráráán-umai awánanaaowe.
MAT.7.21	kentávésa kesí Ísóigoman-iye kwésewaigwara'a Áánútu íma mútú'a kárákwinimba póna kesivo kwíyómpakewaimbo arááímo tainí'o kwéowairare su'mai kárákwiyiniye. 
MAT.7.22	Áánútu amáparawai máyáawaina ááintavena tísaa ínín-kanaa tíndara'a kentávésa sáwívarawai sésa Ísóigoo ená asirayándéí Áánútun-aai simátímakaumne. ená asirayándéí kwaási tirumpinkémbá taraváá-kwámbá maitíyukaumne. ená asirayándéí ó'on-o'on-kawe'-mayai ímo awánaraam-bayai mairáumne sénááombanivo 
MAT.7.23	simátime'a sé'a íma kesí kwaási é'a sáwí-mayai kwémayaan-kwaasin-ovo kóro kemá sénaumne Ísu siráiye.
MAT.7.24	Ísu mináímbá simásuwena séna kesáái isésa kwégwaraiyawaima mirán-kwáásímó simátíméndara'a ísáaro. kawer-ímáyáágwárá-kwáásí asirayán-dámbá ónáe sésa mai'á u'maésa kumémesa óntanka'a naamayáámba móru aimái naambá úmaraiyana 
MAT.7.25	aa'á téna anón-kavirayan-domba kumínana mindámbá íma tawisínda asiramái kwéena óntanka'-namba póna úwoi kwéniye. 
MAT.7.26	ánivo kesááimo isésamo ímo kawe'ó umáímo kwéisaiyawaima mirán-kwáásímó simátíméndara'a ísáaro. naambá ónáe sésa íma mai'á ukésa íyamba nonáámááíra'a paáká'á úmakaiyana 
MAT.7.27	anón-a'a téna kavirayán-dómbá kuména mindámbá tawísíyuwainana sáwí'a íníye Ísu siráiye.
MAT.7.28	Ísu mináímbá simátímatuwowasa torupamáímo máyón-kwaasi isésa 
MAT.7.29	ámáámba sen-kwáásímó sentembá íma sivó anón-kwaasigoraamba siyé sésa táátavesa uráawe.
MAT.8.1	táátavesa uwaná Ísu minómápákémbá kumúwasa sáwívarawai ánaaemba kwárówana 
MAT.8.2	moóráwai áúmo karón-kwaasi Ísunopa'a téna anóndakoman-iye séna aísamaivimba takívairena séna kentávénamo ankáínamo e kanaán-umai aúnái'a umásinkaniyone súwana 
MAT.8.3	Ísu ayáámba ane'á tátorena séna mirá ónaumpo enáúra'a karevú'a kawáúgwiye súwana avekáámbá kawáúguwana 
MAT.8.4	Ísu séna enáúra'o umánkaunda-aimba simátimenavo enáúra'a kawáúgwimba po naaóvá'ó Mósesimo siráintemba mono'-máyáí-kwáásítópa'a kwéma enáúma máagaraatinke póíma tímínasa Áánútuntavesa ísámai tuvú'mái agayáíyasa amáparawai awánésa áúrakemba kawáúgwiye sénááowe Ísu siráiye.
MAT.8.5	Ísu mináímbá simásuwena Kápénéamu-naopa'a kúwana Árómáani-i-kwaasiti kawááná'á ména Ísunopa'a téna asiramái séna 
MAT.8.6	anóndakoo kesí kwayó'ná'á naaúmpa'a ména anón-ai'a isaná áúwawaako íma úwauwa kwéisana máyáiye súwana 
MAT.8.7	Ísu séna koasóvamankanaumne súwana 
MAT.8.8	kwemá séna kemá sáwíyan-kwaasi úmpo emá anón-kwaasi ómpo kesí naaúmpa'a íyínda uwóví'a íníyompo ivátuwe aaiyé su'mai sinaná kesí kwayó'ná'á asóváíno. 
MAT.8.9	kegwárá'á kawáá-máyáígóná ááimba awánaraunda kesí kawáánákó sisa'á kwená mayáí kwémae'a kesí i-kwáásíyávé'a súnasa kesí mayáí kwémayaawe. moóráwaintave'a sé'a kwaaó súnana kwégwisa'a moóráwaintave'a sé'a tiyó súnana kwétisa'a kesí kwayó'nátávé'a mirá uwómó súndantemba mirá kwéivo úwoi aaiyé su'mai sinaná kesí kwayóná'á asóváíno súwana 
MAT.8.10	Ísu mináímbá iséna áátavena éna kwenánaaembo kwa'maésamo kun-kwáásíyóntávéna séna simátime'a sé'a minkwáásí Árómáani-kwaasigo kentávéna súwa'naa ií-ásíráyámbá tokáiye kwésivo kesí kwaási Ísareri-kwaasivinkene ó'on-kwaasivinkene íma mirán-áímbá kwésewe. 
MAT.8.11	simátíménda ísáaro. aaváúmó usaipakéné kumpéráípakene ó'on-o'on-ayampakene sáwívarawai tóyo ésa Áánútu kwená kwaásimo kawááipa'a mésa kentíkwá'ná Ááváramuwe Áísákaawe Yákópowe toómbá nánááombanivo 
MAT.8.12	mindárau tísaavutantambo uráawai miwí túma maé kwéiyesa sésa Áánútu kawááipata ménaumne kwésewai tí'maena túnkwi-ayampa'a tiyuwáínasa ivi'á kwétesa sáwí'a umái mésa túwááyaamba akévundanaaowe Ísu simátimena 
MAT.8.13	Árómáani i-kwáásítí kawáánátávéna séna emó kentávémo séndantemba mirá onaná asóvanivo ená naaúmpa'a kwaaó súwana mitáwai kwená kwayó'ná'á asóvamaguraiye.
MAT.8.14	Ísu Pítaana naaúmpa'a uména awánómba Pítaa aísáankomba kokotámba kwéankowana máyowana 
MAT.8.15	ayáánka'a tátorowana minkókótámba ánásowana usásinkwena toómbá agaimái tímakaiye.
MAT.8.16	toómbá timúwasa enónka'a taraváá-kwámbó tirumpimbó máyon-kwaasi tí'maesa Ísunopa'a mátínkówana aaí séna taraváá-kwámbá tirumpinkémbá maitiyuwówasa kóuwana tí'o ún-kwaasi asóvamatinkaraiye. 
MAT.8.17	naaóvá'á Áánútun-aai simátímakowai áwí'a Áísáya agaimaréna Ísuntavena séna
MAT.8.17	sí'o kwéimba asóvasinkena
MAT.8.17	sí'o kwéimba ánásamasinkaraiye
MAT.8.17	agaimaréna sirónka'a póna Ísu mirá uráiye.
MAT.8.18	moórá-tawai sáwívarawai tóyo ésa Ísuna egwaa'á máyówana tuwánéna kwená kwaásiyavena séna monkwaaúnkóná menávápátá kónáe súwana 
MAT.8.19	moóráwai ámáámba sún-kwaasigo téna séna amápa'-naopa'o nááíndava'a esé naaónaumne súwana 
MAT.8.20	Ísu minkwáásígómbá áísaa umai isánáe séna emó sénda súnda-aimba imáyáa uwo. kwaankó taaiyaivimbá kwégwaisana numaómá ánáamba úmarena kwégwaivo kemá kwaási úranda'a kumpaáruraundawai íma naambá úmare'a kwégwaumne súwana 
MAT.8.21	moóráwai kwenánaaemba kwakówai séna anóndakoo máyáanana kesivo puwína'a utamánke'a enánaaemba kwaránaumne súwana 
MAT.8.22	Ísu séna ímanivo kesáái ímo isésamo pukáan-kwaasiraamba owáímá puwíyan-kwaasi utamátinkanaaovo emá kesínaaemba kwaraaó Ísu siráiye.
