MAT.1.1	Tákɨ̀rɨ́b ndùtì ndútí Yésù Krístù nyȩ Dàvît ya dundóŋce nyȩ Àbɨ̀ràháàm á rè:
MAT.5.25	«Wu ɨ́ ndɨ̀ŋ nò kù ɓáŋhîn, ɓwâ nyíne nò kɨ́ du gìnɨ ŋgù̧ní, ndɨŋ kɔ́klîn, wu a nyààŋkî àm kɨ́ nyíne ŋgə́, ŋgə́ tɨ̀ ge nɨ́ wu nàrénɨ tɨ́ŋgù̧ú̧ ŋgáré, tɨ́ŋgù̧ú̧ tɨ̀ naré nɨ́ wu sójàbì ŋgáré, kùb tɨ̀ kɨ́klé nɨ́ wu dúú nìrì. 
MAT.5.26	Mɨ tanaɓa wu àmɨɨr wááŋ á, ɓe ɨ́r àm kíì, sàmàìn wu fó̧ yó ku ɓè wu du mwèìn ti tɨ me wó sóò njáàbcáàŋwáá nɨ ɗàà.»
MAT.5.27	«Nyí ya óó kùb ya tanaá nyí: ‹wu wu mààŋ ndɨ̀ŋ.› 
MAT.5.28	Ɨ́dù kɨ́ moò, mɨ tànà nyí: nò ŋgerɨsú̧ne gwi kùbèè, ŋgə́ ndɨŋcií nɨ́ mààŋ ɓe nɨ̀gwi kɨ́ no sumí. 
MAT.5.29	Wu ɨ́ pê íí wo ŋgáár lame á wu gèrénɨ cumí, mvéehó̧kɨ́ɨm ŋgə́, wu a lèèsò cóo; ɓetí á nyɔ̧ɔ̧́ wu mə̀mbɨ̂ŋ yá kù wo só, ɨ́ ndôŋ kɨ́ wu lə́ wa̧á̧ ɓe síí wóò bɨ̂ŋ. 
MAT.5.30	Wu ɨ́ pê ŋgáár lam woò á wu gèrénɨ cumí, téínkɨ́ɨm ŋgə́, wu á lèèsò cóo; á nyɔ̧ɔ̧́ wu mə̀mbɨ̂ŋ ngáár woò mwi̧, ɨ́ ndôŋ kɨ́ wu lə́ wa̧á̧ ɓe síí wóò bɨ̂ŋ.»
MAT.5.31	«Kùb ya tanaɓwéetɨ́ nyí ɨnè: ‹Nò ŋgɨ́í gwi noò, nò kɨ́ tɨ̀nndénà gwi no kɨ́ káàtà gùúm cɔ̧́ré ŋgáré.› 
MAT.5.32	Ɨ́dù kɨ́ moò, mɨ tànà nyí: nò ŋgɨ́í gwi noò, u̧ kɨ́ ŋgə́ mààŋ ndɨ̀ŋwáá, nò kɨ́ njóoréé ŋgə́ màŋnì ɓè ŋgə́ ɓundóŋ ŋgwáá jií. Nò ɓuce nɨ̀gwi kùb tɨ jukɨ́ré, nò kɨ́ ndɨŋɓwéetɨ́ mààŋ.»
MAT.5.33	«Nyí ya ókgwatɨ́ kùb ya tanaá tákɨ̀rɨ́b ɨnè: ‹wu wu ɓɔ̧ kàŋnì gù, ndɨŋhá wu nɨ́m wu ya sabnaɓa Kékéé.› 
MAT.5.34	Ɨ́dù kɨ́ moò, mɨ tànà nyí; nyí nɨ sàáb sàbkɨ́ɓàr: nyí nɨ ɓe ɨ́r ɓɨlli sàbkɨ́ɓàr, ɓetí kò mvènnì Mèèín á nɨ kí. 
MAT.5.35	Nyí nɨ ɓe ɨ́r ɗɔ̀bí sàbkɨ́ɓàr, ɓetí yá kɨ́k gurubi Mèèín á nɨ kí. Nyí nɨ ɓe ɨ́r Yèrúsàlèèm sàb, ɓetí du nɨ kwɨ́í Mvèìn jírií á. 
MAT.5.36	Wu wu ɓe ɨ́r ŋgwé wu nɨ̀mɨrí sàb, ɓetí sàmàìn wu ɓandɨkɨ́ mvɨ̀tí wó ŋgwéné a dù mɨ̀vɨ́rì, kɨ́ kù a dù sɨ́nne nɨ ɗàà. 
MAT.5.37	Tàɗóòná: ‹I̧i̧› ɓe ‹éìye›. Kɨ́ du kpɔ̀ɔ̀rénɨ yaà go nɨ yá Sátàìn á.»
MAT.5.38	«Nyí ya óó kùb ya taá ɨnè: ‹Íí ɓáb ɓe íí; nyíín ɓáb ɓe nyíín›. 
MAT.5.39	Ɨ́dù kɨ́ moò mɨ ta nyí ɓáŋhîn kùb ndɨŋ nyínè ɓáàbwá. Nò kù ɨ́ láhè wu ɓɔ̧ɔ̧ péín ŋgáár lame, ɓandɨnam ŋgə́ péín kù ɓwê. 
MAT.5.40	Nò kù ɨ́ ɗû wu gènɨ ŋgù̧ní àm ŋgə́ pɨmnɨ júk wó sóò, mbɨ́knà ŋgə́ júk kɨ́, wu a nàɓààrê ŋgə́ kɨ́ kù ya. 
MAT.5.41	Nò ndóŋ wé kù ɨ́ kpɔ́hè wu, wu hàìnsò ha̧á̧ ŋgwàr mwi̧, hainsom ha̧á̧ kɨ́ ŋgwàì bɨrɨ́b. 
MAT.5.42	Nò ɓweí wu nɨ́mí, nam nò kɨ́ nɨ́m ŋgə́ ɓwei kɨ́. Nò ta: ‹Nam mɨ, mɨ a tì nàcù wu› rɨ, wu wu ŋgə́ nɨ́m kɨ́ njɔ̧̂.»
MAT.5.43	«Nyí ya óó kùb ya taá ɨnè: ‹wu ɗú kùŋ ɓwà woò, wu a jì nò ɓi̧ní woò›. 
MAT.5.44	Ɨ́dù kɨ́ moò, mɨ tànà nyí: ɗúnáam nò ɓi̧ní nyínè, nùb jóktɨce nyínè, nyí a yóŋnà nùb kɨ́ Mèín. 
MAT.5.45	Ɓwâ kɨ́ nyí á sèìmèɓà munɨ́b Tá nyínè du ɓɨllɨnne, ɓetí ŋgə́ á ndɨ̀ŋnɨ mvii ŋgéé lòmsónà nùb ɓáŋhɨ́b ɓe nùb nyɔ̧ɔ̧́ cúk. Ŋgə́ á ndɨ̀ŋnɨ nà̧á̧ nàsówò nùb ndɨŋ nyɔ̧né ɓe nùb ndɨŋ ɓáŋhɨ́nne ya lâs. 
MAT.5.46	Nyí ɨ́ ɗúhó̧ɗóhè nùb ɗúɓwéece nyínè, lɔ̀ɔ́ nyí ɗú Mèín nà nyínè macè kɨ́ níì? Dùgɨ̀ 
MAT.5.47	Nyí ɨ́ nyìndɨ̀hó̧ɗóhè mwin yàáb nyínè, nɨ́m heé nyí ndɨŋndóŋndé á cè ní? Dùgɨ̀ nùb Mèín mɨr ɗə̀ə̀ŋwáá á hà ndɨ̀ŋɓwênɨ u̧ ye? 
MAT.5.48	Dunáhácɨm ɗɨ́ɗɨ̧́, ɓe ɗíím nyɔ̧ɔ̧́, nɨ́m yɨ̀tíí só ɗàà hȩ Tá nyínè du ɓɨllɨnne duceré.»
MAT.6.1	«Nyí nɨ vúm éítèèyè ə́rɨ́b ə́mní mɨ̀kùnín àm kùb a pê vúmè na éítèè. Nyí ɨ́ ndɨ̀ŋ nɨ́ u̧nè, Tá nyínè du ɓɨllɨnne tɨ̀ nɨ nyí lɔ̀ɔ́ nàr.
MAT.6.2	«Nyər wu na nò tiri, wu wu kóró̧ kùb ɗəŋhɨ àm kíì kùr, mɨ̀yooɗíím ɨ́ du bɨ́ ndɨ̀ŋnɨ u̧ ru, 
MAT.6.3	Kɨ́ woò, ɓwâ wu na nò tiri nyərí, nɨ ɗúwa ŋgáár pèìn woò ɗə̀ŋhɨ̀ nɨ́m ŋgáár lam ndɨŋndé. 
MAT.6.4	Ɓwâ kɨ́ nyər wó kɨ́ a dùɓà ndúkli. Mèín nò du tá woò, ŋgə́ nò pə́ nɨ́m wu ndɨŋ ndúklií ɓa wu nànɨ lɔ̀ɔ́ á.»
MAT.6.5	«Ɓwâ nyí du yóŋnɨ Mèèín, nɨ ɗúwa nyí ndɨ̀ŋ hȩ mɨ̀yooɗíím: Ŋgáb á ɗúɓànɨ yóŋnɨ Mèín còóm ə́ŋhîn dúhɨ́b mɨ̀yú̧ú̧ no, kɨ́ kù jȩ̀ȩ̀ ə́ŋhîn, àm nɨ̀vɨ́tɨ̀b lâs a pə́ɓà vúmè. Mɨ tanaɓa nyí àmɨɨr wááŋ á: nùb kɨ́, ŋgáb kwacií bɨ́ lɔ̀ɔ́ ŋgábè. 
MAT.6.6	Kɨ́ woò, ɓwâ wu ɗú yóŋnɨ Mèèín, lə́əm yó mbare, wu a ɗèìnkî ɓavɨ̀r, ɗà wu a yôŋ Tá woò Mèín du ɓe wu ɓè mbanné. Mèín nò du tá woò, ŋgə́ nò du pénɨ nɨ́m wu du ndɨ̀ŋnɨ ndúklií ɓa wu nànɨ lɔ̀ɔ́ á.
MAT.6.7	«Ɓwâ nyí du Mèín yóŋniì, nyí nɨ àám saai víhɨ̀r hȩ nùb Mèín mɨr ɗə̀ə̀ŋwáá du ndɨ̀ŋniì: Ŋgáb á lə́ə̀mnɨ ɨnayâna nɨ ɓe víhèé ààmí á Mèín ɓa ə́ə̀mnɨ mɨ̀yú̧ vúmè ru. 
MAT.6.8	Nyí nɨ ŋgáb gàndɨ̀r, ɓetí Mèín nò du tá nyínè ɗəəŋɓatɨ́ nɨ́m du nyí ɗúnàniì, nyí ma ŋgə́ nɨ́m kɨ́ ɓwèìɓàyèwá. 
MAT.6.9	Ɨnè á du ɗúnɨ nyí yóŋtɨ:
MAT.6.9	‹Tá nɨ́mè du ɓɨllɨnne,
MAT.6.9	ɨ́r woò dù ɓe sɨr sɨsaréé,
MAT.6.10	ŋgɔ̧́ɔ̧̀ woò gòtɨ,
MAT.6.10	ɗûnɨ́m wóò ndɨ̀ŋ ɗàá hò̧ hȩ ndɨŋɓwéece ɓɨllɨnne.
MAT.6.11	Nà nɨ́m mwáín cɔŋ ɗóhe ɓe nɨ́mè.
MAT.6.12	Tɨ́ínà nɨ́m ɓáŋhîn nɨ́m ndɨŋ wé,
MAT.6.12	hȩ nɨ́m duce tɨ́ínànɨ nùb lâs ndɨŋ nɨ́m ɓáŋhɨ́nne.
MAT.6.13	Wu wu kɨhɨr bɨ̀ nɨ́m na mbɨ́ɨ,
MAT.6.13	ɨ́dù ɓátɨ̀hó̧ nɨ́m ɓáŋhɨ́nne.
MAT.6.13	[Ɓetí ŋgɨ́ŋgɔ̧́, ɓe nyòme ɨ́ mgbíí kúmní ók ɓe wu ɓwâ lâs á. Àmèn!]›
MAT.6.14	«Nyí ɨ́ tɨ́ì ɓáŋhɨ́b kùb ndɨŋ nyínè, Tá nyínè du ɓɨllɨnne ɓace nyí tɨ́íɓwênɨ á. 
MAT.6.15	Ɨ́dù, nyí ɨ́ dù nɨ́ tɨ́íwa ɓáŋhɨ́b kùb ndɨŋ nyínè, Tá nyínè du ɓɨllɨnne tɨ̀ nɨ cum nyínè tɨ́ícée.»
MAT.6.16	«Ɓwâ nyí du 
MAT.6.17	Ɨ́dù kɨ́ woò, ɓwâ wu du jìnɨ ɓɔ̧ rɨ, liikɨ́ɓam tí wóò, ɗà wu a wáhè ŋgwé. 
MAT.6.18	Ɓwâ kɨ́, nɨ̀vɨ́tɨ̀b a dù bɨ́ wu á jɨ̀rí na ɗə̀ŋhɨ̀r, jɔ̀sé Tá woò Mèín du ɓe wu ɓè mbanné ɨ́ ɓa ɗə̀ə̀ŋnɨ. Mèín nò du tá woò, ŋgə́ nò du pénɨ nɨ́m wu ndɨŋ ndúklií ɓa wu nànɨ lɔ̀ɔ́ á.»
MAT.6.19	«Nyí nɨ njɔdɨ̀b ɗàá hò̧ ɓáhɨ̀r, yɨ́ su ɓe jɔ̧ du ɓáàŋkɨ́niì, yá ŋgàyíìb du ɓə̀tɨ̀kɨ́nɨ ɓavɨ̀ì ŋgáb a yî nɨ́bí. 
MAT.6.20	Ɓáànábɨ̂ŋ njɔdɨ̀b ɓɨllin yɨ́ su ɓe jɔ̧ kwá tɨ̀ du bɨ́ ɓáàŋkɨ́re, yɨ́ ŋgàyíìb kwá tɨ̀ du bɨ́ ɓavɨ̀ì ɓə̀tɨ̀kɨ́re ŋgáb a yî nɨ́bí. 
MAT.6.21	Ɓetí, yá njɔdɨ̀b woò duré, yá kɨ́ á njɔ̧̀ woò duɓwéece.»
MAT.6.22	«Íí ɨ́ du lámbà síhé ru: íí woò ɨ́ dù pə́ɓànɨ mîn, síí wóò bɨ̂ŋ ɓaɓwée dùnɨ mwahín á. 
MAT.6.23	Ɨ́dù, íí woò ɨ́ dù nɨ́ ɓáŋhîn, síí wóò bɨ̂ŋ á cè sɨ́mnɨ̀rí tə̧ə̧́. Mwa wó só kɨ́ ɨ́ dù nɨ́ sɨ́mnɨ̀r, sɨ́mnɨ̀r kàm kɨ́ ɓaha nɨ dùnɨ lúklúk á ye!»
MAT.6.24	«Nɨ̀vɨ́tè mwi̧ sàmàìn éína tá ə́ré bɨrɨ́b ɗàà: Ŋgə́ tɨ̀ jɨhá nɨ̀mwi̧, ŋgə́ á ɗúcê nɨ̀mwi̧ kù, ŋgə́ tɨ̀ jəŋhá nɨ̀mwi̧, nɨ̀mwi̧ kù ŋgə́ a sàkkî ŋgə́. Sàmàìn nyí éína Mèín ɓe mòné wùúm mwi̧í̧ nɨ ɗàà.»
MAT.6.25	«Ɓe àm kɨ́ á mɨ tana nyí: Nyí nɨ ɓe ɨ́r nɨ́m nyí ɓa tàŋniì, ɓe ɨ́r nɨ́m nyí ɓa mènniì ndáŋkɨ̂r, kɨ́ kù ɓe ɨ́r júk nyí ɓa léniì. Mè ndóŋɓatɨ́ cɔŋ, ɗà síí ɨ́ ndóŋcê júk, nyí u̧ pə́wa à? 
MAT.6.26	Góomnáye gààì. Ŋgáb nɨ́m kù ɗòŋnɨ ɗàà, ŋgáb nɨ́m kù mwa̧á̧ áhó̧nɨ ɗàà, ŋgáb cè nɨ́m kù kárȩ́ȩ́ ɓáàrénɨ ɗàà, ɨ́dù Tá nyínè du ɓɨllɨnne á ŋgáb líìnɨ. Nyí nɨ gààì kɨ́ ndóŋwa à? 
MAT.6.27	Mvókín nyínè no, na ɨ́ fɨ́tɨ, ɓe nyòm mɨ̀lə́m ŋgə́ nɨ̀mɨ́rí, ŋgòòŋsònɨ mè noò?
MAT.6.28	«Àm níì á nyí du ndáŋkɨ́nɨ ɓe ɨ́r júú? Góomnáye hȩ fɨ́láwààb du sútèènɨ ŋgwàríì: ŋgáb ə́rɨ́b kù ə́nnɨ ɗàà, ŋgáb cè júúb nyààŋnɨ ɗàà. 
MAT.6.29	Ɨ́dù mɨ tànàɓà nyí, dùgɨ̀ Sàlòmôŋ mvèìn jíri, ɓe njɔdì ŋgə́ ya du ɓe kíí lâs, ŋgə́ ya nɨ́ ɓe júk kù nyaŋndóŋne fɨ́láwààb kíì ɗàà. 
MAT.6.30	Mèín ma lə́rɨ̀gɨ̀ ɓwìn ŋgwàríì u̧, ɓwìn nɨ́m ɓa dùnɨ mvókín ti ŋgób kùb a téínlèèrê ŋgə́ wa̧né, ɗóògɨ̀ nyí à? Pə́náye hȩ ə́ə́m nyínè du gó̧ne. 
MAT.6.31	Nyí nɨ: ‹nɨ́m tɨ̀ taŋye ní? Nɨ́m tɨ̀ meiye ní, nɨ́m tɨ̀ lə́ye ní› na ndáŋkɨ̂r. 
MAT.6.32	Nɨ́ɨ́b kɨ́ lâs, nùb Mèín mɨr ɗə̀ə̀ŋwáá ɨ́ du bɨ́ málɨ́ŋnɨ u̧ ru. Ɨ́dù Tá nyínè du ɓɨllɨnne ɗəəŋɓatɨ́ nɨ́m du nyí tùŋniì lâs. 
MAT.6.33	Kɨ́klénáyàyè ŋgwé nyínè mánɨ 
MAT.6.34	Nyí nɨ ɓe ɨ́r cɨ́m yȩné ndáŋkɨ̂r, cɨ́m yȩné nɨ̀mɨr ɓa nɨ lə́ə̀mɓànɨ síí á. Ɓetí ye lâs á ɗóhîn ɓe jábɨ́r ti nóò.»
MAT.7.1	«Wu wu nɨ̀vɨ́tè ŋgwìn, Mèín tɨ̀ ŋgwinɓwée nɨ́ wu. 
MAT.7.2	Ɓetí Mèín kwá ŋgwinɓwée wu hȩ wu ŋgwin kùŋ woò. Jɨ̀r wu téín kùŋ woò àm ŋgwéné, Mèín kwá téínɓwéece kɨ́ wo ŋgwéné u̧. 
MAT.7.3	Àm níì á wu pə́hó̧ɗóo wú kpárè úndií mwin yàá woò íhɨ́nné, wu cè wú kɨ́ɨ̀ŋ kàm wo íhín ndè pə́yàyèwá? 
MAT.7.4	I̧ á wu fɨ́tɨ tànànɨ mwin yàá woò: ‹gom mɨ ákɨ́nà wu kpárè úndií wo íhín ndè›, u̧ kɨ́ kɨ́ɨ̀ŋ kàm kù á wo íhín? 
MAT.7.5	Mɨ̀yooɗíím ndè, ákɨ́yaye kɨ́ɨ̀ŋ kàm wo íhín ndè, ɗà wu a pə́nyààŋɓàgì kpárè úndií ti wu ɓa ákɨ́nànɨ mwin yàá woò íhɨ́nné.
MAT.7.6	«Nɨ́m lì du nɨ́ ɗúwa rɨ, wu wu ŋgə́ nàr, ŋgə́ tɨ̀ ɓandɨcuré nɨ́ wu no, àm ŋgə́ nóm wé. Wu wu sɨ̀ɨ̀ŋ njàrábì woò ŋgwèé bɨ tíí lèhɨ̀r, ŋgáb tɨ̀ ɗerɨɓáaŋkɨ́ bɨ́.»
MAT.7.7	«Ɓweináam, kùb ɓa nyí nànɨ á; mánáam, nyí ɓa kwànɨ á; kutɨnáam ɓavɨ̀r, kùb ɓa nyí kùùmnanɨ á. 
MAT.7.8	Ɓetí, nò ɓollé kùb a nà ŋgə́. Nò máré a kwà; kùb á cè kùùmnànɨ nò kutɨré ɓavɨ̀rì. 
MAT.7.9	Hȩ nyí du ɗàrɨ́, na ɨ́ fɨ́tɨ nànɨ mwin nóò sɨɨ, ɓè ŋgə́ ɓwei bɨ̀réè? 
MAT.7.10	Kɨ́ kù na ɨ́ fɨ́tɨ nànɨ mwin nóò nyó̧ó̧, ɓè ŋgə́ ɓwei həréé? 
MAT.7.11	Nyí nùb ɓáŋhɨ́b nyí ma ɗə̀ə̀ŋgɨ̀ nànɨ munɨ́b nyínè nɨ́ɨ́b du nyɔ̧né, ɗóògɨ̀ kɨ́ Tá nyínè du ɓɨllɨnne fɨ́tɨ nànɨ nùb ɓwei ŋgéé nɨ́ɨ́b nyɔ̧ɔ̧́ à?
MAT.7.12	«Ndɨŋnanáɓwéem kùb nɨ́ɨ́b lâs nyí ɗú kùb ndɨ̀ŋnàcé nyínè, u̧nè á 
MAT.7.13	«Lə́ndóŋnáam ɓavɨ̀r háŋnɨ́nne. Ɓetí ɓwâ ɓavɨ̀r du yánne, jɨ̀r gɨ yɨ́ nɨ̀r lɔ̧́ré á cè jíri, u̧nè á ɓwêcé nùb tu jɨ̀r kíì du ví̧i̧. 
MAT.7.14	Ɨ́dù ɓwâ ɓavɨ̀r du háŋnɨ́nne, jɨ̀r gɨ yɨ́ nɨ̀r ɓállé á cè yɔ́klîn, u̧nè á ɓwêcé nùb tu jɨ̀r kíì du ŋgób.»
MAT.7.15	«Gə́tɨnáam ɓe tɨ́kɨ̀nɨ́b kàŋnì. Ŋgáb á nyí no lónɨ, só ma jíí, sumí ma màŋgù. 
MAT.7.16	Nyí tɨ̀ ɗəəŋcuɓa tɨ́kɨ̀nɨ́b kɨ́ ɓe nɨ́ɨ́b ŋgáb du ndɨ̀ŋniì. Kùb bɨ kòŋnɨ loob yɔ̀ ŋgamɨ́rí ya ɗàà. Kùb cè bɨ́ kòŋnɨ sáá ɗə̀b lúŋmbí ya ɗàà. 
MAT.7.17	Yɔ̀ nyɔ̧ɔ̧́ nahá nɨ́ gum nyɔ̧ɔ̧́; yɔ̀ ɓáŋhîn cè gum ɓáŋhîn. 
MAT.7.18	Yɔ̀ nyɔ̧ɔ̧́ sàmàìn na gum ɓáŋhîn ɗàà. Sàmàìn yɔ̀ ɓáŋhîn nace gum nyɔ̧ɔ̧́ ɗàà. 
MAT.7.19	Yɔ̀ lâs du gum nyɔ̧ɔ̧́ nàwáá, kùb a téínlèèrékî ŋgə́ wa̧á̧. 
MAT.7.20	U̧nè á nyí ɓa ɗə̀ə̀ŋcùɓànɨ tɨ́kɨ̀nɨ́b kàŋnì kɨ́ ɓe nɨ́ɨ́b ŋgáb du ndɨ̀ŋniì.»
MAT.7.21	«Nɨ nùb lâs taɗóo ɓe ɓɔ̧: ‹Kéké, Kéké› rɨ sé ɨ́ ɓa lénɨ 
MAT.7.22	Ɓwâ ye ŋgù̧ní kɨ́ kwá sallé, nùb kù ví̧i̧ kwá tana mɨ ɨnè: ‹Kéké, Kéké, ɓe ɨ́r woò nɨ́m ya aaɓatɨ́ Kìn Mèèín. Ɓe ɨ́r woò nɨ́m ya juɓatɨ́ nɨ̀wàtɨ̀b nɨ̀vɨ́tɨ̀bì sóò. Ɓe ɨ́r woò nɨ́m ya ndɨŋɓatɨ́ nɨ́ɨ́b sɨ̀sɨ̀rí ví̧i̧!› 
MAT.7.23	Ɓwâ kɨ́ á mɨ ɓa ŋgáb tànànɨ ɨnè: ‹Mɨ ya mɨ́ nyí ɗə̀ə̀ŋwá. Éíkɨ́ná mɨ íhín, nyí nùb ya ndɨŋkom nɨ́ɨ́b ɓáŋhɨ́bí!› »
MAT.7.24	«U̧nè á nò lâs ókɓa nyindí mɨ ta kɨ́, ɗà nò kɨ́ ɨ́ ndɨ̀ŋcè nɨ́ɨ́b kíì, nò kɨ́ á fɨ́tîn ɓe nò kɨ̀cáblì kù ya óŋsé dúú nóò ɓéhí. 
MAT.7.25	Nà̧á̧ ya natɨ́, ɗà mvúm ɨ́ yûk, kəŋmbə́r ɨ́ fùɓà cei, ɨ́dù dúú kɨ́ ɨ́ dù nɨ́ mùŋwá, ɓetí kùb ya cɨ́ɨmsé bɨ́ ŋgə́ ɓéhí á. 
MAT.7.26	Ɨ́dù nò lâs ókɓa nyindí mɨ ta kɨ́, ɗà nò kɨ́ ɨ́ dùcè ndɨ̀ŋwá nɨ́ɨ́b kíì, nò kɨ́ á fɨ́tîn ɓe nɨ̀yɨɨ̀ŋ kù ya óŋ dúú nóò saséé rɨ u̧. 
MAT.7.27	Nà̧á̧ ya natɨ́, ɗà mvúm ɨ́ yûk, kəŋmbə́r ɨ́ fùɓà cei, dúú kɨ́ ɨ́ mùŋ, ɗà ɨ́ ɓə̀tɨ̀kɨ́ɓà lâs.»
MAT.7.28	Ɓwâ Yésù ya nacáŋhȩ ŋgáb sóóŋ kíì, nɨ̀vɨ́tɨ̀b ɨ́ gbɨ̀ɨ̀ŋɓà mɨ̀kúúŋ tɔ̀ɔ́ ŋgéé kíì, 
MAT.7.29	ɓetí ŋgə́ ya nɨ́ tɔ̀ɔ̀nɨ hȩ 
MAT.8.1	Ɓwâ Yésù ya sócu ɓeè, kùŋkùŋ nɨ̀vɨ́tɨ̀bì ɨ́ tù ŋgə́. 
MAT.8.2	Kí á njɨ̀njə́ kù gainwo Yésù, ŋgə́ ɨ́ gùcáàmsê ŋgéé ɓusiín, ŋgə́ ɨ́ yóŋɓà ŋgə́ ɨnè: «Kéké, ɓè wu tɨ ɗúɓayeré naa, wu á ɓà há ɓe nyòm wu cáaŋkɨ́na mɨ njɨ̀ɨ̀b mo rèè, mɨ a dùcù járkɨ́ták.»
MAT.8.3	Kí á Yésù namne ŋgáár, ŋgə́ ɨ́ dì̧nè ŋgə́, ŋgə́ ɨ́ tà: «Mɨ ɗúmetɨ́ u̧, ducum járkɨ́ták!» Ɓè mu̧u̧, njɨ̀ɨ̀b nɨ̀ŋgwá rèè ɨ́ sùtè. 
MAT.8.4	Kí á Yésù tana ŋgə́: «Ókɓam mîn, wu nò kù àm kɨ́ tànàwá. Ɨ́dù, gɨm túùmnànɨ nò na satɨgàà hȩ wu duré. Ɓwâ kɨ́ wu a na satɨgà Mòyîs ya ta kùb nàte, àm nɨ̀vɨ́tɨ̀b lâs a ɗə̀ŋhȩ̀ yáb woò cɔ̧́tɨ́.»
MAT.8.5	Ɓwâ Yésù ya féín Kàpèrnàwúùm, mvèìn sójàbì kù ɨ́ gàìnwò Yésù, ŋgə́ kpɔ́k ní yáá. 
MAT.8.6	Ŋgə́ ɨ́ tànà Yésù ɨnè: «Kéké, nò mo ə́ré, yə́b karɨséé ŋgə́ ɗàá, ŋgə́ á ɗàá ku gwíin ɓók ɓók.»
MAT.8.7	Á Yésù tana ŋgə́: «Mɨ á gìnɨ ŋgə́ wáàŋnɨ.» 
MAT.8.8	Kí á mvèìn sójàbì kɨ́ yi ta ɨnè: «Kéké, mɨ mɨ ɓe nyòm mɨ ta wu lə́ mo yóò ɗàà, ɨ́dù nyinɗóhɨm nyindí mwi̧ ɗà nò mo ə́ré a ɓáì. 
MAT.8.9	Mɨ nɨ̀mɨr, nùb kɨ́k mé á ku; mɨ á ndóŋcé ɓe nùb mɨ kɨ́klé. Mɨ ɨ́ tànà nɨ̀mwi̧: ‹Gɨm!› ŋgə́ a gì; mɨ ɨ́ tànàcè nò kù: ‹Gom!› ŋgə́ a gò; mɨ ɨ́ tànà nò mo ə́ré: ‹Ndɨŋ nɨ́m ndè!› ŋgə́ a ndɨ̀ŋ.» 
MAT.8.10	Hȩ Yésù ya ók nyindí kíì, ŋgə́ ɨ́ dùkɨ́ɓà néín; ɗà ŋgə́ ɨ́ tànà nùb ya du ŋgə́ tùniì: «Mɨ tanaɓa nyí àmɨɨr wááŋ á, ti Ísràyéèl no, mɨ ə́ə́m kàm kù hȩ kɨ́ rè pə́kɨ́yèwá. 
MAT.8.11	Mɨ tànà nyí, nɨ̀vɨ́tɨ̀b ví̧i̧ kwá go péín mvii fó̧ré ɓe péín mvii lə́ré tàŋɓáànɨ cɔŋ ɓe Àbɨ̀ràhâm, Ìsâk, ɨ́ Yákòb, 
MAT.8.12	Ɨ́dù, nùb yi ɓa óknɨ ɓe Haam Mèèín, kùb kwá njókhó̧ ŋgáb lúu yá sɨ́mnɨ̀rí, ɗà ŋgáb a yà kɨ́ínɨ, ŋgáb a ŋgáíce nyíín njù̧ú̧.»
MAT.8.13	Ɓwâ kɨ́ á Yésù tanagi mvèìn sójàbì ɨnè: «Gɨcum wo yó, nɨ́m kɨ́ ndɨ̀ŋnà wu hȩ ə́ə́m wóò duceré!» Ɓwâ kɨ́ á nò ə́ré mvèìn sójàbì rè wáŋhȩ.
MAT.8.14	Yésù ya gií Píyéèr yó, ŋgə́ ɨ́ kwà mɨgwìn Píyéèr kòó gwíin; cɨ̀mcɨ̀m yaá ŋgə́ ndɨ̀ŋnɨ. 
MAT.8.15	Ŋgə́ ɨ́ dì̧nè ŋgáár nɨ̀gwi rèè, ɗà cɨ̀mcɨ̀m kɨ́ ɨ́ cɔ̧̂. Nɨ̀gwi kɨ́ ɨ́ éíwî còóm, ɗà ŋgə́ ɨ́ yàcùrê ə́rɨ́b.
MAT.8.16	Lɨ́tɔ̧ɔ̧́, ɓwâ mvii ya lə́ré, kùb ɨ́ gèwònà Yésù nɨ̀vɨ́tɨ̀b ví̧i̧ nɨ̀wàtɨ̀b ya njáaŋkɨ́ré. Yésù ɨ́ jùkî nyéhɨ̀b kɨ́ ɓe nyindí nó ɓɔ̧ne, ɗà ŋgə́ ɨ́ wáàŋkɨ́ɓwéhè nɨ̀yáàb lâs. 
MAT.8.17	Ŋgə́ ya ndɨŋ nɨ́m kɨ́ àm nyindí Èsáyà 
MAT.8.18	Hȩ Yésù ya pə́ kùŋkùŋ nɨ̀vɨ́tɨ̀bì ŋgə́ kɨ̀rɨ̀niì, á ŋgə́ tana 
MAT.8.19	Kí á 
MAT.8.20	Yésù ɨ́ tàcùnà ŋgə́ ɨnè: «Gáŋgbòróóŋ á ɓe ŋgwɨi ŋgábè; gààì á cè bɨ́ ɓe óŋnɨ́b ŋgábè; ɨ́dù 
MAT.8.21	Nɨ̀fuùb no kù mwi̧ ɨ́ tà: «Tá, mbɨ́k mɨ gɨ̀yè tá moò vɨ́rɨ̀nɨ.» 
MAT.8.22	Yésù ɨ́ tàcùnà ŋgə́: «Tùwòbɨ̂ŋ wu mɨ, kí nɨ ə́r wóò sé.»
MAT.8.23	Yésù ya léé kwáìn, 
