GEN.1.1	Ainau anai bag God safam a tafanam ifourai. 
GEN.9.1	Namon God on Noah a on nanatun orot mat engon imomogines ato iyawures iyau, “Omi nanatum fifirig sigaraba wonitu ato ami dam warar inarat tafanam engon inibonuai. 
GEN.9.2	Tafanamai bobaitu tutuenis engon, kiwiu aiyetunai engon, sawar tutufin motobai sekakayam a kamit an iyan engon on arimon omi sinberuem. Osi engon min arimon omi ami baibad babanai sinama. 
GEN.9.3	Omi on sawar yayawasis engon semama a sekakayam on engon ami bayu mes wonam, mamaba Yau matan ainau bofefes asi kanefu abitem ba. Ari osi sawar engon on abitem ami bayu mes. 
GEN.9.4	Baise sawar kaitamom on masono bionai tara inen on men wonan mes, yabin yawas on tara ai nan yen. 
GEN.9.5	Ato orot jever iyafan turan an yawas eboseir on arimon animakiai inarab a bobaitu ato orot jever an yawas eboseir on eb arimon animakiai inarab. 
GEN.9.6	Iyai iyafan orot jever iyasubun on an garamin orot jever emon sinasubun. Yabin God orot jever ifourai on Toun anitin ba ibo.
GEN.9.7	Ato omi on fifirig sigaraba wonitu ato ami dam warar inarat onai tafanam engon sinibonuai.”
GEN.9.8	Namon God on Noah nanatun orot mat auris iyau, 
GEN.9.9	“Yau ari au dura bo baibasit abiyamai omi a omi wawam agirim gibui sinrarat auris mat. 
GEN.9.10	A mat osi sawar yawasis engon, kiwiu, gogabur an bobaitu a bobaitu tutuenis engon a tafanamai sawar yayawasis engon tutufin mat ato wa amon emon wogat auris mat abiyamai. 
GEN.9.11	Yau atonio dura ai on au dura bo baibasit omi mat tabiyamai: Yau men arimon gibui sareu gagamin aniyamai ingat sawar yayawasis asi yawas inboseseiren mes, a men arimon gibui sareu gagamin aniyamai ingat tafanam inikomasai mes.” 
GEN.9.12	Ato God iyau, “Yau atonio dura bo baibasit an matair omi mat sanati abiyamai a sawar yayawasis engon tutufin mat womama auris a sabu gibui sinrarat engon mat auris. 
GEN.9.13	Yau au tarub on kasakasauai ayein ato on, on arimon dura bo baibasit an matair mes iniyamai Yau a tafanam mat sanayi. 
GEN.9.14	On an rai yau kasakasau aniyamai ingat aiyetunai inaru nan on tarub mat min on kasakasauai inrobotet. 
GEN.9.15	Yau arimon au dura bo baibasit omi Yau mat a sawar yayawasisi engon mat tabiyamai on annos. Men arimon sareu gagamin aniyamai ingat men tafanamai sawar yayawasis engon tutufin inikomasen. 
GEN.9.16	On an rai tarub kasakasauai inrorobotet anitai on, yau arimon ato dura bo baibasit wantoanin on annos, God a sawar yayawasis sanasi tafanamai itis ta ta engon auris.” 
GEN.9.17	On mes God on Noah aurin iyau, “Atonio on dura bo baibasit an matair yau a tafanamai yawas engon sanati aiyamai.”
GEN.9.18	Noah nanatun orot iyabon ato wa amon emon sigat on Shem, Ham a Japheth. (Ham on Canaan taman) 
GEN.9.19	Atonio on Noah nanatun orot ton, ato osi nanatus wawas agiris emon on sitagege tafanam au engon inbonu.
GEN.9.20	Noah on tar ba an orot ato on ainau ibosuruf masauai wengar wine itanum. 
GEN.9.21	On an werai on sareu wine turin itoman, on ibosuruf ikokok ato on sawar igabobounen keremomotin an guwi amonai iyen bubur. 
GEN.9.22	Canaan taman Ham on taman Noah keremomotin iyen bubur it ato igat tuan a tain ikasones. 
GEN.9.23	Namon Shem a Japheth rus beber sibo abarasi sitarasour, weie aufut aufut sirui tamas keremomotin iyen bubur on sisabutan. Osi magis on sab siya onai tamas keremomotin iyen bubur on men sititai mes. 
GEN.9.24	On an werai Noah unin iyobin ato imisir men, on isagob natun giyamomos Ham on bobo aifan iyamai.
GEN.9.25	On mes iyau, “Canaan, yau audabim, om arimon agirotim bag unmatar tutuam uniagires.” 
GEN.9.26	Mat on eb iyau, “Yau abifefeyan au BADA God aurin on Shem inimomoginai ato iniyamai Canaan on innat Shem an agirotin inmatar.” 
GEN.9.27	Yau abifefeyan au BADA on Japheth an motob on iniratai ato Japheth on Shem an goa tafanam inboai. Ato Canaan on on an agirotin inmatar.”
GEN.9.28	Sareu gagamin igat gibunai on Noah an kwanda on 350 ba ima. 
GEN.9.29	On engon ibikaita on Noah an kwanda 950 ima weie irabob.
GEN.10.1	Atonio on Noah nanatun fifirig orot wabis: Shem, Ham a Japheth. Atonio fifirig ton on sareu gagamin igat gibunai on nanatus sirat.
GEN.10.2	Japheth nanatun fifirig orot wabis on Gomer, Magog, Madai, Javan, Tubal, Meshech a Tiras. 
GEN.10.3	Gomer nanatun wawan agirin on Ashkenaz, Ripahath a Togarmah. 
GEN.10.4	Javan nanatun wawan agirin on Elishah, Spain, Cyprus a Rhodes; 
GEN.10.5	atonio osi dam warar on tore a nua ai nan simama. Osi min Japheth nanatun wawan agirin an dam on dam ta ta a tafanam sigaraba sanasi sima ato osi engon on fonas ta ta sibikakafun.
GEN.10.6	Ham nanatun fifirig orot wabis on Cush, Egypt, Libya a Canaan. 
GEN.10.7	Cush nanatun wawan agirin on Seba, Havilah, Sabtah, Raamah a Sabteca. Raamah nanatun wawan agirin on Sheba a Dedan. 
GEN.10.8	Cush natun orot irat wabin Nimrod, on orot ainau inat orot faiwarin bag imatar, i yo igagam tafanam ibo. 
GEN.10.9	BADA an baibais emon on inat masono bo am an orot gagamin imatar, on mes sabu sebikakafun sau, “Om orot iyafan Nimrod ba on unnat regai bo am an orot gagamin bag unmatar.” 
GEN.10.10	Ainau on Nimrod mafam gagamis ton on i kakaifaren; Babylon, Erech a Akkad. Osi min Babylonia tafanam amonai. 
GEN.10.11	Nimrod on Babylonia tafanam emon on inai Assyria nan mafam gagamis i goyon, osi mafam gagamis min Nineveh, Rehoboth Ir, Calah, 
GEN.10.12	a Resen, on Nineveh a mafam gagamin Calah basunai.
GEN.10.13	Ato Egypt nanatun wawan agirin on Lydia, Anam, Lehab, Naphtuh, 
GEN.10.14	Pathrus, Casluh a Crete. Philistia sabu on Crete emon sinat.
GEN.10.15	Canaan nanatun orot wabis on Sidon a Heth. 
GEN.10.16	Canaan on eb wawan agirin on Jebus, Amor, Girbash, 
GEN.10.17	Hivi, Ark a Sini, 
GEN.10.18	Arvad, Zemar a Hamath. On gibunai osi Canaan dam kakaita kakaita on sisonag sinai efan ta ta nan sima. 
GEN.10.19	Canaan an tafanam an farat on Sidon mafam ibosuruf au gorof na inai Gerar mafam farat nan igat, on min Gaza mafam bisinai. Ato osi asi tafanam an farat turin min nan ibosuruf men au wera matan na inai au mafam Sodom a Gomorrah, Adamah, a Zeboiim nan igat on min Lasha efan bisinai. 
GEN.10.20	Atonio on Ham nanatun wawan agirin. Osi dam kakaita kakaita on sinai tafanam ta ta nan sima ato osi dam min asi dura ta ta nan sibikakafun.
GEN.10.21	Shem on Japheth tuan ainau orot, on an dam warar on Hebrew yangan. 
GEN.10.22	Shem nanatun orot wabis on Elam, Asshur, Arphaxad, Lud a Aram on osi asi dam iwabis. 
GEN.10.23	Aram wawan agirin on Uz, Hul, Gether a Meshech yangan. 
GEN.10.24	Arphaxad taman on Shelah ato on taman on Eber. 
GEN.10.25	Eber on nanatun orot ruam: Fifi orot tani wabin on Peleg, yabin Peleg irat imama an werai on sabu on tafanamai simama on sikuseb mabis mabis sinai. Ato on wab Peleg an yabin min “Sikuseb.” Ato Peleg tain tani wabin on Joktan. 
GEN.10.26	Joktan nanatun wawan agirin on Almodad, Sheleph, Hazarmaveth, Jerah, 
GEN.10.27	Hadoram, Uzal, Diklah, 
GEN.10.28	Obal, Abimael, Sheba, 
GEN.10.29	Ophir, Havilah a Jobab. Atonio osi engon on Joktan nanatun orot wawan agirin wat. 
GEN.10.30	Ato osi dam on tafanam Mesha farat nan simama on inai Sephar nan igat na au wera matan oyau oyau tafanamai nan. 
GEN.10.31	Atonio on Shem nanatun wawan agirin. On dam kakaita kakaita on tafanam ta ta nan sima ato osi engon min asi dura ta ta nan sibikakafun.
GEN.10.32	Atonio osi dam warar wab kakaita kakaita, asi tafanam asi tafanam ai simama, osi engon on Noah nanatun wawan agirin wat. Sareu gagamin igat gibunai, Noah nanatun wawan agirin on sisonag sinai tafanam ta ta engon ibonu.
GEN.11.1	Anai bag sabu tafanam tutufin engon on asi dura kaitamom wat sibikakafun. 
GEN.11.2	On an rai osi sibib sinai au wera matan na ato efan roubabanai sigaturai, on min Babylon tafanamai nan. Namon osi nan sigoyon sima. 
GEN.11.3	Osi tous wat sikakafun bonen siyau, “Omi wonat! Ot motobai noukwat tanboai tangamatabir ato tanteren sinwani agim ba sinmatar.” On mes sabu sibosuruf dura mamaba siyau on nanaba sifour noukwat siteren agim ba simatar nan situbabarai. A sawar rababarin wabin kolta on siboen sibotitiwag nan noukwat tetern on sitbobabarai itbokikin mes. 
GEN.11.4	Namon osi sikakafun siyau, “Ot ari on mafam gagamin tanyon ato on amonai on goa ann weromin mat tanyon inag inan safam aiyetun inboai. Ot taniyamai wabit tanyein ato men mabit mabit tansonag mes.”
GEN.11.5	Namon BADA isur inat mafam gagamin a goa ann weromin sabu sibigoyon on ititai mes. 
GEN.11.6	Ato BADA ikakafun iyau, “Woit, atonio sabu on kaitamom wat ato dura on kaitamom wat sebikakafun; osi atonio bobo sefofour on nin on sebosuruf. Osi men weromin, asi bobo aifan segogoi sinafour on arimon fofonin siniyamai mom. 
GEN.11.7	Ot tansur asi dura on tanikitabiren sinitagogoiis ato arimon tuturas fonas men sintatam sinsagob dura aifan sebikakafun on.” 
GEN.11.8	On mes BADA sabu ikugeyis sinai tafanam au engonai nan sima. Ato osi mafam gagamin siyoyonin min situge kirir. 
GEN.11.9	On mes on mafam gagamin min siyor Babylon, yabin on nan BADA sabu engon tutufin asi dura ikitabiren sitagogois ato ikugeyis mabis mabis sitagege tafanam tutufin engon ibonu.
GEN.11.10	Atonio on Shem nanatun wawan agirin. Sareu gagamin igat gibunai kwanda ruam isawar, Shem an kwanda on orot wat nim weie, on natun orot irat wabin Arphaxad. 
GEN.11.11	On gibunai on ima inai an kwanda 500 weie, nanatun orot a jever fani ba sirat.
GEN.11.12	Arphaxad an kwanda on orot kaitamom, orot ta aurin auyotoat an yayatan nim (35) weie on natun orot irat wabin Shelah. 
GEN.11.13	On gibunai on ima inai an kwanda 403 weie nanatun orot a jever fani ba sirat.
GEN.11.14	Shelah an kwanda on orot kaitamom, orot ta aurin auyotoat (30) weie on natun orot irat wabin Eber. 
GEN.11.15	On gibunai on ima inai an kwanda 403 weie on nanatun orot a jever fani ba sirat.
GEN.11.16	Eber an kwanda on orot kaitamom, orot ta aurin auyotoat an yayatan bat (34) weie natun orot irat wabin Peleg. 
GEN.11.17	On gibunai on ima inai an kwanda 430 weie nanatun orot a jever fani ba sirat.
GEN.11.18	Peleg an kwanda on orot kaitamom, orot ta aurin auyotoat (30) weie natun orot irat wabin Reu. 
GEN.11.19	On gibunai on ima inai an kwanda 209 weie nanatun orot a jever fani ba sirat.
GEN.11.20	Reu an kwanda on orot kaitamom, orot ta aurin auyotoat an yayatan ruam (32) weie natun orot irat wabin Serug. 
GEN.11.21	On gibunai on ima inai an kwanda 207 weie nanatun orot a jever fani ba sirat.
GEN.11.22	Serug an kwanda on orot kaitamom, orot ta aurin auyotoat (30) weie natun orot irat wabin Nahor. 
GEN.11.23	On gibunai on ima inai an kwanda 200 weie nanatun orot a jever fani ba sirat.
GEN.11.24	Nahor an kwanda orot kaitamom an yayatan nimtereban bat (24) weie natun orot irat wabin Terah. 
GEN.11.25	On gibunai on ima inai an kwanda 119 weie nanatun orot a jever fani ba sirat.
GEN.11.26	Terah an kwanda on orot ton, orot ta aurin auyotoat (70) weie on nanatun orot Abram, Nahor a Haran ba sirat.
GEN.11.27	Atonio on Terah an dam warar an dudur. On min Abram, Nahor a Haran osi tamas. Haran on Lot taman. 
GEN.11.28	Baise Haran on orot boboun imama ato nan an rat baren Ur mafami nan irabob, on min Babylonia tafanam amonai. Ato on taman Terah on nana ima. 
GEN.11.29	Abram on Sarai iawan ato Nahor on Haran natun jeverei Milcah iawan. Haran min Milcah a Iscah rus tamas. 
GEN.11.30	Sarai on arin on mes men fifi ta ituai on.
GEN.11.31	Terah on natun Abram, wawan Lot, on min Haran natun orot a rawan jever Sarai, on min natun Abram awan, osi engon iboes ato Ur mafam Babylonia tafanam emon sigat sitan au Canaan tafanam aurin. Osi sinai Haran sigat ato nan sigoyon sima. 
GEN.11.32	Terah ima inai an kwanda 205 weie irabob.
GEN.12.1	BADA on Abram iyawur iyau, “Om am tafanam, taitaim tutuam, tamam an dam warar on eikirires ato egat enai tafanam anbiyoboem on nan ungat. 
GEN.12.2	Yau arimon aniyamai nanatum wawam agirim inison ato tafanam engon inbonu. Yau arimon animomoginem ato wabim aniyamai inarat, om fasimui on sabu engon arimon obin sinboai.
GEN.12.3	Yau arimon sabu iyabon om aurim obin sebiyamai on arimon obin auris aniyamai. Ato iyai iyafan in audabim on arimon angaramin an audabai, ato om fasimui on sabu engon tafanamai arimon obin sinboai.”
GEN.12.4	On mes Abram igat mamaba BADA iyawur nanaba, ato abun Lot on rus sinai. Abram an kwanda on orot ton, orot ta aurin auyotoat an yayatan nim, (75) on an werai Haran mafam ikirir igat. 
GEN.12.5	Abram on awan Sarai, abun Lot, asi sawar engon a an agirotis ato Haran nan i boes on engon mat sigat sinai Canaan tafanamai sigat.
GEN.12.6	Abram on Canaan tafanamai ibib inat wengar gagamin wabin Moreh itatawar anfaratai, Shechem nan. On an werai Canaan sabu min on tafanamai simama. 
GEN.12.7	BADA on Abram aurin irobotet ato iyawur iyau, “Atonio tafanam on arimon om wawam agirim anites.” On mes Abram on sirifu agim kema iyon BADA aurin ikutetai efan menan BADA aurin irorobotet nan. 
GEN.12.8	Namon on Shechem emon inai Bethel oyau oyau tafanamai au wera matan na nan an guwi iyon. Bethel tafanam on au wera sifun na ato Ai tafanam on au wera matan na. On nan Abram sirifu agim kema tani ba iyon BADA aurin, ato nan kwafirai. 
GEN.12.9	Namon Abram ibosuruf men inanawan i nan mom inai Negev tafanamai igat.
GEN.12.10	On an werai Canaan tafanamai on gomar imatar, on mes Abram isur inai Egypt nan wera dibon wat itama yabin min afoi gagamin i raran. 
GEN.12.11	Osi sinat Egypt mafam aurin sibiufin ato Abram on awan Sarai aurin iyau, “Yau sagob om on jever momogim anbabaton. 
GEN.12.12	On an werai Egypt sabu om sinitem on arimon sinau, ‘Atonio jever on, on orot awan.’ Namon osi arimon yau sinasubunueu baise om on arimon sinikirirem unama. 
GEN.12.13	On mes om unawures unau, yau on om robum, onai on yau arimon om fasimui on sinkaifareu tiwag yawasiu anama.”
GEN.12.14	On an werai Abram inat au Egypt ato, osi Egypt sabu jever sit on momogin anbabaton. 
GEN.12.15	Ato on an werai Egypt an aiwab orot an babadis jever sit on sinai aiwab orot matanai jever an itin obin aurin on siduduran, ato sibo sinai aiwab orot an goai. 
GEN.12.16	Egypt an aiwab orot inos Abram on robun Sarai, on fasinai on Abram aurin an obin iyamai an sheep a cow fani, donkey toub a tona fani, agirotis jever a orot fani a camel fani on ibogai isiwarai.
GEN.12.17	Baise BADA on sawau fesar wawanis iyafaren Egypt an aiwab orot a on an goa amonai sabu simama auris, yabin aiwab orot on Abram awan Sarai ibo awan mes on fasinai. 
GEN.12.18	On mes Egyot aiwab orot on Abram iyor inat aurin ato itetemai iyau, “Om yau auriu aifan uiyamai? Om aibo mes men ukasoneu Sarai on om awam i? 
GEN.12.19	Om aibo mes uyau, ‘Sarai on yau robu,’ on mes yau abo awau mes. Om awam atonio ebo ato rum wogat wonai!” 
GEN.12.20	Namon Egypt an aiwab orot an babadis dura wawaninai ifores sinai Abram awan rus siboes siyafares. Osi si gat on asi sawar tutufin osi ibinoanis on engon mat siboen sigat.
GEN.13.1	On mes Abram awan rus, abun Lot a asi sawar engon tutufin mat siboen Egypt emon sigat sinai au Negev tafanam. 
GEN.13.2	Abram on foro bobaitu, agim silver a agim gold emon on inat sawarotin imatar. 
GEN.13.3	Ato on tafanam Negev emon on imateter inai Bethel tafanamai nan. Menan ainau an guwi iyon imama nan, on min Bethel a Ai basusi. 
GEN.13.4	On efanai min matan ainau Abram sirifu agim kema iyon ato nan BADA ikwafirai.
GEN.13.5	Lot on eb on abun Abram ba rus sibibib on toun an sheep, goat, cow, awan nanatun a an bobootis sigaraba mat iboes sinai. 
GEN.13.6	Ato Abram a Lot rus asi bobaitu on sison kwakwan ato on motobai wayo on men fofonin arimon nan kaita sitama. 
GEN.13.7	On mes Abram an bobaitu kaifarotis a Lot an bobaitu kaifarotis amosi gam imatar. On an werai Canaan sabu a Perizz sabu min nana on tafanamai simama.
GEN.13.8	Namon Abram on Lot iyawur iyau, “Om on yau abu, on mes om am bobootis a yau au bobootis on men sitagam on. 
GEN.13.9	Om matam ereben enai tafanam namui yen on eit ato erubin, weie om rut tankuseb. Om on au asugagaf unnanan on, yau arimon au asumaiau anan; ato om au asumaiau unnanan on, yau arimon au asugagaf anan.”
GEN.13.10	Lot matan iyeit inai Jordon roubaban sareu nunub on it. Ato on sareu nunub min on nanaba inai Zoar mafam aurin na, ato an itin on BADA an masau ba ai Egypt tafanam ba. (On an rai on BADA mafam gagamis Sodom a Gomorrah on men ikomasen.)
GEN.13.11	On mes Lot toun on Jordon roubaban sareu nunub tutufin on irubin ato au wera matan na inai. Abram a Lot rus min on nan sikuseb. 
GEN.13.12	Abram on Canaan tafanamai ima ato Lot on mafam gagamis sanasi mafam Sodom bisinai roubabanai nan guwi iyon ima. 
GEN.13.13	Sodom sabu asi yawas on komasin bag, osi BADA matanai on ra fufur bobo komasis bag sifofour.
GEN.13.14	Lot on Abram ikirir inai gibunai, BADA Abram iyawur iyau, “Om menan etatawar nan on matam yeit enai au tanam a au gorof, au wera matan a au wera sifun. 
GEN.13.15	Yau arimon tafanam engon ato eitai on om anitem, om a wawam agirim auris mat ato on min arimon om ininoanim au wantoan. 
GEN.13.16	Yau arimon nanatum wawam agirim sigaraba motob an fofou ba on anitem, ato iyai iyafan fofonin motob an fofou iniyab on fofonin wawam agirim iniyab. 
GEN.13.17	Om emisir ebib enai tafanam au engon efatete einateteai yabin yau arimon on tafanam engon anitem.” 
GEN.13.18	On mes Abram on efan ikirir ato ikoi inai Hebron mafam nan Mamre wengar gagamis bisisi nan igoyon ima. Ato on nan sirifu agim kema iyon BADA aurin.
GEN.14.1+GEN.14.2	Wera fani sisawar gibunai, baigagam gagamin bag on nan Canaan tafanamai imatar. Ato aiwabis bat wabis min: Amraphel on Shinar mafam emon, Arioch on Ellasar mafam emon, Kedorlaomer on Elam mafam emon a Tidal on Goiim mafam emon on sigat tafanam tani an aiwabis engon nim on mat sitigagam mes. Osi aiwabis nim wabis min: Bera on Sodom an aiwab, Birsha on Gomorrah an aiwab, Admah on Shinab an aiwab a Shemeber on Zeboiim an aiwab a Bela an aiwab orot (on mafam min ari seyoyorai Zoar), 
GEN.14.3	Osi aiwabis bat on Siddim roubabanai (on roubaban min seyoyorai Una Kamitin) nan wou orot kuayo gagamn mat sikaita. 
GEN.14.4	Kwanda engon auyotoat an yayatan ruam, osi aiwabis on Kedorlaomer an baibad babanai sima baise kwanda auyotoat an yayatan ton amonai osi sibosuruf Kedorlaomer fonan siseseir. 
GEN.14.5	Kwanda auyotoat an yayatan bat amonai Kedorlaomer a aiwabis ton asi wou orot mat sikaita sigat Rephai, on Ashteroth Karnaim nan, Zuz on Ham nan, Emit on Shaveh Kiriath nan sigagam sisowar sabu engon sibomerubes. 
GEN.14.6	Mat osi sigagam sisowar Hor sabu, Seir oyau oyau nan simama a nana inai El Paran efan koiteterin bisinai simama on engon sibomerubes. 
GEN.14.7	Namon osi simatabir men sinai au En Misphat (on min ari seyoyorai Kadesh), on nan sigagam sisowar Amalek tafanamai sabu engon tutufin sibomerubes a Amor yangan iyabon Hazazon Tamar nan simama on mat engon sibomerubes.
GEN.14.8+GEN.14.9	Namon Sodom an aiwab, Gomorrah an aiwab, Admah an aiwab, Zeboiim an aiwab a Bela an aiwab (on min ari seyoyorai Zoar). Osi aiwabis nim on sigat sinai Siddim roubabanai nan baigagam an uwar sitein aiwabis bat mat sitigagam mes. Osi aiwabis bat min Kedorlaomer, Amraphel, Tidal a Arioch.
