MAT.1.1	A wo li nwer nyi etꞌtohngo ji Jisos Kraist lohng no, ji jolo mmon a Devid,
MAT.7.2	Tibre go mbang nyꞌnehm nyi ń kpo lam ane bako, nyi nyi Esowo bahke tob ko lam-n. Ana ń gare no ka, ano wo Esowo bahke tob gare ka-n.
MAT.7.3	“Jen ji wahnge a kpꞌseenge mmolsahk no wob mmonanne go elmahr, a kil eltiiri bada nkporti nyi wob go ega elmahr? 
MAT.7.4	A bahke sahbe renan, tong mmonanne re, ‘Nong, me n yehk-a mmolsahk no wob-a go elmahr,’ eji nkporti wob-a go elmahr? 
MAT.7.5	Wobnob tane! Tohko gbo mbang yehke nkporti go ega elmahr, eji a lꞌmal nyehn, yehke mmolsahk no wob go elmahr mmonanne.
MAT.7.6	“Kana jo ka ebv nsol Esowo nyi li eje eje, eji bo lꞌkꞌtahm kehm-n eljaake.
MAT.7.7	“Bahben, ḿ bahke bele. Seben, ḿ bahke nyehne. Kahden, bo bahke lennge mbu ka-n. 
MAT.7.8	Tibre nne awohng awong no lꞌbahb, á bahke bele. Nne no lꞌseb, á bahke nyehne. Nne no lꞌkahd, bo bahke lennge mbu ka-e.
MAT.7.9	“Nne awo ewahne no bahke kake mmon ewe eltal, á lꞌbahb-e re á ka-e nsol alehke?
MAT.7.10	Afi á bahke rodo nnyo ka-e, á lꞌbahb-e re á ka-e nsahre? 
MAT.7.11	Wahn ji li na abi ane, ń kpꞌkahne ana ń kpo ka abon ebahne nsol nyi nno, lꞌlim renan, Nso ejahne no li go ero lꞌki-n tob ka nsol nyi nno, ń lꞌbahb-e?
MAT.7.12	“Nsol kpee nyi ń kpꞌsebe re ane bako jo lim ka-n, nyi nyi ḿ bahke tob jo lim ka bo. Ń lꞌlim ano, wahn ebbum atahm nya Esowo, a alum nya abanyehnamahr bungu no.
MAT.7.13	“Sehngen go nfiidifiidi eti mbu jio! Tibre mbang nyi li rehng go ellulagun, mbang elfohk elkul nyi, eti mbu eje kpꞌkpange. Ane gbalee ba kpꞌsehnge ona. 
MAT.7.14	Wo, mbang nyi li rehng go elkpin, mbang asodaroongo nyi. Eti mbu eje li fii.
MAT.7.15	“Jo gberen akimfahnge abanyehnamahr. Bo kpo ba go egahne, jo ba lim, are ejoro bi. Wo, go bo atahng bo li, are abibbib enyam bi.
MAT.7.16	Go bo akab wo, ḿ bahke bo liingi. Anv, asokonso, nne kpo jꞌje song bong akab avaina? Agasame, nne kpo je song bong akab afiga?
MAT.7.17	“Eti ji nno ajehng ajehng kpo kab anoobo akab. Esabsab eti kpo kab abi akab. 
MAT.7.18	Eti ji nno nehm ma kab abi akab. Esabsab eti nehm ma kab anoobo akab. 
MAT.7.19	Eti ajehng ajehng ji tohko kab anoobo akab, bo bahke gbahke kak agun.
MAT.7.20	Go bo akab wo fvfo, ḿ bahke bo liingi.
MAT.7.21	“Nne awohng awohng sang no kpo lung-m re, ‘Ntul, Ntul!’ bahke yele go ejahbetul Esowo, sehngem ye ji kpꞌlimi ji Nsoo no li go ero tong-e no re á lim bahke yele.
MAT.7.22	Efung bio ane gbalee bahk-m bahbe re, ‘Ntul, wahr sang jo nyehn amahr go ega mbinga, fere jo kam abi atohko yehke go ega mbinga, jo lim akpokosi gbalee go ega mbinga?’
MAT.7.23	Owo m bahke kehm tongo bo re, ‘Me, wahn n nehme kahn.
MAT.7.24	“Fvfo, nne awohng awohng no lꞌwuk alum enyame, fere jo lim, á li ana ekahnkahn nne ji si etahk eje kunu go ekpartal.
MAT.7.25	Elahb kehm ba na, nnyel kehm yele, kuumu agbunggbung, rehng etahk jio, nfeb kehm kehme ellimi, jo gbul etahk jio. Tikem gbo. Tibre á si kunu go ekpartal.
MAT.7.26	“Nne awohng awohng no lꞌwuk alum enyame, kꞌlim, á li ana egboolo nne ji si etahk eje kunu go erikehndi. 
MAT.7.27	Elahb kehm ba na, nnyel kehm yele, kuumu agbunggbung, rehng etahk jio, nfeb kehm kehme ellimi, jo gbul etahk jio.
MAT.7.28	Eji Jisos ma bung nsol nyia mal, eltibi ene kehm kpoko ellong ane bao esi. 
MAT.7.29	Á jo tibi bo ana nne no kpi nsahm. Á joom tib ana atꞌtibi ebo ba atahm.
MAT.8.1	Jisos kehm badde go ewong jio, ellong ane gbalee tahm toon-e. 
MAT.8.2	Nne abili kehm lohngo ba go ege, kehm ba jamm-e alahng, kehm bungu re, “Nsoo, lꞌkor-a, a li-m ma lim, n nob.”
MAT.8.3	Jisos kehm tanne ebo ebe, koor-e, kehm bungu re, “Kor-m kor, wobnob!” Tvtv ona á kehm soro nob abili enye.
MAT.8.4	Owo Jisos kehm-e tongo re, “Ka tiki tong nne awohng awohng, wobwuka? Song goji nlimajom, wo song tib-e elna, fere lim njom nyi Moses tibi no, eji lꞌjol ejum ntianse ka ane.”
MAT.8.5	Eji Jisos rehnge go Kapenium, ntubesi a nsoja no Rom kehm bake, ba kpir-e, kehm-e gboongo 
MAT.8.6	re, “Nsoo, nlokeltum ewame noa go etahk, kpꞌyame gꞌga, jol á nehme ma jen.”
MAT.8.7	Jisos kehm-e tongo re, “M bahke bake ba lim-e, á nob.”
MAT.8.8	Owo ntubesi a nsoja noo kehm-e faange re, “Nsoo, me n fuumem re wo ba yel go egame ekpꞌkpa. Lub bung na bung ellum, nlokeltum ewame bahke nobo. 
MAT.8.9	Tibre me n li nne no wob nne go elwo. N tob kpi nsoja nyi wob-m go elwo. N lꞌtong noo re, ‘Song!’ á tahm. N lꞌtong noka re, ‘Ba!’ á ba. N lꞌtong nlokeltum ewame re, ‘Lim jia!’ á lim na lim.”
MAT.8.10	Eji Jisos wuku ano, kehm-e kpoko esi. Á kehm tongo ane ba jo toon-e re, “Etingitingi, n kp-n tongo re, elkohn eltaame ana nia n ka nyehn a nyehn go Israel.
MAT.8.11	N kp-n tongo re, Ane gbalee bahke lohngo go ero nfam, a erede nfam ba ji a Ebraham, a Aisik, go Jekob go ejahbetul Esowo, jo li nsol a bo.
MAT.8.12	Wo, abon ntul ba jol lehke etul, bo bahke rodo bo, ro kak edi ji nkom ejannge li no. Owo ane bahke jo ling, fere jo kono amahn.”
MAT.8.13	Owo Jisos kehm tongo ntubesi a nsoja noo re, “Song kehnge! Ana a ma taame, ano wo bahke jolo ka-a.”
MAT.8.14	Jisos song rehnge kan etahk Pita, á kehm song nyehn nnyehn nkal a Pita nong kpꞌyame arumbum.
MAT.8.15	Á kehm-e kooro go ebo, á kehm soro nob arumbum nyao, kehm soro tahm, kehm-e kehme elloko.
MAT.8.16	Eji elgung ba no, ane kehm koko ane gbalee ba bele abi atohko, ba go ege. Á kehm kame bo abi atohko nyao kpee yehke go ege ellum, fere lim aneb ayam kpee, bo nob, 
MAT.8.17	eji lꞌlohko jol ana Esowo bungu sehng goji nnyehnamahr Aisaya re,
MAT.8.17	“Á rodo elleenge enahre,
MAT.8.17	fere sol ayam enyahre.”
MAT.8.18	Eji Jisos nyehne ellong ane gbalee ba ma ba yiimi senng-e kak, á kehm tongo abatꞌtoono ebe re, “Wahr tahmen egbuk jehko!”
MAT.8.19	Owo ntꞌtibi atahm awohng kehm bake go ege, ba tong-e re, “Ntꞌtibi, m bahk-a toono rehng edi ajehng ajehng ji a fi no.”
MAT.8.20	Jisos kehm-e faange re, “Akpangang kpi abing nya bo kpo woomo. Nruk kpi ntahk nyi bo kpo kang. Wo, Mmon no nne, edi ellohko esi ajehng ajehng á kpimm.”
MAT.8.21	Nne noko no jolo ntꞌtoono Jisos kehm-e tongo re, “Nsoo, nong, me n tohko song kpa nsoo kak.”
MAT.8.22	Owo Jisos kehm-e faange re, “Tahm toon-m, nong, akvne kpa atem akvne kak!”
MAT.8.23	Jisos kehm yele go egbang, abatꞌtoono ebe tahm toon-e. 
MAT.8.24	Owo egburu nfeb nyi nnen a nnen kehm ba kehme ellimi go eto jio, ebuku jo lim, bulu egbang. Ngare nyio Jisos jo lꞌlal. 
MAT.8.25	Abatꞌtoono ebe kehm jeke go ege, song nyahm-e, kehm-e tongo re, “Nsoo, tahr-r, e kpꞌtane na a!”
MAT.8.26	Jisos kehm faange bo re, “Jen ji wahnge ń kpꞌfahle ana, wahn ji kpꞌkahn taame ntiil?”
MAT.8.27	Owo kehm kpoko ane bao esi. Bo kehm bungu re, “Elkohn nne awo anae, no kpo bung tong nfeb, a ebuku, bo wuk-e?”
MAT.8.28	Jisos kehm bake go Gadara ji jolo go egbuk eto jehko. Owo ane abal kehm lohngo edi ji alahm akvne jolo no, ba wan-e. Bo bele abi atohko go bo atahng. Bo jo mennge sehng. Jol nne awohng awohng joom sahb, sehng mbang nyio. 
MAT.8.29	Owo bo kehm biingi tiim re, “Anv, Mmon no Esowo, jen ji e kpi no me atemtem? Anv, a ba na re wo ba kak-r erema, eji ngare kala biinga?”
MAT.8.30	Ellong akuk jolo ona kpidi kpidi, jo li nsol. 
MAT.8.31	Abi atohko kehm gboongo Jisos re, “A lꞌkehm-r kame yake, nong, wahr song yel akuk nyao go atahng.”
MAT.8.32	Owo Jisos kehm tongo bo re, “Songen!” Bo kehm soro lohng, song yel akuk nyao go atahng. Ellong akuk nio kehm soro rehm abahl, song fooro agbunggbung eto jio, yel go alahb tan.
MAT.8.33	Ane ba jo baabe akuk nyao, kehm soro be ebo tahm, song rehng go nla ejahbe, song tooro kpee, fere tooro ejum ji ma lim ane ba bele abi atohko. 
MAT.8.34	Ejahbe jio kpee kehm tahme, song kpiri Jisos. Eji bo song nyehn-e, bo kehm-e gboongo re, á lub tahm ejahbe jio song.
MAT.9.1	Jisos kehm yele go egbang, siiri eto jio, song rehng go ege ejahbe.
MAT.9.2	Ane bandiki kehm koko mbanne nyi noongo go edilnong ba a ne go ege. Eji Jisos nyehne eltaame ebo, á kehm tongo mbanne nyio re, “Mmon ewame, bob eltim! Abiafem enya, me n tahm ka-a.”
MAT.9.3	Owo atꞌtibi ba atahm bandiki kehm kehme elbungu atemtem re, “Nne noa kpꞌsuku Esowo, eji á ma rod elne bum ana Esowo.”
MAT.9.4	Jisos kꞌkahn ntir atahng ebo, owo á kehm bungu re, “Jen ji wahnge ń kpꞌtiri elkohn abi nsol ana nyao go egahna ntim?
MAT.9.5	Anv, jen ji ga riidi, n lꞌtong-e re, ‘Abiafem enya me n tahm ka-a,’ afi n lꞌtong-e re, ‘Tahm, wo jen!’? 
MAT.9.6	M bahk-n tibi re, Mmon no nne kpi nsahm go njini nyia nyi á bahke ma tahm ka nne go ege abiafem.”
MAT.9.6	Owo á kehm tongo mbanne nyio re, “Mehl, wo rod edilnong eja, song kehnge!”
MAT.9.7	Nne noo kehm mehle yiimi, tahm eje kehnge. 
MAT.9.8	Eji ane bao nyehne ano, bo kehm kehme elfahle, fere jo tehk Esowo bi ma ka ane elkohn nsahm ana nyio.
MAT.9.9	Jisos kehm tahme edi jio. Eji á jo sehng asongo, á kehm nyehne nne no jehk go ege a nji etak, no bo jo lung-e re Matiu. Owo á kehm-e tongo re, “Tahm toon-m!”
MAT.9.9	Matiu kehm soro tahm toon-e.
MAT.9.10	Efung abehng eji Jisos jolo go etahk Matiu, jo li nsol, abakokatak gbalee, a aneb abꞌbi jolo a ne o, go abatꞌtoono ebe fvfo, tob jo li nsol.
MAT.9.11	Egom Farisi jindiki nyehne kan ano, bo kehm tongo abatꞌtoono ebe re, “Jen ji wahnge ntꞌtibi ewahne kpo li nsol edi ajehng a abakokatak, go aneb abꞌbi?”
MAT.9.12	Jisos kehm wuku ana bo jo bung, kehm faange re, “Ane ba li nob nob kpehme seb nlimakahm, sehngem ane ba kpꞌyame ba ba kpo seb nlimakahm. 
MAT.9.13	Songen, wahn song kpili bade ana edi nwer Esowo jia lohngo no, ji bungu re, ‘Njom sang n kpꞌsebe, ndon nyi.’ M baam re me m ba lung anoobo ane, m ba re me m ba lung aneb abꞌbi re bo ba gbo ndon.”
MAT.9.14	Abatꞌtoono Jon ji nwohngalahb kehm bake goji Jisos, ba bahb-e re, “Jen ji wahnge wahr, a Bab Farisi, e kpo kono elnahre njal bade, abatꞌtoono eba kil jo bade?”
MAT.9.15	Owo Jisos kehm faange bo re, “Anv, atem nlumanne li ma ji ndon ndon go elkak elbala, eji nlumanne kpeke li a boa?
MAT.9.16	“Nnene limm, no bahke koko mmojang mbomo no nfenfe, song baade nkꞌkula mbomo. Á lꞌlim ano, mmojang mbomo no nfenfe nehm yiimi. Nkꞌkula mbomo mio bahke kpe kv edi jio budu sehnge ana wuku wuku.
MAT.9.17	Nnene limm, no bahke yaange amahm ma kpꞌfahle kak go nkꞌkohko eyahbe. Á lꞌlim ano, eyahbe jio bahke bahnge na, amahm sale. Nobo re nne ko amahm ma kpꞌfahle, song yaange kak go eyahbe nfenfe.
MAT.9.18	Eji Jisos jo bung nsol nyia tong bo, owo ntubesi a Jus awohng kehm lohngo ba, ba jamm-e alahng, kehm bungu re, “Mmon ewame kpꞌna kpoko. Ba wahr tahm, wo ba koor-e ebo, eji á lꞌfere bel elkpin.”
MAT.9.19	Jisos kehm tahme toon-e, a abatꞌtoono ebe fvfo.
MAT.9.20	Mmonankal awohng no alung sa-e go nnahb ewubu a nnya ebal, kehm kehme Jisos toono go njahm, kehm kooro esꞌsili nsubu enye. 
MAT.9.21	Tibre á bungu go ege eltim re, “N lꞌlub kooro nsubu enye nyi nyi, m bahke nobo.”
MAT.9.22	Jisos kehm keebe, nyehn-e, kehm-e tongo re, “Mmon ewame, bob eltim! Eltaame ena ni ma-a lim, a ma nob.” Ngare nyꞌnehm ona nyi nnenkal noo kehm soro nob.
MAT.9.23	Owo Jisos kehm ba rehng go etahk ntubesi noo, ba nyehn aneb ase, a ane ba ba elkv, bo kpꞌkubu ase, jo lim ewok. 
MAT.9.24	Á kehm tongo bo re, “Tahmen, tibre mmon noa ka kpo, á kpꞌlale na.”
MAT.9.24	Owo bo kehm-e elwolo.
MAT.9.25	Bo kame kan ane bao yehke me, Jisos kehm yele ekpꞌkpa song jabbe mmonse nkal noo go ebo, á kehm mehle ji.
MAT.9.26	Eka jio kehm yeere na yeere ejahbe jio kpee.
MAT.9.27	Jisos kehm tahme edi jio, jo jen asongo. Awakamahr ane abal kehm-e kehme eltoono, fere jo rabe re, “Mmon no Devid, nong, wahr lub fil-a ndon!”
MAT.9.28	Eji Jisos yele go ekpꞌkpa, awakamahr ane bao kehm ba kpir-e. Owo Jisos kehm bahbe bo re, “Anv, ń kpꞌtaame re m bahke ma lim ejum ana jiaa?”
MAT.9.28	Owo bo kehm taame re, “Ee nsoo.”
MAT.9.29	Jisos kehm kooro bo go amahr, kehm bungu re, “Nong, jol ana ḿ ma taame.”
MAT.9.30	Amahr ebo kehm soro lennge.
MAT.9.30	Jisos kehm bungu a bo tꞌtahne re, “Kana tiki tong nnene!”
MAT.9.31	Bo kehm tahme, song tooro tong ejahbe jio kpee ji Jisos ma lim.
MAT.9.32	Eji ane bao kpꞌtahme asongo, ane bako kehm koko nkamme ba ane go ege, nyi bele ebi etohko go ege atahng. 
MAT.9.33	Jisos kehm kame nne noo ebi etohko jio yehke, nne noo soro kehme elbungu.
MAT.9.33	Ane bao kehm kpoko bo esi. Bo kehm kehme elbungu re, “Elkohn ejum ana jia, e ka nyehn a nyehn go Israel.”
MAT.9.34	Bab Farisi kehm bungu re, “Ntul a nnehm wo ka-e nsahm re á jo kam ane abi atohko yehke.”
MAT.9.35	Jisos kehm tahme, jo yannge ajahbe nya nnen, a nya nse kpee. Á jo tibi ane go bo ntahk ero, fere jo tiingi bo nnoobo etib bi etul bi Esowo, fere jo lim ane, bo jo nob elkohn eyam abehng abehng. 
MAT.9.36	Eji á nyehne ellong ane, bo kehm-e fili ndon. Tibre eko ebtan bo, nkakebo bo kpimm, bo jolo ana ejoro bi ki kpi mbꞌbaabe.
MAT.9.37	Owo á kehm tongo abatꞌtoono ebe re, “Egburu egbe jia, ji elkpake, wo, abalimeltum li ntiil.
MAT.9.38	Gboongen nfono egbe, eji á lꞌtum abalimeltum tv re bo ba kpa egbe eje.”
MAT.10.1	Jisos kehm lungu abatꞌtoono ebe, ewubu ane abal tv elne, kehm kake bo nsahm re bo kam ane abi atohko yehke, fere lim ane, bo nob elkohn eyam abehng abehng. 
MAT.10.2	Abing abatiingetib ewubu ane abal nya a. Ngbokambang, Saimon ji bo jo lung-e re Pita, go Andru mmonannyehn, go Jems ji mmon a Sibidi, a Jon ji mmonannyehn Jems, 
MAT.10.3	go Filip, Batolomi, Tomos, go Matiu nkokatak, Jems ji mmon Alfeus, a Lebeus ji bo jo lung-e re Tadeus, 
MAT.10.4	a Saimon ji jo seb re ejahbe eje lohng go elwo ni aneb Rom, go Judas Iskariot ji gungu Jisos.
MAT.10.5	Re Jisos kehm tumu ewubu ane abal bao, á tubu bo elle re, “Kana je ajahbe nya ane ba ki li Jus, a ajahbe Samaria. 
MAT.10.6	Songen goji ejoro bi Israel bi ma tan.
MAT.10.7	Song bungen alum Esowo re, ‘Etul bi Esowo ebkabbe.’ 
MAT.10.8	Limen aneb ayam, bo nob, wahn lim aneb abili, bo nob, fere nyahme akvne go elkv, fere kam ane abi atohko yehke.
MAT.10.8	“Ana n ka-n mbol mbol, tob kaan go mbol mbol.
MAT.10.9	Kana fili agul, a asilva, jol kana kak apene go egahne abam fili. 
MAT.10.10	Kana fili abam efilibo, fere fili mbomo ebal ebal, a akpaketa, a nti efilibo. Tibre nlimeltum fꞌfuumu re á bel nsol alehke.
MAT.10.11	“Ejahbe ajehng ajehng ji ń lꞌsong rehng, afi jolo egburu ejahbe, afi jolo mmojahbe no nse, seben nne no bahke kahne re, eltum enahne ni nno ni. Kangen a ne o tete wahn tahm ejahbe jio. 
MAT.10.12	Ń lꞌyange go etahk nne, kaken bo nnyo. 
MAT.10.13	Ane bao lꞌvvr-n, nong, elkoono ni ń kpi no jol a bo. Bo tohko fere vvr-n, elkoono ni ń kpi no bahke feere, ba tob-n. 
MAT.10.14	Nne awohng awohng no tohk-n vvrv, kꞌwuungu atung go egahne alum, afi fere jolo ejahbe, tahmen edi jio, wahn kum ebtohko go egahne akpade.
MAT.10.15	Etingitingi, n kp-n tongo re, Go efung elam, elam ji ejahbe jio bahke bibi sehnge ji Sodom, a Gomorra.
MAT.10.16	“Anv, n kp-n tumu ana ejoro tv go ellong abi enyam. Jo bangen ana enyo, wahn fere jol ana mbehl nyi kil jo lim ebi ejum ajehng ajehng.
MAT.10.17	Jo gberen! Tibre ane bahk-n jo kak go esub, fere jo dv-n go bo a ntahk ero.
MAT.10.18	“Bo bahke jo ko-n, song yiimi go esamahr atubesi, a atul tib go egame esi. Nsol nyia nyi bahk-n jo lim, eji ń lꞌjo yiim-m ntianse go bo esamahr, a esamahr ane bako ba ki nyi Esowo.
MAT.10.19	Bo lꞌkak-n go esub, kana jo tiiri bada nsol nyi ḿ bahke bungu, jol ana ḿ bahke bꞌbung. Tibre ngare nyio bo bahk-n kake alum nya ḿ bahke bungu. 
MAT.10.20	Tibre alum nya ḿ bahke bungu, nyanyahne sang, bahke lohngo goji Etohko ji Nso ejahne ji kpꞌbungu go egahne atahng.
MAT.10.21	“Abonanyehn nne bahke jo yake abonanyehn ka re bo wul. Babnde nne bahke tob jo yake abon ebo ka re bo wul. Abon bahke jo kpiidi kuumu babnde, jo jabbe bo ka, bo wul. 
MAT.10.22	Nne awohng awohng bahke jo ko-n ekv tib go egama mbing. Nne no lꞌkpuumu tete rehng go esꞌkohro, ye wo bahke bele eltahre.
MAT.10.23	“Bo lꞌnohk-n go ejahbe jehko, been, song ejahbe jehko. Tibre etingitingi, n kp-n tongo re, Ń nehm ma tiki lim eltum go ajahbe Israel kpee mal, tete Mmon no nne feere ba.
MAT.10.24	“Nne no kpꞌkpili kpehme gbal sehnge ntꞌtibi ewe. Nlokeltum kpehme gbal sehnge nde.
MAT.10.25	Nobo re nne no kpꞌkpili tob taame go eyebatahng jol ana ntꞌtibi ewe. Nobo re nlokeltum taame, jol ana nde. Nfontahk, bo lꞌlung-e re ntul a nnehm, bahke limi renan, bo kꞌtob lung ane ebe ano?
MAT.10.26	“Kana jo fahl ane! Ejum ajehng ajehng limm, ji bo bulu no, ji Esowo lꞌkꞌlennge. Ejum ajehng ajehng limm, ji bo behre no, ji ane lꞌkꞌkahn.
MAT.10.27	Ejum ji n kp-n tongo a mbehr mbehr, ḿ bahke bungu gbul gbul gbuul. Ji m bungu go awꞌwa tong-n, ḿ bahke bungu go elkab ane.
MAT.10.28	“Kana jo fahl ane ba kpo wul ngubjing, ba lꞌkꞌma wul etohko. Fahlen ye jio ji bahke ma rannge etohko, a ngubjing go ellulagun.
MAT.10.29	Nne li ma gunu nruk ebal go are, ka mpene. Abehng abehng limm, bi bahke gboko go ndi, sehngem re no, Nso ejahne taame na. 
MAT.10.30	Wahn, alv enyahne kpee nya li go egahne asi, bobfange. 
MAT.10.31	Kana kpe fahl! Wahn ba ga lub sehnge nruk gbalee.
MAT.10.32	“Fvfo, nne awohng awohng no lꞌyiimi ntianse ka-m go esamahr ane, ye wo fvfo, m bahke tob yiimi ntianse ka-e go esamahr bi Nsoo no li go ejahbetul. 
MAT.10.33	Nne awohng awohng no lꞌten-m go esamahr ane, ye wo fvfo, m bahk-e tob ten go esamahr bi Nsoo no li go ejahbetul.
MAT.10.34	“Kana tir re, n ko elkoono ba a ni go njini nyia.
MAT.10.35	M ba re ‘mmon fere kpiidi kuumu nde, mmon no nkal kpiidi kuumu nnyehn, nkal a nne kpiidi kuumu nnyehn nlum. 
MAT.10.36	Nne, ane ebe ba bahke fere jol anebekv ebe.’ 
MAT.10.37	Nne no nde, afi jolo nnyehn, bo lꞌkor-e sehnge me, á fuumem a name. Nne no abon ebe lꞌkor-e sehnge me, á fuumem a name.
MAT.10.38	Nne awohng awohng no tohko rod ekros eje, tahm toon-m, á fuumem a name. 
MAT.10.39	Nne no lꞌgare re á tahre elkpin ene, á bahke tane na elkpin ene. Nne no lꞌtane elkpin ene tib go egame esi, á bahke tahre na elkpin ene.
MAT.10.40	“Nne no lꞌvvr-n, á vvrv me. Nne no lꞌvvr-m, á tob vvrv nne no tum-m no. 
MAT.10.41	Nne no lꞌvvrv nnyehnamahr, tib eji á kahne re nnyehnamahr Esowo wo, á bahke bele eltuuru ana ni nnyehnamahr kpo bel. Nne no lꞌvvrv etingitingi nne tib á li go etingitingi, á bahke bele eltuuru ana ni etingitingi nne kpo bel. 
MAT.10.42	Nne awohng awohng no lꞌka nne awohng go ellong abonse baa abon alahb re á wo, tib eji á kpꞌkahne re, ntꞌtoono ewame wo, á bahke bele eltuuru go etingitingi.”
MAT.11.1	Eji Jisos tubu abatꞌtoono ebe, ewubu ane abal, elle mal, á kehm tahme edi jio, song rehng go ajahbe Jus, jo bung alum Esowo, fere jo tib ane. 
MAT.11.2	Eji Jon ji nwohngalahb ji woomo go ngbekobo wuku bada nsol nyi Kraist kpꞌlimi, á kehm yehke abatꞌtoono ebe tum tv-e. 
MAT.11.3	Bo kehm song bahb-e re, “Wo wo li nne no Jon tongo re á kpꞌbaka, afi wahr ji sik nne nondiki?”
MAT.11.4	Owo Jisos kehm faange bo re, “Feeren song goji Jon, wahn song tong-e bada nsol nyi ń kpꞌnyehne a, fere kpꞌwuku, 
MAT.11.5	ana awakamahr kpꞌnyehne, abanne kpꞌtahme jen, aneb abili kpꞌnobo, alakatung kpꞌwuku, akvne kpꞌnyahme go elkv, akpak, bo kpꞌtiingi bo nnoobo etib. 
MAT.11.6	Eyebatahng li ka nne no lꞌki-m sel gbo.”
MAT.11.7	Eji abatꞌtoono Jon ma feere fi, Jisos kehm bahbe ellong ane bao bada Jon re, “Elka emahng, eji ń jo je goji Jon, ń jo je re wahn song nyehn jen? Eljele ni nfeb kpꞌlimi kpꞌneenga? 
MAT.11.8	Anv, ejum aji ń jo jꞌje re wahn song nyehn abee? Nne no ma liibi nsol nyi nno a nnoa? Ane ba kpo liibi ano kpo jol go ntahk nyi atul. 
MAT.11.9	Anv, ejum aji ń jo jꞌje o, jo song nyehn? Nnyehnamahr woa? N kp-n tongo re, Wahn ebnyehn nne no gbale sehnge nnyehnamahr.
MAT.11.10	Tibre Jon wo li nne no bo nyono go nwer Esowo bada ne re, ‘M bahke tumu ntiingetib ewame, á gbo-a mbang, song tuungu mbang bum-a.’
MAT.11.11	“Etingitingi, n kp-n tongo re, nnene limm, no ma jꞌjol go njini nyia no gbale sehnge Jon ji nwohngalahb. Nne no ga rede go ellong ane ba bahke lehke etul bi Esowo, á gbale sehnge Jon.
MAT.11.12	Bomo ngare nyi Jon ji nwohngalahb tete rehng anv, etul bi Esowo li go elkake nsahm kehm kuumu, aneb nsahm bahke kuumu go eko akake.
MAT.11.13	Atahm nya Moses, a abanyehnamahr Esowo kpee tete ba rehng ngare nyi Jon bungu bade etul bia. 
MAT.11.14	Lꞌkor-n taamen tv alum nyaa, nya li re, Jon wo li Elaija, ji bo bungu re á kpꞌbake.
MAT.11.15	Nne no kpi atung, nong, á wuk.
MAT.11.16	“Anv, m bahke koko ane ba li anv gara jen? Bo li ana abonse ba ma lohng elatahkgur kpi mbene lim. Egom jindiki tong egom jehko re,
MAT.11.17	“ ‘Wahr ebwor afiri ka-n,
MAT.11.17	ḿ bahnem.
MAT.11.17	Wahr ebling aling,
MAT.11.17	wahn tobem ling fvfo.’
MAT.11.18	“Eji Jon ba no, á jo kono elne njal bade, amahm á joom wo. Ane re, á kpi ebi etohko go ege atahng. 
MAT.11.19	Eji Mmon no nne ba no, á jo li nsol, fere jo wꞌwo, ane jo bungu re, ‘Nyehnen nlehke ebno noa, no kpo wo amahm, á li ntem no abakokatak, a aneb abꞌbi!’ Nne lꞌkpur nsol nyi aneb elkahne kpo lim, owo á bahke tob kahn ana elkahne li no.”
MAT.11.20	Jisos kehm kehme ajahbe nya á ma ga lim akpokosi gbalee ebi ka, tibre bo ka gbo ndon.
MAT.11.21	“Eyuu a nahne, aneb Korasin! Eyuu a nahne, aneb Betsaida! Li re Taya, a Saidon nyehne agburu akpokosi ana nya wahn ma nyehn a, kehn bo jol gboko ndon wuku wuku, fere kak ajakensol, kpu atong, kak esi.
MAT.11.22	Wo, n kp-n tongo re, Efung elam bio, elam nehm ga bib a bo ana bahke bibi a nahne.
MAT.11.23	“Wahn aneb Kapenium, bo ma-n mehl wahre rehng go ejahbetul Esowo.
MAT.11.24	Owo n kp-n tongo re, Efung elam bio, elam nehm ga bib a Sodom ana bahke bibi a nahne.”
MAT.11.25	Ngare nyio Jisos kehm bungu re, “Nsoo, wo wo li Ntul go ero, a ndi. N kp-a tehke, tib eji a ma lennge abonbili nsol nyia nyi a behre re akahnkahn ane, a anebkul kꞌnyehn.
MAT.11.26	Tibre kor-a na re wo lim ano, Nsoo.
MAT.11.27	“Nsoo ebyake ejum ajehng ajehng kak go egame abo.
MAT.11.28	“Baan go egame, wahn ane kpee ba ma lahng go elsolo nsol nyi kpꞌlubu. M bahk-n kake erekekv.
MAT.11.29	Taamen, wahn woom-m go elwo, fere jo kpili go egame. Tibre me n li soom, fere jol reed. Owo atohko enyahne bahke bele erekekv. 
MAT.11.30	Tibre eltum ename riidem. Elsol ename ni m bahk-n sehke kpꞌyaare.”
MAT.12.1	Ngare nyio eji Jisos jo jen go mbang egbe efung Esabat, abatꞌtoono ebe njal yꞌyam bo. Bo kehm kehme amohk nkohl monngo tv go arahn, jo li.
