GEN.1.1	Naa tiba jutyunu uwanun, Dios tiba deke' faawaandu, selu bain, tu bain dekemi. 
GEN.7.7	Tsenñu umaa Noé baakusha vimi, naa ya' shinbu bain, ya' nala bain, naa ya' suyala bain, tsejtaa pi bu'ñu yala livee inu.
GEN.7.8	Tsejtu naaju animaalaba, Dioschi ura kuramula bain, naa Dioschi urajtu kuramula bain, naa jekikemula bain, naa ajkachi shilla' neimula bain, 
GEN.7.9	pallu pallu Noéba baakusha bulu vila, llupu bain, supu bain, Dios naake mandangueñuba juntsaitu.
GEN.7.10	Tsenñu mandishpai malusha umaa tunu pi bu'dundami. 
GEN.7.11	Noé 600 añu, ma chu'chaya, 17 malu juunu malunu, pi tainsharen tsaa tu deleetse'ke' pi defalekemi, naa kai'sha selusha bain pi deseetse'kike' jaimi. 
GEN.7.12	Tsejtu tusha 40 malu, 40 kepe shuwa jami. 
GEN.7.13	Tsenñu juntsai' shuwa janu malunun Noé bain, naa ya' shinbu bain, naa ya' nala Sem bain, Cam bain, Jafet bain, naa ya' suyala bain baakusha vila. 
GEN.7.14	Tsenñu naaju animaala bain yaiba bulu vila, naa ajara animaa juula bain, naa cha' miyanuu animaa juula bain, naa ajkachi shilla' neimu animaa juula bain, naa naaju pishkula bain, matyu tiba jekachi neimulaya kumuinchi vila. 
GEN.7.15	Tsa' mitya naaju animaala bain Noéba pallu pallu baakusha vila, 
GEN.7.16	matyu Noénu Dios naake uudengueñuba juntsaitu, vee vee animaala llupu bain, supu bain viila. Tsenñu bene Dios juukapa llu'mi.
GEN.7.17	Shuwa pure-i', 40 malu ja' dyami. Tsenñu pi bukenmalan, baaku tunu tsutun unguikemi. 
GEN.7.18	Tsejtu piya kayu buke' lunchi ne iintsunmala baaku bain unguenchi ne kikentsumi. 
GEN.7.19	Tsa' mitya pi tsamantsangue bukenchiren tusha aa katyu kuyi chumulanu bain tsaa debukikemi. 
GEN.7.20	Tsejtu naa kuyila bain debukiketu, kayu 15 tyabulu jungue buke' dyami. 
GEN.7.21	Juntsaiñaa tusha chumu chachilla millai peyala, naa pishkula bain, naa cha' miyanuu animaala bain, naa ajara animaala bain, naa ajkachi tunu shilla' neimu animaala bain millai peyala. 
GEN.7.22	Matyu entsa tunu naajulaba ishin chumulaya depeyaila. 
GEN.7.23	Juntsaiñu Noé, yaba bulu pumulaban laraimi, tsenmala mantsalaya, naa chachilla bain, naa cha' miyanuu animaala bain, naa pishkula bain, naa ajkachi shilla' neimu animaala bain depeyaila, 
GEN.7.24	matyu tunu 150 malu pi bukaa tsanañu' mitya.
GEN.8.1	Tsaaren Diosya naa Noénu bain, naa yaba bulu baakusha pumu jeen animaalanu bain, naa cha' miyanuu animaalanu bain pashindyumi. Tsejtu ishuwa tusha juyikaañu pi umaa mangandundami. 
GEN.8.2	Tsenñu naa pi tainsha tu leetse'ke' pi faanu juru bain demallukikemi, tsejtu naa kai'sha selusha leetseta juru bain demallu'ñu, umaa shuwa bain mandyami. 
GEN.8.3	Tsenñu umaa pi jayu jayu mangantsumi. Tsejtu shuwa jadunda' dya'ka' pi demangainshabi 150 malu wanbimi. 
GEN.8.4	Tsejtu mandishpai chu'chaya insha, 17 malusha juntsa baaku Ararat kuyitala tsui ejkemi. 
GEN.8.5	Tsenñun pi manganchi ne kikentsuñu' mitya, paitya chu'chaya insha, ajke' malunu aa katyu kuyilaya yumaa mangatawantsula.
GEN.8.6	Tsenñu bene 40 malusha, Noé baakunu ke'laadinu juukapa juuke', 
GEN.8.7	ma kuerbu tyaike' je'ware' eemi; tsenñu kuerbuya tu me-ejkenbera keenatu nukaba ne je'danda kes neintsumi. 
GEN.8.8	Tsenñu bene Noé palumanaa mandyaike' eemi, yumaa pi mangantsuñuba mijanu tyatu; 
GEN.8.9	tsenñuren pi bu'nañu' mitya paluma baakusharen miimi nukaba chudi' lekakenuu tena katai'tu. Tsenñu Noé tyaapa usake' manchujtikaatu, baaku juusha manga' pumi palumanu.
GEN.8.10	Tsejtu Noé mandishpai malu kayu mangueeditu, manen palumanu mandyaike' eemi. 
GEN.8.11	Tsenñu yumaa ma deyapijuru' kakinsha paluma, ya' fi'papanu ulibu chi tape majkaaya miimi. Tsaiñaa Noé, naa tu yumaa demafalentsuñuba mijami. 
GEN.8.12	Tsejtu mandishpai malu kayu mangueeditu manen palumanu me-eemi; tsenñuren paluma umaa maatyumi.
GEN.8.13	Tsenñu Noé yumaa 601 añu juunu malunaa tu deme-ejkemi. Tsejtu juntsa añu ajke' malunu Noé baaku mishbui'sha juuke' ke-eetu, tu deme-ejkee katami. 
GEN.8.14	Tsa' mitya kasa añu manchañu, ma chu'chaya, 27 malusha yumaa narai deme-ejkemi. 
GEN.8.15	Tsenñu Noénu Dios tsandimi: 
GEN.8.16	Ñu bain, ñu' shinbu bain, ñu' nala bain, naa ñu' suyala bain maludei. 
GEN.8.17	Tsenmin kumuinchi ñuba bulu pumu animaalanu, naa pishkulanu bain, naa cha' miyanuu animaalanu bain, naa ajkachi shilla' neimu animaalanu bain demangalaade, yai bain entsa tunu nukaba deji', na miyandi' deseengue', entsa tunu pure' serainudetsu, timi.
GEN.8.18	Tsenñu Noé ya' shinbuba, naa ya' nala bain, naa ya' suyala bain, 
GEN.8.19	naa animaala bain millai malula; naa cha' miyanuu animaala bain, naa ajara animaala bain, naa ajkachi shilla' neimu animaala bain, naa jekachi neimu animaala bain ma bulu, ma bulu malula. 
GEN.8.20	Tsejtu bene Noé, ufeenda tsure' ju'kenunu main kemi Yavénu ufeenda keewaanu, tsangue' Dioschi ura kuraa animaalanu bain, naa Dioschi ura kuraa pishkulanu bain kaminguetu, detute' ju'ke' Diosnu keewaami. 
GEN.8.21	Tsenñu Yavé juntsa jupe tsamantsa aindyu' ishkaputu tsandimi: Naa-uwanuba cha' ruku' kuipa' mityan entsa tunu firu' isa ti' manban jui'yu, naa chachiya nei'ba unnamiren firu' kenu pensan judeeñuba. Tsenmin naa animaalanu bain challa naake dekike' pire'ba tsa manguen jui'yu, timi. 
GEN.8.22	Tsa' mitya entsa tu naa-uwanuba de-i' piyaindyuya, naa kiya wajnu tinbu bain, naa pu' inu tinbu bain, naa lujaa tennu tinbu bain, naa ishtennu tinbu bain junu tsuve; tsenmin naa shu tinbu bain, naa shu tinbu jutyu bain junu tsuve, tsenmin naa kepe bain, naa mandala bain junu tsuve, timi.
GEN.9.1	Dios, Noénu bain, naa ya' nalanu bain mika ura' de-isa ti' entsandimi: Pure' na miyandiyai', tunu yallui seradei. 
GEN.9.2	Naaju animaala bain ñullanu yuj jeemunu detsuve. Tsenmin kumuinchi animaalanu, naa kai'sha, naa tusha, naa pisha pumulanu bain, ñullaa uudenguentsunu detsuve. 
GEN.9.3	Tsenmin ti animaalanu bain ñulla finuu dejuve, matyu iya ñullanu ti buikiyalanu bain naake kuwa'ba entsa animaalanu bain finu juntsangue kuwantsuyu. 
GEN.9.4	Tsaaren ñulla allanu asa erei'mujchiya finu dejutyuve, asaa chuwaamuñu' mitya. 
GEN.9.5	Naa chachilla bain, naa animaala bain chachinu tute' asa shajaakaren mitya, yalanu kuipa faawaanu tsuyu. Tsenmin mun chachi tute'ba main main juntsa chachi' mitya kavitu inu detsuve. 
GEN.9.6	Mun vee chachinu tute' bain, ya bain vee rukuchi tutanu tsuve, matyu chachiya Dios naajuñuba ya keraaya imuwaañu' mitya. 
GEN.9.7	Tsaaren ñullaya na pure' miyandiyai', nuka bain tyuwai seradei, timi.
GEN.9.8	Tsejtu Dios, Noénu bain, naa ya' nalanu bain entsandimi: 
GEN.9.9	Challa ñullanu bain, naa ñullanu sera' jimulanu bain veta' veta' tsanguedaa tintsuyu. 
GEN.9.10	Tsenmin kumuinchi animaa baakusha pu' mala' ñuiba chudenashu juntsalanu bain, naa pishkulanu bain, naa cha' miyanuu animaalanu bain, naa ajara animaalanu bain, matyu kumuinchi tunu chumu animaalanuya tsaren tsanguenbera kenu tsuyu tintsuyu. 
GEN.9.11	Tsa' mitya iya ñullanu naakenu pa' bain jaiba vera' manban jutyuyu: Umaa naa-uwanuba shuwa pure' jakaake', pi bu'ware' chachillanu bain, naa animaalanu bain demanbiren jutyuyu. Tsenmin shuwa tsamantsai maja' entsa tu manbirekenuuya naa-uwanuba majun jutyuve, timi.
GEN.9.12	Tsejtu Dios tsandimi: Iya ñullanu bain, naa naaju animaalanu bain pi bu'ware' manbiren jutyuyu tyeeshu juntsa ñuiba veta' veta' tsanguedaa ti' keewaanu tsuyu. 
GEN.9.13	Iya ñivijchatala arku iris tingaayu, matyu juntsaa iya entsa tuba veta' veta' tsanguedaa tiñu keewara junu tsuve. 
GEN.9.14	Tsa' mitya iya naa-uwanu tusha ñivijcha pajteñu ñivijchatala in arku iris fale' tindiñuba 
GEN.9.15	iya ñullanu bain, naa animaalanu bain veta' veta' naakenu pamuwa ju'ba juntsa mandenganu tsuyu. Tsejtu umaa shuwa pure' jakaake' demanbirenu jutyuyu. 
GEN.9.16	Tsaju' naa-uwanu arku iris ñivijchatala tinna kata' bain, naa-uwanu' mityaba veta' veta' naa naakenu pa', naa in chachillanu bain, naa kumuinchi entsa tunu chumu animaalanu bain manbiren jutyu ju'ba mandenganu tsuyu. 
GEN.9.17	Tsaju' entsa palaaya iya entsa tunu chumulanu veta' veta' naa naakenu pañuba juntsa keewara juve, timi. Tsejtu Dios juntsaaya pami Noénu.
GEN.9.18	Noé' nala baakusha pu' malumula Sem bain, Cam bain, Jafet bain juula. Camya, Canaán' ya' apa tiyamuwaami. 
GEN.9.19	Entsa pemalaa Noé' nala jumuwaala. Tsenñu entsalanu sera' jimulaa kumuinchi entsa tunu chachi demasera' chula. 
GEN.9.20	Tsenmala Noéya tunu buikiya wajken chumuwaatu, yaa ajke' uva vijtya ke' awakaamuwaami.
GEN.9.21	Tsejtu umaa ma malu Noé binu kushtu tsaa viñaimi, tsai' ya' yapayanu chipa kejtala cha'tene juu tya'pu' kasu'tsunami. 
GEN.9.22	Tsenñu Canaánchi ya' apa jumu, Cam, ya' apanu cha'tene juu tsuna katamin, avindala malu', ya' vejan pai naatalalanu kuinda kijiimi. 
GEN.9.23	Tsenñu Sem, Jafetba jali ka', yala' palanu llatikare' ji' ya' apanu juntsachi vikaala. Tsejtu yalaa ya' apanu cha'tene juu katan detyatyu' mitya, benga' mitya vee mujtu ke-eraa tene jiila.
GEN.9.24	Tsenñu Noé viña' tsu' mandengatu mijami ya' kayi na yanu tyee kiñuba. 
GEN.9.25	Tsejtu tsandimi: ¡Dioschi firu' isa Canaán! ¡Matyu ya' naatalala' tiba kiikemu chachiitala yaa kayu balejtu kuraa chachi junu tsuve! timi.
GEN.9.26	Tsejtu bene kayu patu tsandimi: Yavé, Sem' Diosya, mika urave tikayasa, tsenmala Canaánya Semchi tiba kiikemu chachi jusa. 
GEN.9.27	Tsenmin Dios, Jafetnu bain aawa tiwaasa; tsenmin Sem' chunu tunuren ya bain chusa, tsenmala Canaánya yachi tiba kiikemu chachi jusa, timi.
GEN.9.28	Pi bu'dunda' dyañu, bene Noé kayu 350 añu manchumi. 
GEN.9.29	Tsejtu kumuinchibi 950 añu juunu uwanu peyami.
GEN.10.1	Pi bu'ware' dyañu, Noé' nala, Sem bain, Cam bain, Jafet bain na demiyandiñu, entsai sera' jila:
GEN.10.2	Entsalaa Jafet' nala deeve: Gómer bain, Magog bain, Madai bain, Javán bain, Tubal bain, Mésec bain, naa Tirás bain. 
GEN.10.3	Entsalaa Gómer' nawaala: Asquenaz bain, Rifat bain, naa Togarmá bain. 
GEN.10.4	Tsenmala Javán' nalaa Elisá bain, Tarsis bain, Quitim bain, naa Rodanim bain. 
GEN.10.5	Entsalaa Jafetnu sera' jimu detiya' ma bululu chachilla vee vee ma uñichi uuden juu chumu detiya' lamaa keetala chumuwaala, tsenmin ma bulumee ma palaachi tene patimu chachilla debuudi', yala' tunu ma bululu paande i' chuchudimuwaala.
GEN.10.6	Cam' nalaya Cus bain, Misraim bain, Fut bain, naa Canaán bain. 
GEN.10.7	Tsenmala Cus' nalaya Sebá bain, Havilá bain, Sabtá bain, Raamá bain, naa Sabtecá bain. Tsenmala Raamá' nalaya Sebá bain, tsenmin Dedán bain. 
GEN.10.8	Cusya, entsa tunu mu' mityaba ajke' kayu daj ruku tiya' chumu Nimrodchi ya' apa tiyamuwaami. 
GEN.10.9	Nimrod ura' yavi' jeen aingamu tiyamuwaami. Tsenñaa yanu laapu' patu entsandimu deeve: Ya bain yavi' jeen aingamu, matyu Nimrod tsaave, timu deeve. 
GEN.10.10	Ya uñi tiya' ajke' uudenguen chunu pebululaya entsaa juntsawaala: Babel bain, Érec bain, Acad bain, tsenmin Calné bain Sinar tusha. 
GEN.10.11	Tsenmin entsa tu tenasha chu' malutaa Asiriasha ji' pebulu dekemi: naa Nínive bain, naa Rehobot-ir bain, naa Quélah pebulu bain, 
GEN.10.12	tsenmin Resen aa pebulu bain kemi, matyu Nínive bain, Quélah bain chunu kejtaa tenatala.
GEN.10.13	Misraimnaa desera' jila Ludnu sera' jimu chachilla bain, naa Anamnu sera' jimu chachilla bain, naa Lehabnu sera' jimu chachilla bain, naa Naftuhínu sera' jimu chachilla bain, 
GEN.10.14	naa Patrusnu sera' jimu chachilla bain, naa Casluhínu sera' jimu chachilla bain, tsenmin Caftornu sera' jimu chachilla bain. Tsenmala Casluhínu sera' jimu chachillanaa Filisteasha chumu chachilla sera' jimuwaala.
GEN.10.15	Tsenmala Canaánya Sidónnu ajke' na miyandimi, tsejtu bene Hetnu bain miyandimi. 
GEN.10.16	Tsenmala Canaánnu seralaa naa Jebús pebulunu chumu chachilla bain, naa Amor chachilla bain, naa Gerges chachilla bain, 
GEN.10.17	naa Heve chachilla bain, naa Arac chachilla bain, naa Sin chachilla bain, 
GEN.10.18	naa Arvad chachilla bain, naa Semar chachilla bain, tsenmin Hamat chachilla bain serala. Tsejtu bene kumuinchi Canaánnu bulu paande seramula na'baasa devela' jiila. 
GEN.10.19	Canaánnu sera' jimu chachilla' tuya bare' tsetanchi ne kikemi. Tsa' mitya Guerar tu deechusha, Sidón pebulubi jumin Gaza pebulubi juumi, tsenmin Sodoma pebulu, naa Gomorra, naa Admá, naa Seboím pebulu deechusha bain jumin, Lesa pebulubi jingue bare' tse'kila. 
GEN.10.20	Camnu sera' jimu chachilla ma bululu chachilla vee vee ma uñichi uuden juu chumu detiya', naa tu bain ma paande bulumeemee ka' dechu', main main naati vera' pamu deju'ba tsa tsai chumuwaala.
GEN.10.21	Jafetchi ya' uñaku Sem bain na miyandimuwaami. Kumuinchi Éber' 
GEN.10.22	Entsalaa Sem' na jumuwaala: Elam bain, Asur bain, Arfaxad bain, Lud bain, naa Aram bain. 
GEN.10.23	Tsenmala Aram' nalaya Us bain, Hul bain, Guéter bain, naa Mas mumu bain. 
GEN.10.24	Arfaxadya Sélahchi ya' apa tiyamuwaami, tsenmala Sélahya, Éberchi ya' apa tiyamuwaami. 
GEN.10.25	Tsenñu bene Éber bain pai na miyandimuwaami: mainya Péleg mumuwaami, matyu ya' tinbunu chumu chachilla develadeiñu' mitya (hebreo palaachiya Péleg titu, “veenu” titundive), tsenmala Péleg' bennaya Joctán mumuwaami. 
GEN.10.26	Joctán' nalaya Almodad bain, Sélef bain, Hasar-mávet bain, Jérah bain, 
GEN.10.27	Hadoram bain, Uzal bain, Diclá bain, 
GEN.10.28	Obal bain, Abimael bain, Sebá bain, 
GEN.10.29	Ofir bain, Havilá bain, tsenmin Jobab bain. Kumuinchi entsala Joctán' na tene juwaala. 
GEN.10.30	Tsejtu Mesábi tu miyalan, Sefar detiñu, matyu pajlainsha kuyi tene junainsha tu jina bare' tanamuwaala. 
GEN.10.31	Semnu sera' jimu chachilla ma uñichin uuden juu chumu detiya', naa tu bain ma paande bulumeemee ka' dechu', main main naati vera' pamu deju'ba tsa tsai chumuwaala.
GEN.10.32	Entsalaa Noé' nalanu sera' jimu bulu paande jumuwaala, matyu ya' nalanu main main desera' ji' ma tenana chumula. Tsangue' Dios pi bu'ware' dyañu, bene Noé' nalanu sera' jitaa naa nukaba desera' ji' ma bulumeemee ma uñichin uuden juu chumu chachilla detiya' chula.
GEN.11.1	Kaspeleya kumuinchi chachilla ma palaachin patimu juwaala. 
GEN.11.2	Tsejtu yala pajlanu pasha dechuturen delu' jitu, Sinar tusha ma jatsuwa tena dekatatu, junu dekajdi' tsai chula. 
GEN.11.3	Tsejtu ma malu yaitala tsandila: Tu lepaa ke', ñinbaasha pu' puulawaadaa, tila. Tsa deke' shupukaa putyumujchi tu lepaa pula, tsenmala tyakakaantsumiya amuyaa pula. 
GEN.11.4	Tsejtu bene tsandila: ¡Dewa'di', ma pebulu kidaa! Tsangue' selusha tapa'kayaa ya bain main aa katyu kidaa. Tsanguishu juntsaa daj ruku keengayanu detsuyu, tsenmin tsanguishu juntsaa, entsa tunu na'baasa shajara' nenu dejui'yu, tila.
GEN.11.5	Tsenñu Yavé paja' keemi cha' rukula' kenu pebulunu bain, naa aa katyu yanu bain, 
GEN.11.6	tsejtu entsandimi: Yala ma bulu chachi judeeve, tsenmin ma palaachiren patimu ne judeeve. Tsa deju' mityaa entsa taawasha depeepuñuve. Tsejtu yala ti kendya'ba kenuu dejuñu muba dya'kawaakenuu dejutyuve. 
GEN.11.7	Tsaañu' mitya lala pajtya', yala' palaa tsaa detujlekaakidaa, tsenmalaa yaitala aseetangui'nudetsu, timi.
GEN.11.8	Entsanguitaa Yavé tusha na'baasa deshajara' eekemi chachillanu. Tsenñaa yala juntsa pebulunu taawasha mantyui tiyala. 
GEN.11.9	Tsa' mitya juntsa tenanaa Yavé kumuinchi tusha chumula' palaa detujlekaake', naa nuka tenashaba devela' eekemuwaami. Tsenñu' mityaa juntsa pebulu Babel mumuwaami.
GEN.11.10	Entsalaa Semnu sera' jimu chachilla deeve. Shuwa pure-i' pi bu'ware' dyañu pai añu insha, Sem 100 añu juunu uwanu ya' na Arfaxad nakayamuwaami. 
GEN.11.11	Arfaxad nakayañu, Sem 500 añu kayu manchutu, naa unbeenala bain, naa supu na'mala bain kayu miyandimi.
GEN.11.12	Arfaxad 35 añu juunu uwanu ya' na Sélah nakayamuwaami. 
GEN.11.13	Sélah nakayañu Arfaxad 403 añu kayu manchutu, naa unbeenala bain, naa supu na'mala bain kayu miyandimi.
GEN.11.14	Sélah 30 añu juunu uwanu ya' na Éber nakayami. 
GEN.11.15	Éber nakayañu, Sélah 403 añu kayu manchutu, naa unbeenala bain, naa supu na'mala bain kayu miyandimi.
GEN.11.16	Éber 34 añu juunu uwanu ya' na Péleg nakayami. 
GEN.11.17	Péleg nakayañu, Éber 430 añu kayu manchutu, naa unbeenala bain, naa supu na'mala bain kayu miyandimi.
GEN.11.18	Péleg 30 añu juunu uwanu ya' na Reú nakayami. 
GEN.11.19	Reú nakayañu, Péleg 209 añu kayu manchutu, naa unbeenala bain, naa supu na'mala bain kayu miyandimi.
GEN.11.20	Reú 32 añu juunu uwanu ya' na Serug nakayami. 
GEN.11.21	Serug nakayañu, Reú 207 añu kayu manchutu, naa unbeenala bain, naa supu na'mala bain kayu miyandimi.
GEN.11.22	Serug 30 añu juunu uwanu ya' na Nahor nakayami. 
GEN.11.23	Nahor nakayañu, Serug 200 añu kayu manchutu, naa unbeenala bain, naa supu na'mala bain kayu miyandimi.
GEN.11.24	Nahor 29 añu juunu uwanu ya' na Térah nakayami. 
GEN.11.25	Térah nakayañu Nahor 119 añu kayu manchutu, naa unbeenala bain, naa supu na'mala bain kayu miyandimi.
GEN.11.26	Térah 70 añu tiyañu, ya' nala Abram bain, Nahor bain, Harán bain nakayala.
GEN.11.27	Entsalaa Térahnu sera' jimu chachilla deeve: Térahya naa Abramchi bain, naa Nahorchi bain, naa Haránchi bain ya' apawaami. Tsenmala Haránya Lot' ya' apa tiyamuwaami. 
GEN.11.28	Tsejturen Haránya ya' apa Térah kayu peyaindyuren ajke' peyami, ya' nakayanu tena Caldeasha, tsandityu' bain, Babilonia tusha, Ur tenanuren.
GEN.11.29	Abramya Sarainu supungami, tsenmala Nahorya Milcánu supungami. Entsa Milcáya Harán' na'mawaami, Iscá' uñama. 
GEN.11.30	Tsaaren Saraiya na miyandinu jutyuwaami, navityu shinbu' mitya.
GEN.11.31	Térahya Babilonia tusha, Ur pebulunu lu' jimi, Canaán tusha jinu, tsejtu yaba ya' na Abramnu bain, naa Harán' nanu, tsandityu'ba, ya' paña Lotnu bain, naa ya' suya Sarainu bain miya' jimi. Tsaaren Harán pebulunu jiimin, junu tsai chula. 
GEN.11.32	Tsejtu Térah junu Harán pebulunu peyami 205 añu juunu uwanu.
GEN.12.1	Ma malu Abramnu Yavé tsandimi: In keewaanu juuwaashu juntsa tusha jinu, naa ñu' tu bain, naa ñu' paandelanu bain, naa ñu' apa' yanu bain shuike' jide.
GEN.12.2	Ñunu sera' jimu chachillanaa aa bulu chachi tiwaanu tsuyu,
GEN.12.2	tsenmin ñunuya mika ura' ikare'
GEN.12.2	naaju chachillachiba dekeraa ruku tiwaanu tsuyu,
GEN.12.2	tsenmala naa veela bain ñu' mityaren inchi mika ura' inu detsuve.
GEN.12.3	Mun ñunu inchi mika ura' jusa detiñuba,
GEN.12.3	i bain yalanu mika ura' ikaanu tsuyu,
GEN.12.3	tsenmin mun ñunu inchi firu' isa tya' depañuba,
GEN.12.3	i bain yalanu firu' ikaanu tsuyu;
GEN.12.3	tsenmin ñu' mityaren kumuinchi entsa tu' chumu chachillanu iya mika ura' de-ikaanu tsuyu, timi.
GEN.12.4	Tsenñu Yavé naake uudenguiñuba Abram juntsaitu, Harán pebulunu Lotba lu' jimi. Tsejtu Canaán tusha jinu lu' jindu, Abram 75 añu juuwaami. 
GEN.12.5	Abram, ya' shinbu Sarainu bain, ya' apiña Lotnu bain, tsenmin naa kumuinchi ya ti taju' bain detakikemi, tsenmin Harán pebulunu ya' chachi miyandiñu jumulanu bain demiya' jiimi.
GEN.12.5	Tsejtu Canaán tusha devijitu, 
GEN.12.6	Abram juntsa tenatala depullai' Siquem pebulubi vijitu, Dioschin juu ma ensina chi ya' mumu Moré chi chunubi jimi. Tsenñu juntsa tinbunu Canaánnu sera' jimu chachilla juntsa tenatala chumuwaala. 
GEN.12.7	Tsenñu Yavé junu Abramnu katawatu tsandimi: Entsa tu ñunu sera' jimulanu kuwanu tsuyu, timi.
GEN.12.7	Tsenñu Abram Dioschi ufeenda tsure' ju'kenunu main ke' chujtimi, junaa yanu katawañu' mitya. 
GEN.12.8	Tsejtu bene Betel pebulunu pensanguiñuya pajlanu pasha kuyinbenainsha jimi. Tsejtu junu kajdi' tsumi. Ya' kajdi' chunu tenanu keeñu Betel pebuluya pajvinshaa tiyami, tsenmala Ai pebuluya pajlainshaa tiyami. Tsejtu Abram ya' chunu tenanu bain ufeenda tsure' ju'kenunu kamain mantu, Yavé' mumunu pakami. 
GEN.12.9	Tsejtu bene jayu jayu jinchin tiba den chutyu Négueb tusha jintsumi.
GEN.12.10	Juntsa tinbutala juntsa tu tenasha tiba pure' yamuj tiyaiñu ti fin tsaa tiyaila, tsenñu Abram Egiptosha jimi jayu tinbu' mitya chunu, matyu ya' chunu tenanuya ti fin tsaañu' mitya. 
GEN.12.11	Tsejtu yumaa Egiptosha devijindu, Abram ya' shinbu Sarainu tsandimi: Uwain, ñu uukeraa shinbuñuba miyu. 
GEN.12.12	Tsa' mitya Egipto' chulla nei'ba ñunu katamin: Entsa shinbuya juntsa ruku' shinbuñuve, tinu dejuve. Tsejtu inuya detute', ñunuya ka' jiinu ju' bain tsainu dejuve. 
GEN.12.13	Tsa' mitya iya tiba in jutyu, matyu ñu' mityaren tutan jutyu, yala tsa detinmalaya in tsujkiyu tide, timi.
GEN.12.14	Tsenñu Abram Egiptobi vijinmalan, uwain Egipto' chulla, juntsa shinbunu tsamantsa uukeraañu katala. 
GEN.12.15	Tsenñu Egipto' rei, tsandityu'ba faraón tiitinu' balela bain katala, tsejtu faraónnu ji' wainla, juntsa shinbu mika uukerave, titu. Tsejtu bene Sarainu faraón' chunu yasha ta'la.
GEN.12.16	Tsejtu faraón, Sarai' mityan Abramnu tiba uraanuu dekemi. Tsangue' naa uveja juula bain, naa wagara juula bain, naa yachi tiba kiikemu chachilla juula bain, naa buru juula bain, naa kameyu juula bain demekikemi. 
GEN.12.17	Tsenñuren Sarai' mityan Yavéya faraónnu bain, naa ya' chachillanu bain pure' diipeya eeke' taaju de-iware' puitemi. 
GEN.12.18	Tsenñu faraón, Abramnu ya' junga mikatu tsandimi: ¿Nenñunguiyu inu entsanguemi? ¿Nenñaa inu entsa shinbu ñu' shinbuñuba wandi'tuuyu? 
GEN.12.19	Ñuya ñu' tsujkive tiwa, tsejtu naa in shinbu tireñuba tirekaakenu kive. Tsaañu bain, challa ñu' shinbunu manga' miide, timi. 
GEN.12.20	Tsejtu faraón ya' suutadulanu uudenguetu, Abramnu bain, ya' shinbunu bain, tsenmin ya ti tañu bain kumuinchi juntsalaba Egiptosha me-e'laadei, timi.
GEN.13.1	Abram ya' shinbuba, naa yachi tiba tanañu jumula bain demanga' Egiptonu malu' miitu, manen tiba den chutyu Négueb tusha miimi. Tsenñu ya' apiña Lot bain yaibaren miimi. 
GEN.13.2	Abram yuj tarukumi, naa animaala bain, naa lushi kenu jeru bain, naa uru bain pure' ta' mitya. 
GEN.13.3	Tiba den chutyu Négueb tusha chutu jayu jayu miinchiren Betel pebulu deechusha miimi, tsejtu junu malu' miitu, ya' uma ajke' jitu viji' chunu tenabiren miimi, Betel pebulu, Ai pebuluba chunu kejtaa tenatala. 
GEN.13.4	Junaa Yavéchi ufeenda tsure' ju'kenunu main ke' chujtimuwaami. Tsejtu junu Yavé' mumunu manbakami.
