MAT.1.1	Ma əlfa na Zezu Krestu, wətən Davitti*, wətən Abraham:
MAT.7.1	Kədawtawaŋ kita aket ɗii meɓɓet ɓa, vi Maŋgəlva tam adawtaw kita akokum ɓa. 
MAT.7.2	Maŋgəlva wataw kita akokum va kətawən kita aket ɗii meɓɓetiŋki, waslukum də zəga an kəslenin ɗii dənnəŋka. 
MAT.7.3	Vimi kədawla kevile ara məlmuko, amma kulana wəlaŋga arok ɓa di? 
MAT.7.4	Vimi kədawnahsən məlmuk na appawa nəgəmsuk kevile suroko yaŋ nok van wəlaŋga taya roko'e di? 
MAT.7.5	Nok mataka taka kənani, agil gən wəlaŋga sə rok dabəŋ an əstatula lewlew kana, kəgəm gən kevile səra məlmuko. 
MAT.7.6	Kədapsitin zəga salala* sit kirɗe ɓa, vi ada mə'aŋ akokum kaw har kumən ɓa. Kədas getin averzleɗ nokum sit vedemɗe ɓa, vi ada ndapetin də tilit ɓa.
MAT.7.7	Məssohu wakərəhaŋ. Məkayani wakərəhəni, mərga madamba kawkol sukumi. 
MAT.7.8	Vi ko naway dəssohu warahə. Ko naway də kayani warəha. Ko naway dərga madamba kawkolsəni. 
MAT.7.9	An wətuk assohokuk memteke, wakəpsən gərəm sa? 
MAT.7.10	Walla an assohokuk kəlfa wakəpsən doho sa? 
MAT.7.11	Munokum mbraykum day day kəsənənək wəpsit zəga mogon sit kirtukum. Mbari kan Affukum na disiŋ apsit na zəga mogon sit məzəssohonən ɓa di?
MAT.7.12	An məs kəŋglaŋ ɗii dəɗɗan sukumən gəni, nokum bo məɗɗa sit vaska. Aski kpak ma henziŋ na Moyis dit ɗerewelɗe net məs kleŋɗe pakə.
MAT.7.13	Mətoŋ kla madamba feŋge. Vi madamba an slopproku də tive an tay tuwãh ɓa, kawmbat aki naw zay, ɗii diiɗa tahəŋ wəsbanəni. 
MAT.7.14	Amma madamba an feŋge, tive nan bo tuwãhə, nan kawmbat aki wəkoho, nan məzəsbanən tahəŋ diiɗa ɓa.
MAT.7.15	Məzi zukum azet məs kleŋɗe məwaŋ wənna, tahəŋ wəzoŋ azokum va timeŋgiɗi, amma mekret na kirɗe munyaŋ. 
MAT.7.16	Wakisinin də wəza neti. Wəlaŋga na gedirge awəna makzlembirke ɓa. Giŋgere bo awəna sukoyo ɓa. 
MAT.7.17	Wəlaŋga mogoni wawə kirtin mogeti, wəlaŋga mbrayen kawa kirtin bo mbrayti. 
MAT.7.18	Wəlaŋga mogoni uwa nan bo mogoni wəlaŋga mbrayen uwa nan bo mbrayen. 
MAT.7.19	Wəlaŋga an awa kirtin moget ɓa, kaw bəlni, kasgani aka offo. 
MAT.7.20	Vaski kəl dawsinin məs kleŋɗe məwaŋ wənna də wəza neti.
MAT.7.21	Mənahaŋ na: Ɗəfdaya, Ɗəfdaya həŋ nawtoŋgoŋ məlĩ na Maŋgəlva ɓa, say məɗɗaŋ wəŋgla na Affu na disiŋ. 
MAT.7.22	An pay nan agapka, ɗii diiɗa wanahaŋ na: Ɗəfdaya Ɗəfdaya məpelik wənna Maŋgəlva də iya noko, mərɓihik tuyeŋɗe də iya noko məgəɗək sokeneɗ diiɗa də iya noko. 
MAT.7.23	Naw wanənah sit na: Nəsənkum ɗaah ɓa kpakə, munokum məɗɗaŋ mambraya mədoŋgu.
MAT.7.24	Ya ko naway dəpprəm wənəŋka, məs dəsbani, nan tay va ɗəf məs maɗula, dərka gəla nan aka milɓe. 
MAT.7.25	Buna zika məlpeŋɗe azoŋko, barkataŋɗe bo azoŋguk də sembe aka gəla nani, amma də ɓəsl ɓa vi mərkan aka milɓeyi. 
MAT.7.26	Amma ko naway dəpprəm wənəŋka məs dəsban ɓa nan tay va ɗəf məza maɗulan ɓa, dərka gəla nan aka hoyoŋko. 
MAT.7.27	Buna zika məlpeŋɗe azoŋko barkataŋɗe bo azoŋguk də sembe aka gəla nani aɓəzlək wəbzla mbrayen.
MAT.7.28	Adan Zezu agrak wəpeliŋka, ɗii pak agətaŋka aka wərba nani, 
MAT.7.29	vi dəpel sit va məsənaŋ zəga na henziŋ adawpeleŋ ɓa, amma apel sitik də sembe.
MAT.8.1	Adan Zezu aprik səka mosorgo naka, ɗii diiɗa asbanənka. 
MAT.8.2	Yaŋ ɗəf məs kokolo azar aza Zezu akdukuk takpran abani, apsən na: Məsən zəga an kəŋgəlka akəɓap əmbəl guwa. 
MAT.8.3	Zezu atələk vani, arəŋ gənka, apsən na: Nəŋgəlka, say ambələ. Go'ləŋ ni məs kokolo ambəlka. 
MAT.8.4	Yaŋ Zezu apsən na: Apprəm lewlewi: Kədawnah sən ɗəf ɓa, amma dok kərban zuk aza məs dələv* na Maŋgəlva, va Moyis aɗi wən nani, vi wərban sit ɗii pak na kəmbəlka.
MAT.8.5	Adan Zezu atoŋ a Kafarnahum, yaŋ daya net sozeɗ mə Roma, azarka zani, akamanəka də baah sən gəni. 
MAT.8.6	Apsən na: Məsən zəga, gawla naw tay məvoŋ ni eŋgil də gbəgba'a, awɓap wəɓla ɓa, tay zəm saha diiɗa. 
MAT.8.7	Zezu apsənna: Wanəmbatə kawmbəl gəni. 
MAT.8.8	Soze nak amna: Məsən zəga naw nəgap kətoŋ gən annawda ɓa. Anah wən taka kaaka'ə gawla naw wambələ. 
MAT.8.9	Ambra tilit ɗii gugiriɗ naw nani, naw tamə daya net sozeɗ meɓɓet nani. An nənahsənək aŋka: Doko wambatə. An nənahsənək andaka: Ade wade. An nənahək na gawla nawa: Aɗɗa vana, waɗɗa. 
MAT.8.10	Adan Zezu apprəm wəpel nani atafəka, apsit məzəsbanən na: Gesiŋ nədawnah sukum: Nərah ɗaah məzu taf vaŋ aweleŋgit ɗii na Israyel ɓa. 
MAT.8.11	Əntatə nah sukum: Ɗii diiɗa wazoŋ səmba pay nampum gəm səmba pay na moskoyo, wazəmaŋ də Abraham də Isak gəm Zakub adəv məlĩ na Maŋgəlva. 
MAT.8.12	Amma ɗiiyen məs Maŋgəlva awel kəta vi məlĩ nani, kərɓeheti apoho ara guzliyo, wahəmmaŋ, wampəranən sleyit adaka. 
MAT.8.13	Zezu apsən soze nak na: Amndok anokda, wagəɗ suk va kətafa. Gawla nan ambələk daska'a ləŋgə.
MAT.8.14	Zezu ambatka ana Simoŋ Piyer da, arəh tək atən tat ɗuffo də kiiyət wəsata, 
MAT.8.15	Zezu arəŋgətək aza vata, gamba appatəka, təsilke tədəh sitik waya.
MAT.8.16	Adan moskoy agəɗə, akiyaŋ sənənək ɗii diiɗa mitemti. Zezu arɓehetik tuyeŋɗe səket də wəpel nani, ambəl gitik məs gbəgbaɗe pakə. 
MAT.8.17	Aspak agəɗək vi an məs kleŋ Ezay anah dəsan gən gesiŋ amna: Aslanək əddak namə, aslanək gbəgba' namə.
MAT.8.18	Adan Zezu awle ɗii diiɗa, akaraŋ kini, anah sitik gewleɗ nan dəmbataŋ gən dəgar ki pe'e. 
MAT.8.19	Məsən zəga na ma henziŋ azarka zani amna: Məsən zəga ko aŋga kəmbat di pak wanəsboko. 
MAT.8.20	Zezu apsən na: Balwayɗe tahəŋ də vovɗe, biŋgeɗ tahəŋ dit gəleɗe. Amma Wətən Ɗəffa* tay də təki naw voŋ na feten zən ɓa. 
MAT.8.21	Ɗəf maɓɓan səret məzəs banəni amna: Məsən zəga apəl su tive ndaw wəndək əbba tagay. 
MAT.8.22	Zezu apsən na: Asbawa apet ɗii məmtit də ndiknin məmtit neti.
MAT.8.23	Adan Zezu atoŋ adəv bəlay, gewleɗ nan ambataŋgək dəndən. 
MAT.8.24	Go'ləŋgə barkataŋɗe azoŋguk gədak aket iŋkile ha vavolumɗe asərətənək bəlay. Amma Zezu tay leŋge. 
MAT.8.25	Gewleɗ nan azoŋko zani, afɗahanənka, apsənəna: Ɗəfdaya akoho gəmə mənam tatəmta. 
MAT.8.26	Zezu apsit na: Vi mi kədaw geslne'eŋ di? Munokum məs wətaf nokum suɗikeŋ di? Yaŋ asili, ahayẽt barkataŋɗe dit iŋkile, ndəɗaŋ pak ɓata'ə. 
MAT.8.27	Ɗii pak agətaŋgək diiɗa, anahaŋ na: Aŋ ɗəf mi yaŋ di may barkataŋɗe dit iŋkile pak wəpprəmnən manəŋ di?
MAT.8.28	Adan Zezu agap dəgar ki pe'e aka dələv net Gadaryenɗe, ɗii sula də gbəgba' net tuyeŋɗe eketi agilyoŋgək sədəv magamasɗe, almaŋgək dəndən. Tuwãhi ɗəf dətoŋgən tive nani. 
MAT.8.29	Aɗiyaŋgək giŋgere aɓɗaŋ na: Nok Wətən Maŋgəlva* kənani, məkədaw kayan azam di? Kədek vi kawzəm gəm saha daga payan məɗiyən dəgap ɓa sa? 
MAT.8.30	Ngaɓa net vedemɗe tahəŋ atəki nan faraɗa suɗike, tahəŋ wətaɗaŋ adaka. 
MAT.8.31	Tuyeŋɗe nek akamanən Zezu: An mokoka ərɓaham na, appam mətoŋ gən aket vedemɗe ndeki. 
MAT.8.32	Yaŋ Zezu apsit na: Məduwaŋ. Agilyoŋgək səket ɗii neki, atoŋgoŋko aket vedemɗe neki. Ngaɓa net vedemɗe awɗaka, asbəraŋgək daga sə ma busgum məɓayən aret iŋkile, azaŋka daka.
MAT.8.33	Məzuteɗeŋɗe net vedemɗe anzoŋko awalaŋ gəla, anahaŋ sitinik ɗiiyi an məs dəgəɗ pakə, gəm məs an dəgəɗ aket ɗii də tuyeŋɗe sula neki. 
MAT.8.34	Ɗii nawalaŋ gəla pak agulyoŋko, vi kalma də Zezu. Adan awlanəni, akamanənək diiɗa dəmbat gən səka dələv neti.
MAT.9.1	Zezu atoŋko adəv bəlay, agarək ki pe'e amndanka. 
MAT.9.2	Aki sənənək ɗəf də gbəgba' məɗeŋgreŋ, tahəŋ wəslanən də hargaŋgu nani. Adan Zezu awla wətaf neti, apsən məs gbəgba' na: Wətuwa arma makroko, mambray nok avika. 
MAT.9.3	Məsənaŋ zəga na ma henziŋ nadak aɓɗaŋ na: Ɗəffəŋka apelik mbrayen aza Maŋgəlva. 
MAT.9.4	Zezu asənək an aɗumoŋ. Amna vi mi kuɗumoŋ wəɗum mbrayen vas di? 
MAT.9.5	Awani tuwãh di? Wənahsən ɗəf na mambrayɗe nok avikaŋka sa walla wənahsən na: Asili doko? 
MAT.9.6	Amma nəŋgəl kəsənən gən na: Wətən Ɗəf* tay də sembe na viyan mambray na duniya. Yaŋ apsən məs gbəgba' nak na: Asili, agəm hargaŋgu noko, amndoko nokda.
MAT.9.7	Asilke, amndanka annanda. 
MAT.9.8	Adan ɗii awlanəni, geslne abeyike a gakdakanənək Maŋgəlva vi apsənək sembe sən ɗəf vaska.
MAT.9.9	Zezu asilik sədaka, ambatka. Adan ada toŋ aka tive awələk ɗəf taka tuŋgo adəv gəla na faɗ deleɗ na duwan, iya nan na Matiye. Zezu apsən na: Asbawa Matiye asilke asbanəka.
MAT.9.10	Adan Zezu ada zəm dit gewleɗ nani eŋgil ana Matiye da. Mətafaŋ zomorgol meɓɓeti dit ɗii məs mambrayɗe, azoŋkəzəmaŋ dənɗaŋ. 
MAT.9.11	Farisiyenɗe* awleninik vaska, assohotinik gewleɗ nani: Vi mi Mərbə zəga nokuməŋ adawzəm dit mətafaŋ zomorgol gəm dit məɗɗaŋ mambrayɗe di? 
MAT.9.12	Adan Zezu apprəm wənneti, amna: Ɗiiyen dəzam aŋglaŋ na zloktor ɓa, say məs gbəgbaɗe. 
MAT.9.13	Mədoŋ məɗumon an məs dəɗam də wənəska, ula səsah nəŋgələ wənna zəga mamaya mətaw wəlan nəŋgəl ɓa. Naw nəde vi kawye ɗiiyen məɗɗaŋ mogon ɓa, say məɗɗaŋ mambraya.
MAT.9.14	Yaŋ gawleɗ na Zaŋ azoŋ aza Zezu, assohonənka: Vi mi mənam dit Farisiyenɗe* mənam tat əsee' meme, amma gewleɗ nok na aw see'eŋ meme ɓa di? 
MAT.9.15	Zezu apsit na: Ya ɗii məyet akki wəɓel wasee'eŋ meme an məzuɓel tay dənɗaŋ sa? Agəɗ na ɓa sam. Pay wade məzu ɓel wawɗak dənɗaŋ, pay nani wasee'eŋ meme.
MAT.9.16	Ɗəf tay naw ɗisən lukut məsvan də gabaga meleketen ɓa, vi gabaga meleketen watəɗ lukut məsvani, wəŋgar nan wasan dayki laŋkəmpa. 
MAT.9.17	Ɗəf tay naw zi mbazla net wəleŋɗe məza dəhəs ɓa adəv konekone məsvan ɓa. Vi mbazla net wəleŋɗe waŋgar daw həsa, wambat afuŋ pakə konekone nan warayə. Pəram wəzi mbazla məza dəhəs ɓa adəv konekone meleketeni sulegit pak wasoŋgu.
MAT.9.18	Pay Zezu adaw pel wən nəŋka, ɗəf metiŋ suweleŋgit Yahudiyenɗe adek taka aza Zezu, akdukuk takprani amna: Wətu tat təmtək kakaŋka. Ade kəɗi gən vok akata watəmbələ. 
MAT.9.19	Zezu asilke, gewleɗ nan bo asbanənka.
MAT.9.20	Guluk tatə zəm saha də gbəgba' na zələha wəsva klaw kiyən sula təzarək aza Zezu dərɓagani, tərəŋgənək gabba lukut na Zezu. 
MAT.9.21	Vi təɗumuk na: An nərahək wərəŋ gən ko gaba lukut nan kaaka'ə, wanəmbələ. 
MAT.9.22	Zezu amanək haran dirɓe awlətəka, apsət na: Arma makroko, wətuwa wətaf nok akoh gukuko, təmbələk daska'a ləŋgə.
MAT.9.23	Yaŋ Zezu agap eŋgil ana metiŋ net Yahudiyenɗe da. Adan awle məzufoŋ zəga dit məzu həmmaŋgə. 
MAT.9.24	Apsit na: Məgil saŋka, waŋ məmtətə ɓa, amma wəleŋ tədawleŋge, awlanənək va dərwa. 
MAT.9.25	Adan ɗii agilyoŋ Zezu atoŋko eŋgili armak vat waŋkə, təsilke. 
MAT.9.26	Halabara nan atrayək aka dələv nan pakə.
MAT.9.27	Zezu asilik sədaka ambatka. Adan ada dan aka tive, deŋgerɗe sula asbanənka adawnahaŋ də vamvəlla: Aw Zezu wətən Davit* awəl saha akamə. 
MAT.9.28	Yaŋ Zezu atoŋ eŋgili, deŋgerɗe sula nek azaraŋka zani, assohotike: Kətaf nənək əntat də sembe na baah sukum sa? Azlan sənənka: Mətafəka Məsən zəga istat də sembe naɗɗani. 
MAT.9.29	Yaŋ Zezu arəŋgən hereti, amna: Dəgəɗ va wətaf nokumə. 
MAT.9.30	Go'ləŋ heret akolko. Yaŋ Zezu abay meti amna: Kədawnahaŋ wənnan sən ɗəf ɓa. 
MAT.9.31	Amma ambataŋka atrayanənək halabara nan aka dələv nan pakə.
MAT.9.32	Pay adadoŋ, ɗii aki sənənək ɗəf məza awpel ɓa sən Zezu, tay də tuya akani. 
MAT.9.33	Zezu arɓəhək tuya nani goryom atəŋgək wəpele. Ɗii agətaŋgək diiɗa anahaŋ na: Zəga vaŋ mulani ɗaah aweleŋgit Israyelɗe ɓa. 
MAT.9.34	Farisiyenɗe* anahaŋ na: Məlĩ net tuyeŋɗe dəpsən sembe narɓəh tuyeŋɗe.
MAT.9.35	Zezu abalka awlaŋ gəleɗe metiŋgiti dit memeɗeŋɗe pakə. Arban sitik zəga sit Yahudiyenɗe adəv gəla nawpel wənneti. Apelsitik Wən Nenek na məlĩ na Maŋgəlva, ambəl gitik məs gbəgbaɗe dit məmbər sit pakə. 
MAT.9.36	Adan Zezu awla ngaɓa net ɗiiyi, awələk saha aketi, vi ayaŋka sembe tay ɓa, va timeŋgiɗ məs tahəŋ də məzutaɗa ɓa. 
MAT.9.37	Apsit gewleɗ nan na: Wəbəl tay diiɗa, məɗɗaŋ wəza nan tahəŋ diiɗa ɓa. 
MAT.9.38	Məkaman Affən wəbəla dəslən gən məɗɗaŋ wəza azeti vi wəbəl nani.
MAT.10.1	Zezu ayek gewleɗ nan klaw kiyit sula, azoŋko zani. Apsitik sembe narɓə tuyeŋɗe na mbəlgit məs gbəgbaɗe gəm na mbəlgit məs dəmbərsiti. 
MAT.10.2	Iya net masləŋɗe klaw kiyit sula van yeŋki. Simoŋ məs adawyaŋ na Piyer, gəm məlmən Andre, Zak məlmən Zaŋ kirtin Zebede. 
MAT.10.3	Filip gəm Bartolomi gəm Tomas gəm Matiye, mətaf zomorgol, Zak wətən Alfa, gəm Tadde. 
MAT.10.4	Gəm Simoŋ an naweleŋgit ɗii məs dədaw ngəlaŋ wəgil gitin ɗii net səka balam, gəm Zudas Iskariyot, məs dəzəm ki Zezu.
MAT.10.5	Zezu aslinik gewleɗ klaw kiyit sula neki, aɗi sitik wənna: Kədadoŋ atəki net əlfaɗe meɓɓet ɓa, kədadoŋ azet Samariyeɗ ɓa'e. 
MAT.10.6	Amma məduwaŋ azet Israyelɗe məs tahəŋ məzet va timeŋgiɗi. 
MAT.10.7	Mərban sit Məlĩ na Maŋgəlva, go'oy aza ərban zəni. 
MAT.10.8	Məmbəlgit məs gbəgbaɗe, məsilgit ɗii məmtiti, məmbəlgit məskokoleɗi, mərɓih tuyeŋɗe. Mekeleŋ kərəhəni, məpsit mekeleŋ tamə. 
MAT.10.9	Kədawkaŋ meleŋge avokum ɓa walla təbəs net suleyɗe ɓa, walla deleɗ a ziba nokum ɓa. 
MAT.10.10	Kədawkaŋ zəga adəv gabal nawzəm aka tive ɓa, walla lukut sula ɓa, kədawgəmaŋ hensekɗe ɓa, walla sulegere ɓa. Vi məgəɗ wəza agapək narəh zəga nawzəm nani.
MAT.10.11	An kəgapaŋgək awlaŋ gəla metiŋ walla awalaŋ gəla muzliya, məkay ɗəf an na tafkum annanda, məsuwaŋ annanda ha gap wəmbat nokum. 
MAT.10.12	An munokum tatə toŋgoŋ adəv gəla nani mənahsit ɗii na dak na: Zam anokumda. 
MAT.10.13	An ɗii nadəv gəla nan atafkumənko, as na agapaŋgək narəh zam vani, amma an dətafkumən annet da ɓa, mətoŋ də zam nokum. 
MAT.10.14	An kətoŋgoŋko adəv gəla walla awalaŋ gəla, aɓoŋgoŋgək daw tafkuməni walla dapprəm wən nokum, məgil suwalaŋ gəla nani, məttu' hologudum səza tulkum. 
MAT.10.15	Gesiŋ nədawnah sukum pay wəgrak dəlva, kita net waday ki kita net ɗii na Sodoma də Gomorra.
MAT.10.16	Yaŋ, əntatə slən kum va timeŋgiɗ aweleŋgit kərɗe munya. Vi vaski məsoŋ də kuket va dohoŋɗe, məza mbrayen akokum ɓa va məŋgərwiɗe
MAT.10.17	Amma məga zukum, vi wakukumən aba kita wavərkumən adəv gəla nawpel wənneti. 
MAT.10.18	Wakukumən abet ɗii gugiriɗe dit məlyeŋge vi wənnawa, vi kəɗɗanən gən saydawa nokum abeti də abet ɗiiyen məza Yahudiyenɗeŋ ɓa. 
MAT.10.19	Payan adaw kukumən aba kita, kədaɗumoŋ an kəl peleŋ sitin ɓa walla kuket an kəl nahsitin ɓa. Wəpel an kəl pelsitini wade amokum dəpaska. 
MAT.10.20	Wəpel nan ade na səzokum ɓa, amma Əmpəs na Affən dədawpelin amokum.
MAT.10.21	Ɗii wapsitin milmiŋgiɗit vi kawbayti, affiŋgiɗit kirin bo vas adaɗɗaŋ. Kirin wasilyoŋ aket migilti, vi kawbeyti. 
MAT.10.22	Ɗii namba dələv pak wazelkuməni viwa. Amma ɗəf an dədawgan ha aza wagraka wakohu. 
MAT.10.23	An armaŋgək mama azokum awalaŋ gəla aŋka, məduwaŋ awalaŋ gəla mbərən. Gesiŋ nədawnah sukum: Kəkgrakən na walaŋ gəla net Israyelɗe pak wəmbat adak dabəŋ ki wəziya na Wətən ɗəf ɓa.
MAT.10.24	Məzuyagan zəga aday na ki məzərbansən ɓa, məgəɗ wəza aday na ki daya nan ɓa. 
MAT.10.25	An məzuyagan zəga agapək wəsən na məzuyagansəni, an məgəɗ wəza agapək gakdak na daya nani məkki. Ya an məyani affən gəla na Belzebul, asna ɗii neŋgil ananda adayaŋ na ki as də əray ɓa sa?
MAT.10.26	Kədaw geslne'eŋ sit ɗii ɓa. Wən məɗamma pak wapasə an məɗamman pak kawsənənni. 
MAT.10.27	An məs nədawnah sukum ara guzli pakə, mərban amaheret ɗii pakə. An məs nədawnah sukum məɗamma pak məgil gən apaka. 
MAT.10.28	Kədaw geslne'eŋ sitin məzu bayyən gəɓa zukum ɓa, amma aɓapənna wəbay zeŋgille zukum ɓa. Amma məgeslne'sən Maŋgəlva məs nawzan gəɓa zukum də zeŋgillokum pak aka offo məza, amtə na ɓa. 
MAT.10.29	Kaw vilti biŋgeɗ sula aka suley, taka ɓa sa? Amma tay dədaw bəta ko səmbret ko taka ɓa say an Maŋgəlva dəŋgələ. 
MAT.10.30	Nokum bo denɗeke na gəɓa zukum məŋɗeti taka taka pakə. 
MAT.10.31	Vi vaski kədaw geslne'eŋ ɓa, kədayaŋgək kiyit biŋgeɗ də sləma.
MAT.10.32	Ko naway dənah wənnawa abet ɗiiyi, wanənah wənnan tam aba Affu na disiŋ. 
MAT.10.33	Amma məs dənah wənnaw abet ɗii ɓa, nənah na wənnan aba Affu na disiŋ ɓa'a tamə.
MAT.10.34	Kədaɗumoŋ na zam nəki adəv dəlva ɓa. Nəde vi kaw ki zam adəv dələv ɓa, amma nəde na vi kawki kafahi nəde. 
MAT.10.35	Nəde na, vi kawɗakan wiyən də affəni waŋ dət mata, ɗak dət atəta. 
MAT.10.36	Ɗii na dəv gəla na ɗəffa wazel nəni.
MAT.10.37	Ɗəf an dəŋglu affəni, walla mani daykiwa nan dəgap nawsan də in ɓa. 
MAT.10.38	Ko naway an dəgəm wəlaŋga məzliwrihe nan dəsbaw gən ɓa dəgap ɗəf naw ɓa. 
MAT.10.39	Ɗəffan dəŋgəl wəkoho gən zeŋgilleni nan wazani. Amma ɗəffan dəzan zeŋgillen viwa nan warəha.
MAT.10.40	Ko naway dətafkum ataf wəka, məs dətafwa, atafək ɗəf an də slənwa. 
MAT.10.41	Ko naway dətaf məs kleŋ vi asan məs kleŋ na Maŋgəlva warah riba va məs kleŋ. Ko naway dətaf məgəɗ goŋga vi goŋga nani, warah riba va məgəɗ goŋga. 
MAT.10.42	Gesiŋ nədawnah sukum: Ko naway dəpsən iŋkile zazay sən muzliya nambet gewleɗ nawiŋki, vi asan gawla nawa, nan warah riba.
MAT.11.1	Adan Zezu agrak wərban wən sit gewleɗ nan klaw kiyit sula, asilik sətəki nani, ambatka, vi kawpel wənna Maŋgəlva awalaŋ gəla naka dələv pakə.
MAT.11.2	Pay nani Zaŋ məgəɗ baptem tay a daŋgay, apprəmək halabara na wəza na Zezu Messiya*, aslənək gewleɗ nan meɓɓet aza Zezu, 
MAT.11.3	vi dəssohonən gəni: Əstə məs məpprəm na məzukoh gəm wade tay sa? Walla məga ɗəf maɓɓani? 
MAT.11.4	Zezu apsit na: Mədoŋ, mənahsən Zaŋ an məs kəpprəmaŋ də an məs kulaŋ: 
MAT.11.5	Deŋgerɗe tahəŋ ulaŋ, vədelɗe tahəŋ wədawaŋ, məs kokoleɗ ambəlaŋka, goryomɗe tahəŋ wəpprəmaŋ, ɗii mimtit asilyoŋko, məs sahaŋɗe tamə məpel siti Wən Neneke. 
MAT.11.6	Zəzay aza ko naway məs dəpan wətaf nan ɓa.
MAT.11.7	Pay gewleɗ na Zaŋ adawmbataŋ, Zezu atəŋgək wəpel wənna Zaŋ sit ɗiiyi, amna: Mi kəduwaŋ ula awra di? Ngav an səmnya adaɓlaŋ sa? Awwo vaski ɓa. 
MAT.11.8	Ya mi kəduwaŋ ula kan di? Ɗəf məgul lukutɗe moget sa? Amma ɗii məguloŋ lukutɗe moget ana məlĩ da adasoŋ. 
MAT.11.9	Ya mi kəduwaŋ ula kan di? Məs kleŋ sa? Əntatə nah sukum: Gesiŋ, aŋki dəday ki məs kleŋ. 
MAT.11.10	Vi Zaŋgi an məs ɗerewel apel akani: Maŋgəlva amna: Yaŋ əntatə slən masləŋ naw aboko, vi dəzaɓan gən tive viko. 
MAT.11.11	Gesiŋ nədawnah sukum: Suwaleŋgit kirtit ɗii pak tay məs dəday ki Zaŋ məgəɗ baptem də gakdak ɓa, amma ɗəffan dəgəsan zən adəv məlĩ na Maŋgəlva, ndəni dəday ki Zaŋ də gakdaka. 
MAT.11.12	Daga Zaŋ atəŋ wəpel wənna məlĩ na Maŋgəlva, məzu zeleŋ tahəŋ wiziw gənəni, məɗɗaŋ mambrayɗe tahəŋ wəmohunni. 
MAT.11.13	Ma henziŋ na Moyis dit məs kleŋɗe pakə, aɗɗaŋgək kleŋ aka məlĩ na Maŋgəlva ha gap wəzo na Zaŋ. 
MAT.11.14	An kətaf nənək məs nənahəŋka, Zaŋ ndəni Eliyas an məs ɗerewel arban wəziya nan daga far farə. 
MAT.11.15	Ɗəf an məs də sləman pak dəpprəma:
MAT.11.16	Də mi nədaw sle ɗiiyen kakaŋ kiŋ di? Wanəsle dit kirin məsoŋ atəki awalaŋ gəla, tay ənzlaŋ vamvəl sən ziti, tay nahaŋ na: 
MAT.11.17	Məfon sukumək pozloro, kəsklaŋ ɓa, məy sukumək gəlya naw həmma, kəskaŋ morkoyo ɓa. 
MAT.11.18	Zaŋ ade awzəm zigeɗ nawzəm meɓɓet ɓa awsa mbazla ɓa, aɓɗaŋ na: Mitemni. 
MAT.11.19	Wətən Ɗəf* adeke tay zəma tay saa zəga, tahəŋ wənahaŋ na: Ɗəffaŋ na wəɗum nan pakə, say aka wəzəmmi, dəwəsaa zəga, tay bayna dit duwanɗe dit məɗɗaŋ mambraya. Amma wəsən an mogon na Maŋgəlva tay ərban zən adəv wəza nani.
MAT.11.20	Yaŋ Zezu atəŋ wəheyet walaŋ gəleɗe məs agəɗ sokeneɗ adak diiɗa amma də ngəmaŋ wətubiyaŋ ɓa. Amna: 
MAT.11.21	Wakpaŋ bonoy azokis Korazin. Wakpaŋ bonoy azokis Baytisayda. Va sokeneɗ məs nəgəɗ awalaŋ gəla nokuməŋ, va awalaŋ gəla Tirus də Sidon nəɗɗe na, waguloŋ lukut net sakɗe, wavohoŋ moŋglo a zəti dərban gən na atubiyaŋka. 
MAT.11.22	Vi vaski nədarban sukum: Pay wəgrak dələv na, kita na Tirus də Sidon wasan ɗəɗaah ki kita nokum. 
MAT.11.23	Is Kafarnahum, azok na Maŋgəlva waslok a disiŋ sa? Aw haya! Kaw toŋguki atəki net ɗii mimtiti. Va sokeneɗ nəgəɗ anok da gbeŋkiŋ, a Sodoma nəɗɗe na, walaŋ gəla nan wasan ha dəpaŋka. 
MAT.11.24	Vaski nədawnah sukum: Pay wəgrak dəlva, kita na Sodoma wasan ɗəɗaah ki kita nok kpakə.
MAT.11.25	Pay nani Zezu amna: Aw Affən Daya na disiŋ də dəlva fuŋ, soko azoko vi karban sitik kirin muzliyeɗ an məs kəɗaman azet məsənaŋ zəga dit məzapprəmaŋ. 
MAT.11.26	Vaski aw Affuwa, vaski an dəslə suk kana.
MAT.11.27	Affu apan suwək zigeɗ pak a vawa. Ɗəf tay dəsən Wətən ɓa say Affən, ɗəf tay dəsən Affən ɓa say Wətəni, gəm an Wətən aŋgəl wərban pakə.
MAT.11.28	Mide zawa munokum məyokum də wəsla zəga gədak diiyaŋka, wanəsgan zəga nan agisbe. 
MAT.11.29	Məsban wənnawa, məyagan azawa, ɗəf mogow nani nəzəm gukum na saha ɓa, zeŋgille kum warəhaŋ wəfete. 
MAT.11.30	Vi an məs nədawɗi sukum wənnan bo, tay tuwãh ɓa, an məs nədaw ɗisukum van bo asana akokum gədak ɓa.
MAT.12.1	Yaŋ pay mbərən, pay naffete, Zezu atoŋguk kla dəv guli na alkamari (zev hay neti). May tay da gewleɗ nani, vini anzlaŋ kiyən taka taka, ampərəni. 
MAT.12.2	Adan Farisiyenɗe* awlanən vaska, anahsənən Zezu na: Gewleɗ nok tahəŋ wəɗɗaŋ wəza an dəslə naɗɗa pay naffet ɓa. 
