MAT.1.1	Atea, David, Abraham pãrami ca niiricʉ, Jesucristo ñicʉ̃ jʉ̃mʉa niiquĩricarãre owa tuurique nii:
MAT.5.20	”To biri doti cũuriquere jʉo bueri majare, fariseos're, Ʉmʉreco Pacʉ cʉ̃ ca ĩa cojoro añurije tii niiriquere cʉ̃jare mʉja ca tii ametʉa nʉcãtijata, jĩcãti ʉno peera Ʉmʉreco Pacʉ cʉ̃ ca doti niiri tabepʉre mʉja eatirucu.
MAT.5.21	”Mʉja, mʉja ñicʉ̃ jʉ̃mʉapʉre: “Jĩaticãña. Ca jĩagʉa, jãiña bejeri majapʉ cʉ̃ja ca jãiña beje niigʉ tuacãrucumi,” ĩiriquere mʉja tʉojacupa.
MAT.5.22	Yʉ pea o biro mʉjare yʉ ĩi: No ca boogʉ cʉ̃ yee wedegʉ mena ca ajiagʉa, jãiña bejeri majapʉ cʉ̃ja ca jãiña beje niigʉ tuacãrucumi. Ñucã cʉ̃ yee wedegʉre ñañarije ca ĩi tutigʉa, ʉparã ca nii majuropeerãpʉ
MAT.5.23	”To biri Ʉmʉreco Pacʉre mʉ ca tiicojo nʉcʉ̃ bʉorijere joe mʉenerica tutupʉ teere mʉ ca jee waajata, toopʉ niigʉra mʉ yee wedegʉre ñañaro mʉ ca tiiriquere mʉ ca tʉgoeña bʉajata, 
MAT.5.24	tii tutu pʉtora tii nʉcʉ̃ bʉorʉgʉ mʉ ca jee waariquere cũu, mʉ yee wedegʉre ñañaro mʉ ca tiiriquere, cʉ̃ mena wederique queno jʉogʉja. To biro tii yapanoripʉ docare tua doo, tiicojo nʉcʉ̃ bʉorʉgʉ mʉ ca jee waariquere joe mʉeneña. 
MAT.5.25	Ñucã mʉre ca ĩa tutigʉ, ʉparãpʉre mʉre cʉ̃ ca wedejãarʉgajata, yoari mééra ca jãiña bejegʉ pʉtopʉ ami waarʉgʉ cʉ̃ ca tii niiropʉra cʉ̃ mena ameri wede quenoña, cʉ̃ pʉtopʉ mʉre cʉ̃ ca ami waatipere biro ĩigʉ. To biro mʉ ca tiitijata, ca coterã uwamarãpʉre mʉre tiicojo, ñucã cʉ̃ja pea mʉre tia cũu, tiicãrucuma. 
MAT.5.26	Yee méé mʉre yʉ ĩi: “Wapa tiirica tii ca tʉjari tiiacãpʉ mʉ ca wapa tiitijata, toore mʉ wititirucu”.
MAT.5.27	”Ñucã, “Mʉ nʉmo ca niitigopʉre tii epeticãña,” ĩiriquere mʉja tʉojacupa. 
MAT.5.28	“Yʉ pea, no ca boogʉ jĩcõ nomiore, cõre tiirʉgarique mena ca ĩagʉa, mee cʉ̃ yeri cʉ̃ ca tʉgoeñarijepʉ cõ mena tiicã yerijãa waami,” yʉ ĩi. 
MAT.5.29	To biri mʉ capega díámacʉ̃ nʉña macãga ñañarije mʉ ca tiiro to ca tiijata, jade wee amiri yoaropʉ cõacãña. Jĩcã tabera mʉ upʉ macã tabe to ca bii yairo añujañu. Niipetiri upʉ menapʉra pecame ca ʉ̃ʉ yatitiri pecame pee mʉ ca cõa joe ecojata docare añuti. 
MAT.5.30	Ñucã mʉ amo díámacʉ̃ nʉña ñañarije mʉ ca tiiro to ca tiijata, paa taari, yoaropʉ cõacãña. Jĩcã tabera mʉ upʉ macã tabe to ca bii yairo añujañu. Niipetiri upʉ menapʉra pecame ca ʉ̃ʉ yatitiri pecame pee mʉ ca cõa joe ecojata docare añuti.
MAT.5.31	”Ñucã o biro ĩirique niiupa: “No ca boogʉ cʉ̃ nʉmore cʉ̃ ca cõajata, ‘To biro cõ ca biirije jʉori cõre yʉ cõa,’ ĩirica pũurore tiicojorique niirucu,” ĩirique niiupa. 
MAT.5.32	Yʉ pea o biro mʉjare yʉ ĩi: Jĩcʉ̃ cʉ̃ nʉmore, apĩ mena cõ ca tii epeti pacaro cõre cʉ̃ ca cõajata, cõ manʉ ca niitigʉpʉre cõ ca tiiro cõre tii buiyeegʉ tiimi. Ca manʉ cõaricore ca nʉmo cʉtigʉa, cʉ̃ nʉmo ca niitigopʉre tii epegʉ tiimi.
MAT.5.33	”Ñucã mʉja ñicʉ̃ jʉ̃mʉapʉre, o biro cʉ̃jare cʉ̃ ca ĩiriquere mʉja tʉojacupa: “ ‘Yee méé jãa ĩi,’ ĩirique mena, jãa tiicojorucu Ʉpʉre mʉja ca ĩiriquere, mʉja ca ĩiricarore biro tiiya,” ĩiriquere.
MAT.5.34	Yʉ pea o biro mʉjare yʉ ĩi: Díámacʉ̃ra “Yee méé yʉ ĩi,” ĩiti majuropeecãña. “Ʉmʉreco quejero
MAT.5.35	Ñucã, ati yepa mena cãare ĩiticãña. Ati yepa cãa, Ʉmʉreco Pacʉ cʉ̃ ca ʉta cũuri tabe niiro bii. Ñucã, “Jerusalén mena yʉ ĩi,” ĩiticãña. Tii macã, Wiogʉ do biro Ca Tiiya Manigʉ yaa macã niiro bii. 
MAT.5.36	Ñucã, mʉja dʉpʉga mena cãare ĩiticãña. Mʉja poare jĩcã daarena ca botiri daa, ca ñiiri daa, ca niiro mʉja tii majiti. 
MAT.5.37	Mee, “Yʉ tiirucu,” “Yʉ tiiticu,” ĩirique menara añucã. Atere mʉja ca camotatijata, ca ñañagʉ yeere tiirã mʉja tii.
MAT.5.38	”O biro ĩiriquere mʉja tʉojacupa: “Mʉ capere cʉ̃ ca ñañojata, mʉ cãa to birora cʉ̃re tii ameña. Ñucã mʉ upire cʉ̃ ca paa peejata, mʉ cãa to birora cʉ̃re tii ameña,” ĩiriquere. 
MAT.5.39	To biro ca ĩimijata cãare, yʉ pea o biro mʉjare yʉ ĩi: “Ñañaro mʉjare cʉ̃ja ca tiimijata cãare, ameticãña. Jĩcʉ̃ ʉno mʉja wajopuare cʉ̃ ca paajata, ape nʉña cãare paa dotiya. 
MAT.5.40	Ñucã jĩcʉ̃ ʉno mʉjare wedejãacãri, mʉja jutirore cʉ̃ ca ẽmarʉgajata, jotoa mʉja ca jãñarito cãare cʉ̃ amicoajato,” ĩicãña. 
MAT.5.41	No ca boogʉ, apeye ʉno jĩcã kilómetro mʉjare cʉ̃ ca jee waa dotijata, pʉa kilómetropʉ cʉ̃re jee waa bojaya. 
MAT.5.42	No ca boogʉ apeye ʉno mʉjare ca jãigʉre, cʉ̃re tiicojoya. Mʉja yeere ca wajorã cãare, “Jãa wajoti,” ĩiticãña.
MAT.5.43	”Ñucã o biro ĩiriquere mʉja tʉojacupa: “Mʉ mena macʉ̃re mai, mʉre ca ĩa tutigʉ peera ĩa tuti, tiiya,” ĩiriquere.
MAT.5.44	To biro ca ĩimijata cãare, yʉ pea o biro mʉjare yʉ ĩi: Mʉjare ca ĩa tutirãre mai, ñañaro tiirʉgarã mʉjare ca nʉnʉrãre juu bue boja, tiiya. 
MAT.5.45	To biro tiirã mʉja Pacʉ ʉmʉreco tutipʉ ca niigʉ puna mʉja niirucu. Cʉ̃a, cʉ̃ muipũre ca bojoca ñañarã, ca bojoca añurã, cʉ̃ja ca niiro cãare cʉ̃ ca ajiro tii, ñucã to birora ñañarije ca tiirã, añurije ca tiirã, cʉ̃ja ca niiri taberi cãare oco ca pearo tii, tiimi. 
MAT.5.46	Mʉjare ca mairã wadore mʉja ca maijata, ¿ñee ʉno añurije mʉja tiicojo ecorãti? Roma maquẽ ca niipere wapa jee bojari majapʉ cãa, to birora biirique cʉtima. 
MAT.5.47	Ñucã mʉja yaarã wadore mʉja ca añu dotijata, ¿ñee ʉno pee añurijere tii ametʉene nʉcãrã mʉja tiiti? Ʉmʉreco Pacʉre ca majitirãpʉ cãa, to biirijera biima. 
MAT.5.48	Mʉja Pacʉ, ʉmʉreco tutipʉ ca niigʉ añugʉ cʉ̃ ca niirore birora, mʉja cãa, añurã niiña —ĩi wedewi Jesús.
MAT.6.1	—Añurijere tii niirã, bojoca cʉ̃ja ĩajato ĩirã wado tiiticãña. To biro mʉja ca tiijata, mʉja Pacʉ, ʉmʉreco tutipʉ ca niigʉ, jĩcã wãme ʉnora añurijere mʉjare tiicojotirucumi. 
MAT.6.2	To biri ca boo pacarãre tii nemorã mʉja ca tiicojoriquere, bojoca niipetirãpʉre to biro mʉja ca tiirijere wede bate cojoticãña, watoara ca bii dito pairã, “Ca bojoca añurã niima” jãare cʉ̃ja ĩi nʉcʉ̃ bʉojato ĩirã, nea poo juu buerica wiijeripʉ, wiijeri watoa macã yeparipʉ, cʉ̃ja ca ĩi nucũ yujurore biro. Díámacʉ̃ mʉjare yʉ ĩi: To biro ca ĩirãra, mee bojoca to biro cʉ̃jare cʉ̃ja ca ĩi nʉcʉ̃ bʉorijera niicã, cʉ̃ja ca wapa taarije. 
MAT.6.3	To biri mʉ, ca boo pacarãre mʉ ca tii nemojata, mʉ mena macʉ̃ ca nii majuropeegʉ cãare wedeticãña. 
MAT.6.4	Yaioroacã mʉ jĩcʉ̃ra tiicã niiña. To biri mʉ Pacʉ yairopʉ mʉ ca tiirijere ca ĩagʉ, to biro mʉ ca tiirije wapare añurije mʉre tiicojorucumi.
MAT.6.5	”Ñucã juu buerã, watoara ca bii dito pairã, bojoca jãare cʉ̃ja ĩajato ĩirã, nea poo juu buerica wiijeripʉre, ñucã wiije watoa macã yeparipʉre nucũcãri, cʉ̃ja ca juu bue nucũ yujurore biro biiticãña. Yee méé mʉjare yʉ ĩi: To biro ca tiirãra, mee, bojoca cʉ̃jare cʉ̃ja ca ĩi nʉcʉ̃ bʉorijera niicã, cʉ̃ja ca wapa taarije. 
MAT.6.6	Mʉ pea mʉ ca juu buejata, mʉ yaa jawipʉ jãa waa, jope bia, mʉ Pacʉ mʉ mena yaioropʉ ca niigʉ wado cʉ̃ ca majiro juu bueya. To biri mʉ Pacʉ yaioropʉ mʉ ca tiirijere ca ĩagʉ, añurijere mʉre tiicojorucumi.
MAT.6.7	”Ñucã juu buerã, Ʉmʉreco Pacʉre ca majitirã cʉ̃ja ca ĩirore biro, “Jĩcãti méé jãa ca ĩiro Ʉmʉreco Pacʉ jãare tʉorucumi,” ĩi tʉgoeñari, tii wãme wadorena bʉaro jañuro cʉ̃ja ca ĩicã dia waarore biro ĩiticãña. 
MAT.6.8	Cʉ̃jare biro biiticãña. Mʉjara, mee mʉja Pacʉ mʉja ca jãiparo jʉgueropʉra mʉja ca boorijere maji yerijãami. 
MAT.6.9	Mʉja o biro ca ĩi juu bueparã mʉja nii:
MAT.6.9	“Jãa Pacʉ, ʉmʉreco tutipʉ ca niigʉ, mʉ wãme ĩi nʉcʉ̃ bʉorica wãme to niijato.
MAT.6.10	Mʉ ca dotirije to doojato. Ʉmʉreco tutipʉre mʉ ca boori wãme mʉ ca tiirore birora tiiya ati yepa cãare.
MAT.6.11	Mecʉ̃ jãare tiicojoya, to cãnacã rʉmʉra jãa ca baapere.
MAT.6.12	Ñañarije jãa ca tiiriquere jãare acoboya, aperã ñañaro jãare cʉ̃ja ca tiirijere jãa ca acoborucurore biro.
MAT.6.13	Ñañarije ca bii buiyeerijere jãa ca tiiro tiiticãña; tiitigʉra ñañarijere jãare ametʉeneña. Ʉpʉ niirique, do biro ca tiigʉ manigʉ niirique, ca añu majuropeegʉ niirique, mʉ yee to birora ca niicõa niirije nii. To biro to biijato,” ĩiña.
MAT.6.14	”Aperã ñañaro mʉjare cʉ̃ja ca tiiriquere mʉja ca acobojata, mʉja Pacʉ ʉmʉreco tutipʉ ca niigʉ cãa, ñañarije mʉja ca tiirijere mʉjare acoborucumi. 
MAT.6.15	Aperã ñañaro mʉjare cʉ̃ja ca tiirijere mʉja ca acobotijata, Ʉmʉreco Pacʉ cãa, ñañarije mʉja ca tiiriquere mʉjare acobotirucumi.
MAT.6.16	”Betiri juu bue niirã, watoara ca bii dito pairã, bojoca, “Betiri juu buerã tiima,” jãare cʉ̃ja ĩi ĩajato ĩirã, tʉgoeñarique pairã cʉ̃ja ca niirore biro biiticãña. Yee méé mʉjare yʉ ĩi. To biro ca biirãra, “Teere tiirã tiima,” bojoca cʉ̃jare cʉ̃ja ca ĩi nʉcʉ̃ bʉorijera niicã, cʉ̃ja ca wapa taarije. 
MAT.6.17	Mʉ pea betiri mʉ ca juu buejata, mʉ poare wʉa peo queno, ca jʉti añurije wada, mʉ diámacʉ̃re waa coe, tiiya, 
MAT.6.18	bojoca, “Betiri juu bue niigʉ tiimi,” cʉ̃ja ca ĩi ĩa majitipere biro ĩigʉ. To biro mʉ ca tiiro, mʉ Pacʉ yairopʉ ca niigʉ, yairopʉ tiiriquere ca ĩagʉ wado, añurijere mʉre tiicojorucumi.
MAT.6.19	”Õpẽcõarã baa yaiocã, no ca boorora bii yaicã, jee dutiri maja jãa waa jee duticã, cʉ̃ja ca tii niiri yeparena pairo apeye cʉti, jee cũu cʉo, tii niiticãña. 
MAT.6.20	Apeye mʉja yee ca niipere, ʉmʉreco tutipʉ, õpẽcõa ʉnora baati, boati, jee dutiri maja cãa jãa waari jee dutiti, cʉ̃ja ca biiri tabepʉre queno cũuña. 
MAT.6.21	To biri mʉja apeye ca niiri tabera niirucu, mʉja yeri cãa.
MAT.6.22	”Capegaaria, upʉ maquẽ ca jĩa boericari nii. To biri mʉja cape añurije to ca niijata, mʉja upʉ niipetiro ca boerijere cʉorucu. 
MAT.6.23	Mʉja cape ñañarije to ca niijata, mʉja upʉ niipetiropʉra ca naitĩaropʉ niicãrucu. Ca boerije mʉjare ca niimiriquera ca naitĩarije to ca bii ñañacoajata, ¿no cõro peti to naitĩagajati, ca naitĩa majuropeerijepʉa?
MAT.6.24	”Jĩcʉ̃ ʉno peera, pʉarã ʉparãpʉre pade cote majitimi. To biro cʉ̃ ca biijata, jĩcʉ̃re ĩa tuti, apĩ peere mai, ñucã jĩcʉ̃ cʉ̃ ca dotirijere tii boja, apĩ cʉ̃ ca dotirije peera tiiti, biicãcumi. To biri Ʉmʉreco Pacʉ yeere tii pacagʉ, ñucã apeye cʉti niirique pee cãare tii nʉnʉjee majiña mani.
MAT.6.25	”To biri o biro mʉjare yʉ ĩi: “Catirʉgarã, baa, jini, mʉja ca tii niiperena, ñucã juti mʉja ca jãñaperena, tʉgoeñarique paiticãña. ¿Mani ca catirijea baarique ametʉenero wapa cʉti, ñucã mani upʉ cãa, juti ametʉenero wapa cʉti, to biititi? 
MAT.6.26	Minia, ʉmʉreco quejerore ca wʉʉrãre ĩañaaqué: Oteti, ote dicare jeeti, ote dica queno cũurica wiijeripʉ queno cũu cʉoti, biima. To biro cʉ̃ja ca bii pacaro, mʉja Pacʉ ʉmʉreco tutipʉ ca niigʉ pea, cʉ̃ja ca baapere cʉ̃jare tiicojomi. ¡Mʉja pee doca, minia ametʉenero mʉja wapa cʉti! 
MAT.6.27	¿To biicãri, mʉja mena macʉ̃ niipe, bʉaro cʉ̃ ca tʉgoeña pato wãcãrije menara, jĩcã cuu cʉ̃ bʉcʉa mʉa nemo majicãgajati?
MAT.6.28	”¿Ñee tiirã juti mʉja ca jãñaperena to cõro bʉaro mʉja tʉgoeñarique paiti? Ĩañaaqué. Do biro to bʉcʉati oori taa yeparipʉre. Padeti, juti ca jãñapere juati, bii. 
MAT.6.29	To ca bii pacaro, wiogʉ Salomón peti cãa niipetirije añurije cʉocã pacagʉ, tee ametʉenero añurijepʉra juti jãñatiquĩupi,” mʉjare yʉ ĩi. 
MAT.6.30	Mecʉ̃re nii, ñucã boero ʉnora joe bate ecocã yaiwa, ca biirije taa cãare ĩaricaro añurije juti jãami Ʉmʉreco Pacʉ. Mʉja docare tee ametʉenero añurije mʉjare juti jãarucumi, petoacã peti díámacʉ̃ ca tʉo nʉcʉ̃ bʉorã.
MAT.6.31	”To biri, “¿Ñee mani baarãti? ¿Ñee mani jinirãti? ¿Ñee mani jãñarãti?” ĩi tʉgoeñarique pai, jãiña nucũ yujuticãña. 
MAT.6.32	Ʉmʉreco Pacʉre ca majitirã niima, ate niipetirije ca ama nucũ yujurã. Mee, mʉja pea ʉmʉreco tutipʉ ca niigʉre, jĩcʉ̃ mʉja Pacʉ cʉti, mʉja ca boorije niipetirijere ca majigʉre. 
MAT.6.33	To biri mʉja, Ʉmʉreco Pacʉ cʉ̃ ca doti niirije peere, Ʉmʉreco Pacʉ cʉ̃ ca ĩa cojorore añurije tii niirique peere, ama jʉoya, ñucã ate niipetirije cãare mʉja tiicojo ecorucu.
MAT.6.34	”To biri boero ca biipere tʉgoeña pato wãcã bʉañaaticãña. Boero cãare niirucu ñucã, apeye mʉja ca boo tʉgoeñarije. To cãnacã rʉmʉra tʉgoeñarique pairique mena wado niicã —ĩi wedewi Jesús.
MAT.7.1	—Jĩcʉ̃ ʉno peerena, “To biro biimi,” ĩi ĩa bejeticãña, mʉja cãa, mʉja ca ĩa beje ecotipere biro ĩirã. 
MAT.7.2	Aperãre mʉja ca ĩa bejericarore birora Ʉmʉreco Pacʉ cãa, mʉjare ĩa bejerucumi. Ñucã aperãre ñañaro mʉja ca tiiricaro cõrora, Ʉmʉreco Pacʉ cãa ñañaro mʉjare tiirucumi. 
MAT.7.3	¿Ñee tiigʉ mʉ yee wedegʉre taa daacã cʉ̃ capegapʉre ca niiri daa peere mʉ ĩa nʉnʉjeeti, mʉ capega peere yucʉ dʉcaro ca jãñari dʉca peera “To biro bii,” ĩiti pacagʉ? 
MAT.7.4	Mʉ capegare yucʉ dʉcaro ca jãñagʉ nii pacagʉ, ¿ñee tiigʉ mʉ yee wedegʉre, “Taa daa mʉ capegapʉre ca jãñari daare yʉre ami cõa dotiya,” cʉ̃re mʉ ĩibogajati? 
MAT.7.5	¡Watoara ca bii dito paigʉ! Mʉ capegare ca jãñari dʉcaro peere ami cõa jʉoya. To biro tiicãri jiropʉ, mʉ yee wedegʉ capegapʉre taa daa ca jãñari daare ami cõarʉgʉ, añuro mʉ ĩa majirucu.
MAT.7.6	”Ñucã, Ʉmʉreco Pacʉ yee añurije quetire ca tʉo junarãrena wedeticãña, teere tʉo ajiama ĩirã, mʉjare ñañaro cʉ̃ja ca paa jude batetipere biro ĩirã. Ñucã mʉja yee ʉ̃tã ca wapa pacarije cãare,
MAT.7.7	—Jãiña, Ʉmʉreco Pacʉ mʉjare tiicojorucumi. Amaña, amarã mʉja bʉarucu. Jopere eari jʉoya, mʉja pãa jõene ecorucu. 
MAT.7.8	To biri ca jãigʉ tiicojo ecomi. Ca amagʉ cãa bʉami. Ñucã jopere eari ca jʉogʉ cãa pãa ecomi. 
MAT.7.9	¿To docare, jĩcʉ̃ mʉja mena macʉ̃ ʉno, cʉ̃ macʉ̃ pan
MAT.7.10	¿Ñucã wai cʉ̃ ca jãiro, añarena cʉ̃re cʉ̃ tiicojocãbogajati? 
MAT.7.11	Mʉja ñañarã nii pacarã, mʉja punare añurijere mʉja tiicojo maji. ¡Mʉja Pacʉ ʉmʉreco tutipʉ ca niigʉ pee doca, ametʉenero añurijere tiicojorucumi, cʉ̃re ca jãirãre!
MAT.7.12	”To biri mʉja, aperã añuro mʉjare cʉ̃ja ca tiiro mʉja ca boorore birora, añuro cʉ̃jare tiiya. Atera niicã, doti cũurique, ñucã Ʉmʉreco Pacʉ yee quetire wede jʉgueri maja, cʉ̃ja ca ĩirique.
MAT.7.13	”Ca ejatiri jope peere jãa waarãja. Jope ejari jopero, maa eja añuri maaro, nii, ñañaro bii yairica tabepʉre ca nii waarijea. Teepʉre paʉ jãa waama. 
MAT.7.14	Jope, maa, to birora caticõa niirica tabepʉre ca nii waarije pea ejati, ñucã do biro bii waa majiña manirijeacã nii, bii. Paʉacã méé niima, tii jopere, tii maare, ca bʉarã.
MAT.7.15	”Ʉmʉreco Pacʉ cʉ̃ ca ĩirijere ca wederãre biro ca ĩi dito yujurã menare tʉo majiña. Ovejare biirã baurã mʉja pʉtore dooma. Bii pacarã cʉ̃ja yeripʉra macãnʉcʉ̃ yaia
MAT.7.16	Mʉja pea cʉ̃ja ca tii niirijepʉre mʉja ĩa majirucu. Pota yucʉpʉre, ʉjere jeeya mani. Ñucã higo cãare, pota woopʉre jeeya mani. 
MAT.7.17	Niipetirije yucʉ añurije, añurije dica cʉti. Yucʉ ñañarije cãa, ñañarijera dica cʉti. 
MAT.7.18	Yucʉ añuri yucʉra, ñañarije dica cʉtiti. Ñucã to birora ñañari yucʉ pee cãa, añurije dica cʉtiti.
MAT.7.19	To biri niipetiri yucʉ añurije ca dica cʉtitiri yucʉra queti, pecamepʉ joe batecãrique nii. 
MAT.7.20	To biri mʉja, cʉ̃ja ca tii niirijepʉre mʉja ĩa majirucu.
MAT.7.21	” “¡Wiogʉ, Wiogʉ!” yʉre ca ĩirã niipetirãpʉra Ʉmʉreco Pacʉ cʉ̃ ca doti niiri tabepʉre ea waatirucuma. Yʉ Pacʉ, ʉmʉreco tutipʉ ca niigʉ cʉ̃ ca boorore biro ca tiirã wado ea waarucuma. 
MAT.7.22	Ʉmʉreco Pacʉ cʉ̃ ca ĩa bejeri rʉmʉ ca niirore, paʉ o biro yʉre ĩirucuma: “Wiogʉ, Wiogʉ, jãa cãa, mʉ ca dotiro mena ca biipere wede jʉgue, mʉ wãme mena ĩiri wãtĩa, bojocapʉre ca ñaajãa nʉcãricarãre cõa wiene, ñucã mʉ wãme mena ĩiri, paʉ wãmeri ca ĩa ñaaña manirije tii bau nii, jãa tiiwʉ,” ĩimirucuma. 
MAT.7.23	To cõrora yʉ pea o biro cʉ̃jare yʉ ĩirucu: “Jĩcãti ʉno peera mʉjare yʉ ĩa ñaatiwʉ. Yʉre camotati waarãja mʉja ñañarije ca tiirã,” cʉ̃jare yʉ ĩirucu.
MAT.7.24	”To biri yʉ ca ĩirijere tʉori, yʉ ca ĩirore biro ca tiigʉa, ca tʉgoeña majigʉ, ʉ̃tãga jotoara ca wii bʉaricʉre biro niimi. 
MAT.7.25	Oco pea, diari pai, tii wiire bʉaro wino paa puu cõa tuu, tiiupe. To biro to ca tiicã pacaro, ʉ̃tãga jotoarena wii botarire cʉ̃ ca nʉcõrique niiri ñaatiupe. 
MAT.7.26	Yʉ ca ĩirijere tʉo pacagʉ, yʉ ca ĩirore biro ca tiitigʉa, ca tʉgoeña bojoca catitigʉ, jita dupari yeparena ca wii bʉaricʉre biro niimi. 
MAT.7.27	Oco pea, diari pai, wino bʉaro to ca paa puurora, cague batecã ñaaduwi waaupe. To biro ca biirije pea do biro tii majiña maniro tʉgoeñarique paiorije biiupe —ĩi wedewi Jesús.
MAT.7.28	Atere Jesús cʉ̃ ca wede yapanoro, niipetirã bojoca cʉ̃ ca bue majiorijere tʉorã, ñee pee ĩiticãwa, 
MAT.7.29	doti cũuriquere ca jʉo buerãre biro méé, añuro doti majirique mena cʉ̃ ca bue majioro macã.
MAT.8.1	Ʉ̃tãgʉ ca nii mʉa waari buuropʉ ca niiricʉ Jesús cʉ̃ ca duwi dooro, paʉ bojoca cʉ̃re nʉnʉupa. 
MAT.8.2	Tii tabere jĩcʉ̃ ca cami boagʉ, Jesús pʉto ea, cʉ̃ ãjʉro jupea mena cʉ̃ jʉguero ea nuu waari, o biro cʉ̃re ĩiupi:
MAT.8.2	—Wiogʉ, mʉ ca boojata, yʉ ca boa diarique cʉtirijere yʉre ametʉeneña —ĩiupi.
MAT.8.3	To biro cʉ̃ ca ĩiro, Jesús pea cʉ̃ amo mena cʉ̃re padeñari:
MAT.8.3	—Yʉ boo, cami manigʉ tuaya —cʉ̃re ĩiupi. To biro cʉ̃ ca ĩirora, ca cami boamiricʉ jĩcãto cami manigʉpʉ tuacãupi. 
MAT.8.4	To biro tii yapano, o biro cʉ̃re ĩi nemoupi Jesús:
MAT.8.4	—Tʉoya, jĩcʉ̃ ʉno peerena wedeticãña. Díámacʉ̃ra pai pʉtopʉ waari, ĩñoña mʉ ca biiriquere. Ñucã Moisés niiquĩricʉ cʉ̃ ca tiicojo dotiriquere jee waagʉja, paiapʉ cʉ̃ja ca majipere biro ĩigʉ —ĩiupi.
MAT.8.5	Jesús, Capernaúm macãre cʉ̃ ca piya nʉnʉa waaro, jĩcʉ̃ romano uwamarã ʉpʉ yʉre tii nemoña ĩigʉ, Jesús pʉto dooupi. 
MAT.8.6	O biro ĩiwi:
MAT.8.6	—Wiogʉ, wiipʉre yʉ paderi majʉ bʉʉcãri, waa majiri méé, ñañaro peti punirije tamʉo niijãwi —cʉ̃re ĩiwi.
MAT.8.7	To biro cʉ̃ ca ĩiro, Jesús pea:
MAT.8.7	—Jaʉ. Cʉ̃re yʉ catiogʉ waarucu —cʉ̃re ĩi yʉʉwi.
MAT.8.8	To biro cʉ̃ ca ĩiro, uwamarã ʉpʉ pea o biro cʉ̃re ĩi yʉʉwi:
MAT.8.8	—Wiogʉ, yʉa, yʉ yaa wiire mʉre ca jãa dotipʉ ʉno méé yʉ nii. Yʉre pade bojari majʉ cʉ̃ ca diarique ametʉape wadore doti cojoya. Yʉre pade bojari majʉ caticoarucumi. 
MAT.8.9	Yʉ cãa, yʉ wiorã cʉ̃ja ca dotirijere ca tiigʉ yʉ nii. Yʉ cãa ñucã, uwamarã yʉ ca dotirije ca tiirãre yʉ cʉo. To biri jĩcʉ̃ cʉ̃ja mena macʉ̃re, “Waagʉja,” yʉ ca ĩiro, waami. Ñucã apĩre, “Dooya” yʉ ca ĩiro, doomi. Yʉre pade bojari majʉ cãare, “Teere tiiya” yʉ ca ĩiro, yʉ ca ĩirore biro tiimi —ĩiwi Jesús're.
MAT.8.10	Jesús pea atere tʉogʉ, tʉo ʉcʉacoawi. To biri o biro ĩiwi cʉ̃re ca nʉnʉrãre:
MAT.8.10	—Yee méé mʉjare yʉ ĩi: Ano Israel yepare jĩcʉ̃ ʉno peerena ani to cõro bʉaro “Yʉre tii nemocãrucumi,” cʉ̃ ca ĩi tʉgoeña bayirore biro ca biigʉre yʉ bʉa ea ñaati. 
MAT.8.11	To biri paʉ, muipũ cʉ̃ ca mʉa doori nʉña macãrã, cʉ̃ ca ñaajãa waari nʉña macãrã, doori, Abraham, Isaac, Jacob jãa mena, Ʉmʉreco Pacʉ cʉ̃ ca doti niiri tabepʉre baa duwirucuma. 
MAT.8.12	Ʉmʉreco Pacʉ cʉ̃ ca doti niiri tabepʉre ca niiboricarã pea,
MAT.8.13	To biro ĩi, uwamarã ʉpʉ peera o biro ĩiwi:
MAT.8.13	—Tua waagʉja mʉ yaa wiipʉ. “Yʉre catio bojacãrucumi,” mʉ ca ĩi tʉgoeña bayirore birora to biijato —cʉ̃re ĩiwi. Uwamarã ʉpʉre pade coteri majʉ pea to biro cʉ̃ ca ĩiri nimarora caticoaupi.
MAT.8.14	Jiro Jesús, Pedro yaa wiipʉ waagʉ, Pedro mañicõ wiorique ca dia yojagore bʉa eaupi. 
MAT.8.15	To biro cõ ca biiro, Jesús pea cõ amore cʉ̃ ca padeñarora, wiorique jĩcãto yerijãacoaupa. To biri wãmʉ nʉcã, “¿Mʉja doocãjãri?” cʉ̃jare ĩi jãi boca jʉo waaupo.
MAT.8.16	Ca naio doori tabe ca niiro paʉ bojoca ca wãtĩa jãa ecoricarãre jee waaupa Jesús pʉtopʉ. Jesús pea cʉ̃ ca wederije menara yeri ñañarãre cõa wiene, ñucã niipetirã ca diarique cʉtirã cãare cʉ̃jare catio, tiiupi. 
MAT.8.17	Atea Ʉmʉreco Pacʉ yee quetire wede jʉgueri majʉ Isaías niiquĩricʉ:
MAT.8.17	“Cʉ̃ majuropeera mani ca diarique cʉtirijere jee, puniro mani ca tamʉorijere jee ʉpa, tiiwi,” cʉ̃ ca ĩiquĩrique ca ĩirore biro to biijato ĩiro, bii earo biiupa.
MAT.8.18	Paʉ peti bojoca cʉ̃re cʉ̃ja ca nucũ amojodero ĩari, “Ʉtabʉcʉra ape nʉñapʉ mani tĩa waaco,” ĩiwi Jesús. 
