MAT.1.1	Yisa Masiya
MAT.6.24	“Uba kaa li fir ki tun ki tenn biyudam bilee. U yin nan uba le ki sin jiɛ uba; bee u baga yin be uba ni le kaa sin gar uba paami. Naa li fir jiɛn Uwonbɔr nin iligi.
MAT.6.25	“Mambu n bei ni le, ni laa che ni mugir ni limiɛfol bu, nin naah li ji nan bee naah li nyu nan bu; bee ni gbanann ni, naah li yee nan bu. Limiɛfol kaa ŋan jon tijiiraa, le tigbanann kaa ŋan jon tiwann yeewann naa? 
MAT.6.26	Lig nnɔɔm man laan paab nan; baa bu; bi mu kaa ji chiɛ ki ŋaan tinaapɔrin ni, amaa le ni Baa wan be paab nan jin bi. Naa jɔɔ tinyɔɔr ki jon nnɔɔm maa? 
MAT.6.27	Ni ŋma a binbem mug u wee u li fir fɔbig u miɛfolaa?
MAT.6.28	“Babu wee ni mugir ni ba tiwann yeekaar buu? Lig tikpentunn tan be nkpenn nan a puum, taa tun ni, ki mu kaa loo tiwann yeekaar ki tenn tiba. 
MAT.6.29	Amaa n bei ni le ke, ubɔr Solomɔnn kaah le nan jɔɔ u wan yɔɔ ŋan tan biɛn ni, waa nan nyi ki yee u wan yeeg wee ki ŋan ke tikpentunn a puumi. 
MAT.6.30	Ke ni ye Uwonbɔr li ŋaŋir tikpentunn tan be dinan, wee bin won nyɔɔ ti nŋmi nan, le kaa li fir yeen nim maa? Nim ban a yada par nan!
MAT.6.31	“Mambu, ni laa che ni mugir ni wee ni tiɛr ke, ‘N yin ji baa,’ bee ‘N yin nyu baa,’ bee ‘N yin yee baa ni?’ 
MAT.6.32	Ban kaa ye Juu yaab n ti mugir bi potiɛl ni niɛ nan biɛn bu le; amaa ni Baa Uwonbɔr wan be paab nan pii nyi ke ni ban ni niɛ biɛn. 
MAT.6.33	Amaa ni chinn ban U naamin nin U buchinn binbemin na, le u li ta ni niɛ biɛn ki sei ni. 
MAT.6.34	Mambu, ni laa che ke won a bɔr mugir ni, lidaal biɛn jɔɔ libɔmug kaar lan kpaan li le.
MAT.7.1	“Ni laa ji tab tibɔri, naa ye man ke Uwonbɔr mu li ji ni tibɔr. 
MAT.7.2	Nan bu-n naah ji tab a bɔr man ni, man mu le bi na yin ji ni bɔr, kiyiikpoŋ kan wee ni jɔɔ magir ki tenn ni tabin, ki ma le bi na yin ta mag ki jiin ni.
MAT.7.3	“A ŋa nii kan lidabul lan be a kpiɛg a numbim ni naa, wee kaa kan lidagenl lan be a numbilin naa? 
MAT.7.4	Ke a yin ŋa nii ki bei a kpiɛg ke, ‘Che n nyan lidabul lan be a numbilin nan,’ wee isaŋ biɛn lidagenl be a tɔɔl a numbilin naa? 
MAT.7.5	Fin ulinlaril nan, chinn nyan lidagenl lan be a tɔɔl numbilin ni na, wee ki ni fir kan nbamɔm ki nyan lidabul lan be a kpiɛg a numbilin ni.
MAT.7.6	“Ni laa ta niwann nan be kasi ki sei ibɔ, ni laa ta nan ye tinyɔɔr a wann ke salima-n ki gab idooli. Ni ye a ŋa man ke bi li ta bi taafar ki ta i bu ki jin labir ki tɔr tɔriŋ.
MAT.7.7	“Li miɛu ke bi li ta seiŋ; li ban na, ke a li kan; li kpaar linaanganla, ke li li loor ki seiŋ. 
MAT.7.8	Nan bu-n wan biɛn miɛ ke u gaan le; le wan biɛn mu ban ke u li kan; le wan kpaar linaanganl le li loor tenn.
MAT.7.9	“Ni ŋma, wee ni ye ke u big miɛ u boroboro ke, un ta litangbagil ki sei waa? 
MAT.7.10	Bee u miɛ ujan ke un ta liwaalabil ki sei waa? 
MAT.7.11	Ke ni ye nim ban ye tibirdam nan nyi ipiin ŋan ni ta sei ni buwaab ke, ni Baa Uwonbɔr wan be paab nan ma kaa nyi nan ŋan kag ki li ta sei ban miɛ waa! 
MAT.7.12	Nan wee a ban a kpiɛg li tun ki tenn niŋin, a mu li tun man ki tenn a kpiɛtiiba, nan bu-n Moziz a siim nin Bilinlem a wɔɔnimin wɔɔn man le.
MAT.7.13	“Kɔɔm ntimansanmɔnn man kaa yalin nan yaan; nan bu-n ntimansanmɔnn man yalin chaa nŋmi-n le, le bininfob takpem kɔɔ niin, nan bu-n nsan man chaa niin ni yalin le. 
MAT.7.14	Limiɛfol a timansanmɔnn n ma kaa yalin ni, le mi sanchonl pɔɔ nin nnɔɔm, mambu che bininfob wama nan le kan mi.
MAT.7.15	“Ni li nyi tibɔkar a linlem nan bu, ban chaan ni ban ki nann ipee, wee ki sin ye igbingbel bamɔn nan. 
MAT.7.16	Bi loon yin le ni li biɛ baah ye ban. Bininfob ker igbiin bikunkom a sub buu, bee bi ker ikinkan kujagorug buu? 
MAT.7.17	Kisiŋaŋ biɛn lo iloon ŋan le; amaa kisibiig biɛn mu lo tiloonbir le. 
MAT.7.18	Kisiŋaŋ kaa li fir lo iloon biri; kisibiig mu kaa li fir lo iloon ŋan ni. 
MAT.7.19	Bisib ban biɛn kaa lo iloon ŋan ke bi li ga bi jaa le ki ta bi gab nŋmi-n. 
MAT.7.20	Mambu, bi looi yin le ni li biɛ bi.
MAT.7.21	“Naa ye ban biɛn beim ke, ‘Uyudaan, Uyudaan,’ li na li kɔɔ paab a naamin ni, amaa wan chee ki tun n Baa wan be paab a bamin. 
MAT.7.22	Lidaal nmɔn nan foo ke, bininfob takpem na yin yim le ki ke, ‘Uyudaan, Uyudaan, taa nan pag ilinlen leen a yinl buu? Naa ye a yinl bu le ti nan nyan nnaanbiim bininfobin, ki ji tun ligaril a toon yin naa?’ 
MAT.7.23	Iyaayoo nmɔn le n mu na li bei bi npaan ni ke, ‘Maa nyi ni, nim titoonbirdam nan, ni fɔr n ban na!’
MAT.7.24	“Mambu, wan biɛn gbir n bɔr wee ki ŋmag ti nbamɔm ke, u nann ulandaan wan nan maa u niin ki tɔɔn kutanpiig bu-n le. 
MAT.7.25	Le utaal nan nun, le ikpen gbee, le nfaam daa, ki piɛr iniin nmɔn a dikakpin; amaa yaa nan lu, nan bu-n i fiɛl nan tɔɔ kutanpiig bu le. 
MAT.7.26	Amaa wan biɛn gbir n bɔr nan, wee kaa ŋmag ti ke, u nann kujajɔrug kan nan maa u niin litanbiiril ni le. 
MAT.7.27	Le utaal nan nun, le ikpen gbee, le nfaam daa, ki piɛr iniin nmɔn a dikakpin, le iniin nmɔn lu ki weeh weeh.”
MAT.7.28	Yisa kaah nan pag imɔbon nan ki diɛ n-yonn man ni, le u wɔɔnim nmɔn nan gar kuninfogbaluŋin, 
MAT.7.29	nan bu-n u nan wɔɔn bi waah jɔɔ tininkper a pɔɔmin le, kaa nann bi yaa ninfob ban wɔɔnn Uwonbɔr a siimin ni.
MAT.8.1	Yisa kaah nan nyan lijɔɔl a paab ki jiirin n-yonn man ni, le bininfob takpem nɔɔ u bɔɔn. 
MAT.8.2	Le ki miin kikɔŋ kiba mu dan ki nan gbaan u nintogil ki ke, “Uyudaan, ni ye a ban ke a li fir che n wiɛm nan n diɛ.” 
MAT.8.3	Le Yisa tann u nɔɔ ki maa u ki bei u ke, “N ban man, a wiɛm nmɔn n diɛm!” Libol nmɔn le u wiɛm nmɔn sin diɛ. 
MAT.8.4	Le Yisa kpaan u ke, “Li nyi a bei uba tibɔr nan, amaa li chaa Uwonbɔr a minmanu ban ki tan ta a ba ki wɔɔn u, wee ki jin mann kumanug kan wee Moziz nan siin ni, wee ni li ye siɛra.”
MAT.8.5	Yisa kaah nan tan kɔɔ Kapeniɛm n-yonn man ni, le Rom a tɔb a sanliiru wan ŋmag bitɔtogib kobig nan dan u ban ki nan balin u ke un ter u, 
MAT.8.6	Le ki ke, “Uyudaan, n toontunnu le dɔɔ iniin, le u gbanann kpo, le ni mugir u pam.”
MAT.8.7	Le Yisa bei u ke, “N li jo ki tan teb u.”
MAT.8.8	Le bitɔb a sanliir win jiin ke, “Uyudaan, maa kpaan nin a dan n niin ni. Amaa a pag limɔbonl a binba ke n toontunnu nmɔn li kan kutebug. 
MAT.8.9	Nan bu-n n baantɔɔl ye wan cheel tininkper a pɔɔm le, ki ŋmag bitɔtogib n bɔɔn. N bei uba le ke, ‘Li chaau,’ le un jo; ki bei utɔ mu ke, ‘Dan ni,’ le un dan. N le bei n toontunnu ke, ‘Ŋa nan na’ ke, u yin tun man le.”
MAT.8.10	Yisa kaah nan gbir man nmɔn, le ni gar u; le u gbiɛ lig bininfob ban nɔɔ u bɔɔn nin ki bei bi ke, “Ibamɔn le n bei ni nan, maa laa kan uba wee u jɔɔ yada nan a booli Iziral yaabin ni. 
MAT.8.11	N bei ni le, bininfob takpem na li nyann titogil nin bɔɔn, le bi ma nin Abiraham nin Azig nin Jekɔb li lagin kal ki ji tijiir, paab a naamin. 
MAT.8.12	Amaa nim ban ye nnaam nmɔn a ninfob nan, bi na li ta ni ki gab ngbaan, libunbɔnlin; nin yaan nmɔn le ni tan yin fabin ki mɔr ki ŋma inyin.”
MAT.8.13	Le Yisa bei bitɔb a sanliir win ke, “Li kun na ŋaah ŋa yada man ni, nin tun man ki seiŋa.” Le u toontunnu nmɔn sin nan kan kutebug n-yonn nmɔn.
MAT.8.14	N-yonn man wee Yisa nan kɔɔ Piita a niin ni, le u kan Piita a chɔɔpii kaah dɔ bu, ni nan ye kugbanantoŋ le. 
MAT.8.15	Le Yisa maa u nɔɔ; le u gbanantoŋ nmɔn diɛ, le u fii ki ŋa bi kuchɔŋ.
MAT.8.16	Lidaal nmɔn a jɔɔg, bi nan ta bininfob takpem ban wee nnaanbiim nɔɔ bin ki dan Yisa ban; le u pag limɔbonl ki nyan nnaanbiim nmɔn, le ki ji teb bibaarib nmɔn biɛn. 
MAT.8.17	Waah nan tun man ni, nan gbeen ulinlenn Azaya kaah nan pag man n le ke,
MAT.8.17	“U ma baantɔɔl le gaa ti gbanantoŋ
MAT.8.17	nin ti wiɛn biɛn ki tu.”
MAT.8.18	Yisa kaah nan nan kan ki miin kuninfogbaluŋ gɔɔn u n-yonn man ni, le u bei u bɔɔnɔɔbin ke bin fiim wee bin lɔŋ limɔgil nan a dool. 
MAT.8.19	Le ban wɔɔnn Uwonbɔr a siim n-yaa ni uba dan ki nan bei u ke, “Wan wɔɔn n li nɔɔŋ ki jo ŋaah chaa nan yaan biɛn.”
MAT.8.20	Le Yisa jiin ke, “Tiŋɔgir jɔɔ ifal, le nnɔɔm man laan paab nan mu jɔɔ titar, amaa Uninfosaal a Big kaa jɔɔ waah li dɔɔn nan yaan ni.”
MAT.8.21	Le u bɔɔnɔɔru uba mu nan bei u ke, “N Yudaau, che n chinn jo tan pii n baa wee.”
MAT.8.22	Le Yisa bei u ke, “Li nɔɔm ni wee ki che bitakpiib li pii bi taba.”
MAT.8.23	Le Yisa kɔɔ kuŋaluŋin, le u bɔɔnɔɔbin biɛn nɔɔ kɔɔ. 
MAT.8.24	Le ki miin ntafapɔɔrim fii ki daar limɔgil n-yaan, le kunyungbɔŋ daar ki yugir kɔɔ kuŋaluŋ n-yaa poolin ki nan ban min gbee, amaa le Yisa ma dɔ ki jiɛn. 
MAT.8.25	Le u bɔɔnɔɔbin dan ki nan fiin u, ki bei u ke, “Uyudaan, fee ti ki jaau ke nnyum yin ji ti le!”
MAT.8.26	Le Yisa bei bi ke, “Nim yada parim dam nan, ba ŋa wee ni san bijawaamaa?” Le ki fii ki tiɛn nfaam nin kunyungbɔŋ n bu ke min ŋmin na, le mi sin ŋmin soon.
MAT.8.27	Le ni gar bi, le bi baan tab ke, “Uninfo nan ye ninfo bolin baa? Wee nfaam nin kunyungbɔŋ chee u mɔb baa!”
MAT.8.28	Yisa kaah nan lɔŋ Galilii a mɔgilin ki foo Gadara a tiŋin nan, le bijab bilee ban nan gbee nin nnaanbiim nan nyan tikarin ki kenn u. Bi nan bir pam ni bu che ni nan pɔɔ nin uba n fir ki nɔɔ nsan man chaa tikarin nmɔn yaan. 
MAT.8.29	Le bi tiɛn ki ke, “Fin Uwonbɔr a bija, tim nin fin babu, a dan a nan jin ti fala wee iyoo kaa la foo?”
MAT.8.30	Idool takpem nan si ngbaan ki mal nin yaan ki ji. 
MAT.8.31	Le nnaanbiim nmɔn nan balin Yisa ki ke, “Ni ye a nyan ti ke a jaa ti wee ti tan kɔɔ idool nan yaan.”
MAT.8.32	Le Yisa bei bi ke, “Ni li chaau!” Le bi nyan bijab n-yaan, ki jon tan kɔɔ idool nmɔn yaan; le idool nmɔn biɛn nan guun ki jiir limɔgil takpenl n-yaan le nnyum jin bi. 
MAT.8.33	Le ban guu idool nmɔn fii ki guun jon kitiŋ n-yaan, ki tan mɔɔn nan biɛn tun, nin nnaanbiim kaah nyan bijab n-yaan man. 
MAT.8.34	Lig, le ki miin kitiŋ n-yaa ninfob biɛn fii ki guun too Yisa. Baah nan kan u n-yonn man ni, le bi balin u ke un nya bi tingbɔŋin na.
MAT.9.1	Le Yisa nan kɔɔ kuŋaluŋ, ki don limɔgilin a dool liba paam, ki kun u tiŋin. 
MAT.9.2	Lig, bininfob biba nan ŋmag; tigbanann kpiindaan uba ki ta u paan kikpaarig bu, ki ta u dan Yisa ban. Yisa kaah kan ke bi ŋa u yada man ni, le u bei ubaarin ke, “N bija, che a sufu li pɔɔu ke n jiɛn a bir ki periŋa.”
MAT.9.3	Lig, le ban wɔɔnn Uwonbɔr a siimin a ni biba nin tiɛr bi sufu-n ke! “U sugir Uwonbɔr le nmɔn.”
MAT.9.4	Yisa ma nan biɛ baah tiɛr man na, le ki baan bi ke, “Ba ŋa wee ni tiɛr tipotiɛbir nan ni sufu-n naa? 
MAT.9.5	Maah bei ubaarin ke, n jiɛn u bir ki per waan, bee maah bi li bei u ke, fiim ki li choon n naa, ti bɔr tilee nan ti la ba pɔɔ? 
MAT.9.6	Amaa wee ni biɛ ke Uninfosaal a Big jɔɔ tininkper a pɔɔm kutingbɔŋ nan yaan ki li fir jiɛn bininfob a bir ki per bi…” Le ki bei uja wan wee u gbanann kpo nan ke, “Fiim wee ki yuur a wan dɔɔn waŋ ki li kun na.” 
MAT.9.7	Le uja nmɔn fii ki kun. 
MAT.9.8	Kuninfogbaluŋin kaah kan man ni, le bijawaam choo bi, le bi pag Uwonbɔr nin waah sei uninfosaal tininkper a pɔɔm nan a booli.
MAT.9.9	Le Yisa nyan nin yaan ki chaa, ki tan kan uja uba, le bi yi u ke Matiu, ki miin u ka u toon yin le bilanpogaab a nanbonn; le Yisa bei u ke, “Fii ki li nɔɔm ni.” Le u fii ki nɔɔ u.
MAT.9.10	Yisa kaah nan be Matiu a niin ki ji kujɔɔg a jiir n-yonn man ni, le bilanpogaab biba nin tibirdam takpem kɔɔn ki nan kal kpiɛ Yisa nin u bɔɔnɔɔbin bu ki ji bi ban. 
MAT.9.11	Farasii yaab kaah nan kan man ni, le bi baan u bɔɔnɔɔbin ke, “Ba ŋa wee wan wɔɔnn ni nmɔn lagin ji nin bilanpogaab nin ‘tibirdam’ ban naa?”
MAT.9.12	Le Yisa gbir baah pag man nmɔn le ki len ke, “Ban pɔɔ kaa ban utebiri, see ban bu-n. 
MAT.9.13	Amaa ni li chaau ki tan tinn ki biɛ ni taai: ‘N ban linyunyunbasanl le, naa ye kumanugi.’
MAT.9.14	Le Jɔnn Wan nan Fu Bininfob Uwonbɔr a Nyunfulin nan a bɔɔnɔɔb dan Yisa ban ki nan baan u ke, “Tim nin Farasii yaab lolig bimɔb le n-yonn biɛn; ke ba ŋa wee a bɔɔnɔɔbin ma kaa lolig gaa?”
MAT.9.15	Le Yisa jiin ki baan bi ke, “Lipiichanil be ke, bicham le jɔɔ npoobiin, n-yonn man wee lipiichanil daan la be bi ban nan naa? Aai. N-yonn chaan, le bi na li nyan lipiichanil daan ni ban, iyaayoo le bi yin lol imɔɔŋ.
MAT.9.16	“Uba kaa li ta litanl pɔnl ki legin daala kpegi, ni ye u ŋa man ke, litanl pɔnlin li chiɛ daala kpegin, le nchiɛm nmɔn mann ki yann. 
MAT.9.17	Uba mu kaa yin chee ki ta ndapɔm ki ŋuun libokpegilin ni, ni ye wan ŋa man wee ndapɔmin nan mɔɔ ke, min yin pɔɔ liboolin le, le ndaamin wur, le liboolin mu n bii. Aai bi jɔɔ ndapɔm ki ŋu liboopɔnlin le, wee ni biɛn n laa bii.”
MAT.9.18	Yisa kaah la nan be pag ki tenn bi n-yonn man ni, lig, ki miin uyudaan uba dan ki nan gbaan u nintogil, ki bei u ke, “N bisa le kpo; mambu, dan ki nan ta a nɔɔ ki paan u bu-u, wee un kan limiɛfol.” 
MAT.9.19	Le Yisa nan fii nin u bɔɔnɔɔb le bi nɔɔ u jon.
MAT.9.20	Ki miin upii uba mu nan kan tipiir ke taa diɛri, ki tan kpaa ibin piig nin ilee; le u nan dan Yisa ban ki linn Yisa a bɔɔn le ki maa u daala takpeŋ a gbaam. 
MAT.9.21	Upii nmɔn nan tiɛr u sufu ni ke, “Ni ye n le pii u daala a gbaam ki maa ke, n li kan kutebug.”
MAT.9.22	Le Yisa gbiɛ lig ki kan u, le ki len ke, “N bisa, che a sufu li pɔɔu. Ŋaah ŋaam yada-n bu le a kan kutebug.” Libol nmɔn, le u sin kan kutebug.
MAT.9.23	Yisa kaah nan tan kɔɔ uyudaan a niin n-yonn man ni, le u kan biwopeeb pee iwol, le kuninfogbaluŋ mu mɔr tikpemɔr ki fabin, 
MAT.9.24	le u ke, “Ni li chaau. Kibisiɛgin kaa kpo, u jiɛn le.” Amaa le bi laa u. 
MAT.9.25	Baah nan ŋɔɔr bininfobin ki nyan a bɔɔn; le Yisa kɔɔ ki choo kibisiɛgin a nɔɔ, le u fii sir paab. 
MAT.9.26	Le bi nan mɔɔn tibɔr nmɔn kutingbɔŋ nmɔn a gbanann biɛn.
MAT.9.27	Yisa kaah nan nyan niin ki nan jo chaa nintogil nan, le bijajɔɔm bilee nan paa u bɔɔn, le ki yin u ki len ke, “Fin Defid a yaabil! San ti kunyunyunbaag ni.”
MAT.9.28	Yisa kaah nan chaa ki tan kɔɔ iniin iba ni n-yonn man ni, le bijɔɔmin foon ki nan kɔɔ niin. Le u baan bi ke, “Ni ŋa yada ke n li fir sei ni kutebugaa?”
MAT.9.28	Le bi jiin ki ke, “Nn, Uyudaan.”
MAT.9.29	Le u ta u nɔɔ ki maa binumbili, ki ke, “Naah ŋa yada man ni, nin tun man ki sei ni”; 
MAT.9.30	le binumbili ligir, le u kpaan bi nbamɔm ke, “Ni li nyi ni bei uba nan tun nan bu.”
MAT.9.31	Amaa le bi nyan ki mɔɔn u bɔr nmɔn kutingbɔŋ nmɔn yaan biɛn.
MAT.9.32	Baah nan fii ki nyan n-yonn man ni, le ki miin bi ŋmag uja uba ki dan Yisa ban, wan wee kinaanbiig nan be u ni wee waa fin pagi. 
MAT.9.33	Le Yisa nyan kinaanbiigin uja nmɔn ni, le u ni nan piin ki pag. Ni nan gar kuninfogbaluŋin le, le bi nin pag ke, “Taa la nyi kan nan ni, tim Iziral a tiŋ nan yaan ni.”
MAT.9.34	Amaa le Farasii yaab len ke, “Nnaanbiim a bɔru le sei u npɔɔn ke un nyan nnaanbiim bininfobin.”
MAT.9.35	Yisa nan choon ki gɔnn ntintakpem nin ntinbum biɛn nin, ki kɔɔ tiwonjiɛndirin, ki mɔɔn Uwonbɔr a naam a bɔŋann ni ki wɔɔn bininfob, ki che ban bu iwiɛn a booli kan kutebug. 
MAT.9.36	Waah nan kan kuninfogbaluŋin, le kunyunyunbaag choo u, nan bu-n ni nan mugir bi le bi be kaa jɔɔ wan li ter bi, ki nann ipee yan kaa jɔɔ upeekpaari. 
MAT.9.37	Le u bei u bɔɔnɔɔbin ke, “Idi-n beer ki yaba, amaa le bidichiɛbin waar. 
MAT.9.38	Mambu, ni li miɛ bukpaab nmɔn daan na wee un kpiɛn bidichiɛb u kpaab nmɔn yaan ni.”
MAT.10.1	Yisa nan yin u tooi piig nin bilee le, ki sei bi tininkper a pɔɔm ke bi li nyann nnaanbiim bininfobin, ki che ban bu iwiɛn a booli a booli n kan kutebug.
MAT.10.2	U tooi piig nin bilee nmɔn a yin sɔ: Chinchinn le ye Simɔnn, (wan a yinl ji ye Piita nan), nin u waal Anduru, ki kpiɛ Jemisi nin Jɔnn ban nan ye Zebedi a naachim nan, 
MAT.10.3	Filib nin Batolomiu; Tomasi nin Matiu wan nan ye ulanpogaar nan, nin Jemisi wan nan ye Alifiu a bija nan, nin Tadiɛsi, 
MAT.10.4	nin Simɔnn wan wee bi yi u ke Zealo
MAT.10.5	Le Yisa nan tun u tooi piig nin bilee nmɔn, le ki kpaan bi ke, “Ni li nyi ni jo ban kaa ye Juu yaabin ban, ki laa kɔɔ Samariya yaab a timin ni. 
MAT.10.6	Amaa ni li chaa Iziral yaab ban nann ipee yan borin ban. 
MAT.10.7	Naah chaa nan, ni li mɔɔn tibɔŋann nmɔn ke: ‘Paab a naamin mala.’ 
MAT.10.8	Ni li teb bibaariba, ki li fiin bitakpiiba, ki jin che nkɔm nkan kutebug, ki nyan nnaanbiim bininfobin na. Ni gaa yɔli le, ni mu li tenn yɔliu. 
MAT.10.9	Ni laa ŋmag salima bee tikurninann bee tikurbinn ni bɔɔlimin ni. 
MAT.10.10	Ni laa ŋmag ipɔg ki chonn nsam nmɔn ni, bee ni ŋmag daala ilelee, bee inaatagi, bee njaangbiɛmi; nan bu-n u toontunn ŋan nin un ji u toon yin le.
MAT.10.11	“Amaa ntintakpem bee ntinbum man wee ni li kɔɔ-n, ni baan ki kan upoopendaan a niin na, wee ki kɔɔ ki li be niin nin ni fii daal. 
MAT.10.12	Naah yin kɔɔ iniin yan yaan ni, ni poor iniin nmɔn yaab nbamɔma. 
MAT.10.13	Ni ye iniin nmɔn yaab ye bibuchim ke, ni che ni posɔɔmin paar bi bu; amaa ni ye bibuchim kaa be iniin nmɔn yaan ke, ni che ni posɔɔm nmɔn jirin ni ban. 
MAT.10.14	Wan yii kaa gaa ni ke, wee ki ji yii ni bɔŋann a gbirim, wee ni yin nyan iniin nmɔn yaan bee kitiŋ nmɔn yaan ke, ni pir pir ni taafar a tann ki jaa nin yaan na. 
MAT.10.15	N bei ni ibamɔn le, lidaal lan wee Uwonbɔr nan yin ji bininfob tibɔrin, kitiŋ nmɔn yaab a tudaril na li jo Sodom nin Gomoriya yaab yaal.
MAT.10.16	“Ni lig man, n tun ni le, ni yin be le ke ipee kaah be igbingbel a sisiigin man ni. Ni ma bu ni che ni num li ween ke iwaa-n, amaa wee ki li be soon ke ilanjelin. 
MAT.10.17	Ni li nyi bininfob bu, bi na li choo ni ki ta ni jo bibɔjib ban, ki boo ni tiwonjiɛndirin. 
MAT.10.18	Min bu bi na li ta ni ki jo kitiŋ a yudam nin bibɔrtiib ban wee ni li ye siɛradam ki sei bima nin ban kaa ye Juu yaabin ban. 
MAT.10.19	Amaa bi nan choo ni ke, ni laa che ni mug ni, nin naah li pag man ni, nan bu-n iyaayoo le Uwonbɔr yin sei ni imɔbon le ni ta jiin bi, 
MAT.10.20	nan bu-n naa ye nim li na yin pagi, amaa ni Baa a Naaŋin li na yin che ni pag.
MAT.10.21	“Uninfo na li gbii u na big bu le bin ku u; le baam na li gbii bi buwaab bu; le nbuwaab na li kɔnn bi dam ki ku bi. 
MAT.10.22	Uninfo biɛn na li nan ni. Naah nɔɔ min bu; amaa wan nan fir sir nin nton nan a joorim ke, u li kan nŋmarim. 
MAT.10.23	Bi nan mugir ni kitiŋ kiba ni ke, ni nya niin wee ki lɔŋ ki tɔu; N bei ni ibamɔn le, naa li fir gɔnn Juu yaab a tim nan biɛn ni, le Uninfosaal a Big ndan.
MAT.10.24	“Wan tinn kaa jon wan wɔɔnn ni wi, uyom mu kaa jon u yudaau wi. 
MAT.10.25	Ni ŋan nin wan tinn a binbem li be ke wan wɔɔnn u a binbemin, le uyom mu li be ke u yudaau kaah be man ni. Ni ye bi nan yin uniindaan Beelizebul ke (nnaanbiim a bɔru) bi nin yin yin u niin yaab ke baa?
MAT.10.26	“Mambu ni laa san bi bijawaami. Niba li kaa be ki pii wee kaa na li piiri, bee ki woo wee kaa na li nya npaan nin ni. 
MAT.10.27	Nan wee n bei ni libunbɔnlin nan, amaa ni pag nween nin na, nan mu wee n lɔɔg ki bei ni nan, ni mɔɔn npaan nin na. 
MAT.10.28	Ni laa san ban li fir ku ni gbanann, wee kaa sin li fir ku ni naamin ni, amaa ni li san Uwonbɔr wan li fir ku ni gbanann nin ni naam biɛn nŋmi-n ni na. 
MAT.10.29	Naa ye bi kɔɔr ijakangbal ilee koobu lee? Bi ni uba kaa li lu tum wee naa ye ni Baa a bami. 
MAT.10.30	Hali U nyi ni yukper tan be ni yuli bu-n a kanl. 
MAT.10.31	Mambu, ni laa san bijawaami, ni jɔɔ tinyɔɔr ki jon ijakangbal takpema.
MAT.10.32	“Wan nyan u ba npaan ni ke u ye n bɔɔnɔɔru ke, n mu na li nyan u npaan ni, n Baa wan be paab nan ban. 
MAT.10.33	Wan mu ke waa ye n bɔɔnɔɔru bininfobin ke, n mu na li ke maa nyi wi, n Baa wan be paab nan ban.
MAT.10.34	“Ni laa tiɛr ke n ta nposɔɔn le dan dulinya nan yaab bu, maa dan nin nposɔɔn ni, amaa n dan nin takoobi le. 
MAT.10.35	Nan bu-n n dan n nan tugin
MAT.10.35	‘uja nin u baa le,
MAT.10.35	kibisiɛg nin ki na,
MAT.10.35	upii nin u yaabisa.
MAT.10.36	Uninfo a dataag le na yin ye u niin yaab.’
MAT.10.37	“Wan ban u baa bee u na ki jon min ke, waa kpaan nin un ŋa n bɔɔnɔɔru wi, wan mu ji ban u bija bee u bisa ki jon min ke, waa kpaan nin un ŋa n bɔɔnɔɔru wi; 
MAT.10.38	le wan kaa ta u kum a dapunpunl ki nɔɔm ke, waa kpaan nin un ŋa n bɔɔnɔɔru wi. 
MAT.10.39	Wan jɔɔ u miɛfol ki debin ni, na li lann li, amaa wan mu kaa debin u miɛfol n bu ke u na li kan li.
MAT.10.40	“Wan gaa ni kuchɔŋ ke, u yaa daan gaa min le, wan mu gaa min kuchɔŋ ke u gaa n Baa Uwonbɔr wan tum min le. 
MAT.10.41	Wan gaa u linlenn kuchɔŋ waah ye linlenn nin bu ke, u na li gaa bilinlem a yɔr. Wan gaa ubuchin kuchɔŋ waah ye ubuchin nin bu ke, u na li gaa ubuchin a yɔr. 
MAT.10.42	Wan minn nnyunsɔɔm wama ki sei n bɔɔnɔɔb ban waar nan a ni uba, waah ye n bɔɔnɔɔru win bu ke, n bei ni ibamɔn le, waa li nyi ki lann u yɔri.”
MAT.11.1	Yisa kaah nan wɔɔn u bɔɔnɔɔb piig nin bilee-n ki diɛ n-yonn man ni, le u nyan niin ki jon Galilii a timin un tan wɔɔn bininfob ki sin mɔɔn Uwonbɔr a bɔr.
MAT.11.2	Jɔnn kaah nan be kuloondiigin, ki nan gbir Yisa Masiya a toon a bɔrin, le u nan tun u bɔɔnɔɔb Yisa ban, 
MAT.11.3	ke bin tan baan u ke, “Fin le ye wan yin dan ni bee, ti li guu u baa?”
MAT.11.4	Le Yisa jiin ke, “Ni li jir ki tan wɔɔn u naah gbir man, ki kan man, 
MAT.11.5	ke ni kan bijɔɔm ligir, le nwɔbim a taai tann le bi choon, le nkɔm a gbanann ŋaŋ, le bitukpaab gbir, le bitakpiib fii nkumin, le tibɔŋann nin nan mɔɔn ki sei bilanjiim. 
MAT.11.6	Tikaar be wan kan limugil wee kaa ta n bɔr gab nan bu.”
MAT.11.7	Tɔ, Jɔnn a bɔɔnɔɔbin kaah nan nyan nin yaan ki jir kun n-yonn man nin, le Yisa nan piin ki pag tenn kuninfogbaluŋin Jɔnn bu: “Naah nan jon Jɔnn ban lisagilin ni, ni nan tiɛr ke ni tan yin kan baa? Igbingbaan yan wee ntafaam daarin naa? 
