MAT.1.1	Yeezuu yaabɔɔ wɔɔ ba n nɩ: Yeezuu ɩ yɩrɛ ɩ ʊ, cir *Davɩd Nyɩ m, Abraham do gʊaa m sɔ.
MAT.5.26	Sɩra mɔɔ n'a hɩrɛ ɩbɩɩ m: Ɩbɩɩ bɩ bɔm b'ʊ k'ɩbɩɩ n ɩ zɩm bɩ ka haay y, bɩ tanka deem taan… bɩ gɔɔtarɛ y.»
MAT.5.27	«Awɔɔ ma, n ʊ: ‹Ɩ bɩ jaan da y.› 
MAT.5.28	Bɩ mɔɔ y'a hɩrɛ awɔɔ m: Kʊ gʊaa dɩga lʊ ma a hɔɔn n ta zi, a jaan da kan kɩ a heer ʊ.»
MAT.5.29	«K'ɩ bɩsɩ mɩnyaa bɩ y'ɩ dam mimbʊnyaa barɛ ma, k'ɩ bɔ ʊ, ɩ zo laatʊ ɩ ma. Bala, a jɩra k'ɩ mɛ vəŋŋə deem n a zaar ba, k'ɩ mɛ bɩ haay bɩ ta sɛhar ʊ y. 
MAT.5.30	Bɩ, k'ɩ bɩsɩ wɔ bɩ y'ɩ dam mimbʊnyaa barɛ ma, k'ɩ zɛ ra ɩ zo laatʊ ɩ ma. A jɩra k'ɩ mɛ vəŋŋə deem n a zaar ba, k'ɩ mɛ bɩ haay bɩ ta sɛhar ʊ y.»
MAT.5.31	«N y'a ya, n n a hɩ sɔ, n ʊ: ‹Kʊ gʊaa la a lʊ ra k'an wɔsaalʊmaci ka ʊ.› 
MAT.5.32	Bɩ mɔɔ y'a hɩrɛ awɔɔ m: Kʊ gʊaa la a lʊ ra, bɩ jaan bɛɛ a a da y, lʊ bɩ da an nawʊm jaandarɛ ma. Bɩ, kʊ gʊaa lʊ k'a gʊ a zim ma sa, jaan a da.»
MAT.5.33	«Awɔɔ ma, n n a hɩ wɔɔ yaabɔɔ m, n ʊ: ‹Ɩ bɩ ɩ lerbɔrɛ to y, b'a ka kʊ hɔ k'ɩbɩɩ ler bɔ Zuuba m ɩ ɩ wer si bɩ n kʊ yɩ.› 
MAT.5.34	Bɩ mɔɔ y'a hɩrɛ awɔɔ m, a b'a wer si fɩɩga y: A b'a wer si brama tɔ nɩ y, bala, Woso cirbəəduu m bɩ. 
MAT.5.35	A b'a wer si tara tɔ nɩ y, bala, a gam cɩntarahɔ m bɩ, a b'a wer si Zerizalɛm tɔ nɩ y, bala, cir gʊta bɩ kʊ m bɩ. 
MAT.5.36	Ɩ b'ɩ wer si ɩ mim tɔ nɩ y, bala ɩbɩɩ b'ɩ dam ma ɩ ka minkə deem n a ba kunkum gɛɛ fu y. 
MAT.5.37	K'awɔɔ ɩ meer barɛ, kʊ ɩɩn… m, k'a hɩ, a ʊ: ɩɩn… m. Kʊ ayy… m, k'a hɩ, a ʊ: ayy… m. Meerbaa k'a n'a nam ma bɩ, a to a ʊ a Bʊnyaabarɛzaa
MAT.5.38	«Awɔɔ ma, n n a hɩ, n ʊ: ‹Mɩnyaa nɩ sompim mɩnyaa bɩncɛ ʊ, sɔ nɩ sompim sɔ bɩncɛ ʊ.› 
MAT.5.39	Bɩ mɔɔ y'a hɩrɛ awɔɔ m, kʊ gʊaa a ba awɔɔ m bʊnyaa, a b'a bʊnyaa ba m sɔ y. Bɩ, kʊ gʊaa a wɔ ta ɩ bɩsɩ paasɩ rɛ, k'ɩ ɩ jɩsa paasɩ bɩ ka ʊ k'an a ta rɛ. 
MAT.5.40	Kʊ gʊaa ʊ, k'a dʊdɔ ka kan ɩ kɩ, k'a ɩ huudaara yɔ ɩ m, k'ɩ to k'an ɩ huukuurə sa sɔ. 
MAT.5.41	Kʊ gʊaa paŋŋa ba ɩ ma, k'a ɩ da tarɛ ma ganjɩbɔʊrɛ tisi kan a kɩ, k'ɩ ta ganjɩbɔʊrɛ tisi hɩɩya kan kɩ. 
MAT.5.42	Kʊ gʊaa hɔ yɛ ɩ han, k'ɩ ka ʊ. Kʊ gʊaa ʊ, k'a zɩm sa ɩ zi, ɩ bɩ ɩ gu han y.»
MAT.5.43	«Awɔɔ ma, n n a hɩ, n ʊ: ‹K'ɩ ɩ gʊaa ŋʊa, k'ɩ sɔ ɩ jɩm m.› 
MAT.5.44	Bɩ mɔɔ y'a hɩrɛ awɔɔ m: K'a a jɩnnɔ ŋʊa, k'a yaa da Woso m gʊɔɔ kʊ ŋ nɩ fɩr karɛ awɔɔ ma rɔ wɔɔ tɔ ma. 
MAT.5.45	Ncɩnaaʊ bɩ, awɔɔ yɩm awɔɔ Zɩ k'a nɩ arzana ʊ bɩ nyɩnɔ paan…rɔ. Bala, a a ka woso nɩ gum gʊɔɔ bʊnyaarɔ wɔɔ ra kan gʊɔɔ mɩŋŋɔɔ wɔɔ kɩ. A a ka sɔ, la nɩ bam gʊɔɔ mɩŋŋɔɔ ra kan gʊɔɔ bʊnyaarɔ wɔɔ kɩ. 
MAT.5.46	Bɩ, k'awɔɔ ɩ gʊɔɔ kʊ ŋ n'awɔɔ ŋʊam nɔ wɔɔ ŋʊarɛ, a nyɔɔdʊ ɩ ka? Bala, yawʊrsinno wɔɔ y'a barɛ ncɩnaaʊ sɔ. 
MAT.5.47	Bɩ, k'awɔɔ ɩ yaa darɛ a danyɩnɔ m bala, bɔ awɔɔ n'a bam, an nɩ yɩrɛ a hɔ? Kɩfɩɩrɔ wɔɔ bɩr a barɛ ncɩnaaʊ sɔ ra? 
MAT.5.48	K'a maam, k'a yɩ mɩŋŋa paan… amba awɔɔ Zɩ k'a nɩ arzana ʊ n mɩŋŋa paan… bɩ m.»
MAT.6.1	«A b'a ka k'a a zibəəro mɩŋŋɔɔ ba, kʊ gʊɔɔ n dɩga a ma y. K'awɔɔ ŋ ba kʊ ŋ nɩ dɩga a ma, awɔɔ bɩ ganwʊrɛ yɩm awɔɔ Zɩ k'a nɩ arzana ʊ bɩ zi y. 
MAT.6.2	K'ɩbɩɩ ɩ hɔ kam cicirzaa ʊ, ɩ bɩ hɔ ba kʊ gʊaa haay n a dɔ, ŋ ʊ, ɩbɩɩ ɩ hɔ kam gʊaa ʊ, amba zambʊzannɔ kʊ ŋ n'a bam sokʊmacɛrɔ ʊ kan zaa birero ʊ kɩ, kʊ gʊɔɔ n a lɛ bɔ a ʊ rɔ wɔɔ nɩ y. Mɔɔ y'a hɩrɛ awɔɔ m, ŋ y'a ganwʊrɛ yɩ. 
MAT.6.3	B'ɩbɩɩ, k'ɩ ɩ gan wʊrɛ, k'ɩ jɩsa wɔ bɩ bɩ hɔ k'ɩ bɩsɩ wɔ n'a bam bɩ dɔ y. 
MAT.6.4	K'ɩ ganwʊrɛ bɩ nyaakʊm da ɩ ka, ɩ Zɩ k'a nɩ hɔ nyaakʊndarɛ yɩm bɩ ganwʊrɛ karɛ ɩ ʊ.»
MAT.6.5	«K'awɔɔ ɩ yaa darɛ, a bɩ yɩ am zambʊzannɔ hɔ bɩ nɩ y. Kʊ ŋ lɛ n taa kʊ gʊɔɔ n a yɩ bɩ, jɩm ŋ tɩr a ʊ sokʊmacɛrɔ wɔɔ ʊ, kan zaarɔ zɛkʊrajɩrɔ kɩ ʊ, ŋn'ɩ bɩr yaa darɛ. Mɔɔ y'a hɩrɛ awɔɔ m, sɩra m, ŋ y'a ganwʊrɛ yɩ. 
MAT.6.6	B'ɩbɩɩ, k'ɩ lɛ taa kɩ yaa da, gasʊ ɩ cɛ ʊ ɩ lɛ ta, ɩ yaa da ɩ Zɩ Woso k'a nɩ b'ʊ bɩ m, b'ɩbɩɩ Zɩ k'a nɩ lɛɛ k'a nyaakʊm da bɩ yɩm bɩ, a y'ɩbɩɩ zibəə k'ɩbɩɩ nyaakʊm da bɩ ganwʊrɛ karɛ ɩ ʊ. 
MAT.6.7	K'awɔɔ ɩ yaa darɛ, a bɩ meer ba gʊta am kɩfɩɩrɔ hɔ bɩ nɩ y. A hɔɔn ŋn'a darɛ, ŋ ʊ, k'a meer ba gʊta, Woso y'a yaadarɛ mam. 
MAT.6.8	A b'a ba am ŋ hɔ bɩ nɩ y. Bala, awɔɔ Zɩ Woso bɩ lɛɛ ka an hɔ k'awɔɔ lɛ n taa bɩ dɔ, awɔɔ n bɔkarɛ, an n'a yɛm han.»
MAT.6.9	«K'awɔɔ k'a yaa da, k'a da ncɩnaaʊ:
MAT.6.9	Wɔɔ Zɩ k'a nɩ arzana ʊ,
MAT.6.9	k'ɩ tɔ n lɛbɔʊrɛ yɩ,
MAT.6.10	k'ɩ cirbəə n bʊr,
MAT.6.10	k'ɩ hɔɔnhɔ n ba tara burə ʊ,
MAT.6.10	amba an nɩ bam arzana ʊ bɩ m.
MAT.6.11	Wɔɔ her hɔbɩrɛ ka wɔɔ ʊ.
MAT.6.12	Wɔɔ kʊrɔmarɔ sugur ka wɔɔ ʊ,
MAT.6.12	amba wɔɔ n'ʊ muno kʊrɔmarɔ sugur karɛ ŋ ʊ bɩ m.
MAT.6.13	Dɔ wɔɔ ma k'ʊ bɩ yɛ ʊ ʊ do makra bʊnyaa nɔ ʊ y,
MAT.6.13	bɩ wɔɔ yɔ Bʊnyaabarɛzaa bɩ wɔ ʊ.
MAT.6.13	[Bala, ɩbɩɩ y'ɩ so cirbəə ʊ kan paŋŋa kɩ, lɛbɔʊrɛ kɩ dɔɔraa k'a nyarɛ ba ʊ nɔ ʊ.»]
MAT.6.14	«Kʊ sɩra nɩ, k'awɔɔ gʊɔɔ kʊrɔmarɔ sugur ka ŋ ʊ, awɔɔ Zɩ k'a nɩ arzana ʊ bɩ sugur karɛ awɔɔ ʊ sɔ. 
MAT.6.15	Bɩ, k'awɔɔ bɩr sugur kam gʊɔɔ ʊ, awɔɔ Zɩ k'a nɩ arzana ʊ bɩ b'awɔɔ kʊrɔmarɔ sugur karɛ awɔɔ ʊ sɔ y.»
MAT.6.16	«K'awɔɔ y'a lɛ kʊsɩrɛ, a bɩ tɩr a meer zɩnzar kʊ ʊ, am zambʊzannɔ hɔ bɩ nɩ y. A meer ŋ tɩr a zɩnzar kʊ ʊ, kʊ gʊɔɔ n a dɔ, ŋ ʊ, a a lɛ kʊsɩ. Sɩra mɔɔ n'a hɩrɛ awɔɔ m: ŋ y'a ganwʊrɛ yɩ. 
MAT.6.17	K'ɩbɩɩ y'ɩ lɛ kʊsɩrɛ, k'ɩ hi da ɩ meer ʊ, ɩ tidəər zɛ ɩ mim ma, 
MAT.6.18	kʊ gʊɔɔ b'a dɔ, ŋ ʊ, ɩ lɛ ɩ kʊsɩ y. Bɩ, k'ɩ Zɩ k'a nɩ lɛɛ k'a nyaakʊm da ʊ bɩ n a dɔ a deem. B'a y'ɩ ganwʊrɛ karɛ ɩ ʊ.»
MAT.6.19	«A b'a ka arzaka ma durnya burə ʊ naa ʊ y. Bala, bɛɛ kan muku kɩ y'a zarm, konno ɩ cɛlɛ yarm, ŋn'a sarɛ. 
MAT.6.20	Bɩ k'ɩ ka arzana arzaka ma. Bala, muku kan bɛɛ kɩ ba b'ʊ k'a zar y, konno ba b'ʊ k'a cɛlɛ yar, k'a sa y. 
MAT.6.21	Bala, lɛɛ k'ɩ arzaka n ta ʊ b'ɩ heer n ta ʊ sɔ.»
MAT.6.22	«Mɛsim fɩtɩrɛ m mɩnyaa m. K'ɩ mɩnyaa mɩŋŋa ɩbɩɩ mɛ bɩ haay ɩ lɛɛgure ʊ. 
MAT.6.23	Bɩ k'ɩ mɩnyaa bɩ mɩŋŋa y, ɩbɩɩ mɛ bɩ haay nyɩntam monsigə ʊ. K'a ɩ yɩrɛ ɩ ʊ, lɛɛgure k'ɩbɩɩ n ta m bɩ monsigə nɩ, monsigə bɩ do yɩm gʊta bidə.»
MAT.6.24	«Gʊaa ba ʊ an b'a dam ma, an zuubɔɔ hɩɩyɔɔ zi ba y. A deem ŋʊam, an sɔ deem m, gɛɛ, an a zɛ kʊ ra kan deem kɩ, an kaanm deem m. Awɔɔ b'a dam ma, a zu Woso ʊ, k'a a ya, a zu busoo ʊ y.»
MAT.6.25	«Bɩ y'a ka, mɔɔ n'a hɩrɛ awɔɔ m: a b'a heer kɔ a mɩsɩrbaa bɩ hɔbɩrɛ mim ma y. B'a b'a heer kɔ huu mim ma sɔ y. Mɩsɩrbaa n lɛ da hɔbɩrɛ m na? Mɛsim bɩ n lɛ da huu m na? 
MAT.6.26	K'a dɩga bɛnnɔ ma: ŋ bɩr hɔ duure y, bɩ ŋ bɩr hɔ darɛ y, ŋ bɩr hɔ zarm sɩ ʊ y, b'awɔɔ Zɩ k'a nɩ arzana ʊ bɩ yɩ ŋ tʊrm! Awɔɔ n lɛ da ŋ nɩ gallɛm hɔka ra? 
MAT.6.27	Nka n'a dam ma, an a mɩsɩrbaa da ra poore tɔkkɛ a hɔɔn k'a n'a dam ma gʊta minto? 
MAT.6.28	Bɔ y'a ka, awɔɔ n'a heer kɔm huu mim ma? K'a dɩga pooyaa hɔvuro ma, ŋ yɩ mam, bɩ ŋ bɩr zi barɛ, bɩ ŋ bɩr huu barɛ y. 
MAT.6.29	Bɩ mɔɔ ʊ kʊ m a hɩ awɔɔ m, Salomɔɔn mɩŋŋa, b'a kan a cirbəə bɩ kɩ, a n huu du a ma, am ŋ deem hɔ bɩ nɩ y. 
MAT.6.30	Bɩ, kʊ Woso ɩ huu dum pooyaa bur ma ncɩnaaʊ, bɩ ta an a ʊ her kʊ sɛ n b'a bɩ booti m, a bɩ huu dure awɔɔ ma an lɛ da brɔɔ m na? Sɩrakarɛ poore zannɔ! 
MAT.6.31	K'a maam, a b'a heer kɔ a bɩr a hɩrɛ, a ʊ: Bɔ wɔɔ n'a bɩrɛ? Bɔ wɔɔ n'a mire? Bɔ wɔɔ n'a dure ʊ ma? 
MAT.6.32	Naa do haay kɩfɩɩrɔ wɔɔ n'a karɛ ŋ ma kʊsɩ-kʊsɩ, b'awɔɔ Zɩ k'a nɩ arzana ʊ b'a dɔ, a ʊ, awɔɔ lɛ taa ŋ ma. 
MAT.6.33	K'a lɛɛ ka a ka Woso cirbəə bɩ ma, kan a tɩrgabaa kɩ. Maam bɩ, Woso hɔ k'a gɔɔta bɩ karɛ awɔɔ ʊ. 
MAT.6.34	Naa minto bɩ, a b'a heer kɔ booti mim ma y. Booti dɩgarɛ a mɩŋŋa mim ma. Dɔmɩm biyəə y'a mɩŋŋa mim m.»
MAT.7.1	«A bɩ gʊaa dʊdɔ yar y, kʊ Woso b'a dʊdɔ yar y. 
MAT.7.2	K'awɔɔ gʊaa dʊdɔ yar lʊnlɔ, awɔɔ dʊdɔ yar n nawʊm maam sɔ, hɔganhɔ k'awɔɔ n ta m gʊɔɔ minto bɩ, bɩ nɩ nyɩntam hɔganhɔ awɔɔ minto sɔ. 
MAT.7.3	A lɔ ɩbɩɩ nɩ bur k'a n'ɩ mim mɩm ʊ bɩ yɩrɛ, an bɔkarɛ kusə n'ɩbɩɩ mɩm ʊ, b'ɩ bɩr a yɩrɛ? 
MAT.7.4	Ɩbɩɩ y'a bam lɔ, ɩ hɩ ɩ danyɩ m, ɩ ʊ, jɩm kʊ m bur bɔ ɩ mɩm ʊ, an bɔkarɛ kusə n'ɩbɩɩ mɩm ʊ! 
MAT.7.5	Zambʊzaa, kusə bɩ bɔ ɩ mɩm ʊ cɩna, k'ɩ dɔ ɩ lɛɛ yɩ mɩŋŋa, ɩ bur bɩ bɔ ɩ danyɩ bɩ mɩm ʊ.
MAT.7.6	A bɩ hɔ mɩŋŋa ka jino ʊ y, kʊ n bɛɛ m, ŋ y'a bɔrɛ, ŋn'awɔɔ bɩ. A bɩ hɔ wɩsɩ sa a ka kurkuuro ʊ y, kʊ n bɛɛ m, ŋ tʊntɔm la.
MAT.7.7	K'a hɔ yɛ, n y'a karɛ awɔɔ ʊ. K'awɔɔ a ka ma, awɔɔ y'a yɩm. K'awɔɔ cɛlɛ zɛ, n y'a gʊrɛ awɔɔ m. 
MAT.7.8	Bala, kʊ gʊaa hɔ yɛ, a y'a yɩm. K'a a ka ma, a y'a yɩm. Kʊ gʊaa cɛlɛ zɛ, n y'a gʊm nɩ. 
MAT.7.9	Gʊaa y'awɔɔ bire ʊ a nyɩ nɩ bur yɛm han, an jaa ka ʊ ra? 
MAT.7.10	Gɛɛ, k'a zɔ yɛ han, a mɩm kaŋ ʊ ra? 
MAT.7.11	Awɔɔ k'an bʊnyaa ncɩnaaʊ a bɔkarɛ a hɔɔ mɩŋŋɔɔ ka a nyɩnɔ ʊ dɔ, awɔɔ Zɩ k'a nɩ arzana ʊ bɩ bɛɛ lɛ da ra? A hɔɔ mɩŋŋɔɔ kam gʊɔɔ kʊ ŋ n'a yɛm han rɔ wɔɔ ʊ.
MAT.7.12	Ncɩnaaʊ bɩ, hɔ k'awɔɔ lɛ n taa haay kʊ gʊɔɔ n a ba awɔɔ m bɩ, k'a ba ŋ nɩ sɔ. Moyiisi lɛrɔ wɔɔ haay kan wosolɛsinnɩsorazannɔ wɔɔ ciro wɔɔ kɩ a hɩ.
MAT.7.13	K'a gasʊ cɛlɛ fɔɔrɛ bɩ m, bala, cɛlɛ gʊta bɩ kan zaa zanta bɩ kɩ bɩ, ta ŋ nawʊm nyaanlɛ bɩncɛ ʊ. Gʊɔɔ gʊta yɩ ŋ sam. 
MAT.7.14	Bɩ, cɛlɛ fɔɔrɛ bɩ kan zaa kʊsɩ bɩ kɩ bɩ, ta ŋ nawʊm mɩsɩrbaa bɩncɛ ʊ. Gʊɔɔ kʊ ŋ nɩ ŋ yɩm nɔ wɔɔ bɩ gʊta y.
MAT.7.15	K'a dundo a zi kan ŋʊaarlɛsinnɩsorazannɔ wɔɔ kɩ, bʊr ŋ tɩr a ʊ awɔɔ zi, am seero hɔ bɩ m, an bɔkarɛ poojino kʊsɩrɔ m. 
MAT.7.16	Ŋ zibəəro awɔɔ nɩ ŋ dɔm ma. N bɩr tʊgɔ nyɩ nɔm laa gɔ ra y, n bɩr sɔɔn nyɩ nɔm laazankʊrɛ ra y. 
MAT.7.17	Gɔ mɩŋŋa bɩ, nyɩ mɩŋŋa an n'a dam, gɔ bʊnyaa bɩ, nyɩ bʊnyaa an n'a dam sɔ. 
MAT.7.18	Gɔ mɩŋŋa b'a dam ma an nyɩ bʊnyaa da y, gɔ bʊnyaa b'a dam ma, an nyɩ mɩŋŋa da sɔ y. 
MAT.7.19	Gɔ haay k'a bɩr nyɩ mɩŋŋa dam bɩ, a zɛ n nawʊm la, n n'a dam sɛ ʊ. 
MAT.7.20	Ncɩnaaʊ bɩ ŋ zibəəro awɔɔ nɩ ŋ dɔm ma.
MAT.7.21	Gʊaa haay k'a n'a hɩm mɔɔ ma: ‹Zuuba, Zuuba› bɩ bɛɛ nɩ gasʊm Woso cirbəə ʊ y. Bɩ, gʊɔɔ kʊ ŋ nɩ mɔɔ Zɩ k'a nɩ arzana ʊ bɩ hɔɔnhɔ bam nɔ wɔɔ m. 
MAT.7.22	Dʊdɔkarɛ hinni ʊ, gʊɔɔ gʊta y'a hɩrɛ: ‹Zuuba, Zuuba, ɩbɩɩ tɔ minto, wɔɔ Woso lɛ si ʊ so ra. Ɩbɩɩ tɔ ma wɔɔ la zinəro ra. Wɔɔ hoserlo ba gʊta ɩbɩɩ tɔ minto.› 
MAT.7.23	Bɩ mɔɔ y'a hɩrɛ ŋ nɩ, mɔɔ ʊ: ‹Mɔɔ n awɔɔ dɔ fɩɩga y. K'a a hʊr mɔɔ jɩr ʊ, mimbʊnyaabənno!›
MAT.7.24	Ncɩnaaʊ bɩ, gʊaa k'a nɩ mɔɔ meerbaa kʊ mɔɔ ba naa mam bɩ, an nɩ zi bam nɩ bɩ, bɔ a ʊ kʊ ʊ kan gʊaa k'a hɔɔn n ta ʊ, an a cɛ dɔ ci burə ʊ kɩ. 
MAT.7.25	La n ba, hi n yar, hɩnhɛr n hɔn kan paŋŋa kɩ, an a mom cɛ b'ʊ, a n a da y. Bala, a jɩr bɩ da n y'a ʊ ci burə ʊ. 
MAT.7.26	Bɩ gʊaa k'a nɩ mɔɔ meerbaa kʊ mɔɔ ba naa mam b'a bɩr zi bam nɩ bɩ, gʊaa bɩ do bɔ a ʊ kʊ ʊ kan gʊaa yarma k'a cɛ dɔ nyɩntaa burə ʊ kɩ. 
MAT.7.27	La n ba, hi n yar, hɩnhɛr n hɔn kan paŋŋa kɩ, an a mom cɛ b'ʊ, cɛ bɩ n wurgə, a hɔsɩ n gɔɔta y.»
MAT.7.28	Yeezuu k'a hɔ dɩnda ncɩnaaʊ an a nya bɩ, gʊɔɔ cir gʊta kʊ ŋ nɩ b'ʊ rɔ wɔɔ zɛ kədə a hɔdɩndarɛ bɩ minto. 
MAT.7.29	Bala, Yeezuu bɩr hɔ dɩndarɛ am ŋ wosocikarɩnsaambɔɔ wɔɔ hɔ bɩ nɩ y. Woso paŋŋa an nɩ hɔ bɩ dɩndam nɩ.
MAT.8.1	Yeezuu k'a a to ci bɩ mim ʊ bɩ, gʊɔɔ cir gʊta zu a jɛ ʊ. 
MAT.8.2	Kusimə n b'a zɔ ma, an kukurə zɛ a taa, an a hɩ m, a ʊ: «Zuuba, k'ɩ lɛ taa, ɩ ɩ da ma, ɩ mɔɔ waa, ɩ dintim naa do gʊ mɔɔ ma.» 
MAT.8.3	Yeezuu n a wɔ hʊr, an a da ma, an a hɩ, a ʊ: «Mɔɔ lɛ taa, ɩ waa. Kʊ dintim bɩ n gʊ ɩ ma.» Lɛɛm bɩ, a kusiməbaa bɩ nya ma. 
MAT.8.4	A m bɩ, Yeezuu n a hɩ m, a ʊ: «Ɩ b'a hɩ gɔsɩ nɩ y, bɩ ta ɩ yaa n'ɩ hɩnka wosocɛmannɩbər bɩ m, k'ɩ ganwʊrɛ kʊ Moyiisi lɛ ka kʊ n n a ba bɩ ka, k'an nyɩnta ɩbɩɩ waarɛ bɩ kasɛtɩ gʊaa haay minto.»
MAT.8.5	Yeezuu k'a nɩ gasʊm Kapɛrnawum ʊ bɩ, sʊrdaarɔ cir bʊr zi, an a hɩ m, a ʊ: 
MAT.8.6	«Zuuba, mɔɔ zibəənyɩ nɩ wʊtam har ʊ, a mɛ n ga, an nɩ fɩr yɩm gʊta.» 
MAT.8.7	Yeezuu n a hɩ m, a ʊ: «Mɔɔ tam, m aa a waa.» 
MAT.8.8	Bɩ sʊrdaarɔ cir b'a nyɩ bɔ ʊ, a ʊ: «Zuuba, mɔɔ n m ga m, k'ɩbɩɩ n gasʊ mɔɔ har ʊ y, meerbaanyɩ ba deem bala, mɔɔ zibəənyɩ bɩ y'a waam! 
MAT.8.9	Lɛɛzannɔ y'a so mɔɔ mɩŋŋa ʊ, mɔɔ nɩ m so sʊrdaarɔ ʊ. Kʊ mɔɔ hɩ deem m, mɔɔ ʊ: ‹Ta!›, b'a ta. Kʊ mɔɔ hɩ a vanta m, mɔɔ ʊ: ‹Bʊr!›, b'a bʊr. Kʊ mɔɔ m ya, m a hɩ m zibəənyɩ m, mɔɔ ʊ: ‹Naa ba!›, b'a a ba.» 
MAT.8.10	Yeezuu k'a naa ma bɩ, a dɩga gʊaa bɩ ma, an zɛ kədə, an a hɩ gʊɔɔ kʊ ŋ nɩ zum kʊ ʊ kan kɩ rɔ wɔɔ m, a ʊ: «Sɩra mɔɔ n'a hɩrɛ awɔɔ m, mɔɔ n sɩrakarɛ naa do lɔɔ yɩ Israyɛl gʊaa zi y. 
MAT.8.11	A hɩ mɔɔ n nawʊrɛ awɔɔ m, gʊɔɔ y'a tom gʊta dɔjɩr ʊ kan meer kɩ ŋnɩ bɩ nyɩnta kan Abraham kɩ Izakkɩ kɩ, Zakɔɔb kɩ, ŋnɩ hɔ bɩ Woso cirbəə b'ʊ. 
MAT.8.12	Gʊɔɔ kʊ n lɛɛ ka n ŋ bɔ ʊ Woso cirbəə bɩ minto rɔ wɔɔ, n brɔɔ nyɔɔm garga ra monsigə ʊ. Nyikəre kan sɔsʊrɛ kɩ nyɩntam b'ʊ.» 
MAT.8.13	Meerbaa naa do jɛ ʊ, Yeezuu a hɩ sʊrdaarɔ cir bɩ m, a ʊ: «Doo har ʊ, k'an ba ɩbɩɩ m, amba ɩbɩɩ sɩra ka mɔɔ ʊ bɩ m.» Wakatɩ bɩ do ʊ lɛɛm bɩ, zibəənyɩ b'a waa.
MAT.8.14	Yeezuu k'a gasʊ Pɩyɛɛr har ʊ bɩ, a Pɩyɛɛr dində yɩ an nɩ wʊtam mɛmarɛ m. 
MAT.8.15	A n a wɔ da a wɔ ma mɛmarɛ bɩ n bɔ a mɛ ʊ, an wuti an nyasʊ Yeezuu m.
MAT.8.16	Yirbəə k'a da bɩ, n bʊr gʊɔɔ m gʊta zinəro n ta ŋ nɩ. Yeezuu meer ba bala an la zinəro wɔɔ ra, an yaabazannɔ wɔɔ waa haay. 
MAT.8.17	Yɩ a ʊ ncɩnaaʊ, kʊ hɔ kʊ wosolɛsinnɩsorazaa Ezayii a hɩ bɩ n kʊ yɩ. A a hɩ, a ʊ:
MAT.8.17	A ɩ hɔ haay k'a nɩ fɩr kam wɔɔ mɛsim ma bɩ sa,
MAT.8.17	an wɔɔ yaabarɔ gʊ wɔɔ ma.
MAT.8.18	Yeezuu k'a gʊɔɔ cir gʊta yɩ, ŋnɩ bɩr a ma bɩ, a lɛ ka a ʊ, k'a ta higʊta bɩ gəm deem la. 
MAT.8.19	Wosocikarɩnsaamba deem n a zɔ ma, an a hɩ m, a ʊ: «Karɩnsaamba, mɔɔ zure ɩbɩɩ jɛ ʊ lɛɛ haay k'ɩbɩɩ nɩ taŋ ʊ b'ʊ.» 
MAT.8.20	Yeezuu n a hɩ m, a ʊ: «Sɛɛʊnrɔ ɩ yaarɔ m, bɛnnɔ ɩ cɛlɩŋŋarɔ m, bɩ Gʊaanyɩ bɩ ba bɩncɛ m k'a a mim cɩnta ʊ y.» 
MAT.8.21	Karɩndanyɩ vanta n a hɩ m, a ʊ: «Zuuba, zaa ka m ʊ, kʊ m aa nɩ m zɩ gər bir, kʊ m a dɔ m bʊr.» 
MAT.8.22	Bɩ, Yeezuu a hɩ m, a ʊ: «Zu mɔɔ ʊ, k'ɩ gəəno to kʊ ŋ n'a gəəno bir.»
MAT.8.23	Yeezuu gasʊ kɔɔlʊʊ ʊ, a karɩndanyɩnɔ n zu a jɛ ʊ. 
MAT.8.24	Lɛɛm bɩ, hɩnhɛr gʊta wuti hi bɩ burə ʊ, an a ŋʊa k'a ka kʊ hi m kɔɔlʊʊ bɩ mom. Yeezuu n bɔkarɛ, an nɩ hinceem bam. 
MAT.8.25	Karɩndanyɩnɔ wɔɔ n a zɔ ma, ŋn'a gu, ŋn'a hɩ m, ŋ ʊ: «Zuuba, wɔɔ yɔ! Kʊ m bɛɛ m wɔɔ gɩngam!» 
MAT.8.26	A n a hɩ ŋ nɩ, a ʊ: «Bɔ m, awɔɔ nɩ nyi barɛ, sɩrakarɛ poore zannɔ!» A n wuti an jɩm, an həən si hɩnhɛr bɩ ma kan higʊta bɩ kɩ. Lɛɛ bɩ n zɛ sɩɩ… 
MAT.8.27	Ŋ n zɛ kədə, ŋn'a hɩrɛ, ŋ ʊ: «Bɩ gʊaa bɩ kara n naa, baa hɩnhɛr kan hi kɩ n n'a lɛ sire?»
MAT.8.28	Yeezuu k'a lee ku higʊta bɩ tʊr deem ʊ Gadara zannɔ kʊ ʊ b'ʊ bɩ, a m bɩ, gʊɔɔ hɩɩyɔɔ kʊ zinəro n ta ŋ nɩ n bɔ gəənoyaarɔ ʊ, ŋnɩ b'a zɛ ʊ. Gʊɔɔ wɔɔ duro nyɩnta bʊnyaa gʊta. Naa minto bɩ, gɔsɩ b'a dam ma, an cem lɛɛ bɩ do ʊ y. 
