MAT.1.1	Oyo ezali bakombo ya bankoko ya Yesu Kristo, mwana ya David, mwana ya Abraham :
MAT.7.16	Bokoyeba bango na misala na bango. Boni, bokoki kobuka mbuma ya vinona nzete ya sende ? To mpe mbuma ya figi na nzete ya nzube ?
MAT.7.17	Ndenge moko mpe, nzete nyonso ya malamu ebotaka bambuma ya malamu ; kasi nzete ya mabe ebotaka bambuma ya mabe. 
MAT.7.18	Nzete ya malamu ekoki kobota te bambuma ya mabe. Ndenge moko mpe, nzete ya mabe ekoki kobota te bambuma ya malamu. 
MAT.7.19	Nzete nyonso oyo ebotaka bambuma ya malamu te, bapikolaka yango mpe babwakaka yango na moto. 
MAT.7.20	Yango wana, bokoyeba bango na misala na bango.
MAT.7.21	—Ezali te bato nyonso oyo balobaka na ngai : “Nkolo ! Nkolo !”, nde bakokota na Bokonzi ya Likolo ; kasi kaka oyo asalaka mokano ya Tata na ngai oyo azali na Likolo.
MAT.7.22	Na mokolo wana, bato mingi bakoloba na ngai : “Nkolo ! Nkolo !”, tosakolaki makambo na kombo na yo te ? Tobenganaki milimo mabe mpe tosalaki makambo mingi ya kokamwa na kombo na yo te ? 
MAT.7.23	Bongo ngai nakozongisela bango : “Bolongwa ! Nayebi bino te ! Bino bozalaki kosala mabe !”
MAT.7.24	—Yango wana, moto oyo azali koyoka maloba na ngai mpe azali kosalela yango, akokani na moto ya mayele oyo atongaki ndako na ye likolo ya libanga. 
MAT.7.25	Mbula ebetaki mingi penza, mayi etondaki koleka, mipepe ya makasi eyaki mpe ebetaki na ndako yango. Kasi atako bongo, ndako yangoekweyaki te pamba te yango etongamaki likolo ya libanga.
MAT.7.26	Kasi moto oyo ayokaka maloba na ngai mpe asalelaka yango te, akokani na zoba oyo atongaki ndako na ye likolo ya zelo. 
MAT.7.27	Mbula ebetaki mingi penza, mayi etondaki koleka, mipepe ya makasi eyaki mpe ebetaki na ndako yango. Kasi ndako yango ekweyaki mpe ebebaki nyonso.
MAT.7.28	Tango yesu asilisaki koloba makambo wana, ebele ya bato bakamwaki mingi penza mpo mateya na ye. 
MAT.7.29	Pamba te, azalaki koteya na bokonzi nyonso, kasi lokola balakisi ya Mibeko na bango te.
MAT.8.1	Tango Yesu akitaki na ngomba, bato ebele penza balandaki ye.
MAT.8.2	Bongo moto moko ya maladi ya maba ayaki, afukamaki liboso na ye, mpe alobaki :
MAT.8.2	—Nkolo, soki olingi, okoki kokomisa ngai peto.
MAT.8.3	Yesu atombolaki loboko, asimbaki ye, mpe alobaki :
MAT.8.3	—Nalingi yango ; koma peto.
MAT.8.3	Kaka na tango wana apetolamaki na maba na ye.
MAT.8.4	Bongo yesu alobaki na ye :
MAT.8.4	—Yoka ! koyebisa likambo oyo na moto te ; kasi kende komilakisa epai ya nganga-Nzambe mpe pesa likabo oyo Moyize atinda. Yango ekozala litatoli epai na bango.
MAT.8.5	Tango yesu azalaki kokota na Kapenawumi, mokonzi moko ya basodaayaki epai na ye mpe asengaki ye lisalisi ; 
MAT.8.6	alobaki :
MAT.8.6	—Nkolo, mosali na ngai alali na ndako, azali na maladi ya buka-buka, mpe azali koyoka pasi mingi penza !
MAT.8.7	Yesu azongiselaki ye :
MAT.8.7	—Nakokende kobikisa ye !
MAT.8.8	Mokonzi ya basoda alobaki :
MAT.8.8	—Nkolo, nazali ya kokoka te mpo ete okota na ndako na ngai ; kasi loba kaka liloba moko mpe mosali na ngai akobika. 
MAT.8.9	Pamba te ngai moko mpe nazali na nse ya bokonzi ya bakonzi, mpe nazali na basoda oyo bazali na nse ya bokonzi na ngai. Soki nalobi na moko : “Kende”, akokende. Mpe na mosusu ; “Yaka”, akoya. Mpe na mosali na ngai : “Sala boye” ; akosala yango.
MAT.8.10	Yesu akamwaki mingi tango ayokaki bongo. Bongo alobaki na bato oyo bazalaki kolanda ye :
MAT.8.10	—Nalobi na bino ya solo, naino namoni kondima monene ya boye te na Isayele. 
MAT.8.11	Nalobi na bino : bato mingi bakowuta na mikili ya Este mpe ya Weste bakovanda elongo na Abraham, Izaki mpe Zakobi kati na Bokonzi ya Likolo. 
MAT.8.12	Kasi bato oyo basengelaki kozala bato ya Bokonzi, bakobwaka bango libanda, kati na molili ; epai ekozala kolela mpe koswa mino.
MAT.8.13	Bongo Yesu alobaki na mokonzi ya basoda :
MAT.8.13	—Kende, esalama se bongo ndenge ondimeli ! Mpe, kaka na tango wana, mosali na ye abikaki.
MAT.8.14	Tango Yesu akomaki na ndako ya Piere, akutaki bokilo ya pierealali na mbeto mpo azalaki na fievre. 
MAT.8.15	Yesu asimbaki loboko na ye, mpe fievre esilaki. Bongo atelemaki, mpe abandaki kobongisela ye biloko ya kolia !
MAT.8.16	Tango pokwa ekomaki, bamemelaki Yesu bato ebele oyo bazalaki ya kokangama na milimo mabe. Na liloba moko, azalaki kobengana milimo wana ya mabe ; mpe azalaki kobikisa bato nyonso ya maladi. 
MAT.8.17	Na yango nde maloba ya moprofeta Ezayi ekokisamaki :
MAT.8.18	Tango Yesu amonaki bato ebele penza bazingaki ye, atindaki bayekoli na ye bakatisa na ngambo mosusu ya ebale. 
MAT.8.19	Molakisi moko ya Mibeko ayaki epai na ye, mpe alobaki :
MAT.8.19	—Moteyi, nakolanda yo epai nyonso okokende !
MAT.8.20	Kasi yesu azongisaki :
MAT.8.20	—Banyama ya zamba bazali na mabulu na bango, mpe bandeke bazali na bazala na bango ; kasi Mwana ya Moto azali na esika oyo akoki kopemisa motu te !
MAT.8.21	Moto mosusu, moko na kati ya bayekoli na ye, alobaki na ye :
MAT.8.21	—Nkolo, pesa ngai nzela nakende liboso kokunda tata na ngai.
MAT.8.22	Kasi Yesu azongiselaki ye :
MAT.8.22	—Landa ngai, mpe tika baoyo bakufa bakunda bakufi na bango.
MAT.8.23	Bongo Yesu amataki na bwato mpe bayekoli na ye balandaki ye. 
MAT.8.24	Na mbala moko, mopepe ya makasi ebandaki koleka na ebale, na ndenge ete mbonge ezalaki komata likolo koleka bwato. Kasi Yesu azalaki kolala pongi. 
MAT.8.25	Bayekoli bapusanaki pene-pene na ye mpe balamusaki ye ; balobaki :
MAT.8.25	—Nkolo, bikisa biso, tolingi kokufa !
MAT.8.26	Kasi yesu azongisaki :
MAT.8.26	—Bato ya kondima moke ! Mpo na nini bozali kobanga ? Atelemaki, agangelaki mopepe na ebale, mpe kimia ezongaki.
MAT.8.27	Bato bakamwaki mpe batunaki :
MAT.8.27	—Yango moto oyo azali nani, mpo ete mopepe na ebale etosa ye ?
MAT.8.28	Tango bakomaki na ngambo mosusu ya ebale, na mokili ya Gadara, bato mibale bazalaki na milimo mabe, babimaki na simetiele mpe bayaki kokutana na Yesu. Bazalaki na kanda mingi penza, yango wana moto ata moko te azalaki komeka koleka na nzela wana.
MAT.8.29	Babandaki koganga :
MAT.8.29	—Mwana ya Nzambe, olingi kosala biso nini ? Boni, oye kotungisa bisoliboso ete tango ekoka ?
MAT.8.30	Mwa mosika moke, etonga monene ya bangulu ezalaki kolia. 
MAT.8.31	Milimo mabe ebondelaki Yesu :
MAT.8.31	—Soki obengani biso, tinda biso tokota na bangulu wana !
MAT.8.32	Bongo Yesu alobaki :
MAT.8.32	—Bokende !
MAT.8.32	Milimo mabe ebimakina na bato wana mibale mpe ekotaki na bangulu. Kaka na tango wana, bangulu yango nyonso elongwaki mbangu na ngomba, edindaki na ebale mpe ekufaki na mayi.
MAT.8.33	Bato oyo bakengelaka bangulu bakimaki ; bakendaki na vile, mpe bayebisaki makambo nyonso na oyo esalamaki na bato oyo bazalaki na milimo mabe. 
MAT.8.34	Bato nyonso ya vile babimaki mpo na kokutana na Yesu ; tangu bamonaki ye, babondelaki ye alongwa na mokili na bango.
MAT.9.1	Yesu amataki na bwato, akatisaki ebale mpe akendaki na vile na ye. 
MAT.9.2	Bamemelaki ye moto moko akufa makolo, oyo azalaki ya kolala na mbeto. Tango Yesu amonaki kondima na bango, alobaki na moto oyo akufa makolo :
MAT.9.2	—Mwana na ngai, yika mpiko, masumu na yo elimbisami !
MAT.9.3	Mpo na yango, balakisi mosusu ya Mibeko babandaki koloba-loba na nse ya mitema : “A a, moto oyo azali kotiola Nzambe !” 
MAT.9.4	Yesu ayebaki makanisi na bango mpe atunaki bango :
MAT.9.4	—Mpo na nini bozali na makanisi ya mabe na mitema na bino ? 
MAT.9.5	Eloko nini ezangi pasi mpo na koloba : “Masumu na yo elimbisami”, to koloba : “Telema mpe tambola ?” 
MAT.9.6	Kasi mpo boyeba ete Mwana ya Moto azali na bokonzi, na mokili, ya kolimbisa masumu…
MAT.9.6	Bongo alobaki na moto oyo akufa makolo :
MAT.9.6	—Telema, kamata mbeto na yo, mpe zonga na ndako na yo.
MAT.9.7	Moto yango atelemaki mpe akendaki na ndako na ye.
MAT.9.8	Tango ebele ya bato bamonaki bongo, kobanga ezwaki bango, mpe babandaki kokumisa Nzambe oyo apesaki bokonzi ya ndenge wana na bato.
MAT.9.9	Bongo Yesu akendaki. Tango azalaki koleka, amonaki moto moko kombo na ye Matie, avandaki na biro oyo bafutiselaka mpaku. Bongo yesu alobaki na ye :
MAT.9.9	—Landa ngai !
MAT.9.9	Matie atelemaki mpe alandaki ye. 
MAT.9.10	Tango yesu azalaki kolia na ndako ya Matie, bafutisi mpaku ebele, na bato ya masumu, bayaki mpe baliaki elongo na Yesu, na bayekoli na ye. 
MAT.9.11	Tango bafarizeo bamonaki bongo, batunaki bayekoli na ye :
MAT.9.11	—Mpo na nini moteyi na bino azali kolia elongo na bafutisi mpaku mpe bato ya masumu ?
MAT.9.12	Tango yesu ayokaki yango, alobaki :
MAT.9.12	—Bato ya nzoto malamu bazalaka na posa ya monganga te, kasi ezali bato ya maladi nde bazalaka na posa ya monganga 
MAT.9.13	Kasi bokende koyekola tina ya maloba oyo : Nalingi bozala bato ya mitema mawa, kasi naboyi mbeka. Pamba te ; nayaki mpo na kobengabato na sembo te, kasi bato ya masumu.
MAT.9.14	Bongo bayekoli ya Jean bayaki mpe batunaki ye :
MAT.9.14	—Mpo na nini, biso na bafarizeo toboyaka kolia mpo na mabondeli, kasi bayekoli na yo baboyaka kolia te mpo na mabondeli ?
MAT.9.15	Yesu azongiselaki bango :
MAT.9.15	—Ndenge nini, bato oyo babengami na mobali oyo abali, bakoki kozala na mawa na tango ye azali elongo na bango ? Kasi tango ekoya, tango bakolongola mobali oyo abali na kati na bango ; bongo nde bakoboya kolia.
MAT.9.16	Moto moko te akoki kokamata kitendi ya sika mpona abamba elambaya kala, mpo ete kitendi wana ekopasola elamba ya kala mpe lidusu ekokoma monene. 
MAT.9.17	Ndenge moko mpe batiaka te vino ya sika na basaki ya kala
MAT.9.18	Tango Yesu azalaki naino koloba makambo wana, mokonzi moko ayaki, afukamaki liboso na ye mpe alobaki :
MAT.9.18	—Mwana na ngai ya mwasi akufi kaka sikʼoyo, kasi yaka kotiela ye loboko na yo mpe akozala lisusu na bomoi !
MAT.9.19	Yesu atelemaki mpe alandaki ye elongo na bayekoli na ye.
MAT.9.20	Mwasi moko azalaki na maladi ya kotanga makila, mpe maladi yango ewumelaki bambula zomi na mibale ; ayaki na sima mpe asimbaki songeya elamba na Yesu. 
MAT.9.21	Pamba te, akanisaki ete : “Soki nasimbi kaka elamba na ye, nakobika !”
MAT.9.22	Yesu atalaki na sima, amonaki ye mpe alobaki :
MAT.9.22	—Mwana na ngai, yika mpiko ; kondima na yo ebikisi yo !
MAT.9.22	Mpe mwasi abikaki kaka na tango wana.
MAT.9.23	Tango yesu akomaki na ndako ya mokonzi, amonaki babeti miziki na batoebele bazalaki kotia makelele ; 
MAT.9.24	bongo alobaki :
MAT.9.24	—Bobima, mwana akufi te kasi alali pongi.
MAT.9.24	Kasi bato babandaki koseka ye.
MAT.9.25	Sima ya kobimisa bato libanda, akotaki, asimbaki elenge mwasina loboko, bongo elenge mwasi atelemaki ! 
MAT.9.26	Sango yango epanzanaki na ekolo wana mobimba.
MAT.9.27	Tango Yesu alongwaki wana, bato mibale bakufa miso bazalaki kolanda ye na koganga :
MAT.9.27	—Mwana ya David, yokela biso mawa !
MAT.9.28	Tango akotaki na ndako, bakufi miso bayaki epai na ye ; mpe atunaki bango :
MAT.9.28	—Bondimi ete nakoki kosala yango ?
MAT.9.28	Bango bazongisaki :
MAT.9.28	—E e nkolo !
MAT.9.29	Bongo asimbaki miso na bango, mpe alobaki :
MAT.9.29	—Esalemela bino ndenge bondimeli !
MAT.9.30	Bongo miso na bango efungwamaki. Yesu akebisaki bango :
MAT.9.30	—Boyoka, moto moko te ayeba likambo oyo.
MAT.9.31	Kasi bango tango bakendaki, bapanzaki Sango na ye na ekolowana mobimba.
MAT.9.32	Tango bazalaki kobima, bamemelaki ye moto moko azalaki na molimomabe mpe azalaki koloba te. 
MAT.9.33	Tango Yesu abenganaki molimo wana ya mabe, moto oyo azalaki kolobate, abandaki koloba. Bato bakamwaki mpe balobaki :
MAT.9.33	—Naino tomoni likambo ya boye te na Isayele !
MAT.9.34	Kasi bafarizeo balobaki :
MAT.9.34	—Azali kobengana milimo mabe na nguya ya mokonzi ya milimo mabe.
MAT.9.35	Yesu azalaki kotambola na bamboka nyonso mpe na bavile nyonso ; azalaki koteya na bandako na bango ya mayangani, mpe azalaki kosakola Sango Malamu ya Bokonzi ; azalaki kobikisa bamaladi nyonso mpe bapasi ya ndenge na ndenge. 
MAT.9.36	Tango amonaki ebele ya bato, ayokaki mawa mingi penza mpo na bango, pamba te bazalaki komitungisa mpe bazalaki ya kolemba lokola bameme oyo ezangi mobateli.
MAT.9.37	Bongo Yesu alobaki na bayekoli na ye :
MAT.9.37	—Bambuma ya kobuka ezali mingi na elanga, kasi basali bazali moke ! 
MAT.9.38	Yango wana bosenga nkolo ya elanga atinda basali na elanga na ye !
MAT.10.1	Yesu abengaki bayekoli na ye zomi na mibale, mpe apesaki bango bokonzi mpo na kobengana milimo mabe, mpe mpo na kobikisa maladi nyonso mpe bapasinyonso. 
MAT.10.2	Tala bakombo ya bapostolo zomi na mibale : ya liboso, Simon oyo babengaka Piere, Andele ndeko ya Piere, Zaki mwana ya Zebede, Jean ndeko ya Zaki ; 
MAT.10.3	Filipi mpe Batelemi ; Toma mpe Matie mofutisi mpaku ; Zaki mwana ya Alfe mpe Tade ; 
MAT.10.4	Simon oyo azalaki moto ya lisanga ya Bazelote
MAT.10.5	Ezali bato oyo zomi na mibale nde Yesu atindaki, sima ya kopesabango mitindo oyo :
MAT.10.5	—Bokende te epai ya bato ya bikolo mosusu, mpe bokota te na bavile ya bato ya Samariya. 
MAT.10.6	Kasi bokende epai ya bameme ebunga oyo ya libota ya Isayele. 
MAT.10.7	Tango bokokende, boteya ete Bokonzi ya Likolo ekomi pene-pene. 
MAT.10.8	Bobikisa bato ya maladi, basekwisa bato bakufa, bopetola bato ya maladi ya maba, mpe bobengana milimo mabe. Bopesa ofele, mpo bino mpe bozwaki ofele. 
MAT.10.9	Bomema wolo te, palata te, ata mpe mbongo te na baposi na bino. 
MAT.10.10	Bomema sakosi te, elamba mosusu te, sapato mosusu te, ata mpe nzete te, mamba te “mosali asengeli kozwa bilei na ye na mosala na ye”.
MAT.10.11	Tango bokokota na vile to mboka moko, boluka moto oyo azali ya kokoka mpo na koyamba bino, mpe bovanda na ndako wana kino tango bokokende. 
MAT.10.12	Tango bokoti na ndako moko, bopesa bato ya ndako yango mbote. 
MAT.10.13	Mpe soki ndako yango ezali ya kokoka, tika ete kimia na bino ezala likolo na yango ; kasi soki ezali ya kokoka te, tika ete kimia na bino ezonga epai na bino. 
MAT.10.14	Soki baboyi koyamba bino na vile moko to na ndako moko, to koyoka maloba na bino, bobima na ndako wana to na vile wana, mpe bopupola makolo na bino. 
MAT.10.15	Ya solo nalobi na bino : na mokolo ya kosambisama, vile wana ekozwa etumbu monene koleka etumbu ya mokili ya Sodomo mpe Gomore.
MAT.10.16	—Boyoka, natindi bino lokola bameme na kati ya bambwa ya zamba ; bozala na bokebi lokola banyoka, mpe bozala kimia lokola bapijon. 
MAT.10.17	Kasi bokeba, pamba te bakofunda bino na tribunale ya Bayuda ; mpe bakobeta bino bafimbo na bandako na bango ya mayangani.
MAT.10.18	Ya solo, bakomema bino liboso ya bayangeli mpe liboso ya mikonzi minene mpo na ngai ; na bongo nde, bokozwa nzela ya kotatola kombo na ngai epai na bango mpe epai ya bato ya bikolo mosusu. 
MAT.10.19	Tango bakokanga bino, bomitungisa te mpo na makambo oyo bokoloba, pamba te, maloba ya koloba ekobima kaka na tango wana. 
MAT.10.20	Mpo ekozala bino te bato bokoloba, kasi ekozala nde Molimo ya Tata na bino nde akoloba na minoko na bino.
MAT.10.21	Ndeko moko akoteka ndeko na ye mpo abomisa ye ; tata akoteka mwana na ye ; bana bakotombokela baboti na bango mpe bakobomisa bango. 
MAT.10.22	Bato nyonso bakoyina bino mpo na ngai. Kasi moto oyo akotia molende kino na suka, akobika.
MAT.10.23	Soki banyokoli bino na vile moko, bokima na oyo mosusu. Nalobi na bino ya solo : bokosilisa te kokimakima na bavile nyonso ya Isayele liboso ete Mwana ya moto aya.
MAT.10.24	Mwana ya kelasi aleki molakisi na ye te, moto ya mosala aleki mpe mokonzi na ye te. 
MAT.10.25	Ekoki na mwana kelasi akoma lokola molakisi na ye, mpe moto ya mosala akoma lokola mokonzi na ye. Soki babengaki nkolo ya ndako Belzebule, bongo bakoloba nini na bato ya ndako na ye ?
MAT.10.26	—Yango wana bobanga bango te ; pamba te makambo nyonso oyo ebombama ekomonana polele, mpe makambo nyonso ya sekele ekoyebana. 
MAT.10.27	Makambo oyo nayebisi bino sikʼoyo na molili, boloba yango na moi ; mpe oyo bazali koloba na bino na litoyi, bosakola yango na likolo ya ndako.
MAT.10.28	—Bobanga te bato oyo bakoki koboma nzoto, kasi bakoki te koboma elimo
MAT.10.29	Boni, batekaka bandeke ya mike-mike mibale na likuta moko te ? Nzokande, ata moko na yango te ekoki kokweya na nse soki Tata na binoya Likolo ayebi te. 
MAT.10.30	Mpe mpo na bino, boyeba malamu ete, ata basuki ya motu na bino ezali ya kotangama. 
MAT.10.31	Yango wana, bobanga te pamba te bino boleki bandeke ebele na motuya. 
MAT.10.32	Moto oyo akondima ngai na miso ya bato, ngai mpe nakondima ye liboso ya Tata na ngai oyo azali na Likolo. 
MAT.10.33	Kasi oyo akowangana ngai na miso ya bato, ngai mpe nakowangana ye liboso ya Tata na ngai oyo azali na Likolo.
MAT.10.34	—Bokanisa te ete nayaki mpo na komemela bino kimia na mokili ; namemeli bino kimia te, kasi mopanga ya etumba. 
MAT.10.35	Naye mpo na kokabola 
MAT.10.37	—Moto oyo akolinga tata na ye mpe mama na ye koleka ngai, azali ya kokoka te mpo azala moto na ngai. Moto oyo akolinga mwana na ye ya mobali to ya mwasi koleka ngai, azali ya kokoka te mpo azala moto na ngai. 
MAT.10.38	Moto oyo akomema ekulusu na ye te mpe alandi ngai te, azali ya kokoka te mpo azala moto na ngai. 
MAT.10.39	Moto oyo akoluka kobikisa bomoi na ye akobungisa yango ; kasi oyo akobungisa bomoi na ye mpo na ngai akozwa yango.
MAT.10.40	—Moto oyo ayambi bino ayambi ngai ; mpe oyo ayambi ngai, ayambi mpe Moto oyo atindaki ngai. 
MAT.10.41	Moto oyo ayambi moprofeta mpo azali moprofeta, akozwa lifuti ndengemoko lokola oyo ya moprofeta. Mpe moto oyo ayambi moto na sembo mpo azali moto na sembo, akozwa lifuti ndenge moko lokola oyo ya moto na sembo. 
MAT.10.42	Moto oyo akopesa ata kopo moko kaka ya mayi ya malili epai ya moko ya bana mike oyo mpo azali moyekoli na ngai, nalobi na bino ya solo, akozwa lifuti na ye.
MAT.11.1	Tango yesu asilisaki kopesa mitindo wana na bayekoli na ye zomi na mibale, akendaki koteya mpe kolakisa na bavile na bango.
MAT.11.2	Tango Jean Batiste azalaki na boloko, ayokaki sango ya misala oyo Kristo azalaki kosala ; bongo atindaki bayekoli na ye mpo batuna Yesu :
MAT.11.3	—Boni, ozali moto oyo asengeli koya, to esengeli tozela mosusu ?
MAT.11.4	Yesu azongiselaki bango :
MAT.11.4	—Bozonga mpe boyebisa Jean makambo nyonso oyo boyoki mpe bomoni : 
MAT.11.6	Esengo na moto oyo akokweyisa kondima na ye te mpo na ngai.
MAT.11.7	Tngo bayekoli ya Jean bakendaki, Yesu abandaki koloba na ebele ya bato mpo na Jean :
MAT.11.7	—Eloko nini bokendaki kotala na esobe ? Mwa nzete oyo mopepe ezalaki koningisa bipai na bipai ? 
MAT.11.8	Bokendaki kotala nani ? Moto moko alataki bilamba ya kitoko ? Ezali bongo te, mpo bato oyo balataka bilamba ya kitoko bavandaka na bandako ya mikonzi. 
MAT.11.9	Bongo bokendaki kotala nini ? Moprofeta ? E e ! Nalobi na bino, ye aleki kutu moprofeta. 
MAT.11.10	Pamba te, ye azali moto oyo ekomama boye mpo na ye :
MAT.11.11	Nalobi na bino ya solo : na kati ya bato nyonso oyo babotama na basi, moto ata moko te aleki Jean Batiste. Nzokande, moto oyo azali moto moke na Bokonzi ya Likolo, ye nde aleki ye ! 
MAT.11.12	Banda na mikolo ya Jean Batiste kino sikʼoyo, Bokonzi ya Likoloezali kozwama na makasi penza, mpe bilombe nde bato bazali kobotola yango. 
MAT.11.13	Pamba te baprofeta nyonso mpe Mibeko basakolaki kino na tango ya Jean. 
MAT.11.14	Mpe soki bolingi kondima yango, boyeba ete ye azali Eliya oyo asengeli koya. 
MAT.11.15	Oyo azali na matoyi mpo na koyoka, ayoka !
MAT.11.16	—Bongo bato ya tango oyo bakokani na banani ? Bakokani na bana mike oyo bafandi na zando, mpe bazali koloba na baninga na bango :
MAT.11.17	Tobetelaki bino flute,
MAT.11.17	kasi bobinaki te.
MAT.11.17	Toyembaki banzembo ya ebembe,
MAT.11.17	kasi boyokaki mawa te.
MAT.11.18	Pamba te, Jean ayaki, azalaki kolia te mpe komela te, kasi bolobaki : “Azali na milimo mabe !” 
MAT.11.19	Bongo Mwana ya Moto aye, azali kolia mpe komela, kasi bolobi : “Azali lokoso mpe molangwi masanga, moninga ya bafutisi mpaku mpe ya bato ya masumu”. Kasi bwanya ezali komonana sembo na nzela ya misala na yango.
MAT.11.20	Bongo Yesu abandaki kopamela bavile epai ye asalaki makamwisi mingi ; pamba te, bato yango babongolaki mitema na bango te.
MAT.11.21	—Mawa na yo Korazini ! Mawa na yo Betsaida ! Pamba te, soki makamwisi oyo esalamaki kati na bino, esalamaka na Tire mpe Sidon, mbele banda kala, bato ya bavile wana balingaki kobongola mitema, mpe kolakisa yango na kolata saki mpe komipakola putulu. 
MAT.11.22	Yango wana nalobi na bino, na mokolo ya kosambisama, etumbu na bino ekoleka oyo ya Tire mpe Sidon.
MAT.11.23	Bongo yo Kapenawumi, okanisi ete bokotombola yo kino na likolo ? Te ! Bakokitisa yo kino na mboka ya bakufi. Pamba te, soki makamwisi oyoesalamaki kati na yo, esalamaka na Sodomo, mbele vile wana ezali kowumela kino lelo oyo. 
