MRK.1.1	Seo mar a tha an Deagh Sgeul mu Iosa Crìosd, Mac Dhè, a' tòiseachadh. 
EPH.1.23	'S i an eaglais a chorp, 's tha i ga dhèanamh iomlan mar a tha e fhèin a' dèanamh iomlan a h‑uile nì a th'ann.
EPH.2.2	Annta sin bha sibh a' leantainn droch chùrsa an t‑saoghail seo, a' toirt ùmhlachd do riaghlair cumhachd spioradail an adhair, an spiorad a tha ag obrachadh an ceartuair anns an fheadhainn a tha eas-umhail do Dhia. 
EPH.2.3	B'àbhaist dhuinn uile a bhith mar seo, a' tighinn beò a rèir tograidhean ar nàdair 's a' dèanamh nan rudan a thigeadh ri càil ar cuirp agus ar n‑inntinn. A thaobh ar nàdair, bha sinn, mar a h‑uile neach eile, fo fhearg Dhè. 
EPH.2.4+EPH.2.5	Ach ged a bha sinn marbh nar n‑eas-ùmhlachd, tha Dia cho saidhbhir na thròcair, 's tha an gràdh a th'aige dhuinn cho mòr, 's gun tug e beò sinn còmhla ri Crìosd — 's e a ghràs fhèin a rinn ar saoradh, 
EPH.2.6	Thog e suas sinn còmhla ri Crìosd, 's chuir e sinn nar suidhe còmhla ris ann an nèamh, 
EPH.2.7	gus sealltainn gu bràth tuilleadh cho anabarrach saidhbhir 's a tha an gràs a thug a thròcair dhuinn ann an Iosa Crìosd. 
EPH.2.8	Oir is ann le gràs a tha sibh air ur saoradh tre chreideamh; chan eil làmh idir agaibh fhèin ann, 's e th'ann ach tiodhlac Dhè. 
EPH.2.9	Chan e dad a rinn sibh fhèin a choisinn dhuibh e, 's mar sin chan fhaod neach sam bith a bhith pròiseil as fhèin. 
EPH.2.10	Rinn Dia obair fhèin dhinn, agus ann an Iosa Crìosd chruthaich e as ùr sinn gu bhith a' caitheamh ar beatha a' dèanamh nan deagh ghnìomh a dh'ullaich e dhuinn ro‑làimh.
EPH.2.11	Cuimhnichibh mar a b'àbhaist dhuibh a bhith, sibhse a rugadh nur Cinnich. 'S e “sluagh neo-thimcheall-gheàrrte” a theireadh na h‑Iùdhaich ribh, 's iad fhèin air an ainmeachadh air an timcheall-ghearradh a nithear le làmh duine. 
EPH.2.12	Aig an àm sin, bha sibh gun Chrìosd. Cha bhuineadh sibh do dh'Israel, sluagh taghte Dhè, 's cha robh pàirt sam bith agaibh anns na cùmhnantan a bh'air am bonntachadh air a gheallaidhean. Bha sibh beò anns an t‑saoghal mar dhaoine a bha gun Dia agus as aonais dòchais. 
EPH.2.13	Ach a‑nis, ann an Iosa Crìosd, a chionns gun deach fhuil-san a dhòrtadh, tha sibhse a b'àbhaist a bhith fad air falbh air ur toirt dlùth. 
EPH.2.14	'S e Crìosd fhèin a rinn sìth eadarainn 's a rinn an dà shluagh nan aon nuair a leag e le a bhàs am balla a bha gar dealachadh 's gar cumail nar nàimhdean. 
EPH.2.15	Chuir e as dhan Lagh Iùdhach le àithntean 's le riaghailtean, a' dèanamh an dà shluagh mar gum biodh nan aon duine ùr ann fhèin, 's mar sin a' dèanamh sìth. 
EPH.2.16	Tron bhàs a dh'fhuiling e air a' chrann-cheusaidh rinn Crìosd iad le chèile rèidh ri Dia, mar ann an aon chorp, 's anns an dòigh sin chuir e as dhan nàimhdeas. 
EPH.2.17	Mar sin thàinig Crìosd a' searmonachadh Deagh Sgeul na sìthe dhuibhse a bha fad air falbh agus dhaibhsan a bha dlùth dha. 
EPH.2.18	'S ann troimhesan a tha an comas againn le chèile a thighinn anns an aon Spiorad a‑steach a dh'ionnsaigh an Athar. 
EPH.2.19	Mar sin chan eil sibhse nur coimhich 's nur coigrich tuilleadh, ach buinidh sibh do shluagh Dhè agus tha sibh nur buill de theaghlach. 
EPH.2.20	Tha sibh air ur bonntachadh air stèidh nan abstol 's nam fàidhean, agus 's e Iosa Crìosd fhèin a' chlach-oisinn. 
EPH.2.21	'S esan a tha a' ceangal an togalaich uile ri chèile, 's a' toirt air fàs gu bhith na theampall coisrigte dhan Tighearna. 
EPH.2.22	Annsan tha sibhse cuideachd air ur togail suas còmhla ri càch gu bhith mar thaigh anns a bheil Dia a' gabhail còmhnaidh tre a Spiorad.
EPH.3.1	'S e sin an t‑adhbhar gu bheil mise Pòl, a tha nam phrìosanach air sgàth Iosa Crìosd, ag ùrnaigh air ur son-sa a rugadh nur Cinnich. 
EPH.3.2	'S cinnteach gun cuala sibh mun obair shònraichte a thug Dia dhòmhsa gu bhith a' dèanamh a ghràis aithnichte dhuibhse. 
EPH.3.3	Sgrìobh mi beagan thugaibh mu thràth mun dòigh anns an d'rinn Dia diamhaireachd a thoile soilleir dhomh. 
EPH.3.4	Chan eil agaibh ach an sgrìobhadh seo a leughadh agus tuigidh sibh an t‑eòlas a th'agam air an diamhaireachd a th'air a dèanamh follaiseach ann an Crìosd. 
EPH.3.5	Anns na linntean a dh'fhalbh cha robh seo idir air a nochdadh do dhaoine mar a tha an Spiorad a‑nis air fhoillseachadh dha abstoil naomha agus dha fhàidhean. 
EPH.3.6	'S e sin gu bheil na Cinnich air oighreachd fhaighinn còmhla rinn agus gu bheil iadsan is sinne nar buill de a chorp, agus gu bheil pàirt againn le chèile anns gach nì a gheall Dia dhuinn tre Iosa Crìosd anns an t‑Soisgeul. 
EPH.3.7	B'e an tiodhlac a thug Dia na ghràs dhomh, a rèir 's mar a bha a chumhachd ag obrachadh annam, a bhith nam sheirbhiseach dhan t‑Soisgeul. 
EPH.3.8	Ged as mise as lugha a‑measg a shluaigh, dh'earb Dia gu gràsmhor rium a bhith a' searmonachadh dha na Cinnich soisgeul Chrìosd a tha cho saidhbhir 's nach gabh e rannsachadh. 
EPH.3.9	Dh'earb e rium cuideachd a bhith a' dèanamh soilleir dhan a h‑uile duine mar a tha e a' dol a thoirt a rùin gu buil. Chùm Dia, a chruthaich a h‑uile nì, an rùn sin falaichte o thoiseach nan linntean. 
EPH.3.10	Rinn e seo airson 's gun toireadh e a‑nis tron eaglais eòlas dha na h‑uachdarain agus na riaghlairean spioradail san t‑saoghal nèamhaidh air a liuthad dòigh anns a bheil e a' nochdadh a ghliocais. 
EPH.3.11	B'e seo a chuir Dia roimhe a‑nuas troimh na linntean agus thug e gu buil e ann an Iosa Crìosd ar Tighearna. 
EPH.3.12	Air ar n‑aonadh ris-san agus a' creidsinn annsan, tha dànachd againn a dhol a‑steach an làthair Dhè le làn mhisneachd. 
EPH.3.13	Mar sin tha mi ag iarraidh oirbhse gun a bhith a' lagachadh a chionns gu bheil mise a' fulang urad air ur sgàth. 'S ann a bu chòir dhuibh uaill a dhèanamh as.
EPH.3.14	'S e seo an t‑adhbhar gu bheil mi a' dol air mo ghlùinean a dhèanamh ùrnaigh ris an Athair, 
EPH.3.15	oir 's ann airsan a tha a h‑uile teaghlach air nèamh agus air thalamh air ainmeachadh. 
EPH.3.16	Tha mi ag iarraidh gun dèan e as a bheairteas ghlòrmhor fhèin ur neartachadh nur beatha spioradail, mar a bhios a Spiorad ag obrachadh annaibh, 
EPH.3.17	's gun dèan Crìosd còmhnaidh nur cridheachan tre chreideamh. Tha mi ag ùrnaigh cuideachd gum bi ur freumh agus ur stèidh agaibh ann an gràdh, 
EPH.3.18	's mar sin gum bi e comasach dhuibhse agus do shluagh Dhè gu lèir a thuigsinn cho leathann 's cho fada, cho àrd 's cho domhainn 's a tha gràdh Chrìosd. 
EPH.3.19	Ged a tha an gràdh sin a' dol thar eòlas duine, tha mi ag ùrnaigh gum faigh sibhse eòlas air, 's gum bi sibh mar sin air ur lìonadh gu h‑iomlan le lànachd Dhè.
EPH.3.20	Tron chumhachd a tha ag obrachadh annainn, tha ar Dia comasach air còrr mòr a bharrachd a dhèanamh na 's urrainn dhuinne iarraidh no smaoineachadh. 
EPH.3.21	Dhàsan gun robh glòir anns an eaglais agus ann an Iosa Crìosd fad nan linntean sìorraidh. Amen.
EPH.4.1	Mar sin tha mise a tha nam phrìosanach air sgàth an Tighearna ag iarraidh oirbh a bhith beò ann an dòigh a fhreagras air a' ghairm leis an do ghairm Dia sibh. 
EPH.4.2	Bithibh daonnan iorasal, caomh agus foighidneach, agus dèanadh an gràdh sibh fad-fhulangach ri càch-a‑chèile. 
EPH.4.3	'S e sìth a tha gur ceangal ri chèile; dèanaibh mar sin dìcheall air an aonachd a th'agaibh san Spiorad a ghleidheadh. 
EPH.4.4	'S e an aon chorp agus an aon Spiorad a th'ann, agus 's e an aon dòchas a thug Dia dhuibh nuair a ghairm e sibh. 
EPH.4.5	'S e aon Tighearna, aon chreideamh agus aon bhaisteadh a th'ann. 
EPH.4.6	Chan eil ann ach aon Dia, agus is esan Athair gach duine. Tha esan os cionn gach duine, tha e ag obrachadh troimh gach duine agus tha e anns gach duine.
EPH.4.7	Ach fhuair gach aon againn gràs a rèir 's mar a rinn Crìosd a thomhas a‑mach dhuinn. 
EPH.4.8	Tha an Sgriobtair ag ràdh:
EPH.4.8	Nuair a chaidh e suas dhan àite as àirde,
EPH.4.8	bha e a' toirt phrìosanach còmhla ris,
EPH.4.8	's thug e tiodhlacan do dhaoine.
EPH.4.9	Nuair a tha e ag ràdh “Chaidh e suas”, nach eil seo a' gabhail a‑steach gun tàinig e nuas gu ionadan ìochdrach na talmhainn? 
EPH.4.10	'S e am fear a thàinig a‑nuas an dearbh fhear a chaidh suas, fada os cionn nan nèamhan uile gus an lìonadh e gach nì a th'ann. 
EPH.4.11	Thug e cuid gu bhith nan abstoil, cuid nam fàidhean, cuid nan soisgeulaichean, agus cuid nam buachaillean agus nan luchd-teagaisg. 
EPH.4.12	Bha e airson gum biodh sluagh Dhè air an ullachadh gus seirbhis a dhèanamh agus corp Chrìosd air a dhaingneachadh. 
EPH.4.13	Mar sin ruigidh sinn uile aonachd anns a' chreideamh agus ann an eòlas air Mac Dhè. Fàsaidh sinn gu ìre duine coileanta gus an ruig sinn fìor inbhe na lànachd a th'ann an Crìosd. 
EPH.4.14	Mar thoradh air seo, cha bhi sinn tuilleadh nar leanabain air ar luasgadh air na tuinn 's air ar riasladh leis gach gaoth teagaisg a thig bho dhaoine carach, a tha cur feadhainn eile air seachran len cuid innleachdan seòlta. 
EPH.4.15	Ach 's ann le bhith a' bruidhinn na fìrinn ann an gràdh a dh'fhàsas sinne suas anns a h‑uile dòigh gu bhith coltach ri Crìosd, oir is esan an ceann. 
EPH.4.16	Fo a stiùireadh-san, tha gach ball dhen chorp a' dol an altan a chèile, agus tha neart a' chuirp gu lèir an urra ris gach alt a th'ann. Nuair a tha gach ball ag obrachadh mar as còir, tha an corp air fad a' fàs agus ga dhèanamh fhèin nas treasa ann an gràdh.
EPH.4.17	Mar sin tha mi ag iarraidh 's a' guidhe oirbh ann an ainm an Tighearna gun a bhith beò mar a tha na Cinnich. Tha an dòigh-smaoineachaidh acasan faoin agus gun stà. 
EPH.4.18	Tha sgleò air an inntinn, agus tha iad dealaichte bhon bheatha a th'ann an Dia, a chionns gu bheil iad aineolach agus gu bheil an cridheachan cruaidh. 
EPH.4.19	Chaill iad an nàire agus thug iad iad fhèin thairis do thograidhean an cuirp, a' sìor shanntachadh rudan gràineil a dhèanamh. 
EPH.4.20	Ach chan e sin an teagasg a fhuair sibhse nuair a dh'ionnsaich sibh mu Chrìosd. 
EPH.4.21	Gu cinnteach chuala sibh mu dheidhinn, agus fhuair sibh eòlas air an fhìrinn a th'ann an Iosa nuair a chreid sibh ann. 
EPH.4.22	Cuiribh cùl ris an dòigh-beatha a b'àbhaist a bhith agaibh, an seann nàdar a bha a' dol a dhìth le tograidhean meallta. 
EPH.4.23	Feumaidh ur spiorad agus ur n‑inntinn a bhith air an nuadhachadh. 
EPH.4.24	Cuiribh oirbh an nàdar ùr a tha coltach ri nàdar Dhè, 's a tha ga fhoillseachadh fhèin ann am fìreantachd 's ann an naomhachd a tha stèidhichte air an fhìrinn.
EPH.4.26	Ma bhios sibh feargach, na leigibh leis an fheirg ur toirt a thaobh gu peacadh, agus na cumaibh ga h‑altram o mhoch gu dubh. 
EPH.4.27	Na toiribh cothrom sam bith dhan Diabhal. 
EPH.4.28	'S còir dhan mhèirleach sgur de chuid mèirle agus a làmhan a chur an sàs ann an obair fheumail, gus am bi rud aige leis an cuidich e daoine bochda. 
EPH.4.29	Na leigibh le cainnt ghrod sam bith tighinn as ur beul, ach cleachdaibh cainnt fhallain a neartaicheas 's a chuidicheas 's a nì feum dhan luchd-èisdeachd. 
EPH.4.30	Na dèanaibh Spiorad Naomh Dhè a phianadh, oir is e an Spiorad a tha gur comharrachadh mar chlann Dhè 's a tha na urras gun tig an là san tèid ur cur saor gu h‑iomlan. 
EPH.4.31	Cuiribh uaibh gach gamhlas, gach trod, gach fearg is gach cuthach. Air falbh leis gach toibheum is droch-rùn. 
EPH.4.32	'S ann a bu chòir dhuibh a bhith coibhneil agus blàth-chridheach ri càch-a‑chèile, 's a' toirt mathanas dha chèile cuideachd, dìreach mar a thug Dia mathanas dhuibh fhèin ann an Crìosd.
EPH.5.1	Mar sin, bhon as e a chlann ghràdhach fhèin a th'annaibh, bu chòir dhuibh a bhith a' leantainn eisimpleir Dhè. 
EPH.5.2	Bithibh beò ann an gràdh, dìreach mar a ghràdhaich Crìosd sinne, 's a thug e thairis a bheatha fhèin as ar leth na tabhartas agus na h‑ìobairt chùbhraidh a thug toileachadh do Dhia. 
EPH.5.3	Cha bu chòir e a bhith ri iomradh oirbh gu bheil a leithid de rud ri mì‑mhoraltachd no neòghlaine no sannt nur measg, oir chan eil sin idir a' freagairt air sluagh Dhè. 
EPH.5.4	Chan eil e freagarrach nas mò gum biodh bruidhinn shalach, cainnt ghòrach, no fealla-dhà dhrabasda agaibh. 'S ann a bu chòir dhuibh a bhith a' cur an cèill ur taingealachd. 
EPH.5.5	Faodaidh sibh a bhith làn chinnteach nach bi pàirt anns an rìoghachd a bhuineas do Chrìosd agus do Dhia aig neach sam bith a tha mì‑mhoralta, drùiseil no sanntach (oir 's e seòrsa de dh'iodhal-adhraidh a th'ann an sannt).
EPH.5.6	Na leigibh le neach sam bith ur mealladh le facail gun stà, oir 's ann air sgàth sin a ghabhas Dia fearg ris an fheadhainn nach toir feairt air. 
EPH.5.7	Na gabhaibh gnothach sam bith ris na daoine sin. 
EPH.5.8	Bha àm ann a bha sibh nur dorchadas, ach a‑nis, bhon a tha sibh a' creidsinn anns an Tighearna, tha sibh nur solas. Mar sin, caithibh ur beatha mar dhaoine a tha beò anns an t‑solas, 
EPH.5.9	oir 's ann mar thoradh air an t‑solas a gheibh sibh gach nì a tha math agus ceart agus fìor. 
EPH.5.10	Feuchaibh ri eòlas fhaighinn air an rud a bheir toileachadh dhan Tighearna. 
EPH.5.11	Na gabhaibh gnothach ris na rudan gun tairbhe a nì daoine a bhuineas dhan dorchadas, ach thoiribh a‑mach iad a dh'ionnsaigh an t‑solais. 
EPH.5.12	(Tha e nàrach fiù a bhith a' bruidhinn air na rudan a nì daoine far nach tèid am faicinn.) 
EPH.5.13	Nuair a thèid rudan a thoirt a‑mach dhan t‑solas, tha am fìor ghnè air a shoilleireachadh, 
EPH.5.14	's tha gach nì a thèid a shoilleireachadh a' dol na sholas e fhèin. 'S ann air sàillibh sin a tha an rann ag ràdh:
EPH.5.14	Dùisg, a dhuine a tha nad chadal,
EPH.5.14	agus èirich bho na mairbh,
EPH.5.14	agus deàrrsaidh solas Chrìosd ort.
EPH.5.15	Mar sin, bithibh faiceallach mun dòigh anns an caith sibh ur beatha, chan ann mar dhaoine gun tùr, ach mar dhaoine glice. 
EPH.5.16	Cuiribh gach uair gu deagh bhuil, oir tha sibh beò ann an làithean ole. 
EPH.5.17	Air sgàth sin, na bithibh beò mar amadain, ach bithibh a' sireadh tuigse air na tha an Tighearna a' rùnachadh dhuibh. 
EPH.5.18	Na gabhaibh an daorach le bhith ag òl deoch-làidir
EPH.5.19	Bruidhnibh ri càch-a‑chèile a' cleachdadh fhaclan bho na sailm, bho laoidhean 's bho dhàin spioradail, a' seinn 's a' toirt moladh dhan Tighearna le ur n‑uile chridhe. 
EPH.5.20	Bithibh daonnan a' toirt taing airson gach nì do Dhia an t‑Athair ann an ainm ar Tighearna Iosa Crìosd, 
EPH.5.21	agus bithibh umhail dha chèile a chionns gu bheil urram agaibh do Chrìosd.
EPH.5.23	Oir tha ceannas aig an fhear thairis air a bhean mar a tha Crìosd na cheann air an eaglais, agus 's i an eaglais a chorp fhèin air a bheil e na Shlànaighear. 
EPH.5.24	Agus tha còir aig na mnathan a bhith umhail dha na fir aca sa h‑uile nì, san aon dòigh sa bheil an eaglais a' toirt ùmhlachd do Chrìosd.
EPH.5.26	Rinn e seo gus a coisrigeadh do Dhia le fhacal, 's i air a glanadh le bhith ga nighe ann an uisge. 
EPH.5.27	Bha e cuideachd fainear dha gun toireadh e thairis an eaglais dha fhèin 's i na làn mhaise, gun aon smal no roc oirre, no easbhaidh sam bith dhen t‑seòrsa sin — 's ann a tha i ri bhith naomh gun lochd. 
EPH.5.28	San aon dòigh, bu chòir dha na fir am mnathan a ghràdh-achadh mar an cuirp fhèin. Tha am fear a tha a' gràdhachadh a bhean ga ghràdhachadh fhèin. 
EPH.5.29	Oir chan eil gràin aig duine sam bith air a chorp fhèin; 's ann a tha e ga bheathachadh agus a' gabhail cùram dheth, dìreach mar a tha Crìosd a' dèanamh ris an eaglais; 
EPH.5.30	agus tha sinne nar buill de chorp Chrìosd. 
EPH.5.31	“'S ann air sgàth sin a dh'fhàgas fear athair agus a mhàthair, 's a bhios e air aonadh ri a bhean, agus bidh an dithis aca nan aon chorp.” 
EPH.5.32	Tha diamhaireachd mhòr ann an sin, ach tha mi a' bruidhinn mu Chrìosd agus mun eaglais. 
EPH.5.33	Air ur son-sa, feum-aidh a h‑uile fear-pòsda nur measg a bhean a ghràdhachadh mar a tha e ga ghràdhachadh fhèin, agus feumaidh gach bean urram a thoirt dha fear.
EPH.6.2	Tha an àithne ag ràdh, “Thoir urram dhad athair 's dhad mhàthair.” 'S e seo a' chiad àithne le gealladh na cois, agus 's e an gealladh 
EPH.6.3	“gun soirbhich leat agus gum bi beatha fhada agad anns an tìr.” 
EPH.6.4	A phàrantan, na buinibh ri ur pàisdean ann an dòigh a chuireas fearg orra, ach àraichibh iad gu cùramach, gan smachdachadh 's gan teagasg mar bu mhath leis an Tighearna.
EPH.6.6	's chan ann a‑mhàin nuair a tha sibh fo aire an sùla, a' feuchainn ri daoine a thoileachadh. Bu chòir dhuibh a bhith mar sheirbhisich do Chrìosd, 's sibh a' strì le ur n‑uile chridhe gus toil Dhè a chur an gnìomh. 
EPH.6.7	Rachaibh an sàs nur seirbhis gu toileach, is sibh a' saothrachadh air sgàth an Tighearna, 's chan ann air sgàth dhaoine. 
EPH.6.8	Cuimhnichibh gun toir an Tighearna a dhuais do gach neach airson gach rud math a rinn e, co‑dhiù 's e seirbhiseach no duine saor a th'ann. 
EPH.6.9	A mhaighistirean, buinibh ri ur seirbhisich anns an aon dòigh, 's na bithibh a' maoidheadh orra. Cuimhnichibh gu bheil an aon mhaighistir ann an nèamh agaibh uile, 's nach eil taobh aigesan ri duine seach duine.
EPH.6.10	Anns an dealachadh, tha mi ag iarraidh oirbh sibh fhèin a neartachadh anns an Tighearna le bhith a' cur gu feum an spionnaidh chumhachdaich a bhuineas dhàsan. 
EPH.6.11	Cuiribh oirbh gach ball dhen deise-airm a tha Dia a' tairgse dhuibh, gus an tèid agaibh air seasamh an aghaidh chuilbheartan olca an Diabhail. 
EPH.6.12	Oir chan ann ri nàimhdean daonna a tha sinne a' cathachadh, ach ris na droch cumhachdan spioradail a th'anns an t‑saoghal nèamhaidh, na h‑uachdarain, na h‑ùghdarrasan agus na flaithean a tha gu h‑àrd, a' riaghladh na cruinne anns na làithean dorcha seo. 
EPH.6.13	Mar sin, gabhaibh thugaibh a h‑uile pìos dhen deise-airm a tha Dia a' toirt dhuibh. 'S e seo a bheir an comas dhuibh dùbhlan a thoirt dhan nàmhaid san droch uair, agus a chumas sibh nur seasamh an dèidh dhuibh ur dìcheall a dhèanamh. 
EPH.6.14	Seasaibh gu daingeann, ma tha, leis an fhìrinn mar bhann ceangailte mu ur meadhon, 's le fìreantachd a' cur dìon air ur broilleach. 
EPH.6.15	Gabhaibh Deagh Sgeul na sìthe mar bhrògan air ur casan, agus bheir sin seasamh cinnteach dhuibh. 
EPH.6.16	Anns gach suidheachadh, cleachdaibh mar sgiath an creideamh a th'agaibh ann an Dia, 's leis an sgiath sin mùchaidh sibh a h‑uile saighead lasrach a thilgeas an Sàtan oirbh. 
EPH.6.17	Mar chlogad gabhaibh an t‑slàinte a tha a' tighinn thugaibh o Dhia, agus glacaibh an claidheamh a tha an Spiorad a' toirt dhuibh, oir 's e an claidheamh sin facal Dhè. 
EPH.6.18	Dèanaibh seo uile 's sibh ag ùrnaigh 's a' sireadh cobhair bho Dhia. Feuch gun cleachd sibh an ùrnaigh aig gach àm a rèir 's mar a bhios an Spiorad gur brosnachadh. Bithibh air ur faiceall gum bi seo daonnan fainear dhuibh, agus na sguiribh a bhith ag ùrnaigh as leth sluagh Dhè gu lèir. 
EPH.6.19	Bithibh ag ùrnaigh air mo shon-sa cuideachd; iarraibh gun toir Dia facal freagarrach dhomh nuair a bhios mi deiseil gu bruidhinn, 's mar sin gun cuir mi an cèill gun eagal an diamhaireachd a th'air a foillseachadh anns an t‑Soisgeul. 
EPH.6.20	'S e fear-labhairt a th'annam as leth an t‑Soisgeil, ged a tha mi an dràsda sa phrìosan. Iarraibh air Dia nach bi eagal orm an Soisgeul a shearmonachadh mar bu chòir dhomh.
EPH.6.22	Tha mi ga chur thugaibh a dh'aon ghnothach a dh'innse dhuibh mu ar deidhinn-ne, 's gus ur cridheachan a mhisneachadh.
EPH.6.23	Tha mi ag ùrnaigh gum meal na bràithrean Crìosdail uile sìth, gràdh agus creideamh bho Dhia an t‑Athair agus bhon Tighearna Iosa Crìosd. 
EPH.6.24	'S e mo mhiann gum bi gràs Dhè ann an cridhe gach aon a tha a' toirt gràdh sìorraidh do dh'Iosa Crìosd ar Tighearna.
PHP.1.2	Gun robh gràs agus sìth agaibh bho Dhia ar n‑Athair, agus bhon Tighearna Iosa Crìosd.
PHP.1.3	Chan eil uair a tha mi a' cuimhneachadh oirbh nach eil mi a' toirt taing dham Dhia air ur son. 
PHP.1.4	Tha mi daonnan ag ùrnaigh as ur leth le fìor ghàirdeachas, 
PHP.1.5	a chionns gu robh sinn còmhla ri chèile ann an obair an t‑Soisgeil on chiad là a chreid sibh, gu ruig an t‑àm seo fhèin. 
PHP.1.6	'S e Dia a thug air an obair mhath seo tòiseachadh annaibh, 's tha mi làn chinnteach gun cùm e a' dol i gus an cuir e crìoch oirre air an là a thilleas Iosa Crìosd. 
PHP.1.7	Chan eil e ach ceart gum bithinn a' smaoineachadh oirbh uile mar seo, oir tha gràdh mòr agam oirbh nam chridhe, leis mar a tha sibh air fad a' gabhail pàirt anns an obair seo a thug Dia na ghràs dhomh. Tha sibh a' toirt taic dhomh an dà chuid nuair a tha mi air mo ghlasadh anns a' phrìosan, 's nuair a tha mi a' bruidhinn as leth an Deagh Sgèil, 's a' dearbhadh gu bheil e fìor. 
PHP.1.8	Tha fhios aig Dia fhèin mar a tha mo chridhe a' dol a‑mach thugaibh anns a' ghràdh a th'aig Iosa Crìosd dhuinn.
PHP.1.9	'S e seo an ùrnaigh a th'agam. Tha mi ag iarraidh gum bi ur gràdh a' sìor fhàs nas motha, 's gum bi tuigse agus gach seòrsa breithneachaidh agaibh còmhla ris. 
PHP.1.10	Mar sin bidh e nur comas na rudan anns a bheil fìor luach aithneachadh, 's bidh sibh glan agus gun choire air an là a bheir Crìosd breith oirbh. 
PHP.1.11	Tha mi a' guidhe gun dèan Iosa Crìosd ur lìonadh le toradh na fìreantachd, 's air sgàth sin gum faigh Dia glòir agus cliù.
PHP.1.12	Bu mhath leam gun tuigeadh sibh, a chàirdean, gur ann a' soirbheachadh a tha an Soisgeul air sàillibh na thachair dhòmhsa. 
PHP.1.13	'S e a' bhuil a th'ann gu bheil fhios aig geàird na lùchairt gu lèir, 's aig a h‑uile duine eile, gur ann air sgàth Chrìosd a tha mi sa phrìosan. 
PHP.1.14	'S a chionns gu bheil mi sa phrìosan, tha a' mhòr-chuid de na creidmhich air tuilleadh misneachd fhaighinn anns an Tighearna, 's tha iad a' sìor fhàs nas dàine ann a bhith a' searmonachadh facal Dhè gun eagal. 
PHP.1.15	Gun teagamh, tha feadhainn ann a tha a' searmonachadh Chrìosd a chionns gu bheil farmad aca rium, 's a chionns gu bheil iad aimhreiteach; ach tha feadhainn eile ann a tha ga shearmonachadh le deagh rùn. 
PHP.1.16	Tha iad sin ga dhèanamh ann an gràdh, oir tha iad a' tuigsinn gur ann airson a bhith a' cur air adhart an Deagh Sgèil a tha mi far a bheil mi. 
PHP.1.17	Tha càch a' searmonachadh Chrìosd ann am fèinealachd, 's chan ann le cridhe glan, 's iad an dùil gun toir iad an tuilleadh sàrachaidh dhomh, fhad 's a tha mi sa phrìosan.
PHP.1.18	Ach coma! 'S e a' bhuil a th'ann gu bheil daoine a' searmonachadh Chrìosd anns a h‑uile dòigh, co‑dhiù tha adhbhar math no dona aca air a shon, agus tha mise fìor thoilichte. Agus 's ann toilichte a bhitheas mi 
PHP.1.19	oir tha fhios agam gur e mo shaorsa a thig a seo, air sàillibh nan ùrnaighean agaibhse, agus cuideachadh Spiorad Iosa Crìosd. 
PHP.1.20	'S e rùn mo chridhe agus mo dhùrachd nach bi mi air mo nàireachadh ann an nì sam bith, ach gum bi mi air mo lìonadh le dànachd aig gach àm 's gu h‑àraid an dràsda fhèin, gus am bi Crìosd air a ghlòrachadh nam chorp, co‑dhiù bhios mi beò no marbh. 
PHP.1.21	Air mo shon-sa 's e Crìosd mo bheatha, agus mar sin, 's e buannachd a th'anns a' bhàs. 
PHP.1.22	Ach mas e 's gum fuirich mi sa bheatha seo, thig toradh air m'obair. Chan eil fhios agam, ma tha, dè a roghnaicheas mi. 
PHP.1.23	Tha mi air mo theannadh eadar an dà roghainn. Bu mhiann leam gu mòr a' bheatha seo fhàgail, agus a bhith còmhla ri Crìosd, rud a b'fheàrr uile-gu‑lèir; 
PHP.1.24	ach tha e nas fheumaile gum fuirich mi sa bheatha seo airson cuideachadh a thoirt dhuibhse. 
PHP.1.25	Tha mi cinnteach as a seo, agus tha fhios agam gum fan mi, 's gun lean mi orm còmhla ribh, gus an dèan sibh adhartas nur creideamh, 's gum bi aoibhneas agaibh ann. 
PHP.1.26	Mar sin, nuair a thilleas mi thugaibh a‑rithist, bidh barrachd adhbhair agaibh airson moladh a thoirt do dh'Iosa Crìosd air mo sgàth-sa.
PHP.1.27	'S e seo a tha cudthromach — gum bi sibh beò còmhla ri chèile anns an dòigh a tha a' freagairt air Soisgeul Chrìosd. Co‑dhiù a thilleas mi gur faicinn, no gun cluinn mi mur deidhinn 's mi air falbh bhuaibh, tha mi ag iarraidh gum bi sibh a' seasamh gu daingeann anns an aon spiorad, 's a' strì còmhla mar aon duine airson creideamh an t‑Soisgeil. 
PHP.1.28	Na biodh an t‑eagal as lugha oirbh roimh ur nàimhdean. Dearbhaidh seo dhaibh gur e iadsan a chailleas, 's gur e sibhse a bhuannaicheas, agus gur e Dia a bheir seo gu buil. 
PHP.1.29	Oir thugadh dhuibh an t‑urram seo air sgàth Chrìosd, chan e a‑mhàin a bhith a' creidsinn ann, ach cuideachd a bhith a' fulang as a leth. 
PHP.1.30	Tha sibh mar sin còmhla rium fhìn anns an aon chòmhstri 's a bh'agam nuair a chunnaic sibh mi. Mar a tha sibh a‑nis a' cluinntinn, tha mi an sàs innte fhathast.
