MAT.1.1	Ninteh iwejkatatawah n Cristo Jesús, non walewatok itech David iwa noijki walewatok itech Abraham.
MAT.6.24	'Amaka tlakatl weletis kintekitilis ome inteko, porke se kitlawelitas iwa non ok se kitlasojtlas, noso se kitlakitas iwa non ok se mach kitlakitas. Amaka weletis kimopantis Dios tla satlawel momijmiktia para kitlawelpias tomi.
MAT.6.25	'Yika nomechilia: Amo ximotekipachokah por tlan nonkimomajsewiskeh noso tlan nonkoniskeh para ika nonyolitoskeh, noso tlan nonkonakiskeh. ¿Amo okachi ipati nomoyolilis ke nomotlakual, iwa amo okachi ipati nomokuerpo ke nomotlakeh? 
MAT.6.26	Xikinmitakah n totomeh non patlantinemih, yejwah amo tookah nion pixkah, iwa nion amitla kitlaatiah. Iwa Nomotajtsi Dios non kajki ilwikak kintlakualtia. ¡Iwa nomejwah okachi nomopati ke n totomeh! 
MAT.6.27	¿Tla aka de nomejwah satlawel motekipachoa, yolitos ok se tonati?
MAT.6.28	'¿Iwa tleka nomejwah saikpanoa nonmotekipachoah por nomotlakeh? Xikinmitakah kenomi moskaltiah n xochimeh, yejwah amo tekitih iwa nion motlajtsomiah. 
MAT.6.29	Iwa Ne nomechilia nion rey Salomón non saikpanoa omoyektlakentiaya, owéletki omotlakenti kemi ninteh xochimeh. 
MAT.6.30	Iwa tla Dios ijkó kitlakentia se xochitl non axa selistok tlajtlala iwa mostla kichichinoah ijtik tletl, ¡okachi miak kichiwas por nomejwah akimeh nonkipiah achitsi tlaneltokálistli! 
MAT.6.31	Yika, amo ximotekipachokah nion xikmolikah: “¿Tlan tikmomajsewiskeh? noso ¿tlan tikoniskeh? noso ¿tlan tikonakiskeh?” 
MAT.6.32	Porke nochteh non amo kixmatih Dios kitemolijtinemih kenomi kipiaskeh nochi ni, pero nomejwah nonkipiah se Nomotajtsi non kajki ilwikak, iwa Ye ya kimatok tlan nomechpoloa. 
MAT.6.33	Nomejwah moneki achto xikchiwakah tlan Dios nomechnawatia iwa xikchiwakah tlan Ye kimonekiltia. Iwa ijkó Dios nomechmakas nochi tlan nomechpolos. 
MAT.6.34	Yika, amo ximotekipachokah kenomi nontlanexiliskeh, porke mostla ok se welta nonmotekipachoskeh. Nochi tonati saman yetos itla tlan ika weletis nonmotekipachoskeh.
MAT.7.1	'Amo xikimpojpoakah oksikimeh, ijkó noiwa amo manomechpojpoakah nomejwah. 
MAT.7.2	Porke ijkó kemi nomejwah nonkimpojpoaskeh oksikimeh, ijkó nomechpojpoaskeh. Iwa ijkó kemi nomejwah nontlatamachiwah, noiwa ijkó nomechtamachiwaskeh. 
MAT.7.3	¿Tleka tikitilia n tlajsoltsintli non kajki ijtik iixtololo mokni, iwa amo tikita n tláktsontli non kajki ijtik moixtololo? 
MAT.7.4	¡Kenijki weleti tikilia mokni: “Techkawili manimitskixtili n tlajsoltsintli non tikpixtok ijtik moixtololo,” iwa te ok tikpixtok se tláktsontli ijtik moixtololo! 
MAT.7.5	¡Íxkoptli! Achto xikmokixtili n tláktsontli non tikpixtok ijtik moixtololo, iwa ijkó weletis tiyektlachias iwa weletis tikkixtilis n tlajsoltsintli non kipixtok mokni ijtik iixtololo.
MAT.7.6	'Tlan tiochitok iwa chipawak, amo xikinmakakah n chichimeh, amo kichiwa onewaskeh nomopah iwa nomechkuajkuaskeh. Nion xikinmakakah n koskameh patiojkeh n pitsomeh porke san kintlajtlaksaskeh.
MAT.7.7	'Xiktlajtlanikah tlan nomechpoloa iwa nomechmakaskeh. Xiktemokah tlan nomechpoloa iwa nonkajsiskeh, xitenotsakah kan kaltentli iwa nomechtlatlapoliskeh. 
MAT.7.8	Yika, akin itla kitlajtlani, kiselia. Iwa akin itla kitemoa, kajsi. Iwa akin tenotsa kan kaltentli, kitlatlapoliah.
MAT.7.9	'¿Akin tlakatl weletis kimakas ikone se tetl ijkuak kitlajtlanilis se paj? 
MAT.7.10	Noso, ¿weletis kimakas se koatl ijkuak kitlajtlanilis se michi? 
MAT.7.11	Maya nomejwah amo nonkualteh, nonweleti nonkinmakah nomopilwah tlan kuali, ¡okachi Nomotajtsi Dios non kajki ilwikak, weletis nomechmakas tlan kuali tla nonkitlajtlaniliskeh!
MAT.7.12	'Xikchiwakah iwan oksikimeh ijkó kemi nomejwah nonkinekih makichiwakah nomowah, ye tlan moneki xikchiwakah. Ye ni itlanawatil Moisés iwa nochi tlan okijkuilojkeh n profetas.
MAT.7.13	'Xikalakikah kan ik kaltentli non tsopijtik, porke patlawak n kaltentli iwa kuyawak n ojtli non tewika kan moixpoloah, iwa miakeh ik ompa yajtokeh. 
MAT.7.14	Pero n kaltentli iwa n ojtli non tewika kan nochipa se yolitos, saikpanoa tsopijtik iwa san sikimeh kajsi non ojtli.
MAT.7.15	'Ximotlachilikah inmak nekateh tiotlajtolteh tekajkayajkeh, non motlakentiah kemi yetoskiah ichkameh, pero ik inmijtik kokoyomeh tekuanimeh. 
MAT.7.16	Nomejwah weletis nonkinmixmatiskeh ika tlan kichiwah, porke amo motekih uvas itech witsmeh, nion se tlátsmoli weleti kitemakas igos. 
MAT.7.17	Ijkó kiné, nochi kuali kuawitl, kitemaka kuali itlakilo, iwa n kuawitl non ayakmó kuali, amo kuali itlakilo kitemaka. 
MAT.7.18	Se kuali kuawitl amo weletis kitemakas amo kuali itlakilo, iwa se kuawitl non ya palantok amo weletis kitemakas kuali itlakilo. 
MAT.7.19	Nochi kuawitl non amo kitemaka kuali itlakilo, motsojtsonteki iwa se kitlamotla ijtik tletl. 
MAT.7.20	Yika nomejwah weletis nonkinmixmatiskeh ika tlan kitlakiltiah.
MAT.7.21	'Amo nochteh akimeh nechiliah: “¡Noteko, Noteko!”, kalakiskeh kan Dios tlanawatia. Sanwel akimeh kichiwah tlan kimonekiltia Notajtsi non kajki ilwikak. 
MAT.7.22	Itech neká tonati, miakeh nechiliskeh: “¡Noteko, Noteko!, tejwah otitetlapowijkeh ika Motoka iwa ika Motoka otikinkixtijkeh espíritus amokualteh, noiwa ika Motoka otikinchijkeh miakeh milagros.” 
MAT.7.23	Ijkuakó Ne nikinmilis: “¡Ayik onomechixma! ¡Ik nepa xiwiah, tlajtlakolchijkeh!”
MAT.7.24	'Ijkó kiné, akin nechkaki iwa nechtlakita, ye kemi se tlakatl non kipia kuali itlalnamikilis, iwa okichijchi ikal itech tetl. 
MAT.7.25	Owala chikawak kiawitl, iwa opé motleloa miak atl iwa se ejekatl temojti omotlawitekia ipan non kali, pero amo owetski, porke kuali otlakxilitoka itech tetl. 
MAT.7.26	Iwa akin nechkaki iwa amo nechtlakita, ye kemi se tlakatl amo ixtlamati iwa okichijchi ikal san itech xali. 
MAT.7.27	Owala chikawak kiawitl, iwa opé motleloa miak atl iwa se ejekatl temojti omotlawitekia ipan non kali, iwa non kali owetski iwa nochi opojpoliwik.
MAT.7.28	Ijkuak Jesús otlanki okintlapowi, n tlakah san omotlajtlachialtijkeh kenomi okinmachtiaya. 
MAT.7.29	Porke itlajtol n Jesús otlanawatiaya de milajka, iwa amo kemi non kitemachtiah intlanawatil.
MAT.8.1	Ijkuak Jesús otemok de kan tepetl, miakeh tlakah oyajkeh íwa. 
MAT.8.2	Ijkuakó se tlakatl non okipiaya lepra owalmijkuani inawak Jesús, omotlankuaketski iwa okili:
MAT.8.2	—Noteko, tla tikmonekiltia, techchipawa.
MAT.8.3	Jesús okitlali ima ipan non kókoxki iwa okili:
MAT.8.3	—Nikmonekiltia. ¡Ximochipawa!
MAT.8.3	Ijkuak Jesús ijkó okijto, owalpajtik n kókoxki de ikokolis. 
MAT.8.4	Jesús okili:
MAT.8.4	—Xikkaki, amaka xikmatilti, sanwel xio kan tiópixki, iwa xiktemaka motlatliokolil kemi kijtoa itlanawatil Moisés, para ijkó makimatikah yotimochipa de mokokolis.
MAT.8.5	Ijkuak Jesús okalak kan altepetl de Capernaúm, ompa owalmijkuani se kapita romano, 
MAT.8.6	iwa okili:
MAT.8.6	—Noteko, se notlakewal sa wetok nocha, yotitikak iwa kualo nochi ikuerpo.
MAT.8.7	Jesús okinankili:
MAT.8.7	—Nias nikpajtiti.
MAT.8.8	N kapita okinankili:
MAT.8.8	—Tejwatsi, ne amitla nopati kemi para tikalakis nocha. Sanwel xikijto, “mapajti,” iwa notlakewal walpajtis. 
MAT.8.9	Porke ne noiwa nikpia akin nechnawatia, iwa ne noiwa nikinnawatia sikimeh soldadojteh. Iwa tla aka niknawatia mawia, yawi. Iwa tla ok se niknawatia mawiki, wits. Noiwa tla se notlakewal niknawatia makichiwa itla, kichiwa.
MAT.8.10	Ijkuak Jesús okikak tlan okili n kapita, omotlajtlachialti iwa okinmili non íwa oyayah:
MAT.8.10	—De milajka nomechilia, amo nikkajsitika nion se tlakatl itech nochi n tlali de Israel, non satlawel manechneltoka kemi nin tlakatl nechneltoka. 
MAT.8.11	Ne nomechilia miakeh walewaskeh de kan ik kisa tonati iwa de kan ik kalaki tonati, iwa motlamajsewiskeh iwan Abraham, Isaac iwa Jacob ompa ilwikak kan Dios tlanawatia. 
MAT.8.12	Pero n tepilwah non ompa moneki yetoskiah, kinkixtiskeh kala kan sentleyua, iwa ompa chokaskeh iwa tlannetsoniskeh.
MAT.8.13	Ijkuakó Jesús okili n kapita:
MAT.8.13	—Ximokopa mocha, iwa mamochiwa kemi otikneltokak.
MAT.8.13	Iwa non ora itlakewal n kapita owalpajtik.
MAT.8.14	Jesús oyá icha n Pedro, iwa ompa okajsito imona n Pedro wetok ika miak totonik. 
MAT.8.15	Jesús okimakitski, iwa n totonik okiski. San nima n siwatl omej iwa opé kitekichiwilia.
MAT.8.16	Ijkuak otleyuak, okwalinwikilijkeh n Jesús miakeh non okimpiayah espíritus amokualteh. Iwa ika itlajtol okinkixti n espíritus amokualteh iwa okimpajti nochteh non omokokoayah. 
MAT.8.17	Ijkó otlamochi tlan okijkuilo n tiotlajto Isaías, ijkuak okijto: “Ye otechpajti de nochi tokokolis iwa de nochi tlan otechkokoaya.” 
MAT.8.18	Ijkuak Jesús okitak miakeh tlakah okiyawalojtokah, okinnawati itlamachtijkawah makikojchalwikah n lago. 
MAT.8.19	Pero se tlamachti omijkuani ixpa Jesús iwa okili:
MAT.8.19	—Tlamachti, nias mowa san kan ik tejwatsi tias.
MAT.8.20	Jesús okinankili:
MAT.8.20	—N ostomeh mochantiah ijtik inkuyok, iwa n totomeh kipiah intepajsol, pero Ne Non onimochi ni tlakatl amo nikpia kan nimosewis.
MAT.8.21	Iwa seme de itlamachtijkawah okili:
MAT.8.21	—Noteko, achto techonkawili maniktooka nota.
MAT.8.22	Pero Jesús okili:
MAT.8.22	—Xiwiki nowa, iwa xikinkawa non miktokeh makintookakah inmikenwah.
MAT.8.23	Jesús iwa itlamachtijkawah otlejkokeh itech barka iwa oyajkeh.
MAT.8.24	San nima owala se ejekatl chikaktik iwa n atl opé motlatlawiteki itech barka iwa opé atemi. Pero Jesús okochtoka.
MAT.8.25	Ijkuakó itlamachtijkawah okiijxititoh, iwa okilijkeh:
MAT.8.25	—¡Toteko, techmakixti! ¡Tiapolak tokeh!
MAT.8.26	Ye okinmili:
MAT.8.26	—¿Tleka nonmomojtiah? ¡Wel achitsi nomotlaneltokalis!
MAT.8.26	Jesús owalmóketski iwa okitlakawalti n ejekatl iwa n atl, iwa san owaltlamoka.
MAT.8.27	Omotlajtlachialtijkeh iwa okijtoayah:
MAT.8.27	—¡Akí nin tlakatl, porke asta n ejekatl iwa n atl kitlakitah!
MAT.8.28	Jesús okalakito inakastla n lago, itech tlalmeh de gadarenos. Ome tlakah non okimpiayah demóniojteh owalkiskeh kan ik tooktokeh non yomikeh iwa okinamikikoh. Yejwah saikpanoa otemomojtiayah, yika amaka opanoaya itech neká ojtli. 
MAT.8.29	Iwa opé tsajtsih:
MAT.8.29	—¿Tlan tikneki towah Jesús Tekone de Dios? ¿Otiwala otechtlaijyowiltiko maya ayamó walajsi n iksemi tonati?
MAT.8.30	Ik ompa okintlakualtijtokah sikimeh pitsomeh. 
MAT.8.31	Iwa n espíritus amokualteh okitlatlautijkeh n Jesús:
MAT.8.31	—Tla techkixtis, techtitlani inmijtik pitsomeh.
MAT.8.32	Ijkuakó Jesús okinmili:
MAT.8.32	—Xiwiah.
MAT.8.32	N espíritus amokualteh okiskeh iwa okalakeh inmijtik nekateh pitsomeh. Iwa n pitsomeh omokajkawatoh ijtik atl iwa omijmikeh.
MAT.8.33	Non okintlakualtijtokah n pitsomeh ocholojkeh, iwa ijkuak okalakitoh kan altepetl opé tetlapowiah de nochi tlan otlamochi, iwa nekateh ome tlakah non okimpiayah espíritus amo kualteh. 
MAT.8.34	Ijkuakó nochteh n tlakah de Gadara okitatoh n Jesús, iwa ijkuak okitakeh, okitlatlautijkeh makinkajtewa intlalwah.
MAT.9.1	Ijkuakó Jesús otlejkok itech se barka iwa okikojchalwi n lago, iwa owalmókopki kan altepetl de Capernaúm kan Ye ochantitoka. 
MAT.9.2	Sikimeh tlakah okiwalikiliayah se tlakatl n Jesús. Ye owetotiwalaya ipan ikochpetl porke oikximijmiktoka. Ijkuak Jesús okimitak kenijki otlaneltokayah nonteh tlakah, okili n kókoxki:
MAT.9.2	—Ximoyolchikawa nokone, motlajtlakolwah ya tlapojpolwitokeh.
MAT.9.3	Ijkuakó sikimeh non kitemachtiah itlanawatil Moisés okimolijkeh: “Kixpanawia Dios ika tlan okijto. Ye tlajtoa kemi yetoskia Dios.” 
MAT.9.4	Jesús okimatia tlan okimoliayah itech inyolo, yika okinmili:
MAT.9.4	—¿Tleka nonkimoliah tlan amo kuali itech nomoyolo? 
MAT.9.5	¿Tlan okachi amo owi se kijtos: “Motlajtlakolwah ya tlapojpolwitokeh”, noso: “Ximewa iwa xinejnemi”? 
MAT.9.6	Pero xikmatikah, Ne Non onimochi ni tlakatl, nikpia tekiwajyotl itech nin tlaltíkpaktli para nikintlapojpolwis intlajtlakolwah n tlakah.
MAT.9.6	Ijkuakó okili n tlakatl non oikximijmiktoka:
MAT.9.6	—Ximewa, xikajkokui mopetl iwa xio mocha.
MAT.9.7	N kókoxki owalmóketski iwa oyá icha. 
MAT.9.8	Ijkuak n tlakah okitakeh ya nejnemi n kókoxki, omomojtijkeh iwa opé kiweyijkachiwah Dios, porke okinmák tekiwajyotl n tlakah.
MAT.9.9	Ijkuak Jesús yokistiaya de Capernaúm, okitak se tlakatl non itoka Mateo. Ye okololoaya impuesto para n tekiwa de Roma. Jesús okili:
MAT.9.9	—Xiwiki nowa.
MAT.9.9	Mateo owalmóketski, iwa oyá iwan Jesús.
MAT.9.10	Satepa, Jesús iwa itlamachtijkawah otlakuajtokah icha n Mateo. Miakeh tominoololojkeh iwa oksikimeh tlajtlakolejkeh noiwa ompa otlakuajtokah inwah. 
MAT.9.11	Ijkuak sikimeh fariseos okitakeh n Jesús otlakuajtoka inwah, okinmilijkeh itlamachtijkawah:
MAT.9.11	—¿Tleka nomotlamachti tlakua iwan tominoololojkeh iwan tlajtlakolejkeh?
MAT.9.12	Jesús okinkak iwa okinmili:
MAT.9.12	—Akimeh amo mokokoah mach kinekih se tepajti, yej non mokokoah. 
MAT.9.13	Xiwiah iwa kuali xikkajsikamatikah tlan kijtosneki itlajkuilol Dios: “Ne nikneki xiteiknomatikah iwa amo techinmiktilikah yolkameh.” 
MAT.9.14	Ijkuakó itlamachtijkawah n Juan Bautista omijkuanijkeh inawak Jesús iwa okitlajtlanijkeh:
MAT.9.14	—¿Tleka tejwah iwa n fariseos timosawah iwa motlamachtijkawah, amó?
MAT.9.15	Jesús okinmili:
MAT.9.15	—¿Kox weletis moyolkokojtoskeh itlatlalwilwah n novio ijkuak ye ok kajki inwah? Wits tonati ijkuak n novio ayakmó yetos inwah, ijkuakó mosawaskeh.
MAT.9.16	'Amaka kitlamanilia se itlake non ya wewe ika se yankuik tsótsoli, porke n yankuik tsótsoli mokototsoa iwa kitsomonia n tlakemitl non ya wewetsi, iwa okachi weyi tsomoni. 
MAT.9.17	Nion amaka kitlalia n yankuik vino itech se kuilambre ya wewetsi, porke tla ijkó nonkichiwah n kuilambre tsomonis. Ijkuakó n vino toyawi iwa n kuilambre sa motlamotla. Yika, xiktlalikah n yankuik vino itech se yankuik kuilambre, ijkó san ken ome wejkawaskeh.
MAT.9.18	Ijkuak Jesús ijkó okinmilijtoka n tlakah, owala se tlayákanki de se sinagoga,
MAT.9.18	—Nochpoch tlamitsi omikki, pero tla tejwatsi tiwits nocha iwa tiktlalis moma ipa, moyolitis.
MAT.9.19	Jesús omóketski, Ye iwa itlamachtijkawah oyajkeh icha non tlayákanki.
MAT.9.20	Ijkuakó se siwatl non yokipiaya májtlaktli iwa n ome xiwitl kókoxki ika esmilawálistli, omijkuani ik ikuitlapa n Jesús iwa okitempantelkoli itlakeh. 
MAT.9.21	N siwatl okimoliaya: “Tla san niktempantelkolis itlake, niwalpajtis.” 
MAT.9.22	Jesús omókopki, okitak n siwatl iwa okili:
MAT.9.22	—Ximoyolchikawa nokone, motlaneltokalis omitspajti.
MAT.9.22	Itech non ora n siwatl opajtik.
MAT.9.23	Ijkuak Jesús okalakito icha n tlayákanki, okinmitak n tlapitskeh, iwa non otetlajpalotoh sa tlawel omopajsolojtokah. 
MAT.9.24	Ijkuakó Jesús okinmili:
MAT.9.24	—Xikisakah, nin takotsi amo omikki, san kochtok.
MAT.9.24	N tlakah san okiwetskakeh n Jesús. 
MAT.9.25	Pero ijkuak Jesús okinkixti nochteh, okalak iwa okonmakitski n takotsi, iwa ye owalme. 
MAT.9.26	Iwa tlan otlamochi omoma itech nekateh tlalmeh.
MAT.9.27	Ijkuak Jesús okistiaya de ompa, ome tlakah non amo tlachiah okitokayah iwa okitsajtsilijtiayah:
MAT.9.27	—¡Techiknomati Ikone n rey David!
MAT.9.28	Ijkuak Jesús okalak itech kali, nonteh tlakah non amo otlachiayah okajsitoh. Jesús okintlajtlani:
MAT.9.28	—¿Nonkineltokah weletis nomechpajtis?
MAT.9.28	Yejwah okilijkeh:
MAT.9.28	—Ejé Tejwatsi.
MAT.9.29	Ijkuakó Jesús okintelkoli inmixtololowah iwa okinmili:
MAT.9.29	—Mamochiwa ijkó kemi nomejwah nonkineltokah.
MAT.9.30	Iwa yejwah owaltlachixkeh. Jesús kuali okinnajnawati:
MAT.9.30	—Xikkakikah, amaka xikilikah.
MAT.9.31	Pero ijkuak owalkiskeh, opé sentetl tetlapowiah tlan Jesús okichi inwah.
MAT.9.32	Ijkuak yejwah okistiayah, sikimeh tlakah okwalikilijkeh n Jesús se tlakatl non amo otlajtoaya. Ye okipiaya se espíritu amokuali. 
MAT.9.33	Ijkuak Jesús okikixti n espíritu amokuali, n tlakatl owaltlajto. N tlakah sa tlawel omotlajtlachialtijkeh iwa okimoliayah:
MAT.9.33	—Amayik ijkó motikah itech tlali de Israel.
MAT.9.34	Pero n fariseos okijtoayah:
MAT.9.34	—Kinkixtia espíritus amokualteh ika itekiwajyo n amokualitlakatl.
MAT.9.35	Jesús onentinemia itech nochteh n wejweyi altepemeh iwa itech altepetsitsinteh iwa okinmachtiaya n tlakah itech insinagogas. Okitematiltiaya n kualitlájtoli, iwa okimpajtiaya n tlakah de nochi inkokolis iwa inkualolis. 
MAT.9.36	Ijkuak Jesús okimitak n tlakah, okimiknoma ken sa tlawel osotlawatokah iwa oyetokah inselti kemi ichkameh non amo kipiah tlajpixki non kinyakanas. 
MAT.9.37	Ijkuakó okinmili itlamachtijkawah:
MAT.9.37	—Onkateh miakeh tlakah non moneki makikakikah notlajtol, pero amo onkateh miakeh tlakah akimeh moneki makitematiltikah notlajtol. Onka miak tekitl para mopixkas, pero amo onkateh miakeh akimeh pixkaskeh. 
MAT.9.38	Yika, xiktlajtlanilikah Dios n Tekowa de kan se pixkas, makintitlani miakeh tekitkeh para mapixkakih.
MAT.10.1	Jesús okínnotski májtlaktli iwa n ome (12) itlamachtijkawah iwa okinmák tekiwajyotl para makinkixtikah espíritus amokualteh iwa para makimpajtikah n tlakah de nochi kokólistli iwa kualólistli. 
MAT.10.2	Yejwah ninteh intokah n májtlaktli iwa ome itlamachtijkawah. Achto okínotski n
MAT.10.2	Simón non noiwa itoka Pedro
MAT.10.2	iwa ikni Andrés,
MAT.10.2	Jacobo itelpoch Zebedeo
MAT.10.2	iwa ikni Juan,
MAT.10.3	Felipe,
MAT.10.3	Bartolomé,
MAT.10.3	Tomás,
MAT.10.3	Mateo n tominoololo,
MAT.10.3	Jacobo ipiltsi n Alfeo,
MAT.10.3	Tadeo,
MAT.10.4	Simón, non tewa Kananista, iwa
MAT.10.4	Judas Iscariote non satepa okitemakti n Jesús.
MAT.10.5	Jesús okintítlanki ninteh májtlaktli iwa ome itlamachtijkawah iwa okinnajnawati:
MAT.10.5	—Amo xiwiah kan amo judíojteh, nion xikalakikah kan altepemeh de Samaria. 
MAT.10.6	Sanwel xikintemojtiwiah n tlakah de Israel non moixpolojtinemih kemi ichkameh. 
MAT.10.7	Xiwiah, iwa xikinmatiltijtiwiah yoajsiko n tonati ijkuak Dios pewas nomechnawatis. 
MAT.10.8	Xikimpajtikah n kokoxkeh, xikinyolitikah non yomikkeh, xikinchipawakah akimeh kipiah lepra, iwa xikinkixtikah espíritus amokualteh. San ijki ononkiselijkeh, san ijki xiktemakakah.
MAT.10.9	'Amo xikwikakah tomi, 
MAT.10.10	nion nomotlaxkal. Sanwel se nomotlakeh xikwikakah. Amo xikinwikakah oksikimeh nomokakkuah, nion nomobasto, porke akin tekiti kimotlanilia itlakual.
MAT.10.11	'Ijkuak nonkalakitiweh itech se weyi altepetl noso altepetsintli, xiktemokah aka kuali tlakatl non manomechyekseli icha. Ompa ximokalotijtokah asta ijkuak nonyaskeh ok se altepetl. 
MAT.10.12	Iwa ijkuak nonkalakiskeh itech se kali, xontetlajpalokah. 
MAT.10.13	Tla n chanejkeh nomechyekseliah, kiseliskeh nomoyolsewilis, pero tla amo nomechyekseliah, nomoyolsewilis mokopas nomowah. 
MAT.10.14	Iwa tla amo nomechseliah nion kikakih nomotlajtol, xikisakah de non kali noso de non altepetl iwa ximoikxitsejtselokah. 
MAT.10.15	De milajka nomechilia, itech iksemi tonati, Dios okachi kitlaijyowiltis non altepetl ke non ochantitokah itech altepemeh de Sodoma iwa Gomorra.
MAT.10.16	'¡Techkakikah! Ne nomechtitlani kemi ichkameh intsalko kokoyomeh. Kuali xiijsatokah kemi koameh pero noiwa xiyetokah non yolyamankeh kemi palomajtsitsinteh. 
MAT.10.17	Kuali ximotlachilikah, porke n tlakah nomechtemaktiskeh inmak tekiwajkeh, iwa nomechtsonwitekiskeh kan sinagogas. 
MAT.10.18	Por non nechneltokah, nomechkawatiweh ixpa n wejweyi tekiwajkeh iwan wejweyi tlanawatijkeh. Ijkó nomejwah nonkitetlapowiskeh notlajtol inmixpah, iwa inmixpa non amo judíojteh. 
MAT.10.19	Pero ijkuak nomechtemakaskeh inmak tekiwajkeh, amo ximotekipachokah tlan nontlajtoskeh noso tlan nonkijtoskeh. Porke itech non ora Dios momechilis tlan nonkijtoskeh. 
MAT.10.20	Amo nomejwah nontlajtoskeh, yej Iespíritu Nomotajtsi akin tlajtos nomotech.
MAT.10.21	'N teikni kitemaktis ikni makimiktikah, iwa n teta kitemaktis ikone makimiktikah. N tepilwah kinmixnamikiskeh intajwah iwa kintemaktiskeh makinmiktikah. 
MAT.10.22	Nochteh nomechkokoliskeh por nonkitematiltiah Notoka, pero akin kixikos nochi, Dios kimakixtis. 
MAT.10.23	Ijkuak nomechtotojtokaskeh itech se altepetl, xicholokah iwa xiwiah kan ok se. De milajka nomechilia: mach tlamis nonpapanotinemiskeh itech nochteh n altepemeh de Israel, porke achto nikalakiki Ne Non onimochi ni tlakatl.
MAT.10.24	'Se momachti amo kixpanawia itlamachti iwa se tlakéwali amo kixpanawia iteko. 
MAT.10.25	Se momachti yolpaki ijkuak motlami kemi itemachti, iwa n tlakéwali kemi iteko. Tla itech se kali, n teta kitokayotiah beelzebú, ¡noiwa ichantlakawah ijkó kinnotsaskeh!
MAT.10.26	'Yika, amo xikinmawilikah n tlakah. Porke nochi tlan tlatitok satepa nesis, iwa nochi tlan amo momati saman momatis. 
MAT.10.27	Tlan nomechilia de yuak, nomejwah xiktematiltikah ijkuak tlanestok. Iwa tlan Ne nomechilia ichtaka, xiktematiltikah chikawak. 
MAT.10.28	Amo xikinmawilikah akimeh weletis nomechmiktiskeh, porke maya manomechmiktikah, mach weletis kixpoloskeh nomoalma. Yej xikiimakajsikah Dios Akin weletis kixpolos nomokuerpo iwa nomoalma kan miktla.
MAT.10.29	'Omeh tototsitsinteh monamakah ika se tomi, pero nion se de yejwah weleti wetsi ixko tlali tla Totajtsi Dios amo kitekawilia. 
MAT.10.30	Noiwa Dios kuali kimatok kech tsónkali nonkipiah itech nomotsonteko. 
MAT.10.31	Yika, amo ximomojtikah, porke nomejwah okachi nomopatih ke miakeh tototsitsinteh.
MAT.10.32	'Tla aka kijtos inmixpa n tlakah, Ne Iteko, Ne noiwa nikijtos ye noaxka ixpa n Notajtsi non kajki ilwikak. 
MAT.10.33	Iwa tla aka kijtos teixpa, amo nechixmati, Ne noiwa nikijtos ixpan Notajtsi non kajki ilwikak amo nikixmati.
MAT.10.34	'Amo xikmolikah Ne onikwalík yolsewílistli. Amó, yej Ne onikwalík tlanetéwili. 
MAT.10.35	Ne oniwala para n tepiltsi kixnamikis ita, n teichpoch kixnamikis ina, iwa n montli kixnamikis imona. 
MAT.10.36	Nomokokolikniwah yetoskeh non chanchiwah nomowah. 
MAT.10.37	'Akin kitlasojtla ita noso ina okachi ke Ne, amo makimoli nika íwa. Iwa akin kitlasojtla ipiltsi noso ichpoch okachi ke Ne, amo makimoli nika íwa. 
MAT.10.38	Iwa akin amo kinekis kiselis tlaijyowílistli itech inemilis iwa amo kinekis nowan yas,
MAT.10.39	Akin kimalwia inemilis kixpolos, pero akin kipolos inemilis por nechneltoka, kajsis n milájka nemílistli.
MAT.10.40	'Akin nomejwah nomechselia, Ne nechselia, iwa akin Ne nechselia, noiwa kiselia Akin onechaltítlanki. 
