MAT.1.1	Chitabu cha lukolo lwa Yesu Kiristu, mtsukulu wa Daudi, iyakalile mtsukulu wa Abrahamu. 
MAT.7.4	Apfi udahatse kumlongela ndughu yako, ‘Uleke nikulapfe chibanzi ichili mnenge mwako,’ aku mnenge mwako mwenyegho mna libiki? 
MAT.7.5	Kwa mng'enye ghweghwe! Tanu ulapfe libiki ilili mnenge mwako, kuya kutsodaha kulola pfinoghile na kulapfa chibanzi ichili mnenge mwa ndughu yako.
MAT.7.6	“Mleke kuweng'a iwambwa achila ichideghete hela watsomhundukilani na kuwaluma. Mleke kuwasila iwangubi lulu tsenu hela watsosibayugha kwa maghulu ghawo.
MAT.7.7	“Mlombe, namwe mtsakwing'ighwa, mbame namwe mtsopata, mgong'onde libani, namwe mtsopfughulilighwa. 
MAT.7.8	Kwaapfila imunu wowose iyolomba katsobokela, na imunu wowose iyobama katsopata na ayula iyoghong'onda katsopfughulilighwa libani. 
MAT.7.9	Angu aba wachi kuna mwemwe, imwanaghe ang'amlomba chighate, komwing'a libwe? 
MAT.7.10	Au ang'amlomba isomba, komwing'a inzoka? 
MAT.7.11	Ka mwemwe yamwihile mwomanya kuweng'a iwanenu aghala ighanoghile, angu Aba wenu iyali kulanga ng'atsakongetsa bae kuweng'a aghala ighanoghile awala iwomlomba! 
MAT.7.12	Muwatendele iwanu wangi aghala ghambama mwemwe wamtendeleni, kwaapfila Ghamalaghitso gha Musa ne pfitabu pfa manabii pfolonga pfipfo.
MAT.7.13	“Mwingile kwa kubitila libani sisili. Kwaapfila libani lye ukwingilila kutsimu ghatsi na iwanu iwobitila inzila ayo wa wengi. 
MAT.7.14	Lekeni libani lya ughima dodo na inzila iilongotsa ako ya sisili, ne iwanu iwoyona nzila ayo wadodo.
MAT.7.15	“Mwalangitse na manabii we ughutsu. Womtsilani aku wakoneka kwa kunze ka iwang'olo, lekeni mghati mwawo weghala ne wambwa wa kumuhulo. 
MAT.7.16	Mtsowamanya kwa ghamatunda ghawo. Angu iwanu wobawa fulu mne tsimiwa, au wobawa ng'owo mne mbighili? 
MAT.7.17	Pfipfila chila mbiki ighunoghile ghwakweleka ghamatunda ghanoghile, na mbiki ghwihile ghwakweleka ghamatunda ghehile. 
MAT.7.18	Na mbiki ighunoghile ng'aghukweleka bae ghamatunda ghehile, na mbiki ghwihile ng'aghukweleka bae ghamatunda ghanoghile. 
MAT.7.19	Chila mbiki ing'aghukweleka ghamatunda ghanoghile ghwoghanighwa na kwasighwa mmoto. 
MAT.7.20	Apfo mtsowamanya manabii wa ughutsu kwa ghamatunda ghawo.
MAT.7.21	“Si chila imunu iyonikema ‘Mtwatsa, Mtwatsa,’ katsokwingila mne undewa wa kulanga, ila awala waliyeka iwotenda aghala ghayobama Aba wangu iyali kulanga. 
MAT.7.22	Mne litsuwa alyo, iwanu wengi watsonongela ‘Mndewa, Mndewa! Kwa taghwa lyako tsatuwapetela iwanu usenga we Imulungu, kwa taghwa lyako tsatuwalapfa iwanu pfinyamkela na kutenda ipfinzonza!’ 
MAT.7.23	Kuya nitsowalongela, ‘Mbe, mwemwe simmanyileni bae. Mlawe kuna nene, mwemwe iwanu mwihile!’
MAT.7.24	“Apfo imunu wowose iyotegheletsa mbuli tsangu na kutsitenda, ayo keghala ne imunu iyakengele, yatsengile ing'anda yake mne bambalawe. 
MAT.7.25	Imvula itowa, ghamatsi ghamema, libeho liduma, liitowa ing'anda ila. Lekeni ng'aighwile bae kwaapfila lukwambatsa lwake tsalutsengighwa mne bambalawe.
MAT.7.26	“Lekeni imunu wowose iyotegheletsa mbuli tsangu aku kolema kutsitenda, ayo keghala ne imunu mbotsi, iyatsengile ing'anda yake mne msanga. 
MAT.7.27	Imvula itowa, ghamatsi ghamema, libeho liduma liitowa ing'anda ila, nayo ighwa kwa ngupfu.”
MAT.7.28	Yesu hayamalitse kulonga agho ghose, mtingano ghwose tsaghukangawala kwa ghamalangulitso ghake, 
MAT.7.29	kwaapfila tsayang'ali yowalangulitsa ka imunu yane ukulu, na si ka iwalangulitsi wawo wa Ghamalaghitso.
MAT.8.1	Yesu hayahulumke mchidando, mtingano mkulu we iwanu tsaghumuwinza. 
MAT.8.2	Imunu yumwe yane ukoma kamghendela, katowa ghamaghoti hambele hake, kamlongela, “Imtwatsa ung'abama, kwodaha kunenda nideghete.” 
MAT.8.3	Yesu kagholosa ghumoko ghwake, kamkinda imunu ayo. Kalonga, “Nobama, udeghete!” Bahala imunu ayo kahona. 
MAT.8.4	Kuya Yesu kamlongela, “Tegheletsa! Uleke kumlongela imunu wowose, ila ughende wikelanguse kwa mlapfa nambiko, kuya ulapfe inambiko iyalaghitse Musa, ka ukalangama kwe iwanu wose ka ghweghwe kuhona.”
MAT.8.5	Yesu hayengile Kaperinaumu, imkulu yumwe we asikali wa Roma kamghendela, kamlomba yamwapfile. 
MAT.8.6	Kamlongela, “Imtwatsa, imtumwa wangu kawasa ukae, kaholola kuya koghula sideke.” 
MAT.8.7	Yesu kamlongela, “Nitsoghenda kumhonetsa.”
MAT.8.8	Imkulu ayo kamwidika, “Imtwatsa nene sinoghile bae ghweghwe kwingila mng'anda mwangu, ila ulonge imbuli iliheka, imtumwa wangu katsohona. 
MAT.8.9	Kwaapfila hata nene yanilongotsighwa ne iwakulu wangi, nina asikali yaniwalongotsa. Nomlaghitsa yuno, ‘Ghenda!’ naye koghenda, nomlaghitsa ayula, ‘Utse!’ naye kakutsa. Nomlongela imtumwa wangu, ‘Tenda chinu achi!’ naye kotenda pfipfo.” 
MAT.8.10	Yesu hayahulike apfo kakangawala ghendo, kawalongela awala iwamuwinzile, “Nowalongelani, sina mbone bae imunu wowose mne isi ya Isiraeli iyotoghola pfino. 
MAT.8.11	Nowalongelani ghendo, iwanu wangi watsakutsa kulawa ubali wa kwalilawila litsua na ubali wa kwalikuswela litsua, nawo watsokala mne chihungo hamwe na Abrahamu, Isaka na Yakobu mne undewa wa kulanga. 
MAT.8.12	Lekeni awala iwabamighwe wawe mne undewa we Imulungu watsakwasighwa kunze, mne ichisi, ako watsolila na kughegheda ghamatsino.” 
MAT.8.13	Kuya Yesu kamlongela imkulu yula, “Ghenda ukaye, na achila chautoghole chitsotendeka.”
MAT.8.13	Kuya saa iila imtumwa wake kahona.
MAT.8.14	Yesu hayapfikile ukaye kwa Petiri, kampfika mai wake mkwe Petiri kawasa mlusatsi, koghula lihoma. 
MAT.8.15	Kamkinda ghumoko ghwake na lihoma limlawa, naye kenuka kandusa kumtumikila.
MAT.8.16	Nemihe haipfikile, iwanu wamghalila Yesu wanu wengi wane pfinyamkela, Yesu kawalapfa pfinyamkela kwa kulonga imbuli iliheka, kuya kawahonetsa iwatamu wose, 
MAT.8.17	ili imbuli iyailongile nabii Isaya itimile,
MAT.8.17	“Tsakasola maghayo ghetu
MAT.8.17	na kabapa matamu ghetu.”
MAT.8.18	Yesu hawonile mtingano mkulu ghwe iwanu ghumtsunguluka, kawalaghitsa wanang'ina wake waloke kumwambu kwe tsimbu lya. 
MAT.8.19	Kuya imlangulitsi yumwe wa Ghamalaghitso kamghendela, kalonga, “Mlangulitsi, nitsokuwinza kokose kwaughenda.”
MAT.8.20	Yesu kamwidika, “Iwambwa wa kumuhulo wana tsimango, na pfideghe iwali mlanga wana pfibali, lekeni imwana we imunu kahela hanu ha ukuwasitsa litwi lyake.” 
MAT.8.21	Imwanang'ina wake yumwe kamlongela, “Mndewa, undeke tanu mbuke ukaye ng'amtsike aba wangu.” 
MAT.8.22	Lekeni Yesu kamlongela, “Uniwinze, waleke iwanu iwafile wawatsike iwanu wawo iwafile.”
MAT.8.23	Kuya Yesu kengila mne mnumbwi, na iwanang'ina wake wamuwinza. 
MAT.8.24	Bahala ilawila inyahemu ng'ulu mne tsimbu na ghamatsi ghang'ali ghakwingila mne mnumbwi, lekeni Yesu tsakawasa. 
MAT.8.25	Iwanang'ina wake wamghendela wamlamsa, walonga, “Imtwatsa, utukombole twotsama!” 
MAT.8.26	Kawedika, “Mwemwe yamtoghola chidogho, ule mpfuka?” Kuya kenuka, kaikembela inyahemu na ghamawimbi, baho tsimbu linyamala tulu ghendo. 
MAT.8.27	Iwanu wose tsawakangawala, weghutsa, “Angu ayu munu wachi? Hata libeho na ghamawimbi pfose pfomuhulikitsa!”
MAT.8.28	Yesu hayapfikile kumwambu, mne isi ya Gerasi ketingana ne iwanu weli wane pfinyamkela wolawa mne tsikabuli. Iwanu awo tsawakala wakali sideke, kuduhu imunu iyadahile kubita inzila ayo. 
MAT.8.29	Bahala wakemelela, “Angu utubamila choni, ghwee Imwana we Imulungu. Pfii kutsa kutudununza ng'ana ichipindi chetu chipfike?” 
MAT.8.30	Habehi ne hanu aho, tsakukala ne iwangubi wengi wakuja. 
MAT.8.31	Pfinyamkela awo wamlomba Yesu, “Ung'atulapfa, utuleke twingile mne iwangubi wala.” 
MAT.8.32	Kawalongela, “Haya laweni!” Baho wawalawa iwanu awo, wawengila iwangubi, na iwangubi wose watsumila mne muhulumko mkulu, wengila mne tsimbu na wose wafila mmatsi. 
MAT.8.33	Iwadimi we iwangubi awo tsawatsuma mne ghumji. Hako wawalongela aghala ghose na achila ichiwalawilile iwanu wane pfinyamkela. 
MAT.8.34	Kuya iwanu wose waghenda kwitingana na Yesu. Na hawamwonile, wamlomba yoke mne isi yawo.
MAT.9.1	Yesu kengila mne mnumbwi, kaloka kumwambu koya mne ghumji ghwake. 
MAT.9.2	Iwanu wangi wamghalila imunu iyaholole iyawasile mne chilagho. Yesu honile ukutoghola kwawo, kamlongela imunu yula iyaholole, “Ughumighwe ghumoyo mwanangu, nzambi tsako tsileghusighwa.”
MAT.9.3	Bahala iwalangulitsi wangi wa Ghamalaghitso tsawelongela. “Imunu yuno komligha Imulungu.”
MAT.9.4	Yesu tsakamanya achila chawang'ali wakwalangula. Apfo kawaghutsa, “Ebali mkwalangula ghehile mne imimoyo yenu? 
MAT.9.5	Chihi chibewe, kulonga, ‘Nzambi tsako tsileghusighwa,’ au kulonga, ‘Winuke ughende’? 
MAT.9.6	Lelo nobama mmanye ka Imwana we Imunu kana uwetso muisi wa kuwaleghusila wanu nzambi.” Kuya kamlongela imunu iyaholole, “Winuke, usole chilagho chako, uke ukaye!”
MAT.9.7	Baho imunu yula kenuka, koka ukaye. 
MAT.9.8	Iwanu hawonile pfino tsawapfuka, wamtunya Imulungu, iyaweng'ile iwanu uwetso awo.
MAT.9.9	Yesu tsakoka hanu aho, na hayang'ali yoghenda, kamwona imsola kodi, iyakemighwe Matei. Kakala hanu ha ukulihila kodi, Yesu kamlongela, “Niwinze,”
MAT.9.9	Matei kenuka kamuwinza.
MAT.9.10	Yesu hayang'ali yakuja ichijo cha nemihe mng'anda, iwasola kodi wengi na iwanu wehile watsa na ukuja naye hamwe na iwanang'ina wake. 
MAT.9.11	Mafarisayo hawonile apfo, wawaghutsa iwanang'ina wake, “Ule mlangulitsi wenu kakuja ne iwanu wano?”
MAT.9.12	Yesu hayahulike apfo, kawalongela, “Si iwanu waghima bae iwobama mghanga, ila iwatamu iwo iwobama mghanga. 
MAT.9.13	Lekeni mghende mkelangulitse mana ye imbuli ino, ‘Nobama libatsi, wala si inambiko bae.’ Kwaapfila sitsile bae kuwakema iwanu wanoghile, ila iwanu wehile.”
MAT.9.14	Iwanu iwamuwinzile Yohane Mbatitsa tsawamghendela Yesu, wamghutsa, “Ule twetwe na Mafarisayo twofunga, lekeni iwanang'ina wako ng'awofunga bae?”
MAT.9.15	Yesu kawedika, “Apfi yodahika iwahenza iwakemighwe mne chihungo che ukukwela walile aku imunu iyokwela yang'ali nawo? Mbe! Ng'aidahika bae, litsuwa litsakutsa imunu iyokwela katsosolighwa kulawa mna wawo, baho watsofunga.
MAT.9.16	“Iwanu ng'awochika bae ichalaka che lighwanda lya sambi mne lighwanda lya ghumwande, kwaapfila ichilaka acho chitsolidegha lighwanda lya ghumwande, na hala ihadegheke hatsakongetseka. 
MAT.9.17	Pfipfila kuduhu imunu yoghuma dipfai ya sambi mne pfibuyu pfe ghumwande, ang'atenda apfo, pfibuyu apfo pfitsotulika na dipfai itsakwitika. Ila dipfai ya sambi yoghumighwa mne pfibuyu pfa sambi, kuya pfose pfibili pfokala ghoya.”
MAT.9.18	Hayang'ali yolonga apfi, imkulu wa Wayahudi kamghendela, kamtowela ghamaghoti, kalonga, “Mwanangu kafa sambisambi, lekeni utse umwikile ghumoko katsohona.”
MAT.9.19	Yesu kenuka, koka naye, na iwanang'ina wake woka hamwe naye.
MAT.9.20	Ipinga yumwe iyang'ali yoghula utamu wa ukulawa idamu kwe imiyaka kumi na mili kamtsila Yesu kuchughu, kakinda imindo ye ghwanda lyake. 
MAT.9.21	Tsakelongela mwenyegho, “Ning'akinda lighwanda lyake, nitsohona.”
MAT.9.22	Yesu kahunduka kamwona ipinga ayo, kamlongela, “Mwanangu, ughumighwe ghumoyo! Ukutoghola kwako kukuhonetsa.” Bahala ipinga hayo kahona.
MAT.9.23	Kuya Yesu tsakapfika mng'anda mwa imkulu ayo. Na hayawonile awala iwotowa pfimbeta na mtingano we iwanu iwolila, 
MAT.9.24	kawalongela, “Mlawe kunze, imwana ng'afile bae, ila kawasa!” Lekeni wawo tsawamseka. 
MAT.9.25	Mtingano ghwe iwanu haghulawile kunze, Yesu kengila mghati, kamkinda ghumoko, bahala kenuka. 
MAT.9.26	Mbuli ino yenela mne isi tsose.
MAT.9.27	Yesu tsakoka hanu hala, hayang'ali mzila pfifita weli wamuwinza, aku wokemelela, “Utwonele libatsi, Imwana wa Daudi!”
MAT.9.28	Yesu hayengile mng'anda, pfifita wala weli wamghendela, Yesu kawaghutsa, “Apfi mwotoghola ka nene nodaha kuwahonetsa?” Wedika,
MAT.9.28	“Ona, Imtwatsa!”
MAT.9.29	Kuya katsikinda nenge tsawo, kalonga, “Iwe ka pfamtoghola!” 
MAT.9.30	Nenge tsawo tsidaha kwona, Yesu kawakanya ghendo, “Mwalangitse, imunu wowose yaleke kumanya agha ghose.” 
MAT.9.31	Lekeni woka, watsipwililisa mbuli tsake mne isi ila yose.
MAT.9.32	Hawang'ali wakuka, iwanu wamghalila Yesu imunu chibubu yane ichinyamkela. 
MAT.9.33	Bahala ichinyamkela hayalapfighwe, Imunu yula chibubu kandusa kulonga. Iwanu wose tsawakangawala walonga, “Ng'ana chilawile bae chinu ka chino mne isi ya Isiraeli!” 
MAT.9.34	Lekeni Mafarisayo walonga, “Imkulu we pfinyamkela iye iyomwing'a Yesu uwetso wa kulapfa pfinyamkela.”
MAT.9.35	Yesu tsakaghenda mne tsiisi na kaye tsose, kalangulitsa mne tsing'anda tsawo tse ukulombela, kawapetela Imbuli Inoghile ya Undewa we Imulungu na kuwahonetsa iwanu chila utamu na maghayo ghose. 
MAT.9.36	Yesu haghwonile mtingano ghwe iwanu, kawonela libatsi kwaapfila tsawakala wepfa na wapwililika ka iwang'olo iwalihela imdimi. 
MAT.9.37	Kuya kawalongela iwanang'ina wake, “Ghamapfuno mengi, lekeni iwatenda sang'ano wadodo. 
MAT.9.38	Apfo mumlombe Imtwatsa we ghamapfuno, yawaghale iwatenda sang'ano mne mghunda ghwake.”
MAT.10.1	Yesu tsakawakema hamwe iwanang'ina wake kumi na weli, kaweng'a uwetso wa ukulapfa pfinyamkela na kuhonetsa utamu na maghayo ghose. 
MAT.10.2	Aghano igho ghamataghwa ghe iwatumighwa kumi na weli, wa mwanduso; Simoni iyakemighwe Petiri na ndughu yake Andereya, Jakobu na ndughu yake Yohane, iwana wa Sebedayo. 
MAT.10.3	Filipi na Batalomeyo, Tomasi na Matei iyakalile imsola kodi; na Jakobu imwana wa Alifayo, na Tadei, 
MAT.10.4	Simoni Mkananayo na Yuda Isikarioti iyamsaliti Yesu.
MAT.10.5	Yesu tsakawatuma Iwatumighwa awo, kawalaghitsa, “Mleke kughenda kwe iwanu ing'awammanyile Imulungu bae, au mne isi tse Wasamariya. 
MAT.10.6	Ila mghende kwe iwanu we isi ya Isiraeli yawaghile ka iwang'olo. 
MAT.10.7	Hamghenda, muwapetele mbuli ino, ‘Undewa we Imulungu wa habehi.’ 
MAT.10.8	Muwahonetse iwatamu, muwatsilihule iwafile, muwahonetse wakoma, mlapfe pfinyamkela. Mwemwe mbokela hela, apfo lapfeni hela. 
MAT.10.9	Mleke kusola nzahabu, pfetsa, shaba mne pfibindo pfenu. 
MAT.10.10	Mleke kusola mkoba we ghumwanza, wala ghamaghwanda meli, wala imikwabatsa, wala ing'weku. Kwaapfila mtenda isang'ano kobamighwa yeng'ighwe maliho ghake.
MAT.10.11	“Hamkwingila mne isi au kaye yoyose, mbame imunu yanoghile, mkale mng'anda amwo mbaka hamkuka. 
MAT.10.12	Hamkwingila mng'anda, mlonge, ‘Mkale tseghamba.’ 
MAT.10.13	Wenye kaye wang'ambokelani, nawo watsokala tseghamba, lekeni ka ng'awombokelani bae, mwemwe mtsokala tseghamba. 
MAT.10.14	Imunu wowose ang'alema kuwabokela, au kutegheletsa mbuli tsenu, hamkuka mkung'use litimbwisi ilili mmaghulu mwenu. 
MAT.10.15	Nowalongela ghendo mne litsuwa lya kuhigha, itsakuwa ng'apfu kwa Sodoma na Gomola, kubita kwe isi ayo.
MAT.10.16	“Nowatuma ka iwang'olo iwali mghati mwe wambwa wa kumuhulo. Apfo mwobamighwa mkengele ka nzoka na muhole ka njiwa. 
MAT.10.17	Mwalangitse ne iwanu, kwaapfila wasowaghala mne mabalatsa, kuya watsowafapula mne tsing'anda tse ukulombela. 
MAT.10.18	Mtsoghalighwa hambele he iwakulu ne iwandewa kwaajili ya nene, mpete Imbuli Inoghile kuna wawo na kwe iwanu ing'awammanyile Imulungu. 
MAT.10.19	Hamtsoghalighwa mne libalatsa, mleke kwalangula mtsolonga choni, kwaapfila mtsakwing'ighwa gha ukulonga mne chipindi chicho, 
MAT.10.20	kwaapfila si mwemwe bae yamlonga, ila Ghumuhe wa Aba wenu katsolonga kubitila mwemwe.
MAT.10.21	“Ndughu katsomsaliti ndughu yake yakomighwe, na aba katsomsaliti imwanaghe, nawo iwana watsowasaliti aba tsawo na kuwakoma. 
MAT.10.22	Iwanu wose watsowahila kwaajili ya taghwa lyangu, lekeni ayula iyodudumila mbaka utsighilo katsokombolighwa. 
MAT.10.23	Hamdununzighwa mne isi imwe, mtsumile isi ingi, nowalongelani ghendo ng'amtsomalitsa bae isang'ano yenu mne isi tsose tsa Isiraeli ng'ana Imwana we Imunu yatse.
MAT.10.24	“Mwanang'ina ng'ombita bae imlangulitsi wake, wala imtumwa ng'ombita bae imtwatsa wake. 
MAT.10.25	Yotosha imwanang'ina kwighala ne imlangulitsi wake, na mtumwa kwighala ne imtwatsa wake. Ka imbala we ing'anda kokemighwa Belisebuli, angu iwanu iwali mng'anda mwake ng'awatsokemighwa mataghwa ghehile ng'ani?
MAT.10.26	“Apfo mleke kupfuka iwanu. Chochose ichighubikighwe, chitsoghubulighwa na chochose ichipfisighwe chitsakoneka. 
MAT.10.27	Achila choniwalongelani mchisi, mwemwe mchilonge mne ghumwanga. Achila chamuhulika chinyelenyele, mwemwe mchikemelele kwa kwima mchiswili. 
MAT.10.28	Mleke kuwapfuka awala iwokoma lukuli ila ng'awodaha bae kuukoma muhe, ila mumpfuke ayula iyodaha kuhinya lukuli na muhe mne ghumoto wa jehanamu. 
MAT.10.29	Apfi iwasolwe weli ng'awoghulighwa kwa sendi imwe bae? Lekeni kuduhu yumwe iyolaghala hasi ka Aba wenu ng'abamile bae. 
MAT.10.30	Hata tsimvili itsili mwitwi mwenu tsipetighwa. 
MAT.10.31	Apfo mleke kupfuka, mwemwe mnogha kubita iwasolwe awo!
MAT.10.32	“Imunu wowose iyonitoghola nene hambele he iwanu, nene pfipfila nitsomtoghola hambele ha Aba wangu yali kulanga. 
MAT.10.33	Lekeni imunu wowose iyonibela nene hambele he iwanu, na nene nitsombela hambele ha Aba wangu yali kulanga.
MAT.10.34	“Mleke kupfikitsa ka nene nitsa kuwatenda iwanu wakale tseghamba muisi. Mbe! Sitsile bae kuwatenda iwanu wakale tseghamba, ila nighala lipanga. 
MAT.10.35	Kwaapfila nitsa kuwatenda mwisonge, imunu na aba wake, imwana na mai wake, mwalipfala na mwalipfala wake. 
MAT.10.36	Na iwehile we imunu watsokuwa iwanu wa mkaye mwake.
MAT.10.37	“Imunu wowose iyomnoghela aba na mai wake kubita nene, ayo ng'oninoghela bae. Na imunu iyowanoghela iwanaghe kubita nene, ayo ng'oninoghela bae. 
MAT.10.38	Na imunu wowose yang'osola ghumsalaba ghwake na kuniwinza, ayo ng'oninoghela bae. 
MAT.10.39	Imunu wowose iyobama ughima wake katsowaghisa, na wowose iyowaghisa ughima wake kwaajili ya nene, katsowona.
MAT.10.40	“Ayula iyowabokelani mwemwe, konibokela nene, na ayula yonibokela nene, kombokela ayula iyanitumile. 
MAT.10.41	Imunu wowose iyombokela nabii kwaapfila yeye nabii, ayo katsobokela ghweko lya nabii, na imunu wowose iyombokela imunu iyanoghile kwaapfila yeye kanogha, katsobokela ghweko lya imunu iyanoghile. 
MAT.10.42	Nowalongelani ghendo, imunu wowose iyomwing'a chikombe che ghamatsi ighopfegha imunu yumwe we iwadodo wano kwaapfila yeye ka yumwe we iwanang'ina wangu, katsopata ghweko lyake.”
MAT.11.1	Yesu hayamalitse kuwalangulitsa iwanang'ina wake kumi na weli, koka hanu aho kaghenda kulangulitsa na kuwapetela iwanu mne imiji ya Galilaya.
MAT.11.2	Yohane iyakalile mchifungo hayahulike aghala ghayatendile Kiristu, kawatuma iwanang'ina wake wamghutse, 
MAT.11.3	“Apfi ghweghwe kwa ayula iyalongile Yohane kwakutsa, au tumlolele yungi?”
MAT.11.4	Yesu kawedika, “Muye na mumlongele Yohane agha ghamuhulika na ghamghona, 
MAT.11.5	ipfifita wakona, ipfimbete woghenda, na wane ukoma wodeghetetsighwa, ipfitsiwi wohulika, iwafile wotsilihuka, na iwahighwa wopetelighwa Imbuli Inoghile. 
MAT.11.6	Kabweda imunu yula yang'ombonela nene mashaka!”
MAT.11.7	Iwanu iwamuwinzile Yohane hawang'ali wakuka, Yesu kandusa kuwalongela iwanu mbuli tsa Yohane, “Hamghendile kunyika, mghendile kulola choni? Lutsani pfaluhighisighwa na libeho? 
MAT.11.8	Ka si pfipfo bae, mghendile kulola choni? Imunu iyapfalile ghamaghwanda ghanoghile? Bae, awala iwopfala ghamaghwanda ghanoghile wokala mne tsing'anda tse iwandewa. 
MAT.11.9	Kuya tsamghendile kulola choni? Inabii? Ona, nowalongelani, mmwona mkulu kubita nabii. 
MAT.11.10	Ayuno iyo yuyo iwamwandike mne Ghamaandiko Mahenzeluka. ‘Nitsomtuma msenga wangu akulongolele, katsokwandalila inzila yako.’ 
MAT.11.11	Nowalongelani ghendo, mne iwanu wose iwelekighwe ne iwapinga, kuduhu wowose iyali mkulu kubita Yohane Mbatitsa, pfipfila ayula iyali mdodo ghendo mne undewa wa kulanga, ka mkulu kubita yeye. 
MAT.11.12	Kulawa ghamatsuwa gha Yohane Mbatitsa mbaka sambi undewa wa kulanga wosolighwa kwa ingupfu, na iwanu wane ingupfu wouboka. 
MAT.11.13	Kwaapfila Ghamalaghitso gha Musa na manabii wose tsawalonga mbuli ya undewa mbaka ghamatsuwa gha Yohane. 
MAT.11.14	Na ka mwobama kutoghola, Yohane iyo Eliya iyatsile. 
MAT.11.15	Yane ghamaghutwi na yahulike!
MAT.11.16	“Apfi iwanu wa ghamatsuwa ghano weghala na choni? Weghala ne iwana wadodo iwakalile kusoko, wowakema wayawo wolonga, 
MAT.11.17	‘Tuwatowela pfimbeta, lekeni ng'ambighile bae! Tuwembila wila wa usungu, lekeni ng'amlilile bae!’ 
MAT.11.18	Kwaapfila Yohane tsakatsa, ng'ajile bae wala ng'anwele, nawo tsawalonga, ‘Kana chinyamkela!’ 
MAT.11.19	Imwana we imunu tsakatsa, kakuja na kakunwa, nawo walonga, ‘Mumlole imunu yuno, yane batsu na mpatika, sale tsake iwasola kodi na iwotenda ghehile.’ Lekeni ihekima ye Imulungu yoneka inogha kwa sang'ano tsake.”
MAT.11.20	Kuya Yesu kandusa kutsikembela isi tsila tsayatendile pfinzonza pfingi, kwaapfila ng'atsilekile nzambi bae. 
MAT.11.21	“Ghweghwe Kolasini kutsoghaya! Ghweghwe Betisaida kutsoghaya! Ka pfinzonza ipfitendeke kuna mwemwe, tsapfitendeka Tiro na Sidoni, iwanu wang'alekile nzambi tsawo kwa kupfala ghamaghunila na kwibaka lipfu. 
MAT.11.22	Nowalongeleni ghendo itsakuwa ng'apfu mne litsuwa lye ukuhigha kwe iwanu wa Tiro na Sidoni kubita kuna mwemwe! 
MAT.11.23	Naghwe Kaperinaumu! Apfi kwobama winulighwe mbaka mlanga? Kutsohulumsighwa mbaka kutsimu. Ka pfinzonza ipfitendeke kuna mwemwe, pfitendeka Sodoma, isi ayo ing'akalile mbaka leloli! 
MAT.11.24	Lekeni nowalongelani, mne litsuwa lya kuhigha, Imulungu katsoyonela libatsi isi ya Sodoma kubita mwemwe!”
MAT.11.25	Chipindi chicho Yesu tsakalonga, “Nokutunya ghwee Aba, Imtwatsa wa kulanga na isi kwaapfila kuwapfisa pfinu pfino iwanu wane ihekima na iwakengele, kuwaghubulila iwana wadodo. 
MAT.11.26	Ona, Aba wangu, apfi pfipfo pfaunoghelighwe.
MAT.11.27	“Aba wangu kangaya pfinu pfose. Kuduhu iyommanya Imwana, ila Aba, na kuduhu iyommanya Aba, ila Imwana, na wowose yula Imwana iyobama kumghubulila.
MAT.11.28	“Mtse kuna nene, mwemwe wose imdununzighwa ne imitsigho mitito, na nene nitsowatenda mbwihile. 
MAT.11.29	Msole nira yangu, mwilangulitse kulawa kuna nene, kwaapfila nene nihola kuya na mwenyepfale we ghumoyo, namwe imimoyo yenu itsobwihila. 
MAT.11.30	Kwaapfila nira yangu ndeke, na mtsigho ghwangu mbewe.”
MAT.12.1	Ghamatsuwa agho, Yesu tsayang'ali yobita mne imighunda ya uhemba mne litsuwa lya Sabato, iwanang'ina wake nzala tsaiwaluma, apfo wandusa kuhulula imikungwi ya uhemba, kuya waija. 
