MAT.1.1	Kitabu cha lukolo lwa Yesu Kilisito mzukulu wa Daudi, mzukulu wa Abulahamu.
MAT.7.8	Kwavija munhu yoyose yompula Mulungu kogweleligwa, na munhu yoyose yozahila kopata, na munhu yoyose yogong'onda ulwivi kovuguliligwa. 
MAT.7.9	Vino kuna munhu yoyose kumwenu mweye kamba mwanage yahampula gate komgwaa dibwe? 
MAT.7.10	Hebu yahampula somba komgwaa zoka? 
MAT.7.11	Kamba mweye mmemile nzambi mojuwa kuwagwaa wanenu vinhu vinogile, avo Tataenu yeli kuulanga kowagwaa ng'hani vinhu vinogile wanhu waja wompula.
MAT.7.12	“Avo watendeleni wayagwe gaja gose gomulonda mweye kutendeligwa, kwavija dino dijo fambulo da Malagizo ga Musa na mafundizo ga watula ndagu wa Mulungu.
MAT.7.13	“Ingileni kubitila lwivi msisili, kwavija lwivi lwa kwingilila kuna ukupotela lugazi, na nzila ilongoza ako ibuha, na wanhu wengi wobitila nzila ayo. 
MAT.7.14	Lakini nzila ilongoza kuugima ni ndodo na sisili, wanhu kidogo awo woyona.
MAT.7.15	“Iteganyeni na watula ndagu wa uvizi. Wowezila kwa kukoneka kwa kunze kamba ng'hondolo, lakini mgati mmwao waigala na mbwizi. 
MAT.7.16	Mowajuwa kwa sang'hano zao, mkese haudaha kulela fulu na mgude haudaha kulela ngama. 
MAT.7.17	Vivija kila mbiki unogile wolela matunda ganogile, na mbiki wihile wolela matunda gehile. 
MAT.7.18	Mbiki unogile haulela matunda gehile, na mbiki wihile haulela matunda ganogile. 
MAT.7.19	Kila mbiki uleka kulela matunda ganogile wokanhigwa na kwasigwa muumoto. 
MAT.7.20	Avo mowajuwa watula ndagu wa uvizi kwa kija kiwosang'hana.
MAT.7.21	“Siyo kila munhu yong'hema ‘Mndewa, Mndewa’ kokwingila mna Undewa wa kuulanga, ila waja waiyeka wotenda gaja goyolonda Tatangu yeli kuulanga. 
MAT.7.22	Siku ya nhaguso yahavika, wanhu wengi wonongela, ‘Mndewa, Mndewa! Kwa twaga jako tuwapetela wanhu usenga wa Mulungu, na kwa twaga jako tuwalava wanhu vinyamkela na kutenda unzonza!’ 
MAT.7.23	Abaho nowalongela, ‘Ka, mweye siwajuwile bule. Segeleni kumwangu, mweye wanhu mutenda gehile!’
MAT.7.24	“Munhu yoyose yohulika mbuli zangu na kuzigoga, ayo kaigala na munhu mbala yazengile ng'anda yake mdibwe kulu. 
MAT.7.25	Mvula itowa, vizanda vimema mazi, beho dibuma na kuitowa ng'anda ija, lakini hailagale bule, kwavija chandusilo chake kizengigwa mdibwe.
MAT.7.26	“Lakini munhu yoyose yohulika mbuli zangu na kolema kuzigoga, ayo kaigala na munhu mbozi yazengile ng'anda yake mumsanga. 
MAT.7.27	Mvula itowa, vizanda vimema mazi, beho dibuma na kuitowa ng'anda ija, nayo igwa kwa nguvu.”
MAT.7.28	Yesu viyamambukize kulonga avo, lunhu lose lwa wanhu lukanganywa kwa mafundizo gake, 
MAT.7.29	kwavija hafundize kamba wafundiza wao wa Malagizo ga Musa, lakini kafundiza kwa udahi.
MAT.8.1	Yesu viyahumuluke kulawa kukigongo lunhu lwa wanhu lumkweleleza. 
MAT.8.2	Munhu imoja yeli na utamu wa dikulu kamgendela Yesu, kamfugamila kalonga, “Go mkulu, wahalonda kodaha kunihonya.”
MAT.8.3	Yesu kamgolosela mkono wake, kamkwasa munhu ayo kalonga, “Nolonda, hona!” Bahaja munhu ayo kahona. 
MAT.8.4	Abaho Yesu kamulongela, “Tegeleza! Sekeumulongele munhu yoyose, lakini goga inzila mbaka kwa mulava nhosa yakakulolese lolese. Abaho kalave nhosa kamba viyalagize Musa ili kutenda kila munhu yatogole kamba kuhonyigwa.”
MAT.8.5	Yesu viyengile Kapelinaumu, mkulu imoja wa wakalizi wa Lumi kamgendela kampula yamtaze. 
MAT.8.6	Kalonga, “Go mkulu, msang'hanaji wangu kawasa ukae, kaholola na kolumwa ng'hani.”
MAT.8.7	Yesu kamulongela, “Nochola kumuhonya.”
MAT.8.8	Mkulu ayo kamwidika, “Go mkulu niye sifaya gweye wingile mng'anda yangu. Lakini longa mbuli na msang'hanaji wangu kohona. 
MAT.8.9	Naniye vivija na hasi ya udahi wa wakulu na nina wakalizi hasi yangu. Nahamulongela ino ‘Chola!’ nayo kochola, nahamulongela iyagwe ‘Izo!’ nayo kokwiza, vivija nahamulongela msang'hanaji wangu, ‘Tenda vino!’ nayo kotenda vivo.”
MAT.8.10	Yesu viyahulike avo, kakanganya kawalongela waja wamkweleleza, “Nowalongeleni, sinamona munhu yoyose mwiisi ya Izilaeli yotamanila kamba ino. 
MAT.8.11	Nowalongeleni ukweli, wanhu wengi wokwiza kulawa mwambu wa kudilawila zuwa na mwambu wa kudihongela, wokala hamoja na Abulahamu na Isaka na Yakobo mna ulujo kuna Uundewa wa kuulanga. 
MAT.8.12	Lakini waja wolondeka wawe muundewa wa Mulungu wokwasigwa kunze kudiziza, ako wolila na kudafuna meno.” 
MAT.8.13	Abaho Yesu kamulongela mkulu ayo, “Chola ukae, na kija chuupulile chotendigwa.”
MAT.8.13	Saa iija msang'hanaji wake kahona.
MAT.8.14	Yesu viyacholile ukayake Petulo, kamvika mkwe wa kitwanzi wa Petulo kawasa mulusazi, kolumwa homa. 
MAT.8.15	Yesu kamgoga mkono wake na homa imulawa, nayo kenuka kasonga kuwasang'hanila.
MAT.8.16	Ichungulo viivikile, wanhu wamgalila Yesu wanhu wengi wakalile na vinyamkela. Yesu kawalava vinyamkela kwa kulonga na kawahonya wakalile watamu. 
MAT.8.17	Katenda avo muladi kilawilile kija kiyalongile mtula ndagu wa Mulungu Isaya, “Heyo mwenyego kasola magayo getu na kapapa mitamu yetu.”
MAT.8.18	Yesu viyaluwone lunhu lwa wanhu lumzunguluka, kawalagiza wanahina zake waloke mwambu uyagwe wa lamba. 
MAT.8.19	Mfundiza Malagizo ga Musa imoja kamcholela kamulongela, “Mfundiza, nokuwinza kokose kuuchola.”
MAT.8.20	Yesu kamwidika, “Vizongo wana mhango na ndege wana mvulu, lakini Mwana wa Munhu kaduhu hanhu ha kubwihila.”
MAT.8.21	Mwanahina wake imoja kamulongela, “Go mkulu, beta tanhu mbweleganye hamzike tatangu.”
MAT.8.22	Lakini Yesu kamulongela, “Nikweleleze, waleke wanhu wafile wawazike wanhu wao wafile.”
MAT.8.23	Yesu kengila mwiingalawa na wanahina zake wamkweleleza. 
MAT.8.24	Bahaja dilawilila beho kulu kudilamba, na mawimbi ga mazi gaitowa ingalawa, mbaka ingalawa ilonda kudidimila. Lakini Yesu kakala yawasile. 
MAT.8.25	Wanahina zake wamgendela wamulamusa, wamulongela “Go mkulu, tukombole todidimila!”
MAT.8.26	Yesu kawalongela, “Mweye mutamanila kidogo, habali modumba?” Avo kenuka kadikomhokela beho na ng'humbi ya mazi vinyamale na baho kukala tuluu.
MAT.8.27	Wanhu wakanganya, wauza, “Vino ino munhu gani? Mbaka beho na ng'humbi vomuhulika!”
MAT.8.28	Yesu viyavikile umwambu, mwiisi ya Gadala, kaiting'hana na wanhu wabili weli na vinyamkela, walawa kuna gamapanga. Wanhu awo wakala wodumbigwa, avo kuduhu munhu yadahile kubita nzila ayo. 
MAT.8.29	Bahaja viwamone Yesu waguta mizangi wolonga, “Gweye Mwana wa Mulungu, kotulonda choni? Kwiza kutudununza kipindi king'hali hakinavika?”
MAT.8.30	Behi na hanhu aho hakala na bumbila da nguluwe woja. 
MAT.8.31	Avo vinyamkela wampula Yesu, “Wahatulava tuleke twingile mna iwanguluwe.”
MAT.8.32	Yesu kawalongela, “Choleni,” Avo walawa na wengila mna iwanguluwe. Bumbila jose dihumulukila mna ingema ya dilamba na wose wafa mgamazi.
MAT.8.33	Wasusilaji wa nguluwe awo wakimbila, wachola kudibuga, ako walonga mbuli zose zilawilile na walonga mbuli ya wanhu waja wakalile na vinyamkela. 
MAT.8.34	Avo wanhu wose walawa kudibuga dija, wachola kuiting'hana na Yesu. Na viwamone wampula yasegele mwiisi yao.
MAT.9.1	Yesu kengila mwiingalawa kaloka umwambu wa lamba kachola kunadibuga diyakalile. 
MAT.9.2	Wanhu wayagwe wamgalila munhu yaholole lukuli, yatambalale mulusazi. Yesu viyone kutamanila kwao, kamulongela munhu ayo yaholole, “Mwanangu, gangamala! Nzambi zako zigeligwa kumgongo.”
MAT.9.3	Wafundiza Malagizo ga Musa wayagwe wailongela, “Munhu ino komuliga Mulungu!”
MAT.9.4	Yesu kajuwa viwagesile, avo kawalongela, “Habali mogesa gehile mna imizoyo yenu? 
MAT.9.5	Vino choni kibuhile kulonga, ‘Nzambi zako zigeligwa kumgongo,’ hebu kulonga, ‘Ima utembele’? 
MAT.9.6	Lakini nolonda mujuwe vino, Mwana wa Munhu kana udahi mwiisi wa kuzigela kumgongo nzambi za wanhu.” Avo kamulongela munhu ija yaholole, “Ima, papa lusazi lwako, uchole ukayako!”
MAT.9.7	Munhu ija kenuka kachola ukayake. 
MAT.9.8	Wanhu viwonile avo, wadumba, wamtogola Mulungu kwa kuwagwaa wanhu udahi awo.
MAT.9.9	Yesu kasegela hanhu aho, na viyakalile kochola, kamona mbokela kodi, twaga jake Matayo, kakala hanhu hakulipila kodi. Yesu kamulongela, “Nikweleleze.”
MAT.9.9	Matayo kenuka, kamkweleleza.
MAT.9.10	Yesu viyakalile koja mng'anda ya Matayo, wabokela kodi wengi na wanhu wehile weza, waja hamoja na Yesu na wanahina zake. 
MAT.9.11	Mafalisayo wayagwe viwone avo, wawauza wanahina zake, “Habali mfundiza wenu koja hamoja na wanhu wano?”
MAT.9.12	Yesu viyahulike avo, kalonga, “Wanhu wagima hawamulonda mganga, ila wanhu watamu. 
MAT.9.13	Lakini choleni mkaifunze mna Gamaandiko Gang'alile, Mulungu kalonga, ‘Kinilonda niye bazi, siyo nhosa.’ Niye sizile kuwakema wanhu wogesa wanoga, lakini niza kuwakema wanhu wene nzambi.”
MAT.9.14	Wanahina wa Yohana Mbatizaji wamcholela Yesu wamuuza, “Habali tweye tofunga kuja na Mafalisayo vivija wofunga kuja, lakini wanahina zako hawafunga kuja bule?”
MAT.9.15	Yesu kawedika, “Vino yodahika vilihi wanhu wagonekigwe kuna idizengele wanyunyuwale kipindi munhu yosola kahamoja nao? Haidahika bule! Lakini kipindi chokwiza munhu yosola vonda yasegezigwe kumwao, aho wofunga kuja.”
MAT.9.16	“Kuduhu munhu yokwika kilaka cha sambi mna ikiwalo cha umwaka, yahatenda vivo kilaka cha sambi chokidega kiwalo cha umwaka na aho hadegeke hokongezeka.”
MAT.9.17	“Vivija kuduhu munhu yogida divai ya sambi mna imifuko ya ng'hwembe ya umwaka, kwavija yahatenda avo imifuko ayo yotulika, divai yokwitika na imifuko yobanangika. Ila divai ya sambi yogidigwa mna imifuko ya ng'hwembe ya sambi, vose vokuwa vigima.”
MAT.9.18	Yesu viyakalile kolonga avo, mkulu wa Wayahudi kamgendela kamfugamila kalonga, “Mwanangu kafa, nokupula tuchole ukamwikile makono, nayo kokuwa mgima.”
MAT.9.19	Yesu na wanahina zake wenuka, wachola hamoja nayo.
MAT.9.20	Mtwanzi imoja yakalile na utamu wa kutumika kwa miyaka longo na mibili, kamcholela Yesu kukisogo, kakwasa mhindo ya kiwalo chake. 
MAT.9.21	Kailongela mwenyego, “Nahakwasa kiwalo chake, nohona.”
MAT.9.22	Yesu kahinduka, kamona mtwanzi ayo, kamulongela, “Mndele, gangamala! Kutamanila kwako kukuhonya.” Bahaja mtwanzi ija kahona.
MAT.9.23	Yesu viyengile mna ing'anda ya mkulu ija, kawona watowa ving'weng'we va nyila za ndilo na lunhu lwa wanhu lukala lolila. 
MAT.9.24	Kawalongela, “Laweni kunze. Imwana hafile bule, ila kawasa!” Nao wamseka. 
MAT.9.25	Lunhu lwa wanhu vilulawile kunze, Yesu kengila kudigati da mndele ayo, kamgoga mkono wake, nayo kenuka. 
MAT.9.26	Mbuli ayo ibwililika kila hanhu mwiisi ija.
MAT.9.27	Yesu kasegela hanhu aho, viyakalile kochola wanhu wabili wasuwameso wamkweleleza kuno wokemelela, “Mwana wa Daudi, tonele bazi!”
MAT.9.28	Yesu viyengile mng'anda, wasuwameso waja wabili wamgendela, Yesu kawauza, “Motogola kamba nodaha kuwahonya?”
MAT.9.28	Wamwidika, “Ona, go mkulu!”
MAT.9.29	Yesu kawakwasa meso gao, kalonga, “Ilawilile kamba vimutogola.” 
MAT.9.30	Meso gao galola, Yesu kawazuma ng'hani, “Sekemumulongele munhu yoyose mbuli ino!”
MAT.9.31	Lakini wao wachola, wazibwililisa mbuli za Yesu mwiisi ija yose.
MAT.9.32	Wanhu viwakalile wosegela, wanhu wayagwe wamgalila Yesu munhu yakalile halonga, kwavija kakala na kinyamkela. 
MAT.9.33	Kinyamkela viyalavigwe, munhu ija yakalile halonga, kasonga kulonga. Wanhu wakanganya na kulonga, “Hatunachona kinhu kamba kino mwiisi ya Izilaeli!”
MAT.9.34	Lakini Mafalisayo walonga, “Kana mwenembago ayo yomgwaa udahi wa kuwalava vinyamkela.”
MAT.9.35	Yesu kachola mna gamabuga gose na ivijiji, kafundiza mna izing'anda zao za kumpula Mulungu, kawapetela Mbuli Inogile ya Undewa wa Mulungu na kuwahonya wanhu weli na mitamu na magayo. 
MAT.9.36	Yesu viyawone wanhu, kawonela bazi kwavija wakala wogaya na waduhu munhu wa kuwataza, kamba ng'hondolo weliduhu msusilaji. 
MAT.9.37	Abaho kawalongela wanahina zake, “Ndiya nyingi, lakini wasang'hanaji wadodo. 
MAT.9.38	Mpuleni Mndewa wa indiya, yawatume wasang'hanaji mumgunda wake.”
MAT.10.1	Yesu kawakema wanahina zake longo na wabili na kawagwaa udahi wa kulava vinyamkela, kuhonya mitamu na magayo. 
MAT.10.2	Gano gago matwaga ga watumigwa longo na wabili, wa ichanduso Simoni yakemigwe Petulo na ndugu yake Andeleya, Yakobo na ndugu yake Yohana wana wa Zebedayo. 
MAT.10.3	Filipo na Batulumayo, Tomaso na Matayo mbokela kodi, Yakobo mwana wa Alufayo, na Tadayo, 
MAT.10.4	Simoni Mkananayo, na Yuda Isikaliote, yamuhinduke Yesu.
MAT.10.5	Yesu kawatuma watumigwa wano longo na wabili kawalagiza, “Sekemuchole kwa wanhu wamhazi, hebu kwingila mna gamabuga ga Wasamalia. 
MAT.10.6	Ila choleni kwa wanhu wa isi ya Izilaeli waigalile na ng'hondolo wapotele. 
MAT.10.7	Mwahachola, wapeteleni usenga uno, ‘Undewa wa kuulanga wa mmabehi!’ 
MAT.10.8	Muwahonye watamu, wazilibuleni wafile, muwahonye waja weli na utamu wa dikulu, muwalave vinyamkela. Mugweleligwa bule, laveni bule. 
MAT.10.9	Mna imifuko yenu, sekemusole zahabu hebu shaba hebu sente. 
MAT.10.10	Muumwanza wenu, sekemusole mkoba hebu viwalo vibili hebu vilatu hebu mkongoja. Kwavija msang'hanaji kolondeka yagweleligwe kija kilondeka.
MAT.10.11	“Mwahengila mna dibuga jojose hebu mna ikijiji, mumzahile munhu yonda yawabokele, kaleni ukayake mbaka vondamusegele. 
MAT.10.12	Mwahengila mng'anda, walamuseni wenekae. 
MAT.10.13	Wanhu wa ng'anda ayo wahawabokela goya, tindiwalo jenu dokala nao, kamba wahaleka kuwabokela, tindiwalo jenu dowabweleleni mweye. 
MAT.10.14	Munhu yoyose yahalema kuwabokela hebu kuwategeleza, vondamusegele baho kung'huseni matimbwisi mmagulu genu kamba kilaguso cha kuwalema. 
MAT.10.15	Nowalongeleni ukweli mna isiku ya nhaguso Mulungu kowonela bazi wanhu wa buga da Sodoma na Gomola kubanza buga dijo.”
MAT.10.16	“Nowatuma kamba ng'hondolo hagati ya mbwizi. Avo muwe wabala kamba zoka na wahole kamba huwa. 
MAT.10.17	Muiteganye na wanhu, kwavija wowagala mna ivitala, wowatowa mbalati mna izing'anda za kumpula Mulungu. 
MAT.10.18	Mbuli ya niye mogaligwa haulongozi ha wakulu na wandewa, muladi muwalongela wao na wamhazi Mbuli Inogile. 
MAT.10.19	Vonda wawagale mkitala, sekemugese gaja gondamulonge, kipindi chahavika mogweleligwa cha kulonga.” 
MAT.10.20	Kwavija siyo mweye mondamulonge, lakini Loho wa Tataenu kolonga kubitila mweye.
MAT.10.21	“Munhu komuhinduka ndugu yake too yakomigwe na tata komuhinduka mwanage yakomigwe, na wana wowahinduka tata zao na mama zao wakomigwe. 
MAT.10.22	Wanhu wose wowehila mweye mbuli ya twaga jangu. Lakini yoyose yonda yafunge umoyo mbaka kukimambukizo, kokomboligwa. 
MAT.10.23	Wahawadununza kudibuga dimoja, kimbilileni kudibuga diyagwe, nowalongeleni ukweli, hamumambukiza sang'hano yenu kuna gamabuga gose ga Izilaeli yang'hali Mwana wa Munhu hanakwiza.
MAT.10.24	“Mwanahina hali mkulu kubanza mfundiza wake, wala mtumwa hambita mndewa wake. 
MAT.10.25	Vimnogela mwanahina kuigala na mfundiza wake na mtumwa kuigala na mndewa wake. Kamba mkulu wa ng'anda kakemigwa Belizebuli, vino wanhu wa ng'anda yake honda wakemigwe matwaga gehile ng'hani?”
MAT.10.26	“Avo sekemuwadumbe wanhu. Chochose kigubikigwe chogubuligwa na chochose kifisigwe chokoneka. 
MAT.10.27	Kiniwalongeleni mdiziza, mkilonge imisi, na mbuli imuihulike kwa kinyelegezi, mweye ilongeni mkiswili. 
MAT.10.28	Sekemuwadumbe waja iwokoma lukuli, lakini hawadaha kuikoma loho, ila mumdumbe Mulungu yodaha kulukoma lukuli na loho muumoto wa jehanamu. 
MAT.10.29	Vino nhongwa wabili hawauzigwa kwa sente imoja? Lakini kuduhu hata imoja wao yofa bila Tata yenu kujuwa. 
MAT.10.30	Lakini mweye, hata mvili zili mmapala genu zipetigwa zose. 
MAT.10.31	Avo sekemudumbe, mweye munoga ng'hani kubanza nhongwa wengi!”
MAT.10.32	“Munhu yoyose yonitogola niye mgameso ga wanhu na niye nomtogola mgameso ga Tatangu yeli kuulanga. 
MAT.10.33	Lakini munhu yoyose yonibela niye mgameso ga wanhu na niye nombela mgameso ga Tatangu yeli kuulanga.”
MAT.10.34	“Sekemugese kamba niza kugala tindiwalo kwa wanhu wa mwiisi. Sizile kugala tindiwalo, ila zele. 
MAT.10.35	Kwavija niza kuwagola wana na tatazao wandele na mamazao, wandele na wakwe zao wa kitwanzi. 
MAT.10.36	Wehi wa munhu ni wanhu wa mng'anda mmwake.
MAT.10.37	“Munhu yoyose yomnogela tatake hebu mamake kubanza niye hafaya yawe mwanahina wangu. Na munhu yoyose yowanogela wanage hebu mndele wake kubanza niye hafaya yawe mwanahina wangu. 
MAT.10.38	Munhu yoyose yoleka kupapa msalaba wake na kunikweleleza niye, hafaya yawe mwanahina wangu. 
MAT.10.39	Munhu yougomesa ugima wake kowagiza lakini munhu youlava ugima wake mbuli ya niye, koupata.
MAT.10.40	“Munhu yoyose yowabokela mweye kombokela niye, na munhu yoyose yombokela niye kombokela ija yanhumile. 
MAT.10.41	Munhu yoyose yombokela mtula ndagu wa Mulungu, kwavija ayo mtula ndagu wa Mulungu, kobokela nhunza ya munhu ayo. Na munhu yoyose yombokela munhu yanogile, kwavija heyo kanoga kobokela nhunza ya munhu ayo. 
MAT.10.42	Nowalongeleni ukweli, munhu yoyose yomgwaa mwanahina kikasi cha mazi govega kwavija heyo imoja wa wanahina zangu wadodo, kobokela nhunza yake.”
MAT.11.1	Yesu viyamambukize kuwagwaa malagizo gano wanahina zake longo na wabili, kasegela hanhu aho, kachola kufundiza na kuwapetela wanhu mna gamabuga ga Galilaya.
MAT.11.2	Yohana Mbatizaji yakalile mkifungo viyahulike gaja gayakalile yotenda Kilisito, kawatuma wanahina zake kwa Yesu. 
MAT.11.3	Wamuuza Yesu, “Vino gweye heyo ija iyalongile Yohana kokwiza, hebu tumbete iyagwe?”
MAT.11.4	Yesu kawedika, “Bweleni mkamulongele Yohana gaja gomuhulika na kugona, 
MAT.11.5	wasuwameso wolola, mbetembete wotembela, na weli na utamu wa dikulu wohonyigwa na wanhu hawahulika wohulika, wafile wozilibuka na wakiwa wopeteligwa Mbuli Inogile. 
MAT.11.6	Wamweda waja wose weliduhu shaka na niye!”
MAT.11.7	Wanahina wa Yohana viwakalile wosegela, Yesu kasonga kululongela lunhu mbuli za Yohana, “Vino vimucholile kuluwala muchola kulola choni? Muchola kulola lusanze vilutigisigwa na beho? 
MAT.11.8	Kumbe muchola kulola choni? Muchola kumulola munhu yavalile viwalo vinogile? Wanhu wovala kamba avo wokala mna zing'anda za Wandewa! 
MAT.11.9	Nongeleni, vino muchola kulola choni? Muchola kumulola mtula ndagu wa Mulungu? Ona, lakini mona vingi ng'hani kubanza mtula ndagu wa Mulungu. 
MAT.11.10	Kwavija Yohana ayo yalongigwe mna Gamaandiko Gang'alile, ‘Mulungu kalonga, nomtuma msenga wangu yakulongolele, yaitande nzila yako.’ 
MAT.11.11	Nowalongeleni ukweli, hanalawilila munhu yoyose yeli munhu mkulu kubanza Yohana Mbatizaji. Lakini yeli munhu mdodo ng'hani Muundewa wa kuulanga ni munhu mkulu kubanza Yohana. 
MAT.11.12	Kulawa kipindi cha Yohana Mbatizaji mbaka sambi, wanhu waulema kwa nguvu Undewa wa kuulanga na wanhu wene nguvu wogeza kuuboka. 
MAT.11.13	Kwavija Malagizo ga Musa na watula ndagu wa Mulungu, galonga mbuli ya undewa mbaka kwiza kwa Yohana Mbatizaji. 
MAT.11.14	Mwahazitogola mbuli zao, Yohana heyo Eliya yalongigwe kokwiza. 
MAT.11.15	Yeli na magwiti yahulike!
MAT.11.16	“Vino wanhu wa lukolo lwa sambi waigala na choni? Waigala na wana wadodo wakalile mna gamagulilo. Kibumbila kimoja chokemelela kiyagwe, 
MAT.11.17	‘Tuwatowela gombe sugu, lakini hamuvinile bule! Tuwembila nyila za kuiyalala, lakini hamulilile bule!’ 
MAT.11.18	Kwavija Yohana viyezile kafunga kuja na hang'wile divai, nao walonga, ‘Kana kinyamkela!’ 
MAT.11.19	Mwana wa Munhu viyezile, kaja na kung'wa, nao walonga, ‘Muloleni munhu ino! Mmelo na mlevi, mbwiga zake wabokela kodi na wanhu wene nzambi!’ Lakini nzewele ya Mulungu yokoneka inoga kwa sang'hano zake.”
MAT.11.20	Yesu kasonga kuwakomhokela wanhu wa mabuga gayatendile unzonza mwingi, kwavija wanhu awo hawazilekile bule nzambi zao. 
MAT.11.21	“Kogaya, gweye buga da Kolazini! Kogaya gweye buga da Betisaida! Maza unzonza utendigwe kumwenu mweye, wahatendigwe mna gamabuga ga Tilo na Sidoni, wanhu zake wahalekile mwaka nzambi zao na kuvala magunia na kuibakaza mitozi, kulagusa kamba waleka nzambi zao! 
MAT.11.22	Nowalongeleni ukweli, siku ya nhaguso Mulungu kowonela bazi wanhu wa isi za Tilo na Sidoni kubanza mweye! 
MAT.11.23	Vivija na gweye Kapelinaumu! Vino kolonda kuinula mwenyego mbaka kuulanga? Kohumulusigwa mbaka kowochola wanhu wafile! Maza unzonza utendigwe kumwako gweye wahatendigwe Sodoma, isi ayo yahasigale mbaka lelo! 
MAT.11.24	Nowalongeleni, mna isiku ya nhaguso Mulungu kowonela bazi wanhu wa isi ya Sodoma kubanza mweye!”
MAT.11.25	Mna ikipindi acho Yesu kalonga, “Tata, Mndewa wa kuulanga na mwiisi, nokutogola kwavija kuwafisa mbuli zino wanhu weli na nzewele na ubala, na kuwagubulila wana wadodo. 
MAT.11.26	Ona, Tata, vino vivo viulondile.
MAT.11.27	“Tatangu kanigwaa vinhu vose. Kuduhu munhu yamjuwile Mwana ila Tata yaiyeka, na kuduhu munhu yamjuwile Tata, ila Mwana yaiyeka na waja Mwana yawasagule kuwagubulila wamjuwe Tata.
MAT.11.28	“Izoni kumwangu mweye mose mugaya na kulemelwa na mizigo mikulu, na niye nowatenda mubwihile. 
MAT.11.29	Soleni nila yangu muifunze kumwangu, kwavija niye simgaza munhu hebu kumwehula, na mweye mokala mizoyo iholile. 
MAT.11.30	Kwavija nila yangu ibuha na mizigo yonda niwadikwe mibewe.”
MAT.12.1	Mna ikipindi acho, Yesu kakala yobita mna imigunda ya uhemba, mwiisiku ya Kubwihila. Wanahina zake wakala na nzala, avo wasonga kuhulula uhemba na kuja. 
MAT.12.2	Mafalisayo viwonile avo, wamulongela Yesu, “Lola, wanahina zako wotenda kinhu kigomesigwe kutendigwa mwiisiku ya Kubwihila!”
MAT.12.3	Yesu kawedika, “Hamusomile kija kiyatendile Daudi, kipindi heyo na wayage viwakalile na nzala? 
MAT.12.4	Kengila Mng'anda ya Mulungu, heyo na wayage wagaja magate galavigwe nhosa kwa Mulungu, hamoja hailondeke wao wagaje, ila walava nhosa waiyeka. 
MAT.12.5	Vino hamusomile mna Gamalagizo ga Musa, kila siku ya Kubwihila walava nhosa wobena lagizo da siku ya Kubwihila mna Ing'anda ya Mulungu, na hawakoneka kamba wabananga? 
