GEN.1.2	A terra, porém, era 
GEN.15.5	Fez-lhe sair para fora e disse: Olha para o céu e 
GEN.15.6	Creu Abrão em Jeová, que lhe imputou isto como justiça. 
GEN.15.7	Disse-lhe mais: Eu sou Jeová, que te fiz sair de 
GEN.15.8	Perguntou-lhe Abrão: Ó Senhor Jeová, 
GEN.15.9	Respondeu-lhe: Toma-me uma novilha de três anos, e uma cabra de três anos, e um carneiro de três anos, e uma rola, e um pombinho. 
GEN.15.10	Ele, tomando todos esses animais, os 
GEN.15.11	As aves de rapina desciam sobre os cadáveres, porém Abrão as enxotava.
GEN.15.12	Quando o sol ia a entrar, caiu um 
GEN.15.13	E lhe foi dito: Sabe, com certeza, que 
GEN.15.14	Sabe, também, que eu hei de julgar a nação a que têm de servir; e, depois, sairão 
GEN.15.15	Tu, porém, 
GEN.15.16	Na quarta geração, voltarão para cá, porque 
GEN.15.17	Quando o sol já estava posto, e era escuro, um fogo fumegante e uma tocha de fogo 
GEN.15.18	Naquele dia, fez Jeová uma aliança com Abrão, dizendo: À tua semente tenho dado esta terra, desde 
GEN.15.19	o 
GEN.15.20	o heteu, o ferezeu, os refains, 
GEN.15.21	o amorreu, o cananeu, o girgaseu e o jebuseu.
GEN.16.1	Ora, 
GEN.16.2	Disse Sarai a Abrão: Eis que Jeová me tem impedido de ter filhos; 
GEN.16.3	Então, Sarai, mulher de Abrão, tomou a Agar, egípcia, sua serva, depois de Abrão ter habitado 
GEN.16.4	Ele conheceu a Agar, e ela concebeu; vendo ela que tinha concebido, foi sua senhora desprezada aos seus olhos. 
GEN.16.5	Disse Sarai a Abrão: 
GEN.16.6	Respondeu, porém, Abrão a Sarai: Eis que 
GEN.16.7	O 
GEN.16.8	Perguntou-lhe: Agar, serva de Sarai, 
GEN.16.9	Disse-lhe o Anjo de Jeová: Volta para a tua senhora e humilha-te debaixo das suas mãos. 
GEN.16.10	Disse-lhe mais o Anjo de Jeová: 
GEN.16.11	Disse-lhe ainda mais o Anjo de Jeová: Eis que concebeste e darás à luz um filho, a quem chamarás Ismael, porque 
GEN.16.12	Ele será como 
GEN.16.13	Então, chamou a Jeová, que lhe falava: 
GEN.16.14	Pelo que se chamou o poço Beer-Laai-Roi; ele está entre 
GEN.16.15	Agar deu à luz Ismael a Abrão; e Abrão chamou Ismael o nome do filho que Agar lhe deu. 
GEN.16.16	Tinha Abrão 
GEN.17.1	Quando Abrão era de noventa e nove anos de idade, 
GEN.17.2	Eu farei uma 
GEN.17.3	Abrão 
GEN.17.4	Quanto a mim, a minha aliança é contigo, e serás pai de uma 
GEN.17.5	O teu nome não se chamará mais Abrão, mas 
GEN.17.6	Far-te-ei frutificar grandissimamente e de ti farei nações, e de ti 
GEN.17.7	Estabelecerei a minha aliança entre mim e ti e a tua semente depois de ti, nas suas gerações, por uma 
GEN.17.8	Dar-te-ei a ti e à tua semente depois de ti a terra das tuas peregrinações, toda a terra de Canaã, em possessão perpétua; e serei o seu Deus.
GEN.17.9	Disse mais Deus a Abraão: Quanto a ti, 
GEN.17.10	Esta é a aliança que guardareis entre mim e vós e a tua semente depois de ti: todo o macho dentre vós será circuncidado. 
GEN.17.11	Circuncidareis a carne do vosso prepúcio; e isto será por sinal duma aliança entre mim e vós. 
GEN.17.12	O que tem 
GEN.17.13	Tem de ser circuncidado o escravo nascido em tua casa e o 
GEN.17.14	O incircunciso que não for circuncidado na carne do seu prepúcio, essa alma será cortada do seu povo; quebrou a minha aliança.
GEN.17.15	Disse Deus a Abraão: Quanto a Sarai, tua mulher, não lhe chamarás Sarai, mas Sara será o seu nome. 
GEN.17.16	Abençoá-la-ei e também dela te darei um 
GEN.17.17	Então, se 
GEN.17.18	Disse Abraão a Deus: Oxalá que viva Ismael diante de ti. 
GEN.17.19	Respondeu Deus: Com certeza, Sara, tua mulher, te dará à luz 
GEN.17.20	Quanto a Ismael, eu te hei ouvido: eis que o tenho abençoado, e 
GEN.17.21	A minha aliança, porém, estabelecerei com 
GEN.17.22	Ao acabar de falar com Abraão, 
GEN.17.23	Abraão tomou a Ismael, seu filho, e a 
GEN.17.24	Tinha Abraão noventa e nove anos quando 
GEN.17.25	Ismael, seu filho, tinha treze anos quando foi circuncidado na carne do seu prepúcio. 
GEN.17.26	No mesmo dia, foi circuncidado Abraão e seu filho Ismael. 
GEN.17.27	Todos os homens da sua casa, assim os escravos nascidos nela como os comprados por dinheiro ao estrangeiro, foram circuncidados com ele.
GEN.18.1	Apareceu 
GEN.18.2	Tendo ele levantado os olhos, olhou, e eis que três 
GEN.18.3	e disse: Senhor meu, se tenho achado graça nos teus olhos, rogo-te que não passes de teu servo: 
GEN.18.4	que seja trazida um pouco de água, 
GEN.18.5	trarei um bocado de pão, e confortai o vosso coração; depois, ireis adiante, pois, por isso chegastes ao vosso servo. Responderam: Faze assim como disseste. 
GEN.18.6	Apressou-se Abraão em entrar na tenda a ter com Sara e disse: Amassa depressa três medidas de flor de farinha e faze pão assado ao borralho. 
GEN.18.7	Correu Abraão ao gado, tomou um bezerro tenro e bom e deu-o ao criado, que se apressou em prepará-lo. 
GEN.18.8	Então, tomou leite azedo, e leite fresco, e o bezerro que mandara preparar e pôs tudo diante deles. Ficou de pé ao lado deles debaixo da árvore, e eles comeram.
GEN.18.9	Eles lhe perguntaram: Onde está Sara, tua mulher? Respondeu ele: Ela está na tenda. 
GEN.18.10	Disse um deles: 
GEN.18.11	Ora, 
GEN.18.12	Assim, riu-se Sara consigo, dizendo: Terei prazer, depois de envelhecida, 
GEN.18.13	Perguntou Jeová a Abraão: Porque se riu Sara, dizendo: É verdade que eu, que sou velha, darei à luz um filho? 
GEN.18.14	Há, porventura, alguma coisa que seja demasiadamente difícil a Jeová? Ao 
GEN.18.15	Então, Sara, porque teve medo, o negou, dizendo: Não me ri. Mas ele disse: Não é assim; pois tu te riste.
GEN.18.16	Tendo-se levantado dali 
GEN.18.17	Disse Jeová: Ocultarei eu a Abraão o que 
GEN.18.18	visto que Abraão, certamente, virá a ser uma grande e poderosa nação, e por meio dele serão benditas 
GEN.18.19	Porque o tenho 
GEN.18.20	Disse mais Jeová: 
GEN.18.21	descerei e verei se em tudo têm praticado segundo o seu clamor, que é chegado a mim; e, se assim não é, sabê-lo-ei.
GEN.18.22	Então, os 
GEN.18.23	Chegando-se Abraão, disse: 
GEN.18.24	Há, talvez, cinquenta justos dentro da cidade; destruirás e não pouparás o lugar por amor dos cinquenta justos que estão ali? 
GEN.18.25	Longe de ti fazeres tal coisa, que mates 
GEN.18.26	Respondeu Jeová: Se eu achar em Sodoma cinquenta justos dentro da cidade, perdoarei o lugar todo por amor deles. 
GEN.18.27	Disse-lhe mais Abraão: Eis que tomei a liberdade de falar ao Senhor, ainda 
GEN.18.28	porventura, faltarão cinco para os cinquenta justos; destruirás toda a cidade porque lhe faltam estes cinco? Respondeu ele: Não a destruirei, se achar ali quarenta e cinco. 
GEN.18.29	Disse-lhe ainda mais Abraão: Porventura, se acharão ali quarenta. Respondeu ele: Não o farei por amor dos quarenta. 
GEN.18.30	Disse Abraão: 
GEN.18.31	Disse Abraão: Eis que tomei a liberdade de falar ao Senhor; porventura, achar-se-ão ali vinte. Respondeu o Senhor: Não a destruirei por amor dos vinte. 
GEN.18.32	Disse Abraão: Não se ire o Senhor, e ainda falarei somente esta vez; porventura, achar-se-ão ali dez. Respondeu o Senhor: Não a destruirei por amor dos dez. 
GEN.18.33	Foi-se Jeová logo que acabou de falar com Abraão; e Abraão voltou para o seu lugar.
GEN.19.1	Chegaram os 
GEN.19.2	disse-lhes: Eis, agora, meus senhores, vinde para a casa do vosso servo, passai nela a noite, e lavai os pés, e de madrugada vos levantareis, e ireis vosso caminho. Responderam eles: Não; mas na praça passaremos a noite. 
GEN.19.3	Instou-os muito, e foram e entraram em casa dele; 
GEN.19.4	Porém, antes que se deitassem, cercaram a casa 
GEN.19.5	e, chamando a Ló, disseram-lhe: 
GEN.19.6	Então, Ló saiu-lhes à porta e fechou-a atrás de si. 
GEN.19.7	E disse: Rogo-vos, meus irmãos, não procedais tão perversamente. 
GEN.19.8	Eu tenho duas filhas que ainda não conheceram varão. Permita-me que vo-las traga para fora e fazei-lhes como bem vos parecer; somente nada façais a estes homens, porquanto entraram debaixo da sombra do meu telhado. 
GEN.19.9	Eles, porém, disseram: Sai daí. E acrescentaram: Esse indivíduo entrou a peregrinar e 
GEN.19.10	Porém 
GEN.19.11	Feriram de cegueira os que estavam do lado de fora, tanto pequenos como grandes, de sorte que se cansaram para achar a porta.
GEN.19.12	Então, perguntaram os homens a Ló: Tens tu mais alguém aqui? Genro, e teus filhos, e tuas filhas, todos quantos tens na cidade, tira-os para fora deste lugar, 
GEN.19.13	pois nós vamos destruir este lugar, porque o 
GEN.19.14	Tendo saído Ló, falou com seus genros, que haviam de casar com suas filhas, e disse-lhes: Levantai-vos, saí deste lugar, porque Jeová há de destruir a cidade. 
GEN.19.15	E, ao amanhecer, os anjos apertavam com Ló, dizendo: Levanta-te, toma tua mulher e tuas duas filhas que estão aqui, para que não pereças no castigo da cidade. 
GEN.19.16	Ele, porém, se demorava; os homens 
GEN.19.17	Quando os tinham tirado para fora, disse um deles: 
GEN.19.18	Respondeu-lhes Ló: Não, senhor meu; 
GEN.19.19	eis que teu servo tem achado graça diante de ti, e tens engrandecido a tua misericórdia, que me mostraste, salvando-me a vida. Eu não me posso escapar ao monte para que o mal não me apanhe, e eu morra. 
GEN.19.20	Eis ali perto essa cidade para a qual eu posso fugir, e é pequena. Permite que eu me escape para lá (porventura, não é pequena?), e viverá a minha alma. 
GEN.19.21	Disse-lhe: Quanto a isto, também te hei atendido, para não subverter a cidade de que acabas de falar. 
GEN.19.22	Apressa-te, escapa-te para lá; pois nada posso fazer antes que chegues ali. Por isso, se chamou o nome da cidade Zoar.
GEN.19.23	Tinha saído o sol sobre a terra, quando Ló chegou a Zoar. 
GEN.19.24	Então, Jeová 
GEN.19.25	subverteu aquelas cidades, e toda a planície, e todos os moradores das cidades, e o que nascia da terra. 
GEN.19.26	Mas a mulher de Ló 
GEN.19.27	Tendo-se levantado Abraão de madrugada, foi 
GEN.19.28	e, contemplando Sodoma e Gomorra e toda a terra da planície, viu, e eis que 
GEN.19.29	Quando Deus destruiu as cidades da planície, então, 
GEN.19.30	Subiu Ló de Zoar e habitou no monte, ele e suas duas filhas, porque teve medo de ficar em Zoar; e habitou numa caverna, ele e suas duas filhas. 
GEN.19.31	Disse a primogênita à menor: Nosso pai é velho, e na terra não há homem que venha unir-se conosco, como é o costume de toda a terra. 
GEN.19.32	Vinde, façamos que nosso pai beba vinho e vamos deitar-nos com ele, para que possamos conservar a linhagem de nosso pai. 
GEN.19.33	Aquela noite, pois, deram de beber vinho a seu pai, e, entrando a primogênita, deitou-se com ele; ele não sentiu, nem quando ela se deitou, nem quando se levantou. 
GEN.19.34	No dia seguinte, disse a primogênita à menor: Eis que ontem à noite me deitei com meu pai. Demos-lhe de beber vinho esta noite também; entra e deita-te com ele, para que possamos conservar a linhagem de nosso pai. 
GEN.19.35	Tornaram, pois, aquela noite a dar de beber vinho a seu pai, e, levantando-se a menor, deitou-se com ele; ele não sentiu, nem quando ela se deitou, nem quando se levantou. 
GEN.19.36	Assim, as duas filhas de Ló conceberam de seu pai. 
GEN.19.37	A primogênita deu à luz um filho e chamou-lhe 
GEN.19.38	A menor também deu à luz um filho e chamou-lhe Ben-Ami: este é o pai dos filhos de 
GEN.20.1	Partindo Abraão 
GEN.20.2	Disse Abraão de Sara, sua mulher: 
GEN.20.3	Deus, porém, apareceu a Abimeleque em sonhos, de noite, e disse-lhe: Eis que vais morrer por causa da mulher que tomaste, porque ela tem marido. 
GEN.20.4	Ora, Abimeleque ainda não se havia chegado a ela; perguntou, pois: Senhor, matarás, porventura, também a uma nação justa? 
GEN.20.5	Não me disse ele mesmo: É minha irmã? E ela, 
GEN.20.6	Respondeu-lhe Deus em sonhos: Sim, eu sei que, na sinceridade do teu coração, fizeste isto, também eu te impedi de pecar contra mim; por isso, não te permiti tocá-la. 
GEN.20.7	Agora, restitui a mulher ao homem, pois 
GEN.20.8	Levantou-se Abimeleque de manhã cedo e, chamando a todos os seus servos, lhes falou aos ouvidos todas estas palavras, e os homens temeram muito. 
GEN.20.9	Então, chamou Abimeleque a Abraão e lhe perguntou: Que é o que nos fizeste? Em que pequei eu contra ti, que trouxeste sobre mim e sobre o meu reino este grande pecado? Fizeste a mim o que se não deve fazer. 
GEN.20.10	Perguntou mais Abimeleque a Abraão: Que viste tu, para fazeres isto? 
GEN.20.11	Respondeu Abraão: Porque pensei, certamente, não há temor de Deus neste lugar; 
GEN.20.12	Além disso, ela é realmente minha irmã, filha de meu pai, ainda que não de minha mãe, e veio a ser minha mulher. 
GEN.20.13	Quando Deus me fez andar errante da casa de meu pai, disse-lhe a ela: Esta é a graça que me farás; em todo lugar em que entrarmos, 
GEN.20.14	Tomou, pois, 
GEN.20.15	Disse Abimeleque: 
GEN.20.16	A Sara disse: Eis que tenho dado a teu irmão mil siclos de prata; isto te serve para cobrir os olhos dos que estão contigo; e perante todos estás reabilitada. 
GEN.20.17	Orou Abraão a Deus, e sarou Deus a Abimeleque, a sua mulher e às suas servas; e elas tiveram filhos. 
GEN.20.18	Porque Jeová tinha fechado totalmente as madres de todas as mulheres da casa de Abimeleque, por causa de Sara, mulher de Abraão.
GEN.21.2	Ela concebeu e deu à luz a Abraão, na sua velhice, um filho, ao 
GEN.21.3	Ao filho que lhe nascera, que Sara lhe dera à luz, Abraão chamou 
GEN.21.4	E ele circuncidou a seu filho Isaque, quando tinha 
GEN.21.5	Abraão tinha 
GEN.21.6	Disse Sara: Deus preparou 
GEN.21.7	E continuou: 
GEN.21.8	Cresceu o menino e foi desmamado; e, no dia em que ele foi desmamado, deu Abraão um grande banquete. 
GEN.21.9	Sara viu brincando 
GEN.21.10	Pelo que disse a Abraão: 
GEN.21.11	Pareceu isto bem duro aos olhos de Abraão por causa de seu filho. 
GEN.21.12	Disse Deus a Abraão: Não te seja isso duro por causa do moço e por causa da tua escrava; em tudo o que Sara te diz, ouve a sua voz, pois, 
GEN.21.13	Também 
GEN.21.14	Abraão, tendo-se levantado de manhã cedo, tomou pão e um odre de água, pô-los sobre o ombro de Agar, deu-lhe o menino e despediu-a. Partindo ela, andava errante pelo deserto de 
GEN.21.15	Consumida que foi a água do odre, colocou o menino debaixo de um dos arbustos. 
GEN.21.16	Ela foi sentar-se em frente dele, a boa distância, como a de um tiro de arco; pois disse: Que não veja eu a morte do menino. Sentada em frente dele, 
GEN.21.17	Deus, porém, 
GEN.21.18	Ergue-te, levanta o menino e sustenta-o nas tuas mãos, 
GEN.21.19	Deus abriu-lhe os olhos, e ela viu 
GEN.21.20	Deus estava com o menino, que cresceu, morava no deserto e tornou-se flecheiro. 
GEN.21.21	Ele habitou no deserto de Parã, e sua mãe tomou-lhe uma mulher da terra do Egito.
GEN.21.22	Por esse tempo disseram a Abraão 
GEN.21.23	agora, pois, jura-me aqui por Deus que não te haverás falsamente comigo, nem com meu filho, nem com o filho de meu filho; mas usarás comigo e com a terra em que tens peregrinado daquela bondade com que eu te tratei. 
GEN.21.24	Respondeu Abraão: Eu jurarei. 
GEN.21.25	Abraão repreendeu a Abimeleque por causa dum poço de água que os servos deste lhe tinham tomado 
GEN.21.26	Respondeu-lhe Abimeleque: Não sei quem fez isso; nem tu mo fizeste saber, nem tampouco ouvi falar em tal coisa, senão hoje. 
GEN.21.27	Tomou Abraão ovelhas e bois e deu-os a Abimeleque; e 
GEN.21.28	Pôs Abraão à parte sete cordeiras do rebanho. 
GEN.21.29	Perguntou Abimeleque a Abraão: Que significam estas sete cordeiras que puseste à parte? 
GEN.21.30	Respondeu Abraão: Receberás da minha mão estas sete cordeiras, para que me sirvam de testemunho de que eu cavei este poço. 
GEN.21.31	Pelo que chamou àquele lugar 
GEN.21.32	Assim, fizeram uma aliança em Berseba; levantaram-se Abimeleque e Ficol, general do seu exército, e voltaram para a terra dos filisteus. 
GEN.21.33	Plantou Abraão uma tamargueira em Berseba e 
GEN.21.34	Peregrinou Abraão 
GEN.22.1	Depois disto, 
GEN.22.2	Acrescentou Deus: Toma 
GEN.22.3	Levantou-se, pois, Abraão de manhã cedo e albardou o seu jumento, levando consigo dois de seus moços e a Isaque, seu filho; tendo fendido a lenha para o holocausto, levantou-se e foi ao lugar que Deus lhe havia dito. 
GEN.22.4	Ao terceiro dia, levantando Abraão os olhos, viu o lugar de longe. 
GEN.22.5	Disse a seus moços: Ficai-vos aqui com o jumento, e eu e o mancebo iremos até lá; depois de adorarmos, voltaremos a vós. 
GEN.22.6	Tomou a lenha do holocausto e a 
GEN.22.7	Disse Isaque a Abraão, seu pai: Meu Pai! Respondeu Abraão: Eis-me aqui, meu filho! Perguntou-lhe Isaque: Eis o fogo e a lenha, porém onde está 
GEN.22.8	Respondeu Abraão: Deus proverá para si, meu filho, o cordeiro para o holocausto; assim, caminharam ambos juntos.
GEN.22.9	Chegaram 
GEN.22.10	Então, estendeu a mão e pegou no cutelo para imolar a seu filho. 
GEN.22.11	Mas bradou-lhe do céu 
GEN.22.12	Continuou o anjo: Não estendas a mão sobre o mancebo e não lhe faças nada; pois, agora, sei que tu temes a Deus, visto que não me negaste 
GEN.22.13	Tendo levantado Abraão os olhos, olhou, e eis atrás de si um carneiro embaraçado num mato pelos chifres; foi, tomou o carneiro e ofereceu-o em holocausto em lugar de seu filho. 
GEN.22.14	Chamou Abraão àquele lugar Jeová-Jiré; donde, até o dia de hoje, se diz: 
GEN.22.15	Então, bradou desde o céu o Anjo do Senhor a Abraão, pela segunda vez, 
GEN.22.16	e disse: 
GEN.22.17	que deveras te abençoarei e multiplicarei a tua descendência 
GEN.22.18	e, 
GEN.22.19	Então, voltou Abraão a seus moços, eles se levantaram e foram juntos a Berseba. Abraão habitou em Berseba.
GEN.22.20	Depois destas coisas, foi dada notícia a Abraão nestes termos: Eis que 
GEN.22.21	Uz, seu primogênito, Buz, seu irmão, Quemuel, pai de Arã, 
GEN.22.22	Quésede, Hazo, Pildas, Jidlafe e Betuel. 
GEN.22.23	Betuel gerou a 
GEN.22.24	Sua concubina chamava-se Reumá, que também deu à luz filhos: Tebá, Gaã, Taás e Maaca.
GEN.23.1	Foi a vida de Sara cento e vinte e sete anos; estes foram os anos da vida de Sara. 
GEN.23.2	Morrendo Sara em 
GEN.23.3	Depois de se levantar de diante da sua falecida mulher, disse aos filhos de 
