MAT.1.1	Am maŋge ŋen maŋge ŋen sokbem kotnepeme Zisas ek Abalaam ma Dewit egegat iŋsokŋit penaŋ sokbeye.
MAT.5.30	Bedi ŋenaŋ yomeset gatetimti mesât mbe beme geŋ atumti pemane mebe. Mineti geŋ bedi zuzulak tagame maneti teziŋ ŋandaŋ towebanigat ŋen eleŋgemti pemane mebe. Yaŋaŋ kapigok, kwitnaŋ kwitnaŋ bekanaset gatetimti mesât mme katikpemane tapme mamaset pembenaŋ ke mobanik.
MAT.5.31	Kawawaŋgalen Zet Itnaŋaŋ pigok zemti mkwabien, ‘Ŋen ek imbiŋaŋ katipesâgât nâin beme meluwaŋ asekpepeyelen kumti, “Asegeyap,” zempeme mametan.’ 
MAT.5.32	Yaŋgut neŋ alak ingat naman pigok diindoyap: An ŋen imbiŋaŋaŋ an ŋenmak set kileŋ kumame egaŋ nâmbempemti imbiŋaŋ belak etaŋ asekpewe beme an keyaŋ yom temaŋ penaŋ mbe. Imbi keyaŋ apmaŋ ewe tapme egaŋ meti an ŋen wabe beme imbiŋaŋaŋ set kileŋ imbi keboŋ bein. Ma an ŋenaŋ imbi apmaŋ asekpemti main ek ke wabe beme an keyaŋ set kileŋ an keboŋ bein.
MAT.5.33	Yeŋsokŋine zet kapigok diindondoŋaŋ ke nâip, ‘In zet zemkatikbembe Amobotnaŋ egat kwitnaŋen kuwep beme e ewe ku asekbep. Ke gawepuwep.’
MAT.5.33	Yaŋgut in kwileki ŋen zemkatik besâti msatgat palen kumti manzemkatik beip. 
MAT.5.34	Kegogapm neŋ naman ingat pigok diindoyap, zelin zemti ku bandim mbep. Kululuŋ ek Kawawaŋgalen mundum totatat kululuŋgat kwitnanen kumti ku bandim mbep. 
MAT.5.35	Msat e Kawawaŋgalen setnaŋgalen wetnaŋ bemti maim tazin keyepm msat kwitnaŋ kumti ku bandim mbep. Zelusalem ek Amobotnaŋ temaŋgalen mka temaŋ keyepm Zelusalem kwitnaŋ kumti ku bandim mbep. 
MAT.5.36	Sepem kegogak windeŋin ku tazin keyepm in ŋokŋinan bem zemti zemkatik bembe e kegogak ku mbep. 
MAT.5.37	‘Yek’ beme nâmti, ‘Yek,’ zewanik. ‘Penaŋ’ beme nâmti ‘Penaŋ,’ zewanik. Zet nânâpiŋ kileŋ bandim mimipiŋ; zet penaŋ etaŋ manzemmambanik.
MAT.5.38	Zet ŋen kapigok zenzeŋaŋ ke nâit,
MAT.5.38	‘Ŋen egaŋ zikadi âtâgeme geŋ dopmaŋ egalen âtâpewanik ma ŋenaŋ zedi kume etume geŋ dopmaŋ egalen kumane etuwe.’
MAT.5.39	Keyaŋgut neŋ naman pigok diindosowap, am ŋenaŋ in kwileki ŋen myuŋgumindawe beme in naman sepem kegogak ku msawep. Ma am ŋenaŋ neŋgumdi nembet taiwe beme naman in gilik zemti neŋgumin nembet sawep. 
MAT.5.40	Ma am ŋenaŋ geŋmak kasa kasa mti zet nânâ mkaŋan gapmesât min beme sakwep penaŋ zelit weyaŋselup. Mti egaŋ gâgât tosa zet mgamti, ‘Kogok nasenik’ zeme geŋ mukulem mti bugan moti sawanik. 
MAT.5.41	Ma am ŋenaŋ geŋ gati milawatnaŋ timti selen belatnik mebegat zekaŋkaŋ mgawe beme geŋ naman ekmak sasukwep mebanik. 
MAT.5.42	Ma am ŋenaŋ kwileki ŋengat olati wekumgame geŋ ku bamkumpewanik zein keyet kataŋ nâmpewanik.
MAT.5.43	Zet ŋen kapigok zenzeŋaŋ ke nâip, ‘Geŋ nodi gogot mpewanik ma kasandi kasa mpewanik’. 
MAT.5.44	Keyaŋgut neŋ naman ingat pigok zeyap, In am kasaŋine ekŋen gogot mimindewep ma am sisipeŋpeŋ mamimindaip ma maindoip ekŋengat nâmti Kawawaŋgat dunduwep. 
MAT.5.45	Kegok mti kululuŋ Biwinaŋgat nemunambaŋane penaŋ bemti mambep. Egaŋ ikŋaŋ kasup bempeyeyaŋ am pembenaŋ ma bekanaŋ ilinsakwep mambusatnaŋ bemindein. Ma map kegogak am teŋ ma yominmak ekŋengat temakwep mme matozin. 
MAT.5.46	In am notnaŋ ekŋenmak gogot palen mamaip ekŋen etaŋ taolet mimindamti mambep. Kegok mbep beme ke Kawawaŋaŋ keyet dopmaŋ ku indawe. An takis mânep titi bekanaŋ mamaip ekŋenaŋ nolineyet sepem kegogak mamip.
MAT.5.47	In am nolin ekŋenmak notn notn mti zezapat mamip beme keyaŋ sepemaŋ igak penaŋ ku bein. An Kawawaŋ ku nâmkiŋpeip ekŋenaŋ sepem kegogak mamip. 
MAT.5.48	In Biwin kululuŋen egaŋ teŋ main kegogak teŋak mamambep.
MAT.6.1	In Kawawaŋgalen mulup dolakŋaŋ notnaŋ mti keyet nâmti am sambe ekŋengat zikalinan sekŋin mmobep beme kululuŋ Biwinaŋ keyet dopmaŋ ku indawe.
MAT.6.2	Keyepmti in am ŋen kwileki ŋeniyet olapme kwileki ŋen saip beme keyet zapatnaŋ zemti sekŋin ku mmobep. Am notnaŋ sek mmobot mamip ekŋenaŋ sesewat mkaen ma ondedak mundumen tokwati amnaŋ sekŋin mmobogat nâmti mulup mimiŋaŋ keyet zapatnaŋ manzemelip. Neŋ pigok diindoma nâit, am ekŋen keboŋ ke muluwinaŋgat tosaŋaŋ eweŋanak msalen kapiyegak matime delaŋ zein. 
MAT.6.3	Sepem kegok tazingapmti in am ŋen olapme kwileki ŋen mukulem mpewep beme mulup mbep keyet zapatnaŋ nolin penaŋ sokŋaŋ tabe ke ku nâmbe. 
MAT.6.4	In belak kogok enzililiŋan ke peme tapme Biwinaŋ kwitnaŋ kwitnaŋ enzililiŋan maekzin egaŋ ke ekti muluwin dolakŋaŋ mbep ke ekti keyet tosaŋaŋ indawe.
MAT.6.5	In dundusâgât an sek mmobot maip ekŋenaŋ mamip kegok ku mbep. Ekŋenaŋ sesewat mkaen ma ondedak mundumen belak motati dundume am ekŋenaŋ indiktemtem mimindendeyet nâmti kegok mamip. Neŋ penaŋ zema nâit, am ekŋen keboŋ ke tosaŋin ilak kapi matime delaŋ zein. 
MAT.6.6	Keyepmti in dundusât nâmti mkaŋin keŋan mot sekek tati Biwin enzililiŋan main ekmagen buzak dundum sawep. Âpme Biwin kwitnaŋ kwitnaŋ enzililiŋan eknâm maminaŋ keyet dopmaŋ indawe. 
MAT.6.7	In dundusâti belak zet omaiŋ maiŋ sambe mti ku dunduwep. Dundundu keboŋ ke am Kawawaŋ ku manâmkiŋpeip ekŋenaŋ dunduŋin teepmaŋ penaŋ mamip. Ekŋenaŋ pigok manâip, ‘Zet sambe zem toto kwakwat mmann ŋep nâmindesem,’ zemti mandunduip. 
MAT.6.8	Keyaŋgut in ekŋenaŋ mamip kegok ku mbep. In Biwinaŋgat ewe dundundupiŋ mme egaŋ in kwitnaŋ kwitnaŋgat olalip e eweŋanak egaŋ nâmtapmeŋgut in mandunduip. 
MAT.6.9	Keyepmti in kapigok zemti dunduwep:
MAT.6.9	‘Ningat Bipm,
MAT.6.9	Geŋ kululuŋen mamanik. Nin gâgât kwidi mmotnuwen kogogak am sambeyaŋ mmobotgat dundunup. 
MAT.6.10	Geŋ kot nin am sambe ndadamuŋ mi. Kululuŋen gwaen gâlen zetgat kandaŋan mamaip sepem kegogak nin msalen pienen gâlen zedaŋgat kandaŋan mamayet nin diŋgoganup. 
MAT.6.11	Geŋ alak tu meu nnaŋgat weŋnok niniyet ndasenik. 
MAT.6.12	Nin am ekŋenaŋ myuŋgum ndandaŋaŋ makatikpenup sepem kegogak geŋ ningalen yomm katikpe. 
MAT.6.13	Yomgalen tetimaemaeyaŋ ndatime ku katikndewanik. Windendi ndamane bekananen ku towebanup.’
MAT.6.14	In amnaŋ yom mimindawien ke katikindewep beme kululuŋ Biwinaŋ kegogak ingalen yomin katikpewe. 
MAT.6.15	Ma in am ekŋengalen yomin timame kululuŋ Biwinaŋ kegogak ingalen yomin ku katikpewe.
MAT.6.16	Ma in meu zemkulumpemti Kawawaŋgat dundum sesewatsasâgât sesewat mkaen mowetnik beme amnaŋ geŋ meu zemkulumpenak keyet sepemdi ku ekbep. Ekŋenaŋ ŋenzimoselin amnaŋ eekgalen nâmti ku manzululip ekŋenaŋ amnaŋ meu zemkulumpemti tapmamo nâmimindeyet kegok mamip. Neŋ zet zeyawen kapi penaŋ ekŋen ke tosaŋin tim delaŋ zewien. 
MAT.6.17	In meu zemkulumpeip beme zimoselin zuluti ŋoksiŋin walabep. 
MAT.6.18	Mti am notnaŋ ekŋenaŋ in meu zemkulumpemti tapmaip ke ku nâmbep. Mme Biwin enzililiŋan main egaŋ kwitnaŋ kwitnaŋ maekmâtâzinaŋ dopmaŋ indawe.
MAT.6.19	In msalengalen kwitnaŋ kwitnaŋ sambe ku akumbewep. Msalen kapi milawat gagak makwazin ma etimbemti matozin ma papalaŋ ime bekanaŋ mambein ma kambu titiyaŋ mka kwaselemti matip. 
MAT.6.20	Yaŋgut in kwitnaŋ kwitnaŋ dolakŋaŋ mamambep keyet Kawawaŋaŋ oloŋen mimindewe. Muluwin dolakŋaŋ keyet tosaŋin kululuŋen gwaen ikŋaŋ indawe ke bekanaŋ ku bewe. Ke kwawaŋ ku nimbe ma bekanaŋ ku bewe ma ku etim bewe ma kambu titi anaŋ ku tiwep. 
MAT.6.21	In kwitnaŋ ŋengat keŋin penaŋ maindembein beme ingat keŋin sekŋin nâmamaŋin peme keyet palen mamepmatim tazin.
MAT.6.22	An ŋen ek nâmamaŋaŋ Kawawaŋmagen bemti mamain ek busatnanen mamaingapmti keŋan ma sekŋaŋ busatnanen talip. 
MAT.6.23	Mme an ŋen ek nâmamaŋaŋ Kawawaŋmagen ku mambein an ke tembusosogen mamain kegok zenzeyelen. Keyaŋgut, ‘Neŋ ŋep Kawawaŋ mâti mamti naman kwitnaŋ kwitnaŋ msatgalen kogogak timambap,’ an keyaŋ kogok zein beme ek tambusosogen penaŋ tazin.
MAT.6.24	An kwewetaŋaŋ amobotnaŋ zut egetgalen sisiliŋ mulup ŋep ku mamin. Ek ŋen gogot mpemti ŋen egat keŋaŋ yeeŋaŋ mambein. Mti ŋenmagen met wetekumti ŋen bamkumpewe. In kegogak Kawawaŋgalen mulup ma mânep milawatmak mama eget temakwep idapepebemti ku mimidadayelen.
MAT.6.25	Keyet neŋ zema nâit, mamaŋinaŋ mobotnaŋ penaŋ bein, tu meuyaŋ mobotnaŋ penaŋ ku bein. Keyepmti sekŋinaŋgalen tu meu ma sâkmelakanduŋgat yayaŋ ku mbep. 
MAT.6.26	In tedukŋan gwaen gwasembelembele indigit. Age ekŋen keyaŋ yayaŋ ku mamip. Ekŋenaŋ mmonde onde ma timondakti mka milombiŋinanen ku mambeip. Yaŋgut Biwin Kululuŋen gwaenengatnaŋ etaŋaŋ maaikindame manip. Âpme Kawawaŋgalen nânâen age ekme tototnaŋ mambein ma in mobotnaŋ keyepmti Kawawaŋaŋ indikdamuŋ mamm keyepm yayaŋ mimipiŋ. 
MAT.6.27	Ma am inmagengatnaŋ kwiyaŋ yayaŋ mti ikŋaŋgat mamaŋaŋ nup kanaŋ butnaŋ ŋep tusumti manak? Am ŋenaŋ kegok ŋep ku mnak keyepm yayaŋ mimipiŋ.
MAT.6.28	Âpme in kwilekiyet saŋgum melakanduŋgat yayaŋ penaŋ mamip? In tep belaalik msalen wein ke indigit. Ekŋenaŋ ilinaŋgat saŋgum melakanduŋin ma mulup ku mamip. 
MAT.6.29	Yaŋgut keyet neŋ diindoma nâit, Solomon ek mânep milawatnaŋ temaŋmak ma miak miakŋaŋ dolakŋaŋ yaŋgut tep belaaligat katnaŋaŋ mamiagip keyet kataŋ ku miage. 
MAT.6.30	Âpme kwaŋ ekŋenaŋ alak taliwaŋ seŋen lalamba kumann memuŋ beme tewen mambumannzin. Ke Kawawaŋaŋ ikŋaŋ elimiakŋin mamiakindein. Âpme egaŋ in saŋgum melakandu ŋep aik indaweyet yayaŋ ku mseip? In nâmkiŋpepeŋin âlâgâlâk, ma? 
MAT.6.31	Keyet in yaŋbemti tu meu ma saŋgum melakandu desetgatnaŋ timambanup zemti yayaŋ mimipiŋ. 
MAT.6.32	Ke am Kawawaŋ ku nâmkiŋpeip ekŋenaŋ nânâŋin keyet bempemti matalip. Keyaŋgut Biwin kululuŋen egaŋ in kwitnaŋ kwitnaŋ ekŋen keyet olalip ke ŋep nâmindein. 
MAT.6.33	Keyepmti in naman keŋin sekŋin ketalasime Kawawaŋgalen zemâtâtâtgat katnanen mama keyet kandaŋan mait ma Kawawaŋgalen zetnaŋ kandaŋan mameŋgut keyet palaŋanen tu meu saŋgum melakandu ke indawe. 
MAT.6.34	In seŋen zigok sokbewe zemti kuluŋ kaluŋ mimipiŋ. Seŋen ninmagen zigok sokbewe ke Kawawaŋgat betnaŋ tazin keyet msasa kwepgat nukŋaŋ Kawawaŋ wekumann ndamukulem mme gapuwanup.
MAT.7.1	In am ŋengat mama mimiŋinaŋgat sakwep penaŋ ku manâmbemindemambep. Am zemindowep beme Kawawaŋaŋ in bam zemindowe. 
MAT.7.2	Keyet in am zet zem indondo mbep beme Kawawaŋaŋ in zem indowe. Ma am kwitnaŋ kwitnaŋ mimindawep, sepem keyegak Kawawaŋaŋ naman in mimindawe.
MAT.7.3	Geŋ eneyet nodaŋgat zikatnan kakalak isikŋaŋ tazin ke ekti naman gitaŋgalen zikadan tep paŋaŋ tazin ke ku eknâmâtâtnik? 
MAT.7.4	Tep paŋaŋ gitaŋgalen zikadan tapme ekpemti geŋ zigoset nodaŋgat pigok zemane ŋep bewe, ‘Geŋ nâmane zikadan kakalak tazin ke tim gewi?’ 
MAT.7.5	Geŋ an nambalamdi zut, gitaŋgalen zikadan tep paŋaŋ ke ŋeŋaŋ timpemti bamgat ekmâtâti nodaŋgalen zikatnan kakalak timpemane ŋep bewe.
MAT.7.6	In kwitnaŋ kwitnaŋ kambuk Kawawaŋgalen zenup ke tam ku ketalasim indame tamaŋ timti walelip. Ekŋenaŋ kwitnaŋ kwitnaŋ keboŋ ke selaŋ maim enzeŋip. In kegogak Kawawaŋgalen zetnaŋ am nânâyet wisat mamiwen ku diindowep.”
MAT.7.7	Zisasiyaŋ dundundu mimiyelen nâmti bemzenze zet tuk kapi zeye, “Kawawaŋgat dundum same kwitnaŋ kwitnaŋ indawe. Ma timamat mulup mti penaŋaŋ aikbep. Ma ŋande kesaŋ kume set kwaselemti kwitnaŋ kwitnaŋ indawe. 
MAT.7.8	Mandunduiwaŋ kwitnaŋ kwitnaŋ matip. Matimaliwaŋ penaŋaŋ maaigip ma ŋanda kesaŋ makuip ekŋen sekekek kwaselemti kwitnaŋ kwitnaŋ maindain.” 
MAT.7.9	Dundunduyelenak ŋen kapigok zeye, “Ma inmagengatnaŋ am ŋenaŋ nembaŋaŋ meuyet yaŋkwesime, nanzaŋ ku masain. 
MAT.7.10	Ma aŋgalayet yaŋkwesime nombe kukŋaŋbeŋ ku masain. 
MAT.7.11	In am bekanaŋ penaŋaŋgut nembaŋin kwitnaŋ kwitnaŋ dolakŋaŋ maindaip. Âpme Biwin kululuŋen ek An dolakŋaŋ penaŋ. In dundume kwitnaŋ kwitnaŋ dolakŋaŋ penaŋ indamukulem mimiyelen indawe.
MAT.7.12	Âpme in amnaŋ zigok mimindandayet manâip keyet kataŋ in ekŋen ŋeŋaŋ mimindawep. Zet keyaŋ Mosesiyelen zii zet ma golaŋ zenze an ekŋengalen zet sambe pendemtazin.
MAT.7.13+MAT.7.14	Teziŋ ŋandaŋgalen sekekek ke gâlâŋaŋ ma ke mebegalen set tazin ke temaŋ ma kwetetepmaŋ keyepmti am sambeyaŋ ke mâti mamelip. Mama katikŋaŋgalen sekekek ke gikŋaŋ ma set ke isikŋaŋ. Âpme am isikŋaŋ buganaŋ set ke mâti mamelip. Neŋ ingat sekekek gikŋaŋ ke mebegalen nâmtikŋaŋ miyap.
MAT.7.15	Golaŋ zenze an dâsuki sekŋin sipsip sek nemboŋ naman keŋin tam kukŋaŋbeŋ penaŋ nemboŋ. Ekŋen keboŋ keyepm keŋin miŋyuŋguwepgapm keŋin ekdamuŋ mbep. 
MAT.7.16	Mama mimiŋin mme in ekŋengat yaŋaŋ ŋep ekmâtâbep. Ke ŋen tepgat bem zesowap kapigok. Ŋaŋ zupmaŋaŋ penaŋ niniyelen ku peme totnak. Saŋgaleleyaŋ kegogak sam penaŋ ku peme totnak. 
MAT.7.17	Ma tep pembenaŋaŋ penaŋaŋ pembenaŋ maelikzin ma tep bekanaŋaŋ penaŋ bekanaŋ maelikzin. 
MAT.7.18	Tep pembenaŋaŋ kataŋ bekanaŋ sokbembe ke ku maelikzin ma tep bekananen penaŋaŋ pembenaŋ ke ku maelikzin. 
MAT.7.19	Keyepm tep ŋen penaŋaŋ dolakŋaŋ ku elikme antimti tewen mambumenzin. 
MAT.7.20	Sepem kegogak in golaŋ zenze an dâsuki ekŋen mama mimiŋin ekti yaŋin indikmâtâbep.
MAT.7.21	Ma am notnaŋaŋ manzeip, ‘Amobotnaŋ, Amobotnaŋ,’ ekŋen ke ilinsakwep kululuŋen ku mebep. Bien kululuŋen egalen zet maŋgawepuip ekŋenaŋ etaŋ keŋan mebep. 
MAT.7.22	Am sambeyaŋ kan delaŋ zenzeŋan Kawawaŋaŋ zemindome notnaŋaŋ nâgât kapigok dinowep, ‘Amobotnaŋ, Amobotnaŋ, nin gâlen maŋgeengatnangapm Kawawaŋgalen Zet Zapat Dolakŋaŋ diindowenn, ma gâlen zetgat we bekanaŋ sambe indapmâbenn ma mulup sambe mbenn.’ 
MAT.7.23	Kegok zeme neŋ kapigok diindowap, ‘Neŋ ingat ku nâmâtâtindeyap. In bekanaŋ mimi. In sebemâlit.’
MAT.7.24	Am ŋenaŋ zetn kapi nâmti gawepuwe, ek an nânâŋaŋmak keboŋ. An keyaŋ mkaŋaŋ msat kaliŋan walage. 
MAT.7.25	Walapeme tâgâ lumun temaŋ ma map tuŋgwam temaŋ kwati mka butem olapme katikŋaŋ bemti tage. Mka msat kaliŋan walalatnaŋgapmti katikŋaŋ bemti tage. 
MAT.7.26	Ma am ŋenaŋ nâlen zet nâmti ku gawepuwe ek an seoŋ keboŋ. An seoŋ keyaŋ mkaŋaŋ seŋ ŋokŋaŋ palen walage. 
MAT.7.27	Wala tatnepeme tâgâ lumun temaŋ kwapme tuŋgwam temaŋ kwati msat temaŋ tawalat metnepeme mka seŋ semuŋti mmege.”
MAT.7.28	Zisasiyaŋ zetnaŋ sepem igak igak zemdelaŋ zeme kan keyet am ekŋenaŋ Zet Zapat Dolakŋaŋ zenzeŋaŋgat nâmtemtem penaŋ mpewien. 
MAT.7.29	Egaŋ zet zapat dolakŋaŋ zeye ke sepemaŋ ekŋen zii zet am diindondo nemboŋ yek. Egaŋ am zet diindoye ke Kawawaŋgalen windemak zeye.
MAT.8.1	Zisasiyaŋ kalaŋangatnan toti mepme an imbi maŋge temaŋaŋ mâpmebien. 
MAT.8.2	Âpme an ŋen liŋgit satnaŋmagaŋ Zisasiyet kandaŋan kot pedondom samti kapigok zeye. “Amobotnaŋ, geŋ nâgât liŋgit satnaŋŋ mmane ŋeluluyelen nânik beme ŋep weyaŋnesenik.”
MAT.8.3	Zeme Zisasiyaŋ betnaŋ sekŋanen timekti zeye, “Nâmgeyapgapm liŋgidi ŋeluk!” Zeme keyegak sekŋaŋ liŋgit sambe ŋelumâge. 
MAT.8.4	Âpme Zisasiyaŋ aŋkeŋoo zet kapigok dunduye, “Nânik, geŋ zet zapat kapi am ŋengat ku zemane nâmbep. Geŋ belak esemteŋ met sekdi sâpe sâpe bumbu an zikat samane wiliŋgisem. Ma bam sâpe sâpe bumane ke Mosesiyaŋ eweŋan zeyenok mmane am sambeyaŋ nâme gâlen liŋgit satnaŋ ŋelup ke ekbep.”
MAT.8.5	Âpme Zisas egaŋ Kapeneam mkaen memopme Loma gapmangalen kasa kuku an ŋeŋaŋ ŋenaŋ ekmagen meti mukulem mpepeyet zeye, 
MAT.8.6	“Amobotnaŋ, nâlen mulup an zawat temaŋ penaŋ ma wesiŋ penaŋ bemti sindem temaŋ nâmti mkaen etaŋ tawen.”
MAT.8.7	Zeme Zisasiyaŋ zeye, “Neŋ kotiŋgut weyaŋpesap.”
MAT.8.8	Kegok zeme kasa kuku an ŋeŋaŋ egaŋ zet dopmaŋ kapigok gilik zem zeye, “Yek, Amobotnaŋ, neŋ kwileki pembenaŋ nnaŋgat nâlen mkaen kosenik? Geŋ belak kapi tatiŋgut zet etaŋ zemane alik besem. 
MAT.8.9	Neŋ gâlen yaŋdi nâmâtâlap. Gâlen zedi windeŋaŋbeŋ keyepmti gayaŋkwesima mulup ann kapi tati ŋep zemane alik besem. Eneyet neŋ amobotnaŋ ekŋengat kandaŋinan talap, ma nâgât kandaŋnanen kasa kuku an maip. Âpme ekŋenmagen ŋengatnaŋ ŋen, ‘Met,’ zempema mamezin ma ŋengat, ‘Kot,’ zema makozin ma mulup angat, ‘Mulup ke mi,’ zema mamin.”
MAT.8.10	Zeme Zisasiyaŋ zet ke nâmti nâmtemtem msamti am mâti mebien ekŋen zet kapigok diindoye, “Neŋ penaŋ diindowi, an ke Zuda maŋgeen ku sokbembeŋaŋ kapi nâmkiŋpepeŋaŋ temaŋ. Islael am maŋge tuŋguwinangatnan an nâmkiŋpepeŋin keboŋ penaŋ ŋen ku aikban. 
MAT.8.11	Neŋ ingat kok ke zema nâit, am sambe Zuda maŋgeen ku sokbembeŋaŋ msat kataŋ kobep ekŋenaŋ Kawawaŋgalen mundumen kululuŋen Abalaam, Aisak, Zekop ekŋenmak tati tu meu nimwiaŋbep. 
MAT.8.12	Kawawaŋaŋ Islael am maŋge ingat kululuŋen mebegalen ombemindeye keyaŋgut ilin bamkumpewien keyepmti ekŋen sambe penaŋ tambusosok keŋan toti sek sindemgat zelinaŋ aŋgalikme si zemzu zemsu mbep.”
MAT.8.13	Kegok zemti kasa kuku ŋeŋaŋ kapigok dunduye, “Geŋ mkandanen mepmane nâmkiŋpependangat penaŋaŋ sokbemgasemin.” Âpme mulup an kan keyegak penaŋ alik beye.
MAT.8.14	Âpme Zisasiyaŋ Pitayelen mkaen moti Pitayet tatnaŋ imbi zawat sek kikip temaŋ weme ege. 
MAT.8.15	Ekti betnanen timekme zawatnaŋ alik beye. Âpme imbi egaŋ wati Zisas tu meu bumsaye.
MAT.8.16	Âpme msat gasi tabeme am notnaŋaŋ an imbi we bekanaŋinmak sambe indatimkobien. Âpme Zisasiyaŋ belak zeletaŋaŋ we bekanaŋin mâge ma am notnaŋ zawat sek sindemak mme alik bewien. 
MAT.8.17	Zisasiyaŋ kegok mme golaŋ zenze an Aizayayelen zet penaŋaŋmak beye. Ke Aizayayaŋ kapigok zeye,
MAT.8.17	“Egaŋ ningalen zawat weyaŋme delaŋ zewe.” 
MAT.8.18	Animbi sambeyaŋ kot Zisas bembuluŋ tapme egaŋ indikmâtâti nembaŋaneyet waŋga mti nembu nembet mebegalen zeye. 
MAT.8.19	Âpme mesâgât penaŋ mme zii zet zikat indanda ŋenaŋ Zisasiyet kandaŋan penaŋ koti zeye, “An zikat indanda, geŋ deset mesât mmane neŋ gapmâti mamambap.”
MAT.8.20	Zeme Zisasiyaŋ zet dopmaŋ kapigok gilik zem saye, “Neŋ namâti mamayelen ŋep yaŋgut nukŋaŋ temaŋ penaŋ titiyelen. Zit ekŋen enzuŋinmakgapm ke mawep. Ma age ekŋen mkaŋinmak yaŋgut neŋ Angat Nemuŋaŋ mka ma mundum weweyelen ku tatnain.”
MAT.8.21	Âpme mamâpmamtemien ekŋenmagen ŋenaŋ dunduye, “Amobotnaŋ, nâmnemane meti bipm zawalen tazin ya mmalema gakime mzilimtiŋgut gilik ze kobap.”
MAT.8.22	Zeme Zisasiyaŋ kapigok gilik zem dunduye, “Geŋ bipdaŋgat nâmtemtem mimipiŋ. Geŋ nen napmât. Bipdi gakime nodine ku napmâlipgapmti ekŋengat muluwin ke. Geŋ pemane tapme kot namât.”
MAT.8.23	Kegok zemti waŋgaen mopme nembaŋaneyaŋ kegogak moti mebien. 
MAT.8.24	Tapmetnepeme keyegak sakwep map tâgâ lumuŋ katikŋaŋ penaŋ kume tundua mamaŋaŋ temaŋ penaŋ kumti tuyaŋ lenzimti waŋga keŋan towepme waŋgayaŋ tu keŋan towesât mge. Kegok mge kan keyet Zisasiyaŋ waŋga keŋan meluk tawemaŋge. 
MAT.8.25	Âpme nembaŋaneyaŋ met butemti zewien, “Amobotnaŋ, tu keŋan towesât tapminupgat wat ndaagalaŋ nde.”
MAT.8.26	Kegok zeme egaŋ kapigok diindoye, “In eneyet kiŋgagat temaŋ penaŋaŋ indaikzin. In nâmkiŋpepeŋinpiŋ, ma?” Kegok zemti wati tâgâ temaŋ ma tundua mamaŋ zet diitdome sewakŋaŋ bemti titokpiŋ tabun. 
MAT.8.27	Kegok sokbeme nembaŋaneyaŋ ke ekti nâmtemtem mti zewien, “Ek an ziboŋgapmti tâgâ temaŋ ma tundua mamaŋ egelaŋ egat zetnaŋ gawepulup?”
MAT.8.28	Âpme tundua kutumti met nembet daen Gadala ekŋengalen msaleset met pataŋ zeme an zut we bekanaŋitmagaŋ ke koti aikbun. Egelaŋ am zaimengatnan koti kasa penaŋ mmalu am ekŋenaŋ kiŋgati keeset ku mametemien. 
MAT.8.29	Âpme egelaŋ kwizet ŋakŋak temaŋ mti kapigok zewun, “Geŋ Kawawaŋgat Nemuŋaŋaŋ zigok penaŋ mimndesâgât kodik? Kan ewe ku daŋgome geŋ sindem temaŋ ndandapiŋ.”
MAT.8.30	Âpme bo maŋge temaŋ beŋanik daenen meu tatnimambien. 
MAT.8.31	Kegogapm we bekanaŋ ekŋenaŋ Zisas kapigok zemti dundum sawien, “Ndamâsât nâmti ndamâpmane bo keŋinan metowetne.”
MAT.8.32	Zemalu kapigok diindoye, “Ele ilak kunzuŋit.” Zeme ekŋenaŋ an egegat keŋidanengatnan kunzuŋti met bo keŋinan metowepmâbien. Kegok mme bo ekŋenaŋ kunzuŋti ŋandeŋen gululuŋ kumti tunduaen tageen toti tu nimti gakimâbien. 
MAT.8.33	Âpme bo damuŋ ekŋenaŋ mka teman kunzuŋti meti boyelen zet zapat ma an zut we bekanaŋitmak egetgalen zet zapat am sambe diindomâbun. 
MAT.8.34	Zet zapat diindome mka temaŋgatnan am ilinsakwep Zisas eksât topmâbien. Toekti nâme igagen beme msalin peme tapme mebegalen nâmti zempewien.
MAT.9.1	Âpme Zisasiyaŋ waŋgaen ewe moti gilik zem ikŋaŋgalen mka temaneset koge. 
MAT.9.2	Pataŋ zeme an ŋen wesiŋ loe mkobien. Âpme Zisasiyaŋ nâmkiŋpepeŋin igagen ke ekmâtâti an wesiŋ ke pigok dunduye, “Nemun, nâm nukŋaŋ mimipiŋ. Yomdi ilak katikpeyap.”
MAT.9.3	Kegok zeme zii zet zikat indanda ekŋenaŋ kapigok zenâ zenâ mbien, “An kapi ziboŋ? Ek Kawawaŋ nemboŋ yek yaŋgut, ‘Yomdi katikpeyap,’ ke zein. An bekanaŋ penaŋ.”
MAT.9.4	Âpme Zisasiyaŋ keŋinan ekmâtâti kapigok diindoye, “Keŋinan zet bekanaŋ keboŋ ke eneyet taotnâip? 
MAT.9.5	Neŋ mulup zut kapi mimiyelen winde nanaŋaŋaŋ tatnain: Am yomin katikpepeyelen ma am, ‘Wati melit,’ zemindema mebegalen kogogak winden tatnain. 
MAT.9.6	Alak nen mulup msap kapi e in neŋ Angat Nemuŋaŋ winde ke nanaŋaŋ yaŋaŋ nâmâtâseip. Kapigok Kawawaŋgalen winde tatnain keyepm neŋ am msalen yomin ŋep katikpepeyelen.” Kegok zemti an kapigok dunduye, “Wati loendi pumti mkandan met.” 
