MAT.1.1	Si Jesus a sya a Cristo
MAT.6.16	“Anamaet, no magkulasyon
MAT.6.17	Bale' si'kamo, no magkulasyon kamo, kai kumon nin ma'kit sa bakas moyo; magra'mos tan mangusay kamo, 
MAT.6.18	ta pigaw nin kasan makatanda' a mampagkulasyon kamo. Si Dios nin Ama moyo a kai nin ma'kit, a sya tamo' a maka'kit, ket gun-gunawan nakamo.”
MAT.6.19	“Andi' kamo nin maninep nin kayamanan iti sa luta' ta say kayamanan iti ket tumaey tan maet'et ran insikto tan matakaw sa naninepan, 
MAT.6.20	no kai edet, say kayamanan nin itaw sa langit a dinepen moyo ta kai nin tumaey tan kai nin maet'et nin insikto tan kasan makatakaw itaw. 
MAT.6.21	Ket maninep kamodtaw anaod ta, no adti a kami'nan nin mabli komoyo ket itaw anamaet a nakem moyo.”
MAT.6.22	“Say mata anamaet, bara'mo nin tyo' nan lalaman. No maslag a mata nan sayay tawo, bara'mon mapalaway ya nga'min a intiron lalaman na. 
MAT.6.23	Bale' no makapoy a pangingikit na bara'mon nadedleman yay intiron lalaman na. Ket, no si palaway kumon nin kanakman na ket nag'in anan dedlem bana' sa abas a uapes na, ani ana nin dedlem nin kabibyay na.”
MAT.6.24	“Kai nasara anamaet nin mapagsirbyan nin kusto nin sayay alila' a rway niduman amo na, ta no rwa ray amo na, mas kawa'nanen nayay saya dyan si saya, ket mas tutuo ya konan saya dyan konan saya. Wanin anamaet, kai moyo nin mapirngan a magsirbi konan Dios tan say umagawa kamon maningkap.
MAT.6.25	Kanya' edet nin ibarita' koyti komoyo: Andi' kamo nin umaburido maipa'ka' sa matkap moyo konan sitin byay a bilang say ikabyay, inumen, tan isket moyo. Say pipa'kaan nin byay moyo ket mas ararem dyan say pangangan tan pisisket.
MAT.6.26	Kiten moyo saray manuk-manok: Kai sara nin mampangmula ni mampangyatab o maninep nin kanen ra, bale' mampagawan nasara nin Ama moyon itaw sa langit. Kai kamo para nin mas mabli kona dyan saray manuk-manok? 
MAT.6.27	Anaod, mapaanro moyo kasi a byay moyo mataman nin sayay udas tamo' no umaburido kamo?
MAT.6.28	O' a, ambale' a aburido kamo maipa'ka' sa isket moyo? Imatunan moyo pan gumista a bakas nin buburak nin dikot. Kai nin magtrabaho o mangabel nin isket ra. 
MAT.6.29	Bale' ibarita' ko komoyo, abirno aninay pupustura nin seket na ni Adi' Solomon ta wanin anay yaman na, kai ya et nakapisket nin kapadan bista nan mataman saya tamo' sa sain nin buburak. 
MAT.6.30	Ket no mapasketan nan wanin kabista nin Dios a dudikot a isen sawanin bale' dilap ket magwa' a ipuor tamo' sa syang, kai na kasi nin ibi a isket moyo? Aninay kababwan nin pagmamatalek moyo!
MAT.6.31	Kanya' nin, andi' kamo nin umaburido maipa'ka' sa ikabyay moyo, a no adti kamo mangalap nin inumen, kanen, tan isket moyo. 
MAT.6.32	Sain nin bubagay a iti tanan pirmi sa nakem ran tutawon kai nin magtanda' konan Dios. Anaod, main ya a Ama moyo sa langit nin magtanda' a matkap moyo in nin bubagay. 
MAT.6.33	Si'kamo bale', matkap a say mu'na-mu'na nin iti sa kanakman moyo ket say maiyadilanta a maipa'ka' sa pag'aadi' nan Dios tan say pangngawa' moyo nin say mapteg para kona, ket ibi nayti nga'min nin matkap moyo.
MAT.6.34	Kanya' nin andi' moyo nin kaaburidwan a mangyadi' sa adapen a awro; adapen moyoyna li' no isen ana. Kustoynay matkap moyon adapen sawanin.”
MAT.7.1	“Andi' ka nin manintinsyan kapada mon tawo a bara'mo kan hwis ta pigaw nin kai naka li' nin sintinsyawan nin Dios. 
MAT.7.2	O', ta no pa'no mosaran sintinsyawan a kapada mon tawo, wantaw naka li' nin sintinsyawan nin Dios. No ani a nipanukat mo sa kapada mon tawo, wanin anamaet li' a itubale' nan panunukat nin Dios komo. 
MAT.7.3	Ambale' a say kasalanan ran kapada mon tawon bara'mon puling tamo' tana a ma'kit mo, bale' kai mo nin mangkaasikaso a bara'mon truson nakasalimbeng ana sa mata mo? 
MAT.7.4	Pa'no mon maibarita' kona, ‘Galten tayay puling mo,’ anta si'ka ket ni kai ma mangkaasikaso nin galten a truson nakasalimbeng sa mata mo? 
MAT.7.5	Maong ka kano wadi'! Galten mo yapo' a kadukaan sa kanakman mo ba'yo ka manita nin kapada mon tawo.
MAT.7.6	Andi' moyo nin ipasuet a mangyakay nin maipa'ka' konan Dios konran tutawon nikasama' a kabibyay tan kasan kading'eyan. No ipasuet moyo, bara'mon nibi moyoy pirlas moyo konran baboy ket italma-talmak ra tamo' o bara'mo anamaet nin nibuntok moyo konran aso a masagradon bubagay ket birngan rakamon kayaten.”
MAT.7.7	“Kidawat kamo konan Dios nin say matkap moyo ket byan nakamo. Ituluy-tuloy moyoy manumog kona ket tulungan nakamon manumog sa mantikapen moyo. Kumutana kamo ket pasrepen nakamo 
MAT.7.8	ta sarba ran kidawat, mabyan sara. Sarba ran manumog, makadumog sara; tan sarba ran kumutana, pasrepen sara. 
MAT.7.9	Si'kamon mumatua, byan moya paran bato no kidawat yan ma'kan a anak moyo? Kai! 
MAT.7.10	O, byan moya paran ulay no kidawat yan kuna' komoyo? Kai anaod! 
MAT.7.11	Say rabay ko nin irgwen, no si'kamo nin tawo tamo' a sikakasalanan ket tanda' moyoy mamin mabistan bubagay konran a'nak moyo, kai na kasi ibi nin Ama moyo sa langit a no ani a maabig para konran kidawat kona?
MAT.7.12	Edet, no ani anamaet a rabay moyon gaw'en ra komoyo nin kapada moyon tawo, saytaw a matkap moyon gaw'en konra. Konan siin, matukid moyo a uakay nin Gugan-gan ni Moises tan saray prupita.”
MAT.7.13	“Si akipot nin purta a serpan moyo sa Pag'adian nan Dios. Anaod, si purta nin siaabri nin mako sa impyirno ket alawang ya, tan mainum'ay yan tumbuken tan abaw saraynay mampakodtaw, 
MAT.7.14	bale' akipot yan page' a purta tan maidap yan tumbuken a dalan nin mako sa byay a iti konan Dios, ket matalag saray makadumog kona.”
MAT.7.15	“Pakatalad kamo konran mibalu'-balo' a prupita nasaran Dios. Bara'mo saran mauyamo' a karniro a rabay nin irgwen ket bara'mo saran tutuon mammemper konan Dios, bale' say tutuo bara'mo saran mabayanin ayep ta say gagara ra ket manida'. 
MAT.7.16	Say pakaalilbian moyo konra ket say pigagawa' ra, kapadan pakaalilbi' moyo no maabig yay kayo o mula sa paka'kit nin bunga na. Si ambo' nin ubas, kai ya gumungan ubas, tan si arumas, kai ya gumungan igos. 
MAT.7.17	Mataway a bunga nin marigsa nin kayo, ket main nin dipirinsya nin bunga nan kayon main nin sida' na. 
MAT.7.18	Si malambot nin kayo kai ya gumunga nin duka' ket si main nin sida' nin kayo kai yaynamaet gumunga nin mabista. 
MAT.7.19	Pukanen tamo' mi'sa li' puuran a kayon gumungan duka'. 
MAT.7.20	Wanin anamaet konran magwadi'-wadi' a prupita nasaran Dios, maalilbi' moyo sara sa paka'kit nin pigagawa' ra.”
MAT.7.21	“Pakatalad kamo! Abaw saray tumawag kongko a wanra, ‘Uunuren ko! Uunuren ko!’ bale' ambo' nin sarba ra ket risibyen nan Ama kon itaw sa langit sa Pag'adian na, no kai edet, saraytaw tamo' saray gumwa' nin karabayan na. 
MAT.7.22	Sa Awron Paninintinsya, abaw sara li' a mamarita' a wanra kongko, ‘Uunuren ko, ambale' ey? Nangyakay kami anamaet nin maipa'ka' komo! Kai para a pinaanda' misaray nasrepan nin duka' a uispirito tan nakapagmilagro kami et sa pakayadi' mo?’ 
MAT.7.23	Bale' i'bat koyti li' konra, ‘Ambo' katamo gapo nin trabahador! Kumadayo' kamodti kongko, si'kamon gumu-gumwa' nin duka'!’ ”
MAT.7.24	“Anaod, si rumnge' tan tumulok sa sain nin uakay ko, maipada ya sa sayay manakem nin tawo a bato a pundasyon nan nipa'deng nan bali na. 
MAT.7.25	Ginmagyo ya. Marges yay rapeg tan linmanip ya. Bingkasan nayan siri bale' kai ya nin nayba' a bali ta batoy pundasyon na.
MAT.7.26	Ket si nakarnge' anamaet bale' kai ya nin mangimbabaet, maipada ya sa sayay kasinakem nin tawo a nipa'deng nayay bali na sa bubuyangin. 
MAT.7.27	Ginmagyo ya anamaet a lamang. Marges yay rapeg tan linmanip ya. Bingkasan nayan siri a bali ket nayba' yan liso.”
MAT.7.28	Ket sin nayadi' yayna nin nangyakay itaw si Jesus, naka'ngap saray tutawo sa no pa'non pangangakay na. 
MAT.7.29	Wanin ran tutawo ta say pangangakay na ket main nin pakayadi', ambo' nin bilang konran saray Madudunong sa Gugan-gan.
MAT.8.1	Ket sin kinmayupa' ya nangibwat sa purod si Jesus, tinumbok rayan abaw tuloy nin tutawo. 
MAT.8.2	Kaaram-aram, main nin sayay tawon mampagmasakit nin duka' sa katat a mantawagen nin liprusi
MAT.8.3	Nipababo naya ni Jesus a gamet na kona tan wana, “O', rabay ko. Umanda'
MAT.8.4	Ket wana ni Jesus kona, “Mangrenge' kan maong. Andi' moyti ibari-barita' sa si'numan, ana edet, mako ka konan padi' ta ipadar moy nikapaanda' mo.
MAT.8.5	Nako sara si Jesus sa Capernaum ket sin karate' radtaw main nin ambo' nin Judio nin sinumna' konra. Kapitan yayti nin sundalo' nin Romano ket dinawat na kona ni Jesus 
MAT.8.6	a wana, “Ser, mampagmasakit yay alila' ko. Itaw ya sa bali ko. Naparalitiko ya ket mangkapaidap yan maong.”
MAT.8.7	“Sigi, paandaen koya; tamoyna sa bali mo,” wana ni Jesus.
MAT.8.8	“Ay, kai, Ser! Andi' ana,” wanan kapitan, “ta kai ako kumana' a sumrep ka sa bali mi. Ket, sadag anan ibarita' mo, ‘O', umanda' yayna,’ ket umanda' yaynay kawa'nan kon alila' ko. 
MAT.8.9	O', maibarita' in ta mantumulok akon lamang konan pangulo kon diri, tan main nin susundalo' a iti sa pakauray ko. No ibarita' ko konan sayay sundalo' ko, ‘Mako kadtaw e,’ ket mako yaynaod; ket konan saya anamaet ibarita' ko, ‘Mako kadti,’ ket umarak ya kongko. Wanin anamaet a lamang konan aripen ko. No wangko kona, ‘Gaw'en mayti,’ gaw'en ta gaw'en naya anaod.”
MAT.8.10	Naka'ngap yan tuloy si Jesus sin narnge' naytin wanan kapitan. Ket wana konran mantumumbok kona, “Ibarita' koyti komoyo a kasa gapo et nin narnge' kon tawo a main nin wantin pagmamatalek mataman kontamon Israelita! 
MAT.8.11	Ibarita' ko komoyo, rumate' li' a awro nin abaw sara li' a ambo' nin Judio nin mangibwat sa baytan tan sa panrupan a kipunsya nin kidungon mangan kalamo' ran puon tamon Judio, a sara si Abraham, Isaac tan Jacob, itaw sa Pag'adian nan Dios. 
MAT.8.12	Sara bale' a raruman Judio nin sara kumon a kipag'adi' konan Dios ket, itampal sara li' itaw sa pinasyan dedlem tan pinasyan kaday'an konan Dios ket itaw umasisit sara li' tan ngumaretenget li' a ngipen ra bana' sa pakapaidap tan bereng ra.” 
MAT.8.13	Kaaram, wana ni Jesus konan kapitan, “Mako kayna. No ani a timper mo, saytaw anamaet a mangyadi'.”
MAT.8.13	Ket konan sitaw si udas a inirgo na ni Jesus taw, inmanda' yay alila'.
MAT.8.14	Nako sara si Jesus sa bali ra ni Pedro. Nakaida' yay katyangan nan babayi ni Pedro ta ma'mot ya. 
MAT.8.15	Gina'getan naya ni Jesus a sayay gamet na ket tampor a inmanda' ya. Nibangon yayna tan nagsirbi ya konra ni Jesus sa pangnganan.
MAT.8.16	Sin yinmabina, ni'ra-ni'ras rasaran tutawo kona ni Jesus a mampagmasakit a nasrepan nin ispiriton duka'. Pinalakwan nasara ni Jesus a dudimunyo sa irgo na tamo', tan pinaanda' nasara a sarba ran main nin masakit. 
MAT.8.17	Napatutu'wan a wana ni Prupita Isaias sa wanin a ginwa' na ni Jesus. Wana, “Syay nanambar nin sarban mumasakit tamo tan ginlat na nga'min a sarban man'irangep tamo sa lalaman tamo.”
MAT.8.18	Ni'sa, sin na'kit na ni Jesus a ka'bawan ran tawo, pinasaki nasaray tumutumbok na nin makodtaw sa rubari'. 
MAT.8.19	Sin sain, kinmadani ya kona ni Jesus a sayay Madunong sa Gugan-gan tan wana kona, “Maistro, mayi ako komo adtiman a keen mo.”
MAT.8.20	Ket wana ni Jesus kona, “Mas maong sarayna edet a uayep sa tatalon ta main nin piikapan ran diri, tan sara et a manuk-manok ta main nin apunan ran diri ta, si'kon si Pinaitawo, kasa nin bali kon diri a magwa' nin painawnan.”
MAT.8.21	Si saya nin tumutumbok wana kona ni Jesus, “Ser, no mi'sayna li' ta itabon koya yapo' si tatay mi.”
MAT.8.22	Bale' wana ni Jesus kona, “Kai, mayi ka kongko. Pauryan mon saray kasa sa sirong nin pag'aadi' nan Dios a mangitabon konran nunati ra.”
MAT.8.23	Kaaram, nako ya nin rinmuran sa baluto si Jesus ket nayi saray tumutumbok kona. 
MAT.8.24	Sin kapresan ran mansumaki, bigra' a tribunada ana, ket si baluto ra manlumdeg yaynan maspakan nin burakan. Sin sain, mampa'lek ya si Jesus. 
MAT.8.25	Kina' raya nin pinukaw. Wanra kona, “Maistro, manlumdeg atamoyna! Isalba rakami!”
MAT.8.26	Wana ni Jesus konra, “Aninay li'mo moyo! Aninay kababwan nin pagmamatalek moyo!” Ket nibangon tan inumdeng ya tan nigan-gan nan tumgen yay siri tan kumpa' a daluyon. Tampor linumteng tan linminak yay taaw.
MAT.8.27	Naka'ngap saray kalalamo' na. “Ani ket a pitatawo nan siti a mataman si tribunada tan say daluyon, tumulok kona!”
MAT.8.28	Nakarate' saradtaw sa rubari', sa lugar a sakop nan Gadara. Rwa ran lalaki nin linumwa' sa yukib nin mampanabunan a sinumna' kona ni Jesus. Nasrepan saran ispiriton duka' ket pinasyan bayani ra kanya' nin mali'mo saran lumabas itaw a tutawo. 
MAT.8.29	Sin naalilbi' raya si Jesus, wanran niburyaw, “Si'kan Anak nan Dios, ani ket a kabiangan mo komi? Iti ka para ta pigaw nin padya'dyaen nakami ana abirno nin kai et narate' a udas nin panunusa?”
MAT.8.30	Sin sain, sa ambo' nin adayo' sa kami'nan ra ket main nin abaw nin baboy a mampangan. 
MAT.8.31	Wanran nikidawat nin inganga'do nin ispiriton duka' kona ni Jesus, “No palakwanen rakami ana, aburuyan mo tana edet a sumrep kami konran baboy.”
MAT.8.32	“Sigi, mako kamoyna,” wana ni Jesus. Ket linakwanan rasaran ispiriton duka' a lulalaki tan sinumrep sara konran baboy. Ket nangimros saray baboy nin namunta sa kikiras ket nanabo' sara sa raranom tan nati sara nga'min.
MAT.8.33	Saray mampangalila' konran baboy, nagsipalayo saran nako sa babali tan nibari-barita' ray nangyadi' lalun-laloynay nangyadi' konran rway lalakin nasrepan nin ispiriton duka'. 
MAT.8.34	Kanya' nin sin narnge' rayti nin gumabali, nako sara kona ni Jesus tan nikidawat saran inganga'do a lumakwan yaynadtaw kadi' sa lugar ra.
MAT.9.1	Ket rinmuran sara anamanaet sa baluto si Jesus nin sumubli' sa rubari' a mako yayna sa babali
MAT.9.2	Ambo' nin na'teng sin itaw sarayna, main nin nirate' ran tutawo nin sayay lalakin kai nin makakimey a nakaida' sa idaan na. Na'kit na ni Jesus a pagmamatalek ra kona ket wana konan lupoy, “Rumiriket ka, amigo. Napirduna anay kukasalanan mo.”
MAT.9.3	Ket itaw, main nin umno ray Madudunong sa Gugan-gan. Sin narnge' raytaw ket wanra sa nakem ra, “Man'u'na-u'nawan nayay Dios nin sitin tawo!”
MAT.9.4	Bale', nataros na anaod ni Jesus a iti sa nakem ra kanya' nin wana konra, “Ambale' nin duka' a pangingisip moyo? 
MAT.9.5	Wamoyo tana kumon ket mas magwa' et nin ibarita' a umanda' nin makalalako kayna, dyan si mapirduna anay kukasalanan mo! 
MAT.9.6	Ket, ta pigaw nin matandaan moyo a si'kon si Pinaitawo ket main nin pakayadi' kon mamirdunan kukasalanan iti sa luta', ibarita' koyti,” ket anaod wana ni Jesus konan paralitiko, “Mibangon ka. Awiten ma in si undayon mo ta sumubli' kayna komoyo.”
MAT.9.7	Nibangon yay tawo ta nugot yayna sa bali ra. 
MAT.9.8	Sin na'kit rayti nin tutawo nin itaw, naka'ngap saran awit a li'mo tan rinayo rayay Dios ta binyan nay tawo nin wanin a pakayadi'.
MAT.9.9	Linmakwan yadtaw si Jesus. Sin manlumalako ya, na'kit nayay maniningir nin buis
MAT.9.9	Inumdeng ya si Mateo tan nayi ya kona ni Jesus.
MAT.9.10	Nangan yadtaw si Jesus tan saray tumutumbok na sa bali na ni Mateo, ket abaw saray maniningir nin buis tan ambo' nin rilihyuso a kadungo ra. 
MAT.9.11	Main nin myimbro sa dupong ran Pariseo a mampangimaton kona ni Jesus, ket wanra konran tumutumbok na, “Ambale' a mangkidungo yay maistro moyo konran wanin a tutawo?”
MAT.9.12	Narnge' nayti ni Jesus ket inubatan nasara nin sayay alimbawa'. Wana, “Ambo' nin saray marigsa a makatkap nin duktor, no kai edet, saray main nin masakit. 
MAT.9.13	Maipa'ka' konan siin, adalen moyan maong a mabasa sa Masanton Kasuratan a wanan Dios, ‘Say mapainganga'do kamo konran kapada moyon tawo a makapaririket kongko, ambo' a say da'ton moyo.’
MAT.9.14	Main nin ni'sa, nako saray tumutumbok na ni Juan a Mammawtismo kona ni Jesus. Wanra kona, “Si'kami tan saray Pariseo, ket mampagkulasyon kami. Ambale' a saray tumutumbok mo ket kai sara gapo nin mampagkulasyon?”
MAT.9.15	Ni'bat na ni Jesus konra nin saya yan alimbawa', “No main nin kasal, kasan sapo nin kiriga sara konan nubyo a kumbidado na! Leg'an a kalamo' raya et a nubyo, kai sara gapo nin gumereng. Bale' rumate' li' a panaon a maikadayo' ya ket magkulasyon sarayna.”
MAT.9.16	Wana et ni Jesus a maipa'ka' sa ba'yon akay na, “Kasan tawon manali'neb nin ba'yon abel sa ma'ran a aysing ta no gaw'en a wanin, si ba'yon abel kumsen ya li' ket guruyen naya a ma'ran nin abel ket maluod yay bisang na. 
MAT.9.17	Kasaynamaet a lamang nin mangikwa nin mampibaliw nin arak sa ma'ran a katat nin supot a pangangwan, ta no gaw'en a wanin, si mampibaliw nin ba'yon arak tubraken naya, ket masida' yay supot tan mapirdin ma'met a arak. Matkap a say ba'yon arak ket ikwa sa ba'yon pangwan ta pigaw nin kasa konran saraytin rwa a mapirdi.”
MAT.9.18	Mampag'irgo ya et si Jesus sin rinmate' yay sayay pangulo nin Judio. Tinmalimukod ya sa adapan na ni Jesus tan wana, “Kai ya et nin nainsanan nin nati a anak kon babayi. Mayi ka tana kadi' sa bali ko tan ipababo moy gamet mo kona ta pigaw nin sumubli' yan mabyay.”
MAT.9.19	Inumdeng ya si Jesus tan nayi ya kona. Nayi sara anamaet a tumutumbok na.
MAT.9.20+MAT.9.21	Sin adap rayna sa bali nan upisyal, main nin babayin kinmadanin nako sa gurot na ni Jesus. Sitin babayi ket labinrway taon anan mandumaya' ya nin kasan tegen. Ket wanan sitin babayi sa nakem na, “Makudit koya tanay aysing na umanda' akoyna.” Kanya' nin kinudit nayay saroy nan aysing na ni Jesus.
MAT.9.22	Nibring yan inmadap si Jesus ket wana konan babayi, “Arikong, rumiriket ka. Bana' sa pagmamatalek mo ket inmanda' kayna.” Ket tampor konan sitaw anan udas inmanda' ya.
MAT.9.23	Nituloy raynay nako ket nakarate' sara sa bali nan pangulo. Sinumrep ya si Jesus ket sin na'kit nan itaw main nin musiko tan gewgewan ran tutawo, 
MAT.9.24	wana, “Lumiwa' kamodti nga'min. Kai ya nin nati a anak; mampa'lek ya tamo'.” Ket kinaka'lisan rayan panuya'-tuya' kona. 
MAT.9.25	Sin napaliwa' sarayna nga'min a itaw, linmuob ya si Jesus sa kwarton kami'nan nan anak. Gina'getan nay gamet na ket nibangon ya. 
MAT.9.26	Natanda-tandaan tin ginwa' na ni Jesus sa sarban bubabalidtaw.
MAT.9.27	Nibwat yaynadtaw sa bali nan upisyal si Jesus. Sin manlumalako ya, rwa ran bulag a tinmumbok konra. “Ka'dwan rakami kadi', si'kan nipangako' a puri na ni David,” wanran nita'wa-ta'way.
MAT.9.28	Sin sinumrep ya si Jesus sa bali, saray rway bulag inmarak sara kona. Tinepetan nasara a wana, “Mamper kamo nin mababa' kon gaw'en a maka'kit kamo?”
MAT.9.28	“O', Maistro, mamper kami,” ni'bat ra.
MAT.9.29	Inapros na a mata ra tan wana, “Mangyadi' komoyo a tepren moyo.” 
MAT.9.30	Ket naka'kit sarayna. Mairot nin nibibilin na konra a andi' ra ibari-barita' a maipa'ka' sa sayti.
MAT.9.31	Wanin man a wana ni Jesus, nika' ran lamang nibari-barita' sa sarban bubabalidtaw a maipa'ka' kona.
MAT.9.32	Mampibwat saraynaytaw saray rwan gindat a bulag sin main nin tawon naumel ta nasrepan yan ispiriton duka' a nirate' ran umno ran katawo kona ni Jesus. 
MAT.9.33	Sin napalakwan nayayna ni Jesus a ispiriton duka', nakapag'irgo yayna a tawon naumel ket naka'ngap sara nga'min a tutawodtaw. “Sawanin kami tamo' naka'kit nin wanin iti sa Israel,” wanra.
MAT.9.34	Bale' main nin Pariseo nin itaw ket wanra, “Si uunuren ran uispiriton duka' binyan naya in nin pakayadi' kanya' nin makapamalakwan yan ispiriton duka'.”
MAT.9.35	Kina'-kina' na ni Jesus a abaw nin bubabali tan bubaryo nin niyakay naya sa sinaguga tan nipata-patanda' nayay Mabistan Patanda' nin maipa'ka' sa pag'aadi' nan Dios. Pinaa-paanda' nasaray tutawon main nin nagsikabarang nin masakit tan man'irangep sa lalaman ra. 
MAT.9.36	Ka'dwan nasaran tuloy a nadupong nin abaw a tutawo ta marere' sara tan kasan makatulong konra a bara'mo saran karniro nin kasan mangipastor konra. 
MAT.9.37	Ket wana konran tumutumbok na, “Abaw saray nasadya' nin masagyat nin sumrep sa Pag'adian. Wanin man, matalag saray mangyayatab, 
MAT.9.38	kanya' edet nin idasal moyo konan Dios a syay main nin ikon sa yayataben a mangibaki' ya et nin saray trabahador nin kiyatab.”
MAT.10.1	Sawanin, kinayaban nasara ni Jesus a labinrwan adanin tumutumbok na tan binyan nasara nin pakayadi' nin mamalakwan nin duka' nin uispirito a nakasrep sa tutawo, tan mamaanda' nin abaw a bakas nin masakit tan man'irangep sa lalaman. 
MAT.10.2	Sayti a ngaran ran saraytin labinrwan apostoles na ni Jesus: Mu'na-mu'na si Simon a pinangaranan nan Pedro, tan si Andres a busat na ni Pedro; si Santiago tan si busat na a si Juan a a'nak na ni Zebedeo; 
