MRK.1.1	Kha mbɨghar Iesus Krais Gotɨn Otar rɨkɨnarɨ kharaghava amuisiri iŋaarir aghuuir gunɨm mbɨŋgeeghi.
MRK.4.7	Uitiro ovɨsir marsi rɨkhonirɨ umbue itirɨ unuaghɨnaŋgi iregha, umbuer thooŋna afhueŋsima, rɨkhonirɨ umbue aghuuva umbue anda ikhaa davi. Andaro ovɨsi vɨsevisi phatɨ. 
MRK.4.8	Uitiro ovɨsir marsi unuaghɨnana aghuuŋgi iregha aghuuva ovɨsi vɨsevi. Marsi 30 pɨlam mbɨsevi, marsi 60 pɨlam mbɨsevi, marsi gua 100ɨnɨ utu.” 
MRK.4.9	Iesus mem mbɨŋgɨ gua kamagh mem mbɨŋgeeghi, “Thɨɨŋra ukuaraniiŋ iti, ana oraghɨri.”
MRK.4.10	Gumasi rako amisira avɨrara bar guesima, Iesus nombɨre itima, an 12 pɨlam mbɨsevisir gumasi rako ana aghani itir gumasi, mee aŋna aghunamana akamam mbɨnɨɨŋm mbɨumɨusua aŋna azaaghi. 
MRK.4.11	Mee aŋna azarasima a kamagh mem mbɨŋgeeghi, “Got ikaaŋmaran geŋga aniiŋsima, gee ma mondusir akaa anda ikaaŋi. Ma mondusir akam khara Got kha bisigha ativamirɨ uthugh. Kɨ azenani itir gumasi rako amisi phura aghunambara akaar mem mbɨŋgeeghi. 
MRK.4.12	Kamagha amuisima, ‘Mee mɨghasɨgh ganɨva, mee bigha thav ikeeŋgem phatɨghami. Mee ivɨra mɨghasɨgh oraghɨva, mee inderaghɨvɨra akamam mbɨnɨɨŋ thav ikeeŋgem phatɨghami. Mee amuava akaa vɨnɨɨŋgari ikeeŋsi phatɨgha men navia aghavagharisi, Got meno othevir maghatɨsi gɨna amandasi phatɨ.’ ” 
MRK.4.13	Ana akaman khavɨn mem mbɨŋgɨ gua kamaghɨm mbɨŋgeeghi, “Gee uitir aghunamana akaman khavɨm mbɨnɨɨŋ ikeeŋsi phatɨsire? Gee manmaghɨra igharisi aghunambar akaa tharsi ikeeŋgɨti? 
MRK.4.14	Gotɨna akamɨ ukuragha arui gumagh a uitiro ovɨsi ukurir gumaghan mɨna amui. 
MRK.4.15	Gumasir marsi utuavɨ iresirɨ uitiro ovɨsir mɨna amui. Mee Gotɨna akaava oraesima Satanɨ uzuamɨra zava mee oraesir Gotɨn akaa, mena aghan anda vatoghi. 
MRK.4.16	Gumasir marsi aŋgɨ itirɨ unuaghɨnaŋgi iresirɨ uitiro ovɨsir mɨna amui. Mee Gotɨna akaava oraegha andavhagha bar inighinisi. 
MRK.4.17	Men bii gueghiresi phatɨgha mamagha amuigha uthughunɨ uruarani iti phatɨ. Mee Gotɨna akaar gɨn zuima, gumasir marsi mera afharavaghava osɨmndɨsir meŋga nɨndima mee phura Gota thaghi. 
MRK.4.18	Gumasir marsi umbuera atari itirɨ unuaghɨnaŋgi iresirɨ uitiro ovɨsir mɨna amui. Mee Gotɨna akaava arasi. 
MRK.4.19	Mee andava oraegha mee ivɨra unuaghɨnan khavɨno osɨmndɨsivɨusua nɨghɨnɨghava, aŋgɨro ovɨsira avɨrara niamɨusua khorigha amuir nɨghɨnɨsigha amuava, unuaghɨnan khavɨn bisir avɨrar garava andavhagha inɨsi. Bisir kharsir nɨghɨnɨsi zava Gotɨn akaa disima anda aghaa oti phatɨ. 
MRK.4.20	Gumasir marsi unuaghɨnana aghuuŋgi iresirɨ uitiro ovɨsir mɨna amui. Mee Gotɨna akaava oraegha andarɨ usuiragha, andar gɨn zui tharsi mee aghaa oti. Marsi 30 pɨlan aghaeva atima, marsi 60 pɨlan aghaeva atima marsi gua 100ɨnɨ utu.”
MRK.4.21	Iesus kamagh mem mbɨŋgeeghi, “Gena thɨɨŋra lamaŋga amborugha ana nigha ithaaŋni ikhɨvan ana avhara? O ana nigha akoghɨn apheeŋn ana ananda? Bar phatɨ! Gee aŋra amborughuva ana nighɨva azenan aŋna aŋanara ana ranandaghɨri. 
MRK.4.22	Kamaghɨra mooŋgamir bisi anda gɨna azenan otuivami. Bisigha amuigha anda ave tharsi anda ivɨra gɨna azenan otuivami. 
MRK.4.23	Thɨɨŋra ukuaraniiŋ iti, ana oraghɨri.”
MRK.4.24	Am mbɨŋgɨ guava kamaghɨm mbɨŋgeeghi, “Gee orasir akaa gee inderaghɨvɨra andava oraghɨva inderaghɨvɨra andaghɨ nɨghɨnɨghɨri. Gee gumasigha amui moghɨra Got andar gee ikaraghɨva a nomthegh thove phorugh gera anɨɨŋga. 
MRK.4.25	Gotɨna akami ikeeŋsi gumagha thav Got nomthegh ikhaaŋmari tharsi phorugh aŋra anɨŋga. Gumagh ikhaaŋmaran sovange Gotɨni iti thav Got nomthegh aŋna aghan noni ikhaaŋmar nighemi.”
MRK.4.26	Iesusɨm mbɨŋgɨ guava kamagh mem mbɨŋgeeghi, “Got kha bisigha ativamirɨ uthughuno othɨv kamaghɨn. Gumaghan mav aghaero ovɨsi nigha unuaghɨnan anda ukuri. 
MRK.4.27	Gumaghan khav anda ukunighava, rɨmaŋgarir akuava, aroer rɨkavighava arui. Ana aruima aghaero ovɨsir kharsi anda afhueŋga aghuughi. Aghaero ovɨsir kharsi manmaghɨra afhueŋga aghuughi? Gumaghan khav ikeeŋsi phatɨ. 
MRK.4.28	Unuaghɨnara aghaero ovɨsir kharsigha amuisima anda aghuuva mbɨsevi. Anda ufhuaragha afhueŋga aghuu gua aŋguu isɨgha ava gua akɨmari otuivigha mbɨsevi. 
MRK.4.29	Anda vɨsevigha aghae itima, gumaghan khav akos nighava andara akori. A ikaaŋi, aghae itima andara akoromirɨ uthugho oto.”
MRK.4.30	A nomthegha kamaghɨm mbɨŋgeeghi, “Ee manmaghɨra Got kha bisigha ativamirɨ uthughuno othɨvham mbɨkɨmti? O, ee aghunamana akaman manavɨn aŋm mbɨnɨɨŋgarir gunɨm mbɨkɨmti? 
MRK.4.31	A mastetɨno ovɨghan mɨn gari. Mastetɨnɨ uzuirafariro ovɨsi bar sovi. Igharisi thero ovɨsi bar aŋga afhiragha ikhevi. 
MRK.4.32	Gumaghan mav ana ukunisima a gɨna aghuuva bar ikhevighava mɨghɨni itirɨ uzuirafari bar andagha afhiragha bare ikhevi. Ani ikhevigha aŋna aŋguuri ikii nori amaeŋsima ukuarasi zava ana aŋguur rɨghughana aveni ikha vɨkoniri iŋaari.”
MRK.4.33	Iesus men nɨghɨnɨsi uthusi utuirɨvan mɨna amuira akaar avɨrar aghunambagha asava Gotɨna akaar mem mbɨŋgeeghi. 
MRK.4.34	Ana akaar gumasi rako amisi vɨŋgɨva mɨghasɨgha aghunambara akaar mem mbɨŋgeeghi. A non suren gumasir phorugha mee norira ikhava a bisi vɨnɨɨŋgaria bɨgha mem mbɨŋgeeghi.
MRK.4.35	Aron khavɨn amɨn phɨraousuava amuima Iesus kamagh non suren gumasi vɨŋgeeghi, “Ee rɨmɨn khava rɨtugh aŋn muaaŋmogh maŋŋaŋga.” 
MRK.4.36	A kamagh mem mbɨŋgeema gumasi rako amisi mbɨroghɨni ikhavɨre itima mee Iesus apheraghav itira akeman guavanaeŋga muaaŋmogh zui. Aŋgaeri igharis tharsi ivɨra men phorugha muaaŋmogh zui. 
MRK.4.37	Iesus non suren gumasir phorugha zuima, gamiiŋni ikhɨv rɨkavi. Uthughun khavɨn rɨpɨraghiri rɨmɨ zava akemaŋga afhimsɨsima rɨmɨ akemana aven gueghira, akemaŋgi izɨvasima, ana atam rɨmɨna aven meghiraousuava amui. 
MRK.4.38	Akem meghiraousuava amuima, Iesusa akeman khavɨn gɨraŋgɨran aghoran mav nona aphanan aghorugha akui. Aŋn suren gumasi aŋga aghuragha kamagh aŋm mbɨŋgeeghi, “Fhɨghɨn gumagh, ee gɨvaousuava amui! Nɨɨ emɨusua nɨghɨnɨsi, o phatɨ?” 
MRK.4.39	Iesus rɨkhavigha utugha gamiiŋ mbatogha, rɨpɨraghiri rɨmɨ kamagh aŋm mbɨŋgeeghi, “Aŋgo amɨragh, inɨmɨre ikhɨɨ!” Am mbɨŋgeema, gamiiŋ amɨrasima, rɨmɨ phurama amɨnatɨ. 
MRK.4.40	Iesus kamagh non suren gumasi vɨŋgeeghi, “Gee thoghousua phuvɨra atitiiŋi? Gee nɨghnɨghana aghavagharo othevigha kamaghɨre iti?” 
MRK.4.41	Mee bar ana atitiiŋga kamagh norira nori vɨŋgeeghi, “Gumaghan khav thɨɨŋra? Gamiiŋ ko rɨpɨraghiri rɨmɨ ivɨram aŋna akamam mbarasi!”
MRK.5.1	Iesus non suren gumasir phorugha rɨmɨa rɨthugha muaaŋmogh Gerasana aŋanan oto. 
MRK.5.2	Mee otuiva, Iesusa akema thaegha ataaŋn anandima utuman maghatɨgh aphasasi gumaghan mav, a khuurɨ uŋuuni ikegha Iesusɨ otuivousua zii. 
MRK.5.3+MRK.5.4	A khuurɨ uŋuuni ikhava aŋga akui. Mee uthusira avɨrara ukuaghaviir aŋna agharaniiŋ ikhava, phivɨsir aŋnɨ usuaniiŋ iti. Mee aniiŋ itima, a mɨghasɨgha ukuaghaviir kharsirɨ usuighava anda rɨghoraghɨusuava aŋnɨ usuaniiŋ ikesir phivɨghaniiŋm mbɨsogha aniia rɨghoraghɨusui. Kamagha amuisima gumagha thav gumaghan khavɨnɨ usuiragh ana ikhɨva aveeŋgemi. Mee ivɨra ukuaghaviir ana ikeghtima anda aŋnɨ usuiragham thughathɨgham phatɨghami. Gumagha thav kha gumagh ana ikeghem thughatɨs phatɨ. 
MRK.5.5	A rɨmaŋgari rako aroer khuurɨ uŋuimba rako orasir phurama aruava mbɨghɨravɨra dɨɨva aŋgɨr nom mbɨkarɨgha rɨghoraghɨusui.
MRK.5.6	A isaghuni ikha Iesusɨn ganigha akhɨghavtɨgha aŋmɨusua zava aŋm mbɨnɨman noni itɨvɨnia rɨpɨri. 
MRK.5.7+MRK.5.8	Mauthughura Iesus kamaghɨ utuman maghatɨgham mbɨŋgeeghi, “Nɨɨ utuman maghatɨgh, nɨɨ gumaghan khava thaegha akɨran zɨɨ.” Iesus kamagh aŋm mbɨŋgeema, gumaghan khavɨm mbɨghɨravɨra arava kamaghɨm mbɨŋgeeghi, “Kha bisi bar andari iphɨni iti Gotɨn Otar Iesus, nɨɨ manmagh na ramuamɨusua. Kɨ Gotɨn arɨmaghaniiŋnɨm mbɨghɨravɨra nɨɨna azaaghi, nɨɨ naŋga asɨghasɨgha thaghri.” 
MRK.5.9	A kamaghɨm mbɨŋgeema Iesus kamagh aŋm mbɨŋgeeghi, “Nɨɨ noni izɨɨ rɨmboru.” Utuman maghatɨghan khav ana ikaragha kamagh aŋm mbɨŋgeeghi, “Ee bar avɨrekevi, kamagha amuisi nani izɨɨ Avɨrira.” 
MRK.5.10	A Iesus igharisi aŋana thavɨn mee amaaŋn agharkuvigha Iesusɨna avɨgha aŋga aghori.
MRK.5.11	Kha uthughun, mem mburoghɨre itiro oraghɨn mav daar avɨrire ikhava aphi. 
MRK.5.12	Anda aphima, unduur maghatɨsir kharsi kamagh Iesusɨm mbɨŋgɨva aŋga aghori, “Nɨɨ eem mbɨkɨmɨva ee amandaghtima ee maŋɨva daar bɨsir muna andarsigha aphasaghami.” 
MRK.5.13	Mauthughura a mee amandasima unduur maghatɨsir kharsi gumaghan khava thaegha akɨran zegha guava daar bɨsigha aphasa. Daar avɨrir kharsi, andar rɨmbomboni 2,000ɨna aghan gu. Mauthughura daa phuvɨra akhɨrɨsɨigha gueghira avaranɨ ukondɨghan gueghirava rɨmɨna aven guegha rɨma aphava arɨɨghire.
MRK.5.14	Mauthughura daar garir gumasi daava otuivisi bisir ganigha guava uŋuimbari ikiir gua kha aŋanani itirɨ uŋuimbar sovsegher guava kha otuivisi bisir gunɨm mbɨŋgeeghi. Gumasi rako amisi bighan khavɨn ganamɨusua rɨkhavigha zii. 
MRK.5.15	Mee zava Iesusɨna aghanɨ unduur maghatɨsi aphasasir gumaghan garima, aŋn nɨghnɨgh nom inderasima, a non shaaria sharigha apheraghav iti. Mee aŋn ganighava atitiiŋi. 
MRK.5.16	Kha otuivisi bisir ganisi gumasi rako amisi, mee unduur maghatɨsi aphasasir gumagha otosir bisir kharsir gun igharisi gumasi vɨŋgeeghi. Mee andar gunɨm mbɨŋgɨ gua ivɨra daava otosi bisir gunɨm mbɨŋgeeghi. 
MRK.5.17	Gumasi rako amisir kharsi bighan khavɨ oraegha mee ma aŋanambaaŋ thaegh maŋamɨusua Iesusɨ aghori.
MRK.5.18	Mem mbɨŋgeema, Iesus aŋanan khava thaegh maŋamɨusua akeman bɨrima unduur maghatɨsi fhom aphasagha ikesi gumagh, Iesusɨn phorugh maŋamɨusua mbɨghɨravɨra aŋga aghori. 
MRK.5.19	An aŋga aghorima, Iesus aŋn thɨva kamagh aŋm mbɨŋgeeghi, “Nɨɨ nomthegh nona andarsivɨusua rɨphenan maŋɨva Ikhɨv nɨɨna akuragha nɨɨŋga amuisir bisi andar gun mem mbɨkɨmɨva a ivɨra bar nɨɨnɨ ukuarukuvisi bisir gun mem mbɨkɨm.” 
MRK.5.20	Gumaghan khav ana oraegha guava Iesus aŋna akurasir bisir gun Dekapolisɨn distrighɨni itirɨ uŋuimbar guava bar mem mbɨŋgeeghi. Gumasi rako amisir kharsi aŋmba oraegha rɨŋgavan maghatɨgha amui.
MRK.5.21	Iesus akem nigha nomthegha rɨmɨn khuaŋmogh zee. A zegha rɨmɨna ataaŋni itima gumasi rako amisira avɨrara zava ana akuva. 
MRK.5.22+MRK.5.23	Gotɨn phorugham mbɨŋger rɨphenan bisir gari gumaghan mav, aŋni izɨɨ Jairus, a zava, Iesusɨn garav aŋn khoman nombɨ ukunigha kamagh phuvɨra aŋga aghori, “Nan guiva aremighaousua aŋn rɨghorɨn kɨnare iti. Nɨɨ zɨva nona afharɨn aŋra athɨghtima aŋna arɨmarɨm gɨvagh nom ikaami.” 
MRK.5.24	Kamagha amuisima Iesus aŋn phorugha zui.
MRK.5.24	A zuima gumasi rako amisira avɨrara bar ana akuvaghava aŋn gɨn zui. 
MRK.5.25	Mee zuima men thooŋn ŋaanambatir arɨmarɨm itira amighan mav ivɨra men phorugha zui. Amighan khav ŋaanambatir arɨmarɨm aŋni itima 12 pɨlan ombari gɨva. 
MRK.5.26	A fhomɨra nona arɨmarɨma gɨvaousuava arɨmarɨa rɨkɨrir gumasivɨusua zuima, mee aŋna arɨmarɨma gɨvasi phatɨ. Thighira am mbɨzaghɨn maghatɨgh nii. A nona arɨmarɨm ana gɨvaousua phura nona aŋgɨro ovɨsir meŋgɨ uvhuesima aŋna aŋgɨro ovɨsi bar gɨva. Bisir kharsi aŋna arɨmarɨmana akuruvasi phatɨ. Ana arɨmarɨmi ikhɨva guavɨre iti. 
MRK.5.27+MRK.5.28	A Iesusa amuisi bisira akamam mbaraegha, a kamaghi nɨghɨnɨsi, “Kɨ phura aŋna akɨrani iti shaaran khɨghtima nana arɨmarɨm gɨvaghami.” A kamaghi nɨghɨnɨghava anaaŋ ramuamɨusua. A gumasi rako amisir avɨrar gɨn zava mee munamaŋga zava Iesusɨn shaaranɨ usuira. 
MRK.5.29	Amigh aŋn shaaranɨ usuiraghavɨra, aŋnɨ ŋaanambatir arɨmarɨm phura rɨthugha gu. A nombɨra nombɨ oraegha ikaaŋi, aŋm mbɨkarɨgh nom indera. 
MRK.5.30	A kamagha amuimɨra, Iesus uzuamɨra nombɨra nombɨ orasi a Got gumasir arɨmarɨa gɨvaousua aŋga aniiŋsi gamgaaŋ, aŋm mbɨkarɨgha thaesi a ikaaŋi, nan gamgaaŋ iŋaari. Mauthughura a ragha gumasi rako amisir garava mena azaaghi, “Thɨɨŋra nan shaaran khɨɨ?” 
MRK.5.31	Am mbɨŋgeema, aŋn suren gumasi ana ikaragha kamagh aŋm mbɨŋgeeghi, “Nɨɨ garima, gumasi rako amisira avɨrara nɨɨ akuvagha iti. Kamagha amuisima nɨɨ thoghousua kamagha azaaghi, ‘Thɨɨŋra nan shaaran khɨɨ?’ ” 
MRK.5.32	Mee kamagh Iesusɨm mbɨŋgɨvɨre itima Iesus non shaaran khɨsi gumagh ikaaŋmɨusua ighaghira garagharui. 
MRK.5.33	A uruiavɨre itima, amighan khav aŋm mbatosi bighan khav ikeeŋga zava Iesusɨn khomani irɨghava, atitiiŋga inɨgha guisimbaaŋra aŋm mbatosi bighaaŋn gun aŋm mbɨŋgeeghi. 
MRK.5.34	Am mbɨŋgeema, Iesus kamagh aŋm mbɨŋgeeghi, “Nan guiv, nɨɨ nɨghnɨghana aghavaghar nani iti. Kamagha amuisima nɨɨna arɨmarɨm gɨva. Nɨɨ navana amɨŋndɨghan maŋɨri, nɨɨna arɨmarɨman khav nomthegh nɨɨ ramuighem phatɨghami.”
MRK.5.35	Iesus amighan khavɨm mbɨŋgɨvɨre itima gumasir marsi Gotɨn phorugham mbɨŋger rɨphenan bisir garir gumagh, Jairusɨn rɨphenani ikegha zee. Mee zegha kamagh Jairusɨm mbɨŋgeeghi, “Nɨɨ osɨmndɨghan fhɨghɨn gumagha ranɨɨŋva aŋga aghora thaghri. Nɨɨn guiva aremigha gɨva.” 
MRK.5.36	Mee kamaghɨm mbɨŋgeema Iesus mem mbaraegha kamagh Jairusɨm mbɨŋgeeghi, “Nɨɨ atitiiŋn thaghri. Nɨɨ phura nɨghnɨghana aghavaghar nani ikhɨɨ.” 
MRK.5.37	Aŋn gɨna arui gumasi aŋn phorugh maŋamɨusuava amuima a men thɨva, Pita ri Jon koma aŋnɨ undooghan Jems, mera nigha mee zui. 
MRK.5.38	Mee guava Jairusɨ rɨphenan otuivigha Iesus gumasi rako amisiva arasima, mee bar azia nɨŋnɨɨŋni ikhɨva amui. 
MRK.5.39	A memɨusua aven guava kamagh mem mbɨŋgeeghi, “Gee thoghousua azia nɨŋnɨɨŋni ikhɨva amui? Guivan khava aremisi phatɨ. Ana akui.” 
MRK.5.40	A kamagh mem mbɨŋgeema, mee aŋ rɨphovava akavarɨ nori vɨŋgeeghi, “Ee ikaaŋi, a guisimbaaŋra aremi.” Gumasi rako amisi kamaghɨm mbɨŋgeema a bar mem mbatuegha guivani inaghaves ko inaghamuuŋ nigha aŋn suren gumaghan phunini ko mbɨkethav, mera aŋn phorugha zui. A mee nigha mee guivan khum itira aŋanana aven zui. 
MRK.5.41	Mee guegha a guivana afharimuunɨ usuragha kamagh aŋm mbɨŋgeeghi, “Talita kum!” Akaman khavɨm mbɨnɨɨŋ kamagh iti, “Guivan sovange, kɨ nɨɨm mbɨŋgeeghi, nɨɨ rɨkavi!” 
MRK.5.42	An aŋm mbɨŋgɨvɨre itima, guiv rɨkhavigha utughava arui. Aŋno ombarir 12 pɨla. A rɨkhavigha utughava aruima, mee kamagh guisimbaaŋra rɨŋgavan maghatɨgha amui. 
MRK.5.43	Mauthughura ana akamana aghavagharan guisimbaaŋra mem mbɨŋgɨ kamaghɨusue, “Gee bighan khavɨn gun igharisi gumagha thavɨm mbɨkɨma thaghri.” A kamagh mem mbɨŋgɨva aghaa thav aŋ ranɨɨŋmɨusua mem mbɨŋgeeghi.
MRK.6.1	Iesus khagh thaegha nonɨ uŋuun guavanandima aŋn suren gumasi aŋn phorugha zui. 
MRK.6.2	Thighira, avhughususanɨ uthugho otosima a Gotɨn phorugham mbɨŋger rɨphenana aven guava, gumasi rako amisir surea amui. Gumasi rako amisira avɨrara aŋna akaava oraegha rɨŋgavan maghatɨgha amui. Mee rɨŋgavan maghatɨgha amuigha azaaghi, “Kha gumagh a managha akaar kharsi nii? A managh nɨghɨnɨsira aghuui nii? A ivɨra managh kha bisigha amuir gamgaaŋ nii? 
MRK.6.3	Ee ikaaŋi, khara phura rɨpheniri iŋaarir gumagh. A Marian otar, a Jems ri Josev koma Judas ri Saimon, a mena aveeŋnafhesra. Aŋnɨ umbuaramisi en phorugha iti.” Kamagha amuisima mee rɨmbovira akaar aŋm mbɨŋgɨva navira averir aŋga avhesi. 
MRK.6.4	Mee avhesima, Iesus kamagh mem mbɨŋgeeghi, “Gotɨna akam nigha zii gumagh, a uŋuimbari igharisi tharsir zuima, mee aŋni izɨɨ ufhi. Aŋnɨ uŋuun ana andarsi, mee aŋni izɨɨ ufhi phatɨ. Aŋn phorugha rɨphenanɨ uvavɨre iti tharsi ivɨra aŋni izɨɨ ufhi phatɨ.” 
MRK.6.5	Kamagha amuisima a uŋuun khavɨn non gamgaaŋ khɨvasi phatɨ. A phura afharɨn arɨmarɨ iti gumasirɨ uvhovhera meŋga arɨsima, mena arɨmarɨ gɨva. 
MRK.6.6	Mee nɨghnɨghana aghavaghar aŋni iti phatɨsima, kamagha amuigha a rɨŋgavan maghatɨgha amui.
MRK.6.6	Iesusɨ uŋuimbagha aruava gumasi rako amisir surea amui. 
MRK.6.7	Iesus men surea amuava, mbɨsevisi gumasir 12 pɨlan dɨɨsima, mee aŋmɨusua zesima, a mee akuvagha, mem mbɨŋgɨva mee amandi. Gumaghan phunini noniiŋ nigh maŋɨri, mamagha amuigha gumaghan phunini noniiŋ nigha zui. A non gamgaaŋn mee raniiŋtima mee ivɨra unduur maghatɨsi vatoghomi izɨɨri ikhaami. 
MRK.6.8+MRK.6.9	Am mbɨŋgɨŋgɨman khavɨn meŋga amuighava mee amandi, “Gee maaŋɨ, bisi tharsi norivɨusua anda nia thaghri. Gee uvighanɨ utuma thav ko mbɨthar thav koma aŋgɨro ovɨsi nia thaghri. Gee nona aŋgarir shaaria sharighɨva, nomthegh shaara thav nia thaghri. Gee nona ashathevi ifhisira usuiragh maaŋɨ. 
MRK.6.10	Gee kamagh ramuigh, maaŋɨva uŋuu thavɨn maŋɨti mee rɨphena thavɨn gee raniiŋtima, gee rɨphenan khavɨre ikhɨɨ maaŋɨva, maŋaŋgamirɨ uthughun gee uŋuun khava thamɨraghɨri. 
MRK.6.11	Gee kamaghɨra ramu maaŋɨ uŋuu thavɨn maŋɨtima, mee gena agharkuvigh gee nigh no rɨphenir maŋan agharkuvighɨva, mee ivɨra gem mbɨŋgera akaava oraghan agharkuvightima, gee kamaghɨra ramu. Gee uŋuun khava thaegh maŋamɨusua nona aŋgarirɨm mbɨnisi aphoeghɨva uŋuun khava thaegh maaŋɨ. Gee kamagh ramuighti, mee ganighi ikeeŋgemi, mee othɨvhana aghuuŋn geŋga amuisi phatɨ.” 
MRK.6.12	A kamagh mem mbɨkemigha mee amandasima mee uŋuimbar guava Gotɨna akamɨ ukura kamaghɨusue, “Gee non navi ighɨghireghɨri.” 
MRK.6.13	Mee kamagh mem mbɨŋgɨva, ivɨra gumasir avɨrarɨ unduur maghatɨsi vathogha arɨmarɨr gumasira avɨrara mbɨruer mena aphanighi ŋava meŋga amuima, mee nom indera.
MRK.6.14	Iesus bisira avɨrara amuisima aŋni izɨɨ otogha ikhevisima, gumasira avɨrara ana ikaaŋi. Thighira kha aŋanaŋga ativasir gumagh, Herot aŋm mbaraghi. Gumasir marsi kamaghɨm mbɨŋgeeghi, “Jon gumasi uruer gumagha aremigha nomthegha rɨkavi. Kamagha amuigha a kha bisigha amuir gamgaaŋ iti.” 
MRK.6.15	Igharis tharsi kamaghɨm mbɨŋgeeghi, “A Elaija.” Marsi kamaghɨm mbɨŋgeeghi, “Khara Gotɨna akam nigha zesi gumaghan mav, a fhomɨra ikesir Gotɨna akam nigha zesi gumasir mɨna amui.” 
MRK.6.16	Mee akaar kharsi vɨŋgeema, Herot andava araegha a ikaaŋi, a fhomɨram mbɨkemisi mee ufhuaragha Jonɨ ufhɨra rɨtu. Kamagha amuisima a kamaghɨm mbɨŋgeeghi, “Kɨ fhomɨram mbɨkemisima, mee gumaghan mav Jon, gumasi uruer gumaghanɨ ufhɨra rɨtusima, a nomthegha rɨkavi.”
MRK.6.17+MRK.6.18+MRK.6.19+MRK.6.20	Herot kamagha amuigha a ikaaŋi, a fhomɨra nonɨ undooghan Filivɨ otɨghɨn aŋna amuuŋ Herodias ana nigha aŋga athɨ. Jon mɨghasɨgha kamagh aŋm mbɨŋgeeghi, “Herot, nɨɨ othɨvhan maghatɨgha amuava nonɨ undoogha otɨghɨn aŋna amuuŋ nigha aŋga athɨɨ.” Jon kamaghɨm mbɨŋgeema, Herodias guisimbaaŋra nav aŋn siima, kamagha amuigha a Jonɨm mbɨsueghti ana aremighaousua phuvɨra Herotɨm mbɨŋgeeghi. Am mbɨŋgeema, Herot Herodias vhusvhuisi moghɨn ramuan agharkuvighava, a non gumasir marsi vɨkemisima mee Jonɨnɨ usuiragha ana nigha rɨvɨnan khɨrthɨgha athɨ. Herot ikaaŋi, Jon Gotɨn arɨmaghaniiŋn inderasi gumaghara ano othevira aghuuira amui. Kamagha amuisima Herot aŋna avhighavhiighava, ana nigha inderaghavɨra aŋn gari. Herot ivɨra Jonɨm mbɨŋgera akaava oraegha nɨghɨnɨsira avɨrara amuava, aŋna akaava oraghaousua vhusvhusi.
MRK.6.21	Herodias thighira Jonɨm mbɨsueghti ana aremighaousua utuavɨ oto. Herot aŋni inaghamuuŋ aŋm mbatesirɨ uthugho otosima, a kha uthughi nɨghnɨgha ishamani ikhɨva amui. Herodias Jonɨm mbɨsoghomirɨ uthugh thighira oto. Herot ishaman khavɨ amuava, noni iŋaariri ikiir garir gumasiri ikii, rako nom mbɨzorsir gumasir garir gumasiri ikii, rako Galilin distrighɨni iti gumasiri ikii, a men dɨɨsima mee aŋn phorugh ramamɨusua zee. 
MRK.6.22	Mee zegha isham aphima Herodiasɨn guiv zava mee aphira aŋanan gugha mem mbɨnɨmani izi. A izima, Herotɨn phorugha zeghava aphir gumasi, mee aŋni ighɨɨn ganigha guisimbaaŋra aŋni ighɨɨn vhusvhusigha bar aŋgi iphui. Mee bar aŋgi iphuigha, mamagha amuigha Herot kamagh guivani ikamam mbɨŋgeeghi, “Nɨɨ mana bighan vhusvhusighɨv, nana azaaŋ. Kɨ ma bighan nɨɨ ranɨɨŋga.” 
MRK.6.23	A kamagh aŋm mbɨkemigha, akama rɨŋgɨrana aghavagharan kamagh aŋm mbɨŋgeeghi, “Kɨ guisimbaaŋra nɨɨm mbɨŋgeeghi, nɨɨ bigha thavɨn vhusvhusighɨva, nam mbɨkɨm. Kɨ garir bisi nɨɨ andar vhusvhusighɨva, nɨɨ nam mbɨkɨmtima kɨ arɨghara anda biighɨva, tharsir nɨɨ ranɨɨŋga.”
MRK.6.24	Guivani ikaman khava akaman khavɨ oraegha, akɨrasegha gua kamagh noni inaghamuum mbɨŋgeeghi, “Inaghamuuŋ, kɨ theghan bighousua azaaŋti?” Mauthughura aŋni inaghamuuŋ kamagh aŋm mbɨŋgeeghi, “Jon, gumasi uruer gumaghana aphanamɨusua ana azaaŋtima, an aŋna aphan nigh nɨra aniiŋgɨri.” 
MRK.6.25	Guivan khava akaman khavɨ oraegha, uzuamɨra nomthegha aven gugha kamagh Herotɨm mbɨŋgeeghi, “Nɨɨ thighira Jon, gumasi uruer gumaghana aphan nigh ithaaŋ thav ratɨgh nara aniiŋgɨri.” 
MRK.6.26	Am mbɨŋgeema, Herot aŋm mbaraeghava aŋn nav bar aŋno osemi. A ufhuaragha akama rɨŋgɨrana aghavagharam mbɨŋgeema aŋn phorugha aphir gumasi aŋm mbaraghi. Kamagha amuisima an aŋna azaaŋsɨgha athoeghem thughatɨs phatɨ. 
MRK.6.27	Herot aŋm mbaraghavɨre ikha, akamana aghavagharan nom mbɨzorughan gumagham mbɨkemigha ana amandasima a gua rɨvɨnan kɨrthɨghana aven gueghirɨgha Jonɨ ufhɨrar rɨtu. 
MRK.6.28	A Jonɨ ufhɨrar rɨthugha aŋna aphan nigha ithaaŋn mavɨ athɨgha ana nigha zava guivan khavɨ aniiŋsima ana na nigha guava noni inaghamuuŋga anɨɨŋi.
