MAT.1.2	Abraham Aisak nɨŋuva. Aisak Jekop nɨŋuva. Juda nɨŋusinava naŋga nɨŋuranava nɨŋuva Jekop. 
MAT.5.20	Yi narɨŋ ambin, Gotɨndu tɨkatɨka kuyundu mirɨmba naŋga haŋɨnɨŋ naŋga, Farisi Got pirɨtamandi vana andɨndu. Narɨndahara Got pirɨtamandi vana andɨmara. Kamatɨra narɨŋandɨ vana ha, Gotɨndu tɨkatɨka kuyundu mirɨmba naŋga haŋɨnɨŋ naŋga, Farisindu vana haŋɨnɨŋ taratɨvɨram. Kandɨhamata vana maŋandɨrɨmandɨra ha, Gotɨndu tɨwɨyɨ maŋgɨyɨmandɨra, vami.
MAT.5.22	Hara yi narɨŋ nɨmavin, kru mumɨŋga nɨŋusi vaha mana nɨŋura naŋga kuyu mɨŋgurɨmandɨ hama, ŋgatɨŋgɨrutɨŋgɨru hamandu tamɨŋgañɨ taŋguramɨrɨmandɨ. Ara kru mumɨŋga nɨŋusi vaha mana nɨŋuraŋ mɨkatihɨrɨmandɨ hama, kru Juda hatindu kuyu mɨŋasɨrɨvandu haŋɨnɨŋɨndu tamɨŋgañɨ taŋguramɨrɨmandɨ. Sɨwɨmaña ndaya kru mumɨŋga yahata kru mumɨŋgarɨm na kwɨnɨkwɨnɨ mɨŋga vɨrɨmandɨ hama ahutuvarandi helɨyɨ urɨmandɨ. 
MAT.5.23+MAT.5.24	Na Gotɨŋ kɨrañɨŋgurɨm, kɨrañɨŋguhu pinayɨrɨm uta, indarɨmitɨna nasi vaha mana nara naŋga vaha nandɨ pɨmɨ vana kɨtiŋgata, kɨrañɨŋguhu hɨm ha kɨrañɨŋguhu pina arɨhañɨ tama. Kamata aŋga pata pɨmɨ ha mɨŋasɨrɨvɨna avindɨti, uta Gotɨŋ kɨrañɨŋgu. 
MAT.5.25	Sɨhwɨmaña nda, kru mumɨŋga naŋ ŋgatɨŋgɨrutɨŋgɨru hamandu kuma hɨmbañɨ tamɨrɨm tɨmbuta urɨmandɨ. Kamati kwɨmbɨyɨ uhuhu nu naŋga kuyu mɨŋasɨrɨva. Kamata mandɨmana ha, naŋ kru kandɨhama kru ŋgatɨŋgɨrutɨŋgɨru hamandu kuma hɨmbañɨ tamɨrɨmandɨ. Kamati naŋ kandɨhama ahutambundu kuma hɨmbañɨ tamɨrɨmandɨ. Kamati naŋ ahutambu kru ñamba vana andɨhu tamandu upɨyɨ tamɨrɨmandɨ. 
MAT.5.26	Yi naŋ kandɨ ambin, kru ñamba vana andɨhu tamandu upɨ hañɨ kɨñɨŋgɨñɨ tɨmbahɨrɨs ambɨrɨmandɨyu mañamaña mut mamɨŋata, tapɨrañɨ mambindɨhɨrɨmana, vami.
MAT.5.28	Hara yi narɨŋ nɨmavɨrɨman, kru mumɨŋga navundi muŋambɨŋ ŋgata nɨŋambirɨm ñamba hɨnzɨhi indarɨta mavɨndamandi hama, navundi mɨŋavɨŋgɨrɨvɨŋgɨrɨ vana andɨndi. 
MAT.5.29	Nandɨ tamɨŋga kuma kandɨ samba hambundu pɨŋgɨrɨvɨŋgɨrɨramɨti ñamba vana andɨtaŋgata, ivɨta kavara. Kamata tamɨŋgaŋgɨrɨsɨ tamu naŋgandaya kɨñɨ. Kamata ñamba vana maŋandɨrɨmana. Kamatɨna nandɨ kwɨrandɨmbat ha sɨhanaŋga Got ahutuvarandi helɨyɨ maŋgavarɨmandɨ. Ara tamɨŋgaŋgɨrɨsɨ timu maŋivɨta kavarata ñamba vana andɨrɨmana ha nandɨ kwɨrandɨmbat ha, sɨhanaŋga Got ahutuvarandi helɨyɨ kavarɨmandɨ. 
MAT.5.30	Sɨwɨmañanda, nandɨ kuma kandɨha pɨŋgɨrɨvɨŋgɨrɨramɨti ñamba vana andɨtaŋgata pɨtɨta kavara. Kamata kuma tamu naŋgandaya kɨñɨ. Kamata ñamba vana maŋandɨrɨmana. Kamatɨna nandɨ kwɨrandɨmbat ha sɨhanaŋga Got ahutuvarandi helɨyɨ maŋgavarɨmandɨ. Ara kuma timu mambɨtɨta kavarata ñamba vana andɨrɨmana ha, nandɨ kwɨrandɨmbat ha sɨhanaŋga Got ahutuvarandi helɨyɨ kavarɨmandɨ, vami.
MAT.5.32	Hara yi narɨŋ ambin, kru mumɨŋga, nɨmburiŋ saŋɨnaŋga pɨŋguvarɨmandɨ. Kru mamɨŋavɨŋgɨrɨndi. Kamati uta kru mumɨŋgaŋ yawɨrɨmandɨ. Kandɨhamata vana andɨta, Gotɨndu tamɨŋgañɨ navundi kru mɨŋavɨŋgɨrɨvɨŋgɨrɨ ŋambɨ andɨndi maña andɨrɨmandɨ. Kamati kru uta yawɨrɨmandɨ hama ndahara Gotɨndu tamɨŋgañɨ, kru navundiŋ mɨŋavɨŋgɨrɨvɨŋgɨrɨ mɨŋga andɨndi maña andɨrɨmandɨ, vami.
MAT.5.34	Hara yi narɨŋ nɨmavɨrɨman, kuyu munda tɨkatɨkatɨramata kandɨsɨkwɨsɨkwɨ kuma yawi vata maŋambamara. Narɨŋandɨ kuyu tɨkatɨkatɨramata ihumbɨsa vata ndahara maŋambamara. Ihumbɨsa ha Gotɨndu mɨnzɨmɨnzɨ maka tɨhi. 
MAT.5.35	Narɨŋandɨ kuyu tɨkatɨkatɨramata pɨrɨ vata ndahara maŋambamara. Pɨrɨ nɨŋandɨhin Gotɨndu tanda tamatama upɨ tɨhi. Narɨŋandɨ kuyu tɨkatɨkatɨramata Jerusalem vata maŋambamara. Jerusalem pɨhu aru Got aru miku tɨkatɨka naŋga nɨmandu tɨhi. 
MAT.5.36	Narɨŋandɨ miku mɨnɨ ha narɨŋambi andɨtɨra kitɨrɨ yɨvurahata suñɨ yɨvurahata mandɨhi. Harɨm narɨŋandɨ kuyu tɨkatɨkatɨramata miku vata maŋambamara. 
MAT.5.37	Narɨ kandɨ naŋga manɨŋga ndaya vamara. Kuyu muvɨra narɨŋandɨ kuyu tɨkatɨkatɨramata ambɨrɨmandɨra haŋɨnɨŋ, kaŋɨnɨŋ Satanɨndu kuyu, vami.
MAT.5.39	Hara yi narɨŋ nɨmavɨrɨman, kru naŋ ñamba vana andɨti ndahara, kɨmbɨ maŋandɨ. Kru mumɨŋga ñuŋgi nandɨ ha timu yɨvuvandɨti ŋgata kimɨruramɨna tamu ndahara yɨvum. 
MAT.5.40	Sɨhwɨmaña nda kru mumɨŋga naŋ kru ŋgatɨŋgɨrutɨŋgɨru haŋɨnɨŋɨndu kumaŋgɨmbañɨ tamata nandɨ mɨkwɨrɨ ha mɨŋɨti ŋgata, nandɨ mɨkwɨrɨ kuta ha naŋga ŋgu. 
MAT.5.41	Sɨhinda kru mumɨŋga yandɨ maku nɨ kavuta uta muhɨrɨvɨ ndaŋura tama vata tɨkatɨkati ŋgata, kavuta uta ambɨrɨmandɨ mɨkwɨ haŋu itɨvata sɨwɨmañaŋgɨrɨvɨ utara tama. 
MAT.5.42	Kru mumɨŋga nambirɨm muhɨmɨrɨm kitɨhuta yaŋ ŋgu vɨtiŋgata sɨkwɨtaya ŋgu. Naŋga kru mumɨŋga nandɨ muhɨm nda mɨŋata muhɨvɨra kɨmbɨ ŋgutɨn vɨti ndahara mɨrɨmɨrɨ mandɨ. Kɨmbɨ muyɨvɨra ŋgu vata maŋamba. Sɨkwɨtaya ŋgu, vami.
MAT.5.44	Hara yi narɨŋ nɨmavin, Kru miku tamandara haŋɨnɨŋ mɨŋata mavɨñɨ tamamara. Kamata Got naŋga kuyundavarɨtɨra, kru narɨŋ ñamba vana andɨndu haŋɨnɨŋ Got avindamam. 
MAT.5.45	Kamatɨrɨmandɨra handa narɨŋandɨ Nava nuŋandɨ pɨhuyɨ kɨyɨ hamandu ñɨŋi kɨyɨmandɨra. Nu ina nuŋandɨ andɨhi kru ñamba ŋɨnɨŋ naŋga aviŋɨnɨŋɨrɨm naŋga yahandi. Naŋga andɨhi kuku kru tɨtɨtaya kɨyɨhɨyɨ, naŋga tɨtɨ maŋgɨyɨhɨyɨ ŋɨnɨŋɨrɨm naŋga mɨŋgandi. 
MAT.5.46	Kru gavaman ndamarɨm tɨmbahɨrɨs mɨŋamɨŋa haŋɨnɨŋ, kru nurɨŋ mɨŋata mavɨñɨ tamandu haŋɨnɨŋ ndaya mavɨñɨ tamandu. Harɨm narɨ, nurɨ andɨndu maña kru narɨŋ mɨŋata mavɨñɨ tamandu haŋɨnɨŋ ndaya mɨŋata mavɨñɨ tamɨrɨmandɨra ha, narɨŋ Got muhɨm maŋgurɨmandɨ. 
MAT.5.47	Kru Gotɨŋ maŋgandu haŋɨnɨŋ nurɨŋandɨ nɨŋusi nɨŋuraŋ ndaya aviŋgɨvɨ ŋgundu. Harɨm narɨ, nurɨ andɨndu maña maŋandɨmara. Kru muŋɨnɨŋ ndahara aviŋgɨvɨ ŋgumara. Kamata nurɨŋ taratɨvɨrata avi vana sɨkwɨ andɨrɨmandɨra. 
MAT.5.48	Narɨŋandɨ Nava nuŋandɨ pɨhuyɨ avinzɨkwɨ kɨndi. Harɨm narɨndahara nu maña avinzɨkwɨ kɨyɨmara, vami.
MAT.6.2	Kru muvɨra krunavundiŋ kuyusɨhɨrɨtɨrɨŋ arɨŋandɨ ñɨmbi tɨhuyahɨrɨmandɨyu vata andɨndu. Kamata kru mumɨŋgaŋ sɨmbɨhu Got naŋga kuyundavaravara tavɨyɨ naŋga kɨndɨmbatɨyɨ kaur tɨmɨhɨruta kasiramata undi. Kamatɨhihi kru kuyusɨhɨrandu haŋɨnɨŋ sɨhɨndɨ undu. Kamata kru kandɨhaŋɨnɨŋ krunavundi muhɨmɨmuhɨm manɨman haŋɨnɨŋ tɨmbahɨrɨs ŋgundu. Harɨm nurɨ andɨndu maña narɨ maŋandɨmara. Narɨŋ yi kandɨ ambin, kru kandɨhaŋɨnɨŋɨndu ñɨmbi krunavundi tɨhuyahɨrɨmandɨyu. Hara Got mandɨhuyahɨrɨmandɨ. 
MAT.6.3	Krunavundi muhɨmɨmuhɨm manɨman haŋɨnɨŋ tɨmbahɨrɨs ŋguta, kru muŋɨnɨŋ maŋamba. 
MAT.6.4	Kamataharɨm sɨhisɨhi sɨmbɨra andɨrɨmandɨra haŋandɨhin sipɨruta kɨyɨmandɨ. Kamatɨra, Nava muhɨmɨmuhɨm sipɨrusipɨru hɨm ŋgandi hama, nu taya narɨŋ muhɨmɨmuhɨm ŋgurɨmandɨ, vami.
MAT.6.6	Nandɨ Nava nu sipɨrusipɨru upɨyɨ kɨndi. Harɨm nu naŋga kuyundavarɨm nandɨ karɨhaharɨha upɨyɨ indɨhuta kɨndɨŋariha yɨhɨta nu naŋga kuyundavara. Kamatɨna ndahara nandɨ kuyu ha indarɨta naŋ muhɨmɨmuhɨm ŋgurɨmandɨ. 
MAT.6.7	Krunavundi muvundumuvundu ŋɨnɨŋ, Got arɨŋandɨ kuyu indarɨmandɨ vata Got naŋga kuyundavarata kuyu pɨŋgɨrɨndu. Harɨm narɨŋandɨ Nava Got naŋga kuyundavarɨm, krunavundi muvundumuvundu kuyundavarata kuyu pɨŋgɨrɨndu maña kuyu mambɨŋgɨrɨmara. 
MAT.6.8	Narɨŋandɨ Nava Gotɨŋ muhɨmɨrɨm nda ambɨrɨm kwɨsɨ mɨkatɨkumbɨrahara ndahara ŋgandi. Kamataharɨm nurɨ andɨndu maña maŋandɨmara. 
MAT.6.9	Indarɨmara, nɨmavamba kuyundavaramara, Arɨŋandɨ yavandak nandɨ pɨhuyɨ kɨna, nandɨ ñɨmbi avinzɨkwɨsɨkwɨ. 
MAT.6.10	Krunavundi tɨhu naŋga muyɨvɨndahara nandɨ tɨwɨyɨ kɨyɨmu. Nandɨ pɨhuyɨ kɨndu haŋɨnɨŋ na pirɨtamandana vana taya mɨŋahandandu. Krunavundi pɨrɨ nɨñɨ ndahara na pirɨtamandana vana taya mɨŋahandamu. 
MAT.6.11	Kamata musi hɨvɨrɨm arɨŋ ñaña ŋgu. 
MAT.6.12	Arɨŋ kru muŋɨnɨŋ ñamba vana andɨhu nurɨŋ kuŋgɨ kuyɨvandarɨŋ maña, ara naŋ ñamba vana andɨndarɨŋ haŋandɨhinɨndu kuŋgɨ kuyɨva. 
MAT.6.13	Na mitɨna arɨŋ Satan ñamba vana andɨtɨrɨm mɨŋamɨŋgɨtima. Ara ñamba vana andɨrɨmɨtɨrɨŋ arɨŋ ŋguramɨna ñamba vana maŋandɨm, vamba ambamara, vami. 
MAT.6.14+MAT.6.15	Kamavata nurɨŋ ambami, Krunavundi muŋɨnɨŋ ñamba vana andɨtu nurɨŋ kuŋgɨ maŋguyɨvɨrɨmandɨra ha, narɨŋandɨ Nava nuŋandɨ pɨhuyɨ kɨyɨ hama ndahara narɨŋ kuŋgɨ maŋguyɨvɨrɨmandɨ. Hara krunavundiŋ kuŋgɨ kuyɨvɨrɨmandɨra ha, narɨŋandɨ Nava nuŋandɨ pɨhuyɨ kɨyɨ hama ndahara narɨŋ kuŋgɨ kuyɨvɨrɨmandɨ, vami.
MAT.6.17	Hara narɨ ñaña itɨhañata ŋgata, narɨŋandɨ kɨpumɨka ha ñɨmburɨmara. Kamata kwɨrandɨyɨ taŋgusɨharahu kɨnza avi yɨvurahandi hɨm mikuvu taŋgusɨharata ñaña maŋitɨhañata kɨndɨmañandɨmara. 
MAT.6.18	Kandɨhamatɨra krunavundi narɨŋambirɨm nɨŋɨnɨŋ ñaña maŋitɨhañayu, vamba ambɨrɨmandɨyu. Hara ñaña itɨhañandara ha, narɨŋandɨ Nava ŋgandi. Nu mɨŋgɨyamɨŋgɨya muhɨmɨmuhɨm sipɨruta kɨyɨhɨyɨ hɨm ŋgandi. Kamatɨra Nava narɨŋ muhɨmɨmuhɨm kɨmbɨ ŋgurɨmandɨ, vami.
MAT.6.20	Hara narɨŋandɨ muhɨmɨmuhɨm avivi haŋɨnɨŋ Gotɨndu pɨhuyɨ yɨvumɨŋgumara. Gotɨndu pɨhuyɨ akavatɨvatɨ mandavɨhandi. Kamatɨhi ñaŋgwɨ mayɨvundi. Kru kipa naŋga haŋɨnɨŋ ndahara tapa yɨvuvirɨhuta kipa mamɨŋandu. 
MAT.6.21	Narɨŋandɨ muhɨmɨmuhɨm avivi kɨyɨmandɨ upɨ hañɨ, narɨŋandɨ indarɨmit handahara upɨ kandɨhañɨ ndaya kɨyɨmandɨ, vami.
MAT.6.23	Hara tamɨŋga nandɨ ha ñambatɨrɨmandɨ ha, nandɨ kwɨrandɨ ha sɨhanaŋga kɨvɨmɨŋgwɨtɨrɨmandɨ. Kamataharɨm sɨña nandɨ kwɨrandɨ humba hambu kɨyɨmandɨ ha kɨvɨmɨŋgwɨti, kɨvɨmɨŋgwɨ kandɨha arutɨrɨmandɨ, vami.
MAT.6.26	Narɨ kava nɨŋɨnɨŋ ŋgamara. Nurɨ ñaña maŋgurɨndu. Naŋga nurɨ ñaña kayɨvata tavɨyɨ mandamandu. Hara narɨŋandɨ Nava nuŋandɨ pɨhuyɨ kɨndi hama ŋguhihi ñandu. Harɨm narɨ kavaŋɨ taratɨvɨrandara. 
MAT.6.27	Kru kɨra hañɨndu muvat mɨŋga pɨrɨ nɨñɨ sɨhinda muhɨrɨvɨ sɨmbɨrɨ avinzɨrɨsɨrɨvɨ kɨyɨhɨyɨ vanarɨm indarɨmitandi. Hara nuŋandɨ indarɨmit kandɨha andɨti arumarɨ hɨrɨvɨ kɨyɨhi vaha. Manɨŋga nzɨkwɨsɨkwɨ. 
MAT.6.28	Kamataharɨm mumɨrɨm mɨkwɨrɨrɨm indarɨhɨtɨhɨtɨndara. Sumɨ nɨŋɨnɨŋ ŋgamara, nurɨ sɨmbɨra tɨkatɨka mamɨŋandu. Naŋga nurɨ mɨkwɨrɨ manzɨvirɨndu. 
MAT.6.29	Hara yi narɨŋ ambin, kuha aru miku Solomon mɨkwɨrɨ avivi tamandi. Hara sumɨ nɨŋɨnɨŋ Solomonɨndu mɨkwɨrɨ avivi kandɨhaŋɨnɨŋ taratɨvɨrandu. 
MAT.6.30	Musi tɨpanzɨmasɨma nɨŋɨnɨŋ kuyu. Hara amu kru tavɨhavarata ahumira aruyɨ kavarɨmandɨyu. Tɨpa kanɨmata nɨŋɨnɨŋ Got nurɨŋ kanzɨ mɨŋayahuramandi. Kamataharɨm nɨmata nɨmbu ŋgamara. Got narɨŋ ndahara kanzɨ mɨŋayahuramɨrɨmandɨ. Narɨ kru indarɨmaŋgaramaŋgara vana sukɨsɨmbɨrɨ naŋga ŋɨnɨŋ. 
MAT.6.31	Kamataharɨm indarɨhɨtɨhɨta nɨmavata maŋambamara. Mum ñata mum kuvɨrɨmɨndaŋ. Naŋga muhɨmɨyɨ kwɨrandɨ yɨvupɨhavɨmɨndaŋ vata maŋambamara. 
MAT.6.32	Gotɨŋ maŋgandu haŋɨnɨŋ muhɨmɨmuhɨm kanɨŋɨnɨŋ sɨhanaŋga ŋgɨmɨndaŋ vata puhɨrandu. Hara narɨŋandɨ Nava nuŋandɨ pɨhuyɨ kɨyɨ hama, muhɨmɨmuhɨmɨrɨm kɨrɨvɨtɨndara haŋɨnɨŋ ŋgandi. 
MAT.6.33	Hara kimaŋgima hɨm andɨrɨmandɨra ha nɨmata. Narɨ Gotɨndu tɨwɨyɨ taya kɨyɨhɨyɨrɨm indarɨmara. Kamata avi vana taya mɨŋahandamara. Kamatɨra narɨŋ muhɨmɨmuhɨm kandɨhaŋɨnɨŋ ndahara ŋgurɨmandɨ. 
MAT.6.34	Kamataharɨm muhɨmɨmuhɨm vana amu yɨvurahɨrɨmandɨrɨm maŋindarɨmitamara. Pɨmɨ amundu haŋandɨhin amu hɨvɨndu. Pɨmɨ musindu haŋandɨhin musi hɨvɨndu, vami.
MAT.7.2	Narɨ kru muŋɨnɨŋ ŋgatɨŋgɨrundara maña, Got ndahara narɨŋ ŋgatɨŋgurɨmandɨ. Kamata nurɨŋ muhɨmɨmuhɨm musa andara maña, narɨŋ ndahara kɨmbɨ andɨrɨmandɨ. 
MAT.7.3	Mumɨndɨhi nasindu tamɨŋga hañɨ ayɨwɨrsɨ sukɨyɨpu ha ŋgata ambandana. Hara nandɨ tamɨŋga hañɨ ahusɨŋga aru haŋandɨhinɨrɨm maŋindarɨndana. 
MAT.7.4	Nandɨ tamɨŋga hañɨ ahusɨŋga ha kɨtihɨti, mumɨrɨm yasi nandɨ tamɨŋga hañɨ ayɨwɨrsɨ ha tɨhuyɨkɨrɨtɨnɨ vamba ambɨrɨmana. 
MAT.7.5	Na kuyusɨhɨrɨmbɨhapɨha mɨŋga. Atɨ ahusɨŋga nandɨ tamɨŋgañɨ ha wɨsa mɨŋata kavara. Kamata tɨhɨramaŋgarata sɨhinda nasindu tamɨŋga hañɨ ayɨwɨrɨsɨyɨpu kɨyɨmandɨ haŋandɨhin ŋgamaŋgarata tɨhuyɨkɨra. 
MAT.7.6	Muhɨmɨmuhɨm Gotɨrɨm yɨhɨramandu haŋɨnɨŋ mɨŋgata upɨriŋ maŋgumara. Narɨŋ aŋga kimɨruramata sɨtumandɨhi. Naŋga narɨŋandɨ mɨnza avivi haŋɨnɨŋ sambarɨm maŋgavaramara. Kamatɨranda tandayɨ taya taŋgumɨŋgutumandɨhi, vami.
MAT.7.8	Harɨm kru Gotɨŋ kitɨhundu haŋɨnɨŋ muhɨmɨmuhɨm mɨŋandu. Kamata muhɨmɨmuhɨmɨrɨm puhɨravuhɨraramandu haŋɨnɨŋ ŋgandu. Naŋga tavɨ kɨndɨŋari yɨvuyɨvuramandu haŋɨnɨŋɨrɨm Got kɨndɨŋariha pɨhɨrɨndi. 
MAT.7.9	Kɨra nɨñɨndu muvat mɨŋgandu ñɨŋi, nɨŋuvaŋ mavatɨmbarɨm kitɨwɨti nɨŋuva nuŋ tɨmba ŋguhi vaha. Manɨŋganzɨkwɨ. 
MAT.7.10	Naŋga nuŋandɨ ñɨŋi nɨŋuvaŋ asarɨm kitɨwɨti tau ŋguhi vaha. Manɨŋganzɨkwɨ. 
MAT.7.11	Nɨŋuvanin narɨ ñamba vana sambɨ andara. Hara narɨŋandɨ ñɨŋisɨmɨŋ avihɨmɨŋgɨm ŋgurɨm mavɨndamandara. Kamataharɨm ŋgamara. Narɨŋandɨ Nava nuŋandɨ pɨhuyɨ kɨyɨ hama naŋga kuyundavarɨtɨra, muhɨmɨmuhɨm avihɨmɨŋgɨm ŋgurɨm kɨnzɨhɨnzɨtɨrɨmandɨ. 
MAT.7.12	Muhɨmɨmuhɨm vana narɨŋ kru muŋɨnɨŋ andɨmu vata pɨrɨ tamɨrɨmandɨra ha, sɨhwɨmaña musa kru muŋɨnɨŋ ndahara andɨmara. Kanɨmata vana nɨŋandɨhin Gotɨndu tɨkatɨka kuyundu kuyu sapa. Naŋga kru Gotɨndu kuyu mɨŋata ambavaravara haŋɨnɨŋɨndu kuyuyɨndu kuyu sapa, vami.
MAT.7.14	Hara pɨhu sɨhaŋgɨyɨhɨyɨndu kwɨmbɨsiki haŋandɨhin sukɨsɨmbɨrɨ sɨkwɨ. Naŋga kwɨmbɨsiki kandɨhañɨ uhuhurɨm avɨrɨ tamahana. Kamataharɨm krunavundi mɨŋgɨyavatɨvat taya kwɨmbɨsiki kandɨha ŋgata kandɨhañɨ undu, vami.
MAT.7.16	Nurɨ andɨrɨmandɨyu musa ha ŋgata ambɨrɨmandɨra. Nurɨ kuyusɨhɨrata ara kru Gotɨndu kuyu mɨŋata ambavaravara ŋɨnɨŋ vamba ambandu, vamba ambɨrɨmandɨra. Kru wain kɨrɨs mɨŋɨrɨm siki punzɨ naŋgañɨ uta mamɨŋandu, naŋga kru ahu fik kɨrɨs mɨŋɨrɨm tɨpa sɨhɨvɨ naŋgañɨ uta mamɨŋandu. 
MAT.7.17	Kamata maña sɨhanaŋga ahu avivi haŋɨnɨŋ kandɨ avivi tamandu. Ahu ñamba haŋɨnɨŋ kandɨ ñamba tamandu. 
MAT.7.18	Ahu avi haŋɨnɨŋ kandɨ ñamba mandamandu. Ahu ñamba haŋɨnɨŋ kandɨ avi mandamandu. 
MAT.7.19	Sɨhanaŋga ahu kandɨ avi mandamandu haŋɨnɨŋ tahɨravarandu. Kamata ahumirayɨ kavarahu tumbɨrundu. 
MAT.7.20	Kamataharɨm nurɨ andɨrɨmandɨyu vana hambu taya ŋgata ambɨrɨmandɨra. Nurɨ kuyusɨhɨrata ara kru Gotɨndu kuyu mɨŋata ambavaravara ŋɨnɨŋ vamba ambandu, vamba ambɨrɨmandɨra. 
MAT.7.21	Krunavundi sambɨ saŋɨnaŋga yaŋ ambandu, Aru mɨŋga, Aru mɨŋga, vamba ambandu. Hara krunavundi kandɨhaŋɨnɨŋ Gotɨndu tɨwɨyɨ maŋgɨyɨmandɨyu. Kru Yavandak nuŋandɨ pɨhuyɨ kɨyɨ hamandu kuyu taya mɨŋahandɨrɨmandɨ hama, Yavandakɨndu tɨwɨyɨ kɨyɨmandɨ. 
MAT.7.22	Got kuyu mɨŋasɨrɨvɨrɨmandɨ hɨvɨ hañɨ, krunavundi sambɨ yambirɨm nɨmavamba ambɨrɨmandɨyu. Aru mɨŋga nandɨ ñɨmbiyɨ ara Gotɨndu kuyu mɨŋata ambavarandarɨŋ. Naŋga nandɨ ñɨmbiyɨ taya ara sundɨ ñamba pɨŋguvarata muhɨmɨmuhɨm nzihɨ sihɨrandarɨŋ, vamba ambɨrɨmandɨyu. 
MAT.7.23	Kamavɨtu kandɨhɨvɨ hañɨ nurɨŋ yi kuyu kɨmbañɨ ambɨrɨman. Yi narɨŋ maŋgahandandin. Narɨ ñamba vana andɨndara. Harɨm yi kɨn nɨñɨ mikitamamara, vamba ambɨrɨman, vami.
MAT.7.25	Kumba kayɨvata mɨŋguta tɨmba parapara aru ha ŋgandi. Kamata tɨmba hɨmba hañɨ tavɨ tɨpɨ haŋɨnɨŋ tararamandi. Kamataharɨm, kuku mɨŋgata kukuwɨrɨ taŋgundi, naŋga wɨnɨ tɨkatɨka pandi. Kamata mɨŋañaŋgɨrahi ndahara tavɨ kandɨha mamɨŋgata yɨvundi. 
MAT.7.26	Hara kru yandɨ kuyu indarɨta mamɨŋahandandi hama, kru indarɨmit avi manɨman mɨŋga nuŋandɨ tavɨ kasɨyɨ tɨhundi maña mɨŋga. 
MAT.7.27	Kamatɨhi wɨnɨ pandi. Naŋga kuku mɨŋgandi. Kamata kukuwɨrɨ taŋguta tavɨ ha mɨŋañaŋgɨrahi sɨkwɨtaya mɨŋgata yɨvundi, vami. 
MAT.7.28+MAT.7.29	Jisas kandɨ kuyu nɨŋɨnɨŋ, tɨkatɨka kuyundu mirɨmba naŋga haŋɨnɨŋ kuyu ŋgundu maña maŋgumi. Manɨŋga. Nurɨŋ kru ñɨmbi naŋga hama kuyu ŋgumañandɨmi. Kamatɨhi krunavundiŋ mavɨyahavarami.
MAT.8.1	Jisas apu ha mitata mɨŋguhi krunavundi sambɨ nu naŋga umu.
MAT.8.2	Kamatɨhi kru kandi lepra naŋga mɨŋga Jisas kɨyɨmiyɨ payɨmi. Kamata tanda mɨkwɨmɨkwɨnɨta ambami, Aru mɨŋga. Naŋ pirɨti nda yaŋ mɨŋavindamɨna Gotɨndu tamɨŋgaŋgɨmbañɨ ñaŋɨrandɨhin, vami.
MAT.8.3	Kamavahi Jisas kumandamata kru kandɨhamaŋ ambami, Yi pirɨkɨnɨ. Harɨm na Gotɨndu tamɨŋgañɨ hɨmbañɨ ñaŋɨrandɨ, vami. Kamavahi sarɨrwayɨ ŋandi kandi lepra ha yɨwarahi kru hama ñaŋɨrandɨmi.
MAT.8.4	Kamata Jisas nuŋ karikarita ambami, Uta kru mumɨŋgaŋ naŋ yɨvurahi vana nɨrɨm maŋambavarahanda. Uta kwɨrandɨmbɨsa nandɨ ha Gotɨŋ kɨrañɨŋguhu hamaŋ isɨhurama. Kamata Mosesɨndu tɨkatɨka kuyu mɨŋahandata, Gotɨŋ kɨrañɨŋguhu hɨm ŋgu. Kamatɨna Gotɨŋ kɨrañɨŋguhu hama kɨrañɨŋgum. Kamatɨna kru muŋɨnɨŋ ŋgata ambɨrɨmandɨyu, Kandi lepra ha yɨwari, vamba ambɨrɨmandɨyu, vami.
MAT.8.6	Aru mɨŋga, yandɨ sɨmbɨrakara hama kandikɨmuhi kuma tanda kɨmuramata uhi kañɨnda aru kavuta tavɨyɨ karɨhata kɨyɨ, vami. 
MAT.8.7	Kamavahi Jisas nuŋ ambami, Uta mɨŋavindamɨtɨn avindɨrɨmandɨ, vami.
MAT.8.8	Jisas kamavahi, saŋganzarandu arumiku hama ambami, Aru mɨŋga, yi avi mɨŋganzɨkwɨ ma, harɨm yandɨ tavɨyɨ maŋu. Hara, kuyu taya ambɨna sɨmbɨrakara yandɨ hama avindɨmɨ. 
MAT.8.9	Yi kanɨmavin ha nɨmata, yindahara kru ñɨmbi naŋga haŋɨnɨŋ karatamahu nurɨŋandɨ tɨwɨyɨ kɨndin. Yandɨ saŋganzara haŋɨnɨŋ yandɨ tɨwɨyɨ kɨndu. Kamataharɨm muhamarɨm uhu vamba ambahin, undi. Pañɨ vamba ambahin, pandi. Ara yandɨ sɨmbɨrakaraŋ uta kaŋgɨm sɨmbɨra mɨŋa vamba ambahin, uta mɨŋandi, vami. 
MAT.8.10	Kamavahi Jisas kuyu kandɨha indarɨhi mavɨmbɨndɨrami. Kamata kru nu naŋga kɨndamu haŋɨnɨŋɨrɨm ambami, Narɨŋ yi kandɨ ambin, Israel hatindu kru muvatɨŋ ŋgahin kru nɨmandu indarɨmaŋgaramaŋgara vana maña maŋgɨndi. 
