MAT.1.1	Iesu Keriso vouḡa nizeꞌe ꞌahi eꞌe. Aniꞌe kini Davida mariga ebu zuni Aberahamo mariga.
MAT.5.31	Za edeḡa, Mose goro ḡoeꞌano ꞌahige reiro, raenaꞌa, 'Iniuꞌa inuga modoꞌidene, aniꞌa ihore soꞌaḡa mirihadu inuga hanoꞌi.'
MAT.5.32	Rehano e ziꞌohe, iniuꞌa inugaꞌe mene ubuma ḡezaro rehano, inuga modine, iꞌaniꞌa ubuma ḡezo ibiḡano inuga tuḡuneꞌeteꞌe heuḡa. Ebu iniuꞌe iꞌaniꞌa modiroteꞌe roḡaeḡa teite hahurine, ani zuni ubuma ḡezauꞌeteꞌe heuḡa.
MAT.5.33	Ibiꞌa azaḡa mazao reiroteꞌe goro ḡoeꞌa ꞌadi zaeꞌa igiro, raenaꞌa, 'Nagni ḡoitoroꞌidene, ago variꞌoꞌi. Badiꞌa mazao ḡoitoroꞌidene huga haḡaoꞌi!'
MAT.5.34	Rehano e ziꞌohe, ḡoere nagiga ꞌahoga ago ḡoitoroꞌi. Adure niḡano ago ḡoitoroꞌi, mazaḡa adureꞌe Badiꞌaꞌa ehoreꞌeteꞌe habaꞌa. 
MAT.5.35	Raha niḡano ago ḡoitoroꞌi, mazaḡa rahaꞌe Badiꞌaꞌa odaḡa tiꞌeteꞌe habaꞌa. Ierusalema niḡano ago ḡoitoroꞌi, mazaḡa Ierusalemaꞌe Kini Boro, Badiꞌa neḡa boro. 
MAT.5.36	Ḡoitoriroteꞌe mene haḡaine rudaꞌuma rae ago ḡoitoroꞌi, mazaḡa ḡaboneze zu zaeꞌa mene haḡairo. Zaꞌe iguze tiba zuni mae ꞌurunoga zu mae ḡunoga mene idaḡa. 
MAT.5.37	Zaeꞌa nagini ꞌahoga haḡaiꞌuma roꞌidene, 'Oꞌe, e haḡaiꞌuma', ga 'Mene, e mene haḡaiꞌuma' daꞌo rae roꞌi. Ḡoere ꞌahogaꞌahoga ragatine, aꞌe Sataniꞌonoꞌo fureruꞌohe.
MAT.5.38	Zaꞌe edeḡa Mose goro ḡoeꞌano ꞌahige reiro, raenaꞌa, 'Vaze ꞌahoganiꞌa ḡae ubuma sausaunoꞌidene ga ḡae ḡonone vahegoꞌidene, vazeḡa eꞌe ubuma zu sausaunoꞌi ebu ane ḡonone zu vahegoꞌi.'
MAT.5.39	Rehano e ziꞌohe, vaze sauꞌa mazao ago naenaetitoꞌi. Vaze ꞌahoganiꞌa zae edaꞌe ḡaniga faꞌoꞌnoꞌidene, aniꞌa bare faꞌoꞌnoga veize zae kauri ḡaniga zuni notonohanoꞌi. 
MAT.5.40	Vazeꞌa dabuꞌaze mouga rae kotazihi roꞌidene, raga dabuꞌaḡa zuni hanoꞌi. 
MAT.5.41	Vaze ꞌahoganiꞌa riḡa tuḡuzenaꞌa, zaeꞌa ane ḡau odohadu kilomita tiba onamoga uratoꞌidene, kilometa ꞌaheu zuni onamoꞌi. 
MAT.5.42	Iniuꞌa umizoꞌidene hau tauḡoꞌi, zu ḡauze ꞌahoga umizadu vesu baroniꞌuma rae roꞌidene, ago hezahohanoꞌi.
MAT.5.43	Zaꞌe edeḡa Mose goro ḡoeꞌano ꞌahige reiro, raenaꞌa, 'Ḡae nabudi zamaroꞌi, ebu ḡae agire vazeḡa heꞌeheꞌenoꞌi'
MAT.5.44	Rehano e ziꞌohe, zae agire azaḡa zamaroꞌi, ebu zae sausauziꞌeteꞌe azaḡa veize kuranoꞌi. 
MAT.5.45	ꞌOugine, zaꞌe Moze adureo ani ubuga rae reꞌuma. Mazaḡa Mozeꞌe vaze manoḡa zu sauꞌa veize idane mada aganoziniꞌohe, ebu vaze haḡai duduḡa zu veꞌoḡa veize idane irugu tuḡunadu ruꞌauꞌohe. 
MAT.5.46	Zaꞌe zae zamareꞌeteꞌe azaḡa daꞌo zamarine, Badiꞌaꞌa eꞌe naeḡa mene ziniꞌuma. Takesi azaḡaꞌe haḡai sauꞌa azaḡa rehano, zeḡe zuni ze zamareꞌeteꞌe azaḡa zamareꞌohe. 
MAT.5.47	Zaꞌe zae nabudi mazao daꞌo manoḡa haḡaine, vaze mene vitiziꞌuma. Badiꞌa aḡuꞌa azaḡa zuni ꞌouge haḡaeꞌohe. 
MAT.5.48	Eꞌanoꞌo agire azaḡa zu zamare hunoꞌi. Badiꞌa mazaoꞌe veꞌoḡa oꞌoꞌa teige, za zu veꞌoḡa ꞌahoga ago haḡaoꞌi.”
MAT.6.1	Ḡianoꞌi, zaꞌe vazeꞌa ḡianoga veize vaze zamao haḡai manoḡa ago haḡaoꞌi, mazaḡa zae Moze adureo naeḡa mene ziniꞌuma. 
MAT.6.2	Eꞌanoꞌo ḡau ꞌahoga zahara vazeḡa haune, zama guhi azaḡa teige ago hirihiroꞌi. Zama guhi azaḡaꞌe vazeꞌa niguzoga veize nuꞌonuꞌo neḡano zu ibio haḡae fureneꞌohe. E hube hune ziꞌohe, zeꞌe naeze niduꞌa mae hauḡeha. 
MAT.6.3	Ḡau ꞌahoga zahara vazeḡa haune, zae nabudi uhiḡa vazeḡa zu ago ihonoꞌi.
MAT.6.4	Vaze ꞌahoganiꞌa mene ederoga veize sifu kaḡuso hanoꞌi. ꞌOugine, Mozeꞌa zaꞌa sifu haḡateꞌe haḡaiḡa horonadu naeḡa ziniꞌuma.
MAT.6.5	Zaꞌe kuranoꞌidene, zama guhi azaḡa teige ago kuranoꞌi. Mazaḡa zeꞌe vazeꞌa horozoga veize nuꞌonuꞌo neḡano zu ibi boro ḡenaḡano edauꞌenaꞌa, kuranoga urateꞌohe. E hube hune ziꞌohe, ze naeḡa niduꞌa mae hauḡiro. 
MAT.6.6	Zaꞌe kuranoꞌidene, bazuni habaꞌa diuḡadu ibiheta haranadu Moze, zaꞌa horonoga mene idaḡa raꞌetaꞌaꞌe, mazao kuranoꞌi. ꞌOugine, zaꞌa sifu haḡateꞌe haḡaiḡa Mozeꞌa horonadu naeḡa ziniꞌuma. 
MAT.6.7	Ebu za kuranoꞌidene, Badiꞌa aḡuꞌa azaḡa teige, huga oꞌoꞌa ḡoeꞌa hina ago barebare kuranoꞌi. Mazaḡa zeꞌe ḡoere ḡehaḡa hina kuraune, Badiꞌaꞌa igiꞌuma rae zamareꞌohe. 
MAT.6.8	Ze ago hegotoꞌi, mazaḡa Mozeꞌe zaeꞌa izima umidogano nagini urateꞌetaꞌaꞌe edeḡa.
MAT.6.9	Eꞌanoꞌo ꞌahige kuranoꞌi:
MAT.6.9	Emeḡe Mama adureo,
MAT.6.9	eme umiꞌeꞌohe, vazeꞌa ḡae gubaꞌeꞌenaꞌa ḡa niḡoꞌe zaḡoḡa reꞌuma,
MAT.6.10	ebu ḡaꞌa vaze niduꞌa ibitoziꞌuma,
MAT.6.10	ebu adureo ḡae uraꞌa hudauꞌeteꞌe teige, raha adao zuni hudaꞌuma.
MAT.6.11	Izidi ogomuḡa rifeꞌenoꞌi,
MAT.6.12	ebu emeḡeꞌa eme sausaufeꞌeteꞌe azaḡa zeḡe sauꞌa rae modeꞌeteꞌe teige, emeḡe sauꞌa zu rae modofoꞌi.
MAT.6.13	Emeḡeꞌa haḡai sauꞌa haḡaihi rae reine, sauꞌano ago tutufoꞌi,
MAT.6.13	ebu Sataniꞌonoꞌo mae vaḡifoꞌi.
MAT.6.14	Zaeꞌa vaze sauꞌa rae modine, zae Moze, adureo radiuꞌeteꞌeꞌa, zae sauꞌa zuni rae modiꞌuma. 
MAT.6.15	Rehano zaeꞌa vaze sauꞌa mene rae modine, zae Mozeꞌa zuni zae sauꞌa mene rae modiꞌuma.
MAT.6.16	Zaeꞌa zaḡozaḡoꞌidene, zama guhi azaḡa teige, ago vetuḡarau radoꞌi. Zeꞌe, vazeꞌa horozadu zeḡeꞌa zaḡozaḡeꞌeteꞌe ederoga veize, mene vireꞌohe zu iguze mene siꞌeꞌohe. E hube hune ziꞌohe, zeꞌe naeḡa niduꞌa mae hauḡiro. 
MAT.6.17	Rehano zaeꞌa zaḡozaḡoꞌidene, viradu iguze siꞌoꞌi. 
MAT.6.18	ꞌOugine, vazeꞌa zaꞌe zaḡozaḡeꞌeteꞌe mene ederiꞌuma. U zaꞌa horonoga mene idaḡa raꞌetaꞌaꞌe, Moze daꞌo ederiꞌuma. Ebu Mozeꞌa zaꞌa sifu haḡaateꞌe haḡaiḡa horonadu naeḡa ziniꞌuma.
MAT.6.19	Zae veize raha ꞌadao ḡau manomano ago nuꞌone toꞌi. Deꞌeaꞌe zuhiꞌa sausauneꞌohe zu atenarauꞌohe ebu ḡonoreꞌa varade diuḡadu ḡonotuꞌohe. 
MAT.6.20	Rehano zae veize ḡauze manomanoꞌe adureo nuꞌone toꞌi. Deꞌeaꞌ zuhiꞌa mene sausauneꞌohe zu mene atenarauꞌohe ebu ḡonoreꞌa varade diuḡadu mene ḡonotuꞌohe. 
MAT.6.21	Mazaḡa zaꞌa ḡauze manomano nouma tine, zamaroneze zu deꞌea tiꞌuma.
MAT.6.22	Zae ubumaꞌe ahirize ihureḡa heuḡa. Ubumaze manoḡa reine, zae ahiri niduꞌaꞌe agaḡaniꞌa irivaꞌiꞌuma. 
MAT.6.23	Rehano zae ubumaꞌe sautaune, zae ahiri niduꞌaꞌe uzaboꞌa irivaꞌiꞌuma. Eꞌanoꞌo zae ahiri zamaḡano agaḡaꞌe uzaboraune, ahirize niduꞌaꞌe uzabo gigiꞌa reꞌuma!
MAT.6.24	Vazeꞌe zuhiꞌa ꞌaheu veize gauoga mene idaḡa. ꞌOugine ani ꞌahogaꞌe zamariꞌuma, u ꞌahogaꞌe heꞌeheꞌeniꞌuma. Ebu ꞌahoga veize faine gauiꞌuma, u ꞌahogaꞌe turuniꞌuma. Eꞌe teige, zaꞌe Badiꞌa ebu moni, ꞌaheu veize gauoga mene idaḡa.
MAT.6.25	Eꞌanoꞌo e ziꞌohe. Zae ḡabone veize nagi ogomu aꞌuma ga nagini gagiꞌuma ebu ahirize veize nagi dabua vidiꞌuma rae ago zamare adudanoꞌi. Mazaḡa ḡabone zu ahiriꞌe ogomu zu dabua vitinoga. 
MAT.6.26	Hitanao rafiuꞌeteꞌe niniḡa ḡianoꞌi. Ze ezone mene ḡorauꞌohe, mene hiriveꞌohe, zu ogomuze godogo neḡano mene nuꞌone tiꞌohe. Rehano zae Moze, adureo radiuꞌeteꞌeꞌa, ḡubuzeꞌohe. Zaꞌe nini vitize huneꞌohe. 
MAT.6.27	Zae boꞌaḡano iniuꞌe zamare adudaune, ḡaboneꞌa tahiḡa nu faraꞌumahe? Mene.
MAT.6.28	Za nougaꞌahi dabua uꞌano zamare aduduꞌohe? Butu kakaḡaꞌe nougenouge ḡuhureꞌeteꞌe ḡianoꞌi. Ze mene gaueꞌohe zu dabuaze mene turineꞌohe. 
MAT.6.29	Rehano e ziꞌohe, butu kakaḡa ꞌahogaꞌe maꞌora vazeḡa kini Solomonaꞌa haḡairoteꞌe dabuaḡa manomano vitinoga. 
MAT.6.30	Butu veḡaꞌe izidi ḡaboga, hena ohoḡoreꞌe vazeꞌa masinadu ireo hufi hauniꞌuma, rehano Badiꞌaꞌa faifaine manohuniꞌohe. Zaꞌe ve vitinoga ꞌahine, Badiꞌaꞌa hube hune dabua vidauziniꞌuma. Rehano zaꞌe Badiꞌa mazao fieꞌetaꞌaꞌe komeꞌa.
MAT.6.31	Eꞌanoꞌo ago zamare adudanoꞌi, raenaꞌa, 'Nagini aꞌuma?', 'Nagini gagiꞌuma?' ga 'Nagi dabua vidaꞌuma?' 
MAT.6.32	Badiꞌa aḡuꞌa azaḡaniꞌa ꞌahiguḡa niduꞌa vaḡeꞌohe. Zae Moze, adureo radiuꞌetaꞌaꞌe, zaꞌa eꞌe ḡauḡa urateꞌetaꞌaꞌe edeḡa. 
MAT.6.33	Badiꞌaꞌa ibitoziniꞌeteꞌe zu urateꞌeteꞌe daꞌo gezo vaḡoꞌi. ꞌOugine eꞌe ḡauga niduꞌa zuni ziniꞌuma. 
MAT.6.34	Eꞌanoꞌo za ohoḡore veize ago zamare adudanoꞌi. Mazaḡa ohoḡore gauḡaꞌe ohoḡoruꞌu zamariꞌuma. Izidiꞌe izidi aduga daꞌo zamariꞌuma.
MAT.7.1	Badiꞌaꞌa zaꞌe sauꞌa azaḡa rae mene ziꞌeteꞌe uratine, vaze mazao sauꞌa azaḡa rae ago zoꞌi. 
MAT.7.2	Mazaḡa zaeꞌa ḡau ꞌahoga moneo vaze mazao sauꞌa rae reine, eꞌe moneo Badiꞌaꞌa zuni zaꞌe sauꞌa reꞌuma. Zaꞌa vaze mazao nagini haḡaine, Badiꞌaꞌa zae mazao ꞌouge haḡaiꞌuma.
MAT.7.3	Ḡaꞌe nabugo ubumao beꞌa dinunuḡa ḡianeꞌohe. Rehano nougadu ḡae ubumao beꞌa gado ireḡa mene ḡianeꞌohe? 
MAT.7.4	Ḡae ubumaḡo beꞌa gado ireḡa ꞌeꞌe rehano, ḡaꞌe negoḡo mazao ꞌahige raꞌohe, raenaꞌa, 'Negohe, ubumaḡo beꞌa dinunu eꞌe mae vaḡinihi.' 
MAT.7.5	Ḡa, zama guhi vazeḡa, ibite geno ḡae ubumao gado ireḡa eꞌe mae vaḡinoꞌi. Ebu ḡaꞌa faine ehamanadu negoḡo ubuma mazaonoꞌo dinunuḡa mae vaḡiniꞌuma.
MAT.7.6	Ḡau zaḡoḡa ḡuni ago hanoꞌi. ꞌOugine ze vaetadu zae vihoziꞌuma. Zae hadi manomano aba zamao ago feunoꞌi. ꞌOugine, zeꞌe oda hina edene ḡuzuhiꞌuma.
MAT.7.7	Za nagini uratoꞌidene, Badiꞌa mazao umidoꞌi, ꞌougine ziniꞌuma. Za nagini vaḡoꞌidene, Badiꞌa mazao umidoꞌi, ꞌougine hidiꞌuma. Badiꞌaꞌa danazoga uratine, ibihetao toketokeroꞌi, ꞌougine ibiheta vavaoziniꞌuma. 
MAT.7.8	Iniuꞌa umidine haꞌuma, iniuꞌa vaḡine hidiꞌuma ebu iniuꞌa toketokerine ibiheta vavaohaꞌuma.
MAT.7.9	Zae boꞌaḡano iniuꞌa ubugaꞌa beredi umidine hadi haꞌumahe? 
MAT.7.10	Ebu aneꞌa ḡozone umidine, mohe haꞌumahe? 
MAT.7.11	Zaꞌe sauꞌa azaḡa rehano, ḡau manomano ubudeze zenoga urateꞌohe. Eꞌe teige, zae Moze, adureo radiuꞌetaꞌaꞌe, ane mazao umideꞌeteꞌe azaḡa hube hune ḡau manoḡa ziniꞌuma. 
MAT.7.12	Eꞌanoꞌo vazeꞌa zae mazao haḡai manoḡa haḡaeꞌeteꞌe uratoꞌidene, zae zuni zeḡe mazao haḡai manoḡa haḡaoꞌi. ꞌAdiꞌe Mose goro ḡoeꞌa zu peroveta azaḡaniꞌa ihoziroteꞌe ḡoeꞌa raꞌohe.
MAT.7.13	Ibiheta kokosiḡano diuḡoꞌi. Mazaḡa runeo diuḡiteꞌe ibiḡa ibihetaḡaꞌe rafaḡa zu boro, eꞌanoꞌo eꞌe ibiḡano diuḡeꞌeteꞌe azaḡaꞌe ḡehaḡa. 
MAT.7.14	U ḡabone tuḡutuḡu diuḡeꞌeteꞌe ibiḡa ibihetaḡaꞌe kokosiḡa zu eꞌe ibiḡano onamogaꞌe riḡa, eꞌanoꞌo eꞌe ibiḡano diuḡeꞌeteꞌe azaḡaꞌe tahiḡa.
MAT.7.15	Ḡuriro peroveta azaḡa ḡianoꞌi. Ze mamoe naminamiḡa teige onaiꞌuma, rehano zeḡe zamaꞌe butu ḡuniḡa vihovihoḡa heuḡa. 
MAT.7.16	Ireꞌe maḡa horonadu nagi ireḡa ederiꞌuma. Vaini maḡaꞌe ire renogaꞌonoꞌo mene iniꞌohe zu figi maḡaꞌe ḡunu renogaꞌonoꞌo mene iniꞌohe. 
MAT.7.17	Eꞌe teige, ire manoḡa niduꞌaꞌe maḡa manoḡa iniꞌohe, u ire sauꞌaꞌe maḡa sauꞌa iniꞌohe. 
MAT.7.18	Ire manoḡaꞌe maḡa sauꞌa mene iniꞌohe, u ire sauꞌaꞌe maḡa manoḡa mene iniꞌohe. 
MAT.7.19	Maḡa manoḡa mene iniꞌeteꞌe ireḡa niduꞌaꞌe udi modeꞌohe ebu ire rogao hufi haoneꞌohe. 
MAT.7.20	Eꞌanoꞌo zeḡe haḡai horonadu zeꞌe vaze nagiḡa ederiꞌuma.
MAT.7.21	Eḡe mazao, 'Zuhia Boro, Zuhia Boro,' rae huheꞌeteꞌe azaḡa mene niduꞌaꞌe Badiꞌaꞌa ibitoziniꞌuma. Rehano eḡe Mama, adureo radiuꞌeteꞌeꞌa urateꞌeteꞌe haḡaiḡa haḡaeꞌeteꞌe vazeḡaniꞌa daꞌo ibitohaꞌuma. 
MAT.7.22	Badiꞌa kota madaḡano, vaze ḡehaḡaniꞌa eḡe ihiꞌuma, raenaꞌa, 'Zuhiꞌa Boro, Zuhiꞌa Boro, emeꞌe ḡae nio Badiꞌa ḡoere ihozido, zu ḡae nio vine sauꞌa hegoze buzido zu ḡae nio gigiꞌa haḡaiḡa ḡehaḡa haḡaido'. 
MAT.7.23	ꞌOugine, eḡeꞌa dehene ziꞌuma, raenaꞌa, 'E zaꞌe mene ederiro. Za, haḡai sauꞌa azaḡa, eḡe mazaonoꞌo vaḡinoꞌi.'
MAT.7.24	Eḡe ḡoere egadu haḡaeꞌeteꞌe vazeḡaꞌe huhuzaḡa. Aniꞌe vatava rana neḡa ogoraroteꞌe vazeḡa heuḡa. 
MAT.7.25	Iruguꞌa ruꞌanadu zobozoboꞌa bororarotene ebu zavara boroꞌa feuradu neḡa beirotene, eꞌe neḡaꞌe mene higaro, mazaḡa vatava rana ogoraro. 
MAT.7.26	U eḡe ḡoere egadu mene haḡaeꞌeteꞌe vazeḡaꞌe hahizaḡa. Aniꞌe niꞌuri rana neḡa ogoraroteꞌe vazeḡa heuḡa. 
MAT.7.27	Iruguꞌa ruanadu zobozoboꞌa bororarotene ebu zavara boroꞌa feuradu neḡa beirotene, eꞌe neḡa higau bauradu fatariro.”
MAT.7.28	Iesuꞌa eꞌe ḡoeꞌa niduꞌa hauḡirotene, vaze ḡuḡuvaḡaniꞌa ane ihore uꞌano zaguzagaro. 
MAT.7.29	Mazaḡa Mose goro ḡoeꞌa ihozeꞌeteꞌe azaḡa teige mene ihoziro, rehano Badiꞌa gigiꞌa hina ihoziro.
MAT.8.1	Iesuꞌa maḡanonoꞌo ovairotene, vaze ḡuḡuvaḡaniꞌa ane hegote onamiro. 
MAT.8.2	Lefera vazeḡa ꞌahoganiꞌa ani vaḡe onairo, ebu ane zamao obena hina tuḡadu niro, raenaꞌa, “Zuhiꞌa Boro, ḡa uratoꞌidene faihoꞌi!” 
MAT.8.3	Iesuꞌa ꞌevoꞌa einadu vaze eꞌe oboniro, ebu raenaꞌa, “E urateꞌohe. Ḡae manoroꞌi!” ꞌOugadu lefara eꞌeꞌa zogone dauḡiro. 
MAT.8.4	Ebu Iesuꞌa ninaꞌa, “Vaze ꞌahoga ago noꞌi. Rehano dibuꞌo vazeḡa vaḡe onamadu ahiꞌo ihonoꞌi!
MAT.8.5	Iesuꞌa Kaperanauma neḡa boro diuḡirotene, Roma uti azaḡa ḡihiꞌa ꞌahoganiꞌa onaadu dananoga uminiro, 
MAT.8.6	raenaꞌa, “Zuhiꞌa Boro, eḡe tuḡure vazeḡa ꞌahogaꞌe ahiꞌa haganoga mene idaḡa radu neo bazeꞌohe. Ahiꞌaniꞌa giginadu ḡaniḡanau radiuꞌohe.” 
MAT.8.7	Iesuꞌa ninaꞌa, “Eḡeꞌa onamadu fainiꞌuma.”
MAT.8.8	Rehano uti azaḡa ḡihiꞌaniꞌa naenaeninaꞌa, “Zuhiꞌa Boro, eꞌe mene vaze manoḡa, eꞌanoꞌo ḡaeꞌa eḡe ne diuḡogaꞌe mene manoḡa. Rehano ḡoere daꞌo roꞌi, ꞌougine eḡe tuḡure vazeḡaꞌe manoriꞌuma. 
MAT.8.9	Mazaḡa eꞌe zuni vaze ꞌahoga ꞌuꞌuḡano gaueꞌohe, zu eḡe uti azaḡaꞌe eḡe ꞌuꞌuḡano gaueꞌohe. Eḡeꞌa vaze ꞌahi ninaꞌa, 'Onamoꞌi' reine, aniꞌe onameꞌohe, ebu ꞌahoga omo ninaꞌa, 'Aroꞌi' reine, aniꞌe areꞌohe. Eḡeꞌa eḡe tuḡure vazeḡa ꞌahoga ninaꞌa, 'ꞌAdi haḡaoꞌi' reine, aniꞌe haḡaeꞌohe.”
MAT.8.10	Iesuꞌa eꞌe ḡoeꞌa igirotene zaguzagaro, ebu ani hegotiroteꞌe azaḡa ziro, raenaꞌa, “Eḡeꞌa hube hune ziꞌohe, Badiꞌa mazao ꞌahige fie gigaruꞌeteꞌe vazeḡaꞌe Isaraela azaḡa zamaḡano ize mene horoneha! 
MAT.8.11	E ziꞌohe, Iuda mene azaḡa ḡehaḡaniꞌa madaꞌa iteꞌeteꞌe moneonoꞌo zu madaꞌa zubureꞌeteꞌe moneonoꞌo onaiꞌuma, ebu Badiꞌaꞌa ibitohauꞌeteꞌe zamaḡano Aberahamo, Isako zu Iakobo teite ehoradu ogau tiburaꞌuma. 
MAT.8.12	Rehano Iuda azaḡa, Badiꞌaꞌa ibitoziniꞌohe rae zamarirotaꞌaꞌe, enona mae feuzadu uzabo zamaḡano radiꞌuma. Ze eꞌea niaꞌuma zu ḡononeze atitiꞌuma.”
MAT.8.13	Ebu Iesuꞌa uti azaḡa ḡihiꞌaḡa niro, raenaꞌa, “Onamoꞌi. Ḡaꞌe eḡe mazao fieꞌeteꞌe teige, ḡae tuḡure vazeḡaꞌe manoriꞌuma.” Aniꞌa ꞌouge reirotene madaḡano tuḡure vazeḡa eꞌe manoriro.
MAT.8.14	Ebu Iesuꞌa Petero ne diuḡirotene Petero emoḡa roḡaeḡaꞌe uginadu baze radoga horoniro. ꞌAhiꞌaꞌe gigiꞌa bagaḡa. 
MAT.8.15	Iesuꞌa roḡae ꞌevoꞌa obonadu ahiꞌa gigiꞌa ꞌai dauḡiro. Ebu ani iḡunadu Iesu veize ogomu ḡorohe haro.
MAT.8.16	Ḡoravareꞌeteꞌe zamaḡano, vine sauꞌaniꞌa ragano reiroteꞌe azaḡa ḡehaḡa Iesu vaḡe tutuze onairo. Aniꞌe ḡoere hina vine sauꞌa hegoze buziro ebu ugi azaḡa niduꞌa faiziro. 
MAT.8.17	Aꞌe peroveta vazeḡa Isaiaꞌa Badiꞌa ḡoere reiroteꞌeꞌa hudaro, raenaꞌa,
MAT.8.17	“Ani emeḡe gigiꞌa meiro ebu emeḡe ugi mae vaḡiniro.”
MAT.8.18	Iesu vaze ḡuḡuvaḡaniꞌa ane mazao nuꞌoru radoga horozirotene, ane tahiꞌatahiꞌa ziro, raenaꞌa, “Duꞌura moneafa fare onamihi.” 
MAT.8.19	Eꞌe madaḡano Mose goro ḡoeꞌa ihozeꞌeteꞌe vazeḡa ꞌahoganiꞌa Iesu vaḡe onaadu niro, raenaꞌa, “Ihore vazeḡa, ḡaeꞌa noꞌe onamine, e ḡae hegotiꞌuma.” 
MAT.8.20	Iesuꞌa naenaeninaꞌa, “Butu ḡuniḡaꞌe bazuni habaꞌazeta, ebu hitana niniḡaꞌe nezeta. Rehano eḡe, Vaze Ubuḡaꞌe bazunihe habaꞌaꞌe oꞌoꞌa.”
MAT.8.21	Iesu tahiꞌa ꞌahoganiꞌa niro, raenaꞌa, “Zuhiꞌa Boro, e geno mamahe guri onamihi.” 
MAT.8.22	Rehano Iesuꞌa ninaꞌa, “Ḡaꞌe eḡe hegotoꞌi. Vine ruga azaḡaniꞌa rune azaḡa ḡuriꞌuma.”
MAT.8.23	Ebu Iesuꞌa ḡasio tirirotene, ane tahiꞌatahiꞌaꞌa ani hegote tiriro. 
MAT.8.24	Eꞌe enogano, zavara boroꞌa duꞌurao feuriro ebu saꞌuꞌa ḡasio kafere diuḡiro. Rehano Iesu baze radiro. 
MAT.8.25	Eꞌanoꞌo zeꞌa ane vaḡe onamadu evaniro, raenaꞌa, “Zuhiꞌa Boro, emeḡe ḡabofoꞌi! Eme nariga zubureꞌohe!”
MAT.8.26	Ebu aniꞌa naenaezinaꞌa, “Za nougadu rihauꞌohe? Zaꞌe Badiꞌa mazao fieꞌetaꞌaꞌe komeꞌa!” Ebu ani iḡunadu zavara zu saꞌu roziro. ꞌOugirotene, zavara zu saꞌuꞌe roḡeru hauḡiro.
MAT.8.27	Iesu tahiꞌatahiꞌaꞌa zaguzagaro, raenaꞌa, “Vaze ꞌahiꞌe nagi vaze? Zavara zu saꞌuꞌa ane ḡoere egohuꞌohe.”
MAT.8.28	Iesuꞌa duꞌura moneafa, Gadara habaꞌano feurirotene, vine sauꞌaniꞌa ragano reiroteꞌe vazeḡa ꞌaheuꞌa idu habaꞌanonoꞌo onaadu Iesu hidiro. Zamaze ufeta ḡugiꞌeta ꞌahine, eꞌe ibiḡano vazeꞌa onamoga mene idaḡa reiro. 
MAT.8.29	Ebu ze ḡihau bagaḡa ani ḡoreniro, raenaꞌa, “Badiꞌa ubuga! Ḡaꞌe emeḡe mazao nagini urateꞌohe? Ḡaꞌe, kota madaḡa ḡonaga ꞌizema mougano, aduga rifoga veize emeḡe vaḡe onahehe?”
MAT.8.30	U tahiḡa faḡano aba ḡehaḡaniꞌa ogau radiunu. 
MAT.8.31	Ebu vine sauꞌaniꞌa Iesu uminiro, raenaꞌa, “Ḡaeꞌa eme hegofe bufoꞌidene, aba ḡuḡuvaḡa ꞌomo mazao tuḡufoꞌi.” 
MAT.8.32	Ani vine sauꞌa zinaꞌa, “Onamoꞌi!” ꞌOuge reirotene, ze vaze ꞌaheu mazaonoꞌo buanadu aba zamaḡano diuḡiro. Ebu aba eꞌe niduꞌa maḡa gagagaꞌonoꞌo dure ovoadu duꞌurao diuḡiro ebu hunuhune rudaro. 
MAT.8.33	ꞌOugadu aba taufeꞌeteꞌe azaḡaꞌe dure neze onamiro, ebu vine sauꞌaniꞌa ragano reiroteꞌe azaḡa mazao naginiꞌa fureraroteꞌe hariḡa niduꞌa meꞌodoziniro. 
MAT.8.34	Ebu eꞌe neḡa azaḡa niduꞌaniꞌa buanadu Iesu hidoga veize onairo. Ze Iesu hidirotene, aniꞌe zeḡe habaꞌanonoꞌo vaḡinoga uminiro.
MAT.9.1	Iesuꞌa ḡasio tiradu duꞌura moneafa fariro ebu aneꞌa radiunuteꞌe neḡa boro Kaperanauma bare onamiro. 
MAT.9.2	Ebu vaze nuꞌa ahiꞌa mene haganeꞌeteꞌe vazeḡa faratao bazune teadu ani vaḡe herate onairo. Zeḡeꞌa Iesu mazao fieꞌeteꞌe Iesuꞌa horonirotene, ahiꞌa mene haganeꞌeteꞌe vazeḡa niro, raenaꞌa, “Ubude, zamaḡo rinedoꞌi. Ḡae sauꞌa ꞌai aḡutu modeha.” 
MAT.9.3	ꞌOugirotene, Mose goro ḡoeꞌa ihozeꞌeteꞌe azaḡa nuꞌe zeḡeꞌa bare zamariro, raenaꞌa, “Vaze ꞌadiꞌe ane bare Badiꞌa rae rahehe? Badiꞌa ni rae sausauneꞌohe!”
MAT.9.4	Iesu ani zeḡeꞌa nagini zamareꞌeteꞌe ederadu ziro, raenaꞌa, “Nougadu za zamarone sauꞌa zamareꞌohe? 
MAT.9.5	Ani mazao nougenouge nine, ufiḡa? 'Ḡae sauꞌa ꞌai rae modeha' rae niꞌeteꞌe ga 'Iḡunadu onamoꞌi' rae niꞌeteꞌe? 
