MAT.1.1	Kyeka mankombo ma ɓankɔkɔ ɓa Yesu-Klisto: Yesu ali nkɔkɔ wa Davidi, na nkɔkɔ wa Abalayama.
MAT.5.20	Na wɔ na ɓɛ̀ɛ, luka ikumola Ŋwaphongo ileka ɓookomokumole ɓateye ɓa mibeko na Ɓafalisayi, ɓo phe, otoonyɔlɔ o ɓokonzi pha ikolo.»
MAT.5.21	«Waunva oka ewɔlɛ ya ɓankɔkɔ kyewɔ ɓoɓo: “Sa ɓoma moto; moto ooɓomi moto, ɓateni ɓa malombe ɓaamosambisa.” 
MAT.5.22	Kasi nga na wɔ na ɓɛ̀ɛ ɓoɓo: Moto munsɔ ookyesi nwɛbi yɔ, ɓateni ɓa malombe ɓaamosambisa. Ka ootosi nwɛbi oɓokye: “Ebubusi!” ikyita siinɛnɛ sa ɓanganga ɓa Ŋwaphongo saamosambisa. Owa mowɔɔ na nwɛbi nɛ yokye: “Alemana!” eɓɔngyi oɓokye ɓamovakye o ŋwenya ŋwa lifelo. 
MAT.5.23	Ɓokokyɛ o mesa ma Ŋwaphongo phɔ ya ikyɛ mophɛ iɓonza, ɓo omɔ okyɛ umunya oɓokye oli na lowɔɔ na nwɛbi na wɛ, 
MAT.5.24	langya iɓonza sa wɛ imbale ya mesa ma maɓonza, kyɛndɛ naino okyɛ ɓɔngyɛ na nwɛbi na wɛ, emba ombe ya ambya iɓonza sa wɛ oka Ŋwaphongo. 
MAT.5.25	Ɓo moto aephundi, ɓo ɓɛ́ɛ nɛ kombe kyɛndɛ oka ɓa zuzi, ɓɔngya nɛ wataaɓa ɓɛ̀ɛ o nzela. Ɓo phe, moto mɛ amoeyambya oka ɓa zuzi, ɓamoetoma oka ɓatuluku phɔ ɓaenyɔsa o bɔlɔkɔ. 
MAT.5.26	Nde phɛlɛ na wɔ na wɛ: Otootɔkɔlɔ o bɔlɔkɔ tee nɔnɔ waamophuta wɛ mbɔngɔ ya wɛ esɔ.»
MAT.5.27	«Waunva oka ɓawɔ ɓoɓo: “Sakyela phemba na ŋwaŋwasi wa moto.” 
MAT.5.28	Kasi nga na wɔ na ɓɛ̀ɛ ɓoɓo: Moto munsɔ ookyekyi ŋwaŋwasi wa nwɛbi phɔ ya imooka phowa, ambokyela nɛ phemba o ndondo yɛ. 
MAT.5.29	Ɓo ziyo sa wɛ saa ɓoloo si etome o ikyela ɓoɓe, osiphɛngɔlɔ, osivakye itakye. Elekyi ɓolaa phɔ ya wɛ ibungya enango yɔnɔyɔ ya nzoto ya wɛ na oɓokye ɓaevakye muwosi o lifelo. 
MAT.5.30	Ɓo eɓɔkɔ ya wɛ eya ɓoloo kyeetome o ikyela ɓobe, oetene, oevakye itakye. Elekyi ɓolaa phɔ ya wɛ iɓungya enango yɔnɔyɔ ya nzoto ya wɛ na oɓokye okyɛ muwosi o lifelo.»
MAT.5.31	«Ɓakulaka wɔ ɓoɓo: “Ɓo lele alɛ ŋwasi wɛ, asengyesi oɓokye amokomele mokanda moimole oɓokye ɓolonga ɓowee.” 
MAT.5.32	Kasi nga nawɔ na ɓɛ̀ɛ ɓoɓo: Moto munsɔ ookolɛ ŋwasi wɛ, ɓoteeɓe phɔ ya miɓeko misuu miikatele ɓolonga mɛ oɓokye ɓowe phe, mɛna atomise ŋwaŋwasi mɛ ikyela ɓaphemba. Ka moto owamolonga ŋwaŋwasi wa ndenge mɛna, akyesi phemba.»
MAT.5.33	«Wakulaka oka oɓokye ɓawɔkɔ na ɓankɔkɔ ɓa ɓanga ɓoɓo: “Sakata seleka ya ɓɔlɛ. Kasi kyela maphɔɔ masɔ malakyi wɛ ɓookatakyi wɛ seleka o ɓoo pha Nkolo.” 
MAT.5.34	Kasi nga nawɔ na ɓɛ̀ɛ ɓoɓo: Sakata seleka nɔnɔ ŋwana ɓokyii ɓoɓo. Eɓe na nkombo ya ikolo, phɔ ikolo eli eziye ya Ŋwaphongo. 
MAT.5.35	Naa na nkombo ya munse, phɔ muse eli elele ekye tɛyɛ yo makolo mɛ, naa na nkombo ya Yelusalɛmɛ, phɔ Yelusalɛmɛ eli mokyisi ŋwa Mokonzi munɛnɛ. 
MAT.5.36	Sakata seleka na moto ŋwa wɛ, phɔ tokokyi ibuya suwe ya wɛ ntane naa nsindo. 
MAT.5.37	Ɓo ɛɛ, wɔ oɓokye: “Ɛɛ”. Ɓo phe, wɔ oɓokye: “Phe”. Maphɔɔ masɔ maɓakya ɓɛ̀ɛ o maamana maute na Molemba.»
MAT.5.38	«Waoka ɓawɔkɔ ɓoɓo: “Ziyo phɔ ya ziyo; zino phɔ ya zino.” 
MAT.5.39	Kasi nga na wɔ na ɓɛ̀ɛ ɓoɓo: Ɓo moto akyesi ɓoɓe, samoɓuyisa ɓoɓe. Ɓo moto aewandi engyete o itama sa ɓoloo, kula mophɛ saa ɓowɛɛ. 
MAT.5.40	Ɓo moto kalukye iyekamba o ɓaloo phɔ ya iyeɓɔlɔlɔ simisi, omolɛlɛ na muna munkoto. 
MAT.5.41	Ɓo moto aeyongyi na ɓokusi ikyɛ moika o eɓonga, kula lekana nɛ itakye na eɓonga. 
MAT.5.42	Ɓo moto aeyongyi ekpele, omophɛ; ɓo azingyi iɓeka na wɛ, omoɓekya.»
MAT.5.43	«Waoka ɓawɔkɔ ɓoɓo: “Zinga nwɛbi na wɛ, ina munguna ŋwa wɛ.” 
MAT.5.44	Kasi nga na wɔ na ɓɛ̀ɛ ɓoɓo: Zinga ɓanguna ɓa ɓɛ̀ɛ, ɓɔndɛlɛ phɔ ya bato ɓaenyɔkɔlɔ. 
MAT.5.45	Emba waamba ɓaa ɓakolo ɓana ɓa Ango wa ɓɛ̀ɛ Ooli o ikolo. Phɔ katɔkɔlɔ moo nwɛ na phɔ ya ɓato ɓaaɓe na phɔ ya ɓato ɓaala. Kanɔya mbula phɔ ya ɓato ɓakyele ɓolaa na phɔ ya ɓato ɓakyele ɓoɓe. 
MAT.5.46	Ɓo kozingye nde ɓato ɓaezingye, mbano ye eyamozwa ɓɛ̀ɛ oka Ŋwaphongo? Na ɓaphutise ɓa mputi ɓakyele ɓomɔ! 
MAT.5.47	Ɓo koɓeya nde ɓana nyango na ɓɛ̀ɛ, mɛna o kyesi lowɔ lolekyi? Phe! Na ɓato ɓate ɓaebe Ŋwaphongo ɓakyele nde ɓomɔ! 
MAT.5.48	Ɓɛ̀ɛ ɓa ɓato ɓaala ɓoli Ango wa ɓɛ̀ɛ owa ikolo molaa.»
MAT.6.1	«Kyeɓa na ndengye ekyekyelele ɓɛ̀ɛ Ŋwaphongo. Samokyelela o miyo ma ɓato oɓokye ɓaewɛnɛkye. Ɓo phe, otozwe mbano oka Angɔ wa ɓɛ̀ɛ oli o ikolo. 
MAT.6.2	Waa kaɓele wɛ moɓola ekpele, sakyela oɓokye ɓato ɓaewɛnɛ ɓokyele ɓanyamaɓɔlɛ o mangambi ma makyita na o nsɔngɔ phɔ ɓato ɓaɓakumisa. Nde phɛlɛ, nawɔ na ɓɛ̀ɛ ngakye: Ɓaambozwa mbano ya ɓɛ. 
MAT.6.3	Kasi ɓo eɓɔkɔ ya wɛ eya ɓoloo kyekaɓele moɓola, kyela oɓokye eɓɔkɔ ya wɛ eya ɓowɛɛ saeɓa. 
MAT.6.4	Phɔ ikaɓo sa wɛ siɓee miiɓombo; emba Ɔngɔ okowɛnɛ maphɔɔ maɓombama amoeyuma.»
MAT.6.5	«Ɓo koɓɔndɛlɛ, sa ɓaa ya ɓato ɓa ɓɔɔlɛ; ɓazingye ikyemitɛmɛ o mangambi ma makyita na o nsɔngɔ phɔ ya iɓɔndɛlɛ phɔ ɓato ɓasɔ ɓaɓawɛnɛ. Nde phɛlɛ, nawɔ na ɓɛ̀ɛ; ɓaambozwa mbano ya ɓɛ. 
MAT.6.6	Kasi iwɛ, ɓokolukye iɓɔndɛlɛ, nyɔlɔ o kolale wɛ, ziɓa ekomba, ɓɔndɛlɛ Ɔngɔ oli o elele mɛ eya iɓombo, yo okowɛnɛ isɔ ikyikyele wɛ miiɓombo amoephɛ mbano. 
MAT.6.7	Wa ɓɔndɛlɛ ɓɛ̀ɛ Ŋwaphongo, sa wɔ maphɔɔ maikye ndokolo ɓato ɓate ɓaeɓe Ŋwaphongo; ɓaumunya oɓokye Ŋwaphongo aaɓaoka nde ɓo ɓawɔɔ na ɓoikye. 
MAT.6.8	Sakyela ya ɓɛ, phɔ Ŋwaphongo, ango wa ɓɛ̀ɛ, kaeɓe iwaa iisengyesi na ɓɛ̀ɛ, ɓɛ̀ɛ naino sataa iyonga.
MAT.6.9	Kyeka ɓosengyesi ɓɛ̀ɛ iɓɔndɛlɛ:
MAT.6.9	“Ango wa ɓanga ooli o ikolo,
MAT.6.9	nkombo ya wɛ eɓe esantu.
MAT.6.10	Ɓokonzi pha wɛ ɓoyee;
MAT.6.10	mokano ŋwa wɛ mokyelame wawa o se ndokolo ɓokokyelame wango o ikolo.
MAT.6.11	Olophɛ lɔlɔ ntoma iikokyi.
MAT.6.12	Ololimbisa ɓobe ɓookyesi ɓanga
MAT.6.12	nde ɓokolimbisa ɓanga ɓɛbi ɓoɓe ɓolokyesi ɓɛ.
MAT.6.13	Salokamba o bimekyi;
MAT.6.13	kasi olobikya o nsɛɛ ya Molemba. [Phɔ ɓokonzi, mwiya na nkyɛmɔ ili ya wɛ ɓoɓɛlɛ na ɓoɓɛlɛ. Amɛ.]”»
MAT.6.14	«Phɔ, ɓokolimbisa ɓɛbi ɓoɓe ɓoekyesi ɓɛ, Ango wa ɓɛ̀ɛ ooli o ikolo amoelimbisa mɛ. 
MAT.6.15	Kasi ɓo olɛɛ ilimbisa ɓɛbi ɓoɓe ɓoekyesi ɓɛ, Ango wa ɓɛ̀ɛ etaelimbisa ɓoɓe ɓookyesi ɓɛ̀ɛ mɛ.»
MAT.6.16	«Waamiime ɓɛ̀ɛ ntoma, samikyela ngɔngɔ ɓokokyele ɓanyamaɓɔlɛ, ɓakangye maɓoo ma ɓɛ́ɛ phɔ ɓato ɓasɔ ɓawɛnɛ oɓokye ɓamiimi ntoma. Nde phɛlɛ, na wɔ na ɓɛ̀ɛ, ɓaambozwa mbano ya ɓɛ. 
MAT.6.17	Kasi wɛ, ɓo omiimi ntoma, kunyola ɓoo pha wɛ, ɓɔngya suwe na ɓolaa. 
MAT.6.18	Phɔ ɓato saeɓa oɓokye omiimi ntoma; moto owaaloeɓa nde Ɔngɔ ooli o elele ya iɓombo. Emba Ɔngɔ ookowɛnɛ maphɔɔ maali o maɓombo, amoephɛ mbano.»
MAT.6.19	«Sa ɓomba ezwele o mokyisi mumu. O mokyisi mumu, munsɛ na maɓembe ɓamoeyɔtɔ, ɓaibi ɓamobuka maphungola phɔ ya ieyiɓa. 
MAT.6.20	Kasi ɓomba ezwele nde o ikolo oka Ŋwaphongo. Phɔ omɔ tewali munsɛ, maɓembe ma iyɔtɔ mbolo temali, na ɓaibi ɓaibuka mangambi teɓali. 
MAT.6.21	Phɔ elele eli ezwele ya wɛ, ndondo ya wɛ elangyi nde omɔ.»
MAT.6.22	«Miyo mali tala ya nzoto; ɓo miyo ma wɛ mali na ɓolaa, nzoto moɓimba ya mowɛnɛ saa, 
MAT.6.23	Kasi ɓo miyo ma wɛ mali na ɓolɔsi, nzoto ya wɛ mobimba yamoɓaa o enzɔmbi, otoowɛnɛ ekpele. Nde ɓomɔ, ɓo tala eeli o ndondo ya wɛ ebuto enzɔmbi, enzɔmbi mɛ yamoɓa ekusi koleka.»
MAT.6.24	«Moto mɔnɔmɔ takokyi iɓaa moombo wa ɓankolo ɓaɓale; naa amoina mɔnɔmɔ, amba zinga oomoyɔkɔ, naa amotosa mɔnɔmɔ amba tiyola oomoyɔkɔ. Tokokyi iɓaa na mbala yɔnɔyɔ moombo wa Ŋwaphongo na moombo wa ɓaphalanga.»
MAT.6.25	«Yango mɛna na wɔ na ɓɛ̀ɛ ngakye: Samitungyisa phɔ ya izaa na inywaa iisengyesi na ɓɛ̀ɛ phɔ ya ibika, naa phɔ ya bitobu biisengyesi na ɓɛ̀ɛ phɔ ya nzoto. Ɓomɔɔ teɓoolekye ntoma? Nzoto te iilekye bitobu? 
MAT.6.26	Kyeka manyɔsi, teɓaaphikye, teɓaanɔkɔ mbuma phɔ ya iɓomba o mampɛndɛ kasi Ango wa ɓɛ̀ɛ ooli o ikolo kaɓazeya. Emba ɓɛ̀ɛ toolekye manyɔsi? 
MAT.6.27	Na ɓo omitungyise ndengye'ye, nzaa onte ya ɓɛ̀ɛ akokyi iɓakya nɔnɔ mokɔlɔ mɔnɔmɔ o ɓomɔɔ phɛ? 
MAT.6.28	Ka phɔ ya'ye komitungyisa phɔ ya bitobu? Kyeka ndengye ekyetɔkɔlɔ ɓa phulɛlɛ o manzaɓi; ɓɛ́ɛ teɓaakyele na etoma, teɓaaɓambe na bitobu. 
MAT.6.29	Kasi na wɔ na ɓɛ̀ɛ, eɓe na Salomo, na ezwele yɛ esɔ, taikaka lata na bitobu biila koleka phulɛlɛ nɔnɔ yɔnɔyɔ. 
MAT.6.30	Taaumunya nkata iili lɔlɔ o inzabi, yana ɓakokyi iitumba o ŋwenya. Emba ɓo Ŋwaphongo ailasee ɓaɓona, takokyi ilasa na ɓɛ̀ɛ? Phɔ ya'ye ianola sa ɓɛ̀ɛ sili sikyikyi? 
MAT.6.31	Sa mitungyisaka na iwɔ oɓokye: “Tomoza iye? Tomunywa iye? Tomolata iye?” 
MAT.6.32	Kyemitungyisa na iluka isɔ miina nde ɓato ɓaate ɓaeɓe Ŋwaphongo. Kasi Ango wa ɓɛ̀ɛ oli o ikolo kaeɓe oɓokye osengyesi na yango. 
MAT.6.33	Taaluka phanza Ɓokonzi pha Ŋwaphongo na ikyela maphɔɔ maazingye yo. Emba amba ephɛ isɔ iyɔkɔ iisengyesi na ɓɛ̀ɛ. 
MAT.6.34	Sa mitungyisa phɔ ya yana, yana yango mampeza yaamitungyisa na maphɔɔ ma yango. Mokɔlɔ na mokɔlɔ moli na nkaka iikokyi na ŋwango.»
MAT.7.1	«Satena ɓolombe mi moɓesi ŋwa moto, phɔ Ŋwaphongo nde aetenesi ɓolombe mi moɓesi ŋwa ɓɛ̀ɛ. 
MAT.7.2	Phɔ Ŋwaphongo amoekyeka ɓookokyekye ɓɛ̀ɛ ɓɛbi, amoekyela ɓoɓe naa ɓolaa nde ɓookokyele ɓɛ̀ɛ ɓɛbi. 
MAT.7.3	Phɔ ya'ye kowɛnɛ mungalala mooli o ziyo sa nwɛbi na wɛ kasi toowɛnɛ iɓaya siili o ziyo sa wɛ? 
MAT.7.4	Kowɔ na nwɛbi na wɛ oɓokye: “Lɛ naemanya mungalala mooli o ziyo sa wɛ.” Okokyi iwɔ ɓaɓona ndengye'ye phɔ o ziyo sa wɛ iɓaya silii, kasi kosiwɛnɛ nde pha. 
MAT.7.5	Nyaɓɔɔlɛ, taamanya phanza iɓaya siili o ziyo sa wɛ, waamba wɛnɛ na ɓolaa phɔ ya imanya mungalala mooli o ziyo sa nwɛbi na wɛ. 
MAT.7.6	Saphɛ manva mbolo iisantu, phɔ makokyi iyekpana ietwa; savaka ɓayaka ɓa motuya o ɓoo pha mangulu, phɔ nde ɓaɓakyiti.»
MAT.7.7	«Onga ɓamoephɛ, luka wamozwa, komola moziɓo ɓamoeziɓola. 
MAT.7.8	Phɔ moto munsɔ okoongye ɓamophɛ, ookolukye kazwe na ookokomole moziɓo ɓamoziɓole. 
MAT.7.9	Nzaa onte ya ɓɛ̀ɛ ookokyi iphɛ ŋwana wɛ iɓanga ɓo amoongyi ipa? 
MAT.7.10	Naa nzɔɔ ɓo amoongyi swe? 
MAT.7.11	Ɓo ɓɛ̀ɛ ɓato ɓaɓe koeɓe iphɛ ɓana ɓa ɓɛ̀ɛ mbolo iindaa, emba na Ango wa ɓɛ̀ɛ oli o ikolo takokyi iephɛ mbolo iilekyi ɓolaa ɓoomongyi yango? 
MAT.7.12	Isɔ ikyizingye ɓɛ̀ɛ oɓokye ɓaekyelele yango, na ɓɛ̀ɛ oikyelele ɓɛbi, kyeka iikyiloteya miɓeko ma Mose na nkanda ya ɓaimosi.»
MAT.7.13	«Nyɔlɔ o moziɓo mookyikyi! Phɔ moziɓo ŋwa inyɔlɔ o mokyisi ŋwa ɓawee moli munɛnɛ ná nzela ekyekyɛndɛ omɔ teeli na nkamba. Yango mɛna ɓato ɓaikye ɓaeɓengye. 
MAT.7.14	Kasi moziɓo ŋwa inyɔlɔ o mokyisi ŋwa ɓato ɓali na ɓomɔɔ, moli mokyikyi, ná nzela ekyekyɛndɛ omɔ eli na mpika. Yango mɛna ɓato ɓaezwe teɓali ɓaikye.»
MAT.7.15	«Nde kokyeɓe na ɓaimosi ɓa ɓɔlɛ! Ɓaye oka ɓɛ̀ɛ ɓalati lopho la mpate nzuka o motema nde mangɔɔ. 
MAT.7.16	Waaɓaeɓa na moɓesi ŋwa ɓɛ. Teɓaimbe mbuma ya vinyɔ mi nkaa naa mbuma ya fige mi ŋwete ŋwa milɔ. 
MAT.7.17	Ŋwete molaa moɓote mbuma ndaa, ŋwete mooɓe moɓote mbuma mbe. 
MAT.7.18	Ŋwete moola temokokyi iɓota mbuma iimbe naa ŋwete mooɓe temokokyi iɓota mbuma iindaa. 
MAT.7.19	Ŋwete munsɔ moote moɓote mbuma ndaa, ɓaamokpɛtɛ, ɓaamovaka o ŋwenya. 
MAT.7.20	Yango mɛna, wamoeɓa ɓaimosi ɓa ɓɔɔlɛ na moɓesi ŋwa ɓɛ.»
MAT.7.21	«Teli ɓaawɔ na nga oɓokye: “Nkolo, Nkolo”, ɓaamunyɔlɔ o Ɓokonzi pha ikolo, kasi nde ɓaakyele maphɔɔ maazingye Tata oli o ikolo. 
MAT.7.22	Mokɔlɔ ŋwa moya sambisa nga mokyisi, ɓato ɓaikye ɓa mowɔ na nga ɓɛkye: “Nkolo, Nkolo, toɓaka ɓaimosi na nkombo ya wɛ. Totɔkɔlɔkɔ malɔɓɔ maɓe na nkombo ya wɛ; tokyelaka bilekyesako biikye na nkombo ya wɛ.” 
MAT.7.23	Kasi nga namba wɔ na ɓɛ̀ɛ ngakye: “Sieyeɓe, mana o ɓoo pha nga ɓɛ̀ɛ ɓato ɓaɓe!”»
MAT.7.24	«Yango mɛna, moto munsɔ ookyi mateya ma nga ambi na matosa, ali ndokolo moto wa malondo ootongyi ingambi sɛ o ikolo sa maɓanga. 
MAT.7.25	Mbula enɔ, maa matondi, ewɛlɛ ekusi enyingyinye ingambi, tesiikyi uuwa phɔ ɓasitonga o ikolo sa maɓanga. 
MAT.7.26	Kasi moto munsɔ okookye mateya ma nga taambe na matosa, ali ndokolo ebubusi ootongyi ingambi sɛ o ikolo sa musɛngyɛ. 
MAT.7.27	Mbula enɔ, maa matondi, ewɛlɛ ekusi enyingyinye sina ingambi, siuwo sisɔ sisɔ.»
MAT.7.28	Waunva Yesu mateya mamana, ɓato ɓasɔ ɓakamwaka na moteyesi nwɛ. 
MAT.7.29	Phɔ taikaka ɓaa kateya ya ɓateye ɓa miɓeko, kasi kateya na ɓokonzi ɓosɔ.
MAT.8.1	Waaɓa Yesu kaute o ngomba, ɓato ɓaikye ɓaamba ya moɓenga. 
MAT.8.2	Emba moto mɔnɔmɔ oli na ɓolɔsi pha maɓa amba ya waali yo, aesi ya kusama o ɓoo phɛ, amba wɔ nɛ yokye: «Nkolo, ɓo ozingyi okokyi iimbikya.» 
MAT.8.3	Yesu amba ya elola eɓɔkɔ, amokumi, amba ya wɔ yokye: «Nazingyi, bika!» Nde mina wamɔ, maɓa mɛ mamani. 
MAT.8.4	Yesu amba ya wɔ nɛ yokye: «Oka na ɓolaa! Saika loimola moto, kasi kyɛndɛ kyɛmiteya oka nganga ya Ŋwaphongo, oambya na ikaɓo ɓo wa wɔ Mose; phɔ ya iwɛninya oka ɓato ɓasɔ oɓokye obikyi phɛlɛ.»
MAT.8.5	Waaɓa Yesu kanyɔlɔ o Kapalanauma, mokonzi ŋwa ɓatuluku ɓa Loma amba yaa ooli yo, amba ya nyingonela nɛ ɓoɓo: 
MAT.8.6	«Nkolo, moto wa etoma wa nga alangyi o ingambi, taakokye ikula tambula, ali na ɓolɔsi ɓoikye.» 
MAT.8.7	Yesu amba ya wɔ nɛ yokye: «Nakyɛndɛ, namokyɛ mobikya.» 
MAT.8.8	Mokonzi ŋwa ɓatuluku amba moɓuyisa yokye: «Nkolo, nga nali nza oɓokye onyɔlɔ o ingambi sa nga? Kasi wɔ nde lowɔ lɔnɔlɔ, moto wa etoma wa nga amobika. 
MAT.8.9	Phɔ nga natosa ɓakonzi ɓa nga; nali na ná ɓatuluku ɓaantosa. Ɓo na wɔɔ na mɔnɔmɔ ngakye: “Kyɛndɛ!” kakyɛndɛ, ɓo na wɔɔ na oomoyɔkɔ ngakye: “Yaka!” kaye, na ɓo natomi moto wa etoma wa nga oɓokye: “Kyela ɓoɓo”, kakyele.» 
MAT.8.10	Waaoka Yesu ɓaaɓona, ambakamwa amba ya wɔ na ɓato ɓaaɓaka ɓamoɓengye yokye: «Nde phɛlɛ na wɔ na ɓɛ̀ɛ, naino siwɛni moto wa ianola ndengye eye onte ya ɓato ɓa Isalayɛlɛ. 
MAT.8.11	Na wɔ na ɓɛ̀ɛ ngakye: Ɓato ɓaikye ɓamouta biitɔkɔlɔ munyɛlɛ na biikyɛ waa munyɛlɛ, ɓamoyanyɔlɔ o ɓokonzi pha ikolo, ɓamozaa o esɛlɛkɔ elele yɔnɔyɔ na Abalayama, na Izake na ná Yakoɓo. 
MAT.8.12	Kasi ɓato ɓaaɓakyi ɓato ɓa Ɓokonzi pha ikolo, ɓaaɓavaka o iɓanda, o enzɔmbi, omɔ ɓamobutwa ilela na itwa mino.» 
MAT.8.13	Emba Yesu amba ya wɔ na mokonzi ŋwa ɓatuluku yokye: «Ɓutwa oka ya wɛ, phɔ ya ianola sa wɛ, Ŋwaphongo aephɛ isɔ imoongyi wɛ.» Nde o sina imbɛlɛ mɛ, moto wa etoma wa mokonzi ŋwa ɓatuluku abikaka.
MAT.8.14	Yesu amba ya kyɛndɛ o ingambi sa Petelo. Aesi ya kyɛ zwa nyango wa ŋwasi wa Petelo alangyi ali na mowɛwɛ. 
MAT.8.15	Amba mokuma na eɓɔkɔ, mowɛwɛ moesi ya mana, amba ya iŋwa abuto imokyelela. 
MAT.8.16	Waakoma nkɔnkɔlɔ, ɓamba yelela Yesu ɓato ɓaikye ɓaa malɔɓɔ maɓe. Yesu amba phaphala na mango, amba mitɔkɔlɔ, amba na bikya ɓato ɓasɔ ɓaaɓaka na malɔsi. 
MAT.8.17	Akyelaka maphɔɔ masɔ ɓaɓona phɔ ya ikokya maloɓa ma moimosi Isaya waa wɔ yo oɓokye:
MAT.8.17	«Akpe bilɛmɛ ɓa ɓanga,
MAT.8.17	anyanye na malɔsi ma ɓanga.»
MAT.8.18	Waawɛnɛ Yesu ɓato ɓaikye ɓamolungye, amba ya wɔ na ɓaekosi ɓɛ́ɛ yokye toakale o ngambo eyɔkɔ ya ebale. 
MAT.8.19	Nde o sina imbɛlɛ mɛ, moteye mɔnɔmɔ wa miɓeko amba yaa oli Yesu amba ya wɔ nɛ yokye: «Moteye, namoeɓenga mboka esɔ eya mokyɛndɛ wɛ.» 
MAT.8.20	Yesu amba mobuyisa yokye: «Manzumbu mali na bikakala, manyɔsi mali na mooɓo, kasi nga Ŋwana wa Moto sili na elele ya imilangya.» 
MAT.8.21	Mɔnɔmɔ na ɓaekosi ɓɛ̀ɛ amba ya wɔ nɛ yokye: «Nkolo, indɛ naingyele taakyɛ kunda tata.» 
MAT.8.22	Yesu amba ya mobuyisa yokye: «Imbengye, lɛ ɓawee na ɓawee ɓakundane.»
MAT.8.23	Ɓoɓɛlɛ Yesu amba ya kpela o vato ná ɓaekosi ɓɛ́ɛ ɓaamba yakyɛ nɛ molɔngɔ. 
MAT.8.24	Mbala yɔnɔyɔ Ewɛɛlɛ ekusi eesi yakyela o ebale, emba maa matati inyɔlɔ o vato. Kasi Yesu aɓaka na ebuu. 
MAT.8.25	Ɓaekosi ɓamba ya susinya waali yo, ɓaesi ya moumola ɓɛkye: «Nkolo olobikya, tomowaa!» 
MAT.8.26	Yesu amba ya ɓabuyisa yokye: «Ɓɛ̀ɛ koile iye? Iyanola sa ɓɛ̀ɛ sili sikyikyi!» Emba amba ya iŋwa, aesi ya phaphala na Ewɛɛlɛ na maa nɔnɔ waa ikala wango phio. 
MAT.8.27	Ɓɛ́ɛ ɓasɔ ɓakamwaka ɓɛkye: «Moto oyo ani ɓaa nzaa oɓokye Ewɛɛlɛ na kanda imotosa?»
MAT.8.28	Waakoma Yesu o ngambo ya ebale, o mokyisi ŋwa Gadara, ɓato ɓaɓale ɓautaka o malita, ɓatɔkɔsi ɓaesi ya vana nɛ. Ɓato mɛ ɓaɓaka na malɔɓɔ maɓe, ɓaɓaka ɓatɔmbɔ na ɓokusi; yango mɛna ɓato teɓakokaka ikula lekana mi nzela mɛ. 
MAT.8.29	Ɓato mɛ ɓamba ɓutwa iyaŋwana ɓɛkye: «Ŋwana wa Ŋwaphongo, ɓanga na wɛ lowɔ'ye? Ombo ya lotungyisa wawa naino imbɛlɛ mɛ sataa koka?» 
MAT.8.30	Ŋwana itakye na waali ɓɛ, ɓokanda pha mangulu phaɓaka ɓokyɛmizaa. 
MAT.8.31	Milimo miɓe mamba nyingonela na Yesu ɓoɓo: «Ɓoozingyi ilowiinya, olotome tokyɛ nyɔlɔ o mangulu mamana.» 
MAT.8.32	Yesu amba ya wɔ na ɓɛ̀ɛ yokye: «Kyɛndɛ kyɛ nyɔlɔ mi mɛ.» Milimo miɓe maamba tɔkɔlɔ oka ɓato ɓaaɓana, makyɛkyɛ nyɔlɔ o mangulu. Mbala yɔnɔyɔ, mangulu masɔ maesi ya uta o ngomba, makyɛ mivaka o ebale. 
MAT.8.33	Ɓato ɓaaɓaka ɓaɓanza mana mangulu ɓaesi ya lota nɔnɔ o lombo, ɓakyɛ imola maphɔɔ masɔ maalekaa na ɓato ɓaaɓaka na malɔɓɔ maɓe. 
MAT.8.34	Emba ɓato ɓasɔ ɓa mokyisi mɛ ɓamba tɔkɔlɔ phɔ ya ikyɛ vana na Yesu; waamowɛnɛ ɓɛ, ɓamba moonga oɓokye amane o mokyisi ŋwa ɓɛ̀ɛ.
MAT.9.1	Yesu amba kpela o vato, amba kula katisa ebale, aesi ya kyɛndɛ o mokyisi nwɛ. 
MAT.9.2	Ɓamba moyelela na moto mɔnɔmɔ owa ɔtɔnɔ makolo alangyi o itɔkɔ. Waawɛnɛ Yesu ianola sa ɓɛ, amba ya wɔ na moto owa ɔtɔnɔ makolo yokye: «Ŋwana wa nga ititala! Masumu ma wɛ malimbisami!» 
MAT.9.3	Emba ɓateye ɓa miɓeko ɓaamba ya butwa iwɔnɔ onte ya ɓɛ́ɛ ɓɛkye: «Moto oyo katole Ŋwaphongo!» 
MAT.9.4	Yesu aeɓaka maumunya ma ɓɛ́ɛ amba ya wɔ na ɓɛ́ɛ yokye: «Oli na maumunya maɓe o mandondo ma ɓɛ̀ɛ phɔ ya'ye? 
MAT.9.5	Eli pha iwɔ oɓokye: “Masumu ma wɛ malimbisami”, nde iwɔ oɓokye: “Iŋwa tambula?” 
MAT.9.6	Kasi nazingyi oeɓe oɓokye, Ŋwana wa Moto ali na ɓokonzi o munse mumu pha ilimbisa masumu.» Emba amba ya wɔ na moto owa ɔtɔnɔ makolo yokye: «Iŋwa, kpa itɔkɔ sa wɛ, butwa o ingambi!» 
MAT.9.7	Moto mɛ amba ya iŋwa nɔnɔ waabutwa yo o ingambi sɛ. 
