MAT.1.1	Bokanda bon’eotwelo ena Yesu Masiya, bon’ona Dawidi, bon’ona Abalayama.
MAT.7.14	Koko mboka eneyacu ena liiko eyali nko nkaka, ko bofolo bona mboka eho bond’isisali, ko iy’anasungy’eho bafan’ike.
MAT.7.15	Boongya lilenda basumoli bana mpoci banay’eneyal’ino yoka mpate, koko en’etem’eniyo bayali yoka nkoi in’olema9 
MAT.7.16	Bongaeya l’emamo’eniyo. Bato banuka nde bemamo bena vina ena beenge? yombo bateli ena bafengolankoi? 
MAT.7.17	Nk’osamb’oho bote l’otebon’olotsi boot’emamo ben’olotsi; koko bote bon’owe boot’emamo ben’owe. 
MAT.7.18	Bote bon’olotsi bofotisa bemamo ben’owe; ko bote bon’owe bofotisa bemamo ben’olotsi. 
MAT.7.19	Bote l’ote bonofote bemamo ben’olotsi bokotama, ko bookama ena nkoi. 
MAT.7.20	Lacin’eho, bongaeya nko l’emamo’eniyo. 
MAT.7.21	Ef’iyatu banansumol’emi Nkolo, Nkolo, bangotua linga ena lifoka lina loola: onotu’olo nk’ende onila eango ena Bafango’onami onoyali ena loola. 
MAT.7.22	Bato bike bangonsumol’emi en’in’oho, iy’ate, Nkolo, Nkolo, iso totasumola nd’ato baoyi ena lina line? totafodya nde bafoi ena lina line? totakamba nde bikambwa bina mpefa bike ena lina line? 
MAT.7.23	Ko nongasumola, emite, Ntake-y’ino tu, in’anil’owe, bum’eneyal’emi. 
MAT.7.24	Lacin’eho, boto l’oto onoka baoyi’ane’anami, ko ail’aho, akolana la boto ona bomwu onofakak’otumba ena lufe. 
MAT.7.25	Ko mbula eolwa, ko lofongo lokumba, ko lofom’otumb’oho; ko botakwa, lacin’oka boho bofakamaki ena lufe. 
MAT.7.26	Koko boto l’oto onoka baoyi’ane’anami, ko afile’aho, akolana l’oto oninda bomwu onofakak’otumb’onande en’edye ena longewu. 
MAT.7.27	Ko mbula eolwa, ko efela eoyela, ko lofongo lokumba, ko lofom’otumb’oho, ko bokwa, ko ekwelo en’otumb’oho eyaaki bik’ike.
MAT.7.28	Koko eneki Yesu okadyaka baoyi’ane, bik’ike bon’ato baofefa la lilako linande, 
MAT.7.29	lacin’ende alakak’iyo l’okotua bon’oto onoyali la lifoka, efa yoka batengi’aniyo ban’ekanda.
MAT.8.1	Eneki’nd’okitaka ena lingonji, bik’ike bon’ato bamokila. 
MAT.8.2	Ko lenda, boto onoyaaki la nkangi en’okenge aoya oyoosamela, ate, Nkolo, yombo olanga nd’oho, onsongisa. 
MAT.8.3	Ko Yesu aociedya likasa linande, amosuka, ate, Lalanga, songwaka. Isasanga aosongwa ena nkangi enande en’okenge. 
MAT.8.4	Yesu amosumola, ate, Lenda, tasumolake boto’omoko; coaka mboka ene, oyotume eneyali nkanga, ko lekya toma tatoki Mose okodyaka yoka ndembi eneyal’iyo.
MAT.8.5	Eneki Yesu ofolaka Kapalanauma, capitaine emoi aoya eneyal’ende, ko amoonda, 
MAT.8.6	ate, Nkolo, bosali’onami aeci en’ola la nkangi ena nkenyenyala, ko aok’efafo mene. 
MAT.8.7	Ko Yesu amosumola, ate, Nongoya oyoikya. 
MAT.8.8	Capitaine amokutwela, ate, Nkolo, mpakoli lacin’e otua en’otumb’onami: tenda nko yoi kei, ko bosali’onami angika. 
MAT.8.9	Lacin’emi nkoho, kang’ato’amoi bayali ena liko linami, emamene nde nde la soldats ena lifoka linami; lasumol’one, Coaka, ko aocoa; ko lasumol’okina, Yaka, ko aoya; ko lasumola boombo’onami, Ila yok’one, ko aila. 
MAT.8.10	Eneki Yesu ookaka, aofefa, ko aosumol’iyo banokilaki, ate, Solosolo, lakosumol’ino, ena Yisalaele mene ntene imeedyo inileki ine tu. 
MAT.8.11	Ko lakosumol’ino, bato bike bangoya ena Est l’ena Ouest, ko bangokisase la Abalayama la Isaka la Yakobo ena lifoka lina loola; 
MAT.8.12	ohonde ban’ana lifoka bangofusama en’ilima en’anza; bilelo bina mposoli la nkenyanya en’aino bangoyala meho. 
MAT.8.13	Koko Yesu aosumola capitaine, ate, Ombocoa, yoi yilame I’e yok’onok’oimedyaka. Ko bosali’onande aikyama nk’ena heure eho.
MAT.8.14	Eneki Yesu otuaka en’otumba bona Petelo, aena nyango en’ooli bona Petelo aeci la nkangi en’efefe. 
MAT.8.15	Ko aosuka likasa linand, ko nkangi en’efefe emocika, ko ende aetwa, ko amasaela. 
MAT.8.16	Koko la likolo baoya l’ato bike banayaaki la bademona; ko ende aofodya bademona la yoi lina ntenda, ko amaiky’iyatu banayaaki la nkangi; 
MAT.8.17	lacina yoi linaliki Yesaya, bosumoli, otendaka yilame, ate, Endamene aotamba tongitongi toniso, ko aotola nkangi iniso.
MAT.8.18	Eneki Yesu oenaka bik’ike bon’ato baosusana eneyali ende, ailaki, ate baleke lose. 
MAT.8.19	Ko botengi’omoi bon’ekanda aoya oyosumola, ate, Bolaki, nongokokila bili bon’etaketaka bonaco’e. 
MAT.8.20	Yesu amosumola, ate, Bembanga beyali l’ekole beniyo, ko mpulu ina liko iyali l’aocu; ohonde Bon’on’oto afan’edye en’amby’ende bote’onande. 
MAT.8.21	Ko omoi bon’akili’anande amolokwela, ate, Nkolo, ompe etelo ncu oyokunja bafango’onami en’oso. 
MAT.8.22	Koko Yesu amosumola, ate, Onkile, cikela ban’ewedi bakunje ban’ewedi baniyoamene.
MAT.8.23	Eneki’nd’oyokelaka en’atu, bakili’anande bamokila nko meho. 
MAT.8.24	Ko lenda, lofongo lona lokolo mene lokumba ena lose, ko boatu bomatsa yina l’afukumo bana lose; koko ende aeci l’ilo. 
MAT.8.25	Ko bakili’anande baoy’eneyal’ende bamoetola, Mbo, Nkolo, otoikya, towa! 
MAT.8.26	Ko amalokwela, ate, In’anayali l’imeedyo nk’isisali kei, bok’ofolu lanai? Enem’end’oetwa, aofekya lofongo ko l’asi bana lose, ko baoyalama mwi nkwaho. 
MAT.8.27	Koko bato’aho baofefa, iy’ate, Boto’one and’oya? Lofongo la basi bana lose bamimedy’ende!
MAT.8.28	Eneki’nd’olekaka en’ili bona lose, aoyela en’onyanga bona Ba-Ngandala, ko bato’afe banayaaki la bademona baukana l’ende, baoya nk’ena nketa, bato bana bolema mene, efan’oto onetisa ena mboka eho. 
MAT.8.29	Ko lenda, baololomwa, Mbo, Iso l’e, Bon ona Yakomba, tond’oya? Omoya nde oyotoenya bino kuma esike etayele? 
MAT.8.30	Koko botonga bona nsombo bon’okolo boyaaki meho en’osana, iyale toma. 
MAT.8.31	Ko bademona bamoonda, iy’ate, Yomb’otofodya, ototome en’otonga bona nsombo. 
MAT.8.32	Ende amasumola, ate, Bombocoa. Ko baofola, ko baotua ena nsombo; ko lenda, botonga bona nsombo bohotu bokita lingonji la mbango, bokwela lose, ko nsombo yowa ena lose. 
MAT.8.33	Ko iy’analeyaki nsombo toma baolota, ko baocoa mboka iniyo en’onyanga, baosumol’ato baoyi bahatu, ko la yoi lin’ilamaki eneyali bato’aho banayaaki la bademona. 
MAT.8.34	Ko lenda, bonyanga bohotu baofola oyukana la Yesu; ko enem’iy’oen’ende, bamoonda lacina aume en’onyang’oniyo.
MAT.9.1	Ko aoyokela en’atu, ko aoleka lose, ko aoya en’onyang’onandamene. 
MAT.9.2	Ko lenda, baoya l’oto on’ise nkangi ena nkenyenyala, aeci ena ntange; ko eneki Yesu oenaka imeedyo iniyo, aosumol’ende onowa nkangi ena nkenyenyala, ate, Bona, nyangela, omotungwa en’aoyi’owe’ane. 
MAT.9.3	Ko lenda, batengi’amoi ban’ekanda baotenda en’etem’eniyoamene, iy’ate, Boto’one asaiya Yakomba. 
MAT.9.4	Ko Yesu aeyaki nkanyi inik’iy’okanelaka, ko ate, Bokanela baoyi ban’owe ena nkanyi in’etem’enino lanai? 
MAT.9.5	La njila, Omotungwa en’aoyi’owe’ane, la njila, Etwa, ko kenda: l’ah’afe, yoi linalileki locili en’etendelo liya? 
MAT.9.6	Koko lacin’eho ino beye oka Bon’on’oto ayali la lifoka ena loko lacina atungole bato en’aoyi’owe (aosumol’oto on’ise nkangi ena nkenyenyala), Etwa, ambola itunda ine, ko coaka en’otumb’one. 
MAT.9.7	Ko ende aemala, aocoa en’otumb’onande. 
MAT.9.8	Eneki bato’aho bik’ike oenaka, baoka losomo, ko baokumya Yakomba onofaki bato locili lon’okotu’one.
MAT.9.9	Ko eneki Yesu olindak’isisali, aena boto, lina linande lika Matayo, ayakisase en’efutelo ena mpuci; ko amosumola, ate, Onkil’emi. Ko ende aemala, ko amokila.
MAT.9.10	Enema Yesu okisak’ase en’otumba, noka, basusanyi bana mpuci l’ato ban’owe bike baoya oyokisase l’ende ko l’akili’anande. 
MAT.9.11	Eneki Bafalusi oenaka yoi liho, baufola bakili’anande, Mbo, bolaki’onino ala toma ende l’asusanyi bana mpuci l’ato ban’owe lacina nai? 
MAT.9.12	Koko eneki Yesu ookaka, amasumola, ate, Bato banakika locili bafalele mpanji: ohonde banawa nkangi. 
MAT.9.13	Bocoak’ononganya ncina en’aoyi’ane: Enalang’emi nk’isei, efa mbeka. Lacin’emi ntaya oyelela bato banakoli: moya oyelela bato ban’owe.
MAT.9.14	Nkwaho bakili bana Yoane baoya eneyal’ende, iy’ate, Iso la Bafalusi tokila toma bekila bike, koko bakili’ane bafakile toma lanai? 
MAT.9.15	Yesu amasumola, ate, Bifili bina nsongi baoka nde lokeseli kum’ende ayakisase l’iyo? Koko bina bengoya benengi nsongi oumolama eneyal’iyo, ko bangokila toma en’esik’eho. 
MAT.9.16	Efan’oto onosola etate en’esenda ena ntoto en’esenda enekindaki; lacin’oka eho enosolamaka en’okole engokambola esenda lakina, ko bokole bongofula bokolo. 
MAT.9.17	Nk’osamb’oho, bato bafangole baana ban’atoto ena bikoto bin’alale, bikoto bitongoyodya, ko baana batongoyutsa, ko bikoto biehyama: baangolaka baana ban’atoto ena bikoto bin’itoto, ko yok’oho le baana le bikoto baomonyama.
MAT.9.18	Enem’end’osumol’iyo baoyi’ane, lenda, chef emoi ena sunagoga aoya oyoosamela, ate, Bon’onami’on’oyoto amosilwa nk’isanga; koko yaka oyotadya likasa line eneyal’ende, ko angika. 
MAT.9.19	Ko Yesu aemala, amokila, ende l’akili’anande. 
MAT.9.20	Ko lenda, boyoto’omoi onoyaaki la nkangi, bakil’anande baetaki mbula jo l’ife, aoya ena mbusa enande, ko aosuka boseleka bon’esenda enande; 
MAT.9.21	lacin’oka akanelaki en’otem’onande, ate, Nko lasuka bokoto’onande kei, tumbe nongika. 
MAT.9.22	Koko Yesu aohalingwa, ko amena, ate, Bona, nyangela, imeedyo ine imokoikya. Ko boyoto aika nk’ena heure eho. 
MAT.9.23	Eneki Yesu otuaka en’otumba bona chef ena sunagoga, ko aena bafomi bana tofonge, ko l’ato bike bayatome etomoko, 
MAT.9.24	amasumola, ate, Buma, lacina bonome’one bon’oyoto atawu: aeci nk’en’ilo. Koko iyo baoseka nko tolo. 
MAT.9.25	Eneki bato ofodyamaka, ende aotua, ko amosuka la likasa; ko bonome aetwa. 
MAT.9.26	Koko lokumo lona yoi liho losekola en’onyang’oho bohotu.
MAT.9.27	Eneki Yesu oumaka meho, mpame ife banodyak’aiso bamokila, baololomwa, iy ate, Bon’ona Dawidi, otookamel’isei. 
MAT.9.28	Koko eneki’nd’otuaka en’otumba, banodyak’aiso baoya eneyal’ende; ko Yesu amaufola, ate, Bimedya nde emi lakambisa ekambwa ene? Bamosumola, iy’ate, O, Nkolo. 
MAT.9.29	Nkwaho aosuka baiso’ aniyo, ate, Yoi yilame eneyal’ ino yoka bosamb’on’imedy’ino. 
MAT.9.30	Ko baiso’aniyo baolifwa. Ko Yesu amasumola, ate, Lenda, botasumolake boto’omoko yoi line tu. 
MAT.9.31	Koko iyo, enek’iy’ofolaka, baocoa osekodya lokumo lonande en’onyang’oho bohotu.
MAT.9.32	Ko enem’iy’ofola, lenda, baoy’eneyal’ende l’oto ona bokukuluku, onoyaaki la demona. 
MAT.9.33	Ko eneki demona ofodyamaka, boto’ona bokukuluku aotenda; ko bik’ike bon’ato baofefa, iy’ate, Yengo tene yok’one ena Yisalaele. 
MAT.9.34	Ohonde Bafalusi bailaki, iy’ate, Aofodya bademona la lifoka lina bademona.
MAT.9.35	Ko Yesu aeta en’engili behetu l’ena bicimo bihitu nselasela, ayalake bato ena basunagoga, ko ayasekodya bositno bon’olotsi bona lifoka, ko ayaiky’ato nkangi ina bekotua l’ekotua la tongitongi tona bekotua behetu. 
MAT.9.36	Ko enem’end’oena bik’ike bon’ato, amaokamel’isei, lacin’oka baolemba ko baofalangasana yoka mpate inifana botombanyi. 
MAT.9.37	Koko aosumola bakili’anande, ate, Enukwelo eseki bike, solosolo, koko basali bafan’ike. 
MAT.9.38	Lacin’eho, boonda Nkolo en’enukwelo lacina atome basali en’enukwelo enande.
MAT.10.1	Koko aelela bakili’anande jo l’afe, ko amafa lifoka eneyali bafoi bana nsefo lacina bafodya baho, ko baiky’ato ena nkangi ihatu la tongitongi tohatotu.
MAT.10.2	Baina bana bikima jo l’ife bah’ane: on’oso Simona onotangama Petelo, la Andelo onotwa l’ende en’ecimo; Yakobo la Yoane, ban’ana Zebedayo; 
MAT.10.3	Filipo la Balutolomayo; Toma la Matayo, bosusanyi bona mpuci; Yakobo bon’ona Alafayo, la Tadayo; 
MAT.10.4	Simona Zelote, ko la Yudasa ona Keliota onoangelaki. 
MAT.10.5	Yesu aotoma bato’ane jo l’afe, ko amalaka, ate,
MAT.10.5	Botacoake ena mboka ena Befenda, ko botafolake benyanga bena baise Samalia: 
MAT.10.6	bocoaka nk’eneyali mpate ina bondongo bona Yisalaele ineyokungaka. 
MAT.10.7	Ko enaco’ino, bosumoiak’ato bosimo, in’ate, Lifoka lina loola yoolama. 
MAT.10.8	Biky’ato banawa nkangi, betola banawaki, bikya ban’aise nkangi en’okenge, bofodya bademona. Ino botambaki l’akasa: bofaka nko bofakafaka. 
MAT.10.9	Botatolake wolo, la argent, la francs ena totatombe tonino; 
MAT.10.10	botatolake ntombe en’okita, efana bekoto’efe, efana sapata en’akaka, efana bombele bona lokendo: lacina bosali akoli la toma tonande. 
MAT.10.11	En’onyanga l’en’ecimo enafol’ino, bofona boto onokoli; ko boyala nk’enek’ende yengoko bemwa lakina. 
MAT.10.12	Enatu’ino en’otumba, boes’oho. 
MAT.10.13	Yombo botumba bokoli, mwi enino eyalake nkwaho; koko yombo boho bofakoli, mwi enino eutake nk’eneyal’ino. 
MAT.10.14	Yombo boto afakosangel’ino, ko afalofe baoyi’anino, eneng’in’ouma en’otumb’oho yombo bonyang’oho, botitola betoko beneyali en’akak’anino. 
MAT.10.15	Solosolo, lakosumol’ino, ekoiyelo en’onyang’oho engoleka ekoiyelo ena Sodomo la Amola en’ina bon’etendelo en’akambo.
MAT.10.16	Lenda, lakotom’ino yoka mpate ena ntoto ena nkoi; lacin’eho, boyalamaka la bomwu yoka njua, koko la mwi yoka bikoso. 
MAT.10.17	Koko boongya lilend’ato; lacin’iyo bangokotol’ino en’oso bona bakita ban’alimo, ko bangokofom’ino nko mpomi ena basunagoga baniyo; 
MAT.10.18	koko bongotolama en’oso bona gouverneurs la bafoka bana rois lacin’ena lina linami, yoka ndembi eneyal’iyo l’eneyali Befenda. 
MAT.10.19	Koko eneng’iy’okoleky’ino yok’oho, botakandakandake lacin’ena bokotua bonong’in’otenda la baoyi banang’in’otenda; lacina baoyi banang’in’otenda bangofama eneyal’ino nk’ena heure eho. 
MAT.10.20	Onongotenda ef’ino: Bolimo bona Bafango’onino kongoatenda en’etem’enino. 
MAT.10.21	Botoolo angolekya bakune en’ewedi, ko bafango angolekya bona; ko bana bangangela bafango l’oyango, ko bangatoma en’ewedi. 
MAT.10.22	Ko bahatu bangokook’ino bowe lacin’ena lina linami; koko onongocindelana locinji yengoko nsimbo angika. 
MAT.10.23	Koko eneng’iy’okonyom’ino en’ecimo ene, bolota en’ecimo emoi; solosolo, lakosumol’ino, kuma botakadya litianya bicimo bina Yisalaele, Bon’on’oto angoya.
MAT.10.24	Bokili afaleki bolaki’onande, ko boombo afaleki nyangetuke enande. 
MAT.10.25	Yoi yakolana la bokili lacina ayale yoka bosamb’onoyali bolaki’onande, ko boombo ayale yoka nyangetuke enande. Yombo batangaki mene’otumba Balazebuba, bangoleka litanga iy’anayali en’omboi’onande nkoho. 
MAT.10.26	Lacin’eho, botaangake bato’aho; lacina efana yoi linalikundama linalifakundwa linga, efana yoi linalifisi linalifeyana linga. 
MAT.10.27	Baoyi banakosumol’emi en’ilima, botendaka baho ena fololo; ko baoyi banok’ino ena litoi, botendaka baho ena liko lina nsamba ina betumba. 
MAT.10.28	Ko botaangake iy’anayaka yonge, koko bafayakisa bolimo: boanga nk’ende onoyakisa le bolimo le yonge ena Ngena. 
MAT.10.29	Bisodya bife bifasombama nde la likota limoko? Koko efana esodya emoko enakwa ena loko yombo Bafango’onino afimedya. 
MAT.10.30	Koko ino, bese bena lifo linaliyali en’ete’enino bemosila yalama. 
MAT.10.31	Lacin’eho, botaangake: ino boleki bisodya bike l’otuya. 
MAT.10.32	Lacin’eho, onongonjimedy’emi en’oso bon’ato, nongimedy’ende en’oso bon’afang’onami onoyali ena loola. 
MAT.10.33	Koko onongonjangan’emi en’oso bon’ato, nongangan’ende en’oso bon’afango’onami onoyali ena loola.
MAT.10.34	Botakanelake emi njaki otoma mwi ena loko; ntaya otoma mwi ena loko: njaki otoma lokula lon’ita. 
MAT.10.35	Lacin’oka emi njaki oyokambwanya bona l’afango, ko bon’on’oyoto l’oyango’onande, ko booli’on’ona la nyango en’ome; 
MAT.10.36	ko boto angosungya baokyi’owe banande nk’en’omboi’onandamene. 
MAT.10.37	Ende onok’afango yomb’oyango nganji eneleki nganji enanjok’ende, afakoli l’emi; ko onoka bon’ona mpame yombo bon’on’oyoto nganji eneleki nganji enanjok’ende, afakoli l’emi. 
MAT.10.38	Ko ende onofambole ekulusu enande, ko afankile, afakoli l’emi. 
MAT.10.39	Onosungya liiko lonande angungya loho; ko onungya liiko lonande lacin’enami, angosungya loho.
MAT.10.40	Onokotamb’ino antamb’emi; ko onontamb’emi aotamb’ende onontomaki. 
MAT.10.41	Ende onotamba bosumoli ena lina lina bosumoli, angotamba boluko bon’osumoli; ko onotamba boto’ona mbongi ena lina lin’oto’ona mbongi, angotamba boluko bon’oto’ona mbongi. 
MAT.10.42	Koko onongofa omoi ona ban’ane bana tosalisali nko nkofo kei en’asi bana ncici bana mmela ena lina lina bokili, solosolo, lakosumol’ino, ende afaindaki boluko’onande tu.
MAT.11.1	Koko eneki Yesu okadyaka lilaka bakili’anande jo l’afe, aumaki meho, lacina alake lilako ko asumole bosimo ena bicimo bin’onyang’oho.
MAT.11.2	Koko eneki Yoane ookaka en’otumba bon’enyolo bikambwa binakamba Masiya, aotoma bakili’anande bafe, 
MAT.11.3	ko amoufola, ate, Oyali nde nk’ende onoyayi, yombo tolendedy’okina? 
MAT.11.4	Yesu amautodya, ate, Bocoaka boyosumole Yoane baoyi banok’ino ko la baoyi banen’ino: 
MAT.11.5	banodyak’aiso baena, bitumbe bayakende, bekenge beokulwa, ban’itaki’atoi baoka, banawaki baetwa, ko bosimo bon’olotsi bosekodyama eneyali bato b’iinda. 
MAT.11.6	Ko boto onofene ncina en’ekumbelo eneyal’emi akik’ekiko. 
MAT.11.7	Koko enem’ato’aho ocoaka, Yesu aomatsa litenda la bik’ike bona bato lacin’ena Yoane, ate, Onok’in’ocoaka oyena ena sengelenge oka nai? Iyongongwa ineyalile la lofongo? 
MAT.11.8	Nde bocoaki oyena nai? Boto onolota bisenda bin’okoka? Lenda, iy’analota bisenda bin’okoka bayali nk’en’etumba ben’afoka. 
MAT.11.9	Ohonde bocoaki lacina nai? Oyena nde bosumoli? O, ko lakosumol’ino, aleki’osumoli. 
MAT.11.10	One nk’ende onok’iy’otengelaka,
MAT.11.10	Lenda, latom’ekima enami en’oso bon’elongi ene,
MAT.11.10	Ende angongya mboka ene en’oso’one.
MAT.11.11	Solosolo, lakosumol’ino, l’iyatu banotwaki l’ayato, etaata boto’omoko onoleki Yoane Bini; ohonde oninda lokumo ena lifoka lina loola aolek’ende. 
MAT.11.12	En’esike ena Yoane yengoko esik’ene, lifoka lina loola yundama la locili, ko bato bana bolema baunda liho la locili. 
MAT.11.13	Lacina basumoli bahatu la basangya balakaki yengoko esike ena Yoane. 
MAT.11.14	Ko (yombo bolanga lacina botambe yoi line) one nk’Eliya onoyayi. 
MAT.11.15	Ende onoyali l’atoi lacina aoke, aongya lilofa. 
MAT.11.16	Koko nongokolanya eotwelo ene la nai? Bayali yoka banatome banakisase en’edye en’esombe, ko baelelana, 
MAT.11.17	iy’ate, Tokofomelak’ino tofonge, koko botina bomina; tolelaki eneyal’ino, koko botafoma befwi bena lilelo. 
MAT.11.18	Yoane ayaki, ko atala toma ko atamela, ko iyo Mbo, ayali la demona. 
MAT.11.19	Bon’on’oto ayaki, ayale toma, ayamele, ko iyo Mbo, lenda, boto onoseki’opomo la bomeli bona vina, efili ena basusanyi bana mpuci ko la bato ban’owe. Koko bomwu bolongyama la bikambwa bina boho.
MAT.11.20	Nkwaho amatsaki lifela baise benyanga beneki bikambwa binande bina mpefa bike okambamaka; lacin’oka iyo batayosuma en’aoyi’owe. 
MAT.11.21	Ate, Bino eneyal’e, Kolazina? Bino eneyal’e, Betesaida! Yombo bikambwa bina mpefa binikambamaki eneyal’e bikambamaki’ale ena Tula la Sidona, tumbe baumbelaki baoyi’owe alale, nk’en’enuko l’etoko. 
MAT.11.22	Koko lakosumol’ino, ekwelo enino en’ina bon’etendelo en’akambo engoleka ekwelo ena Tula la Sidona nko ndeka. 
MAT.11.23	Ko e, Kapalanauma, oniledyama ena loola, ongokitsama nk’ena Adese; lacin’oka, yombo bikambwa binikambamaki eneyal’e bikambamaki’ale ena Sodomo, tumbe bonyang’oho bomoyala nko njalama bon’in’one. 
MAT.11.24	Koko lakosumol’ino, ekwelo enengokw’e en’ina bon’etendelo en’akambo engoleka ekwelo ena Sodomo.
