MAT.1.1	Ọnwan wụ ẹkụkwọ banyeni Jizọsị wụ Kraịstị hụn wụ nwa Defidi, nwa Ebraham.
MAT.5.41	Onyẹ wa ijẹn maịlị ohu ye i olu, y'e sọn ẹ jẹn maịlị ẹbụọ. 
MAT.5.42	Onyẹ rịọ ị ihiẹn, y'e ye ẹ; onyẹ chọ n'o zinarịn ị ihiẹn, ajụlẹ.
MAT.5.43	“Ụnụ a nụgụọ nị wẹ sị, ‘I sikọ d'e nwọnrịrị ihiẹn-ọsụsụọ ndị nke i
MAT.5.44	Kanị mmẹ nwẹn sị ụnụ e nwọn ihiẹn-ọsụsụọ ndị-iṅẹnrẹn ụnụ, e mẹni ni ndị rị e kpokponi ụnụ ekpere, 
MAT.5.45	kẹni ụnụ wụrụ ụmụ Nẹdi ụnụ rị elu-igwee nke-esi. Makẹni, o mẹ anwụn a e tikpu kẹ eje-ịhịan kẹ ezigbo ịhịan, e mẹ mirin e zueni kẹ ndị ezi-omumẹ kẹ ndị eje-omumẹ. 
MAT.5.46	Makẹni, omẹni ndị nwọn ihiẹn-ọsụsụọ ị kẹ yụ nwẹn nwọn ihiẹn-ọsụsụọ wẹ, elee ụgwọ-ọrụn k'i k'e nwọnhẹn? Ẹlẹ ẹrịra kẹ ndị ụgwọ-isi wẹ gi njọ marịn e mẹ? 
MAT.5.47	Omẹzini ndị nke i sụọ kẹ y'e kele ọhụnma, k'i gi mẹkarị ndị ọzọ? Ẹlẹ ẹrịra kẹ ndị ghalẹni e fe Chuku e mẹ? 
MAT.5.48	Zu ni nwan oke kẹ Nẹdi ụnụ hụn rị elu-igwee dọn zu oke.
MAT.6.1	“Kpachanpụkwọ nị ẹnya amamgbe ụnụ e mẹmẹ ihiẹn Osolobuẹ kẹni ịhịan hụn ụnụ. Makẹni, ụnụ mẹ ẹ, ụnụ anarịnkọzị ụgwọ-ọrụn ẹka Nẹdi ụnụ hụn rị elu-igwee:
MAT.6.2	“Ya wụ, ụnụ gha e ye ndị igbẹnnyẹ ihiẹn, akụlẹ ni ẹgogo
MAT.6.3	Kama, ụnụ gha e ye ndị-igbẹnnyẹ ihiẹn, anịlẹ ni ẹka-ekpẹn ụnụ marịn ihiẹn ẹka-nni ụnụ rị e mẹ, 
MAT.6.4	kẹni ihiẹn ụnụ mẹni ndị-igbẹnnyẹ wụrụ ihiẹn ụnụ mẹ nzuzue, Nẹdi ụnụ hụn a hụn ihiẹn zuerini a kụ ụnụ ụgwọ.
MAT.6.5	“Ụnụ ghazịkwọ e mẹ ekpere, emẹlẹ ni kẹ ndị-ihunnaị. Makẹni, ọ sụọ wẹ nị w'e turu imẹ ụlọ-ofufe lẹ ọkpụzọ e mẹ ekpere, kẹni ịhịan hụn wẹ. Ezioku kẹ m rị a gwa ụnụ, a narịnchanrịngụọlẹ wẹ ụgwọ-ọrụn wẹ. 
MAT.6.6	Kama, ụnụ jẹnkọnị d'e mẹ ekpere, ban nị mmụlọ, gụnma ụzọ, mẹ ekpere jẹnni Nẹdi ụnụ hụn wẹ ghalẹni e legha; Nẹdi ụnụ hụn a hụn ihiẹn zuerini sikọ d'a kụ ụnụ ụgwọ.
MAT.6.7	“Kanị ụnụ gha e mẹ ekpere, ekulẹ ni ọtụtụ oku kẹ ndị hụn ghalẹni e fe Osolobuẹ dọn e mẹ. Makẹni wẹ rị e ro ni ọtụtụ oku wẹ kẹ wẹ sikọ d'e gi nụ ekpere wẹ. 
MAT.6.8	Anọlẹ ni nwan kẹ wẹ. Makẹni, Nẹdi ụnụ a marịnghọ ihiẹn rị ụnụ mkpa nị ụnụ d'a rịọma a.
MAT.6.9	“E mẹ ni nwan ekpere ẹnịna:
MAT.6.9	‘Nẹdi ẹnyi hụn rị elu-igwee,
MAT.6.9	mẹ ịhịan ile dọnmẹ ẹfan ị nsọ.
MAT.6.10	Alị-eze i (ọkịkị ị) ya bịa;
MAT.6.10	uche i ya mẹ elu-ụwa k'o dọn e mẹ imẹ elu-igwee.
MAT.6.11	Ye ẹnyi ihiẹn ẹnyi jẹnkọ d'e ri tannị;
MAT.6.12	gbagharị ẹnyi eje-ihiẹn ẹnyi mẹ,
MAT.6.12	kẹ ẹnyi dọn gbagharị ndị mẹ ẹnyi eje-ihiẹn.
MAT.6.13	Edulẹ ẹnyi ye imẹ ọnwụnwan,
MAT.6.13	ka gbapụha ẹnyi imẹ eje-ihiẹn.’
MAT.6.14	“Ẹghẹẹ, ụnụ gbagharị ndị ọzọ mmẹfie wẹ, Nẹdi ụnụ rị elu-igwee a gbagharịzịkwọ ụnụ; 
MAT.6.15	kanị, omẹni ụnụ agbagharịnị ndị ọzọ mmẹfie wẹ, Nẹdi ụnụ agbagharịkọ ụnụ mmẹfie ụnụ.
MAT.6.16	“Ụnụ gha e bu ọnụ, erọnmẹlẹ ni ihun kẹ ndị ihunnaị. W'e rọnmẹ ihun, kẹni ịhịan ile hụn nị wẹ rị e bu ọnụ. Ezioku kẹ m rị a gwa ụnụ, a narịnchanrịngụọlẹ wẹ ụgwọ-ọrụn wẹ.
MAT.6.17	“Kama, ụnụ gha e bu ọnụ, te ni udẹn isi, ha ntutu, ụnụ e fin ihun, 
MAT.6.18	makẹ onyẹ ọzọ gha a marịn mmanị Nẹdi ụnụ sụọ hụn wẹ ghalẹni e legha; Nẹdi ụnụ hụn a hụn ihiẹn zuerini sikọ d'a kụ ụnụ ụgwọ.
MAT.6.19	“Akpatọlẹ ni akụ-lẹ-ụba elu ụwanị, ebe ẹkịka nọ e ripụ ihiẹn, ebe ihiẹn nọ a gba nchara, ebe ohin nọ e gbukpọ e zunrun. 
MAT.6.20	Ka kpatọ nị akụ-lẹ-ụba imẹ elu-igwee, ebe ẹkịka nọlẹni e ripụ ihiẹn, ebe ihiẹn nọlẹni a gba nchara, ebe ohin ghalẹni e gbukpọ e zunrun. 
MAT.6.21	Makẹni, ebe akụ-lẹ-ụba ụnụ rị, ịya kẹ obi ụnụ jẹnkọ d'a rịzị.
MAT.6.22	“Ẹnya wụ ukpẹ ẹhụ. O mẹ nwan nị ẹnya ị rị ikẹn, ukpẹ sikọ d'e nwungbarị ẹhụ ị. 
MAT.6.23	Kanị, omẹni ẹnya ị arị ikẹn, ẹhụ ị ile sikọ d'a wụ ishi-ishi. O mẹ nwan nị ukpẹ hụn rị imẹ ị wụ ishi, ya wụ nị ishi rị imẹ i karị ẹka!
MAT.6.24	“Onwọnni onyẹ a saẹka e fe madụ ẹbụọ: makẹni, ọ k'a gbakitọ ohu azụụn, bu obi che hụn-ẹbọ, mọbụ o we enwẹn ẹ kwanị ohu, legberi hụn-ẹbọ: y'a sakọ ẹka fe Osolobuẹ lẹ egho.
MAT.6.25	“Ufiri ẹ, m rị a gwa ụnụ, ehuelẹ ni uhue ndụn ụnụ, ihiẹn ụnụ k'e ri mọbụ ihiẹn ụnụ k'a ra mọbụ ihiẹn ụnụ k'e yiye ẹhụ. Ẹlẹ ndụn ka ihiẹn-oriri? Ẹlẹ ẹhụ ka ẹkwa? 
MAT.6.26	Lekpọdẹ ni nnụnụ e fe elu: w'a ra rụn ugbo mọbụ ghọrị ihiẹn-ugbo mọbụ kpọntọ ihiẹn ọban bụ Nẹdi ụnụ rị elu-igwee hụ e ye wẹ ihiẹn-oriri. Ẹlẹ ụnụ ka wẹ mkpa a rị? 
MAT.6.27	Imẹ ụnụ ile, onyẹ k'a saẹka gi uhue tọ mgbahunmẹ ọkụrọkụ ohu cheni hụn nkẹ ọ tọ? 
MAT.6.28	O mẹ nke ẹkwa, kị ụnụ rị e hueni uhue ẹ? Lekpọ nị kẹ obobo rị ọfịa dọn e sue: w'a ra rụn ọrụn, w'a ra kpa ẹkwa; 
MAT.6.29	kanị, m rị a gwa ụnụ nị, kẹ Solomọnụ nwọnhanlẹ ọghọ, o kẹnhanị ekikẹn kẹ hụn ọwụlẹ imẹ obobo ndịnị. 
MAT.6.30	Omẹni ẹrịra kẹ Osolobuẹ e kẹnhan ẹfịfịa rị ọfịa ekikẹn, ẹfịfịa hụn rị ndụn tannị, eki fọn e bu w'ẹ che imẹ ọkụn, o kẹnkọ ụnụ ekikẹn ọhụnma karị? Heuu, ndị okukwe nta! 
MAT.6.31	Ehuelẹ ni nwan uhue, a sị, ‘Kị ẹnyi k'e ri?’ mọbụ ‘Kị ẹnyi k'a ra?’ mọbụ ‘Kị ẹnyi k'e yi?’ 
MAT.6.32	Ihiẹn ndịnị wẹ kẹ ndị kwerilẹni ni Osolobuẹ a chụsọnmẹ, kanị Nẹdi ụnụ rị elu-igwee a marịnghọ nị ihiẹn ndịnị ile rị ụnụ mkpa; 
MAT.6.33	ka chụmagụ nị Alị-eze Osolobuẹ lẹ ihiẹn Osolobuẹ chọ, o sikọ d'e yezi ụnụ ihiẹn ndịnị ile.
MAT.6.34	“Ehuelẹ ni nwan uhue banyeni ekile, nị eki nwọn oku ẹ; nsọngbu ụhụọhịn e zugụọn'a.
MAT.7.1	“Amalẹ ndị-ọzọ ikpe makẹ Chuku gha a ma ị ikpe. 
MAT.7.2	K'i dọn han eṅẹn kẹ Osolobuẹ k'a dọn hann'ị. Ẹka i gi sọn ịhịan kẹ Osolobuẹ k'e gi sọn i.
MAT.7.3	“Kị haịn i gi a hụn irinrin-nkụn rị nwẹnẹ i ẹnya, kanị y'a ra hụn ogwe-nkụn rị yụ nwẹn ẹnya? 
MAT.7.4	Nanị kẹ y'e dọnzi sị nwẹnẹ i, ‘Nị m wepụ ị irinrin-nkụn rị ị ẹnya’ bụ yụ nwẹn bu ogwe-nkụn ẹnya? 
MAT.7.5	Onyẹ ihunnaị! Wepụgụ ogwe-nkụn rị ị ẹnya, kẹni i sa ẹka legha irinrin-nkụn rị nwẹnẹ i ẹnya ọhụnma wepụ.
MAT.7.6	“Eyekwọlẹ ni nkitẹ ihiẹn rị nsọ; atụkwọlẹ ihiẹn rị mkpa yeni ezin, amamgbe w'a zọkpụkpọ a, maye ụnụ ọgụn, dọrinrin ụnụ.
MAT.7.7	“Rịọ nị, wẹ sikọ d'e ye ụnụ; chọ nị, ụnụ k'a hụn; dụ nị ẹka, wẹ k'a kpọpụnị ụnụ ụzọ. 
MAT.7.8	Makẹni onyẹ ọwụlẹ hụn rịọnị k'e nwọnhẹn; onyẹ ọwụlẹ hụn chọnị k'a hụn; wẹ sikọ d'a kpọpụnị onyẹ ọwụlẹ dụ ẹka ụzọ. 
MAT.7.9	Imẹ ụnụ ile, onyẹ k'e ye nwa a ọmụma omẹni ọ rịọ a brẹdi 
MAT.7.10	mọbụ ye ẹ agwọ omẹni ọ rịọ a azụn? 
MAT.7.11	O mẹ nwan nị ụnụ ndị njọ ma ye ụmụ ụnụ ezigbo ihiẹn, Nẹdi ụnụ rị elu-igwee e yekọ ndị rị a rịọ a ihiẹn ezigbo ihiẹn karị?
MAT.7.12	“Ya wụ, imẹ ihiẹn ile, e mẹ ndị ọzọ ihiẹn i chọ nị wẹ mẹ i: ọnwan wegbama ihiẹn ile Iwu lẹ ndị-amụma ku.
MAT.7.13	“Ghashi ni ọnụ-mgbọn hụ mẹ warara. Makẹni, ọnụ-mgbọn wẹ gha a banye ntikpọ shịa ashịa, ụzọ a e ruchanrịn ịhịan a gha; ndị ghakọ ụzọ hụ bu ọda. 
MAT.7.14	Kanị, ọnụ-mgbọn wẹ gha a banye ndụn mẹ warara ọda-ọda, w'a fagha ụzọ a a fagha; ndị a hụnn'a ebuni ọda.
MAT.7.15	“Kpachanpụ nị nị ndị amụma-ntụ ẹnya: w'e kọnrin kẹ atụnrụn, a bịa d'e kunrun ụnụ, kanị, eje-ẹwọrọ kẹ wẹ wụ imẹ. 
MAT.7.16	Mkpụrụ wẹ kẹ ụnụ k'e gi marịn wẹ. Ọgọgọ ara mị ogbe vaịnị; abị-ogun ara mị ogbe figi. 
MAT.7.17	Ya wụ, osisi rị mma sikọ d'a mị mkpụrụ rị mma, kanị osisi rịlẹni mma sikọ d'a mị mkpụrụ rịlẹni mma. 
MAT.7.18	Osisi rị mma as'ẹka mị mkpụrụ rịlẹni mma; osisi rịlẹni mma as'ẹka mị mkpụrụ rị mma. 
MAT.7.19	Osisi ọwụlẹ mịlẹni mkpụrụ rị mma, e gbutu wẹ ẹ tụye ọkụn. 
MAT.7.20	Ẹghẹẹ, mkpụrụ wẹ mị k'i jẹnkọ d'e gi marịn wẹ.
MAT.7.21	“Ẹlẹ ndị ile a kpọ m ‘Di-nwọnni-ẹnyi’, ‘Di-nwọnni-ẹnyi’ jẹnkọ d'a banye Alị-eze elu-igwee, kanị ndị hụn e mẹ uche Nẹdi m rị elu-igwee sụọ. 
MAT.7.22	Ụhụọhịn hụ, ndị bu ọda jẹnkọ d'a sị m, ‘Di-nwọnni-ẹnyi, Di-nwọnni-ẹnyi! Ẹlẹ ẹfan ị kẹ ẹnyi gi bu amụma? Ẹlẹ ẹfan ị kẹ ẹnyi gi chụpụ eje-mmọn, rụn okẹn ọrụn-atụmẹnya rị ichẹn-ichẹn?’ 
MAT.7.23	Ogẹn hụ, m sikọ d'a gwapụ wẹ, sị, ‘Onwọnni ogẹn m gi marịn ụnụ; pụ nị ebeni, ndị e bi k'ọ sụọnị wẹ!’
MAT.7.24	“Ya wụ, onyẹ nụ ihiẹn ndịnị m rị e ku, gi wẹ bi, hụnyẹ lẹ onyẹ marịn ihiẹn hụn tụn ụlọ a ye elu ọmụma wụ ohu: 
MAT.7.25	mirin e zue, huru, okẹn ufere a kpọ ụlọ hụ, kanị ọ dannị, makẹni wẹ rụnye ẹ elu ọmụma. 
MAT.7.26	Kanị, onyẹ nụ ihiẹn ndịnị m rị e ku bụ o gini wẹ bi, hụnyẹ lẹ onyẹ-nzuzu tụn ụlọ a ye elu uzunzun wụ ohu: 
MAT.7.27	mirin e zue, huru, okẹn ufere a kpọ ụlọ hụ, ọ nọ dan, dankpọchanrịn ọhụnma-ọhụnma!”
MAT.7.28	Ogẹn Jizọsị gi kugụ ihiẹn ndịnị, nkuzi ẹ nọ tụ igunrun hụ ile ẹnya. 
MAT.7.29	Makẹni ọ kuzi wẹ kẹ onyẹ oku rị ẹka a, ẹlẹ nọkẹ ndị-nkuzi Iwu wẹ.
MAT.8.1	Ogẹn Jesu gi hidan elu òke hụ ọ nọ kuzi, igwerigwe ịhịan nọ sọnmẹ ẹ. 
MAT.8.2	Ya kẹ okẹnnyẹ ohu emu oti rị a kụ nọ bịa, gbun'ẹ osekpu, sị, “Di-nwọnni-ẹnyi, omẹni y'a chọghọ, i k'e saẹka zụọ m otini, a wụbehi m onyẹ rụnị.”
MAT.8.3	Jesu nọ tịnpụ ẹka, mẹtụ a, sị, “A chọghọ m; dịnhịn nwan n'ị wụbehi onyẹ rụnị.” Oti hụ nọ la ozigbo, ọ nọ wụbehi onyẹ rụnị. 
MAT.8.4	Jizọsị nọ sị a, “Hụn a n'o nwọnni onyẹ ị gwa ihiẹnni; ka we enwẹn i d'a ghọsị onyẹ nchụn-ẹjan, y'e ye oyiye hụ Mozizi ku imẹ Iwu, n'i gi ẹ ghọsị wẹ nị y'a dịnhịngụọ wụbehi onyẹ rụnị.”
MAT.8.5	Ogẹn Jizọsị gi banhan imẹ Kapanọm, onyẹ-isi agha Rom hụn a kị ndị-agha ọgụn-isẹn nọ bịa, rịọ a sị, 
MAT.8.6	“Diọkpa, emu rị a kụ odibo m. O dinẹ mmụlọ, a ra sa ẹka mẹhunmẹ; ọ rị okẹn afụnfụn.”
MAT.8.7	Jizọsị a sị a, “M k'a bịa d'a zụọ a.”
MAT.8.8	Kanị onyẹ-isi agha hụ nọ sị a, “Diọkpa, eruni m onyẹ y'a banye iwe ẹ! Ka kuhụ oku sụọ, odibo m k'a dịnhịn. 
MAT.8.9	Makẹni, mmẹ nwẹn rị okpuru ịhịan; m nwọnzikwọ ndị-agha rị okpuru m. M sị hụnnị, ‘Jẹn,’ o jẹn; m sị hụnnị, ‘Bịa,’ ọ bịa; m sị igbọn m, ‘Mẹ ihiẹnni,’ o mẹ ẹ.”
MAT.8.10	Jizọsị a nụ ihiẹn o ku, ọ nọ tụ a ẹnya. Jizọsị nọ sị ndị rị e sọnn'ẹ, “M rị a gwa ụnụ ezioku, ahụntuni m onyẹ Izrẹlụ nwọn okukwe han ẹnịna. 
MAT.8.11	M rị a gwa ụnụ, ndị bụ ọda k'a gha kẹ ẹbamịn ọwụwa-ẹnyanwụn kẹ ẹbamịn ọdịdan-ẹnyanwụn bịa d'e sọn Ebraham lẹ Aziki lẹ Jekọpụ ri oriri imẹ Alị-eze elu-igwee; 
MAT.8.12	kanị ụmụ Alị-eze hụn nkẹ a banyen'ẹ k'a rị ẹkpa ishi rị ezi ebe wẹ k'a chụshi wẹ, ebe ịkwan-ẹkwan lẹ ịta nkwẹnrẹn-eze jẹnkọ d'a rị.” 
MAT.8.13	Ọ nọ sị onyẹ-isi agha hụ, “Jẹnmẹ; ya rịn'ị k'ị dọn kweri.”
MAT.8.13	Ogẹn hụ hụra, odibo ẹ nọ dịnhịn.
MAT.8.14	Ogẹn Jizọsị gi banye iwe Pita, ọ nọ hụn nị nnẹ nwunyẹ Pita dinẹ edinẹ yeni ẹhụ-ọkụn. 
MAT.8.15	Jizọsị nọ mẹtụ a ẹka, ẹhụ-ọkụn hụ nọ hapụ a. Ọ nọ lihi, lemẹ Jizọsị ọbịa.
MAT.8.16	Ẹnyasị hụ, wẹ nọ wẹhẹni Jizọsị ndị bu ọda eje-mmọn rị imẹ wẹ, ọ nọ gi oku-ọnụ mmakalaka chụpụsọnmẹ eje-mmọn ndị hụ, zụọzịkwọ ndị ile emu rị a kụ. 
MAT.8.17	Ẹnịna kẹ ihiẹn Chuku gi onyẹ-amụma wụ Azaya ku dọn mẹzu. Azaya sị,
MAT.8.17	“O wepụ emu ẹnyi,
MAT.8.17	buru irẹnhụn ẹnyi.”
MAT.8.18	Ogẹn Jizọsị gi hụn igunrun fihunmẹn'ẹ, ọ nọ sị ndị nsọnmazụụn a mẹmẹ nị wẹ fetu odiyiri Galili hụ. 
MAT.8.19	Ya onyẹ-nkuzi Iwu nọ bịa d'a sị a, “Di-nwọnni-ẹnyi, m k'e sọn i ebe ọwụlẹ i jẹnkọ.”
MAT.8.20	Jizọsị nọ sị, “Ufu nwọn okporo ọ rụban; nnụnụ e fe elu nwọn ẹkụụ; kanị mmẹ Nwa nke Ịhịan enwọn ebe m'e buche isi.” 
MAT.8.21	Onyẹ ọzọ imẹ ndị nsọnmazụụn a nọ sị a, “Di-nwọnni-ẹnyi, nị m jẹngụ d'e li nẹdi m.”
MAT.8.22	Kanị Jizọsị nọ sị a, “Sọnmẹ m; hapụ ndị nwụnhụnnị nị wẹ li ndị nke wẹ nwụnhụnnị.” 
MAT.8.23	Ya Jesu nọ nwan banye ụgbọ-mirin, ndị nsọnmazụụn a nọ sọn ẹ banye. 
MAT.8.24	Ẹbi a kpọma idẹnmizi, nke wụ nị ụgbọ hụ e d'e ruban imẹ mirin yeni okẹn ẹbi hụ, kanị Jizọsị rị ụran. 
MAT.8.25	Ya wẹ nọ jẹn d'a kpọtiẹn ẹ, sị, “Di-nwọnni-ẹnyi, zụọpụha ẹnyi! Ẹnyi a laọlẹ!”
MAT.8.26	Ọ nọ sị wẹ, “Kị ụnụ rị a tụnị egun? Ndị okukwe nta!” Ya ọ nọ lihi ọtọ, jụgbọ okẹn ufere hụ lẹ ohimin hụ. Ụzọ ile nọ mẹchanrịn rajụụ.
MAT.8.27	Ọ tụ wẹ ẹnya. Wẹ nọ sị, “Elee ụdị ịhịan wụ ọnwan, hụn ufere lẹ ohimin gi e humẹn'ẹ isi!?” 
MAT.8.28	Ogẹn Jizọsị gi ru azụụn hụn-ẹbọ, hụn wụ alị ndị Gadara, ikẹnnyẹ ẹbụọ eje-mmọn rị imẹ wẹ gha ikpẹkpẹ pụha nọ kunrun ẹ. Wẹ e gbogbo ọda-ọda, nke wụnị onwọnni onyẹ a s'ẹka a ghazị azụụn hụ. 
MAT.8.29	Wẹ nọ dọbepụ oro, sị, “K'i gi ẹnyi e mẹ, Nwa Osolobuẹ? Ị bịa ebeni d'e ye ẹnyi afụnfụn bụ ogẹn e ke ru?”
MAT.8.30	Igunrun ezin rị ẹhụ ebẹhụ ihiẹnni rị e mẹ a kpa nni. 
MAT.8.31	Eje-mmọn ndị hụ nọ rịọ Jesu, sị, “Omẹni y'a chụpụ ẹnyi, dodo zi ẹnyi ye imẹ igunrun ezin hụ.”
MAT.8.32	Ya ọ nọ sị wẹ, “Jẹnmẹ ni!” Ya wẹ nọ pụha, banyesọnmẹ imẹ ezin ndị hụ. Igunrun ezin hụ ile nọ kpọtu idẹnmizi, zụnban imẹ mirin hụ, ragbu enwẹn wẹ.
MAT.8.33	Ndị-ndu ezin ndị hụ nọ gbashi imẹ obodo d'a gwa wẹ ihiẹn ile mẹni lẹ ihiẹn mẹ ikẹnnyẹ ndị hụ eje-mmọn te rị imẹ wẹ. 
MAT.8.34	Ya ndị obodo hụ nọ rupụha d'e kunrun Jizọsị; a hụn w'a, wẹ nọ rịọ a n'ọ gha ẹgbẹrẹ wẹ pụ.
MAT.9.1	Jizọsị nọ banye imẹ ụgbọ-mirin, fetu mirin shi Kapanọm, obodo o bi. 
MAT.9.2	Ya wẹ nọ gi ute buhẹn'ẹ okẹnnyẹ ọrọ kinmin. Ogẹn Jizọsị gi hụn okukwe wẹ, ọ nọ sị onyẹ hụ ọrọ kinmin, “Atụlẹ egun nwa m, a gbagharịgụọ wẹ i njọ ị.”
MAT.9.3	Ya ụfọdụ ndị-nkuzi Iwu nọ sị enwẹn wẹ, “Okẹnnyẹni rị e ku arụ!”
MAT.9.4	Kanị Jizọsị a marịngụọ ihiẹn wẹ rị e ro, ọ nọ sị, “Kị ụnụ rị e roni eje-ihiẹn imẹ obi ụnụ? 
MAT.9.5	Elee hụn ka nfe? Ị sị, ‘A gbagharịgụọ wẹ i njọ ị,’ ra ị sị, ‘Lihi ọtọ jẹnmẹ ijẹn?’ 
MAT.9.6	Kanị, nị m mẹ ụnụ marịn nị mmẹ Nwa nke Ịhịan nwọn ikẹn ịgbagharị njọ elu-ụwanị.” Ọ nọ sị onyẹ hụ ọrọ kinmin, “Lihi ọtọ! Heri ute i lama iwe i!”
MAT.9.7	Okẹnnyẹ hụ nọ lihi ọtọ, lashi iwe ẹ. 
MAT.9.8	Egun nọ tụma igunrun ahụn rị ebẹhụ, wẹ nọ ja Osolobuẹ mma, o gi ye ịhịan ikẹn nọ ẹnịna.
MAT.9.9	Ogẹn Jizọsị gi gha ebahụn pụ, ọ hụn onyẹ ohu w'a kpọ Matiu ebe ọ nọdị alị ọdụ-ọrụn a ebe wẹ nọ a na ụgwọ-isi. Ọ nọ sị a, “Sọnmẹ m.” Ya Matiu nọ lihi ọtọ, sọnmẹ ẹ.
MAT.9.10	Ogẹn Jizọsị gi nwan rị iwe Matiu e ri ihiẹn-oriri, ndị ụgwọ-isi bu ọda lẹ ndị bu ọda wẹ gizi njọ marịn nọ bịa d'e du ya lẹ ndị nsọnmazụụn a ri ihiẹn-oriri. 
MAT.9.11	Ogẹn ndị Itu-Farisi gi hụn ihiẹnni, wẹ nọ sị ndị nsọnmazụụn a, “Kị haịn onyẹ-nkuzi ụnụ gi e sọn ndị ụgwọ-isi lẹ ndị njọ e ri ihiẹn-oriri?”
MAT.9.12	Kanị, ogẹn Jizọsị gi nụ a, ọ nọ sị wẹ, “Ẹlẹ ndị ẹhụ rị ikẹn a chọ dibiẹ, kama ndị ẹhụ rịlẹni ikẹn. 
MAT.9.13	Jẹn ni d'a mụ ihiẹn okuni rị Ẹkụkwọ-nsọ wụ: ‘Omikẹn kẹ m chọ, ẹlẹ ịchụn-ẹjan.’ Makẹni, ẹlẹ ndị ezi-omumẹ kẹ m bịa d'a kpọ, kama ndị njọ.”
MAT.9.14	Ndị nsọnmazụụn Jọnụ bịa d'e kunrun Jizọsị, jụ a, “Kị haịn ẹnyi lẹ ndị Itu-Farisi gi e bu ọnụ mbụ-lẹ-ẹbụọ, kanị ndị nsọnmazụụn ị ara bu?”
MAT.9.15	Jizọsị nọ za wẹ, sị, “Ndị bịa agbamẹkụkwọ a kwandẹ nwan ẹkwan ebe okẹnnyẹ rị a gba ẹkụkwọ rị a ra? Ogẹn lala hụn wẹ e gi wepụ a imẹ igunrun wẹ; o ru ogẹn hụ, e bumẹ wẹ ọnụ.”
MAT.9.16	“Onwọnni onyẹ e gi ẹkwa ọhụn hụn a kụkụmanị a kwakin ẹkwa akan. Makẹni, ẹkwa ọhụn hụ wẹ gi kwakin ẹ sikọ d'a dọkapụ, ebahụn dọkanị a jọwaye njọ. 
MAT.9.17	W'a ra gizikwọ ihiẹn akan gbaye manya ọhụn. Makẹni wẹ gi ẹ, ọ gbawa, manya a kwanhu, ihiẹn wẹ gi gbaye ẹ a la iwi. Kama, w'a gba manya ọhụn e ye imẹ ihiẹn-manya ọhụn, ogẹn ahụn, wẹ ẹbụọ alakọ iwi.”
MAT.9.18	Ebe ọ rị a gwa wẹ ihiẹn ndịnị, onyẹ-isi ohu nọ banhan idẹnmizi, gbun'ẹ osekpu, sị, “Nwa m okpoho nwụnhụnhụ kikẹnni; ka bịa d'e bu ẹka ị kwasị a, makẹni, i bu ẹka ị kwasị a, ọ sikọ d'a rị ndụn.”
MAT.9.19	Ya Jizọsị nọ lihi ọtọ sọnmẹ ẹ, ya lẹ ndị nsọnmazụụn a. 
MAT.9.20	Idẹnmizi, okpoho ohu ihiẹn rị a gba kete ahụa mmẹbụọ nọ ghaha Jizọsị azụụn, mẹtụ ntịn ẹwuru Jizọsị ẹka. 
MAT.9.21	Makẹni ọ sị enwẹn ẹ, “M mẹtụhụ ẹwuru ẹ ẹka, m sikọ d'a dịnhịn.”
MAT.9.22	Jizọsị nọ gbehutọ, hụn a, sị a, “Atụlẹ egun nwa m, okukwe i a zụọlẹ i.” Ya kẹ okpoho hụ nọ dịnhịn ozigbo.
MAT.9.23	Ogẹn Jizọsị gi nwan ru iwe onyẹ-isi ahụn bịa d'a rịọn'a, ọ hụn ndị rị e gbu ẹkpịrị lẹ igunrun ịhịan ebẹhụ kẹ wẹ rị a zụn ụzụn, 
MAT.9.24	ọ nọ sị wẹ, “Pụ nị, nị nwata hụ anwụnhụnnị; ụran k'ọ rị.” Wẹ nọ mụma a ẹmụ. 
MAT.9.25	Ogẹn Jizọsị gi chụpụgụ igunrun hụ, ọ nọ banye mmụlọ; o kwọndọn nwata hụ ẹka, nwata hụ nọ lihi. 
MAT.9.26	Ya ihiẹnni o mẹ nọ kpọgbarị ẹgbẹrẹ hụ ile.
MAT.9.27	Ogẹn Jizọsị gi gha ebẹhụ pụkọ, ikẹnnyẹ ẹbụọ ẹnya kpu ishi nọ sọnmẹ ẹ, e yi, “Mẹ omikẹn ẹnyi, nwa Defidi!”
MAT.9.28	Ọ banye mmụlọ, ndị ẹnya-ishi hụ nọ bịa d'e kunrun ẹ. Ọ nọ sị wẹ, “Ụnụ e kwerighọ nị m sikọ d'a saẹka mẹ ihiẹnni?” Wẹ nọ sị a, “Ẹghẹẹ, Di-nwọnni-ẹnyi.”
MAT.9.29	Ya Jizọsị nọ mẹtụ wẹ ẹka ẹnya, sị, “Ya rịnị ụnụ kẹ ụnụ dọn kweri.” 
MAT.9.30	Ẹnya wẹ nọ shịapụ. Jizọsị nọ gwa wẹ, gwashi wẹ ikẹn, sị wẹ, “Anịkwọlẹ ni onyẹ ọwụlẹ marịn ihiẹnni.”
MAT.9.31	Kanị a pụ wẹ, wẹ nọ kusọnmẹ oku ẹ ẹgbẹrẹ hụ ile.
MAT.9.32	Kẹ ndị ahụn ẹnya te kpu ishi pụkọ, ndị ọzọ nọ wẹhẹ odin eje-mmọn rị imẹ ẹ. 
