GEN.1.1	Ha tinikangan, han pagtuha han Dyos han bug-os nga kalibutan ug han mga butang ha kalangitan
GEN.9.10	ngan ha ngatanan nga buhi nga mga binuhat—ha ngatanan nga katamsihan ngan ngatanan nga kamanampan—ha ngatanan nga ginmawas tikang han arka upod ha iyo. 
GEN.9.11	Ginhihimo ko ha iyo an akon ginsaaran pinaagi hini nga mga pulong: nagsasaad ako nga diri ko na gud pagpupuohon pinaagi hin lunop an ngatanan nga buhi nga mga binuhat; diri na gud pagbubungkagon an tuna pinaagi hin lunop. 
GEN.9.12	Sugad nga tigaman han akon dayon nga ginsaaran nga akon ginhihimo ha iyo ngan ha ngatanan nga buhi nga mga binuhat, 
GEN.9.13	ibinubutang ko an akon balangaw didto han mga dampog. Magigin tigaman ini han akon ginsaaran nga akon ginhimo han kalibutan. 
GEN.9.14	Ha kada pagtitirok hin mga dampog ha langit, ngan nagpapakita an balangaw, 
GEN.9.15	mahinunumdoman ko an akon saad ngada ha iyo ngan ngadto han ngatanan nga kamanampan, nga diri ko na gud pagpupuohon pinaagi hin lunop an ngatanan nga buhi nga mga binuhat. 
GEN.9.16	Kon magpakita an balangaw didto han mga dampog, hikikit-an ko ini ngan mahinunumdom ako han dayon nga ginsaaran nakon ngan han ngatanan nga buhi nga mga binuhat ha bawbaw han tuna. 
GEN.9.17	Amo ito an tigaman han saad nga akon ginhihimo ngadto han ngatanan nga buhi nga mga binuhat.”
GEN.9.18	An mga anak nga kalalaken-an ni Noe nga nagkagawas han arka amo hira Sem, Ham, ug Jafet. (Amo hi Ham an amay ni Canaan.) 
GEN.9.19	Ini nga tulo nga mga anak nga kalalaken-an ni Noe amo an ginikanan han ngatanan nga mga tawo ha tuna.
GEN.9.20	Hi Noe nga usa nga parauma, amo an syahan nga tawo nga nag-uma hin urubasan. 
GEN.9.21	Katapos niya pag-inom han bino, nahubog hiya, naglubas han iya panapton, ngan hinmigda nga hubo didto han iya tulda. 
GEN.9.22	Han pakakita ni Ham nga amay ni Canaan, nga hubo an iya amay, ginmawas hiya ngan ginsumatan niya an iya duha nga kabugtoan nga kalalaken-an. 
GEN.9.23	Niyan kinmuha hira Sem ug Jafet hin hilawig nga panapton ngan ginbitad ini nga inunat dida han ira mga sugbong. Nagtipaisol hira hin paglakat ngadto han tulda ngan gintahoban nira an ira amay nga nalingiw hira basi diri hira kumita ha iya nga hubo. 
GEN.9.24	Han kahawhawi na kan Noe ngan han paghibaro niya han ginbuhat ha iya han iya puto nga lalake, 
GEN.9.25	nagsiring hiya,
GEN.9.25	“Higabaan unta hi Canaan!
GEN.9.25	Maooripon hiya han iya kabugtoan nga kalalaken-an.
GEN.9.26	Pagdayawon an 
GEN.9.26	Magigin oripon ni Sem hi Canaan.
GEN.9.27	Pagpadamoon unta han Dyos hi Jafet!
GEN.9.27	Mag-ukoy unta an iya mga tulin upod han mga tawo ni Sem!
GEN.9.27	Magigin oripon ni Jafet hi Canaan.”
GEN.9.28	Katapos han lunop, nabuhi pa hi Noe hin 350 ka tuig, 
GEN.9.29	ngan namatay hiya ha panuigon nga 950.
GEN.10.1	Amo ini an mga tulin han mga anak nga kalalaken-an ni Noe, nga hira Sem, Ham, ug Jafet. Katapos han lunop nagkamay-ada mga anak nga kalalaken-an ini nga tulo nga mga anak.
GEN.10.2	An mga anak nga kalalaken-an ni Jafet: hira Gomer, Magog, Madai, Javan, Tubal, Mesec, ug Tiras, amo an ginikanan han mga tawo nga nagdadara han ira mga ngaran. 
GEN.10.3	An mga anak ni Gomer amo hira Askenaz, Rifat, ug Togarma. 
GEN.10.4	An mga anak ni Javan amo hira Elisa, Tarsis, Kitim, ug Dodanim; 
GEN.10.5	amo hira an mga ginikanan han mga tawo nga nag-uokoy ha baybayon ngan didto han mga puro ha dagat. Amo ini an mga tulin ni Jafet, nga nag-uokoy didto han magkalainlain nira nga mga tribo ngan mga nasod, nga nagyayakan an tagsa nga hugpo han kalugaringon nga iya pinulongan.
GEN.10.6	An mga anak nga kalalaken-an ni Ham: hira Cus, Ehipto, Libya, ug Canaan—amo an mga ginikanan han mga tawo nga nagdadara han ira mga ngaran. 
GEN.10.7	An mga anak ni Cus amo hira Saba, Habila, Sabata, Raama, ug Sabteca. An mga anak ni Raama amo hira Saba ug Dedan. 
GEN.10.8	May-ada hi Cus anak nga lalake nga ginngaranan nga Nimrod nga nagin syahan nga gamhanan han kalibutan. 
GEN.10.9	Tungod han bulig han 
GEN.10.10	Ha tinikangan sakop niya an ginhadian han Babilon, Erec, ug Accad; sakop ini nga tulo han Babilonia. 
GEN.10.11	Tikang didto hito nga tuna kinmadto hi Nimrod ha Asiria ngan gintindog an mga syudad han Ninive, Rehobot-ir, Cala, 
GEN.10.12	ug Resen nga nabubutnga han Ninive ngan han dako nga syudad han Cala.
GEN.10.13	An mga tulin ni Ehipto amo an mga tawo han Lydia, Anam, Lehab, Naftu, 
GEN.10.14	Patrus, Caslu, ngan han Creta, diin tinmikang an mga Filisteohanon.
GEN.10.15	An mga anak nga kalalaken-an ni Canaan: hira Sidon, nga suhag, ug Het, amo an mga ginikanan han mga tawo nga nagdadara han ira mga ngaran. 
GEN.10.16	Ginikanan liwat hi Canaan han mga Jebuseohanon, mga Amoreohanon, mga Girgaseohanon, 
GEN.10.17	mga Hibeohanon, mga Arkeohanon, mga Sineohanon, 
GEN.10.18	mga Arbadeohanon, mga Semareohanon, ngan mga Hamateohanon. Nagsarang an magkalainlain nga mga tribo han mga Canaanhon, 
GEN.10.19	tubtob nga inmabot ha mga pag-ultan nga Canaanhon tikang ha Sidon tipatimogan ngadto ha Gerar nga hirani han Gaza, ngan tipasinirangan ngadto ha Sodoma, Gomora, Adma, ug Seboiim nga hirani ha Lasa. 
GEN.10.20	Amo ini an mga tulin ni Ham, nga nag-ukoy didto han magkalainlain nira nga mga tribo ngan mga nasod nga nagyayakan an tagsa nga hugpo han kalugaringon niya nga pinulongan.
GEN.10.21	Hi Sem nga magurang nga bugto nga lalake ni Jafet amo an ginikanan han ngatanan nga mga Hebreohanon. 
GEN.10.22	An mga anak nga kalalaken-an ni Sem: hira Elam, Asur, Arfacsad, Lud, ug Aram, amo an mga ginikanan han mga tawo nga nagdadara han ira mga ngaran. 
GEN.10.23	An mga tulin ni Aram amo an mga tawo han Hus, Hul, Geter, ug Mosec. 
GEN.10.24	Hi Arfacsad amo an amay ni Sela nga amay ni Eber. 
GEN.10.25	May-ada duha nga mga anak nga lalake ni Eber: ginngaranan an usa nga Peleg,
GEN.10.26	An mga tulin ni Joctan amo an mga tawo han Almodad, Selef, Asarmot, Jera, 
GEN.10.27	Adoram, Usal, Dicla, 
GEN.10.28	Hebal, Abimael, Saba, 
GEN.10.29	Ofir, Habila, ug Jobab. Tinmikang kan Joctan hira ngatanan. 
GEN.10.30	An tuna nga ira gin-ukyan inmabot tikang ha Mesa ngadto ha Sefar didto han sinirangan nga sagkahon nga katunaan. 
GEN.10.31	Amo ini an mga tulin ni Sem, nga nag-uokoy didto han magkalainlain nira nga mga tribo ngan mga nasod nga nagyayakan an tagsa nga hugpo han kalugaringon niya nga pinulongan.
GEN.10.32	Ini ngatanan nga mga tawo amo an mga tulin ni Noe, sumala han magkalainlain nira nga mga tulin dida han kada nasod. Katapos han lunop, mga tulin na han mga anak nga kalalaken-an ni Noe an ngatanan nga kanasoran han tuna.
GEN.11.1	Ha syahan may-ada usa la nga pinulongan an mga tawo ha bug-os nga kalibutan ngan waray kalainan an mga pulong nga ira ginagamit. 
GEN.11.2	Samtang nagtitipakadto hira ha sinirangan, nahingadto hira ha kapatagan didto ha Babilonia ngan didto hira pag-ukoy.
GEN.11.3	Naggipasiringsiring hira, “Tana, paghimo kita hin mga baldosa ngan banggaha ta hin maupay basi magmatig-a ini hin duro.” Sanglit nagkamay-ada hira mga baldosa nga igtirindog ngan alkitran hin pagturugkop han mga baldosa. 
GEN.11.4	Nagsiring hira, “Yana pagtindog kita hin usa nga syudad nga may-ada lantawan nga maabot ha langit, basi makaangkon kita hin ngaran para ha aton kalugaringon ngan diri kita magsarang ha bug-os nga tuna.”
GEN.11.5	Niyan linmusad an 
GEN.11.6	ngan nagsiring hiya, “Yana usa la nga katawhan ini hira ngatanan ngan nagyayakan hira hin usa la nga pinulongan; tinikangan pa la ini han ira nahuhunahunaan hin pagbuhat. Diri maiha mahihimo nira an bisan ano nga ira karuyag! 
GEN.11.7	Lusad kita ngan guponga ta an ira pinulongan basi diri hira magkasarabot.” 
GEN.11.8	Sanglit ginpasarang han 
GEN.11.9	Gintawag nga Babilon
GEN.11.10	Amo ini an mga tulin ni Sem. Duha ka tuig katapos han lunop, han 100 na an panuigon ni Sem, nagkamay-ada hiya anak nga lalake nga hi Arfacsad. 
GEN.11.11	Katapos hito nabuhi pa hiya hin 500 ka tuig ngan nagkamay-ada iba nga mga anak.
GEN.11.12	Han 35 na an panuigon ni Arfacsad, nagkamay-ada hiya anak nga lalake nga hi Sela; 
GEN.11.13	katapos hito nabuhi pa hiya hin 403 ka tuig ngan nagkamay-ada iba nga mga anak.
GEN.11.14	Han 30 na an panuigon ni Sela, nagkamay-ada hiya anak nga lalake nga hi Eber; 
GEN.11.15	katapos hito nabuhi pa hiya hin 403 ka tuig ngan nagkamay-ada iba nga mga anak.
GEN.11.16	Han 34 na an panuigon ni Eber, nagkamay-ada hiya anak nga lalake nga hi Peleg; 
GEN.11.17	katapos hito nabuhi pa hiya hin 430 ka tuig ngan nagkamay-ada iba nga mga anak.
GEN.11.18	Han 30 na an panuigon ni Peleg, nagkamay-ada hiya anak nga lalake nga hi Reu; 
GEN.11.19	katapos hito nabuhi pa hiya hin 209 ka tuig, ngan nagkamay-ada iba nga mga anak.
GEN.11.20	Han 32 na an panuigon ni Reu, nagkamay-ada hiya anak nga lalake nga hi Serug; 
GEN.11.21	katapos hito nabuhi pa hiya hin 207 ka tuig ngan nagkamay-ada iba nga mga anak.
GEN.11.22	Han 30 na an panuigon ni Serug, nagkamay-ada hiya anak nga lalake nga hi Nahor; 
GEN.11.23	katapos hito nabuhi pa hiya hin 200 ka tuig ngan nagkamay-ada iba nga mga anak.
GEN.11.24	Han 29 na an panuigon ni Nahor, nagkamay-ada hiya anak nga lalake nga hi Tera; 
GEN.11.25	katapos hito nabuhi pa hiya hin 119 ka tuig ngan nagkamay-ada iba nga mga anak.
GEN.11.26	Han 70 na an panuigon ni Tera, nagin amay hiya nira Abram, Nahor, ug Haran.
GEN.11.27	Amo ini an mga tulin ni Tera nga amay nira Abram, Nahor, ug Haran. Hi Haran amo an amay ni Lot, 
GEN.11.28	ngan namatay hi Haran didto han iya natawhan nga bungto han Ur didto ha Babilonia samtang buhi pa an amay niya. 
GEN.11.29	Nangasawa hi Abram kan Sarai, ngan nangasawa hi Nahor kan Milca nga babaye nga anak ni Haran nga amay liwat ni Isca. 
GEN.11.30	Waray mag-anak hi Sarai.
GEN.11.31	Gindara ni Tera hi Abram nga iya anak nga lalake, hi Lot nga iya apo, nga amo an anak nga lalake ni Haran, ngan hi Sarai nga iya umagad nga babaye, nga asawa ni Abram. Binayaan nira an syudad han Ur didto ha Babilonia ngan napakadto hira ha tuna han Canaan. Inmabot hira tubtob ha Haran ngan nag-ukoy hira didto. 
GEN.11.32	Didto namatay hi Tera ha panuigon nga 205.
GEN.12.1	Nagsiring an 
GEN.12.2	Tatagan ko ikaw hin damo nga mga tulin, ngan mahihimo hira nga usa nga dako nga nasod. Pagbebendisyonan ko ikaw ngan hihimoon ko nga bantogan an imo ngaran, basi mahimo ka nga usa nga bendisyon para han iba.
GEN.12.3	Pagpapakaupayon ko adton mga magpapakaupay ha imo,
GEN.12.3	Kundi pagtutunglohon ko adton mga magpapanhimaraot ha imo.
GEN.12.3	Ngan pinaagi ha imo pagpapakaupayon ko an ngatanan nga mga nasod.”
GEN.12.4	Han 75 na an panuigon ni Abram, ginmikan hiya tikang ha Haran, sumala han iginsiring ha iya han 
GEN.12.5	Gindara ni Abram hi Sarai nga iya asawa, hi Lot nga iya umangkon nga lalake, ngan an ngatanan nga manggad ngan ngatanan nga mga oripon nga ira naangkon didto ha Haran, ngan ginmikang hira ngadto ha tuna han Canaan.
GEN.12.5	Han pag-abot nira didto ha Canaan, 
GEN.12.6	ginlatas ni Abram an tuna tubtob nga inmabot hiya ngadto han baraan nga kahoy han More, an baraan nga dapit didto ha Siquem. (Hito nga panahon nag-uokoy pa didto han tuna an mga Canaanhon.) 
GEN.12.7	Pinmakita an 
GEN.12.8	Katapos hito nagpadayon hiya tipatimogan ngadto han sagkahon nga tuna nga sinirangan han syudad han Betel, ngan nagkampo hiya ha butnga han Betel didto ha katundan ngan han Hai didto ha sinirangan. Nagtindog liwat hiya didto hin usa nga altar ngan nagsingba hiya han 
GEN.12.9	Niyan nagpadayon hiya tikang ha usa ngadto han sunod nga dapit, tipakadto han timogan nga bahin han Canaan.
GEN.12.10	Kundi nagkamay-ada gutom didto ha Canaan, ngan nagrabe gud ini, sanglit nagtipatimogan pa hi Abram ngadto ha Ehipto, hin pag-ukoy didto hin madaliay. 
GEN.12.11	Han naitarabok na hiya han pag-ultan ngadto ha Ehipto, nagsiring hiya kan Sarai nga iya asawa, “Mahusay ka nga babaye. 
GEN.12.12	Kon hikit-an ka han mga Ehiptohanon, maghuhunahuna gud hira nga akon ka asawa, sanglit papatayon ako nira ngan tutugotan ka nga mabuhi. 
GEN.12.13	Sumati hira nga bugto ko ikaw; ngan tungod ha imo, diri ako nira paglalabtan ngan uupayon an ira pagdara ha akon.” 
GEN.12.14	Han pagtabok na niya han pag-ultan ngadto ha Ehipto, hinkit-an manggud han mga Ehiptohanon an iya asawa. 
GEN.12.15	Hinkit-an hi Sarai hin pira han mga opisyal han palasyo, ngan ginsumatan an hadi han pagkamahusay ni Sarai. Sanglit gindara hi Sarai ngadto han palasyo han hadi. 
GEN.12.16	Tungod ha iya, gin-ataman hin maupay han hadi hi Abram ngan gintagan hiya hin mga panon hin mga karnero, mga kanding, mga baka, mga asno, mga oripon, ngan mga kamelyo.
GEN.12.17	Kundi tungod nga ginkuha man han hadi hi Sarai, ginpadad-an han 
GEN.12.18	Niyan ginpasugoan han hadi hi Abram ngan ginpakianhan hiya, “Ano ini nga imo ginbuhat ha akon? Kay ano nga waray mo ako pagsumati nga asawa mo hiya? 
GEN.12.19	Kay ano hin pagsiring mo nga bugto mo la hiya, ngan tinmugot ka nga kuhaon ko hiya sugad nga akon asawa? Iini an imo asawa; dad-a hiya ngan iwas kamo dinhe!” 
GEN.12.20	Nagsugo an hadi han iya mga tawo, sanglit ginkuha nira hi Abram ngan ginpagawas hiya han nasod upod an iya asawa ngan an ngatanan nga iya mga hiagi.
GEN.13.1	Tikang ha Ehipto, nagtipaamihanan hi Abram, ngadto han timogan nga bahin han Canaan, upod an iya asawa ngan an ngatanan nga iya mga hiagi, ngan inmupod ha iya hi Lot. 
GEN.13.2	Riko hin duro hi Abram hin mga karnero, mga kanding, ngan mga baka, sugad man hin salapi ug bulawan. 
GEN.13.3	Niyan binmaya hiya didto ngan nagbalhin hiya tikang ha usa nga kampo ngadto ha lain nga kampo tipakadto ha Betel. Inmabot hiya han dapit nga nabubutnga han Betel ug Hai, nga ginkampohan niya hadto anay 
GEN.13.4	ngan gintindogan niya hin usa nga altar. Didto nagsingba hiya han 
GEN.13.5	May-ada liwat hi Lot mga karnero, mga kanding, ngan mga baka, ngan may-ada liwat niya kalugaringon nga panimalay ngan mga surugoon. 
GEN.13.6	Sanglit diri na igo an tuna nga panabsaban para ha ira nga duha kay damo hin duro an ira kamanampan. 
GEN.13.7	Nag-aruaraway na an mga tawo nga nagmamangno han kamanampan ni Abram kontra han mga tawo nga nagmamangno han kamanampan ni Lot. (Hito nga panahon nag-uokoy pa dida han tuna an mga Canaanhon ngan an mga Periseohanon.)
GEN.13.8	Niyan nagsiring hi Abram kan Lot, “Mag-uropod la kita ngan diri angay mag-aruaraway an imo mga tawo kontra han akon mga tawo. 
GEN.13.9	Sanglit pagbulag kita. Pagpili han tuna nga imo naruruyagan. Pakadto ikaw hin usa nga dapit, ngan mapakadto ako hin lain nga dapit.”
GEN.13.10	Sanglit sinmiplat hi Lot ngan hinkit-an niya nga damo an tubig han bug-os nga Kahamub-an han Jordan, tubtob gud ngadto ha Zoar, nga sugad han Tanaman han 
GEN.13.11	Sanglit ginpili ni Lot para ha iya ngahaw an bug-os nga Kahamub-an han Jordan ngan binmalhin hiya tipakadto ha sinirangan. Amo ito an paagi han ira pagkabulag. 
GEN.13.12	Nagpabilin hi Abram didto ha tuna han Canaan, ngan nag-ukoy hi Lot didto han mga syudad ha kahamub-an ngan nagkampo hiya ha hirani han Sodoma, 
GEN.13.13	kanay mga tawo magraot ngan dagko nga mga magpakasasala kontra han 
GEN.13.14	Han pagbaya na ni Lot, nagsiring an 
GEN.13.15	Ighahatag ko ha imo ngan han imo mga tulin an ngatanan nga tuna nga matatan-aw han imo mga mata, ngan pagtatag-iyahon ini niyo ha kadayonan. 
GEN.13.16	Tatagan ko ikaw hin damo hin duro nga mga tulin nga waray tawo nga makakaihap ha ira ngatanan; masusugad ini hin pag-ihap han tagsa nga tapotapo han tuna. 
GEN.13.17	Yana, kadto na ngan tan-awa an bug-os nga tuna, kay ighahatag ko ini ngatanan ha imo.” 
GEN.13.18	Sanglit ginbalhin ni Abram an iya kampo ngan nag-ukoy hiya ha hirani han baraan nga kakahoyan han Mamre didto ha Hebron, ngan didto nagtindog hiya hin usa nga altar ngadto han 
GEN.14.1+GEN.14.2	Nakig-away in upat nga kahadian nga amo hira Amrafel han Babilonia, Arioc han Elasar, Cedorlaomer han Elam, ngan Tidal han Goiim, kontra hin lima nga kahadian nga amo hira Bera han Sodoma, Birsa han Gomora, Sinab han Adma, Semeber han Zebolim, ngan an hadi han Bela (o Zoar). 
GEN.14.3	Nagkasarabot ini nga lima nga kahadian ngan gin-urosa nira an ira kasondalohan didto ha Kahamub-an han Sidim nga amo na yana an Dagat nga Patay. 
GEN.14.4	Gin-oripon hira ni Cedorlaomer sulod hin 12 ka tuig, kundi sinmupil hira ha iya dida han ika-13 nga tuig. 
GEN.14.5	Dida han ika-14 ka tuig, inmabot hi Cedorlaomer ngan an iya mga kausa upod an ira mga kasondalohan, ngan ginpirde nira an Refaim didto ha Asterot-Carnaim, an Zuzim didto ha Ham, an Emim didto han kapatagan han Kiriataim 
GEN.14.6	ngan an mga Horitanhon didto han kabukiran han Edom. Ira ginlanat hira tubtob ha Elparan, didto ha sidsid han kamingawan. 
GEN.14.7	Niyan binmalik hira ngan inmabot ngadto ha Cades (nga kinikilala hadto anay nga Enmisfat). Ginsakop nira an bug-os nga tuna han mga Amalekanhon, ngan ginpirde an mga Amoreohanon nga nag-uokoy didto ha Hazazon-Tamar.
GEN.14.8	Niyan gin-andam han kahadian han Sodoma, Gomora, Adma, Seboiim, ug Bela an ira mga kasondalohan para hin away didto ha Kahamub-an han Sidim ngan nakig-away hira 
GEN.14.9	kontra han kahadian han Elam, Goiim, Babilonia, ug Elasar, upat nga kahadian kontra hin lima. 
GEN.14.10	Luob an kapatagan hin mga luong hin alkitran, ngan han pagkalagiw tikang han away han mga hadi han Sodoma ug Gomora, nahulog hira ngadto han mga luong hin alkitran; kundi nakakalagiw ngadto han kabukiran an tulo nga iba nga kahadian. 
GEN.14.11	Ginkuha han upat nga kahadian an ngatanan nga mga butang didto ha Sodoma ug Gomora, lakip an pagkaon, ngan nagkalakat hira. 
GEN.14.12	Didto ha Sodoma pag-ukoy hi Lot nga umangkon ni Abram, sanglit gindara hiya nira upod an ngatanan niya nga mga manggad.
GEN.14.13	Kundi nakakalagiw in usa ka tawo nga nagsumat hini ngatanan kan Abram nga Hebreohanon. Nag-uokoy hi Abram ha hirani han baraan nga kakahoyan nga gintatag-iya ni Mamre nga Amoreohanon. Mga kadapig ni Abram hi Mamre ngan an iya kabugtoan nga kalalaken-an nga hira Escol ug Aner. 
GEN.14.14	Han pakabati ni Abram nga ginbihag an iya umangkon, gintirok niya an ngatanan nga mga paraaway nga kalalaken-an didto han iya kampo, 318 ngatanan, ngan ginlanat nira an upat nga kahadian tubtob gud ngadto ha Dan. 
GEN.14.15	Gin-upat niya ka hugpo an iya mga tawo, ginsulong ha gab-i an kaaway ngan ira ginpirde hira. Iya ginlanat an mga kaaway tubtob ha Hoba nga amihanan han Damasco, 
GEN.14.16	ngan ginbawi niya an ngatanan nga tinikas. Nabawi liwat niya an iya umangkon nga lalake nga hi Lot ngan an iya mga manggad, upod an kababayen-an ngan an iba pa nga mga bihag.
GEN.14.17	Han pagbalik na ni Abram tikang han iya pagdaog kontra kan Cedorlaomer ngan han iba nga kahadian, tinmapo ha iya an hadi han Sodoma didto ha Kahamub-an han Save (nga tinatawag liwat nga Kahamub-an han Hadi). 
GEN.14.18	Ngan nagdara hin tinapay ngan hin bino ngadto kan Abram hi Melquisedec nga amo an hadi han Salem ngan usa liwat nga padi han Gihahataasi nga Dyos. 
GEN.14.19	Ginbendisyonan ni Melquisedec hi Abram ngan nagsiring, “Bendisyonan unta hi Abram han Gihahataasi nga Dyos nga naghimo han langit ug tuna! 
GEN.14.20	Pagdayawon unta an Gihahataasi nga Dyos nga nagpadaog ha imo kontra han imo mga kaaway!” Ngan gintagan ni Abram hi Melquisedec hin ikanapulo nga bahin han ngatanan nga tinikas nga nabawi ni Abram.
GEN.14.21	Nagsiring kan Abram an hadi han Sodoma, “Imo na an mga naagaw, kundi ibalik ha akon an ngatanan ko nga mga tawo.”
GEN.14.22	Binmaton hi Abram, “Nagsusumpa ako ha atubangan han 
GEN.14.23	nga diri ako magtitipig hin bisan ano nga imo, diri bisan inulang o sintas hin sapatos. Niyan diri ka gud makakasiring, ‘Ako an nagpariko kan Abram’. 
GEN.14.24	Diri ako makuha hin bisan ano para ha akon ngahaw. Kakarawton ko la an ginggamit han akon mga tawo. Kundi pakuhaa han ira bahin an akon mga kadapig nga hira Aner, Escol, ug Mamre.”
GEN.15.1	Katapos hini nagkamay-ada panan-awon hi Abram, ngan hinbatian niya an 
GEN.15.2	Kundi binmaton hi Abram, “O Ginoo nga 
GEN.15.3	Waray mo ako tagi hin mga anak, ngan usa han akon mga oripon an manununod han akon hiagi.”
GEN.15.4	Niyan hinbatian na liwat niya an 
GEN.15.5	Gindara hiya han 
GEN.15.6	Tinmapod hi Abram han 
GEN.15.7	Niyan nagsiring ha iya an 
GEN.15.8	Kundi pinmakiana hi Abram, “Ginoo nga 
GEN.15.9	Binmaton hiya, “Dad-i ako hin usa nga baka, usa nga kanding, ngan hin usa nga lalaki nga karnero, nga tulo ka tuig an panuigon han kada usa, ngan hin usa nga sarapati ngan hin usa nga tukmo.” 
GEN.15.10	Gindara ni Abram an mga mananap ngadto ha Dyos, ginpamikas ini, ngan ginturutugbang an mga pinikas ha duha ka rumbay; kundi waray niya pagpikasa an mga tamsi. 
GEN.15.11	Kon nahugdon an mga manaol ngada han mga patay nga lawas, gintatabog ini ni Abram.
GEN.15.12	Han tikaturunod na an adlaw, nangaturog ngan nahimuok hi Abram. Inalpan hiya hin dako nga kahadlok nga nalisang hiya. 
