MAT.1.1	Azezi n de Adavidi yɩɩŋa, la Abraham yɩɩŋa yaabdõma n wãna:
MAT.5.29	Fʋ zʋʋgɔ nifo sãn yetɩ a botɩ fʋ basɛ Nawẽnnɛ sore, fʋ kɩrgɛ ẽ lobe basɛ zãazãarɛ, se'ere n soe la, fʋ ĩyã sɛla ayɩla sãn ka bɔna mĩ sõɩ ba wʋn lobe fʋ ĩyã wuu bug-tẽŋa. 
MAT.5.30	La fʋ zʋʋgɔ nu'ugo sãn yetɩ a botɩ fʋ basɛ Nawẽnnɛ sore, fʋ wike ẽ lobe basɛ zãazãarɛ, se'ere n soe la, fʋ ĩyã sɛla ayɩla sãn ka bɔna mĩ sõɩ ban wʋn lobe fʋ ĩyã wuu bug-tẽŋa.»
MAT.5.31	«Ba yʋʋn yetɩ: ‹Nẽr-sɛka n lebse a pɔga, a bɔ ẽ gõŋɔ n pa'alɛ tɩ a lebse ẽ mɛ.› 
MAT.5.32	La mam yetɩ ya mɛ tɩ, nẽr-sɛka woo n lebse a pɔga, tɩ la sãn dagna tɩ a gã la bʋraasɩ, a wʋn botɩ pɔka la sã'am mɛ, a sãn ele sɩra ayẽma. La nẽr-sɛka n di pɔg-sɛka tɩ ba lebse la, ẽŋɛ la be'em wʋ nẽra n gã'arɛ la a tadãana pɔga.»
MAT.5.33	«Ya ken wõm tɩ ba yʋʋn yele kʋrʋm dõma yetɩ: ‹Da viige ya pɔrɛ. Fʋ sãn bĩŋe nõorɛ pɔɩ tɩ fʋ ẽŋɛ sɛla bɔ Zuudãana Nawẽnnɛ, dẽnɩ tɩ fʋ ẽŋɛ bɛla.› 
MAT.5.34	La mam yetɩ ya tɩ, ya põn da pɔɩ. Da pɔɩ saazuum, bẽm ĩyã, a de la Nawẽnnɛ na'am bĩmbĩnne. 
MAT.5.35	Da pɔɩ tẽŋa, bẽm ĩyã, a de la a nãma dɔglgɔ zẽ'a. Da pɔɩ Zerizalɛm, bẽm ĩyã, a de la Nawẽnnɛ n de na-kãtɛ la tẽŋa. 
MAT.5.36	Da pɔɩ fʋ zuugo, bẽm ĩyã, fʋ ka tã wʋn basɛ tɩ fʋ zomto baa ayɩla lebge pɛɛlga bɩɩ sabga. 
MAT.5.37	Basɛ-ya tɩ ya ‹ẽe› dɛna ‹ẽe›, tɩ ya ‹ayɛɩ› dɛna ‹ayɛɩ›. La sãn gãŋɛ bɛla, sɛla n pa'asɛ la de la be'em dãana bõnɔ.»
MAT.5.38	«Ya wõm tɩ ba daan yetɩ: ‹Nẽra sãn pusge a tadãana nifo, ba mẽ pusge a nifo, nẽra sãn vike a tadãana yẽnnɛ, ba mẽ vike a yẽnnɛ.› 
MAT.5.39	La mam yetɩ ya mɛ tɩ, nẽra sãn ẽŋɛ ya be'em, ya da ẽŋɛ be'em lebse. La nẽra sãn wẽ fʋ zʋʋgɔ pɛka, fʋ basɛ tɩ a wẽ fʋ gɔbga pɛka pa'asɛ. 
MAT.5.40	La nẽra sãn sãm fɔ tɩ a to'oge fʋ fu-pɩka, fʋ basɛ tɩ a to'oge fʋ fu-kãtɛ pa'asɛ. 
MAT.5.41	La nẽra sãn pẽrgɛ fɔ tɩ fʋ kɔlgɛ ẽ kilomẽtrɩ ayɩla, fʋ kɔlgɛ ẽ kilomẽtrɩ bayi. 
MAT.5.42	Nẽra sãn sose fʋ sɛla, fʋ bɔ ẽ. La nẽra sãn bɔɔra tɩ a peŋe sɛla fʋ zẽ'am, da mõŋɛ ẽ.»
MAT.5.43	«Ya wõm tɩ ba daan yetɩ: ‹Fʋ nõŋɛ fʋ tadãana, dee sise fʋ bɛ.› 
MAT.5.44	La mam yetɩ ya mɛ tɩ, ya nõŋɛ ya bɛ'ɛba, dee pʋ'ʋsra Nawẽnnɛ bɔ'ɔra sɛba n nãmsrɩ ya la. 
MAT.5.45	Ya sãn ẽŋɛ bɛla, ya wʋn dɛna ya Sɔ Nawẽnnɛ n boe saazuum na kɔma, se'ere n soe la, ẽŋa n botɩ wʋntɛɛŋa yẽkra bɔ'ɔra nẽr-sõma la nẽr-be'ero, dee botɩ saaga niira bɔ'ɔra sɛba ɩrgɔ n masɛ, la sɛba ɩrgɔ n ka masɛ. 
MAT.5.46	Yãma sãn nõŋɛ sɛba n nõŋɛ ya la mã'a, bẽm yɔɔrɔ tɩ ya wʋn yẽ Nawẽnnɛ zẽ'am? Lampo-tɔ'ɔsrɩba mẽ ɩtɩ la bɛla. 
MAT.5.47	La yãma sãn pʋ'ʋsra la ya sɔbiisi mã'a, bẽm tɩ yãma ɩtɩ gãnna ya taaba la? Nẽr-sɛba n ka dolɩ Nawẽnnɛ na mẽ ɩtɩ la bɛla. 
MAT.5.48	Bɛla, dɛna-ya nẽrba tɩ ya ɩrgɔ wuu wʋn masɛ, wʋ ya Sɔ Nawẽnnɛ n boe saazuum ɩrgɔ wuu n masɛ se'em na.»
MAT.6.1	«Guuse-ya, da ɩta-ya ɩr-sõma nẽrba nẽŋam tɩ ba yẽta ya. Ya sãn ɩta bɛla, ya kãn to'oge yɔɔrɔ ya Sɔ Nawẽnnɛ n boe saazuum zẽ'am.
MAT.6.2	Bɛla, fʋ sãn yetɩ fʋ sõŋɛ nasa, da kãn mõolɛ nẽrba zẽ'am wʋ pʋlibsum dõma n ɩtɩ se'em ba wẽndeto pʋam, la sorɔɔrɔ zuto tɩ nẽrba pẽgɛ ba la. Mam yetɩ ya la sɩra, tɩ bãma põn to'oge ba yɔɔrɔ mɛ. 
MAT.6.3	Fʋ sãn yetɩ fʋ sõŋɛ nasdõma, da basɛ tɩ fʋ gɔbga nu'ugo bãŋɛ fʋ zʋʋgɔ nu'ugo n ɩtɩ sɛla. 
MAT.6.4	Bɛla nẽra nẽra kãn bãŋɛ tɩ fʋ sõŋɛ nasdõma, la fʋ Sɔ Nawẽnnɛ n yẽ fõn sʋgɛ ẽŋɛ la, a wʋn lebse fo.
MAT.6.5	Ya sãn pʋ'ʋsra Nawẽnnɛ, da ɩta-ya wʋ pʋlibsum dõma n ɩtɩ se'em na, bãma nõŋɛ la ba zɛ ba wẽndeto pʋam, la sorɔ-puursi zuto pʋ'ʋsra Nawẽnnɛ tɩ nẽrba yẽta ba. Mam yetɩ ya la sɩra, tɩ ba põn to'oge ba yɔɔrɔ mɛ. 
MAT.6.6	Fʋ sãn yetɩ fʋ pʋ'ʋsɛ Nawẽnnɛ, fʋ kẽ fʋ deem yʋ kʋlɩŋa pʋ'ʋsɛ fʋ Sɔ Nawẽnnɛ n boe zẽ'a n sʋgɛ la. La fʋ Sɔ la n yẽ tɩ fʋ sʋgɛ mɛ pʋ'ʋsɛ la, a wʋn yɔ fɔ.
MAT.6.7	Ya sãn pʋ'ʋsra Nawẽnnɛ, ya da tɔgra yetɔga n ka tarɩ võorɛ kaana wʋ nẽr-sɛba n ka mi Nawẽnnɛ n ɩtɩ se'em na, ba tẽ'esɛ tɩ bãma n tɔgrɩ zɔ'ɔra la ĩyã, Nawẽnnɛ wʋn lerge bãma pʋ'ʋsgɔ mɛ. 
MAT.6.8	Bɛla, da ãna-ya wʋ bãma n ãn se'em na, se'ere n soe la, lan dẽŋɛ ya wʋn sose ya Sɔ Nawẽnnɛ, a põn mina yãma n boorɩ sɛla mɛ. 
MAT.6.9	Bɛla, pʋ'ʋsra-ya wãna:
MAT.6.9	‹Tõma Sɔ Nawẽnnɛ n boe saazuum,
MAT.6.9	botɩ fʋ yʋ'ʋrɛ yẽta pẽka,
MAT.6.10	wa'am wa di na'am nẽrba tẽŋasʋka,
MAT.6.10	botɩ fõn boorɩ se'em ẽŋɛ tẽŋa zuo,
MAT.6.10	wʋ lan ɩtɩ fõn yire se'em na.
MAT.6.11	Bɔ tɔ tɩ zĩna dia.
MAT.6.12	Basɛ tɩ tõon-be'ero taalɛ,
MAT.6.12	wʋ tõma n mẽ basɛ sɛba n ẽŋɛ tõma be'em taalɛ se'em na.
MAT.6.13	Da basɛ tɩ yelle paagɛ tɔ tɩ tɩ lui.
MAT.6.13	Fãagɛ tɔ be'em dãana nu'usum basɛ.
MAT.6.13	[Tɩ fõn soe so'olʋm, la pãŋa, la nã'asgɔ wakatɛ n ka ba'asrɩ. Amina!]›
MAT.6.14	Ya sãn basɛ nẽr-sɛba n ẽŋɛ ya be'em na taalɛ, ya Sɔ Nawẽnnɛ mẽ wʋn basɛ ya tõon-be'ero taalɛ. 
MAT.6.15	La ya sãn ka basɛ nẽr-sɛba n ẽŋɛ ya be'em na taalɛ, ya Sɔ Nawẽnnɛ mẽ kãn basɛ ya taalɛ.
MAT.6.16	Ya sãn lʋ nõorɛ, da zũŋe-ya nẽŋa wʋ pʋlibsum dõma n zũŋri ba nẽnsɩ se'em, tɩ ba pa'alɛ nẽrba tɩ bãma lʋ la nõorɛ la. Mam yetɩ ya la asɩra, tɩ ba põn to'oge ba yɔɔrɔ mɛ. 
MAT.6.17	Fʋ sãn lʋ nõorɛ, wire fʋ nẽŋa dee sãasɛ fʋ zuugo, 
MAT.6.18	tɩ nẽrba da bãŋɛ tɩ fʋ lʋ la nõorɛ. La fʋ Sɔ Nawẽnnɛ n boe zẽ'a n sʋgɛ la wʋn bãŋɛ. La fʋ Sɔ la n yẽ fõn sʋgɛ lʋ nõorɛ la, a wʋn yɔ fɔ.»
MAT.6.19	«Da lagsrɩ-ya bõntarsõm bĩŋra dũnia wã zuo, zẽ'e-sɛka tɩ bõn-mõgla la tẽŋanzẽem wʋn sã'am ba, tɩ nayigba mẽ kẽ'era zũura.
MAT.6.20	Lagsra-ya bõntarsõm bĩŋra Nawẽnnɛ yire, bilam tɩ mõka la tẽŋanzẽem kãn sã'am ba, tɩ nayigba mẽ kãn kẽ zũ. 
MAT.6.21	Se'ere n soe la, ya bõntarsõm n boe zẽ'a na, ya pʋtẽ'era mẽ boe la bilam.
MAT.6.22	Nini n nẽerɩ peelem bɔ'ɔra ĩyã wʋ fɩtla la. Bɛla, fʋ nini sãn ãna sõŋa, fʋ ĩyã wuu tarɩ peelem mɛ. 
MAT.6.23	La fʋ nini sãn ka ãna sõŋa, fʋ ĩyã wuu boe la lika pʋam. Peelem sɛka n wʋn nẽegɛ fʋ pʋam na sãn dɛna lika, la de la lika mẽŋa mẽŋa.
MAT.6.24	Nẽra ka boe n tã wʋn sakɛ zuudãandõma bayi, a wʋn sise ayɩla mɛ, dee nõŋɛ ayɩla, bɩɩ a wʋn nanna ayɩla la mɛ, dee pɔ'ɔra ayɩla la. Bɛla, yãma ka tã wʋn sakɛ Nawẽnnɛ n de ya Zuudãana, dee botɩ bõntarsõm mẽ dɛna ya zuudãana.
MAT.6.25	Bɛla n soe tɩ mam yele ya yetɩ, ya da fabla ya vɔm yelle, yãma n wʋn di sɛla, bɩɩ ya wʋn yũ sɛla, la ya da fabla ya ĩyã yelle, ya wʋn yɛ sɛla. Vɔm ka gãnnɩ dia? Bɩɩ ĩyã ka gãnnɩ futo? 
MAT.6.26	Bɩsɛ-ya bõn-ẽgla, ba ka bʋtɩ, ba mẽ ka lagsrɩ bõnkɔɔla ɩta bã pʋam. La ya Sɔ Nawẽnnɛ bɔ'ɔrɩ ba dia mɛ. Yãma ka tarɩ yõorɔ gãnna bõn-ẽgla halɩ zozo'e? 
MAT.6.27	Ãne n boe yãma pʋam n tã wʋn pa'asɛ a vɔm woglʋm fẽfẽe ẽn fablɩ la ĩyã?
MAT.6.28	La bẽm tɩ ya fabla futo yelle? Bɩsɛ-ya mõ-puuro n ãn sõŋa se'em, ba ka tõnnɩ, ba mẽ ka wʋgrɩ futo. 
MAT.6.29	La mam yetɩ ya mɛ tɩ, baa naba Asalomõ na'am n yʋʋn tarɩ pãŋa la, a yʋʋn ka tã'agɛ yɛ fuugo n ãn sõŋa wʋ mõ-puugo ayɩla. 
MAT.6.30	La Nawẽnnɛ sãn botɩ mõorɔ n boe zĩna dee tɩ ba wʋn yõ ba bugum beere ãna sõŋa bɛla, a kãn bɩsɛ yãma yelle gãnna bɛla? Bẽm tɩ yãma ka bɔ Nawẽnnɛ sɩra zo'oge? 
MAT.6.31	Da fabla-ya yɛta tɩ: ‹Bẽm tɩ wʋn di?› bɩɩ ‹tɩ wʋn yũ la bẽm?› bɩɩ ‹tɩ wʋn yɛ la bẽm?› 
MAT.6.32	La de la nẽr-sɛba n ka mi Nawẽnnɛ n eerɩ bõn-bãma wuu. La yãma Sɔ Nawẽnnɛ mi tɩ yãma boorɩ bõn-bãma wuu mɛ. 
MAT.6.33	Dẽŋɛ-ya ɛ Nawẽnnɛ so'olʋm, la sɛla n masɛ Nawẽnnɛ zẽ'am, tɩ a wʋn bɔ ya bõn-bãma wuu pa'asɛ. 
MAT.6.34	Da fabla-ya beere yelle, tɩ beere ya wʋn bãŋɛ ya wʋn ẽŋɛ se'em, daarɛ woo n bɩsrɩ a mẽŋa yelle.»
MAT.7.1	«Da zɛrgra-ya taaba, tɩ Nawẽnnɛ mẽ da zɛrgɛ ya. 
MAT.7.2	Se'ere n soe la, yan wʋn zɛrgɛ nẽrba se'em na, Nawẽnnɛ mẽ wʋn zɛrgɛ ya la bɛla. La sɛla tɩ ya dɩkɛ makɛ bɔ nẽrba la, ẽŋa tɩ Nawẽnnɛ wʋn dɩkɛ makɛ bɔ ya. 
MAT.7.3	Bẽm tɩ fʋ bɩsra sɔkɔ n boe fʋ sɔbia nifum, dee ka bɩsra dɔɔgɔ n boe fʋ mẽŋa nifum na? 
MAT.7.4	Fõn ẽŋɛ la wãne yɛta fʋ sɔbia yetɩ, a basɛ tɩ fʋ yese sɔkɔ a nifum, dee tɩ dɔɔgɔ bɔna fõn mẽŋa nifum? 
MAT.7.5	Pʋlibsum dãana, dẽŋɛ yese dɔɔgɔ la fʋ mẽŋa nifum, dee yãŋa tã'agɛ yẽ sõŋa yese sɔkɔ la n boe fʋ sɔbia nifum na.
MAT.7.6	Da dɩkɛ-ya Nawẽnnɛ bõn-sõma bɔ baasɩ, la ya da dɩkɛ sɛla n tarɩ yõorɔ zozo'e lobge kurkurdõma nẽŋam, tɩ ba wʋn nẽ ba mɛ la ba nãma, dee tɩ baasɩ la wẽrgɛ dõn ya zõrzõrʋm.»
MAT.7.7	«Sose-ya Nawẽnnɛ, tɩ a wʋn bɔ ya. Ɛ-ya, tɩ ya wʋn yẽ. Wẽ-ya kʋlɩŋa, tɩ a wʋn yo'oge bɔ ya. 
MAT.7.8	Se'ere n soe la, nẽr-sɛka woo n sosrɩ Nawẽnnɛ, a wʋn bɔ ẽ. La nẽr-sɛka woo n eerɩ, wʋn yẽ. La nẽr-sɛka n wẽ'erɩ kʋlɩŋa, ba wʋn yo'oge bɔ ẽ. 
MAT.7.9	Ãne n boe yãma pʋam tɩ a bia wʋn sose ẽ borborɩ, tɩ a bɔ ẽ kugre? 
MAT.7.10	Bɩɩ a sãn sose zũfo, tɩ a bɔ ẽ bõnsɛla? 
MAT.7.11	Yãma nẽrsaalba n de tõon-be'ero dõma la sãn mina tɩ ya bɔ ya kɔma bõn-sõma, ya Sɔ Nawẽnnɛ n boe saazuum kãn bɔ yãma sɛba n sosrɩ ẽ na bõn-sõma n gãnnɩ bɛla?
MAT.7.12	Yãma n boorɩ tɩ nẽrba ɩta se'em bɔ'ɔra ya la, yãma mẽ ɩta bɛla bɔ'ɔra ba. Ẽna de la Nawẽnnɛ lɔɔ, la a nõtɔ'ɔsrɩba n gʋlsɛ se'em n bɛla.»
MAT.7.13	«Doose-ya zanõrɛ n ãn mika kẽ, se'ere n soe la, zanõ-yalŋa, la so-kãtɛ la we'esɩ la sã'aŋɔ zẽ'am, la nẽrba zozo'e dolɩ la bilam. 
MAT.7.14	La zanõ-mika, la so-bãalga we'esɩ la vɔm zẽ'am. La de la nẽrba fẽe n dolɩ ẽ.»
MAT.7.15	«Guuse ya mẽŋa la nẽr-sɛba n parnɩ tɩ bãma de la Nawẽnnɛ nõtɔ'ɔsrɩba la. Ba wʋn ẽŋɛ ba mẽŋa wʋ saasaadõma n dɩkɛ piisi gãna fʋrɛ ba mẽŋa wa'am ya zẽ'am wʋ ba de la piisi la, dee tɩ ba pʋam ba sã'ana wʋ saasaadõma la. 
MAT.7.16	Ba tõoma pʋam tɩ ya wʋn bãŋɛ ba. Bẽm ĩyã, zãaŋa ka tã wʋn wɔm tã'ama, la kẽkɔ ka tã wʋn wɔm kẽnkãma. 
MAT.7.17	Tɩ-sõŋɔ woo wɔnnɩ na biɛ sõma, la tɩ-be'ego woo wɔnnɩ na biɛ be'ero. 
MAT.7.18	Tɩ-sõŋɔ ka tã wʋn wɔm biɛ be'ero, la tɩ-be'ego mẽ ka tã wʋn wɔm biɛ sõma. 
MAT.7.19	Tɩ-sɛka woo n ka wɔnnɩ biɛ sõma, ba wʋn lʋbɛ ẽ mɛ yõ la bugum. 
MAT.7.20	Bɛla, la de la nẽrba la tõoma pʋam tɩ yãma wʋn bãŋɛ ban de nẽr-sɛba.»
MAT.7.21	Azezi daan le yele yetɩ: «Dagɩ nẽr-sɛka woo n wi'iri mam tɩ ‹Zuudãana, Zuudãana› la n wʋn kẽ Nawẽnnɛ so'olʋm pʋam. La de la nẽr-sɛka n ɩtɩ mam Sɔ Nawẽnnɛ n boe saazuum n boorɩ se'em na n wʋn kẽ.
MAT.7.22	Sarɩyadia daarɛ, nẽrba zozo'e wʋn yele mam yetɩ: ‹Zuudãana, Zuudãana, tõma daan dɩkɛ la fõn yʋ'ʋrɛ to'oge Nawẽnnɛ yetɔga tɔgɛ bɔ nẽrba. La fõn yʋ'ʋrɛ tɩ tõma daan dɩkɛ dige kʋlkã'arsɩ, dee daan tõm tõon-yãlma zozo'e la fõn yʋ'ʋrɛ.› 
MAT.7.23	La mam wʋn yele ba yetɩ: ‹Mam põn ka mina ya, sẽŋɛ-ya fõrgɛ, tõon-be'ero dõma wã.› »
MAT.7.24	«Nẽr-sɛka woo n wõm mam yetɔga wã, dee ẽŋɛ wʋ yetɔga la n yele se'em na, a dãana ãn wʋ yɛm dãana n mẽ a yire tãmpĩa zuo. 
MAT.7.25	Tɩ saaga ni, tɩ ko'om pɩrɛ kʋlsɩ zoe wẽ ẽ, tɩ kʋsebgo vuge wẽ ẽ, tɩ a ka lui, se'ere n soe la, a mẽ la tãmpĩa zuo.
MAT.7.26	La nẽr-sɛka woo n wõm mam yetɔga wã, dee ka sakɛ ɩta yetɔga la n yele se'em na, a ãn wʋ yalma n mẽ a yire tẽntõnbĩ'isgo zuo. 
MAT.7.27	Tɩ saaga ni, tɩ ko'om pɩrɛ kʋlsɩ zoe wẽ ẽ, tɩ kʋsebgo vuge wẽ ẽ, tɩ a wuu lui saam saam.»
MAT.7.28	La Azezi n tɔgɛ yetɔga la kɩ'ɩlɩm na, zãsŋɔ la di'ige nẽrba la zozo'e mɛ. 
MAT.7.29	Se'ere n soe la, a zãsŋɔ la tarɩ la pãŋa, la ka ãn wʋ ba lɔɔ karẽnsãandõma n zãsnɩ se'em na.
MAT.8.1	Azezi daan ze'ele la tãŋa la zuo sige, tɩ nẽr-kʋʋŋɔ zozo'e dɔla ẽ. 
MAT.8.2	Tɩ kõnkonne wa'am a zẽ'am wa ka dũma tẽŋa a nẽŋam yele ẽ yetɩ: «Zuudãana, fʋ sãn bɔɔra, fʋ tã wʋn basɛ tɩ m yẽ ĩmã'asʋm mɛ le ãna sõŋa.» 
MAT.8.3	Tɩ Azezi tẽegɛ a nu'ugo kalʋm ẽ, dee yetɩ: «Mam bɔɔra, yẽ ĩmã'asʋm le ãna sõŋa.» Bilam mẽŋa tɩ kõnkɔm na basɛ ẽ, tɩ a le ãna sõŋa. 
MAT.8.4	Tɩ Azezi yele ẽ yetɩ: «Da yele nẽra nẽra. La sẽŋɛ Nawẽnnɛ kãabgɔ kẽema zẽ'am ka pa'alɛ ẽ fɔ mẽŋa tɩ a bɩsɛ, dee bɔ bõn-sɛba tɩ Amoyisi yʋʋn gʋlsɛ yetɩ ba bɔ la, tɩ la pa'alɛ ba tɩ fʋ sɩrɩ yẽ ĩmã'asʋm.»
MAT.8.5	Azezi daan sẽŋɛ ka paagɛ kẽ'era la Kapɛrnaʋm tẽŋa pʋam, tɩ Rom dõma sʋda-kɛ'ɛma wa'am a zẽ'am wa sose ẽ 
MAT.8.6	yetɩ: «Zuudãana, mam tõntõnna n bẽ'erɩ kɔɔrʋm gã yire, a ba nãmsra mɛ zozo'e.» 
MAT.8.7	Tɩ Azezi yele ẽ yetɩ: «Mam wʋn wa'am wa botɩ a yẽ ĩmã'asʋm.» 
MAT.8.8	Tɩ sʋda-kɛ'ɛma la lebse yele ẽ yetɩ: «Mam ka narɩ tɩ fõn wa'am mam yire. Wen tɔgɛ yetɔga mã'a, tɩ mam tõntõnna la wʋn yẽ ĩmã'asʋm. 
MAT.8.9	Se'ere n soe la, nẽrba n soe mam, la mam mẽ soe la sʋdaasɩ basɛba. Mam sãn yele sʋda-sɛka yetɩ: ‹Sẽŋɛ›, a we'esɩ mɛ. La mam sãn yele ayẽma yetɩ: ‹Wa'am›, a sẽm mɛ. Mam sãn yele m tõntõnna yetɩ: ‹Ẽŋɛ wãna›, a ɩtɩ mɛ.» 
MAT.8.10	Azezi n wõm bɛla la, la di'ige ẽ mɛ. Tɩ a yele nẽr-sɛba n dolɩ ẽ na yetɩ: «Mam yetɩ ya la asɩra, tɩ mam nãn ka yẽ nẽra n bɔ mam sɩra wʋ bʋra-ẽna wã, baa Ɩsrayɛlɩ buuri la pʋam mam ka yẽ. 
MAT.8.11	Mam yetɩ ya tɩ, nẽrba zozo'e wʋn ze'ele zanõ-bɔba, la dapɔ-bɔba wa'am wa zĩ'ire la Abraham, la A'izakɩ, la Azakɔbɩ di Nawẽnnɛ so'olʋm pʋam. 
MAT.8.12	La ba wʋn lobge Ɩsrayɛlɩ dõma n wʋn soe nɩ Nawẽnnɛ so'olʋm na basɛ la yẽŋa lika pʋam, bilam ba wʋn kaasra, dee dɩkɛ ba nu'usi gɩ nõorʋm.»
MAT.8.13	A yele bɛla, dee yele sʋda-kɛ'ɛma la yetɩ: «Kule, tɩ la wʋn ẽŋɛ wʋ fõn bɔ mam sɩra se'em na.» La wakat-ẽŋa mẽŋa tɩ a tõntõnna la yẽ ĩmã'asʋm.
MAT.8.14	Bɛla poorʋm, Azezi sẽŋɛ la Apɩyɛɛrɩ yire ka yẽ Apɩyɛɛrɩ dɛɛm-pɔka n bẽ'erɩ gã, tɩ a ĩyã tʋlgɛ. 
MAT.8.15	Tɩ Azezi kalʋm pɔka la nu'ugo, tɩ bã'aga la basɛ ẽ. Tɩ a isge ẽŋɛ Azezi sãanɛ. 
MAT.8.16	Tɩ zaanõorɛ paagɛ, tɩ ba tarɩ nẽrba zozo'e tɩ kʋlkã'arsɩ tarɩ ba wa'am Azezi zẽ'am. Tɩ a tɔgɛ yetɔga dige kʋlkã'arsɩ la, dee botɩ sɛba wuu n de bã'adõma yẽ ĩmã'asʋm. 
MAT.8.17	La de la bɛla tɩ Nawẽnnɛ nõtɔ'ɔsa A'ezayi n yʋʋn yele se'em na ẽŋɛ. A yʋʋn yetɩ: «Ẽŋa n to'oge tõma tooro, la tɩ bã'asɩ basɛ.»
MAT.8.18	Azezi n yẽ nẽr-kʋʋŋɔ n kaagɛ ẽ na, tɩ a yele a karẽnbiisi la yetɩ: «Tɩ dooge-ya mõgrɛ la doone ke bɔba.» 
MAT.8.19	Tɩ lɔɔ karẽnsãama ayɩla wa'am a zẽ'am wa yele ẽ yetɩ: «Karẽnsãama, mam wʋn dɔla fʋ sẽnna zẽ'e-sɛba wuu tɩ fʋ wʋn sẽnna.» 
MAT.8.20	Tɩ Azezi yele ẽ yetɩ: «Pɩɩna tarɩ yogro mɛ, tɩ niinto tara tʋgrɔ, la Nẽrsaala Dayʋa la ka tarɩ zẽ'a wʋn gã'arɛ vo'ose.» 
MAT.8.21	Tɩ a karẽnbia ayɩla yele ẽ yetɩ: «Zuudãana, basɛ tɩ m dẽŋɛ sẽŋɛ ka laagɛ m sɔ dee wa'am wa dɔla fɔ.» 
MAT.8.22	Tɩ Azezi yele ẽ yetɩ: «Dɔla mam dee basɛ sɛba n ka tarɩ vɔm Nawẽnnɛ zẽ'am tɩ ba laagɛ ba kũm.»
MAT.8.23	Azezi daan kẽ la õorŋɔ, tɩ a karẽnbiisi la doose ẽ. 
MAT.8.24	Tɩ kʋseb-kãtɛ wa'am wa vugra mõgrɛ la zuo. Tɩ ko-mĩ'isi botɩ õorŋɔ la zɩgra la a mise. La Azezi daan gĩsri mɛ. 
MAT.8.25	Tɩ a karẽnbiisi la paagɛ nẽegɛ ẽ yetɩ: «Zuudãana, fãagɛ tɔ, tõma yetɩ ki mɛ.» 
MAT.8.26	Tɩ Azezi yele ba yetɩ: «Bẽm tɩ ya zɔta dabeem, ya ka bɔ mam sɩra zo'oge.» Azezi yele bɛla, dee isge tãsɛ kʋsebgo, la ko'om na mɛ, tɩ ba ãna sĩm. 
MAT.8.27	Tɩ ba wuu palẽŋa ẽkɛ, tɩ ba yetɩ: «Bẽm nẽra n de ẽna tɩ kʋsebgo, la ko'om sakra a nõorɛ?»
MAT.8.28	Ba daan dooge mõgrɛ la doone ke bɔba paagɛ la Gadara dõma tẽŋa pʋam, tɩ bʋraasɩ bayi tɩ kʋlkã'arsɩ dolɩ ba ze'ele yɔɔrɔ zẽ'a sẽnna tʋ'ʋsra ẽ. Ba daan de la zɔl-wẽensɩ, tɩ nẽrba zɔta ka sakra dɔla bilam tɔlla. 
MAT.8.29	Tɩ ba kaasra tagursi yetɩ: «Nawẽnnɛ Dayʋa, bẽm boe tõma la fõn tẽŋasʋka? Fõn wa'am tɩ fʋ nãmsɛ tõma mɛ dee tɩ wakatɛ la nãn ka paagɛ?» 
MAT.8.30	La kurkurdõma n daan zo'oge lɛm bilam ɔbra. 
MAT.8.31	Tɩ kʋlkã'arsɩ la sose Azezi yetɩ: «Fʋ sãn yetɩ fʋ dige to tɩ tɩ yese, fʋ basɛ tɩ tɩ sẽŋɛ ka kẽ kurkurdõma la.» 
MAT.8.32	Tɩ Azezi yele ba yetɩ: «Sẽŋɛ-ya.» Tɩ ba yese sẽŋɛ ka kẽ kurkurdõma la. Tɩ kurkurdõma la ze'ele tãŋa zuo zoe sige ka lui mõgrɛ la pʋam ki. 
MAT.8.33	Tɩ sɛba n gu'uri kurkurdõma la zoe sẽŋɛ tẽŋa pʋam ka yele lan ẽŋɛ se'em na wuu, la bõn-sɛka n ẽŋɛ sɛba tɩ kʋlkã'arsɩ la daan dolɩ la. 
MAT.8.34	Tɩ tẽŋa la dõma wuu yese tʋ'ʋsra Azezi, la ban yẽ ẽ na, ba sose ẽ yetɩ, a fõrgɛ dee basɛ ba tẽŋa.
MAT.9.1	Azezi daan kẽ õorŋɔ lebe dooge la mõgrɛ la ke bɔba kule Kapɛrnaʋm, ẽn kẽ'erɩ zẽ'a la. 
MAT.9.2	Tɩ nẽrba basɛba zɛ bʋraa ayɩla n de kɔɔrŋɔ n gã a bõn-gã'ala pʋam wa'am a zẽ'am. Tɩ Azezi yẽ ban bɔ ẽ sɩra la, yele kɔɔrŋɔ la yetɩ: «M bia, keŋe fʋ sũure, fʋ tõon-be'ero taalɛ ka le bɔna fʋ zuo.»
MAT.9.3	Tɩ lɔɔ karẽnsãandõma basɛba tẽ'esra ba sũure pʋam yetɩ: «Bʋra-ẽna pɔ'ɔrɩ la Nawẽnnɛ.» 
MAT.9.4	La Azezi mi ban tẽ'esrɩ se'em na mɛ, tɩ a yele ba yetɩ: «Bẽm tɩ yãma tẽ'esra pʋtẽ'e-be'ero ya sũure pʋam? 
