MAT.1.1	Rûrû i ru rûrîîyo rwa Yiesû Kîrîstû wa mûciî wa Ndaundi, wa rûciaro rwa Îburaîmu.
MAT.6.26	Taraithaani nyoni. Cio itiandaga na itikethaga kana ciaiga irio makûmbîîni. Abaagu ûra arî îgûrû n'we acieyaga irio. I biû bûrî gîtûmi nkûrûki ya cio? 
MAT.6.27	N'ûû wacienu aûmba kwîbongeera ntugû nwa îmwe ya mwoyo wake n'ûntû bwa kwîmakîra?
MAT.6.28	“Na i kî îîndî n'ûntû bûkwîmakîra bûkîûragia i kû bûkaaruta nguo? Taraithaani maûa mara maumaga kîthakaani bwone bûra makûrangaga. Mo matirutaga ngûgî kana matuma nguo. 
MAT.6.29	Na ka mbwîreeni, wana mûnene Soromoni ûra nkuma yake yaiyîkeene mûno, ûthongi bwa nguo ciake bûtigîkinyîîra ûthongi bwa maûa ta mama. 
MAT.6.30	Biû antû ba wîtîgio bûûkai! Ûkeegua Ngai nakûthongamia nyaki ya kîthaka bûgana ûgu rî, nyaki îkwîgua îrî îmbîthî îmunthî na rûû gûgîkinya îkîgerwa mwankiini rî, î biû akaabûmenyeera bûgana ata? 
MAT.6.31	Kwoogu bûtikeemakîre bûkîûragia, ‘I mbi tûkaarîa?’ kana, ‘I mbi tûkaanyua?’ kana, ‘I kû tûkaaruta nguo?’ 
MAT.6.32	Into ta bibu i bio antû ba nthîgûrû bacûaga. Abaagu ûra arî îgûrû naiyî bira bûrî bata na bio. 
MAT.6.33	Îgûrû rîa mantû monthe cûani ûnene bwa Abaagu ûra arî îgûrû na rûthagaani kwenda gwake, rîru bibu bionthe bûrî bata na bio akabwaa. 
MAT.6.34	Kwoogu bûtikaamakîre mantû ma rûû. Rûû rûkeemakîra rungwa. Wantugû îrî na mathîîna ma yo ma kûgana.”
MAT.7.1	Yiesû aathi na mbere na kûrutana auga, “Bûtikaagiitîre bara bangî îgamba bûûya kûgambithua, 
MAT.7.2	n'ûntû bûra bûgiitagîra bara bangî îgamba i ta bu bûkaagiitîrwa. Kîthimi kîra ûkaathimîra na kîo bara bangî wana woû i kîo ûkaathimîrwa na kîo. 
MAT.7.3	N'ata ûkwona gakaracû karî riitho rîa mûcoore waku, îndî ûtikwona mûgogo ûra ûrî riitho rîaku? 
MAT.7.4	N'ata ûûmba kwîra mûcoore waku, ‘Ga nkûrute gakaracû riitho’ na mûgogo ûrî rîîtho rîaku? 
MAT.7.5	Woû mwîbwithia! Amba wîrute mûgogo riitho kaingo ûûmba kwona bwega gakaracû kara karî riitho rîa mûcoore waku bwega, ûmûruta ko.
MAT.7.6	“Bûtikaanenkere kurû gîntû kîîtheru na igaacooka kûbûrûmanga. Na bûtikaagerere ngûrwe ruru
MAT.7.7	Yiesû auga, “Rombaani bûkeewa. Cûani bûkoona. Ringaringaani bûkaarugûrîrwa. 
MAT.7.8	Ûra arombaga neeyagwa, ûra acûaga noonaga, na ûra aringaringaga mûrango narugûragîrwa. 
MAT.7.9	N'ûû wacienu eetua mûgaate i mwana wake akamwaa iiga? 
MAT.7.10	Kana mwana amwîtia îkûyû akamwaa njoka? 
MAT.7.11	Ûkeegua biû ibwiyî kwa aana beenu biewa bithongi na bûrî antû baathûûku rî, n'ata îîndî Abaagu ûra arî îgûrû akaarega kûbwaa biewa bithongi mûno, bara bûmûrombaga! 
MAT.7.12	Kwoogu rûthagîraani bara bangî mantû monthe ta bûra wana biû bwenda babûrûthîra, n'ûntû i bu kwandîkîîtwe *wathooni bwa Musa na mabukuuni ma iroria.”
MAT.7.13	Yiesû auga, “Thûngîraani na mwîrîga ûra mûcege. Mwîrîga ûra ûthiîte wînyangiani n'ûmwariî na njîra n'îmbariî, na n'yo baingî bathiîte n'yo. 
MAT.7.14	Îndî mwîrîga na njîra îra îthiîte mwoyooni n'înjincianu na ibaakai bamiiyî.”
MAT.7.15	Yiesû auga, “Îmenyeereeni kîrî iroria bia ûrongo bira biiyaga bikari ta ng'ondu bikîoneka, îndî ndeni bikari ta ncûgi. 
MAT.7.16	Bûkabimenya na ngûgî ira birutaga. Kûrî muntû aûmba gûtua ncabiibû mûtîîni wa mîîgua, kana agatua nkûyû mûgaani? 
MAT.7.17	Mûtî ûmwega ûciaraga maciaro meega, na mûtî ûmûthûûku ûciaraga maciaro maathûûku. 
MAT.7.18	Mûtî ûmwega ûtiûmba gûciara maciaro maathûûku, na mûtî ûmûthûûku ûtiûmba gûciara maciaro meega. 
MAT.7.19	Mûtî unthe ûra ûtaciaraga maciaro meega nûrîîkagwa ûkarîrîkîrwa na mwanki. 
MAT.7.20	Kwoogu bûkabimenya na ngûgî ira birutaga.”
MAT.7.21	Yiesû auga, “Ti muntû wonthe ûra ambîtaga ‘Mwathani, Mwathani,’ akaathi ûneneeni bwa îgûrû nwanga ûra arûthaga bûra Baaba ûra arî îgûrû eendaga kûrûthwa. 
MAT.7.22	Ntugû înu i baingî bakaambîta, ‘Mwathani, Mwathani, tûtaaroragia kwa riîtwa rîaku na tûkeengatia irundu biithûûku kwa inya ya riîtwa rîaku na tûkaringa biama biingî kwa riîtwa rîaku?’ 
MAT.7.23	Naani nkaabeera ntakûbaitha, ‘Umaani aaga ndî, ntibwiyî, eeyia baba.’ ”
MAT.7.24	Yiesû auga, “Kwoogu ûra wonthe eegagua ntheto ciakwa akairûtha, akari ta muntû ûmûûme ûra aakire nyomba yake rwaraani rwa iiga. 
MAT.7.25	Mbura îkuura mûguû waya ruuo rûkîbuutanaga, nyomba îtoombokana kana yenyenya n'ûntû mûcingi wa yo weenjîîtwe rwaraani rwa iiga. 
MAT.7.26	Na ûra eegagua ntheto ciakwa na atacirûthe, akari ta kîaa kîra gîakire nyomba ya kîo mûthangaani. 
MAT.7.27	Mbura îkuura mûguû waya ruuo rûkîbuutanaga nyomba ya kîo yaturana nthî mpu, yoombokana. Kûgwa kûra yagwîre kwarî kûûnene mûno!”
MAT.7.28	Yiesû akûthiria kuuga mantû mamu, kîrîndî kîarigara mûno n'ûrutani bwake, 
MAT.7.29	n'ûntû aarutanaga na inya ya Ngai na ti ta aarimû ba watho.
MAT.8.1	Yiesû akûgûrûka kuuma karîmaani kara baarî, antû baingî mûno bamûthingata. 
MAT.8.2	Muntû ûmwe aayîîtue mûtigiri aaya amûturîria maru. Amwîra, “Mwathani, weegua wenda kûmboria, mboria nthere.”
MAT.8.3	Yiesû aatambûrûkia njara yake amûringithia. Amwîra, “Inkwenda, thera!” Warîru muntû ûyu oora mûtigiri! 
MAT.8.4	Yiesû amwîra, “Menyeera ûtikeere muntû. Îndî îthi wonwe i mûthînjîri wa Ngai ûrute kîewa kîra Musa augire kîrutagwe kîrî ûkûûyî kîrî antû.”
MAT.8.5	Yiesû agûkinya Kaperinaumu, mûtongoria ûmwe wa njûûrî ya acikaarî îgana aaya kîrî we. Amwereka 
MAT.8.6	akîmwîraga, “Mwathani, mûruti ngûgî wakwa n'ûmwayie ndwari ya wonje. Namaami na nakûnyamaara mûno.”
MAT.8.7	Yiesû amwîra, “Nkaaya kûmworia.”
MAT.8.8	Mûtongoria ûyu eera Yiesû, “Mwathani, ntikwona ndî mûganu ûntû ûûmba kûthûngîra nyomba yakwa. Uga mûgambo ûmwe akî na mûruti ngûgî wakwa akoora. 
MAT.8.9	Niû ningwa ndî na mûnene ûra aambathaga. Naani ndî na acikaarî bara mbathaga. Na nkeera ûmwe, ‘Îthi!’ nathiyaga. Na nkeera ûngî ‘Ncû!’ naayaga. Na nkeera nkombo yakwa n'yo nîrûthe ûntû bûna, nîrûthaga.”
MAT.8.10	Yiesû aarigara mûno eegua ûgu. Eera bara baamûthingatîîte, “I mma ga nkûbwîra, ntoona muntû arî na wîtîgio bûûnene ta bûbû. Wana Isiraeri ationeka nwa ûmwe. 
MAT.8.11	Ka mbwîreeni, antû baingî bakauma nteere cionthe cia nthîgûrû barîyanîre meethaani îmwe na Îburaîmu, Isaka na Njakubu ûneneeni bwa îgûrû. 
MAT.8.12	Îndî bara babatîîrue wîgua i bo bakaathi ûneneeni, bakaagerwa nja mwinduuni barîre barî na kîeba kîînene mûno.”
MAT.8.13	Yiesû eera mûtongoria ûyu, “Înûka, na igûkarîke ûgu wîtîgîîtie.” Thaa wa inu mûruti ngûgî wake oora.
MAT.8.14	Yiesû agûkinya mûciî kwa baPeterû, oona mûthoni wa Peterû wa mûka amaami ûrîrî aayîîtue kûbîîyanîra mwîrî. 
MAT.8.15	Aathi kîrî we amûringithia njara, oora. Aûkîîra aanjîîria kûbagaagûra.
MAT.8.16	Na kîûgoro riûa rîkûthûa, antû bara baarî na irundu biithûûku baareetwa kîrî we. Yiesû abiîngatia na mûgambo ûmwe akî biauma. Na bonthe bara baayîîtue abooria. 
MAT.8.17	Mantû mamu maatuîkîkire kaingo mantû mara kîroria Isaaya aaroriirie maûyûra, rîra augire, “We mwene naathûkiirie wonje bwetû na ndwari cietû.”
MAT.8.18	Rîra Yiesû oonire ntundu înene ya antû îmûcereereete, eera arutwa baake baringanîrie amwe n'we bathi rûgongo rûra rûngî rwa îria. 
MAT.8.19	Mwarimû ûmwe wa watho aaya eera Yiesû, “Mwarimû, ngakûthingataga kunthe kûra ûkaathiyaga.”
MAT.8.20	Yiesû amûcookeria amwîra, “Mbwe irî mîrinya na nyoni irî ntara, îndî Mwana wa Muntû atirî kîmaamo.”
MAT.8.21	Ûmwe wa arutwa baake amwîra, “Mwathani, nwanga ndamba kûthika baaba.”
MAT.8.22	Yiesû amwîra, “Nthingata! Tigana na ntungu ithike ntungu cia cio.”
MAT.8.23	Yiesû bagûtwa îtarûûni, arutwa baake bamûthingata. 
MAT.8.24	Bathiîte, nthûti îmwe kwagîa kîbuubani kîînene îriani, makûmbî ma rûûyî makûûmba gatarû akubî magakunîkania cwe. Yiesû naarî akûmaama. 
MAT.8.25	Arutwa baake baathi bamûûkia bakîmwîraga, “Mwathani, twonokie itûkûthira!”
MAT.8.26	Yiesû abaûria, “I mbi îkûbûmakia, biû antû ba wîtîgio bûûkai?” Aûkîîra aagondokera kîbuubani na makûmbî ma rûûyî, gwakirîîria kûrû.
MAT.8.27	Antû babu baarigara. Baûrania, “Ika muntû ûyû akari ata? N'ûntû wana ruuo, wana makumbî ma rûûyî i makûmwathîkîra!”
MAT.8.28	Bagûkinya rûgongo rûra rûngî rwa nthîgûrû ya Agandaara
MAT.8.29	Bakwona Yiesû baanjîîria gûkaya mûno bakiugaga, “N'ata ûkwenda naati, woû Mwana wa Ngai? Ika waya gûtûnyamaaria kagiita kongwa gatarî gakinyu?” 
MAT.8.30	Gataaria mma kuuma agu baarî ikwarî na ngûrwe inyingî ciarîîthîîtue.
MAT.8.31	Irundu bibu biereka Yiesû biamwîra, “Itû watûruta kîrî antû baba twîtîgîîrie tûthi ngûrweeni iira.”
MAT.8.32	Yiesû abiîra, “Îthiini!” Irundu bibu biauma antûûni babu biathi biathûngîra ngûrweeni inu. Ngûrwe cionthe ciaugia ciîndamîîte na mpara, ciemina îriani ciaûra na rûûyî.
MAT.8.33	Antû bara bairîîthîîtie bakwona ûgu baugia rwîro baathi. Baatambia ntheto inu taûni yonthe. Bauga kinya bûra gwakarîkire kîrî antû babu baarî na irundu bibu. 
MAT.8.34	Antû bonthe bara baarî taûni bakwîgua ûgu bauma baathi gûcûa Yiesû naara aarî. Bakûmwona bamwereka bamwîra athi aume kwao.
MAT.9.1	Yiesû aatwa îtarûûni aaringanîria rûgongo rûra rûngî, aakinya taûni îra aakaraga. 
MAT.9.2	Antû bamwe baaya bakamatîîte kîonje na mamaamîro ma kîo bakînintîîte kîrî we. Yiesû akwona wîtîgio bwao eera kîonje gîku, “Aba, ûtikaamake. Ûkûrekerwa meeyia maaku.”
MAT.9.3	Aarimû bamwe ba watho baanjîîria kûthûgaania, “Muntû ûyû nakwîthûkia taka arî Ngai!”
MAT.9.4	Yiesû akûmenya bûra baathûgaanagia, abaûria, “I mbi n'ûntû bûkûthûgaania mathûgaania maathûûku ûgu nkorooni cienu? 
MAT.9.5	I bûrîkû bûrî na inya? I kuuga, ‘Ûkûrekerwa meeyia maaku,’ kana i kuuga, ‘Ûkîîra ûthi?’ ” 
MAT.9.6	Yiesû abeera, “Kaingo bûmenya Mwana wa Muntû arî na watho bwa kûrekera antû meeyia gûkû nthîgûrû, inkûbwonia.” Yiesû eera kîonje gîku, “Ûkîîra ûkamate mamaamîro maaku wînûke.” 
MAT.9.7	Kîonje gîaûkîîra kîenûka.
MAT.9.8	Antû bakwona ûgu baaguaya mûno. Baakumia Ngai ûra eete antû inya ta înu.
MAT.9.9	Yiesû athiîte woogu oona muntû eetagwa Mathayo akari nthî ara aakaraga akîrûngithagia ûgooti. Yiesû amwîra, “Nthingata!” Mathayo aûkîîra amûthingata.
MAT.9.10	Yiesû akari mûciî kwa Mathayo akîrîyaga irio, arûngithia ûgooti baingî na eeyia baaya baanjîîria kûrîyanîra n'we amwe na arutwa baake. 
MAT.9.11	*Abarisai bakwona ûgu baûria arutwa ba Yiesû, “I kî gîgûtûma mwarimû wenu arîyanîra na arûngithia ûgooti na eeyia?”
MAT.9.12	Yiesû akwîgua bakîûria ûgu, abacookeria abeera, “Tika antû batarî baayie beendaga kûragûrîrwa i ndagitaarî, bara baayie i bo beendaga kûragûrîrwa. 
MAT.9.13	Îthiini bûkeerutane mîgambo îno îriuga ata, ara ntheto ya Ngai yugîîte, ‘Kîra nkwenda n'antû beeganagua kîao, ntirî bata na kîgongwana.’
MAT.9.14	Kagiita kamwe athingati ba Njoana Mûbaatithania baathiire kîrî Yiesû bamûûria, “I kî n'ûntû tiû na *Abarisai tûtîîragîra kûrîa irio n'ûntû bwa maromba, îndî arutwa baaku bo batitîîragîra?” 
MAT.9.15	Yiesû abaûria, “Bwaûmba kwîrîgîîra antû bara beete wikiini barega kûrîa rîra mûgûrani arî oogo? Îndî kûrî kagiita gagaakinya mûgûrani arutarutwe kîrî bo. Rîru nwa barege kûrîa irio.
MAT.9.16	“Gûtirî muntû eekagîra nguo kîraka na gîtaame gîtarî gîkûrû ataambîîte gûkîbûûra n'ûntû nguo înu yabûûrwa gîtaame gîku igîkaamîkuuyia îgendeerie. 
MAT.9.17	Na kaîrî, gûtirî we eekagîra ûkî bwa kûrugwa warîru nceemaani înkûrû n'ûntû nceema nîgaatûûmûka yûûre mana na ûkî bwene. Ûkî bwa kûrugwa warîru bwîkagîrwa nceemaani îtarî nkûrû kaingo gûtarî kîo kîûra.”
MAT.9.18	Yiesû akîaragia woogu, mûtongoria ûmwe wa *sinagoogi akûmwona aaya kîrî we. Aaturia maru mbere yake, amwereka mûno amwîra, “Kaarî gaakwa i weendî gaakua. Itû ncû tûthi ûkaigîîre njara kariûke.” 
MAT.9.19	Yiesû na arutwa baake baûka bamûthingata.
MAT.9.20	Bathiîte mûka ûmwe aaya. Mûka ûyu naanyamaarîîtue mûno i ndwari ya kûrua nthakame bantû a mîanka îkûmi na îîrî. Aaya bwa nyuma ya Yiesû, aatongithia mûthia wa nguo yake 
MAT.9.21	akîbîîraga na nkoro, “Ngatonga nwa nguo yake yonka nkaabua.”
MAT.9.22	Yiesû aûndûka nyuma amwîra, “Ûtikaamake, mwarî wakwa. Wîtîgio bwaku bûgûtûma woora.” Na nthûti weenu mûka ûyu oora.
MAT.9.23	Yiesû bagûkinya kwa mûtongoria ûyu, aathûngîra nyomba. Eethîra augia ba mbeebe
MAT.9.24	Abeera, “Umaani. Kaarî gaka ti gakuû ikamaami.” Yiesû akuuga ûgu boona ta gûtarî bu augaga. 
MAT.9.25	Antû bakûrutwa nja Yiesû aathûngîra kûra kaarî gaku kaarî, akagwata njara agaûkîîria. 
MAT.9.26	Nkuma înu yatambua gûntû gûku kunthe.
MAT.9.27	Yiesû akuuma agu athiîte, ntûngi ciîrî ciamûthingata ikiugagîîria na inya, “Mwana wa Ndaundi, twîgue kîao!”
MAT.9.28	Akûthûngîra nyomba, ntûngi inu ciîrî ciaya kîrî we. Aciûria, “Ibûgwîtîgia ndaûmba kûbworia?”
MAT.9.28	Ntûngi inu ciamwîra, “Yîî, waûmba, Mwathani.”
MAT.9.29	Yiesû aatambûrûkia njara abatonga meetho. Abeera, “Kûrookara ûgu bwîtîgîîtie.” 
MAT.9.30	Baatua kwona. Yiesû aacooka abakaania mûno abeera, “Bûtikeere muntû mantû mama.” 
MAT.9.31	Antû bakuumagarûka baariûnga na ntûûra bagîtambagia nkuma ya Yiesû gûntû gûku kunthe.
MAT.9.32	Warîra Yiesû bakiumagarûka nyomba aareeterwa maamu aarî na kîrundu kîîthûûku. 
MAT.9.33	Kîrundu gîku gîkwîngatua muntû ûyu aanjîîria kwaria. Kîrîndî kîarigara kîauga, “Aba, gûtooneka ûntû ta bûbû kaîrî Isiraeri!”
MAT.9.34	*Abarisai bauga, “I mûnene wa irundu biithûûku eeyaga muntû ûyû inya îra eengatagia n'yo irundu biithûûku.”
MAT.9.35	Yiesû aariûnga taûni na ntûûra cionthe akîrutanaga antû *masinagoogiini maao na agîtûmagîîria ntheto îmbega ya ûnene bwa îgûrû, na akîoragia antû mbayua cia mîthemba yonthe. 
MAT.9.36	Eegua antû kîao akwona bûra baanyamaarîîte bûgana banyageere ta ng'ondu itarî na mûrîîthi. 
MAT.9.37	Yiesû eera arutwa baake, “Maketha i maingî, îndî akethi i baakai. 
MAT.9.38	Kwoogu rombaani Mwathani wa maketha atûme akethi îkethaani rîake.”
MAT.10.1	Ntugû îmwe Yiesû eeta amwe arutwa baake barî îkûmi na baîrî. Abaa inya ya kwîngatia irundu biithûûku na ya kworia antû ndwari na mbayua cia mîthemba yonthe. 
MAT.10.2	Mariîtwa ma atûmwa babu baatûmirwe maarî, Simioni (ûra kaîrî eetagwa Petûrû), mûruagina Enderea, Njakubu wa Cabendi na mûruagina Njoana, 
MAT.10.3	Piripû, Bathoromayo, Tooma, Mathayo ûra aarî mûrûngithia ûgooti, Njakubu wa Arubayo, Thandayo, 
MAT.10.4	Simioni Mûkaanani, na Njundas Mûcikariota ûra aakunyanîîre Yiesû, amûgwatithia.
MAT.10.5	Yiesû aabatûmire abeera, “Bûtikaathi nthîgûrû cia bara batarî Ayaundi kana bûthi taûni ya Asamaria. 
MAT.10.6	Îthiini kîrî Aisiraeri. Bakari ta ng'ondu ciûrîîte. 
MAT.10.7	Bûthi bûgîtûmagîîria bûkiugaga, ‘Ûnene bwa îgûrû bûkûthengeera.’ 
MAT.10.8	Bworie bara baayie, bûriûkie bara bakuû, bworie bara barî na mîtigiri na bwîngatie irundu biithûûku biume kîrî bara barî na bio. N'ûntû bwetwe ûtheri eyanaani bûtakûrîwa.
MAT.10.9	“Bûtigaakamate mbeeti kana mbia cia thaabu, fetha, kana mûthemba ûngî, 
MAT.10.10	na bûtigaakamate mbooro. Bûtigaakamate nguo îngî tatiga îra muntû eekîrîte kana iraatû bingî tatiga bira muntû eekîrîte. Na bûtigaakamate mîraagi ya gwîkinyîîria n'yo, n'ûntû mûruti ngûgî nabatîîrue amenyeerwa.
MAT.10.11	“Bwathi taûni kana ntûûra îra bûkaathi, bûcûe muntû ûmwagîru bûkare gwake mwanka rîra bûkaathi. 
MAT.10.12	Bwathûngîra gwake bwambe bûkeethie antû nkeethi cia ûkiri. 
MAT.10.13	Weegua bûkaagwatwa ûgeni ku ûkiri bûrookara mûciî ûyu. Îndî weegua bûtiigwatwa ûgeni batiikara na ûkiri mûciî ûyu! 
MAT.10.14	Bara batakîbûgwata ûgeni kana bara bakaarega kûbûthikîîria bûbaturaturîre tîîri ya mbayo cienu rûrî rwano rwa kûboonia bûtirî ngwatanîro na bo. 
MAT.10.15	Na mma ga nkûbwîra, rîra ntugû ya îgamba îgaakinya antû ba taûni cia Sondomu na Ngomoora ûkeegua barî kaaba nkûrûki ya antû ba taûni ta înu.”
MAT.10.16	Yiesû eera arûtwa baake, “Ndabûtûma bûrî ta ng'ondu gûntû kûrî ncûûgi. Kwoogu karagaani bwîmenyeereete bûrî na ûûme ta kayûgû
MAT.10.17	Bwîmenyeere n'ûntû antû bakabûthitanga biamaani biao na babûringithie ibooko *masinagoogiini maao. 
MAT.10.18	Na bûkaathitangwa kîrî aathani na anene n'ûntû bwakwa, îndî bûgakûûyîîra kîrî bo na kîrî antû bonthe. 
MAT.10.19	Îndî wana babûthitanga kootiini bûtikaûrie n'ata bûkauga, kana n'ata bûgaacookia. Îgiita rîakinya bûkeewa bwa kuuga, 
MAT.10.20	n'ûntû bûra bûkauga ûtiîgua buumanîîtie naabi. Bûkeewa bûra bûkauga i Kîrundu wa Abaagu.
MAT.10.21	“Muntû agaakunyanîra mûruagina aûragwe n'anene. Mwana agaakunyanîrwa n'îthe, na aana bakaang'entera aciari baao babaûragithie. 
MAT.10.22	Bûkaamenwa n'antû bonthe n'ûntû bwakwa. Îndî ûra ûkaûmîîria mwanka mûthia akoonokua. 
MAT.10.23	Bûkaaya kûnyamaarua ntûûra îmwe, bûtoorooke bûthi îngî n'ûntû na mma ga nkûbwîra, ûtiîgua bûgûkomania ntûûra cia Isiraeri cionthe mbere ya Mwana wa Muntû aaya.
MAT.10.24	“Mûrutwa t'we mûnene kîrî mwarimû wake. Na mûruti ngûgî t'we mûnene kîrî ûra arutagîra ngûgî. 
MAT.10.25	Mûrutwa agatuatia mwarimû wake, ûgu ibûmûganîîte. Na mûruti ngûgî agatuatia ûra arutagîra ngûgî, ûgu ibûmûganîîte. Ûkoona i mwene mûciî beetire Bericebuuri, mûnene wa irundu biithûûku, t'wa antû ba mûciî wake.”
MAT.10.26	Yiesû abeera, “Îndî amwe noogu bûtikaabakuthûke n'ûntû ûntû bunthe bûra bwithe nwa bûkaamenyekana na gûtirî witho bûtakiumbûka. 
MAT.10.27	Mara nkaabwîra kûrî ûtugû, îraani antû mo kûrî mûthenya. Na mara nkaabwîra na kîoye, bûtwe mîtîîni kûra îgûrû buugîîrie antû beegue. 
MAT.10.28	Bûtigaakuthûke bara baûmba kûûraga mwîrî akî, îndî bataûrage mwoyo. Kuthûkaani ûra aûmba kûûraga mwîrî na akathiria mwoyo na mwanki wa îcamaarîro. 
MAT.10.29	Anga ûkeendia tûnyoni twîrî tûniini twauma mbia kûrî? Îndî amwe noogu, gûtirî nwa kamwe ga tu gakua, nwanga Abaagu ûra arî îgûrû eendeete. 
MAT.10.30	We wana ntundu ira irî biongo bienu cionthe naciiyî n'igana. 
MAT.10.31	Kwoogu menya bûmaka. Biû bûrî gîtûmi nkûrûki ya tûnyoni tûtatarîka.”
MAT.10.32	Yiesû auga, “Ûra agakûûyîîra kîrî antû, wana niû nkamûkûûyîîra kîrî Baaba ûra arî îgûrû. 
MAT.10.33	Îndî ûra agankaana kîrî antû, wana niû inkaamûkaana kîrî Baaba ûra arî îgûrû.”
MAT.10.34	Yiesû auga, “Bûtigeeciirie mbûyîîte kûreeta ûkiri nthîgûrû. Ntiyîîte kûreeta ûkiri, ndeeteete ndûa, 
MAT.10.35	n'ûntû mbûyîîte kwathûrana muntû na îthe, mwarî na gina, mûk'wa mwana na ciaraawe. 
MAT.10.36	Na ngaatûma muntû amenwa kûrû n'antû ba mûciî wake bongwa.”
MAT.10.37	Yiesû auga, “Muntû ûra eendaga îthe kana gina nkûrûki yakwa, kana ûra eendaga mwana wake nkûrûki ya bûra ambendeete atiagîrîte auga n'wakwa. 
MAT.10.38	Muntû atagîkamata mûtharaba wake anthingata atiûmba gûtuîka wakwa. 
MAT.10.39	Ûra acûaga wengwa gûtûûra mwoyo akaûra. Îndî ûra akeeruta n'ûntû bwakwa agaatûûra mwoyo.”
MAT.10.40	Yiesû auga, “Muntû ûra akaabwîtîgîra i niû akeegua agîîtîgîra. Ûra aambîtîgagîra n'ûra aantûmire eetîgagîra. 
MAT.10.41	Ûra eetîgagîra kîroria n'ûntû bwa kwîgua i kîroria akeewa kîewa kîganeene na gîa kîroria. Na ûra ageetîgîra muntû wa Ngai n'ûntû bwa kwîgua i muntû ûmwagîru, kinya we akeewa kîewa kîganeene na muntû ûmwagîru. 
MAT.10.42	Na mma ga nkûbwîra, ûra agaakundia nwa rûûyî rûûtheri ûmwe wa athingati baba baakwa baniini n'ûntû bwa bûra barî athingati baakwa, i mma atiaga kîewa.”
MAT.11.1	Yiesû akûthiria kûrutana arutwa baake bara îkûmi na baîrî, auma agu baarî. Aariûnga na taûni cia gûntû gûku akîrutanaga antû na akîbatûmagîîria. 
MAT.11.2	Njoana Mûbaatithania arî nceera akwîgua bûra Kîrîstû aarûthaga, aatûma bamwe ba arutwa baake. 
MAT.11.3	Baathi baûria Kîrîstû, “I woû tweerirwe ûkaaya kana n'ûngî?”
MAT.11.4	Yiesû abeera, “Cookaani bwîre Njoana bûra bweegua na bûra bwoona. 
MAT.11.5	Ntûngi nikwona, bionje ibikûthi, bara baayie mîtigiri ibakworua, ipûra ibikwîgua, bara bakuû ibakûriûkua, na ntheto îmbega nîgûtûmîîrua nkîa. 
MAT.11.6	Kîthaarimo i kîrî ûra aambîtîgîîtie atarî na nkanja.”
MAT.11.7	Arutwa ba Njoana bakûthi, Yiesû aanjîîria kwîra antû mantû ma Njoana. Abaûria, “Rîra bwathiîte rwanda kwona Njoana rî, n'ata bwerîgagîîra? Bwathiîte kwona rûrara rûkiinainua i ruuo? 
MAT.11.8	Kana i mbi bwathiîte kwona? I muntû eekîrîte nguo imbega? Bara beekagîra nguo ta inu boonekanaga mîciî ya anene. 
MAT.11.9	Kwoogu i mbi bwathiîte kwona? Ti kîroria? Na mma ga nkûbwîra, aarî nkûrûki ya kîroria. 
