GEN.1.1	Nel principio Dio creò i cieli e la terra.
GEN.11.9	Perciò a questa fu dato il nome di Babel
GEN.11.10	Questa è la discendenza di Sem. Sem, all’età di cento anni, generò Arpacsad, due anni dopo il diluvio. 
GEN.11.11	Sem, dopo aver generato Arpacsad, visse cinquecento anni e generò figli e figlie. 
GEN.11.12	Arpacsad visse trentacinque anni e generò Sela; 
GEN.11.13	Arpacsad, dopo aver generato Sela, visse quattrocentotré anni e generò figli e figlie.
GEN.11.14	Sela visse trent’anni e generò Eber; 
GEN.11.15	Sela, dopo aver generato Eber, visse quattrocentotré anni e generò figli e figlie.
GEN.11.16	Eber visse trentaquattro anni e generò Peleg; 
GEN.11.17	Eber, dopo aver generato Peleg, visse quattrocentotrent’anni e generò figli e figlie.
GEN.11.18	Peleg visse trent’anni e generò Reu; 
GEN.11.19	Peleg, dopo aver generato Reu, visse duecentonove anni e generò figli e figlie.
GEN.11.20	Reu visse trentadue anni e generò Serug; 
GEN.11.21	Reu, dopo aver generato Serug, visse duecentosette anni e generò figli e figlie.
GEN.11.22	Serug visse trent’anni e generò Naor; 
GEN.11.23	Serug, dopo aver generato Naor, visse duecento anni e generò figli e figlie.
GEN.11.24	Naor visse ventinove anni e generò Tera; 
GEN.11.25	Naor, dopo aver generato Tera, visse centodiciannove anni e generò figli e figlie.
GEN.11.26	Tera visse settant’anni e generò Abramo, Naor e Aran.
GEN.11.27	Questa è la discendenza di Tera. Tera generò Abramo, Naor e Aran; Aran generò Lot. 
GEN.11.28	Aran morì in presenza di Tera, suo padre, nel suo paese natale in Ur dei Caldei
GEN.11.29	Abramo e Naor si presero delle mogli; il nome della moglie di Abramo era Sarai; e il nome della moglie di Naor, Milca, che era figlia di Aran, padre di Milca e padre di Isca. 
GEN.11.30	Sarai era sterile; non aveva figli.
GEN.11.31	Tera prese Abramo, suo figlio, e Lot, figlio di Aran, cioè figlio di suo figlio, e Sarai sua nuora, moglie di Abramo suo figlio, e uscì con loro da Ur dei Caldei per andare nel paese di Canaan. Essi giunsero fino a Caran
GEN.11.32	Il tempo che Tera visse fu duecentocinque anni; poi Tera morì in Caran.
GEN.12.1	Il 
GEN.12.2	io farò di te una grande nazione, ti benedirò e renderò grande il tuo nome e tu sarai fonte di benedizione. 
GEN.12.3	Benedirò quelli che ti benediranno e maledirò chi ti maledirà, e in te saranno benedette tutte le famiglie della terra».
GEN.12.4	Abramo partì, come il 
GEN.12.5	Abramo prese Sarai sua moglie e Lot, figlio di suo fratello, e tutti i beni che possedevano e le persone che avevano acquistate in Caran, e partirono verso il paese di Canaan.
GEN.12.6	Giunsero così nella terra di Canaan, e Abramo attraversò il paese fino alla località di Sichem, fino alla quercia di More. In quel tempo i Cananei erano nel paese. 
GEN.12.7	Il 
GEN.12.8	Di là si spostò verso la montagna a oriente di Betel, e piantò le sue tende, avendo Betel a occidente e Ai a oriente; lì costruì un altare al 
GEN.12.9	Poi Abramo partì, proseguendo da un accampamento all’altro, verso la regione meridionale.
GEN.12.10	Venne una carestia nel paese e Abramo scese in Egitto per soggiornarvi, perché la fame era grande nel paese. 
GEN.12.11	Come stava per entrare in Egitto, disse a Sarai sua moglie: «Ecco, io so che tu sei una donna di bell’aspetto; 
GEN.12.12	quando gli Egiziani ti vedranno, diranno: “È sua moglie”. Essi mi uccideranno, ma a te lasceranno la vita. 
GEN.12.13	Di’ dunque che sei mia sorella, perché io sia trattato bene a motivo di te e la vita mi sia conservata per amor tuo». 
GEN.12.14	Quando Abramo giunse in Egitto, gli Egiziani osservarono che la donna era molto bella. 
GEN.12.15	I prìncipi del faraone la videro, ne fecero le lodi in presenza del faraone; e la donna fu condotta in casa del faraone. 
GEN.12.16	Questi fece del bene ad Abramo per amore di lei e Abramo ebbe pecore, buoi, asini, servi, serve, asine e cammelli. 
GEN.12.17	Ma il 
GEN.12.18	Allora il faraone chiamò Abramo e disse: «Che cosa mi hai fatto? Perché non mi hai detto che era tua moglie? Perché hai detto: 
GEN.12.19	“È mia sorella”? Così io l’ho presa per moglie. Ora eccoti tua moglie, prendila e vattene!» 
GEN.12.20	E il faraone diede alla sua gente ordini relativi ad Abramo, ed essi fecero partire lui, sua moglie e tutto quello che egli possedeva.
GEN.13.1	Abramo dunque risalì dall’Egitto con sua moglie, con tutto quel che possedeva e con Lot, andando verso la regione meridionale. 
GEN.13.2	Abramo era molto ricco di bestiame, d’argento e d’oro. 
GEN.13.3	E continuò il suo viaggio dal meridione fino a Betel, al luogo dove da principio era stata la sua tenda, fra Betel e Ai, 
GEN.13.4	al luogo dov’era l’altare che egli aveva fatto prima; e lì Abramo invocò il nome del 
GEN.13.5	Ora Lot, che viaggiava con Abramo, aveva anch’egli pecore, buoi e tende. 
GEN.13.6	Il paese non era sufficiente perché essi potessero abitarvi insieme, poiché il loro bestiame era numeroso ed essi non potevano stare insieme. 
GEN.13.7	Scoppiò una lite fra i pastori del bestiame di Abramo e i pastori del bestiame di Lot. I Cananei e i Ferezei abitavano a quel tempo nel paese. 
GEN.13.8	Allora Abramo disse a Lot: «Ti prego, non ci sia discordia tra me e te, né tra i miei pastori e i tuoi pastori, perché siamo fratelli! 
GEN.13.9	Tutto il paese non sta forse davanti a te? Ti prego, sepàrati da me! Se tu vai a sinistra, io andrò a destra; se tu vai a destra, io andrò a sinistra». 
GEN.13.10	Lot alzò gli occhi e vide l’intera pianura del Giordano. Prima che il 
GEN.13.11	Lot scelse per sé tutta la pianura del Giordano e partì andando verso oriente. Così si separarono l’uno dall’altro. 
GEN.13.12	Abramo si stabilì nel paese di Canaan, Lot abitò nelle città della pianura e andò piantando le sue tende fino a Sodoma. 
GEN.13.13	Gli abitanti di Sodoma erano perversi e grandi peccatori contro il 
GEN.13.14	Il 
GEN.13.15	Tutto il paese che vedi lo darò a te e alla tua discendenza, per sempre. 
GEN.13.16	E renderò la tua discendenza come la polvere della terra; in modo che, se qualcuno può contare la polvere della terra, potrà contare anche i tuoi discendenti. 
GEN.13.17	Àlzati, percorri il paese quant’è lungo e quant’è largo, perché io lo darò a te».
GEN.13.18	Allora Abramo levò le sue tende e andò ad abitare alle querce di Mamre, che sono a Ebron, e qui costruì un altare al 
GEN.14.1	Avvenne al tempo di Amrafel re di Scinear, di Arioc re di Ellasar, di Chedorlaomer re di Elam e di Tideal re dei Goim, 
GEN.14.2	che essi mossero guerra a Bera re di Sodoma, a Birsa re di Gomorra, a Sineab re di Adma, a Semeber re di Seboim e al re di Bela, cioè Soar.
GEN.14.3	Tutti questi ultimi si radunarono nella valle di Siddim, che è il mar Salato. 
GEN.14.4	Per dodici anni erano stati soggetti a Chedorlaomer, e al tredicesimo anno si erano ribellati.
GEN.14.5	Nell’anno quattordicesimo, Chedorlaomer e i re che erano con lui vennero e sconfissero i Refaim ad Asterot-Carnaim, gli Zuzei ad Am, gli Emei nella pianura di Chiriataim, 
GEN.14.6	e i Corei nella loro montagna di Seir fino a El-Paran, che è presso il deserto. 
GEN.14.7	Poi tornarono indietro e vennero a En-Mispat, cioè Cades, e sconfissero gli Amalechiti su tutto il loro territorio, e così pure gli Amorei che abitavano ad Asason-Tamar. 
GEN.14.8	Allora il re di Sodoma, il re di Gomorra, il re di Adma, il re di Seboim e il re di Bela, cioè Soar, uscirono e si schierarono in battaglia contro quelli, nella valle di Siddim: 
GEN.14.9	contro Chedorlaomer re di Elam, Tideal re dei Goim, Amrafel re di Scinear e Arioc re di Ellasar: quattro re contro cinque.
GEN.14.10	La valle di Siddim era piena di pozzi di bitume; i re di Sodoma e di Gomorra si diedero alla fuga e vi caddero dentro; quelli che scamparono fuggirono al monte. 
GEN.14.11	I vincitori presero tutte le ricchezze di Sodoma e di Gomorra, tutti i loro viveri e se ne andarono. 
GEN.14.12	Andandosene presero anche Lot, figlio del fratello di Abramo, con i suoi beni: Lot abitava infatti a Sodoma.
GEN.14.13	Ma uno degli scampati venne a informare Abramo, l’Ebreo, che abitava alle querce di Mamre, l’Amoreo, fratello di Escol e fratello di Aner, i quali avevano fatto alleanza con Abramo. 
GEN.14.14	Abramo, come ebbe udito che suo fratello era stato fatto prigioniero, armò trecentodiciotto dei suoi più fidati servi, nati in casa sua, e inseguì i re fino a Dan. 
GEN.14.15	Divisa la sua schiera per assalirli di notte, egli, con i suoi servi, li sconfisse e li inseguì fino a Coba, che è a sinistra di Damasco. 
GEN.14.16	Recuperò così tutti i beni e ricondusse pure Lot suo fratello, con i suoi beni, e anche le donne e il popolo.
GEN.14.17	Com’egli se ne tornava, dopo aver sconfitto Chedorlaomer e i re che erano con lui, il re di Sodoma gli andò incontro nella valle di Sciavè, cioè la valle del re.
GEN.14.18	Melchisedec, re di Salem, fece portare del pane e del vino. Egli era sacerdote del Dio altissimo. 
GEN.14.19	Egli benedisse Abramo, dicendo: «Benedetto sia Abramo dal Dio altissimo, padrone dei cieli e della terra! 
GEN.14.20	Benedetto sia il Dio altissimo, che ti ha dato in mano i tuoi nemici!» E Abramo gli diede la decima di ogni cosa.
GEN.14.21	Il re di Sodoma disse ad Abramo: «Dammi le persone; i beni prendili per te». 
GEN.14.22	Ma Abramo rispose al re di Sodoma: «Ho alzato la mia mano al 
GEN.14.23	giurando che non avrei preso neppure un filo, né un laccio di sandalo, di tutto ciò che ti appartiene; perché tu non abbia a dire: “Io ho arricchito Abramo”. 
GEN.14.24	Nulla per me! tranne quello che hanno mangiato i giovani e la parte che spetta agli uomini che sono venuti con me: Aner, Escol e Mamre; essi prendano la loro parte».
GEN.15.1	Dopo questi fatti, la parola del 
GEN.15.2	Abramo disse: «Signore, 
GEN.15.3	E Abramo soggiunse: «Tu non mi hai dato discendenza; ecco, uno schiavo nato in casa mia sarà mio erede».
GEN.15.4	Allora la parola del 
GEN.15.5	Poi lo condusse fuori e gli disse: «Guarda il cielo e conta le stelle, se le puoi contare». E soggiunse: «Tale sarà la tua discendenza». 
GEN.15.6	Egli credette al 
GEN.15.7	Il 
GEN.15.8	Abramo chiese: «Signore, 
GEN.15.9	Il 
GEN.15.10	Egli prese tutti questi animali, li divise nel mezzo e pose ciascuna metà di fronte all’altra; ma non divise gli uccelli. 
GEN.15.11	Or degli uccelli rapaci calarono sulle bestie morte, ma Abramo li scacciò.
GEN.15.12	Al tramonto del sole, un profondo sonno cadde su Abramo; ed ecco uno spavento, un’oscurità profonda cadde su di lui. 
GEN.15.13	Il 
GEN.15.14	ma io giudicherò la nazione di cui saranno stati servi e, dopo questo, se ne partiranno con grandi ricchezze. 
GEN.15.15	Quanto a te, te ne andrai in pace presso i tuoi padri e sarai sepolto dopo una prospera vecchiaia. 
GEN.15.16	Alla quarta generazione essi torneranno qua; perché l’iniquità degli Amorei non è giunta finora al colmo». 
GEN.15.17	Or come il sole fu tramontato e venne la notte scura, ecco una fornace fumante e una fiamma di fuoco passare in mezzo agli animali divisi.
GEN.15.18	In quel giorno il 
GEN.15.19	i Chenei, i Chenizei, i Cadmonei, 
GEN.15.20	gli Ittiti, i Ferezei, i Refaim, 
GEN.15.21	gli Amorei, i Cananei, i Ghirgasei e i Gebusei.
GEN.16.1	Or Sarai, moglie di Abramo, non gli aveva dato figli. Aveva una serva egiziana di nome Agar. 
GEN.16.2	Sarai disse ad Abramo: «Ecco, il 
GEN.16.3	Così, dopo dieci anni di residenza di Abramo nel paese di Canaan, Sarai, moglie di Abramo, prese la sua serva Agar, l’Egiziana, e la diede per moglie ad Abramo suo marito.
GEN.16.4	Egli andò da Agar, che rimase incinta; e quando si accorse di essere incinta, guardò la sua padrona con disprezzo. 
GEN.16.5	Sarai disse ad Abramo: «L’offesa fatta a me ricada su di te! Io ti ho dato la mia serva in seno e, da quando si è accorta di essere incinta, mi guarda con disprezzo. Il 
GEN.16.6	Abramo rispose a Sarai: «Ecco, la tua serva è in tuo potere; falle ciò che vuoi». Sarai la trattò duramente e quella se ne fuggì da lei.
GEN.16.7	L’angelo del 
GEN.16.8	e le disse: «Agar, serva di Sarai, da dove vieni e dove vai?» Lei rispose: «Fuggo dalla presenza di Sarai, mia padrona». 
GEN.16.9	L’angelo del 
GEN.16.10	L’angelo del 
GEN.16.11	L’angelo del 
GEN.16.12	egli sarà tra gli uomini come un asino selvatico; la sua mano sarà contro tutti, e la mano di tutti contro di lui; e abiterà di fronte a tutti i suoi fratelli». 
GEN.16.13	Allora Agar diede al 
GEN.16.14	Perciò quel pozzo fu chiamato il pozzo di Lacai-Roi
GEN.16.15	Agar partorì un figlio ad Abramo. Al figlio che Agar gli aveva partorito Abramo mise il nome d’Ismaele. 
GEN.16.16	Abramo aveva ottantasei anni quando Agar gli partorì Ismaele.
GEN.17.1	Quando Abramo ebbe novantanove anni, il 
GEN.17.2	e io stabilirò il mio patto fra me e te e ti moltiplicherò grandemente».
GEN.17.3	Allora Abramo si prostrò con la faccia a terra e Dio gli parlò, dicendo: 
GEN.17.4	«Quanto a me, ecco il patto che faccio con te: tu diventerai padre di una moltitudine di nazioni; 
GEN.17.5	non sarai più chiamato Abramo
GEN.17.6	Ti farò moltiplicare grandemente, ti farò divenire nazioni e da te usciranno dei re. 
GEN.17.7	Stabilirò il mio patto fra me e te e i tuoi discendenti dopo di te, di generazione in generazione; sarà un patto eterno per il quale io sarò il Dio tuo e della tua discendenza dopo di te. 
GEN.17.8	A te e alla tua discendenza dopo di te darò il paese dove abiti come straniero: tutto il paese di Canaan, in possesso perenne; e sarò loro Dio».
GEN.17.9	Poi Dio disse ad Abraamo: «Quanto a te, tu osserverai il mio patto: tu e la tua discendenza dopo di te, di generazione in generazione. 
GEN.17.10	Questo è il mio patto che voi osserverete, patto fra me e voi e la tua discendenza dopo di te: ogni maschio tra di voi sia circonciso. 
GEN.17.11	Sarete circoncisi; questo sarà un segno del patto fra me e voi. 
GEN.17.12	All’età di otto giorni, ogni maschio sarà circonciso tra di voi, di generazione in generazione: tanto quello nato in casa, quanto quello comprato con denaro da qualunque straniero e che non sia della tua discendenza. 
GEN.17.13	Quello nato in casa tua e quello comprato con denaro dovrà essere circonciso; il mio patto nella vostra carne sarà un patto perenne. 
GEN.17.14	L’incirconciso, il maschio che non sarà stato circonciso nella carne del suo prepuzio, sarà tolto via dalla sua gente: egli avrà violato il mio patto».
GEN.17.15	Dio disse ad Abraamo: «Quanto a Sarai tua moglie, non la chiamare più Sarai
GEN.17.16	Io la benedirò e da lei ti darò anche un figlio; la benedirò e diventerà nazioni; re di popoli usciranno da lei». 
GEN.17.17	Allora Abraamo si prostrò con la faccia a terra, rise, e disse in cuor suo: «Nascerà un figlio a un uomo di cent’anni? E Sara partorirà ora che ha novant’anni?» 
GEN.17.18	Abraamo disse a Dio: «Oh, possa almeno Ismaele vivere davanti a te!» 
GEN.17.19	Dio rispose: «No, Sara, tua moglie, ti partorirà un figlio e tu gli porrai nome Isacco
GEN.17.20	Quanto a Ismaele, io ti ho esaudito. Ecco, io l’ho benedetto e farò in modo che si moltiplichi e si accresca straordinariamente. Egli genererà dodici prìncipi e io farò di lui una grande nazione. 
GEN.17.21	Ma stabilirò il mio patto con Isacco, che Sara ti partorirà in questa stagione il prossimo anno».
GEN.17.22	Quando ebbe finito di parlare con lui, Dio lasciò Abraamo, levandosi in alto.
GEN.17.23	Abraamo prese suo figlio Ismaele, tutti quelli che gli erano nati in casa e tutti quelli che aveva comprato con il suo denaro, tutti i maschi fra la gente della casa di Abraamo, e li circoncise, in quello stesso giorno, come Dio aveva detto di fare. 
GEN.17.24	Abraamo aveva novantanove anni quando fu circonciso. 
GEN.17.25	Suo figlio Ismaele aveva tredici anni quando fu circonciso. 
GEN.17.26	In quel medesimo giorno fu circonciso Abraamo e Ismaele suo figlio. 
GEN.17.27	Tutti gli uomini della sua casa, tanto quelli nati in casa quanto quelli comprati con denaro dagli stranieri, furono circoncisi con lui.
GEN.18.1	Il 
GEN.18.2	Abraamo alzò gli occhi e vide che tre uomini stavano davanti a lui. Come li ebbe visti, corse loro incontro dall’ingresso della tenda, si prostrò fino a terra e disse: 
GEN.18.3	«Ti prego, mio Signore, se ho trovato grazia ai tuoi occhi, non passare oltre senza fermarti dal tuo servo! 
GEN.18.4	Lasciate che si porti un po’ d’acqua, lavatevi i piedi e riposatevi sotto quest’albero. 
GEN.18.5	Io andrò a prendere del pane e vi ristorerete; poi continuerete il vostro cammino; poiché è per questo che siete passati dal vostro servo». Quelli dissero: «Fa’ pure come hai detto». 
