MAT.1.1	Nke e̱ nyi re-lo nzhwe Jesu Krristi, kowe
MAT.6.5	“Kundu nyi shi ku Be̱ne̱, shi de̱ nyi nyi shi nné brra ronu we̱, aha á kre ku Be̱ne̱ nwie yo yo a yarri re-zonggrung mwe ngbe a brrá re-gasire aha nneywí ré we ri. Nje níng ting cence, á se̱ lede mbe zhwozhwo.
MAT.6.6	Me̱di zhe ne ngwe̱ shi ku Be̱ne̱, ngwie a yarri e̱binyi ngwe̱, she̱ onusinye ngwe̱ ngbe ngwe̱ ku Be̱ne̱ re nzhi nwie Be̱ ne koó ki ri we̱; ngbe Be̱ ngwe̱ ne ngu ri kya ne nneywí mbe nyi a la la, we̱ re ngwa lede.
MAT.6.7	“Zhe ne ngwe̱ shi ku Be̱ne̱, shi de̱ ngwe̱ ke̱ we ne ning zhwo nka shweni shi nné tsi ngwie̱ mbe nyí we̱, aha ne mbe hwie he ka á shi we ho aha nti nka mbe piriri ne mbe he we he we he. 
MAT.6.8	Shi de̱ nyi nyi shi mbe we̱, aha Be̱ nyi ne ngu shi zinye̱ e̱ hu kya ne nyi rā bi tu ne nyi rishi ki rinng. 
MAT.6.9	Aha nii, nyi ri ma ku Be̱ne̱ he ni:
MAT.6.9	‘Be̱ nzhi ne ngwe̱ shi zinye̱,
MAT.6.9	ré ci lo wiri ngwe̱ grime̱.
MAT.6.10	Ringgwe̱ ngwe̱ re be;
MAT.6.10	ré nyi kya ce̱ ngwe̱ a be ngwie̱ shi ne e nyí a zinye̱.
MAT.6.11	Níng ngwa yâ ye nzhi ko zohu otu.
MAT.6.12	Níng we re-e̱ngwie̱ nzhi,
MAT.6.12	shi ne nzhi we nné ne mbe níng nyi e̱ngwie̱ng ma.
MAT.6.13	Níng kye̱ ne mwa ri.
MAT.6.13	Shi de̱ ngwe̱ níng we nzhi ngwie nva Nne Hwie̱ we̱.’
MAT.6.14	“Aha kundu ne nyi wé nneywí re-e̱ngwie̱ ne mbe níng nying, Be̱ nyi a zinye̱ e̱ we̱ níng we re-e̱ngwie̱ nyi ma.
MAT.6.15	Me̱di kundu de̱ nyi wé nneywí re-e̱ngwie̱ ne mbe níng nying we̱, ko shi Be̱ nyi re níng we re-e̱ngwie̱ nyi ma we̱.
MAT.6.16	“A zhe ne nyi shi rwe onu, shi de̱ nyi rwe riyii shi shi nné brra ronu mbe nyi we̱. Á rwe riyii aha nneywí ré hu he mbe shi rwe onu. Nje níng ting cence he á she lede mbe zhwozhwo. 
MAT.6.17	Me̱di a zhe ne ngwe̱ shi rwe onu, kyu riyii, ngwe̱ e̱ kwe remie he̱rri rici, 
MAT.6.18	kishi a ri shi gbeng a nyyi nneywí he ngwe̱ shi rwe onu. Me̱di se we Be̱ ngwe̱ ne koó ki ri we̱, we ze̱re̱ ngu ne ngu rí kya ne e nyí la la, we̱ re ngwa lede.
MAT.6.19	“Shi de̱ ngwe̱ tsu dukyie̱e̱ aha rici ngwe̱ a be ngwie̱ he we̱, ewie ne zhe ngu hung yeng, ka re bra rre ho, nné nca á bra ngwié wé̱ ko.
MAT.6.20	Me̱di nyi tsu dukyie̱e̱ nyi a zinye̱, ewie ne ko zhe yé we̱, ko bra rré we̱, ko nné nca bra hung ngwié ré nyi ncang we̱. 
MAT.6.21	Aha ewie ne dukyie̱e̱ ngwe̱ ning shi, rie ngwe̱ we̱ shi miimi ma.
MAT.6.22	“Riyii shi shi nyi fitile̱ rwe̱. Kundu riyii ngwe̱ shi gbingbi, maahu nse̱ we̱ tsie̱ a yarri rwe̱ ngwe̱ zhwozhwo; 
MAT.6.23	me̱di kundu de̱ riyii ngwe̱ shi gbingbi we̱, maahu rwe̱ ngwe̱ zhwozhwo we̱ shi we e̱ ywing. Kundu ne nse̱ a yarri ngwe̱ a nyi ewie ywi, maahu ewie ywi nna zhwo we zhwo!
MAT.6.24	“Ko bi nne re hung nyi re-be̱ri wehwie cwuo we̱. Se ka re ra ya re ce̱ ya, ka re bra ngwa rici a nwie ya, re dzie̱ ya. Ko shi nyi hung nyi Be̱ne̱ cwuo ne nyi sa riyii a ncwé̱ we̱.
MAT.6.25	“Kya a nyi ngwiee ne nje níng tíng he, shi de̱ nyi bē aha kya ne nyi shi yeng ka nyi shi shweng a srra nce nyi, ka nyi bē aha kya ne nyi shi cing a re-rwe̱ nyi we̱. Ko ce e̱ ne̱ yâ ye we̱ e̱e̱? Ko rwe̱ e̱ ne̱ ankya ci we̱ e̱e̱? 
MAT.6.26	Nyi ri re̱mie̱ e̱, koó kyé̱ we̱, koó bra cá yâ we̱, wire re ning hwie̱ cing a aata. Gbengbe ni, Be̱ nyi ne ngu shi zinye̱ e̱ we ngwá kya ye. Ko nyi e̱ nyi bi mpe̱ni re we ne̱ we̱ e̱e̱? 
MAT.6.27	Nyi nye̱ a tsi nyi ne̱ re hu ning bra we awa zunzrru
MAT.6.28	“Ma nyi nda ngu ci ne nyi bē aha re-ankya ci e̱? Nyi ri re-vooshwo ne mbe cí a yarri ntsi a yi: koó nyi cwuo ka ré yaa cwi ankya rina a mwa yi mbe we̱. 
MAT.6.29	Gbengbe ni, nje níng tíng he ko ngbe Nggwe̱ Solomo ne risa ngu, koo cwu rina ya a tsi re-vooshwo ne̱ we̱.
MAT.6.30	Kundu Be̱ne̱ hung nyi ntsi yi risa ni, ne a cwu á ning shi, a encwe wé̱ kro a nro, ko nyi hwie he Be̱ne̱ we̱ níng ngwa kya ci rwe̱ re we ne̱ we̱ e̱e̱? Kei nyi ma, sa rie nyi a shi tsie̱nzhwu rimi ni!
MAT.6.31	“Aha nii, shi de̱ nyi bē he, ‘Nyi nda ne nje shi yeng?’ ka ‘Nyi nda ne nje shi shweng?’ ka ‘Nyi nda ne nje shi cing?’ we̱. 
MAT.6.32	(A nyi zhwe re-ankya ne̱ ne nné tsi ngwie̱ mbe yú.) Me̱di Be̱ nyi a zinye̱ e̱ hu re̱se̱ng he nyi rā bi re-ankya ne̱. 
MAT.6.33	Me̱di nyi ke̱she kre Ringgwe̱ ngu ngbe nyi cwuo redziee ngu, wire ga re-ankya ne̱ zhwozhwo wé̱ níng brang. 
MAT.6.34	Aha nii, shi de̱ nyi bē aha encwe we̱, aha encwe ri be ne re-ankyang hwie nka na ngu. Ko zohu otu bi we zhwe cinci na ngu.
MAT.7.1	“Shi de̱ nyi nyi ya nne nka we̱, kishi Be̱ne̱ ri níng nyi nka ma. 
MAT.7.2	Aha ye̱ye̱rri ne nyi nyí yaká nné nka, á ri níng nyi nka ma; ye̱ye̱rri kwrengyi ne nyi ning mwa yáng, nyi ngu ne e ri níng mwang ma.
MAT.7.3	Nyi nda ngu ci ne ngwe̱ ri e̱we̱ kya ne ngu shi riyii gimbe ngwe̱, me̱di ko ngwe̱ ci nkwile̱ ne ngba klankwe ne ngu shi riyii na ngwe̱ we̱ e̱e̱? 
MAT.7.4	Ngwe̱ e̱ ce̱ rimi ngwe̱ he ne gimbe ngwe̱ he, ‘Ning be n re ti e̱we̱ kya ne ngu shi riyii ngwe̱ ne̱,’ ne ngwe̱ bra bi ngba klankwe a riyii na ngwe̱ e̱ ye̱? 
MAT.7.5	Ngwe̱ nne brra onu, ke̱she ti ngba klankwe ne ngu shi riyii ngwe̱, wire ngwe̱ hung ri ewie krrankrra ngbe ngwe̱ ti gimbe ngwe̱ kya a riyii ngu ma.
MAT.7.6	“Shi de̱ nyi ngwa rovu kya ngu shi wiri we̱, shi de̱ nyi bra ngwa re-lede zunkya nyi we̱, aha wé̱ shi ne nta mbe; ngbe mbiye ana wé̱ bra kpi nyi wé̱ níng ti ruhu.
MAT.7.7	“Rin, ngbe wé̱ re ngwa; kre, ngbe ngwe̱ e̱ she; cwe onusinye, ngbe wé̱ re klang. 
MAT.7.8	Aha ko nye̱ ne ngu rin, wé̱ ki ngwa; ko nye̱ ne ngu kre, we̱ she; ko nye̱ ne ngu cwe ewie, wé̱ ki klang. 
MAT.7.9	Nyi nye̱ a tsi nyi re-be̱ ne kundu ewe ngu ki rinng aha brredi, ngbe we̱ ki ngwa ngbaatsie e̱e̱? 
MAT.7.10	Ka, kundu ngu ki rinng aha hwen, ngbe we̱ ki ngwa nshe e̱e̱? 
MAT.7.11	Ma kundu nyi ne nyi bi hwie̱, nyi hung na rewe nyi ankya rina ni, ko nyi hwie he Be̱ nyi a zinye̱ e̱ kre we he ngu ngwa nné ne mbe ki rinng re-te̱nte̱ ankya wo ye̱?
MAT.7.12	“Aha nii, a yarri ko nda, nyi nyi yakáng ye̱ye̱rri ne kya nyi ce̱ he ré níng nying ma: nyi nke ne̱ ngu nyi kya ne Nti Nka Musa ngbe na nné ti re̱se̱ng mbe mié̱.
MAT.7.13	“Nyi ngwie a onusinye yhwen, aha onusinye ngbe rê na ne e ning cwo re nzhi nwieng ci shweni e̱ shi terere. Nneywí piriri shi ning cwo. 
MAT.7.14	Me̱di onusinye re nzhi nwieng she ce e̱ shi yhwen, rê nna bra bi rwe̱. Ngbe nné mbe ne mbe ki shé e̱ á shi gyiegyie.
MAT.7.15	“Nyi ci nkwile̱ ne nné ti re̱se̱ng na rabrra ne mbe cwo nwie nyi a ikpe canvé, me̱di a yarring á nyi re-nyanya yi ne nzhwo we wie. 
MAT.7.16	Nyi shi we hu a re-ankya ne mbe nyí. Á kpi ngbre roshwo me̱nte̱ a ekwe ze̱kye̱ e̱e̱? Ka á kpi riyhwietsie a ekwe eezhe e̱e̱?
MAT.7.17	A shi ni, ko zohu ekwe rina ngwa ngbre te̱nte̱ng, ko zohu ekwe ne ngu dzio ngwá ngbre ne mbe dzio ma. 
MAT.7.18	Ko shi ekwe rina re ngwa gbre ne ngu dzio we̱, ko shi ekwe ne ngu dzio re bra ngwa te̱nte̱ gbre ma we̱. 
MAT.7.19	Ko zohu ekwe ne ko ngu ngwá gbre rina we̱, á tsá wé̱ zhwu a nro.
MAT.7.20	Aha nii, nyi shi hu nné ti re̱se̱ng na rabrra a re-ankya ne mbe nyi.
MAT.7.21	“Ko nyi ko nye̱ ne ngu kyie̱ he, ‘Brrabe̱, Brrabe̱’ ne ngu ri ngwie a Ringgwe̱ zinye̱ we̱, me̱di se nne nke ne ngu nyi kya ce̱ Be̱ nje ne ngu shi zinye̱. 
MAT.7.22	Nneywí piriri ri he ne nje a Tuuye he, ‘Brrabe̱, Brrabe̱! Ko nzhi i ti re̱se̱ nka Be̱ne̱ a yarri lo ngwe̱, he̱rri nzhi trru re-rije nzhi bra nyi re-cwuong hwie̱ nga onu ne lo ngwe̱ we̱ e̱e̱?’ 
MAT.7.23	Wire ma n we ting we gbeng he, ‘Ko nje sa níng hu we̱. Nyi ne̱ nwie nje, nyi nné e̱ngwie̱!’
MAT.7.24	“Aha nii, ko nye̱ ne ngu hó re-nka nje ne̱ ngu ning nyí cwuo mi, a shi shi nne bi zentsi ne ngu no eri a kprahwan. 
MAT.7.25	Nze kpe be, rishi e̱ wru a re-yince, wu to ne igbe̱ nwie cwe eri nna; gbengbe ni koo gu we̱, aha ne á cwucwu riti nna a kprahwan.
MAT.7.26	“Me̱di ko nye̱ ne ngu ho nti nka nje ne̱, ne ko ngu bra ning nyí cwuo mi we̱, a shi shi rumwa ne ngu no eri ngu a nzha. 
MAT.7.27	Nze kpe be, re-yince e̱ shî ne rishi, wu to ne igbe̱ nwie cwe eri nna, ngu a gu wrrototo.”
MAT.7.28	A zhe ne Jesu ngu he re-nka ne̱ yhwe̱, rigwe̱ nné nna á ne̱ ne nye̱ we ronu aha zhwe nka ngu ne ngu mie̱,
MAT.7.29	aha aa we mie̱ nka shi shi nne ne ngu bi de̱me̱ rici ngu, ko shi shi na nné mie̱ Nti Nka Musa we̱.
MAT.8.1	A zhe ne Jesu ngu cwucwu a zete rugu nna, rigwe̱ nné we yang á ki zhwe. 
MAT.8.2	Ya nne bi ruhunzhwe̱ e̱ be ya hu be a nyyi ngu, a he, “Brrabe̱, kundu ngwe̱ shî, ning ci n ci gbingbi n bra ci wiri.”
MAT.8.3	Jesu na va ngu a re nne nna. Ngu a he, “Nje shî, ci gbingbi.” We zhe zunzrru ruhunzhwe̱ ngu a ne̱. 
MAT.8.4	Wire Jesu a he ne ngu he, “Ri, shi de̱ ngwe̱ ti ko ya nneng we̱. Me̱di ywa ngwe̱ ya ti rici ngwe̱ a nwie prristi, ngwe̱ bra ngwa beeko shi ne Musa i níng mie̱ng, ngbe re hwie̱ sheede a nwie nneywí.”
MAT.8.5	A zhe ne Jesu ngu ngwie a Kafanahu, ya shwa shezhi nné Rroma a be nwie ngu he re ki sheng. 
MAT.8.6	A he, “Brrabe̱, hwie nje shi nywe̱ a ri, aa kwi nkye̱ a bra shi ge̱zhe̱ we yang.”
MAT.8.7	Jesu a he ne ngu he, “Nje cwo nzhi ki ci re ci gbingbi.”
MAT.8.8	Shwa shezhi e̱ ki shing he, “Ka, Brrabe̱! Ko nje be ngbe ngwe̱ ngwie ta ri nje we̱. Me̱di tsie we riti nka, ngbe hwie nje e̱ we̱ ci gbingbi. 
MAT.8.9	Nje ne̱ nje nyi nne ne nje bi nné ne mbe shi ncwuee nje, nje bra bi re-shezhi ne mbe shi tahwie nje ma. Nje he ne nke he, ‘Ywa!’ ngbe we̱ ywa, ma n he ne ya he, ‘Be!’ ngbe we̱ be. Nje he ne hwie nje he, ‘Nyi nke!’ ngbe we̱ nyi.”
MAT.8.10	A zhe ne Jesu ho ni, ngu a nga we onu, ngu a he ne nné ne mbe ki zhwe he, “Nje níng ting cence, ko nje sa she ya nne a Isrreela ne ngu bi zhwe sa rie ne̱ we̱. 
MAT.8.11	Nje níng ting he: nné piriri ri wru a nva ze ngbe nva ta, á ri ya she rewieng srra ngbe Ibrrahin, ngbe Ishaku, ngbe Yakubu a para a yarri Ringgwe̱ zinye̱.
MAT.8.12	Me̱di á ri zi rewe ri Ringgwe̱ nna a ci, a yarri ewie ywing, á ri ku rana a miimi re ye nnyi.”
MAT.8.13	Wire Jesu a he ne shwa shezhi nna he, “Ywa! Á shi re nying ye̱ye̱rri ne sa rie ngwe̱.”
MAT.8.13	Hwie ngu a ci gbingbi we zhe ana.
MAT.8.14	A zhe ne Jesu ngu ywa a ri Pita, aa ya she de̱ mbrru ngu shi nywe̱ ne rwe kanka. 
MAT.8.15	Ngu a ki re va, ngbe rwe̱ nna aa ki weni. Mbrru nna a cinye̱, ngu a kre Jesu rishi shwe.
MAT.8.16	A zhe ne ne̱hin ci, á be ne nné piriri ne mbe bi re-rije nwie Jesu, ngu a we trru re-rije nna we ne riti nka, ngu a bra kyia ga nné ruhu nna. 
MAT.8.17	Aa nyi ni ngbe kya ne Ishaya nne ti re̱se̱ng ngu i he re ci rrurru, shi ne ngu i he:
MAT.8.17	“Aa trru re-ruhu nzhi,
MAT.8.17	aa níng ci nzhi ci gbingbi ne
MAT.8.17	re-riywe̱ ho shwing nzhi.”
MAT.8.18	A zhe ne Jesu ngu ri rigwe̱ nné mbe ki grra, ngu a ngwa nné ki zhwe ngu nka he mbe tsa nzhwo rishi nna re nzhi nyie nke ncwi. 
MAT.8.19	Wire ya nne mie̱ Nti Nka Musa a be nwie ngu. A he, “Nne Mie̱ Nka, nje shi re zhwe ko he ngwe̱ ning ywa.”
MAT.8.20	Jesu ki shing he, “Rovu yi e̱ á bi nvo mbe, re̱mie̱ yi á bi reri, me̱di ko Kowe Nneywi e̱ bi ewieng nywe̱ rici ngu we̱.”
MAT.8.21	Ya a tsi nné ne mbe ki zhwe e̱ he ne ngu he, “Brrabe̱, nde n ke̱she n ya nyie̱ ho nne nje wire.”
MAT.8.22	Jesu he ne ngu he, “Ning zhwe! We nné kwi e̱ ré nyie̱ nkwe nné mbe.”
MAT.8.23	Wire ngu a ngwie a yarri konkro, nné ki zhwe ngu a á ngwie ngbe ngu. 
MAT.8.24	Á srra we kpri, ya brra ncwu deze ne ren a yarri brra nzhwo rishi nna, he̱rri gu rishi ne̱ ne cwe re ngwie a yarri konkro nna. Me̱di Jesu shi ndzie. 
MAT.8.25	Nné ki zhwe ngu a á ya ki shwo, á he, “Brrabe̱, níng kyia! Nzhi shi ci shweni!”
MAT.8.26	Ngu a he ne mbe he, “Aha nda nyi ci owu a? Sa rie nyi e̱ shi tsie̱nzhwu rimi ni e̱e̱? Wire ngu a deze ngu a ti ren ne wu ngbe gu rishi nna. Ko nda a nywe̱ cereng fa.”
MAT.8.27	Nné nna á ne̱ ne nye̱ we ronu nwie he, “Nyi zohu zhwe nne he ni e̱? He̱rri wu ngbe gu rishi á ki ho nka aa!”
MAT.8.28	A zhe ne ngu ya cwu a nyie rebe nné Gadarra.
MAT.8.29	Mbe e̱ wre̱ ne ci onu he, “Kowe Be̱ne̱! Nyi nda shwe nzhi ngbe ngwe̱ e̱e̱? Ngwe̱ ke̱nce̱ be ngbe ngwe̱ níng ngwa ge̱zhe̱ tu ne ko zhe nna ci we̱ e̱e̱?”
MAT.8.30	A bi ya brra ekpri re-lede ne mbe shi reye we ze̱nze̱ tsie̱, 
MAT.8.31	Re-rije nna á cwe nva ne Jesu he, “Kusu, kundu ngwe̱ ri shi níng yu, ngwe̱ níng we nzhi ya ngwie a yarri ekpri re-lede ncwi e̱.”
MAT.8.32	Ngu a he ne mbe he, “Nyi ywa!” Mbe e̱ wru mbe e̱ ya ngwie a yarri re-lede nna. Ngbe ekpri re-lede nna zhwozhwo á wrre a brraa á ya kpi a nzhwo rishi, á kwi miimi.
MAT.8.33	Nné cwo re-lede nna á ngwie yarri brra ngwie̱ ne re-ncii re nzhi ti ko nda ngbe kya ngu ci ne nné bi re-rije wehwie nna. 
MAT.8.34	Ga nné ngwie̱ nna zhwozhwo á nga re nzhi nyi ne Jesu. A zhe ne mbe ya ki she, mbe e̱ he ne ngu he kusu re ne̱ a ngwie̱ mbe.
MAT.9.1	Jesu ngwie a yarri konkro, ngu a ning brru tsa nyie re be a ngwie̱ ne ngu ning srra.
MAT.9.2	Yá nné e̱ be ne ya nne ne ngu kwi nkye̱ a nwie ngu, ne ngu nywe̱ a kpengye. Zhe ne Jesu ngu ri sa rie mbe ni, ngu a he ne nne nna he, “Kowe nje, shi de̱ ngwe̱ bē we̱, á re we re-e̱ngwie̱ ngwe̱.”
MAT.9.3	Aha nii, yá nné mie̱ Nti Nka Musa ne̱ ne he re nka we nci mbe he, “Nne ne̱ shi dzie̱ Be̱ne̱!”
MAT.9.4	Me̱di Jesu hu kya ne mbe shi heng, ngu a we rinng he, “Nyi nda ngu ci ne nyi hwie zhwe re-nka ne̱? 
MAT.9.5	A nyi canca ré he rimi: ré he, ‘Á re we re-e̱ngwie̱ ngwe̱,’ ka ré he, ‘Deze ngwe̱ cwo ciee e̱e̱’? 
MAT.9.6	Me̱di nje níng ting ngbe nyi hu he Kowe Nneywi e̱ bi de̱me̱ a be ngwie̱ ngbe re we nneywí re-e̱ngwie̱ mbe.” Ngu a he ne nne kwi nkye̱ nna he, “Deze, fo kpengye ngwe̱ ngwe̱ si ri.” 
MAT.9.7	Nne nna a deze ngu a ne̱ re nzhi ri. 
MAT.9.8	Zhe ne rigwe̱ nné mbe ri ni, rowu we yhwe̱, mbe e̱ ne̱ ne de Be̱ne̱, aha ngu ngwa nneywí zhwe de̱me̱ ne̱.
MAT.9.9	A zhe ne Jesu ngu ne̱ miimi, ngu a ya she ya nne ne e ki ye he Mata ne ngu srra a wofing si gondu ngu. A he ne ngu he, “Ning zhwe.”
MAT.9.9	Mata a cinye̱ ngu a ki zhwe.
MAT.9.10	A zhe ne Jesu ngu shi ye yâ a ri Mata, nné si gondu ngbe “nné e̱ngwie̱” á be nwie ye yâ ngbe ngu, ngbe nné ki zhwe ngu.
MAT.9.11	Zhe ne nné Farisi mbe ri ni, mbe e̱ rin nné ki zhwe ngung he, “Nyi nda ngu ci ne Nne Mie̱ Nka nyi e̱ ngu yé yâ ngbe nné si gondu ngbe nné e̱ngwie̱ e̱e̱?”
MAT.9.12	Jesu ho ni ngu a he, “Ko nyi nné gbingbi mbe kre nne rikye̱ we̱, se ka nné ruhu hoo. 
MAT.9.13	Me̱di nyi ywa nyi ya ning bra hwieng ngbe nyi pie cwu kya ne Krre̱de̱ Be̱ne̱ he a nti nka ne̱: ‘Nje ce̱ he nyi bi naana nneywí re ne̱ re-teedeng shwi ankya rehwe ne nyi nyí aha nje.’ Ko nje be ye nné redziee we̱, nje be aha nné e̱ngwie̱.”
MAT.9.14	Wire nné zhwe Yohana á be ya rin Jesu nka he, “Nyi nda ngu ci ne nzhi ngbe nné Farisi nzhi rwe onu, me̱di ko nné re zhwe ngwe̱ á nyi we̱ e̱e̱?”
MAT.9.15	Jesu we shing he, “Wé̱ ce̱ rimi re-yeva nne rwe nyrra ré cí rehwie dzio, ne nne rwe nyrra nna ngu shi ngbe mbe e̱e̱? Zhe cwo be ne á ri fo nne rwe nyrra nna, wire wé̱ rwe onu fa. 
MAT.9.16	Ko bi ya nne ngu fo kla trro hwi re ning tsie ruba a tago reni we̱, aha ruba nna we̱ yaa hwrri we̱ fie̱ tago nna, he̱rri we̱ hla ne̱ ni. 
MAT.9.17	Koó bra kro hwihwi rishi ruto a yarri re-gure kpe na rening we̱. Kundu ne nyi ni, re-gure kpe nna wé̱ srra, rishi ruto nna we̱ wa be, gure kpe nna we̱ bra dzio. Kya ne e nyi e̱ nyi nke, á kro hwihwi rishi ruto a yarri gure kpe hwi, wire zhwozhwo wehwie nna wé̱ srra rina.”
MAT.9.18	A zhe ne Jesu shi he re-nka ne̱, ya nnencwuee zonggrung mwe e̱ be, ngu a hu be a nyyi ngu, a he, “Ewena nje hu we zhe ne ne̱. Ning be ngwe̱ ya ki gara va ngbe re ci ce.”
MAT.9.19	Jesu deze ki zhwe re nzhi, nné ki zhwe ngu á ki zhwe ma. 
MAT.9.20	We zhe nna, ya mbrru ne ngu ci re-rie shwa ne otu wehwie ne ruhu to roshwo aa ya wre̱ a merin ngu, ngu a re zhi tago ngu. 
MAT.9.21	A hé we hwie ngu he, “Kundu nje re we tago ngu ne̱, ma n ci gbingbi.”
MAT.9.22	Jesu bra ki ri, ngu a he, “Shi de̱ ngwe̱ bē we̱, ewena, sa rie ngwe̱ a re kyia.” We zhe ana mbrru nna ci gbingbi.
MAT.9.23	A zhe ne Jesu ngu ngwie a ri nnencwuee nna, ngu a ri nné tsie̱ uuzhwu, ngbe rigwe̱ nné riywe̱ ne ewie shwu.
MAT.9.24	Ngu a he, “Nyi wru! Ko ewena ne̱ e̱ hu we̱ — a shi we ndzie.” Mbe e̱ ne̱ ne ki mi nhile̱ nhile̱. 
MAT.9.25	A zhe ne e we trru ci fa, ngu a ngwie a yarri zonggru nna, ngu a pie ewena nna va, ewena a deze. 
MAT.9.26	Nka nna se̱ ngwie̱ yu a re-nkla miimi zhwozhwo.
MAT.9.27	A zhe ne Jesu ngu ne̱ miimi, nnencwué̱ wehwie á ki zhwé re ki kyie̱ nwie he, “Ri naana nzhi, Kowe Dooda!”
MAT.9.28	Zhe ne ngu ya ngwie zonggru, nnencwué̱ nna á be nwie ngu, ngu a we rinng he, “Nyi sa rie he ma n hung nying ni e̱e̱?”
MAT.9.28	Mbe e̱ he, “Ee, Brrabe̱!”
MAT.9.29	Ngu a we ria nyyi mbe, ngu a he, “Ye̱ye̱rri ne sa rie nyi, nde re ci ni.” 
MAT.9.30	Ngbe nyyi mbe e̱ kla. Jesu we gara nka ne igbe̱ he, “Shi de̱ nyi ti ko ya nneng we̱.”
MAT.9.31	Me̱di á wru á ya grra ko he a ngwie̱ nna nwie ni nka nna.
MAT.9.32	A zhe ne mbe shi wru ci, yá nné e̱ be mi ne ya nne, ne rije ki ci ngu ci rumwa, a nwie Jesu. 
MAT.9.33	We zhe ne Jesu ngu ki ti rije nna, ngu a ne̱ ne he nka we te̱rr. Ga nneywí ne̱ ne nye̱ we ronu nwie he, “Koó sa ri zhwe ngge ne̱ a ngwie̱ Isrreela we̱.”
MAT.9.34	Me̱di nné Farisi e̱ á he he, “A trrú re-rije ne̱ ne igbe̱ nggwe̱ re-rije.”
MAT.9.35	Jesu grra a re-ngwie̱ ngbe nkla zhwozhwo nwie mie̱ nka a re-zonggrung mwe, a we brró Nka Rina na Ringgwe̱ Be̱ne̱ re kyia nneywí ne re-nzhwe ruhu ngbe ko zohu riywe̱ gbingbi.
MAT.9.36	A zhe ne ngu ri rigwe̱ nné, naana ki pie, aha ngu ri mbe shi cinci we̱sa ne nne we sheng, shi shi nyi canvé we̱sa ne nne cwo.
MAT.9.37	Ngu a he ne nné ki zhwe ngu he, “Ebe yâ a brri we brri, me̱di nné cang nna koó ning bing we̱.
MAT.9.38	Nyi cwe nva ne Brrabe̱ bi ebe e̱ ngbe re lu nnencwuó ré ya ca.”
MAT.10.1	Jesu ye nné ki zhwe ngu shwa ne otu wehwie, ngu a we ngwa de̱me̱ ré trru re-rije ré bra kyia ko zohu zhwe ruhu ngbe riywe̱ gbingbi.
MAT.10.2	Re-lo nnenté ngu shwa ne otu wehwie nna nyi nke: na ce̱ucwung, a bi Sima (ne e ki ye he Pita) ngbe gimbe ngu Andrru, a bra bi Yakubu ngbe ne gimbe ngu Yohana ne mbe nyi rewe Zebedi; 
MAT.10.3	a bi Filibu ngbe Batolomi, ngbe Toma ngbe Mata ne ngu nyi nne si gondu, a bi Yakubu ewe Alifayu, ngbe Tadiyu, 
MAT.10.4	ngbe Sima ne ngu nyi Nne Ngwa Rici
MAT.10.5	Mbe nné shwa ne otu wehwie ne̱ Jesu we te, ngu a we gara nka he, “Shi de̱ nyi pie rê re nzhi nwie Nné Nzhwe Ngwie̱ ka nyi ngwie ya ngwie̱ nné Samariya we̱. 
MAT.10.6	Me̱di nyi ywa nwie rewe Isrreela ne mbe shi shi canvé ne mbe bru. 
MAT.10.7	Nyi ywa nyi ya we brro nka he, ‘Ringgwe̱ zinye̱ sa dudu!’
MAT.10.8	Nyi kyia nné ruhu, nyi deze nné ne mbe kwi, nyi ci nné ruhunzhwe̱ ré ci wiri, nyi trru re-rije. Nyi she we shweni, nyi ngwa we shweni ma. 
MAT.10.9	Shi de̱ nyi fo cwe ncwe̱ zinarriya ka azrrufa ka pe̱me̱ a yarri re-de nyi we̱. 
MAT.10.10	Shi de̱ nyi ko re-lente, ka re-tago wehwie wehwie, ka re-tamri, ka ngbó a ciee ne̱ we̱; aha aa mwa ye̱ye̱rri nnencwuo re she yâ ye ngu.
MAT.10.11	“Ko zohu ngwie̱ ka kla ne nyi níng ngwie, nyi kre ya te̱nte̱ nne a miimi aha nyi srra a ri ngu, se zhe ne nyi ri ne̱. 
MAT.10.12	A zhe ne nyi shi ngwie a ri nne, nyi ke̱she ci dzie. 
MAT.10.13	Kundu ne nné ri nna mbe nyi te̱nte̱ng, nyi e̱ mwo he srra rina Be̱ne̱ re shi ngbe mbe. De̱e̱ ni wo, nyi e̱ ning brru ne srra rina nyi. 
MAT.10.14	Kundu ne de̱ ya mbe níng se̱ ka ngu sa uucwu aha ngu níng ho we̱, nyi gbe̱ ruvu nta nyi a zhe ne nyi shi we eri nna ka ngwie̱ nna.
MAT.10.15	Nje níng ting cence, a ri nyi canca ngwie̱ Sodo ngbe Gomorra a tung nyi nka ne ngwie̱ ana.
MAT.10.16	“Nyi ri! Nje níng te shi nyi nyí canvé a yarri re-nyanya yi. Aha nii, nyi bi re-zentsi shi nshé me̱di nyi shi ranng shi jie̱riywí.
MAT.10.17	Nyi nyi te̱nte̱ ne nneywí, á ri níng prre wé̱ níng ngwa a nva nné nyi nka, he̱rri wé̱ níng cwe a re-zonggru rotsu mbe.
MAT.10.18	Aha nje, á ri níng kwa re be nyyi re-goona ngbe nggwé̱, ngbe nyi e̱ she riwie̱ng ti Nka Rina a nwie mbe ngbe Nné Nzhwe Ngwie̱. 
