GEN.1.1	Diɲyɛ tasìige e, Kile à nìɲyiŋi ná ɲìŋke dá. 
GEN.5.32	Tèni i Nuhu shìŋi mpyi yyee ŋkwuu kaŋkuro ke, u cwoŋ'à pùnampyire taanre si a taha tiye na. Tire ti ɲyɛ Shɛmu ná Kyamu ná Zhafɛti.
GEN.6.1+GEN.6.2	Tèni i sùpyir'à li ɲwɔ cû na ɲyahage ɲìŋke na ke, Kile à ɲyii yaayi ɲjemu dá nìɲyiŋi na ke, ka yire si li ɲya na pùceepyire t'à si ɲìŋke na ke, tire lem'à ɲwɔ, maa tire tà cwɔɔnrɔ mà pyi pi cyee. 
GEN.6.3	Lire e, Kafooŋi Kile à jwo: «Mii sì ɲɛɛ sùpyire ti kwôro shì na mɛ, ɲaha na yɛ pi à cyé mii jwumpe na
GEN.6.4	Mà lwɔ́ lire tèni i, yire Kile yaday'à wwɔ̀ ná sùpyiibii pworibil'e, maa pyìi si pi na, pire pyìibii na mpyi sùpyibwoyo nintɔɔnyo. Pire pi mpyi tèecyiini nàntefeebii, pi mɛge mpyi a fworo sèl'e.
GEN.6.5	Ɲyɛ Kafooŋi à li ɲya na sùpyire peg'à pêl'a tòro ɲìŋke na, na pi funŋɔ sɔ̀nŋɔre ɲyɛ a sìi yaaga mɛ, fo kapiini kanni canŋa maha canŋa. 
GEN.6.6	Lire kurugo, u à núr'a li ta sùpyire ɲjaambaaŋ'à pwɔ́rɔ ti ɲjaaŋi na. Ka u u yyaha tanha sèl'e. 
GEN.6.7	Maa jwo: «Mii à sùpyire yaa, ŋka mii sí ti shi bò ɲìŋke na, mà bâra yatɔɔre ná sige yaare ná yafiliyi ná saɲcyɛɛnre na, ɲaha na yɛ numɛ mii ɲyin'à fworo yi ɲjaambaaŋi na.» 
GEN.6.8	Ŋka Nuhu wi ke, u kyaa mpyi a táan Kafooŋi Kile á.
GEN.6.9	Nuhu taɲjaaŋi u ɲyɛ ŋge: Nuhu mpyi a tíi, tìgire cyaga mpyi u na u tìiŋi sùpyire shwɔhɔl'e mɛ. Kile kuni kanni i u mpyi na ɲaare. 
GEN.6.10	Pùnampyire taanreŋi u à ta ke, pire pi ɲyɛ Shɛmu ná Kyamu ná Zhafɛti.
GEN.6.11	Lire tèni i, diɲyɛŋ'à kɛ̀ɛge Kile ɲyii na. Sùpyire mpyi a pi tiye na, cyeyi puni i. 
GEN.6.12	Kile à pa li ɲya na diɲyɛŋ'à kɛ̀ɛge, sùpyire puni kapyiiŋkil'à pyi kapegii, 
GEN.6.13	kuru cyage e, ka Kile si jwo Nuhu á: «Ná ɲìŋke kàmpanɲyi pun'à ɲî pege na, lire kurugo, mii à li yaha si sùpyire puni shi bò. Mii sí n-sìi ti ná ɲìŋke kɛ̀ɛge siɲcyan. 
GEN.6.14	Lire e, mu sí batobwɔhɔ yaa ná cige shìwoge e ná ɲyɛge e
GEN.6.15	U yaaŋkanni li nde, u tɔɔnmpe ɲyɛ mɛtɛrii ŋkuu ná beeshuunni ná kɛ, u yyeparampe ɲyɛ mɛtɛrii beɲjaaga ná kaŋkuro, u yerempe ɲyɛ mɛtɛrii kɛ ná kaŋkuro. 
GEN.6.16	Yapwɔgɔ yaa u na, maa mɛtɛrɛ taaga yaha yapwɔge ná batoŋi ŋkèreŋkii shwɔhɔl'e. Maa tajyìge yaa u ŋkère na, maa u yaa sankazuu: ɲwɔhɔbaga, niŋibaga ná nìɲibaga.
GEN.6.17	Mii wi ke, mii sí n-pa zànbwɔhɔ cyán ɲìŋke na, yaaga maha yaaga ku na ŋɔ̀ni ke, si yire puni shi bò. Yafyin sì n-kwôro ɲyii na mɛ. 
GEN.6.18	Mii sí tunmbyaara
GEN.6.19+GEN.6.20	Ɲyii yaayi shiŋi puni sí n-pa mu á, saɲcyɛɛnre ná yatɔɔre ná sige yaare ná yafiliyi, bà yire si mpyi si ŋkwôro ɲyii na mɛ. Ma a yi shiŋi puni shuunni shuunni nɔ̀ ná ceewe le bakwɔɔge e. 
GEN.6.21	Ma a yalyîre shiŋi puni lwɔ́ a le k'e, yii ná yir'á.»
GEN.6.22	Ɲyɛ lire Nuhu à pyi. Kile à kyaa maha kyaa jwo u á ke, u à lire pyi.
GEN.7.1	Lire kàntugo, ka Kafooŋi Kile si yi jwo Nuhu á: «Numɛ, yii jyè uru batoŋi i, mu ná ma pyɛnge shiinbii, ɲaha na yɛ mii à li ɲya mu kanni u à tíi mii yyahe taan sùpyire puni shwɔhɔl'e. 
GEN.7.2	Múnayaayi shiŋi puni yi sí n-jà n-kan sáraga Kile á ke, mu sí yire nàmbaa baashuunni ná cyee baashuunni lèŋɛ batoŋi i. Múnayaayi shiŋi puni yi ɲyɛ yi sì n-jà n-kan sáraga Kile á mɛ, ma a yire nɔ̀ niŋkin ná ceewe niŋkin lèŋɛ. 
GEN.7.3	Ma a saɲcyɛɛnre shiŋi puni nàmbaa baashuunni ná cyee baashuunni lèŋɛ, bà ti shiŋi si mpyi t'àha mpîni mɛ. 
GEN.7.4	Ɲaha na yɛ ku sanŋa ɲyɛ cibilaaga niŋkin, mii sí zànhe cyán ɲìŋke na, si nta canmpyaa beeshuunni ná numpiliyi beeshuunni. Mii à múnayaaga maha múnayaaga yaa ke, mii sí yire puni shi bò ɲìŋke na.»
GEN.7.5	Kafooŋi à kyaa maha kyaa jwo Nuhu á ke, u à lire pyi.
GEN.7.6	Ɲyɛ canŋke zànbwɔh'à pa ɲìŋke na ke, lir'à pyi mà Nuhu shìŋi ta yyee ŋkwuu baani. 
GEN.7.7	Ka Nuhu ná u jyaabii ná u cwoŋi ná u napworibii si jyè batoŋi i, si shwɔ zànbwɔhe na. 
GEN.7.8+GEN.7.9	Múnayaayi yi sí n-jà n-pyi sáraga Kile á, ná ɲje yi ɲyɛ yi sì n-jà n-pyi sáraga Kile á mɛ, ná saɲcyɛɛnre ná ɲìŋke yafiliyi pun'à pa jyè Nuhu fye e batoŋi i, shuunni shuunni, nɔ ná ceewe, bà Kile yabiliŋi mpyi a yi jwo Nuhu á mɛ.
GEN.7.10	Cibilaaga à tòro ke, ka zànbwɔhɔ si ɲcwo ɲìŋke na.
GEN.7.11	Lir'à pyi mà Nuhu shìŋi ta yyee ŋkwuu baani. Lire yyeeni yiŋke shɔnwoge, canmbilini kɛ ná baashɔnwuuni, kuru canŋke ɲìŋke lùbilibii ná nìɲyiŋi wuubii pun'à múgo, ka lwɔhe si fworo mà ɲìŋke cû.
GEN.7.12	Ɲyɛ ka zànhe si ɲcwo ɲìŋke na, canmpyaa beeshuunni ná numpiliyi beeshuunni. 
GEN.7.13	Kuru canŋke yabiliŋi, Nuhu ná u cwoŋi ná u napworibii ná u jyaabii taanreŋi, Shɛmu, Kyamu, ná Zhafɛti à jyè batoŋi i, 
GEN.7.14	ná sige yaare ná yatɔɔre shiŋi puni, ná ɲìŋke ɲyiiyaare puni ná saɲcyɛɛnre shiŋi puni. 
GEN.7.15	Yire múnayaayi pun'à jyè batoŋi i Nuhu fye e, yaaga maha yaaga ku na ŋɔ̀ni ke, yire puni shuunni shuunn'à jyè. 
GEN.7.16	Múnayaayi puni, yi puni shuunni shuunn'à jyè batoŋi i, nɔ̀ ná ceewe, mu à jwo bà Kile à yi jwo Nuhu á mɛ. Lire kàntugo, ka Kafooŋi si ku ɲwɔge tò.
GEN.7.17	Ɲyɛ zànbwɔh'à cwo ɲìŋke na, maa mpa canmpyaa beeshuunni. Lwɔh'à ɲyaha fo mà batoŋi yîrig'a taha, marii ŋkɛ̀ɛge ná u e. 
GEN.7.18	Lwɔh'à pa ɲyaha mà dùgo sèl'e ɲìŋke nìɲyiŋi na, ka batoŋi si yîr'a taha. 
GEN.7.19	Ka lwɔhe si wá na ɲyahage fo mà ɲaɲyi nintɔɔnyi puni ɲùŋɔ jò. 
GEN.7.20	Lwɔh'à ɲaɲyi tò, mà dùg'a nɔ mɛtɛrii baashuunni na. 
GEN.7.21	Múnayaayi puni yi mpyi ɲìŋke na ke, yire pun'à kwû: saɲcyɛɛnre ná yatɔɔre ná sige yaare ná yafiliyi ná sùpyire. 
GEN.7.22	Múnayaaga maha múnayaaga ku mpyi ɲìŋke na ke, yire pun'à kwû, lwɔhe wuyi kanni y'à kwôro ɲyii na. 
GEN.7.23	Kile à yi puni shi tò, mà lwɔ́ sùpyire na mà kàre yatɔɔre na, mà sà nɔ yafiliyi ná saɲcyɛɛnre na. Nuhu ná múnayaayi yi mpyi ná u e batoŋi i ke, yire kanni y'à kwôro ɲyii na.
GEN.7.24	Ka lwɔhe si ɲìŋke ɲùŋɔ jò mà ta canmpyaa ŋkuu ná beeshuunni ná kɛ.
GEN.8.1	Ŋka Kile ɲyɛ a funŋɔ wwɔ̀ Nuhu ná sige yaare ná yatɔɔre na batoŋi funŋke e mɛ. U à kafɛɛge pyi ku u fwu ɲìŋke na, ka lwɔhe si wá na ntîre. 
GEN.8.2	Ka ɲìŋke lùbilibii ná nìɲyiŋi zànhe wyigigii si ntò, ka ku u yyére. 
GEN.8.3	Ka lwɔhe si wá na fwu na ŋkɛ̀ɛge, canmpyaa ŋkuu ná beeshuunni ná kɛŋ'à ta cyi tòro ke, ka lwɔhe fànhe si ɲcyɛ̀rɛ.
GEN.8.4	Yiŋke baashɔnwoge, canmpyikɛ ná baashɔnwuuni, ka batoŋi si ntîg'a tɛ̀ɛn Arara kìni ɲaŋke kà ɲuŋ'i. 
GEN.8.5	Ka lwɔhe si ŋkwôro na ntîre fo mà sà nɔ̀ yiŋke kɛ woge na, kuru canmpyicyiini ɲaɲyi ɲùɲy'à fworo.
GEN.8.6	Canmpyaa beeshuunni kàntugo, Nuhu mpyi a ɲwɔge ŋkemu yaa batoŋi na ke, ka u u ku múgo. 
GEN.8.7	Ka u u fwɔnrɔgɔ yaha a fworo, ka kuru si wá na sì, marii ma, fo ka ɲìŋke lwɔh'à sà ŋkwɔ̀. 
GEN.8.8	Ka u u mpánmpɔrɔgɔ yaha k'à fworo, ku sà wíi kampyi lwɔh'a kwɔ̀. 
GEN.8.9	Ŋka mpánmpɔrɔg'à fworo ke, ku ɲyɛ a tatɛ̀ɛnge ta mɛ, lwɔhe mpyi ɲìŋke cyeyi puni i, ka ku u núr'a kàre Nuhu yyére. Ka u u cyɛge yige mà tɛ̀g'a ku cû a lèŋɛ batoŋi i.
GEN.8.10	Maa canmpyaa baashuunni yaha cyi à tòro, maa núr'a mpánmpɔrɔge yaha k'à fworo. 
GEN.8.11	Yàkoŋke, ka mpánmpɔrɔge si láha a jyè batoŋi i ná olive cige wyempurug'e ɲwɔge e. Lire e, Nuhu à cè na pà a fworo lwɔhe e sèl'e. 
GEN.8.12	Maa canmpyaa baashuunni yaha cyi à tòro sahaŋki, maa núr'a mpánmpɔrɔge yige. K'à fworo kuru tɔɔge e ke, ku saha ɲyɛ a núr'a pa u yyére mɛ.
GEN.8.13	Yyeeni Nuhu shìŋ'à pyi yyee ŋkwuu baani ná yyee niŋkin ke, lire yyeeni canmpyicyiini, ɲìŋke mpyi a li ɲwɔ cû na lwɔhe byii. Ka Nuhu si batoŋi nìɲiɲwɔge múgo maa wíi, maa li ɲya na lwɔhe mpyi na ŋkwùu ɲìŋke na. 
GEN.8.14	Lire yyeeni yizhwɔnwoge canmpyibeeɲjaaga ná baashwɔnwuuni, lwɔh'à kwɔ̀ ɲìŋke na feefeefee.
GEN.8.15	Lire tèni i, ka Kile si jwo Nuhu á 
GEN.8.16	«Fworo batoŋi i, mu ná ma cwoŋi, ná ma jyaabii ná ma napworibii. 
GEN.8.17	Sige yaare ná yatɔɔre ti ɲyɛ ná mu i ke, ti shiŋi puni ná ɲìŋke yafiliyi ná saɲcyɛɛnre, yi puni yige, yi raa sì ɲìŋke cyeyi puni i, yi raa sini yi raa ɲyahage.»
GEN.8.18	Ɲyɛ Nuhu à fworo batoŋi i ná u jyaabii ná u cwoŋi ná u napworibil'e. 
GEN.8.19	Sige yaare ná yatɔɔre ná ɲìŋke yafiliyi ná saɲcyɛɛnre pun'à fworo batoŋi i, yi shiŋi pun'à fworo yiye niŋkin niŋkin.
GEN.8.20	Ka Nuhu si sáraya tawwûgo yaa Kafooŋi Kile mɛge na. Sige yaare ná yatɔɔre ná saɲcyɛɛnre ti sí n-jà n-kan sáraga Kile á ke, u à tire tà pyi sáraya nizógoyo Kile á. 
GEN.8.21	Ka yire *sárayi nùgutaangawuyi si Kafooŋi Kile lùuni bò. Ka u u jwo uye funŋ'i: «Mii saha sì ɲɛɛ ɲìŋke kɛ̀ɛge sùpyire kurugo mɛ, sùpyaŋi múnaani mɛ́ɛ ká ntaha kapegigii mpyiŋi na, fo u nimbilere wuŋi. Mii saha sì ɲɛɛ múnayaayi puni shi bò, bà mii à li pyi mɛ.
GEN.8.22	Mà ɲìŋke yaha wani,
GEN.8.22	ɲɛɛmpe ná sùmakwɔngigii sì n-kwɔ̀ mɛ,
GEN.8.22	wyeere ná kafwuge sì n-kwɔ̀ mɛ,
GEN.8.22	nùŋgwɔhe ná bɛ̀nge sì n-kwɔ̀ mɛ,
GEN.8.22	numpilage ná canŋke mú sì n-kwɔ̀ mɛ.»
GEN.9.1	Ɲyɛ Kile à jwó le Nuhu ná u jyaabil'á, maa jwo pi á: «Sege ku táan yii na, yii pyìi niɲyahamii si, yii i ɲìŋke ɲî.» 
GEN.9.2	Yii sí n-sìi n-pyi fyagara yaaga ɲìŋke múnayaayi pun'á, sige yaare ná yatɔɔre ná saɲcyɛɛnre ná ɲìŋke yafilyi ná fyaabii. Mii sí yi yaha yire puni ɲùŋɔ na. 
GEN.9.3	Mii sí yire múnayaayi puni kan yii á yi pyi kyara, bà mii à fyânha a sùmaŋi kan yii á mɛ.
GEN.9.4	Ŋka yii àha múnayaage kà pyi kyara si ku múnaani yaha k'e mɛ, lire ɲwɔhɔ ku ɲyɛ, yii àha ku sìshange yaha k'e si ku pyi kyara mɛ. 
GEN.9.5	Yii sìshange ku ɲyɛ yii múnaani ke, yaaga maha yaaga k'à ku pyi k'à wu ke, mii sí yibige pyi ku kyaa na. Naŋiyaaga ká sùpya bò, mii sí uru múnaani kyaa yíbe kuru naŋiyaag'á, sùpya ká u supyiɲɛɛ bò, mii sí uru múnaani kyaa yíbe urufol'á.
GEN.9.6	Kile à sùpyaŋi yaa uye málwɔrɔ.
GEN.9.6	Lire e, sùpya ká u supyiɲɛɛ múnaani kwɔ̀n,
GEN.9.6	urufoo wun'à yaa li kwɔ̀n sùpya cye kurugo mú.
GEN.9.7	Ɲyɛ yii pi ke, sege ku táan yii na, yii pyìi niɲyahamii si, yii tɛ̀g'a ɲìŋke ɲî.»
GEN.9.8	Lire kàntugo, Kile à núr'a jwo Nuhu ná u pyìibil'á 
GEN.9.9	«Numɛ, mii yabiliŋi sí *tunmbyara le mii ná yii shwɔhɔl'e si ti le ná yii tùluge e, 
GEN.9.10	si ti le ná múnayaayi puni i, mu à jwo saɲcyɛɛnre, yatɔɔre, sige yaare ná yaaga maha yaaga k'á fworo batoŋi i ná yii e ke. 
GEN.9.11	Tire tunmbyaare ti ɲyɛ: zànbwɔhɔ saha sì múnayaayi shi tò ɲìŋke na mɛ, zànbwɔhɔ saha sì ɲìŋke kɛ̀ɛge mɛ.
GEN.9.12+GEN.9.13	Ɲyɛ mii à zànhaŋwɔɔge yaa. Kuru ku sí n-pyi mii ná yii ná múnayaayi puni tunmbyaare tàfyɛŋi. Tire tunmbyaare sí n-kwôro n-yaha fo mu tùluge tɛ̀gɛni. 
GEN.9.14	Mii aha ɲahaɲyi bínni ɲìŋke nìɲyiŋi na, zànhaŋwɔɔge sí n-fworo. 
GEN.9.15	Lire tèni i, tunmbyaare mii à le mii ná yii ná múnayaayi puni shwɔhɔl'e ke, tire sí n-kwôro mii funŋ'i. Mii saha sì zànbwɔhɔ cyán ku kwɔ̀ a múnayaayi puni shi tò mɛ. 
GEN.9.16	Zànhaŋwɔɔge sí raa n-fworo ɲahaɲyi i. Mii aha kuru ɲya tère o tère e ke, mii funŋɔ sí n-cwo na tunmbyaare na, nte mii Kile à le mii ná ɲìŋke múnayaayi puni shwɔhɔl'e ke.»
GEN.9.17	Ɲyɛ lire pyiŋkanni na, tunmbyaare Kile à le ná ɲìŋke múnayaayi puni i ke, Kile à jwo Nuhu á na tire tafyɛŋi u ɲyɛ zànhaŋwɔɔge.
GEN.9.18	Ɲyɛ Nuhu jyaabii pi ɲyɛ Shɛmu ná Kyamu ná Zhafɛti, u ná pire pi à fworo batoŋi i. Kyamu u ɲyɛ *Kana tuŋi. 
GEN.9.19	Pire pi ɲyɛ Nuhu jyaabii taanreŋi. Ɲìŋke sùpyishiŋi pun'à fworo pire tùluyi i.
GEN.9.20	Ɲyɛ Nuhu na mpyi faapyi. Uru u ɲyɛ shincyiiwe mà *ɛrɛzɛnŋi fàa. 
GEN.9.21	Canŋka, Nuhu à ɛrɛzɛnŋi sinmpe pà bya, ka pu u u cyán, ka u u ŋkàr'a sà sínni vàanŋke bage e u cípyire wuŋi i. 
GEN.9.22	Ɲyɛ Kana tuŋi Kyamu, ur'à kàr'a sà u tuŋi Nuhu cípyire wuŋi ta u à sínni. Ka u u fwor'a kàr'a sà yi jwo u sìɲɛɛbii sanmpii shuunniŋ'á, cyíinŋi na. 
GEN.9.23	Ka Shɛmu ná Zhafɛti si vàanntinmbwɔhe kà lwɔ́ a yaha pi fukanyi na, maa jyè kàntugo mà sà pi tuŋi cípyire wuŋi tò. Pi à kàntugo wà pi tuŋ'á, lire e pi ɲyɛ a u vàanɲyibaawuŋi ɲya mɛ. 
GEN.9.24	Sinmp'à pa Nuhu yaha ke, ka u yyahe si ɲcwo, nde u pyìibii puni kàntugowuŋ'à pyi ke, ka u u lire cè. 
GEN.9.25	Maa jwo
GEN.9.25	«Mii à Kana láŋa, u pyi u sìɲɛɛbii bilibii kàntugowuŋi.»
GEN.9.26	Maa núr'a jwo
GEN.9.26	«Mii à Kafooŋi Kile mɛtanga yyere, uru u ɲyɛ Shɛmu u Kileŋi.
GEN.9.26	Kana u pyi Shɛmu biliwe.
GEN.9.27	Kile u Zhafɛti cyeyaayi ɲyaha, u u u yaha u sà ntɛ̀ɛn u sìɲɛɛŋi Shɛmu yyére.
GEN.9.27	U u Kana yaha u pyi pi biliŋi.»
GEN.9.28	Ɲyɛ zànbwɔhe paŋkwooni kàntugo, Nuhu à yyee ŋkwuu taanre ná beeshuunni ná kɛ pyi sahaŋki. 
GEN.9.29	U à kwû mà u shìŋi yaha yyee ŋkwuu baaricyɛɛre ná beeshuunni ná kɛ.
GEN.10.1	Ɲyɛ zànbwɔhe toroŋkwooni kàntugo na, Nuhu pùnampyire taanreŋi, Shɛmu, Kyamu ná Zhafɛti, pir'à pùnampyire tà ta. Pire tùluge ku ɲyɛ ŋke. 
GEN.10.2	Zhafɛti u pùnampyire ti ɲyɛ, Gomɛri, ná Magɔgi, ná Madayi, ná Yavani, ná Tubali, ná Mɛshɛki, ná Tirasi. 
GEN.10.3	Ɲyɛ Asikɛnazi, ná Irifati, ná Togarama tùluy'à fworo Gomɛri i. 
GEN.10.4	Elisiya, ná Tarisisi, ná Kitimu, ná Dodanimu tùluyi s'à fworo Zhavani i. 
GEN.10.5	Pire pi à kàr'a sà ntɛ̀ɛn suumpe lwɔhe ɲwɔge taare e, pimu ná pi cyaga, pimu ná pi shɛɛnrɛ, pimu ná pi tubaya, pimu ná pi shi.
GEN.10.6	Kyamu u pùnampyire ti ɲyɛ Kushi, ná Misirayimu, ná Puti, ná Kana. 
GEN.10.7	Kushi u pùnampyire ti ɲyɛ Seba, ná Kyavila, ná Sabita, ná Arayema, ná Sabiteka. Ɲyɛ Shɛba ná Dedan tùluy'à fworo Arayema e.
GEN.10.8	Kushi u pyàŋi wà mú u ɲyɛ Nimirɔdu. Uru u à pyi shincyiiwe ɲìŋke na mà fànhe pyi. 
GEN.10.9	Maa mpyi lùuzupege. Lire kurugo, pi mpyi maha ŋko na mucyiin'à pyi lùuzupege Nimirɔdu fiige. 
GEN.10.10	Nimirɔdu à fyânha a tɛ̀ɛn fànhe na Shiniyari kìni kànyi ɲuŋ'i, yire yi ɲyɛ: Babɛli ná Erɛki ná Akadi ná Kalinɛ. 
GEN.10.11	U à pa yîri lire kìni i, mà kàre Asiri wuuni i, maa kànya niɲyahaya faanra wani: Ninive ná Erobɔti Iri ná Kalaka 
GEN.10.12	ná Eresɛni, Ninive kànhe ná Kalaka kànbwɔhe shwɔ̀hɔŋi i.
GEN.10.13	Misirayimu, u à pyi Ludi shiinbii, ná Anami shiinbii, ná Lehabi shiinbii, ná Nafitu shiinbii, 
GEN.10.14	ná Paturusi shiinbii, ná Kasiluki shiinbii, ná Kafitori shiinbii tuŋi. Ɲyɛ Filisiti shiinbil'à fworo Kasiluhi shiinbil'e.
GEN.10.15	Kana à Sidɔn ta u pyàŋi niɲcyiiŋi. Lire kàntugo, u à Kyeti ta. 
GEN.10.16	Yebusi shiinbii, ná Amɔri shiinbii, ná Girigashi shiinbii mú à fworo Kana e, 
GEN.10.17	ná Kyivi shiinbii, ná Ariki shiinbii, ná Sini shiinbii, 
GEN.10.18	ná Arivadi shiinbii, ná Zimari shiinbii, ná Kyamati shiinbii. Ɲyɛ lire kàntugo, Kana bagashiinbil'à caala. 
GEN.10.19	Kana shiinbii kìn'à sìi Sidɔn na, mà kàre Gerari kànmpanŋke na, Gaza taan, maa ŋkàre Sɔdɔmu kànmpanŋke na, ná Gɔmɔri, ná Adima, ná Zeboyimu, mà sà nɔ̀ fo Lesha na.
GEN.10.20	Ɲyɛ Kyamu tùluyi yi mpyi wani, yi puni ná yi tubaya, ná yi shɛɛnrɛ, ná yi cyaga, ná yi shi.
GEN.10.21	Shɛmu mú à pùnampyire si. Uru Shɛmu u à pyi Ebɛri shiinbii tulyage. Zhafɛti yyahawuŋi u mpyi u wi. 
GEN.10.22	Shɛmu pùnampyire t'à pyi Ɛlamu, ná Ashuri, ná Arifasadi, ná Ludi, ná Aramu. 
GEN.10.23	Aramu pùnampyire t'à pyi, Uzi, ná Uli, ná Gɛtɛri, ná Masi.
GEN.10.24	Arifasadi, ur'à Shelaki si, ka Shelaki si Ebɛri si. 
GEN.10.25	Ebɛri à pùnampyire shuunni si. Wà mɛge na mpyi Pelɛgi
GEN.10.26	Ur'à Alimɔdadi si, ná Shelɛfu, ná Kyazamawɛti, ná Yeraki, 
GEN.10.27	ná Adoramu, ná Uzali, ná Dikila, 
GEN.10.28	ná Obali, ná Abimayɛli, ná Seba, 
GEN.10.29	ná Ofiri, ná Kyavila, ná Yobabu. Ɲyɛ pire puni pi ɲyɛ Yokitan tùluyi. 
GEN.10.30	Pi mpyi a tɛ̀ɛn Mɛsha ná Sefari ɲaɲyi shwɔ̀hɔŋi canŋa fworompe e.
GEN.10.31	Ɲyɛ Shɛmu tùluyi yi mpyi wani, yi ná yi tubaga, ná yi shɛɛnrɛ, ná yi cyaga, ná yi shi.
GEN.10.32	Ɲyɛ Nuhu pyìibii bayi y'à pyi yire, yi mú ná yi tùluyo, ná yi shi. Sùpyire shiŋi u à caala cyeyi puni i ɲìŋke na, zànbwɔhe paŋkwooni kàntugo na ke, uru pun'à fworo Nuhu pyìibil'e.
GEN.11.1	Tèecyiini i, diɲyɛŋi sùpyire puni mpyi na shɛɛnrɛ niŋkin yu, pi ɲjirigii kɛɛnŋkanni mú mpyi niŋkin. 
GEN.11.2	Pi à yîri canŋa fworompe e mà kàr'a sà kaceebwɔhe kà ta Shiniyari kìni i, maa ntɛ̀ɛn kuru cyage e. 
GEN.11.3	Canŋka, pi à yi jwo piy'á: «Yii a wá, wuu làfa wu, wuu u u fwɔ a waha.» Uru làfaŋi u pyi bage kafaayi, mánalwɔhe sí mpyi pwoore cyaga. 
GEN.11.4	Ka pi i jwo: «Yii a ma, wuu u kànha faanra, wuu u etazhi faanra, ŋge u sí raa bwùun kileŋi na ke. Lire pyiŋkanni na, wuu mɛge sí n-pêe, wuu sí n-wwɔ̀, yaaga sì n-jà wuu caala ɲìŋke na mɛ.
GEN.11.5	Ɲyɛ ka Kafooŋi Kile si ntîge mà pa kànhe ná etazhiŋi wíi, ɲje sùpyire mpyi na faanre ke. 
GEN.11.6	Maa jwo: «Ɲyɛ yii pi wíi, pi pun'à pyi mu à jwo kìre niŋkin sùpyire ti, pi puni na jwumɔ niŋkin yu mú. Numɛ, pi à báaraŋi sìi. Pi aha ŋkwôro amɛ, pi aha yîri si kyaa maha kyaa pyi ke, yaaga sì n-jà pi sige lire na mɛ. 
GEN.11.7	Wuu tîge, wuu u sà shɛɛnrɛ niɲyahara tîrige bà pi si mpyi pi àha raa piye jwumpe núru mɛ.» 
GEN.11.8	Lire Kafooŋi à pyi, maa pi caala a láha piye na, mà tùugo ɲìŋke cyeyi puni i. Ka pi i kànhe vàanreŋi ɲwɔ yyéreŋɛ.
GEN.11.9	Lire kurugo, kuru cyage mɛg'à le Babɛli, ɲaha na yɛ wani Kafooŋi à diɲyɛŋi sùpyire puni jwumpe wùrugo, wani Kile à sùpyire kɔ̀r'a caala ɲìŋke cyeyi puni i. (Babɛli ɲwɔge ku ɲyɛ ɲyàhaŋguruguŋi.)
GEN.11.10	Ɲyɛ Shɛmu tùluge ku ɲyɛ ŋke. Mà Shɛmu shìŋi yaha yyee ŋkuu, u à Arifasadi si. Zànbwɔh'à tòro yyee shuunni ka lire si mpyi. 
GEN.11.11	Arifasadi zìŋi kàntugo, Shɛmu à yyee ŋkwuu kaŋkuro ta sahaŋki. Cyire funŋke e u à pyìibii piibɛrɛ ta.
GEN.11.12	Mà Arifasadi shìŋi yaha yyee beɲjaaga ná kɛ ná kaŋkuro, u à Shelaki si. 
GEN.11.13	Shelaki ziŋi kàntugo, Arifasadi à núr'a yyee ŋkwuu sicyɛɛre ná yyee taanre ta sahaŋki. Cyire funŋke e u à pyìibii piibɛrɛ ta.
GEN.11.14	Mà Shelaki shìŋi yaha yyee beɲjaaga ná kɛ, u à Ebɛri si. 
GEN.11.15	Ebɛri ziŋi kàntugo Shelaki à yyee ŋkwuu sicyɛɛre ná yyee taanre pyi sahaŋki. Cyire funŋke e u à pyìibii piibɛrɛ ta.
GEN.11.16	Mà Ebɛri shìŋi yaha yyee beɲjaaga ná kɛ ná sicyɛɛre, u à Pelɛgi si. 
GEN.11.17	Pelɛgi ziŋi kàntugo na, Ebɛri à yyee ŋkwuu sicyɛɛre ná yyee beɲjaaga ná kɛ pyi sahaŋki. Cyire funŋke e u à pyìibii piibɛrɛ ta.
GEN.11.18	Mà Pelɛgi shìŋi yaha yyee beɲjaaga ná kɛ, u à Erehu si. 
GEN.11.19	Erehu ziŋi kàntugo Pelɛgi à yyee ŋkwuu shuunni ná baaricyɛɛre pyi sahaŋki. Cyire funŋke e u à pyìibii piibɛrɛ ta.
GEN.11.20	Mà Erehu shìŋi yaha yyee beɲjaaga ná kɛ ná shuunni, u à Serugi si. 
GEN.11.21	Serugi ziŋi kàntugo, Erehu à yyee ŋkwuu shuunni ná baashuunni pyi sahaŋki. Cyire funŋke e u à pyìibii piibɛrɛ ta.
GEN.11.22	Mà Serugi shìŋi yaha yyee beɲjaaga ná kɛ, u à Nakwɔri si. 
GEN.11.23	Nakwɔri ziŋi kàntugo, Serugi à yyee ŋkwuu shuunni pyi sahaŋki. Cyire funŋke e u à pyìibii piibɛrɛ ta.
GEN.11.24	Mà Nakwɔri shìŋi yaha yyee beɲjaaga ná baaricyɛɛre u à Teraka si. 
GEN.11.25	Teraka ziŋi kàntugo, Nakwɔri à yyee ŋkuu ná yyee kɛ ná baaricyɛɛre pyi. Cyire funŋke e u à pyìibii piibɛrɛ ta.
GEN.11.26	Mà Teraka shìŋi yaha yyee beetaanre ná kɛ, u à Burama ná Nakwɔri ná Aran si.
