GEN.1.1	I acakki piny Lubaŋa oketo polo ki lobo. 
GEN.9.4	Ento pe wubicamo riŋo kacel ki kwone, ma en aye remone. 
GEN.9.5	Atikane abipido pi remo kwowu; abipido pire bot lee ducu, wa ki bot dano bene; ki tuŋ bot dano acel acel abipido pi kwo pa ominne. 
GEN.9.6	Ka ŋatti mo ooyo remo pa dano mo, ci dano meno gibioyo remone bene; pien Lubaŋa ocweyo dano i calle kikome. 
GEN.9.7	Wun wunywal, wunya wumedde madwoŋ i wi lobo, wunya iye.”
GEN.9.8	Lubaŋa dok owaco bot Nua ki awobene ma onoŋo gitye kacel kwede ni, 
GEN.9.9	“Nen, amoko gicikkena kwedwu ki likwayowu ma bilubowu, 
GEN.9.10	ki gin makwo ducu ma gitye kwedwu, winyo ki lee ma paco ki lee tim ducu ma gitye kacel kwedwu, gin ducu ma gukato woko ki i yeya. 
GEN.9.11	Amoko gicikkena kwedwu ni, pii aluka pe dok bineko gin makwo, dok pe bibedo aluka ma bityeko lobo.” 
GEN.9.12	Lubaŋa dok owacci, “Man aye lanyut me gicikke ma aketo i kin an ki wun ki gin makwo ducu ma gitye kwedwu, ma bibedo matwal i yalwak ducu. 
GEN.9.13	Aketo danyu mera i pol, ma bibedo lanyut me gicikkena i kin an ki lobo. 
GEN.9.14	Ka amiyo pol oyuŋŋe i wi lobo, ci danyu binen i pol, 
GEN.9.15	abipo gicikke ma tye i kin an kwedwu ki gin makwo ducu ma gitye ki kom; dok pii bene pe dok bidoko aluka ma romo tyeko gin makwo ducu. 
GEN.9.16	Ka danyu tye i pol, ci abineno, ci abipo gicikkena ma bedo matwal i kin Lubaŋa ki gin makwo ducu ma gitye ki kom i wi lobo.” 
GEN.9.17	Lubaŋa owaco bot Nua ni, “Man doŋ lanyut me gicikkena ma doŋ amoko i kin an ki gin makwo ducu ma tye i wi lobo.”
GEN.9.18	Awobe pa Nua ma yam gukatti woko ki i yeya-ni gin Cem, Kam ki Yafeci. Kam en aye won Kanaan. 
GEN.9.19	Litino awobe pa Nua adek-ki aye lwak ducu ma i wi lobo gua i komgi.
GEN.9.20	Nua aye yam obedo lapur mukwoŋo. Ci opito olok i potone, 
GEN.9.21	omato koŋo vinone, ci omer woko, obuto i kemane ma pe oumo kome. 
GEN.9.22	Ci Kam, won Kanaan, ka oneno wonne pe oumo kome, otito ki omegine aryo ma gitye woko-ni. 
GEN.9.23	Ci Cem ki Yafeci gutiŋo boŋo i wi gwokgi gin aryo, ka gucako wot kun gijer ki yo ŋegi, ci guumo ki kom wongi ma onoŋo tye nono, kun wangi neno cen, ci pe guneno kom wongi ma tye nono-ni. 
GEN.9.24	Ka Nua oco ki i waŋ mero koŋo vinone, ci oŋeyo gin ma wode matidine otiyo i kome, 
GEN.9.25	ci owacci,
GEN.9.25	“Gicen Kanaan;
GEN.9.25	en bibedo opii i kin lwak opii pa omege.”
GEN.9.26	Dok owaco bene ni.
GEN.9.26	“Gipwo Rwot Lubaŋa pa Cem; wek Kanaan obed opiine.
GEN.9.27	Lubaŋa oyab lobo pa Yafeci obed malac,
GEN.9.27	wek en obed i kema pa Cem;
GEN.9.27	ka dok Kanaan obed opiine bene.”
GEN.9.28	Nua ori mwaka miya adek ki pyerabic nia i kare ma pii aluka ocorre i wi lobo. 
GEN.9.29	Kare me kwo pa Nua ducu oromo mwaka miya aboŋwen ki pyerabic; ka doŋ oto.
GEN.10.1	Man aye tekwaro pa litino awobe pa Nua, Cem, Kam ki Yafeci. Gunywalo litino awobe i ŋe kare ma pii aluka ocorre i wi lobo.
GEN.10.2	Litino awobe pa Yafeci aye Gomer, Magog, Madai, Javan, Tubal, Mecek ki Tirac. 
GEN.10.3	Litino awobe pa Gomer aye Acikenaj, Ripat ki Togarma. 
GEN.10.4	Litino awobe pa Javan aye Elica, Tarcic, Kitim ki Dodanim. 
GEN.10.5	Jo ma i dog nam guket ki i kom jo meno. Magi aye litino awobe pa Yafeci ki lobogi, kun ŋat acel acel loko leb tugi, macalo kakagi ki rokgi tye kwede.
GEN.10.6	Magi aye litino awobe pa Kam: Kuc, Ejipt, Put ki Kanaan. 
GEN.10.7	Litino awobe pa Kuc aye Seba, Kavila, Cabta, Raama ki Cabteka. Litino awobe pa Raama aye Ceba ki Dedan. 
GEN.10.8	Kuc onywalo mere Nimulodi; en aye dano ma okwoŋo bedo oteka i wi lobo. 
GEN.10.9	En obedo ladwar oken i nyim Rwot; mumiyo giwacci, “Calo Nimulodi ma ladwar oken i nyim Rwot-ti.” 
GEN.10.10	Acakki kerre onoŋo Babel, Erek, Akkad ki Kalne; gin ducu gibedo i lobo Cinar. 
GEN.10.11	Nia i lobo meno kerre omedde, ocito oo wa i Aciria, ci ogero iye Nineve, Rekobot-Ir, Kala, 
GEN.10.12	ki Recen ma i kin Nineve ki Kala; meno aye gaŋ madit. 
GEN.10.13	Ejipt onywalo jo Lud, jo Anam, jo Leab, jo Naptuk, 
GEN.10.14	jo Patruc ki jo Kaptor, ma en aye kaka ma jo Piliciti gua ki i komgi.
GEN.10.15	Kanaan onywalo Cidon latin kayone, ki Ket, 
GEN.10.16	jo Jebuc, jo Amor, jo Girgac, 
GEN.10.17	jo Kiv, jo Arki, jo Cin, 
GEN.10.18	jo Arvad, jo Jemar ki jo Kamat. Lacen kaka pa jo Kanaan gucako ket woko ata. 
GEN.10.19	Waŋ lobo pa jo Kanaan ocakke ki i Cidon odok kwede i yo tuŋ Gerar, nio kwede wa Gaja; ka odok yo tuŋ Codom ki Gomora ki Adma ki Jeboim, nio kwede wa Laca. 
GEN.10.20	Magi aye litino awobe pa Kam, macalo kakagi, ki lebgi, ki lobogi, ki rokgi tye kwede.
GEN.10.21	Cem, omin Yafeci maditte, en aye kwaro litino pa Eber ducu, en bene onywalo litino. 
GEN.10.22	Litino awobe pa Cem aye Elam, Acur, Arpakcad, Lud ki Aram. 
GEN.10.23	Litino awobe pa Aram gin aye Uj, Kul, Geter ki Mac. 
GEN.10.24	Arpakcad onywalo Cela, Cela onywalo Eber. 
GEN.10.25	Eber onywalo litino awobe aryo; nyiŋ ŋat acel onoŋo Peleg, pien i kare mere aye gipoko iye lobo, ki nyiŋ ominne onoŋo Yokotan. 
GEN.10.26	Yokotan onywalo Almodad, Celep, Kajarmavet, Jera, 
GEN.10.27	Adoram, Ujal, Dikla 
GEN.10.28	Obal, Abimael, Ceba, 
GEN.10.29	Opir, Kavila ki Jobab; magi gin ducu litino awobe pa Yokotan. 
GEN.10.30	Lobo ma gubedo iye wane ocakke ki i Meca, odok kwede yo tuŋ Cepar nio kwede wa lobo godi ma tuŋ wokceŋ. 
GEN.10.31	Magi aye litino awobe pa Cem, macalo kakagi, lebgi, lobogi, ki rokgi tye kwede.
GEN.10.32	Man aye kaka pa litino awobe pa Nua, kit ma tekwarogi tye kwede, i rokgi; rok ocako ket nia ki i komgi oromo lobo, cakke i ŋe kare ma pii aluka ocorre i wi lobo.
GEN.11.1	Lobo ducu yam onoŋo tye ki leb acel, ki lok bene onoŋo lam. 
GEN.11.2	Ka dano gucako dak nia ki tuŋ wokceŋ, gunoŋo lobo mubedo bar i lobo Cinar, ci gubedo iye kunnu. 
GEN.11.3	Ka gucako lok kekengi ni, “Wubin, wek watimu matafali, wawaŋgi woko matek.” Ci gutiyo ki matafali ma ka got, ki odok macol lamwon kingi. 
GEN.11.4	Dok guwaco ni, “Wubin, wek wageru gaŋwa, ki ot ma wiye ocudo malo ogudo polo, wek wamiyu nyiŋwa oyweki, wek pe waket woko ata i wi lobo ducu.” 
GEN.11.5	Ka Rwot olor piny ka neno gaŋ ki ot ma wiye ocudo malo ma litino pa dano gugero, 
GEN.11.6	Rwot owacci, “Nen, guribbe rok acel, ki lebgi bene acel; man aye pud acakki gin ma gibitiyo, dok gin ma gibitamo pi tiyone pe doŋ biloyogi. 
GEN.11.7	Wubin waloru piny, warub legbi woko, wek ŋat acel acel pe oniaŋ leb pa wadi.” 
GEN.11.8	Kit meno Rwot okeyogi woko nia ki kunnu, guromo lobo ducu, ci guweko gero gaŋ meno. 
GEN.11.9	Mumiyo nyiŋe gucako ni Babel, pien kenyo aye Rwot orubo iye leb ducu ma i lobo, dok Rwot okeyogi woko nia ki kunnu, guromo lobo ducu.
GEN.11.10	Man aye likwayo pa Cem. Ka Cem doŋ tye ki mwaka me ditte miya acel, ci onywalo Arpakcad munoŋo doŋ pii aluka okato mwaka aryo. 
GEN.11.11	Cem ori i ŋe nywalo Arpakcad mwaka miya abic, dok omedde ki nywalo awobe ki anyira bene.
GEN.11.12	Ka Arpakcad doŋ otyeko ri mwaka pyeradek wiye abic, ci onywalo Cela. 
GEN.11.13	Arpakcad ori mwaka miya aŋwen ki adek ma doŋ otyeko nywalo Cela, dok omedde ki nywalo awobe ki anyira bene.
GEN.11.14	Ka Cela doŋ otyeko ri mwaka pyeradek, ci onywalo Eber. 
GEN.11.15	Cela ori mwaka miya aŋwen ki adek ma doŋ otyeko nywalo Eber, dok omedde ki nywalo awobe ki anyira bene.
GEN.11.16	Ka Eber doŋ otyeko ri mwaka pyeradek wiye aŋwen, ci onywalo Peleg. 
GEN.11.17	Eber ori mwaka miya aŋwen ki pyeradek ma doŋ otyeko nywalo Peleg, dok omedde ki nywalo awobe ki anyira bene.
GEN.11.18	Ka Peleg doŋ otyeko ri mwaka pyeradek, ci onywalo Reu. 
GEN.11.19	Peleg ori mwaka miya aryo ki aboŋwen ma doŋ otyeko nywalo Reu, dok omedde ki nywalo awobe ki anyira bene.
GEN.11.20	Ka Reu doŋ otyeko ri mwaka pyeradek wiye aryo, ci onywalo Cerug. 
GEN.11.21	Reu ori mwaka miya aryo ki abiro ma doŋ otyeko nywalo Cerug, dok omedde ki nywalo awobe ki anyira bene.
GEN.11.22	Ka Cerug doŋ otyeko ri mwaka pyeradek, ci onywalo Nakor. 
GEN.11.23	Cerug ori mwaka miya aryo ma doŋ otyeko nywalo Nakor, dok omedde ki nywalo awobe ki anyira bene.
GEN.11.24	Ka Nakor doŋ otyeko ri mwaka pyeraryo wiye aboŋwen, ci onywalo Tera. 
GEN.11.25	Nakor ori mwaka miya acel ki apar wiye aboŋwen ma doŋ otyeko nywalo Tera, dok omedde ki nywalo awobe ki anyira bene.
GEN.11.26	Ka Tera doŋ otyeko ri mwaka pyerabiro, ci onywalo Abram, Nakor ki Karan.
GEN.11.27	Man aye likwayo pa Tera. Tera onywalo Abram, Nakor ki Karan; Karan onywalo Lot. 
GEN.11.28	Karan okwoŋo to ki wonne Tera i lobo ma yam ginywale iye, i gaŋ me Ur pa jo Kaldaya. 
GEN.11.29	Ci Abram ki Nakor gunyomo mon; dako pa Abram nyiŋe Carai, dako pa Nakor nyiŋe Mirika, en aye nya pa Karan won Mirika ki Icika. 
GEN.11.30	Onoŋo Carai lalur, pe tye ki latin mo.
GEN.11.31	Tera otero wode Abram, ki Lot wod pa Karan, ma lakware, ki Carai ci-wode, dako pa Abram, ci gudak woko ki i Ur, gaŋ pa jo Kaldaya, gucito kacel kun gikemo lobo Kanaan; ento ka guo i Karan, koŋ gudikke kenyo. 
GEN.11.32	Nino me kwo pa Tera oromo mwaka miya aryo ki abic; ka Tera oto i Karan.
GEN.12.2	Abimiyi idoko rok madit, abimiyi gum bene, abimiyo nyiŋi bedo dit, pien ibibedo lakelgum. 
GEN.12.3	Abimiyo gum i kom jo ma leggi gum, abiceno ŋat mo ma biceni; dok piri en aye kaka ducu ma wi lobo bilimo iye gumgi.”
GEN.12.4	Kit meno Abram ocako wot, macalo Rwot ocike; ki Lot bene owoto kacel kwede. Abram onoŋo doŋ tye ki mwaka me ditte pyerabiro wiye abic i kare ma en a kwede ki i Karan. 
GEN.12.5	Abram ocito ki dakone Carai, ki Lot latin pa ominne, ki lwak limgi ducu ma gucoko kacel, ki lwak jo ducu ma gucokke botgi ki i Karan; gutiŋo wot me cito i lobo Kanaan. Ka doŋ gutyeko o i lobo Kanaan, 
GEN.12.6	Abram obaro dye lobo obino i kabedo ma i Cekem, nio wa i te yat kworo me More. I kare meno onoŋo jo Kanaan aye gitye i lobo meno. 
GEN.12.7	Ci Rwot dok onen bot Abram kun wacce ni, “Abimiyo lobo man bot likwayi.” Ocano keno tyer kunnu pi Rwot ma onen bote-ni. 
GEN.12.8	Ka dok odak woko ki kunnu, okobo i te got ma tye yo tuŋ wokceŋ me Betel, oguro iye kemane, kun weko Betel yo tuŋ potoceŋ, ki Ai yo tuŋ wokceŋ; dok ocano keno tyer pi Rwot kunnu, ci olwoŋo iye nyiŋ Rwot. 
GEN.12.9	Abram dok okobo, omedde ki wotte yo tuŋ Negeb
GEN.12.10	Kec onoŋo opoto i lobo, omiyo Abram owoto piny i Ejipt, wek koŋ ebed kunnu, pien kec onoŋo doŋ lyet twatwal i lobo. 
GEN.12.11	I kare ma cok donyo i Ejipt, owaco bot dakone Carai ni, “Aŋeyo ni in i dako ma nen mwonya; 
GEN.12.12	ka Luejipt gibineni, ci gibiwacci, ‘Man dakone’; ci gibineka woko, ento gibiweki makwo. 
GEN.12.13	Wac ni, in lamera, ci gibibedo kweda maber piri, miyo abikwo piri.” 
GEN.12.14	Ka Abram otyeko donyo i Ejipt, ci Luejipt guneno dako meno mwonya matek twatwal. 
GEN.12.15	Ka ludito ma i kal pa Parao
GEN.12.16	Ci omiyo Parao obedo maber ki Abram pi Carai: gikolle lim, romi, ki twoni; twoni kana, lwak opii ki aŋeca-gu, megi kana-gu, ki lwak kinaga-gu.
GEN.12.17	Ento Rwot ocwalo cog two gemo mogo madoŋo i kom Parao ki jo ma i ode, pi Carai dako pa Abram. 
GEN.12.18	Omiyo Parao olwoŋo Abram bote, ci openye ni, “Itima kuman piŋo? Piŋo nene pe ititta atir ni en dakoni? 
GEN.12.19	Piŋo dok iwaco ni, ‘En lamera,’ omiya akwanyo, odoko dakona? Nen doŋ, dakoni ennu. Kwany icit kwede giri.” 
GEN.12.20	Parao ociko jone pire, ci gulwoke iyo, kacel ki dakone, ki lwak jami ducu ma yam tye bote.
GEN.13.1	Kit meno Abram odwogo woko ki i Ejipt, en ki dakone, ki lwak jami ducu ma yam tye bote, kacel ki Lot, ci gutiro i Negeb.
GEN.13.2	I kare meno onoŋo Abram odoko lalonyo dyaŋ mada, ki lim me ryal, ki jabu-gu. 
GEN.13.3	Okobo, omedde ki wotte nia ki i Negeb, odak wa Betel, ka ma yam koŋ okwono guro iye kemane, ma tye i kin Betel ki Ai, 
GEN.13.4	i kabedo ma yam okwoŋo caŋo iye keno tyer; ki kunnu aye dok Abram olwoŋo iye nyiŋ Rwot. 
GEN.13.5	Ki Lot ma yam onywako wot ki Abram, ceŋ tye ki romi ki dyaŋi-gu ki kema bene. 
GEN.13.6	Lobo onoŋo doŋ pe romo ka kwat pi gin aryo ducu; pien onoŋo gin ducu ciŋgi ki lim madwoŋ, ma pe romogi bedo kacel. 
GEN.13.7	Onoŋo mone doŋ tye i kin lukwa lim pa Abram ki lukwa lim pa Lot. I kare meno onoŋo jo Kanaan ki jo Periji aye gibedo i lobo meno.
GEN.13.8	Abram ocako waco ki Lot ni, “Pe wawek mone obed i kin in ki an, ki i kin lukwa limmi ki lukwa limma, pien wan ot acel. 
GEN.13.9	Lobo man ducu pe ineno i nyimi ene? Ber ipokke giri woko keni ki i koma. Ka ibidok tuŋ acam, ci an abidok gira tuŋ acuc: ce ka in idok tun acuc, ci an abidok gira tuŋ acam.” 
GEN.13.10	Ci Lot ocako tiŋo waŋe malo, ka oneno nota Jordan ducu ma iye ki pii macalo poto pa Rwot, rom ki lobo Ejipt mudok yo tuŋ Joar; man yam otimme i kare ma Rwot peya ojwero Codom ki Gomora. 
GEN.13.11	Pienno Lot oyero gire pire kene lobo ducu ma yam tye i nota Jordan, ci Lot ocako dak yo tuŋ wokceŋ: kit meno gupokke woko kekengi. 
GEN.13.12	Abram obedo mere i lobo Kanaan, kun Lot kono bedo mere i kin gaŋi ma gitye i nota, ocako dak ki kemane nio wa Codom. 
GEN.13.13	Jo ma i Codom onoŋo jo maraco, balgi dwoŋ twatwal i nyim Rwot.
GEN.13.14	Rwot oloko ki Abram ma doŋ onoŋo gutyeko pokke woko ki Lot ni, “Tiŋ waŋi malo, nen piny nia ki i kabedo ma it ye iye-ni, nen tuŋ acam ki tuŋ acuc, ki tuŋ wokceŋ ki tuŋ potoceŋ; 
GEN.13.15	pien lobo meno ducu ma ineno-ni abimiyone boti ki bot likwayi matwal. 
GEN.13.16	Abimiyo likwayi bedo pol ma rom ki apwa me ŋom; mumiyo ka ŋatti mo twero kwano wel apwa me ŋom, ci likwayi welgi bikwanne. 
GEN.13.17	Doŋ ia malo, iwot i dye lobo-ni, wek inen borre ki lacce, pien abimiyo boti.” 
GEN.13.18	Kit meno Abram okobo kemane, odak, obedo i te kworo me Mamre, ma tye i Kebron; dok ocano keno tyer pi Rwot kunnu.
GEN.14.1	I kare pa Amrapel kabaka me Cinar, ki Ariok kabaka me Ellacar, ki Kedor-laomer kabaka me Elam, ki Tidal kabaka me Goyim, 
GEN.14.2	luker meno guribbe ka lweny i kom Bera kabaka me Codom, ki Birca kabaka me Gomora, ki Cinab kabaka me Adma, ki Cemeber kabaka me Jeboim, ki kabaka me Bela, en aye Joar. 
GEN.14.3	Mony man ducu guribbe ka lweny i nota me Ciddim, en aye nam me Kado. 
GEN.14.4	Gubedo i te loc pa Kedor-laomer pi mwaka apar wiye aryo, ento gujemo woko i mwaka me apar wiye adekke. 
GEN.14.5	I mwaka me apar wiye aŋwenne, Kedor-laomer ki luker ma yam gitye kwede gubino dok guero lweny, ci guloyo jo Repaim i Aciterot-Kamaim, ki jo Jujim i Kam, ki jo Emim i Cave-Kiriataim, 
GEN.14.6	ki jo Kori i lobo godi megi me Ceir, nio wa i El-paran i waŋ apokki lobo ma tuŋ tim; 
GEN.14.7	ka dok gudwogo cen, gucito wa i En-micipat, en aye Kadec, guloyo lobo ducu pa jo Amalek, ki jo Amor bene ma gibedo i Kajajon-tamar.
GEN.14.8	Ka dok kabaka me Codom, kabaka me Gomora, kabaka me Adma, kabaka me Jeboim, ki kabaka me Bela, ma co, aye Joar, gucito guero lweny i nota me Ciddim, 
GEN.14.9	i kom Kedor-laomer kabaka me Elam, ki Tidal kabaka me Goyim, ki Amrapel kabaka me Cinar, ki Ariok kabaka me Ellacar, luker aŋwen guribbe ka lweny i kom luker abic. 
GEN.14.10	Nota me Ciddim onoŋo tye iye bur odok macol; ka luker me Codom ki me Gomora guriŋo woko, jo mukene gupoto i bur meno, ki jo mukene mudoŋŋe guriŋo, gularo i got. 
GEN.14.11	Ci merok guyako jami pa jo Codom ki Gomora ducu, ki camgi ducu, gumol, gucito kwede, 
GEN.14.12	guyako bene Lot latin pa omin Abram, ma onoŋo obedo i Codom, ki jamine ducu, guwoto kwede woko.
GEN.14.13	Ci dano acel mo ma obwot oriŋo, obino otito ki Abram ma Laibru, ma onoŋo bedo i te kworo pa Mamre, ma en Laamor, omin Ecikol ki Aner; gin yam gucikke pi ribbe ki Abram. 
GEN.14.14	Ka Abram owinyo ni watgi mony oyako woko, ci oywayo monnye, ka otelo wi jo mupwonyo lweny ma ginywalogi i pacone, jo ma giromo miya adek ki apar wiye aboro, ci olubo korgi nio wa i Dan. 
GEN.14.15	En opoko i monnye i dyewor; gucako poto i komgi, en ki luticce, ci guryemogi nio wa i Koba, i tuŋ acam me Damaciko. 
GEN.14.16	Ka oyako jami ducu, odwogo kwede, kacel ki watgi Lot, jamine ducu ki mongi ki lwakgi ducu.
GEN.14.17	Ka doŋ odwogo ki ka ma en oloyo iye Kedor-laomer ki Luker ma gitye kwede-ni, ci kabaka me Codom ocito ka ŋolo wiye i waŋa yo wa i nota me Cave, ma en aye Nota pa Kabaka. 
GEN.14.18	Melkijedek kabaka me Calem okelo iye mugati ki koŋo vino; en aye onoŋo ajwaka pa Lubaŋa Mamalo Twal. 
GEN.14.19	Olamo gum i kome kun waco ni,
GEN.14.19	“Lubaŋa Mamalo Twal ma laket polo ki lobo
GEN.14.19	omi gum i kom Abram;
GEN.14.20	gipwo Lubaŋa Mamalo Twal
GEN.14.20	ma omiyo lumerokki i ciŋi!”
GEN.14.20	Ci Abram omiye dul acel me apar me jami ducu ma en oyako. 
GEN.14.21	Kabaka me Codom dok owaco ki Abram ni, “Miya mera dano aye ater, ento in iter giri jami ducu obed meri.” 
GEN.14.22	Ento Abram odok iye bot kabaka me Codom ni, “Doŋ atyeko kwoŋo kwoŋ woko bot Rwot Lubaŋa Mamalo Twal, ma laket polo ki lobo-ni, 
GEN.14.23	ni, pe abigamo gin mo ki boti kadi latin uci, nyo del war mo, nyo gin mo i kin jami ma meri-ni, wek pe ibed ka wacci, ‘Amiyo Abram olony.’ 
GEN.14.24	Pe dok abigamo gin mo, doŋ agik ki gin ma awobe gucamo-ni, ki dul lim ma apoko ki jo ma gucito kweda-ni; wek doŋ Aner, ki Ecikol Mamre guter jamigi gigi.”
GEN.15.1	I ŋe lok meno ducu, lok pa Rwot dok obino bot Abram i ginanyuta, ni, “Pe ilwor, Abram, an a kwotti, abimiyi mot madit twatwal.” 
GEN.15.2	Ento Abram ogamo ni, “Ai Rwot Lubaŋa, ibimiya mono gin aŋo? Pud abedo laboŋo latin mo en do, ki Lale oda bene Eliejer Ladamaciko-ni do.” 
GEN.15.3	Abram dok owacci, “Nen, in peya imiya nyodo mo; latin opii ma i oda bibedo Laleyo.” 
GEN.15.4	Ci dok nen, lok pa Rwot obino bote ni, “Dano man pe bibedo Lale ka tyeni; wodi kikome aye bileyo ka tyeni.” 
GEN.15.5	Ci okele woko, ka owacce ni “Nen malo i polo, kwan wel Lakalatwe, ka itwero kwano welgi.” Dok owacce ni. “Kit meno wel likwayi bene bibedo rom meno.” 
GEN.15.6	Ci en oye lok pa Rwot; ci gikwane ni en dano ma kite atir.
GEN.15.7	Dok owacce ni, “An a Rwot ma akeli nia ki i Ur ma gaŋ pa jo Kaldaya, pi mini lobo-ni wek obed meri.” 
GEN.15.8	En ogamo ni, “Ai Rwot Lubaŋa, man abiŋeyo niŋniŋ ni lobo-ni bibedo mera?” 
GEN.15.9	Owacce ni, “Kella latin roya mo me mwaka adek, ki bwoŋ dyel me mwaka adek, ki nyok romo me mwaka adek, ki amam, ki latin akuri.” 
GEN.15.10	Ci okelo bote lwak gin meno ducu, ci oŋuno igi ari aryo aryo, ka opyelogi ma gukemme ki luwotgi; pe oŋuno i winyo aryo. 
GEN.15.11	Ka acut bino ka camo riŋogi, ci Abram ryemogi woko.
GEN.15.13	Rwot owaco ki Abram ni, “Ŋe atir ni, likwayi gibidoko lubedo i lobo ma pe megi, dok gibibedo opii kunnu, gibibwoyogi ki tek mwaka miya aŋwen; 
GEN.15.14	ento abiŋolo kop i kom rok ma biloyogi-ni, lacen gibiwiro, gidwogo kany ki lwak lim madwoŋ. 
GEN.15.15	Ki tuŋ boti in kikomi, ibicito bot kwarowu ki kuc; gibiyiki ma noŋo doŋ iti likoŋ. 
GEN.15.16	Dok gibidwogo kany i kare me likwayo ma i yalwak me aŋwen; pien bal pa jo Amor oromo.”
GEN.15.17	Ka ceŋ doŋ opoto, ma piny doŋ odoko col, nen, agulu ma duny yito, ki mac raa ma lyel, owok i dye riŋo ma giŋuno-ni. 
GEN.15.18	I nino meno aye Rwot oketo iye gicikkene ki Abram, kun wacci, “Amiyo lobo man bot likwayi, nia wa i kulu me Ejipt nio wa i kulu madit, en ku lu Euprate, 
GEN.15.19	lobo pa jo Keni, jo Keniji, jo Kadmon 
GEN.15.20	jo Kit jo Periji, jo Repa, 
GEN.15.21	jo Amor, jo Kanaan jo Girgac ki jo Jebuc.”
GEN.16.1	Carai dako pa Abram pe omedo ki nywalle latin mo, dok en onoŋo tye ki aŋecane ma anyira Ejipt ma nyiŋe Agar. 
GEN.16.2	Carai owaco ki Abram ni, “Nen, macalo Rwot ogeŋa nywalo latin mo-ni, cit idony i wi aŋecana, wek gwok nyo abinoŋo iye latin mo ma en binywalo.” Ci Abram owinyo dog Carai. 
GEN.16.3	Kit meno, i kare ma Abram otyeko bedo i lobo Kanaan mwaka apar, Carai dako pa Abram otero Agar anyira Ejipt ma aŋecane, omiye bot cware Abram wek obed dakone. 
GEN.16.4	Ocako bedo ki Agar, ci Agar ogamo ic. Ka Agar oneno ni doŋ egamo ic, ocako gayo Carai ki waŋ me cac. 
GEN.16.5	Carai owaco ki Abram ni, “Kipwola mupoto i koma odok meri! Amiyo aŋecana i kori; ka en oneno ni doŋ egamo ic, ci ocako gayo an ki waŋ me cac. Myero Rwot doŋ oŋol kop mapol i kin in ki an!” 
GEN.16.6	Ento Abram ogamo dog Carai ni, “Nen, aŋecani tye Dok i tweroni giri, in itim giri kit ma imito i kome.” Omiyo Carai ocako timme aromaroma, nio ka olwi, oriŋo woko ki bote.
GEN.16.7	Lamalaika pa Rwot onoŋe i waŋ it mo ma i dye tim; it meno tye i yo ma cito Cur. 
GEN.16.8	Obino openye ni, “Agar, aŋeca pa Carai, in mono ia ki kwene kaa, dok icito wa kwene kaa?” En ogamo ni, “An alwi ariŋo Carai, min ot ma abedo i ode.” 
GEN.16.9	Lamalaika ogamo ni, “Dok cen bot min ot meno, ci iwore.” 
GEN.16.10	Lamalaika pa Rwot dok omedo lok ni, “An abimiyo likwayi nya mapol twatwal, ma ŋatti mo pe romo kwano welgi pi polgi.” 
GEN.16.11	Dok lamalaika pa Rwot omedde ka wacce ni, “Nen, igamo ic, ibinywalo latin laco, dok ibicako nyiŋe Icmael; pien Rwot obedo ka neno aromani. 
GEN.16.12	En bibedo dano ma cal ki kana me tim, en bitugge i kom dano ducu, ki dano ducu bene bitugge i kome; en bibedo i kabedone pat kun pyem ki utmegine ducu.” 
GEN.16.13	Ci Agar ocako nyiŋ Rwot ma oloko kwede ni, “In Lubaŋa ma neno.” Onoŋo en owacci, “An atyeko neno Lubaŋa ada, aneno en ci pud atye makwo gira?” 
GEN.16.14	Mumiyo nyiŋ waŋ it meno gicako ni, Beer-lakai-roi; ma tye i kin Kadec ki Bered.
GEN.16.16	Abram onoŋo tye ki mwaka me ditte pyeraboro wiye abicel i kare ma Agar onywalo Icmael.
GEN.17.1	Ka Abram onoŋo tye ki mwaka me ditte pyeraboŋwen wiye aboŋwen ci Rwot onen bot Abram kun wacce ni, “An Lubaŋa Matwero-ducu, bed i nyima laboŋo bal mo, 
GEN.17.2	ci abiketo gicikkena i kin an ki in, dok abimiyi inya mapol twatwal.” 
GEN.17.3	Abram oryebbe piny i nyime; Lubaŋa owacce ni, 
GEN.17.4	“Nen, gicikkena amini eno, in ibibedo kwaro rok mapol. 
GEN.17.5	Nia tin nyiŋi pe dok bibedo Abram
GEN.17.6	Abimiyi inya twatwal; abimiyi idoko rok mapol, ki luker bene gibia ki i komi. 
GEN.17.7	Dok abimoko gicikkena i kin an ki in ki likwayi ma bilubi, ki i yalwakgi ducu, me bedo gicikke ma bedo matwal, wek abed Lubaŋani, ki Lubaŋa pa likwayi ma bilubi bene. 
GEN.17.8	Dok abimiyo boti ki bot likwayi ma bilubi lobo ma ibedo iye-ni macalo welo, en aye lobo ducu me Kanaan, wek obed mewu matwal; dok an aye abibedo Lubaŋagi.”
GEN.17.9	Ka Lubaŋa dok owaco bot Abraim ni, “Ki tuŋ boti, in ibigwoko gicikkena, in ki likwayi ducu ma bilubi, ki yalwakgi ducu. 
GEN.17.10	Man aye gicikkena, ma wubi gwoko, i kin an ki in ki likwayi ma bilubi: Gibiliro litino awobe ducu ma i kinwu. 
GEN.17.11	Wubiliro del kom nyimwu me co woko, wek obed gin ma nyuto gicikkena i kin an ki wun. 
