MAT.1.1	Pèci né pâr̂â bèmûû Ièsu Kérisö, mör̂u David, wè mör̂u Abérahama.
MAT.5.42	Nââ yè kâmö ré vi pëër̂ii yè-i, aè koa yè törédèè yè kâmö ré vi pëër̂ii kââ rai-i.»
MAT.5.43	«Gëve wê pwêr̂ê röi na é wê êr̂ê röi, êr̂ê: “Gèi mâ méar̂i kâmö ka tö vè ubwa i, aè cumiir̂i ka rhîaa xi-i”. 
MAT.5.44	Aè gö êr̂ê yè-ve na gènyâ, êr̂ê, méar̂i pâr̂â paxa rhîaa xe-ve, waa ké-r̂é ar̂ii pâi pa waa vè yaané-ve, 
MAT.5.45	cè ke-ve pâlè Pevaa xe-ve rö rua nékö; wè na pè pwé mèèxa xi-e rö bwêêwé pâr̂â kâmö pa yaané mâ pa e, mâ tùr̂ùwaa bar̂ee kwa na ce rö bwêêwé pâr̂â kâmö pa târi mâ pa da târi. 
MAT.5.46	Gëve yè méar̂i paxa méar̂i-ve, nè yè jië na pè urhii-ve? Ö jië, cér̂é da ka waa ûr̂û-ré bar̂ee na pâr̂â télöna? 
MAT.5.47	Gëve yè pu bwaar̂a na gëve yè pâr̂â pâ kaavèâi-ve rhar̂i, ö jië na kââ ka vi kwéjî ré gëve waa rö bwêêwé-r̂é? Cér̂é da waa ûr̂û-ré bar̂ee na pâr̂â pa dö töö? 
MAT.5.48	Tö ökâré, na e na ki gëve dö târi, cè ki ûr̂û Pevaa xe-ve rö rua nékö ka dö târi.»
MAT.6.1	«Waa tö rhûû na gëve cè ke-ve da pèri vèa târi xe-ve rö kaa tö wânii cè ki mâ rhûû; nè ûr̂û-ré, na bör̂i yèri pè urhii-ve rö pwar̂a Pevaa xe-ve rö rua nékö. 
MAT.6.2	Tö ökâré, gè yè vi na gèi na ka vi méar̂i, koa yè waa cè ki mâ ku döö rö némèè-i, wè-i ûr̂û pâr̂â kâmö pa vee rö pâr̂â mwâ waa ar̂ii mâ pâr̂â wêyê cè ki mâ pè kau-r̂é na pâr̂â kâmö. Avâr̂i gö êr̂ê yè-ve na gènyâ, êr̂ê, na wê wii na pè urhii-r̂é. 
MAT.6.3	Gè yè vi na gèi na ka vi méar̂i, na e na ki da tâwai na néxar̂a â-i é dara kââ ka é waa i néxar̂a â-i é gaamëë, 
MAT.6.4	cè ki tö yêr̂ê na pâr̂â târi xi-i, wè Pevaa xi-i ré tö rhûû kââ ka tö yêr̂ê, nè yè bör̂i vi na ce na ka urhii vèa yè-i.»
MAT.6.5	«Gëve yè vi na ka pwaér̂ö, koa yè ûr̂û pâr̂â kâmö pa vee, wè cér̂é bar̂i pwaér̂ö tömâ rö léwé pâr̂â mwâ waa ar̂ii mâ pâr̂â wêyê vidù rhar̂i, cè ki mâ rhûû-r̂é na pâr̂â kâmö. Avâr̂i, gö êr̂ê yè-ve na gènyâ, êr̂ê, na wê wii na pè urhii-r̂é. 
MAT.6.6	Gè yè vi na gèi na ka pwaér̂ö, vi ru rö dö mwâ xi-i, mâ yâwîî mèö mwâ, mâ pwaér̂ö yè Pevaa xi-i tö ka tö yêr̂ê, wè nè yè vi na Pevaa xi-i, kâmö ka tö rhûû rö ka tö yêr̂ê, na ka urhii vèâ yè-i.»
MAT.6.7	«Gëve yè vi na gëve na ka pwaér̂ö, koa yè bâ êr̂ê rö rha nô, wè wè-ve ûr̂û pâr̂â pa vi rhéwèr̂è, wè cér̂é tâ néxâi, êr̂ê, é yè pwêr̂ê-r̂é xè-i pâr̂â ké tëvë xé-r̂é ka pôr̂ô yéyé ré cér̂é êr̂ê. 
MAT.6.8	Tö ökâré, koa yè ûr̂û-ré na gëve, wè na tâwai na Pevaa xe-ve pâr̂â kââ ré yèri rö pwar̂a-ve, ré gëve da tö pëër̂ii yè-è. 
MAT.6.9	Tö ökâré, pwaér̂ö ûr̂û-â na gëve:
MAT.6.9	“Pevaa xé-vé rö rua nékö.
MAT.6.9	Na e na ki ar̂ii na néé-i.
MAT.6.10	Na e na ki kwéyë na mwâcir̂i xi-i.
MAT.6.10	Na e na ki mâ waa rhî vè e xi-i rö-a bwêê jë cè ki ûr̂û nékö.
MAT.6.11	Nââ yè-vé mi xina êê ara ka pâr̂i-vé.
MAT.6.12	Cöö pâr̂â nô ka yaané xé-vé, waa ké cöö xé-vé pâr̂â nô ka yaané xé-r̂é, ré cér̂é waa yè-vé,
MAT.6.13	Koa yè kâyâi-vé yè yeyèè,
MAT.6.13	Aè na e na gèi öxar̂a-vé rai miir̂i.
MAT.6.13	Wè gèi ré mwâcir̂i, mâ awir̂è mâ rhîrhér̂é kwéyë rua waavi. Amen.”»
MAT.6.14	«Gëve yè cöö virai nô ka yaané i pâr̂â kâmö, nè bör̂i vi na Pevaa xe-ve rö rua nékö na ka cöö bar̂ee pâr̂â nô ka yaané xe-ve, 
MAT.6.15	gëve yè da cöö virai nô ka yaané i pâr̂â kâmö, nè da vi na Pevaa xe-ve rö rua nékö na ka cöö bar̂ee pâr̂â nô ka yaané xe-ve.»
MAT.6.16	«Ökââ bar̂ee, gëve yè vi xè ré é na ka tö mêr̂ê, koa yè ûr̂û pâr̂â kâmö paxa vee, wè, cér̂é pè mêr̂ê-r̂é, wè cér̂é waa vè yaané pâr̂â némèè-r̂é, cè ki tö vèa yè pâr̂â kâmö na ké tö mêr̂ê xé-r̂é. Avâr̂i gö êr̂ê yè-ve na gènyâ, êr̂ê, na wê wii na pè urhii-r̂é. 
MAT.6.17	Gè yè vi xè ré é na ka tö mêr̂ê, rhèi gwâ-i, mâ gââ e némèè-i, 
MAT.6.18	cè ki da tö vèa yè pâr̂â kâmö, êr̂ê, gè tö mêr̂ê, na e rö yè Pevaa xi-i tö ka tö yêr̂ê; nè yè bör̂i vi na Pevaa xi-i, kâmö ka tö rhûû tö ka tö yêr̂ê, na ka urhii vèa yè-i.»
MAT.6.19	«Koa yè kâ vèâi vè ke-ve nékaré lèèwi rö-a bwêê jë, wè, na wii na ùr̂i mâ wêr̂ê-ê, wè na âùù, mâ na wii na kâmö pa pâr̂â mâ tia pâr̂â, 
MAT.6.20	na e na gëve kâ vèâi vè ke-ve nékaré lèèwi xè nékö wè na da ùr̂i, mâ na da ara na wêr̂ê-ê, mâ na yèri-a kâmö ré yè pâr̂â mâ tia pâr̂â. 
MAT.6.21	Ö kaa töö i nékaré lèèwi xi-i, wè tö pwéé-i.»
MAT.6.22	«Yèi né kar̂ö-i na pièmè-i, ki e na pièmè-i, na bör̂i rhau waavèai kar̂ö-i; 
MAT.6.23	ki yè yaané na pièmè-i, na bör̂i rhau orê wânii na kar̂ö-i, nè yè orê na daa rö pwéé-i, na ûr̂û ka yè dö kau aau na orê!»
MAT.6.24	«Na yèri kâmö ka tâwai kâmö yar̂i i du ör̂ökau. Nè yè viö rai dèxâ mâ rhî vè e dèxâ; aè nè ua dèxâ, mâ pèr̂è dèxâ. Gëve da tâwai kâmö yar̂i i Bâô mâ Mamona.»
MAT.6.25	«Tö ökâré, koa yè tâ vi nénââ vè mör̂ö yè mör̂u xe-ve, ö kââ-ré gëve yè ara, mâ wâyö, mâ kar̂ö-ve bar̂ee, ö kââ-ré gëve yè cur̂i. Ö jië na da vi kwéjî na mör̂u rai êê ara, mâ kar̂ö rai jer̂e kwêêr̂ê? 
MAT.6.26	Tâ néxâi rö pâr̂â mür̂ü ka cêê rö rua, wè cér̂é da mar̂a mâ yiur̂u, mâ waa bwêêvè, wè na pè ara-r̂é na Pevaa xe-ve rö rua nékö. Ö jië, gëve da vi kwéjî rai-r̂é? 
MAT.6.27	Wîr̂î kâmö rai-ve ré tâwai, rö-i ké vi tâ vi nénââ xi-e, cè ki pè mwâ kar̂ö-è i dèxâ böömèè köwi-e?»
MAT.6.28	«Gëve wêr̂êi, gëve tâ néxâi mâ tâ vi nénââ yè jer̂e kwêêr̂ê? Tâ néxâi rö na gëve ké tuö i pâr̂â öméméâ, cér̂é da mar̂a mâ vi pumwîr̂i-r̂é; 
MAT.6.29	gö êr̂ê yè-ve na gènyâ, êr̂ê, wi-a Solomona, rö pâr̂â rhî xi-e wânii, wè na da umui ûr̂û-ré. 
MAT.6.30	Nè pè umui nédeewi-ré na Bâô, na tö-i xina ré é, aè gaar̂a nè yè yer̂e ö yé, ö jië na da dö kââ yè-è na ki pè cur̂i-ve pâr̂â pa tâ néwèi vè yar̂i? 
MAT.6.31	Tö ökâré, koa yè tâ néxâi mâ tâ vi nénââ, mâ êr̂ê, gèré yè vi na ka ara yé? Mâ wâyö yé? Mâ cur̂i yé? 
MAT.6.32	Pâr̂â kââ-ré wânii, wè cér̂é mèyè na pâr̂â pa vi rhéwèr̂è, aè, na dè tâwai na Pevaa xe-ve rö rua nékö, êr̂ê, na dö kââ yè-ve na pâr̂â kââ wânii. 
MAT.6.33	Mèyè baayê wîr̂î na gëve mwâcir̂i i Bâô, mâ câwâ xi-e ka târi, nè yè bör̂i nââ yè-ve pâr̂â kââ-ré wânii. 
MAT.6.34	Tö ökâré, koa yè tâ néxâi kââ né gaar̂a, câwâ i gaar̂a na dè tâ vi nénââ rö xi-e. Na pâr̂i nédaa na câwâ ka yaané xi-e.»
MAT.7.1	«Koa yè tâ néxâi vi bwir̂i, wè, wi mâ tâ néxâi bwir̂i yè-ve. 
MAT.7.2	Wè ka é tâ néxâi xe-ve gëve tâ néxâi, é yè tâ néxâi ûr̂û-ré yè-ve bar̂ee, mâ é yè dâ yè-ve ûr̂û ké vi dâ xe-ve. 
MAT.7.3	Gè wêr̂êi, gè tö rhûû ùùr̂ù rö pièmè kaavèâi-i, na gè da tö rhûû kêê ka vi rhéxér̂é rö pièmè-i? 
MAT.7.4	Gè êr̂ê tâîî yè kaavèâi-i êr̂ê: “Göi pè wîr̂î ùùr̂ù rö pièmè-i, na dè ö kêê ka vi rhéxér̂é a tö pièmè-i-a”? 
MAT.7.5	Gè kâmö ka vee, kui baayê wîr̂î kêê ka vi rhéxér̂é ré tö pièmè-i cè gèi tö rhûû e na gèi ké yè pè ùùr̂ù rö pièmè kaavèâi-i.»
MAT.7.6	«Koa yè nââ pâr̂â kââ ka ar̂ii yè pâr̂â loova, koa-wi cér̂é yabér̂é mâ ketia-ve, koa yè yer̂e bar̂ee pâr̂â perle na gëve rö némèè pâr̂â poka wé-r̂é texai.»
MAT.7.7	«Pëër̂ii é bör̂i nââ yè-ve; mèyè gëve mâ cêmèèr̂i; nida é bör̂i cîî yè-ve. 
MAT.7.8	Wè nè dè wii rö pwar̂a pâr̂â kâmö ré vi pëër̂ii, nè cêmèèr̂i na kâmö ka mèyè, é yè cîî yè kâmö ré nida. 
MAT.7.9	Wîr̂î na kâmö rai-ve ré wii na o xi-e ka ânââ wa var̂awa, é bör̂i nââ yè-è pèyaa? 
MAT.7.10	Na bör̂i vi pëër̂ii êêwâ, é bör̂i xa nââ yè-è mârhùr̂ii? 
MAT.7.11	Tö ökâré, gëve yè pâr̂â kâmö pa yaané na câwâ xe-ve na ké yè nââ pâr̂â kââ ka e yè pâr̂â pâlè-ve, ö jië nè yè da vi kwéjî na pâr̂â kââ ka e ré nè yè nââ na Bâô xe-ve a rö rua nékö yè pâr̂â kâmö ré vi pëër̂ii yè-è?»
MAT.7.12	«Tö ökâré, pâr̂â kââ-ré wânii na gëve bar̂i tö rhûû na ké-r̂é waa yè-ve na pâr̂â kâmö, waa ö kââ-ré yè-r̂é, wè ö kââ-ré rö mââyöö mâ pâr̂â pérövéta.»
MAT.7.13	«Vi ru na gëve rö mèö bé ka cee. Wè, na kau na mèö bé mâ bavar̂a na wêyê na yerii, na pôr̂ô yéyé na pâr̂â kâmö ré cér̂é vi ru rö-i. 
MAT.7.14	Aè na dö cee na mèö bé mâ yar̂i na wêyê na mör̂u, na duwê na pâr̂â kâmö ré tö rhûû.»
MAT.7.15	«Koa-ve rö xè-i pâr̂â pérövéta pa vee, wè cér̂é mi wa-ve mâ cur̂i kâr̂â mutô, aè, na tö léwé-r̂é na pâr̂â lupo ka vi kùxè aau. 
MAT.7.16	Gëve rhî tâwai-r̂é rö pâr̂â pwêê-r̂é. Ö jië, é ya pwêê viné rö pwar̂a kêê ka köyir̂ida, mâ pwêê bââwê rö néjêr̂ê kavita? 
MAT.7.17	Na ûr̂û-ré bar̂ee na pâr̂â kêê ka e wè na pwa pwêê ka e, aè pâr̂â kêê ka yaané wè na pwa pwêê ka yaané. 
MAT.7.18	Na da tâwai na kêê ka e ki yè pè pwa pwêê ka yaané, na dè ûr̂û-ré bar̂ee na kêê ka yaané, wè na da pwa pwêê ka e. 
MAT.7.19	É yè rharher̂e virai wânii pâr̂â kêê ka da pwa e, mâ yer̂e ö kêmör̂u. 
MAT.7.20	Gëve rhî tâwai-r̂é rö pâr̂â pwêê-r̂é.»
MAT.7.21	«Cér̂é yè da rhau vi ru rö mwâcir̂i xè nékö na cér̂é wânii ré êr̂ê yè-nya, Ör̂ökau, Ör̂ökau mwêê! Na e rö na kâmö ré waa kââ ka é rhî vè e i Pevaa xi-nya rö rua nékö. 
MAT.7.22	Cér̂é pôr̂ô na paxa yè vi na ka êr̂ê yè-nya rèi ö nédaa-ré, êr̂ê: “Ör̂ökau, Ör̂ökau mwêê, ö jië gèvé da pur̂â ûr̂û péröféta rö-i néé-i? Mâ yayâwâ pâr̂â u rö-i néé-i? Na pôr̂ô yéyé na pâr̂â nêr̂ê ka ar̂inadö ré gèvé waa rö néé-i?” 
MAT.7.23	Aè, gö yè vi na gènyâ na ka êr̂ê vè târi yè-r̂é, êr̂ê gö da rhûû-ve aau, aè tö vè mwâi vèr̂i rai-nya, na gëve paxa waa nô ka yaané.»
MAT.7.24	«Tö ökâré, ö kâmö ré pwêr̂ê pâr̂â nô xi-nya-â mâ waa, wè gö yè vi na ka pè virù-é vèr̂i kâmö ka gaamëë, na pè tömâ mwâ xi-e rö bwêêwé pèyaa. 
MAT.7.25	Na bör̂i kwa mâ pwa na déé, mâ ku na kayâ, na bör̂i yùi ö mwâ-ré, na bör̂i da bèi, wè na kavèè-è na pèyaa. 
MAT.7.26	Ö kâmö ré pwêr̂ê pâr̂â nô xi-nya, na da bör̂i waa, gö yè vi na ka pè virù-é vèr̂i kâmö ka yaané, na pè tömâ mwâ xi-e rö bwêê dââwê. 
MAT.7.27	Na bör̂i kwa, mâ pwa na déé, mâ ku na kayâ, na bör̂i yùi ö mwâ-ré, na bör̂i bèi ria, na kau aau na yerii ré é.»
MAT.7.28	Na wê cowa na ké êr̂ê i Ièsu pâr̂â nô ré, cér̂é bör̂i buèi vè kau mâmâ na pâr̂â kâmö pa pôr̂ô yéyé vi pur̂â xi-e, 
MAT.7.29	wè na pur̂â-r̂é na ûr̂û kâmö ka rhî tâwai, aè na da ûr̂û nô i pâi pa vi yu ga xé-r̂é.
MAT.8.1	Na rhééröö ria mi xè gwêêwè na Ièsu, cér̂é bör̂i vi ua-è na pâr̂â kâmö pa pôr̂ô yéyé. 
MAT.8.2	Tö rhûû, na bör̂i vi na dèxâ kâmö ka kö pâr̂ê, mâ tâ nôô yè-è, mâ êr̂ê, êr̂ê: «Ör̂ökau mwêê, nè tövu-i, na gè yè tâwai nyââmöi-nya e.» 
MAT.8.3	Na bör̂i yu néxar̂a â-ê na Ièsu, na bör̂i paxè-è, mâ êr̂ê yè-è, êr̂ê: «Gö bar̂i cè gèi e.» Na bör̂i wê yèri pâr̂ê xi-e. 
MAT.8.4	Na bör̂i êr̂ê yè-è na Ièsu êr̂ê: «Tö rhûû rö, koa yè êr̂ê yè dèxâ kâmö, aè gè yè mâ dè vi êr̂ê vèa-i yè kâmö ka nâânévâ, mâ nââ yè kwââvâr̂â xi-i ré na êr̂ê xiréé na Mosé, cè ki pè ye vè avâr̂i yè-r̂é.»
MAT.8.5	Na bör̂i vi ru na Ièsu rö Kapérénaum, na bör̂i pwa yèr̂i-e na dèxâ kénéturio, 
MAT.8.6	mâ bëia yè-è, mâ êr̂ê, êr̂ê: «Ör̂ökau, wi kâmö yar̂i xi-nya, wè na kur̂u xar̂a pèii yör̂a xi-e rö wêê mwâ, wè na kau na pèii xi-e.» 
MAT.8.7	Na bör̂i êr̂ê yè-è na Ièsu, êr̂ê: «Gö vi na ka pè mör̂u-é.» 
MAT.8.8	Na bör̂i kurher̂e na kénéturio, mâ êr̂ê yè-è, êr̂ê: «Ör̂ökau, gö da ûr̂û-i, cè gèi vi ru rö mwâ xi-nya; aè na e na gèi dö êr̂ê rö rhaaxâ nô cè ki mör̂u na kâmö yar̂i xi-nya. 
MAT.8.9	Gènyâ, wè gö dè tö é ria né ka winô, aè na pôr̂ô na pâr̂â paa rö pwar̂a-nya; gö êr̂ê yè dèxâ na gènyâ, êr̂ê: “Vi!” na bör̂i vi; mâ êr̂ê yè dèxâ, êr̂ê: “Mi!” na bör̂i mi; mâ êr̂ê yè dèxâ kâmö yar̂i xi-nya, êr̂ê: “Waa ö kââ-ré, na bör̂i waa”.» 
MAT.8.10	Na bör̂i pwêr̂ê na Ièsu, na bör̂i buèi, mâ êr̂ê yè pâr̂â kâmö ré ua-è, êr̂ê: «Avâr̂i na gö êr̂ê yè-ve na gènyâ, gö da tö rhûû rö Israèl tâ néwèi ka kau mâmâ ûr̂û-â. 
MAT.8.11	Gö êr̂ê yè-ve na gènyâ, êr̂ê, cér̂é pôr̂ô na paxa mi xè ye-a, mâ paxa mi xè möö-a, wè cér̂é yè mi na ka tö rhaavu vè rhaaxâ cér̂é Abérahama mâ Isaka, mâ Iakobo, tö mwâcir̂i xè nékö. 
MAT.8.12	Aè pâr̂â pâlè mwâcir̂i, é yè yayâwâ-r̂é na bwêê wêyê rö ka orê, cér̂é yè tââ mâ ke vé aʼ pèè wâ-r̂é.» 
MAT.8.13	Na bör̂i êr̂ê na Ièsu yè kénéturio, êr̂ê: «Wê vi, wè é yè mâ waa yè-i cè ki ûr̂û tâ néwèi xi-i.» Na bör̂i dè mör̂u rèi céréé na kâmö yar̂i xi-e.
MAT.8.14	Na bör̂i pwa na Ièsu rö mwâ i Pètèru, na bör̂i tö rhûû pârhââ-ê na kur̂u xar̂a pèii pixê xi-e. 
MAT.8.15	Na bör̂i paxè néxar̂a â bwè-ré na Ièsu, na bör̂i yèri pixê xi-e; aè na tömâ rua, mâ waa kâmö yar̂i yè-è.
MAT.8.16	Na wê rhêêrè, cér̂é bör̂i rhéè mi yè-è pâr̂â kâmö pa oè-r̂é na u; na bör̂i yayâwâ ko na ce i mêr̂ê aʼ xi-e, mâ pè mör̂u-r̂é wânii pâr̂â paxa pèii, 
MAT.8.17	cè ki yexèvè ö nô ré na êr̂ê mâ na Isaia, pérövéta, êr̂ê: «Na pè pâr̂â yör̂a xé-vé, mâ pâr̂â pèii xé-vé.»
MAT.8.18	Na tö rhûû pâr̂â kâmö na Ièsu na cér̂é tömâ pwânûr̂i-e, na bör̂i vi câwâ cè ki vi na dèxâ ékar̂aè. 
MAT.8.19	Na bör̂i pwa na dèxâ kâmö ka vi yu ga, mâ êr̂ê yè-è, êr̂ê: «Ka vi pur̂â mwêê, gö yè ua-i na pâr̂â névâ wânii ré gè yè vi nai.» 
MAT.8.20	Na bör̂i xa êr̂ê yè-è na Ièsu, êr̂ê: «Pâr̂â alopé, wè na wii na kaa töö xé-r̂é rö néjë, mâ pâr̂â mür̂ü ka cêê rö rua, wè, na wii na béyömwâ xé-r̂é; aè o i kâmö wè na yèri pè pavui gwâ-ê.»
MAT.8.21	Na bör̂i êr̂ê yè-è na dèxâ kâmö xi-e, êr̂ê: «Ör̂ökau, kâyâi-nya wîr̂î, cè göi vi wîr̂î na ka kérui pevaa.» 
MAT.8.22	Na bör̂i êr̂ê yè-è na Ièsu, êr̂ê: «Ua-nya mi, nêr̂ê pâr̂â pa pèii mé, na ka kérui pâr̂â pa pèii mé xé-r̂é.»
MAT.8.23	Na bör̂i tèi rua na kwâ na Ièsu, cér̂é bör̂i ua-è na pâr̂â pâi pa pâgür̂ü xi-e. 
MAT.8.24	Tö rhûû, na bör̂i pwa na dömwââr̂i ka kau rö nérhëë, na bör̂i yiarui kwâ na kwiè, aè na kur̂u na ce. 
MAT.8.25	Cér̂é bör̂i ya vè tâ rhî-e na pâr̂â kâmö xi-e, cér̂é bör̂i êr̂ê yè-è êr̂ê: «Ör̂ökau mwêê, pè mör̂u-vé, wè gèvé yè mé.» 
MAT.8.26	Na bör̂i aʼcëi yè-r̂é na ce, êr̂ê: «Gëve bar̂a xi-yé? Gëve pâr̂â paxa tâ néwèi vè yar̂i!» Na bör̂i tömâ rua na ce, mâ aʼrhua kayâ mâ kwiè, na bör̂i aau vè kau mâmâ. 
MAT.8.27	Cér̂é bör̂i buèi-e na pâr̂â kâmö mâ êr̂ê, êr̂ê: «Ö jië na kâmö-a, na pwêr̂ê-ê na kayâ mâ kwiè?»
MAT.8.28	Na bör̂i cir̂i na ce rö dèxâ ékar̂aè, rö névâ i pâi xè Gadara, na bör̂i javirù cér̂é kaar̂u kâmö ka oè-r̂u na u, cur̂u mi xè kaa vi uyû, cur̂u bör̂i mi ua-è. Cur̂u dö rhôê aau, wè na yèri kâmö ka bar̂i köiwaa wêyê ré é. 
MAT.8.29	Tö rhûû, cur̂u aʼ mâ êr̂ê: «Gè yè tâîî xi-vu, Ièsu o i Bâô? Gè pwa rö-a na ka waa vè yaané-vu, na na da tö nédaa-né?»
MAT.8.30	Na tö vè mwâi rai-r̂u na ka wéar̂i poka ka pôr̂ô, cér̂é ara rö-a vi. 
MAT.8.31	Cér̂é bör̂i pëër̂ii yè-è na pâr̂â u mâ êr̂ê yè-è êr̂ê: «Gè yè yayâwâ-vé na gèi, kâyâi-vé wîr̂î cè ké-vé vi ru rö léwé pâr̂â poka.» 
MAT.8.32	Na bör̂i êr̂ê yè-r̂é, êr̂ê: «Vi!» Cér̂é bör̂i vi rua, cér̂é bör̂i vi ru rö léwé pâr̂â poka. Tö rhûû pâr̂â poka wânii, wè cér̂é bör̂i rhâmâ rhééröö mâ koyo ria na nérhëë mâ wê mû. 
MAT.8.33	Cér̂é bör̂i ör̂ö na pâr̂â kâmö ré târ̂î-r̂é na pâr̂â wêê mwâ, mâ jöwir̂i pâr̂â kââ-ré wânii, mâ nô né dui ré oè-r̂u na u. 
MAT.8.34	Tö rhûû, cér̂é bör̂i vi na pâr̂â kâmö xè névâ-ré na ka vi javirù cér̂é Ièsu, cér̂é bör̂i rhûû-é, cér̂é bör̂i bëia yè-è cè ki kâyâi névâ xé-r̂é.
MAT.9.1	Na bör̂i oè kwâ na Ièsu, na bör̂i wê rhâmâ vè rua, mâ cir̂i rö névâ xi-e. 
MAT.9.2	Tö rhûû, cér̂é vi yûi mi yè-è kâmö ka vi yöi, ka kur̂u rö bwêêvè kaa kur̂u xi-e. Na bör̂i tö rhûû na Ièsu tâ néwèi xé-r̂é, na bör̂i êr̂ê yè kâmö ka vi yöi, êr̂ê: «O xi-nya, mör̂ö rua, é wê cöö röi pâr̂â nô ka yaané xi-i.» 
MAT.9.3	Aè tö rhûû bör̂i kâmö pa yu ga, wè, cér̂é bör̂i êr̂ê rö pwéé-r̂é, êr̂ê: «Na wê dö pè kau-é yè Bâô na kâmö-a.» 
MAT.9.4	Na bör̂i rhî tâwai na Ièsu vi tâ néxâi xé-r̂é, na bör̂i êr̂ê yè-r̂é na ce, êr̂ê: «Gëve wêr̂êi, gëve tâ néxâi bwir̂i rö pwéé-ve? 
MAT.9.5	Ö jië ka mâmâ ré é yè êr̂ê: “É wê cöö röi pâr̂â nô ka yaané xi-i”, aè é yè êr̂ê: “Tömâ rua mâ vi”? 
MAT.9.6	Cè ke-ve tâwai rö, êr̂ê kâmö ka ar̂inadö na o i kâmö rö bwêê jë rö ka cöö pâr̂â nô ka yaané.» Na bör̂i êr̂ê na ce yè kâmö ka vi yöi êr̂ê: «Tömâ rua, mâ rhèè kaa kur̂u xi-i mâ vi na wêê mwâ xi-i.» 
MAT.9.7	Na bör̂i tömâ rua na ce mâ vi na wêê mwâ xi-e. 
MAT.9.8	Cér̂é bör̂i rhûû-é na pâr̂â kâmö pa pôr̂ô, cér̂é bör̂i buèi mâ pè kau Bâô, wè ce ré nôâ mi ar̂inadö ka ûr̂û-ré yè pâr̂â kâmö.
MAT.9.9	Na mö mi xè ré é na Ièsu, na bör̂i rhûû na ce dèxâ kâmö na tö mwâ êê vië, néé-é na Mataio, na bör̂i êr̂ê yè-è, êr̂ê: «Ua-nya mi.» Na bör̂i tömâ rua na ce, mâ ua-è. 
MAT.9.10	Na tö mwâ na Ièsu, wè na ara, tö rhûû, cér̂é bör̂i vi na pâr̂â télöna mâ pâr̂â kâmö pa yaané, cér̂é cuè vèâ cér̂é Ièsu mâ pâr̂â pâi pa pâgür̂ü xi-e. 
MAT.9.11	Cér̂é bör̂i rhûû na pâr̂â farésaiö, cér̂é bör̂i êr̂ê yè pâr̂â pâi pa pâgür̂ü xi-e, êr̂ê: «Na wêr̂êi, na kâmö ka vi pur̂â-ve-a, na ara cér̂é pâr̂â télöna mâ pâr̂â kâmö pa yaané?» 
MAT.9.12	Na bör̂i pwêr̂ê na Ièsu, na bör̂i êr̂ê yè-r̂é, êr̂ê: «Na da dö kââ yè pâr̂â kâmö pa mör̂ö na ö kâmö ré wii na deewi xi-e, aè na e yè rö pwar̂a pâr̂â kâmö ré wii na pèii xé-r̂é. 
MAT.9.13	Gëve yè vi na ka pâgür̂ü nô né nô-â, êr̂ê: “Na tövu-nya na vi méar̂i, aè na da pè nâânévâ.” Gö da mi na ka aʼyè pâr̂â kâmö pa târi, aè na e rö na pâr̂â kâmö pa yaané cè ké-r̂é vipââr̂i.»
MAT.9.14	Cér̂é bör̂i pwa yèr̂i-e na pâr̂â kâmö i Ioané, mâ êr̂ê yè-è, êr̂ê: «Gèvé mâ pâr̂â farésaiö, wè, gèvé tö mêr̂ê vè pôr̂ô, aè pâr̂â pâi pa pâgür̂ü xi-i, wè, cér̂é da tö mêr̂ê?» 
MAT.9.15	Na bör̂i êr̂ê yè-r̂é na Ièsu, êr̂ê: «Ö jië, cér̂é tâwai tââ na pâ ker̂e ö kâmö ré mö ké öyö, na mö ké tö pwar̂a-r̂é na kâmö ré mö ké öyö? Nè pwa rua na pâr̂â nédaa, é yè bör̂i pè rai-r̂é ö kâmö ré mö ké öyö, ökâré nédaa né tö mêr̂ê xé-r̂é. 
MAT.9.16	Na yèri kâmö ka rhu vèâi pârê jer̂e kwêêr̂ê ka mö ké mùù rö cur̂i ka bo, na bör̂i kâ tia cur̂i ka bo na pârê jêr̂ê kwêêr̂ê ka mùù, na bör̂i mee vè kau aau. 
MAT.9.17	Na yèri bar̂ee kâmö ka piyöwîî viné ka mö ké mùù rö mwââ-ê kâr̂â bwâr̂âwê ka kwaôroé; wè wi mee na pâr̂â mwââ-ê, nè piyöwîî-e na viné, na bör̂i yaané na pâr̂â mwââ-ê; aè piyöwîî viné ka mö mùù rö mwââ-ê ka mö mùù, na bör̂i rhau e.»
MAT.9.18	Na mö êr̂ê yè-r̂é pâr̂â nô ré na Ièsu, tö rhûû na bör̂i pwa na dèxâ ka vi winô, na bör̂i tâ nôô yè-è, mâ êr̂ê yè-è, êr̂ê: «Na wê pèii mé xina na pûr̂ûbwè xi-nya, gèi mi wîr̂î na ka nââ néxar̂a â-i rö bwêêwé-é, cè ki mör̂u na ce.» 
MAT.9.19	Na bör̂i tömâ rua na Ièsu, mâ ua-è, mâ pâr̂â pâi pa pâgür̂ü xi-e bar̂ee.
MAT.9.20	Tö rhûû, dèxâ bwè wè na jö na war̂a pârör̂ö na ma kaar̂u na pâr̂â nédö xi-e, na bör̂i vi rö dèè Ièsu, mâ tuwir̂i kâr̂âwâ mêr̂ê-ê. 
