MAT.1.1	Ame na rɔ möyï ꞌbu löbu ꞌba Yësu Kurïsïtö kupö Dawidi kupö Abarayama.
MAT.5.26	Kina ti koloma ŋgï yayi ŋbö kopi taripa ꞌba karama ma kodɔ döyï nima ŋgï titi du. Rɔ ma laka mëdï miya ziye.”
MAT.5.27	“Uwöke ꞌdeni iya te kinza koꞌdɔ yërï dë. 
MAT.5.28	Tine kina me mëdï miya ziye, bɔtɔ mɔtɔ ame koŋgɔ ꞌja mɔtɔ pele ŋge ti kɔmɔ bo kina meri ꞌba mï bo kiteri ꞌja nima ꞌdeni, bo oꞌdɔ yërï ꞌdeni ti ꞌja nima ti mï bo.
MAT.5.29	Gɔ köꞌdu mo na, ɔdɔ kömöyï ma dörï na kiꞌdi yi koꞌdɔ lende kënyë, iyagba bo yaga kuꞌdu mökö. Tuꞌdu ŋge rɔ kapa yï ma kɔtɔ mökö ëdï laka rɔ dɔ kiteli di dɔ ame ꞌdɔ kuꞌdu yi pili mï paꞌdo ꞌba Gehena ne. 
MAT.5.30	Kina ɔdɔ közïyï ma dörï na kiꞌdi yi koꞌdɔ lende kënyë, oke bo yaga kuꞌdu mökö. Tuꞌdu ŋge rɔ kapa yï ma kɔtɔ mökö ëdï laka rɔ dɔ kiteli di dɔ ame ꞌdɔ koto yi pili mï paꞌdo ꞌba Gehena ne.”
MAT.5.31	“Iya ꞌdeni gbï te ɔdɔ bɔ mɔtɔ koga ꞌja abo ꞌdɔ bo kugu waraga ꞌba tëyï kiꞌdi teyi. 
MAT.5.32	Tine kina me miya ziye, ɔdɔ bɔtɔ mɔtɔ koga ꞌja abo gɔ lende mɔtɔ ꞌberi di gɔ kɔmɔ kolɔlɔ ꞌba töꞌdö ti rɔ, bo irasi lende ꞌdeni. Bo na kiꞌdi ꞌja nima ꞌdeni ꞌdɔ koꞌdɔ yërï ɔdɔ lɔko kari kogbe mëꞌdë mɔtɔ ꞌböwu. Kina mëꞌdë mɔtɔ mo ame kari kogbe lɔko ꞌböwu ne oꞌdɔ yërï ꞌdeni gbï.”
MAT.5.33	“Uwöke ꞌdeni tönë mɔlo bine, iya te, ‘Kinza kïyëyï mï lömu ꞌbï dë. Tine oꞌdɔ wa ame kulömu röyï ꞌdeni zi Bɔkoꞌba ꞌdɔ toꞌdɔ mo ne.’ 
MAT.5.34	Kina me mëdï miya ziye, ɔdɔ kiꞌdike köꞌdu ꞌba a mɔtɔ kinza koꞌdɔke lömu dë teyi. Kinza kulömuke rɔye dë ti mïtɔrɔ römöyï kïtï ꞌba Bɔkoꞌba na. 
MAT.5.35	Kina kinza kulömuke rɔye dë ti dɔyayi römöyï bi tïdëyï ndï bo na. Tine kinza kulömuke rɔye dë gbï ti Yerosalema römöyï gawo ꞌba Bɔkoꞌba bɔ dɔliŋɔ ma löbu na. 
MAT.5.36	Kinza kulömuke rɔye dë gbï ti dɔye ga römöyï inza kɔꞌbɔke tuyï sunë ma kɔtɔ kaŋmi yaga ala kileki ꞌböwu kölu. 
MAT.5.37	Iꞌdike lende kiya ꞌbe köꞌbö ŋge rɔ, ‘Yëë’ ala ‘Ee’. Wa mɔtɔ ame ꞌberi di gɔ ame ako di zi Satani.”
MAT.5.38	“Uwöke ꞌdeni, iya te, ‘Ɔdɔ kitikɔ kɔmɔ bɔ mɔtɔ ꞌdɔ kitikɔ kömöyï gbï. Kina ɔdɔ kotɔ kpa bɔ mɔtɔ ꞌdɔ kotɔ kpëyï gbï.’ 
MAT.5.39	Tine kina me mëdï miya ziye. Nï bɔ mɔtɔ, ɔdɔ bɔtɔ mɔtɔ kirasi lende mɔtɔ zïyï kinza kopi dɔkolo mo dë. Ɔdɔ bɔtɔ mɔtɔ kokɔsɔ lɔꞌbɔ yï ma kapa dörï uyï kapa ma gali gbï zi bo ꞌdɔ bo kokɔsɔ. 
MAT.5.40	Ɔdɔ bɔtɔ mɔtɔ koto yi zi bɔ burë ꞌdɔ kogba bɔŋgɔ ꞌba röyï iꞌdi bo kogba ma këdï kolɔ dɔmo gbï. 
MAT.5.41	Ɔdɔ bɔ kanya kiꞌdi yi tombi wa tari timo mayile kɔtɔ, tine ombi koto ŋbö mayile rïyö. 
MAT.5.42	Iꞌdi wa zi bilaka ame koꞌdɔkɔ wa di zïyï ne. Kina iꞌdi gbï zi bɔ ma koꞌdɔkɔ togba mo tötï ꞌdɔ kileki ꞌjaa ne.”
MAT.5.43	“Uwöke ꞌdeni iya te, ‘Ɔꞌɔ lëpï yï ga kina oꞌji bɔ ya ꞌbï ga.’ 
MAT.5.44	Tine kina me mëdï miya ziye, ɔꞌɔke bɔ ya ꞌbe ga kina oꞌdɔke mötu gɔ ya ma këdï koꞌdɔ közï kasi ziye naga. 
MAT.5.45	Ɔdɔ koꞌdɔke te ti këddïke ŋgï rɔ kole ꞌba ꞌbu ye ame mïtɔrɔ ne. Römöyï bo iꞌdi kada abo ꞌdeni keze dɔ bɔ lende kënyë ni kpaki ti bɔ lende laka. Kina bo iꞌdi tɔrɔ kaꞌdi ꞌdeni zi bɔ koꞌdɔ lende kënyë ni kpaki ti bɔ koꞌdɔ lende laka. 
MAT.5.46	Ne ɔdɔ kɔꞌɔke ŋge rɔ ya ame ga kɔꞌɔ ye ne, ꞌdɔ Bɔkoꞌba kiꞌdi kpa közï ziye gɔ waꞌdi? Bɔ kireke awada ni oꞌdɔ gbï tara. 
MAT.5.47	Ne ɔdɔ löndö ye ga na ŋge kumötöke rɔ ma laka, lende laka waꞌdi na koꞌdɔke kulöwö bine di dɔ ꞌba ya ma laki? Ya ma kikali Bɔkoꞌba dë naga oꞌdɔ gbï tara.
MAT.5.48	Kina me olomake ti mï kɔtɔ rɔ ma laka kɔzɔ ꞌba ꞌbu ye ame mïtɔrɔ ne tara.”
MAT.6.1	“Ziye tikali mo laka, kinza kebeke dë toꞌdɔ lende laka ꞌbe kɔmɔ bilaka ꞌdɔ koꞌja. Ɔdɔ koꞌdɔke tara inza koꞌjake a mɔtɔ du te gɔmo di zi ꞌbu ye ame mïtɔrɔ ne.
MAT.6.2	Tine ɔdɔ nï mɔtɔ këddï kiꞌdi wa zi bɔ lisa kinza kome more dë dɔmo kɔzɔ ꞌba bɔ kɔmɔ kandi naga nima këdï koꞌdɔ mï rö ꞌba mötu ala gɔ kɔri ꞌdɔ bilaka koro lïjë gɔmo ne tara. Rɔ ma laka miya ziye kpa közï ꞌbënnï na ꞌdeni pili ma. 
MAT.6.3	Tine ɔdɔ këddï kiꞌdi wa zi bɔ lisa kinza kiꞌdi bɔtɔ ame pele ŋgɔsi ŋgila yi ne kikali gɔmo dë. 
MAT.6.4	Ne ꞌdɔ këdï ŋgï liwo. Kina ꞌbu yï Bɔkoꞌba ame koꞌja wa ma koꞌdɔ liwo nima ne ti kiꞌdi kpa közïmo ŋgï zïyï.”
MAT.6.5	“Tine ɔdɔ këddï koꞌdɔke mötu kinza këddïke dë kɔzɔ bɔ kɔmɔ kandi naga nima. Römöyï akoꞌdɔkɔ ꞌbënnï ma dɔ kiteli mo na rɔ tɔrɔ toꞌdɔ mötu mï rö ꞌba mötu ala kpa dɔkoka kɔri ꞌdɔ bilaka koꞌja lïjë. Rɔ ma laka miya ziye kpa közï ꞌbënnï na ꞌdeni pili ma. 
MAT.6.6	Ne ɔdɔ këddï koꞌdɔ mötu ɔdɔ rö ꞌbï kurögö kpadörï teyi ꞌdɔ koꞌdɔ mötu zi ꞌbu yï Bɔkoꞌba ame bɔtɔ koꞌja dë ne. Kina ꞌbu yï Bɔkoꞌba ame koꞌja wa ma koꞌdɔ liwo nima ne ti kiꞌdi kpa közïmo ŋgï zïyï.
MAT.6.7	Kina ɔdɔ këddï koꞌdɔ mötu kinza kebe dë tojolo lende ma kinza ꞌjɔ mo naga rɔ gɔ kɔwɔ kɔzɔ ꞌba ya ma kinza kikali Bɔkoꞌba dë naga. Römöyï lïjë omeri ꞌbënnï tëgë ti kuwö lïjë gɔ lende konzi ꞌbënnï naga nima. 
MAT.6.8	Kinza këddïke dë gbï kɔzɔ lïjë römöyï ꞌbu ye Bɔkoꞌba ikali wa ma koꞌdɔkɔke nima ꞌdeni mɔlo gba kinza kititike dë. 
MAT.6.9	Tine na ꞌdɔ kumötuke kɔzɔ a nime te,
MAT.6.9	‘ꞌBu ze nï ame mïtɔrɔ ne, möyï yï köꞌbö rɔ ma koro. 
MAT.6.10	Iꞌdi ŋere löbu ꞌbï kako, akoꞌdɔkɔ ꞌbï koꞌdɔ rönï mï dɔliŋɔ kɔzɔ ma këdï koꞌdɔ rönï mïtɔrɔ. 
MAT.6.11	Oja gɔ akonyo ꞌba mï kada ma tɔne zize. 
MAT.6.12	Ola ze gɔ lende kirasi ze ga kɔzɔ ma dëdï dola lëpï ze ga ma kirasi lende zize naga tara. 
MAT.6.13	Kinza koto ze dë mï bi ꞌba akiyɔzɔ. Tine olɔ ze di zi bo bɔ ma kënyë nime.’
MAT.6.14	Römöyï ɔdɔ kolake bilaka gɔ lende ame lïjë kirasi ziye, ꞌbu ye ame mïtɔrɔ ne ti kola ye gbï gɔ lende kirasi ꞌbe ga. 
MAT.6.15	Ne ɔdɔ kolake bilaka dë gɔ lende kënyë ꞌbu ye ame mïtɔrɔ ne inza kola ye gbï gɔ lende kënyë ꞌbe ga.”
MAT.6.16	“Ɔdɔ këddï koroke kpeye kinza kebeke dë tirasi kɔmɔye kɔzɔ ꞌba bɔ kɔmɔ kandi naga nima. Lïjë upupu rönnï tulëtulë ꞌdɔ laki pili kikali lïjë ëdï rɔ toro kpënnï. Rɔ ma laka miya ziye kpa közï ꞌbënnï na ꞌdeni pili ma. 
MAT.6.17	Tine ɔdɔ këddï koroke kpeye, urögöke kɔmɔye kosake ꞌbu, kujëke dɔye, 
MAT.6.18	kinza ya ma laki kikali ra ma këddï koroke kpeye ꞌdɔ ꞌbu ye ame koꞌja kïnë mo dë ne na ŋge kikali. Kina ꞌbu ye ame koꞌja wa ma koꞌdɔke liwo nima ti kiꞌdi kpa közïmo ŋgï ziye.”
MAT.6.19	“Kinza kuluke kpa wa dë ziye mï dɔliŋɔ nime bine, ame madɔböndï ni këdï kirasi wa di teyi, kina gbï ame a mo ga këdï koromaro ne, kina gbï ame bɔ ꞌbögö këdï kuꞌbögö wa di teyi ne. 
MAT.6.20	Tine ma laka mo ꞌdɔ kuluke kpa wa ziye mïtɔrɔ gɔ bi ame madɔböndï kirasi wa dë di teyi a mo ga koromaro dë bɔ ꞌbögö kuꞌbögö dë gbï ne. 
MAT.6.21	Römöyï gɔ bi ame kulu kpa wa ꞌdeni teyi ne na dökïꞌdï yï ti köꞌbö ŋburu gɔmo.”
MAT.6.22	“Kömöyï na rɔ lamba ꞌba röyï. Ɔdɔ kömöyï këdï rekereke, yida röyï pili ti këdï ŋgï mï bi kɔpɔ ma löbu. 
MAT.6.23	Ne ɔdɔ kömöyï kele dë, yida röyï pili ti këdï ŋgï mï bi kölu. Tine ɔdɔ dökïꞌdï ame rɔ bi kɔpɔ ꞌba rɔ dïdï yï ne na këdï ꞌdeni za rɔ bi kölu ti këdï ŋgï zïyï rɔ mandölu ma kinza kiya.”
MAT.6.24	“Bilaka kɔtɔ ikali dë ꞌdɔ këdï rɔ bɔ laja zi ŋere rïyö. Bo ti kɔꞌɔ ŋge rɔ ma kɔtɔ tine bo ti koꞌji mɔtɔ. Bo ti kodɔ mï bo zi mɔtɔ tine rɔ yögö zi ma kɔtɔ. Kina gbï tara, inza kɔꞌbɔ toja laja zi Bɔkoꞌba gbï zi a ꞌba dɔliŋɔ nime.
MAT.6.25	Gɔ köꞌdu mo na me mëdï miya ziye, kinza kolomake dë ti kɔmɔ kïlëꞌdï gɔ köꞌdu ꞌba akonyo ni ti akuwë ame rɔ a ꞌba tulu yida rɔye timo ne. Kina gbï kinza kolomake dë ti kɔmɔ kïlëꞌdï gɔ köꞌdu ꞌba bɔŋgɔ tusu mo rɔye. Ma komerike ꞌbeye, dïdï na dë kebe akonyo? Kina gbï yida rɔ na dë kebe bɔŋgɔ? 
MAT.6.26	Oŋgɔke yali ni te, lïjë orɔꞌdɔ ɔtɔ dë gbï, kina lïjë umu ɔtɔ dë gbï kiꞌdi mï mata. Tine pele tara ꞌbu ye ame mïtɔrɔ ne na këdï kulu lïjë. Ma komerike, kpe na dë kulöwö mbiri rɔ dɔ kiteli di dɔ yali? 
MAT.6.27	Bɔtɔ mɔtɔ ikali dë ꞌdɔ tiyese gɔ loma abo kɔwɔ mbowa mï dɔyayi nime ti kɔmɔ kïlëꞌdï ꞌba gɔ wa.
MAT.6.28	Tine ëddï kolomake ti kɔmɔ kïlëꞌdï gɔ köꞌdu ꞌba bɔŋgɔ gɔ waꞌdi? Oŋgɔke döwöru ni te, lïjë oꞌdɔ ndɔbɔ dë gbï toma bɔŋgɔ rönnï. 
MAT.6.29	Tine rɔ ma laka miya ziye, bɔ dɔliŋɔ Solomo pele ti wa mbëmbë abo naga nima usu bɔŋgɔ ma kele kebe döwöru ni dë. 
MAT.6.30	Ne ɔdɔ Bɔkoꞌba na këdï kiyada mɔli ni ame këdï koꞌja tɔne bine, tine tïlëndö dayi kusu paꞌdo ꞌdeni yïmo kilaŋma yaga ne bo ti kola ye kinza tusu bɔŋgɔ rɔye? Kpe bɔ kinza kiꞌdike dɔye laka gɔ lende ꞌba Bɔkoꞌba naga nime.
MAT.6.31	Kina me miya ziye, kinza kolomake dë ti kɔmɔ kïlëꞌdï tiya mo te, ‘Ti monyo tɔne di yala?’ ala, ‘Ti muwë di yala? Kina gbï ti moꞌja bɔŋgɔ di yala?’ 
MAT.6.32	Wa naga nime na ya ma kinza kikali Bɔkoꞌba dë naga këdï kulö dönnï ŋburu gɔmo. ꞌBu ye Bɔkoꞌba ame mïtɔrɔ ne ikali ꞌdeni ma koꞌdɔkɔke wa naga nime pili. 
MAT.6.33	Tine wa ma ꞌdɔ kulö döyï rɔ mbëmbë toma kɔri mo na rɔ ŋere löbu ꞌba Bɔkoꞌba nime gbï ti wa ma bo koꞌdɔkɔ di zïyï. Kina bo ti koja gɔ wa mɔtɔ naga nima ŋgï pili zïyï. 
MAT.6.34	Kina gbï kinza kolomake dë ti kɔmɔ kïlëꞌdï gɔ wa ꞌba tïlëndö. Kɔmɔ kïlëꞌdï ma tïlëndö koloma ëꞌbënï gbï tötï koda bo yayi. Kinza koꞌdeke gomɔ ꞌba kada mɔtɔ dë korake dɔ a ma kada nima këdï koꞌde ne.”
MAT.7.1	“Kinza koꞌdɔ burë ꞌba bɔtɔ mɔtɔ dë. Ɔdɔ koꞌdɔ ti koꞌdɔ burë ꞌbï gbï. 
MAT.7.2	Römöyï kɔri ame këddï koꞌdɔ burë ꞌba bilaka timo ne na gbï Bɔkoꞌba ti koꞌdɔ burë ꞌbï timo. Ndï lende ame këddï kodɔrɔ rɔ bilaka ne na ti kodɔrɔ ꞌbëyï gbï timo tara.
MAT.7.3	Ne gɔ waꞌdi na kebe toŋgɔ pörï di kɔmɔ lëpï yï mɔtɔ konyɔ lende ꞌba kpa kulugbu ma löbu nima kömöyï ne dë? 
MAT.7.4	Ti kiya rɔ ma tondo zi löndö nima, kiya te, ‘Iꞌdi miyagba pörï nima yaga di kömöyï,’ koꞌja këddï ꞌbëyï ti kpa kulugbu kömöyï? 
MAT.7.5	Nï bɔ kɔmɔ kandi nime, iyagba kpa kulugbu nima titi dɔgba yaga di kömöyï ꞌdɔ koꞌja bi laka tiyagba pörï nima yaga di kɔmɔ löndö yï mɔtɔ.
MAT.7.6	Kina kinza kiꞌdi laja ma kɔtɔ laka dë zi bï, römöyï lïjë ti kileki kuyï kpënnï kirica mïyï yaga. Kinza kuꞌdu wa ma kele ꞌbï dë bërï kɔmɔ baꞌdo, lïjë ti kututu dɔmo ti ndïnnï kirasi yaga.”
MAT.7.7	“Ititi kina ti kiꞌdi ŋgï zïyï. Oma kina ti koꞌja ŋgï. Ukökö kina ti kurögö kpadörï ŋgï zïyï. 
MAT.7.8	Römöyï lïjë ame ga pili kititi ne, iꞌdi ŋgï teyi. Kina lïjë ame ga pili koma ne, oꞌja ŋgï. Kina zi ame ga kukökö ne, urögö ŋgï.
MAT.7.9	Yë na ɔdɔ kole abo kïdëkï maŋgolɔꞌbɔ bo kënyï kogba za rɔ kulugbï döku kiꞌdi teyi? 
MAT.7.10	Ala mɔtɔ ɔdɔ kole abo kïdëkï kenze bo kogba za rɔ murë kiꞌdi teyi? 
MAT.7.11	Ne ɔdɔ kpe ame rɔ bɔ lende kënyë ne kikalike tiꞌdi wa ma laka zi kole ꞌbe ga tara, ꞌbu ye ame rɔ ma laka mïtɔrɔ ne ti kiꞌdi wa ma laka rɔ dɔ kiteli ŋgï zïnnï lïjë ame ga kititi di zi bo ne.
MAT.7.12	Wa ame ga koꞌdɔkɔ ꞌdɔ lëpï yï ga koꞌdɔ zïyï ne oꞌdɔ gbï zïnnï. Römöyï wa nime na köꞌdu kiꞌdi ni kpaki ti bɔ kumë lende ꞌba Bɔkoꞌba ni kɔrɔ dɔmo.”
MAT.7.13	“Arike tɔdɔ kebe kpadörï ma titiyi römöyï ma löbu nima ari mï gɔ bi ꞌba tölë dɔ kote. Kina kɔri mo gbï ŋgï rɔ ma kïtëwu. Ya ma këdï kari kebe gɔmo lïjë rɔ ma konzi. 
MAT.7.14	Tine kpadörï ma këdï kari mï gɔ bi ꞌba dïdï ma ŋburuŋburu ŋge titiyi, kina kɔri mo gbï rɔ gomɔ. Ya ma koꞌja mo ga ŋge mbowa.”
MAT.7.15	“Iꞌdike kɔmɔye kandi laka di zi bɔ kumë lende ma dɔ kïndëndë naga nima. Römöyï lïjë ëdï kako ziye kɔzɔ kamölö di rönnï ma yaga, tine di mïnnï lïjë rɔ kuruku wölïwölï ma kënyë. 
MAT.7.16	Ti kikalike lïjë di mï wa ma lïjë këdï koꞌdɔ. Römöyï kono ana maa dë, kina ŋgɔpɔliŋga ana këlu dë gbï. 
MAT.7.17	Kina gbï tara, ŋgërï ma laꞌja ana ꞌbënï gbï rɔ döŋgërï ma laka. Kina ŋgërï ame rɔ götö ne ana ꞌbënï gbï rɔ döŋgërï ma kënyë. 
MAT.7.18	Ŋgërï ma laꞌja ikali dë tana döŋgërï ma kënyë, kina ŋgërï ma götö ikali dë tana döŋgërï ma laka. 
MAT.7.19	Ŋgërï ame ga pili kana döŋgërï ma laka ɔtɔ dë ne ti koga yaga kuꞌdu mï paꞌdo. 
MAT.7.20	Kina me ꞌdɔ kikalike bɔ kumë lende ma dɔ kïndëndë naga nima di mï wa ma lïjë këdï koꞌdɔ.”
MAT.7.21	“Bilaka ame ga köꞌbö toꞌdɔ kpa koŋmi tïdëkï ma rɔ ŋere ŋere ne inza kömö kɔtɔ te mï ŋere löbu ꞌba Bɔkoꞌba. Tine ya ame ga ŋge këdï koꞌdɔ wa ame ꞌbu ma, ma mïtɔrɔ nime koꞌdɔkɔ ne na ŋge ti kömö yïmo. 
MAT.7.22	Mï kada ꞌba burë nima bilaka ma konzi ti kiya ꞌdeni zö te, ‘Ŋere, ŋere, ze na dë tönë doloma tiya laja ꞌba Bɔkoꞌba ti möyï yï ne ya? Kina ti möyï yï na dë gbï tönë doloma tiꞌdi nökï ma konzi kitaꞌba yaga di dɔ bilaka, kina doloma gbï toꞌdɔ gɔ kotɔ ma löbu naga ya?’
MAT.7.23	Tine ti mileki miya zïnnï, miya te, ‘Mikali ye dë kɔtɔ te, arike yaga di rɔma, kpe bɔ koꞌdɔ lende kënyë naga nime.’”
MAT.7.24	“Kina me ꞌdeni, bɔ ame kuwö lende ma nime kina koꞌdɔ ŋgï tara ti këdï kɔzɔ bɔ ma kandi ame koꞌba rö abo dɔ döku ne. 
MAT.7.25	Ame tɔrɔ kaꞌdi mini koso, kina lili pïwu kome kïkëtï rönï yɔki rö nima, tine ulöru dë römöyï isaki toꞌba gbɔndɔ mo ꞌdeni di dɔ döku. 
MAT.7.26	Ne bɔ ame kuwö lende ma nime tine koꞌdɔ dë tara ne ëdï kɔzɔ bɔ rumö ame koꞌba rö abo dɔ yayi lida ne. 
MAT.7.27	Ame tɔrɔ kaꞌdi mini koso, kina lili pïwu kome kïkëtï rönï yɔki rö nima yɔ na kurö ŋgï. Tine tulöru mo ti këdï ŋgï rɔ ma kënyë rɔ dɔ kiteli.”
MAT.7.28	Kina ɔdɔ Yësu kote tiya lende naga nime ꞌdeni tine tïndï naga nima otɔ ŋgï rɔ gönnï rɔ mbëmbë gɔ köꞌdu ꞌba akiyandi abo. 
MAT.7.29	Römöyï bo iyandi wa ꞌdeni ŋgï kɔzɔ bɔ közï kakpa, tine inza kɔzɔ ꞌba bɔ kɔmɔ kiyandi ni tara.
MAT.8.1	Kina ɔdɔ Yësu këkï ꞌdeni bërï di dɔ döku tine tïndï ma konzi ösö ŋgï gɔ bo. 
MAT.8.2	Kina bɔ mɔtɔ ame roma kilaꞌba ꞌdeni rɔmo ne kako ŋgï kolɔdɔ bërï kɔmɔ Yësu, kiya te, “Ŋere, ɔdɔ koꞌdɔkɔ ŋgï ti kileŋo ma ŋgï yaga rɔ ma kɔpɔ.”
MAT.8.3	Kina Yësu koja közï bo kosa rɔ bɔ nima, kiya te, “Moꞌdɔkɔ ꞌdeni ŋgï, ileŋo yi ꞌdeni.”
MAT.8.3	Kina rɔkɔꞌɔ tönë kola bɔ nima ŋgï welo. 
MAT.8.4	Kina Yësu kose zi bo, iya te, “Uwö te, kinza kari kiya lende nime dë zi bɔtɔ mɔtɔ, tine ari zi bɔ akumu ꞌdɔ bo kinyeli röyï. Kina ꞌdɔ kiꞌdi kpa közï ꞌba akileŋo kɔzɔ ame Musa kiꞌdi köꞌdu mo mɔlo ne tara. Ame ꞌdɔ kileme zi bilaka pili ileŋo yi ꞌdeni.”
MAT.8.5	Kina ɔdɔ Yësu kɔdɔ ꞌdeni mï Kaparanoma bɔ dɔ bɔ kanya mɔtɔ ꞌba Romo ako zi bo komaꞌjo rɔ bo zi Yësu, 
MAT.8.6	kiya te, “Ŋere, bɔ laja ma ëdï rɔ rɔkɔꞌɔ dɔ sora liŋɔ ma ꞌdë yayi. Ëdï ŋgï kilisa sowa, uyï rönï dë gbï.”
MAT.8.7	Yësu iya te, “Ti mari tileŋo bo.”
MAT.8.8	Tine bɔ dɔ bɔ kanya nime ileki dɔmo, iya te, “Ŋere, mɔꞌbɔ dë ꞌdɔ tiꞌdi yi kako mï gɔ bi ꞌba loma ma. Tine iya ŋge ti kpëyï kina ti kileŋo bɔ laja ma nima ŋgï. 
MAT.8.9	Römöyï mikali közï kakpa ꞌbï ëdï gbï kɔzɔ ꞌbama ame mëdï bïcï közï kakpa ti bɔ kanya ŋbaŋi kpa bïcö ne. Ɔdɔ milende zi mɔtɔ, miya te, ‘Ari,’ kina kari ŋgï. Ɔdɔ milende zi mɔtɔ, miya te, ‘Ako,’ kina kako ŋgï. Kina gbï ɔdɔ milende zi bɔ laja ma, miya te, ‘Oꞌdɔ wa nime,’ kina koꞌdɔ ŋgï.”
MAT.8.10	Kina ɔdɔ Yësu kuwö lende ꞌba bɔ nime ꞌdeni te tine, lende mo igayi bo ŋgï. Kina bo kiya zi bɔ kösö gɔ bo ga, iya te, “Rɔ ma laka miya ziye, moꞌja bɔtɔ dë di mï bilaka ꞌba Yisarele ame kiꞌdi dönï gɔ lende ma kɔzɔ bɔ nime te. 
MAT.8.11	Rɔ ma laka mëdï miya ziye, ma konzi ti kako di mï dɔyayi ma kapa yïbï ti dɔ tɔrɔ kodɔꞌbɔ rönnï ti Abarayama ni ti Yisika ti Yakoba mï lɔŋɔ ꞌba ŋbele ꞌba ŋere löbu ꞌba Bɔkoꞌba. 
MAT.8.12	Tine ya ame ga mɔlo rɔ kole ꞌba mï ŋere löbu nima ne ti kuꞌdu ꞌdeni ŋbö yaga mï gɔ bi kölu ame rɔ bi ꞌba monɔ ni ti kpa kunyï.”
MAT.8.13	Kina Yësu kileki kiya zi bɔ dɔ bɔ kanya tönë, iya te, “Ari liŋɔ, wa ame komeri ꞌdeni mïyï gɔ tigɔ ma ne ti koꞌdɔ rönï ꞌdeni ŋgï tara zïyï.”
MAT.8.13	Kina kileŋo bɔ laja ꞌba bɔ dɔ bɔ kanya tönë ŋgï mï saa nima.
MAT.8.14	Kina ɔdɔ Yësu kari ꞌdeni kɔdɔ rö ꞌba Pïtörö tine bo ari koꞌja mese ꞌba Pïtörö këdï köꞌdö dɔ sora yayi ti zëyï. 
MAT.8.15	Kina bo kosa közïmo yɔ na zëyï nima kola ŋgï, na lɔko kënyï ŋgï kari toja laja zi bo.
MAT.8.16	Mï dɔkɔpiyari tine na koꞌde ya ma konzi ame ga këdï ti nökï ne ŋgï kako zi bo. Kina bo kamo ŋgï dɔ nökï ni kitaꞌba yaga di dɔmo. Kina bo kileŋo ya ame ga pili rɔ rɔkɔꞌɔ ne ŋgï gbï. 
MAT.8.17	Bo oꞌdɔ wa nime ꞌdeni ꞌdɔ këdï kɔzɔ ma tönë Yesaya bɔ kumë lende ꞌba Bɔkoꞌba kiya ne. Ame kiya te, “Bo gbagba bo na kombi rɔkɔꞌɔ ze ga ꞌdeni kpaki yaga.”
MAT.8.18	Kina ɔdɔ Yësu koŋgɔ tïndï ꞌdeni këdï kuru bo bërï tara tine na bo kilende ŋgï zi bɔ kösö gɔ bo ga ꞌdɔ kumu kari gönyï pöpö ma kapa mɔtɔ. 
MAT.8.19	Kina bɔ kɔmɔ kiyandi mɔtɔ ꞌba köꞌdu kiꞌdi kako ŋgï zi bo, kiya te, “Bɔ kɔmɔ kiyandi, ti mösö ŋgï nduwë göyï ŋbö bi tɔ ame këddï kari pele teyi.”
MAT.8.20	Yësu ileki dɔmo, iya te, “Kiraba ni pele ëdï ti gö ꞌbënnï ga, kina yali ni gbï ëdï ti rö ꞌbënnï ga. Tine kole ꞌba bilaka lesi inza ꞌba bo ti bi mɔtɔ ame gɔ bo koꞌba dɔ bo teyi tindawo rɔ bo.”
MAT.8.21	Bɔ mɔtɔ ame rɔ bɔ kösö gɔ bo ne ako kiya te, “Löbu ma, iꞌdi mileki titi tusu ꞌbu ma.”
MAT.8.22	Yësu iya te, “Ösö gɔma, ola töku ni kusu töku lëpï nnï ga.”
MAT.8.23	Kina Yësu ni këkï ŋgï mï sorope ti bɔ kösö gɔ bo ga tari rɔ dɔ mini. 
MAT.8.24	Mbowa yɔ na pïwu kiꞌdi ŋgï tome kebe dɔ pöpö yayi. Lili pïwu nima iꞌdi ŋgï toŋbeŋbe sorope koꞌdɔ ꞌdɔ könzu bërï. Tine Yësu ëdï bi töꞌdö. 
MAT.8.25	Kina lïjë kari ŋgï kindiŋi bo, kiya te, “Ŋere, okɔnyi ze, dëdï ꞌdeni dölë.”
MAT.8.26	Tine bo iya te, “Ëddï kereke gɔ waꞌdi? Kpe bɔ kinza kiꞌdike dɔye laka gɔ lende ma naga nime.”
MAT.8.26	Kina bo kënyï tɔrɔ kamo dɔ lili ni ti mini kikagba nima ꞌdɔ kɔrɔ. Kina kɔrɔ ŋgï liwo. 
MAT.8.27	Kina lïjë pili kotɔ ŋgï rɔ gönnï, iya te, “Bɔ nime, bo waꞌdi ga na? Lili ni ti mini löbu ni kpaki rɔ wa kuwö dɔ bo.”
MAT.8.28	Kina ɔdɔ Yësu kömö ꞌdeni kapa pöpö mɔtɔ mï dɔyayi ꞌba Gadara tine na ya mɔtɔ ga rïyö rɔ bɔ nökï kondɔsɔ ŋgï ti bo di yayi. Ya rïyö naga nima ëdï kako di kpa tïꞌbörö ꞌba tusu töku. Ya naga nima nökï ilaꞌba ꞌdeni dɔmo koworo ŋgï rɔ ma kënyë. Gɔ köꞌdu mo na bɔtɔ ilaŋa rönï dë kpe tudö kebe yayi. 
